1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 170.36723),(2 236.26758),(3 285.36856),(4 316.90863),(5 346.10083),(6 367.27304),(7 385.21594),(8 408.72122),(9 421.79883),(10 440.59872),(11 452.27823),(12 462.36374),(13 472.78732),(14 477.55603),(15 486.7034),(16 493.76013),(17 500.4355),(18 507.068),(19 512.01306),(20 518.8768),(21 523.96185),(22 526.6905),(23 527.9203),(24 532.1853),(25 536.9968),(26 538.7686),(27 547.0214),(28 548.2574),(29 550.91296),(30 548.9295),(31 548.9465),(32 551.9363),(33 554.1647),(34 553.1484),(35 554.8613),(36 555.3),(37 555.11835),(38 558.1395),(39 560.7235),(40 563.0979),(41 565.3037),(42 565.79486),(43 568.5617),(44 571.65845),(45 568.2693),(46 574.0252),(47 580.5638),(48 585.15576),(49 590.3117),(50 593.6601),(51 599.0435),(52 599.03217),(53 603.6345),(54 609.08386),(55 611.4261),(56 613.81726),(57 619.5488),(58 623.03375),(59 626.8178),(60 628.1104),(61 630.6331),(62 633.2344),(63 636.4442),(64 639.19244),(65 643.3065),(66 645.9449),(67 648.6439),(68 642.6002),(69 645.0825),(70 642.4585),(71 643.0173),(72 642.94385),(73 644.2996),(74 647.27057),(75 644.7429),(76 649.9469),(77 651.8619),(78 650.4574),(79 649.5325),
(1 167.97708),(2 233.6535),(3 280.29105),(4 308.4601),(5 335.62994),(6 355.4145),(7 377.46722),(8 401.73264),(9 415.89276),(10 434.43723),(11 451.1458),(12 460.04987),(13 469.15973),(14 473.8682),(15 486.07764),(16 490.1083),(17 494.71057),(18 500.05383),(19 502.63864),(20 510.39404),(21 515.393),(22 521.21),(23 526.4046),(24 527.78644),(25 530.1519),(26 528.4352),(27 533.6165),(28 536.25964),(29 536.77313),(30 534.995),(31 535.10223),(32 538.91125),(33 538.4374),(34 539.7234),(35 539.07745),(36 542.57324),(37 546.21497),(38 550.59296),(39 555.3236),(40 556.6193),(41 556.26416),(42 556.89636),(43 555.79193),(44 554.2242),(45 553.7539),(46 556.52313),(47 560.59875),(48 562.9163),(49 565.1976),(50 566.74115),(51 569.39105),(52 565.7053),(53 565.5824),(54 566.9823),(55 564.9264),(56 565.90015),(57 566.64496),(58 568.2497),(59 568.751),(60 570.2042),(61 569.4726),(62 573.6729),(63 572.0384),(64 573.14594),(65 574.24835),(66 579.27466),(67 582.37506),(68 581.57654),(69 583.24457),(70 581.6245),(71 581.8164),(72 582.1727),(73 584.68665),(74 589.0933),(75 590.20953),(76 593.0275),(77 592.525),(78 588.84357),(79 590.2865),
(1 167.88763),(2 235.95752),(3 284.84222),(4 315.95023),(5 341.6483),(6 364.99066),(7 386.53116),(8 407.1659),(9 421.07236),(10 438.21933),(11 450.76117),(12 460.9732),(13 469.78604),(14 479.39185),(15 491.03375),(16 493.90805),(17 498.02206),(18 500.24268),(19 501.4069),(20 504.2165),(21 510.4265),(22 516.2081),(23 516.1822),(24 519.15594),(25 523.0707),(26 523.4794),(27 530.8351),(28 532.245),(29 529.6655),(30 529.66364),(31 529.7866),(32 533.0787),(33 534.1602),(34 537.83765),(35 541.0826),(36 542.03625),(37 541.43835),(38 543.787),(39 547.9685),(40 550.90796),(41 548.12695),(42 544.9843),(43 544.0045),(44 544.5591),(45 547.4536),(46 547.77026),(47 553.5933),(48 556.2074),(49 559.0985),(50 564.2634),(51 568.0481),(52 568.29816),(53 574.6816),(54 574.4852),(55 579.2954),(56 579.32996),(57 583.6151),(58 585.089),(59 588.6098),(60 591.8296),(61 588.09576),(62 593.2643),(63 595.68115),(64 595.40204),(65 597.6088),(66 597.68854),(67 596.6619),(68 595.9401),(69 597.19366),(70 597.6357),(71 596.3883),(72 597.4071),(73 597.1072),(74 594.21454),(75 591.03345),(76 589.58203),(77 592.3884),(78 588.494),(79 586.44543),
(1 163.94336),(2 227.19328),(3 273.76498),(4 308.3104),(5 333.13406),(6 351.58163),(7 371.9099),(8 392.33908),(9 407.20184),(10 424.45547),(11 441.4412),(12 451.45),(13 462.03598),(14 467.527),(15 479.0474),(16 481.7684),(17 484.13727),(18 486.7464),(19 487.45792),(20 492.8346),(21 499.82468),(22 503.2594),(23 509.29523),(24 511.86966),(25 516.4355),(26 520.22797),(27 528.8857),(28 530.35596),(29 530.7431),(30 529.51996),(31 531.2379),(32 534.4652),(33 536.7528),(34 538.5818),(35 537.1615),(36 540.6094),(37 539.9234),(38 540.37305),(39 541.0958),(40 542.8104),(41 540.22546),(42 539.51385),(43 538.3406),(44 543.06),(45 547.3788),(46 543.9751),(47 545.6416),(48 547.525),(49 547.8509),(50 549.7607),(51 552.72876),(52 550.4012),(53 551.9182),(54 558.14935),(55 559.82245),(56 561.1653),(57 563.23),(58 566.66797),(59 567.4151),(60 569.58386),(61 571.4502),(62 572.78345),(63 573.47833),(64 576.6379),(65 574.45605),(66 573.4628),(67 572.2325),(68 570.9765),(69 574.5128),(70 570.57605),(71 571.92303),(72 573.4533),(73 571.4979),(74 573.34534),(75 571.3435),(76 575.2891),(77 574.70526),(78 572.2509),(79 570.73596),
(1 160.87082),(2 225.40736),(3 273.19128),(4 303.68292),(5 328.14117),(6 349.55466),(7 369.8292),(8 390.76678),(9 404.01196),(10 417.99316),(11 432.30328),(12 444.22772),(13 453.6782),(14 458.20316),(15 466.24118),(16 471.31842),(17 476.07227),(18 480.6987),(19 483.66412),(20 491.94995),(21 497.03024),(22 499.77454),(23 504.7604),(24 509.0394),(25 509.48837),(26 509.48138),(27 513.6301),(28 514.3782),(29 516.2769),(30 520.32263),(31 521.9026),(32 526.4324),(33 527.4357),(34 526.2039),(35 527.4492),(36 527.66003),(37 525.7284),(38 527.2395),(39 527.2592),(40 530.2731),(41 527.98566),(42 531.4042),(43 529.0471),(44 533.5226),(45 536.5316),(46 538.54565),(47 542.2471),(48 544.2916),(49 547.1138),(50 551.18805),(51 555.7846),(52 552.74445),(53 552.02527),(54 554.3713),(55 558.80664),(56 558.6434),(57 560.40967),(58 562.1583),(59 562.5006),(60 561.3353),(61 562.8031),(62 564.00903),(63 568.2448),(64 568.11365),(65 569.6644),(66 567.5777),(67 568.31104),(68 568.993),(69 566.733),(70 564.2196),(71 562.7656),(72 560.06665),(73 556.7038),(74 559.53845),(75 563.31335),(76 564.183),(77 562.14246),(78 560.2794),(79 560.6208),
(1 163.27567),(2 227.45193),(3 274.33478),(4 305.1689),(5 332.6211),(6 351.48727),(7 372.5396),(8 393.00082),(9 410.2239),(10 429.0681),(11 438.41513),(12 446.96426),(13 455.07437),(14 462.4027),(15 472.28192),(16 477.0936),(17 486.16513),(18 494.1922),(19 501.08163),(20 505.692),(21 513.1603),(22 519.77344),(23 524.38275),(24 532.1389),(25 534.71747),(26 537.28613),(27 541.1242),(28 542.1547),(29 546.39886),(30 548.3649),(31 551.99176),(32 550.7127),(33 552.93915),(34 551.1503),(35 553.7589),(36 553.5226),(37 550.8514),(38 552.5243),(39 551.1319),(40 550.8267),(41 549.7499),(42 548.3693),(43 543.80176),(44 545.97736),(45 544.7433),(46 543.0909),(47 543.4688),(48 547.6331),(49 553.3161),(50 555.8758),(51 562.4827),(52 561.27747),(53 563.91125),(54 569.0255),(55 573.462),(56 575.61774),(57 578.4492),(58 582.04785),(59 587.3948),(60 586.64417),(61 588.87775),(62 593.15344),(63 598.58374),(64 596.46484),(65 598.2855),(66 598.0877),(67 597.37866),(68 594.1206),(69 593.3065),(70 593.79376),(71 592.65125),(72 592.4764),(73 587.0469),(74 586.68005),(75 591.5414),(76 588.7133),(77 588.2242),(78 587.1429),(79 588.6627),
(1 158.68623),(2 218.6862),(3 264.80917),(4 293.40945),(5 316.96777),(6 338.77475),(7 358.7029),(8 381.5459),(9 395.63483),(10 411.85764),(11 423.7204),(12 435.2388),(13 443.64178),(14 448.314),(15 454.73572),(16 461.05658),(17 467.06784),(18 472.8005),(19 476.27502),(20 480.73273),(21 485.4608),(22 489.16064),(23 490.37683),(24 492.88965),(25 497.75574),(26 501.12012),(27 505.21893),(28 512.25385),(29 514.4939),(30 519.3827),(31 524.45483),(32 527.7984),(33 532.4905),(34 535.7118),(35 535.2613),(36 539.822),(37 535.87445),(38 539.3885),(39 537.2759),(40 538.4427),(41 541.2124),(42 540.1276),(43 542.1644),(44 543.7443),(45 547.7219),(46 546.46625),(47 549.8957),(48 548.3973),(49 556.5259),(50 556.4673),(51 561.9907),(52 567.1007),(53 572.70184),(54 575.44244),(55 574.2985),(56 576.72955),(57 576.1829),(58 582.12445),(59 585.3749),(60 585.2215),(61 588.2226),(62 592.1049),(63 594.05756),(64 593.7292),(65 596.8646),(66 595.7966),(67 597.6849),(68 590.29034),(69 587.392),(70 586.8997),(71 585.22974),(72 587.7242),(73 586.2405),(74 587.07904),(75 588.06287),(76 591.20526),(77 589.25635),(78 589.2327),(79 593.3423),
(1 155.49916),(2 215.07709),(3 258.33936),(4 287.82333),(5 313.6529),(6 334.9838),(7 356.45602),(8 381.28394),(9 396.21786),(10 409.97015),(11 424.7301),(12 431.6041),(13 440.2488),(14 448.83234),(15 453.41208),(16 461.32867),(17 465.1781),(18 470.73022),(19 472.469),(20 474.1785),(21 477.8104),(22 480.388),(23 484.20526),(24 484.27856),(25 489.65567),(26 492.588),(27 496.16492),(28 499.6566),(29 498.5759),(30 499.39648),(31 501.87735),(32 504.45685),(33 510.99426),(34 511.4034),(35 511.06226),(36 514.9111),(37 511.0965),(38 513.55634),(39 513.55804),(40 517.6873),(41 521.81976),(42 525.04504),(43 524.9749),(44 525.66785),(45 528.4154),(46 528.8074),(47 529.00977),(48 528.26447),(49 530.46893),(50 532.5714),(51 534.87103),(52 536.9673),(53 535.9532),(54 539.84814),(55 537.7114),(56 540.9633),(57 540.7446),(58 543.722),(59 545.349),(60 544.7165),(61 543.1604),(62 548.758),(63 554.02765),(64 557.7285),(65 559.30896),(66 562.17206),(67 561.87213),(68 556.2177),(69 556.39734),(70 557.8633),(71 559.52423),(72 561.11163),(73 564.0439),(74 565.9419),(75 569.2722),(76 576.0521),(77 576.68976),(78 580.3986),(79 580.52423),
(1 151.37727),(2 212.49538),(3 256.02298),(4 285.57343),(5 310.17667),(6 331.8509),(7 351.08807),(8 375.7828),(9 390.88513),(10 406.8073),(11 416.99557),(12 424.68356),(13 434.38507),(14 444.62146),(15 455.10843),(16 460.99197),(17 466.5868),(18 472.49365),(19 476.9028),(20 479.9433),(21 485.0674),(22 491.08038),(23 493.09836),(24 497.1542),(25 505.14487),(26 505.9764),(27 512.94604),(28 517.30176),(29 521.4592),(30 522.6243),(31 523.27985),(32 528.30505),(33 529.9806),(34 526.6874),(35 526.3919),(36 525.1475),(37 524.94794),(38 525.6292),(39 525.3803),(40 523.5997),(41 522.8396),(42 526.9017),(43 527.7202),(44 529.7346),(45 531.62915),(46 532.21643),(47 536.2002),(48 535.81),(49 537.04535),(50 537.25934),(51 541.0039),(52 542.1785),(53 543.2416),(54 544.7204),(55 543.59674),(56 542.3326),(57 545.01843),(58 547.27356),(59 546.81696),(60 544.83093),(61 542.81415),(62 548.1534),(63 549.02686),(64 551.8072),(65 552.63153),(66 552.41437),(67 553.23285),(68 550.82733),(69 551.97974),(70 552.9333),(71 553.2174),(72 557.10315),(73 561.5372),(74 564.2885),(75 566.8429),(76 570.85004),(77 575.73224),(78 574.83673),(79 578.50397),
(1 151.73882),(2 208.95602),(3 251.17224),(4 277.38004),(5 304.79416),(6 326.22675),(7 345.41467),(8 370.4824),(9 387.22122),(10 404.1811),(11 415.81757),(12 430.02798),(13 439.0024),(14 447.31177),(15 453.06873),(16 458.81143),(17 464.37308),(18 473.28964),(19 476.82407),(20 482.7514),(21 487.51968),(22 489.9848),(23 494.193),(24 498.0914),(25 500.9679),(26 499.74985),(27 501.62045),(28 502.3637),(29 503.1771),(30 506.05536),(31 508.7859),(32 511.38846),(33 516.15125),(34 514.5368),(35 517.5378),(36 518.84607),(37 519.0282),(38 521.9643),(39 521.7409),(40 525.0142),(41 528.65704),(42 531.3697),(43 538.14813),(44 537.52423),(45 540.7893),(46 540.78235),(47 545.0486),(48 547.98724),(49 550.1669),(50 553.228),(51 556.96454),(52 559.856),(53 565.1656),(54 564.4162),(55 564.84814),(56 569.1157),(57 569.9934),(58 569.12744),(59 570.6659),(60 571.46576),(61 570.4787),(62 571.9267),(63 571.427),(64 567.2581),(65 563.30914),(66 563.4266),(67 562.70276),(68 562.3846),(69 562.5906),(70 560.56915),(71 557.8381),(72 560.1143),(73 562.76),(74 561.3312),(75 564.3218),(76 565.19727),(77 563.3839),(78 565.66724),(79 567.5252),
(1 153.81157),(2 211.60565),(3 254.5791),(4 283.15024),(5 310.65234),(6 333.55515),(7 350.6558),(8 374.82788),(9 389.8995),(10 407.13968),(11 416.09863),(12 426.53525),(13 431.7293),(14 440.6343),(15 450.86697),(16 455.13187),(17 460.239),(18 463.75403),(19 467.89127),(20 471.97153),(21 477.39972),(22 482.53738),(23 483.32858),(24 487.3051),(25 488.7552),(26 490.20612),(27 496.65967),(28 499.11627),(29 499.4757),(30 504.49924),(31 507.59213),(32 512.4104),(33 515.123),(34 516.1298),(35 516.26215),(36 514.05286),(37 512.74756),(38 513.9164),(39 517.7924),(40 515.649),(41 515.07635),(42 515.9659),(43 516.6779),(44 517.19934),(45 520.6268),(46 519.2249),(47 522.1214),(48 522.6057),(49 523.6849),(50 523.7097),(51 529.6229),(52 532.4136),(53 527.06146),(54 531.7703),(55 530.5912),(56 534.5548),(57 538.9971),(58 540.6669),(59 542.741),(60 545.06305),(61 548.76855),(62 551.6635),(63 554.87976),(64 552.4562),(65 550.4322),(66 552.7941),(67 553.2261),(68 550.2598),(69 550.1163),(70 544.0073),(71 542.1335),(72 541.1405),(73 537.74286),(74 539.5973),(75 542.5892),(76 547.1349),(77 548.7317),(78 548.3932),(79 547.0711),
(1 150.33528),(2 209.69962),(3 253.57309),(4 282.05948),(5 308.978),(6 328.82202),(7 345.5328),(8 364.9929),(9 376.44788),(10 388.81793),(11 397.42862),(12 407.8907),(13 414.96576),(14 422.99756),(15 429.46124),(16 432.5191),(17 440.57257),(18 444.72964),(19 449.1522),(20 448.9688),(21 451.82983),(22 455.71118),(23 460.18018),(24 462.25516),(25 466.7541),(26 468.2614),(27 474.66852),(28 476.7416),(29 480.8239),(30 484.4365),(31 487.9256),(32 492.9504),(33 496.82376),(34 500.52957),(35 501.49707),(36 499.2751),(37 502.92007),(38 507.74942),(39 508.6034),(40 508.00858),(41 509.50977),(42 510.1034),(43 510.39478),(44 512.9894),(45 511.66232),(46 513.36346),(47 512.36053),(48 514.4109),(49 512.7111),(50 514.729),(51 514.49255),(52 515.3676),(53 515.8719),(54 515.19495),(55 512.2832),(56 513.07513),(57 512.90967),(58 512.47845),(59 513.373),(60 513.6663),(61 516.11786),(62 520.46704),(63 529.0955),(64 527.91034),(65 530.0215),(66 534.73016),(67 535.6903),(68 533.70966),(69 530.50653),(70 528.895),(71 530.2291),(72 527.69794),(73 527.1051),(74 531.1299),(75 531.23883),(76 534.1736),(77 535.5204),(78 538.43616),(79 540.6037),
(1 149.91052),(2 206.52237),(3 248.77051),(4 275.30737),(5 297.72614),(6 316.65756),(7 332.92545),(8 353.99927),(9 364.32486),(10 377.2711),(11 385.91367),(12 394.42398),(13 400.22293),(14 407.94742),(15 410.4771),(16 416.66235),(17 420.1836),(18 425.24832),(19 430.0187),(20 434.69354),(21 439.66443),(22 444.2595),(23 448.00726),(24 446.6423),(25 450.0505),(26 451.46893),(27 460.6407),(28 462.49),(29 464.79688),(30 466.70267),(31 470.05814),(32 476.1946),(33 477.1233),(34 478.4187),(35 479.14117),(36 479.1304),(37 479.26334),(38 481.03745),(39 483.3946),(40 480.44977),(41 479.10458),(42 479.52194),(43 482.80362),(44 482.76724),(45 482.69406),(46 487.60492),(47 489.86108),(48 493.64215),(49 494.47534),(50 497.39578),(51 499.03705),(52 500.4344),(53 501.7533),(54 499.87723),(55 497.58893),(56 498.6409),(57 499.86505),(58 498.79535),(59 498.0872),(60 501.50134),(61 500.55777),(62 505.58035),(63 508.23224),(64 511.28726),(65 514.4436),(66 517.15814),(67 514.867),(68 513.4282),(69 511.87927),(70 510.16318),(71 510.71005),(72 509.25827),(73 507.46274),(74 507.49496),(75 508.9176),(76 510.21057),(77 510.56277),(78 507.68784),(79 511.03976),
(1 144.76648),(2 201.78308),(3 242.9329),(4 271.71567),(5 294.80853),(6 313.98706),(7 332.6452),(8 352.7007),(9 367.30942),(10 377.25287),(11 387.5376),(12 398.3365),(13 407.97653),(14 412.07867),(15 417.28265),(16 422.51376),(17 426.50116),(18 430.3842),(19 436.48862),(20 438.29282),(21 441.79926),(22 442.1834),(23 446.2337),(24 450.4004),(25 450.0578),(26 451.02597),(27 454.60187),(28 456.91483),(29 459.51294),(30 461.1816),(31 463.4395),(32 465.27826),(33 465.28757),(34 464.56226),(35 467.18576),(36 465.5253),(37 466.2217),(38 466.42673),(39 468.7422),(40 470.76584),(41 471.7043),(42 471.80646),(43 474.71698),(44 477.3013),(45 478.87936),(46 480.85135),(47 482.03818),(48 480.56784),(49 484.06992),(50 487.27676),(51 492.43613),(52 494.8287),(53 495.81024),(54 497.68604),(55 499.4819),(56 500.92596),(57 501.6503),(58 500.0447),(59 500.30923),(60 499.20074),(61 498.16318),(62 505.89767),(63 509.5204),(64 508.72302),(65 508.67654),(66 512.4241),(67 512.0969),(68 514.7545),(69 518.27106),(70 520.0354),(71 522.1104),(72 521.74506),(73 523.60815),(74 522.0255),(75 522.52637),(76 525.9175),(77 529.36316),(78 528.0542),(79 532.43896),
(1 144.30888),(2 202.41888),(3 244.85158),(4 272.97202),(5 300.3681),(6 318.59537),(7 336.91577),(8 354.56964),(9 370.17242),(10 379.8559),(11 388.6268),(12 396.2599),(13 405.8249),(14 410.7809),(15 417.4634),(16 420.2754),(17 424.40494),(18 427.9467),(19 429.70688),(20 427.917),(21 431.9897),(22 434.87424),(23 439.2539),(24 441.2726),(25 443.99896),(26 446.10648),(27 448.02954),(28 451.5689),(29 455.58823),(30 457.17813),(31 460.97488),(32 460.8307),(33 463.97687),(34 465.01566),(35 465.88043),(36 463.1612),(37 466.2096),(38 468.4212),(39 471.87646),(40 475.3544),(41 478.56027),(42 478.96268),(43 479.96054),(44 483.85788),(45 487.82858),(46 488.5858),(47 487.50314),(48 489.86285),(49 490.168),(50 494.46353),(51 497.1476),(52 498.0168),(53 498.5672),(54 495.8199),(55 495.55246),(56 494.1113),(57 493.36697),(58 491.9046),(59 491.54666),(60 494.99576),(61 494.31628),(62 496.28082),(63 498.30194),(64 499.33853),(65 502.05316),(66 508.96674),(67 508.58365),(68 508.18448),(69 509.86505),(70 509.268),(71 510.74368),(72 507.83267),(73 509.6378),(74 506.93204),(75 507.84048),(76 511.99942),(77 514.84674),(78 514.98944),(79 518.92444),
(1 141.05478),(2 195.03156),(3 234.43507),(4 263.4351),(5 289.14417),(6 308.8631),(7 326.96817),(8 349.5751),(9 362.5454),(10 373.8637),(11 380.1172),(12 387.96173),(13 393.24295),(14 398.46802),(15 405.79138),(16 409.92905),(17 416.4454),(18 422.44604),(19 429.51794),(20 431.37466),(21 434.60397),(22 436.1946),(23 436.331),(24 439.5938),(25 440.3208),(26 439.38803),(27 441.08823),(28 443.24567),(29 446.3238),(30 448.05844),(31 451.58618),(32 456.83353),(33 460.74896),(34 462.8779),(35 466.13663),(36 468.27383),(37 469.05157),(38 474.9268),(39 480.89816),(40 482.7552),(41 485.14017),(42 487.91003),(43 489.6413),(44 493.05078),(45 495.54886),(46 498.8876),(47 503.40582),(48 505.7882),(49 505.9502),(50 510.61215),(51 515.63434),(52 519.3372),(53 515.6196),(54 516.82214),(55 516.1526),(56 516.5535),(57 519.2255),(58 519.4004),(59 519.6024),(60 516.3638),(61 514.6217),(62 517.5511),(63 516.55786),(64 514.20917),(65 511.46558),(66 513.46985),(67 518.1942),(68 513.388),(69 511.75192),(70 509.98184),(71 507.86725),(72 508.63495),(73 508.08865),(74 510.1986),(75 510.1104),(76 510.86752),(77 515.73486),(78 516.11096),(79 512.50696),
(1 140.68748),(2 192.986),(3 233.74487),(4 260.67792),(5 283.82657),(6 302.45544),(7 319.24075),(8 342.933),(9 356.42148),(10 364.3564),(11 373.29715),(12 382.30856),(13 388.30917),(14 392.9127),(15 398.891),(16 402.39365),(17 408.6284),(18 414.07272),(19 416.76624),(20 420.47302),(21 424.65),(22 427.0177),(23 431.80087),(24 433.37424),(25 434.27707),(26 431.58066),(27 435.59012),(28 439.37186),(29 443.20245),(30 443.0541),(31 445.72336),(32 450.0901),(33 454.05658),(34 455.85782),(35 456.1841),(36 457.0783),(37 457.7184),(38 458.86127),(39 461.15115),(40 467.77515),(41 469.06943),(42 470.99728),(43 473.64523),(44 475.23297),(45 475.17343),(46 473.74194),(47 476.8118),(48 477.14963),(49 480.94583),(50 481.5176),(51 483.91833),(52 485.94193),(53 484.93835),(54 490.38202),(55 488.06113),(56 490.984),(57 493.14035),(58 491.8738),(59 489.69446),(60 489.58542),(61 487.78793),(62 491.04776),(63 493.09253),(64 488.35165),(65 488.94916),(66 489.70505),(67 489.84595),(68 488.83038),(69 489.30185),(70 488.51666),(71 488.55658),(72 489.05157),(73 490.5197),(74 491.6277),(75 494.3021),(76 498.42422),(77 497.53574),(78 504.46942),(79 505.02863),
(1 139.03166),(2 191.21953),(3 229.1443),(4 255.24188),(5 276.9701),(6 295.32938),(7 313.2421),(8 332.38107),(9 344.91617),(10 356.516),(11 365.5705),(12 374.3376),(13 379.4581),(14 388.8955),(15 395.31854),(16 398.00485),(17 401.50623),(18 406.71597),(19 408.51968),(20 411.50092),(21 417.5713),(22 415.7009),(23 420.17227),(24 423.25082),(25 426.64798),(26 428.1859),(27 429.30975),(28 431.3809),(29 434.30112),(30 438.3979),(31 438.7136),(32 442.77206),(33 443.22534),(34 442.938),(35 440.72015),(36 438.34625),(37 437.4649),(38 439.68936),(39 441.5328),(40 443.67084),(41 442.55524),(42 445.6526),(43 448.09055),(44 448.8577),(45 451.77145),(46 451.60757),(47 450.86374),(48 451.53967),(49 454.3069),(50 450.36847),(51 451.93686),(52 454.81454),(53 451.92896),(54 455.62085),(55 455.9305),(56 457.5711),(57 459.25146),(58 462.7581),(59 460.85052),(60 460.21088),(61 462.87802),(62 461.4837),(63 465.92084),(64 463.9211),(65 465.46527),(66 468.16992),(67 468.87103),(68 470.12747),(69 470.2698),(70 469.5754),(71 471.206),(72 468.3302),(73 468.8297),(74 469.67044),(75 475.5516),(76 476.68503),(77 477.14444),(78 476.29346),(79 476.86273),
(1 139.45584),(2 195.2239),(3 235.54936),(4 262.4688),(5 286.29193),(6 305.60205),(7 321.85138),(8 341.45322),(9 354.3304),(10 367.31537),(11 378.34085),(12 388.54575),(13 397.22162),(14 406.02713),(15 414.31357),(16 419.35107),(17 422.61957),(18 427.01468),(19 429.22678),(20 433.91437),(21 440.46964),(22 440.59402),(23 444.49652),(24 444.267),(25 449.3467),(26 449.13837),(27 450.55798),(28 455.52518),(29 458.9506),(30 461.5081),(31 461.13184),(32 463.22598),(33 465.9555),(34 465.4832),(35 463.65002),(36 463.47308),(37 463.12677),(38 464.75836),(39 466.91098),(40 468.17352),(41 467.81332),(42 467.52005),(43 467.92154),(44 466.1648),(45 467.62802),(46 467.39316),(47 465.49164),(48 462.27744),(49 462.7588),(50 463.0591),(51 459.80298),(52 465.25082),(53 460.1427),(54 460.25443),(55 460.4285),(56 461.87286),(57 465.4297),(58 464.24127),(59 466.41922),(60 466.7408),(61 467.38397),(62 470.5683),(63 472.45834),(64 474.37457),(65 475.16077),(66 481.2468),(67 484.2819),(68 486.53577),(69 489.37973),(70 488.50375),(71 491.05948),(72 492.63818),(73 492.36636),(74 489.20157),(75 497.84796),(76 498.90726),(77 499.03314),(78 501.62204),(79 504.11047),
