1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 369041.72),(2 836716.56),(3 1358353.1),(4 3117109.3),(5 5110014.5),(6 6775572),(7 8773903),(8 10661021),(9 12645160),(10 14537360),(11 16246819),(12 18125194),(13 19298642),(14 20808188),(15 22171668),(16 23468026),(17 24780662),(18 26117974),(19 27297250),(20 28697418),(21 30249466),(22 31896570),(23 33680452),(24 35654532),(25 36894704),(26 37920160),(27 38973428),(28 41202384),(29 43120348),(30 45764348),(31 48980084),(32 53266240),(33 58074880),(34 63911044),(35 69657290),(36 75883784),(37 82165880),(38 88525450),(39 95073730),(40 101774790),(41 108692330),(42 115895576),(43 124539480),(44 132329180),(45 140497550),(46 148629620),(47 156931200),(48 165546540),(49 174204210),(50 182929330),(51 191342380),(52 200130300),(53 207815470),(54 214987250),(55 221866290),(56 228742400),(57 235361740),(58 242189490),(59 248708100),(60 256043340),(61 263768620),(62 270857340),(63 278269100),(64 285803170),(65 293399200),(66 300985820),(67 308675600),(68 316280540),(69 323337200),(70 329393820),(71 334637250),(72 339648000),(73 344598000),(74 349418750),(75 354265300),(76 358851740),(77 363374980),(78 367572600),(79 371820030),
(1 7993.4526),(2 10929.654),(3 12417.266),(4 13090.08),(5 13222.452),(6 14143.032),(7 15033.084),(8 15907.46),(9 15858.852),(10 15777.894),(11 16367.966),(12 16362.015),(13 16483.781),(14 16797.244),(15 17116.406),(16 17509.07),(17 17503.742),(18 17751.924),(19 17954.45),(20 17969.76),(21 18123.012),(22 18489.688),(23 18532.174),(24 18904.582),(25 19160.758),(26 19109.201),(27 19562.645),(28 19540.154),(29 19654.244),(30 19745.63),(31 19830.287),(32 19646.346),(33 19879.787),(34 20127.236),(35 20140.854),(36 20405.678),(37 20057.54),(38 20105.541),(39 20318.547),(40 20519.629),(41 20718.967),(42 20508.344),(43 20507.87),(44 20456.94),(45 20595.477),(46 20555.254),(47 20485.977),(48 20578.734),(49 20811.652),(50 20968.16),(51 21000.984),(52 21220.617),(53 21298.275),(54 21616.602),(55 21559.092),(56 21355.078),(57 21712.496),(58 21743.1),(59 22052.13),(60 21864.533),(61 21912.004),(62 22139.133),(63 22046.252),(64 22084.762),(65 22240.402),(66 22213.383),(67 22230.635),(68 22373.717),(69 22474.668),(70 22464.135),(71 22611.934),(72 22583.457),(73 22629.373),(74 22557.049),(75 22850.217),(76 22975.377),(77 22637.408),(78 22856.365),(79 23181.65),
(1 8016.4834),(2 10917.671),(3 12404.098),(4 13227.366),(5 13353.828),(6 14229.683),(7 15224.43),(8 16147.936),(9 16333.563),(10 16139.976),(11 16709.354),(12 16762.078),(13 17069.38),(14 17610.074),(15 18025.686),(16 18601.932),(17 18307.299),(18 18782.232),(19 18890.908),(20 19218.74),(21 19253.455),(22 19553.113),(23 19538.732),(24 19915.766),(25 20127.63),(26 20341.186),(27 20731.85),(28 20738.844),(29 21180.078),(30 20960.445),(31 21156.898),(32 21150.246),(33 21151.621),(34 21143.158),(35 21263.666),(36 21282.094),(37 20861.559),(38 20902.258),(39 20964.988),(40 21178.844),(41 21330.035),(42 21154.254),(43 21274.543),(44 21382.96),(45 21466.244),(46 21612.982),(47 21651.244),(48 21771.676),(49 21858.252),(50 21801.336),(51 21940.521),(52 21969.766),(53 22309.713),(54 22665.25),(55 22632.004),(56 22529.77),(57 22816.533),(58 22852.197),(59 23146.518),(60 23076.271),(61 23139.086),(62 23344.805),(63 23593.072),(64 23928.828),(65 23955.162),(66 24139.896),(67 24212.79),(68 24481.889),(69 24513.55),(70 24342.555),(71 24178.307),(72 24535.799),(73 24566.938),(74 24639.434),(75 25040.578),(76 24806.174),(77 24721.287),(78 25274.73),(79 25598.361),
(1 7753.3857),(2 10423.051),(3 11899.401),(4 12501.6875),(5 12770.506),(6 13665.093),(7 14661.155),(8 15505.384),(9 15455.407),(10 15115.294),(11 15836.113),(12 16018.099),(13 16286.798),(14 16665.006),(15 17017.225),(16 17562.506),(17 17167.566),(18 17409.393),(19 17621.098),(20 17819.943),(21 18060.055),(22 18098.72),(23 18162.86),(24 18435.242),(25 18601.588),(26 18748.955),(27 19078.555),(28 18931.871),(29 19107.822),(30 19186.889),(31 19255.742),(32 19374.74),(33 19111.74),(34 19214.549),(35 19152.773),(36 19383.045),(37 19375.77),(38 19364.375),(39 19307.336),(40 19515.475),(41 19489.65),(42 19383.97),(43 19420.27),(44 19527.992),(45 19492.674),(46 19914.975),(47 19702.115),(48 19924.771),(49 20342.104),(50 20315.914),(51 20621.945),(52 20723.668),(53 20899.238),(54 21312.74),(55 21217.777),(56 21186.836),(57 21357.17),(58 21420.729),(59 21598.54),(60 21456.79),(61 21704.451),(62 21833.564),(63 22100.125),(64 22192.98),(65 22311.81),(66 22544.535),(67 22250.025),(68 22711.502),(69 22694.795),(70 22704.182),(71 22746.563),(72 22880.32),(73 22771.936),(74 22905.217),(75 23103.838),(76 23198.902),(77 23160.059),(78 23508.67),(79 23930.209),
(1 7411.425),(2 10221.222),(3 11749.4795),(4 12378.393),(5 12661.872),(6 13470.426),(7 14461.297),(8 15198.907),(9 15332.57),(10 15157.226),(11 15939.745),(12 15997.132),(13 16465.285),(14 16768.46),(15 17395.605),(16 17585.06),(17 17275.373),(18 17462.066),(19 17731.525),(20 17889.248),(21 18057.422),(22 18212.543),(23 18334.3),(24 18423.428),(25 18893.332),(26 19021.105),(27 19476.377),(28 19326.885),(29 19429.494),(30 19475.375),(31 19680.197),(32 19765.908),(33 19577.682),(34 19715.45),(35 19883.764),(36 20099.229),(37 20139.576),(38 20026.443),(39 19884.55),(40 19920.602),(41 20225.818),(42 19941.418),(43 20055.676),(44 20149.072),(45 20130.455),(46 20090.871),(47 19971.701),(48 19893.78),(49 19998.176),(50 20064.49),(51 20201.992),(52 20391.793),(53 20688.576),(54 21001.28),(55 20883.705),(56 20838.389),(57 21168.453),(58 21209.754),(59 21532.338),(60 21513.719),(61 21560.395),(62 21814.256),(63 21992.543),(64 22068.979),(65 22203.406),(66 22161.092),(67 22272.338),(68 22914.764),(69 22808.486),(70 22655.498),(71 22862.33),(72 22884.203),(73 23017.732),(74 23072.824),(75 22813.63),(76 22908.31),(77 22819.453),(78 22921.256),(79 23570.137),
(1 7434.012),(2 10307.413),(3 11591.877),(4 12185.959),(5 12463.873),(6 13359.082),(7 14132.529),(8 15283.543),(9 15276.345),(10 15222.351),(11 15999.392),(12 16265.262),(13 16587.2),(14 16669.613),(15 17149.13),(16 17587.35),(17 17475.736),(18 17687.2),(19 17694.814),(20 18037.521),(21 18239.475),(22 18603.89),(23 18554.41),(24 18737.193),(25 19009.854),(26 19123.863),(27 19310.248),(28 19209.02),(29 19399.387),(30 19412.352),(31 19361.69),(32 19380.98),(33 19208.965),(34 19362.963),(35 19353.375),(36 19606.27),(37 19410.863),(38 19482.857),(39 19463.336),(40 19354.094),(41 19437.963),(42 19368.07),(43 19467.107),(44 19392.371),(45 19610.51),(46 19542.465),(47 19493.39),(48 19511.889),(49 19824.3),(50 19993.342),(51 20267.088),(52 20031.525),(53 20304.674),(54 20505.271),(55 20236.34),(56 20245.303),(57 20692.123),(58 20970.496),(59 20973.855),(60 20734.709),(61 20948.904),(62 21078.611),(63 21364.348),(64 21217.672),(65 21263.334),(66 21566.766),(67 21968.496),(68 22099.135),(69 21978.926),(70 22141.555),(71 21980.59),(72 22228.648),(73 22059.158),(74 22091.795),(75 22198.611),(76 22368.383),(77 22368.412),(78 22637.625),(79 22830.709),
(1 7171.651),(2 9853.03),(3 11103.558),(4 11620.908),(5 12110.243),(6 12868.751),(7 13581.255),(8 14760.821),(9 14683.183),(10 14834.874),(11 15364.857),(12 15680.906),(13 15821.65),(14 16101.573),(15 16343.368),(16 16742.033),(17 16715.52),(18 16822.045),(19 17066.723),(20 17133.973),(21 17288.98),(22 17491.113),(23 17242.082),(24 17580.592),(25 17672.57),(26 17824.668),(27 18040.98),(28 17891.059),(29 17862.525),(30 17954.822),(31 17979.178),(32 18078.271),(33 18114.064),(34 18628.188),(35 18500.297),(36 18611.678),(37 18635.076),(38 18531.277),(39 18256.123),(40 18576.182),(41 18601.861),(42 18669.041),(43 18782.236),(44 18829.432),(45 18739.611),(46 18887.697),(47 18679.293),(48 18994.926),(49 19573.148),(50 19631.33),(51 20053.51),(52 19996.953),(53 20022.648),(54 20245.127),(55 19953.04),(56 20118.457),(57 20491.955),(58 20593.549),(59 20607.7),(60 20696.73),(61 20712.625),(62 20744.709),(63 20802.547),(64 20701.523),(65 20866.656),(66 21267.742),(67 21394.285),(68 21812.002),(69 21558.393),(70 21891.584),(71 21606.295),(72 21708.533),(73 21662.836),(74 21410.72),(75 21648.623),(76 21935.324),(77 21751.936),(78 22099.814),(79 22251.402),
(1 7348.8843),(2 9917.813),(3 11380.473),(4 11999.464),(5 12498.732),(6 13320.47),(7 14193.229),(8 15082.254),(9 14916.186),(10 14974.892),(11 15608.401),(12 15977.394),(13 16037.468),(14 16153.383),(15 16695.383),(16 16967.709),(17 17005.352),(18 16993.139),(19 17303.412),(20 17478.266),(21 17495.682),(22 17710.627),(23 17551.555),(24 17849.314),(25 17946.418),(26 17996.785),(27 18082.008),(28 17902.572),(29 17876.893),(30 17849.656),(31 17910.787),(32 17933.822),(33 18088.346),(34 18380.244),(35 18423.945),(36 18408.389),(37 18604.031),(38 18406.258),(39 18153.61),(40 18148.518),(41 18272.18),(42 18385.607),(43 18242.42),(44 18417.047),(45 18141.297),(46 18397.697),(47 18130.086),(48 18369.92),(49 18872.873),(50 18913.537),(51 19166.957),(52 19042.504),(53 19291.97),(54 19216.11),(55 19027.813),(56 19264.205),(57 19697.584),(58 19647.924),(59 19581.844),(60 19745.09),(61 20042.979),(62 20063.178),(63 19963.168),(64 20118.703),(65 20333.2),(66 20255.617),(67 20630.28),(68 20905.762),(69 21175.451),(70 21092.615),(71 20931.154),(72 20849.486),(73 20721.178),(74 20441.842),(75 20767.324),(76 21114.652),(77 21262.705),(78 21375.336),(79 21485.557),
(1 6984.8623),(2 9321.286),(3 10535.745),(4 11311.034),(5 11881.6875),(6 12728.44),(7 13554.262),(8 14475.85),(9 14617.641),(10 14565.91),(11 15169.094),(12 15499.64),(13 15678.139),(14 15744.15),(15 16235.295),(16 16397.08),(17 16493.332),(18 16809.225),(19 16857.906),(20 17217.07),(21 17190.766),(22 17214.412),(23 17119.17),(24 17354.639),(25 17571.225),(26 17728.176),(27 17822.074),(28 17684.063),(29 17889.795),(30 17747.791),(31 17691.486),(32 17757.424),(33 18041.918),(34 18238.781),(35 18268.232),(36 18049.635),(37 18202.893),(38 18081.139),(39 17932.346),(40 18070.18),(41 18090.793),(42 18001.572),(43 17946.525),(44 18169.945),(45 18111.213),(46 18024.541),(47 18157.445),(48 18251.617),(49 18731.893),(50 18980.943),(51 19391.906),(52 19140.793),(53 19496.732),(54 19450.22),(55 19362.424),(56 19362.836),(57 19746.62),(58 19767.156),(59 19756.092),(60 19770.557),(61 20163.143),(62 20201.84),(63 20122.428),(64 20123.066),(65 19789.63),(66 20222.74),(67 20282.078),(68 20338.156),(69 20886.91),(70 20757.09),(71 20633.887),(72 20556.2),(73 20243.174),(74 20164.926),(75 20327.096),(76 20313.238),(77 20410.639),(78 20486.768),(79 20802.355),
(1 6911.106),(2 9043.958),(3 10405.437),(4 11010.08),(5 11553.597),(6 12505.491),(7 13260.404),(8 14014.131),(9 13975.947),(10 13904.61),(11 14637.647),(12 14972.978),(13 15001.242),(14 15225.254),(15 15649.184),(16 15994.033),(17 16013.331),(18 16326.214),(19 16270.884),(20 16422.11),(21 16438.578),(22 16480.303),(23 16751.94),(24 16776.674),(25 16767.389),(26 16987.242),(27 17139.06),(28 16988.904),(29 16881.182),(30 16893.467),(31 16841.271),(32 16971.305),(33 17008.994),(34 17170.924),(35 17219.764),(36 17231.592),(37 17261.107),(38 17239.96),(39 17008.547),(40 17006.309),(41 16799.758),(42 16837.21),(43 16713.256),(44 16803.844),(45 17019.39),(46 16846.805),(47 16893.605),(48 17110.191),(49 17483.27),(50 17752.977),(51 17787.496),(52 17759.625),(53 17966.848),(54 17963.52),(55 18083.086),(56 18334.621),(57 18719.148),(58 18820.885),(59 18655.639),(60 18832.004),(61 19199.568),(62 19434.145),(63 19354.66),(64 19560.854),(65 19478.082),(66 19736.684),(67 19812.422),(68 19830.139),(69 19889.611),(70 19705.178),(71 19403.633),(72 19409.367),(73 19443.99),(74 19291.607),(75 19488.707),(76 19195.656),(77 19262.654),(78 19545.281),(79 19855.207),
(1 6686.975),(2 8513.054),(3 9812.684),(4 10376.087),(5 10917.866),(6 11735.113),(7 12496.46),(8 13097.226),(9 13226.625),(10 13324.707),(11 14138.189),(12 14191.126),(13 14427.906),(14 14696.791),(15 15038.864),(16 15210.018),(17 15192.212),(18 15397.905),(19 15466.968),(20 15676.745),(21 15738.6875),(22 15887.683),(23 15913.151),(24 16228.589),(25 16303.185),(26 16450.602),(27 16537.525),(28 16519.973),(29 16523.314),(30 16400.178),(31 16407.918),(32 16461.852),(33 16414.742),(34 16402.523),(35 16452.55),(36 16462.924),(37 16553.568),(38 16366.391),(39 16151.743),(40 16185.296),(41 16178.696),(42 16302.759),(43 16134.344),(44 16180.006),(45 16190.794),(46 16066.915),(47 16163.172),(48 16475.893),(49 16807.709),(50 16941.549),(51 17184.996),(52 17234.117),(53 17604.422),(54 17570.697),(55 17674.033),(56 18004.893),(57 18444.912),(58 18338.264),(59 18243.213),(60 18579.305),(61 18731.594),(62 18639.912),(63 18671.299),(64 18764.633),(65 18935.18),(66 19086.92),(67 19174.576),(68 19335.254),(69 19341.174),(70 19388.824),(71 19501.445),(72 19401.623),(73 19343.672),(74 19158.645),(75 19152.422),(76 19198.463),(77 19229.746),(78 19564.16),(79 19747.36),
(1 6673.5557),(2 8605.08),(3 10069.53),(4 10483.298),(5 11162.284),(6 11990.405),(7 13036.963),(8 13411.08),(9 13580.644),(10 13598.622),(11 14193.301),(12 14302.072),(13 14706.731),(14 14847.872),(15 15103.973),(16 15382.81),(17 15315.099),(18 15411.093),(19 15357.88),(20 15584.039),(21 15715.433),(22 15955.861),(23 15928.241),(24 15962.504),(25 16111.489),(26 16301.072),(27 16312.813),(28 16268.694),(29 16397.615),(30 16487.83),(31 16537.764),(32 16232.228),(33 16325.866),(34 16297.377),(35 16536.326),(36 16326.576),(37 16485.623),(38 16290.11),(39 16088.953),(40 16093.368),(41 16115.076),(42 16004.624),(43 16121.371),(44 16203.045),(45 16312.287),(46 15948.302),(47 16079.123),(48 16427.785),(49 16637.234),(50 16675.912),(51 16771.865),(52 16613.271),(53 16867.455),(54 16938.035),(55 17277.496),(56 17326.865),(57 17693.537),(58 17417.188),(59 17396.238),(60 17797.186),(61 18036.393),(62 17901.877),(63 18163.98),(64 18280.348),(65 18324.59),(66 18688.969),(67 18695.697),(68 18823.959),(69 18823.826),(70 18753.732),(71 18990.787),(72 18881.834),(73 18803.92),(74 18880.955),(75 18668.123),(76 18829.059),(77 18779.201),(78 18833.424),(79 19288.855),
(1 6514.1953),(2 8297.579),(3 9728.618),(4 10017.229),(5 10606.475),(6 11347.622),(7 12252.034),(8 12720.89),(9 12983.14),(10 13252.388),(11 13544.74),(12 13888.959),(13 13995.037),(14 14392.02),(15 14753.26),(16 15151.888),(17 14923.273),(18 15194.37),(19 15191.908),(20 15493.754),(21 15679.66),(22 15935.788),(23 15949.52),(24 15914.318),(25 16127.226),(26 16300.042),(27 16509.85),(28 16555.494),(29 16690.05),(30 16624.04),(31 16775.01),(32 16315.278),(33 16407.893),(34 16448.03),(35 16501.62),(36 16414.45),(37 16586.088),(38 16514.514),(39 16393.6),(40 16573.17),(41 16672.957),(42 16464.586),(43 16449.316),(44 16421.367),(45 16411.654),(46 16294.953),(47 16272.257),(48 16547.77),(49 16860.715),(50 16813.393),(51 17252.324),(52 17209.092),(53 17275.748),(54 17485.076),(55 17674.705),(56 17986.395),(57 18248.734),(58 18244.283),(59 18514.89),(60 18715.393),(61 18810.236),(62 18663.006),(63 18732.684),(64 18900.088),(65 19055.076),(66 19118.203),(67 19285.344),(68 19383.129),(69 19284.115),(70 19264.977),(71 19333.19),(72 19171.705),(73 19087.736),(74 19160.342),(75 19162.285),(76 19333.695),(77 19514.922),(78 19556.686),(79 19625.064),
(1 6112.2705),(2 8031.348),(3 9362.691),(4 9595.438),(5 10365.217),(6 11019.116),(7 11954.414),(8 12269.993),(9 12483.207),(10 12653.121),(11 13015.251),(12 13221.1875),(13 13456.32),(14 13613.591),(15 14009.756),(16 14302.911),(17 14295.734),(18 14400.033),(19 14170.86),(20 14440.61),(21 14747.255),(22 14976.893),(23 14945.149),(24 14981.88),(25 15199.733),(26 15378.971),(27 15553.364),(28 15503.2705),(29 15658.102),(30 15546.005),(31 15673.9375),(32 15330.985),(33 15567.599),(34 15627.648),(35 15755.779),(36 15673.854),(37 15691.804),(38 15693.794),(39 15614.322),(40 15534.694),(41 15623.201),(42 15518.878),(43 15431.639),(44 15449.394),(45 15495.857),(46 15536.878),(47 15532.885),(48 15789.271),(49 15916.874),(50 15953.817),(51 16194.376),(52 16378.207),(53 16377.622),(54 16650.977),(55 16680.229),(56 16811.102),(57 16949.473),(58 16852.863),(59 17048.166),(60 17318.838),(61 17524.05),(62 17419.727),(63 17514.031),(64 17680.303),(65 17859.578),(66 17830.56),(67 17959.393),(68 18093.162),(69 17870.135),(70 17901.701),(71 17983.688),(72 17960.646),(73 18083.957),(74 17973.705),(75 18049.625),(76 18191.348),(77 18190.434),(78 18527.635),(79 18613.744),
(1 6031.4224),(2 7877.753),(3 9157.651),(4 9514.648),(5 10376.477),(6 10947.412),(7 11867.918),(8 12234.446),(9 12641.675),(10 12816.336),(11 13101.968),(12 13190.415),(13 13519.436),(14 13783.247),(15 14003.886),(16 14334.139),(17 14273.072),(18 14552.71),(19 14344.741),(20 14597.763),(21 14773.609),(22 14934.999),(23 14998.984),(24 15145.644),(25 15422.78),(26 15675.891),(27 15803.046),(28 15807.691),(29 15921.734),(30 15614.448),(31 15699.085),(32 15512.0625),(33 15572.825),(34 15628.664),(35 15656.09),(36 15591.549),(37 15714.474),(38 15730.711),(39 15700.3125),(40 15777.755),(41 15612.141),(42 15678.642),(43 15778.085),(44 15593.107),(45 15629.209),(46 15381.123),(47 15456.696),(48 15622.212),(49 15740.569),(50 15857.788),(51 16224.29),(52 16294.417),(53 16519.799),(54 16611.994),(55 16625.084),(56 16859.863),(57 17195.816),(58 17284.607),(59 17230.75),(60 17651.08),(61 17971.787),(62 17747.38),(63 17830.69),(64 17955.143),(65 17968.795),(66 18031.81),(67 18197.627),(68 18409.254),(69 18431.783),(70 18395.541),(71 18145.402),(72 18341.193),(73 18175.904),(74 18205.549),(75 18264.99),(76 18459.809),(77 18526.309),(78 18357.85),(79 18468.754),
(1 5844.282),(2 7732.387),(3 8944.401),(4 9178.825),(5 10087.9),(6 10593.266),(7 11525.45),(8 12012.129),(9 12202.46),(10 12452.945),(11 12768.023),(12 13008.549),(13 13317.616),(14 13619.559),(15 13963.435),(16 14343.809),(17 14240.609),(18 14362.92),(19 14273.146),(20 14362.286),(21 14591.093),(22 14657.69),(23 14831.917),(24 14893.433),(25 15174.658),(26 15308.9375),(27 15524.224),(28 15524.371),(29 15646.483),(30 15543.245),(31 15553.908),(32 15567.292),(33 15487.133),(34 15585.22),(35 15646.834),(36 15642.579),(37 15618.762),(38 15662.349),(39 15639.856),(40 15778.458),(41 15617.489),(42 15447.529),(43 15432.878),(44 15328.561),(45 15424.944),(46 15176.605),(47 15175.267),(48 15387.432),(49 15462.004),(50 15516.775),(51 15724.255),(52 15775.909),(53 15963.0625),(54 16073.423),(55 15992.347),(56 16202.71),(57 16350.489),(58 16759.592),(59 16724.08),(60 16929.398),(61 17118.049),(62 17088.547),(63 17184.25),(64 17411.074),(65 17639.064),(66 17684.684),(67 17927.295),(68 18021.713),(69 18093.563),(70 18036.213),(71 18130.348),(72 18428.664),(73 18461.426),(74 18424.422),(75 18311.396),(76 18451.129),(77 18585.848),(78 18475.305),(79 18479.018),
(1 5835.728),(2 7507.459),(3 8684.436),(4 9007.106),(5 10081.412),(6 10411.807),(7 11227.318),(8 11768.566),(9 11958.082),(10 12241.995),(11 12493.685),(12 12769.943),(13 12990.758),(14 13090.428),(15 13519.8),(16 13873.384),(17 13811.958),(18 13981.534),(19 13999.515),(20 14015.576),(21 14076.9),(22 14071.458),(23 14264.255),(24 14372.853),(25 14630.761),(26 14763.816),(27 14987.284),(28 14880.244),(29 14824.113),(30 14784.905),(31 14724.971),(32 14671.068),(33 14662.973),(34 14695.715),(35 14574.965),(36 14646.549),(37 14707.602),(38 14891.1455),(39 14976.133),(40 14815.793),(41 14810.009),(42 14931.241),(43 15028.642),(44 15010.733),(45 14971.312),(46 14803.398),(47 14928.21),(48 14973.4375),(49 15088.499),(50 15089.046),(51 15255.38),(52 15406.748),(53 15394.507),(54 15666.344),(55 15553.688),(56 15725.017),(57 15997.201),(58 16113.621),(59 16282.833),(60 16469.625),(61 16752.969),(62 16751.646),(63 16738.184),(64 16819.271),(65 16933.992),(66 16959.22),(67 17008.758),(68 17309.297),(69 17273.303),(70 17009.783),(71 17268.502),(72 17359.334),(73 17405.688),(74 17435.303),(75 17469.805),(76 17633.105),(77 17871.68),(78 17964.854),(79 17973.988),
(1 5677.6724),(2 7365.679),(3 8525.174),(4 8725.133),(5 9693.145),(6 10130.939),(7 11040.022),(8 11504.69),(9 11707.766),(10 11884.532),(11 12360.6455),(12 12648.743),(13 12741.678),(14 13074.4),(15 13320.561),(16 13793.41),(17 13636.522),(18 13817.195),(19 13708.637),(20 13805.15),(21 14076.626),(22 14185.798),(23 14416.953),(24 14419.769),(25 14613.08),(26 14827.625),(27 15042.169),(28 15070.713),(29 15088.729),(30 15012.957),(31 15127.701),(32 14986.723),(33 15034.714),(34 15082.899),(35 15058.225),(36 15012.228),(37 15056.305),(38 15093.05),(39 15191.176),(40 15036.659),(41 15149.288),(42 15118.81),(43 15273.2),(44 15341.507),(45 15369.801),(46 15085.006),(47 15406.273),(48 15428.574),(49 15375.881),(50 15405.505),(51 15636.308),(52 15662.3125),(53 15611.129),(54 15744.748),(55 15719.12),(56 15788.593),(57 16026.219),(58 16401.877),(59 16186.53),(60 16492.736),(61 16838.494),(62 16790.55),(63 16849.268),(64 17073.965),(65 16893.498),(66 16863.955),(67 16986.182),(68 17316.936),(69 17394.023),(70 17448.799),(71 17524.322),(72 17441.44),(73 17402.934),(74 17429.303),(75 17505.24),(76 17640.633),(77 17922.406),(78 17885.543),(79 18011.615),
(1 5465.314),(2 7022.0303),(3 8137.5874),(4 8406.732),(5 9411.565),(6 9821.962),(7 10620.807),(8 11054.027),(9 11262.251),(10 11559.472),(11 11806.828),(12 12160.289),(13 12153.477),(14 12639.153),(15 12752.885),(16 13200.292),(17 13219.949),(18 13275.82),(19 13238.904),(20 13374.077),(21 13608.379),(22 13727.103),(23 13902.728),(24 13952.26),(25 14043.728),(26 14253.577),(27 14446.449),(28 14276.356),(29 14442.668),(30 14322.235),(31 14266.537),(32 14215.873),(33 14154.763),(34 14213.941),(35 14287.629),(36 14240.57),(37 14437.057),(38 14457.067),(39 14519.472),(40 14524.487),(41 14565.014),(42 14581.623),(43 14471.5625),(44 14366.228),(45 14365.601),(46 14184.402),(47 14419.051),(48 14501.616),(49 14560.767),(50 14566.856),(51 14788.488),(52 14801.297),(53 14916.961),(54 14891.928),(55 14764.524),(56 14988.493),(57 15135.385),(58 15422.109),(59 15506.166),(60 15743.937),(61 15995.088),(62 15902.02),(63 15888.611),(64 16319.249),(65 16444.018),(66 16460.672),(67 16905.855),(68 17038.266),(69 17008.854),(70 17246.787),(71 17488.395),(72 17326.625),(73 17136.324),(74 17423.158),(75 17383.232),(76 17225.785),(77 17146.604),(78 17153.492),(79 17453.045),
