1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 454792.4),(2 1457979.4),(3 2980811.8),(4 4766362),(5 6838145.5),(6 9020278),(7 11223203),(8 13464892),(9 15639623),(10 17898758),(11 19844950),(12 21716774),(13 24039494),(14 26283322),(15 28168870),(16 30034542),(17 31977144),(18 33921156),(19 36140764),(20 39115860),(21 42790770),(22 47492828),(23 52420020),(24 54861744),(25 56874956),(26 58491010),(27 59252716),(28 59524224),(29 59446212),(30 59084930),(31 58787620),(32 58463492),(33 58026236),(34 57834164),(35 57460260),(36 57180356),(37 57050628),(38 57088188),(39 57360716),(40 58402676),(41 59303916),(42 59943040),(43 60224240),(44 60523170),(45 61602540),(46 63429420),(47 65593172),(48 68023140),(49 71285590),(50 74711860),(51 78290870),(52 82143224),(53 86132010),(54 89964984),(55 93603580),(56 97093416),(57 100831064),(58 104473096),(59 108772710),(60 112570460),(61 115835416),(62 118915210),(63 122458824),(64 124875620),(65 128382120),(66 132691096),(67 138235900),(68 143408620),(69 146110350),(70 147355250),(71 147500880),(72 145639950),(73 142644340),(74 139161700),(75 136267540),(76 133100920),(77 129743064),(78 126378650),(79 122412184),
(1 48655.484),(2 58645.316),(3 70290.38),(4 74284.516),(5 80978.195),(6 85794.56),(7 86342.87),(8 90023.586),(9 94327.836),(10 94361.695),(11 95400.18),(12 93284.805),(13 91989.89),(14 93235.56),(15 94958.2),(16 95513.98),(17 95793.75),(18 96628.13),(19 97326.414),(20 100251.234),(21 101499.375),(22 100513.69),(23 100985.15),(24 99681.39),(25 101636.266),(26 103480.32),(27 102480.305),(28 100145.17),(29 99991.75),(30 99281.96),(31 100442.04),(32 101711.86),(33 103645.74),(34 103425.016),(35 105238.78),(36 106126.13),(37 105599.164),(38 106520.83),(39 105528.875),(40 104493.484),(41 105453.63),(42 105819.64),(43 104932.97),(44 106573.84),(45 106830.4),(46 108811.21),(47 111256.1),(48 108568.266),(49 109304.055),(50 108251.43),(51 109948.695),(52 111896.59),(53 110695.61),(54 113675.39),(55 113589.64),(56 115338.09),(57 116894.234),(58 116279.49),(59 116901.75),(60 116887.96),(61 115733.055),(62 114438.195),(63 114128.15),(64 113225.53),(65 112723.42),(66 111032.53),(67 111700.09),(68 110000.836),(69 108964.664),(70 105844.53),(71 106575.47),(72 108076.96),(73 107416.74),(74 108465.15),(75 108917),(76 108946.305),(77 109483.94),(78 110674.234),(79 110920.65),
(1 46295.336),(2 55054.633),(3 64064.22),(4 69643.445),(5 76348.695),(6 82752.87),(7 84875.3),(8 89226.23),(9 93382.19),(10 92929.93),(11 93310.34),(12 92176.96),(13 89823.39),(14 89316.305),(15 89448.3),(16 90862.13),(17 92232.09),(18 92954.34),(19 95056.086),(20 98010.51),(21 98691.59),(22 97693.766),(23 98701.34),(24 99223.54),(25 99664.57),(26 101795.48),(27 99016.15),(28 96424.58),(29 95834.11),(30 95755.42),(31 96457.55),(32 97071.98),(33 97210.76),(34 96302.08),(35 100239.04),(36 101555.79),(37 102111.81),(38 101029.44),(39 100980.41),(40 100129.164),(41 98751.63),(42 101501.24),(43 99880.305),(44 102011.51),(45 101971.39),(46 102913.2),(47 102778.24),(48 102589.49),(49 104731.49),(50 106481.445),(51 105701.12),(52 108228.984),(53 107845.805),(54 110097.13),(55 109340.99),(56 110327.95),(57 112062.695),(58 111304.66),(59 112158.34),(60 111643.836),(61 110372.75),(62 110344.2),(63 111173.586),(64 109677.36),(65 110440.99),(66 110035.29),(67 109712.51),(68 107586.11),(69 109038.79),(70 106839.9),(71 107553.16),(72 106669.91),(73 106526.46),(74 105192.32),(75 104823.58),(76 106605.15),(77 107235.414),(78 108755.74),(79 108641.59),
(1 42580.07),(2 51015.656),(3 58741.29),(4 64515.734),(5 69427.21),(6 75364.586),(7 77983.69),(8 83130.97),(9 87741.19),(10 88337.3),(11 88446.46),(12 87036.33),(13 84699.9),(14 83763.83),(15 84671.61),(16 86759.68),(17 86700.055),(18 89395.24),(19 90723.97),(20 93012.78),(21 93169.695),(22 92845.125),(23 95045.016),(24 95771.95),(25 96360.54),(26 97216.414),(27 94345.17),(28 93436.29),(29 92039.07),(30 92750.945),(31 93726.27),(32 95164),(33 94516.67),(34 95604.76),(35 98825.69),(36 96985.87),(37 99227.38),(38 99112.016),(39 97691.945),(40 99231.734),(41 98295.555),(42 100589.78),(43 98618.945),(44 101545.27),(45 101991.46),(46 102901.28),(47 102684.695),(48 102064.84),(49 104971.14),(50 104720.91),(51 104652.35),(52 107630.35),(53 106976.73),(54 109826.195),(55 110561.39),(56 111979.766),(57 112995.055),(58 112634.375),(59 113380.24),(60 113086.06),(61 113115.33),(62 113537.57),(63 112471.266),(64 111049.68),(65 109185.46),(66 107682.83),(67 106494.79),(68 104728.81),(69 105743.97),(70 102959.51),(71 104759.734),(72 103344.37),(73 103737.875),(74 103684.836),(75 104298.37),(76 105311.23),(77 106202.54),(78 106745.19),(79 106135.055),
(1 41798.367),(2 51502.867),(3 58615.766),(4 64873.574),(5 69619.24),(6 74203.76),(7 75937.15),(8 80156.6),(9 84883.97),(10 85684.17),(11 85863.52),(12 83971.67),(13 81402.79),(14 81193.945),(15 81032.47),(16 84045.91),(17 85008.77),(18 85397.46),(19 85621.26),(20 87404.64),(21 88263.914),(22 89001.695),(23 91402.195),(24 92244.88),(25 92586.805),(26 91683.95),(27 89304.11),(28 88261.84),(29 87152.03),(30 88025.75),(31 88709.74),(32 91770.375),(33 92694.195),(34 94639.836),(35 97025.875),(36 96047.03),(37 95931.66),(38 96153.27),(39 96376.66),(40 96710.766),(41 96697.73),(42 97419.53),(43 95010.445),(44 98923.734),(45 96709.64),(46 98453.07),(47 96521.96),(48 97023.68),(49 98742.914),(50 98818.49),(51 99523.586),(52 102951.58),(53 101280.164),(54 103386.49),(55 102575.78),(56 102984.445),(57 104244.086),(58 104107.28),(59 106249.195),(60 105895.414),(61 106016.15),(62 105956.96),(63 105322.79),(64 103523.3),(65 102229.13),(66 101325.055),(67 99326.78),(68 99711.625),(69 99660.96),(70 97837.86),(71 99075.33),(72 98504.99),(73 99894.01),(74 100807.4),(75 101641.2),(76 102546.31),(77 103687.05),(78 103262.76),(79 103179.16),
(1 37763.89),(2 47458.45),(3 51865.715),(4 56957.195),(5 62143.758),(6 67936.58),(7 70583.766),(8 74591.516),(9 79136.74),(10 78671.36),(11 78535.18),(12 78532.86),(13 78993.836),(14 79254.97),(15 78744.21),(16 80600.86),(17 81718.21),(18 81497.28),(19 80837.57),(20 84514.1),(21 86230.42),(22 86475.86),(23 87941.11),(24 88486.64),(25 88544.34),(26 89188.305),(27 87998.055),(28 87478.92),(29 87002.41),(30 87675.125),(31 88603.95),(32 91331.73),(33 93463.8),(34 94157.22),(35 94345.34),(36 95055.14),(37 94678.46),(38 94993.3),(39 93624.31),(40 93435.2),(41 92961.766),(42 95500.41),(43 95396.59),(44 97853.02),(45 98702.88),(46 99045.47),(47 98081.54),(48 99386.22),(49 99285.99),(50 97962.22),(51 97934.81),(52 99585.09),(53 96916.98),(54 98167.02),(55 96720.53),(56 96958.52),(57 98337.68),(58 97339.43),(59 99302.1),(60 99866.14),(61 98500.65),(62 99017.305),(63 98714.766),(64 97379.73),(65 97707.97),(66 96185.53),(67 95259.93),(68 95832.94),(69 93608.98),(70 94207.41),(71 94924.016),(72 95464.43),(73 95767.65),(74 96797.94),(75 97035.3),(76 97728.12),(77 99253.59),(78 99167.336),(79 98783.72),
(1 36308.383),(2 46837.53),(3 51804.207),(4 56365.99),(5 60899.137),(6 66789.72),(7 68587),(8 73110.664),(9 77441.54),(10 77267.4),(11 76859.695),(12 75812.88),(13 73982.75),(14 72768.805),(15 72607.89),(16 74932.77),(17 75963.8),(18 75719.84),(19 76109.27),(20 79571.22),(21 81668.43),(22 81454.69),(23 83126.37),(24 83861.38),(25 83840.59),(26 84695.234),(27 82864.31),(28 83985.28),(29 82076.44),(30 81243.72),(31 82921.16),(32 83744.92),(33 85429.414),(34 85819.14),(35 87652.87),(36 87225.664),(37 87653.56),(38 87792.016),(39 86910.41),(40 86852.75),(41 86488.43),(42 88818.445),(43 88438.664),(44 90100.41),(45 90327.77),(46 89644.234),(47 88147.79),(48 89503.96),(49 89891.86),(50 89135.6),(51 89353.41),(52 91217.64),(53 89702.805),(54 91130.22),(55 90444.76),(56 90914.59),(57 93322.53),(58 92675.73),(59 95068.24),(60 95486.25),(61 94336.75),(62 94778.58),(63 95327.79),(64 93985.44),(65 94037.86),(66 92165.44),(67 92900.89),(68 92660.47),(69 90926.42),(70 91586.805),(71 91813.51),(72 91865.734),(73 92263.336),(74 92953.336),(75 94111.81),(76 94395.83),(77 96275.336),(78 96715.62),(79 96728.414),
(1 36478.07),(2 48089.434),(3 53372.99),(4 58282.64),(5 63394.332),(6 70554.14),(7 71547.68),(8 75541.11),(9 78813.59),(10 78716.93),(11 79471.14),(12 78747.9),(13 77383.11),(14 75294.58),(15 75110.93),(16 78024.04),(17 79155.12),(18 79700.11),(19 80615.97),(20 84881.33),(21 86585.66),(22 87093.01),(23 89187.64),(24 89493.21),(25 89745.8),(26 88718.336),(27 86899.49),(28 85320.9),(29 83110.195),(30 83512.98),(31 85002.98),(32 85912.74),(33 87143.1),(34 87333.61),(35 89836.19),(36 88854.555),(37 90038.164),(38 89378.2),(39 88222.26),(40 87476.555),(41 88422.58),(42 89313.62),(43 89160.445),(44 91474.195),(45 90103.01),(46 89691.18),(47 89657.73),(48 89684.13),(49 90628.44),(50 90671.49),(51 91114.5),(52 92006.66),(53 91267.14),(54 92486.21),(55 92253.086),(56 91275.61),(57 93639.62),(58 93433.75),(59 94573.08),(60 94364.33),(61 94559.14),(62 93513.414),(63 92019.74),(64 91220.266),(65 90947.8),(66 90743.02),(67 91422.34),(68 91834.805),(69 89492.11),(70 89636.09),(71 89556.42),(72 89660.3),(73 90869.2),(74 91518.9),(75 93222.37),(76 93732.94),(77 95102.68),(78 95161.04),(79 94484.83),
(1 33800.43),(2 44853.73),(3 48529.69),(4 53696.39),(5 58031.44),(6 63585.277),(7 66172.53),(8 70815.24),(9 73278.02),(10 73818.93),(11 74833.26),(12 72273.83),(13 72345.47),(14 70741.43),(15 70623.91),(16 72090.1),(17 72521.41),(18 73705.914),(19 75778.83),(20 79650.01),(21 80595.43),(22 80906.266),(23 82794.51),(24 83336.84),(25 84861.87),(26 83501.04),(27 82668.35),(28 81171.87),(29 79186.31),(30 79094.23),(31 79558.53),(32 81458.695),(33 82138.266),(34 83388.76),(35 84451.38),(36 84068.805),(37 85297.12),(38 84686.75),(39 84995.23),(40 83980.83),(41 83476.77),(42 85493.81),(43 84840.48),(44 87004.68),(45 86396.5),(46 85060.25),(47 85055.164),(48 84083.54),(49 83597.1),(50 84747.086),(51 85024.305),(52 87111.58),(53 85955.94),(54 87798.47),(55 88415.33),(56 88883.86),(57 90480.984),(58 90118.125),(59 91352.195),(60 89565.49),(61 89684.54),(62 89938.5),(63 89210.65),(64 89381.62),(65 89839.91),(66 88229.336),(67 89701.81),(68 89194.984),(69 88338),(70 88832.96),(71 88562.58),(72 89083.305),(73 90462.26),(74 89643.29),(75 90684.67),(76 90574.47),(77 91570.2),(78 92222.06),(79 91731.336),
(1 34608.383),(2 47962.277),(3 53159.344),(4 58512.633),(5 63945.25),(6 68962.76),(7 69645.74),(8 74612.61),(9 78476.945),(10 77163.64),(11 76628.01),(12 73606.47),(13 71923.46),(14 71438.266),(15 72030.36),(16 73994.06),(17 76689.43),(18 76773.65),(19 78891.81),(20 81954.67),(21 83050.35),(22 81911.836),(23 83839.16),(24 84141.68),(25 84290.1),(26 84246.14),(27 83626.47),(28 81837.49),(29 80005.01),(30 79116.7),(31 78723.67),(32 80975.484),(33 81919.21),(34 83514.96),(35 83939.44),(36 84542.86),(37 85315.266),(38 84347.07),(39 83731.305),(40 83653.59),(41 84635.99),(42 85006.83),(43 84422.836),(44 85075.1),(45 84949.11),(46 86160.57),(47 85361.15),(48 84462.49),(49 84896.72),(50 85759.5),(51 84407.29),(52 86853.09),(53 86144.61),(54 88038.5),(55 87330.195),(56 88077.05),(57 88771.98),(58 87076.414),(59 88779.37),(60 88545.11),(61 87497.266),(62 87036.73),(63 87259.5),(64 87483.81),(65 87383.29),(66 87354.87),(67 87966.91),(68 87298.87),(69 86137.01),(70 86039.445),(71 84483.21),(72 85425.58),(73 85748.43),(74 85528.84),(75 86702.984),(76 88151.055),(77 89108.414),(78 89610.13),(79 88691.22),
(1 32552.852),(2 45461.125),(3 49374.293),(4 53134.184),(5 57912.508),(6 62593.348),(7 63320.617),(8 67245.375),(9 71626.57),(10 71414.26),(11 70854.37),(12 68800.586),(13 67747.516),(14 67137.96),(15 67180.41),(16 69011.65),(17 71413.5),(18 72976.88),(19 73939.28),(20 76290.64),(21 77642.26),(22 78342.99),(23 79917.59),(24 80212.78),(25 80198.22),(26 79005.695),(27 77500.3),(28 76045.88),(29 75944.58),(30 74954.92),(31 75996.6),(32 77387.61),(33 78436.37),(34 78695.016),(35 79484.52),(36 79193.35),(37 79558.39),(38 79413.03),(39 78215.5),(40 78500.5),(41 79080.516),(42 79416.984),(43 79230.055),(44 79903.87),(45 80582.62),(46 80882.78),(47 81668.12),(48 81127.16),(49 81643.43),(50 81084.64),(51 81564.26),(52 82566.84),(53 82441.05),(54 84401.16),(55 84386.37),(56 84578.64),(57 86613.09),(58 85213.85),(59 86571.82),(60 86129.19),(61 84763.1),(62 83903.21),(63 85257.76),(64 84715.94),(65 84303.41),(66 83861.27),(67 84005.836),(68 83548.47),(69 83144.664),(70 83813.59),(71 82961.04),(72 83836.766),(73 84979.484),(74 84260.875),(75 83735.11),(76 83515.78),(77 83187.195),(78 82866.58),(79 81926.414),
(1 31764.342),(2 44790.793),(3 48966.426),(4 51920.402),(5 56566.445),(6 61542.797),(7 63184.99),(8 66518.62),(9 70958.52),(10 71014.94),(11 68982.76),(12 66178.57),(13 65790.336),(14 65418.34),(15 65553.27),(16 66794.98),(17 68290.28),(18 68763.97),(19 70631.22),(20 72713.53),(21 75173.81),(22 75763.516),(23 77586.82),(24 77963.75),(25 76949.664),(26 74740.07),(27 72387.4),(28 70568.87),(29 70296.86),(30 71865.41),(31 72688.57),(32 74067.57),(33 74679.09),(34 76072.22),(35 77391.63),(36 76319.766),(37 76097.43),(38 75206.24),(39 75555.516),(40 76492.805),(41 76763.664),(42 78090.07),(43 77256.04),(44 78220.1),(45 78220.87),(46 77810.984),(47 78725.62),(48 79214.1),(49 79860.086),(50 81356.41),(51 82077.19),(52 83222.17),(53 83320.84),(54 84181.03),(55 83254.86),(56 82700.1),(57 83027.11),(58 82068.45),(59 81791.03),(60 80294.484),(61 79165.33),(62 79115.6),(63 79375.51),(64 80724.516),(65 80218.45),(66 79579.37),(67 79808.58),(68 79444.75),(69 78996.66),(70 79098.28),(71 78399.09),(72 79057.25),(73 79045.4),(74 78766.37),(75 78210.516),(76 79246.37),(77 79262.76),(78 79989.42),(79 79478.55),
(1 31291.666),(2 44363.793),(3 48562.14),(4 51822.125),(5 56163.1),(6 62183.332),(7 65758.055),(8 68851.82),(9 72300.11),(10 70761.94),(11 68389.81),(12 65883.82),(13 66095.19),(14 65883.37),(15 66918.086),(16 67753.336),(17 69214.83),(18 70990.18),(19 73521.555),(20 75462.27),(21 79273.11),(22 79605.97),(23 79981.59),(24 78859.58),(25 77700.695),(26 75860),(27 75197.91),(28 73436.42),(29 72869.46),(30 73571.55),(31 74256.41),(32 73930.05),(33 74384.92),(34 74981.61),(35 76188.41),(36 75085.35),(37 76655),(38 76196.33),(39 76397.055),(40 77182.805),(41 75236.06),(42 76788.11),(43 76622.305),(44 77407.766),(45 76872.02),(46 77387.53),(47 78472.22),(48 78576.69),(49 79314.88),(50 80051.18),(51 80357.1),(52 82054.82),(53 83347.85),(54 84389.01),(55 83839.28),(56 83119.86),(57 81754.26),(58 80977.914),(59 80638.99),(60 80469.64),(61 79923.08),(62 80057.27),(63 79720.88),(64 80283.19),(65 79630.37),(66 79327.04),(67 79933.23),(68 78790.48),(69 77626.555),(70 77843.695),(71 77066.44),(72 77855.734),(73 77871.18),(74 77970.57),(75 77247.37),(76 78311.76),(77 78133.7),(78 80025.36),(79 79090.08),
(1 30187.62),(2 42362.273),(3 45983.402),(4 49749.527),(5 53796.484),(6 57616.234),(7 59723.938),(8 62638.895),(9 66172.516),(10 65355.918),(11 63497.31),(12 62205.31),(13 62653.637),(14 62093.95),(15 61062.645),(16 61892.12),(17 63870.41),(18 64758.58),(19 66465.82),(20 69878.586),(21 71906.09),(22 71830.24),(23 72816.92),(24 72840.13),(25 72635.81),(26 72225.05),(27 70619.22),(28 69890.88),(29 69305.625),(30 69272.52),(31 69979.55),(32 71218.76),(33 71702.66),(34 72136.86),(35 73206.55),(36 73050.484),(37 73731.64),(38 73760.89),(39 73985.25),(40 73422.01),(41 72626.52),(42 73357.26),(43 72590.21),(44 73983.74),(45 73384.25),(46 73320.76),(47 73930.7),(48 73023.3),(49 74484.164),(50 75269.97),(51 75924.516),(52 79143.41),(53 78448.68),(54 79361.03),(55 78814.1),(56 78387.65),(57 77016.125),(58 75432.89),(59 75442.99),(60 75718.17),(61 74109.01),(62 74570.805),(63 74224.22),(64 74732.36),(65 74657),(66 74623.18),(67 74278.63),(68 73590.02),(69 72802.47),(70 72902.72),(71 72901.35),(72 73711.27),(73 73369.42),(74 73104.195),(75 73708.45),(76 74045.36),(77 73714.94),(78 73158.1),(79 71853.13),
(1 31006.773),(2 44058.742),(3 46745.168),(4 49105.863),(5 53417.11),(6 58862.91),(7 60837.305),(8 64346.664),(9 67851.484),(10 66398.28),(11 63053.62),(12 61599.49),(13 61858.12),(14 62219.41),(15 60026.16),(16 60482.664),(17 63292.086),(18 63837.53),(19 65890.42),(20 70300.54),(21 70893.09),(22 71435.5),(23 71727.13),(24 72121.19),(25 71581.64),(26 70624.4),(27 68827.984),(28 67252.43),(29 66722.66),(30 66364.95),(31 67308.63),(32 68662.37),(33 69212.625),(34 69983.33),(35 70312.336),(36 70447.07),(37 72030.32),(38 72098.34),(39 73048.73),(40 72484.75),(41 72105.26),(42 73388.73),(43 71688.88),(44 72154.875),(45 72502.97),(46 71129.2),(47 72063.016),(48 71961.96),(49 74157.84),(50 76027.05),(51 76308.43),(52 78257.4),(53 76924.625),(54 78029.41),(55 78147.28),(56 76018.43),(57 74724.21),(58 72812.36),(59 72365.64),(60 72746.03),(61 71946.266),(62 72075.93),(63 72522.68),(64 72418.32),(65 72033.44),(66 72280.35),(67 72661.13),(68 71801.336),(69 72074.41),(70 71055.43),(71 70308.266),(72 70137.266),(73 69684.76),(74 69910.65),(75 70176.516),(76 70617.29),(77 70584.164),(78 70816.82),(79 70215.45),
(1 29289.215),(2 41398.156),(3 43587.445),(4 45828.38),(5 50539.305),(6 55979.16),(7 57362.332),(8 58960.285),(9 62401.99),(10 62270.344),(11 60255.152),(12 59698.855),(13 59641.83),(14 59384.676),(15 57755.395),(16 58648.93),(17 60293.63),(18 61789.453),(19 63979.8),(20 67555.36),(21 68933.914),(22 68191.65),(23 68115.67),(24 67902.17),(25 67201.09),(26 66796.086),(27 66282.164),(28 66239.11),(29 64872.11),(30 64029.453),(31 65354.176),(32 65989.58),(33 66922.46),(34 67560.07),(35 68088.03),(36 68051.29),(37 68728.375),(38 69034.18),(39 69575.3),(40 69890.62),(41 70838.695),(42 71561.14),(43 70422.03),(44 71173.19),(45 70795.01),(46 69574.695),(47 70597.72),(48 70115.234),(49 71682),(50 72914.945),(51 73496.28),(52 73747.02),(53 73326.164),(54 73836.34),(55 72418.2),(56 70976.67),(57 71062.65),(58 70263.76),(59 69796.75),(60 69004.64),(61 67677.18),(62 68127.32),(63 66857.516),(64 66891.44),(65 66434.48),(66 66345.734),(67 66887.65),(68 66360.68),(69 66907.04),(70 66332.68),(71 66347.95),(72 67112.82),(73 67850.56),(74 67861.56),(75 67594.625),(76 68426.99),(77 68539.414),(78 69603.586),(79 67736.2),
(1 29742.332),(2 42384.465),(3 45554.664),(4 47320.273),(5 52005.78),(6 56940.785),(7 57576.367),(8 59412.797),(9 62813.39),(10 63001.652),(11 61815.758),(12 61399.14),(13 61506.918),(14 60077.883),(15 57619.99),(16 57801.09),(17 58648.99),(18 60402.85),(19 62457.344),(20 65340.266),(21 66135.21),(22 65563.04),(23 67674.16),(24 67694.23),(25 67075.25),(26 67128.04),(27 65239.383),(28 64225.887),(29 63764.645),(30 63392.727),(31 63921.61),(32 64339.59),(33 65064.977),(34 65115.14),(35 67133.48),(36 67056.516),(37 67939.74),(38 69173.49),(39 69117.305),(40 69209.414),(41 69774.25),(42 70155.26),(43 69467.016),(44 70058.695),(45 70270.16),(46 69983.04),(47 70514.55),(48 70987.94),(49 71691.516),(50 72885.336),(51 72430.28),(52 74249.72),(53 74442.68),(54 74829.57),(55 74230.73),(56 73374.695),(57 72769.06),(58 71682.88),(59 71120.62),(60 69673.17),(61 67780.57),(62 68030.44),(63 68209.04),(64 69087.484),(65 68294.92),(66 67799.82),(67 67648.06),(68 67126.01),(69 67877.445),(70 67967.305),(71 67570.086),(72 67572.3),(73 67105.625),(74 66865.67),(75 66667.93),(76 67531.59),(77 68104.82),(78 68608.25),(79 67314.84),
(1 28918.195),(2 40486.676),(3 43714.586),(4 45644.773),(5 50879.426),(6 56012.055),(7 56377.895),(8 58181.99),(9 61478.39),(10 61763.113),(11 58938.164),(12 58472.906),(13 58719.117),(14 58034.32),(15 55871.652),(16 55496.426),(17 57070.277),(18 58715.773),(19 60358.703),(20 63343.94),(21 63967.176),(22 63576.3),(23 64353.668),(24 65270.71),(25 65111.723),(26 64373.023),(27 64210.105),(28 62667.117),(29 62038.39),(30 62498.93),(31 63504.473),(32 63902.1),(33 65142.117),(34 66276.805),(35 67935.75),(36 67408.1),(37 68193.96),(38 68698.766),(39 69100.33),(40 70296.05),(41 69583.36),(42 70003.65),(43 68052.875),(44 68138.44),(45 68269.59),(46 68490.89),(47 68391.9),(48 68679.82),(49 69397.04),(50 70008.086),(51 69033.71),(52 71360.67),(53 71066.84),(54 71840.3),(55 71071.055),(56 70366.07),(57 69413.734),(58 67961.52),(59 67995.586),(60 66490.64),(61 65019.426),(62 64716.965),(63 65191.31),(64 65140.043),(65 64654.797),(66 64323.055),(67 65362.36),(68 65008.83),(69 65244.29),(70 64050.395),(71 64930.457),(72 65666.305),(73 66179.195),(74 66185.45),(75 66198.234),(76 66269.56),(77 67729.26),(78 68043.21),(79 67288.59),
(1 27866.969),(2 38942.816),(3 41674.9),(4 44152.832),(5 49811.484),(6 53857.816),(7 54839.33),(8 57385.38),(9 61293.633),(10 61419.68),(11 58845.69),(12 56981.04),(13 55692.063),(14 54917.293),(15 53346.32),(16 54381.074),(17 57220.2),(18 58074.684),(19 58235.68),(20 60031.156),(21 60057.223),(22 60858.625),(23 61501.586),(24 62221.758),(25 61934.168),(26 60852.7),(27 62020.22),(28 60922.094),(29 59644.086),(30 59535.54),(31 60656.414),(32 61334.44),(33 61908.2),(34 63950.063),(35 64879.332),(36 65132.6),(37 67061.94),(38 67347.85),(39 68594.47),(40 69097.17),(41 68643.38),(42 68412.47),(43 67288.03),(44 67119.42),(45 67138.73),(46 66518.29),(47 67868.64),(48 68806.01),(49 69500.91),(50 70145.82),(51 69754.516),(52 71703.53),(53 70952.31),(54 72245.01),(55 71690.3),(56 69855.89),(57 69369.58),(58 68331.29),(59 67026.77),(60 65332.23),(61 64676.29),(62 64247.406),(63 64334.96),(64 63582.418),(65 63237.82),(66 63710.723),(67 64234.758),(68 64278.977),(69 65313.906),(70 65186.734),(71 66119.08),(72 66187.34),(73 65533.902),(74 64842.16),(75 65137.133),(76 64823.402),(77 65858.09),(78 65782.945),(79 65348.17),
