1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 454792.4),(2 1457979.4),(3 2980811.8),(4 4766362),(5 6838145.5),(6 9020278),(7 11223203),(8 13464892),(9 15639623),(10 17898758),(11 19844950),(12 21716774),(13 24039494),(14 26283322),(15 28168870),(16 30034542),(17 31977144),(18 33921156),(19 36140764),(20 39115860),(21 42790770),(22 47492828),(23 52420020),(24 54861744),(25 56874956),(26 58491010),(27 59252716),(28 59524224),(29 59446212),(30 59084930),(31 58787620),(32 58463492),(33 58026236),(34 57834164),(35 57460260),(36 57180356),(37 57050628),(38 57088188),(39 57360716),(40 58402676),(41 59303916),(42 59943040),(43 60224240),(44 60523170),(45 61602540),(46 63429420),(47 65593172),(48 68023140),(49 71285590),(50 74711860),(51 78290870),(52 82143224),(53 86132010),(54 89964984),(55 93603580),(56 97093416),(57 100831064),(58 104473096),(59 108772710),(60 112570460),(61 115835416),(62 118915210),(63 122458824),(64 124875620),(65 128382120),(66 132691096),(67 138235900),(68 143408620),(69 146110350),(70 147355250),(71 147500880),(72 145639950),(73 142644340),(74 139161700),(75 136267540),(76 133100920),(77 129743064),(78 126378650),(79 122412184),
(1 200.82901),(2 237.65753),(3 259.08865),(4 256.59256),(5 266.8851),(6 281.78262),(7 290.22256),(8 291.8951),(9 295.7423),(10 300.73083),(11 308.48874),(12 308.43524),(13 310.2225),(14 307.7546),(15 312.0035),(16 312.3293),(17 311.1246),(18 310.74533),(19 309.45578),(20 314.99686),(21 317.30222),(22 318.208),(23 322.577),(24 325.25507),(25 328.93243),(26 332.95404),(27 330.47986),(28 333.3518),(29 340.2116),(30 341.2709),(31 341.5403),(32 340.64856),(33 344.95462),(34 340.9314),(35 345.20706),(36 348.28708),(37 345.38083),(38 344.6923),(39 350.6498),(40 348.25055),(41 351.1303),(42 352.3471),(43 353.94925),(44 350.926),(45 355.17603),(46 357.60507),(47 354.3304),(48 360.51),(49 357.54974),(50 358.05786),(51 360.2373),(52 359.44827),(53 359.73856),(54 363.4975),(55 369.84946),(56 365.69525),(57 364.3951),(58 364.9395),(59 364.80847),(60 362.57474),(61 365.1193),(62 369.91785),(63 367.89017),(64 372.2934),(65 372.08862),(66 372.94406),(67 371.50882),(68 371.69342),(69 374.04913),(70 374.06003),(71 373.22046),(72 368.60876),(73 369.1154),(74 370.26157),(75 369.91815),(76 366.86465),(77 366.43436),(78 370.3193),(79 370.2076),
(1 196.70113),(2 236.49992),(3 259.2438),(4 259.27658),(5 269.51584),(6 284.42657),(7 292.30673),(8 295.45898),(9 298.96344),(10 303.32288),(11 312.97598),(12 311.59564),(13 315.47165),(14 315.6551),(15 314.55725),(16 312.51196),(17 311.45145),(18 307.80182),(19 311.6927),(20 316.51675),(21 317.22095),(22 319.08142),(23 325.57977),(24 328.82388),(25 328.34338),(26 328.94125),(27 328.79993),(28 334.3893),(29 340.89697),(30 338.47714),(31 340.4907),(32 340.73895),(33 342.83694),(34 338.90805),(35 342.6285),(36 345.9305),(37 347.15475),(38 349.97958),(39 353.73987),(40 353.89584),(41 355.83566),(42 359.66534),(43 359.89346),(44 354.0342),(45 356.85187),(46 353.26355),(47 354.25174),(48 352.00912),(49 354.62234),(50 352.1075),(51 356.2763),(52 357.55124),(53 359.7128),(54 359.4502),(55 360.37512),(56 360.0388),(57 359.73962),(58 362.43906),(59 357.9979),(60 354.65738),(61 357.3572),(62 357.5353),(63 355.78818),(64 360.03818),(65 361.1269),(66 357.90176),(67 361.19482),(68 361.93158),(69 360.016),(70 360.52454),(71 362.26334),(72 357.2596),(73 359.69928),(74 356.58157),(75 360.89697),(76 358.42978),(77 355.6217),(78 361.83963),(79 361.60364),
(1 195.08975),(2 234.35425),(3 258.82382),(4 255.77692),(5 262.1869),(6 276.8116),(7 288.3565),(8 288.06906),(9 286.39294),(10 288.28522),(11 301.29962),(12 304.1044),(13 305.26013),(14 304.77576),(15 309.2018),(16 309.59433),(17 308.38913),(18 308.8612),(19 313.24875),(20 313.5082),(21 315.15726),(22 319.4673),(23 322.51657),(24 329.94727),(25 324.87762),(26 329.19858),(27 331.40836),(28 334.77325),(29 337.5113),(30 341.27808),(31 343.58176),(32 338.4618),(33 339.92157),(34 339.36084),(35 338.59616),(36 344.91513),(37 345.7301),(38 344.02725),(39 347.50742),(40 348.34964),(41 353.05682),(42 351.53165),(43 355.74652),(44 349.7969),(45 350.63306),(46 352.12228),(47 350.36218),(48 352.00275),(49 353.1716),(50 353.18597),(51 355.74222),(52 356.53262),(53 360.0431),(54 357.2235),(55 358.10236),(56 359.37665),(57 359.7391),(58 358.63522),(59 357.94067),(60 355.46484),(61 358.60498),(62 362.14615),(63 358.97635),(64 361.71072),(65 363.04807),(66 357.70642),(67 356.64035),(68 362.9934),(69 361.1983),(70 366.62006),(71 364.27106),(72 362.80994),(73 360.27118),(74 360.37308),(75 362.30487),(76 359.00497),(77 356.7166),(78 361.1383),(79 358.01077),
(1 191.34654),(2 231.10052),(3 250.83894),(4 248.26653),(5 254.7826),(6 272.16873),(7 283.77994),(8 283.9595),(9 284.0069),(10 292.24673),(11 303.07578),(12 300.57153),(13 298.9458),(14 298.65848),(15 307.04224),(16 310.1284),(17 308.64606),(18 305.1952),(19 308.43036),(20 310.12747),(21 313.57745),(22 314.77533),(23 316.26962),(24 319.44684),(25 317.77054),(26 325.4845),(27 325.60376),(28 327.53403),(29 332.01254),(30 337.81403),(31 338.82523),(32 337.2391),(33 342.1145),(34 341.93445),(35 342.7535),(36 348.3798),(37 349.9155),(38 344.57315),(39 351.28833),(40 352.15118),(41 353.03622),(42 354.86523),(43 355.25928),(44 351.48648),(45 350.45108),(46 352.33875),(47 351.03256),(48 351.62598),(49 352.07254),(50 355.10767),(51 355.74405),(52 354.4247),(53 358.70053),(54 353.75473),(55 350.88336),(56 354.08267),(57 351.49564),(58 350.71573),(59 354.57996),(60 345.62787),(61 344.78638),(62 350.97922),(63 349.247),(64 355.30756),(65 355.13754),(66 353.23553),(67 349.47165),(68 351.63406),(69 350.62292),(70 354.26437),(71 354.43878),(72 350.88007),(73 349.9582),(74 347.2655),(75 352.82224),(76 351.51044),(77 349.54388),(78 355.37122),(79 353.57565),
(1 190.25801),(2 229.87811),(3 248.8004),(4 248.15436),(5 254.23424),(6 270.73938),(7 281.67938),(8 284.33823),(9 283.52057),(10 292.94382),(11 300.33554),(12 296.53424),(13 296.33057),(14 294.527),(15 298.42862),(16 301.50018),(17 300.7262),(18 298.84995),(19 302.25937),(20 305.76538),(21 309.3684),(22 312.7894),(23 310.7695),(24 311.36703),(25 315.70813),(26 320.35672),(27 322.7615),(28 324.56793),(29 327.1048),(30 330.76538),(31 330.08502),(32 331.33334),(33 335.63147),(34 336.42755),(35 335.95502),(36 340.37927),(37 341.10645),(38 338.61658),(39 344.72842),(40 347.14386),(41 348.32086),(42 350.45328),(43 349.3186),(44 349.3585),(45 349.9733),(46 352.06003),(47 352.20004),(48 347.98166),(49 347.6959),(50 351.20587),(51 354.11865),(52 345.92313),(53 355.94162),(54 354.3178),(55 350.97205),(56 356.335),(57 351.23126),(58 352.48712),(59 352.77158),(60 347.95483),(61 350.48566),(62 354.2911),(63 349.5953),(64 352.03296),(65 353.93448),(66 354.95728),(67 351.1272),(68 352.61777),(69 356.6647),(70 356.46075),(71 356.90454),(72 353.3824),(73 352.90665),(74 351.29047),(75 358.64462),(76 357.63892),(77 353.63596),(78 355.5885),(79 351.7158),
(1 188.49915),(2 222.37576),(3 246.33965),(4 245.45691),(5 255.33598),(6 266.67038),(7 279.12006),(8 283.05237),(9 283.06506),(10 287.50793),(11 295.82825),(12 294.47772),(13 298.2064),(14 292.9338),(15 294.4887),(16 299.01685),(17 297.9607),(18 296.33618),(19 296.61038),(20 299.78076),(21 303.25943),(22 302.17462),(23 302.1404),(24 306.62875),(25 310.6049),(26 312.1618),(27 311.86044),(28 316.8284),(29 322.5726),(30 322.19135),(31 323.93695),(32 322.57407),(33 327.07373),(34 325.00235),(35 325.81808),(36 323.85553),(37 328.06012),(38 329.21637),(39 328.47903),(40 332.24234),(41 333.45526),(42 331.61755),(43 339.4901),(44 336.0106),(45 334.75262),(46 336.77692),(47 334.3537),(48 331.9096),(49 331.15985),(50 331.71817),(51 332.37183),(52 330.04834),(53 334.40143),(54 334.68472),(55 333.7697),(56 331.87903),(57 329.64798),(58 331.85074),(59 332.10565),(60 329.77466),(61 329.34235),(62 335.19708),(63 331.3464),(64 334.47662),(65 329.97357),(66 336.37155),(67 332.1027),(68 333.26944),(69 333.1783),(70 334.41995),(71 334.20984),(72 331.80963),(73 332.28494),(74 331.3809),(75 338.248),(76 335.1854),(77 334.07462),(78 335.06378),(79 334.3503),
(1 183.83965),(2 219.5566),(3 242.49272),(4 239.32384),(5 245.53467),(6 259.89902),(7 273.1539),(8 275.65076),(9 275.2474),(10 277.0603),(11 287.30225),(12 286.9938),(13 292.9611),(14 289.69),(15 291.21234),(16 293.33075),(17 292.53613),(18 290.88947),(19 290.90723),(20 291.5624),(21 297.76593),(22 301.20215),(23 302.64734),(24 306.09085),(25 309.2393),(26 310.88745),(27 311.90497),(28 313.94534),(29 318.8492),(30 319.3793),(31 321.65042),(32 320.1538),(33 322.6763),(34 326.27875),(35 324.54593),(36 327.5925),(37 333.85196),(38 331.3245),(39 336.1787),(40 339.56436),(41 344.46722),(42 337.32153),(43 341.31702),(44 338.6661),(45 335.51654),(46 337.42462),(47 335.9091),(48 335.29684),(49 338.65607),(50 342.40012),(51 341.35925),(52 342.75745),(53 343.32968),(54 344.47043),(55 342.8593),(56 340.8507),(57 341.23538),(58 346.16052),(59 342.60638),(60 336.7317),(61 339.172),(62 340.96863),(63 341.36124),(64 345.381),(65 339.22324),(66 344.06128),(67 340.01135),(68 341.06058),(69 341.74838),(70 338.44046),(71 339.3488),(72 335.97668),(73 336.99713),(74 335.74316),(75 338.79785),(76 337.43835),(77 339.82285),(78 338.22003),(79 340.40585),
(1 180.96468),(2 216.72801),(3 236.40686),(4 236.24782),(5 244.67923),(6 257.32672),(7 267.32568),(8 271.45306),(9 270.65216),(10 277.61322),(11 284.70078),(12 283.61096),(13 288.52145),(14 286.82593),(15 288.70288),(16 288.7183),(17 287.6861),(18 287.1995),(19 286.0526),(20 290.09848),(21 295.92346),(22 296.85745),(23 296.80887),(24 299.15567),(25 305.38748),(26 304.2131),(27 305.87634),(28 307.0737),(29 312.69635),(30 315.52472),(31 315.14618),(32 316.62735),(33 316.8364),(34 316.1521),(35 319.7547),(36 317.71436),(37 322.68933),(38 319.88162),(39 327.57236),(40 330.98727),(41 333.29825),(42 329.5359),(43 335.35764),(44 330.48212),(45 328.13907),(46 332.90594),(47 333.56406),(48 333.645),(49 335.47043),(50 338.83453),(51 338.74454),(52 339.6363),(53 339.74246),(54 341.18204),(55 341.86783),(56 338.4607),(57 339.77127),(58 337.75),(59 336.4289),(60 332.25183),(61 330.56647),(62 339.0842),(63 335.9954),(64 338.48743),(65 333.15665),(66 335.61908),(67 333.5713),(68 333.2083),(69 336.09433),(70 338.50293),(71 338.6715),(72 336.39493),(73 336.24185),(74 334.74817),(75 336.98703),(76 335.40848),(77 334.05762),(78 331.88873),(79 336.06335),
(1 176.34988),(2 213.86491),(3 233.96446),(4 234.87994),(5 242.6804),(6 254.80267),(7 262.3045),(8 265.7425),(9 266.38397),(10 273.40744),(11 282.14246),(12 279.4661),(13 283.60117),(14 280.906),(15 284.4353),(16 283.52356),(17 285.53522),(18 284.30182),(19 284.3726),(20 285.82748),(21 290.2927),(22 292.49606),(23 291.5858),(24 295.15445),(25 295.8917),(26 297.65482),(27 296.50623),(28 298.67664),(29 302.90677),(30 305.3612),(31 302.75034),(32 302.58755),(33 303.38428),(34 302.21066),(35 306.42987),(36 309.08295),(37 313.428),(38 311.04382),(39 312.54242),(40 314.10413),(41 314.13892),(42 315.49292),(43 316.20877),(44 317.84424),(45 316.5465),(46 316.85852),(47 315.77585),(48 314.7761),(49 313.05844),(50 315.79242),(51 313.8915),(52 311.964),(53 318.83273),(54 319.46713),(55 318.9425),(56 320.0909),(57 319.18973),(58 317.1807),(59 315.99103),(60 314.3264),(61 315.23935),(62 321.86285),(63 317.86536),(64 322.44513),(65 320.6088),(66 323.1975),(67 321.58176),(68 321.77267),(69 325.2434),(70 325.12967),(71 324.6736),(72 322.79025),(73 323.29904),(74 322.68164),(75 326.1063),(76 325.68906),(77 322.40573),(78 322.61783),(79 326.26273),
(1 177.96216),(2 219.2008),(3 239.964),(4 239.17673),(5 244.97696),(6 260.57254),(7 267.29727),(8 270.6368),(9 272.13452),(10 278.97665),(11 289.85333),(12 288.34552),(13 290.81787),(14 290.97803),(15 293.52313),(16 295.5878),(17 293.19244),(18 292.92572),(19 293.30365),(20 295.3859),(21 297.70465),(22 303.71573),(23 303.68326),(24 304.41202),(25 301.2976),(26 306.03918),(27 309.1473),(28 310.29974),(29 313.5233),(30 316.85126),(31 317.11084),(32 317.24225),(33 318.4693),(34 316.63815),(35 318.85693),(36 317.73947),(37 322.48163),(38 318.28906),(39 323.7376),(40 325.34802),(41 324.613),(42 327.02863),(43 327.74527),(44 322.00256),(45 321.6037),(46 323.5971),(47 325.59744),(48 326.4511),(49 321.91373),(50 328.01892),(51 325.49664),(52 327.4523),(53 336.45023),(54 331.79477),(55 333.8542),(56 332.39557),(57 332.1973),(58 330.3687),(59 333.08),(60 330.3296),(61 331.33307),(62 336.16168),(63 334.8273),(64 336.1021),(65 334.6746),(66 334.1522),(67 332.52014),(68 332.5792),(69 331.68845),(70 332.35437),(71 339.3265),(72 335.58206),(73 331.36212),(74 328.67407),(75 334.40076),(76 333.59045),(77 332.10776),(78 335.41684),(79 332.8057),
(1 176.94652),(2 211.94693),(3 232.7217),(4 227.51346),(5 233.4961),(6 247.8464),(7 257.26312),(8 258.92175),(9 259.1597),(10 263.02374),(11 272.0472),(12 273.51654),(13 278.60843),(14 277.22217),(15 279.69543),(16 278.78146),(17 278.73434),(18 278.52753),(19 279.02557),(20 281.65292),(21 286.4203),(22 288.37143),(23 290.5045),(24 291.363),(25 290.29218),(26 294.13425),(27 297.9794),(28 297.84607),(29 302.69604),(30 306.18716),(31 308.38486),(32 304.3951),(33 305.32),(34 304.86356),(35 306.1593),(36 309.4116),(37 309.98145),(38 310.33218),(39 312.40253),(40 314.15945),(41 314.8334),(42 316.0819),(43 319.01544),(44 312.9069),(45 313.85095),(46 316.87164),(47 316.53305),(48 314.87057),(49 315.9831),(50 318.94748),(51 319.00027),(52 319.7011),(53 323.85495),(54 322.22897),(55 321.8502),(56 323.42752),(57 324.82443),(58 318.44653),(59 319.8923),(60 318.35468),(61 317.54626),(62 323.48264),(63 319.0589),(64 321.12152),(65 320.35825),(66 322.19464),(67 317.35248),(68 321.63626),(69 323.03134),(70 322.05167),(71 323.2688),(72 324.7518),(73 317.26044),(74 318.88034),(75 327.3331),(76 324.61615),(77 321.96817),(78 326.45056),(79 323.02393),
(1 173.82008),(2 210.31195),(3 231.52232),(4 227.08714),(5 235.23776),(6 247.64253),(7 256.62753),(8 258.30045),(9 258.89923),(10 261.8476),(11 273.91006),(12 273.63647),(13 276.5178),(14 274.67307),(15 279.90466),(16 280.28906),(17 279.1844),(18 279.11887),(19 280.57553),(20 282.67206),(21 284.31433),(22 283.47812),(23 288.6052),(24 289.73718),(25 291.53537),(26 294.6069),(27 299.34747),(28 297.6753),(29 303.77872),(30 302.2187),(31 305.05716),(32 303.38608),(33 304.65662),(34 302.74838),(35 304.37076),(36 308.76703),(37 311.15338),(38 312.68445),(39 317.5393),(40 315.87784),(41 318.98022),(42 317.485),(43 320.67868),(44 314.7298),(45 317.50696),(46 314.09064),(47 315.6239),(48 313.947),(49 312.64008),(50 316.22336),(51 317.50577),(52 318.48712),(53 317.31873),(54 318.93216),(55 321.48425),(56 322.37607),(57 318.67844),(58 316.65634),(59 314.1684),(60 313.16168),(61 314.88037),(62 317.80392),(63 317.72012),(64 319.6254),(65 317.5178),(66 316.10568),(67 316.75223),(68 319.307),(69 321.21698),(70 320.66852),(71 325.7051),(72 324.20932),(73 322.87936),(74 320.52692),(75 321.88004),(76 320.3065),(77 315.29892),(78 319.7469),(79 317.43295),
(1 171.25471),(2 204.56813),(3 221.97662),(4 220.54602),(5 229.8467),(6 242.89839),(7 248.65369),(8 251.01309),(9 254.6971),(10 260.44235),(11 268.22827),(12 266.2225),(13 268.63928),(14 266.82007),(15 270.42563),(16 268.74313),(17 267.39178),(18 269.46136),(19 271.83752),(20 272.42578),(21 272.74387),(22 272.6299),(23 273.8899),(24 277.58658),(25 278.67084),(26 277.31448),(27 281.44907),(28 284.28568),(29 289.23892),(30 288.32794),(31 288.42624),(32 289.80017),(33 292.0655),(34 291.53036),(35 293.17392),(36 295.73056),(37 296.94315),(38 299.73605),(39 302.4851),(40 299.7174),(41 302.15146),(42 302.61755),(43 305.28076),(44 305.07727),(45 306.8151),(46 308.59653),(47 304.18423),(48 307.02786),(49 309.0828),(50 311.78198),(51 311.89413),(52 314.44714),(53 312.51297),(54 316.1028),(55 317.96362),(56 316.1553),(57 312.9382),(58 312.21982),(59 310.53336),(60 309.96252),(61 312.73605),(62 315.16162),(63 311.95563),(64 314.91983),(65 314.2636),(66 315.04407),(67 312.2336),(68 314.96475),(69 314.25873),(70 316.38525),(71 313.86935),(72 310.56235),(73 313.71054),(74 313.21216),(75 317.23215),(76 315.52054),(77 311.25244),(78 314.2621),(79 311.17776),
(1 169.07852),(2 205.74742),(3 221.207),(4 220.56721),(5 228.50948),(6 245.83893),(7 253.51277),(8 254.00407),(9 254.06313),(10 260.0007),(11 270.77722),(12 270.5484),(13 269.74326),(14 269.84045),(15 273.49384),(16 273.48563),(17 270.1951),(18 275.31732),(19 275.40012),(20 276.4874),(21 275.98254),(22 278.18585),(23 280.37982),(24 284.22238),(25 288.2019),(26 291.3758),(27 288.34344),(28 286.29318),(29 289.4336),(30 290.94513),(31 292.8054),(32 296.2314),(33 294.2367),(34 294.6097),(35 298.6063),(36 298.5504),(37 300.6429),(38 300.05872),(39 304.16757),(40 301.8884),(41 304.4394),(42 307.87436),(43 305.32983),(44 302.37766),(45 302.76437),(46 304.68384),(47 302.1573),(48 307.21457),(49 306.74994),(50 310.01093),(51 312.5739),(52 310.31088),(53 311.1259),(54 315.97598),(55 317.46683),(56 316.0653),(57 312.97903),(58 314.26462),(59 313.08023),(60 310.99277),(61 311.47247),(62 316.13528),(63 313.9979),(64 315.7119),(65 316.7297),(66 317.5861),(67 316.9381),(68 317.823),(69 321.37738),(70 322.77548),(71 322.86023),(72 319.63254),(73 321.71317),(74 318.771),(75 319.01605),(76 317.63425),(77 315.87473),(78 319.87814),(79 320.69467),
(1 165.97528),(2 200.74013),(3 219.29933),(4 218.93893),(5 224.58348),(6 238.00426),(7 243.6962),(8 245.4675),(9 251.04736),(10 252.90097),(11 260.39948),(12 262.86267),(13 267.18918),(14 263.5669),(15 265.62466),(16 263.04947),(17 267.83856),(18 268.48233),(19 268.8947),(20 272.72745),(21 272.1103),(22 273.15085),(23 279.0929),(24 279.24203),(25 281.82535),(26 284.99625),(27 283.86383),(28 285.65805),(29 290.43634),(30 287.90735),(31 290.27896),(32 291.50424),(33 291.0977),(34 294.10056),(35 297.96002),(36 299.51407),(37 300.0608),(38 298.5638),(39 303.29926),(40 302.81357),(41 303.36966),(42 305.1069),(43 303.55197),(44 301.01465),(45 305.78137),(46 304.83475),(47 304.67883),(48 307.17657),(49 307.26498),(50 307.30176),(51 310.9362),(52 306.2691),(53 307.39908),(54 306.03665),(55 307.70886),(56 305.95825),(57 304.91733),(58 307.64603),(59 304.12125),(60 306.03235),(61 305.7693),(62 308.09402),(63 309.21188),(64 308.82474),(65 308.90164),(66 314.55542),(67 307.69952),(68 309.1687),(69 312.68945),(70 314.99976),(71 316.88455),(72 311.27225),(73 309.5777),(74 309.6297),(75 307.22336),(76 306.54852),(77 306.13135),(78 305.3949),(79 307.62924),
(1 164.54771),(2 199.707),(3 218.60887),(4 218.7456),(5 225.63492),(6 233.64728),(7 243.32573),(8 246.7325),(9 250.64212),(10 253.64117),(11 261.53955),(12 263.3892),(13 271.49942),(14 267.50732),(15 265.1488),(16 264.14993),(17 266.103),(18 266.96396),(19 270.2021),(20 271.30057),(21 271.21902),(22 273.25623),(23 276.97467),(24 277.10565),(25 279.4366),(26 280.11737),(27 284.1721),(28 282.1649),(29 282.84158),(30 285.13403),(31 286.41663),(32 284.20926),(33 283.23166),(34 283.67426),(35 289.63022),(36 289.5768),(37 290.25345),(38 295.28296),(39 299.14038),(40 297.317),(41 300.33353),(42 298.84647),(43 302.02222),(44 298.77036),(45 301.7688),(46 299.90427),(47 298.10577),(48 301.0941),(49 301.56998),(50 301.19977),(51 301.0701),(52 299.4541),(53 302.82968),(54 304.3155),(55 303.15826),(56 303.0482),(57 304.10458),(58 307.49103),(59 303.59558),(60 305.1084),(61 306.7579),(62 306.89166),(63 304.959),(64 304.21918),(65 302.81873),(66 306.24478),(67 303.4822),(68 304.3402),(69 307.7704),(70 306.92432),(71 309.6646),(72 303.214),(73 306.12537),(74 305.91983),(75 302.91547),(76 304.2487),(77 304.8813),(78 301.90118),(79 305.8088),
(1 162.95474),(2 195.57748),(3 214.53662),(4 214.50816),(5 221.32733),(6 229.54782),(7 239.11942),(8 241.95508),(9 241.8289),(10 247.0785),(11 253.28415),(12 252.4807),(13 258.88443),(14 258.96066),(15 257.33017),(16 255.95631),(17 254.899),(18 258.62506),(19 262.43588),(20 261.91196),(21 264.8902),(22 270.71747),(23 272.50204),(24 273.94205),(25 274.3221),(26 274.9488),(27 277.01102),(28 281.46),(29 282.5652),(30 283.72043),(31 283.95306),(32 281.5272),(33 281.23022),(34 281.66986),(35 282.66705),(36 285.71878),(37 287.5133),(38 287.12784),(39 287.94806),(40 286.0066),(41 288.7301),(42 285.5943),(43 286.72522),(44 284.51105),(45 289.30725),(46 288.14685),(47 287.7172),(48 288.98068),(49 286.82333),(50 286.53564),(51 285.7124),(52 285.22205),(53 286.5904),(54 290.95145),(55 287.94202),(56 289.66708),(57 288.57602),(58 292.38434),(59 287.25635),(60 290.78482),(61 291.19308),(62 293.14948),(63 292.25916),(64 293.73965),(65 291.32437),(66 293.14142),(67 289.15228),(68 287.91656),(69 295.95038),(70 294.08554),(71 296.043),(72 291.55374),(73 293.91284),(74 294.9593),(75 292.1779),(76 293.48807),(77 295.46423),(78 293.4571),(79 296.5802),
(1 160.54604),(2 192.91191),(3 213.84862),(4 212.15387),(5 218.83122),(6 228.72838),(7 239.29088),(8 242.35794),(9 243.75465),(10 249.94179),(11 255.94138),(12 254.84361),(13 257.0298),(14 256.18918),(15 258.27307),(16 255.59671),(17 254.24492),(18 254.02115),(19 257.54245),(20 257.4999),(21 261.66534),(22 264.99493),(23 267.28006),(24 267.7056),(25 269.90915),(26 271.91446),(27 274.23447),(28 275.70255),(29 277.3648),(30 276.70862),(31 279.1093),(32 276.87134),(33 276.79904),(34 278.09128),(35 278.11435),(36 282.41684),(37 284.25165),(38 283.41553),(39 283.45908),(40 285.81158),(41 283.95755),(42 281.76013),(43 286.4367),(44 285.19586),(45 287.23795),(46 286.35248),(47 286.4018),(48 285.51132),(49 287.7744),(50 283.9453),(51 283.08447),(52 284.09872),(53 284.50162),(54 289.3405),(55 285.83188),(56 284.16333),(57 286.06964),(58 285.655),(59 283.14694),(60 284.49915),(61 284.083),(62 286.76932),(63 285.5569),(64 287.0968),(65 288.95322),(66 288.09433),(67 290.4738),(68 291.5724),(69 290.35745),(70 294.48825),(71 294.20676),(72 290.8193),(73 290.9276),(74 286.49075),(75 285.59842),(76 286.91403),(77 288.8441),(78 288.90128),(79 290.267),
