1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 112273.336),(2 400510.1),(3 830002.2),(4 1374749.1),(5 2031796),(6 2776146),(7 3599654),(8 4501152),(9 5458514.5),(10 6488553.5),(11 7593072),(12 8785651),(13 9985285),(14 11244196),(15 12631297),(16 14054553),(17 15449356),(18 17087206),(19 18567516),(20 20079584),(21 21509238),(22 22954838),(23 24435224),(24 26002310),(25 27499032),(26 29083216),(27 30727008),(28 32307326),(29 33814556),(30 35283076),(31 36713676),(32 38186150),(33 39634612),(34 41020236),(35 42428100),(36 43745036),(37 44892988),(38 46039996),(39 47093470),(40 48187090),(41 49224132),(42 50255964),(43 51322676),(44 52440044),(45 53488640),(46 54504972),(47 55480944),(48 56514372),(49 57348612),(50 58242868),(51 59222868),(52 60218644),(53 61124130),(54 62025364),(55 62842172),(56 63472660),(57 63941980),(58 64435520),(59 64983460),(60 65515824),(61 65995652),(62 66649636),(63 67323960),(64 68090280),(65 68761310),(66 69502090),(67 70350020),(68 71225270),(69 71975030),(70 72675256),(71 73490856),(72 74367120),(73 75151670),(74 75898290),(75 76632340),(76 77345760),(77 77991270),(78 78880264),(79 79687120),
(1 99643.555),(2 258413.7),(3 355574.72),(4 405947.88),(5 441051.1),(6 470864.38),(7 493674.56),(8 511343.53),(9 514174.97),(10 520032.63),(11 531855.06),(12 534888.1),(13 533208.2),(14 531918),(15 536641.1),(16 548622.75),(17 556810.2),(18 566102),(19 575007.9),(20 576177.2),(21 572856.7),(22 565658.8),(23 556266.6),(24 549714.56),(25 543096.8),(26 536970.8),(27 527143.1),(28 514270.9),(29 497167.53),(30 483993.4),(31 486632.88),(32 495489.22),(33 496957.28),(34 500248.2),(35 511846.16),(36 527631),(37 540939.75),(38 547972.56),(39 548519),(40 550942.25),(41 557546.8),(42 552432.44),(43 535608.25),(44 518383),(45 504120.22),(46 497135.88),(47 494856.6),(48 497425.75),(49 498908),(50 492172.53),(51 489713.5),(52 487540.2),(53 490538.78),(54 505075),(55 514030.6),(56 509432.06),(57 496912.2),(58 489533.4),(59 489064.13),(60 488793.7),(61 485591.44),(62 478155.8),(63 470077.94),(64 465441.28),(65 460732.34),(66 455087.8),(67 451826.66),(68 456164.8),(69 468203.78),(70 476918.25),(71 477135.75),(72 477520.34),(73 477725.28),(74 478787.94),(75 491214.38),(76 507321.4),(77 524319.06),(78 532225.75),(79 525311),
(1 99516.08),(2 251562.45),(3 343764.3),(4 401434.75),(5 444874.63),(6 477118.1),(7 502268.7),(8 515450.94),(9 515640.97),(10 515334.47),(11 526784.25),(12 533773.6),(13 534397.5),(14 534744),(15 540175.8),(16 547558.3),(17 552358.9),(18 550760.2),(19 546144.2),(20 535758),(21 523873.9),(22 513423.7),(23 510317.13),(24 516890.88),(25 522454.1),(26 525283.1),(27 520704.7),(28 508546.47),(29 496367.9),(30 491485),(31 498058.63),(32 511132.8),(33 518369.66),(34 524768.7),(35 537948.94),(36 550471.06),(37 554319.7),(38 543474.1),(39 525701.9),(40 512767.16),(41 508716),(42 505295.84),(43 505660.44),(44 504541.6),(45 497633.13),(46 494887.16),(47 497886.63),(48 503780.7),(49 504209),(50 504296.1),(51 498459.03),(52 490521.53),(53 485966.13),(54 482371.7),(55 475756.63),(56 464926.25),(57 459496.9),(58 457598.4),(59 458489.34),(60 459802.66),(61 465797.9),(62 470455.9),(63 468989.53),(64 462348.8),(65 456943.47),(66 460223.56),(67 472164.6),(68 483456.28),(69 495882.47),(70 501446.8),(71 497484.38),(72 500198.13),(73 510412.16),(74 517554.66),(75 523795.84),(76 530825.6),(77 532651.7),(78 525928.8),(79 519803.7),
(1 93693.36),(2 233324.22),(3 311232.16),(4 357296.97),(5 396235.63),(6 421629.25),(7 443392.7),(8 464733.4),(9 481619.47),(10 493047.7),(11 506014.28),(12 516755.56),(13 514528.44),(14 501084.53),(15 486147.56),(16 477752.44),(17 475358.75),(18 479223.25),(19 483014.6),(20 479640.1),(21 480223.47),(22 480110.7),(23 474834.38),(24 467216.44),(25 464808.22),(26 466325.78),(27 462937.3),(28 457325.84),(29 454681.1),(30 455081.3),(31 457198.22),(32 457577.47),(33 458992.22),(34 461708.22),(35 466738.7),(36 466788.7),(37 461842.1),(38 454768.9),(39 451426.28),(40 453415.34),(41 458191.5),(42 467020.16),(43 471214.3),(44 465747.9),(45 456473.1),(46 450961.75),(47 446518.06),(48 446282.9),(49 448304.75),(50 446285.13),(51 442101.72),(52 430682.22),(53 420969.72),(54 421281.9),(55 424440.1),(56 428814.53),(57 432442.5),(58 433099.84),(59 438496.38),(60 447908.28),(61 458093.5),(62 459449.56),(63 462148),(64 458390.38),(65 448059.78),(66 447736.3),(67 456901.5),(68 471557.72),(69 485784.7),(70 489866.06),(71 488485.84),(72 488176.97),(73 485111.3),(74 478035.56),(75 469625.63),(76 470574.53),(77 470914.9),(78 473230.06),(79 471110.8),
(1 90183.81),(2 224633.47),(3 309016.25),(4 363104.22),(5 395272.16),(6 409201.88),(7 423214.78),(8 443634.03),(9 452053.06),(10 453546.34),(11 461679.7),(12 466919),(13 461924.47),(14 445565.53),(15 429807.75),(16 426520.8),(17 428187.03),(18 435020.6),(19 442405.4),(20 444094.47),(21 448422.63),(22 454522.63),(23 452371.25),(24 442385.47),(25 437874.6),(26 434577.06),(27 433629.63),(28 437325.16),(29 437273.22),(30 434689.13),(31 432734.06),(32 435806.78),(33 443565.16),(34 446645.4),(35 441188.75),(36 431864.1),(37 426136),(38 422600.47),(39 424249.94),(40 423751.8),(41 420900.53),(42 423130.1),(43 423766),(44 421342.06),(45 418564.97),(46 414629),(47 409352.4),(48 405431.5),(49 401831.2),(50 406197.34),(51 409840.28),(52 410533.16),(53 414939.5),(54 419241.4),(55 423744.34),(56 425979.13),(57 428496.6),(58 429203.66),(59 431232.5),(60 436636.88),(61 436267.03),(62 433823.53),(63 437385.22),(64 437041.56),(65 429347.94),(66 426125.53),(67 433181.06),(68 443127),(69 450632.97),(70 453712.06),(71 450072.2),(72 443707.44),(73 439681.4),(74 429868.1),(75 415857.8),(76 415834.56),(77 425744.66),(78 432995.34),(79 431331.6),
(1 90625.516),(2 219324.3),(3 285475.25),(4 326714.8),(5 356706.22),(6 373886.75),(7 389694.88),(8 408494.2),(9 419056.28),(10 419912.78),(11 420940.7),(12 417577.94),(13 411304.66),(14 406224.13),(15 408959.97),(16 417137.13),(17 423601.2),(18 429674.4),(19 434727),(20 438809.38),(21 445426.9),(22 447550.72),(23 444110.75),(24 436553.78),(25 432552.16),(26 429134.22),(27 429504.78),(28 428354.9),(29 420584.16),(30 412862.25),(31 411653.44),(32 412316.06),(33 411251.94),(34 405624.66),(35 399227.8),(36 397472.84),(37 399746.9),(38 400393.47),(39 400260.22),(40 397447),(41 392752.06),(42 395655.03),(43 396900.28),(44 399166.22),(45 402676.3),(46 406361.13),(47 408001.56),(48 408183.63),(49 407124.28),(50 409889.1),(51 409959.9),(52 412187.66),(53 417754.06),(54 421259.22),(55 418187.66),(56 415981),(57 414964.2),(58 415543.94),(59 420385.38),(60 425130.06),(61 425841.7),(62 424909.8),(63 427097.28),(64 429736.4),(65 424714.56),(66 422330.9),(67 426590.63),(68 427462.22),(69 422055.06),(70 415988.84),(71 408747.16),(72 400246.53),(73 397407.6),(74 395728.72),(75 396011.06),(76 408231.94),(77 424655.4),(78 435630.75),(79 437247.72),
(1 91031.26),(2 217847.16),(3 279790.2),(4 313056.94),(5 339821),(6 357444.34),(7 378651.25),(8 399457.16),(9 407663.13),(10 412406.03),(11 410667.1),(12 405720.78),(13 399361.28),(14 397624.03),(15 400632.7),(16 404441.34),(17 409300.75),(18 418365.88),(19 431681.7),(20 434560.75),(21 432946.22),(22 429047.34),(23 420664.5),(24 411228.78),(25 398438.53),(26 393853.44),(27 397901.6),(28 401123.7),(29 405309.78),(30 407517.38),(31 402133.66),(32 399306.66),(33 403180.22),(34 405939.03),(35 405930.4),(36 406369.97),(37 411092.2),(38 407965),(39 406095.63),(40 407288.7),(41 406877.53),(42 405604.1),(43 399744.75),(44 396655.78),(45 399973.6),(46 399952.9),(47 395742.06),(48 397624.8),(49 404560.56),(50 409425.38),(51 410246.9),(52 407357.16),(53 406050.94),(54 401471.9),(55 391161.53),(56 386303.4),(57 385915),(58 388939.44),(59 392700.9),(60 393516.28),(61 397841.1),(62 400561.94),(63 399817.34),(64 399926.66),(65 397155.78),(66 400218.44),(67 406048.2),(68 401276.4),(69 393569.75),(70 392334.72),(71 391628.9),(72 386412.38),(73 382235.78),(74 387015),(75 395517.06),(76 403852.4),(77 412021.7),(78 415633.84),(79 413627.4),
(1 87577.195),(2 209396.23),(3 274106.8),(4 311796.1),(5 337966.9),(6 358925.78),(7 382951.84),(8 403606.56),(9 410795.56),(10 413993.8),(11 416902.8),(12 413113.63),(13 408915.28),(14 413039.72),(15 421472.06),(16 431134.1),(17 436542.28),(18 439982.47),(19 445027.56),(20 452511.16),(21 454525.47),(22 447848),(23 437155.8),(24 421674.9),(25 407503.16),(26 405803.94),(27 413742.66),(28 420622.1),(29 433072.53),(30 439976.06),(31 437180),(32 441075.28),(33 446670.16),(34 449348.28),(35 449128.44),(36 448508.16),(37 447585.66),(38 442902.16),(39 437563.44),(40 432672.9),(41 426751.75),(42 418471.66),(43 414609.25),(44 417205.84),(45 421805.66),(46 413811.53),(47 398643.44),(48 389299.9),(49 391891.75),(50 400919.47),(51 402595.9),(52 401276.63),(53 397489.53),(54 387854.72),(55 376830.06),(56 374333.63),(57 372500.75),(58 368500.66),(59 369507.25),(60 377232.25),(61 386232.2),(62 388965.34),(63 396314.28),(64 402752.63),(65 402947.63),(66 404083.56),(67 410338.66),(68 411989.63),(69 410588.25),(70 413681.1),(71 416097.1),(72 416377.2),(73 416835.8),(74 420772.56),(75 420378.9),(76 417593.84),(77 410248.66),(78 410000.38),(79 414543.9),
(1 87642.16),(2 209309.36),(3 269738.53),(4 303133.25),(5 322694.53),(6 336809.1),(7 355904.5),(8 371225.8),(9 380195.34),(10 389245.13),(11 396810.9),(12 401195),(13 409902.78),(14 424257.03),(15 435746.2),(16 446982.47),(17 447752.78),(18 434739.13),(19 428298.4),(20 433697.2),(21 441012.66),(22 441333.47),(23 436891.66),(24 433142.53),(25 430644.66),(26 437257.1),(27 443315.6),(28 451945.6),(29 459660.25),(30 458729.38),(31 455041.94),(32 455114.3),(33 455609.78),(34 451694.97),(35 442189.44),(36 435471),(37 431482.56),(38 431538.47),(39 429593.94),(40 426352.7),(41 421479.47),(42 411659.13),(43 405120.88),(44 402625.88),(45 399023),(46 387859.6),(47 373750.28),(48 365003.47),(49 366315.63),(50 380368.6),(51 386529.97),(52 384847.38),(53 377421.16),(54 367732.3),(55 365860.44),(56 368548.28),(57 372689.53),(58 376579.47),(59 382901.78),(60 387412.2),(61 386452.88),(62 385045.66),(63 390427.06),(64 399224.3),(65 399253.5),(66 397821.97),(67 401104.9),(68 400843.94),(69 402724.5),(70 406954.34),(71 407802.53),(72 405269.6),(73 403407.5),(74 404488.34),(75 407457.38),(76 404909.03),(77 396639.6),(78 397720.22),(79 398188.16),
(1 88027.57),(2 211669.81),(3 273337.53),(4 304506.13),(5 324743.44),(6 338202.84),(7 351531.22),(8 360032.6),(9 368898.22),(10 375627.97),(11 375235.53),(12 378562.13),(13 392541.75),(14 399927.2),(15 399361.84),(16 407133.53),(17 410089.28),(18 407022.06),(19 412183.03),(20 417737.66),(21 420310.34),(22 420282.44),(23 415040),(24 405707.88),(25 399538.13),(26 396504.22),(27 392332.5),(28 388781.6),(29 382074.03),(30 376091.72),(31 376941.8),(32 378866.53),(33 383165.47),(34 379000.28),(35 372538.13),(36 370985.4),(37 375403.53),(38 380506.63),(39 381153.34),(40 379787.84),(41 372443),(42 365640.66),(43 357135.03),(44 351168.28),(45 346925.6),(46 346135.8),(47 345303.1),(48 339531),(49 337773.1),(50 342484.22),(51 344362.38),(52 342874.56),(53 339790.16),(54 339200.75),(55 339862.72),(56 342025.34),(57 348265.6),(58 355082.34),(59 364815.94),(60 367277.6),(61 361470.28),(62 356890.4),(63 358718.8),(64 360575.5),(65 354024.7),(66 352666.8),(67 355441.2),(68 359346.9),(69 364190.8),(70 365168),(71 362728.3),(72 361277.03),(73 361729.16),(74 364301.44),(75 368709.63),(76 371136.84),(77 368205.25),(78 367311.6),(79 363268.8),
(1 86444.15),(2 206312.33),(3 267133.56),(4 299332.34),(5 317910.7),(6 325897.47),(7 337699.6),(8 349336.1),(9 357424.25),(10 361782.56),(11 361046),(12 369674.66),(13 379895.47),(14 381780.72),(15 383412.16),(16 396453.4),(17 402566.28),(18 404362.28),(19 404954.72),(20 400377.84),(21 393575.38),(22 389863.16),(23 383213.53),(24 378803.75),(25 379370.63),(26 382352.84),(27 378496.3),(28 372936.56),(29 370820.97),(30 369532.1),(31 370036.9),(32 367438.56),(33 366369.16),(34 364131.9),(35 361520.8),(36 362015.34),(37 362335.34),(38 362003.25),(39 365009.7),(40 366235.22),(41 361250.84),(42 358363.75),(43 355443.63),(44 351836.28),(45 343906.06),(46 338374.84),(47 335377.03),(48 325104.9),(49 316604.06),(50 315615.56),(51 318857.94),(52 320758.3),(53 318972.94),(54 319872.28),(55 319990.7),(56 323242.8),(57 326125.9),(58 335711.63),(59 348126.56),(60 354501.16),(61 350288.94),(62 345244.03),(63 348172.13),(64 351146.94),(65 345535.84),(66 339740.56),(67 340262.66),(68 342147.66),(69 343998.84),(70 341450.47),(71 335623.44),(72 333397.56),(73 333173.66),(74 334685.34),(75 339622.9),(76 344012.66),(77 342115.94),(78 339029.84),(79 338843.16),
(1 81831.72),(2 187616.13),(3 240426.36),(4 271083.97),(5 291049.5),(6 304378.75),(7 320843.53),(8 333344.78),(9 341456.25),(10 341802.8),(11 336995.97),(12 336281.44),(13 337946.8),(14 341183.03),(15 353922.28),(16 371073.25),(17 378532.56),(18 383960.88),(19 390971.72),(20 387257.06),(21 384246.47),(22 384762.8),(23 378408.03),(24 371778.63),(25 373067.78),(26 377048),(27 374821.1),(28 372415.4),(29 369335.25),(30 365930.88),(31 364141),(32 365778.63),(33 367447.3),(34 364846.44),(35 361312.47),(36 361564.13),(37 362094.28),(38 360782.3),(39 361559.53),(40 352832.28),(41 343236.78),(42 340092.4),(43 339085.66),(44 337133.66),(45 328083.9),(46 320494.94),(47 313244.75),(48 306429),(49 305802.03),(50 312887.9),(51 320063.03),(52 321787.9),(53 321804.56),(54 322393.03),(55 323380.1),(56 324419.13),(57 328465.9),(58 337411.66),(59 340269.88),(60 340219.34),(61 338255.38),(62 333481.97),(63 335361.25),(64 338964.8),(65 332307.06),(66 325856.6),(67 323644.97),(68 324646.34),(69 326246.3),(70 323495.5),(71 316022.63),(72 310360.97),(73 309447.38),(74 313633.66),(75 317786.22),(76 322969.53),(77 323723.44),(78 322709.22),(79 328417.47),
(1 76241.11),(2 174786.8),(3 226933.5),(4 260954.73),(5 284305.03),(6 296648.84),(7 305175.84),(8 313191.78),(9 324871.78),(10 332927.5),(11 333529.2),(12 334247),(13 341386.06),(14 348035.53),(15 352211.78),(16 359898.34),(17 363275.66),(18 369216.4),(19 377062.75),(20 378314.78),(21 379472.66),(22 380599.47),(23 374720.8),(24 363536.06),(25 361537.78),(26 364877.63),(27 368217.8),(28 366828.5),(29 365796.75),(30 369909.25),(31 374812.66),(32 376682.5),(33 374141.25),(34 366839.66),(35 359617.1),(36 358223.7),(37 357218.47),(38 352366.7),(39 348963.75),(40 348148.22),(41 339602.1),(42 333107.1),(43 336759),(44 340965.06),(45 341144.75),(46 339225.53),(47 335482.03),(48 327207.7),(49 320330.1),(50 323230.16),(51 330296.9),(52 330199.4),(53 331997.97),(54 328096.9),(55 324227.3),(56 320600.22),(57 321880.72),(58 322638.47),(59 318599.56),(60 320051.6),(61 326355.44),(62 330299.25),(63 333030.7),(64 333163.4),(65 328551),(66 324716),(67 322489.56),(68 319749.25),(69 318507.16),(70 314400.53),(71 306758.75),(72 302013.84),(73 300295.2),(74 305263.1),(75 314816.66),(76 324427.97),(77 327855.84),(78 328611.6),(79 329041.22),
(1 79296.23),(2 182007.83),(3 229847.22),(4 260350.64),(5 283143.66),(6 292039.2),(7 299930.75),(8 307480.56),(9 310821),(10 316221.4),(11 317226.94),(12 317667.75),(13 325842.22),(14 335173.34),(15 340743.66),(16 346689.97),(17 349452.38),(18 355067.75),(19 360780.1),(20 359408.1),(21 356532.16),(22 352441.13),(23 345028.1),(24 341161.25),(25 345049.5),(26 348607.28),(27 348213.38),(28 349928.6),(29 352143.06),(30 354060.25),(31 352967.28),(32 348104.1),(33 345808.03),(34 344989.84),(35 347425.97),(36 354256.22),(37 354190.53),(38 350668.38),(39 353923.22),(40 353559.84),(41 343248.78),(42 340808.38),(43 342534.2),(44 344517.8),(45 342172.4),(46 344097.4),(47 344437.94),(48 335035.4),(49 329654.44),(50 332195.78),(51 332110.25),(52 332473.78),(53 332309.94),(54 327656.75),(55 320909.13),(56 314262.78),(57 307898.1),(58 301666.88),(59 300388.53),(60 305385.13),(61 309603.06),(62 311533.53),(63 314482.75),(64 316840),(65 317520.88),(66 315605.97),(67 313035.75),(68 312047.4),(69 314306.06),(70 314002.8),(71 314175.4),(72 316783.97),(73 319028.7),(74 324621.06),(75 326503.75),(76 333431.34),(77 339793.22),(78 339035.66),(79 336759.25),
(1 78409.39),(2 180853.05),(3 230119.1),(4 259808.56),(5 279122.53),(6 288786.44),(7 304477.7),(8 311433.44),(9 310679.75),(10 312272.13),(11 312853.03),(12 316124.25),(13 320737.7),(14 322461.5),(15 328405.13),(16 335675.28),(17 338779.47),(18 341709.8),(19 343851.25),(20 345111.38),(21 338494.25),(22 332076.56),(23 329179.22),(24 332381.9),(25 333353.03),(26 326142.16),(27 323683.9),(28 322950.94),(29 321564.56),(30 324771.06),(31 325994.8),(32 321890.2),(33 321729.22),(34 324569.97),(35 330357.66),(36 338808.7),(37 342628.72),(38 340365.2),(39 336785.9),(40 329875),(41 323417.53),(42 326041.78),(43 328737.4),(44 328521.97),(45 327317.7),(46 326122.44),(47 317212.5),(48 307912.03),(49 309173.6),(50 312545.4),(51 314106.1),(52 314283.06),(53 316489.84),(54 317870.6),(55 315203.72),(56 312562.03),(57 309194),(58 308672.84),(59 312586.56),(60 320408.34),(61 325221.97),(62 321595.4),(63 324053.56),(64 327032.5),(65 326903.03),(66 326037.53),(67 325659.53),(68 325527.8),(69 327464.72),(70 334211.47),(71 337758.44),(72 337305.53),(73 333283.9),(74 331565.97),(75 330355.66),(76 327108.06),(77 324406.25),(78 329779.3),(79 331434.47),
(1 79555.01),(2 183033.22),(3 233057.47),(4 261885.52),(5 281115.28),(6 293326.88),(7 299758.1),(8 299452.28),(9 299450.56),(10 300858.88),(11 307033.13),(12 320156.5),(13 330812.06),(14 330223.44),(15 325863.88),(16 327698.88),(17 333649.53),(18 336178.1),(19 336424.1),(20 334343.13),(21 334717.7),(22 340129.13),(23 339141.78),(24 336850.88),(25 333010.3),(26 331139.16),(27 329693.63),(28 324004.44),(29 325101.97),(30 327896.5),(31 329256.03),(32 332340.1),(33 336249.22),(34 345357.6),(35 350854.56),(36 360501.56),(37 368140.22),(38 365365.3),(39 357449.94),(40 354226.06),(41 357117.94),(42 354626.78),(43 353296.25),(44 357012.03),(45 359066.94),(46 353983.9),(47 345257.88),(48 338731.22),(49 336082.28),(50 331232.5),(51 330922.7),(52 331370.1),(53 333899.28),(54 334239.72),(55 332530.47),(56 331151.2),(57 328057.78),(58 326501.28),(59 331206),(60 340273.5),(61 345267.6),(62 345204.34),(63 352528.47),(64 359738.03),(65 358278.1),(66 355627.63),(67 351213.9),(68 349369.34),(69 351528.6),(70 353573.56),(71 347673.03),(72 341759),(73 341289.56),(74 345612),(75 345708.03),(76 340776.72),(77 336866.22),(78 337696.16),(79 335885.3),
(1 73801.88),(2 162396.9),(3 198933.2),(4 218836.16),(5 233180.52),(6 244047.36),(7 250855.69),(8 257602.3),(9 263955.13),(10 269393.94),(11 281046.28),(12 290545.84),(13 295139.16),(14 294899.3),(15 294385.34),(16 298025.78),(17 301438.2),(18 305442.44),(19 304112.4),(20 306225.38),(21 313134.4),(22 317967.16),(23 316222.63),(24 315270.9),(25 310807.28),(26 311314.4),(27 313592.78),(28 314533.2),(29 317442.47),(30 320867.06),(31 322697.72),(32 321637.53),(33 324541.78),(34 328384.1),(35 332283.72),(36 337441.75),(37 335301.22),(38 332314.06),(39 330305.22),(40 331168.44),(41 329054.3),(42 325494.7),(43 324003.44),(44 326039.16),(45 322283.5),(46 314566.72),(47 306514.16),(48 303290.22),(49 302812),(50 304090.4),(51 306165.56),(52 310023.13),(53 314356.72),(54 314544.6),(55 314479.72),(56 314787.5),(57 310145.44),(58 308714.1),(59 310414.13),(60 314561.5),(61 313067.78),(62 309609.3),(63 312295.8),(64 315643.8),(65 317675.66),(66 314398.2),(67 310726.06),(68 314270.2),(69 319592.72),(70 317831.38),(71 307541.97),(72 301149.53),(73 301194.53),(74 302349.1),(75 302195.28),(76 301813.5),(77 301832.9),(78 304896.53),(79 303967.1),
(1 72697.8),(2 161164.53),(3 198031.14),(4 215640.58),(5 231080.2),(6 240546.02),(7 248178.31),(8 262424.25),(9 273318.75),(10 276407.63),(11 281687.13),(12 290672.97),(13 294199.2),(14 296649.5),(15 301054.25),(16 300851.53),(17 296901.2),(18 298668.44),(19 303072.5),(20 308117.1),(21 311952.16),(22 310666.3),(23 307069.25),(24 304346.84),(25 306495.2),(26 315802.03),(27 322681.2),(28 323818.56),(29 325218.84),(30 323614.84),(31 320874.4),(32 320717.13),(33 320596.66),(34 318628.2),(35 323892.03),(36 328346.34),(37 328630.94),(38 333318.13),(39 337863.75),(40 334731.38),(41 329975.63),(42 327688.2),(43 326955.88),(44 321713.1),(45 314622.78),(46 312067.9),(47 309320.94),(48 301235.38),(49 295777.3),(50 295398.4),(51 295587.47),(52 298536.2),(53 301749.34),(54 302250.3),(55 303352.97),(56 306212.13),(57 307940.13),(58 313262.25),(59 322446.8),(60 325506.3),(61 321037),(62 314584.94),(63 313268.47),(64 310390.75),(65 309888.94),(66 313649.25),(67 312152.28),(68 310666.44),(69 310258.3),(70 307032.4),(71 300460.97),(72 297781.34),(73 299396.38),(74 304783.06),(75 308731.03),(76 310837.78),(77 312194.53),(78 311881.1),(79 309366.06),
(1 69238.98),(2 154358.4),(3 191299.64),(4 207970.83),(5 220816.58),(6 233093.98),(7 243443.52),(8 253490.89),(9 256851.56),(10 255736.67),(11 259415.05),(12 263118.84),(13 267490.63),(14 272352.25),(15 274509.84),(16 275255.34),(17 276835.2),(18 286748.8),(19 291567.63),(20 290126.3),(21 290666.38),(22 292458.2),(23 291287.3),(24 291707.75),(25 295895.4),(26 298215.56),(27 297921.53),(28 291944.88),(29 283749.4),(30 282604.1),(31 284416.2),(32 283770.06),(33 279514.1),(34 276425.56),(35 277905.9),(36 279645.4),(37 281165.28),(38 283222.1),(39 285791.44),(40 283320.66),(41 277096.66),(42 273431.3),(43 269720.88),(44 267784.72),(45 266589.4),(46 265533.88),(47 264435.84),(48 261501.22),(49 262348.34),(50 265547.28),(51 273075.4),(52 279088.94),(53 280595.16),(54 276452.13),(55 273708.47),(56 271853.13),(57 273061.97),(58 280636.8),(59 285005.1),(60 284942.16),(61 282050.2),(62 283338.75),(63 283256.3),(64 278374.28),(65 275661.75),(66 278942.94),(67 280379.75),(68 281212.28),(69 281205.28),(70 281281.9),(71 278870.63),(72 273260.38),(73 274494.25),(74 279479.94),(75 282911.66),(76 282393.7),(77 281904.72),(78 281941.72),(79 281195.6),
