1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40944.97),(2 120507.4),(3 227264.98),(4 379586.5),(5 551422.06),(6 755013.06),(7 983115.3),(8 1225526.6),(9 1531774.6),(10 1884124.9),(11 2149048.8),(12 2397699.3),(13 2618843.3),(14 2803003.3),(15 2956149.8),(16 3114614.3),(17 3279810),(18 3448646.8),(19 3636028),(20 3852656.8),(21 4114169.3),(22 4421936),(23 4778890.5),(24 5222191),(25 5712630.5),(26 6269332.5),(27 6903972),(28 7419394.5),(29 7977729.5),(30 8508309),(31 8921732),(32 9201749),(33 9441507),(34 9597909),(35 9742276),(36 9823474),(37 9866199),(38 9876813),(39 9856551),(40 9736046),(41 9574217),(42 9409997),(43 9206685),(44 8953715),(45 8669989),(46 8382511.5),(47 8080773.5),(48 7736990),(49 7422697.5),(50 7126068),(51 6837360),(52 6595281.5),(53 6416694),(54 6355518),(55 6343200),(56 6372780.5),(57 6411388),(58 6475234.5),(59 6537279.5),(60 6613117.5),(61 6688462.5),(62 6826318.5),(63 6900966),(64 6981569.5),(65 7048009.5),(66 7066856),(67 7090621.5),(68 7087285.5),(69 7096120),(70 7108158.5),(71 7126176),(72 7142560),(73 7149242.5),(74 7156258),(75 7134693.5),(76 7133170),(77 7123230.5),(78 7086529.5),(79 7066053.5),
(1 38101.45),(2 60675.184),(3 81776.04),(4 98772.67),(5 108296.94),(6 129998.59),(7 138187.55),(8 147253.16),(9 151040.89),(10 153401.88),(11 158327.22),(12 160153.92),(13 162739.53),(14 161386.75),(15 163364.05),(16 164011.73),(17 159618.66),(18 162662.13),(19 162917.22),(20 161614.1),(21 163973.84),(22 159198.53),(23 161043.42),(24 162051.64),(25 160776.98),(26 160486.34),(27 156627.22),(28 157508.89),(29 155589.94),(30 157214.25),(31 160726.5),(32 162765.23),(33 166101.95),(34 169786.34),(35 170328.05),(36 173268.38),(37 174178.13),(38 175561.03),(39 175998.06),(40 174749.45),(41 179826),(42 178184.31),(43 178769.84),(44 180025.17),(45 179522.58),(46 177162.08),(47 175685.92),(48 175549.11),(49 174714.38),(50 173020.16),(51 172018.95),(52 169025.72),(53 168176.17),(54 166781.34),(55 163994.66),(56 159554.89),(57 155251.39),(58 153291.16),(59 152807.84),(60 151929.13),(61 152052.66),(62 153355.81),(63 152632.69),(64 151819.72),(65 151085.84),(66 148562.22),(67 149641.28),(68 152012.66),(69 154551.8),(70 155615.23),(71 156695.23),(72 157405.2),(73 156101.38),(74 154377.2),(75 153406.06),(76 152286.83),(77 154536.53),(78 159724.61),(79 163354.73),
(1 36287.246),(2 58424.87),(3 76874.1),(4 92812.875),(5 103508.13),(6 122851.65),(7 133557.81),(8 139712.44),(9 145087.97),(10 145390.45),(11 150343.36),(12 149606.17),(13 151106.39),(14 147319.03),(15 150097.52),(16 153327.08),(17 150800.13),(18 152568.73),(19 151450.08),(20 148884.58),(21 148216.88),(22 144913.38),(23 146490.33),(24 147518.25),(25 149432.64),(26 149039.66),(27 144507.72),(28 143492.58),(29 140820.47),(30 143525.95),(31 146833.84),(32 148889.75),(33 151128.06),(34 155521.45),(35 157526.58),(36 161260.48),(37 161758.8),(38 162671.36),(39 163946.73),(40 164139.48),(41 168679.72),(42 168605.08),(43 166920.22),(44 169567.63),(45 166313.45),(46 164846.67),(47 162843.89),(48 161641.02),(49 159301.72),(50 157368.23),(51 155234.28),(52 152414.06),(53 151426.06),(54 151372.19),(55 151206.02),(56 148255.45),(57 146954.2),(58 146483.77),(59 143367.98),(60 141160.28),(61 141905.34),(62 140962.34),(63 140761.67),(64 141134.56),(65 140614.98),(66 138728.53),(67 139601.11),(68 139291.44),(69 139177.98),(70 140439.08),(71 142066.27),(72 142036),(73 141515.3),(74 142563.22),(75 141808.19),(76 139981.52),(77 141246.94),(78 144943.39),(79 148296.47),
(1 35004.016),(2 56846.69),(3 73875.305),(4 87950.69),(5 99488.36),(6 115711.59),(7 125592.11),(8 132117.55),(9 135077.22),(10 136145.7),(11 144801.14),(12 143577.53),(13 143540.81),(14 142642.28),(15 143471.4),(16 148650.9),(17 146995.05),(18 147941.7),(19 145233.72),(20 143402.8),(21 145173.77),(22 141541.06),(23 143495.22),(24 143194.13),(25 145635.14),(26 146032.61),(27 144977.45),(28 142405),(29 140144.13),(30 142242.4),(31 146874.36),(32 148337.77),(33 151665.88),(34 155388.25),(35 157672.78),(36 158877.02),(37 158567.17),(38 157197.9),(39 157524.25),(40 155691.77),(41 158819.19),(42 161431.7),(43 161082.55),(44 162759.1),(45 162674.23),(46 160480.36),(47 157590.6),(48 153743.31),(49 149422.08),(50 146998.2),(51 145698.72),(52 143447.9),(53 141211.39),(54 140860.75),(55 140146.25),(56 138109.86),(57 135327.11),(58 135565.55),(59 135024.55),(60 133368.48),(61 134573.3),(62 135152.6),(63 135233.66),(64 136351.3),(65 136231.86),(66 135799.19),(67 136313.72),(68 136375.92),(69 135577.66),(70 135634.64),(71 137182.31),(72 138690.92),(73 139278.98),(74 140080.03),(75 140486.44),(76 140468.44),(77 141042.33),(78 143439.64),(79 143652.86),
(1 35652.348),(2 57513.883),(3 74613.02),(4 88983.7),(5 98941.92),(6 116474.03),(7 124743.516),(8 131884.52),(9 136594.27),(10 138786.38),(11 146723.88),(12 150992.17),(13 148344.2),(14 149504.03),(15 152147.66),(16 154299.72),(17 153569.84),(18 152905.55),(19 150048.94),(20 147130.25),(21 148499.55),(22 143800.48),(23 145256.06),(24 145926.5),(25 146988.97),(26 147803.06),(27 148577.78),(28 149774.22),(29 148596.61),(30 150059.45),(31 151716.38),(32 153117.47),(33 157266.23),(34 160555.19),(35 163884),(36 164043.05),(37 163487.36),(38 164330.13),(39 161471.75),(40 159101.75),(41 160999.69),(42 164663.69),(43 167500.13),(44 170728.8),(45 171755.9),(46 169996.44),(47 166244.64),(48 160632.77),(49 155251.7),(50 151876.84),(51 150708.58),(52 149926.69),(53 147350.52),(54 146227.5),(55 144300.06),(56 140089.31),(57 137146.97),(58 135606.13),(59 134887.63),(60 135091.66),(61 136608.53),(62 139434.66),(63 140762.13),(64 140313.58),(65 138566.98),(66 136727.13),(67 136389.94),(68 137197.42),(69 137873.9),(70 138154.3),(71 138476.77),(72 139978.66),(73 140668.88),(74 141932.45),(75 141661.7),(76 140927.45),(77 141508.52),(78 142186.9),(79 141056.45),
(1 34074.176),(2 54025.527),(3 69699.46),(4 84504.93),(5 94527.18),(6 110515.94),(7 118855.25),(8 122892),(9 124882.25),(10 127220.82),(11 134147.67),(12 136876.92),(13 138418.38),(14 136791.5),(15 140695.6),(16 142992.78),(17 141181.33),(18 141958.66),(19 141988.36),(20 141281.56),(21 140734.98),(22 136318.27),(23 137966.56),(24 138148.64),(25 137853.56),(26 137913.73),(27 137443.83),(28 137914.4),(29 135548.28),(30 137845.39),(31 140277.02),(32 140883.73),(33 143830.55),(34 147025.19),(35 148057.88),(36 148427.25),(37 147506.13),(38 148091.94),(39 147033.28),(40 145378.6),(41 146058.64),(42 147133.34),(43 148063.94),(44 151358.94),(45 152337.17),(46 152001.77),(47 148535.5),(48 143501.77),(49 139191.16),(50 136144.22),(51 134322.9),(52 132577.08),(53 131346.94),(54 130579.47),(55 128346.04),(56 123705.82),(57 120382.74),(58 118665.3),(59 118196.336),(60 119104.16),(61 122018.11),(62 124829.8),(63 126322.69),(64 127203.62),(65 126001.7),(66 124842.38),(67 123916.36),(68 122934.06),(69 122009.49),(70 121518.18),(71 123686.65),(72 126361.63),(73 128000.23),(74 129035.03),(75 128848.46),(76 128834.91),(77 128988.836),(78 129537.41),(79 128361.04),
(1 33225.03),(2 52516.313),(3 66656.14),(4 81583.06),(5 91674.734),(6 104537.734),(7 109883.33),(8 112944.51),(9 114712.92),(10 116052.516),(11 121769.71),(12 122668.875),(13 124830.76),(14 127663.016),(15 130256.055),(16 133057.52),(17 131947.34),(18 130307.26),(19 129327.81),(20 126813.375),(21 127785.47),(22 123014.41),(23 124563.83),(24 124815.35),(25 125060.43),(26 125252.98),(27 125807.55),(28 126832.29),(29 124583.52),(30 126828.95),(31 131024.7),(32 131760.56),(33 134036.02),(34 136434.31),(35 137619.66),(36 138125.9),(37 136284.78),(38 136015.4),(39 135681.63),(40 134442.16),(41 136688.25),(42 136790.14),(43 135450.94),(44 137715.84),(45 138305.2),(46 139076.86),(47 137421.69),(48 133354.98),(49 130609.984),(50 127873.03),(51 126960.98),(52 125939.78),(53 125490.305),(54 126187.28),(55 123754.875),(56 120391.93),(57 118021.06),(58 117708.71),(59 116759.66),(60 115484.97),(61 118217.984),(62 119902.69),(63 121351.28),(64 123458.99),(65 124453.875),(66 124197.87),(67 123726.02),(68 122387.36),(69 120487.86),(70 119525.805),(71 121575.875),(72 124578.375),(73 125174.88),(74 126108.63),(75 125065.28),(76 123722.734),(77 123757.53),(78 124467.7),(79 125019.71),
(1 34522.26),(2 53909.438),(3 65341.027),(4 77951.45),(5 87204.08),(6 99503.37),(7 104936.7),(8 107569.86),(9 111242.664),(10 114580.58),(11 120318.61),(12 122903.81),(13 123959.73),(14 128680.19),(15 131069.37),(16 133250.81),(17 133293.06),(18 133923.92),(19 133094.98),(20 130980.52),(21 129159.28),(22 122956.125),(23 122886.56),(24 121604.04),(25 121478.04),(26 120700.445),(27 122550.09),(28 123028.82),(29 122978.03),(30 123055.586),(31 125137.984),(32 123922.234),(33 125492.6),(34 127872.92),(35 131086.16),(36 130566.414),(37 130772.35),(38 129547.445),(39 130340.61),(40 130049.19),(41 130696.75),(42 131269.02),(43 130084.75),(44 133286.61),(45 131872.02),(46 132483.89),(47 131969.4),(48 130657.04),(49 130427.83),(50 128495.94),(51 126945.38),(52 125327.195),(53 124244.84),(54 123679.414),(55 120623.25),(56 116221.016),(57 115246.82),(58 114116.84),(59 112237.445),(60 110610.18),(61 111781.555),(62 112147.125),(63 112159.08),(64 113659.4),(65 116876.35),(66 118412.27),(67 118229.44),(68 117723.4),(69 117789.61),(70 116860.42),(71 117723.24),(72 120806.06),(73 122547.53),(74 123728.17),(75 123276.49),(76 123462.67),(77 123319.72),(78 122605.16),(79 122946.11),
(1 32913.61),(2 51951.76),(3 61690.637),(4 73643.21),(5 82428.25),(6 94224),(7 100521.75),(8 103098.07),(9 106055.14),(10 109409.38),(11 113678.27),(12 117532.52),(13 119330.88),(14 122051.24),(15 128786.88),(16 129649.54),(17 128878.95),(18 129217.79),(19 126755),(20 125661.875),(21 124388.305),(22 119808.12),(23 120278.31),(24 120491.91),(25 121025.59),(26 119731.38),(27 120053.48),(28 119032.586),(29 117332.086),(30 118383.34),(31 120245.18),(32 119942.76),(33 120749.19),(34 124360.36),(35 125762.54),(36 124885.66),(37 125860.47),(38 124775.25),(39 125544.15),(40 126383.695),(41 128082.11),(42 130014.53),(43 130204.78),(44 131429.9),(45 130550.87),(46 130940.58),(47 128277.195),(48 127280.96),(49 127251.31),(50 124916.586),(51 125808.65),(52 123530.07),(53 122173.414),(54 120245.15),(55 117738.27),(56 114433.85),(57 112921.945),(58 110925.51),(59 108373.586),(60 105362.96),(61 105221.58),(62 104541.96),(63 102993.414),(64 103126.08),(65 104688.016),(66 106019.484),(67 106939.38),(68 107207.49),(69 107087.086),(70 107395.055),(71 108371.76),(72 110312.664),(73 112115.84),(74 114114.14),(75 116331.13),(76 117338.51),(77 116395.29),(78 115523.35),(79 115510.33),
(1 33577.254),(2 52871.508),(3 64793.957),(4 78608.78),(5 87754.05),(6 99431.89),(7 106600.28),(8 106402.22),(9 107764.96),(10 109622.44),(11 112211.414),(12 115825.49),(13 121483.93),(14 125586.5),(15 132790.02),(16 135593.94),(17 132943.55),(18 132574.83),(19 128087.63),(20 128045.664),(21 127392.95),(22 122386.97),(23 121869.12),(24 119725.22),(25 120625.305),(26 121300.87),(27 120657.87),(28 121460.59),(29 119298.79),(30 119160.12),(31 122649.3),(32 124309.63),(33 127650.71),(34 133020),(35 134496.61),(36 131917.27),(37 130546.78),(38 131847.11),(39 134137.52),(40 137045.42),(41 139728.03),(42 138697.13),(43 139089.73),(44 139521.14),(45 138383.4),(46 137479.25),(47 134621.22),(48 132158.02),(49 131966.14),(50 132472.06),(51 133976.88),(52 133096.84),(53 133971.55),(54 131327.2),(55 126103.06),(56 120894.05),(57 118080.516),(58 117811.41),(59 114979.734),(60 111621.71),(61 111629.01),(62 110489.11),(63 106821.4),(64 105508.76),(65 105867.11),(66 107376.664),(67 108366.63),(68 109534.516),(69 110591.31),(70 110168.93),(71 109504.71),(72 110418.09),(73 111420.766),(74 113776.3),(75 116385.47),(76 117484.516),(77 115571.414),(78 114262.555),(79 114223.75),
(1 31750.781),(2 50612.3),(3 60075.734),(4 73067.13),(5 80796.42),(6 89625.94),(7 95702.29),(8 96904.93),(9 97190.03),(10 100813.93),(11 103598.56),(12 109201.87),(13 114841.83),(14 118961.93),(15 122937.33),(16 124259.03),(17 121010.68),(18 118935.72),(19 117184.67),(20 115523.77),(21 115648.71),(22 112475.65),(23 112105.46),(24 110410.91),(25 112218.83),(26 112547.45),(27 113198.125),(28 113856.32),(29 113411.125),(30 113548.68),(31 116314.03),(32 116659.62),(33 117473.23),(34 122705.59),(35 125989.734),(36 124117.37),(37 124400.49),(38 125717.65),(39 126494.234),(40 129285.18),(41 130607.305),(42 130004.22),(43 130140.94),(44 129683.87),(45 128201.13),(46 125762.65),(47 123667.38),(48 123249.13),(49 122026.01),(50 123396.26),(51 125762.99),(52 126365.13),(53 125350.87),(54 122016.05),(55 118101.33),(56 114521.62),(57 112012.54),(58 112201.35),(59 111157.14),(60 108720.4),(61 109327.15),(62 107840.766),(63 104677.21),(64 103536.53),(65 104379.29),(66 105130.94),(67 106220.09),(68 108355.21),(69 108916.87),(70 108812.94),(71 108153.33),(72 109240.25),(73 109950.555),(74 111660.25),(75 113737.484),(76 114058.52),(77 111719.66),(78 107992.08),(79 105440.87),
(1 31298.496),(2 49272.63),(3 58807.41),(4 70963.9),(5 79337.57),(6 87626.63),(7 93972.16),(8 97667.08),(9 98056.83),(10 101453.58),(11 105641.97),(12 110366.52),(13 117296.1),(14 120721.99),(15 124318.195),(16 124358.766),(17 123635.91),(18 122362.78),(19 120133.48),(20 121431.31),(21 122300.266),(22 118056.2),(23 116856.07),(24 115973.58),(25 116726.84),(26 117072.26),(27 116810.086),(28 114870.24),(29 115530.49),(30 116351.18),(31 118167.71),(32 119425.01),(33 118934.67),(34 121447.26),(35 121993.88),(36 122266.54),(37 122425.31),(38 123811.76),(39 126176.35),(40 128892.98),(41 133016.52),(42 133598.66),(43 135344.38),(44 135733.97),(45 136790.88),(46 135596.13),(47 133706.34),(48 134514.08),(49 135156.95),(50 136152.38),(51 138885.3),(52 138425.34),(53 135757.92),(54 132622.52),(55 128772.84),(56 124332.695),(57 122712.55),(58 121250.94),(59 119834.445),(60 118172.84),(61 119094.03),(62 116155.33),(63 112790.59),(64 112049.69),(65 112211.234),(66 112043.31),(67 111542.92),(68 113239.695),(69 114872.125),(70 113946.22),(71 113356.69),(72 114340.266),(73 113571.9),(74 114683.46),(75 116335.56),(76 116539.59),(77 115427.336),(78 113176.305),(79 110685.26),
(1 30782.143),(2 48454.734),(3 55844.793),(4 68969.73),(5 77202.516),(6 83450.44),(7 90903.055),(8 95565.016),(9 97817.82),(10 102650.06),(11 106716.15),(12 111394.52),(13 118067.71),(14 122708.92),(15 128670.695),(16 130684.1),(17 129784.05),(18 129654.74),(19 127356.29),(20 128188.44),(21 130756.55),(22 127414.984),(23 125390.336),(24 123746.984),(25 123704.695),(26 125124.74),(27 126957),(28 124591.27),(29 123457.01),(30 124605.37),(31 126247.02),(32 127078.14),(33 128883.7),(34 134000.38),(35 135288.55),(36 133306.69),(37 133465.94),(38 135557.89),(39 138442.83),(40 142998.55),(41 146174.73),(42 147532.39),(43 150029.78),(44 152023.36),(45 152970.9),(46 153987.31),(47 153108.22),(48 152758.86),(49 152506.88),(50 151719.73),(51 152594.23),(52 149718.03),(53 147052.44),(54 143207.7),(55 137996.3),(56 130757.234),(57 127340.45),(58 126312.63),(59 123213.27),(60 120832.03),(61 120475.33),(62 117966.016),(63 113897.164),(64 112738.86),(65 113054.05),(66 111491.89),(67 111125.414),(68 112670.39),(69 113778.12),(70 112776.83),(71 112202.94),(72 113055.43),(73 113229.125),(74 114482.98),(75 116763.63),(76 118241.4),(77 118408.42),(78 117014.71),(79 116967.86),
(1 30001.895),(2 47504.383),(3 53458.168),(4 66605.42),(5 73750.125),(6 77498.13),(7 84376.98),(8 90567.9),(9 93544.29),(10 97511.09),(11 101387.26),(12 106152.18),(13 110639.914),(14 115821.414),(15 121360.23),(16 123012.305),(17 121835.51),(18 122185.5),(19 118688.58),(20 117712.586),(21 120996.61),(22 119362.55),(23 118869.414),(24 118387.57),(25 121203.13),(26 122171.445),(27 125843.91),(28 126863.75),(29 128084.555),(30 129862.12),(31 132099.34),(32 132878.02),(33 134132.19),(34 139426.47),(35 143254.28),(36 144090.42),(37 143594.64),(38 144093.14),(39 146691.95),(40 150327.9),(41 154171.19),(42 157502.17),(43 159020.02),(44 160459.2),(45 162428.02),(46 162939.69),(47 162142.89),(48 162730.81),(49 162638.83),(50 159244.45),(51 157368),(52 153103.16),(53 149265.08),(54 145769.14),(55 141466.19),(56 136432.25),(57 132154.72),(58 128784.25),(59 124022.97),(60 120712.75),(61 119394.23),(62 116619.6),(63 113090.55),(64 111102.32),(65 110642.09),(66 107916.68),(67 106732.664),(68 108284.5),(69 110943.24),(70 110081.27),(71 109023.875),(72 109935.85),(73 109183.86),(74 110732.5),(75 113062.63),(76 115734.38),(77 116172.93),(78 114957.805),(79 116527.664),
(1 29098.787),(2 46546.723),(3 52499.85),(4 67326.69),(5 76877.45),(6 82282.29),(7 88002.83),(8 94298.016),(9 96172.55),(10 100911.1),(11 107235.98),(12 111473.22),(13 116794.62),(14 122212.83),(15 126907.27),(16 127797.836),(17 128627.28),(18 127756.04),(19 126779.61),(20 125242.734),(21 125409.8),(22 123101.73),(23 122399.56),(24 118134.72),(25 116878.63),(26 114180.875),(27 116444.7),(28 116715.96),(29 118016.8),(30 121408.12),(31 124056.96),(32 125123.66),(33 126937.9),(34 130808.83),(35 134452.23),(36 136323.02),(37 137286.16),(38 139642.27),(39 142165.84),(40 147025.1),(41 151256),(42 154481.89),(43 157901.1),(44 161244.08),(45 163112.92),(46 165778),(47 166722.22),(48 166396.77),(49 165271.89),(50 162359.67),(51 161109.73),(52 157117.19),(53 153731.92),(54 152168.94),(55 147100.36),(56 141338.97),(57 137961.83),(58 135054.39),(59 129205.914),(60 125961),(61 125088.375),(62 121211.46),(63 116407.4),(64 114586.195),(65 114027.47),(66 109751.61),(67 108661.38),(68 109580.805),(69 109568.04),(70 107827.336),(71 106953.695),(72 107795.836),(73 106309.78),(74 105976.68),(75 107615.14),(76 108959.32),(77 108563.44),(78 107588.984),(79 109239.95),
(1 28671.717),(2 46263.906),(3 52646.195),(4 66232.44),(5 76816.734),(6 79785.27),(7 85472.91),(8 89623.9),(9 90655.555),(10 94753.04),(11 101580.47),(12 108010.92),(13 113394.38),(14 120384.625),(15 125957.38),(16 128106.44),(17 128065.125),(18 129032.87),(19 126267.66),(20 125479.28),(21 126924.9),(22 123461.67),(23 122022.266),(24 117968.09),(25 114533.46),(26 110826.96),(27 111041.8),(28 109893.92),(29 109663.266),(30 112616.6),(31 116678.2),(32 118063.92),(33 116168.26),(34 119425.375),(35 121687.555),(36 122562.04),(37 123354.21),(38 126660.82),(39 129690.8),(40 134043.58),(41 137749.98),(42 139540.83),(43 140931.8),(44 144812.45),(45 147758.64),(46 149411.17),(47 150727.78),(48 149761.39),(49 148058.36),(50 146272.53),(51 144704.11),(52 141625.66),(53 138608.78),(54 138130.19),(55 135490.25),(56 131371.8),(57 127606.65),(58 125090.57),(59 121069.81),(60 116979.734),(61 117435.586),(62 115561.55),(63 113072.01),(64 112622.555),(65 111832.12),(66 107335.055),(67 105184.664),(68 106576.98),(69 107095.75),(70 107217.04),(71 107659.24),(72 109112.47),(73 106397.34),(74 104447.81),(75 104992.414),(76 105418.12),(77 104329.55),(78 103344.016),(79 103894.445),
(1 27887.99),(2 45509.734),(3 51927.668),(4 65504.75),(5 76318.766),(6 78196.75),(7 81680.23),(8 86638.7),(9 86118.766),(10 89407.96),(11 97464.445),(12 103595.25),(13 108990.664),(14 115947.47),(15 119885.78),(16 120428.14),(17 121854.14),(18 122179.98),(19 122307.02),(20 123423.67),(21 127716.8),(22 124656.914),(23 124371.04),(24 119744.51),(25 116866.38),(26 112392.164),(27 110277.7),(28 110373.57),(29 110894.24),(30 114220.66),(31 117385.9),(32 117719.53),(33 117263.3),(34 116570.23),(35 116940.05),(36 116669.234),(37 117079.73),(38 118670.516),(39 121730.39),(40 125762.17),(41 129039.695),(42 129707.6),(43 130752.83),(44 131630.9),(45 134221.7),(46 136192.14),(47 137122.16),(48 136995.9),(49 134128.17),(50 132118.78),(51 130141.22),(52 127736.38),(53 127764.914),(54 127481.83),(55 126523.375),(56 123713.04),(57 120938.13),(58 118525.8),(59 114578.766),(60 112352.586),(61 114209.125),(62 114011.49),(63 112735.01),(64 113187.21),(65 113649),(66 110783.72),(67 109317.09),(68 109864.22),(69 110087.27),(70 110162.77),(71 111697.68),(72 114743.63),(73 113482.79),(74 110471.46),(75 109372.92),(76 108700.98),(77 108259.04),(78 108171.484),(79 110472.98),
(1 25944.469),(2 42270.594),(3 47708.203),(4 60595.996),(5 70251.15),(6 71205.41),(7 73790.15),(8 76992.33),(9 75882.09),(10 77613.336),(11 85073.94),(12 89366.65),(13 94047.25),(14 99088.53),(15 104352.11),(16 104701.234),(17 106644.91),(18 107913.02),(19 109311.81),(20 109763.1),(21 112696.99),(22 111068.12),(23 109973.26),(24 105867.53),(25 104048.55),(26 101144.695),(27 102717.37),(28 103874.83),(29 105979.42),(30 109859.125),(31 111716.25),(32 111005.836),(33 110256.75),(34 111863.35),(35 112776.83),(36 110960.91),(37 110558.81),(38 110220.586),(39 112850.71),(40 115934.06),(41 118495.64),(42 118885.625),(43 120413.16),(44 120698.58),(45 121610.95),(46 122685.125),(47 123046.02),(48 122524.85),(49 120761.31),(50 118854.74),(51 117130.9),(52 113490.65),(53 113320.88),(54 112969.086),(55 111844.35),(56 109272.45),(57 106292.15),(58 103163.125),(59 100495.984),(60 98558.055),(61 99407.125),(62 99392.93),(63 100001.984),(64 101142.6),(65 101620.47),(66 99962.52),(67 99608.31),(68 99676.02),(69 100779.86),(70 101630.664),(71 103253.25),(72 106391.875),(73 106756.875),(74 106530.27),(75 106812.22),(76 107932.74),(77 107913.766),(78 108063.9),(79 109876.125),
