1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40944.97),(2 120507.4),(3 227264.98),(4 379586.5),(5 551422.06),(6 755013.06),(7 983115.3),(8 1225526.6),(9 1531774.6),(10 1884124.9),(11 2149048.8),(12 2397699.3),(13 2618843.3),(14 2803003.3),(15 2956149.8),(16 3114614.3),(17 3279810),(18 3448646.8),(19 3636028),(20 3852656.8),(21 4114169.3),(22 4421936),(23 4778890.5),(24 5222191),(25 5712630.5),(26 6269332.5),(27 6903972),(28 7419394.5),(29 7977729.5),(30 8508309),(31 8921732),(32 9201749),(33 9441507),(34 9597909),(35 9742276),(36 9823474),(37 9866199),(38 9876813),(39 9856551),(40 9736046),(41 9574217),(42 9409997),(43 9206685),(44 8953715),(45 8669989),(46 8382511.5),(47 8080773.5),(48 7736990),(49 7422697.5),(50 7126068),(51 6837360),(52 6595281.5),(53 6416694),(54 6355518),(55 6343200),(56 6372780.5),(57 6411388),(58 6475234.5),(59 6537279.5),(60 6613117.5),(61 6688462.5),(62 6826318.5),(63 6900966),(64 6981569.5),(65 7048009.5),(66 7066856),(67 7090621.5),(68 7087285.5),(69 7096120),(70 7108158.5),(71 7126176),(72 7142560),(73 7149242.5),(74 7156258),(75 7134693.5),(76 7133170),(77 7123230.5),(78 7086529.5),(79 7066053.5),
(1 102960.95),(2 284501.47),(3 438121.8),(4 553995.8),(5 641019),(6 690607.94),(7 694986.3),(8 694975),(9 731803.3),(10 798990.4),(11 874627.3),(12 941972.7),(13 1011656.56),(14 1052275.5),(15 1052457.3),(16 1040115.4),(17 1012324.8),(18 985688.06),(19 979334.1),(20 966535.56),(21 935588.06),(22 914202.1),(23 912271.6),(24 914500.2),(25 903967.94),(26 885096.06),(27 878349.3),(28 875219.2),(29 872684.6),(30 879363),(31 904856.56),(32 939874.5),(33 978313.5),(34 1010560.56),(35 1033413.5),(36 1046844.2),(37 1056950.6),(38 1065576.9),(39 1079622.5),(40 1098541.4),(41 1103198.8),(42 1102216.5),(43 1100340.4),(44 1100327.1),(45 1095156.9),(46 1084269.9),(47 1074432),(48 1068853.1),(49 1068669.3),(50 1070745.9),(51 1070023.5),(52 1068215),(53 1066022),(54 1063264.3),(55 1064856.4),(56 1062399.5),(57 1061975.1),(58 1065880.5),(59 1073248.3),(60 1081978.5),(61 1088331.9),(62 1094878.6),(63 1094038.5),(64 1092780.8),(65 1088682.6),(66 1080274),(67 1068697.1),(68 1058310),(69 1047216.44),(70 1033700.06),(71 1022787.6),(72 1012984.4),(73 998982.7),(74 981035.75),(75 959413.44),(76 936240),(77 914173.9),(78 895525.9),(79 880647.8),
(1 96168.65),(2 248224.06),(3 361699.44),(4 457282.5),(5 528750.4),(6 561800.06),(7 565063.3),(8 566799),(9 598490.8),(10 654149.44),(11 719119.44),(12 777271.7),(13 823687),(14 858037.75),(15 856339.6),(16 840996.8),(17 834916.6),(18 815543.7),(19 809862.25),(20 810317.2),(21 802458.56),(22 800503),(23 803377.94),(24 808650.06),(25 809716.94),(26 809236.25),(27 804490.44),(28 802417.56),(29 803549.8),(30 806808.7),(31 821046.75),(32 847525.6),(33 881339.75),(34 908128),(35 925269.56),(36 932806.75),(37 936418.75),(38 939765.56),(39 955480.8),(40 963449.25),(41 960805.94),(42 957543.1),(43 953924.94),(44 953948.2),(45 957981.1),(46 964483.8),(47 972824.6),(48 979767.4),(49 983026.2),(50 987382.9),(51 991693.44),(52 989074.56),(53 988246.44),(54 987092.94),(55 984672.7),(56 978554.56),(57 973778.25),(58 976972.25),(59 983606.7),(60 992310.7),(61 1004477.1),(62 1018849.6),(63 1022952.8),(64 1020275.4),(65 1015022.2),(66 1007303.7),(67 999248.7),(68 991359.1),(69 980928.06),(70 966817.56),(71 956066.9),(72 943368.3),(73 934527.94),(74 925561.44),(75 917356.4),(76 907395.7),(77 895220.7),(78 882950.44),(79 869845.2),
(1 89444.88),(2 227649.83),(3 328084.6),(4 426361.88),(5 494522.22),(6 521179),(7 529334.56),(8 532901.5),(9 569103.25),(10 619251.56),(11 666260.5),(12 712041.8),(13 755388.75),(14 793686.5),(15 789353.75),(16 775315.94),(17 757829.7),(18 729573),(19 728540.94),(20 737732.06),(21 747197.3),(22 762185.75),(23 773065.44),(24 782269.25),(25 787760.3),(26 790051.2),(27 788530.44),(28 790756),(29 800601.7),(30 816043.3),(31 830425.56),(32 850748.5),(33 881382.25),(34 907972.8),(35 915568.7),(36 921725.75),(37 926211.2),(38 932994.3),(39 951769.5),(40 969427.5),(41 972761.5),(42 965104.25),(43 958096.8),(44 965119.8),(45 982909.2),(46 1000017),(47 1009409.5),(48 1012180.3),(49 1014913.5),(50 1031731.56),(51 1048366.2),(52 1054040),(53 1060297.5),(54 1063095.6),(55 1058840.9),(56 1054499.1),(57 1054014.3),(58 1057663.1),(59 1056583.9),(60 1055680.9),(61 1058714.3),(62 1059367.5),(63 1061272.9),(64 1061699.4),(65 1069326.1),(66 1072190.4),(67 1070509.1),(68 1061867.1),(69 1044102.2),(70 1016278.44),(71 990248.8),(72 964378.8),(73 946096),(74 932022.06),(75 918267.2),(76 906105.75),(77 891206.7),(78 879825.75),(79 870599.8),
(1 84992.01),(2 216295.73),(3 313515.13),(4 407810.4),(5 467362.22),(6 487778.94),(7 494285.06),(8 506741.6),(9 539904.4),(10 588900.06),(11 645263.4),(12 686729.3),(13 717081.9),(14 746488),(15 757146.2),(16 765817.44),(17 759302.44),(18 741593.06),(19 745337.06),(20 750824.1),(21 756456.9),(22 770567.6),(23 788046.1),(24 806583.2),(25 827624.8),(26 834483.1),(27 830631.4),(28 830601.56),(29 836108),(30 846334.5),(31 855382.1),(32 867104.7),(33 887716.8),(34 903842.5),(35 915108.3),(36 926687),(37 928871.5),(38 938023.94),(39 952436.6),(40 973420.06),(41 985881.1),(42 986722.44),(43 983975.2),(44 991164.4),(45 1012294.25),(46 1027466.8),(47 1034359.2),(48 1030561.2),(49 1023182.7),(50 1029268.25),(51 1027750.7),(52 1024221),(53 1027012.44),(54 1020779.9),(55 1005445.5),(56 993469.7),(57 984390.7),(58 974074.3),(59 960631.94),(60 950129.7),(61 944534.9),(62 931437.94),(63 921505.1),(64 916015.5),(65 921102.44),(66 922667.6),(67 921678.9),(68 914597.75),(69 898941.56),(70 877109.5),(71 859863.75),(72 847540),(73 837546.94),(74 832078.06),(75 825858.1),(76 823370.1),(77 819602.5),(78 822291.6),(79 833127),
(1 76654.664),(2 193631.55),(3 293116.78),(4 387128.44),(5 450556.8),(6 484250.2),(7 504273.38),(8 531072.8),(9 571701.75),(10 625162.7),(11 693649.25),(12 751163),(13 783159.94),(14 814162.4),(15 826579.2),(16 832792.56),(17 836834.8),(18 827981.3),(19 842936.4),(20 855769.8),(21 852890.9),(22 849057.25),(23 850928.9),(24 865712.7),(25 882118.56),(26 887520.3),(27 887100.5),(28 884447.8),(29 881971.3),(30 885700.06),(31 888821.56),(32 895294.4),(33 916973),(34 936866.5),(35 955885),(36 976481.75),(37 991408.56),(38 1010038.1),(39 1024281.8),(40 1043364.6),(41 1060707.8),(42 1065774),(43 1069104.4),(44 1083392.8),(45 1106221.1),(46 1120810.5),(47 1124635.6),(48 1126001.8),(49 1129504.8),(50 1142836.3),(51 1147818.4),(52 1137496.4),(53 1136057.6),(54 1123568.6),(55 1100613.9),(56 1079431.6),(57 1060565.1),(58 1041432.7),(59 1022608.8),(60 1002510.1),(61 981776.4),(62 954547.1),(63 933473.94),(64 919740.5),(65 913028.25),(66 901839.1),(67 892666.44),(68 882981.1),(69 867072.7),(70 850635.06),(71 835433.1),(72 820632.4),(73 808028.4),(74 798578.56),(75 793477.1),(76 787434.1),(77 784223.75),(78 787404.4),(79 798242.44),
(1 70879.49),(2 166474.69),(3 244064.84),(4 329271.84),(5 393014.22),(6 433926.53),(7 458340),(8 483206.8),(9 525668.56),(10 573920.94),(11 634623.44),(12 679333.7),(13 711749.8),(14 748715.25),(15 758571.7),(16 762792.56),(17 758746.8),(18 763924.6),(19 781827.2),(20 791022.56),(21 804207.06),(22 806998.25),(23 816004),(24 834996.1),(25 843651.06),(26 843959.94),(27 839183.06),(28 827876.1),(29 819679.94),(30 817157.4),(31 819679.7),(32 826212.2),(33 850548.5),(34 867674.4),(35 892561.75),(36 913355.56),(37 919831.9),(38 939637.8),(39 959280.1),(40 973049.3),(41 992096.4),(42 994697.5),(43 996343.8),(44 1009529.5),(45 1025317.25),(46 1035898.75),(47 1041197.7),(48 1039603.9),(49 1043010.2),(50 1047368.8),(51 1049424),(52 1040325.9),(53 1029987.2),(54 1016990.5),(55 999853.7),(56 975006.56),(57 949463.7),(58 928712.56),(59 906991.2),(60 882714.56),(61 866332.4),(62 843459.8),(63 823879.06),(64 806515.7),(65 789398.7),(66 769287.6),(67 751575.2),(68 736480.6),(69 722234.5),(70 713009),(71 710978.8),(72 709313.75),(73 704994.8),(74 700553),(75 702425.06),(76 699277.4),(77 697192.8),(78 696826.94),(79 697018.25),
(1 67348.14),(2 147987.69),(3 215148.03),(4 289733.8),(5 336415.2),(6 384713.47),(7 405989.47),(8 427676.4),(9 462403.5),(10 489674.13),(11 540588.8),(12 581294.06),(13 611511.1),(14 652546.7),(15 668796.9),(16 679959.4),(17 681815.9),(18 685116.1),(19 707572.1),(20 718120.8),(21 729799.8),(22 727358.1),(23 737431.06),(24 760576.1),(25 771764.25),(26 779218.8),(27 783243.3),(28 773333.6),(29 758939.9),(30 748595.6),(31 738957.8),(32 734053.56),(33 748999.94),(34 752396.9),(35 766570.44),(36 779959.4),(37 788919.2),(38 813207.4),(39 836900.9),(40 854090.3),(41 873129.06),(42 873047.3),(43 868487.44),(44 867658.06),(45 872304.7),(46 880823.8),(47 889362.9),(48 891607.25),(49 898309.94),(50 904249.9),(51 910028.2),(52 911167.1),(53 907622.2),(54 901058.4),(55 888629.75),(56 871587.75),(57 854707.3),(58 838508.4),(59 820811.2),(60 801754.56),(61 790541.06),(62 778131.94),(63 767904.94),(64 758511.56),(65 748486.94),(66 732973.9),(67 718196.9),(68 706173.1),(69 697844.7),(70 691675.6),(71 691566.94),(72 695778.44),(73 696636.4),(74 697970),(75 704643.8),(76 708819.06),(77 708264.8),(78 706308.25),(79 702955.9),
(1 67548.2),(2 144280.08),(3 206727.72),(4 272631.47),(5 309159.72),(6 343813.56),(7 361567.44),(8 386981.84),(9 413883.03),(10 446112.4),(11 496283.03),(12 524105.7),(13 547259.25),(14 579232.1),(15 593177.7),(16 614105.06),(17 612869.7),(18 611992.9),(19 641477.94),(20 662239.4),(21 680626.8),(22 685458.2),(23 702262.3),(24 724317.1),(25 736657.75),(26 753348.7),(27 757267.3),(28 753235.1),(29 742595.2),(30 725409.1),(31 718630.7),(32 712754.56),(33 718153.94),(34 720588.6),(35 740998.56),(36 764298.5),(37 779098.5),(38 800348.3),(39 822236.4),(40 842005.3),(41 863402.25),(42 857406.56),(43 850619.4),(44 845523.2),(45 839349.2),(46 837297.2),(47 837956.5),(48 839914.7),(49 848945.75),(50 850936),(51 851689.94),(52 856686.44),(53 855460.25),(54 849004.75),(55 840935.5),(56 831492.6),(57 819836.5),(58 806632.1),(59 789164.3),(60 768848.6),(61 757351.3),(62 752002.7),(63 750942.06),(64 750340.9),(65 746069.94),(66 738743.94),(67 731374.2),(68 724364.44),(69 721898.6),(70 715751.3),(71 715934.3),(72 724549.75),(73 728802.5),(74 735288.75),(75 741045.8),(76 747894.3),(77 748591.75),(78 748418.2),(79 748524.4),
(1 65034.68),(2 128574.56),(3 179234.44),(4 235540.75),(5 260162.47),(6 289295.03),(7 305747.94),(8 322639.5),(9 354311.06),(10 378396.4),(11 418268.44),(12 448380.63),(13 466794),(14 492195.4),(15 492432.66),(16 505394.2),(17 508910.75),(18 514405.94),(19 538522.94),(20 548504.3),(21 568189.3),(22 571377.56),(23 592456.8),(24 611591.7),(25 622777.4),(26 639805.25),(27 638492.2),(28 636283.25),(29 629034.8),(30 616261.6),(31 607805.6),(32 599889.3),(33 598403.44),(34 598846.25),(35 612128.1),(36 626782.1),(37 635418.44),(38 650704.25),(39 661306.25),(40 673454.06),(41 686042.25),(42 678728.8),(43 670307.44),(44 662534.3),(45 657804.75),(46 650611.75),(47 639935.56),(48 634399.5),(49 635195.25),(50 638513.94),(51 645640.25),(52 652936.8),(53 655238.5),(54 657635.7),(55 660538.94),(56 660495.75),(57 656008.8),(58 649542.3),(59 640850.06),(60 634095.06),(61 630585.6),(62 629482.9),(63 631848.06),(64 634540.44),(65 633181.1),(66 629654.6),(67 628855.4),(68 627106.4),(69 627839.2),(70 624880.75),(71 624399.6),(72 627273.44),(73 627609.2),(74 630639.44),(75 632349.7),(76 633580),(77 632832.4),(78 633526.4),(79 638413.25),
(1 67436.52),(2 129447.84),(3 179392.53),(4 233819.86),(5 248432.31),(6 279014.84),(7 291503.4),(8 312758.63),(9 338108.72),(10 362891.6),(11 399858.88),(12 417685.25),(13 443137.25),(14 464954.78),(15 456693.53),(16 472755.1),(17 473235.28),(18 483751.88),(19 501676.8),(20 503001.03),(21 520189.6),(22 519050.72),(23 532622.3),(24 544526.4),(25 551372.5),(26 573080.75),(27 570877.8),(28 577342.56),(29 573444.6),(30 564164.44),(31 558447.44),(32 546462.5),(33 542422.5),(34 538203.2),(35 545140.5),(36 559157.6),(37 564395.94),(38 574815.7),(39 579725.8),(40 595691.9),(41 608504.8),(42 605372.9),(43 603748),(44 593324.75),(45 580130.7),(46 575538.4),(47 566339.2),(48 555976.8),(49 550304),(50 550465.8),(51 557382.56),(52 559578.06),(53 557861.25),(54 557383.25),(55 556467.06),(56 557278.8),(57 560191.5),(58 562134.4),(59 560218.8),(60 558891.4),(61 561395.3),(62 564302.5),(63 565522.1),(64 567244.44),(65 566637.75),(66 560246.6),(67 554624.25),(68 551487.3),(69 548977.06),(70 547986.94),(71 547783.6),(72 547664.3),(73 547213.1),(74 547430.5),(75 547594.25),(76 546113.1),(77 544787.8),(78 543654.44),(79 546989.8),
(1 67438),(2 123420.31),(3 167899.9),(4 219873.48),(5 237108.22),(6 259287.11),(7 267643.97),(8 289834.5),(9 315364.9),(10 337535.66),(11 365754.44),(12 389901.47),(13 405831),(14 421915.47),(15 419181.28),(16 433750.13),(17 439723.22),(18 448648.97),(19 461229.3),(20 469755),(21 482585.84),(22 474125.63),(23 486207.03),(24 497820.6),(25 506554.7),(26 521011.34),(27 516895.53),(28 524854.06),(29 520520.97),(30 518343),(31 514529.3),(32 507971.66),(33 508191.75),(34 501954.22),(35 505873.63),(36 512993.78),(37 513618.28),(38 519815.7),(39 520282.03),(40 532040.75),(41 540949),(42 537498.4),(43 536258.44),(44 526988.9),(45 520290.34),(46 522287.6),(47 517601.66),(48 518635.6),(49 520445),(50 522798.56),(51 526605.8),(52 521429.56),(53 516877.2),(54 513275.94),(55 507010.56),(56 506791.34),(57 511857),(58 516557),(59 515968.3),(60 515705.2),(61 518234.38),(62 516548.34),(63 510932.34),(64 507331.8),(65 502441.06),(66 492419),(67 484162.34),(68 479315.66),(69 471710.94),(70 469681.9),(71 468953.7),(72 467911.44),(73 465548.1),(74 464523.28),(75 465762.44),(76 462700.88),(77 463302.38),(78 464106.38),(79 464656.9),
(1 72594.2),(2 129895.73),(3 174058.72),(4 223221.5),(5 236982.75),(6 254521.02),(7 262329.94),(8 278712.56),(9 299010.94),(10 320968.72),(11 349712.7),(12 379199.9),(13 393400.25),(14 411152.5),(15 411929.53),(16 430722.78),(17 436704.16),(18 442731.03),(19 456082.9),(20 460622.44),(21 471611.47),(22 462791.66),(23 475700.47),(24 482819.16),(25 490044.78),(26 503919.16),(27 505378.7),(28 514231.75),(29 511764.28),(30 511094.94),(31 507474.66),(32 495558.72),(33 492835.06),(34 484961.63),(35 493778.03),(36 505083.72),(37 512622.22),(38 528749.3),(39 533549.56),(40 542052.5),(41 545334.8),(42 541326.4),(43 541724.06),(44 532847.06),(45 527406.4),(46 526928.1),(47 523149.16),(48 521508.3),(49 516153.47),(50 517777.6),(51 522462.9),(52 522099),(53 526414.4),(54 529092),(55 525901),(56 524640.75),(57 521395.56),(58 516710.4),(59 509643),(60 501675.78),(61 497086.84),(62 491103.2),(63 485424.75),(64 480014.34),(65 473168.22),(66 462984.38),(67 456781.53),(68 453188.7),(69 447088.78),(70 442001.8),(71 438980.3),(72 435177.34),(73 429440.8),(74 423490.3),(75 419086.7),(76 414421.8),(77 412864.9),(78 414093.47),(79 418139.88),
(1 73953.04),(2 131478.81),(3 171633.72),(4 215037.48),(5 223825.53),(6 242548.4),(7 254269.78),(8 266976.2),(9 278300.34),(10 302649.2),(11 322658.3),(12 354200.22),(13 371230.22),(14 389358.16),(15 394268.9),(16 415258.2),(17 429005.6),(18 430854.38),(19 440381.16),(20 444982.34),(21 454841.44),(22 448660.13),(23 460568),(24 466113.22),(25 478165.97),(26 486106.47),(27 487760.78),(28 502746.8),(29 505730.2),(30 509413.03),(31 507603.97),(32 498283.06),(33 490037.1),(34 482147.3),(35 487726.4),(36 488433.28),(37 494323.34),(38 511593.47),(39 517729),(40 527213.06),(41 527153.44),(42 520320.88),(43 519195.16),(44 512857.8),(45 507679.47),(46 506494.16),(47 506854.7),(48 506649.03),(49 503832.66),(50 504802.38),(51 506471.8),(52 506456.16),(53 507221.44),(54 504993.7),(55 504506.8),(56 504817.78),(57 503681.44),(58 501028.22),(59 496413.56),(60 491968.84),(61 489605.9),(62 485420.1),(63 477672),(64 469281.25),(65 459926.2),(66 447416.06),(67 439242.8),(68 435113.97),(69 432152.97),(70 430654.84),(71 429596.88),(72 428082.53),(73 422531.8),(74 418173.44),(75 414343.53),(76 407848.16),(77 403428.63),(78 402165.22),(79 400836.9),
(1 70290.22),(2 123872.93),(3 162416.25),(4 206510.14),(5 219380.92),(6 233802.67),(7 252755.36),(8 259816.47),(9 264021.78),(10 287013.47),(11 298466.8),(12 323706.75),(13 337787.63),(14 353633.4),(15 351999.34),(16 369737.1),(17 382236.75),(18 377005.94),(19 387366.4),(20 383455.2),(21 386771.56),(22 382942.1),(23 391482.5),(24 398918.47),(25 409794.16),(26 413702.8),(27 419676.2),(28 430290.9),(29 434389.16),(30 437206.88),(31 434330.16),(32 432430.94),(33 425714.34),(34 417524.2),(35 423580.13),(36 421481.06),(37 420599.9),(38 429433.1),(39 436998.3),(40 447026.13),(41 447110.16),(42 444042.88),(43 444992.6),(44 440584.28),(45 438299.44),(46 439046.47),(47 440384.47),(48 440981.4),(49 440928.06),(50 438041),(51 435277.16),(52 435737.06),(53 433562.63),(54 427684.1),(55 427337.75),(56 429375.34),(57 429661.06),(58 428842.78),(59 425590.22),(60 422483.1),(61 424123.72),(62 426464.06),(63 425153.6),(64 420325.38),(65 409019.75),(66 396065),(67 386562.53),(68 380531.38),(69 378156.2),(70 376738.47),(71 376519.03),(72 377208.75),(73 374980.34),(74 373578.53),(75 371056.88),(76 365644.53),(77 360375.4),(78 356350.63),(79 355407.3),
(1 74284.305),(2 127288.69),(3 163582.08),(4 201995.22),(5 217898.8),(6 230915.5),(7 255607.4),(8 262124.17),(9 265863.84),(10 283858.1),(11 297692.13),(12 322470.8),(13 330798.8),(14 349533.6),(15 346245.16),(16 361663),(17 369549.22),(18 376446.34),(19 384885.2),(20 376686.13),(21 376631.3),(22 366242.03),(23 371812.53),(24 374558.78),(25 376411.34),(26 376032.9),(27 377990.9),(28 377029.53),(29 375088.8),(30 379636.53),(31 374790.3),(32 371803.5),(33 363380.25),(34 360184.06),(35 367930.63),(36 366056.3),(37 372565.94),(38 382348.03),(39 387494.88),(40 399124.1),(41 397991.63),(42 394580.72),(43 390994.7),(44 384718.63),(45 382128.94),(46 380375.88),(47 380110.1),(48 380496.5),(49 382331.38),(50 382440.9),(51 384229.9),(52 383578.13),(53 381733.5),(54 381046.47),(55 379842.1),(56 378194.03),(57 377800.44),(58 376921.66),(59 375722.22),(60 378190.1),(61 385510.1),(62 391074.72),(63 394485.66),(64 393091.28),(65 386995.66),(66 378720.28),(67 372801.44),(68 370358.72),(69 369372.3),(70 368029.63),(71 366376.4),(72 364543.1),(73 362045.13),(74 360957.3),(75 360467.3),(76 358484.72),(77 357263.63),(78 360464.53),(79 364700.63),
(1 75395.914),(2 124849.22),(3 157426.08),(4 189234.72),(5 196944.83),(6 209873.4),(7 233945.78),(8 242929.13),(9 241120.8),(10 260901.38),(11 268415.75),(12 289007.63),(13 302276.3),(14 316790.28),(15 310381),(16 328256.03),(17 326960.84),(18 330068),(19 335930.56),(20 333061.13),(21 334066),(22 326924.38),(23 339064.44),(24 338830.94),(25 341018.03),(26 334867.84),(27 334171.38),(28 335077.03),(29 330905.94),(30 334663.5),(31 334978.28),(32 337931.06),(33 330796.63),(34 325263.06),(35 333979.9),(36 335497.66),(37 340783.22),(38 350158),(39 353260.13),(40 362552.94),(41 358413.88),(42 352073.4),(43 345806),(44 337072.25),(45 332162.4),(46 327942.3),(47 327847),(48 326162.13),(49 325169.44),(50 325269),(51 326157.47),(52 327962.78),(53 325511.97),(54 322707.78),(55 323522.06),(56 323886.56),(57 323780.7),(58 322828.88),(59 322067.66),(60 323898.47),(61 326586.25),(62 328500.84),(63 332882.4),(64 334492.06),(65 332870.7),(66 328816.13),(67 326980.25),(68 326133.94),(69 325792.72),(70 319561.6),(71 311159),(72 308151.8),(73 309008.84),(74 311377.84),(75 314293.56),(76 314748.88),(77 314996.25),(78 318190.7),(79 324457.06),
(1 77453.83),(2 126459.195),(3 161868.94),(4 190270.64),(5 197747.36),(6 212745.23),(7 239493.53),(8 248064.92),(9 253303.06),(10 270768.44),(11 281128.75),(12 299930.47),(13 311352.38),(14 327948.28),(15 317603.66),(16 331175.44),(17 325294.34),(18 329845.63),(19 333826.53),(20 328745.2),(21 333371.13),(22 329840.72),(23 340781.38),(24 341207.94),(25 346456.2),(26 344957.84),(27 343625.38),(28 345012.13),(29 343072.75),(30 341378.13),(31 341161.97),(32 340697.1),(33 339375.88),(34 340339.72),(35 346941.8),(36 347239.03),(37 351665.8),(38 355223.84),(39 353810.03),(40 357323.1),(41 350827.47),(42 344484.13),(43 336923.97),(44 331378.16),(45 328673.28),(46 325380.84),(47 324512.6),(48 324515.38),(49 325519.78),(50 324708.22),(51 322386.84),(52 316829.34),(53 310956.5),(54 307015.3),(55 306034.13),(56 308673.97),(57 311454.97),(58 311338.38),(59 308420.13),(60 306458.25),(61 306811.94),(62 310254.1),(63 312027.16),(64 311616.8),(65 308480.34),(66 304764.13),(67 302100.4),(68 299579.94),(69 297650.97),(70 291058.47),(71 286986.38),(72 288432.34),(73 290383.6),(74 295388.56),(75 299913.63),(76 302799.78),(77 305818.03),(78 311574.4),(79 317786.88),
