1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104665.13),(2 198564.44),(3 415375.28),(4 686339.8),(5 1038413.8),(6 1421393),(7 1902885.6),(8 2344322),(9 2917410.3),(10 3422734),(11 3952462.8),(12 4520122.5),(13 5126518.5),(14 5784269.5),(15 6370373.5),(16 7111396.5),(17 7838108.5),(18 8573781),(19 9324634),(20 10144405),(21 10928323),(22 11669279),(23 12518960),(24 13307323),(25 14238347),(26 15029888),(27 16267131),(28 17368346),(29 18681118),(30 19738608),(31 20946254),(32 22093214),(33 23014266),(34 24347270),(35 25788122),(36 27088336),(37 28472566),(38 30125480),(39 32011824),(40 33268368),(41 35183308),(42 36617036),(43 38494204),(44 40203292),(45 42075628),(46 43953600),(47 45815230),(48 48214828),(49 50145284),(50 51794960),(51 53949344),(52 56371660),(53 58241876),(54 60558720),(55 63250164),(56 65036740),(57 67187970),(58 69410504),(59 71425256),(60 72476150),(61 74281960),(62 76052900),(63 78196350),(64 79608856),(65 81736616),(66 84192216),(67 85668420),(68 87963450),(69 89256200),(70 89261760),(71 89248060),(72 88134710),(73 88612424),(74 88944710),(75 88762440),(76 88877224),(77 89613144),(78 89750850),(79 89425100),
(1 33964.484),(2 58645.504),(3 57990.566),(4 65781.055),(5 77616.234),(6 90881.32),(7 100167.83),(8 105729.32),(9 110474.38),(10 114319.13),(11 117476.58),(12 117381.33),(13 117739.23),(14 116645.336),(15 115181.164),(16 110476.84),(17 109637.516),(18 108599.13),(19 106402.44),(20 105530.54),(21 104305.55),(22 106188.12),(23 105064.414),(24 106316.43),(25 105436.35),(26 104713.734),(27 104632.8),(28 104052.52),(29 102676.13),(30 104218.11),(31 107899.2),(32 107377.3),(33 108273.66),(34 106169.05),(35 106880.266),(36 109163.4),(37 109953.12),(38 108693.18),(39 106912.234),(40 111776.914),(41 112795.195),(42 111443.55),(43 110256.13),(44 111094.71),(45 112955.164),(46 108772.77),(47 109804.914),(48 111298.24),(49 111001.86),(50 109859.125),(51 111034.9),(52 112554.69),(53 109954.24),(54 109187.59),(55 109948.914),(56 110286.984),(57 110361.72),(58 108897.6),(59 108470.484),(60 111093.375),(61 112899.914),(62 110766.33),(63 110661.98),(64 107790.4),(65 111490.34),(66 112018.47),(67 113310.12),(68 114030.99),(69 115919.695),(70 114333.85),(71 113181.75),(72 116087.81),(73 116495.21),(74 114035.984),(75 116479.39),(76 116418.1),(77 118156.41),(78 116342.016),(79 119046.14),
(1 30448.238),(2 50034.734),(3 49818.52),(4 57874.355),(5 68392.52),(6 78365.24),(7 84204.125),(8 87633.87),(9 92831.34),(10 95263.16),(11 96063.72),(12 96580.17),(13 96229.09),(14 94388.51),(15 92510.375),(16 89065.36),(17 88494.984),(18 88854.62),(19 88494.695),(20 86795.01),(21 85259.63),(22 85743.23),(23 85208.055),(24 85012.25),(25 84742.555),(26 85554.08),(27 86061.586),(28 87703.5),(29 87608.51),(30 87094.11),(31 88645.48),(32 89076.73),(33 89843.69),(34 89675.914),(35 91385.1),(36 94421.38),(37 94882.37),(38 92479.96),(39 91144.73),(40 94834.18),(41 95195.516),(42 94157.12),(43 93583.56),(44 93926.72),(45 95197.55),(46 95764.63),(47 97613.52),(48 96890.75),(49 94987.234),(50 92946.39),(51 93267.914),(52 95568.81),(53 93547.09),(54 94146.766),(55 95645.805),(56 94780.92),(57 94941.28),(58 94485.984),(59 95987.1),(60 96888.97),(61 96303.016),(62 94661.12),(63 96516.125),(64 97404.68),(65 97258.08),(66 96464.57),(67 98444.97),(68 98383.47),(69 98725.97),(70 98201.2),(71 96789.21),(72 97067.95),(73 97399.76),(74 96656.07),(75 99242.65),(76 98901.61),(77 101480.45),(78 101862.31),(79 102800.16),
(1 27539.06),(2 46193.586),(3 49544.67),(4 58775.32),(5 69300.13),(6 81574.89),(7 88362.05),(8 93709.73),(9 99681.41),(10 102355.22),(11 101646.59),(12 100025.35),(13 100472.69),(14 98389.836),(15 96945.29),(16 95006.06),(17 95210.58),(18 94470.08),(19 92306.93),(20 91260.15),(21 90615.66),(22 92144.39),(23 91518.68),(24 92819.27),(25 92040.72),(26 92991.57),(27 94492.52),(28 96289.51),(29 96702.74),(30 94538.586),(31 96761.086),(32 98065.62),(33 97108),(34 95453.43),(35 97420.43),(36 98864.664),(37 96810.734),(38 97576.74),(39 99358.81),(40 100333.14),(41 100285.26),(42 99793.42),(43 98935.87),(44 98543.48),(45 99829.58),(46 98756.266),(47 97789.055),(48 98606.81),(49 97218.16),(50 95150.01),(51 95834.95),(52 97298.29),(53 95058.2),(54 95130.21),(55 95707.55),(56 95412.71),(57 97989.7),(58 99165.15),(59 99784.64),(60 98888.6),(61 99489.81),(62 98232.15),(63 99561.88),(64 97636.88),(65 99406.85),(66 99355.08),(67 98469.27),(68 99095.555),(69 101715.805),(70 100829.17),(71 99856.47),(72 100423.38),(73 100398.35),(74 100049.766),(75 101913.29),(76 102316.32),(77 105161.18),(78 105981.58),(79 107747.58),
(1 28098.244),(2 46767.28),(3 47968.68),(4 55946.984),(5 66540.51),(6 76729.75),(7 80505.57),(8 84758.3),(9 90387.68),(10 91360.77),(11 90104.016),(12 89181.77),(13 88644.625),(14 86379.76),(15 84591.68),(16 83572.94),(17 83464.055),(18 81870.99),(19 82036.95),(20 81381.85),(21 80848.34),(22 82994.06),(23 82582),(24 83663.164),(25 83606.49),(26 84162.984),(27 85564.875),(28 86551.53),(29 87446.42),(30 86439.95),(31 87846.18),(32 87849.91),(33 88235.875),(34 87664.69),(35 90282.54),(36 90586.86),(37 89981.6),(38 92576.484),(39 91809.08),(40 90944.32),(41 90385.59),(42 92065.4),(43 92971.86),(44 92339.97),(45 93204),(46 92986.945),(47 92360.82),(48 91522.61),(49 92696.38),(50 93738.89),(51 93686.984),(52 94453.6),(53 92508.9),(54 92335.71),(55 90514.24),(56 90720.37),(57 92699.61),(58 91644.68),(59 91233.24),(60 91425.37),(61 92158.2),(62 92513.32),(63 95668.836),(64 95022.64),(65 95002.42),(66 95747.02),(67 94803.234),(68 92796.95),(69 94988.875),(70 96719.09),(71 96084.84),(72 97039.21),(73 97497.13),(74 96767.5),(75 96997.48),(76 96274.87),(77 97907.74),(78 97537.44),(79 99459.58),
(1 28221.889),(2 46385.64),(3 46583.676),(4 54461.9),(5 65353.75),(6 75093.24),(7 78769.41),(8 83291.48),(9 89551.766),(10 91288.51),(11 90716.24),(12 90103.23),(13 91115.1),(14 88647.31),(15 85956.92),(16 84549.88),(17 84116.68),(18 81970.664),(19 83301.64),(20 83913.875),(21 82155.97),(22 84357.15),(23 84454.39),(24 85259.555),(25 84581.45),(26 84886.51),(27 85053.66),(28 86771.7),(29 87186.13),(30 86452.85),(31 88178.97),(32 88442.84),(33 89094.734),(34 90689.62),(35 92289.95),(36 90379.27),(37 89865.62),(38 92914.91),(39 92662.03),(40 92176.65),(41 90097.055),(42 90511.96),(43 92699.74),(44 92534.55),(45 92404.945),(46 91551.8),(47 91373.08),(48 90610.51),(49 91414.98),(50 91135.13),(51 89824.516),(52 90775.21),(53 89348.62),(54 88677.03),(55 88032.38),(56 88085.125),(57 90399.45),(58 90096.875),(59 87926.99),(60 87869.37),(61 87879.734),(62 87464.82),(63 90455.63),(64 90512.67),(65 90123.836),(66 89720.15),(67 91316.29),(68 91692.195),(69 92457.09),(70 93406.05),(71 93810.664),(72 94311.93),(73 93461.18),(74 94046.664),(75 96151.08),(76 96084.98),(77 96481.8),(78 95917.27),(79 99645.03),
(1 27367.688),(2 45835.97),(3 48594.844),(4 57824.313),(5 69377.69),(6 79812.09),(7 82892.914),(8 87129.96),(9 94724.52),(10 97170.48),(11 95491.37),(12 94631.79),(13 95252.81),(14 91532.7),(15 89007.76),(16 86555.29),(17 86596.18),(18 85690.914),(19 85991.16),(20 84589.89),(21 83490.52),(22 85719.1),(23 85781),(24 87309.45),(25 88135.12),(26 89283.11),(27 89452.984),(28 88435.195),(29 88392.79),(30 89046.63),(31 88691.76),(32 87441.21),(33 90493.984),(34 90974.42),(35 91528.78),(36 90995.96),(37 92760.69),(38 95764.89),(39 95131.36),(40 95709.24),(41 94394.79),(42 96383.375),(43 96737.77),(44 94881.1),(45 95438.57),(46 97238.13),(47 96005.95),(48 96540.555),(49 96637.45),(50 96663.71),(51 95754.03),(52 95975.94),(53 94011.62),(54 92900.64),(55 93076.31),(56 93113.125),(57 95525.18),(58 96158.445),(59 95424.586),(60 96597.31),(61 94930),(62 93081.36),(63 94728.54),(64 94453.86),(65 93693.81),(66 95199.69),(67 94666.52),(68 92156.03),(69 93749.27),(70 96076.67),(71 96474.555),(72 97137.9),(73 96447.45),(74 97242.1),(75 99490.88),(76 98397.67),(77 100061.11),(78 99528.54),(79 101895.42),
(1 25970.426),(2 41911.75),(3 43885.793),(4 51429.51),(5 59711.47),(6 67051.234),(7 70757.92),(8 73668.664),(9 78706.95),(10 80121.56),(11 79322.38),(12 79939.51),(13 79419.15),(14 77300.85),(15 76463.85),(16 74396.93),(17 74380.38),(18 73634.664),(19 74204.35),(20 73445.24),(21 72598.33),(22 73610.78),(23 73854.914),(24 75624.17),(25 76828.66),(26 76861.28),(27 76871.72),(28 77999.27),(29 77916.13),(30 78223.875),(31 79142.3),(32 78024.14),(33 78562.58),(34 78746.375),(35 80060.64),(36 80737.875),(37 81449.88),(38 82368.22),(39 81091.7),(40 82684.64),(41 82031.91),(42 84812.93),(43 84881.54),(44 84606.875),(45 85087.6),(46 86395.87),(47 86051.37),(48 86816.63),(49 86042.984),(50 85797.766),(51 86272.62),(52 86624.87),(53 84803.5),(54 84136.414),(55 84340.73),(56 83272.695),(57 84873.69),(58 84256.19),(59 82950.836),(60 84350.445),(61 86196.945),(62 85866.78),(63 86568.016),(64 84882.14),(65 84266.836),(66 84780.484),(67 83969.24),(68 82457.88),(69 84074.33),(70 83532.14),(71 82771.35),(72 84140.86),(73 84806.414),(74 84603.9),(75 86626.23),(76 84926.39),(77 85528.75),(78 86430.38),(79 87900.77),
(1 25204.299),(2 40733.99),(3 41305.945),(4 48776.16),(5 57360.332),(6 64939.06),(7 67230.12),(8 69456.4),(9 74140.195),(10 75189.01),(11 73903.73),(12 74632.73),(13 75421.69),(14 74580.6),(15 73595.58),(16 72296.02),(17 72675.805),(18 71127.1),(19 71208.484),(20 69552.94),(21 69117.29),(22 70211.516),(23 69616.2),(24 70070.39),(25 71657.54),(26 72804.42),(27 72072.12),(28 72907.66),(29 73080.375),(30 72049.09),(31 73461.69),(32 74390.58),(33 74833.13),(34 74150.266),(35 75875.08),(36 75249.305),(37 76032.56),(38 78632.31),(39 77712.04),(40 78321.43),(41 78067.05),(42 80754.2),(43 82279.27),(44 81590.19),(45 80851.42),(46 81162.92),(47 80962.06),(48 82421.6),(49 81657.73),(50 80929.72),(51 81276.45),(52 81538.49),(53 78589.81),(54 78754.016),(55 79796.85),(56 78954.195),(57 78742.64),(58 78443.43),(59 79274.805),(60 79870.82),(61 81016.086),(62 80715.055),(63 81194.664),(64 80390.28),(65 79638.664),(66 78993.51),(67 79709.88),(68 78292.27),(69 79260.914),(70 80091.375),(71 79744.1),(72 79578.445),(73 78106.29),(74 79669.19),(75 82614.55),(76 80588.57),(77 81506.85),(78 80221.945),(79 82384.76),
(1 24917.36),(2 40363.105),(3 41501.813),(4 49413.3),(5 58220.164),(6 67035.49),(7 69654.625),(8 72443.56),(9 76366.625),(10 75371.17),(11 74907.555),(12 75901.086),(13 75129.9),(14 73156.81),(15 72558.31),(16 71937.945),(17 72992.41),(18 71729.58),(19 72128.67),(20 72813.88),(21 71912.85),(22 73205.03),(23 71673.64),(24 72779.05),(25 73006.02),(26 72777.914),(27 73858.305),(28 76176.28),(29 75708.016),(30 74362.54),(31 76661.03),(32 78308.87),(33 78027.44),(34 77305.555),(35 77009.12),(36 77500.62),(37 79857.99),(38 80167.88),(39 78555.37),(40 80177.36),(41 79526.195),(42 80558.67),(43 81689.734),(44 82201.77),(45 82169.055),(46 80277.68),(47 81189.78),(48 81562.01),(49 81772.15),(50 80991.3),(51 80767.34),(52 81635.97),(53 79697.664),(54 81086.836),(55 81563.6),(56 80045.445),(57 80335.91),(58 80755.69),(59 82582.26),(60 83033.25),(61 82535.57),(62 81553.66),(63 83449.625),(64 82286.88),(65 81378.09),(66 81615.06),(67 81924.47),(68 80463.67),(69 81579.86),(70 83108.98),(71 82646.414),(72 82005.57),(73 82008.31),(74 83627.39),(75 82997.695),(76 83439.59),(77 86503.96),(78 85441.26),(79 84641.016),
(1 23134.408),(2 36917.336),(3 38956.824),(4 47561.734),(5 55077.098),(6 62998.984),(7 67087.414),(8 71435.93),(9 74421.52),(10 74940.94),(11 76716.82),(12 76981.94),(13 76048.91),(14 73619.61),(15 73037.195),(16 71726.914),(17 70534.164),(18 69365.586),(19 69789.02),(20 70801.195),(21 68820.586),(22 70687.77),(23 70094.55),(24 70690.04),(25 70009.43),(26 70740.97),(27 74040.875),(28 75166.63),(29 75092.875),(30 76373.76),(31 77943.305),(32 77651.66),(33 76652.12),(34 77329.01),(35 76174.875),(36 76545.336),(37 77891.11),(38 77783.805),(39 77179.2),(40 77417.125),(41 76512.86),(42 77415.164),(43 79284.35),(44 79080.93),(45 80017.125),(46 79546.73),(47 80038.45),(48 79121.13),(49 80035.39),(50 79098.07),(51 79636.836),(52 80506.19),(53 78318.75),(54 79514.96),(55 80884.94),(56 79206.5),(57 80445.86),(58 80578.32),(59 80289.336),(60 79879.63),(61 79200.6),(62 79094.01),(63 81353.62),(64 79764.05),(65 78603.47),(66 79695.78),(67 79287.2),(68 77339.53),(69 79566.95),(70 81489.6),(71 81381.02),(72 81115.234),(73 81247.836),(74 81226.414),(75 82350.914),(76 83667.47),(77 86084.945),(78 83033.14),(79 84298.73),
(1 24100.42),(2 38394.543),(3 40775.33),(4 51527.742),(5 61745.516),(6 70623.39),(7 74620.51),(8 80481.305),(9 84110.45),(10 83363.23),(11 84291.89),(12 84027.766),(13 82937.69),(14 80457.375),(15 79734.96),(16 77286.33),(17 76217.734),(18 75232.84),(19 74655.22),(20 74160.38),(21 73131.71),(22 75010.39),(23 75247.81),(24 75655.83),(25 75690.625),(26 78099.6),(27 78862.31),(28 79327.234),(29 79715.79),(30 80282.586),(31 80795.4),(32 81018.664),(33 81845.56),(34 81160.76),(35 80627.055),(36 81730.83),(37 82952.18),(38 82673.91),(39 82811.79),(40 84681.164),(41 84240.164),(42 84677.66),(43 85727.055),(44 85760.92),(45 86145.8),(46 86321.54),(47 86874.5),(48 85773.664),(49 86519.1),(50 85856.52),(51 85628.91),(52 86358.55),(53 84792.35),(54 84929.46),(55 86470.87),(56 85594.164),(57 87167.234),(58 88414.23),(59 88589.375),(60 89412.82),(61 89423.23),(62 87173.51),(63 88324.664),(64 87470.13),(65 87115.234),(66 86032.31),(67 86703.06),(68 85673.47),(69 87467.13),(70 86937.56),(71 86115.17),(72 86416.18),(73 85783.9),(74 85982.87),(75 87554.05),(76 88516.99),(77 92210.07),(78 89100.5),(79 90092.72),
(1 22511.852),(2 34610.51),(3 37282.19),(4 45454.832),(5 53073.78),(6 60268.027),(7 63881.703),(8 68246.445),(9 70415.63),(10 70313.6),(11 70657.78),(12 70611.07),(13 69648.484),(14 67426.81),(15 67495.26),(16 66442.91),(17 66163.875),(18 65810.37),(19 64789.742),(20 64921.508),(21 64549.4),(22 64991.89),(23 64649.91),(24 65835.85),(25 67315.93),(26 68083.37),(27 68524.69),(28 70690.73),(29 71251.35),(30 70885.88),(31 72031.36),(32 72392.6),(33 72655.26),(34 72098.1),(35 72273.27),(36 73400.75),(37 74802.48),(38 75499.51),(39 74222.43),(40 74282.5),(41 75264.52),(42 76257.22),(43 76116.61),(44 74960.81),(45 75935.61),(46 74788.91),(47 74770.99),(48 74771.11),(49 75427.695),(50 73896.44),(51 72791.98),(52 74008.43),(53 73031.62),(54 74364.375),(55 74920.16),(56 73121.87),(57 73042.28),(58 73628.24),(59 74368.375),(60 75290.164),(61 76394.016),(62 75367.5),(63 76369.734),(64 76390.05),(65 77338.55),(66 75522.34),(67 76249.08),(68 75849.65),(69 76183.484),(70 75460.375),(71 76185.13),(72 76203.055),(73 75496.17),(74 76934.984),(75 77555.984),(76 78900.95),(77 80362.31),(78 79399.484),(79 81730.46),
(1 23831.805),(2 36380.195),(3 39415.492),(4 49245.44),(5 57140.934),(6 65122.07),(7 68762.82),(8 72641.586),(9 75161.14),(10 74467.24),(11 74639.89),(12 74592.23),(13 72321.58),(14 68523.34),(15 68589.97),(16 67400.805),(17 66776.336),(18 65420.984),(19 65279.91),(20 66051.586),(21 66020.42),(22 66348.805),(23 66571.02),(24 68628.37),(25 68792.73),(26 68604.29),(27 68732.14),(28 70220.4),(29 69221.13),(30 69512.54),(31 71312.805),(32 70654.97),(33 73214.695),(34 74065.87),(35 72639.49),(36 73240.234),(37 73876.32),(38 73750.336),(39 74499.04),(40 74948.33),(41 75651.875),(42 75905.805),(43 76185.51),(44 76463.68),(45 75946.13),(46 75231.47),(47 77031.69),(48 77778.47),(49 78199.62),(50 78494.22),(51 78853.48),(52 78039.98),(53 77625.45),(54 78316.79),(55 76724.86),(56 76404.086),(57 77300.58),(58 78053.914),(59 78846.73),(60 79349.63),(61 80181.88),(62 78295.234),(63 79078.695),(64 78526.48),(65 79407.22),(66 78325.805),(67 79845.22),(68 77879.28),(69 78051.836),(70 77044.96),(71 75919.32),(72 76101.914),(73 77032.22),(74 79064.086),(75 79700.1),(76 79332.55),(77 80755.17),(78 79039.37),(79 80745.14),
(1 22675.338),(2 34194.027),(3 35475.82),(4 44261.477),(5 51523.746),(6 56421.438),(7 59361.38),(8 62638.543),(9 64709.523),(10 64175.33),(11 64251.51),(12 64560.36),(13 63612.96),(14 61219.543),(15 61523.13),(16 61453.69),(17 60807.805),(18 60477.254),(19 60366.39),(20 60313.332),(21 59469.086),(22 60366.79),(23 61279.348),(24 63942.31),(25 63425.387),(26 64246.496),(27 64828.332),(28 66170.836),(29 65991.62),(30 65502.293),(31 66933.78),(32 67199.836),(33 69208.47),(34 68728.47),(35 68776.71),(36 70302.4),(37 71074.34),(38 70709.38),(39 69756.36),(40 70294.484),(41 70848.375),(42 71461.36),(43 72441.31),(44 71941.05),(45 71253.6),(46 70845.5),(47 71855.88),(48 70833.4),(49 70500.82),(50 70376.07),(51 69560.07),(52 68982.195),(53 68330.54),(54 67837.63),(55 67133.23),(56 67865.516),(57 68584.22),(58 69423.164),(59 70188.78),(60 71241.38),(61 71481.5),(62 70688.62),(63 72168.56),(64 71388.125),(65 72567.49),(66 72052.04),(67 72540.09),(68 70610.13),(69 71403.05),(70 69953.27),(71 69565.766),(72 70901.18),(73 71833.1),(74 71296.63),(75 72950.195),(76 72664.32),(77 73860.1),(78 72183.44),(79 73984.01),
(1 21804.742),(2 33400.22),(3 34077.48),(4 43597.047),(5 51138.305),(6 54751.7),(7 57226.805),(8 61269.99),(9 61930.887),(10 61107.508),(11 61930.813),(12 61586.836),(13 60078.566),(14 58734.637),(15 58852.805),(16 57782.03),(17 57705.598),(18 58228.945),(19 57367.22),(20 56957.414),(21 55970.535),(22 56823.61),(23 56693.617),(24 57514.277),(25 58098.9),(26 60454.33),(27 60418.383),(28 61739.414),(29 63306.09),(30 62509.156),(31 63708.805),(32 63471.113),(33 64198.31),(34 64001.01),(35 63869.516),(36 64438.867),(37 65447.465),(38 66450.79),(39 64789.383),(40 65699.47),(41 66575.25),(42 65889.336),(43 66763.28),(44 66643.94),(45 67014.836),(46 68644.305),(47 69405.71),(48 67748.88),(49 67393.59),(50 66885.89),(51 66239.375),(52 66466.266),(53 66253.39),(54 65964.73),(55 66658.73),(56 66697.555),(57 66310.11),(58 66536.47),(59 66661.37),(60 66526.98),(61 65841.14),(62 65499.063),(63 67269.69),(64 66569.94),(65 67961.38),(66 67682.53),(67 67340.375),(68 66318.63),(69 66077.72),(70 66347.77),(71 66714.64),(72 67164.7),(73 67022.125),(74 66914.95),(75 68616.88),(76 69092.56),(77 68979.43),(78 67637.836),(79 70058.625),
(1 22843.064),(2 33746.62),(3 33133.78),(4 42609.65),(5 50149.15),(6 53614.438),(7 55557.74),(8 59882.95),(9 61009.117),(10 59051.41),(11 61364.465),(12 60784.39),(13 58379.098),(14 58754.13),(15 58628.75),(16 56930.87),(17 57831.367),(18 57509.504),(19 57510.59),(20 59624.51),(21 57743.92),(22 57381.43),(23 58596.07),(24 59106.19),(25 59002.03),(26 60932.477),(27 60940.91),(28 62078.72),(29 62449.39),(30 62750.707),(31 64019.953),(32 63311.59),(33 64806.953),(34 64495.215),(35 63246.445),(36 63409.902),(37 65856.98),(38 66329.67),(39 64367.293),(40 65187.418),(41 64995.49),(42 65824.26),(43 67330.94),(44 66055.86),(45 65660.5),(46 67011.68),(47 66918),(48 66393.586),(49 67253.62),(50 66794.6),(51 65828.53),(52 65867.08),(53 65684.69),(54 65070.105),(55 66772.484),(56 67095.33),(57 67937.52),(58 67839.836),(59 67297.13),(60 67716.3),(61 67758.68),(62 66663.13),(63 67141.58),(64 67230.17),(65 68364.3),(66 68395.06),(67 68127.57),(68 67365.1),(69 67181.805),(70 66598.24),(71 66086.875),(72 66739.44),(73 66452.27),(74 65736.58),(75 67324.42),(76 67437.234),(77 68413.54),(78 68641.586),(79 70719.26),
(1 21304.121),(2 31287.855),(3 31940.59),(4 41104.94),(5 47849.164),(6 51651.88),(7 54164.277),(8 57221.758),(9 58930.99),(10 58279.336),(11 58787.574),(12 57601.043),(13 57011.066),(14 56582.156),(15 55748.3),(16 54249.074),(17 54158.355),(18 54079.32),(19 54253.21),(20 55383.58),(21 54905.445),(22 55842.5),(23 56423.543),(24 56600.82),(25 56635.02),(26 58091.266),(27 58661.355),(28 59098.055),(29 60019.69),(30 59733.453),(31 60263.035),(32 59489.8),(33 60598.535),(34 61055.22),(35 60269.336),(36 60584.023),(37 61335.992),(38 60980.434),(39 60254),(40 60730.945),(41 61102.71),(42 61944.613),(43 62236.1),(44 62236.055),(45 63475.125),(46 62950.9),(47 62640.156),(48 63271.387),(49 64223.98),(50 64325.18),(51 64276.664),(52 65433.18),(53 63759.11),(54 62957.965),(55 63928.492),(56 63107.566),(57 63090.375),(58 63864.52),(59 64707.176),(60 64855.688),(61 65716.32),(62 65010.48),(63 65060.035),(64 64699.844),(65 65718.38),(66 65088.88),(67 63834.28),(68 63424.023),(69 63878.613),(70 63863.656),(71 63604.508),(72 64195.066),(73 64254.31),(74 64147.965),(75 64638.355),(76 64876.56),(77 66390.77),(78 66629.016),(79 68153.48),
(1 21784.838),(2 32433.44),(3 33685.73),(4 43751.98),(5 51234.594),(6 55982.824),(7 59394.863),(8 61883.62),(9 62180.824),(10 62359.176),(11 62513.047),(12 60196.656),(13 58482.406),(14 57330.566),(15 56110.84),(16 53544.95),(17 54039.293),(18 53358.09),(19 54048.17),(20 54484.05),(21 55103.805),(22 56619.457),(23 55385.395),(24 57308.527),(25 58435.227),(26 58834.438),(27 58293.684),(28 59901.973),(29 60728.555),(30 61608.76),(31 61789.69),(32 61417.625),(33 62830.18),(34 63541.785),(35 62082),(36 62589.594),(37 63228.38),(38 62727.355),(39 62144.93),(40 63859.805),(41 63051.805),(42 63809.324),(43 63870.426),(44 64106.168),(45 64063.6),(46 63381.67),(47 64152.31),(48 66396.31),(49 65765.24),(50 65605.68),(51 66245.914),(52 66069.61),(53 63658.543),(54 64544.703),(55 64154.195),(56 64195.098),(57 65298.918),(58 66081.2),(59 66798.95),(60 67293.24),(61 67445.484),(62 67219.43),(63 67095.76),(64 66025.69),(65 66819.72),(66 66735.96),(67 67363.61),(68 67815.2),(69 67982.445),(70 67611.555),(71 66005.87),(72 64862.89),(73 65177.316),(74 65487.918),(75 67375.08),(76 69479.29),(77 69423.14),(78 68055.69),(79 70788.26),
