1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 205.9182),(2 302.10837),(3 368.34274),(4 421.22897),(5 457.6362),(6 498.0618),(7 527.526),(8 575.95886),(9 601.1852),(10 626.64417),(11 649.2311),(12 668.3109),(13 691.4509),(14 697.90533),(15 710.11224),(16 715.14264),(17 725.3497),(18 725.7537),(19 731.0524),(20 735.67645),(21 741.1639),(22 748.05676),(23 750.3196),(24 751.934),(25 753.5784),(26 755.74445),(27 760.4032),(28 764.8005),(29 767.14685),(30 771.25305),(31 775.7228),(32 779.72205),(33 785.698),(34 787.70636),(35 788.1511),(36 791.7041),(37 795.12366),(38 799.74695),(39 804.11237),(40 801.70984),(41 804.36646),(42 806.94025),(43 809.4459),(44 810.7075),(45 813.7333),(46 806.8635),(47 807.6105),(48 806.2628),(49 813.25214),(50 811.6381),(51 814.1294),(52 817.71735),(53 815.9876),(54 814.50214),(55 815.4311),(56 820.60925),(57 822.16034),(58 824.7726),(59 832.1293),(60 835.0396),(61 840.415),(62 842.97473),(63 851.59564),(64 857.1442),(65 857.5354),(66 859.9392),(67 859.01575),(68 856.00995),(69 856.6055),(70 861.82886),(71 861.46094),(72 859.8714),(73 862.63947),(74 868.13226),(75 868.16815),(76 869.5322),(77 867.8972),(78 871.02045),(79 869.53375),
(1 202.53926),(2 299.1782),(3 365.8994),(4 413.5918),(5 453.4908),(6 495.7974),(7 526.00146),(8 573.1947),(9 605.3267),(10 632.02716),(11 658.87225),(12 672.68854),(13 694.0032),(14 703.4163),(15 717.0446),(16 725.0493),(17 730.7545),(18 733.53436),(19 740.4918),(20 745.2197),(21 747.13873),(22 753.4087),(23 756.4876),(24 758.28564),(25 773.6628),(26 774.3559),(27 778.58905),(28 788.6958),(29 787.9393),(30 790.9675),(31 793.42065),(32 795.8144),(33 798.93665),(34 800.9981),(35 802.1515),(36 803.40405),(37 802.8307),(38 798.79675),(39 803.4077),(40 800.911),(41 802.40826),(42 807.639),(43 805.50464),(44 804.6379),(45 807.6985),(46 808.3107),(47 817.34735),(48 809.63544),(49 811.1197),(50 805.9876),(51 807.73834),(52 808.6775),(53 805.2881),(54 801.9993),(55 799.3103),(56 803.10004),(57 799.00586),(58 801.52466),(59 809.72296),(60 807.10596),(61 812.47375),(62 816.9307),(63 824.764),(64 823.5703),(65 827.1855),(66 830.47766),(67 833.6017),(68 838.85425),(69 839.82715),(70 846.6988),(71 846.89874),(72 849.74603),(73 851.94995),(74 855.5897),(75 861.1559),(76 864.64465),(77 861.5582),(78 868.7067),(79 872.92694),
(1 199.80775),(2 294.23615),(3 360.3652),(4 411.11755),(5 450.24765),(6 488.57898),(7 521.4063),(8 566.32983),(9 595.6186),(10 624.1985),(11 648.4497),(12 661.7911),(13 675.04333),(14 683.2086),(15 698.96375),(16 705.09375),(17 707.6143),(18 713.6425),(19 718.7469),(20 727.91797),(21 732.8128),(22 735.95935),(23 738.74506),(24 743.8228),(25 748.8106),(26 752.298),(27 756.9502),(28 764.3149),(29 765.09436),(30 768.77856),(31 775.4685),(32 782.08154),(33 786.0652),(34 789.9671),(35 792.03754),(36 796.4751),(37 794.7559),(38 796.4154),(39 797.1707),(40 796.343),(41 797.45605),(42 800.7898),(43 797.3138),(44 793.8651),(45 793.06055),(46 791.4139),(47 793.7369),(48 792.2449),(49 791.08105),(50 786.2069),(51 790.31506),(52 787.84143),(53 789.4219),(54 784.3467),(55 783.8192),(56 786.65424),(57 786.38354),(58 789.799),(59 792.34845),(60 792.7365),(61 794.1501),(62 796.1507),(63 801.2975),(64 802.79205),(65 806.196),(66 807.82135),(67 808.16223),(68 810.4803),(69 812.73114),(70 816.67065),(71 818.83435),(72 822.445),(73 823.9313),(74 825.2626),(75 829.8848),(76 830.6764),(77 830.3851),(78 834.91583),(79 837.91644),
(1 199.62758),(2 292.4134),(3 358.93658),(4 405.40012),(5 442.79993),(6 477.47144),(7 509.67807),(8 548.6698),(9 580.0239),(10 607.06024),(11 629.897),(12 646.6547),(13 661.8392),(14 670.4701),(15 687.8007),(16 695.84467),(17 703.1913),(18 710.02563),(19 717.09314),(20 722.65405),(21 725.45215),(22 727.5396),(23 734.5824),(24 739.64716),(25 747.71533),(26 749.9967),(27 749.20483),(28 746.0009),(29 751.42664),(30 752.4889),(31 752.64594),(32 756.82214),(33 758.03284),(34 760.09735),(35 762.9617),(36 765.4022),(37 761.37177),(38 765.31635),(39 766.1162),(40 766.2008),(41 769.27136),(42 776.14136),(43 776.0652),(44 777.66986),(45 776.872),(46 779.237),(47 777.57385),(48 776.5223),(49 773.13965),(50 772.43225),(51 775.3921),(52 770.9061),(53 768.039),(54 767.0136),(55 766.362),(56 768.95056),(57 769.4628),(58 770.5209),(59 773.5932),(60 769.2907),(61 770.4947),(62 771.93176),(63 776.0205),(64 774.85254),(65 779.62695),(66 777.46136),(67 779.59863),(68 786.95245),(69 787.36993),(70 785.78296),(71 791.743),(72 798.37756),(73 802.5667),(74 803.5956),(75 809.9951),(76 813.272),(77 815.9345),(78 819.75397),(79 825.1622),
(1 195.06796),(2 287.62274),(3 353.3144),(4 403.50122),(5 439.29364),(6 474.99515),(7 504.8452),(8 550.2125),(9 574.76495),(10 600.4153),(11 625.7811),(12 643.6768),(13 656.57654),(14 663.9389),(15 676.3058),(16 682.303),(17 688.7118),(18 693.0918),(19 698.876),(20 702.4647),(21 705.00507),(22 704.0261),(23 713.0372),(24 715.63403),(25 721.52563),(26 725.1998),(27 727.9832),(28 730.75385),(29 736.1324),(30 738.9519),(31 742.8613),(32 748.0172),(33 748.328),(34 750.97955),(35 751.9757),(36 755.1554),(37 758.2741),(38 754.7051),(39 760.9705),(40 759.29016),(41 759.213),(42 762.2829),(43 764.2452),(44 762.1589),(45 767.6677),(46 772.231),(47 772.2981),(48 774.58057),(49 778.4552),(50 777.8754),(51 780.678),(52 783.1802),(53 779.72845),(54 779.78876),(55 782.2398),(56 782.8836),(57 783.0572),(58 783.33057),(59 783.97925),(60 776.1318),(61 780.4008),(62 781.411),(63 787.5335),(64 784.69794),(65 786.6094),(66 784.41284),(67 786.8071),(68 788.0781),(69 788.8805),(70 786.7842),(71 792.08234),(72 798.5646),(73 803.12256),(74 803.3501),(75 809.5575),(76 807.71136),(77 809.07086),(78 808.9965),(79 811.4835),
(1 192.5073),(2 285.6529),(3 347.58377),(4 394.21658),(5 430.32608),(6 462.19815),(7 490.19266),(8 534.58105),(9 559.6998),(10 586.47876),(11 606.3943),(12 624.2738),(13 639.6305),(14 647.81805),(15 660.21124),(16 664.7346),(17 673.68744),(18 681.4762),(19 688.0505),(20 691.2389),(21 692.95087),(22 696.30817),(23 705.3941),(24 711.4823),(25 716.65546),(26 723.1104),(27 728.9755),(28 731.37524),(29 736.8749),(30 741.0847),(31 744.5332),(32 743.4836),(33 746.2177),(34 748.5531),(35 744.794),(36 748.15656),(37 749.78516),(38 748.6036),(39 752.46826),(40 755.572),(41 758.4537),(42 757.963),(43 760.2367),(44 760.96655),(45 766.8335),(46 770.44305),(47 773.2895),(48 770.5011),(49 769.57605),(50 770.71124),(51 774.55426),(52 775.138),(53 770.5957),(54 767.7878),(55 767.845),(56 769.47107),(57 764.8205),(58 762.01733),(59 761.64136),(60 758.5042),(61 763.0721),(62 759.43555),(63 765.4006),(64 767.7711),(65 767.0264),(66 768.59143),(67 770.6098),(68 770.3425),(69 767.1326),(70 769.73615),(71 772.2714),(72 775.04175),(73 778.2346),(74 784.0525),(75 787.7131),(76 787.3468),(77 791.1057),(78 791.6304),(79 791.28265),
(1 189.27107),(2 280.26773),(3 341.65366),(4 391.09146),(5 426.71127),(6 458.57388),(7 488.63535),(8 538.64264),(9 567.35),(10 590.6672),(11 614.09717),(12 628.7976),(13 641.7507),(14 654.5842),(15 670.51715),(16 677.2098),(17 688.3398),(18 693.2576),(19 697.3682),(20 701.558),(21 701.819),(22 707.2466),(23 712.2456),(24 713.83685),(25 715.38904),(26 721.0124),(27 729.1163),(28 731.1908),(29 736.4305),(30 737.5579),(31 736.9598),(32 737.70996),(33 738.4248),(34 742.81036),(35 745.7788),(36 746.4211),(37 750.3247),(38 753.5685),(39 756.85736),(40 756.35046),(41 755.38184),(42 756.5781),(43 757.0644),(44 759.07263),(45 762.1222),(46 759.43896),(47 757.36725),(48 751.42474),(49 750.9577),(50 751.3053),(51 753.18585),(52 752.7949),(53 746.89087),(54 746.7278),(55 748.215),(56 750.7311),(57 750.4603),(58 747.32654),(59 748.95233),(60 751.6513),(61 756.18677),(62 758.13043),(63 763.37134),(64 760.9),(65 758.0392),(66 761.0354),(67 764.23224),(68 761.7712),(69 761.30945),(70 764.5296),(71 768.7491),(72 770.2422),(73 773.00134),(74 775.6436),(75 778.4799),(76 780.79584),(77 782.4899),(78 783.2556),(79 788.5287),
(1 187.88052),(2 278.68552),(3 337.86734),(4 388.2523),(5 422.20398),(6 450.16785),(7 475.99976),(8 520.59735),(9 545.54395),(10 568.40076),(11 587.15735),(12 597.34406),(13 611.8745),(14 620.8034),(15 633.46216),(16 642.52246),(17 651.3611),(18 655.9728),(19 662.53485),(20 667.41144),(21 667.48364),(22 673.27997),(23 678.8546),(24 681.02356),(25 680.0967),(26 684.73816),(27 692.0839),(28 696.4484),(29 701.1459),(30 701.54285),(31 704.3782),(32 708.9244),(33 710.4121),(34 716.3135),(35 720.19836),(36 721.11115),(37 723.2047),(38 728.3699),(39 731.08044),(40 732.25525),(41 730.7801),(42 736.0987),(43 738.3224),(44 736.96216),(45 738.59766),(46 738.8842),(47 738.5839),(48 742.2955),(49 744.81146),(50 749.64954),(51 757.29425),(52 753.8628),(53 752.98914),(54 756.11475),(55 757.3724),(56 754.61383),(57 755.80035),(58 752.4768),(59 753.2737),(60 750.84717),(61 752.17834),(62 753.62775),(63 753.46625),(64 753.50256),(65 754.74744),(66 758.9503),(67 764.6223),(68 765.7743),(69 762.34094),(70 766.48267),(71 766.8082),(72 770.17017),(73 772.47),(74 771.2355),(75 773.68384),(76 773.93665),(77 776.93353),(78 778.71796),(79 784.40436),
(1 186.88788),(2 273.45612),(3 331.06995),(4 377.14465),(5 411.05453),(6 439.9996),(7 462.31232),(8 504.54636),(9 527.6841),(10 552.65454),(11 571.6002),(12 584.6309),(13 602.6217),(14 616.9123),(15 627.23676),(16 633.1787),(17 640.5518),(18 642.48987),(19 645.85956),(20 650.1329),(21 652.96466),(22 657.546),(23 667.7721),(24 668.54395),(25 672.4418),(26 674.8665),(27 687.31445),(28 692.4303),(29 698.6671),(30 702.38104),(31 705.9674),(32 711.24963),(33 717.61597),(34 723.8657),(35 724.40356),(36 725.1498),(37 726.2811),(38 721.679),(39 722.22217),(40 722.28357),(41 719.24286),(42 721.1347),(43 723.01074),(44 721.8304),(45 723.23804),(46 723.51434),(47 726.51056),(48 726.1509),(49 727.2472),(50 728.55383),(51 732.51263),(52 737.8566),(53 740.81635),(54 739.496),(55 741.44244),(56 742.18646),(57 741.4741),(58 743.1557),(59 741.9552),(60 739.3961),(61 743.3449),(62 746.9453),(63 752.8214),(64 754.99054),(65 758.82),(66 758.3662),(67 763.84344),(68 763.53955),(69 765.15454),(70 769.5393),(71 768.3761),(72 767.8955),(73 770.76855),(74 769.57965),(75 774.91473),(76 774.7577),(77 779.8467),(78 783.1228),(79 787.0983),
(1 179.17935),(2 265.13702),(3 322.30896),(4 367.93234),(5 398.58023),(6 431.14844),(7 455.3562),(8 499.93884),(9 523.99634),(10 544.81573),(11 564.8706),(12 578.4667),(13 595.2503),(14 608.73413),(15 622.0483),(16 624.7847),(17 631.7309),(18 637.37396),(19 642.8415),(20 650.02344),(21 646.4968),(22 649.5238),(23 655.4646),(24 657.54),(25 659.27515),(26 666.0334),(27 672.05646),(28 675.1484),(29 685.1169),(30 684.5575),(31 688.20935),(32 691.7898),(33 696.07764),(34 698.3953),(35 702.0502),(36 702.0866),(37 702.2421),(38 699.7155),(39 699.15045),(40 695.42737),(41 694.73926),(42 703.0367),(43 702.0291),(44 704.1382),(45 704.94403),(46 703.0439),(47 701.16437),(48 703.7333),(49 705.5247),(50 708.2489),(51 711.8798),(52 712.3621),(53 709.67847),(54 715.1705),(55 715.615),(56 715.746),(57 714.11334),(58 712.2246),(59 711.2143),(60 708.4201),(61 713.07764),(62 716.01624),(63 721.4019),(64 724.40857),(65 725.5315),(66 723.4808),(67 727.24304),(68 729.3776),(69 728.4881),(70 730.7334),(71 732.5434),(72 733.4232),(73 738.4333),(74 743.5205),(75 747.17),(76 749.69464),(77 751.59155),(78 754.9312),(79 758.9742),
(1 180.94266),(2 265.46527),(3 328.16937),(4 374.64044),(5 407.6541),(6 439.98886),(7 462.0832),(8 503.8177),(9 523.16425),(10 545.6515),(11 562.01025),(12 576.2604),(13 587.3939),(14 598.11633),(15 608.15936),(16 610.37573),(17 616.85333),(18 623.3732),(19 629.6854),(20 639.7948),(21 642.2706),(22 645.04456),(23 645.99664),(24 646.9556),(25 645.338),(26 650.7714),(27 656.5003),(28 659.0019),(29 661.27673),(30 661.662),(31 665.151),(32 668.2648),(33 668.61664),(34 672.07056),(35 673.8954),(36 672.0912),(37 677.85803),(38 673.8856),(39 678.7566),(40 676.81067),(41 680.72815),(42 681.5155),(43 684.2662),(44 686.68005),(45 685.7035),(46 684.5382),(47 681.66736),(48 686.44574),(49 687.66205),(50 687.361),(51 691.96844),(52 690.0978),(53 690.9143),(54 693.01306),(55 694.1172),(56 694.9987),(57 691.86127),(58 688.1318),(59 687.0249),(60 688.4588),(61 694.66144),(62 697.1124),(63 701.09564),(64 702.92865),(65 703.12146),(66 704.87286),(67 706.4539),(68 712.3794),(69 709.8433),(70 713.1095),(71 714.55304),(72 719.69354),(73 726.1989),(74 731.7416),(75 732.9082),(76 733.6428),(77 734.3077),(78 739.6017),(79 735.136),
(1 175.55305),(2 259.8536),(3 318.76456),(4 362.6766),(5 396.71594),(6 425.83774),(7 453.91794),(8 490.62918),(9 513.2057),(10 534.0915),(11 554.51404),(12 572.78546),(13 586.963),(14 594.37427),(15 612.25903),(16 615.4422),(17 620.51666),(18 624.4364),(19 631.9076),(20 638.2814),(21 642.9198),(22 643.67395),(23 644.8463),(24 645.9306),(25 646.28455),(26 646.3544),(27 647.7571),(28 649.86),(29 650.45746),(30 653.51483),(31 653.92834),(32 658.6014),(33 659.7656),(34 659.0936),(35 661.7982),(36 660.87146),(37 662.19666),(38 667.49854),(39 670.716),(40 668.7232),(41 672.54785),(42 673.8006),(43 677.8397),(44 678.1666),(45 676.29315),(46 675.4949),(47 672.7714),(48 675.8594),(49 671.43054),(50 672.24524),(51 676.851),(52 678.54987),(53 675.8923),(54 676.3098),(55 677.38293),(56 677.54926),(57 676.8479),(58 675.0361),(59 675.9547),(60 674.9251),(61 677.6872),(62 678.59576),(63 685.2126),(64 690.6205),(65 692.9027),(66 692.1224),(67 694.85834),(68 690.4392),(69 689.615),(70 694.97174),(71 694.60956),(72 696.2816),(73 696.7322),(74 696.9005),(75 702.85004),(76 707.08655),(77 709.6005),(78 713.1442),(79 715.6642),
(1 175.69585),(2 256.74765),(3 314.48114),(4 358.32663),(5 391.81882),(6 420.30157),(7 444.26382),(8 482.89252),(9 506.66116),(10 525.59326),(11 542.0902),(12 556.4067),(13 572.08887),(14 583.8644),(15 592.53485),(16 597.7614),(17 604.79297),(18 608.5557),(19 614.4078),(20 617.03925),(21 620.0705),(22 624.88196),(23 624.9585),(24 629.0718),(25 632.0438),(26 636.6122),(27 641.2643),(28 643.5867),(29 646.8032),(30 651.07837),(31 652.62445),(32 657.2546),(33 658.12775),(34 656.4924),(35 660.5146),(36 660.77655),(37 658.6583),(38 653.7248),(39 655.15265),(40 658.0837),(41 657.4999),(42 659.5993),(43 661.1066),(44 661.9732),(45 666.5207),(46 665.1617),(47 660.1109),(48 660.2009),(49 657.5165),(50 659.13367),(51 661.4835),(52 664.5554),(53 658.2425),(54 656.7486),(55 658.04987),(56 656.0636),(57 660.431),(58 662.14484),(59 668.248),(60 667.1595),(61 671.3415),(62 674.68085),(63 676.99603),(64 679.9942),(65 682.5348),(66 684.50726),(67 690.7627),(68 693.62146),(69 694.8531),(70 694.39923),(71 696.0377),(72 699.3301),(73 703.06744),(74 702.4145),(75 707.48456),(76 712.64307),(77 710.24603),(78 712.5923),(79 714.10986),
(1 175.55347),(2 256.11926),(3 310.42752),(4 355.468),(5 385.22525),(6 413.50168),(7 438.06366),(8 482.6046),(9 508.65295),(10 528.90454),(11 548.79675),(12 559.78107),(13 576.4943),(14 585.49243),(15 597.7155),(16 602.6109),(17 607.47784),(18 609.2722),(19 613.9146),(20 616.12976),(21 620.83405),(22 625.40015),(23 622.2151),(24 625.15704),(25 625.63715),(26 628.5162),(27 633.93713),(28 634.76245),(29 638.75134),(30 635.32306),(31 638.2258),(32 641.0524),(33 642.3065),(34 642.4685),(35 649.04425),(36 651.1491),(37 654.8528),(38 651.1132),(39 652.8767),(40 652.5206),(41 649.5904),(42 652.228),(43 655.8839),(44 658.53296),(45 664.8318),(46 664.7602),(47 667.299),(48 663.67554),(49 666.012),(50 667.4582),(51 669.2087),(52 671.6635),(53 666.56665),(54 665.9506),(55 669.8093),(56 669.1193),(57 673.2204),(58 676.5394),(59 681.1047),(60 684.3019),(61 692.27234),(62 699.26495),(63 699.4934),(64 701.5524),(65 705.7483),(66 709.86896),(67 712.8054),(68 714.5853),(69 716.0798),(70 718.08435),(71 721.08136),(72 722.9518),(73 725.5234),(74 727.3012),(75 733.7624),(76 740.06537),(77 743.49524),(78 744.20685),(79 740.85516),
(1 173.35658),(2 255.00046),(3 311.196),(4 357.43973),(5 388.26868),(6 414.85474),(7 440.1826),(8 481.83328),(9 505.55893),(10 523.9399),(11 543.36523),(12 552.8016),(13 565.883),(14 571.74084),(15 585.4068),(16 588.6761),(17 594.18506),(18 597.7303),(19 599.9319),(20 602.9719),(21 610.87164),(22 612.6251),(23 613.7177),(24 615.80164),(25 620.5194),(26 622.291),(27 627.3),(28 630.272),(29 634.11414),(30 632.5297),(31 635.01),(32 638.6777),(33 642.50256),(34 644.8904),(35 651.0744),(36 651.30676),(37 655.00104),(38 650.7264),(39 653.2507),(40 651.81134),(41 651.38007),(42 651.38135),(43 652.9252),(44 653.6743),(45 659.08075),(46 659.4808),(47 662.4305),(48 660.98334),(49 667.2655),(50 667.6841),(51 671.74005),(52 674.06726),(53 671.65137),(54 671.8787),(55 675.3233),(56 672.00494),(57 667.9797),(58 667.87646),(59 665.3082),(60 665.3832),(61 674.52795),(62 679.44495),(63 685.14575),(64 691.02655),(65 693.59393),(66 699.9135),(67 703.7777),(68 706.4906),(69 711.5286),(70 716.4575),(71 719.8182),(72 721.737),(73 721.3032),(74 725.17847),(75 724.5474),(76 727.9469),(77 730.1343),(78 728.5225),(79 728.1297),
(1 170.04309),(2 254.49345),(3 308.54977),(4 353.0666),(5 386.2216),(6 416.13293),(7 441.43506),(8 484.42056),(9 509.133),(10 529.3535),(11 546.60046),(12 555.0625),(13 569.95636),(14 577.1598),(15 586.3602),(16 589.4258),(17 591.2847),(18 598.1174),(19 601.66327),(20 602.389),(21 605.1987),(22 607.8475),(23 612.1298),(24 616.0394),(25 617.19586),(26 617.77246),(27 622.7066),(28 623.8311),(29 627.581),(30 632.22406),(31 639.28845),(32 644.64844),(33 650.599),(34 654.19794),(35 656.8627),(36 654.4198),(37 655.894),(38 656.21014),(39 659.08777),(40 661.5288),(41 659.1252),(42 659.62976),(43 662.37854),(44 662.77856),(45 665.1389),(46 662.8694),(47 664.1472),(48 665.279),(49 669.7648),(50 672.51996),(51 674.4465),(52 673.39716),(53 672.72797),(54 671.5085),(55 672.4053),(56 671.1431),(57 668.1917),(58 669.33417),(59 667.9128),(60 668.5468),(61 671.4518),(62 673.78455),(63 677.7728),(64 680.16504),(65 678.8287),(66 688.02704),(67 692.99023),(68 693.3332),(69 698.5316),(70 702.11487),(71 706.6103),(72 709.75104),(73 709.0508),(74 709.3579),(75 711.08923),(76 712.75073),(77 711.4179),(78 708.66254),(79 712.2136),
(1 165.80795),(2 247.15762),(3 302.3372),(4 342.10794),(5 374.12015),(6 403.27722),(7 425.31448),(8 468.19034),(9 492.07043),(10 512.6651),(11 530.62305),(12 543.79663),(13 556.8176),(14 568.9247),(15 579.1464),(16 581.1121),(17 585.4074),(18 591.6581),(19 595.80096),(20 597.90344),(21 604.765),(22 607.95215),(23 611.17596),(24 614.62585),(25 615.9446),(26 622.339),(27 625.38885),(28 626.09033),(29 629.2029),(30 631.12555),(31 633.76874),(32 634.82245),(33 636.5793),(34 636.75574),(35 638.98615),(36 639.29706),(37 640.88745),(38 639.7155),(39 647.9512),(40 650.8613),(41 652.2696),(42 652.63696),(43 651.0287),(44 651.7),(45 653.33905),(46 651.988),(47 654.1363),(48 652.2557),(49 654.92566),(50 655.96606),(51 655.1),(52 658.19086),(53 658.8709),(54 656.68317),(55 652.34827),(56 649.3907),(57 647.1902),(58 647.00867),(59 648.959),(60 650.7462),(61 656.4143),(62 658.82965),(63 665.6668),(64 671.95123),(65 672.5638),(66 673.81335),(67 676.7433),(68 675.27295),(69 677.88055),(70 680.064),(71 682.7751),(72 683.498),(73 679.7064),(74 682.7804),(75 684.3022),(76 688.35626),(77 689.62646),(78 687.81683),(79 689.8957),
(1 164.43729),(2 244.03188),(3 301.00458),(4 342.11185),(5 372.35422),(6 400.84967),(7 424.3538),(8 464.62582),(9 488.53183),(10 509.8612),(11 527.8343),(12 538.3914),(13 552.03723),(14 561.6327),(15 574.7268),(16 580.87634),(17 585.67944),(18 589.67334),(19 593.65204),(20 599.2163),(21 601.7708),(22 605.42804),(23 607.19745),(24 605.3031),(25 606.20166),(26 611.02374),(27 608.97424),(28 611.8454),(29 611.782),(30 611.36005),(31 617.0178),(32 618.0948),(33 621.03937),(34 623.7718),(35 627.6735),(36 627.2076),(37 627.79944),(38 629.3197),(39 629.5792),(40 633.8653),(41 632.62964),(42 636.9861),(43 635.20715),(44 636.09827),(45 640.5785),(46 644.83264),(47 646.32526),(48 642.24963),(49 644.0493),(50 645.7534),(51 650.6917),(52 653.62946),(53 646.30566),(54 644.89746),(55 638.8328),(56 639.43005),(57 640.62305),(58 638.715),(59 640.15466),(60 641.209),(61 649.0913),(62 650.80695),(63 652.43964),(64 659.87085),(65 660.9336),(66 662.6596),(67 663.11847),(68 662.5025),(69 664.39545),(70 666.67206),(71 666.5686),(72 667.7512),(73 664.98883),(74 667.5915),(75 668.7548),(76 672.5771),(77 676.6846),(78 681.75916),(79 685.7038),
(1 162.76132),(2 240.25029),(3 293.7478),(4 333.13635),(5 364.0803),(6 392.4636),(7 415.1653),(8 454.47412),(9 477.3599),(10 498.90182),(11 515.9527),(12 529.07996),(13 538.9833),(14 548.56146),(15 561.8877),(16 568.48676),(17 568.6795),(18 572.7266),(19 579.8904),(20 583.2491),(21 587.4496),(22 592.02167),(23 591.50934),(24 592.7297),(25 596.13916),(26 599.4902),(27 602.951),(28 605.4331),(29 606.8042),(30 607.30383),(31 611.3679),(32 614.69214),(33 617.33563),(34 619.95526),(35 620.8778),(36 618.37054),(37 618.5024),(38 618.9151),(39 620.7229),(40 621.57104),(41 621.33997),(42 620.588),(43 616.7683),(44 620.33435),(45 618.66156),(46 622.77783),(47 622.21967),(48 621.3112),(49 621.8895),(50 623.0381),(51 629.3841),(52 633.1111),(53 630.7695),(54 630.7816),(55 629.918),(56 630.1585),(57 628.8628),(58 630.865),(59 634.28925),(60 635.2505),(61 639.2942),(62 642.0353),(63 643.5342),(64 644.97705),(65 648.21436),(66 649.50336),(67 652.69617),(68 652.7496),(69 654.0993),(70 656.9527),(71 657.4281),(72 658.6986),(73 659.9768),(74 668.1166),(75 671.9299),(76 673.6667),(77 679.8923),(78 680.29193),(79 683.1847),
