1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23564.39),(2 40383.563),(3 36530.13),(4 38839.242),(5 42894.367),(6 42504.113),(7 42252.582),(8 42769.414),(9 41144.86),(10 40310.61),(11 41093.688),(12 43006.234),(13 43929.582),(14 44982.566),(15 46914.94),(16 46661.285),(17 46785.863),(18 47038.703),(19 46194.793),(20 45364.305),(21 46663.06),(22 47649.14),(23 47328.664),(24 47363.133),(25 48101.977),(26 48644.86),(27 47366.867),(28 46751.05),(29 49012.313),(30 50156.04),(31 49196.293),(32 49649.414),(33 49795.047),(34 48541.09),(35 48711.168),(36 48772.395),(37 48525.94),(38 48913.152),(39 48901.8),(40 48882.01),(41 47967.91),(42 47616.375),(43 49110.42),(44 49643.395),(45 49421.215),(46 49141.133),(47 48542.277),(48 49930.867),(49 49764.742),(50 49334.44),(51 49107.676),(52 49587.75),(53 50039.332),(54 48959.21),(55 49140.81),(56 50394.902),(57 49679.832),(58 50065.94),(59 51071.06),(60 51049.617),(61 51023.89),(62 51346.293),(63 51626.25),(64 52795.625),(65 52511.785),(66 52113.523),(67 52938.836),(68 52494.24),(69 51367.06),(70 51560.066),(71 52715.766),(72 53046.023),(73 52984.74),(74 54798.887),(75 56026.78),(76 55333.56),(77 55052.44),(78 55861.14),(79 55945.34),
(1 22959.969),(2 38079.49),(3 34880.695),(4 37889.53),(5 41324.82),(6 41001.637),(7 40311.45),(8 41435.027),(9 39746.082),(10 39091.164),(11 40747.57),(12 41748.723),(13 41679.305),(14 42895.043),(15 44917.3),(16 44497.99),(17 44164.58),(18 46030.605),(19 45153.69),(20 43746),(21 45552.082),(22 46024.934),(23 44923.125),(24 45685.49),(25 45847.69),(26 45553.254),(27 44928.36),(28 45620.203),(29 47406.516),(30 47915.816),(31 47441.184),(32 47579.426),(33 46568.133),(34 46850.367),(35 48295.523),(36 47679.547),(37 47184.953),(38 47928.84),(39 47910.19),(40 47963.965),(41 46576.418),(42 46440.777),(43 47850.305),(44 47760.043),(45 47860.73),(46 47793.23),(47 48385.996),(48 49286.688),(49 48427.156),(50 48254.574),(51 47645.273),(52 48283.395),(53 48565.723),(54 47923.97),(55 48946.055),(56 49476.477),(57 48797.973),(58 49758.566),(59 49901.656),(60 48694.703),(61 48672.016),(62 50023.24),(63 50708.29),(64 50332.55),(65 51074.69),(66 51153.82),(67 50228.945),(68 49574.074),(69 49144.367),(70 51294.266),(71 50775.05),(72 50669.98),(73 50490.676),(74 51100.3),(75 51874.992),(76 51161.848),(77 51032.31),(78 52624.324),(79 51855.547),
(1 23219.865),(2 38332.88),(3 35035.777),(4 38935.625),(5 41137.355),(6 39845.984),(7 40153.082),(8 41096.43),(9 39910.508),(10 38601.758),(11 39845.082),(12 40554.7),(13 40971.4),(14 42570.555),(15 43601.723),(16 43352.957),(17 44376.41),(18 44890.62),(19 44202.727),(20 43989.984),(21 44691.375),(22 43766.53),(23 44219.656),(24 45457.56),(25 44300.168),(26 44625.035),(27 44340.832),(28 43776.656),(29 44728.152),(30 45234.863),(31 44973.38),(32 45439.867),(33 44815.543),(34 44287.074),(35 45244.44),(36 45510.582),(37 45053.87),(38 44650.516),(39 45234.277),(40 45685.063),(41 45175.15),(42 45126.938),(43 45136.074),(44 45824.09),(45 45512.18),(46 45274.125),(47 47036.22),(48 47895.746),(49 46309.766),(50 45865.43),(51 46986.56),(52 47805.855),(53 46378.375),(54 46176.848),(55 47365.023),(56 48548.098),(57 48069.57),(58 48237.957),(59 47936.668),(60 46991.12),(61 47779.094),(62 48319.145),(63 47993.465),(64 49579.008),(65 51015.3),(66 49146.633),(67 48796.94),(68 49544.793),(69 50564.027),(70 50257.83),(71 49319.902),(72 51599.918),(73 50846.98),(74 49585.07),(75 50603.56),(76 50945.88),(77 51064.887),(78 51860.152),(79 52143.09),
(1 22843.807),(2 37116.266),(3 33316.883),(4 37400.1),(5 40369.383),(6 39146.914),(7 39522.26),(8 39824.92),(9 38255.902),(10 37439.426),(11 38743.734),(12 39188.94),(13 40646.69),(14 43133.54),(15 42889.906),(16 42254.04),(17 44053.066),(18 44321.676),(19 43196.48),(20 43358.8),(21 44751.36),(22 44548.54),(23 44670.883),(24 45162.543),(25 43967.652),(26 44600.617),(27 44747.594),(28 44289.945),(29 45742.727),(30 46739.566),(31 46699.594),(32 47432.453),(33 46442.227),(34 46642.094),(35 46746.652),(36 46865.066),(37 47102.46),(38 47230.707),(39 47837.51),(40 47327.71),(41 46697.336),(42 47694.79),(43 47706.055),(44 47828.688),(45 47398.848),(46 47685.28),(47 49599.313),(48 48979.855),(49 48416.49),(50 48751.617),(51 48956.78),(52 48597.082),(53 48211.26),(54 49478.52),(55 50619.383),(56 50134.023),(57 50598.383),(58 51261.54),(59 50040.934),(60 50088.8),(61 51226.54),(62 51410.73),(63 51663.09),(64 52193.637),(65 52733.258),(66 52430.645),(67 51683.902),(68 51695.39),(69 52518.53),(70 52124.703),(71 51887.95),(72 53834.484),(73 53065.777),(74 53222.83),(75 54793.51),(76 53722.508),(77 53473.03),(78 54449.164),(79 54962.742),
(1 22900.215),(2 36292.57),(3 32343.807),(4 36911.848),(5 38364.457),(6 38056.668),(7 38194.81),(8 38244.832),(9 37843.305),(10 36903.35),(11 37681.9),(12 38967.113),(13 39778.563),(14 41446.766),(15 41664.38),(16 41987.6),(17 43395.48),(18 42375.098),(19 41063.598),(20 41272.793),(21 42327.176),(22 41592.918),(23 41636.027),(24 43329.727),(25 44327.418),(26 44219.28),(27 43110.547),(28 43610.066),(29 45207.25),(30 44833.66),(31 45135.727),(32 44660.957),(33 43253.703),(34 44516.27),(35 44266.99),(36 43323.844),(37 44972.344),(38 45213.535),(39 45158.523),(40 45723.688),(41 44596.176),(42 45212.41),(43 45833.543),(44 45866.566),(45 45314.47),(46 45320.285),(47 47124.695),(48 46363.695),(49 44718.797),(50 45461.85),(51 46152.64),(52 46309.453),(53 46768.418),(54 47181.613),(55 46700.063),(56 47150.766),(57 48106.48),(58 47432.598),(59 47013.81),(60 47832.344),(61 48386.93),(62 48567.086),(63 48746.527),(64 49508.676),(65 48109.46),(66 47004.69),(67 46329.5),(68 46839.355),(69 47369.723),(70 47580.098),(71 48148.64),(72 49279.934),(73 48982.58),(74 47814.414),(75 48734.19),(76 48451.652),(77 48008.785),(78 49960.55),(79 50321.867),
(1 21994.693),(2 34708.766),(3 30581.549),(4 34868.957),(5 35970.18),(6 34882.23),(7 35529.598),(8 36134.355),(9 36407.316),(10 35375.625),(11 35813.035),(12 37785.438),(13 38777.504),(14 39955.887),(15 40419.703),(16 41310.3),(17 41660.97),(18 41236.73),(19 40894.957),(20 41343.645),(21 42189.98),(22 41794.543),(23 43078.824),(24 43441.023),(25 42419.813),(26 42248.746),(27 42040.984),(28 43060.207),(29 43874.098),(30 42958.023),(31 43566.492),(32 43749.344),(33 43304.934),(34 43079.535),(35 43776.72),(36 43427.84),(37 43490.652),(38 43646.125),(39 43730.23),(40 43944.938),(41 43117.457),(42 43861.81),(43 45034.32),(44 44131.06),(45 43779.223),(46 45105.516),(47 45159.66),(48 45096.418),(49 45705.97),(50 46223.03),(51 45421.5),(52 45397.574),(53 45613.746),(54 46057.33),(55 46783.56),(56 47675.51),(57 47312.457),(58 46589.645),(59 46248.137),(60 46749.598),(61 47517.24),(62 47241.953),(63 47992.55),(64 48175.555),(65 46306.535),(66 46176.17),(67 46994.586),(68 46242.617),(69 46125.13),(70 46817.22),(71 47825.21),(72 48030.945),(73 48506.2),(74 47944.74),(75 47552.027),(76 47601.496),(77 48422.016),(78 48491.69),(79 49344.37),
(1 21079.73),(2 33366.95),(3 30239.02),(4 34584.754),(5 35518.64),(6 35380.81),(7 35897.61),(8 34978.688),(9 34748.418),(10 35493.496),(11 35817.633),(12 36321.746),(13 37721.402),(14 38961.67),(15 38945.797),(16 39937.277),(17 40485.582),(18 39612.94),(19 40022.45),(20 39747.758),(21 40806.88),(22 41235.42),(23 40961.848),(24 42368.992),(25 42788.71),(26 41661.26),(27 42234.293),(28 42506.43),(29 42078.28),(30 42484.96),(31 42847.47),(32 43043.4),(33 42369.496),(34 42557.3),(35 43235.273),(36 42274.707),(37 43037.33),(38 43848.883),(39 43389.836),(40 43146.277),(41 42616.29),(42 43308.547),(43 43604.066),(44 42921.47),(45 42968.082),(46 44112.367),(47 43204.22),(48 43035.555),(49 44118.27),(50 43134.65),(51 43174.242),(52 44498.938),(53 44711.117),(54 44374.82),(55 45116.95),(56 46079.727),(57 44892.91),(58 44668.95),(59 44257.66),(60 44852.223),(61 45894.516),(62 45930.14),(63 46041.59),(64 46007.098),(65 45217.844),(66 45285.15),(67 44845.594),(68 45288.957),(69 45740.227),(70 46089.21),(71 46738.25),(72 46190.992),(73 47020),(74 47912.887),(75 46030.027),(76 47035.516),(77 46841.523),(78 46473.31),(79 47635.7),
(1 20654.09),(2 32061.076),(3 29289.912),(4 33086.285),(5 33144.145),(6 32529.875),(7 32285.984),(8 31693.139),(9 31460.814),(10 32705.016),(11 34221.22),(12 33895.316),(13 34275.55),(14 35836.9),(15 36220.074),(16 36915.652),(17 38096.555),(18 36985.633),(19 36155.316),(20 36770.27),(21 37488.68),(22 37579.87),(23 38292.12),(24 38719.266),(25 39220.832),(26 39149.004),(27 38268.445),(28 38553.605),(29 39823.645),(30 40333.953),(31 39502.332),(32 39607.4),(33 39252.957),(34 39453.098),(35 38832.88),(36 38703.703),(37 40514.797),(38 40667.09),(39 39964.297),(40 39834.742),(41 39864.656),(42 40157.523),(43 39919.664),(44 39680.25),(45 39971.16),(46 40704.297),(47 40491.12),(48 40067.69),(49 40314.598),(50 38781.25),(51 39933.098),(52 42108.43),(53 41797.992),(54 42025.492),(55 42607.54),(56 41925.957),(57 40598.188),(58 40965.824),(59 42106.875),(60 42326.785),(61 42245.477),(62 42611.32),(63 42896.344),(64 42486.91),(65 42892.81),(66 42620.54),(67 41925.37),(68 42987.625),(69 42667.223),(70 43179.65),(71 43944.586),(72 42862.39),(73 43632.15),(74 44007.41),(75 43632.543),(76 44581.22),(77 44337.777),(78 44468.13),(79 44367.71),
(1 20383.346),(2 30423.602),(3 27914.885),(4 32118.205),(5 32352.379),(6 31723.346),(7 31508.666),(8 30767.85),(9 30848.229),(10 32012.87),(11 33109.688),(12 33071.434),(13 34052.633),(14 35274.785),(15 34919.816),(16 36835.816),(17 36731.234),(18 34922.35),(19 35960.8),(20 36872.99),(21 36738.344),(22 37005.152),(23 37064.645),(24 36830.066),(25 36772.543),(26 37438.99),(27 38119.836),(28 37704.23),(29 38177.656),(30 38143.113),(31 37866.758),(32 37708.434),(33 37070.266),(34 38200.84),(35 38024.895),(36 37291.14),(37 38111.543),(38 37535.543),(39 37748.758),(40 38143.01),(41 37992.74),(42 38873.035),(43 38627.813),(44 38060.29),(45 38576.23),(46 38273.63),(47 38890.59),(48 39226.664),(49 38932.383),(50 38389.92),(51 39812.285),(52 39973.918),(53 40029.832),(54 41001.813),(55 40937.28),(56 39251.855),(57 39358.668),(58 39522.887),(59 40338.99),(60 41110.105),(61 40794.883),(62 40461.63),(63 40697.98),(64 40077.348),(65 40197.293),(66 40871.195),(67 41314.098),(68 41521.93),(69 41682.35),(70 42358.555),(71 42825.875),(72 42979.35),(73 42083.59),(74 42412.35),(75 42705.996),(76 42747.555),(77 43572.508),(78 44909.254),(79 44239.19),
(1 19427.78),(2 29057.885),(3 27203.729),(4 30874.28),(5 31476.057),(6 30496.2),(7 30354.86),(8 30163.684),(9 29868.7),(10 30880.188),(11 31620.117),(12 31615.56),(13 32074.816),(14 33280.492),(15 33022),(16 34588.863),(17 34352.816),(18 32968.23),(19 33528.613),(20 34061.586),(21 34543.492),(22 34419),(23 35416.29),(24 36521.676),(25 34731.633),(26 35660.332),(27 36549.633),(28 35493.38),(29 36358.598),(30 36890.797),(31 36251.55),(32 36154.164),(33 35213.426),(34 35799.52),(35 36517.72),(36 36372.62),(37 36283.418),(38 36709.06),(39 36935.348),(40 36175.56),(41 36466.7),(42 36773.77),(43 36568.637),(44 36272.277),(45 37101.855),(46 37200.02),(47 37185.51),(48 38518.098),(49 38062.22),(50 37833.74),(51 38462.13),(52 38328.992),(53 39240.152),(54 38827.594),(55 38311.18),(56 38795.76),(57 38448.094),(58 38120.465),(59 38772.086),(60 39339.977),(61 39188.668),(62 38954.832),(63 39104.74),(64 39096.676),(65 38195.004),(66 39457.375),(67 39473.477),(68 39490.957),(69 39526.074),(70 39469.9),(71 40196.426),(72 39925.137),(73 40255.79),(74 40964.79),(75 40750),(76 40311.215),(77 41067.11),(78 42003.008),(79 41320.793),
(1 19270.793),(2 27895.268),(3 26027.43),(4 30025.773),(5 30215.273),(6 28798.623),(7 28340.217),(8 28305.135),(9 28644.432),(10 29405.326),(11 30095.793),(12 30686.313),(13 31272.078),(14 31851.154),(15 32001.02),(16 32813.434),(17 31549.143),(18 30921.564),(19 32600.81),(20 31926.752),(21 32861.03),(22 33503.555),(23 33375.496),(24 33831.207),(25 32842.766),(26 33751.03),(27 34087.71),(28 33132.043),(29 34980.508),(30 34892.344),(31 33861.37),(32 34307.94),(33 34387.676),(34 34566.695),(35 34114.26),(36 34202.703),(37 34751.66),(38 34939.15),(39 35320.887),(40 34832.23),(41 35668.473),(42 35102.37),(43 34774.563),(44 35107.902),(45 35754.863),(46 35852.016),(47 34889.098),(48 35573.22),(49 35391.426),(50 36219.355),(51 36379.867),(52 35372.566),(53 36230.258),(54 36331.082),(55 35576.9),(56 35651.215),(57 35909.82),(58 36230.355),(59 36624.465),(60 36324.13),(61 36721.29),(62 36241.715),(63 35640.68),(64 36329.56),(65 36657.01),(66 37512.492),(67 36871.42),(68 37489.195),(69 36560.453),(70 36518.754),(71 37243.156),(72 36907.914),(73 36914.613),(74 37317.207),(75 38087.785),(76 38200.99),(77 38259.414),(78 39025.234),(79 39161.766),
(1 19035.123),(2 27136.982),(3 25332.695),(4 29083.55),(5 29283.527),(6 28518.102),(7 27830.271),(8 28138.053),(9 28219.834),(10 28691.926),(11 29736.885),(12 29884.05),(13 30697.174),(14 31320.879),(15 31251.68),(16 31965.396),(17 31151.373),(18 30786.89),(19 31843.04),(20 30742.852),(21 32579.184),(22 33698.426),(23 33413.797),(24 33233.438),(25 32540.063),(26 33088.418),(27 33382.445),(28 32737.816),(29 33770.043),(30 33797.76),(31 33432.934),(32 34093.555),(33 33455.05),(34 33058.734),(35 33285.75),(36 33381.098),(37 33113.414),(38 33157.53),(39 33276.555),(40 33075.25),(41 33247.965),(42 33618.43),(43 33201.93),(44 33390.6),(45 33060.34),(46 33187.688),(47 32753.016),(48 33782.777),(49 34232.19),(50 34349.055),(51 34063.402),(52 33521.957),(53 34014.637),(54 33802.473),(55 34057.7),(56 33390.266),(57 33183.555),(58 34567.25),(59 35086.32),(60 34036.31),(61 34568.41),(62 35154.332),(63 34084.723),(64 34238.41),(65 35402.09),(66 36266.03),(67 35360.137),(68 36338.508),(69 36319.375),(70 35846.848),(71 36654.273),(72 37189.82),(73 36962.54),(74 37068.01),(75 38089.152),(76 38188.33),(77 37987.14),(78 39015.24),(79 39007.848),
(1 18700.346),(2 26650.416),(3 25012.535),(4 28150.037),(5 28510.945),(6 27637.895),(7 27179.537),(8 28067.127),(9 27406.43),(10 28338.191),(11 29624.223),(12 28976.686),(13 29974.781),(14 30768.873),(15 30918.777),(16 31170.898),(17 30381.457),(18 30711.719),(19 30823.543),(20 30474.059),(21 32133.732),(22 32299.297),(23 32002.568),(24 32702.744),(25 32112.063),(26 32703.182),(27 33017.508),(28 33011.203),(29 32881.785),(30 33026.406),(31 32266.908),(32 32833.96),(33 33185.25),(34 32744.43),(35 32851.977),(36 33058.156),(37 33217.605),(38 32702.771),(39 32711.537),(40 33053.844),(41 32011.133),(42 32418.957),(43 32264.797),(44 32449.717),(45 32925.777),(46 32261.49),(47 31717.158),(48 32069.777),(49 32488.85),(50 32576.553),(51 31777.91),(52 32775.215),(53 32662.34),(54 32446.33),(55 32737.293),(56 32520.932),(57 33130.598),(58 33256.957),(59 33068.594),(60 32398.645),(61 33674.918),(62 33345.832),(63 33553.77),(64 33203.645),(65 33143.633),(66 34537.727),(67 34020.332),(68 35577.715),(69 35591.566),(70 34176.81),(71 35406.383),(72 35711.39),(73 35578.344),(74 36124.34),(75 37484.58),(76 37448.883),(77 36995.656),(78 38223.48),(79 37845.47),
(1 18455.29),(2 26434.95),(3 24370.39),(4 27465.06),(5 26948.098),(6 26672.852),(7 26832.705),(8 27329.928),(9 27080.55),(10 28007.883),(11 29017.861),(12 28828.504),(13 28825.887),(14 29383.922),(15 30741.676),(16 29323.17),(17 29274.402),(18 30720.32),(19 30709.186),(20 30757.62),(21 31137.701),(22 31706.041),(23 31414.158),(24 32061.133),(25 31657.412),(26 31932.264),(27 32043.11),(28 32117.934),(29 32889.594),(30 32290.238),(31 32360.969),(32 33155.574),(33 32675.14),(34 33089.113),(35 33191.703),(36 31753.176),(37 32781.074),(38 33092.215),(39 32672.23),(40 32855.52),(41 32543.262),(42 31979.17),(43 31750.738),(44 32332.795),(45 31932.05),(46 31510.29),(47 32480.701),(48 32466.375),(49 32405.158),(50 32557.443),(51 31301.717),(52 31886.424),(53 32393.195),(54 32527.604),(55 32222.955),(56 32452.594),(57 32153.432),(58 32478.082),(59 32747.336),(60 33247.91),(61 32912.594),(62 32589.277),(63 32796.164),(64 32997.477),(65 33370.785),(66 33850.008),(67 33551.523),(68 34197.652),(69 33371.297),(70 33883.79),(71 34295.773),(72 34236.17),(73 34779.28),(74 35454.914),(75 35796.63),(76 35493.402),(77 36267.484),(78 36628.863),(79 36614.863),
(1 18165.232),(2 26247.734),(3 24906.525),(4 27565.531),(5 27461.33),(6 26654.152),(7 27627.934),(8 27459.463),(9 27029.229),(10 28295.146),(11 28540.918),(12 29325.19),(13 29238.818),(14 29779.283),(15 30650.047),(16 29621.06),(17 29979.654),(18 31121.105),(19 30587.857),(20 31060.906),(21 31338.936),(22 31556.553),(23 31763.518),(24 31676.643),(25 31396.52),(26 31788.193),(27 32438.037),(28 32359.88),(29 32999.168),(30 32161.486),(31 32045.916),(32 32367.486),(33 31942.475),(34 32913.633),(35 32757.031),(36 32431.387),(37 31992.365),(38 31775.613),(39 32414.64),(40 32859.215),(41 32687.43),(42 32589.77),(43 32341.21),(44 32530.37),(45 32255.164),(46 32309.83),(47 33693.68),(48 33385.82),(49 32955.65),(50 33091.64),(51 32343.52),(52 33243.52),(53 33309.668),(54 33228.95),(55 33710.73),(56 33652.69),(57 33870.918),(58 33674.99),(59 33600.03),(60 34072.18),(61 34368.938),(62 34290.34),(63 34109.645),(64 35281.54),(65 34711.617),(66 34873.34),(67 35458.25),(68 36246.38),(69 35718.55),(70 36164.19),(71 36253.594),(72 36370.61),(73 37892.1),(74 37107.47),(75 37406.234),(76 38266.76),(77 39411.047),(78 38672.215),(79 38626.332),
(1 17647.844),(2 25176.686),(3 24056.676),(4 25857.148),(5 26037.695),(6 25128.906),(7 25370.379),(8 25488.309),(9 25629.99),(10 26638.18),(11 26845.336),(12 27203.756),(13 27144.201),(14 28448.13),(15 28555.621),(16 27469.354),(17 28562.336),(18 29605.365),(19 29377.545),(20 30192.053),(21 30714.11),(22 30301.43),(23 30803.537),(24 30637.93),(25 30790.94),(26 31615.21),(27 32223.94),(28 31299.793),(29 31060.615),(30 31440.582),(31 31332.871),(32 31199.545),(33 30983.04),(34 31339.635),(35 31016.691),(36 31008.434),(37 30571.191),(38 30394.43),(39 31129.838),(40 30616.158),(41 30149.238),(42 30780.463),(43 31119.865),(44 30711.408),(45 30949.615),(46 31650.445),(47 31114.527),(48 30178.354),(49 31015.516),(50 30788.295),(51 31262.86),(52 31408.848),(53 31042.695),(54 31385.365),(55 31826.205),(56 31920.14),(57 31849.832),(58 32031.71),(59 31971.588),(60 32031.908),(61 32960.492),(62 32853.617),(63 32703.54),(64 33278.52),(65 32838.324),(66 32744.744),(67 33324.6),(68 33172.297),(69 33547.88),(70 34567.508),(71 34440.58),(72 34626.094),(73 35168.44),(74 34753.36),(75 35453.934),(76 36043.008),(77 36474.355),(78 36116.42),(79 36989.105),
(1 17233.71),(2 23975.865),(3 22385.98),(4 25158),(5 24948.252),(6 24733.877),(7 25884.865),(8 25526.428),(9 25179.863),(10 26090.508),(11 27109.693),(12 26876.088),(13 26307.428),(14 28037.316),(15 27982.906),(16 27227.273),(17 28378.234),(18 28829.932),(19 28518.77),(20 29381.809),(21 28702.912),(22 29430.16),(23 29543.662),(24 29554.227),(25 29886.74),(26 30534.354),(27 30600.684),(28 30881.97),(29 30660.709),(30 30425.023),(31 30546.346),(32 30553.172),(33 30889.191),(34 30813.918),(35 30494.965),(36 30959.4),(37 29917.309),(38 30603.4),(39 31187.031),(40 30575.963),(41 30747.229),(42 30658.943),(43 30461.785),(44 30968.531),(45 31005.809),(46 31523.783),(47 31575.754),(48 31275.816),(49 31361.402),(50 30266.514),(51 30672.217),(52 30843.443),(53 31030.29),(54 31303.408),(55 31301.53),(56 30762.53),(57 32184.594),(58 32033.32),(59 31028.086),(60 32263.309),(61 32464.969),(62 31930.215),(63 32281.477),(64 32505.549),(65 32527.137),(66 32290.2),(67 33437.418),(68 32891.62),(69 33171.645),(70 33729.027),(71 33997.715),(72 34208.285),(73 34611.883),(74 34679.016),(75 35102.223),(76 35629.555),(77 35517.715),(78 35589.6),(79 35248.742),
(1 16542.48),(2 23000.102),(3 22381.97),(4 23862.564),(5 24155.521),(6 23758.418),(7 24102.367),(8 24125.146),(9 24431.746),(10 25416.781),(11 25864.068),(12 25620.178),(13 25187.545),(14 26353.69),(15 26493.033),(16 25304.775),(17 26557.115),(18 27619.473),(19 26922.37),(20 28008.707),(21 27374.432),(22 27417.557),(23 27926.213),(24 28037.459),(25 28073.004),(26 29025.996),(27 29181.58),(28 29300.63),(29 28898.902),(30 28981.01),(31 29771.068),(32 29386.012),(33 29829.97),(34 29606.63),(35 29014.068),(36 29561.477),(37 29585.357),(38 30205.455),(39 29947.473),(40 29428.637),(41 30119.197),(42 30133.598),(43 28902.373),(44 29521.977),(45 29353.295),(46 29440.994),(47 29926.45),(48 28970.799),(49 29528.598),(50 29331.107),(51 28961.332),(52 29034.277),(53 29601.12),(54 29712.695),(55 29696.637),(56 29475.047),(57 29542.32),(58 29237.541),(59 29060.05),(60 30037.924),(61 30014.834),(62 29862.094),(63 30394.746),(64 30881.148),(65 30750.602),(66 31598.523),(67 31803.719),(68 31542.535),(69 31715.38),(70 32012.912),(71 32387.174),(72 32624.809),(73 33111.496),(74 33432.727),(75 32910.855),(76 33501.953),(77 33946.813),(78 33378.934),(79 34162.383),
