1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7128.0483),(2 20742.29),(3 39395.99),(4 57133.633),(5 74700.86),(6 90067.305),(7 102830.805),(8 112657.71),(9 120253.07),(10 126716.48),(11 132536.11),(12 137542.13),(13 141505.97),(14 145221.3),(15 148382.13),(16 151192.34),(17 153985.86),(18 157205.13),(19 161452.7),(20 165335.23),(21 168438.69),(22 171788.34),(23 174353.33),(24 176498.56),(25 178700.28),(26 179704.19),(27 179238.56),(28 178073.69),(29 177240.56),(30 176355.94),(31 176128.42),(32 175487.73),(33 174866.95),(34 175125.69),(35 174833.28),(36 175382.8),(37 176825.16),(38 179048.14),(39 181497.47),(40 184069.66),(41 185538.3),(42 187275.06),(43 187716.42),(44 188514.7),(45 189606.19),(46 190535.3),(47 192414.53),(48 194181.63),(49 196156.2),(50 198782.66),(51 200830.88),(52 202195.31),(53 203820.34),(54 205150.25),(55 206470.1),(56 207302.48),(57 208386.2),(58 208383.06),(59 207698.77),(60 206578.61),(61 204731.83),(62 202719.34),(63 200339.02),(64 198847.06),(65 196878),(66 194872.56),(67 193713.69),(68 191830.52),(69 190060.47),(70 188869.16),(71 187309.47),(72 187069.81),(73 187707.73),(74 187837.67),(75 187583.9),(76 187506.88),(77 187070.89),(78 186104.16),(79 186101.27),
(1 7055.366),(2 20745.129),(3 40099.29),(4 58164.92),(5 75972.73),(6 91328.03),(7 104338.35),(8 115208.29),(9 123847.75),(10 131188.22),(11 136098.23),(12 140337.45),(13 143360.42),(14 145310.02),(15 147862.84),(16 150362.16),(17 153703.34),(18 157344.55),(19 161572.55),(20 164793.16),(21 167433.31),(22 170558.08),(23 172660.16),(24 174416.27),(25 175800.08),(26 178057.31),(27 179656.28),(28 180246.4),(29 181011.39),(30 181183.63),(31 181602.92),(32 181452.77),(33 181140.69),(34 181192.83),(35 180289.05),(36 180785.73),(37 181588.1),(38 182665.83),(39 184533.31),(40 186250.22),(41 187754.06),(42 190353.64),(43 192909.6),(44 194970.61),(45 197574.4),(46 199562.36),(47 201471.94),(48 202669.92),(49 203591.31),(50 204258.83),(51 204362.13),(52 204531.2),(53 203998.95),(54 203742.34),(55 203412.03),(56 202532.52),(57 201830.77),(58 200622.28),(59 199606),(60 199477.16),(61 199198.38),(62 199347.5),(63 200528.38),(64 201378.92),(65 201654.08),(66 202208.86),(67 202452.64),(68 201664.95),(69 201273.3),(70 201118.02),(71 199804.67),(72 199930.34),(73 200476.1),(74 200655.17),(75 201895.61),(76 203624.7),(77 203940.4),(78 203954.47),(79 204657.3),
(1 6798.407),(2 19882.336),(3 37612.957),(4 54403.258),(5 71266.18),(6 86053.19),(7 99290.87),(8 109621.61),(9 118303.24),(10 125534.336),(11 131410.38),(12 136462.95),(13 140980.34),(14 143522.97),(15 145937.9),(16 147744.63),(17 149082.88),(18 150630.75),(19 151910.75),(20 153199.06),(21 155128.97),(22 157141.5),(23 158456.3),(24 159129.28),(25 159368.36),(26 160015.77),(27 161333.77),(28 162318.8),(29 162447.73),(30 162007.25),(31 162334.5),(32 162634.72),(33 163474.34),(34 164479.6),(35 165383.69),(36 167042.53),(37 168759.7),(38 169658.03),(39 170660.95),(40 172571.75),(41 173884.25),(42 176190.77),(43 178700.14),(44 180597.13),(45 183449.1),(46 185718.27),(47 187260.66),(48 188534.7),(49 189851.17),(50 190491.84),(51 190377.64),(52 190450.34),(53 190778.08),(54 189931.03),(55 189560.53),(56 188534.4),(57 188020),(58 187513.77),(59 187074.88),(60 187601.63),(61 188326.94),(62 187906.27),(63 187887.75),(64 187323.34),(65 185525.83),(66 184096.56),(67 182546.16),(68 181126.14),(69 180038.94),(70 179519.23),(71 178386.67),(72 178514.81),(73 178013.88),(74 177426.17),(75 177483.78),(76 178032.4),(77 177698.8),(78 177821.89),(79 177717.36),
(1 7079.844),(2 21164.07),(3 40227.035),(4 57973.38),(5 74964.836),(6 89508.164),(7 102495.2),(8 113248.9),(9 121764.95),(10 128760.53),(11 134312.88),(12 138443.86),(13 142091.22),(14 145100.16),(15 148351.66),(16 150284.88),(17 151589.58),(18 152878.48),(19 153837.52),(20 154792.56),(21 156722.38),(22 158558.72),(23 160425.1),(24 161738.77),(25 162108.27),(26 163045.48),(27 164217.58),(28 165610.27),(29 165720.39),(30 165754.89),(31 165695.7),(32 164904.88),(33 164589.4),(34 165189.69),(35 165290.6),(36 166331.97),(37 167514.81),(38 168222.28),(39 169452.48),(40 170456.86),(41 172275.03),(42 174499.5),(43 177737.3),(44 179785.28),(45 182298.4),(46 184831.77),(47 187216.81),(48 189807.44),(49 191974.13),(50 193808.42),(51 194785.63),(52 195336.98),(53 195244.33),(54 194655.13),(55 194395.4),(56 192561.27),(57 191644.27),(58 190170.7),(59 188138.47),(60 186408.19),(61 184849.42),(62 182793.67),(63 181615.36),(64 180524.64),(65 178910.72),(66 177104.61),(67 176049.69),(68 174680.83),(69 173598.53),(70 173044),(71 171685.89),(72 171177.4),(73 170388.86),(74 170648.86),(75 171387.73),(76 171736.11),(77 171396.4),(78 171092.64),(79 171532.1),
(1 7157.5137),(2 20994.357),(3 40262.72),(4 57784.934),(5 74144.94),(6 88318.02),(7 100515.67),(8 110631.49),(9 118644.79),(10 124996.59),(11 130004.64),(12 134242.95),(13 137742.88),(14 140662.17),(15 143870.08),(16 145950.08),(17 147389.14),(18 148729.66),(19 150417.06),(20 152341.08),(21 154230.33),(22 155912.67),(23 157259.84),(24 157764.52),(25 158222.27),(26 158833.94),(27 159788.45),(28 161348.89),(29 161525.53),(30 161726.86),(31 161828.34),(32 161278.98),(33 160133.95),(34 160358.97),(35 159880.94),(36 159689.95),(37 159933.08),(38 159891.45),(39 160521.86),(40 161112.23),(41 161429.83),(42 162638.77),(43 164856.11),(44 167112.89),(45 168550.33),(46 170433.98),(47 172146.45),(48 173805.48),(49 175199.3),(50 176493.7),(51 177828.95),(52 179526.83),(53 180290.44),(54 181416.66),(55 182404.25),(56 182645.27),(57 183093.25),(58 183722.47),(59 183502.42),(60 183062.64),(61 182903.9),(62 182706.48),(63 182550.61),(64 182036.31),(65 179681.11),(66 177650.45),(67 176366.16),(68 173480.42),(69 171076.67),(70 169672.5),(71 169293.25),(72 169411.84),(73 169571.5),(74 170277.81),(75 171565.11),(76 172579.1),(77 173524.47),(78 174027.84),(79 175024.45),
(1 6917.035),(2 20618.967),(3 39834.086),(4 57154.16),(5 73606.62),(6 88065.38),(7 100836.02),(8 111844.77),(9 121109.78),(10 128933.62),(11 135318.6),(12 140642.17),(13 144804.84),(14 146720.28),(15 148526.1),(16 149581.95),(17 150179.63),(18 151250.4),(19 152065.33),(20 152259.14),(21 152815.5),(22 153647.56),(23 154248.97),(24 154152.6),(25 154054.75),(26 154115.97),(27 154079.63),(28 155569.36),(29 156137.27),(30 156939.48),(31 158142.8),(32 159078.16),(33 160181.28),(34 161944.88),(35 161952.05),(36 161581.6),(37 161773.83),(38 161451.48),(39 161788.58),(40 162669.23),(41 163094.64),(42 165019.92),(43 167174.36),(44 169249.61),(45 171222.4),(46 173568.48),(47 175687.1),(48 177638.84),(49 178598.98),(50 179275.42),(51 179335.75),(52 179492.31),(53 178574.19),(54 177986.39),(55 177463.2),(56 176607.86),(57 175343.42),(58 174384.08),(59 173578.22),(60 172779.28),(61 172589.77),(62 171890.38),(63 171862.72),(64 171135.92),(65 169308.84),(66 167705.14),(67 166147.23),(68 163557.95),(69 161089.78),(70 159107.02),(71 156767.98),(72 155421.08),(73 154086.97),(74 152750.38),(75 151747.47),(76 150634.6),(77 150712.3),(78 152316.58),(79 153881.03),
(1 6851.1313),(2 20528.422),(3 39257.008),(4 56261.758),(5 72433.984),(6 86111.62),(7 98458.11),(8 108471.11),(9 117380.41),(10 124366.27),(11 129919.04),(12 134258.45),(13 137660.39),(14 139643.42),(15 141455.13),(16 142957.69),(17 144889.6),(18 146656.58),(19 149090.23),(20 151246.81),(21 153604.47),(22 156140.56),(23 157464.19),(24 157683.38),(25 157368.88),(26 157485.7),(27 157498.19),(28 157990.8),(29 158033.13),(30 158693.06),(31 159126.34),(32 159413.22),(33 159261.98),(34 160130.89),(35 159238.94),(36 158019.31),(37 157099.48),(38 155336.05),(39 154176.88),(40 153902.55),(41 153578.05),(42 154230.19),(43 154990.98),(44 156591.08),(45 159004.67),(46 163044.08),(47 166100.66),(48 168980.08),(49 170924.77),(50 172357.03),(51 173413.42),(52 174056.06),(53 173255.63),(54 171919.6),(55 169912.8),(56 167589.72),(57 165795.97),(58 164859.34),(59 163785.56),(60 163688.69),(61 164176.56),(62 164052.48),(63 164209.6),(64 164920.84),(65 163667.64),(66 162290.97),(67 160657.7),(68 158700.7),(69 157297.61),(70 156124.4),(71 155346.84),(72 154979.03),(73 154574.17),(74 153952.89),(75 153685.52),(76 153927.84),(77 154533.45),(78 155790.52),(79 156980.53),
(1 6819.15),(2 19850.916),(3 37869.164),(4 54373.86),(5 70570.08),(6 84994.82),(7 97697.266),(8 108180.43),(9 117090.5),(10 123869.05),(11 129359.516),(12 134223.81),(13 137341.83),(14 139179.73),(15 141164.66),(16 142802.67),(17 144808.77),(18 146318.34),(19 147391.95),(20 147550.03),(21 148208.5),(22 149330.89),(23 150502.48),(24 151772.73),(25 152944.42),(26 154066.31),(27 154640.27),(28 154603.92),(29 154681.89),(30 155630.14),(31 155797.36),(32 155639.2),(33 155372.06),(34 155683.8),(35 155729.36),(36 156411.16),(37 157407.8),(38 157011.77),(39 156397.19),(40 155642.05),(41 156104.31),(42 157135.4),(43 157979.11),(44 158933.77),(45 159868.5),(46 161038.86),(47 161764.28),(48 162854.92),(49 164226.92),(50 164740.22),(51 164684.14),(52 165559.95),(53 165507.3),(54 166208.25),(55 166501.02),(56 166390.22),(57 166957.16),(58 167760.81),(59 167463.8),(60 168342.42),(61 169441.27),(62 169891.77),(63 170352.75),(64 170754.23),(65 169738.67),(66 168640.23),(67 168136.8),(68 166658.06),(69 165262.52),(70 164636.06),(71 164433.97),(72 164717.64),(73 164738.5),(74 163694.34),(75 163310.5),(76 162858.95),(77 162703.94),(78 164609.4),(79 165335.27),
(1 6868.1597),(2 19933.424),(3 37756.082),(4 53907.39),(5 68998.16),(6 81940.24),(7 92744.54),(8 101297.54),(9 108581.45),(10 114268.305),(11 119016.77),(12 122682.664),(13 125576.625),(14 127323.99),(15 129909.19),(16 131690.48),(17 132704.19),(18 134452.89),(19 136395.56),(20 138124.9),(21 140848.5),(22 143504.02),(23 145547.97),(24 147475.9),(25 148764.25),(26 148995.89),(27 148528.61),(28 147860.75),(29 146904.03),(30 146818.58),(31 147354.34),(32 147439.42),(33 147627.25),(34 148329.95),(35 148777.25),(36 149938.33),(37 152755.4),(38 154587.83),(39 156027.4),(40 157022.88),(41 157321.45),(42 157525.3),(43 158243.34),(44 157923.56),(45 157193.36),(46 156382.02),(47 154764.2),(48 152857.63),(49 151122.92),(50 149891.7),(51 148244.4),(52 146913.73),(53 144770.06),(54 144248.05),(55 144363.25),(56 144248.05),(57 145122.27),(58 146350.44),(59 147185.48),(60 148452.34),(61 150590.98),(62 152132.69),(63 153832.89),(64 155310.05),(65 155896.81),(66 155984.6),(67 155805.25),(68 155216.53),(69 155915.83),(70 157450),(71 158695.34),(72 159974.64),(73 161807.13),(74 162867.08),(75 163576.1),(76 163440.63),(77 162467.38),(78 161096.36),(79 160168.48),
(1 6517.5166),(2 18785.246),(3 35536.453),(4 50776.492),(5 65186.38),(6 77682.61),(7 88475.414),(8 96729.69),(9 103536.55),(10 108381.875),(11 111661.945),(12 114082.164),(13 116032.12),(14 117504.02),(15 119319.54),(16 120367.56),(17 121171.16),(18 121801.484),(19 123056.625),(20 124343.11),(21 125998.76),(22 128343.31),(23 130351.61),(24 131812.3),(25 132857.67),(26 133257.25),(27 133719.64),(28 134486.2),(29 135071.66),(30 135300.9),(31 134995.19),(32 134982.77),(33 135763.1),(34 136770.77),(35 137176.7),(36 138667.95),(37 140415.73),(38 141573.08),(39 143355.81),(40 144346.17),(41 145036.39),(42 145629.38),(43 146496.19),(44 147253.14),(45 147571.08),(46 148362.84),(47 148687.22),(48 148779.19),(49 149278.05),(50 149263.67),(51 149383.72),(52 148943.11),(53 147900.28),(54 147596.84),(55 147207.33),(56 147412.55),(57 147594.11),(58 148280.52),(59 149174.73),(60 150119.42),(61 151946.89),(62 153168.06),(63 154929.1),(64 156435.88),(65 157067.67),(66 157630.55),(67 158235.1),(68 158664.77),(69 159506),(70 161386.84),(71 162067.89),(72 163016.95),(73 164904.72),(74 166528.95),(75 167775.17),(76 169372.89),(77 169860.03),(78 169375.8),(79 168806.17),
(1 6442.534),(2 18400.541),(3 34426.15),(4 48836.02),(5 62001.016),(6 72994.65),(7 82681.93),(8 90447.305),(9 96815.23),(10 101511.39),(11 104543.35),(12 107066.805),(13 109280.625),(14 110618.63),(15 111786.36),(16 112822.3),(17 114160.51),(18 115549.164),(19 117414.16),(20 118582.04),(21 119614.87),(22 120847.125),(23 121897.33),(24 123363.125),(25 124542.82),(26 124453.78),(27 124369.61),(28 124847.25),(29 125617.414),(30 126836.445),(31 128232.234),(32 129079.414),(33 129811.84),(34 131188.75),(35 131775.83),(36 132403.78),(37 133218.8),(38 134257.84),(39 135341.92),(40 136284.6),(41 137223.77),(42 138709),(43 139469.44),(44 140857.92),(45 141783.34),(46 143695.83),(47 145412.02),(48 146274.89),(49 146998.72),(50 146811.61),(51 146752.86),(52 146549.77),(53 146025.02),(54 145695.3),(55 145057.61),(56 145647.75),(57 145624.36),(58 146635.44),(59 147481.19),(60 148932.92),(61 150599.48),(62 151794.1),(63 153297.58),(64 155264.81),(65 156398.23),(66 157774.36),(67 158161.06),(68 157746.94),(69 157704),(70 158061.08),(71 158061.47),(72 158967.17),(73 159882.02),(74 160458.58),(75 161496.56),(76 162797.28),(77 163239.64),(78 163464.4),(79 164155.6),
(1 6596.6113),(2 19105.322),(3 36157.113),(4 51174.35),(5 65009.65),(6 76402.32),(7 85779.01),(8 93242.54),(9 99878.29),(10 105469.78),(11 109461.875),(12 112261.46),(13 114880.73),(14 116379.8),(15 117440.47),(16 118356.47),(17 118563.445),(18 118549.45),(19 118890.25),(20 119186.96),(21 119909.62),(22 120771.78),(23 121080.86),(24 121201.836),(25 121404.93),(26 121239.46),(27 121187.27),(28 121664.87),(29 123076.97),(30 125128.15),(31 127546.71),(32 129836.32),(33 132582.02),(34 134665.61),(35 136069.45),(36 137250.34),(37 138797.78),(38 140153.4),(39 141633.16),(40 143204.58),(41 144273.73),(42 145552.3),(43 147010.6),(44 147893.89),(45 149362.73),(46 150936.34),(47 152248.44),(48 153533.89),(49 154987.02),(50 155990.08),(51 156428.06),(52 155816.3),(53 154275.23),(54 153636.16),(55 151880.98),(56 150496.4),(57 150602.92),(58 150970.14),(59 150345.7),(60 151018.53),(61 151937.67),(62 152563.95),(63 154188.23),(64 155895.17),(65 156714.56),(66 157175.89),(67 156536.44),(68 155291.42),(69 155456.77),(70 155707.64),(71 155786.27),(72 156733.97),(73 158294.6),(74 159465.14),(75 160811.2),(76 162612.72),(77 163550.13),(78 163598.48),(79 164022.27),
