1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10119.79),(2 31438.807),(3 65337.563),(4 100270.1),(5 140505.5),(6 180006.92),(7 221982.05),(8 261568.23),(9 297999.03),(10 332903.63),(11 364842.75),(12 396280.22),(13 427019.9),(14 456791.47),(15 484515.16),(16 508350.5),(17 528337.44),(18 545067.25),(19 557108.7),(20 568555.44),(21 575389.1),(22 582510.44),(23 587509.25),(24 591341.44),(25 597734.7),(26 601682.44),(27 605862.2),(28 609952.56),(29 612293.44),(30 615066),(31 619505.2),(32 624356.7),(33 630845.94),(34 636499.9),(35 639070.94),(36 642229),(37 643102.8),(38 644366.06),(39 645335.8),(40 642944.94),(41 644596.75),(42 648490.9),(43 655507.25),(44 664289.1),(45 671414.8),(46 677272.06),(47 682470.3),(48 688465.44),(49 693070.56),(50 696700.44),(51 697581.2),(52 695911),(53 694731.7),(54 696197.3),(55 698751.2),(56 698507.75),(57 696444.25),(58 694646.75),(59 690719.75),(60 688585.56),(61 688219.5),(62 685513.7),(63 685340.3),(64 679613.3),(65 676021.56),(66 673519.3),(67 672225.9),(68 670812.7),(69 671428.2),(70 672088.56),(71 673786.44),(72 677311.7),(73 682593.7),(74 689483.25),(75 695998.56),(76 703015.2),(77 710267.5),(78 719016.2),(79 725110.3),
(1 10699.2295),(2 34097.746),(3 70259.04),(4 107046.51),(5 147647.66),(6 188425.73),(7 230811.63),(8 272050.34),(9 312682.5),(10 351992.94),(11 390204.6),(12 425047.4),(13 457532.84),(14 483928.97),(15 508514.72),(16 527172.9),(17 541235.94),(18 551147.75),(19 556306.25),(20 557351.25),(21 557281.94),(22 557788.25),(23 558340.6),(24 558681.3),(25 560472.2),(26 560986.9),(27 562169.94),(28 562156.06),(29 563066.44),(30 562632.44),(31 563283.1),(32 563272.6),(33 564294.25),(34 568099.56),(35 571256.8),(36 575471.3),(37 580823),(38 586363.7),(39 593281.44),(40 600040),(41 609890.6),(42 621024.3),(43 635170.2),(44 645675.5),(45 656942.9),(46 667515.6),(47 680760.5),(48 696490.25),(49 711512.9),(50 724060.06),(51 734875.75),(52 744078.94),(53 753510.6),(54 763682.25),(55 772672.25),(56 780243.1),(57 786599.4),(58 791792.75),(59 793624.1),(60 794264.5),(61 793883.9),(62 789450.2),(63 783480.7),(64 774375.7),(65 764105.7),(66 754900.1),(67 746907.75),(68 738979.2),(69 731187.1),(70 724125.5),(71 716031.6),(72 711140.5),(73 706479),(74 703785.06),(75 702519),(76 700218.1),(77 695186.3),(78 688804),(79 684621.44),
(1 10564.32),(2 34343.633),(3 71784.43),(4 111360.58),(5 154976.31),(6 199303.13),(7 244856.92),(8 290558.3),(9 334617.56),(10 378033.97),(11 419098.78),(12 453919.7),(13 485128.28),(14 513152.3),(15 539609.5),(16 562736.4),(17 582892.5),(18 598718),(19 612223.5),(20 620715.7),(21 625695.5),(22 628162.9),(23 629437.9),(24 626925.7),(25 625941.44),(26 622455.56),(27 618675.7),(28 614823.9),(29 610998.25),(30 605663.5),(31 603459.3),(32 601318.5),(33 599135.94),(34 600459.1),(35 601446.06),(36 600927.4),(37 602201.1),(38 603977.1),(39 607527),(40 613041.8),(41 620698.8),(42 628797.7),(43 639243.06),(44 645528.2),(45 653120.94),(46 660621.3),(47 673882.7),(48 690029.6),(49 708502.25),(50 726143.75),(51 740395.75),(52 753353.56),(53 762811.7),(54 771776.56),(55 779223.5),(56 784985.8),(57 792582.56),(58 797480.06),(59 801353.75),(60 803968.4),(61 805511),(62 803485.44),(63 799739.3),(64 792901.6),(65 784672),(66 775641.3),(67 768807.7),(68 761661.6),(69 757985.25),(70 755411.44),(71 750466.2),(72 746076),(73 739353.6),(74 734194.8),(75 730897),(76 726001.56),(77 721841.56),(78 715137.3),(79 708113.2),
(1 10386),(2 32343.35),(3 66061.1),(4 101779.48),(5 142006.28),(6 184220.67),(7 227957.22),(8 271489.06),(9 315734.1),(10 358248.53),(11 400492.84),(12 439650.47),(13 473702.7),(14 506232.5),(15 534811.4),(16 558781.3),(17 579538.5),(18 596819.56),(19 610725.8),(20 620807.94),(21 629934.4),(22 636812),(23 641438.5),(24 645358.56),(25 648647.6),(26 652859.44),(27 655459.06),(28 657741.25),(29 660514.94),(30 662820.8),(31 667109),(32 672664.56),(33 678128.75),(34 685514.75),(35 689554.06),(36 692638.25),(37 695831),(38 698938.75),(39 702061.25),(40 704667.44),(41 707941.25),(42 713859.44),(43 722168.44),(44 729434.1),(45 734733.44),(46 740901.5),(47 747959.06),(48 757743.2),(49 769870.5),(50 779795.06),(51 785777.44),(52 791294.5),(53 791120.06),(54 792261.06),(55 792767.6),(56 793925.94),(57 793346.56),(58 792545.3),(59 788824.75),(60 783398.4),(61 778600.5),(62 772157.4),(63 764962.7),(64 757186.25),(65 749824.3),(66 740778.75),(67 732604.5),(68 727015.6),(69 720594.75),(70 713554.6),(71 705045.2),(72 697544.06),(73 690319.2),(74 684643),(75 680459.6),(76 675609.06),(77 668996.9),(78 662280.9),(79 657129.4),
(1 9742.596),(2 30032.625),(3 60620.39),(4 92242.46),(5 127124.61),(6 164082.5),(7 202171.27),(8 240659.39),(9 279228.47),(10 316528.47),(11 352002.06),(12 384927.94),(13 414814.13),(14 444865.6),(15 474876.16),(16 502794.53),(17 526943.9),(18 546416.25),(19 563587.75),(20 577118.06),(21 589154.8),(22 599783.6),(23 608163.56),(24 613251.75),(25 617726.3),(26 616038.75),(27 613584.44),(28 607671.06),(29 602171.4),(30 596271.06),(31 592172.94),(32 592155.94),(33 592650.1),(34 596163.9),(35 598963.6),(36 604952.3),(37 610299.75),(38 616925.3),(39 623096.3),(40 629812.56),(41 637914.94),(42 649393.44),(43 661811.3),(44 674517.56),(45 685260.4),(46 694823.3),(47 705958.25),(48 714879.8),(49 723318.56),(50 729910.9),(51 737656.7),(52 744883.2),(53 751511.06),(54 756171.75),(55 760123.94),(56 763886.94),(57 764859.6),(58 766287.1),(59 764568.4),(60 763594.94),(61 760668.56),(62 755695.9),(63 750522.9),(64 746358.25),(65 741785.56),(66 738627.44),(67 735485.2),(68 730688),(69 728347.1),(70 723298.3),(71 719099.2),(72 714895.6),(73 711659.6),(74 707249.06),(75 703242.6),(76 700531.75),(77 695775),(78 689016.56),(79 685363.6),
(1 9284.18),(2 28151.27),(3 56147.555),(4 84722.13),(5 115285.95),(6 146205.16),(7 178051.44),(8 210644.64),(9 243211.94),(10 275219.7),(11 305515.8),(12 334736.13),(13 359163.22),(14 378901.63),(15 397552.3),(16 414250.53),(17 430203.78),(18 444982.06),(19 459342.25),(20 472601.44),(21 486988.16),(22 499054.13),(23 508979.13),(24 516563.25),(25 524470.06),(26 529490.44),(27 533999.4),(28 536949.2),(29 538800.6),(30 539764.7),(31 541631.75),(32 543555.4),(33 544434.1),(34 547147),(35 548823.94),(36 551170.44),(37 554635.7),(38 559481.7),(39 563068.94),(40 566821.9),(41 571019.9),(42 577080.9),(43 583020.44),(44 586119.4),(45 587394.8),(46 588371.75),(47 589005.4),(48 590428.5),(49 593230.1),(50 597454.25),(51 601286.5),(52 603624.6),(53 602814.3),(54 602749.9),(55 601820.8),(56 600799.94),(57 600205.9),(58 599350.06),(59 598814.6),(60 597653.44),(61 596596.06),(62 594685.4),(63 592409.44),(64 589596.6),(65 587794.7),(66 588380.25),(67 589705.06),(68 590984.56),(69 592809.1),(70 594870.9),(71 596441.94),(72 597785.06),(73 597742.7),(74 596724.3),(75 595739.1),(76 592561.3),(77 587944.44),(78 580882.3),(79 574694.44),
(1 9416.35),(2 29468.045),(3 61435.508),(4 92434.625),(5 126474.85),(6 162253.02),(7 199825.66),(8 237520.95),(9 275234.72),(10 312008.53),(11 345964.3),(12 375134.53),(13 400840.1),(14 423928.16),(15 442930.53),(16 457760.7),(17 470301.9),(18 479799.13),(19 486957.94),(20 491021.7),(21 495333.97),(22 497432.25),(23 499965.44),(24 501200.97),(25 503455.75),(26 505911.25),(27 507345.25),(28 511376.4),(29 514952.06),(30 517955.88),(31 522549.53),(32 527939.06),(33 537801.75),(34 549629.7),(35 561939.94),(36 575454.06),(37 589865.94),(38 602108.8),(39 613407.7),(40 624521.4),(41 635043.8),(42 643918.3),(43 650856.4),(44 655793.2),(45 661612.94),(46 667013),(47 669543.7),(48 672775.1),(49 673801.8),(50 670092.25),(51 664975.75),(52 660088.2),(53 655843.25),(54 652543.06),(55 648771.44),(56 641607.1),(57 633428.94),(58 623228.44),(59 613742.75),(60 606517.25),(61 603289),(62 603848.25),(63 605794.94),(64 604358.1),(65 601294.75),(66 600257.9),(67 597202.3),(68 593539.94),(69 590669.94),(70 587931.4),(71 584928.56),(72 583811.2),(73 583753.25),(74 583579.75),(75 584177.5),(76 584464.2),(77 582725.9),(78 580414.25),(79 578382.2),
(1 9635.574),(2 29643.338),(3 60188.79),(4 91236.43),(5 125148.6),(6 160298.39),(7 196389.34),(8 232796.6),(9 266735.94),(10 299000.78),(11 329527.44),(12 356512.66),(13 380954),(14 402772),(15 421804.94),(16 438256.28),(17 455088.9),(18 470954.06),(19 486064.34),(20 499108.8),(21 509574.66),(22 517350.78),(23 523032.88),(24 525395.7),(25 527391.56),(26 527805.44),(27 526416.94),(28 525119.8),(29 521450.4),(30 516990.38),(31 511879.28),(32 506822.34),(33 504585.25),(34 504428.3),(35 504518.56),(36 507465.38),(37 512247.53),(38 516161.25),(39 518425.72),(40 521502.63),(41 522353.78),(42 523117.9),(43 524295.9),(44 523024.13),(45 523929.34),(46 525087.94),(47 525820.4),(48 525537.94),(49 525260.56),(50 526051.75),(51 525455.9),(52 527019.5),(53 529542.1),(54 530691.25),(55 529327.9),(56 526390.2),(57 522462.47),(58 516761.66),(59 513192),(60 513863.6),(61 516389.03),(62 520543.94),(63 524234.47),(64 526333.25),(65 527612.25),(66 530520.5),(67 532385.4),(68 534696.8),(69 537964.6),(70 542787.1),(71 550011.06),(72 558625.44),(73 567088.2),(74 573278.8),(75 577370.1),(76 581764.7),(77 586024.1),(78 588055.94),(79 592748),
(1 9789.142),(2 30252.26),(3 59887.566),(4 91226.92),(5 125176.94),(6 160945.42),(7 196463.88),(8 231383.92),(9 264390.53),(10 296306.88),(11 326313.63),(12 353190.56),(13 378299.25),(14 399953.78),(15 417279.25),(16 431971),(17 443197.2),(18 451333.94),(19 455476.66),(20 457755.03),(21 458750.7),(22 459232.2),(23 459927.75),(24 460271.44),(25 461676.84),(26 461369.13),(27 462314.34),(28 464239.03),(29 465723.5),(30 465360.13),(31 466040.66),(32 466667.8),(33 467850.47),(34 471955.56),(35 475843.13),(36 480492.1),(37 486587.03),(38 492299.4),(39 499030.5),(40 509097.38),(41 519793.2),(42 529226.7),(43 537007.8),(44 541813.6),(45 547651.5),(46 552345.06),(47 555218.56),(48 558154.7),(49 561654.3),(50 564583.4),(51 565623.3),(52 566595.25),(53 567498.5),(54 569338.4),(55 569497.6),(56 566922),(57 562391.6),(58 556759.75),(59 553592.2),(60 552078),(61 550584.7),(62 547147.6),(63 541130.6),(64 536400.7),(65 530677.06),(66 524614),(67 517154.56),(68 509702.56),(69 504231.53),(70 501372.47),(71 499969.66),(72 500466.63),(73 499309.56),(74 497314.3),(75 494622.8),(76 493920.8),(77 494389.13),(78 495059),(79 496755.03),
(1 9164.32),(2 27962.885),(3 55272.39),(4 83208.08),(5 112837.695),(6 143422.08),(7 173812.06),(8 202812.69),(9 230957.69),(10 257139.88),(11 280832.8),(12 302280.47),(13 320660.1),(14 334778.22),(15 348082.7),(16 358741.2),(17 367963.6),(18 375087.28),(19 381394.6),(20 387131.2),(21 391741.6),(22 396873.2),(23 400611.75),(24 404336.7),(25 409034.9),(26 411469.34),(27 415170.88),(28 418353.66),(29 421021.72),(30 422835.6),(31 426675.16),(32 432291.2),(33 437048.56),(34 443055.63),(35 449257.8),(36 454044.06),(37 458459.94),(38 462164.53),(39 465905.9),(40 469822.72),(41 470827),(42 474102.84),(43 477665.03),(44 481383.88),(45 485986.03),(46 489248.97),(47 491809.16),(48 494020.4),(49 498312.63),(50 502659.8),(51 507905.94),(52 513004.53),(53 516354.72),(54 520575.8),(55 522427.8),(56 524459),(57 526919.06),(58 529523.4),(59 533988.25),(60 538251.75),(61 542118.6),(62 544476.56),(63 543798.44),(64 545375.44),(65 544758),(66 545486.9),(67 544822.8),(68 544385.2),(69 545594.94),(70 546604.44),(71 547144.44),(72 546483.06),(73 544452.7),(74 541908.3),(75 539131.3),(76 537177.06),(77 534149.44),(78 532913.4),(79 530293.4),
(1 9105.044),(2 27650.053),(3 54231.758),(4 81441.49),(5 111564.08),(6 143018.23),(7 173977.13),(8 202523.5),(9 228391.61),(10 251660.16),(11 273671.84),(12 294696.44),(13 313585.97),(14 327105.03),(15 336702.94),(16 343861.1),(17 350647.6),(18 355728.94),(19 361154.94),(20 367243.6),(21 372191.7),(22 376656.8),(23 380447.75),(24 385110.88),(25 390250.84),(26 395171.72),(27 399738.9),(28 403635.1),(29 408008.28),(30 413287.25),(31 418207.56),(32 425007.22),(33 431000.38),(34 438403.13),(35 446267.63),(36 452882.97),(37 461072.06),(38 469242.8),(39 477591.4),(40 484719.7),(41 488610.1),(42 493330.44),(43 497267.6),(44 502067.38),(45 508054.3),(46 514452.53),(47 516351.9),(48 518242.03),(49 518445.8),(50 518219.97),(51 518442.34),(52 518635.38),(53 517975.38),(54 518331.47),(55 521153.13),(56 523577.9),(57 524801.06),(58 526157.06),(59 527398),(60 527894.3),(61 530237.7),(62 533950.9),(63 537156.9),(64 540828.25),(65 543093.6),(66 547311.5),(67 551375.5),(68 552702.7),(69 553260.2),(70 552871.3),(71 552885.44),(72 552739.75),(73 551899.5),(74 549438.3),(75 546702.1),(76 541971.5),(77 534846.06),(78 531259.44),(79 527486.7),
(1 9085.292),(2 28115.232),(3 56797.477),(4 85714.89),(5 118423.71),(6 151631.6),(7 184795.1),(8 216353.88),(9 244195.42),(10 269965.94),(11 293108.97),(12 312287.3),(13 328948.9),(14 341339.88),(15 351400.53),(16 358219.78),(17 364020),(18 367820.38),(19 371682.75),(20 376494.3),(21 380849.16),(22 387333.25),(23 391743.28),(24 396739.97),(25 399926.63),(26 401508.28),(27 402630.88),(28 404395.13),(29 405816.38),(30 406988.34),(31 409460.2),(32 410649.9),(33 411903.3),(34 414905),(35 419129.47),(36 423641.97),(37 430335.13),(38 437354.6),(39 444165.22),(40 449615.13),(41 453506.6),(42 457315.3),(43 461316.5),(44 462933.66),(45 465056.7),(46 466471.06),(47 467226.84),(48 468910.03),(49 468741.44),(50 469390.5),(51 469924.8),(52 468799.8),(53 466580.94),(54 465333.3),(55 464933.16),(56 464684.34),(57 464051.03),(58 462018.5),(59 461315.2),(60 460497.03),(61 461311.94),(62 461177.34),(63 460917.44),(64 462135.5),(65 464803.3),(66 469040.38),(67 473651.47),(68 478839.4),(69 483948.6),(70 488653.5),(71 491808.13),(72 496031.8),(73 499461.7),(74 502120.28),(75 503621.28),(76 502592.22),(77 501823.13),(78 500441),(79 499805.56),
(1 9479.97),(2 29263.14),(3 57334.69),(4 85386.88),(5 116074.875),(6 147129.06),(7 177566.67),(8 205566.83),(9 230135.28),(10 252339.22),(11 271557.5),(12 286594.03),(13 299054.22),(14 308132.53),(15 315251.6),(16 320576.25),(17 324780),(18 328428.2),(19 332951.56),(20 338067.47),(21 342738.94),(22 348020.2),(23 350994.6),(24 353874.13),(25 356866.13),(26 360245.88),(27 361796.88),(28 364358.22),(29 367898.7),(30 371105.72),(31 374370.53),(32 375886.72),(33 376110.22),(34 376854.97),(35 378226.38),(36 379356.16),(37 383308.4),(38 388840.06),(39 394307.28),(40 400336.7),(41 406480.97),(42 413274.5),(43 420733.1),(44 428800.4),(45 437156.88),(46 445098.06),(47 451850.1),(48 458964.8),(49 465465.56),(50 467992.03),(51 470479.78),(52 471064.66),(53 468341.94),(54 468351.97),(55 469202.1),(56 470285.13),(57 471216.13),(58 471377.3),(59 471292.13),(60 469537.94),(61 469041.56),(62 467021.3),(63 466102.1),(64 464837.2),(65 461188.34),(66 458119),(67 456056.66),(68 454814.9),(69 454227.88),(70 452258.97),(71 450089.13),(72 448112.2),(73 446708.5),(74 444963.6),(75 445959.75),(76 443817.2),(77 442249.84),(78 440140.94),(79 438949.28),
(1 9355.427),(2 28712.762),(3 56904.773),(4 85636.086),(5 116291.586),(6 147680.28),(7 177908.17),(8 206757.28),(9 232937.48),(10 257926.66),(11 278799.63),(12 296608.56),(13 311344.38),(14 324232.72),(15 333927.72),(16 341910.44),(17 349363.34),(18 353453.78),(19 358251.88),(20 361307.22),(21 363962.34),(22 365821.5),(23 367735),(24 370805.66),(25 372759.28),(26 375876.44),(27 376442.63),(28 377630.7),(29 380624.44),(30 384291.63),(31 388671.38),(32 391320.03),(33 392712.8),(34 393505.22),(35 396035.94),(36 397241),(37 399305.63),(38 400940.44),(39 403638.63),(40 404537.1),(41 405672.84),(42 407317.66),(43 408411.3),(44 408450.9),(45 410054.78),(46 411462),(47 411159.56),(48 410281.06),(49 408291.22),(50 406071.97),(51 404343.13),(52 402271.47),(53 401335.16),(54 401335.66),(55 402120.56),(56 404709.25),(57 408040.56),(58 411375.88),(59 415382.97),(60 417330.25),(61 419535.16),(62 421027.78),(63 423909.5),(64 425540.5),(65 425165.44),(66 426862.97),(67 429166.97),(68 433415.66),(69 437708),(70 444352.94),(71 449828.56),(72 455328.34),(73 461315.94),(74 465237.47),(75 469831.44),(76 472098.97),(77 473111.63),(78 470662.1),(79 471432.56),
(1 9352.343),(2 28854.523),(3 57803.33),(4 87225.336),(5 119095.336),(6 150077.81),(7 179236.39),(8 205287.05),(9 227896.5),(10 247981.17),(11 265077.22),(12 279278.7),(13 291720.38),(14 301919.03),(15 308792.47),(16 313601.56),(17 317886.4),(18 321210.8),(19 324078.4),(20 325551.63),(21 327137),(22 328236.53),(23 329416.22),(24 330173),(25 331290.66),(26 334111.28),(27 338605),(28 343722.84),(29 349215.66),(30 354972.22),(31 360407.38),(32 367421.2),(33 376026.44),(34 384071.8),(35 391639.5),(36 397600.63),(37 404942.94),(38 410889),(39 416643.75),(40 420571.2),(41 426343.06),(42 432256.84),(43 437760.13),(44 441491.44),(45 447691.38),(46 452904.47),(47 456628.38),(48 461093.2),(49 463792.22),(50 467427.5),(51 470579.34),(52 472661.88),(53 475085.44),(54 477890.88),(55 481186),(56 482657.16),(57 485397.66),(58 487388.84),(59 487625.72),(60 485604.94),(61 484111.94),(62 481112.22),(63 479080.63),(64 476229.78),(65 472148.34),(66 467878.22),(67 463614.5),(68 461420.66),(69 458582.16),(70 457452.28),(71 456064.72),(72 454553.6),(73 455537.66),(74 457117.28),(75 458210.56),(76 460076.22),(77 462352.8),(78 463128.28),(79 465827.13),
(1 8834.665),(2 26981.979),(3 53482.785),(4 80797.305),(5 110816.54),(6 141540.23),(7 170290.17),(8 195317.9),(9 216776.56),(10 235820.31),(11 252742.1),(12 267389),(13 280636.06),(14 291582.03),(15 301070.84),(16 308661.53),(17 315164.7),(18 320999.9),(19 325261.4),(20 328442.2),(21 329660.84),(22 329749.28),(23 329972.06),(24 328932.2),(25 329128.94),(26 329844.75),(27 329755.6),(28 330414.9),(29 331163.28),(30 332623.2),(31 334207.3),(32 336685.4),(33 338518.38),(34 340929.28),(35 341949.34),(36 344222.03),(37 346643),(38 347752.72),(39 348218.97),(40 349188.22),(41 353486.28),(42 357769.16),(43 361230.66),(44 364996.38),(45 370006.66),(46 373918.8),(47 378371.66),(48 383456.4),(49 388778.66),(50 395215.25),(51 402811.8),(52 411212.84),(53 418198.66),(54 426327.3),(55 435827.38),(56 444369.7),(57 452096.03),(58 458094.22),(59 462373.75),(60 469340.6),(61 476362.6),(62 480955.22),(63 485525.66),(64 489225.4),(65 490691.78),(66 491116.2),(67 489783.8),(68 488581.16),(69 487302.9),(70 488097),(71 488184.2),(72 488005.8),(73 486861.9),(74 485670.9),(75 484797.2),(76 481896.88),(77 477618.84),(78 474629.56),(79 471578.3),
(1 9108.125),(2 27624.537),(3 55110.9),(4 83322.164),(5 114382.24),(6 145096.95),(7 174939.02),(8 201828.14),(9 224550.23),(10 245285.47),(11 263181.72),(12 279240.34),(13 292242.03),(14 301923.56),(15 309277.53),(16 315370.4),(17 319953.88),(18 323723.66),(19 325938.1),(20 327143.97),(21 327596.53),(22 326234.66),(23 324212.44),(24 322472.1),(25 322291.03),(26 322936.1),(27 324639.9),(28 325833.06),(29 327587.38),(30 329391.8),(31 331547.8),(32 333909.2),(33 336009.38),(34 337744.22),(35 336495.53),(36 335452.16),(37 335817.97),(38 336114.56),(39 336937.53),(40 339215.8),(41 342463.7),(42 345032.1),(43 349146.66),(44 353254.03),(45 357049.9),(46 360019.9),(47 362357.06),(48 364285.1),(49 365709.06),(50 368900.75),(51 371271.9),(52 372051.1),(53 372545.75),(54 373659.1),(55 374697.56),(56 376113.9),(57 378665.03),(58 381099),(59 385652.28),(60 390720.56),(61 397010.44),(62 399745.03),(63 402262.13),(64 405647.78),(65 407663.7),(66 410900),(67 412742.88),(68 413608.8),(69 416747.38),(70 419040.53),(71 419930.38),(72 420598.4),(73 421039.8),(74 423379.9),(75 426005.16),(76 427426.47),(77 428630.97),(78 429170.75),(79 429552.7),
(1 9123.605),(2 27656.31),(3 54869.754),(4 82782.89),(5 113664.484),(6 144747.16),(7 174553.95),(8 202372.78),(9 227164.45),(10 248771.55),(11 266366.9),(12 281956.13),(13 295293.4),(14 304245.38),(15 312033.47),(16 316512.44),(17 319224.1),(18 319996.06),(19 318867.5),(20 318136.16),(21 314421.1),(22 310015.1),(23 305502.06),(24 301258.75),(25 298212.9),(26 296169.7),(27 293215.9),(28 293639.16),(29 293823.47),(30 294022.06),(31 294569.1),(32 297034.8),(33 299948.6),(34 304251.03),(35 305924.16),(36 307568),(37 310566.16),(38 313305.97),(39 315107.47),(40 318625.4),(41 321622.47),(42 324382.7),(43 329974.7),(44 336127.16),(45 341690.9),(46 346898.75),(47 351744.38),(48 357339.7),(49 362958.5),(50 367980.53),(51 371210.5),(52 372755),(53 372865.66),(54 373289.4),(55 373262.28),(56 372411.6),(57 371223.1),(58 371292.3),(59 373134.3),(60 375837.9),(61 379894.3),(62 385017.75),(63 391356.75),(64 397986.88),(65 403643.94),(66 410603.88),(67 415874.56),(68 419104),(69 423321),(70 426629.78),(71 426336),(72 426499.3),(73 425628.9),(74 423571.78),(75 421651.4),(76 420329.56),(77 419445.7),(78 418241.9),(79 417489.4),
(1 9082.865),(2 28128.209),(3 55950.53),(4 84240.17),(5 115646.22),(6 145809.05),(7 174552.44),(8 200883.13),(9 222970.38),(10 241353.17),(11 257863.97),(12 271023.94),(13 281961.53),(14 289527.2),(15 295849.47),(16 300417.5),(17 302281.9),(18 304406.6),(19 305074.44),(20 306715.63),(21 306382.2),(22 306001.4),(23 306229.28),(24 306315.66),(25 306910.22),(26 308074.75),(27 309608.3),(28 310935.34),(29 313422.34),(30 316170.4),(31 319909.34),(32 321924.25),(33 325225.53),(34 326341.94),(35 327623.94),(36 328206.34),(37 328447.4),(38 329995.44),(39 332668.22),(40 336470.78),(41 339059.47),(42 340365.78),(43 343204.7),(44 344948.06),(45 345538.2),(46 345266.75),(47 344350.2),(48 343133.28),(49 342632.9),(50 342834.6),(51 343180.34),(52 343200.63),(53 344997.72),(54 347341.72),(55 349848.03),(56 353145.75),(57 356598.8),(58 360636.72),(59 364595.7),(60 367752.2),(61 370179.97),(62 374018.72),(63 377148.75),(64 380139.8),(65 381806.34),(66 386072.97),(67 389441.28),(68 391096.22),(69 394136.75),(70 395638.1),(71 395976.34),(72 396281.84),(73 395926.28),(74 393148.53),(75 390511.16),(76 388840.75),(77 387319.4),(78 384413.1),(79 380521.66),
