1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 130197.54),(2 431060.28),(3 892246.7),(4 1449971.5),(5 2077746.1),(6 2745613),(7 3403841),(8 4064296.3),(9 4710793.5),(10 5407218),(11 6240038.5),(12 7292872),(13 8550576),(14 9837445),(15 11175964),(16 12626247),(17 14108008),(18 15627792),(19 17037046),(20 18373600),(21 19517446),(22 20506654),(23 21437910),(24 22229650),(25 22984384),(26 23591350),(27 24162650),(28 24642914),(29 25207658),(30 25848950),(31 26584374),(32 27323494),(33 27918542),(34 28570960),(35 29157680),(36 29691360),(37 30179850),(38 30465954),(39 30489154),(40 30404482),(41 30230454),(42 30144362),(43 30230730),(44 30457750),(45 30821712),(46 31206106),(47 31617750),(48 32087824),(49 32726942),(50 33394438),(51 34077220),(52 34605420),(53 35059420),(54 35351932),(55 35622900),(56 35786030),(57 35754356),(58 35758428),(59 35825556),(60 36034076),(61 36461950),(62 36873710),(63 37188964),(64 37655724),(65 38332268),(66 39358132),(67 40569610),(68 42201184),(69 43848548),(70 45660260),(71 47650668),(72 49795376),(73 51664884),(74 53568404),(75 55470176),(76 57299620),(77 58866660),(78 60471616),(79 62076460),
(1 12255.347),(2 15008.469),(3 14603.097),(4 14212.74),(5 14614.421),(6 14184.902),(7 14388.763),(8 14242.341),(9 14244.076),(10 14826.847),(11 14568.66),(12 14552.528),(13 14611.463),(14 14933.779),(15 14891.126),(16 14684.592),(17 14929.912),(18 14556.704),(19 14770.522),(20 14756.671),(21 14406.956),(22 14743.854),(23 14690.346),(24 14679.702),(25 15026.411),(26 15157.129),(27 15460.665),(28 15516.263),(29 16053.788),(30 16303.652),(31 16545.3),(32 16465.4),(33 16485.498),(34 16549.92),(35 16483.803),(36 16741.404),(37 16931.58),(38 16872.61),(39 17236.785),(40 17198.281),(41 17139.271),(42 17273.406),(43 17222.863),(44 16917.748),(45 17230.047),(46 17438.77),(47 17437.898),(48 17352.049),(49 17531.621),(50 17635.535),(51 17416.44),(52 17206.936),(53 17544.682),(54 17705.13),(55 17573.13),(56 17513.232),(57 17511.904),(58 17306.785),(59 17414.918),(60 17548.1),(61 17630.07),(62 17616.738),(63 18009.441),(64 17721.766),(65 17723.459),(66 18042.334),(67 18224.533),(68 18229.55),(69 18370.957),(70 18428.938),(71 18646.418),(72 18714.746),(73 18385.785),(74 18755.607),(75 18901.078),(76 18648.002),(77 18626.37),(78 18786.791),(79 18855.848),
(1 11830.517),(2 14153.825),(3 14012.228),(4 13769.634),(5 13645.102),(6 13452.676),(7 13498.59),(8 13777.335),(9 13823.795),(10 14060.075),(11 14025.085),(12 14085.251),(13 14015.013),(14 14270.039),(15 14052.519),(16 13655.296),(17 14159.182),(18 14198.2705),(19 13593.195),(20 14099.077),(21 13847.369),(22 13891.495),(23 13820.318),(24 13942.475),(25 14136.291),(26 14484.792),(27 14604.967),(28 14670.308),(29 15167.357),(30 15364.329),(31 15573.905),(32 15425.247),(33 15562.664),(34 15763.039),(35 15715.676),(36 15990.8545),(37 16282.632),(38 16177.363),(39 16490.412),(40 16676.016),(41 16279.013),(42 16464.432),(43 16515.21),(44 16572.572),(45 16730.438),(46 16690.174),(47 16924.111),(48 17062.186),(49 17042.666),(50 16968.297),(51 16735.875),(52 16731.29),(53 16799.834),(54 17197.148),(55 16795.887),(56 16670.623),(57 16645.79),(58 16620.982),(59 16598.502),(60 16725.422),(61 16849.6),(62 16812.734),(63 16836.36),(64 16685.734),(65 17090.97),(66 17185.27),(67 17185.594),(68 17166.81),(69 17461.793),(70 17476.13),(71 17575.166),(72 17608.18),(73 17655.31),(74 17654.1),(75 17435.313),(76 17706.24),(77 17689.574),(78 17963.963),(79 18008.637),
(1 11883.665),(2 13952.943),(3 13716.119),(4 13676.126),(5 13572.661),(6 13296.741),(7 12898.296),(8 13712.057),(9 13788.245),(10 13927.779),(11 13876.084),(12 13819.915),(13 13737.425),(14 13855.613),(15 13833.142),(16 13570.033),(17 13741.359),(18 13734.535),(19 13588.053),(20 13613.256),(21 13775.424),(22 13851.924),(23 13717.167),(24 13902.651),(25 14292.094),(26 14372.014),(27 14308.707),(28 14400.096),(29 14881.596),(30 14854.961),(31 14950.807),(32 15270.754),(33 15316.319),(34 15409.263),(35 15531.243),(36 15738.902),(37 15884.293),(38 15863.353),(39 15930.987),(40 16232.465),(41 16457.12),(42 16372.259),(43 16468.342),(44 16668.322),(45 16709.133),(46 16472.99),(47 16376.611),(48 16627.441),(49 16597.498),(50 16514.197),(51 16707.33),(52 16609.434),(53 16422.66),(54 16517.316),(55 16584.313),(56 16465.936),(57 16478.184),(58 16191.013),(59 16145.563),(60 16232.768),(61 16257.822),(62 16519.258),(63 16519.795),(64 16561.033),(65 16632.06),(66 16705.299),(67 16904.58),(68 17072.209),(69 17262.879),(70 17391.15),(71 17356.387),(72 17026.412),(73 17557.201),(74 17349.01),(75 17327.771),(76 17141.791),(77 17338.959),(78 17576.996),(79 17597.895),
(1 12039.873),(2 14397.602),(3 14100.5205),(4 13991.1455),(5 13764.059),(6 13757.115),(7 13642.945),(8 14122.401),(9 14186.878),(10 14279.122),(11 13896.025),(12 14218.869),(13 13936.686),(14 14263.116),(15 14010.426),(16 13892.064),(17 14397.451),(18 14102.1),(19 14237.369),(20 13990.393),(21 14073.838),(22 14317.027),(23 14198.821),(24 14117.352),(25 14397.598),(26 14842.561),(27 14818.652),(28 14700.104),(29 15010.284),(30 15026.716),(31 15298.348),(32 15623.092),(33 15582.876),(34 15840.524),(35 15656.266),(36 15716.845),(37 15885.183),(38 15576.799),(39 15924.519),(40 16313.762),(41 16193.278),(42 16360.317),(43 16264.141),(44 16372.561),(45 16661.465),(46 16267.481),(47 16571.03),(48 16355.066),(49 16377.842),(50 16520.16),(51 16728.244),(52 16707.83),(53 16667.43),(54 16816.932),(55 16580.059),(56 16554.16),(57 16640.975),(58 16712.018),(59 16797.92),(60 16759.592),(61 16606.219),(62 16614.738),(63 16544.832),(64 16662.004),(65 17164.992),(66 17151.273),(67 17452.072),(68 17222.79),(69 17146.762),(70 17576.957),(71 17756.123),(72 17332.22),(73 17623.676),(74 17398.988),(75 17706.506),(76 17698.803),(77 17892.232),(78 17622.668),(79 17790.654),
(1 11855.927),(2 13844.572),(3 14036.513),(4 13490.161),(5 13139.6045),(6 13327.238),(7 13274.294),(8 13682.316),(9 13746.62),(10 13776.191),(11 13194.621),(12 13579.856),(13 13515.907),(14 13866.329),(15 13491.244),(16 13343.03),(17 13606.989),(18 13488.3955),(19 13514.657),(20 13780.642),(21 13634.407),(22 13681.405),(23 13380.079),(24 13451.538),(25 13717.64),(26 13969.941),(27 13693.474),(28 13956.103),(29 14321.706),(30 14355.829),(31 14777.51),(32 14856.414),(33 14971.004),(34 15091.071),(35 15146.369),(36 15414.5),(37 15831.588),(38 15598.312),(39 15872),(40 15666.315),(41 15734.283),(42 15976.448),(43 15975.83),(44 16147.554),(45 16102.721),(46 16056.109),(47 16073.487),(48 16151.183),(49 16058.882),(50 15842.294),(51 15910.839),(52 15919.494),(53 16033.962),(54 15885.086),(55 16054.52),(56 16040.713),(57 15853.85),(58 15988.852),(59 15904.219),(60 15865.2705),(61 15931.405),(62 15840.125),(63 15908.491),(64 16243.896),(65 16247.777),(66 16274.697),(67 16093.854),(68 16255.231),(69 16367.973),(70 16400.225),(71 16469.463),(72 16401.453),(73 16634.584),(74 16541.754),(75 16574.604),(76 16702.49),(77 16856.16),(78 16654.742),(79 16863.855),
(1 11669.509),(2 13619.108),(3 13558.7705),(4 13296.749),(5 13088.831),(6 12820.672),(7 12999.861),(8 13468.097),(9 13508.051),(10 13675.092),(11 13587.785),(12 13587.73),(13 13444.048),(14 13603.79),(15 13551.438),(16 13200.756),(17 13180.994),(18 13264.624),(19 13263.142),(20 13224.385),(21 13098.509),(22 13380.768),(23 13161.618),(24 13150.565),(25 13531.817),(26 13611.685),(27 13331.855),(28 13790.634),(29 13980.252),(30 14362.406),(31 14390.229),(32 14679.41),(33 14795.567),(34 15011.783),(35 14992.745),(36 14964.071),(37 15301.405),(38 15567.17),(39 15709.843),(40 15607.007),(41 15691.128),(42 15867.66),(43 16257.243),(44 16196.823),(45 16008.983),(46 15877.283),(47 16186.393),(48 16326.067),(49 16200.912),(50 16249.038),(51 16038.132),(52 15752.977),(53 16042.708),(54 16019.573),(55 16348.204),(56 15860.727),(57 15905.4795),(58 16204.036),(59 15900.452),(60 16170.143),(61 16175.055),(62 16027.429),(63 16169.443),(64 16419.512),(65 16528.87),(66 16277.62),(67 16419.418),(68 16396.541),(69 16574.355),(70 16621.438),(71 16727.545),(72 16692.441),(73 16828.57),(74 16948.68),(75 17220.871),(76 16862.938),(77 16943.889),(78 17051.857),(79 17471.273),
(1 11084.771),(2 13067.639),(3 13108.021),(4 12819.493),(5 12474.009),(6 12489.37),(7 12433.775),(8 12813.128),(9 12871.881),(10 12979.325),(11 12886.109),(12 13271.8),(13 13098.756),(14 13209.135),(15 12868.168),(16 12658.471),(17 13164.934),(18 12996.097),(19 12950.239),(20 12832.952),(21 12938.964),(22 12931.886),(23 12762.147),(24 12929.244),(25 13093.958),(26 13047.83),(27 13160.563),(28 13471.987),(29 13774.103),(30 13897.53),(31 13922.086),(32 14363.859),(33 14689.464),(34 14662.067),(35 14743.737),(36 14847.813),(37 15272.716),(38 15240.557),(39 15165.35),(40 15309.9375),(41 15305.229),(42 15560.509),(43 15763.186),(44 15489.637),(45 15636.496),(46 15496.803),(47 15783.101),(48 15900.599),(49 15557.399),(50 15949.152),(51 15886.303),(52 15936.35),(53 15821.846),(54 15990.524),(55 16081.654),(56 16007.41),(57 15677.069),(58 15854.121),(59 15783.939),(60 15842.924),(61 15809.163),(62 15686.83),(63 16069.706),(64 16084.443),(65 16061.974),(66 16092.45),(67 16018.773),(68 16241.867),(69 16415.865),(70 16438.516),(71 16569.158),(72 16610.008),(73 16865.45),(74 16854.979),(75 17149.082),(76 16936.469),(77 16984.492),(78 17167.18),(79 17363.395),
(1 11213.112),(2 13187.352),(3 12757.696),(4 12694.347),(5 12702.581),(6 12633.464),(7 12650.339),(8 12856.501),(9 12759.123),(10 13109.962),(11 12932.649),(12 12963.784),(13 13171.389),(14 12999.883),(15 12841.315),(16 12661.866),(17 13220.933),(18 12932.814),(19 12731.774),(20 12710.185),(21 12664.151),(22 12712.351),(23 12476.152),(24 12768.738),(25 12756.01),(26 12690.437),(27 13025.488),(28 13192.225),(29 13354.774),(30 13433.168),(31 13524.811),(32 13961.572),(33 14232.14),(34 14197.004),(35 14241.833),(36 14375.847),(37 14754.066),(38 14699.434),(39 14824.737),(40 14993.296),(41 15179.782),(42 15047.754),(43 15434.68),(44 15314.713),(45 15249.442),(46 15365.422),(47 15563.831),(48 15685.011),(49 15465.418),(50 15703.625),(51 15758.024),(52 15701.932),(53 15606.76),(54 15639.818),(55 15620.769),(56 15686.415),(57 15663.275),(58 15862.131),(59 15678.622),(60 15750.216),(61 16027.706),(62 15763.649),(63 15780.489),(64 16060.807),(65 16193.084),(66 16252.455),(67 16290.444),(68 16370.536),(69 16346.518),(70 16444.74),(71 16677.492),(72 16566.51),(73 16584.023),(74 16778.572),(75 16792.857),(76 16498.393),(77 16860.637),(78 16725.523),(79 16920.967),
(1 10833.238),(2 12683.789),(3 12490.688),(4 12423.379),(5 12163.813),(6 12098.298),(7 12234.98),(8 12121.771),(9 12416.612),(10 12713.131),(11 12403.384),(12 12326.157),(13 12738.051),(14 12890.744),(15 12276.042),(16 12348.416),(17 12670.806),(18 12363.819),(19 12257.922),(20 12324.275),(21 12375.78),(22 12418.839),(23 12384.275),(24 12331.334),(25 12298.047),(26 12498.442),(27 12768.284),(28 12946.883),(29 13095.285),(30 13240.687),(31 13366.078),(32 13657.687),(33 13686.841),(34 13912.224),(35 14003.374),(36 14061.392),(37 14291.498),(38 14280.399),(39 14235.796),(40 14426.832),(41 14839.286),(42 14861.583),(43 15158.903),(44 15034.757),(45 14978.604),(46 14947.953),(47 15132.901),(48 15308.798),(49 15031.689),(50 14944.816),(51 15122.814),(52 15087.554),(53 15055.121),(54 14996.657),(55 15083.534),(56 15209.793),(57 15008.075),(58 15215.513),(59 15144.123),(60 15425.33),(61 15303.093),(62 15410.623),(63 15431.391),(64 15486.963),(65 15455.511),(66 15468.186),(67 15496.343),(68 15425.464),(69 15636.511),(70 15596.146),(71 15809.787),(72 16023.073),(73 15788.911),(74 15854.765),(75 16047.295),(76 16143.972),(77 15810.314),(78 16031.691),(79 16054.705),
(1 10746.749),(2 12401.416),(3 12146.54),(4 11848.512),(5 12105.249),(6 12079.081),(7 11759.078),(8 11882.268),(9 12206.859),(10 12380.486),(11 12376.731),(12 11938.3955),(13 12148.694),(14 12674.155),(15 11887.758),(16 12084.375),(17 12220.389),(18 12016.156),(19 12029.4375),(20 11949.339),(21 12011.156),(22 11983.996),(23 12184.809),(24 12101.808),(25 12226.986),(26 12276.929),(27 12719.951),(28 12855.675),(29 13050.063),(30 13067.754),(31 13137.185),(32 13235.059),(33 13519.384),(34 13684.7705),(35 13899.897),(36 13978.225),(37 14131.654),(38 14097.645),(39 14331.77),(40 14760.505),(41 14588.906),(42 14650.426),(43 14705.998),(44 14691.619),(45 14741.561),(46 14828.401),(47 14778.038),(48 14607.875),(49 14603.11),(50 14652.861),(51 14781.595),(52 14597.791),(53 14787.518),(54 14907.647),(55 14749.843),(56 14613.917),(57 14648.209),(58 14743.123),(59 14460.78),(60 14722.839),(61 14669.429),(62 14718.63),(63 14806.727),(64 14820.526),(65 15005.251),(66 15181.141),(67 15191.893),(68 15176.973),(69 15268.005),(70 15219.09),(71 15226.19),(72 15493.678),(73 15178.984),(74 15201.216),(75 15372.213),(76 15177.924),(77 15598.325),(78 15468.386),(79 15590.531),
(1 10897.08),(2 12396.205),(3 11920.493),(4 11879.511),(5 11853.346),(6 11826.816),(7 11687.395),(8 11881.91),(9 11997.207),(10 12213.362),(11 12188.287),(12 12173.956),(13 12205.263),(14 12062.848),(15 11937.774),(16 12036.779),(17 12004.0205),(18 11763.576),(19 12054.325),(20 11947.456),(21 11928.691),(22 12122.305),(23 11855.431),(24 12027.609),(25 11906.466),(26 12240.512),(27 12295.276),(28 12566.0205),(29 12970.975),(30 12859.327),(31 12967.794),(32 13188.462),(33 13373.805),(34 13267.883),(35 13675.817),(36 13568.185),(37 13497.952),(38 13770.99),(39 13903.894),(40 13894.295),(41 14186.997),(42 14052.839),(43 14183.907),(44 14014.5205),(45 14241.322),(46 14190.5205),(47 14235.405),(48 14229.936),(49 14294.124),(50 14446.529),(51 14604.369),(52 14550.629),(53 14378.58),(54 14450.802),(55 14419.002),(56 14419.564),(57 14328.027),(58 14370.981),(59 14624.859),(60 14720.292),(61 14586.869),(62 14560.624),(63 14617.836),(64 14503.078),(65 14577.934),(66 14765.907),(67 14475.691),(68 14564.156),(69 14805.5625),(70 14925.373),(71 14893.549),(72 14840.785),(73 14844.368),(74 14870.283),(75 15001.132),(76 15109.866),(77 15067.664),(78 15162.942),(79 15021.029),
(1 10188.955),(2 11648.707),(3 11486.337),(4 11588.328),(5 11365.183),(6 11159.3),(7 11014.208),(8 11665.581),(9 11667.73),(10 11679.216),(11 11683.808),(12 11497.306),(13 11805.367),(14 11656.849),(15 11547.17),(16 11838.726),(17 11694.361),(18 11397.3955),(19 11566.724),(20 11522.837),(21 11431.208),(22 11426.249),(23 11573.689),(24 11602.541),(25 11641.025),(26 11738.573),(27 12101.213),(28 12167.149),(29 12295.747),(30 12408.713),(31 12501.629),(32 12560.931),(33 12781.185),(34 12919.966),(35 12906.957),(36 13267.113),(37 13223.232),(38 13039.442),(39 13425.83),(40 13504.663),(41 13626.037),(42 13652.914),(43 13789.134),(44 13735.08),(45 13882.522),(46 13831.029),(47 13943.017),(48 14069.331),(49 13756.647),(50 13954.112),(51 14032.04),(52 14164.454),(53 14233.003),(54 14083.232),(55 13963.978),(56 14105.311),(57 14043.305),(58 13881.818),(59 13914.061),(60 14016.355),(61 14053.785),(62 13994.603),(63 14189.963),(64 14277.632),(65 14328.15),(66 14430.293),(67 14584.124),(68 14530.122),(69 14512.141),(70 14473.844),(71 14887.23),(72 14816.722),(73 14595.947),(74 14645.465),(75 14604.285),(76 14651.868),(77 14824.544),(78 14920.298),(79 15089.27),
(1 10073.59),(2 11302.165),(3 10984.371),(4 11099.351),(5 11117.208),(6 10781.785),(7 10716.214),(8 11134.3),(9 11260.86),(10 11230.979),(11 11354.199),(12 11132.708),(13 11431.586),(14 11468.695),(15 11415.105),(16 11510.736),(17 11321.276),(18 11215.367),(19 11071.688),(20 11197.076),(21 11183.67),(22 11033.658),(23 11006.792),(24 11286.816),(25 11458.405),(26 11365.528),(27 11586.51),(28 11704.809),(29 11891.715),(30 11958.968),(31 11921.741),(32 12132.364),(33 12317.7),(34 12325.348),(35 12427.488),(36 12505.657),(37 12701.694),(38 12681.863),(39 13102.834),(40 12971.749),(41 13317.417),(42 13335.31),(43 13372.951),(44 13256.0625),(45 13351.351),(46 13547.9795),(47 13578.851),(48 13478.226),(49 13484.481),(50 13459.82),(51 13506.583),(52 13438.15),(53 13443.965),(54 13239.921),(55 13451.794),(56 13320.013),(57 13156.79),(58 13522.496),(59 13434.29),(60 13434.133),(61 13386.09),(62 13492.138),(63 13637.118),(64 13583.634),(65 13799.107),(66 13731.23),(67 13861.573),(68 14075.4375),(69 13918.804),(70 14189.381),(71 14243.824),(72 14380.489),(73 14486.208),(74 14377.337),(75 14482.931),(76 14575.652),(77 14450.168),(78 14625.125),(79 14732.368),
(1 9998.512),(2 11195.046),(3 11159.488),(4 11099.286),(5 10983.606),(6 10789.929),(7 10774.936),(8 10960.8955),(9 11378.507),(10 10965.121),(11 10917.15),(12 11003.851),(13 11273.125),(14 11213.949),(15 11127.731),(16 11156.275),(17 11409.123),(18 11009.29),(19 10922.164),(20 11117.788),(21 11062.968),(22 11048.314),(23 10886.961),(24 11046.909),(25 11172.368),(26 11221.186),(27 11612.045),(28 11679.473),(29 11704.026),(30 12089.087),(31 11979.976),(32 11967.432),(33 12178.361),(34 12233.373),(35 12446.434),(36 12482.685),(37 12471.943),(38 12737.6),(39 13060.037),(40 12924.173),(41 13211.473),(42 13213.625),(43 13287.208),(44 13220.41),(45 13204.671),(46 13579.29),(47 13717.092),(48 13705.903),(49 13815.215),(50 13689.215),(51 13683.786),(52 13673.233),(53 13728.042),(54 13666.498),(55 13718.937),(56 13532.056),(57 13497.112),(58 13724.426),(59 13595.386),(60 13726.056),(61 13567.616),(62 13756.837),(63 13793.499),(64 13760.222),(65 13937.325),(66 13833.205),(67 14084.577),(68 14244.66),(69 14132.607),(70 14139.198),(71 14244.497),(72 14463.686),(73 14560.233),(74 14306.99),(75 14296.293),(76 14423.771),(77 14524.605),(78 14612.6875),(79 14434.06),
(1 9430.021),(2 10527.604),(3 10605.218),(4 10422.758),(5 10319.801),(6 10367.16),(7 10248.422),(8 10505.544),(9 10549.355),(10 10559.346),(11 10397.424),(12 10630.124),(13 10643.557),(14 10701.391),(15 10319.007),(16 10704.374),(17 10558.515),(18 10483.479),(19 10495.967),(20 10447.545),(21 10692.551),(22 10502.711),(23 10369.016),(24 10567.84),(25 10768.831),(26 11125.62),(27 11279.549),(28 11470.822),(29 11586.268),(30 11855.305),(31 11944.915),(32 12082.653),(33 12186.052),(34 12222.121),(35 12466.649),(36 12671.944),(37 12577.97),(38 12934.822),(39 13008.629),(40 13078.316),(41 13178.182),(42 13202.918),(43 13425.856),(44 13148.025),(45 13218.681),(46 13494.504),(47 13452.284),(48 13297.216),(49 13222.038),(50 13269.547),(51 13524.977),(52 13374.018),(53 13194.751),(54 13422.4375),(55 13198.812),(56 13157.653),(57 13278.297),(58 13308.043),(59 13056.001),(60 13279.55),(61 13219.401),(62 13252.104),(63 13496.184),(64 13559.86),(65 13631.297),(66 13526.614),(67 13760.579),(68 13870.492),(69 13789.277),(70 14013.232),(71 13986.39),(72 14022.615),(73 14100.65),(74 14166.007),(75 13939.577),(76 14175.003),(77 14181.601),(78 14208.519),(79 14211.907),
(1 9520.556),(2 10708.875),(3 10529.46),(4 10431.645),(5 10296.767),(6 10523.559),(7 10255.397),(8 10424.022),(9 10699.439),(10 10659.849),(11 10328.355),(12 10636.318),(13 10818.407),(14 10752.399),(15 10381.727),(16 10687.654),(17 10679.01),(18 10546.143),(19 10483.597),(20 10760.187),(21 10666.809),(22 10616.657),(23 10432.743),(24 10662.243),(25 10539.583),(26 10787.346),(27 10939.921),(28 11188.323),(29 11211.141),(30 11290.952),(31 11389.264),(32 11559.858),(33 11694.143),(34 11846.729),(35 11900.011),(36 11968.661),(37 12116.114),(38 12380.904),(39 12264.846),(40 12277.647),(41 12516.135),(42 12534.619),(43 12654.786),(44 12531.997),(45 12634.34),(46 12838.594),(47 12947.368),(48 12741.863),(49 12737.531),(50 13030.712),(51 13051.113),(52 13008.282),(53 13096.532),(54 13021.003),(55 12946.883),(56 12973.734),(57 12995.233),(58 12979.96),(59 12811.03),(60 12672.048),(61 12808.67),(62 13022.931),(63 13098.149),(64 12931.162),(65 13163.05),(66 13092.021),(67 13101.9375),(68 13105.177),(69 13356.532),(70 13422.733),(71 13276.299),(72 13379.998),(73 13617.737),(74 13595.446),(75 13469.934),(76 13415.789),(77 13650.779),(78 13424.476),(79 13612.48),
(1 9176.089),(2 10081.531),(3 10079.257),(4 9784.675),(5 9791.826),(6 10101.582),(7 9954.104),(8 10033.442),(9 10391.186),(10 10163.356),(11 10119.592),(12 10225.234),(13 10272.4),(14 10183.246),(15 10065.467),(16 10369.644),(17 10309.295),(18 10132.454),(19 10324.405),(20 10404.271),(21 10248.437),(22 10233.768),(23 10221.847),(24 10290.137),(25 10428.777),(26 10705.552),(27 10888.021),(28 10850.04),(29 11007.602),(30 11311.413),(31 11391.647),(32 11322.002),(33 11471.813),(34 11544.725),(35 11694.79),(36 11823.404),(37 12014.5205),(38 12309.803),(39 12301.936),(40 12200.71),(41 12414.818),(42 12577.186),(43 12732.833),(44 12598.478),(45 12759.366),(46 12756.948),(47 12715.493),(48 12632.546),(49 12674.298),(50 12659.7295),(51 12750.151),(52 12666.4795),(53 12513.6045),(54 12498.782),(55 12490.911),(56 12452.281),(57 12554.511),(58 12430.71),(59 12543.796),(60 12660.888),(61 12511.836),(62 12710.679),(63 12795.05),(64 12906.635),(65 12849.766),(66 12871.822),(67 13034.064),(68 12880.182),(69 13304.774),(70 13272.619),(71 13088.057),(72 13224.888),(73 13227.022),(74 13260.245),(75 13309.158),(76 13497.437),(77 13399.36),(78 13206.165),(79 13483.693),
(1 8963.844),(2 10090.747),(3 9908.518),(4 9731.356),(5 9828.851),(6 9885.407),(7 10012.307),(8 9909.537),(9 10165.156),(10 10118.145),(11 9911.401),(12 10067.756),(13 10179.481),(14 9955.965),(15 10000.708),(16 10356.157),(17 9996.077),(18 9853.861),(19 9827.48),(20 9925.67),(21 9907.588),(22 9886.6455),(23 10013.284),(24 10022.234),(25 10128.154),(26 10211.266),(27 10390.839),(28 10774.164),(29 10811.11),(30 10912.482),(31 11216.83),(32 11219.812),(33 11267.407),(34 11392.529),(35 11562.593),(36 11671.247),(37 11849.085),(38 11988.178),(39 11895.518),(40 11998.282),(41 12202.391),(42 12304.882),(43 12311.921),(44 12432.39),(45 12373.572),(46 12468.454),(47 12444.708),(48 12466.664),(49 12429.921),(50 12507.897),(51 12505.168),(52 12337.819),(53 12217.213),(54 12315.73),(55 12159.373),(56 12275.878),(57 12285.717),(58 12394.598),(59 12343.481),(60 12330.47),(61 12276.394),(62 12587.818),(63 12467.1455),(64 12514.438),(65 12567.933),(66 12626.888),(67 12672.837),(68 12789.99),(69 12886.592),(70 12779.402),(71 12910.927),(72 13032.573),(73 13110.177),(74 13167.0205),(75 13206.031),(76 13187.811),(77 13230.962),(78 13292.885),(79 13393.971),
