1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23004.93),(2 36829.766),(3 93355.06),(4 133230.44),(5 171961.05),(6 218972.81),(7 266434.1),(8 315941.72),(9 366775.5),(10 424179.66),(11 469293.47),(12 520816.16),(13 576188.3),(14 622207.25),(15 673773.75),(16 741148.56),(17 808985.8),(18 881302.2),(19 949289.06),(20 1032034.25),(21 1103218.1),(22 1172733.1),(23 1253829.6),(24 1312424),(25 1363209.1),(26 1434173.1),(27 1481862.9),(28 1588777.1),(29 1663407.4),(30 1728451.9),(31 1785308.1),(32 1866834.1),(33 1944092.6),(34 2023204),(35 2122877.3),(36 2218656.8),(37 2318731),(38 2458906.3),(39 2584143.3),(40 2680403.8),(41 2848640.3),(42 2972335.3),(43 3159685.8),(44 3283017.8),(45 3460215),(46 3627309),(47 3769115),(48 3966738),(49 4126285.3),(50 4282641.5),(51 4461213.5),(52 4658921),(53 4840671.5),(54 5035169),(55 5230379.5),(56 5380075.5),(57 5570522.5),(58 5757282),(59 5907333.5),(60 6043743.5),(61 6176097.5),(62 6252646.5),(63 6368054.5),(64 6448493.5),(65 6513448),(66 6616039.5),(67 6709866.5),(68 6784739.5),(69 6907744),(70 6998410),(71 7081468.5),(72 7185570),(73 7285398),(74 7360461.5),(75 7463508),(76 7554603.5),(77 7637376),(78 7694682.5),(79 7791740),
(1 5836.6064),(2 13700.061),(3 19324.014),(4 21579.822),(5 23024.113),(6 24705.059),(7 26010.395),(8 27222.994),(9 28955.39),(10 30534.375),(11 31571.879),(12 32401.162),(13 32622.1),(14 33556.914),(15 34404.945),(16 34727.285),(17 35339.64),(18 35642.004),(19 36316.906),(20 36429.086),(21 36429.543),(22 36316.125),(23 35827.598),(24 35891.1),(25 35964.48),(26 35498.824),(27 35245.82),(28 36160.81),(29 37008.613),(30 37540.492),(31 37941.22),(32 38142.01),(33 38296.785),(34 38781.75),(35 38671.043),(36 38539.215),(37 39129.043),(38 39280.332),(39 38963.332),(40 38561.266),(41 38168.133),(42 38672.668),(43 38776.445),(44 39189.703),(45 39405.945),(46 39448.617),(47 39825.78),(48 39960.887),(49 39968.01),(50 40185.11),(51 40576.184),(52 40371.48),(53 40520.887),(54 40403.617),(55 40118.418),(56 40146.15),(57 40271.883),(58 40586.914),(59 40944.79),(60 40557.37),(61 39830.69),(62 39981.1),(63 39571.184),(64 39398.69),(65 39388.914),(66 39002.48),(67 39066.453),(68 39342.273),(69 39078.473),(70 39088.45),(71 39321.96),(72 39031.383),(73 38727.32),(74 38657.375),(75 39036.465),(76 38971.684),(77 39334.965),(78 40020.64),(79 40337.977),
(1 5581.6934),(2 12913.661),(3 18108.531),(4 20129.537),(5 21501.281),(6 23134.512),(7 24276.078),(8 25595.547),(9 27152.17),(10 28521.105),(11 29554.064),(12 30440.293),(13 30668.242),(14 31228.178),(15 32040.922),(16 32243.045),(17 32618.139),(18 32646.094),(19 32982.188),(20 33383.26),(21 33585.098),(22 33626.97),(23 33419.27),(24 33668.945),(25 34050.535),(26 34030.145),(27 34189.44),(28 34977.008),(29 35380.38),(30 35895.29),(31 36568.11),(32 36530.164),(33 36710.35),(34 36942.11),(35 36930.316),(36 37102.223),(37 37596.496),(38 37467.168),(39 37241.992),(40 37026.37),(41 36742.266),(42 37196.465),(43 37298.297),(44 37688.055),(45 37752.14),(46 37584.684),(47 37574.695),(48 37464.777),(49 37777.24),(50 38362.297),(51 38094.082),(52 37311.227),(53 37131.81),(54 37331.035),(55 37370.918),(56 37628.816),(57 38056.29),(58 38283.25),(59 38382.223),(60 38375.992),(61 38205.465),(62 38263.03),(63 37988.96),(64 38203.406),(65 38425.785),(66 37603.76),(67 37086.15),(68 37313.797),(69 37476.785),(70 37308.92),(71 37474.008),(72 37338.13),(73 37353.06),(74 37372.625),(75 37240.023),(76 37295.508),(77 37574.316),(78 38003.004),(79 37992.684),
(1 5398.5923),(2 12520.685),(3 17860.248),(4 19919.244),(5 21635.572),(6 23222.816),(7 24478.447),(8 26171.805),(9 27732.91),(10 28791.836),(11 29546.51),(12 30362.54),(13 30858.986),(14 31608.13),(15 32282.059),(16 32495.957),(17 33025.535),(18 33015.754),(19 32708.25),(20 32198.805),(21 32019.018),(22 32127.69),(23 32459),(24 32591.25),(25 32623.842),(26 32693.053),(27 33015.23),(28 33599.56),(29 33774.57),(30 34001.69),(31 34380.086),(32 34706.543),(33 34790.656),(34 35352.45),(35 35745.68),(36 36322.496),(37 37075.008),(38 36953.766),(39 36803.848),(40 37245.223),(41 37611.875),(42 38000.15),(43 37983.06),(44 38458.527),(45 38330.207),(46 37794.543),(47 37986.984),(48 38014.99),(49 37861.117),(50 38084.348),(51 38042.86),(52 37448.098),(53 37675.7),(54 37754.094),(55 37730.434),(56 38175.742),(57 38205.875),(58 38217.42),(59 38538.336),(60 38162.895),(61 38155.156),(62 37986.457),(63 37919.785),(64 38094.145),(65 38089.348),(66 37456.82),(67 37465.805),(68 37745.65),(69 37663.1),(70 37839.863),(71 37875.332),(72 37819.28),(73 38250.99),(74 38498.547),(75 38629.348),(76 38573.594),(77 38930.79),(78 39396.68),(79 39036.49),
(1 5416.3896),(2 12468.906),(3 17728.48),(4 20184.197),(5 21816.639),(6 23247.871),(7 24610.744),(8 26038.719),(9 27578.111),(10 28761.41),(11 29903.973),(12 30610.219),(13 30529.316),(14 30974.951),(15 31617.527),(16 31679.086),(17 31847.82),(18 31889.156),(19 32275.773),(20 32053.336),(21 31932.715),(22 32239.379),(23 32460.186),(24 32519.94),(25 32507.578),(26 32334.33),(27 32553.193),(28 33030.945),(29 33077.586),(30 33022.25),(31 33077.723),(32 33109.516),(33 33217.117),(34 33375.98),(35 33445.36),(36 34277.79),(37 34806.63),(38 34505.9),(39 34294.344),(40 34457.297),(41 34702.492),(42 35191.848),(43 35073.06),(44 35352.098),(45 35468.332),(46 35156.15),(47 35326.402),(48 35354.348),(49 35470.977),(50 35900.836),(51 35939.72),(52 35674.76),(53 36011.617),(54 36240.676),(55 36086.023),(56 36094.063),(57 35962.895),(58 35856.75),(59 36212.15),(60 35856.816),(61 36046.676),(62 36589.62),(63 36702.414),(64 36724.203),(65 36823.02),(66 36422.88),(67 36699.965),(68 37132),(69 37253.914),(70 37383.754),(71 37748.32),(72 37640.434),(73 37668.145),(74 37909.16),(75 37877.29),(76 37720.043),(77 38082.47),(78 38141.176),(79 38104.25),
(1 5147.133),(2 11890.519),(3 16960.027),(4 18943.32),(5 20308.389),(6 22053.318),(7 23483.1),(8 24878.094),(9 26353.762),(10 27485.715),(11 28421.488),(12 29054.986),(13 29284.803),(14 29985.744),(15 30571.197),(16 30775.941),(17 31131.45),(18 31076.137),(19 30889.39),(20 30835.824),(21 31008.303),(22 31342.12),(23 31447.1),(24 31393.568),(25 31377.06),(26 31336.008),(27 31667.785),(28 32391.248),(29 32593.246),(30 32597.043),(31 32801.598),(32 32632.29),(33 32524.273),(34 33110.56),(35 33281.254),(36 33324.63),(37 33737.605),(38 33749.24),(39 33924.19),(40 34292.645),(41 34422.625),(42 34835.957),(43 34787.44),(44 35021.543),(45 34849.953),(46 34978.215),(47 35355.883),(48 35638.86),(49 35856.637),(50 36023.457),(51 35685.105),(52 35227.85),(53 35796.504),(54 36144.324),(55 36090.37),(56 36341.438),(57 36414.2),(58 36272.992),(59 36502.81),(60 36546.625),(61 36458.695),(62 36725.72),(63 36661.32),(64 36109.21),(65 35658.426),(66 35416.27),(67 35789.754),(68 35997.18),(69 36174.055),(70 36169.973),(71 36228.223),(72 36202.14),(73 36538.496),(74 36939.086),(75 37053.992),(76 37281.24),(77 37638.65),(78 37908.016),(79 37502.344),
(1 5166.212),(2 11847.568),(3 16769.518),(4 18479.76),(5 19495.393),(6 20715.31),(7 22148.254),(8 23761.432),(9 25363.037),(10 26392.172),(11 26606.066),(12 26855.912),(13 27208.604),(14 27871.19),(15 28736.37),(16 28948.137),(17 29422.162),(18 29582.602),(19 29354.613),(20 29145.902),(21 29433.068),(22 29852.447),(23 30108.902),(24 29978.68),(25 29940.588),(26 30011.012),(27 30185.104),(28 30929.594),(29 31236.393),(30 31289.43),(31 32059.307),(32 32516.67),(33 32791.6),(34 33233.133),(35 33150.66),(36 33362.977),(37 34092.14),(38 33978.844),(39 33935.977),(40 34459.934),(41 34556.848),(42 34747.3),(43 34675.973),(44 35066.85),(45 34993.656),(46 35130.332),(47 35576.766),(48 35484.945),(49 35698.656),(50 35840.242),(51 35338.895),(52 35047.184),(53 35598.38),(54 35619.047),(55 35299.207),(56 35630.164),(57 35637.895),(58 35479.42),(59 35540.004),(60 35550.434),(61 35441.023),(62 35790.504),(63 35557.258),(64 35229.707),(65 35391.344),(66 35280.637),(67 35675.793),(68 36138.418),(69 36031.363),(70 36242.133),(71 36622.035),(72 36450.684),(73 36024.566),(74 35746.72),(75 35675.48),(76 35709.62),(77 35958.797),(78 35951.996),(79 35545.887),
(1 5044.736),(2 11607.391),(3 16420.588),(4 18389.86),(5 19809.316),(6 21308.508),(7 22759.256),(8 24246.467),(9 25599.43),(10 26793.111),(11 27560.564),(12 28145.045),(13 28352.656),(14 28835.414),(15 29177.275),(16 28840.59),(17 29156.29),(18 29330.037),(19 29248.867),(20 29281.654),(21 29523.998),(22 29683.646),(23 29654.39),(24 29699.285),(25 30094.938),(26 30289.096),(27 30441.799),(28 31346.574),(29 31870.678),(30 32033.371),(31 32403.775),(32 32421.285),(33 32499.71),(34 32659.115),(35 32434.414),(36 32488.67),(37 32874.54),(38 32431.943),(39 32288.531),(40 32583.252),(41 32510.307),(42 32800.684),(43 32710.475),(44 33222.324),(45 33088.805),(46 32851.6),(47 32928.664),(48 32927.605),(49 33054.56),(50 33356.69),(51 33035.07),(52 33039.984),(53 33471.69),(54 33569.066),(55 33636.438),(56 34019.016),(57 33956.258),(58 34041.56),(59 34203.9),(60 33871.973),(61 34154.8),(62 34513.59),(63 34216.094),(64 34093.715),(65 34187.633),(66 34420.547),(67 34810.625),(68 34924.293),(69 34649.15),(70 34463.742),(71 34764.125),(72 35212.53),(73 35235.375),(74 35044.17),(75 34826.438),(76 34834.438),(77 34885.52),(78 34908.836),(79 35129.695),
(1 5072.511),(2 11466.926),(3 15867.897),(4 17789.88),(5 19141.422),(6 20605.021),(7 21793.428),(8 23029.678),(9 24456.385),(10 25298.463),(11 25729.736),(12 26149.12),(13 26166.385),(14 26447.168),(15 27072.79),(16 26949.041),(17 27023.04),(18 26913.488),(19 27008.896),(20 27292.584),(21 27392.133),(22 27728.68),(23 28331.62),(24 28844.51),(25 28966.248),(26 28838.926),(27 29237.885),(28 29950.082),(29 30720.066),(30 30996.791),(31 31368.092),(32 31230.512),(33 31369.857),(34 31936.895),(35 31928.998),(36 31741.838),(37 32031.402),(38 32035.895),(39 32330.158),(40 32259.979),(41 31914.904),(42 31930.057),(43 31723.5),(44 32013.207),(45 32023.912),(46 31999.984),(47 32201.635),(48 32236.768),(49 32060.72),(50 31965.758),(51 32038.283),(52 31933.133),(53 32139.46),(54 32020.031),(55 32132.348),(56 32270.893),(57 32359.568),(58 32442.352),(59 32696.596),(60 32711.264),(61 32816.6),(62 32984.656),(63 32796.83),(64 32616.525),(65 32480.574),(66 32354.46),(67 32483.686),(68 32687.818),(69 32528.445),(70 32462.182),(71 32747.8),(72 32569.104),(73 32522.762),(74 32512.322),(75 32438.887),(76 32401.918),(77 32445.846),(78 32758.709),(79 32972.477),
(1 4737.673),(2 10612.306),(3 14797.841),(4 16517.072),(5 17637.617),(6 18925.486),(7 19898.078),(8 20881.316),(9 22235.668),(10 23050.205),(11 23518.113),(12 24052.201),(13 24016.682),(14 24620.803),(15 25161.691),(16 25356.297),(17 25973.871),(18 26325.303),(19 26571.188),(20 26638.791),(21 26682.324),(22 26890.566),(23 27182.213),(24 27778.625),(25 27979.953),(26 28239.041),(27 28715.068),(28 29420.266),(29 29846.293),(30 29647.953),(31 29538.23),(32 29644.016),(33 29749.467),(34 30147.996),(35 30401.535),(36 30649.414),(37 30875.215),(38 30769),(39 31078.65),(40 31359.4),(41 30568.97),(42 30521.67),(43 30472.998),(44 30949.207),(45 30712.516),(46 30492.729),(47 30774.055),(48 30846.967),(49 30819.037),(50 30828.703),(51 30407.625),(52 30054.016),(53 29981.32),(54 29860.162),(55 29710.447),(56 29828.19),(57 29906.92),(58 30138.99),(59 30254.104),(60 30371.754),(61 30443.244),(62 30621.842),(63 30604.965),(64 30779.291),(65 30791.102),(66 30733.576),(67 30595.676),(68 30574.406),(69 30569.213),(70 30519.63),(71 30485.158),(72 30180.232),(73 30369.023),(74 30429.945),(75 30390.88),(76 30353.336),(77 30460.96),(78 31116.037),(79 31304.033),
(1 4642.4355),(2 10400.074),(3 14418.349),(4 16208.4795),(5 17769.328),(6 19147.475),(7 20138.947),(8 21203.342),(9 22399.383),(10 22897.209),(11 23111.14),(12 23678.74),(13 24174.004),(14 24861.082),(15 25371.273),(16 25463.377),(17 26172.842),(18 26333.498),(19 26522.5),(20 26708.18),(21 26568.273),(22 26501.277),(23 26412.629),(24 26390.717),(25 26355.367),(26 26619.08),(27 27132.553),(28 27432.225),(29 27610.754),(30 27652.068),(31 27693.27),(32 27722.34),(33 28046.264),(34 28549.283),(35 28371.691),(36 28354.553),(37 28406.533),(38 28078.129),(39 28129.74),(40 28340.754),(41 28121.166),(42 28078.137),(43 27806.996),(44 28395.316),(45 28570.014),(46 28801.488),(47 29172.9),(48 29052.432),(49 28495.652),(50 28221.287),(51 27784.984),(52 27524.752),(53 27836.777),(54 27604.717),(55 27457.613),(56 27836.73),(57 28171.355),(58 28303.436),(59 28599.398),(60 29057.197),(61 29332.203),(62 29402.861),(63 29304.377),(64 29491.264),(65 29917.303),(66 29857.25),(67 29815.775),(68 29823.467),(69 29689.166),(70 29616.225),(71 29663.182),(72 29655.707),(73 29627.725),(74 29744.033),(75 29861.377),(76 29909.908),(77 29864.266),(78 30513.385),(79 30636.06),
(1 4728.229),(2 10631.589),(3 14763.497),(4 16338.254),(5 17460.648),(6 18865.762),(7 20024.822),(8 21233.66),(9 22749.545),(10 23399.148),(11 23398.84),(12 23755.865),(13 24204.902),(14 24859.945),(15 25367.7),(16 25252.322),(17 25635.695),(18 25587.398),(19 25741.791),(20 25892.336),(21 25855.082),(22 26287.535),(23 26321.648),(24 26252.547),(25 26418.71),(26 26590.396),(27 27111.162),(28 27579.111),(29 27762.738),(30 27886.498),(31 27835.428),(32 27864.36),(33 28068.273),(34 28639.36),(35 28703.734),(36 28583.074),(37 28750.434),(38 28460.389),(39 28711.66),(40 28735.66),(41 28215.205),(42 28223.309),(43 28064.027),(44 28236.313),(45 28283.969),(46 28570.922),(47 28698.564),(48 28275.537),(49 27776.82),(50 27410.795),(51 27464.434),(52 27409.434),(53 27730.332),(54 27743.531),(55 27581.506),(56 27709.625),(57 27923.375),(58 27951.594),(59 28433.598),(60 28742.518),(61 28992.02),(62 29396.078),(63 29213.268),(64 29026.375),(65 29392.516),(66 29332.102),(67 29521.97),(68 29818.275),(69 29650.545),(70 29618.645),(71 29610.906),(72 29637.605),(73 29733.172),(74 29790.568),(75 29555.764),(76 29764.025),(77 29826.572),(78 30260.324),(79 30294.695),
(1 4533.055),(2 10123.081),(3 14266.791),(4 15954.507),(5 17079.807),(6 18385.441),(7 19423.39),(8 20723.135),(9 21768.22),(10 22245.004),(11 22449.38),(12 22868.717),(13 23325.748),(14 24031.709),(15 24507.28),(16 24708.047),(17 25025.994),(18 25196.459),(19 25749.096),(20 26067.094),(21 26036.314),(22 26134.836),(23 26024.338),(24 26065.82),(25 26378.428),(26 26543.076),(27 26606.111),(28 27105.168),(29 27402.777),(30 27400.793),(31 27414.025),(32 27441.7),(33 27603.148),(34 28244.838),(35 28474.531),(36 28655.688),(37 28554.385),(38 28422.41),(39 28656.846),(40 28756.803),(41 28740.541),(42 29179.73),(43 29109.11),(44 29049.324),(45 28909.36),(46 29086.936),(47 29388.252),(48 29175.908),(49 28839.982),(50 28649.832),(51 28461.7),(52 28355.895),(53 28540.242),(54 28470.691),(55 28473.984),(56 28618.299),(57 28367.736),(58 28485.51),(59 28814.354),(60 28582.363),(61 28606.016),(62 28798.453),(63 28428.934),(64 28311.473),(65 28443.332),(66 28308.74),(67 28468.547),(68 28696.44),(69 28667.22),(70 28810.229),(71 29072.656),(72 29056.123),(73 29292.514),(74 29617.664),(75 29700.86),(76 29827.662),(77 30126.092),(78 30438.012),(79 30503),
(1 4636.1353),(2 10294.502),(3 14026.106),(4 15517.202),(5 16736.918),(6 18004.95),(7 18829.648),(8 19801.717),(9 20868.322),(10 21533.777),(11 21885.129),(12 22432.93),(13 22869.777),(14 23547.129),(15 24159.129),(16 24132.135),(17 24390.273),(18 24565.877),(19 25165.846),(20 25460.93),(21 25690.092),(22 25917.535),(23 25643.4),(24 25514.742),(25 25667.018),(26 25925.377),(27 26323.188),(28 26692.865),(29 27070.916),(30 27191.426),(31 27490.623),(32 27316.684),(33 27532.223),(34 28439.283),(35 28696.904),(36 28624.854),(37 28613.508),(38 28293.791),(39 28420.477),(40 28450.402),(41 28318.143),(42 28816.55),(43 28709.326),(44 28877.102),(45 28851.64),(46 29021.402),(47 29068.51),(48 28826.455),(49 28554.152),(50 28615.678),(51 28450.6),(52 28194.303),(53 28192.924),(54 27814.297),(55 27844.115),(56 27939.541),(57 27527.588),(58 27171.717),(59 27370.873),(60 27281.602),(61 27382.879),(62 27645.709),(63 27631.6),(64 27938.69),(65 28189.023),(66 28105.867),(67 28304.674),(68 28556.393),(69 28322.96),(70 28211.451),(71 28255.965),(72 27994.672),(73 28144.678),(74 28388.326),(75 28669.873),(76 28695.666),(77 28933.498),(78 29409.951),(79 29475.637),
(1 4402.7637),(2 9768.637),(3 13419.175),(4 15173.183),(5 16452.889),(6 17929.564),(7 19079.336),(8 19965.707),(9 20790.297),(10 21294.816),(11 21632.41),(12 22128.121),(13 22508.057),(14 22618.404),(15 22851.79),(16 22980.498),(17 23491.31),(18 23561.162),(19 23789.654),(20 23984.893),(21 23781.73),(22 24109.37),(23 24474.906),(24 24793.473),(25 25035.918),(26 25067.77),(27 25098.664),(28 25580.83),(29 26099.875),(30 26209.34),(31 26596.254),(32 26579.217),(33 26807.434),(34 27394.273),(35 27367.363),(36 27159.88),(37 27425.89),(38 27160.207),(39 27164.111),(40 27197.166),(41 26926.057),(42 26944.875),(43 26964.105),(44 27464.438),(45 27253.256),(46 27075.152),(47 27025.69),(48 26711.285),(49 26797.361),(50 26901.469),(51 26756.617),(52 26576.45),(53 26652.422),(54 26491.762),(55 26410.447),(56 26630.566),(57 26580.04),(58 26672.15),(59 26838.314),(60 26617.59),(61 26529.7),(62 26889.77),(63 26840.572),(64 27185.24),(65 27402.887),(66 27491.504),(67 27598.313),(68 27871.049),(69 27912.508),(70 27760.328),(71 27936.12),(72 27962.041),(73 28009.383),(74 28151.178),(75 28189.021),(76 28117.307),(77 28031.91),(78 28377.959),(79 28545.324),
(1 4501.0083),(2 9896.959),(3 13526.404),(4 15114.771),(5 16077.6045),(6 17143.629),(7 17919.807),(8 18723.93),(9 19414.488),(10 20079.795),(11 20562.805),(12 20966.668),(13 20932.209),(14 21155.107),(15 21850.262),(16 22291.867),(17 22673.473),(18 22589.205),(19 22601.229),(20 22925.988),(21 23191.928),(22 23482.516),(23 23592.756),(24 23880.732),(25 23995.895),(26 24009.78),(27 24241.268),(28 24885.924),(29 25153.227),(30 24992.164),(31 24885.08),(32 24639.541),(33 24873.027),(34 25456.783),(35 25385.732),(36 25197.795),(37 25480.008),(38 25434.934),(39 25443.639),(40 25426.832),(41 25241.518),(42 25309.037),(43 24891.965),(44 24989.09),(45 24743.049),(46 24695.947),(47 24896.76),(48 24741.771),(49 24823.271),(50 24935.555),(51 24810.508),(52 24818.498),(53 24889.592),(54 24811.24),(55 24743.465),(56 24957.31),(57 25083.652),(58 25520.682),(59 25676.41),(60 25544.574),(61 25656.836),(62 25991.438),(63 25886.77),(64 25933.992),(65 26206.445),(66 26356.68),(67 26404.877),(68 26625.31),(69 26472.59),(70 26277.557),(71 26438.947),(72 26372.152),(73 26380.605),(74 26612.934),(75 26480.629),(76 26309.104),(77 26401.18),(78 26835.023),(79 27018.078),
(1 4449.874),(2 9398.954),(3 12669.227),(4 14158.85),(5 15232.199),(6 16547.717),(7 17507.51),(8 18161.145),(9 18919.146),(10 19554.676),(11 19883.486),(12 20298.041),(13 20348.059),(14 20695.354),(15 21350.758),(16 21526.076),(17 21829.254),(18 21781.322),(19 22004.965),(20 22170.516),(21 22444.389),(22 22912.055),(23 22929.84),(24 22948.008),(25 23092.504),(26 22950.377),(27 23093.922),(28 23554.676),(29 23513.06),(30 23352.262),(31 23559.559),(32 23936.514),(33 23996.525),(34 24207.584),(35 23865.777),(36 23872.563),(37 24288.234),(38 24278.04),(39 24217.322),(40 24398.383),(41 24582.467),(42 25041.496),(43 24862.115),(44 24654.176),(45 24597.492),(46 24760.637),(47 25006.81),(48 24760.31),(49 24428.03),(50 24421.295),(51 24204.523),(52 24217.414),(53 24585.455),(54 24747.908),(55 24575.453),(56 24768.857),(57 24851.64),(58 24983.805),(59 25160.86),(60 25281.139),(61 25600.16),(62 26028.164),(63 25667.885),(64 25582.51),(65 25988.238),(66 25890.691),(67 25916.01),(68 26057.617),(69 25760.17),(70 25898.67),(71 26061.277),(72 25939.22),(73 26249.09),(74 26459.414),(75 26206.893),(76 26175.5),(77 26206.268),(78 26451.16),(79 26542.771),
(1 4105.6436),(2 8912.19),(3 12168.464),(4 13649.164),(5 14513.784),(6 15627.19),(7 16468.8),(8 17268.904),(9 18198.35),(10 18790.125),(11 19127.959),(12 19345.389),(13 19335.27),(14 19406.17),(15 19684.578),(16 19710.82),(17 19960.148),(18 19675.758),(19 19791.719),(20 20238.57),(21 20688.291),(22 21217.646),(23 21378.219),(24 21431.023),(25 21690.785),(26 21846.443),(27 21647.924),(28 22001.615),(29 22280.203),(30 22201.092),(31 22498.24),(32 22434.283),(33 22390.188),(34 22544.514),(35 22631.607),(36 22559.84),(37 22770.984),(38 22564.85),(39 22646.984),(40 22846.623),(41 22929.344),(42 23152.775),(43 23198.168),(44 23406.926),(45 23428.637),(46 23476.828),(47 23433.47),(48 23222.459),(49 23087.762),(50 23237.873),(51 23193.559),(52 23182.55),(53 23421.123),(54 23473.197),(55 23434.479),(56 23528.799),(57 23677.918),(58 23909.955),(59 24146.234),(60 24277.9),(61 24203.533),(62 24359.209),(63 24250.3),(64 24523.332),(65 24805.559),(66 24666.166),(67 24808.873),(68 24778.21),(69 24666.926),(70 24855.387),(71 25059.475),(72 25064.117),(73 25098.314),(74 25282.523),(75 25294.111),(76 25219.672),(77 25371.043),(78 25533.426),(79 25426.016),
