1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 84750),(2 298334.97),(3 656842.56),(4 1165454.4),(5 1886142),(6 2795828.5),(7 3943780.3),(8 5354340.5),(9 7021919.5),(10 8973078),(11 11134971),(12 13627747),(13 16371187),(14 19418510),(15 22699634),(16 26435094),(17 30765168),(18 35510144),(19 40953516),(20 46782844),(21 53263410),(22 60378764),(23 68451530),(24 76667390),(25 84962770),(26 92734424),(27 100453960),(28 108205530),(29 115904380),(30 123558910),(31 130069000),(32 135243150),(33 139431120),(34 142675950),(35 145186060),(36 147294340),(37 148391630),(38 149115440),(39 148850220),(40 147681630),(41 145783730),(42 142966640),(43 139213040),(44 134415800),(45 129206360),(46 122998470),(47 116361150),(48 109244250),(49 101732410),(50 93698390),(51 85898376),(52 77647530),(53 70443720),(54 63537036),(55 57496132),(56 52127108),(57 47488068),(58 43833788),(59 41023650),(60 39271820),(61 37834636),(62 36870604),(63 36587644),(64 36726880),(65 37510956),(66 38527084),(67 39289330),(68 40433324),(69 41728660),(70 43443970),(71 45182964),(72 46685764),(73 48339696),(74 49752096),(75 51164064),(76 52638524),(77 54143300),(78 55612944),(79 56985692),
(1 127.46737),(2 153.93443),(3 156.4541),(4 170.92868),(5 174.57304),(6 182.108),(7 183.9768),(8 186.81354),(9 192.88603),(10 198.35513),(11 202.04645),(12 200.79477),(13 205.91132),(14 205.44034),(15 212.93259),(16 210.54306),(17 212.89578),(18 213.265),(19 213.6825),(20 214.81857),(21 214.35379),(22 216.7439),(23 216.0359),(24 214.65672),(25 212.89532),(26 213.66614),(27 216.90196),(28 217.53113),(29 215.62735),(30 217.51501),(31 222.8436),(32 222.32892),(33 220.90825),(34 217.55095),(35 222.31198),(36 219.69847),(37 220.74455),(38 221.01143),(39 220.94435),(40 224.29211),(41 220.01172),(42 220.20042),(43 221.18855),(44 219.98604),(45 216.24426),(46 216.20175),(47 214.61713),(48 214.62473),(49 211.43135),(50 208.23698),(51 211.15865),(52 212.58083),(53 213.63911),(54 212.66002),(55 208.36043),(56 210.80095),(57 209.77643),(58 212.8017),(59 214.35907),(60 213.38095),(61 213.41005),(62 214.4672),(63 214.58664),(64 214.35655),(65 218.0499),(66 215.86226),(67 219.61058),(68 215.52084),(69 217.35095),(70 220.78973),(71 219.01233),(72 220.50429),(73 220.53166),(74 221.58295),(75 227.57649),(76 220.8103),(77 223.93903),(78 223.77008),(79 221.97687),
(1 129.59541),(2 151.41798),(3 156.5645),(4 171.3085),(5 174.3808),(6 181.31302),(7 186.59616),(8 193.23096),(9 194.21465),(10 199.00366),(11 202.67772),(12 206.22643),(13 209.13338),(14 210.74739),(15 213.70346),(16 210.99915),(17 214.19142),(18 216.87624),(19 214.81796),(20 218.7128),(21 219.96002),(22 223.5617),(23 223.29466),(24 221.03494),(25 222.60878),(26 223.04674),(27 227.61758),(28 225.55247),(29 224.67943),(30 225.05003),(31 228.03036),(32 229.96951),(33 226.3366),(34 227.41139),(35 229.27861),(36 228.70172),(37 232.56494),(38 229.46368),(39 231.09064),(40 228.74979),(41 227.23674),(42 224.70462),(43 225.22887),(44 220.74734),(45 217.03111),(46 215.89877),(47 210.52689),(48 212.82817),(49 208.56105),(50 208.20331),(51 212.49588),(52 210.69597),(53 211.1839),(54 210.34474),(55 205.92705),(56 209.81635),(57 208.59064),(58 211.58449),(59 208.84981),(60 209.06021),(61 215.34428),(62 213.63602),(63 215.52795),(64 219.67133),(65 224.28915),(66 224.74203),(67 224.12701),(68 221.57788),(69 222.09662),(70 226.17328),(71 222.78896),(72 221.489),(73 221.34274),(74 225.54964),(75 230.3647),(76 229.51865),(77 233.01596),(78 232.42052),(79 227.77405),
(1 124.69015),(2 145.61546),(3 153.16383),(4 167.10437),(5 173.70258),(6 176.62222),(7 180.2017),(8 188.69746),(9 191.60349),(10 196.2839),(11 197.68945),(12 201.19524),(13 206.45328),(14 205.67543),(15 206.98528),(16 202.77113),(17 208.1697),(18 208.68918),(19 210.7419),(20 210.9137),(21 211.59435),(22 211.83192),(23 215.42656),(24 215.7737),(25 215.59822),(26 216.65631),(27 217.43669),(28 215.13348),(29 216.34047),(30 218.16794),(31 218.2891),(32 222.10555),(33 215.99362),(34 218.16814),(35 217.81055),(36 217.90378),(37 219.64792),(38 218.6364),(39 224.72444),(40 216.28746),(41 217.71767),(42 214.4568),(43 218.43857),(44 211.57785),(45 206.33029),(46 206.57332),(47 203.81477),(48 201.64342),(49 203.2413),(50 200.45255),(51 209.96826),(52 205.06235),(53 205.3659),(54 203.55211),(55 203.1177),(56 203.44254),(57 203.17778),(58 209.79594),(59 205.69884),(60 206.2041),(61 214.66573),(62 211.6177),(63 213.02141),(64 215.21335),(65 219.53897),(66 222.7991),(67 221.1095),(68 219.06027),(69 218.86993),(70 218.09184),(71 220.91075),(72 219.97903),(73 218.9439),(74 220.26883),(75 224.35635),(76 225.75955),(77 225.06877),(78 224.53429),(79 224.00136),
(1 125.99227),(2 146.49594),(3 153.42207),(4 166.02197),(5 174.73717),(6 179.43506),(7 184.4586),(8 187.65761),(9 191.5721),(10 198.32437),(11 198.1615),(12 202.56744),(13 207.19293),(14 205.5874),(15 206.09932),(16 204.28609),(17 211.44173),(18 209.78218),(19 211.2071),(20 213.93875),(21 216.74727),(22 220.4937),(23 220.15578),(24 217.77876),(25 221.73985),(26 223.52094),(27 224.17848),(28 221.70926),(29 222.12088),(30 224.38857),(31 226.52458),(32 226.89703),(33 221.3731),(34 224.78868),(35 227.22618),(36 224.45251),(37 224.95833),(38 227.04797),(39 231.4323),(40 228.18275),(41 227.04254),(42 222.52135),(43 225.89526),(44 222.39621),(45 218.80095),(46 219.0545),(47 218.22299),(48 212.09198),(49 212.17671),(50 206.95874),(51 213.86958),(52 213.05713),(53 209.05986),(54 204.41333),(55 208.18698),(56 209.46896),(57 207.92982),(58 210.7539),(59 208.64407),(60 208.23494),(61 214.12808),(62 214.81007),(63 215.97397),(64 218.75386),(65 223.30286),(66 223.9723),(67 220.7259),(68 223.75645),(69 220.45132),(70 220.41199),(71 223.0474),(72 220.15707),(73 221.15358),(74 221.87288),(75 227.17409),(76 223.59904),(77 225.54715),(78 225.9644),(79 223.21158),
(1 125.646385),(2 147.55743),(3 154.6392),(4 167.33508),(5 173.14673),(6 176.57878),(7 183.71718),(8 183.20895),(9 191.6483),(10 195.88985),(11 195.11159),(12 198.82156),(13 201.73645),(14 201.382),(15 202.86786),(16 201.04897),(17 204.34167),(18 206.61568),(19 207.96683),(20 209.66852),(21 210.86623),(22 212.024),(23 217.61115),(24 217.42151),(25 218.20796),(26 217.23412),(27 218.06804),(28 216.79282),(29 216.43481),(30 214.55911),(31 221.85889),(32 217.73657),(33 216.85034),(34 216.69739),(35 217.1818),(36 214.76788),(37 215.87306),(38 217.64009),(39 218.62833),(40 215.86511),(41 215.9005),(42 212.40828),(43 214.72392),(44 211.62057),(45 205.74042),(46 210.9937),(47 207.39505),(48 205.52187),(49 202.55275),(50 200.7175),(51 202.83858),(52 204.67989),(53 202.84225),(54 199.50708),(55 201.58392),(56 203.62735),(57 200.62709),(58 203.46535),(59 203.06833),(60 200.945),(61 208.71321),(62 207.8336),(63 206.40489),(64 208.1137),(65 215.5182),(66 213.05965),(67 212.54941),(68 214.61742),(69 209.41112),(70 214.28546),(71 214.82814),(72 215.66914),(73 217.76733),(74 216.7801),(75 217.31232),(76 217.98943),(77 219.03398),(78 218.66504),(79 215.35115),
(1 123.64291),(2 147.23567),(3 153.96255),(4 168.81111),(5 172.62814),(6 178.7343),(7 185.61461),(8 185.14592),(9 192.62338),(10 197.20244),(11 198.65048),(12 201.50702),(13 207.48416),(14 208.45059),(15 212.37231),(16 209.83276),(17 205.84154),(18 206.60794),(19 208.16428),(20 209.66124),(21 211.3427),(22 212.65807),(23 215.15187),(24 215.79352),(25 218.21516),(26 219.87914),(27 220.3058),(28 218.81796),(29 221.36623),(30 217.73543),(31 221.52777),(32 217.97565),(33 220.50632),(34 219.689),(35 220.52249),(36 221.83044),(37 217.83295),(38 222.98016),(39 220.66353),(40 219.99016),(41 221.94522),(42 215.78676),(43 218.98064),(44 214.01067),(45 210.00504),(46 212.57625),(47 210.42247),(48 208.87914),(49 205.18465),(50 200.97754),(51 200.52126),(52 200.39749),(53 203.45108),(54 202.467),(55 200.70204),(56 204.61937),(57 204.67358),(58 208.00339),(59 208.51888),(60 206.3409),(61 211.20001),(62 210.45923),(63 210.48427),(64 213.08105),(65 219.15375),(66 215.63383),(67 218.12154),(68 215.07172),(69 212.28697),(70 216.40857),(71 215.55185),(72 217.86241),(73 219.25873),(74 216.92487),(75 220.3553),(76 219.55559),(77 218.04105),(78 218.1114),(79 215.33969),
(1 121.140465),(2 142.70805),(3 148.54283),(4 163.19318),(5 165.65855),(6 171.07796),(7 181.85802),(8 184.31654),(9 186.66064),(10 190.4347),(11 196.57169),(12 197.84564),(13 201.24414),(14 202.67366),(15 205.53029),(16 206.45833),(17 205.11282),(18 205.45665),(19 206.03871),(20 209.07089),(21 212.42831),(22 215.07898),(23 215.09799),(24 216.07378),(25 221.28125),(26 218.71338),(27 219.79315),(28 214.70706),(29 217.65367),(30 217.5487),(31 214.42844),(32 218.89714),(33 213.82736),(34 217.6218),(35 214.79291),(36 217.6526),(37 212.2268),(38 216.0023),(39 212.49736),(40 209.80795),(41 215.75874),(42 207.46112),(43 209.69963),(44 207.00139),(45 204.64912),(46 203.35515),(47 204.65887),(48 200.4723),(49 201.85524),(50 195.55148),(51 196.74744),(52 195.73012),(53 196.41193),(54 198.09253),(55 196.66408),(56 197.52069),(57 196.12753),(58 198.59521),(59 201.89949),(60 203.28871),(61 203.28752),(62 204.3501),(63 206.32991),(64 210.77454),(65 211.10138),(66 210.72563),(67 211.81482),(68 208.77211),(69 209.8226),(70 212.96982),(71 211.95583),(72 215.60417),(73 216.12727),(74 211.75392),(75 216.10165),(76 216.16104),(77 215.13997),(78 218.00465),(79 215.21606),
(1 120.09959),(2 141.9372),(3 149.78482),(4 162.68405),(5 166.08862),(6 169.7886),(7 179.11159),(8 180.2209),(9 182.02998),(10 185.26886),(11 189.68488),(12 191.60422),(13 196.30705),(14 199.17351),(15 199.19722),(16 199.5408),(17 203.90714),(18 206.02252),(19 205.96873),(20 207.89941),(21 208.7787),(22 210.28401),(23 213.46007),(24 211.25049),(25 214.68279),(26 217.85538),(27 216.74748),(28 216.93967),(29 214.42383),(30 218.51672),(31 215.6336),(32 217.95673),(33 218.59598),(34 218.5327),(35 220.09958),(36 216.27782),(37 220.816),(38 220.93727),(39 219.0561),(40 218.29198),(41 221.16983),(42 216.49353),(43 215.12039),(44 212.91931),(45 210.077),(46 208.17465),(47 208.36356),(48 205.08286),(49 206.85442),(50 202.58786),(51 203.42755),(52 203.35748),(53 204.84308),(54 202.30905),(55 202.24829),(56 202.71652),(57 204.97304),(58 203.79369),(59 203.89307),(60 203.8528),(61 202.62845),(62 204.69553),(63 206.05838),(64 209.63074),(65 210.74588),(66 209.7034),(67 211.0939),(68 209.56168),(69 210.48967),(70 210.43399),(71 213.6749),(72 216.6603),(73 216.05573),(74 213.55785),(75 216.1334),(76 215.26697),(77 213.07434),(78 216.39172),(79 213.77779),
(1 120.560104),(2 142.43288),(3 147.00536),(4 160.74066),(5 167.73897),(6 170.29955),(7 178.15744),(8 181.67978),(9 185.22197),(10 186.51889),(11 188.69327),(12 193.46686),(13 195.38422),(14 195.97241),(15 195.91608),(16 198.9226),(17 201.71599),(18 202.64578),(19 204.00533),(20 205.00002),(21 208.48714),(22 208.71062),(23 209.29181),(24 208.06285),(25 208.49217),(26 210.94933),(27 210.15446),(28 210.42374),(29 214.79933),(30 211.944),(31 215.23111),(32 214.7935),(33 215.86162),(34 216.53703),(35 218.10777),(36 214.53572),(37 219.11853),(38 219.3322),(39 216.71619),(40 215.35255),(41 216.86926),(42 212.73657),(43 211.87384),(44 208.9464),(45 209.06068),(46 204.79947),(47 206.00725),(48 200.39594),(49 201.85298),(50 196.61702),(51 196.21567),(52 199.06746),(53 197.50694),(54 197.38766),(55 196.93053),(56 198.85178),(57 199.76526),(58 197.32056),(59 197.68697),(60 200.91771),(61 200.19777),(62 205.14339),(63 205.87752),(64 206.43121),(65 211.43689),(66 207.06941),(67 211.20953),(68 209.98569),(69 210.0876),(70 213.16338),(71 214.15918),(72 213.79384),(73 212.84866),(74 210.49358),(75 212.1129),(76 212.34344),(77 213.5311),(78 215.52437),(79 215.71996),
(1 117.80413),(2 142.53601),(3 146.55371),(4 159.52724),(5 164.87086),(6 166.78911),(7 175.58853),(8 176.339),(9 180.68907),(10 185.05219),(11 190.35773),(12 192.76996),(13 197.94461),(14 195.71791),(15 196.94324),(16 198.68677),(17 197.2812),(18 197.98065),(19 198.70676),(20 200.42093),(21 202.29288),(22 205.55467),(23 205.37369),(24 207.95744),(25 208.28688),(26 209.03186),(27 211.09439),(28 212.44414),(29 215.79918),(30 211.92282),(31 211.65164),(32 213.01265),(33 213.50076),(34 213.50693),(35 212.34277),(36 212.1819),(37 213.92603),(38 215.55876),(39 216.76498),(40 213.12003),(41 214.71405),(42 214.08266),(43 211.29561),(44 211.61101),(45 208.83165),(46 204.4256),(47 205.64238),(48 202.4286),(49 200.4808),(50 196.31519),(51 199.36365),(52 201.11134),(53 200.04637),(54 197.49806),(55 195.47643),(56 197.68861),(57 197.64012),(58 200.61095),(59 200.36844),(60 200.69771),(61 199.06836),(62 203.09637),(63 203.10037),(64 205.70152),(65 209.96507),(66 206.04073),(67 208.28615),(68 209.31427),(69 207.0822),(70 209.74051),(71 210.92227),(72 206.06223),(73 210.90862),(74 209.99228),(75 208.48148),(76 211.06572),(77 207.49023),(78 212.31268),(79 209.18335),
(1 115.25877),(2 137.12488),(3 144.0587),(4 156.15912),(5 159.17316),(6 163.454),(7 171.05446),(8 173.52751),(9 176.19447),(10 178.27643),(11 184.27039),(12 187.18942),(13 192.69376),(14 191.48636),(15 193.89233),(16 198.17514),(17 196.18124),(18 196.70795),(19 193.89279),(20 197.70096),(21 197.80992),(22 199.4423),(23 200.51299),(24 202.13959),(25 204.10089),(26 203.21721),(27 204.72337),(28 208.08199),(29 207.47006),(30 207.43901),(31 203.30476),(32 208.40244),(33 205.5577),(34 209.3871),(35 209.11916),(36 209.11154),(37 210.52087),(38 209.65228),(39 212.63385),(40 210.52367),(41 208.18451),(42 207.92744),(43 206.23691),(44 207.11308),(45 203.7783),(46 196.92213),(47 197.7924),(48 197.61295),(49 195.01501),(50 190.52496),(51 194.82358),(52 193.09879),(53 190.4952),(54 187.11041),(55 187.43227),(56 188.99596),(57 188.04599),(58 190.30212),(59 190.35435),(60 192.36935),(61 191.70786),(62 195.43214),(63 197.37181),(64 198.28711),(65 200.63666),(66 199.92053),(67 202.41261),(68 203.82256),(69 203.68086),(70 206.41661),(71 208.89153),(72 204.8617),(73 205.62903),(74 205.02153),(75 205.64366),(76 208.3013),(77 207.02164),(78 210.45744),(79 209.13509),
(1 113.57337),(2 137.8886),(3 145.40172),(4 155.2315),(5 160.32356),(6 163.93266),(7 170.25888),(8 174.41498),(9 178.48314),(10 179.38052),(11 185.51263),(12 190.41956),(13 192.1411),(14 194.7575),(15 196.3695),(16 199.48598),(17 195.42511),(18 196.45941),(19 197.56004),(20 203.05869),(21 203.1275),(22 203.9062),(23 205.05737),(24 207.24994),(25 207.33434),(26 207.49779),(27 206.66222),(28 208.31723),(29 207.94678),(30 208.12138),(31 207.43102),(32 207.42534),(33 206.56618),(34 207.17773),(35 207.69347),(36 208.95047),(37 209.15465),(38 209.92398),(39 209.97675),(40 212.03265),(41 209.41864),(42 210.24005),(43 208.96458),(44 204.7187),(45 203.06282),(46 197.48932),(47 199.11229),(48 198.3591),(49 195.64635),(50 191.63329),(51 193.84642),(52 194.53825),(53 194.03651),(54 190.27843),(55 192.52843),(56 194.44243),(57 192.12936),(58 194.8846),(59 195.38187),(60 197.43983),(61 199.53308),(62 198.3163),(63 199.63274),(64 195.95801),(65 202.26788),(66 201.04916),(67 199.25394),(68 203.88144),(69 203.52301),(70 205.25647),(71 207.41432),(72 207.2838),(73 207.52177),(74 202.8276),(75 203.53142),(76 204.20988),(77 202.24388),(78 205.62115),(79 204.81664),
(1 116.5041),(2 142.05214),(3 148.70346),(4 158.25258),(5 165.62209),(6 168.52426),(7 176.76067),(8 176.8682),(9 181.82057),(10 180.19353),(11 184.84276),(12 188.22014),(13 191.38002),(14 193.92053),(15 198.69981),(16 198.67169),(17 197.24681),(18 195.917),(19 198.5827),(20 202.40457),(21 198.9115),(22 200.31696),(23 201.92522),(24 210.31612),(25 205.1744),(26 209.43208),(27 209.32027),(28 210.22957),(29 209.90608),(30 207.66278),(31 210.05922),(32 209.33102),(33 210.57326),(34 211.90111),(35 210.80447),(36 213.19653),(37 212.44058),(38 213.05486),(39 215.5465),(40 214.36977),(41 211.90863),(42 209.0634),(43 210.29906),(44 203.90904),(45 202.1398),(46 197.18004),(47 195.01758),(48 196.7894),(49 193.66869),(50 192.59926),(51 190.27037),(52 196.6409),(53 194.46399),(54 188.28932),(55 188.70634),(56 190.85939),(57 193.20819),(58 193.95139),(59 191.74092),(60 194.45476),(61 196.98338),(62 201.55743),(63 201.68065),(64 199.64905),(65 202.232),(66 201.2556),(67 203.49039),(68 207.37834),(69 209.73224),(70 207.97623),(71 210.28699),(72 212.42929),(73 214.49298),(74 211.96422),(75 215.74318),(76 215.18054),(77 211.65224),(78 214.56032),(79 212.475),
(1 117.255264),(2 145.12726),(3 148.50328),(4 158.56453),(5 166.2415),(6 171.69357),(7 176.32085),(8 181.58882),(9 186.38467),(10 186.34755),(11 191.86098),(12 193.66977),(13 196.90196),(14 198.70566),(15 205.19795),(16 204.1736),(17 204.1273),(18 202.79683),(19 205.77455),(20 204.40303),(21 199.90909),(22 206.41727),(23 207.04538),(24 210.57648),(25 208.47668),(26 213.23291),(27 215.49167),(28 213.65388),(29 217.44688),(30 213.75723),(31 215.16856),(32 216.89047),(33 215.56718),(34 215.85223),(35 216.2054),(36 219.33699),(37 219.75546),(38 217.20178),(39 222.1698),(40 223.22191),(41 222.22577),(42 221.29926),(43 218.54053),(44 214.74983),(45 212.86462),(46 205.80354),(47 205.43575),(48 207.20198),(49 203.03056),(50 199.97246),(51 199.88927),(52 206.12103),(53 203.43825),(54 199.28519),(55 201.00673),(56 201.27954),(57 202.40646),(58 203.03467),(59 202.69695),(60 202.17386),(61 205.1389),(62 204.93867),(63 204.00179),(64 204.82104),(65 208.06807),(66 206.83096),(67 206.89188),(68 210.01466),(69 208.66505),(70 211.23105),(71 213.19685),(72 211.54498),(73 210.13327),(74 206.85321),(75 209.71707),(76 211.27138),(77 208.62672),(78 210.2106),(79 208.33377),
(1 113.979),(2 140.59422),(3 146.56647),(4 158.00223),(5 164.74223),(6 169.86304),(7 174.0351),(8 176.354),(9 181.4411),(10 179.88106),(11 185.78108),(12 184.5283),(13 188.69815),(14 191.98706),(15 195.43889),(16 194.58722),(17 194.53874),(18 195.83363),(19 199.91791),(20 198.10954),(21 195.04019),(22 198.11969),(23 203.94052),(24 200.56227),(25 202.02287),(26 201.03062),(27 205.13658),(28 204.3013),(29 204.733),(30 202.32549),(31 201.0978),(32 206.44324),(33 204.83717),(34 206.13017),(35 207.27182),(36 206.98482),(37 207.17746),(38 205.31752),(39 208.3363),(40 207.49525),(41 205.85257),(42 205.726),(43 199.0524),(44 198.64122),(45 197.91971),(46 194.25348),(47 194.16022),(48 195.49985),(49 191.69844),(50 189.7775),(51 191.5799),(52 194.88126),(53 191.21187),(54 188.22227),(55 189.44594),(56 189.20264),(57 189.52434),(58 192.32112),(59 191.8273),(60 191.29774),(61 193.29208),(62 192.89804),(63 192.75613),(64 195.46283),(65 199.64073),(66 197.12914),(67 197.99144),(68 204.71251),(69 203.69196),(70 202.04247),(71 205.37202),(72 201.15419),(73 202.48022),(74 201.0588),(75 201.39166),(76 202.48822),(77 204.50783),(78 204.795),(79 201.73444),
(1 107.6245),(2 130.31503),(3 135.6162),(4 146.79124),(5 152.20003),(6 158.55595),(7 166.14313),(8 171.07983),(9 178.00969),(10 176.65517),(11 183.08847),(12 183.17122),(13 187.54788),(14 187.0383),(15 193.11855),(16 195.09326),(17 197.43),(18 196.05212),(19 198.37512),(20 200.11417),(21 198.24413),(22 197.02144),(23 204.58699),(24 205.47705),(25 200.29155),(26 205.09909),(27 206.05524),(28 207.64026),(29 204.77646),(30 205.31497),(31 204.45453),(32 207.00566),(33 207.47185),(34 204.5654),(35 206.73836),(36 206.50871),(37 205.35257),(38 204.16986),(39 207.52597),(40 210.87262),(41 208.8528),(42 208.14046),(43 204.94649),(44 204.58075),(45 202.11067),(46 202.13144),(47 199.24918),(48 198.95193),(49 193.16275),(50 193.27837),(51 195.34795),(52 195.67325),(53 194.94133),(54 189.8077),(55 192.28603),(56 191.2301),(57 193.26497),(58 192.3387),(59 193.51569),(60 189.64836),(61 190.76106),(62 192.11848),(63 192.31607),(64 189.43573),(65 191.42874),(66 190.34886),(67 192.19312),(68 194.53488),(69 196.8082),(70 197.88867),(71 196.26108),(72 196.7235),(73 197.58812),(74 196.2269),(75 197.68388),(76 196.91026),(77 197.87033),(78 196.83553),(79 197.30989),
(1 107.98905),(2 133.74362),(3 140.27118),(4 150.0741),(5 158.38138),(6 162.00288),(7 167.23325),(8 173.54846),(9 175.44342),(10 173.73535),(11 181.40352),(12 183.0261),(13 185.70605),(14 184.75212),(15 189.65608),(16 191.13248),(17 190.7401),(18 190.9886),(19 190.90752),(20 193.12358),(21 191.34698),(22 193.20872),(23 199.78944),(24 200.12613),(25 195.18953),(26 199.0902),(27 201.08661),(28 202.23006),(29 201.54568),(30 203.19763),(31 200.23541),(32 202.45908),(33 205.42662),(34 206.09866),(35 203.79753),(36 209.90837),(37 206.14137),(38 209.9338),(39 211.72478),(40 212.09297),(41 210.91092),(42 210.41199),(43 206.95547),(44 204.87692),(45 201.34012),(46 200.50941),(47 198.97742),(48 197.35464),(49 194.47464),(50 191.98706),(51 193.74861),(52 192.73564),(53 189.58965),(54 186.70271),(55 187.9022),(56 188.79587),(57 188.39835),(58 189.7922),(59 191.11197),(60 190.22754),(61 190.03342),(62 193.02559),(63 190.69156),(64 189.54166),(65 195.39027),(66 193.93552),(67 196.90056),(68 199.6778),(69 201.4452),(70 199.76009),(71 199.61194),(72 200.75627),(73 202.54964),(74 198.88815),(75 203.9355),(76 202.30128),(77 204.34468),(78 206.27377),(79 204.4401),
(1 108.6508),(2 133.60973),(3 137.86012),(4 146.41653),(5 155.97339),(6 160.58914),(7 164.92259),(8 170.62503),(9 179.5301),(10 173.803),(11 181.7595),(12 183.58446),(13 186.03262),(14 186.29526),(15 192.75966),(16 191.49272),(17 193.08641),(18 191.65619),(19 193.78737),(20 193.53168),(21 194.41455),(22 195.10287),(23 200.51767),(24 196.2391),(25 196.74338),(26 196.59554),(27 199.61472),(28 197.4522),(29 199.33429),(30 196.80666),(31 197.63708),(32 200.53),(33 201.26752),(34 203.00365),(35 198.6573),(36 204.12532),(37 202.39511),(38 205.20505),(39 206.74023),(40 205.36197),(41 207.02141),(42 207.06422),(43 205.18387),(44 204.57504),(45 199.6942),(46 200.3548),(47 200.60043),(48 193.83151),(49 194.34946),(50 188.38866),(51 193.6579),(52 191.90056),(53 191.046),(54 191.39615),(55 190.09073),(56 192.7208),(57 195.49323),(58 195.89754),(59 194.1126),(60 195.95097),(61 191.95882),(62 192.19049),(63 190.82146),(64 192.59512),(65 192.2825),(66 190.28741),(67 192.13959),(68 196.99448),(69 198.75993),(70 199.7659),(71 201.03754),(72 199.52298),(73 202.5324),(74 202.13754),(75 203.56702),(76 201.05054),(77 206.6107),(78 206.68225),(79 200.41791),
