1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36.520874),(2 42.724617),(3 45.16712),(4 47.550148),(5 49.24822),(6 49.86877),(7 50.262535),(8 50.519455),(9 50.126198),(10 50.15988),(11 50.16349),(12 51.0046),(13 51.979218),(14 53.047176),(15 53.621548),(16 54.013138),(17 54.204132),(18 53.973324),(19 53.604042),(20 53.015007),(21 52.401657),(22 52.89298),(23 53.66935),(24 53.829014),(25 54.383263),(26 54.97892),(27 55.388035),(28 56.08522),(29 56.072113),(30 55.71584),(31 55.62482),(32 55.74557),(33 56.309483),(34 56.39225),(35 56.212406),(36 56.734367),(37 56.894863),(38 57.327637),(39 56.39828),(40 56.371082),(41 56.275227),(42 56.745533),(43 56.214466),(44 55.961853),(45 56.641666),(46 56.560486),(47 56.23944),(48 55.779423),(49 56.187813),(50 56.09543),(51 56.31569),(52 55.826168),(53 55.936924),(54 55.59217),(55 56.390778),(56 56.48745),(57 56.43492),(58 56.28802),(59 56.12455),(60 55.68597),(61 56.47881),(62 55.63488),(63 55.758064),(64 56.22289),(65 56.74982),(66 57.45537),(67 57.519024),(68 57.636997),(69 57.871647),(70 57.440296),(71 57.70202),(72 57.33501),(73 57.853596),(74 58.147396),(75 57.224075),(76 57.67885),(77 57.38052),(78 57.47066),(79 57.07457),
(1 35.43795),(2 40.737705),(3 42.99744),(4 45.159782),(5 46.167496),(6 46.421917),(7 47.58201),(8 47.705826),(9 48.243134),(10 48.68263),(11 49.079826),(12 49.29646),(13 50.163578),(14 50.335964),(15 50.80963),(16 50.18794),(17 50.99809),(18 50.682293),(19 50.710228),(20 50.493206),(21 50.16321),(22 50.53462),(23 51.175682),(24 51.387276),(25 52.185432),(26 52.672207),(27 52.434177),(28 52.642483),(29 52.859375),(30 52.907116),(31 52.957493),(32 53.579014),(33 53.725006),(34 52.885895),(35 53.661568),(36 53.646103),(37 54.220306),(38 54.51786),(39 54.420948),(40 54.030533),(41 54.26667),(42 54.215706),(43 53.982964),(44 54.318783),(45 54.621334),(46 54.63648),(47 54.32957),(48 54.830647),(49 54.21029),(50 53.959164),(51 54.131546),(52 54.127445),(53 54.421997),(54 54.610943),(55 55.105785),(56 55.277977),(57 55.490074),(58 55.372833),(59 54.952724),(60 54.492786),(61 54.985394),(62 54.51762),(63 54.765625),(64 54.72025),(65 55.316906),(66 55.72616),(67 55.008106),(68 55.16797),(69 55.443573),(70 55.013),(71 54.707943),(72 54.41539),(73 55.045986),(74 55.11949),(75 54.87029),(76 55.106117),(77 55.07763),(78 55.485775),(79 55.0061),
(1 36.19182),(2 41.70077),(3 44.171074),(4 46.09853),(5 47.09047),(6 48.302395),(7 48.604893),(8 48.47383),(9 48.722153),(10 49.231388),(11 49.440914),(12 50.401154),(13 51.228783),(14 51.62022),(15 52.16981),(16 52.31176),(17 52.874977),(18 52.57894),(19 52.772507),(20 52.65372),(21 52.625538),(22 52.772617),(23 53.017365),(24 54.357365),(25 54.637856),(26 54.798035),(27 55.28425),(28 55.102886),(29 56.16788),(30 56.307114),(31 55.787212),(32 55.945896),(33 55.62782),(34 55.631496),(35 55.880497),(36 56.271675),(37 56.79978),(38 56.7215),(39 56.337254),(40 56.420002),(41 56.283325),(42 55.62941),(43 55.675003),(44 56.05828),(45 55.964584),(46 55.78438),(47 55.925938),(48 55.52178),(49 55.01759),(50 55.41532),(51 54.718266),(52 54.808132),(53 55.451675),(54 55.655163),(55 55.931595),(56 56.133945),(57 55.743183),(58 55.957848),(59 56.15204),(60 56.277336),(61 55.38658),(62 55.990547),(63 55.650974),(64 56.376305),(65 56.574974),(66 57.29125),(67 57.01102),(68 57.47726),(69 57.499786),(70 57.332695),(71 57.256058),(72 57.77286),(73 58.053364),(74 57.58476),(75 57.563766),(76 57.207073),(77 56.978817),(78 56.671146),(79 56.71345),
(1 35.631348),(2 41.574688),(3 44.13149),(4 45.525604),(5 47.210155),(6 48.101887),(7 48.54978),(8 48.535587),(9 48.078213),(10 48.75885),(11 48.908688),(12 49.72191),(13 50.680496),(14 51.213055),(15 51.55102),(16 51.555737),(17 51.723465),(18 51.446278),(19 51.760864),(20 51.466827),(21 51.378773),(22 51.908165),(23 51.91584),(24 53.20541),(25 53.58846),(26 54.230503),(27 53.4237),(28 53.937466),(29 54.724),(30 54.100304),(31 54.728897),(32 54.821873),(33 55.03416),(34 55.385723),(35 55.36857),(36 55.42668),(37 56.486427),(38 56.723656),(39 55.766956),(40 55.419563),(41 55.337788),(42 55.14315),(43 55.201157),(44 55.345684),(45 55.26501),(46 55.131565),(47 54.731186),(48 54.463806),(49 54.44602),(50 54.269676),(51 54.17869),(52 53.85615),(53 55.079037),(54 54.879364),(55 54.513702),(56 54.998543),(57 55.302486),(58 55.320686),(59 54.720974),(60 55.026115),(61 54.614864),(62 54.732033),(63 54.97568),(64 55.385807),(65 55.517643),(66 55.689373),(67 56.094276),(68 55.97263),(69 56.289677),(70 55.66897),(71 55.350445),(72 55.29663),(73 56.00786),(74 56.02574),(75 55.40397),(76 55.691982),(77 55.85695),(78 55.993217),(79 55.668194),
(1 35.593693),(2 41.69899),(3 43.95222),(4 46.06955),(5 47.11588),(6 47.871223),(7 49.1141),(8 48.97753),(9 49.338875),(10 48.91433),(11 49.488605),(12 49.88271),(13 51.03123),(14 51.085125),(15 51.21536),(16 51.391106),(17 51.477753),(18 51.367188),(19 51.286114),(20 51.2461),(21 51.11801),(22 51.64149),(23 52.315548),(24 53.197193),(25 53.156055),(26 53.437725),(27 53.192276),(28 53.73901),(29 53.605164),(30 53.61361),(31 53.785244),(32 54.15993),(33 54.03878),(34 54.81723),(35 54.657925),(36 55.427334),(37 55.763744),(38 55.77678),(39 55.771255),(40 55.983517),(41 55.851532),(42 55.80676),(43 55.45647),(44 55.624844),(45 55.60989),(46 55.2955),(47 55.62159),(48 55.96344),(49 56.097237),(50 55.901398),(51 56.352318),(52 55.64363),(53 56.588966),(54 56.241745),(55 56.122063),(56 56.713776),(57 56.61668),(58 56.410877),(59 55.963253),(60 55.530743),(61 55.353813),(62 55.246746),(63 55.590313),(64 55.154716),(65 56.06421),(66 56.68251),(67 56.321404),(68 55.93642),(69 56.14372),(70 55.339573),(71 55.71538),(72 55.365665),(73 55.8068),(74 55.988373),(75 55.562195),(76 55.906227),(77 56.619137),(78 56.114506),(79 55.543587),
(1 35.38901),(2 40.90899),(3 43.348442),(4 45.351936),(5 46.507195),(6 47.26157),(7 47.663826),(8 48.09125),(9 48.151722),(10 48.485813),(11 48.301872),(12 49.112114),(13 50.269005),(14 50.607338),(15 50.979397),(16 51.192963),(17 51.62528),(18 51.804863),(19 51.28405),(20 51.209522),(21 51.051285),(22 52.078827),(23 52.68288),(24 53.291264),(25 53.52264),(26 54.024006),(27 53.960094),(28 54.017628),(29 54.39498),(30 54.320995),(31 54.191093),(32 54.60236),(33 55.143703),(34 55.13085),(35 55.13006),(36 55.907158),(37 56.182163),(38 56.537094),(39 55.91389),(40 55.382526),(41 55.099674),(42 54.382954),(43 54.24593),(44 54.21424),(45 53.745335),(46 54.01719),(47 53.761547),(48 53.855194),(49 53.585705),(50 53.34196),(51 53.319805),(52 52.906403),(53 53.683125),(54 53.28498),(55 53.948536),(56 54.27239),(57 54.474384),(58 54.06656),(59 53.157284),(60 53.65308),(61 53.259808),(62 54.159718),(63 54.01833),(64 54.66208),(65 54.900444),(66 55.521133),(67 55.48394),(68 55.7069),(69 56.06317),(70 56.05692),(71 56.112797),(72 55.729813),(73 55.98208),(74 55.97772),(75 55.53033),(76 55.64132),(77 55.674084),(78 55.777725),(79 55.10297),
(1 34.495323),(2 40.696007),(3 42.969868),(4 45.015633),(5 46.18881),(6 46.383575),(7 47.498947),(8 47.48422),(9 47.954685),(10 47.79509),(11 48.0884),(12 48.25034),(13 49.227352),(14 49.773525),(15 50.420757),(16 50.519306),(17 51.075138),(18 51.010185),(19 50.863583),(20 51.041504),(21 50.695843),(22 51.435635),(23 51.85878),(24 51.73499),(25 52.037457),(26 53.426228),(27 53.1496),(28 53.036522),(29 52.99147),(30 53.14798),(31 53.52961),(32 54.421734),(33 54.62911),(34 55.021435),(35 55.230827),(36 54.965633),(37 55.21952),(38 55.267162),(39 55.00743),(40 55.128716),(41 54.412865),(42 54.399765),(43 53.971287),(44 53.89537),(45 54.05967),(46 53.82268),(47 53.657505),(48 53.359795),(49 53.83856),(50 53.470596),(51 53.91),(52 53.565186),(53 54.072662),(54 53.99316),(55 53.85452),(56 54.15573),(57 53.948868),(58 53.89419),(59 53.70074),(60 53.94032),(61 53.351967),(62 53.284664),(63 53.421143),(64 53.482635),(65 54.687416),(66 54.779636),(67 55.035446),(68 55.153374),(69 55.534893),(70 54.580017),(71 54.20955),(72 54.276062),(73 54.651707),(74 55.6024),(75 55.085983),(76 54.680595),(77 54.817764),(78 55.221245),(79 54.418438),
(1 35.08948),(2 41.35386),(3 43.95411),(4 45.419834),(5 46.45051),(6 46.81367),(7 47.36428),(8 47.923058),(9 48.351925),(10 48.26339),(11 48.262127),(12 49.366882),(13 50.566467),(14 50.814438),(15 51.0767),(16 50.360466),(17 51.281296),(18 50.839333),(19 50.71329),(20 50.61278),(21 51.0759),(22 50.928623),(23 51.823685),(24 52.229504),(25 52.636486),(26 53.264626),(27 52.96655),(28 53.18458),(29 53.435806),(30 53.428585),(31 53.809044),(32 54.66322),(33 54.3244),(34 54.110012),(35 54.760628),(36 55.017582),(37 55.224037),(38 55.684963),(39 55.025326),(40 55.25418),(41 54.783104),(42 54.093876),(43 54.655396),(44 54.51545),(45 55.18544),(46 54.955597),(47 54.822685),(48 54.33194),(49 54.677917),(50 54.97909),(51 54.66893),(52 54.751865),(53 55.02445),(54 55.512337),(55 55.268185),(56 55.41715),(57 55.84943),(58 55.221992),(59 55.352238),(60 54.70906),(61 54.933247),(62 54.802486),(63 54.786583),(64 55.0489),(65 55.64699),(66 55.83054),(67 56.04773),(68 55.746555),(69 55.522606),(70 55.584408),(71 55.281445),(72 55.186295),(73 55.58837),(74 56.564598),(75 56.007046),(76 56.05916),(77 56.055477),(78 56.134644),(79 55.398434),
(1 34.248325),(2 40.441902),(3 42.52235),(4 44.428307),(5 45.524033),(6 46.32948),(7 46.749924),(8 46.905),(9 47.108356),(10 47.919052),(11 48.039417),(12 48.515057),(13 48.9784),(14 50.03651),(15 50.27279),(16 50.80778),(17 51.25167),(18 51.02636),(19 51.03464),(20 50.51357),(21 50.77279),(22 51.346375),(23 51.837017),(24 52.664272),(25 53.25594),(26 53.22216),(27 53.521305),(28 53.324123),(29 53.460793),(30 53.805492),(31 53.86631),(32 54.02799),(33 53.90143),(34 54.151184),(35 54.254635),(36 54.81992),(37 54.571964),(38 54.693386),(39 53.648952),(40 53.82042),(41 53.030823),(42 52.768692),(43 53.321014),(44 52.92885),(45 53.55095),(46 53.266563),(47 53.357574),(48 53.145847),(49 53.080498),(50 53.229836),(51 52.50335),(52 52.527233),(53 52.869534),(54 53.045235),(55 53.257935),(56 53.169895),(57 53.29731),(58 53.003323),(59 52.27778),(60 52.639324),(61 53.28435),(62 52.60839),(63 52.413696),(64 53.130352),(65 53.73879),(66 53.754),(67 54.084766),(68 53.897232),(69 54.202446),(70 53.69943),(71 53.71952),(72 53.55861),(73 53.901775),(74 54.23311),(75 53.542873),(76 53.324314),(77 53.78743),(78 53.875885),(79 53.142612),
(1 35.174175),(2 40.682262),(3 43.407856),(4 45.22154),(5 46.496643),(6 46.56892),(7 47.944435),(8 47.701538),(9 47.72648),(10 47.670166),(11 47.77376),(12 48.281815),(13 49.244442),(14 49.716385),(15 50.55808),(16 50.7356),(17 51.24709),(18 51.278675),(19 51.438),(20 50.937737),(21 51.151184),(22 51.37225),(23 51.840546),(24 53.108593),(25 52.438564),(26 53.32225),(27 53.18853),(28 53.87252),(29 53.25531),(30 53.544304),(31 53.981155),(32 53.576733),(33 53.873413),(34 53.950123),(35 54.77295),(36 54.61524),(37 54.954983),(38 55.503006),(39 54.5518),(40 54.536617),(41 53.599922),(42 53.69212),(43 54.17901),(44 53.89389),(45 54.069714),(46 53.971104),(47 53.92124),(48 53.525894),(49 53.63871),(50 53.19149),(51 53.336594),(52 52.549847),(53 53.418365),(54 53.34832),(55 54.151802),(56 53.861507),(57 54.160774),(58 53.713303),(59 53.508453),(60 53.17424),(61 53.51013),(62 53.544346),(63 53.85195),(64 53.18338),(65 53.804596),(66 54.14099),(67 54.176987),(68 54.42751),(69 54.11999),(70 53.39392),(71 53.61893),(72 53.752617),(73 53.497334),(74 54.45212),(75 54.162216),(76 54.25771),(77 54.495358),(78 54.31721),(79 54.996033),
(1 34.43146),(2 40.448616),(3 42.454815),(4 44.354916),(5 45.665718),(6 46.294003),(7 46.871506),(8 47.45293),(9 47.778748),(10 47.667477),(11 47.849373),(12 48.498573),(13 49.200382),(14 50.438507),(15 50.326458),(16 50.188362),(17 50.56912),(18 51.038715),(19 50.343933),(20 50.20502),(21 50.159103),(22 50.701138),(23 50.95973),(24 51.907314),(25 52.292324),(26 52.989918),(27 53.053043),(28 53.086605),(29 53.41758),(30 53.144207),(31 53.2753),(32 53.134296),(33 53.343372),(34 53.464767),(35 53.70088),(36 53.992817),(37 53.551594),(38 54.40607),(39 53.75726),(40 53.287453),(41 53.41723),(42 53.50376),(43 53.959354),(44 53.57065),(45 53.68237),(46 53.379402),(47 53.35933),(48 53.535107),(49 53.754913),(50 53.807735),(51 53.679443),(52 53.458954),(53 53.67041),(54 54.132168),(55 54.946156),(56 54.875904),(57 54.721977),(58 54.230072),(59 53.756214),(60 53.781406),(61 53.969955),(62 53.812733),(63 53.900105),(64 54.230682),(65 54.320072),(66 54.780254),(67 55.64082),(68 55.488815),(69 54.780693),(70 54.633686),(71 54.040154),(72 54.416542),(73 54.964592),(74 55.4371),(75 54.982315),(76 54.967175),(77 55.50902),(78 54.720142),(79 54.08542),
(1 34.798466),(2 40.489815),(3 42.69224),(4 44.59339),(5 46.034454),(6 46.547188),(7 47.213284),(8 47.2496),(9 47.564186),(10 47.478462),(11 47.93941),(12 48.749493),(13 49.59586),(14 50.438854),(15 50.476524),(16 50.38398),(17 50.212322),(18 50.952225),(19 50.772587),(20 51.207256),(21 51.43979),(22 51.507893),(23 51.665573),(24 52.712765),(25 52.806797),(26 53.056503),(27 52.985794),(28 52.95913),(29 53.44601),(30 53.854996),(31 54.456417),(32 54.174038),(33 54.5296),(34 54.535183),(35 54.93816),(36 54.843834),(37 54.88752),(38 55.37974),(39 55.17223),(40 55.39732),(41 55.245277),(42 54.809776),(43 54.265846),(44 53.838955),(45 53.423576),(46 53.820976),(47 53.822456),(48 53.916386),(49 53.98833),(50 54.379288),(51 53.828735),(52 53.49488),(53 53.573715),(54 53.530483),(55 54.4352),(56 54.790844),(57 53.889515),(58 53.778603),(59 53.76567),(60 53.65386),(61 53.545456),(62 53.61742),(63 54.073933),(64 54.417034),(65 55.363804),(66 55.61074),(67 55.642387),(68 55.37208),(69 55.650124),(70 55.180336),(71 54.714832),(72 55.234768),(73 55.082348),(74 55.164925),(75 55.103157),(76 54.56763),(77 54.796875),(78 54.534836),(79 54.377728),
(1 35.21652),(2 40.59372),(3 42.787895),(4 44.08821),(5 45.71829),(6 46.561596),(7 47.224476),(8 47.645283),(9 47.812767),(10 47.921814),(11 48.10239),(12 48.251583),(13 49.558216),(14 50.056816),(15 50.088753),(16 50.806904),(17 50.976933),(18 51.043724),(19 50.986164),(20 50.845516),(21 50.540077),(22 50.282654),(23 51.72449),(24 51.801617),(25 52.856087),(26 53.3225),(27 53.027115),(28 53.58443),(29 53.525368),(30 53.143253),(31 52.939754),(32 53.129997),(33 53.707916),(34 53.782192),(35 53.978172),(36 54.769024),(37 54.92523),(38 55.074257),(39 54.941498),(40 54.250107),(41 54.495464),(42 53.6736),(43 54.35689),(44 54.24027),(45 53.80148),(46 53.598434),(47 53.485424),(48 53.82871),(49 53.58903),(50 53.558304),(51 53.48128),(52 53.223976),(53 53.490154),(54 53.706284),(55 53.977123),(56 54.289474),(57 54.31672),(58 54.619232),(59 54.549644),(60 53.785866),(61 53.5918),(62 53.72115),(63 53.114132),(64 53.893566),(65 54.003433),(66 54.471355),(67 54.499187),(68 54.63927),(69 54.467613),(70 53.866352),(71 53.660053),(72 53.85519),(73 53.837112),(74 54.543716),(75 54.32502),(76 54.00449),(77 54.102726),(78 54.240784),(79 53.79941),
(1 33.829685),(2 39.45474),(3 41.725445),(4 43.81084),(5 45.131836),(6 45.320145),(7 45.884933),(8 46.68165),(9 46.48549),(10 46.695145),(11 47.19569),(12 47.5266),(13 48.437305),(14 48.90761),(15 49.321068),(16 49.46921),(17 49.903614),(18 49.957027),(19 48.81481),(20 48.85779),(21 48.660507),(22 49.100475),(23 49.60172),(24 50.05047),(25 50.086895),(26 51.047947),(27 50.616154),(28 51.132435),(29 51.656563),(30 51.275654),(31 51.22159),(32 51.96669),(33 52.11699),(34 52.10563),(35 52.389786),(36 52.466335),(37 52.331917),(38 52.678646),(39 52.507156),(40 51.999905),(41 52.259068),(42 51.67684),(43 51.232273),(44 51.24612),(45 51.51674),(46 51.46957),(47 50.97322),(48 51.56997),(49 51.603848),(50 51.91644),(51 51.928955),(52 52.189655),(53 52.510605),(54 52.258167),(55 52.48958),(56 52.654385),(57 52.60353),(58 52.69535),(59 52.391747),(60 52.051723),(61 52.38305),(62 52.0978),(63 52.231895),(64 51.967022),(65 51.939552),(66 52.67445),(67 52.886887),(68 53.11075),(69 53.634266),(70 53.30986),(71 52.658466),(72 52.849743),(73 53.0707),(74 52.725807),(75 52.624657),(76 52.697838),(77 52.35553),(78 52.529945),(79 52.230812),
(1 34.355644),(2 39.703377),(3 42.08163),(4 44.164783),(5 45.24591),(6 46.0124),(7 47.240208),(8 47.14881),(9 47.400276),(10 47.96274),(11 48.096416),(12 48.401627),(13 49.189137),(14 49.87019),(15 49.84504),(16 50.269424),(17 50.532578),(18 50.832714),(19 50.89158),(20 50.359253),(21 50.435413),(22 50.85275),(23 51.61092),(24 52.001144),(25 52.4216),(26 52.20157),(27 51.959206),(28 52.12477),(29 52.43049),(30 52.349236),(31 52.268192),(32 52.900505),(33 53.330826),(34 53.196568),(35 53.203087),(36 53.54427),(37 53.813828),(38 54.44726),(39 53.757824),(40 53.681072),(41 53.342197),(42 52.795097),(43 52.48361),(44 52.55232),(45 52.393955),(46 51.79566),(47 52.05058),(48 51.707092),(49 51.936996),(50 51.892952),(51 51.91337),(52 52.246384),(53 53.128693),(54 52.569656),(55 53.702274),(56 53.11812),(57 52.949837),(58 53.338318),(59 53.11856),(60 53.605267),(61 53.172176),(62 54.044785),(63 53.84161),(64 54.174847),(65 54.982716),(66 55.425575),(67 55.753117),(68 55.99077),(69 54.991066),(70 54.998688),(71 54.323093),(72 53.78016),(73 54.39686),(74 54.61083),(75 53.95605),(76 54.27716),(77 54.17872),(78 53.69726),(79 53.908695),
(1 33.955242),(2 39.309937),(3 41.975674),(4 43.55846),(5 45.24829),(6 45.7211),(7 46.154762),(8 46.257183),(9 46.75528),(10 47.22132),(11 46.868454),(12 47.232132),(13 48.909428),(14 49.579277),(15 49.699356),(16 50.02283),(17 50.216354),(18 49.6842),(19 49.86734),(20 49.67666),(21 50.00341),(22 50.093403),(23 50.09209),(24 50.844135),(25 51.122818),(26 51.228302),(27 51.214073),(28 51.408485),(29 51.544495),(30 51.39209),(31 51.439823),(32 51.6548),(33 52.008633),(34 52.048557),(35 52.720486),(36 52.846214),(37 53.240665),(38 53.990864),(39 53.396362),(40 53.42283),(41 53.23951),(42 52.939262),(43 52.001427),(44 51.75755),(45 52.072086),(46 52.31859),(47 52.115612),(48 52.15542),(49 51.73343),(50 51.32699),(51 51.21421),(52 51.48225),(53 52.360878),(54 52.30295),(55 52.2543),(56 53.063457),(57 52.95642),(58 52.81661),(59 52.511517),(60 52.26503),(61 52.147804),(62 52.399334),(63 52.095234),(64 52.44394),(65 52.80404),(66 53.983063),(67 53.452816),(68 53.794037),(69 53.46065),(70 53.71303),(71 53.879078),(72 54.141838),(73 54.062622),(74 54.682804),(75 54.28176),(76 53.793163),(77 53.54736),(78 53.70951),(79 53.24148),
(1 34.2023),(2 39.9941),(3 42.41963),(4 44.285812),(5 45.533375),(6 45.81323),(7 46.808426),(8 47.217674),(9 47.40094),(10 47.375343),(11 48.149277),(12 48.378284),(13 50.206375),(14 50.303146),(15 50.346954),(16 51.06386),(17 50.6349),(18 50.569927),(19 50.645782),(20 50.65048),(21 50.52573),(22 50.741062),(23 51.23252),(24 51.79627),(25 51.839493),(26 52.023922),(27 52.44224),(28 52.255787),(29 52.425377),(30 52.286816),(31 52.079994),(32 52.914726),(33 53.21953),(34 52.885223),(35 53.06231),(36 53.246456),(37 53.169342),(38 53.557064),(39 53.48321),(40 52.786064),(41 53.364685),(42 52.72764),(43 52.887886),(44 52.684277),(45 52.56476),(46 52.855568),(47 52.630047),(48 52.54002),(49 52.532913),(50 52.581554),(51 52.55003),(52 52.647385),(53 53.684406),(54 53.693443),(55 53.588703),(56 54.093422),(57 54.023438),(58 54.090733),(59 54.02154),(60 53.555016),(61 53.467716),(62 53.56864),(63 53.57326),(64 53.996593),(65 54.53505),(66 54.153183),(67 54.645092),(68 54.49248),(69 55.03451),(70 54.093533),(71 54.475883),(72 54.312927),(73 54.001976),(74 54.5589),(75 54.213085),(76 54.105022),(77 54.14361),(78 54.151665),(79 53.914352),
(1 34.637062),(2 40.6394),(3 42.582733),(4 44.643803),(5 45.952194),(6 46.80423),(7 47.49995),(8 47.891705),(9 48.13668),(10 48.71538),(11 48.771954),(12 49.090557),(13 49.91693),(14 50.464302),(15 51.065624),(16 51.75695),(17 51.94066),(18 51.842865),(19 51.588066),(20 51.707943),(21 51.335915),(22 51.72965),(23 51.735905),(24 52.838093),(25 52.52716),(26 52.965675),(27 53.14666),(28 53.327194),(29 53.39066),(30 52.93113),(31 53.035732),(32 53.692528),(33 53.77727),(34 54.19497),(35 54.31465),(36 55.060795),(37 54.991344),(38 55.58791),(39 54.88271),(40 55.15495),(41 55.12758),(42 54.63667),(43 54.623257),(44 54.679607),(45 54.698997),(46 54.482914),(47 53.602173),(48 53.559757),(49 53.568195),(50 53.727257),(51 53.16871),(52 53.53617),(53 53.802425),(54 53.71687),(55 54.511715),(56 54.429466),(57 54.275593),(58 53.766663),(59 53.87749),(60 53.67954),(61 53.662807),(62 53.653286),(63 53.54056),(64 53.012825),(65 54.206394),(66 54.477543),(67 54.63876),(68 54.579),(69 54.910217),(70 55.016838),(71 55.3065),(72 54.907864),(73 54.59047),(74 55.563057),(75 54.957455),(76 55.796623),(77 55.079346),(78 55.297844),(79 54.79856),
