1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18984.965),(2 48098.457),(3 68577.9),(4 84968.9),(5 95723.125),(6 102979.945),(7 108391.23),(8 113754.625),(9 121211.91),(10 128807.21),(11 134748.08),(12 137219.5),(13 139368.4),(14 142968.34),(15 147118.5),(16 149111.45),(17 149986.81),(18 151389.69),(19 151145.7),(20 150555.22),(21 149947.64),(22 149544.52),(23 148974.6),(24 148979.33),(25 148565.14),(26 148282.78),(27 148085.33),(28 148758.34),(29 148927.63),(30 149166.48),(31 147957.61),(32 147883.92),(33 147662.52),(34 148866.44),(35 148328.97),(36 147033),(37 146212.33),(38 143914.88),(39 141840.77),(40 140104.55),(41 139169.94),(42 139342.23),(43 140749.9),(44 143593.22),(45 145658.72),(46 146741.7),(47 145774.95),(48 144456.7),(49 143393.47),(50 143420.45),(51 144767.88),(52 146947.47),(53 148335.45),(54 150534.14),(55 152338),(56 152904.6),(57 153575.83),(58 154362.08),(59 153980.97),(60 153801.81),(61 154459.92),(62 155383.45),(63 155879.88),(64 156425.03),(65 156063.89),(66 155164.1),(67 155065.34),(68 157307.94),(69 157866.63),(70 158346.25),(71 157775.9),(72 156219.47),(73 155735.23),(74 156138.9),(75 157064.61),(76 157979.83),(77 159306.9),(78 159755.1),(79 160379.34),
(1 18473.494),(2 46267.707),(3 65581.516),(4 81762.73),(5 90947.35),(6 97913.6),(7 103932.445),(8 111072.805),(9 118522.52),(10 125132.83),(11 130377.16),(12 133057.14),(13 136549.95),(14 139713.58),(15 140848.34),(16 141404.88),(17 142635.56),(18 144036.45),(19 144449.28),(20 143702.3),(21 141813.69),(22 139916.33),(23 139262.98),(24 138969.98),(25 138771.97),(26 139206.03),(27 138618.11),(28 139295.11),(29 140968.28),(30 141585.81),(31 140823.48),(32 138900.77),(33 138030.55),(34 139425.72),(35 141096.19),(36 142735.1),(37 143550.06),(38 144045.25),(39 143611.75),(40 142969.88),(41 141548.27),(42 141046.97),(43 141684.89),(44 142250.94),(45 142325.03),(46 142634.16),(47 142226.03),(48 140628.56),(49 139325.16),(50 139180.98),(51 139513.56),(52 140975.13),(53 141970.23),(54 143031.23),(55 143485.39),(56 144615.34),(57 145402.8),(58 146201.53),(59 146415.78),(60 145390),(61 144275.23),(62 143993.23),(63 143481.14),(64 143844.08),(65 143376.02),(66 143044.92),(67 143222.34),(68 143722.47),(69 143748.45),(70 144804.55),(71 145500.33),(72 145458.95),(73 146321.75),(74 149233.47),(75 151599.9),(76 152731.72),(77 153423.8),(78 154874.25),(79 156219.23),
(1 17750.766),(2 44258.516),(3 62737.246),(4 78224.05),(5 91190.52),(6 99800.22),(7 106778.51),(8 115238.91),(9 122596.39),(10 126792.97),(11 131316.4),(12 134392.66),(13 138536.22),(14 141089.06),(15 141821.56),(16 142208.95),(17 143625.4),(18 143564.3),(19 143037.63),(20 142765.55),(21 141494.95),(22 140147.44),(23 140117.25),(24 139428.08),(25 139193.02),(26 139590.27),(27 140260.47),(28 141456.47),(29 143316.73),(30 143950.44),(31 145389.72),(32 146016.66),(33 146460.83),(34 146142.58),(35 145040.67),(36 145151.75),(37 146253.25),(38 146365.08),(39 146001.98),(40 145825.4),(41 145536.34),(42 145888.7),(43 146091.13),(44 144546.95),(45 143545.23),(46 142972.94),(47 143062.47),(48 142561.25),(49 141574.61),(50 140067.78),(51 140368.02),(52 141015.02),(53 141586.66),(54 143162.88),(55 143940.75),(56 143908.95),(57 144071.7),(58 145777.64),(59 146090.34),(60 145920.44),(61 145230.17),(62 143744.94),(63 141846.8),(64 140747.39),(65 140200.89),(66 140858.39),(67 141847.7),(68 142594.56),(69 143102.39),(70 143120.39),(71 144160.73),(72 145498.83),(73 146637.08),(74 147680.36),(75 149715.36),(76 151843.69),(77 152257.02),(78 151571.02),(79 149190.67),
(1 17271.4),(2 43999.3),(3 64580.887),(4 80171.375),(5 91670.82),(6 98536.07),(7 103758.21),(8 109295.914),(9 115028.23),(10 118925.86),(11 120348.21),(12 120883.21),(13 124150.19),(14 127467.04),(15 129432.18),(16 130191.62),(17 131686.8),(18 133012.98),(19 134221.47),(20 135189.22),(21 134545.88),(22 133456.03),(23 132583.13),(24 131035.52),(25 129801.78),(26 129804.35),(27 130875.336),(28 133046.67),(29 134443.89),(30 134847.52),(31 135394.9),(32 135721.89),(33 136358.19),(34 137133.05),(35 136933.98),(36 134661.88),(37 132555.98),(38 131447.03),(39 131577.38),(40 132002.02),(41 133169.17),(42 133854.36),(43 134063.89),(44 132535.47),(45 132086.78),(46 131576.08),(47 131049.76),(48 131678.23),(49 134313.23),(50 134730.95),(51 135882.03),(52 136672.4),(53 137341.9),(54 138038),(55 138107.73),(56 137974.97),(57 137488.11),(58 137270.42),(59 138458.84),(60 139534.44),(61 141298.39),(62 142702.94),(63 144283.86),(64 146750.81),(65 147285.75),(66 145997.6),(67 143293.56),(68 141691.92),(69 139585.16),(70 139145.44),(71 141908.39),(72 145209.36),(73 146770.9),(74 147798.48),(75 148404.4),(76 148941.64),(77 148405.38),(78 146526.98),(79 144160.61),
(1 17528.777),(2 43621.277),(3 62582.816),(4 78441.15),(5 90700.44),(6 98448.484),(7 103745.55),(8 108861.96),(9 114007.59),(10 116844.86),(11 117178.85),(12 117499.95),(13 119173.54),(14 122280.266),(15 124006.79),(16 124666.836),(17 126116.76),(18 128655.664),(19 130426.81),(20 133146.83),(21 135145.45),(22 135006.25),(23 134242.92),(24 134352.88),(25 133121.92),(26 132248.44),(27 132707.95),(28 133598.83),(29 133409.58),(30 132853.58),(31 133697.39),(32 133727.81),(33 132907.39),(34 132005.39),(35 131322.81),(36 130926.57),(37 130024.734),(38 128780.266),(39 128054.555),(40 128544.516),(41 127427.49),(42 127075.15),(43 127193.28),(44 126795.56),(45 126728.31),(46 127799.1),(47 129881.01),(48 131238.06),(49 132831.3),(50 133092.4),(51 134051.63),(52 135522.77),(53 138784.72),(54 141119.6),(55 143367.95),(56 144532.11),(57 144747.03),(58 145219.6),(59 144558.88),(60 144984.77),(61 146018.53),(62 146663.9),(63 147052.61),(64 146677.94),(65 145469.89),(66 145111.31),(67 144344.11),(68 143377.92),(69 142678.9),(70 142763.64),(71 143527.6),(72 144177.31),(73 144885.88),(74 145582.39),(75 145092.28),(76 146309.66),(77 146234.69),(78 145484.98),(79 144852.58),
(1 17583.463),(2 43454.27),(3 62416.56),(4 76923.08),(5 87472.61),(6 95681.805),(7 100617.24),(8 103744.86),(9 108102.52),(10 111589.375),(11 114462.445),(12 116491.48),(13 119037.02),(14 121693.59),(15 122662.945),(16 123385.06),(17 124922.836),(18 126814.336),(19 128271.4),(20 128770.586),(21 129599.984),(22 130256.21),(23 130097.89),(24 128681.28),(25 129167.45),(26 129354.94),(27 129336.93),(28 130036.164),(29 130565.14),(30 130389.8),(31 130717.27),(32 131746.02),(33 132809.69),(34 133352.11),(35 133130.67),(36 131388.64),(37 128844.17),(38 127582.22),(39 126035.66),(40 125065.4),(41 124788.71),(42 126206.63),(43 127955.46),(44 128602.48),(45 128744.25),(46 127703.29),(47 127216.42),(48 128237.35),(49 128543.94),(50 128562.76),(51 130059.39),(52 132313.53),(53 133994.94),(54 135905.9),(55 138189.52),(56 139527.22),(57 140094.17),(58 141328.06),(59 139665.86),(60 139129.77),(61 139180.83),(62 138818.83),(63 138637.36),(64 137404.17),(65 136100.05),(66 135418.58),(67 135190.33),(68 134241.55),(69 132978.92),(70 133220.89),(71 133770.5),(72 134078.14),(73 134752.13),(74 135640.17),(75 136355.88),(76 137730.4),(77 137892.23),(78 138250.03),(79 138731.22),
(1 17665.63),(2 43888.57),(3 62925.44),(4 74836.8),(5 82514.734),(6 89164.34),(7 94593.67),(8 100158.445),(9 104740.445),(10 107738.87),(11 110791.586),(12 113919.07),(13 116705.805),(14 117073.33),(15 115968.09),(16 116242.24),(17 118253.88),(18 120650.44),(19 122480.84),(20 123108.7),(21 123803.914),(22 124964.86),(23 123817.65),(24 121319.09),(25 121005.15),(26 122231.95),(27 124183),(28 125917.31),(29 125583.44),(30 125330.11),(31 126849.766),(32 127801.64),(33 127092.53),(34 125999.86),(35 124777.445),(36 124436.29),(37 123776.86),(38 123503.11),(39 123638.195),(40 123695.05),(41 124827.18),(42 126457.8),(43 127720.62),(44 128428.516),(45 129170.125),(46 129175.37),(47 129608.09),(48 130540.875),(49 130556.086),(50 131556.61),(51 132496.73),(52 133131.63),(53 134853.36),(54 137016.75),(55 139339.75),(56 140674.16),(57 142172.1),(58 142553.55),(59 140889.47),(60 141280.53),(61 143613.2),(62 143930.53),(63 142547.63),(64 140543.03),(65 139105.05),(66 137504.55),(67 136339.9),(68 135174.16),(69 133518.13),(70 132004.52),(71 131164.1),(72 131775.83),(73 134036.4),(74 135890.48),(75 135908.98),(76 134198.42),(77 132771.64),(78 132694.34),(79 133945.55),
(1 17071.719),(2 42155.813),(3 59808.047),(4 72972.91),(5 81105.39),(6 87139.49),(7 92556.45),(8 98926.484),(9 104488.96),(10 108045.734),(11 110489.35),(12 112158.95),(13 114556.49),(14 115871.055),(15 114910.06),(16 114265.09),(17 114050.22),(18 113719.41),(19 113540),(20 114627.16),(21 116516.195),(22 118788.46),(23 118181.86),(24 115264.74),(25 113696.98),(26 113641.375),(27 114326.71),(28 116251.914),(29 116822.164),(30 116648.414),(31 117144.664),(32 116940.016),(33 116523.56),(34 114954.1),(35 113225.2),(36 112935.95),(37 113653.88),(38 114415.26),(39 114733.1),(40 114372.99),(41 114386.28),(42 115768.945),(43 116591.52),(44 117536.484),(45 117846),(46 117613.02),(47 118228.47),(48 118427.08),(49 120184.55),(50 122384),(51 123751.06),(52 124315.055),(53 125298.9),(54 126302.57),(55 127475.57),(56 128047.484),(57 128763.766),(58 129164.61),(59 130050.14),(60 130416.25),(61 131635.89),(62 131524.06),(63 131502.83),(64 130487.11),(65 128692.85),(66 127390.43),(67 126330.266),(68 125641.73),(69 126596.305),(70 126751.9),(71 126258.234),(72 125796.12),(73 124802.734),(74 124539.2),(75 124210.46),(76 124347.45),(77 124219.6),(78 124903.54),(79 126237.8),
(1 16852.6),(2 40808.62),(3 55809.023),(4 67521.23),(5 76157.57),(6 82630.95),(7 88436.22),(8 93982.59),(9 99525.95),(10 103553.945),(11 106884.36),(12 109811.43),(13 110872.7),(14 111584.21),(15 111246.984),(16 112409.28),(17 114384.16),(18 115225.87),(19 115473.375),(20 116071.14),(21 115428.95),(22 116448.13),(23 115802.9),(24 114037.586),(25 113551.5),(26 112920.66),(27 113490.12),(28 113879.266),(29 113799.305),(30 113793.21),(31 113609.95),(32 113513.12),(33 113846.08),(34 114574.83),(35 116196.64),(36 118534.25),(37 119528.9),(38 119574.78),(39 120063.51),(40 119907.29),(41 120997.14),(42 122868.13),(43 123352.67),(44 123452.49),(45 123183.766),(46 123037.72),(47 123673.62),(48 125120.49),(49 127076.34),(50 128777.51),(51 129592.664),(52 129960.29),(53 130199.99),(54 131195.2),(55 132692.61),(56 133432.75),(57 133650.08),(58 133692.77),(59 134332.48),(60 134300.81),(61 134490.52),(62 134831.95),(63 134312.23),(64 132792.19),(65 132103.52),(66 131913.1),(67 131888.31),(68 130590.85),(69 129622.73),(70 128421.39),(71 128096.82),(72 128028.76),(73 127508.16),(74 127087.05),(75 127010.99),(76 126360.08),(77 126413.266),(78 126501.5),(79 126484.28),
(1 16218.258),(2 38993.418),(3 53760.49),(4 65282.19),(5 72624.74),(6 79271.33),(7 85650.16),(8 91480.16),(9 96464.94),(10 99071.84),(11 100857.77),(12 103506.195),(13 104425.42),(14 105304.086),(15 106110.63),(16 108008.25),(17 109860.12),(18 109438.24),(19 108864.195),(20 109663.75),(21 112260.91),(22 114828.71),(23 115133.78),(24 114554.414),(25 115029.52),(26 113845.836),(27 113485.44),(28 114450.805),(29 115355.61),(30 116173.96),(31 118306.75),(32 119408.52),(33 120786.86),(34 122145.766),(35 122769.805),(36 123363.4),(37 123246.92),(38 122942.766),(39 122907.31),(40 123570.96),(41 125807.44),(42 128482.59),(43 129651.66),(44 129261.664),(45 127737.46),(46 127170.984),(47 128082.24),(48 129741.586),(49 129882.19),(50 128945.44),(51 128680.37),(52 129193.875),(53 130480.98),(54 131791.6),(55 132830.7),(56 133563.33),(57 134474.77),(58 135107.52),(59 134243.03),(60 133784.31),(61 134098.34),(62 133956.23),(63 132800.5),(64 132769.53),(65 133579.84),(66 134343.77),(67 133952.53),(68 132904.77),(69 130702.28),(70 130261.195),(71 130639.19),(72 130765.96),(73 130343.234),(74 129216.52),(75 126812.484),(76 125284.31),(77 126391.51),(78 126602.83),(79 125733.555),
(1 15728.257),(2 38515.35),(3 54455.902),(4 66270.516),(5 75182.25),(6 81161.125),(7 86226.86),(8 91875.04),(9 96414.16),(10 98925.22),(11 101047.83),(12 103366.36),(13 105481.84),(14 106246.06),(15 106843.07),(16 107766.83),(17 107825.26),(18 107921.2),(19 110062.51),(20 113663.6),(21 115782.016),(22 117392.13),(23 117520.43),(24 118015.65),(25 117427.93),(26 117548.97),(27 118407.15),(28 119177.336),(29 119459.92),(30 119320.69),(31 119343.164),(32 119364.29),(33 119581.83),(34 119507.62),(35 118879.15),(36 118560.41),(37 118289.695),(38 117581.32),(39 118007.164),(40 118724.48),(41 120484.39),(42 121250.73),(43 120845.125),(44 121186.31),(45 121106.61),(46 120770.1),(47 120167.984),(48 120146.09),(49 118401.08),(50 116707.19),(51 115822.414),(52 115916.516),(53 117371.945),(54 118900.67),(55 120190.07),(56 121509.96),(57 122253.875),(58 122317.305),(59 122258.03),(60 121936.93),(61 122513.445),(62 123740.65),(63 123770.28),(64 123278.34),(65 122569.02),(66 122004.25),(67 121698.93),(68 121155.016),(69 120526.75),(70 120401.336),(71 120142.96),(72 119274.266),(73 118802.57),(74 117529.42),(75 116569.72),(76 116758.55),(77 117269.96),(78 117378.16),(79 117285.01),
(1 15580.224),(2 37840.133),(3 53129.83),(4 64674.65),(5 74727.51),(6 81532.86),(7 87767.3),(8 92631.5),(9 96340.79),(10 97682.89),(11 99567.28),(12 101563.54),(13 102055.82),(14 101306.88),(15 100565.55),(16 101172.71),(17 101296.805),(18 101081.9),(19 101867.3),(20 103919.93),(21 103879.83),(22 105033.414),(23 105878.74),(24 106240.11),(25 107056.28),(26 106859.76),(27 106829.836),(28 106717.26),(29 106814.36),(30 107608.43),(31 108562.71),(32 108837.46),(33 109590.35),(34 110243.484),(35 111065.945),(36 112877.13),(37 114792.65),(38 115053.086),(39 116045.16),(40 116846.25),(41 117737.85),(42 117917.34),(43 116984.58),(44 115739.92),(45 115021.45),(46 114145.234),(47 112453.47),(48 111757.71),(49 111367.61),(50 111526.02),(51 112232.734),(52 113604.125),(53 115898.83),(54 116993.87),(55 117487.3),(56 117239.016),(57 116819.37),(58 116938.68),(59 119039.79),(60 121325.8),(61 123117.47),(62 123390.15),(63 124033.35),(64 124796.23),(65 124245.24),(66 123350.68),(67 123006.375),(68 122149.45),(69 120941.37),(70 120101.9),(71 119022.164),(72 118445.21),(73 117641.25),(74 117219.82),(75 117312.12),(76 118331.836),(77 118886.68),(78 118846.26),(79 118516.3),
(1 15554.123),(2 37578.984),(3 52829.7),(4 63189.69),(5 71772.34),(6 77602.555),(7 83251.06),(8 86980.09),(9 89295.87),(10 90383.02),(11 91904.71),(12 92225.83),(13 93834.055),(14 93474.98),(15 92412.81),(16 91351.164),(17 90527.266),(18 91073.875),(19 92662.555),(20 94776.414),(21 96091.09),(22 96621.805),(23 97633.94),(24 98391.125),(25 98114.266),(26 98910.36),(27 99421.52),(28 98493.68),(29 98144.58),(30 99123.38),(31 100596.84),(32 99756.234),(33 99286.67),(34 99899.28),(35 101677.12),(36 103528.88),(37 105134.625),(38 106612.516),(39 108361.984),(40 110391.44),(41 108867.414),(42 107257.83),(43 105045.51),(44 103693.69),(45 102376.45),(46 100902.44),(47 99280.43),(48 99017.336),(49 98608.36),(50 99321.96),(51 100740.61),(52 102384.02),(53 103421.2),(54 105523.84),(55 108620.65),(56 110041.81),(57 109912.75),(58 108918.42),(59 108942.086),(60 109821.23),(61 111920.48),(62 113207.36),(63 113762.914),(64 114222.42),(65 113303.67),(66 112802.7),(67 113560.88),(68 114200.516),(69 113455.04),(70 112388.84),(71 110640.76),(72 109471.03),(73 109449.17),(74 109832.32),(75 109545.83),(76 107712.45),(77 106207.83),(78 105744.96),(79 107213.34),
