1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40560.016),(2 131810.53),(3 242098.55),(4 376709.03),(5 488343.44),(6 561070.9),(7 600887.94),(8 621344.4),(9 629166.8),(10 633748.4),(11 643362.8),(12 655715.2),(13 671591.06),(14 683829.5),(15 699341.5),(16 717575.5),(17 746675.7),(18 784904.5),(19 823627.94),(20 855704.4),(21 883032.6),(22 901543.5),(23 914398.4),(24 919524.7),(25 914355.94),(26 915450.06),(27 919141.8),(28 925164.25),(29 928195.1),(30 931236.25),(31 928736.9),(32 930142.1),(33 927415.2),(34 917931.5),(35 906663.75),(36 896155),(37 885194.75),(38 875806.56),(39 867885.5),(40 862835.44),(41 861587.7),(42 861521.94),(43 863580.8),(44 866890.75),(45 870308.8),(46 878395.44),(47 885188.8),(48 887742.56),(49 889284.8),(50 890906.25),(51 891597.44),(52 890310.4),(53 892038.5),(54 894797.75),(55 897214.1),(56 892199.75),(57 876763.94),(58 862304.3),(59 853620.06),(60 850810.25),(61 853221.94),(62 855437.94),(63 860199.8),(64 868414.5),(65 873628.7),(66 876769.1),(67 876698.5),(68 873190.56),(69 871647.06),(70 878576.25),(71 889367.5),(72 900790.7),(73 909908.4),(74 918389.6),(75 924540.56),(76 929557.44),(77 932308.2),(78 931545.5),(79 924324.2),
(1 43021.797),(2 137690.08),(3 245727.39),(4 366811.53),(5 459377.6),(6 511802.28),(7 541088.06),(8 558444.7),(9 574236.56),(10 593253.75),(11 616619.25),(12 639821.5),(13 653461.75),(14 660671.5),(15 668770.8),(16 679411.7),(17 699146),(18 734014.7),(19 780768.75),(20 829526.5),(21 869776),(22 894794.7),(23 902718),(24 896030.25),(25 883656.5),(26 879070.2),(27 879815.44),(28 884260.94),(29 891142.3),(30 895598),(31 898349),(32 895880),(33 895588.7),(34 905709.8),(35 917885.2),(36 924677.56),(37 925309.3),(38 923076.7),(39 913098.3),(40 899391.7),(41 882049.3),(42 871896.8),(43 867682.06),(44 868097.2),(45 872011.8),(46 881110.2),(47 894999.5),(48 911192.75),(49 932487.5),(50 949950.5),(51 963658.8),(52 968380.8),(53 969519.8),(54 966578.06),(55 955641.5),(56 939372.5),(57 921183.3),(58 906499.3),(59 900797.7),(60 899609.2),(61 906450.44),(62 912459.06),(63 913745.94),(64 907783),(65 898864.06),(66 891233.8),(67 886951.8),(68 897538.3),(69 916771.5),(70 932364.8),(71 947247.5),(72 954787.06),(73 958526.2),(74 956763.7),(75 950020.06),(76 945904),(77 950846.8),(78 960717),(79 973829.25),
(1 40411.332),(2 126814.73),(3 224688.94),(4 340340.34),(5 440814.94),(6 503453.63),(7 538596.06),(8 557797.3),(9 572578.9),(10 586888.5),(11 601884.25),(12 615637.94),(13 633051.56),(14 649481),(15 670339),(16 694092.3),(17 728619.56),(18 770606.94),(19 813834.2),(20 851734.7),(21 882487),(22 907270.1),(23 922819.25),(24 927702.1),(25 924974.56),(26 920929.7),(27 920218.1),(28 924362.56),(29 933024.44),(30 941444.3),(31 951009.06),(32 959312.6),(33 965934.56),(34 973024.8),(35 976469.94),(36 966726.25),(37 948720.44),(38 930515.3),(39 914617.8),(40 899974.56),(41 881021.9),(42 871896.3),(43 869344.9),(44 868162.2),(45 870250.1),(46 876087.94),(47 891478.6),(48 908291.6),(49 926539.9),(50 941925),(51 953854.56),(52 962151.7),(53 965553.3),(54 964896.4),(55 962992.8),(56 961161.8),(57 959773.5),(58 961064.25),(59 963938.2),(60 968137.1),(61 974899.9),(62 978150.56),(63 977795),(64 972325.5),(65 964453.5),(66 956203.56),(67 947784.8),(68 948003.25),(69 947109.7),(70 948984.4),(71 952840.44),(72 950130.1),(73 944473.94),(74 937172.75),(75 929226.5),(76 927080.1),(77 930834.7),(78 944810.5),(79 961859.25),
(1 43193.016),(2 137626.19),(3 243996.47),(4 354451.44),(5 442756.72),(6 494288.8),(7 519425.1),(8 531862.5),(9 539280.2),(10 544986.94),(11 554798.94),(12 565978.8),(13 579471.25),(14 596135),(15 617698.5),(16 644078.1),(17 678849.25),(18 717808.7),(19 751960.25),(20 777137.75),(21 791113.1),(22 797466.8),(23 790813.2),(24 782202.8),(25 783441),(26 791510.1),(27 808815.5),(28 825629.94),(29 838332.06),(30 847163),(31 848801.25),(32 849537),(33 842657.75),(34 832364.94),(35 815940.3),(36 795529.9),(37 775227.75),(38 756690.44),(39 738905.94),(40 725016.06),(41 716105.75),(42 706669.6),(43 698514.75),(44 693368),(45 693879.94),(46 702914.1),(47 720662.56),(48 733429.5),(49 749788),(50 762561.75),(51 771524.6),(52 779413),(53 784291.7),(54 791727.4),(55 809999.2),(56 832729.94),(57 854068.6),(58 876893),(59 895535.44),(60 906347.5),(61 908591.8),(62 902512.94),(63 894057.44),(64 884251.94),(65 873491.4),(66 868170.06),(67 868880),(68 876009.44),(69 890608.8),(70 900518.25),(71 914476.25),(72 925896.94),(73 933500.25),(74 938681.25),(75 937744.2),(76 927417.2),(77 915671),(78 904943.06),(79 893916.7),
(1 42709.566),(2 135252.38),(3 240217.4),(4 344565.8),(5 417800.97),(6 460756.22),(7 481300.7),(8 489901.75),(9 496784.72),(10 507657.78),(11 521768.72),(12 533069.4),(13 547295.1),(14 560464.7),(15 580344.1),(16 610383.7),(17 649600.75),(18 689868.6),(19 722214.2),(20 740266.06),(21 743958.2),(22 729210.3),(23 713362.8),(24 701951.56),(25 700027.94),(26 700544.56),(27 705065.2),(28 706943.2),(29 705982.56),(30 705790.5),(31 711250.7),(32 719660.2),(33 728456.8),(34 732222.25),(35 727719.44),(36 718701.4),(37 706343.44),(38 691401.5),(39 678933.4),(40 670769),(41 672115.44),(42 672243.25),(43 676093.7),(44 681402.1),(45 688779.8),(46 698926.25),(47 710544.75),(48 719377.6),(49 722116.2),(50 723411.06),(51 723180.6),(52 720907.94),(53 719374.1),(54 720713.94),(55 726768.2),(56 739507.6),(57 753664.2),(58 765339.44),(59 775088.9),(60 777720),(61 774814.56),(62 768685.9),(63 760245.75),(64 752878.94),(65 748465.75),(66 747770.4),(67 750969.06),(68 760350.5),(69 770642.2),(70 782786.8),(71 799360.9),(72 812748.06),(73 822333.7),(74 828170.7),(75 826959.06),(76 823689.06),(77 818657.4),(78 812839.06),(79 804322.75),
(1 37050.96),(2 118204.07),(3 209685),(4 307974.13),(5 377272.84),(6 421744),(7 453325.13),(8 477890.94),(9 500635.72),(10 522091.28),(11 542142.3),(12 560618.3),(13 585172.3),(14 608776.1),(15 634041.6),(16 661653.3),(17 690751.6),(18 718170.7),(19 739524.2),(20 753239.1),(21 759387.2),(22 759483.6),(23 759107),(24 759545.7),(25 763009.06),(26 765415.9),(27 770493.94),(28 774723.1),(29 779298.3),(30 787496.8),(31 793323.44),(32 798054.4),(33 799211.1),(34 796458.1),(35 789438.94),(36 779985.6),(37 767841.9),(38 757928),(39 754374.44),(40 753174.44),(41 748461.44),(42 747764.2),(43 753647.75),(44 763669.8),(45 774941.56),(46 786504.9),(47 801290.06),(48 807141.2),(49 810378.75),(50 814949.9),(51 816786.25),(52 816068.56),(53 811707),(54 809141.2),(55 807009.44),(56 807836.4),(57 810136.06),(58 813976.9),(59 822716.25),(60 825403.56),(61 823347.6),(62 823949.2),(63 823963.25),(64 823998),(65 823859.06),(66 822232.94),(67 820149.06),(68 819564.94),(69 828197.3),(70 842026.25),(71 857341.25),(72 875004.9),(73 889771.44),(74 899410.8),(75 903326.7),(76 892799.1),(77 880017.94),(78 864045),(79 845759),
(1 38223.883),(2 121391.11),(3 213592.03),(4 305389.13),(5 374009.13),(6 417167.22),(7 445062.56),(8 463784.88),(9 480798.88),(10 498243.13),(11 514592.22),(12 530897.6),(13 553025.06),(14 572745.1),(15 594078.3),(16 616230.7),(17 637929.9),(18 653573.7),(19 658272.3),(20 652498.7),(21 640758.2),(22 626906.06),(23 614369.1),(24 605840.5),(25 600548.06),(26 598125.56),(27 597385),(28 602488.56),(29 612475.75),(30 627052.6),(31 632069.94),(32 631432.2),(33 629558.94),(34 624646.6),(35 615828.06),(36 607736.9),(37 600551.2),(38 596524.6),(39 600232.9),(40 606595.9),(41 609404.56),(42 610835.3),(43 611744.25),(44 613149),(45 615870.4),(46 621030.06),(47 629432.44),(48 629291.7),(49 624119.25),(50 619001.9),(51 616730.5),(52 623542.75),(53 634845.44),(54 649058.7),(55 664067.4),(56 680998.6),(57 695657.06),(58 707045.56),(59 714179.5),(60 713642.9),(61 706796.4),(62 702582.2),(63 704011.7),(64 705852.3),(65 705245.5),(66 701031.56),(67 691540.5),(68 679295.7),(69 672753.75),(70 675454.3),(71 689526.6),(72 711853.7),(73 732078.56),(74 748758.6),(75 756562.25),(76 750624.75),(77 742017.2),(78 730481.5),(79 722538.25),
(1 40121.316),(2 127882.64),(3 223450.47),(4 317641.88),(5 384406.16),(6 423963.34),(7 445082.7),(8 455294.53),(9 462993.3),(10 470796.88),(11 478473.3),(12 484249.03),(13 496245.6),(14 513049.44),(15 540160.4),(16 574523.5),(17 605783.5),(18 623987),(19 624747.7),(20 612651),(21 595068.1),(22 583016.56),(23 582952),(24 586244.94),(25 584036.6),(26 582587.9),(27 581572.3),(28 579797.44),(29 583316),(30 587891.7),(31 585122.44),(32 582360.06),(33 574287.4),(34 563926.8),(35 554167.2),(36 545244.94),(37 541388.3),(38 542545.94),(39 547100.75),(40 553901.6),(41 562062.75),(42 569694.75),(43 578073.94),(44 585965.9),(45 592551.06),(46 597523.8),(47 600395.75),(48 602916.2),(49 610481.25),(50 613924.8),(51 615797.44),(52 619519.75),(53 625741.1),(54 631135.56),(55 636095.2),(56 640082.75),(57 645284),(58 649825.44),(59 647548.56),(60 642108.8),(61 633441.75),(62 630609.9),(63 635728.75),(64 646583.44),(65 659331.94),(66 666745),(67 672452.06),(68 679828.8),(69 693541.8),(70 707724.75),(71 720636.44),(72 726405.6),(73 722400.6),(74 711402.4),(75 695462.44),(76 679961.94),(77 664773.44),(78 654083.8),(79 646261.5),
(1 35000.566),(2 110870.94),(3 196554.6),(4 287443.47),(5 353822.44),(6 397424.03),(7 425707.2),(8 441374.13),(9 452981.72),(10 460114.8),(11 467661.94),(12 476456.47),(13 489983.97),(14 504285.47),(15 519440.06),(16 535171),(17 549603.56),(18 561334.44),(19 567273),(20 570200.06),(21 570661.56),(22 573009.1),(23 576752.3),(24 578342.1),(25 574413.75),(26 568709.25),(27 564714.56),(28 562050.1),(29 565083.6),(30 574777.3),(31 590330.4),(32 597694.2),(33 595538.06),(34 587668.75),(35 574108.44),(36 559595.3),(37 549572.2),(38 546369.5),(39 548654.9),(40 558036),(41 566671.5),(42 578600.25),(43 592471.06),(44 600898.06),(45 602695.94),(46 598202.4),(47 589461.9),(48 582616.44),(49 578559.06),(50 580200.94),(51 584472.7),(52 592270.6),(53 602149.4),(54 612547.3),(55 621039.94),(56 626281.25),(57 628059.1),(58 627365.8),(59 619936.75),(60 612549.06),(61 607380.25),(62 608790.6),(63 613876.1),(64 624573.6),(65 634798.94),(66 641366.25),(67 646654.4),(68 650951.5),(69 660421.6),(70 670180.2),(71 677234.1),(72 679826.94),(73 675035.25),(74 666360.5),(75 656519.9),(76 647696.1),(77 641944.75),(78 635405.9),(79 626571.56),
(1 31683.254),(2 99677.305),(3 173791.31),(4 246572.86),(5 297644.16),(6 329434.38),(7 351244.66),(8 367550.97),(9 384197.66),(10 400227.97),(11 413504.75),(12 424958.44),(13 442400.9),(14 458404.3),(15 474676.72),(16 489385.97),(17 501030.28),(18 503022.7),(19 495077.13),(20 484894.97),(21 477248.2),(22 475913),(23 470494.53),(24 463789.5),(25 456469.44),(26 454099.4),(27 458158.44),(28 467725.22),(29 478900.06),(30 490507.44),(31 500191.53),(32 500588.3),(33 495331.9),(34 488002.75),(35 480700.84),(36 478963.16),(37 482357.72),(38 486826.75),(39 494490.56),(40 507810.88),(41 525911.1),(42 534963.1),(43 535809.7),(44 534091.7),(45 532698.44),(46 533058.7),(47 532741.8),(48 533945.6),(49 537823.3),(50 546217.06),(51 553015.6),(52 557883.2),(53 561632.7),(54 564972.8),(55 570753.94),(56 576691.6),(57 582030.9),(58 588796),(59 592556.2),(60 595335.56),(61 593374.5),(62 589154.6),(63 586538.75),(64 585690.7),(65 586298.7),(66 585995.06),(67 585621.1),(68 584853.7),(69 581068.44),(70 573988.75),(71 567880.4),(72 563540.06),(73 560122.25),(74 558980),(75 563733.25),(76 571702),(77 579857.25),(78 588329.5),(79 591839.3),
(1 32333.473),(2 98176.66),(3 165891.72),(4 230920.5),(5 278629.4),(6 306782.44),(7 326372.88),(8 341969.8),(9 359081.7),(10 378027.8),(11 393339.34),(12 405691.88),(13 424539.88),(14 443046.97),(15 463332.9),(16 481172.4),(17 495259.8),(18 502183),(19 501247.56),(20 498490.6),(21 495490.4),(22 484994.84),(23 477858.03),(24 468505.28),(25 457713.9),(26 454883.16),(27 458136.03),(28 469175.44),(29 482649.75),(30 496024.6),(31 501519.44),(32 504604),(33 505696.34),(34 502056),(35 499258.22),(36 501648.88),(37 508600),(38 513190.88),(39 514436.8),(40 515223.9),(41 514740.9),(42 511337.97),(43 507611.75),(44 501681.28),(45 496243.13),(46 493794.6),(47 493158.34),(48 494676.94),(49 495641.97),(50 499904.44),(51 502306.16),(52 505315.47),(53 509024.94),(54 513385.13),(55 522486.1),(56 530786.75),(57 537834.25),(58 542517.56),(59 541531.25),(60 542607),(61 542074.3),(62 539591.1),(63 540026.06),(64 543269.25),(65 545652.3),(66 542988.1),(67 537186.9),(68 527667.9),(69 525677.2),(70 526643.94),(71 529461.7),(72 531027.8),(73 530332.06),(74 528479.9),(75 527546.2),(76 524611),(77 524126.4),(78 527365.75),(79 530500.06),
(1 31258.887),(2 94734.8),(3 160493.31),(4 225844.66),(5 270142.03),(6 297065.06),(7 315907.4),(8 331163.16),(9 347311.7),(10 364219.66),(11 378722.63),(12 390644.03),(13 403048.3),(14 413918.78),(15 426153.75),(16 436582.34),(17 443549.6),(18 446480.28),(19 450930.88),(20 455756.25),(21 460193.63),(22 462806.1),(23 469276.53),(24 473844.1),(25 474974.9),(26 480036.84),(27 486923.06),(28 498078.6),(29 513199.4),(30 530837.3),(31 535883.9),(32 535747.06),(33 531806.25),(34 526033.2),(35 523767.9),(36 526544.5),(37 533275.2),(38 536483.2),(39 538262.7),(40 541246.56),(41 543812.5),(42 539646.94),(43 532658),(44 522113.1),(45 509921.8),(46 497735.88),(47 486445.53),(48 482482.3),(49 485857.97),(50 492327.9),(51 493920.84),(52 492800.63),(53 488660.88),(54 484408.84),(55 480404.66),(56 475641.75),(57 471851.03),(58 471462.16),(59 477457.47),(60 486667.25),(61 494270.28),(62 500972.7),(63 506587.78),(64 509160.16),(65 509198),(66 504377.63),(67 497843.47),(68 488582.22),(69 478592.72),(70 471721.53),(71 466317.56),(72 463592.22),(73 463464.53),(74 466487.25),(75 470751.44),(76 473242.63),(77 472032.88),(78 468712.97),(79 464701.75),
(1 29405.12),(2 90503.69),(3 154701.89),(4 219009.9),(5 261562.7),(6 287190.1),(7 307174.78),(8 324090.2),(9 340987.53),(10 359329.72),(11 378018.28),(12 394984.03),(13 415332.16),(14 431528.63),(15 446445.63),(16 455147.97),(17 458293.78),(18 456164.25),(19 458229.34),(20 463375.4),(21 464907.4),(22 462495.7),(23 458601.4),(24 452692.78),(25 445583.13),(26 446029.75),(27 447654.22),(28 450421.66),(29 455228.78),(30 460133.53),(31 460397.78),(32 453176.3),(33 444794.34),(34 440178.4),(35 440769.78),(36 449158.88),(37 460006.84),(38 469485.22),(39 476941.1),(40 480340.03),(41 480664.03),(42 477613.9),(43 473665.03),(44 469168.28),(45 466903.2),(46 467923.38),(47 466693.4),(48 468843.4),(49 470964.6),(50 469878.78),(51 466563.3),(52 462455),(53 460305.28),(54 461728.6),(55 462804.28),(56 459481.2),(57 453780.28),(58 446661.3),(59 445879.2),(60 450447.97),(61 458416.44),(62 465827.5),(63 472267.9),(64 479062.22),(65 483966.22),(66 485285.38),(67 485161.25),(68 481973.5),(69 471269.63),(70 463392),(71 458862.8),(72 460205.8),(73 460808.84),(74 460450.75),(75 459495.47),(76 460610.03),(77 464446.97),(78 471549),(79 478519.03),
(1 29188.705),(2 88278.625),(3 148164.77),(4 203048.95),(5 234049),(6 249133.06),(7 260486.23),(8 273305.1),(9 289126.7),(10 304812.9),(11 319230.44),(12 331923.9),(13 350257),(14 365566.1),(15 377001.47),(16 384142.97),(17 384022.94),(18 378844.06),(19 375862.9),(20 376960.6),(21 378406.16),(22 375806.78),(23 372387.4),(24 370727.2),(25 375366.03),(26 381698.56),(27 386951.94),(28 395573.1),(29 399716.44),(30 400049.53),(31 394135),(32 385775.1),(33 380420.6),(34 379331.22),(35 378230.22),(36 379708.56),(37 384014.22),(38 390590.53),(39 397744.66),(40 403026.16),(41 403798.34),(42 404207.3),(43 405491.97),(44 405424.5),(45 405795.53),(46 405921.47),(47 409175.28),(48 413810),(49 416936.2),(50 415533.47),(51 414758.6),(52 416990.28),(53 419489.1),(54 420506.16),(55 421933.6),(56 421094.84),(57 421088.9),(58 423244.22),(59 425435.78),(60 434505.5),(61 442617.66),(62 445617.13),(63 445413.22),(64 443172.3),(65 439405.22),(66 434378.78),(67 431405.4),(68 429784.34),(69 426992.4),(70 425057.84),(71 423001.5),(72 425671.4),(73 429137.06),(74 432315.47),(75 436921.38),(76 440186.94),(77 443910.2),(78 446875.6),(79 449808.25),
(1 29590.791),(2 88954.32),(3 149714.98),(4 211565.63),(5 247456.88),(6 266593.16),(7 280559.13),(8 292340.66),(9 303163.94),(10 316018.25),(11 330648.3),(12 347536.06),(13 368398.03),(14 381182.63),(15 387650.47),(16 388122.1),(17 382696.2),(18 376977.6),(19 377458.16),(20 381243.78),(21 383667.44),(22 381657.6),(23 377818.7),(24 376024.88),(25 382063.56),(26 383588.25),(27 385632.78),(28 388806.56),(29 388216.72),(30 388082.16),(31 382857.34),(32 378022.6),(33 375259.4),(34 377124.34),(35 381960.9),(36 390165.16),(37 399103.78),(38 408236.56),(39 414111.6),(40 414166.22),(41 409725.25),(42 406523.94),(43 402269.94),(44 396035.66),(45 393167.34),(46 395543.75),(47 400589.16),(48 405210.6),(49 404761.7),(50 403858.7),(51 403407.6),(52 402043.2),(53 400385.84),(54 399258.63),(55 398121.53),(56 398884.13),(57 402051.38),(58 407580.34),(59 415194.88),(60 421387.5),(61 424470.1),(62 424841.2),(63 427592.56),(64 430250.63),(65 430396.97),(66 428478.9),(67 426217.22),(68 424263.75),(69 426647.22),(70 424072.06),(71 420402.38),(72 418608.8),(73 419463.1),(74 424091.7),(75 430848.88),(76 437431.66),(77 441077.16),(78 439239.78),(79 435336.97),
(1 27370.291),(2 81787.164),(3 137003.55),(4 189822.19),(5 219736.5),(6 238377.92),(7 251567.47),(8 265645.5),(9 279624.84),(10 297560.5),(11 316767.38),(12 338486.6),(13 358993.72),(14 371947.16),(15 380678.34),(16 385383.88),(17 386597.38),(18 388850.84),(19 394802.22),(20 401625.28),(21 406033.47),(22 403426.75),(23 398730.84),(24 394022.1),(25 394277.16),(26 394121.44),(27 395907.03),(28 400154.2),(29 404944.22),(30 409668.72),(31 410534.4),(32 410134.78),(33 408671.13),(34 407370.72),(35 403785.3),(36 400280.75),(37 398848.78),(38 397829.47),(39 396585.94),(40 394004.25),(41 390221.38),(42 385471),(43 381069.06),(44 380158.44),(45 380762.75),(46 382400.97),(47 381292.8),(48 383461.3),(49 386902.38),(50 391246.88),(51 395368.34),(52 399195.63),(53 402365.3),(54 402090.44),(55 399116.28),(56 397429.3),(57 399528.78),(58 402766.1),(59 403564.63),(60 403408.44),(61 403343.47),(62 403148.63),(63 404355.4),(64 405925.13),(65 406904.22),(66 408481.5),(67 410207.3),(68 411510),(69 411408.84),(70 412232.16),(71 416103.38),(72 423278.34),(73 432211.84),(74 437892.47),(75 439723.44),(76 437081.06),(77 432933.06),(78 428906.13),(79 425486.22),
(1 27820.18),(2 82611.04),(3 134276.39),(4 183038.47),(5 207449.78),(6 223308.84),(7 237297.47),(8 253463.1),(9 268936.78),(10 285016),(11 301848),(12 323545.16),(13 351766.9),(14 370301.7),(15 377655.03),(16 375174.38),(17 371418),(18 375433.3),(19 387227.13),(20 398801.8),(21 401856.7),(22 394597.4),(23 387467.88),(24 384349.2),(25 386415.25),(26 383745.84),(27 381222.03),(28 379257.88),(29 379015.03),(30 381964.25),(31 379877.16),(32 379766.34),(33 378806.38),(34 374078.25),(35 367005.28),(36 362939.9),(37 361917.28),(38 361372),(39 360565.78),(40 360297.03),(41 362521.4),(42 363716.97),(43 368105.8),(44 373780.7),(45 379238.2),(46 380723.72),(47 375880.7),(48 375608.16),(49 374485),(50 373405.6),(51 371830.7),(52 371778.38),(53 371418.03),(54 370619.66),(55 372608.7),(56 378930.16),(57 386472.5),(58 392727.25),(59 395335.47),(60 396688.38),(61 397063.28),(62 397628.25),(63 399494),(64 399789.16),(65 397702),(66 394546.97),(67 392010.78),(68 392046.47),(69 400063.88),(70 402855.06),(71 406070.88),(72 408617.34),(73 409521.84),(74 407293.25),(75 404756.4),(76 407157.28),(77 409883.47),(78 412409.44),(79 413609.03),
(1 27515.69),(2 79220.78),(3 129604.34),(4 178263.5),(5 203197.58),(6 218515.33),(7 232074.61),(8 246645.7),(9 262168.8),(10 279438.16),(11 298747.56),(12 320775.3),(13 344465.53),(14 356817.5),(15 357329.5),(16 351494.5),(17 348691.84),(18 353800.34),(19 363151.38),(20 369864.75),(21 372555.1),(22 367885.06),(23 365437.7),(24 363580.5),(25 362199.9),(26 360491.2),(27 354879.9),(28 350808.97),(29 350548.9),(30 353931.2),(31 357609.13),(32 357238.8),(33 354754.13),(34 352671.63),(35 351848.8),(36 352205.75),(37 352433.5),(38 352458.44),(39 352908.03),(40 352532.3),(41 349513.75),(42 349075.47),(43 351596.9),(44 353636.8),(45 354943.94),(46 358248.3),(47 362626.9),(48 367655.38),(49 368901.66),(50 368049.34),(51 366750.7),(52 366454.53),(53 366041),(54 364487.72),(55 364093.9),(56 367675),(57 374020),(58 378480),(59 376668.6),(60 372964.28),(61 371646.25),(62 372687.53),(63 375567.44),(64 376240.22),(65 375030.72),(66 372829.6),(67 371962.66),(68 372859.84),(69 370257),(70 371854.5),(71 374469.72),(72 375238.66),(73 373247.56),(74 370953.16),(75 371728.8),(76 372165.6),(77 372858.25),(78 374731.8),(79 376333),
(1 25764.498),(2 73858.98),(3 120674.23),(4 163984.75),(5 192717.75),(6 212332.8),(7 229256.81),(8 244079.67),(9 257050.73),(10 269377.47),(11 281005.2),(12 291646.53),(13 303003.72),(14 310235.63),(15 312181.6),(16 312243.3),(17 314100.97),(18 321881.34),(19 332967.9),(20 340536.22),(21 342460.22),(22 340345.9),(23 337734.3),(24 335227.78),(25 334897.34),(26 331524.7),(27 329103.9),(28 329159.34),(29 331950.94),(30 336234.38),(31 341748.3),(32 343455.63),(33 341047.3),(34 337906.3),(35 336227.1),(36 335259.3),(37 332759.28),(38 330882.75),(39 331994.3),(40 332885.4),(41 332503.28),(42 336044.5),(43 341442.44),(44 347457.25),(45 352282.3),(46 356047.94),(47 359340.78),(48 363672.44),(49 363614.75),(50 360759.56),(51 359518.8),(52 358595.72),(53 358115.72),(54 358418.63),(55 359065.22),(56 360432.1),(57 359774.5),(58 356007.3),(59 351728.1),(60 345137.66),(61 341526.75),(62 341508.06),(63 345132.9),(64 348675.34),(65 352689.3),(66 357948.3),(67 362576.38),(68 363452.1),(69 360319.13),(70 358189.13),(71 354687.47),(72 350874.66),(73 350349.28),(74 352318.3),(75 357335.38),(76 359582.38),(77 364037.2),(78 369653.13),(79 371806.2),
