1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 20630.164),(2 50097.137),(3 88533.75),(4 138460.23),(5 191955.92),(6 243801.5),(7 298845.16),(8 362205.16),(9 412094.75),(10 454166.5),(11 496147.5),(12 519008.13),(13 553230.56),(14 589945.2),(15 622017.3),(16 658751.94),(17 697811.44),(18 731449.25),(19 774774.25),(20 824590.2),(21 864361.2),(22 914693.25),(23 963769.44),(24 1002850.25),(25 1040553.75),(26 1068329.4),(27 1078258.5),(28 1091191.6),(29 1104389.6),(30 1150156),(31 1180339.5),(32 1227554.9),(33 1298320.9),(34 1355190.1),(35 1429105.1),(36 1494866.4),(37 1543892.4),(38 1619346),(39 1672921.6),(40 1689497.6),(41 1733111.4),(42 1762733.4),(43 1769389),(44 1799398),(45 1830022),(46 1846007.1),(47 1865655.1),(48 1882064.9),(49 1929153.6),(50 1990481.9),(51 2068547),(52 2145370),(53 2242240),(54 2317773.8),(55 2452234.3),(56 2554841.3),(57 2663873.8),(58 2772184.5),(59 2883696),(60 3002650.8),(61 3137946),(62 3292604),(63 3430741.8),(64 3553940.8),(65 3681838.8),(66 3793642.8),(67 3920637.8),(68 4073888.3),(69 4223992),(70 4372622.5),(71 4512168),(72 4638768),(73 4783180.5),(74 4882308.5),(75 4995324.5),(76 5102508.5),(77 5222523.5),(78 5313596),(79 5414284),
(1 117.0258),(2 137.21526),(3 142.6396),(4 151.56001),(5 163.99477),(6 162.75348),(7 167.9259),(8 172.08723),(9 176.03528),(10 177.38243),(11 181.44492),(12 179.94809),(13 182.33264),(14 184.80095),(15 181.76349),(16 180.51732),(17 183.90524),(18 179.74663),(19 180.9505),(20 180.72491),(21 176.50769),(22 179.25262),(23 181.19449),(24 179.94147),(25 181.22523),(26 187.12299),(27 185.31908),(28 186.513),(29 191.27641),(30 190.3539),(31 190.55789),(32 188.11922),(33 190.6952),(34 195.2838),(35 190.9214),(36 190.91895),(37 194.00598),(38 192.3038),(39 188.36493),(40 191.13417),(41 187.71706),(42 185.06651),(43 185.52),(44 183.21521),(45 180.46526),(46 184.19397),(47 183.16858),(48 182.49706),(49 188.23892),(50 186.02682),(51 185.654),(52 193.81491),(53 190.56439),(54 192.39389),(55 196.02696),(56 192.79787),(57 194.07726),(58 198.63126),(59 194.36311),(60 194.13742),(61 198.78731),(62 193.14073),(63 195.10283),(64 196.69762),(65 193.81618),(66 190.45459),(67 191.71031),(68 187.17648),(69 184.80434),(70 185.97382),(71 183.50397),(72 181.44308),(73 186.69943),(74 183.21237),(75 184.51198),(76 190.67168),(77 188.58842),(78 192.71765),(79 196.5198),
(1 116.28497),(2 135.42229),(3 141.32614),(4 150.40521),(5 162.58897),(6 163.22388),(7 168.41182),(8 174.08817),(9 175.25499),(10 176.03307),(11 180.481),(12 178.3446),(13 180.31158),(14 183.2559),(15 180.53258),(16 181.00238),(17 182.97913),(18 177.88974),(19 180.62027),(20 180.07011),(21 175.15625),(22 176.08081),(23 179.71576),(24 179.10707),(25 180.13492),(26 185.58234),(27 182.08829),(28 184.3365),(29 189.39117),(30 188.9769),(31 190.33865),(32 188.42772),(33 191.17879),(34 194.51575),(35 190.39224),(36 187.8677),(37 194.54265),(38 190.5688),(39 188.9526),(40 191.49612),(41 186.41977),(42 184.83969),(43 185.75005),(44 181.45964),(45 180.58464),(46 184.3986),(47 183.4514),(48 182.81523),(49 185.9944),(50 184.88582),(51 188.27794),(52 193.79523),(53 193.09943),(54 193.96478),(55 199.90898),(56 195.12712),(57 198.38261),(58 200.32877),(59 198.19958),(60 199.20679),(61 202.77191),(62 198.403),(63 199.28615),(64 201.73419),(65 197.78792),(66 195.41237),(67 195.88377),(68 190.07982),(69 187.82137),(70 191.3388),(71 184.0227),(72 182.03082),(73 185.3071),(74 184.09464),(75 185.10544),(76 192.74701),(77 191.64777),(78 195.18335),(79 203.3074),
(1 111.27146),(2 130.82974),(3 138.36443),(4 143.73624),(5 156.86841),(6 156.5817),(7 160.19211),(8 165.51442),(9 168.71722),(10 169.32104),(11 172.49715),(12 169.9729),(13 171.4921),(14 172.89928),(15 169.4896),(16 171.68634),(17 173.79002),(18 170.26929),(19 170.66951),(20 172.12474),(21 169.00919),(22 170.47406),(23 172.72202),(24 168.1644),(25 171.28116),(26 177.52502),(27 174.06349),(28 176.44615),(29 180.18666),(30 177.23845),(31 179.18698),(32 178.6629),(33 181.38878),(34 181.54167),(35 180.18594),(36 178.03812),(37 182.59355),(38 180.69066),(39 179.28877),(40 182.60751),(41 176.77402),(42 176.01706),(43 176.28262),(44 175.03242),(45 171.60184),(46 173.69125),(47 173.07417),(48 173.87222),(49 177.62413),(50 175.13193),(51 176.96864),(52 183.12006),(53 180.47505),(54 185.24257),(55 188.33151),(56 184.05524),(57 186.14272),(58 189.61674),(59 185.91037),(60 187.7498),(61 190.66624),(62 187.118),(63 186.1726),(64 190.23718),(65 185.3339),(66 184.36761),(67 183.19563),(68 179.34746),(69 176.24756),(70 179.38976),(71 171.68336),(72 170.74777),(73 172.74492),(74 171.79253),(75 171.92276),(76 177.89844),(77 178.02202),(78 182.25548),(79 188.01436),
(1 109.62151),(2 130.5574),(3 137.25476),(4 142.96501),(5 155.8113),(6 156.16246),(7 161.91647),(8 167.62924),(9 167.47324),(10 170.47304),(11 174.09125),(12 170.67755),(13 172.81163),(14 173.6613),(15 171.61755),(16 171.55826),(17 174.2506),(18 169.91887),(19 168.73924),(20 171.52293),(21 170.04576),(22 168.45341),(23 170.96654),(24 167.00537),(25 169.86124),(26 175.43164),(27 172.85155),(28 176.25711),(29 181.61179),(30 179.00246),(31 181.0118),(32 181.00188),(33 181.8761),(34 184.05893),(35 182.17455),(36 179.55638),(37 182.46024),(38 179.7209),(39 179.50745),(40 182.65804),(41 177.16048),(42 176.55429),(43 177.92297),(44 176.39043),(45 171.54381),(46 174.60226),(47 173.31383),(48 171.95663),(49 178.95625),(50 174.51741),(51 176.67888),(52 180.37944),(53 179.19687),(54 179.3229),(55 186.98242),(56 185.86305),(57 185.91936),(58 189.16956),(59 187.68541),(60 188.00684),(61 191.59554),(62 189.6617),(63 188.69576),(64 190.35237),(65 185.20445),(66 184.3608),(67 185.18877),(68 178.36469),(69 177.8704),(70 178.59042),(71 173.76866),(72 171.88205),(73 176.26733),(74 173.7385),(75 174.40044),(76 179.9038),(77 177.48909),(78 183.57007),(79 189.7893),
(1 109.99803),(2 128.85782),(3 136.62221),(4 141.71132),(5 155.03165),(6 155.44751),(7 159.49228),(8 164.1303),(9 165.03882),(10 164.90805),(11 170.76923),(12 168.77716),(13 169.79842),(14 170.3446),(15 169.99277),(16 171.69664),(17 173.0055),(18 169.22458),(19 166.873),(20 168.75214),(21 167.09276),(22 167.22102),(23 170.58244),(24 167.36534),(25 167.75095),(26 170.10431),(27 171.47801),(28 172.86835),(29 179.14294),(30 175.79944),(31 177.23346),(32 178.7023),(33 179.69977),(34 182.33319),(35 181.29997),(36 178.49095),(37 182.33237),(38 178.99182),(39 177.0879),(40 179.71722),(41 176.6766),(42 175.66418),(43 176.21994),(44 176.22926),(45 173.25578),(46 177.82683),(47 176.91254),(48 174.18729),(49 181.27542),(50 176.9801),(51 180.18039),(52 184.14362),(53 181.63237),(54 182.36353),(55 188.39896),(56 185.87502),(57 185.91968),(58 189.59045),(59 186.88567),(60 188.18045),(61 189.39174),(62 187.95662),(63 187.88667),(64 189.072),(65 183.48169),(66 181.84518),(67 182.31287),(68 176.54372),(69 174.57011),(70 176.74355),(71 173.98357),(72 170.76427),(73 174.77708),(74 173.68001),(75 174.20854),(76 180.13693),(77 178.19203),(78 183.50964),(79 189.799),
(1 106.98541),(2 126.025375),(3 134.03925),(4 140.26355),(5 151.27577),(6 152.22266),(7 157.25993),(8 162.00237),(9 163.41052),(10 163.46078),(11 170.7455),(12 168.1558),(13 167.76546),(14 171.2361),(15 168.29642),(16 168.35493),(17 169.34772),(18 165.78107),(19 164.69601),(20 166.60046),(21 162.95927),(22 163.10922),(23 168.32314),(24 164.54057),(25 167.00331),(26 171.6808),(27 169.99629),(28 171.0569),(29 178.49042),(30 174.65494),(31 174.71797),(32 175.2192),(33 176.50871),(34 177.27245),(35 177.08131),(36 174.20407),(37 176.80995),(38 173.92148),(39 172.49684),(40 175.11952),(41 172.479),(42 170.587),(43 173.7765),(44 171.16675),(45 168.77487),(46 171.31761),(47 170.0141),(48 168.25089),(49 175.95793),(50 172.51541),(51 175.41646),(52 180.6711),(53 179.87207),(54 182.20692),(55 186.85378),(56 184.03534),(57 186.28934),(58 188.59772),(59 183.1068),(60 182.50354),(61 185.28465),(62 181.37628),(63 182.94427),(64 185.88734),(65 181.12279),(66 179.48029),(67 179.62053),(68 174.63298),(69 172.20158),(70 172.62169),(71 169.64633),(72 169.3229),(73 173.13297),(74 172.49814),(75 174.35432),(76 181.30666),(77 178.03897),(78 182.00769),(79 188.79628),
(1 108.44737),(2 125.62865),(3 133.06343),(4 142.34242),(5 153.09575),(6 153.23296),(7 155.1679),(8 162.42926),(9 162.9055),(10 164.7105),(11 171.47545),(12 169.39459),(13 170.20732),(14 171.42358),(15 170.72359),(16 170.17691),(17 171.1242),(18 168.0656),(19 165.3918),(20 167.52559),(21 165.14796),(22 165.16391),(23 169.97961),(24 166.57025),(25 169.00682),(26 173.02162),(27 173.01593),(28 173.2109),(29 179.215),(30 178.11513),(31 176.11662),(32 176.86058),(33 178.24982),(34 178.98286),(35 180.3521),(36 177.7843),(37 180.12778),(38 178.01546),(39 175.24042),(40 179.4243),(41 177.14185),(42 174.13617),(43 176.80653),(44 173.80849),(45 171.13353),(46 174.26363),(47 173.04738),(48 172.84222),(49 177.60272),(50 173.10175),(51 175.85786),(52 181.92882),(53 178.28128),(54 182.48051),(55 186.33698),(56 184.7121),(57 188.67043),(58 188.90285),(59 185.83344),(60 185.54448),(61 189.22581),(62 186.05121),(63 187.52213),(64 189.72986),(65 184.0526),(66 182.18604),(67 182.12445),(68 177.30246),(69 174.98697),(70 177.1737),(71 172.66931),(72 173.3182),(73 176.02406),(74 174.24715),(75 178.39046),(76 182.79651),(77 182.41014),(78 184.32239),(79 189.53265),
(1 102.24015),(2 119.24593),(3 126.5638),(4 135.4893),(5 143.95012),(6 144.75725),(7 146.87405),(8 151.6373),(9 154.36252),(10 155.47307),(11 159.68353),(12 158.04684),(13 159.55809),(14 161.00845),(15 160.31863),(16 159.9142),(17 161.53125),(18 159.98412),(19 157.12843),(20 160.45805),(21 159.46065),(22 160.05206),(23 161.31635),(24 158.11153),(25 160.54367),(26 163.47495),(27 161.75035),(28 162.27892),(29 169.64618),(30 166.51956),(31 165.36049),(32 165.5904),(33 165.92926),(34 167.62221),(35 167.64359),(36 165.98094),(37 167.93956),(38 166.47581),(39 163.03188),(40 166.44084),(41 164.10782),(42 163.35568),(43 164.35577),(44 162.11398),(45 160.97025),(46 163.3602),(47 162.47879),(48 164.16331),(49 166.26918),(50 164.67955),(51 167.02031),(52 172.39317),(53 171.24211),(54 173.76035),(55 177.19145),(56 175.34314),(57 175.35211),(58 179.25697),(59 174.94615),(60 175.09781),(61 179.45157),(62 175.08586),(63 173.77429),(64 175.32938),(65 172.76506),(66 169.7881),(67 170.30049),(68 163.66925),(69 162.93652),(70 166.04826),(71 163.10216),(72 162.39844),(73 167.08556),(74 165.72),(75 166.88954),(76 173.08356),(77 170.83234),(78 172.61427),(79 179.285),
(1 103.19602),(2 120.1355),(3 126.366615),(4 133.43015),(5 144.36296),(6 145.0225),(7 150.00385),(8 153.21318),(9 155.81107),(10 157.96114),(11 162.05511),(12 158.56418),(13 160.38342),(14 162.6263),(15 159.08739),(16 160.87373),(17 162.30966),(18 159.13158),(19 158.13704),(20 160.20361),(21 158.512),(22 158.04588),(23 160.78883),(24 157.42152),(25 158.97328),(26 163.85114),(27 162.21873),(28 164.89096),(29 168.55896),(30 165.9662),(31 166.81529),(32 164.87584),(33 165.41591),(34 168.5591),(35 168.81944),(36 166.91443),(37 167.33932),(38 167.25827),(39 165.76381),(40 168.91724),(41 165.85893),(42 165.53535),(43 165.74399),(44 164.25069),(45 161.94232),(46 164.1422),(47 162.60825),(48 162.37582),(49 166.59406),(50 166.61407),(51 167.03442),(52 171.32901),(53 170.83116),(54 171.87502),(55 178.15242),(56 176.62177),(57 177.26329),(58 179.69266),(59 176.03366),(60 176.06578),(61 180.4567),(62 176.29324),(63 175.04605),(64 177.64749),(65 174.62633),(66 172.08743),(67 173.62224),(68 169.11046),(69 166.89333),(70 168.1814),(71 166.69638),(72 165.42363),(73 169.60915),(74 166.2531),(75 167.17761),(76 171.6339),(77 170.75735),(78 172.30345),(79 177.54425),
(1 101.84823),(2 118.71811),(3 126.00058),(4 132.4626),(5 143.61513),(6 144.87584),(7 148.30745),(8 154.60793),(9 155.33838),(10 157.28096),(11 163.34525),(12 160.36784),(13 160.48027),(14 161.96295),(15 160.07625),(16 160.42705),(17 162.6212),(18 159.91629),(19 158.8592),(20 161.0195),(21 157.88081),(22 158.07045),(23 161.49084),(24 160.45923),(25 159.80481),(26 165.38164),(27 163.40355),(28 164.7574),(29 166.30624),(30 166.34792),(31 168.57527),(32 166.91449),(33 165.88272),(34 167.19843),(35 168.79367),(36 167.0654),(37 170.28804),(38 169.07109),(39 167.72371),(40 170.98615),(41 167.44153),(42 165.95522),(43 166.6822),(44 164.74287),(45 161.32085),(46 163.95259),(47 161.16983),(48 162.27124),(49 166.96146),(50 164.05078),(51 166.0942),(52 170.50015),(53 169.55406),(54 171.10886),(55 175.77309),(56 172.60657),(57 173.72275),(58 176.89507),(59 174.48167),(60 175.5591),(61 179.75356),(62 175.81412),(63 174.87274),(64 176.49217),(65 171.43626),(66 169.74426),(67 171.27228),(68 166.71356),(69 164.62962),(70 166.2851),(71 162.60127),(72 160.17519),(73 165.1847),(74 163.5655),(75 163.66943),(76 167.13737),(77 168.67973),(78 170.11754),(79 178.50928),
(1 100.67799),(2 117.17381),(3 122.48287),(4 128.59235),(5 140.04495),(6 141.91309),(7 144.66899),(8 150.31831),(9 150.43848),(10 151.63483),(11 158.21692),(12 154.94757),(13 154.45341),(14 157.13773),(15 156.2025),(16 156.24219),(17 157.11113),(18 153.5687),(19 152.82771),(20 154.59137),(21 151.40741),(22 152.30609),(23 154.13708),(24 153.1441),(25 156.08621),(26 160.39604),(27 158.89833),(28 159.8939),(29 162.88458),(30 164.12103),(31 166.72495),(32 163.9351),(33 162.44473),(34 164.08401),(35 164.15425),(36 163.9666),(37 167.60298),(38 166.19255),(39 163.55989),(40 167.35252),(41 164.18088),(42 162.77248),(43 165.12914),(44 161.12619),(45 160.12427),(46 160.85484),(47 159.19606),(48 158.50757),(49 161.6632),(50 160.53806),(51 163.72458),(52 165.88655),(53 166.41122),(54 166.60292),(55 173.26791),(56 170.0452),(57 171.16814),(58 173.28903),(59 171.14995),(60 170.25784),(61 175.1268),(62 172.11537),(63 172.8544),(64 173.78876),(65 170.63078),(66 169.6667),(67 169.01979),(68 165.6634),(69 163.85963),(70 165.84262),(71 164.31142),(72 162.2996),(73 166.08295),(74 164.90385),(75 163.06444),(76 168.93867),(77 168.35733),(78 169.3642),(79 176.09525),
(1 98.343025),(2 115.38617),(3 122.06978),(4 129.6986),(5 139.54547),(6 140.58855),(7 144.1203),(8 150.05864),(9 149.74847),(10 150.28018),(11 155.24399),(12 153.83607),(13 155.92487),(14 157.96967),(15 157.05281),(16 155.72118),(17 155.90616),(18 153.90652),(19 153.24304),(20 154.25159),(21 151.30682),(22 152.18452),(23 153.00623),(24 151.99886),(25 153.28416),(26 161.56674),(27 158.0176),(28 159.84084),(29 164.44463),(30 164.93047),(31 164.99738),(32 163.51207),(33 163.23273),(34 164.57181),(35 162.96904),(36 162.15176),(37 164.11813),(38 162.49771),(39 161.18303),(40 164.4673),(41 163.32701),(42 161.52849),(43 164.09895),(44 160.82544),(45 158.31126),(46 159.98318),(47 159.28508),(48 158.95033),(49 161.34047),(50 159.33302),(51 162.03528),(52 166.52176),(53 166.49586),(54 165.25127),(55 170.71486),(56 167.01082),(57 168.61612),(58 172.60237),(59 170.33456),(60 168.36252),(61 170.66765),(62 167.62903),(63 168.8637),(64 170.6029),(65 166.62946),(66 165.56888),(67 165.87292),(68 161.94733),(69 160.8097),(70 163.08467),(71 161.32002),(72 158.87671),(73 163.65292),(74 161.73799),(75 160.73459),(76 165.7751),(77 164.6659),(78 166.45981),(79 172.41646),
(1 95.91401),(2 113.25572),(3 119.514946),(4 125.80961),(5 137.13069),(6 139.45067),(7 141.1607),(8 146.92914),(9 147.00589),(10 147.88411),(11 151.67976),(12 149.06485),(13 148.7842),(14 152.07938),(15 150.79388),(16 150.89098),(17 150.4861),(18 146.96895),(19 147.90541),(20 147.40543),(21 145.74432),(22 147.69281),(23 149.24397),(24 146.86885),(25 147.54266),(26 153.57263),(27 150.90451),(28 153.66847),(29 158.03467),(30 158.05775),(31 158.304),(32 158.80266),(33 160.0577),(34 160.52936),(35 159.26437),(36 158.24808),(37 160.5233),(38 158.60413),(39 159.6557),(40 160.9195),(41 157.90335),(42 156.13889),(43 160.09027),(44 156.04718),(45 154.87753),(46 156.61786),(47 154.78906),(48 154.67674),(49 158.5049),(50 156.97617),(51 158.67589),(52 163.18181),(53 161.99078),(54 161.69559),(55 166.29271),(56 165.92178),(57 167.39243),(58 170.33202),(59 166.82997),(60 165.95871),(61 168.89703),(62 167.09412),(63 167.32936),(64 169.10316),(65 164.99402),(66 163.59282),(67 163.64665),(68 158.84976),(69 157.24915),(70 158.05124),(71 154.79948),(72 154.03009),(73 157.75774),(74 155.10696),(75 155.08759),(76 159.33177),(77 159.12267),(78 162.63214),(79 167.00542),
(1 97.402794),(2 114.42654),(3 120.91128),(4 126.81144),(5 138.08167),(6 138.41837),(7 139.4996),(8 144.69682),(9 143.88179),(10 144.5103),(11 148.47481),(12 146.6745),(13 147.74377),(14 150.56497),(15 147.7987),(16 148.59796),(17 147.92786),(18 144.55118),(19 144.82513),(20 145.62955),(21 143.90004),(22 144.10316),(23 147.28848),(24 145.51224),(25 146.66449),(26 151.5797),(27 148.01743),(28 149.24057),(29 154.73299),(30 154.96927),(31 156.83525),(32 157.07887),(33 158.27829),(34 159.09927),(35 157.03268),(36 156.88347),(37 159.23332),(38 158.14954),(39 158.011),(40 160.5356),(41 159.89783),(42 159.0101),(43 159.8155),(44 155.8851),(45 154.8501),(46 158.72668),(47 157.4467),(48 156.85977),(49 159.72025),(50 156.85315),(51 158.88745),(52 163.51607),(53 162.0222),(54 162.44894),(55 167.42682),(56 165.06932),(57 167.95589),(58 170.50314),(59 168.51743),(60 168.25446),(61 173.24524),(62 168.62434),(63 169.77177),(64 172.43571),(65 166.36826),(66 165.69638),(67 166.15323),(68 160.83017),(69 157.78886),(70 157.95258),(71 156.56699),(72 154.72322),(73 158.49959),(74 154.87169),(75 155.15128),(76 158.37363),(77 156.3613),(78 159.3946),(79 164.52557),
(1 94.40809),(2 109.173645),(3 116.31383),(4 122.48379),(5 134.28645),(6 135.25613),(7 136.74178),(8 141.5879),(9 141.99411),(10 141.40237),(11 144.3733),(12 143.23502),(13 144.39954),(14 146.58188),(15 145.09601),(16 144.93951),(17 144.54759),(18 142.3338),(19 142.49823),(20 143.93585),(21 141.58887),(22 141.88663),(23 144.08574),(24 141.48338),(25 143.75551),(26 146.80942),(27 144.39444),(28 147.23103),(29 151.99904),(30 152.10396),(31 154.09828),(32 153.4675),(33 155.2173),(34 155.31914),(35 154.85518),(36 154.49524),(37 157.47939),(38 155.90245),(39 154.38786),(40 157.91489),(41 154.74254),(42 153.93721),(43 156.49643),(44 153.36986),(45 152.3395),(46 155.22762),(47 151.87909),(48 153.85483),(49 155.30173),(50 153.32265),(51 155.92914),(52 157.75902),(53 156.1514),(54 155.45166),(55 163.22916),(56 159.44565),(57 161.21114),(58 165.83482),(59 161.90959),(60 163.7525),(61 165.75287),(62 161.37051),(63 161.72427),(64 164.49208),(65 159.82443),(66 158.48605),(67 160.28487),(68 154.89584),(69 152.73726),(70 154.38284),(71 152.35536),(72 153.01337),(73 155.55261),(74 150.49437),(75 151.34732),(76 152.83426),(77 150.70972),(78 155.483),(79 159.05833),
(1 92.96106),(2 108.97024),(3 115.34292),(4 119.83562),(5 129.61157),(6 132.16103),(7 131.21146),(8 136.81863),(9 138.27719),(10 139.48917),(11 140.45575),(12 139.18153),(13 140.97878),(14 142.34001),(15 141.44632),(16 141.87738),(17 142.00299),(18 139.68195),(19 140.10864),(20 141.18042),(21 137.57144),(22 137.48935),(23 139.35551),(24 137.50885),(25 139.6576),(26 145.08191),(27 142.50604),(28 145.38661),(29 149.39825),(30 149.22816),(31 151.98106),(32 149.41841),(33 150.06133),(34 152.33612),(35 152.41786),(36 150.49896),(37 153.70248),(38 151.59857),(39 150.19461),(40 149.90804),(41 148.26697),(42 148.12096),(43 149.45514),(44 146.7332),(45 144.8163),(46 146.32643),(47 144.42485),(48 144.11983),(49 149.28062),(50 145.903),(51 147.18849),(52 152.00575),(53 152.18883),(54 151.09244),(55 158.09511),(56 153.61095),(57 155.2468),(58 158.18297),(59 156.60226),(60 156.1071),(61 159.21875),(62 155.53304),(63 157.57465),(64 157.04565),(65 154.36438),(66 153.83623),(67 155.21709),(68 149.66753),(69 148.58063),(70 152.35197),(71 149.22581),(72 149.74939),(73 152.82579),(74 147.62456),(75 148.8989),(76 153.89494),(77 151.305),(78 155.76259),(79 161.2133),
(1 92.43682),(2 107.1599),(3 114.7436),(4 119.81037),(5 130.13045),(6 132.0052),(7 133.68546),(8 137.9665),(9 138.06763),(10 141.52426),(11 142.36783),(12 141.47804),(13 142.4745),(14 144.63127),(15 144.86183),(16 144.54617),(17 144.53563),(18 141.52353),(19 141.66812),(20 141.09027),(21 139.22878),(22 138.12814),(23 139.9539),(24 138.30011),(25 140.1395),(26 144.9365),(27 143.53),(28 145.2223),(29 149.24522),(30 150.48082),(31 150.29701),(32 149.84268),(33 149.87343),(34 150.95958),(35 149.99725),(36 149.79633),(37 153.8562),(38 150.28458),(39 150.6968),(40 152.4695),(41 149.96178),(42 148.45593),(43 148.8685),(44 147.9935),(45 146.89523),(46 149.17212),(47 146.9121),(48 146.2789),(49 149.61983),(50 147.24333),(51 149.57378),(52 152.71498),(53 151.94598),(54 152.12524),(55 157.22758),(56 156.15773),(57 155.58653),(58 158.99889),(59 156.39055),(60 155.8032),(61 157.90775),(62 157.39372),(63 156.4459),(64 158.35951),(65 154.47398),(66 154.77739),(67 154.00461),(68 149.77087),(69 149.12646),(70 151.89836),(71 148.95357),(72 147.27887),(73 148.85883),(74 146.98035),(75 147.76508),(76 151.46971),(77 149.14795),(78 151.39978),(79 157.8291),
