1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58182.285),(2 171378.61),(3 350578.9),(4 560426.3),(5 804926.2),(6 1124304),(7 1494385.1),(8 1945382.5),(9 2449869.3),(10 3003528.8),(11 3653623.3),(12 4355476),(13 5074533),(14 5713577.5),(15 6347529.5),(16 6968638),(17 7636390.5),(18 8303604),(19 8890355),(20 9475255),(21 10162501),(22 10773461),(23 11394337),(24 12101005),(25 12888469),(26 13821485),(27 15180680),(28 16228136),(29 17510082),(30 18988170),(31 20677318),(32 22314720),(33 24175590),(34 26366502),(35 28621570),(36 31317352),(37 33387840),(38 36218704),(39 38546090),(40 41333080),(41 44370916),(42 47526624),(43 50658656),(44 53342612),(45 56272190),(46 58798476),(47 61720428),(48 63800800),(49 66125730),(50 68486350),(51 70628330),(52 73071810),(53 75132616),(54 77252696),(55 78684104),(56 79954020),(57 80703040),(58 81658070),(59 82156710),(60 83010760),(61 83704540),(62 84121730),(63 84469850),(64 84843140),(65 85890230),(66 86578790),(67 87662180),(68 89012580),(69 90792100),(70 92484360),(71 94224170),(72 95831870),(73 97333090),(74 98674590),(75 99956856),(76 101244710),(77 102681320),(78 104132570),(79 105434440),
(1 12834.767),(2 18566.666),(3 19929.719),(4 18838.527),(5 18794.504),(6 18839.6),(7 19362.143),(8 20241.672),(9 20199.084),(10 20252.803),(11 20282.814),(12 21317.576),(13 21839.768),(14 22228.908),(15 22843.744),(16 23754.803),(17 22992.283),(18 23332.488),(19 23788.922),(20 24331.303),(21 25167.342),(22 24375.994),(23 24537.715),(24 24192.807),(25 25869.242),(26 24938.746),(27 24713.783),(28 25048.406),(29 24474.715),(30 25567.758),(31 24521.467),(32 25611.68),(33 24536.18),(34 25678.926),(35 24579.697),(36 24342.959),(37 23903.473),(38 23636.787),(39 24439.887),(40 23373.514),(41 24381.162),(42 23153.594),(43 24257.666),(44 23119.16),(45 24139.184),(46 23719.654),(47 23980.674),(48 24650.717),(49 24643.64),(50 25346.645),(51 24685.018),(52 25201.445),(53 25330.117),(54 25635.285),(55 25497.838),(56 25432.266),(57 25853.064),(58 26083.04),(59 26219.357),(60 25943.684),(61 25908.207),(62 25170.834),(63 25325.023),(64 24819.893),(65 24744.58),(66 24856.568),(67 24694.324),(68 24448.586),(69 24074.152),(70 24474.254),(71 23870.857),(72 23982.566),(73 23024.016),(74 22977.74),(75 22259.627),(76 23442.082),(77 23377.467),(78 23501.271),(79 23450.947),
(1 11741.334),(2 16769.332),(3 18312.098),(4 17716.629),(5 17759.055),(6 18644.643),(7 18785.004),(8 18795.768),(9 18996.066),(10 19131.898),(11 19339.176),(12 20426.744),(13 21017.965),(14 21343.133),(15 21821.78),(16 22041.898),(17 21532.143),(18 22169.033),(19 22970.504),(20 23638.707),(21 23868.053),(22 23206.541),(23 24090.846),(24 23617.033),(25 24762.932),(26 24074.38),(27 23260.793),(28 23676.402),(29 22848.582),(30 24483.385),(31 23159.84),(32 24448.836),(33 23335.635),(34 24070.21),(35 23435.455),(36 23363.445),(37 23273.33),(38 22687.703),(39 23338.17),(40 22234.389),(41 23249.26),(42 22226.564),(43 23190.447),(44 22354.906),(45 23018.729),(46 22631.164),(47 22285.957),(48 23233.355),(49 22514.824),(50 23931.477),(51 23582.748),(52 24178.611),(53 23952.62),(54 24215.428),(55 23960.377),(56 24135.564),(57 24651.863),(58 24204.006),(59 24781.174),(60 24721.107),(61 24958.78),(62 24190.174),(63 24580.504),(64 23894.775),(65 23407.746),(66 23166.268),(67 23249.004),(68 23679.773),(69 22574.574),(70 22584.412),(71 22409.91),(72 22529.475),(73 21963.227),(74 21811.863),(75 21006.205),(76 21688.732),(77 21525.604),(78 22202.414),(79 21835.54),
(1 11852.691),(2 16489.607),(3 17987.855),(4 18031.37),(5 18187.04),(6 18228.676),(7 18517.66),(8 18299.988),(9 18570.502),(10 19308.947),(11 19524.766),(12 20454.25),(13 20974.633),(14 21442.842),(15 21510.033),(16 21794.518),(17 21791.725),(18 22227.066),(19 22385.506),(20 22457.281),(21 22600.043),(22 22645.865),(23 23999.48),(24 23368.031),(25 24134.324),(26 23648.602),(27 23328.787),(28 23951.943),(29 22943.898),(30 24280.924),(31 23142.668),(32 24309.947),(33 23384.662),(34 24011.803),(35 23899.682),(36 23529.258),(37 23403.256),(38 22592.938),(39 23236.45),(40 22064.168),(41 22781.072),(42 22328.992),(43 22958.65),(44 22615.95),(45 22842.732),(46 22721.15),(47 22127.947),(48 23008.217),(49 21995.945),(50 23064.684),(51 23382.365),(52 24165.508),(53 24044.379),(54 23612.92),(55 23440.67),(56 24087.213),(57 24787.092),(58 24302.762),(59 24328.25),(60 23971.766),(61 24042.508),(62 23623.066),(63 23691.707),(64 22981.004),(65 23040.346),(66 22693.512),(67 22742.775),(68 22385.568),(69 22121.012),(70 22146.885),(71 22215.219),(72 22260.395),(73 22179.633),(74 21432.77),(75 21252.21),(76 22095.314),(77 21471.055),(78 21521.867),(79 21557.543),
(1 11201.939),(2 15582.393),(3 16402.816),(4 16398.75),(5 16627.02),(6 16602.453),(7 16895.686),(8 16841.748),(9 16678.494),(10 17277.787),(11 18307.441),(12 19412.094),(13 19664.068),(14 19435.104),(15 19923.973),(16 20233.762),(17 20352.383),(18 20907.967),(19 20690.205),(20 21199.533),(21 21139.09),(22 21170.773),(23 22340.14),(24 22230.096),(25 22613.13),(26 21942.17),(27 21700.682),(28 21983.594),(29 21617.271),(30 22775.383),(31 21708.205),(32 22542.158),(33 22066.605),(34 22679.781),(35 22130.64),(36 21883.848),(37 21298.81),(38 20600.494),(39 21558.514),(40 20746.482),(41 21598.918),(42 21074.355),(43 21132.203),(44 20565.813),(45 21163.314),(46 20775.354),(47 20670.129),(48 21251.875),(49 20789.842),(50 21980.46),(51 21517.08),(52 22194.277),(53 22178.482),(54 22100.44),(55 22384.676),(56 22490.467),(57 22263.309),(58 22044.902),(59 22418.984),(60 22045.021),(61 22630.703),(62 21949.85),(63 21789.574),(64 21498.607),(65 21534.207),(66 21430.086),(67 21296.549),(68 20948.129),(69 20827.918),(70 20869.725),(71 20705.264),(72 21061.762),(73 20976.146),(74 20598.508),(75 20235.342),(76 20162.168),(77 19772.395),(78 20018.719),(79 20584.531),
(1 10997.208),(2 15315.873),(3 16474.223),(4 16654.22),(5 17162.91),(6 16588.691),(7 16670.793),(8 16964.91),(9 17074.406),(10 18118.91),(11 18511.434),(12 19120.164),(13 19338.758),(14 19675.688),(15 20235.53),(16 20284),(17 20585.557),(18 21315.588),(19 21308.512),(20 20818.604),(21 20877.902),(22 21388.67),(23 22704.955),(24 22274.215),(25 22651.855),(26 22001.424),(27 21918.688),(28 22449.38),(29 21855.191),(30 23106.19),(31 21796.438),(32 23135.154),(33 21962.588),(34 23137.74),(35 22234.836),(36 21933.344),(37 21754.047),(38 20903.994),(39 21625.12),(40 20880.387),(41 21579.61),(42 20961.912),(43 21576.139),(44 20530.346),(45 21460.303),(46 21189.125),(47 20733.438),(48 21233.482),(49 20598.822),(50 21772.518),(51 21623.121),(52 22338.84),(53 22249.502),(54 22239.484),(55 22028.19),(56 21982.688),(57 22436.682),(58 22672.184),(59 22769.307),(60 22749.361),(61 22589.49),(62 21963.93),(63 21996.457),(64 20905.44),(65 21570.506),(66 21221.787),(67 21352.479),(68 20996.055),(69 20401.168),(70 20630.088),(71 20404.627),(72 20682.832),(73 19926.111),(74 19895.629),(75 19781.611),(76 20012.76),(77 19974.914),(78 20253.992),(79 20327.982),
(1 11276.553),(2 15233.051),(3 15927.81),(4 15641.551),(5 16213.223),(6 15946.664),(7 16382.925),(8 16496.725),(9 16680.586),(10 17279.686),(11 17588.555),(12 18582.389),(13 18923.27),(14 19206.379),(15 19353.316),(16 19524.012),(17 19834.2),(18 19907.89),(19 20408.998),(20 20975.936),(21 21062.512),(22 20784.813),(23 21892.475),(24 21499.54),(25 21889.963),(26 21078.928),(27 21390.62),(28 21559.648),(29 20824.895),(30 22057.049),(31 21075.43),(32 22082.58),(33 20773.436),(34 22118.537),(35 21194.635),(36 20940.816),(37 20856.012),(38 20413.07),(39 20922.402),(40 20139.217),(41 20892.965),(42 19574.65),(43 20754.484),(44 20310.193),(45 20652.97),(46 20266.998),(47 20231.574),(48 20795.082),(49 20632.666),(50 21483.988),(51 20921.18),(52 21844.22),(53 21596.734),(54 22237.352),(55 21745.992),(56 21718.217),(57 21838.268),(58 21936.438),(59 22185.592),(60 21775.242),(61 21924.887),(62 21492.465),(63 21399.557),(64 20863.225),(65 20901.707),(66 20649.043),(67 20905.795),(68 20606.871),(69 19978.777),(70 20031.367),(71 19939.303),(72 20295.87),(73 20355.404),(74 20771.422),(75 20040.668),(76 20451.426),(77 19748.828),(78 19992.324),(79 20417.37),
(1 10907.317),(2 15036.625),(3 15987.216),(4 15462.047),(5 15786.822),(6 15541.697),(7 15515.2),(8 15987.689),(9 16402.135),(10 16574.479),(11 16903.613),(12 18024.102),(13 18280.098),(14 18408.926),(15 18825.842),(16 19568.96),(17 19894.336),(18 19272.688),(19 19618.928),(20 20447.088),(21 20441.754),(22 20314.3),(23 20977.492),(24 20819.85),(25 21163.074),(26 20751.32),(27 20440.777),(28 20603.148),(29 20058.314),(30 20945.219),(31 20408.605),(32 21333.191),(33 20418.137),(34 20995.793),(35 20272.238),(36 19789.91),(37 20401.395),(38 19479.844),(39 20185.617),(40 19355.041),(41 19836.531),(42 19059.955),(43 19567.236),(44 19624.379),(45 19721.387),(46 20025.457),(47 19117.488),(48 19663.33),(49 19901.875),(50 20480.164),(51 20783.645),(52 20706.959),(53 20966.709),(54 21098.37),(55 21128.77),(56 21001.246),(57 21249.5),(58 21381.44),(59 21348.443),(60 21109.84),(61 21141.008),(62 20840.492),(63 20571.477),(64 20511.684),(65 20552.064),(66 20269.906),(67 20197.846),(68 19637.725),(69 19418.652),(70 19466.332),(71 19620.564),(72 19407.977),(73 19291.188),(74 18938.688),(75 18764.672),(76 19078.73),(77 19092.777),(78 19297.262),(79 19601.621),
(1 10586.294),(2 14522.72),(3 15550.509),(4 15243.735),(5 15375.788),(6 15578.692),(7 15784.595),(8 16262.716),(9 16068.684),(10 16355.55),(11 17405.115),(12 18154.506),(13 18437.822),(14 17981.338),(15 18275.37),(16 19258.473),(17 19382.145),(18 19756.396),(19 19726.26),(20 19753.486),(21 20236.977),(22 20684.754),(23 21240.172),(24 20402.838),(25 20897.602),(26 20483.24),(27 20506.709),(28 20808.54),(29 20222.955),(30 20955.557),(31 20369.707),(32 21306.775),(33 20383.975),(34 20935.953),(35 20111.17),(36 20126.021),(37 20582.191),(38 19327.23),(39 19791.299),(40 19167.44),(41 19784.54),(42 18728.305),(43 19539.828),(44 19473.14),(45 19621.07),(46 19385.057),(47 18992.402),(48 19880.676),(49 19655.662),(50 20062.309),(51 20139.217),(52 20462.95),(53 20617.832),(54 20627.043),(55 20052.178),(56 20026.162),(57 20568.576),(58 20491.215),(59 20413.545),(60 20463.164),(61 20318.844),(62 20108.43),(63 20308.035),(64 19413.496),(65 19305.54),(66 19430.883),(67 19455.693),(68 19111.498),(69 18970.617),(70 18889.396),(71 18534.281),(72 19104.127),(73 18596.531),(74 18619.588),(75 18700.531),(76 18842.611),(77 18669.46),(78 18955.727),(79 19350.45),
(1 10205.235),(2 13797.554),(3 15211.672),(4 15125.112),(5 15298.488),(6 14907.04),(7 15031.113),(8 15653.471),(9 15630.551),(10 16467.68),(11 17049.715),(12 17186.014),(13 17780.805),(14 17560.283),(15 17733.236),(16 18406.143),(17 18785.725),(18 18750.453),(19 18786.115),(20 19058.326),(21 19654.95),(22 19668.498),(23 20084.93),(24 19790.768),(25 20133.744),(26 19631.992),(27 19738.246),(28 20029.082),(29 19503.066),(30 20259.58),(31 19648.764),(32 20348.229),(33 19485.65),(34 20347.826),(35 19612.766),(36 19662.53),(37 19910.986),(38 18855.096),(39 19186.518),(40 18454.959),(41 19353.8),(42 18600.775),(43 19020.738),(44 19009.158),(45 18771.295),(46 19042.104),(47 18419.723),(48 18995.355),(49 18843.936),(50 19339.549),(51 19340.768),(52 19495.697),(53 19604.139),(54 19572.59),(55 19052.03),(56 19285.477),(57 19356.73),(58 19445.768),(59 19670.791),(60 19407.62),(61 19569.703),(62 19259.463),(63 19364.172),(64 19037.904),(65 18969.494),(66 18607.752),(67 18531.168),(68 18197.406),(69 17981.857),(70 18504.87),(71 18171.514),(72 18387.852),(73 18109.047),(74 17995.344),(75 17863.018),(76 18577.936),(77 18509.86),(78 18984.99),(79 18857.42),
(1 10397.968),(2 13987.933),(3 15133.091),(4 15002.045),(5 14925.0625),(6 14772.293),(7 15167.954),(8 15691.361),(9 15554.061),(10 15817.805),(11 16331.075),(12 16903.773),(13 17482.041),(14 17644.408),(15 18089.34),(16 18632.184),(17 18765.467),(18 18469.592),(19 18624.314),(20 18778.695),(21 19631.852),(22 19777.428),(23 20258.967),(24 19747.984),(25 20055.73),(26 20082.701),(27 19876.012),(28 19978.256),(29 19157.195),(30 20542.484),(31 20063.43),(32 20767.158),(33 19244.672),(34 20096.166),(35 19311.127),(36 19656.36),(37 20026.861),(38 18932.031),(39 19070.043),(40 18725.875),(41 19617.24),(42 18643.459),(43 19285.96),(44 18573.922),(45 18834.787),(46 18811.076),(47 18726.889),(48 19485.37),(49 19159.139),(50 19704.162),(51 19252.346),(52 19387.223),(53 19972.777),(54 19401.51),(55 19179.703),(56 19535.393),(57 19720.86),(58 19858.592),(59 19722.348),(60 19291.291),(61 19209.305),(62 18833.682),(63 18672.145),(64 18639.48),(65 18713.639),(66 18386.936),(67 18129.893),(68 17521.973),(69 17356.502),(70 17425.547),(71 17444.031),(72 17684.48),(73 17180.965),(74 17402.361),(75 17054.57),(76 17530.578),(77 17305.172),(78 17871.557),(79 17499.832),
(1 9914.925),(2 13294.524),(3 14154.341),(4 14198.901),(5 14302.266),(6 14048.3),(7 14255.69),(8 14942.9375),(9 14729.464),(10 15307.372),(11 16212.579),(12 16596.797),(13 16729.543),(14 17017.178),(15 17414.848),(16 17877.416),(17 18076.207),(18 18336.963),(19 18695.135),(20 18719.354),(21 19186.475),(22 19400.168),(23 19724.393),(24 19342.68),(25 19696.678),(26 19744.201),(27 19388.65),(28 19783.426),(29 19288.404),(30 20286.83),(31 19564.451),(32 20161.451),(33 19109.922),(34 19567.104),(35 19222.867),(36 19067.46),(37 19637.455),(38 18660.973),(39 18627.182),(40 18091.18),(41 18927.748),(42 18259.469),(43 18557.207),(44 18101.934),(45 18170.146),(46 18397.281),(47 18242.443),(48 18855.688),(49 18532.438),(50 18978.008),(51 18611.129),(52 18933.23),(53 19579.453),(54 19053.758),(55 18841.393),(56 19085.148),(57 19633.725),(58 19476.932),(59 19172.238),(60 19279.137),(61 19220.25),(62 18799.252),(63 18610.422),(64 18276.35),(65 18359.668),(66 18322.24),(67 17718.219),(68 17244.46),(69 17316.29),(70 17581.814),(71 17207.094),(72 17516.484),(73 16676.691),(74 17200.287),(75 16981.361),(76 17289.12),(77 17530.959),(78 17625.947),(79 17205.922),
(1 10080.523),(2 13788.93),(3 14626.44),(4 14414.444),(5 14497.912),(6 14527.269),(7 14681.064),(8 15015.802),(9 14979.173),(10 15395.41),(11 15859.604),(12 16301.862),(13 16533.865),(14 16886.645),(15 17050.521),(16 17914.69),(17 18181.975),(18 18834.53),(19 18650.049),(20 18440.115),(21 19137.72),(22 19212.357),(23 20083.047),(24 19523.416),(25 20177.58),(26 19616.018),(27 19654.535),(28 20003.074),(29 19345.016),(30 20649.988),(31 19998.504),(32 21234.209),(33 19778.025),(34 20947.201),(35 19700.541),(36 19527.35),(37 20034.664),(38 19366.068),(39 19828.988),(40 18661.627),(41 19129.543),(42 18290.525),(43 19188.814),(44 18721.604),(45 19223.875),(46 19121.607),(47 18864.344),(48 19542.363),(49 19032.47),(50 19611.354),(51 19247.824),(52 19741.66),(53 20048.22),(54 20092.674),(55 19873.477),(56 20114.06),(57 20552.5),(58 20187.615),(59 20173.496),(60 19575.516),(61 20292.912),(62 19977.426),(63 19771.69),(64 18977.172),(65 19321.814),(66 19089.62),(67 18589.436),(68 18346.03),(69 18284.283),(70 18365.807),(71 17890.809),(72 18386.668),(73 17575.959),(74 17559.574),(75 17230.568),(76 17831.318),(77 17951.393),(78 18182.398),(79 17659.277),
(1 9930.907),(2 13061.696),(3 14515.751),(4 14143.096),(5 14171.093),(6 14085.999),(7 14436.937),(8 14784.194),(9 14908.633),(10 15407.942),(11 15694.393),(12 16203.687),(13 16750.875),(14 17113.896),(15 16950.455),(16 17196.703),(17 17497.695),(18 18595.709),(19 18735.545),(20 18544.57),(21 19049.266),(22 19146.322),(23 19840.504),(24 19477.26),(25 20442.115),(26 19608.83),(27 19701.422),(28 19917.111),(29 19336.756),(30 20303.615),(31 19438.627),(32 20660.13),(33 19382.951),(34 20382.992),(35 19472.053),(36 19647.242),(37 19329.633),(38 18672.953),(39 19490.334),(40 18638.473),(41 19416.94),(42 18319.182),(43 19211.678),(44 18455.371),(45 19224.598),(46 18697.693),(47 18487.652),(48 19148.441),(49 18765.477),(50 19466.662),(51 19014.395),(52 19787.44),(53 19319.62),(54 19983.781),(55 19719.598),(56 19865.393),(57 19832.547),(58 19354.84),(59 19913.383),(60 19350.768),(61 19859.096),(62 18834.316),(63 19137.348),(64 18323.15),(65 18892.352),(66 18483.836),(67 18579.125),(68 18391.986),(69 17834.38),(70 18035.592),(71 17549.559),(72 18035.416),(73 17558.197),(74 17976.158),(75 17075.365),(76 17660.846),(77 17377.191),(78 17767.94),(79 17723.916),
(1 9360.465),(2 12165.621),(3 13386.438),(4 13264.665),(5 13705.645),(6 13501.331),(7 13834.687),(8 14098.86),(9 14259.495),(10 14709.963),(11 15243.621),(12 15503.516),(13 15543.225),(14 15864.715),(15 16258.658),(16 16836.752),(17 16970.486),(18 17816.84),(19 17983.063),(20 17751.863),(21 18034.02),(22 18254.723),(23 18976.148),(24 18302.021),(25 18906.656),(26 18532.914),(27 18499.77),(28 18791.654),(29 18246.932),(30 19241.162),(31 18362.316),(32 19334.11),(33 18512.676),(34 19264.67),(35 18531.316),(36 18271.61),(37 18484.795),(38 17573.084),(39 18230.18),(40 17504.125),(41 18194.39),(42 17259.025),(43 17710.89),(44 17340.096),(45 17738.42),(46 18019.39),(47 17604.338),(48 18052.746),(49 17401.09),(50 17823.092),(51 17801.795),(52 18391.4),(53 18274.219),(54 18552.785),(55 18754.76),(56 18570.47),(57 18707.469),(58 18344.787),(59 18629.893),(60 18095.771),(61 18307.203),(62 17606.121),(63 17901.05),(64 17211.11),(65 17606.318),(66 17287.568),(67 17060.7),(68 16730.557),(69 16715.264),(70 16898.451),(71 16539.828),(72 16567.256),(73 16200.566),(74 16505.344),(75 16218.538),(76 16774.285),(77 16769.24),(78 16989.7),(79 16898.797),
(1 9653.673),(2 12431.403),(3 13126.969),(4 12730.662),(5 13315.498),(6 13338.521),(7 13697.35),(8 14258.3125),(9 14154.236),(10 14763.227),(11 15072.866),(12 15226.893),(13 15581.924),(14 15802.591),(15 16432.17),(16 16611.594),(17 16742.988),(18 17251.557),(19 17616.957),(20 17544.734),(21 17867.592),(22 17677.451),(23 18506.932),(24 17963.857),(25 18829.854),(26 18522.412),(27 18374.41),(28 18342.457),(29 18087.84),(30 19180.102),(31 18356.025),(32 19332.248),(33 18137.459),(34 19126.354),(35 18612.105),(36 18262.697),(37 18406.717),(38 17437.389),(39 18174.785),(40 17343.277),(41 18127.922),(42 17571.504),(43 17871.201),(44 17393.793),(45 17637.916),(46 17769.486),(47 17216.26),(48 17748.908),(49 17311.457),(50 18090.432),(51 17867.809),(52 18382.93),(53 18326.518),(54 18226.588),(55 17903.514),(56 18248.26),(57 18304.12),(58 17836.852),(59 18068.16),(60 17846.176),(61 17708.525),(62 17358.885),(63 17424.459),(64 16975.824),(65 17045.002),(66 16963.963),(67 16975.904),(68 16662.62),(69 16509.576),(70 16895.15),(71 16181.832),(72 16186.494),(73 15963),(74 16363.45),(75 16119.989),(76 16331.085),(77 16628.574),(78 16886.916),(79 16791.049),
(1 9474.343),(2 11735.259),(3 12666.059),(4 12746.3545),(5 13147.127),(6 13088.945),(7 13467.61),(8 13971.172),(9 13648.542),(10 14220.995),(11 14707.925),(12 15114.601),(13 15259.216),(14 15586.299),(15 16016.054),(16 16430.592),(17 16774.627),(18 17163.637),(19 17388.41),(20 17254.492),(21 17299.605),(22 17637.553),(23 18696.926),(24 17660.09),(25 18584.314),(26 18158.861),(27 17823.383),(28 18623.96),(29 17772.928),(30 18864.48),(31 17814.148),(32 18949.168),(33 17901.916),(34 18781.84),(35 18474.15),(36 18461.531),(37 18197.295),(38 17620.162),(39 18385.92),(40 17506.982),(41 18328.217),(42 17314.123),(43 18015.053),(44 17554.648),(45 17858.756),(46 17778.064),(47 17562.607),(48 18056.518),(49 17545.496),(50 18026.094),(51 17716.277),(52 18325.64),(53 18147.719),(54 18580.672),(55 18353.877),(56 18288.824),(57 18008.426),(58 18018.771),(59 18206.12),(60 17645.264),(61 17793.941),(62 17650.441),(63 17283.922),(64 17004.746),(65 16906.61),(66 16687.623),(67 16743.154),(68 16548.969),(69 16474.863),(70 16832.104),(71 16130.705),(72 16219.749),(73 16107.456),(74 16616.336),(75 16267.225),(76 16699.35),(77 16525.928),(78 16881.701),(79 16749.67),
(1 9303.502),(2 11530.826),(3 12295.596),(4 12091.076),(5 12506.11),(6 12779.22),(7 13634.494),(8 13798.228),(9 13745.948),(10 14439.091),(11 14914.334),(12 15255.961),(13 15468.546),(14 16219.83),(15 16155.061),(16 16616.926),(17 16984.195),(18 17780.209),(19 17745.365),(20 18052.188),(21 18216.887),(22 18498.238),(23 19319.39),(24 18509.549),(25 19486.584),(26 18832.922),(27 18776.604),(28 19509.686),(29 18582.96),(30 19661.713),(31 18573.287),(32 20374.205),(33 19064.781),(34 20015.33),(35 18963.988),(36 19291.146),(37 18894.998),(38 18577.803),(39 19025.932),(40 18289.969),(41 19344.701),(42 18077.217),(43 19304.627),(44 18273.816),(45 18856.398),(46 18297.627),(47 18363.684),(48 18937.47),(49 18492.143),(50 19244.766),(51 18438.627),(52 19403.686),(53 18777.557),(54 19275.885),(55 18940.816),(56 19150.184),(57 19173.49),(58 18930.207),(59 19199.686),(60 18551.977),(61 18873.121),(62 17850.883),(63 17753.797),(64 17315.518),(65 17406.82),(66 16702.209),(67 16837.51),(68 16852.72),(69 16538.41),(70 16716.863),(71 15617.311),(72 16512.588),(73 15600.576),(74 16338.663),(75 15733.946),(76 16533.697),(77 16185.654),(78 16497.816),(79 16433.348),
(1 8781.437),(2 11289.198),(3 12142.403),(4 12088.938),(5 11917.862),(6 12178.231),(7 12800.153),(8 13241.714),(9 13042.49),(10 13823.226),(11 14383.57),(12 14513.94),(13 14872.035),(14 15492.479),(15 15604.652),(16 15968.709),(17 16376.801),(18 17108.574),(19 17053.465),(20 17281.908),(21 17775.223),(22 17567.688),(23 18271.139),(24 17569.523),(25 18208.516),(26 17967.895),(27 17906.95),(28 18375.342),(29 17287.861),(30 18505.865),(31 17716.832),(32 18840.066),(33 17906.215),(34 18368.738),(35 17668.137),(36 17857.521),(37 17887.438),(38 17309.063),(39 17771.12),(40 16858.447),(41 17590.494),(42 16693.57),(43 17519.563),(44 16774.957),(45 17348.094),(46 16826.018),(47 16960.207),(48 17620.05),(49 17074.828),(50 18007.975),(51 17377.941),(52 17833.451),(53 17757.256),(54 17664.016),(55 17580.527),(56 17287.35),(57 17435.154),(58 17277.965),(59 17421.748),(60 16844.158),(61 16947.842),(62 16525.68),(63 16494.813),(64 15701.937),(65 15914.783),(66 15579.642),(67 15756.558),(68 15513.728),(69 15093.627),(70 15298.565),(71 14484.95),(72 15157.325),(73 14803.379),(74 15076.481),(75 15221.288),(76 15641.112),(77 15649.889),(78 15510.511),(79 15636.195),
