1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10811.273),(2 37082.715),(3 82281.78),(4 139161.27),(5 206865.75),(6 280497.47),(7 368682.72),(8 482155.6),(9 593107.06),(10 734426.2),(11 894147.56),(12 1035922.3),(13 1182074.4),(14 1316230.4),(15 1453392.6),(16 1597539.4),(17 1772780),(18 1904675),(19 2053420.4),(20 2210462.3),(21 2391657.3),(22 2552675.3),(23 2726297),(24 2889684.8),(25 3065680),(26 3246967.8),(27 3462411.3),(28 3661078),(29 3882373.3),(30 4091286.8),(31 4312909.5),(32 4515002.5),(33 4741837.5),(34 4937153.5),(35 5136329.5),(36 5316718),(37 5479363),(38 5594559.5),(39 5751806),(40 5861820),(41 5960704),(42 6031711.5),(43 6112336),(44 6207081.5),(45 6329516.5),(46 6474724),(47 6605418.5),(48 6745688.5),(49 6890770.5),(50 7008940),(51 7103598.5),(52 7152731.5),(53 7183721.5),(54 7211526.5),(55 7264996),(56 7310047.5),(57 7330848),(58 7387249.5),(59 7471691.5),(60 7563330.5),(61 7664333.5),(62 7799355.5),(63 7932374),(64 8043140),(65 8132112.5),(66 8191113.5),(67 8193213.5),(68 8187681.5),(69 8139959.5),(70 8076248.5),(71 8013692),(72 7961272),(73 7939970),(74 7946488.5),(75 7981860),(76 8027061.5),(77 8064566.5),(78 8110380.5),(79 8145742.5),
(1 1178.6448),(2 1483.7299),(3 1690.3639),(4 1868.8712),(5 2012.2988),(6 2144.2034),(7 2269.8232),(8 2342.5588),(9 2430.0234),(10 2482.8206),(11 2590.0913),(12 2616.1155),(13 2649.0342),(14 2710.7153),(15 2777.6975),(16 2823.3599),(17 2860.4028),(18 2901.2908),(19 2998.8037),(20 3031.6008),(21 3078.0378),(22 3095.1963),(23 3122.9116),(24 3141.676),(25 3185.042),(26 3242.5742),(27 3270.9072),(28 3292.1787),(29 3338.941),(30 3374.4297),(31 3411.7278),(32 3406.5308),(33 3435.0325),(34 3427.2087),(35 3431.0713),(36 3421.264),(37 3423.6477),(38 3433.8977),(39 3458.339),(40 3439.5476),(41 3437.35),(42 3446.7622),(43 3451.9973),(44 3474.8926),(45 3489.8098),(46 3500.617),(47 3517.7512),(48 3543.8867),(49 3568.8218),(50 3552.7449),(51 3566.715),(52 3561.867),(53 3535.9163),(54 3531.5298),(55 3499.3882),(56 3464.9622),(57 3451.4153),(58 3448.6848),(59 3408.006),(60 3410.0024),(61 3430.7397),(62 3432.7166),(63 3501.9712),(64 3485.4844),(65 3526.6592),(66 3563.9282),(67 3620.0671),(68 3669.229),(69 3717.4956),(70 3756.2627),(71 3835.5227),(72 3885.7307),(73 3939.1272),(74 4023.6628),(75 4113.237),(76 4184.161),(77 4217.0283),(78 4307.1353),(79 4359.723),
(1 1151.1719),(2 1468.176),(3 1664.9727),(4 1850.9517),(5 2006.2826),(6 2132.8103),(7 2222.1792),(8 2334.122),(9 2406.5647),(10 2449.2383),(11 2524.4502),(12 2584.6409),(13 2639.4358),(14 2708.059),(15 2772.1873),(16 2838.4827),(17 2870.401),(18 2919.037),(19 2972.2607),(20 2959.6934),(21 3017.155),(22 3026.8118),(23 3018.894),(24 3055.43),(25 3104.7517),(26 3165.4097),(27 3185.385),(28 3189.542),(29 3208.8262),(30 3233.3066),(31 3233.9592),(32 3264.223),(33 3326.2449),(34 3295.555),(35 3297.6677),(36 3312.777),(37 3353.6897),(38 3393.9626),(39 3441.135),(40 3438.719),(41 3459.7847),(42 3464.5781),(43 3463.2617),(44 3485.9253),(45 3511.8643),(46 3533.6038),(47 3552.0164),(48 3590.6873),(49 3584.8967),(50 3572.9602),(51 3553.5918),(52 3540.051),(53 3535.1099),(54 3510.3052),(55 3508.2874),(56 3477.047),(57 3447.9182),(58 3406.048),(59 3362.49),(60 3332.7688),(61 3325.743),(62 3332.5212),(63 3408.434),(64 3396.4763),(65 3425.4636),(66 3488.2312),(67 3511.2012),(68 3550.0667),(69 3608.245),(70 3642.3997),(71 3698.9426),(72 3753.351),(73 3835.3767),(74 3913.3281),(75 3998.69),(76 4047.547),(77 4132.9233),(78 4229.42),(79 4279.6655),
(1 1163.7435),(2 1454.1555),(3 1652.3615),(4 1853.056),(5 1984.2607),(6 2111.0803),(7 2213.2625),(8 2299.3665),(9 2415.463),(10 2434.8394),(11 2517.1685),(12 2596.8206),(13 2634.6707),(14 2691.3772),(15 2756.0164),(16 2799.4988),(17 2818.0115),(18 2851.4712),(19 2891.1067),(20 2893.0747),(21 2949.7761),(22 2974.2537),(23 2990.2976),(24 3054.2993),(25 3073.925),(26 3118.196),(27 3181.0706),(28 3173.771),(29 3205.6858),(30 3200.235),(31 3224.3865),(32 3246.078),(33 3245.058),(34 3256.8625),(35 3258.238),(36 3285.0437),(37 3313.511),(38 3321.5913),(39 3368.6882),(40 3344.0522),(41 3336.1296),(42 3327.5657),(43 3331.192),(44 3344.058),(45 3350.441),(46 3361.5042),(47 3405.9111),(48 3383.428),(49 3402.962),(50 3410.2866),(51 3418.2026),(52 3391.6848),(53 3380.2917),(54 3348.102),(55 3341.6873),(56 3352.141),(57 3330.228),(58 3311.5269),(59 3277.3665),(60 3222.6763),(61 3237.6592),(62 3215.0608),(63 3242.305),(64 3234.2512),(65 3246.0269),(66 3287.6606),(67 3325.332),(68 3396.7585),(69 3449.8894),(70 3462.847),(71 3525.081),(72 3566.2888),(73 3648.4407),(74 3709.6838),(75 3778.9014),(76 3855.2344),(77 3913.7393),(78 4002.6257),(79 4045.686),
(1 1133.2336),(2 1431.0026),(3 1624.7734),(4 1791.9442),(5 1919.9607),(6 2056.4158),(7 2161.0874),(8 2239.8267),(9 2360.0388),(10 2351.003),(11 2461.3381),(12 2515.259),(13 2555.0825),(14 2630.8608),(15 2671.3115),(16 2748.0283),(17 2773.774),(18 2801.4275),(19 2820.1296),(20 2828.5923),(21 2896.4495),(22 2920.064),(23 2948.2986),(24 2973.603),(25 3007.553),(26 3024.0447),(27 3057.4067),(28 3048.9482),(29 3065.6406),(30 3068.8628),(31 3095.645),(32 3109.1763),(33 3144.0647),(34 3148.061),(35 3168.7632),(36 3166.1506),(37 3175.011),(38 3168.962),(39 3198.9006),(40 3182.435),(41 3207.0305),(42 3209.7065),(43 3231.8914),(44 3253.3232),(45 3271.7708),(46 3281.2063),(47 3298.6099),(48 3312.3237),(49 3314.8638),(50 3356.5002),(51 3345.3938),(52 3314.0994),(53 3331.8762),(54 3330.0515),(55 3319.6702),(56 3318.1482),(57 3300.5364),(58 3264.82),(59 3262.865),(60 3251.5623),(61 3271.967),(62 3253.3057),(63 3284.4956),(64 3294.2734),(65 3312.2773),(66 3354.0278),(67 3379.9368),(68 3438.0413),(69 3461.9285),(70 3524.7207),(71 3591.565),(72 3641.6296),(73 3726.4233),(74 3790.3616),(75 3861.6023),(76 3920.2542),(77 3956.2312),(78 4033.7212),(79 4121.6343),
(1 1104.0453),(2 1421.7794),(3 1618.1575),(4 1792.9608),(5 1933.9874),(6 2035.8262),(7 2126.3594),(8 2187.5525),(9 2295.717),(10 2354.0132),(11 2427.2537),(12 2483.3467),(13 2532.512),(14 2622.0469),(15 2654.9534),(16 2691.434),(17 2734.8777),(18 2762.2903),(19 2800.7205),(20 2823.0618),(21 2841.7947),(22 2872.6948),(23 2926.0378),(24 2939.5928),(25 2970.5173),(26 2991.2314),(27 2995.8738),(28 2975.6829),(29 2996.5447),(30 3028.8162),(31 3065.501),(32 3096.6228),(33 3152.0586),(34 3131.0059),(35 3137.7683),(36 3148.9133),(37 3130.6372),(38 3161.816),(39 3198.3274),(40 3190.943),(41 3191.02),(42 3205.4856),(43 3189.3965),(44 3245.5256),(45 3237.2324),(46 3243.0627),(47 3238.4739),(48 3255.7175),(49 3260.0122),(50 3282.6067),(51 3279.1687),(52 3256.9058),(53 3255.1606),(54 3267.0771),(55 3240.7483),(56 3237.6921),(57 3210.5022),(58 3176.7603),(59 3178.827),(60 3175.7134),(61 3189.1858),(62 3191.6206),(63 3200.19),(64 3233.7158),(65 3287.19),(66 3316.6802),(67 3373.528),(68 3438.9268),(69 3455.7644),(70 3497.7813),(71 3546.7703),(72 3557.511),(73 3638.371),(74 3719.5386),(75 3800.8362),(76 3849.4707),(77 3900.8018),(78 3961.8088),(79 4070.1802),
(1 1111.5155),(2 1404.2712),(3 1622.7968),(4 1807.1609),(5 1951.8152),(6 2052.5615),(7 2132.0688),(8 2214.3074),(9 2280.859),(10 2346.233),(11 2438.3481),(12 2474.8865),(13 2518.4011),(14 2582.6309),(15 2600.1895),(16 2667.865),(17 2682.7874),(18 2716.4875),(19 2771.2927),(20 2790.0664),(21 2821.642),(22 2836.1338),(23 2865.7605),(24 2880.428),(25 2907.9329),(26 2903.5068),(27 2926.4888),(28 2919.5427),(29 2953.2322),(30 2959.8308),(31 2993.962),(32 3042.1206),(33 3092.22),(34 3070.6912),(35 3086.7546),(36 3087.6248),(37 3089.9067),(38 3107.992),(39 3132.8984),(40 3143.1626),(41 3167.5413),(42 3159.0562),(43 3164.0393),(44 3182.5015),(45 3176.7725),(46 3210.6223),(47 3255.544),(48 3236.0957),(49 3257.2104),(50 3260.7275),(51 3238.2998),(52 3213.3557),(53 3217.2915),(54 3213.1855),(55 3169.4514),(56 3136.215),(57 3139.5273),(58 3122.6577),(59 3108.8235),(60 3135.4236),(61 3157.206),(62 3169.7678),(63 3200.7766),(64 3209.918),(65 3246.6958),(66 3273.144),(67 3289.1484),(68 3327.375),(69 3377.515),(70 3416.2847),(71 3448.9019),(72 3497.3877),(73 3559.5417),(74 3639.7434),(75 3667.7773),(76 3700.0845),(77 3721.873),(78 3800.6755),(79 3836.3074),
(1 1084.4648),(2 1381.3579),(3 1588.7996),(4 1766.9644),(5 1896.6735),(6 1997.0857),(7 2064.0955),(8 2155.1726),(9 2229.0564),(10 2278.811),(11 2358.7285),(12 2409.2385),(13 2429.815),(14 2489.7346),(15 2526.5105),(16 2589.232),(17 2635.9631),(18 2697.3215),(19 2725.9202),(20 2754.5925),(21 2790.0322),(22 2797.1338),(23 2816.2834),(24 2846.222),(25 2872.9268),(26 2901.0957),(27 2927.8342),(28 2946.2854),(29 2987.4485),(30 2994.8882),(31 3010.9722),(32 3045.5273),(33 3083.4417),(34 3140.1472),(35 3163.1726),(36 3188.7273),(37 3219.487),(38 3223.3242),(39 3216.5042),(40 3224.227),(41 3241.8462),(42 3230.4192),(43 3246.477),(44 3227.1619),(45 3243.9429),(46 3269.0332),(47 3262.7708),(48 3261.357),(49 3274.9417),(50 3285.917),(51 3313.8718),(52 3274.5874),(53 3232.7534),(54 3221.6338),(55 3206.719),(56 3186.2544),(57 3166.6897),(58 3157.3315),(59 3137.7676),(60 3111.3225),(61 3122.3289),(62 3123.2747),(63 3118.7146),(64 3148.57),(65 3191.1594),(66 3228.3516),(67 3241.6829),(68 3300.0022),(69 3325.9548),(70 3404.1584),(71 3431.4548),(72 3500.5378),(73 3545.8699),(74 3565.4685),(75 3653.2659),(76 3712.6802),(77 3748.0435),(78 3827.942),(79 3898.2249),
(1 1071.4073),(2 1348.0968),(3 1546.6766),(4 1710.6401),(5 1846.6633),(6 1965.6907),(7 2041.9597),(8 2125.116),(9 2213.1982),(10 2269.1807),(11 2326.2976),(12 2382.509),(13 2415.0908),(14 2475.459),(15 2522.484),(16 2582.2554),(17 2617.5671),(18 2667.9802),(19 2734.0186),(20 2769.9666),(21 2843.0955),(22 2835.888),(23 2830.6892),(24 2871.457),(25 2868.989),(26 2881.6104),(27 2940.0994),(28 2952.4106),(29 2972.9534),(30 3002.7004),(31 3015.3115),(32 3032.8318),(33 3047.5723),(34 3079.2327),(35 3098.9348),(36 3112.3826),(37 3114.674),(38 3143.5593),(39 3112.5432),(40 3104.3892),(41 3118.9072),(42 3125.0776),(43 3107.8699),(44 3088.2456),(45 3097.3594),(46 3116.512),(47 3126.0708),(48 3106.5112),(49 3114.1628),(50 3109.2175),(51 3128.6611),(52 3125.116),(53 3085.927),(54 3087.832),(55 3074.0583),(56 3073.5256),(57 3047.6401),(58 3055.6614),(59 3053.3914),(60 3048.1436),(61 3052.1829),(62 3058.9617),(63 3080.6206),(64 3097.5366),(65 3109.3718),(66 3145.7896),(67 3164.8152),(68 3218.4346),(69 3244.2534),(70 3307.084),(71 3348.5974),(72 3406.1575),(73 3447.7297),(74 3487.1912),(75 3535.3086),(76 3590.6838),(77 3632.2356),(78 3688.2178),(79 3716.2153),
(1 1076.5692),(2 1366.2864),(3 1574.4161),(4 1761.7256),(5 1882.5602),(6 2000.2736),(7 2078.1663),(8 2182.7605),(9 2264.841),(10 2332.133),(11 2360.347),(12 2428.0452),(13 2475.0854),(14 2517.1443),(15 2572.4294),(16 2630.1653),(17 2628.7458),(18 2672.8801),(19 2738.587),(20 2777.5125),(21 2824.753),(22 2840.6292),(23 2849.7505),(24 2875.1587),(25 2886.1262),(26 2915.1602),(27 2967.4963),(28 2993.4985),(29 2982.7856),(30 3005.921),(31 3025.9126),(32 3013.8562),(33 3025.9077),(34 3035.006),(35 3053.2915),(36 3060.6404),(37 3064.0732),(38 3092.5264),(39 3129.2712),(40 3134.5173),(41 3161.2932),(42 3181.0203),(43 3190.192),(44 3201.109),(45 3223.5703),(46 3260.8174),(47 3265.0557),(48 3241.0693),(49 3256.128),(50 3239.21),(51 3243.3552),(52 3231.265),(53 3187.9636),(54 3192.3584),(55 3182.2332),(56 3171.8489),(57 3177.203),(58 3180.9504),(59 3165.7263),(60 3153.3323),(61 3149.9836),(62 3162.8625),(63 3152.883),(64 3149.8203),(65 3175.8625),(66 3222.874),(67 3250.2246),(68 3312.8916),(69 3336.1099),(70 3359.571),(71 3383.904),(72 3432.2764),(73 3456.3772),(74 3518.6985),(75 3566.29),(76 3618.779),(77 3657.0051),(78 3688.5972),(79 3729.2068),
(1 1041.9104),(2 1326.312),(3 1526.1511),(4 1681.7323),(5 1782.0394),(6 1900.3732),(7 1974.0968),(8 2085.2065),(9 2150.0925),(10 2219.501),(11 2275.7937),(12 2327.833),(13 2382.6492),(14 2435.6855),(15 2464.8296),(16 2541.1204),(17 2549.4514),(18 2605.551),(19 2639.611),(20 2658.0884),(21 2709.7046),(22 2721.9153),(23 2743.5537),(24 2745.3857),(25 2765.088),(26 2801.1406),(27 2828.299),(28 2846.857),(29 2882.7773),(30 2911.5835),(31 2919.9038),(32 2951.8127),(33 2982.055),(34 2994.955),(35 3021.6726),(36 3032.706),(37 3021.7412),(38 3039.093),(39 3028.777),(40 3033.5884),(41 3035.587),(42 3041.5781),(43 3050.4473),(44 3058.0198),(45 3089.1619),(46 3104.7317),(47 3108.7473),(48 3141.1365),(49 3145.3787),(50 3157.3916),(51 3165.6885),(52 3138.064),(53 3152.838),(54 3133.2668),(55 3124.045),(56 3097.7285),(57 3095.8574),(58 3074.6418),(59 3055.7651),(60 3054.7227),(61 3026.942),(62 3039.8462),(63 3047.7832),(64 3078.9348),(65 3110.1023),(66 3168.1758),(67 3202.7825),(68 3249.589),(69 3311.6904),(70 3350.545),(71 3386.323),(72 3393.9158),(73 3417.407),(74 3468.0503),(75 3506.7527),(76 3540.987),(77 3576.6782),(78 3599.6313),(79 3640.6238),
(1 1012.6099),(2 1292.236),(3 1500.7803),(4 1625.8896),(5 1726.0762),(6 1849.445),(7 1909.1102),(8 2022.7257),(9 2099.8115),(10 2166.7354),(11 2228.9343),(12 2258.989),(13 2289.031),(14 2335.3643),(15 2369.4338),(16 2441.7874),(17 2491.8818),(18 2543.4546),(19 2579.189),(20 2607.5918),(21 2639.3965),(22 2681.691),(23 2711.5945),(24 2727.0923),(25 2729.3862),(26 2768.4463),(27 2779.7148),(28 2809.7588),(29 2842.5317),(30 2843.1965),(31 2863.134),(32 2903.6582),(33 2930.56),(34 2922.7566),(35 2935.9216),(36 2949.4285),(37 2985.4795),(38 2981.7776),(39 2995.25),(40 2990.2466),(41 2985.0803),(42 2979.0322),(43 2974.4236),(44 2986.6921),(45 2997.5625),(46 2985.5947),(47 2990.9822),(48 3011.883),(49 3031.506),(50 3025.6655),(51 3040.3428),(52 3021.1648),(53 3028.3342),(54 3027.0173),(55 3004.023),(56 2989.5488),(57 2975.2947),(58 2989.5425),(59 2977.0337),(60 2974.0405),(61 2971.4077),(62 2947.1985),(63 2989.5625),(64 3012.4624),(65 3043.6833),(66 3074.9956),(67 3103.244),(68 3167.8098),(69 3218.7307),(70 3257.859),(71 3313.1902),(72 3360.4226),(73 3423.355),(74 3496.8894),(75 3506.3606),(76 3527.586),(77 3583.395),(78 3627.1523),(79 3667.4988),
(1 1013.1142),(2 1274.6876),(3 1454.1011),(4 1609.8667),(5 1718.8442),(6 1828.5375),(7 1898.9097),(8 2002.1168),(9 2089.2537),(10 2155.8176),(11 2230.075),(12 2285.415),(13 2320.762),(14 2388.3303),(15 2425.836),(16 2455.6135),(17 2499.3975),(18 2548.2703),(19 2569.5225),(20 2602.5986),(21 2635.274),(22 2652.6865),(23 2691.4492),(24 2689.5137),(25 2744.3254),(26 2768.7378),(27 2765.03),(28 2781.9382),(29 2797.5066),(30 2793.3926),(31 2808.4424),(32 2833.7593),(33 2856.9558),(34 2845.9634),(35 2827.822),(36 2860.4631),(37 2877.8774),(38 2876.4194),(39 2890.5732),(40 2878.9392),(41 2878.68),(42 2879.8638),(43 2893.405),(44 2900.5989),(45 2897.0908),(46 2922.002),(47 2922.5986),(48 2944.9314),(49 2965.1313),(50 2970.2612),(51 2973.0542),(52 2987.347),(53 2973.4897),(54 2979.222),(55 2983.3496),(56 2946.96),(57 2937.211),(58 2938.7402),(59 2940.2725),(60 2952.9583),(61 2931.0464),(62 2944.667),(63 2987.1694),(64 3015.3945),(65 3035.7825),(66 3059.3008),(67 3077.3896),(68 3124.1042),(69 3158.2327),(70 3178.2397),(71 3209.367),(72 3238.3254),(73 3271.3726),(74 3322.5125),(75 3325.2795),(76 3363.345),(77 3409.9136),(78 3433.003),(79 3455.7698),
(1 999.599),(2 1233.4425),(3 1411.0688),(4 1583.8528),(5 1651.159),(6 1776.3113),(7 1863.177),(8 1916.5465),(9 1980.3625),(10 2028.592),(11 2095.5544),(12 2121.3154),(13 2189.567),(14 2219.9866),(15 2278.5583),(16 2313.8145),(17 2347.8352),(18 2375.9714),(19 2391.622),(20 2430.696),(21 2467.0522),(22 2490.7983),(23 2541.9912),(24 2555.8953),(25 2636.8423),(26 2630.5925),(27 2636.4011),(28 2656.3193),(29 2693.0266),(30 2707.7332),(31 2734.9504),(32 2758.8171),(33 2790.7534),(34 2791.3657),(35 2776.6523),(36 2793.8706),(37 2812.4895),(38 2834.789),(39 2849.105),(40 2843.1958),(41 2844.8247),(42 2850.1606),(43 2851.4973),(44 2868.0122),(45 2875.3882),(46 2872.641),(47 2861.8896),(48 2830.8972),(49 2845.3438),(50 2841.8472),(51 2866.3398),(52 2862.5232),(53 2855.9053),(54 2846.9736),(55 2860.0688),(56 2832.1658),(57 2814.2854),(58 2806.295),(59 2792.5667),(60 2827.1104),(61 2809.1921),(62 2823.233),(63 2821.3118),(64 2820.063),(65 2870.0422),(66 2909.1904),(67 2922.0405),(68 2995.071),(69 3031.382),(70 3078.3984),(71 3125.5017),(72 3133.6094),(73 3173.6948),(74 3190.5215),(75 3230.1667),(76 3254.4465),(77 3276.3477),(78 3323.637),(79 3345.022),
(1 993.54816),(2 1235.3656),(3 1396.8665),(4 1552.8306),(5 1640.2925),(6 1757.0511),(7 1845.3037),(8 1917.6313),(9 1982.4143),(10 2026.7365),(11 2073.6545),(12 2120.2886),(13 2178.1228),(14 2217.368),(15 2293.9124),(16 2356.4824),(17 2388.555),(18 2436.7224),(19 2479.196),(20 2512.059),(21 2539.2173),(22 2569.4185),(23 2584.1917),(24 2592.188),(25 2613.1492),(26 2620.9565),(27 2654.1306),(28 2652.3984),(29 2681.34),(30 2692.147),(31 2736.1772),(32 2761.204),(33 2768.4185),(34 2757.1265),(35 2752.1006),(36 2747.9502),(37 2780.9526),(38 2789.1086),(39 2786.4324),(40 2782.3167),(41 2777.832),(42 2771.9717),(43 2780.265),(44 2766.1519),(45 2793.482),(46 2805.4297),(47 2836.4973),(48 2826.9692),(49 2840.388),(50 2855.634),(51 2865.2786),(52 2846.1836),(53 2856.7246),(54 2889.2644),(55 2877.138),(56 2836.0505),(57 2815.827),(58 2800.671),(59 2773.3381),(60 2805.9377),(61 2793.1045),(62 2810.0935),(63 2854.9429),(64 2878.426),(65 2933.2256),(66 2999.0203),(67 3027.9646),(68 3060.3325),(69 3093.409),(70 3136.841),(71 3165.9614),(72 3176.6443),(73 3225.8728),(74 3244.77),(75 3311.101),(76 3335.8574),(77 3362.3804),(78 3363.5818),(79 3378.0254),
(1 974.1374),(2 1236.6298),(3 1399.394),(4 1572.4209),(5 1638.5282),(6 1739.3351),(7 1811.6763),(8 1917.132),(9 1984.4225),(10 2033.2173),(11 2103.2236),(12 2118.4465),(13 2147.3892),(14 2178.7769),(15 2225.1274),(16 2282.156),(17 2283.7056),(18 2344.7678),(19 2391.057),(20 2427.5085),(21 2452.341),(22 2474.7104),(23 2520.138),(24 2533.546),(25 2559.7173),(26 2581.4302),(27 2612.2698),(28 2605.7288),(29 2606.5027),(30 2624.4507),(31 2638.751),(32 2647.194),(33 2639.24),(34 2647.8384),(35 2665.6184),(36 2677.6846),(37 2690.7542),(38 2710.9082),(39 2711.0938),(40 2698.994),(41 2703.0054),(42 2696.3),(43 2707.857),(44 2717.257),(45 2737.8108),(46 2744.6997),(47 2754.066),(48 2763.054),(49 2783.418),(50 2806.9934),(51 2821.028),(52 2800.0615),(53 2815.103),(54 2814.3413),(55 2811.1184),(56 2779.6865),(57 2765.7043),(58 2766.3696),(59 2753.1204),(60 2748.9087),(61 2726.9368),(62 2729.4758),(63 2741.7637),(64 2758.4692),(65 2785.8384),(66 2818.8772),(67 2825.3835),(68 2873.5269),(69 2910.135),(70 2960.3384),(71 2979.9285),(72 3003.7742),(73 3019.5881),(74 3054.671),(75 3086.3762),(76 3097.3198),(77 3089.8887),(78 3094.5818),(79 3125.481),
(1 941.79816),(2 1186.6558),(3 1332.3096),(4 1483.7019),(5 1575.3905),(6 1667.711),(7 1716.3545),(8 1804.9077),(9 1872.3248),(10 1907.4668),(11 1983.2223),(12 2028.283),(13 2057.2063),(14 2101.0781),(15 2162.3645),(16 2215.6052),(17 2229.0227),(18 2273.733),(19 2318.58),(20 2342.508),(21 2365.8005),(22 2384.7039),(23 2430.5981),(24 2439.814),(25 2460.0913),(26 2463.2007),(27 2496.191),(28 2506.5876),(29 2502.4521),(30 2510.1423),(31 2504.3054),(32 2525.2302),(33 2531.1406),(34 2542.136),(35 2555.6929),(36 2566.323),(37 2567.5293),(38 2578.7078),(39 2596.564),(40 2590.4124),(41 2588.7476),(42 2603.1821),(43 2586.4346),(44 2574.5322),(45 2578.0876),(46 2588.2104),(47 2600.6328),(48 2581.5862),(49 2599.083),(50 2622.7688),(51 2598.2236),(52 2582.584),(53 2603.4292),(54 2609.4565),(55 2595.8108),(56 2590.1563),(57 2578.396),(58 2559.062),(59 2556.1018),(60 2533.3762),(61 2530.952),(62 2518.3154),(63 2540.5496),(64 2554.8474),(65 2598.0764),(66 2612.9304),(67 2641.188),(68 2725.9644),(69 2777.0461),(70 2806.4941),(71 2849.1873),(72 2910.3567),(73 2940.3047),(74 2979.3691),(75 3027.4805),(76 3048.9663),(77 3079.3428),(78 3127.3853),(79 3195.0645),
