1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 106.81372),(2 134.72035),(3 154.05482),(4 165.95978),(5 174.57484),(6 180.38104),(7 187.24223),(8 192.48021),(9 194.55406),(10 200.25175),(11 204.69984),(12 204.47353),(13 207.06403),(14 210.32596),(15 209.31726),(16 211.0819),(17 212.61195),(18 210.74599),(19 210.84409),(20 210.25958),(21 208.95166),(22 206.2813),(23 205.41087),(24 205.38098),(25 207.73424),(26 211.76147),(27 209.10614),(28 210.91193),(29 210.78085),(30 210.16348),(31 214.92831),(32 211.34363),(33 212.95448),(34 213.64508),(35 212.44968),(36 215.38591),(37 218.43822),(38 216.6939),(39 215.31502),(40 219.23648),(41 217.40826),(42 218.75987),(43 221.39522),(44 219.71729),(45 219.77206),(46 222.48692),(47 221.66965),(48 223.10402),(49 225.72925),(50 225.23094),(51 226.92424),(52 228.88185),(53 228.11192),(54 227.83946),(55 230.80058),(56 230.83669),(57 233.22133),(58 239.76237),(59 239.0296),(60 237.91591),(61 242.9673),(62 241.02655),(63 240.86958),(64 240.314),(65 240.80391),(66 241.05022),(67 242.71849),(68 238.8585),(69 239.44339),(70 239.53348),(71 237.22849),(72 236.43369),(73 236.18503),(74 232.46883),(75 231.40381),(76 231.98871),(77 232.79175),(78 240.06754),(79 234.39769),
(1 105.85637),(2 135.77754),(3 154.0704),(4 166.45132),(5 176.14252),(6 180.90742),(7 189.73785),(8 196.1509),(9 197.66634),(10 201.88972),(11 204.60774),(12 207.03072),(13 208.74443),(14 211.27539),(15 211.02225),(16 212.42703),(17 213.17656),(18 211.75533),(19 213.56136),(20 214.00241),(21 213.3337),(22 212.7065),(23 212.99533),(24 213.04715),(25 213.4982),(26 216.402),(27 214.13458),(28 214.85214),(29 213.61143),(30 212.45818),(31 213.75952),(32 211.94905),(33 212.20277),(34 213.62347),(35 210.09239),(36 212.81442),(37 218.13567),(38 213.96812),(39 214.10461),(40 217.96594),(41 216.0328),(42 216.36586),(43 218.14879),(44 216.02956),(45 218.42719),(46 220.30043),(47 218.7108),(48 218.5564),(49 224.40508),(50 222.55833),(51 224.02571),(52 226.26242),(53 226.79955),(54 229.63391),(55 232.0236),(56 231.09608),(57 233.14787),(58 238.21713),(59 240.54503),(60 239.11487),(61 243.89252),(62 241.72218),(63 242.76323),(64 244.72499),(65 242.75359),(66 243.92915),(67 243.38408),(68 243.80865),(69 242.6332),(70 244.63376),(71 240.80174),(72 238.43576),(73 240.95804),(74 237.60135),(75 236.09256),(76 238.73924),(77 235.9914),(78 244.77142),(79 237.53436),
(1 105.8447),(2 134.12206),(3 152.03967),(4 162.42598),(5 173.94667),(6 177.36946),(7 185.43253),(8 191.74533),(9 193.462),(10 196.91298),(11 200.91702),(12 203.9135),(13 208.80064),(14 213.14363),(15 211.04475),(16 210.93114),(17 214.30414),(18 214.59952),(19 213.1204),(20 216.08298),(21 213.75824),(22 211.64948),(23 211.06595),(24 212.09047),(25 213.40553),(26 218.06923),(27 214.91882),(28 216.73941),(29 215.19566),(30 214.23218),(31 217.47527),(32 215.09537),(33 215.13919),(34 216.6794),(35 213.57826),(36 215.30086),(37 219.51944),(38 218.49474),(39 219.02562),(40 221.05333),(41 219.49782),(42 218.99725),(43 219.60722),(44 217.75577),(45 218.68382),(46 220.80232),(47 216.6255),(48 217.02003),(49 222.38345),(50 223.36485),(51 225.80609),(52 225.83755),(53 228.48131),(54 229.26239),(55 230.37468),(56 230.17882),(57 233.02225),(58 235.79129),(59 235.38965),(60 236.2369),(61 242.06668),(62 238.33943),(63 239.58212),(64 240.27632),(65 238.13156),(66 239.87553),(67 242.9046),(68 241.5166),(69 240.8646),(70 241.39063),(71 238.87071),(72 238.84822),(73 239.97069),(74 235.56693),(75 234.64174),(76 234.18689),(77 234.41817),(78 237.68665),(79 232.78668),
(1 104.085915),(2 130.3026),(3 149.36682),(4 160.57413),(5 169.78836),(6 172.32025),(7 179.92467),(8 185.33055),(9 188.14204),(10 193.03055),(11 197.05017),(12 198.33589),(13 202.41042),(14 205.86824),(15 204.15302),(16 205.30696),(17 205.53352),(18 205.55632),(19 205.29768),(20 207.55994),(21 206.16669),(22 205.62074),(23 206.56973),(24 204.05043),(25 204.57231),(26 208.22462),(27 206.01303),(28 207.43141),(29 205.04654),(30 204.68097),(31 206.66257),(32 205.83199),(33 207.53746),(34 207.68454),(35 204.01747),(36 205.81966),(37 210.06032),(38 208.93996),(39 211.3131),(40 212.81358),(41 208.29074),(42 209.38718),(43 212.41827),(44 210.9679),(45 211.1125),(46 214.88054),(47 211.6214),(48 211.92833),(49 215.89137),(50 215.68616),(51 218.75334),(52 221.97087),(53 221.94124),(54 221.99275),(55 224.49191),(56 222.79501),(57 224.032),(58 228.5844),(59 230.23456),(60 230.57988),(61 232.36891),(62 233.38),(63 233.88568),(64 232.35292),(65 231.88922),(66 232.93015),(67 234.52534),(68 231.42242),(69 231.05438),(70 231.2061),(71 230.95064),(72 230.74684),(73 231.5838),(74 226.59714),(75 224.9738),(76 226.35912),(77 224.1656),(78 231.29993),(79 227.45004),
(1 102.296844),(2 129.19023),(3 150.3088),(4 158.62784),(5 168.12097),(6 173.77411),(7 181.43927),(8 188.29102),(9 192.04146),(10 196.65042),(11 200.05261),(12 202.62807),(13 203.84264),(14 205.33382),(15 204.29219),(16 203.2539),(17 204.65193),(18 204.97527),(19 204.11586),(20 204.25478),(21 202.69594),(22 202.90935),(23 203.95796),(24 206.23958),(25 207.43257),(26 211.00809),(27 207.21848),(28 207.98505),(29 205.86664),(30 207.71843),(31 210.84541),(32 210.39267),(33 209.52222),(34 209.09929),(35 207.07756),(36 208.43344),(37 210.97853),(38 209.32883),(39 210.96231),(40 214.1278),(41 213.34134),(42 212.46153),(43 212.98242),(44 210.75943),(45 212.4609),(46 215.4994),(47 212.72356),(48 213.20403),(49 216.64603),(50 216.69632),(51 217.40656),(52 219.32144),(53 217.7118),(54 217.64653),(55 222.8429),(56 223.64876),(57 227.98473),(58 233.43507),(59 231.84634),(60 234.47255),(61 239.00676),(62 236.25905),(63 237.97615),(64 240.53325),(65 240.72704),(66 238.90105),(67 239.53944),(68 236.6117),(69 236.00812),(70 237.31201),(71 236.12927),(72 237.60735),(73 237.98647),(74 235.14525),(75 234.61066),(76 235.19867),(77 235.031),(78 238.80005),(79 234.6124),
(1 99.627174),(2 125.857445),(3 143.27249),(4 152.74823),(5 159.7872),(6 167.129),(7 174.12514),(8 180.00429),(9 184.45045),(10 187.06853),(11 189.71411),(12 191.98796),(13 194.71223),(14 195.7223),(15 193.27406),(16 194.19592),(17 195.15172),(18 196.59004),(19 197.16945),(20 197.70834),(21 197.09196),(22 197.98566),(23 200.10034),(24 201.5489),(25 200.92767),(26 204.3471),(27 202.22437),(28 203.1186),(29 200.13893),(30 198.9699),(31 204.85977),(32 203.43224),(33 202.09932),(34 204.70192),(35 203.48679),(36 205.85097),(37 206.26018),(38 205.90453),(39 206.24098),(40 207.78293),(41 204.83075),(42 205.23512),(43 205.32436),(44 202.93272),(45 202.93356),(46 203.42793),(47 203.11577),(48 205.06499),(49 210.27917),(50 210.7178),(51 212.11633),(52 211.33669),(53 210.62642),(54 210.26418),(55 212.6546),(56 212.83212),(57 212.49385),(58 219.34845),(59 217.96323),(60 217.24104),(61 219.95456),(62 219.06296),(63 221.70877),(64 224.23747),(65 224.16563),(66 223.66953),(67 223.9897),(68 222.76329),(69 222.74379),(70 221.41635),(71 219.07684),(72 218.65202),(73 218.01695),(74 215.16608),(75 213.48422),(76 214.79218),(77 215.0526),(78 221.37677),(79 217.89369),
(1 99.57623),(2 125.72927),(3 142.95866),(4 154.46466),(5 159.97069),(6 165.31978),(7 173.36586),(8 179.79301),(9 182.15675),(10 184.49323),(11 188.32607),(12 188.33127),(13 191.90488),(14 195.92513),(15 194.27446),(16 195.315),(17 196.18874),(18 192.83769),(19 191.2975),(20 193.01266),(21 191.65486),(22 192.54773),(23 192.20593),(24 190.3924),(25 192.10382),(26 195.70103),(27 194.58897),(28 193.92741),(29 192.6982),(30 192.48993),(31 196.62357),(32 197.17108),(33 198.04532),(34 200.39668),(35 197.74995),(36 201.41333),(37 202.13858),(38 200.24371),(39 202.21043),(40 204.84097),(41 203.33415),(42 204.7801),(43 205.05475),(44 201.87462),(45 201.8622),(46 204.81575),(47 204.58818),(48 204.99863),(49 211.18185),(50 211.12437),(51 212.02213),(52 213.82474),(53 213.97769),(54 213.16798),(55 216.16833),(56 219.79916),(57 219.84962),(58 224.0075),(59 222.51428),(60 223.32947),(61 225.95216),(62 227.02235),(63 226.88274),(64 227.6296),(65 226.8629),(66 227.62206),(67 227.32784),(68 224.89589),(69 225.37064),(70 227.28383),(71 224.68428),(72 224.49536),(73 224.11191),(74 221.74197),(75 220.5007),(76 223.38147),(77 224.49936),(78 228.9012),(79 224.99268),
(1 98.346375),(2 123.855225),(3 141.66197),(4 153.01543),(5 160.1248),(6 165.33444),(7 172.67339),(8 178.60233),(9 181.376),(10 186.13562),(11 189.36855),(12 190.03323),(13 190.05809),(14 194.30272),(15 191.91101),(16 192.18735),(17 195.35127),(18 192.87769),(19 192.29465),(20 192.69722),(21 190.27286),(22 188.74252),(23 189.706),(24 189.1426),(25 193.26707),(26 194.16862),(27 193.54572),(28 195.79404),(29 195.58159),(30 195.2443),(31 197.28944),(32 196.79344),(33 196.36285),(34 198.73686),(35 196.8292),(36 198.18282),(37 199.58725),(38 197.77657),(39 199.06812),(40 203.65306),(41 202.31537),(42 200.31752),(43 203.05873),(44 201.82948),(45 201.17975),(46 204.10048),(47 203.44215),(48 206.19211),(49 209.9339),(50 209.41417),(51 213.18437),(52 214.19849),(53 212.58192),(54 213.4518),(55 215.72577),(56 216.19801),(57 216.9612),(58 221.59741),(59 217.51479),(60 217.01918),(61 219.63412),(62 220.32443),(63 222.25093),(64 223.7591),(65 221.89645),(66 221.74014),(67 223.27124),(68 221.07779),(69 219.30237),(70 219.37747),(71 217.24307),(72 217.64099),(73 218.72122),(74 213.35068),(75 212.80534),(76 213.26129),(77 214.80547),(78 221.442),(79 216.47),
(1 96.68111),(2 123.64263),(3 140.40309),(4 151.26881),(5 160.73213),(6 163.3838),(7 169.68875),(8 175.75851),(9 178.531),(10 182.4577),(11 186.93098),(12 187.2624),(13 189.73059),(14 191.31989),(15 189.20966),(16 190.87111),(17 192.92035),(18 192.47241),(19 191.92406),(20 190.40407),(21 190.46709),(22 191.47075),(23 192.73363),(24 191.72633),(25 195.1372),(26 195.74434),(27 194.30124),(28 194.49432),(29 194.08762),(30 194.0804),(31 194.76988),(32 193.92184),(33 194.5345),(34 195.99403),(35 193.60695),(36 194.87074),(37 195.66708),(38 194.81517),(39 195.77924),(40 197.39905),(41 194.80106),(42 195.98465),(43 197.18927),(44 198.19489),(45 196.73953),(46 197.77513),(47 196.39127),(48 198.61061),(49 199.22299),(50 201.50151),(51 202.15451),(52 203.27525),(53 204.49294),(54 205.18163),(55 207.5249),(56 209.41467),(57 211.25949),(58 216.4261),(59 216.04074),(60 217.31726),(61 219.17311),(62 218.88852),(63 217.29984),(64 220.32416),(65 219.85384),(66 219.41835),(67 222.56294),(68 220.53555),(69 218.75374),(70 220.83273),(71 219.73639),(72 218.6543),(73 218.46039),(74 215.40834),(75 214.7009),(76 216.70413),(77 216.47464),(78 220.93787),(79 215.05032),
(1 96.90178),(2 124.67339),(3 138.99284),(4 149.11266),(5 155.79927),(6 161.44061),(7 168.97362),(8 175.09544),(9 178.0137),(10 181.26292),(11 184.566),(12 186.09413),(13 190.12794),(14 192.93613),(15 190.94708),(16 191.73517),(17 193.79721),(18 191.78079),(19 192.28786),(20 192.72435),(21 191.81567),(22 192.1017),(23 192.99835),(24 191.74097),(25 192.37755),(26 194.19263),(27 192.64459),(28 193.40862),(29 190.583),(30 191.1938),(31 193.49298),(32 192.43314),(33 192.50012),(34 194.84479),(35 193.30896),(36 195.4363),(37 194.20787),(38 192.65372),(39 193.72139),(40 199.59096),(41 197.91617),(42 197.43513),(43 200.44884),(44 197.16469),(45 198.5861),(46 202.01556),(47 198.77736),(48 200.89905),(49 202.22069),(50 203.72807),(51 205.7238),(52 205.39561),(53 206.95015),(54 205.89272),(55 204.9333),(56 204.8072),(57 207.54892),(58 212.9534),(59 213.12257),(60 214.77744),(61 219.42175),(62 218.97395),(63 219.00479),(64 221.14981),(65 220.03047),(66 219.98726),(67 220.66551),(68 218.73781),(69 218.65094),(70 218.54306),(71 217.01517),(72 215.64291),(73 215.11813),(74 210.99326),(75 209.7015),(76 210.8526),(77 212.98105),(78 216.97197),(79 214.22064),
(1 94.71254),(2 119.980995),(3 136.89502),(4 148.49675),(5 154.43262),(6 160.52017),(7 169.2124),(8 175.44072),(9 177.74342),(10 180.54575),(11 181.20992),(12 183.21945),(13 186.06314),(14 189.06229),(15 185.83366),(16 186.92685),(17 187.93352),(18 187.67479),(19 187.55855),(20 189.8558),(21 186.83842),(22 186.18849),(23 188.55441),(24 187.10367),(25 188.80145),(26 191.57794),(27 189.77347),(28 189.69356),(29 187.73633),(30 186.14754),(31 190.20555),(32 189.0147),(33 188.1252),(34 191.99132),(35 189.26254),(36 189.54573),(37 190.56209),(38 189.4563),(39 189.32242),(40 193.3849),(41 190.94972),(42 191.17876),(43 194.18036),(44 191.27617),(45 192.13293),(46 194.55733),(47 191.43642),(48 192.71152),(49 194.19308),(50 196.1002),(51 196.67787),(52 197.53761),(53 198.66652),(54 198.79848),(55 198.4095),(56 200.63083),(57 201.41931),(58 207.55116),(59 206.21968),(60 207.25647),(61 210.60248),(62 212.41484),(63 211.14178),(64 213.61252),(65 214.67441),(66 214.53098),(67 215.66774),(68 214.48322),(69 213.06564),(70 214.42429),(71 212.08867),(72 210.32222),(73 209.71684),(74 206.87943),(75 208.02263),(76 207.24158),(77 206.39662),(78 211.35349),(79 208.15953),
(1 94.15601),(2 117.6726),(3 135.41049),(4 147.301),(5 155.55545),(6 160.77461),(7 169.2965),(8 175.45068),(9 177.61218),(10 182.08139),(11 183.45529),(12 184.25322),(13 187.22563),(14 190.03792),(15 187.03575),(16 188.58208),(17 190.04443),(18 189.61441),(19 190.50835),(20 191.05077),(21 190.207),(22 190.38795),(23 192.43579),(24 191.09074),(25 192.91478),(26 194.55107),(27 191.1653),(28 190.69406),(29 189.61925),(30 187.65375),(31 191.8315),(32 191.0911),(33 191.32494),(34 194.47191),(35 191.48657),(36 192.89699),(37 195.3667),(38 191.76216),(39 191.98932),(40 195.25888),(41 194.5936),(42 193.32056),(43 195.00693),(44 192.37865),(45 192.48874),(46 195.37694),(47 192.41754),(48 195.35577),(49 198.89024),(50 198.69167),(51 198.65802),(52 201.4645),(53 199.12003),(54 200.89499),(55 201.75815),(56 205.3649),(57 206.02829),(58 209.73926),(59 210.25375),(60 211.48991),(61 213.74709),(62 217.06793),(63 217.74507),(64 221.2686),(65 220.10478),(66 220.48749),(67 220.27272),(68 220.57771),(69 218.52164),(70 218.8338),(71 215.4566),(72 215.37286),(73 215.62964),(74 213.39189),(75 210.93909),(76 211.71452),(77 210.47307),(78 217.65312),(79 213.3022),
(1 93.8563),(2 117.83896),(3 135.48698),(4 144.85765),(5 153.29153),(6 159.09558),(7 163.57233),(8 170.29463),(9 172.56119),(10 175.73419),(11 178.88962),(12 178.49155),(13 181.44019),(14 183.1832),(15 182.19292),(16 182.32613),(17 185.8316),(18 183.16188),(19 182.57045),(20 183.89717),(21 181.73451),(22 181.87291),(23 181.7524),(24 179.65376),(25 180.75165),(26 185.20816),(27 182.34981),(28 184.13837),(29 181.8946),(30 183.59363),(31 187.38742),(32 186.95552),(33 187.59401),(34 188.66608),(35 185.94437),(36 188.25157),(37 189.84001),(38 186.66228),(39 186.95877),(40 189.60335),(41 187.8727),(42 186.90472),(43 189.43018),(44 188.17993),(45 188.53711),(46 189.89368),(47 188.79686),(48 189.64136),(49 192.59366),(50 192.71281),(51 193.0462),(52 196.80637),(53 195.0273),(54 197.01022),(55 198.95175),(56 202.50201),(57 204.58583),(58 204.90485),(59 204.05557),(60 206.30498),(61 208.61661),(62 211.00853),(63 209.58961),(64 211.87769),(65 210.95183),(66 214.23438),(67 213.25482),(68 210.96446),(69 212.31866),(70 212.70691),(71 210.9359),(72 209.9015),(73 210.01282),(74 207.53574),(75 205.0963),(76 209.1904),(77 208.77583),(78 213.15392),(79 209.1008),
(1 92.86605),(2 116.224556),(3 132.17426),(4 142.95132),(5 151.25943),(6 157.21544),(7 162.45872),(8 168.44469),(9 172.15901),(10 174.97047),(11 175.70808),(12 178.84229),(13 179.4661),(14 180.35414),(15 179.04604),(16 181.97368),(17 183.25317),(18 181.32195),(19 180.12212),(20 182.04825),(21 181.86725),(22 180.9381),(23 183.10506),(24 179.94565),(25 181.15746),(26 181.46265),(27 179.97946),(28 183.06136),(29 179.76007),(30 181.9245),(31 185.73055),(32 184.37175),(33 183.66013),(34 186.46574),(35 185.12563),(36 184.83647),(37 186.16716),(38 186.1408),(39 186.44612),(40 189.4725),(41 185.80249),(42 184.90685),(43 184.1408),(44 182.03261),(45 182.09708),(46 183.24739),(47 182.98671),(48 183.59749),(49 186.4175),(50 187.74455),(51 189.18036),(52 191.76555),(53 189.54034),(54 192.22247),(55 194.9802),(56 196.28777),(57 198.1934),(58 202.96243),(59 203.16255),(60 202.80222),(61 204.81245),(62 204.27696),(63 203.5279),(64 204.4486),(65 204.08653),(66 207.60051),(67 207.30275),(68 205.37152),(69 203.98734),(70 203.88843),(71 200.78734),(72 200.66005),(73 200.40254),(74 197.94574),(75 196.12355),(76 196.70598),(77 197.00209),(78 199.31825),(79 193.89761),
(1 92.69173),(2 115.994385),(3 130.63399),(4 141.93355),(5 148.95332),(6 154.15842),(7 158.80199),(8 166.07301),(9 170.02948),(10 174.23967),(11 176.39055),(12 178.62737),(13 180.54317),(14 182.70908),(15 180.88452),(16 182.98207),(17 182.82951),(18 181.30997),(19 180.70186),(20 181.27885),(21 180.99614),(22 178.0017),(23 178.468),(24 176.32811),(25 175.92854),(26 179.16066),(27 176.3601),(28 180.24947),(29 178.47116),(30 178.73323),(31 181.97664),(32 179.24237),(33 179.58551),(34 182.21092),(35 180.68939),(36 180.20941),(37 183.11345),(38 181.87907),(39 183.332),(40 184.6887),(41 182.4874),(42 182.33702),(43 185.57016),(44 186.05464),(45 186.28781),(46 189.1454),(47 189.06444),(48 190.90738),(49 193.9575),(50 191.1956),(51 191.82974),(52 196.4745),(53 193.88443),(54 194.68593),(55 200.12694),(56 200.42365),(57 202.23555),(58 206.63483),(59 207.01974),(60 208.7935),(61 210.3885),(62 211.7209),(63 210.76634),(64 213.11868),(65 212.12567),(66 212.15707),(67 214.59764),(68 211.69122),(69 211.09784),(70 211.41405),(71 209.95111),(72 210.82896),(73 211.03546),(74 208.461),(75 206.92462),(76 206.63074),(77 206.41554),(78 208.18094),(79 204.34908),
(1 88.38874),(2 112.41231),(3 126.889145),(4 136.59653),(5 146.47505),(6 153.55954),(7 157.20132),(8 160.80528),(9 164.38809),(10 168.36948),(11 170.17767),(12 172.76581),(13 176.16177),(14 177.76183),(15 175.5632),(16 176.01111),(17 176.97977),(18 175.11787),(19 175.14812),(20 175.56096),(21 174.2739),(22 175.42812),(23 176.94923),(24 175.19199),(25 174.59132),(26 177.49426),(27 175.00478),(28 178.43071),(29 175.39009),(30 177.34459),(31 179.3095),(32 175.60648),(33 174.79408),(34 177.60207),(35 178.8185),(36 179.39195),(37 180.71922),(38 179.69792),(39 179.41496),(40 181.9456),(41 179.73515),(42 180.07182),(43 183.06876),(44 183.05994),(45 182.48051),(46 184.95372),(47 184.28632),(48 183.97449),(49 187.98209),(50 187.29228),(51 188.50111),(52 189.6969),(53 189.3421),(54 190.99516),(55 192.96936),(56 191.25635),(57 193.71524),(58 195.87936),(59 197.06775),(60 197.91335),(61 197.24431),(62 196.93895),(63 196.63957),(64 198.22296),(65 196.79976),(66 197.9207),(67 200.34517),(68 197.24483),(69 197.26228),(70 197.13963),(71 193.99329),(72 193.39005),(73 193.44756),(74 192.5398),(75 191.05855),(76 191.4464),(77 192.14644),(78 196.68118),(79 192.39369),
(1 90.855125),(2 115.288956),(3 128.64957),(4 137.51392),(5 146.93384),(6 152.47955),(7 158.08353),(8 163.26003),(9 165.38585),(10 169.30351),(11 171.13785),(12 174.5027),(13 174.29903),(14 176.08888),(15 174.37178),(16 175.05638),(17 176.34546),(18 174.83382),(19 174.79395),(20 175.7061),(21 174.62022),(22 173.2506),(23 173.75645),(24 173.22577),(25 174.54349),(26 176.70728),(27 174.54811),(28 176.50546),(29 175.62286),(30 179.28128),(31 180.52234),(32 178.90187),(33 180.38062),(34 182.23724),(35 180.1778),(36 180.98218),(37 182.22029),(38 180.3466),(39 181.99564),(40 182.54643),(41 182.87068),(42 183.15613),(43 184.89922),(44 181.93794),(45 182.13861),(46 185.0471),(47 181.4142),(48 180.75557),(49 186.8999),(50 184.87718),(51 186.2455),(52 189.13092),(53 188.44781),(54 188.64552),(55 190.4731),(56 189.11429),(57 191.08643),(58 195.8953),(59 197.37112),(60 197.28105),(61 198.61075),(62 197.76482),(63 198.8638),(64 201.11879),(65 200.10587),(66 200.40128),(67 202.57082),(68 198.4818),(69 200.02805),(70 199.76926),(71 198.494),(72 197.83727),(73 196.0495),(74 196.26978),(75 194.16707),(76 195.67441),(77 195.99889),(78 198.85872),(79 196.32288),
(1 89.54464),(2 111.589165),(3 128.4001),(4 138.1968),(5 143.79814),(6 149.61313),(7 156.92502),(8 162.22556),(9 164.60893),(10 167.0962),(11 170.29933),(12 172.49306),(13 173.42058),(14 175.5494),(15 173.97575),(16 175.72516),(17 176.865),(18 175.61804),(19 175.4354),(20 177.61919),(21 178.03355),(22 176.96805),(23 178.90144),(24 177.07356),(25 177.61066),(26 181.27003),(27 178.62248),(28 181.33444),(29 179.92912),(30 180.4563),(31 182.83498),(32 180.5807),(33 181.56914),(34 184.47627),(35 181.56406),(36 183.06181),(37 183.41032),(38 180.77719),(39 182.87015),(40 185.36943),(41 183.9997),(42 185.42688),(43 186.46992),(44 184.43222),(45 183.44135),(46 184.1827),(47 182.7754),(48 183.7452),(49 188.93143),(50 189.13805),(51 190.82118),(52 193.55078),(53 192.73463),(54 191.98537),(55 193.36493),(56 194.02493),(57 193.56529),(58 196.84372),(59 196.7951),(60 199.16293),(61 200.2613),(62 199.77385),(63 198.9891),(64 200.68271),(65 199.61166),(66 202.84743),(67 202.6668),(68 200.56042),(69 201.4629),(70 200.37486),(71 196.29993),(72 194.792),(73 196.09172),(74 194.86821),(75 195.04352),(76 196.5062),(77 197.22311),(78 198.49237),(79 197.06204),
