1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1275.9552),(2 1687.2628),(3 2184.5874),(4 2422.1016),(5 2561.6528),(6 2724.76),(7 2862.5813),(8 3069.865),(9 3205.5103),(10 3330.0413),(11 3388.0222),(12 3403.8782),(13 3510.0083),(14 3497.3435),(15 3567.8306),(16 3612.8442),(17 3605.468),(18 3647.1533),(19 3678.7046),(20 3678.1055),(21 3676.2715),(22 3687.1265),(23 3742.191),(24 3755.3965),(25 3758.6157),(26 3745.1338),(27 3745.3914),(28 3759.5083),(29 3759.8872),(30 3763.5337),(31 3783.7888),(32 3829.5857),(33 3871.5918),(34 3893.1616),(35 3918.7207),(36 3931.44),(37 3955.352),(38 3959.132),(39 4016.984),(40 4006.3525),(41 4012.142),(42 3985.3145),(43 3988.4006),(44 3979.6555),(45 3974.2593),(46 3992.2349),(47 4012.9797),(48 3964.5154),(49 3947.8596),(50 3937.7012),(51 3937.4355),(52 3940.847),(53 3972.8093),(54 4031.106),(55 4103.4263),(56 4169.2246),(57 4205.921),(58 4241.1216),(59 4321.836),(60 4347.488),(61 4474.6846),(62 4568.8257),(63 4688.257),(64 4850.9004),(65 4969.318),(66 5090.322),(67 5254.931),(68 5374.834),(69 5435.5005),(70 5498.5894),(71 5590.3584),(72 5722.6343),(73 5759.58),(74 5843.63),(75 5846.6016),(76 5844.243),(77 5856.431),(78 5808.813),(79 5762.125),
(1 1245.8273),(2 1670.4879),(3 2131.539),(4 2371.0618),(5 2531.6602),(6 2674.4885),(7 2832.423),(8 3015.9438),(9 3126.7512),(10 3266.0527),(11 3337.6016),(12 3342.2268),(13 3404.6492),(14 3365.5999),(15 3456.8147),(16 3500.1086),(17 3540.3462),(18 3563.6797),(19 3539.82),(20 3561.0286),(21 3589.3914),(22 3582.3557),(23 3601.5315),(24 3631.4543),(25 3612.9546),(26 3582.627),(27 3588.0999),(28 3590.6462),(29 3609.692),(30 3636.9702),(31 3690.0537),(32 3742.8137),(33 3797.2908),(34 3807.9243),(35 3844.0776),(36 3889.8684),(37 3891.8276),(38 3910.5427),(39 3931.688),(40 3919.215),(41 3950.883),(42 3919),(43 3907.9805),(44 3899.567),(45 3927.3665),(46 3924.0188),(47 3956.8086),(48 3911.3423),(49 3899.9011),(50 3874.8826),(51 3876.195),(52 3881.5544),(53 3885.0442),(54 3923.0752),(55 4001.1636),(56 4059.8604),(57 4097.4883),(58 4115.747),(59 4138.869),(60 4192.18),(61 4370.429),(62 4471.6416),(63 4637.3447),(64 4803.8525),(65 4883.5166),(66 5016.026),(67 5166.127),(68 5270.0474),(69 5379.292),(70 5508.7617),(71 5597.9873),(72 5697.615),(73 5758.0586),(74 5793.071),(75 5818.49),(76 5809.0034),(77 5775.5386),(78 5731.393),(79 5688.972),
(1 1214.7089),(2 1639.986),(3 2109.8127),(4 2346.8145),(5 2524.054),(6 2669.9963),(7 2830.544),(8 3062.833),(9 3189.8147),(10 3336.6333),(11 3427.4163),(12 3472.9082),(13 3536.2874),(14 3530.9353),(15 3619.5432),(16 3609.3044),(17 3611.5537),(18 3637.5234),(19 3621.066),(20 3614.0103),(21 3585.837),(22 3575.8865),(23 3592.6155),(24 3584.8455),(25 3561.318),(26 3568.303),(27 3587.6326),(28 3615.8347),(29 3634.1958),(30 3640.5125),(31 3697.1748),(32 3734.8806),(33 3758.2102),(34 3825.4658),(35 3810.3484),(36 3834.4807),(37 3832.399),(38 3850.426),(39 3904.84),(40 3906.2168),(41 3917.59),(42 3917.7048),(43 3908.0496),(44 3926.43),(45 3910.6318),(46 3937.5186),(47 3895.5745),(48 3903.222),(49 3882.0947),(50 3847.155),(51 3848.6375),(52 3836.737),(53 3845.3477),(54 3899.4536),(55 3966.9648),(56 4031.2517),(57 4094.4985),(58 4123.883),(59 4174.909),(60 4231.373),(61 4325.6035),(62 4439.1636),(63 4566.6855),(64 4705.1455),(65 4855.643),(66 4989.302),(67 5120.1953),(68 5277.9233),(69 5422.894),(70 5530.6733),(71 5696.8486),(72 5805.6646),(73 5943.1953),(74 5994.373),(75 6093.2905),(76 6123.7764),(77 6110.6455),(78 6120.8477),(79 6120.8696),
(1 1232.773),(2 1639.3854),(3 2119.5522),(4 2342.8855),(5 2506.55),(6 2627.1506),(7 2757.3625),(8 2942.7727),(9 3084.8513),(10 3182.0798),(11 3257.3384),(12 3290.5313),(13 3342.3442),(14 3346.5427),(15 3440.593),(16 3459.4941),(17 3469.9814),(18 3515.3474),(19 3507.235),(20 3540.324),(21 3513.8613),(22 3487.635),(23 3517.3508),(24 3481.491),(25 3479.8147),(26 3457.6165),(27 3495.5764),(28 3503.839),(29 3491.3381),(30 3501.067),(31 3560.235),(32 3577.7566),(33 3640.6685),(34 3655.9998),(35 3704.377),(36 3710.4524),(37 3735.4792),(38 3728.0352),(39 3750.3113),(40 3764.0493),(41 3752.1533),(42 3776.4666),(43 3780.7754),(44 3791.1436),(45 3796.4497),(46 3786.6194),(47 3778.7817),(48 3756.9587),(49 3779.6843),(50 3763.1191),(51 3783.9966),(52 3781.01),(53 3770.8147),(54 3863.3264),(55 3901.973),(56 3985.938),(57 4063.3794),(58 4110.5713),(59 4176.504),(60 4237.2007),(61 4371.3926),(62 4496.1733),(63 4645.185),(64 4764.5884),(65 4891.743),(66 4973.9624),(67 5100.4854),(68 5231.0415),(69 5305.2),(70 5397.012),(71 5486.366),(72 5594.3403),(73 5661.3564),(74 5751.007),(75 5851.5317),(76 5888.904),(77 5888.565),(78 5809.2246),(79 5802.827),
(1 1190.7075),(2 1599.8304),(3 2046.4631),(4 2301.087),(5 2468.2686),(6 2609.1628),(7 2786.7117),(8 2953.851),(9 3078.2517),(10 3209.227),(11 3264.0173),(12 3301.2173),(13 3358.9966),(14 3369.0908),(15 3461.804),(16 3490.464),(17 3484.7466),(18 3510.8684),(19 3544.0225),(20 3556.4446),(21 3589.6106),(22 3546.4119),(23 3546.1912),(24 3539.3125),(25 3544.6184),(26 3529.9768),(27 3561.1877),(28 3544.2183),(29 3576.859),(30 3572.8074),(31 3614.2449),(32 3624.5225),(33 3642.912),(34 3621.3345),(35 3648.7363),(36 3648.1304),(37 3705.147),(38 3745.968),(39 3780.8315),(40 3771.2415),(41 3771.814),(42 3775.398),(43 3819.9185),(44 3829.9375),(45 3881.5583),(46 3916.916),(47 3912.7158),(48 3911.506),(49 3944.7244),(50 3924.6113),(51 3939.1406),(52 3924.4734),(53 3922.1301),(54 3949.5845),(55 3982.7603),(56 4057.3271),(57 4141.7974),(58 4179.2793),(59 4221.885),(60 4269.3096),(61 4403.388),(62 4482.2275),(63 4649.803),(64 4766.48),(65 4883.6772),(66 5018.277),(67 5102.4243),(68 5247.292),(69 5317.048),(70 5403.0806),(71 5477.323),(72 5550.745),(73 5654.3833),(74 5730.139),(75 5842.1074),(76 5860.5396),(77 5862.447),(78 5826.7314),(79 5797.4917),
(1 1190.2341),(2 1571.9852),(3 2022.3564),(4 2270.4634),(5 2427.939),(6 2577.2683),(7 2732.0273),(8 2965.8572),(9 3062.847),(10 3186.414),(11 3222.217),(12 3230.2437),(13 3288.7039),(14 3315.9912),(15 3398.9856),(16 3395.752),(17 3414.5906),(18 3421.3315),(19 3434.279),(20 3440.8765),(21 3472.8035),(22 3483.1003),(23 3472.6748),(24 3444.8367),(25 3417.0024),(26 3434.6108),(27 3451.6067),(28 3437.062),(29 3465.6338),(30 3514.8103),(31 3544.8857),(32 3599.8298),(33 3613.1257),(34 3639.8323),(35 3699.815),(36 3696.9185),(37 3723.799),(38 3750.0115),(39 3778.747),(40 3757.664),(41 3748.682),(42 3760.5593),(43 3798.3325),(44 3801.5884),(45 3884.1133),(46 3886.5042),(47 3860.6257),(48 3816.7258),(49 3810.642),(50 3761.7302),(51 3741.781),(52 3728.6013),(53 3739.3237),(54 3810.185),(55 3854.4648),(56 3924.9143),(57 3997.8743),(58 4032.685),(59 4080.2568),(60 4149.608),(61 4300.7075),(62 4379.567),(63 4541.461),(64 4654.2783),(65 4756.323),(66 4831.7886),(67 4946.9067),(68 5102.8013),(69 5188.443),(70 5261.667),(71 5354.3584),(72 5481.9136),(73 5561.7417),(74 5631.6626),(75 5723.6875),(76 5776.1084),(77 5787.497),(78 5781.9854),(79 5787.8403),
(1 1139.787),(2 1541.6053),(3 1975.0667),(4 2198.103),(5 2316.9788),(6 2446.3997),(7 2595.931),(8 2792.6106),(9 2920.3018),(10 3030.2822),(11 3062.5247),(12 3066.1423),(13 3114.3618),(14 3156.8813),(15 3281.8308),(16 3312.1208),(17 3353.67),(18 3333.2878),(19 3355.3203),(20 3358.2576),(21 3392.789),(22 3407.126),(23 3403.2722),(24 3396.5327),(25 3350.6458),(26 3358.4211),(27 3375.7078),(28 3389.0337),(29 3456.0652),(30 3472.8757),(31 3490.1326),(32 3533.6787),(33 3558.2742),(34 3579.3042),(35 3592.1165),(36 3586.3054),(37 3619.433),(38 3596.5728),(39 3625.9587),(40 3614.0217),(41 3582.4028),(42 3584.9287),(43 3626.662),(44 3608.3523),(45 3630.9915),(46 3619.5776),(47 3634.3362),(48 3591.0273),(49 3606.0278),(50 3557.9321),(51 3576.6934),(52 3563.7136),(53 3556.7224),(54 3589.7837),(55 3651.266),(56 3708.7156),(57 3779.5618),(58 3844.5308),(59 3872.5706),(60 3915.6938),(61 4034.3074),(62 4151.293),(63 4281.694),(64 4386.0884),(65 4506.4478),(66 4598.548),(67 4699.914),(68 4797.933),(69 4894.4814),(70 4973.313),(71 5111.704),(72 5201.727),(73 5325.1333),(74 5417.3594),(75 5487.094),(76 5579.7793),(77 5567.9004),(78 5580.5435),(79 5579.9067),
(1 1171.0741),(2 1542.585),(3 2014.9017),(4 2224.083),(5 2369.3223),(6 2510.6372),(7 2676.4585),(8 2875.9602),(9 3009.0708),(10 3127.4392),(11 3156.3433),(12 3184.0032),(13 3263.2942),(14 3303.1108),(15 3416.8806),(16 3440.5498),(17 3452.9543),(18 3448.4497),(19 3448.0632),(20 3431.2825),(21 3481.4272),(22 3458.5864),(23 3459.719),(24 3461.335),(25 3460.074),(26 3468.1167),(27 3480.5706),(28 3482.3542),(29 3498.9011),(30 3503.986),(31 3537.7036),(32 3536.5552),(33 3584.0735),(34 3606.3022),(35 3632.051),(36 3648.415),(37 3663.2317),(38 3728.579),(39 3732.205),(40 3728.0051),(41 3676.2383),(42 3671.4944),(43 3692.8022),(44 3646.5186),(45 3670.9875),(46 3694.8318),(47 3703.0217),(48 3675.1482),(49 3679.6543),(50 3657.673),(51 3640.294),(52 3624.244),(53 3648.4565),(54 3682.1274),(55 3713.6526),(56 3780.6719),(57 3840.3516),(58 3895.587),(59 3967.8428),(60 4019.534),(61 4133.213),(62 4245.0015),(63 4425.4883),(64 4539.115),(65 4655.278),(66 4759.3843),(67 4881.316),(68 4970.8687),(69 5069.3994),(70 5149.8823),(71 5253.577),(72 5369.0244),(73 5478.482),(74 5567.443),(75 5637.3457),(76 5700.2124),(77 5723.095),(78 5715.569),(79 5673.97),
(1 1150.2349),(2 1500.5333),(3 1951.6241),(4 2147.5947),(5 2318.4392),(6 2440.1692),(7 2604.6868),(8 2786.697),(9 2904.1826),(10 2995.243),(11 3054.3442),(12 3091.8562),(13 3116.6873),(14 3138.9717),(15 3230.8323),(16 3250.8357),(17 3266.5427),(18 3246.784),(19 3252.1887),(20 3232.2695),(21 3244.7935),(22 3222.8655),(23 3217.5764),(24 3230.3694),(25 3244.478),(26 3226.9006),(27 3262.4998),(28 3287.704),(29 3350.0574),(30 3329.6882),(31 3369.609),(32 3372.2996),(33 3384.4387),(34 3424.7534),(35 3433.8538),(36 3447.0269),(37 3453.264),(38 3452.102),(39 3462.5024),(40 3457.8457),(41 3438.0044),(42 3454.4458),(43 3502.461),(44 3497.5422),(45 3497.6895),(46 3508.6433),(47 3533.716),(48 3497.1746),(49 3492.9717),(50 3471.8262),(51 3451.8403),(52 3449.6943),(53 3464.4592),(54 3514.0684),(55 3569.851),(56 3607.56),(57 3645.78),(58 3700.3806),(59 3714.6677),(60 3741.9133),(61 3822.2612),(62 3918.7405),(63 4053.3032),(64 4158.1353),(65 4313.9604),(66 4441.1787),(67 4538.002),(68 4626.2495),(69 4729.0225),(70 4838.2144),(71 4903.602),(72 5046.8223),(73 5138.0493),(74 5255.099),(75 5318.035),(76 5385.364),(77 5401.645),(78 5414.718),(79 5395.2295),
(1 1125.7875),(2 1478.3387),(3 1927.6371),(4 2119.358),(5 2238.2612),(6 2365.7595),(7 2490.831),(8 2643.4165),(9 2770.5234),(10 2860.4146),(11 2916.6707),(12 2952.358),(13 2987.7676),(14 3025.7866),(15 3049.294),(16 3084.1538),(17 3053.864),(18 3049.5117),(19 3036.6287),(20 3015.6301),(21 3035.1616),(22 3055.5513),(23 3074.343),(24 3107.4216),(25 3138.2102),(26 3146.8389),(27 3168.589),(28 3200.9468),(29 3237.7722),(30 3263.2092),(31 3335.5835),(32 3311.5952),(33 3366.3787),(34 3397.9595),(35 3389.756),(36 3413.9077),(37 3428.5513),(38 3459.34),(39 3455.3035),(40 3465.9446),(41 3454.1375),(42 3472.9836),(43 3506.7861),(44 3498.9175),(45 3470.1938),(46 3481.0825),(47 3473.18),(48 3463.0706),(49 3474.2053),(50 3480.2927),(51 3442.6025),(52 3459.1008),(53 3448.1482),(54 3492.9292),(55 3510.3228),(56 3574.843),(57 3594.7114),(58 3589.9949),(59 3594.7498),(60 3610.1165),(61 3705.1838),(62 3797.7046),(63 3940.7393),(64 4006.7422),(65 4140.036),(66 4226.969),(67 4369.0244),(68 4461.098),(69 4563.019),(70 4651.335),(71 4705.733),(72 4805.4453),(73 4871.541),(74 4952.84),(75 5004.9976),(76 5035.5854),(77 5031.4106),(78 5005.172),(79 5009.171),
(1 1089.7235),(2 1449.9941),(3 1890.6747),(4 2099.2075),(5 2230.9048),(6 2377.4746),(7 2508.784),(8 2673.7905),(9 2793.8945),(10 2873.1948),(11 2914.4695),(12 2943.922),(13 2963.581),(14 3001.0767),(15 3042.608),(16 3052.5386),(17 3064.958),(18 3048.2722),(19 3060.6543),(20 3008.1453),(21 2997.8977),(22 3007.6174),(23 2974.1978),(24 2965.1099),(25 2979.505),(26 2987.2202),(27 2975.384),(28 3004.9722),(29 3062.287),(30 3117.9263),(31 3157.1619),(32 3167.686),(33 3235.102),(34 3248.031),(35 3278.307),(36 3279.6555),(37 3309.5518),(38 3334.4722),(39 3366.4495),(40 3367.932),(41 3353.848),(42 3371.3867),(43 3371.4773),(44 3378.0298),(45 3401.3013),(46 3402.442),(47 3421.5618),(48 3395.8706),(49 3389.6343),(50 3382.0674),(51 3356.3242),(52 3385.821),(53 3361.1494),(54 3428.4272),(55 3440.9172),(56 3517.284),(57 3546.07),(58 3543.8076),(59 3570.9993),(60 3608.9731),(61 3716.4597),(62 3838.6604),(63 3968.833),(64 4026.6477),(65 4126.9053),(66 4195.658),(67 4299.1294),(68 4395.378),(69 4474.7217),(70 4578.9263),(71 4603.617),(72 4710.0073),(73 4774.8213),(74 4851.3677),(75 4920.479),(76 4934.6016),(77 4940.5103),(78 4932.009),(79 4938.0605),
(1 1079.6412),(2 1442.049),(3 1854.495),(4 2054.9758),(5 2211.7522),(6 2333.4849),(7 2458.7473),(8 2630.3037),(9 2759.1),(10 2861.4573),(11 2892.7979),(12 2907.5132),(13 2899.0027),(14 2955.928),(15 2994.7178),(16 3000.6433),(17 2983.8179),(18 2996.9648),(19 2988.1533),(20 2963.4841),(21 2976.7468),(22 2966.2869),(23 2982.323),(24 2992.397),(25 2999.8452),(26 2996.838),(27 2981.6353),(28 3000.7449),(29 3009.3533),(30 3070.9348),(31 3080.4702),(32 3111.7158),(33 3133.8376),(34 3147.108),(35 3176.973),(36 3145.8398),(37 3197.5156),(38 3224.2646),(39 3257.379),(40 3244.207),(41 3247.2551),(42 3270.0952),(43 3281.0264),(44 3273.4321),(45 3312.4548),(46 3331.2358),(47 3370.0303),(48 3346.1553),(49 3325.75),(50 3328.5708),(51 3324.318),(52 3332.1008),(53 3334.92),(54 3375.71),(55 3406.8892),(56 3435.0852),(57 3452.172),(58 3456.5452),(59 3488.0413),(60 3528.5247),(61 3685.8171),(62 3780.3323),(63 3893.965),(64 3967.1672),(65 4063.5886),(66 4132.723),(67 4251.4834),(68 4364.619),(69 4411.3555),(70 4476.912),(71 4506.638),(72 4599.267),(73 4655.5635),(74 4740.552),(75 4825.7153),(76 4837.38),(77 4820.8145),(78 4796.6416),(79 4809.6978),
(1 1065.4028),(2 1397.8942),(3 1833.704),(4 2013.965),(5 2145.745),(6 2294.012),(7 2390.628),(8 2560.5972),(9 2663.577),(10 2738.9897),(11 2760.7776),(12 2811.0737),(13 2839.6887),(14 2885.3057),(15 2938.647),(16 2958.9346),(17 2934.981),(18 2959.148),(19 2951.846),(20 2949.6382),(21 2967.4722),(22 2947.825),(23 2985.1006),(24 2974.8599),(25 2981.4153),(26 2958.752),(27 2931.1372),(28 2965.0552),(29 2992.5986),(30 3033.5586),(31 3059.4434),(32 3081.777),(33 3089.9985),(34 3110.4146),(35 3135.959),(36 3122.3804),(37 3156.1904),(38 3202.3687),(39 3228.7632),(40 3218.4685),(41 3201.7664),(42 3183.0935),(43 3198.8284),(44 3213.8613),(45 3235.6704),(46 3222.595),(47 3245.4604),(48 3239.8167),(49 3202.507),(50 3193.89),(51 3202.8962),(52 3199.8237),(53 3185.0508),(54 3239.604),(55 3278.4307),(56 3346.3792),(57 3372.411),(58 3377.244),(59 3420.2393),(60 3481.0027),(61 3565.9355),(62 3676.7534),(63 3777.3296),(64 3868.4377),(65 3941.4492),(66 4004.904),(67 4148.1045),(68 4180.568),(69 4301.0986),(70 4372.1943),(71 4446.6597),(72 4516.577),(73 4628.037),(74 4679.6094),(75 4736.0215),(76 4741.2173),(77 4716.9033),(78 4719.435),(79 4755.364),
(1 1054.5216),(2 1394.1085),(3 1803.4835),(4 1981.5508),(5 2078.3213),(6 2223.0994),(7 2331.7483),(8 2487.8528),(9 2595.645),(10 2679.3145),(11 2658.044),(12 2748.764),(13 2747.319),(14 2825.4346),(15 2855.7986),(16 2887.5337),(17 2872.0093),(18 2872.7625),(19 2885.37),(20 2863.1362),(21 2883.33),(22 2861.7114),(23 2895.583),(24 2887.4846),(25 2907.4524),(26 2884.44),(27 2899.492),(28 2890.3057),(29 2897.944),(30 2917.4697),(31 2952.3066),(32 2989.7046),(33 3016.0842),(34 3050.8638),(35 3074.3298),(36 3053.0608),(37 3074.9106),(38 3084.9497),(39 3114.838),(40 3079.4697),(41 3088.7444),(42 3076.778),(43 3100.8748),(44 3091.946),(45 3146.445),(46 3135.3323),(47 3136.3176),(48 3152.5632),(49 3133.9172),(50 3115.9045),(51 3134.408),(52 3115.8687),(53 3099.668),(54 3076.9014),(55 3136.9077),(56 3154.3652),(57 3201.1028),(58 3225.694),(59 3237.3538),(60 3274.1208),(61 3375.6973),(62 3434.2793),(63 3500.0903),(64 3568.6375),(65 3669.8904),(66 3759.309),(67 3837.8752),(68 3920.8728),(69 3976.4822),(70 4044.5432),(71 4114.454),(72 4186.135),(73 4271.618),(74 4297.392),(75 4319.8516),(76 4330.5586),(77 4317.865),(78 4314.1387),(79 4313.0522),
(1 1041.1466),(2 1375.458),(3 1773.0723),(4 1947.7844),(5 2109.5234),(6 2231.312),(7 2345.6611),(8 2503.736),(9 2612.5933),(10 2690.2664),(11 2699.9514),(12 2743.3298),(13 2771.1716),(14 2815.2705),(15 2808.8188),(16 2848.6936),(17 2836.3357),(18 2854.511),(19 2853.635),(20 2888.0154),(21 2884.8325),(22 2881.5964),(23 2871.4766),(24 2854.633),(25 2857.709),(26 2845.2307),(27 2855.5845),(28 2898.602),(29 2901.718),(30 2920.2366),(31 2959.377),(32 2973.406),(33 3003.4797),(34 3031.4211),(35 3035.547),(36 3046.257),(37 3088.744),(38 3118.4424),(39 3162.154),(40 3128.1133),(41 3142.585),(42 3139.259),(43 3139.654),(44 3141.2563),(45 3149.9917),(46 3171.6624),(47 3204.1348),(48 3193.408),(49 3186.958),(50 3172.5466),(51 3167.086),(52 3146.6409),(53 3135.5098),(54 3155.942),(55 3198.2937),(56 3265.5786),(57 3298.4487),(58 3339.386),(59 3336.7258),(60 3366.7146),(61 3434.2498),(62 3534.9202),(63 3621.2307),(64 3721.216),(65 3801.9377),(66 3856.418),(67 3950.8298),(68 4043.8318),(69 4153.3857),(70 4214.9736),(71 4280.429),(72 4323.1245),(73 4391.8467),(74 4485.635),(75 4528.603),(76 4547.7627),(77 4542.492),(78 4564.9375),(79 4565.98),
(1 1019.31445),(2 1328.6641),(3 1723.5259),(4 1910.3076),(5 2046.46),(6 2182.5798),(7 2292.7427),(8 2440.7446),(9 2510.0867),(10 2581.6082),(11 2586.5476),(12 2631.4968),(13 2671.155),(14 2725.8262),(15 2788.4717),(16 2798.3804),(17 2800.9631),(18 2810.6067),(19 2802.3142),(20 2805.476),(21 2824.8193),(22 2820.1292),(23 2827.4731),(24 2819.8809),(25 2834.9924),(26 2805.2708),(27 2849.247),(28 2879.9534),(29 2893.9363),(30 2894.8528),(31 2950.1975),(32 2953.7312),(33 2983.2158),(34 3018.212),(35 3010.3862),(36 3019.3723),(37 3051.5522),(38 3080.5603),(39 3107.456),(40 3112.0322),(41 3096.8572),(42 3103.4387),(43 3120.0142),(44 3142.7173),(45 3167.2163),(46 3191.1584),(47 3201.6326),(48 3190.1711),(49 3166.936),(50 3152.5364),(51 3147.0886),(52 3149.3484),(53 3165.2769),(54 3199.1812),(55 3231.9731),(56 3310.417),(57 3361.8242),(58 3382.9482),(59 3387.5833),(60 3400.2178),(61 3494.3083),(62 3539.0469),(63 3611.7773),(64 3703.8162),(65 3771.496),(66 3797.7966),(67 3866.4265),(68 3897.1174),(69 3945.2375),(70 3968.6545),(71 4008.7644),(72 4053.5525),(73 4081.4758),(74 4155.9487),(75 4193.4517),(76 4215.971),(77 4244.2773),(78 4227.467),(79 4219.8228),
(1 1007.9807),(2 1327.8717),(3 1727.0175),(4 1898.1439),(5 2031.7449),(6 2166.4775),(7 2296.0264),(8 2439.5554),(9 2536.4631),(10 2594.308),(11 2616.8318),(12 2659.796),(13 2695.5828),(14 2760.9438),(15 2795.9363),(16 2814.3137),(17 2804.978),(18 2823.0981),(19 2801.592),(20 2798.9153),(21 2816.114),(22 2824.679),(23 2818.3354),(24 2804.151),(25 2798.5886),(26 2796.9856),(27 2832.0137),(28 2836.2637),(29 2838.0867),(30 2852.5227),(31 2840.1367),(32 2872.6035),(33 2879.2979),(34 2902.0105),(35 2912.502),(36 2916.1584),(37 2932.971),(38 2943.4802),(39 2968.8628),(40 2984.8386),(41 3012.7212),(42 3026.065),(43 3046.1438),(44 3091.0857),(45 3108.3752),(46 3107.3447),(47 3110.157),(48 3079.5864),(49 3049.8896),(50 3007.102),(51 3004.2524),(52 2999.8555),(53 2989.0596),(54 3021.2024),(55 3063.7158),(56 3113.7693),(57 3145.5857),(58 3180.4739),(59 3194.346),(60 3209.428),(61 3282.537),(62 3361.3875),(63 3434.497),(64 3513.9587),(65 3568.9214),(66 3627.837),(67 3690.7368),(68 3707.4946),(69 3767.9307),(70 3801.5142),(71 3867.0276),(72 3913.0662),(73 3959.569),(74 4028.5518),(75 4078.7544),(76 4110.587),(77 4142.9683),(78 4159.294),(79 4153.6826),
