1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13458.706),(2 31385.139),(3 63497.926),(4 99626.35),(5 145339.27),(6 194394.13),(7 250713.45),(8 327275.47),(9 400288.6),(10 472371.88),(11 550694.75),(12 622660.5),(13 690114.2),(14 748455.44),(15 819973.94),(16 897059.25),(17 974506.7),(18 1054222.4),(19 1113393.1),(20 1170103.8),(21 1227334.1),(22 1279537.3),(23 1354624.9),(24 1400228),(25 1448255),(26 1473481),(27 1511134.1),(28 1531269.6),(29 1553462.4),(30 1571404.6),(31 1583126.4),(32 1598912),(33 1608265),(34 1633138.6),(35 1671098.4),(36 1703028),(37 1744170),(38 1768236.6),(39 1803156.9),(40 1829273.9),(41 1856828.4),(42 1881363.5),(43 1891402.4),(44 1893494.9),(45 1903965.4),(46 1899949.4),(47 1918056.6),(48 1926462.6),(49 1968156),(50 1983227.6),(51 2007867.9),(52 2018592),(53 2055087.1),(54 2088360.6),(55 2111698.8),(56 2157450),(57 2191388.8),(58 2235351.8),(59 2279499),(60 2307194.8),(61 2345114.3),(62 2352414.8),(63 2378391),(64 2392483.3),(65 2439243.8),(66 2457422),(67 2476973),(68 2504111),(69 2528206.8),(70 2535229),(71 2548303.5),(72 2558240),(73 2591390),(74 2595783),(75 2629212.8),(76 2647118.3),(77 2656681),(78 2674185.3),(79 2681717.3),
(1 27585.295),(2 86071.2),(3 170608.08),(4 265154.75),(5 358946.3),(6 431734.66),(7 495575.7),(8 540774.06),(9 567377.56),(10 575769),(11 573758.44),(12 567269.75),(13 562995.5),(14 565152.94),(15 572445.75),(16 589959.7),(17 610661.25),(18 629092.25),(19 647297.5),(20 659437.9),(21 667826.5),(22 668661.3),(23 666408.94),(24 663769.56),(25 655467.8),(26 649481.56),(27 646091.94),(28 647851.75),(29 651039.94),(30 657021.94),(31 666977.94),(32 680063.4),(33 695848.5),(34 710565.75),(35 723824.2),(36 733555.4),(37 743158.56),(38 750546.4),(39 751684.25),(40 750795.44),(41 747331.7),(42 736251.44),(43 722436.7),(44 709136.56),(45 693791),(46 677810.7),(47 666313.44),(48 663497.2),(49 662405.2),(50 666613.3),(51 675676.25),(52 689684.7),(53 700152),(54 707732.25),(55 713256.25),(56 716499.1),(57 718853.75),(58 720512.6),(59 721455.06),(60 726125.9),(61 731164.4),(62 736625.6),(63 739938.7),(64 742570.5),(65 741888.9),(66 736724.9),(67 728311.8),(68 718063.7),(69 704878.44),(70 689669.2),(71 675736),(72 662567.44),(73 648390.7),(74 642250.2),(75 642064.5),(76 650523.44),(77 662694.56),(78 675005.2),(79 688312.2),
(1 32293.438),(2 103022.73),(3 207524.95),(4 325990.6),(5 441822.66),(6 532558.56),(7 607205.06),(8 651242.06),(9 668473.75),(10 662332.06),(11 643646),(12 622253.44),(13 603017.3),(14 592795.56),(15 600887.25),(16 623862.8),(17 657708.44),(18 692522.7),(19 735104.7),(20 774688.56),(21 809055.3),(22 834485.8),(23 848653.5),(24 856961.2),(25 845596.25),(26 829683.8),(27 810401.44),(28 792650.8),(29 772501.7),(30 754863.8),(31 736526.5),(32 720393.3),(33 705637.5),(34 696727.8),(35 694868.1),(36 697131.06),(37 704216.75),(38 717335),(39 735162.3),(40 754546.2),(41 771477),(42 781991.5),(43 785406.3),(44 785860.7),(45 776013.56),(46 761661.5),(47 748495.56),(48 737248.8),(49 726835.2),(50 722954.3),(51 725511.44),(52 732436.2),(53 743786.7),(54 755507.56),(55 768087.8),(56 773064.5),(57 774825),(58 774226.25),(59 766429.7),(60 755515),(61 738891.5),(62 721283.5),(63 706643.06),(64 697658.2),(65 691524.2),(66 680458.94),(67 666613.94),(68 652246.3),(69 633165.8),(70 613852.06),(71 597945.2),(72 588511.94),(73 585188.75),(74 591995.94),(75 610698.44),(76 637572),(77 677024),(78 705095.5),(79 737544.7),
(1 32632.943),(2 105737.22),(3 211117),(4 329496.34),(5 442156),(6 528101),(7 595630.1),(8 638042.3),(9 654851.9),(10 648677.75),(11 631697.7),(12 613688.6),(13 593883.9),(14 581091.7),(15 582703.9),(16 593494.75),(17 611569.56),(18 628834.6),(19 650626.7),(20 666791.25),(21 677234.7),(22 681937.9),(23 678132.25),(24 673513.56),(25 667617.7),(26 667687.4),(27 673757.44),(28 682777.4),(29 691477.1),(30 702211.56),(31 711007.75),(32 713021.3),(33 709749.8),(34 703944.8),(35 697747.56),(36 688987.94),(37 683549.9),(38 680404),(39 680401.7),(40 681967.94),(41 686493.44),(42 694512),(43 697033.44),(44 693119.1),(45 685056.1),(46 673819.4),(47 663828.7),(48 650338.94),(49 643572.1),(50 645329),(51 651144.8),(52 662318.3),(53 675423.2),(54 690417.7),(55 704522.3),(56 712657.06),(57 720957.2),(58 724743.94),(59 720537.94),(60 715242.7),(61 710941),(62 704689.8),(63 700421.5),(64 698519.6),(65 690847.1),(66 682879.25),(67 662228.6),(68 632698.8),(69 604519.25),(70 581398.06),(71 568305.56),(72 564036.5),(73 576751.56),(74 603750.7),(75 644166.7),(76 691049.5),(77 735833.75),(78 769907.25),(79 791588.8),
(1 42444.52),(2 137557.13),(3 271041.88),(4 415418.34),(5 546566.9),(6 637387.4),(7 682521.56),(8 686351.6),(9 657806.25),(10 607241.3),(11 549844.7),(12 504955.56),(13 477367.7),(14 471254.5),(15 488462.44),(16 519780.47),(17 561843.94),(18 598735.6),(19 630558.7),(20 650254.7),(21 655123.4),(22 645958.1),(23 629046.4),(24 612162.06),(25 595328.3),(26 585054.9),(27 582412.3),(28 588413.9),(29 597617.6),(30 608969.6),(31 620787.6),(32 631226.9),(33 639036.6),(34 642543.8),(35 641602.1),(36 636987.75),(37 627465.44),(38 615334.56),(39 599918.8),(40 583689.1),(41 563545.94),(42 547816.2),(43 536012.8),(44 532128.4),(45 535659.6),(46 544420.6),(47 559687.75),(48 579720.56),(49 601698.7),(50 626785.94),(51 646848.94),(52 659363.2),(53 662578.4),(54 654753.2),(55 643839.7),(56 630259.94),(57 628026.75),(58 633126.9),(59 641270.5),(60 658669.75),(61 688116.94),(62 720278.5),(63 751021.2),(64 770932.25),(65 772724.4),(66 764418.1),(67 735106.06),(68 698743.06),(69 666470.9),(70 641835.8),(71 633235.75),(72 638259),(73 663450.44),(74 694039.06),(75 726676.25),(76 752263.4),(77 769313.5),(78 780228.25),(79 780603.94),
(1 32716.623),(2 102155.9),(3 204354.36),(4 317548.47),(5 426912),(6 503761.94),(7 561458.6),(8 595052.06),(9 602618.2),(10 589806.7),(11 567811),(12 547800.9),(13 529891.5),(14 521798.44),(15 529152.56),(16 552350.94),(17 588063.56),(18 618635.1),(19 651851.4),(20 672019),(21 675512.1),(22 665445.94),(23 644909.8),(24 620790.2),(25 591918.75),(26 568291.9),(27 552798.3),(28 548896.1),(29 555045.44),(30 569250.06),(31 589805.5),(32 606848.6),(33 619526.4),(34 621977.3),(35 614729.9),(36 604228.56),(37 589568.2),(38 579441.75),(39 574953.9),(40 572757.6),(41 569843.5),(42 566778.1),(43 563153.44),(44 554382.75),(45 543606.9),(46 528821.6),(47 516988.6),(48 510086.53),(49 512617.6),(50 524202.2),(51 541169.44),(52 559697.06),(53 575322.1),(54 586832.2),(55 593813.75),(56 598277.06),(57 600393.7),(58 604444.44),(59 608510.5),(60 613164.1),(61 626384.1),(62 642925.7),(63 662321.3),(64 678203.06),(65 684127.2),(66 684432.3),(67 679952.94),(68 671513.9),(69 666257.6),(70 660878.1),(71 660838.75),(72 663116.4),(73 670950.8),(74 683165.44),(75 695761.8),(76 709029.6),(77 719337.9),(78 729017.75),(79 729634.06),
(1 26159.928),(2 81843.07),(3 162193.23),(4 250174.28),(5 337163.88),(6 401146.88),(7 453544.9),(8 491248.03),(9 517155.84),(10 532985.25),(11 542165.25),(12 549215.1),(13 558182.2),(14 567545.6),(15 580894.8),(16 596174.56),(17 614804),(18 628526.44),(19 643423.1),(20 651571.4),(21 650471.9),(22 646906.44),(23 638154.94),(24 630802.8),(25 618800.4),(26 608516.94),(27 599471.75),(28 591439.44),(29 586181.9),(30 580160.3),(31 572709.56),(32 558012.4),(33 541371.44),(34 527791.94),(35 519383.72),(36 514941.47),(37 517004.78),(38 521752.28),(39 527620.94),(40 527653.1),(41 524602.7),(42 520090.4),(43 516288.56),(44 512060.63),(45 508245.5),(46 503817.34),(47 504613.8),(48 510518.28),(49 519974.4),(50 530465.7),(51 541950.06),(52 555440.8),(53 569502),(54 579192.2),(55 586527.2),(56 589692.56),(57 589323.44),(58 585315.3),(59 576711.2),(60 569996.44),(61 563389.94),(62 560745.56),(63 562587.2),(64 570655.8),(65 580616.1),(66 583382.56),(67 588254.6),(68 589250.56),(69 588955.44),(70 583971.9),(71 577668.2),(72 576557.25),(73 573989.1),(74 571358.7),(75 566585.4),(76 561832.4),(77 556386.7),(78 552324.25),(79 545265.6),
(1 22850.064),(2 70024.2),(3 137084.58),(4 209142.55),(5 278987.6),(6 329996.97),(7 374737.03),(8 413538.38),(9 441305.88),(10 459019.22),(11 470135.1),(12 479158.6),(13 489753.1),(14 500820.2),(15 512863.84),(16 525651.94),(17 536766.7),(18 547021.75),(19 553289.5),(20 559068.44),(21 561416.5),(22 562346.94),(23 560604.56),(24 551459.4),(25 545083.06),(26 538936.75),(27 537372.3),(28 536970.8),(29 538942.3),(30 546393.1),(31 546643.4),(32 543476.1),(33 539433.7),(34 535212.25),(35 532238.25),(36 532721.06),(37 533185.4),(38 532423.3),(39 530026.9),(40 524714.6),(41 516509.5),(42 505260.66),(43 488574.72),(44 471766.2),(45 456052.66),(46 448423.84),(47 449878.94),(48 458538.5),(49 482377.88),(50 511773.88),(51 543863.2),(52 572725.8),(53 592749.7),(54 607629.5),(55 612280),(56 609564.1),(57 602765.2),(58 595760.5),(59 586736.6),(60 572686.9),(61 559548.9),(62 547929.56),(63 540366.6),(64 541664.7),(65 551483.6),(66 562425.56),(67 579946.56),(68 599165.3),(69 615805),(70 625163.56),(71 627745.7),(72 626725.3),(73 618536.3),(74 606402.8),(75 594025.7),(76 583550.8),(77 575175.5),(78 569457.8),(79 565396.8),
(1 24598.217),(2 76187.375),(3 148726.3),(4 226638.66),(5 300565.3),(6 354611.47),(7 402382.44),(8 439042.44),(9 467054.03),(10 486716.44),(11 500262.8),(12 512562.06),(13 522792.56),(14 531989.9),(15 538306.7),(16 543738.75),(17 548737.2),(18 551066.25),(19 550511.75),(20 542427.5),(21 530426.8),(22 514077.56),(23 498270.63),(24 483492.3),(25 477401.5),(26 478687.03),(27 489163.2),(28 504637.8),(29 522503.47),(30 537782.25),(31 545566.6),(32 542529.56),(33 533661.06),(34 521559.34),(35 509984.2),(36 509599.7),(37 511388.06),(38 516333.13),(39 519709.84),(40 519176.16),(41 510290.63),(42 493944.22),(43 467271.7),(44 441033.3),(45 421005.16),(46 409582.63),(47 409047.1),(48 417030.16),(49 437144.16),(50 465125.47),(51 494021.56),(52 525675.2),(53 555249.2),(54 578274.9),(55 597492.06),(56 607954.6),(57 612875.56),(58 611119.6),(59 601618.4),(60 589098.2),(61 573823.6),(62 563946.7),(63 559007.7),(64 562367.5),(65 572610.1),(66 583683.2),(67 597142.9),(68 603901.5),(69 607084),(70 603862.9),(71 599747.8),(72 597833.3),(73 592571.06),(74 584945.8),(75 573341.56),(76 558297.5),(77 537460.44),(78 516034.16),(79 489114.16),
(1 39073.55),(2 121800.38),(3 234197.6),(4 349761.28),(5 447930.38),(6 511262.22),(7 543180.7),(8 552595.06),(9 550833),(10 543842.2),(11 543697.94),(12 554073.56),(13 582280.56),(14 615511.06),(15 648191.9),(16 672619.3),(17 682755.8),(18 682916),(19 666341.8),(20 638543.44),(21 605006.2),(22 570497.9),(23 543623.1),(24 524379.06),(25 519609.2),(26 526359.75),(27 541617.44),(28 557791.44),(29 569928.8),(30 579164.56),(31 573322.7),(32 557895.8),(33 534962.44),(34 509137.97),(35 490415.78),(36 482315.53),(37 491497.78),(38 507502.94),(39 522795.53),(40 532248.1),(41 534058.4),(42 529462.06),(43 512304.06),(44 488093.3),(45 463461.72),(46 447070.94),(47 444365.78),(48 452543.97),(49 475999.03),(50 505382.3),(51 538030.7),(52 570565.44),(53 598566),(54 614768.94),(55 624684),(56 627366.94),(57 626313.6),(58 622019.06),(59 618204.2),(60 613143.9),(61 613875.75),(62 620358.75),(63 623564.56),(64 631577.56),(65 643441.3),(66 659887.9),(67 673920.6),(68 684090.5),(69 690097.4),(70 691174.2),(71 685575.56),(72 677798.6),(73 662909.4),(74 642788.56),(75 618246.9),(76 589832.7),(77 554977.94),(78 520985.3),(79 485348.28),
(1 43274.56),(2 133448.48),(3 253416.95),(4 371778.94),(5 466557.78),(6 520262.44),(7 538052.06),(8 534059),(9 519177.72),(10 503776.06),(11 497144.53),(12 504569.9),(13 523462.75),(14 546521.8),(15 568765.7),(16 583600.7),(17 589396.3),(18 584903.25),(19 577451.8),(20 565146.75),(21 545160.25),(22 521292.06),(23 500279.03),(24 486909.63),(25 484802.7),(26 490653.1),(27 506372.4),(28 524714.5),(29 538312.94),(30 543887.75),(31 532559.3),(32 507179.7),(33 473159.66),(34 439874.28),(35 420071.72),(36 418819.4),(37 444443.22),(38 483022.47),(39 523140.2),(40 552850.9),(41 565421.25),(42 564279.75),(43 543090),(44 513149.38),(45 485921.22),(46 466642.7),(47 460722.1),(48 469837.75),(49 491753.34),(50 520470.22),(51 552613.25),(52 579573.75),(53 596373.4),(54 601515.8),(55 594322.5),(56 580481.56),(57 564047.1),(58 547797.9),(59 534703.06),(60 528296.6),(61 526437.75),(62 534064.4),(63 546010.94),(64 563313.94),(65 582118.4),(66 600174.25),(67 614114.7),(68 621998.5),(69 624733.5),(70 622595.94),(71 620316),(72 615779.1),(73 612102),(74 608167.1),(75 598560.5),(76 580155.56),(77 552644.56),(78 524962.9),(79 492730.34),
(1 31924.76),(2 96123.66),(3 180293.61),(4 263400.25),(5 329352.78),(6 367230.9),(7 387080.56),(8 395688.75),(9 397567.28),(10 396945.6),(11 400213.4),(12 408786.2),(13 419965.22),(14 430481.47),(15 442023),(16 453194.22),(17 460642.47),(18 463489.1),(19 469591.03),(20 468493.13),(21 463181.97),(22 455432.8),(23 448537.9),(24 447103.8),(25 448128),(26 454421),(27 463177.66),(28 472348.6),(29 478770.2),(30 479686.13),(31 474171.25),(32 459457.16),(33 441605.9),(34 425987.34),(35 417310.9),(36 414850.84),(37 425366.84),(38 440550.47),(39 455795.34),(40 465437.4),(41 469999.53),(42 470691.47),(43 464118.28),(44 456538.2),(45 450584.8),(46 449132.2),(47 455000),(48 464324.8),(49 477547.6),(50 488567.25),(51 499934.66),(52 510867.9),(53 518306.72),(54 524705.75),(55 524535.6),(56 518825.84),(57 506870.88),(58 488616),(59 469110.7),(60 452863.16),(61 438431.63),(62 431715.44),(63 430057.1),(64 434811.88),(65 446708.88),(66 457202.5),(67 471922.78),(68 484830.03),(69 495521.72),(70 504038.47),(71 514912.63),(72 524178.22),(73 529233.56),(74 530479.6),(75 525897.25),(76 516343.38),(77 501320.4),(78 484281.4),(79 466906.34),
(1 32654.324),(2 100771.63),(3 192599.47),(4 284648.03),(5 358530.03),(6 401909.03),(7 421297.88),(8 421564.97),(9 408940.78),(10 390006.53),(11 376698.72),(12 374993.22),(13 383120.3),(14 397787.22),(15 419337.84),(16 444521.1),(17 465906.66),(18 478323.56),(19 487393.94),(20 489974.2),(21 487925.38),(22 483562.75),(23 476413.84),(24 474575.38),(25 472440.53),(26 472074.84),(27 472481.34),(28 469654.34),(29 464743.22),(30 458245.2),(31 454564.53),(32 446123.1),(33 436640.44),(34 430733.13),(35 428102.8),(36 430695.88),(37 440641.22),(38 457309.53),(39 475801.88),(40 489816.97),(41 495555.3),(42 497621.84),(43 487520.7),(44 468381.1),(45 447828.78),(46 432579.2),(47 429259.4),(48 431734.4),(49 445783.6),(50 467851.75),(51 491720.6),(52 513633.06),(53 526688.3),(54 532719.9),(55 524565.4),(56 512335.44),(57 494691.66),(58 479264.28),(59 468126.1),(60 461364),(61 463143.1),(62 465082),(63 462567.44),(64 455500.53),(65 447636.13),(66 438379.75),(67 433834.9),(68 437980.75),(69 451237.88),(70 471363.88),(71 494229.97),(72 512761.44),(73 518831.38),(74 511939.13),(75 491551.78),(76 464810.66),(77 437534.63),(78 418408.94),(79 410961.84),
(1 32053.963),(2 97705.47),(3 183702.19),(4 267034.97),(5 334852.8),(6 373436.63),(7 391381.1),(8 393668.44),(9 386314.28),(10 372468.3),(11 360196),(12 355043.63),(13 354765.25),(14 358452.66),(15 362272.44),(16 366804.88),(17 373257.94),(18 376010.88),(19 383536.88),(20 392430.3),(21 400573.8),(22 406380.06),(23 405443.06),(24 405891.8),(25 398206.78),(26 390446.66),(27 387354.06),(28 383960.88),(29 381993.44),(30 383183.72),(31 386105.28),(32 385747.53),(33 382943.44),(34 380508.2),(35 377304.3),(36 371489.4),(37 373240.1),(38 380986.9),(39 393992.4),(40 408107.7),(41 420548),(42 434522.38),(43 440805.5),(44 439253.6),(45 433356.63),(46 424603.47),(47 417311.78),(48 409253.94),(49 405680.5),(50 407384.72),(51 414489.8),(52 429013.78),(53 448803.66),(54 467169.7),(55 481431.16),(56 484983.25),(57 476959),(58 464164.75),(59 447561.5),(60 437279.7),(61 433241.22),(62 434423.97),(63 437317.1),(64 440829.28),(65 443136.34),(66 442458.78),(67 443194.5),(68 444347.88),(69 442940.7),(70 438249.7),(71 435342.16),(72 433780),(73 430003.1),(74 425694.1),(75 419006.9),(76 410146.5),(77 402850.44),(78 400567.22),(79 400901.1),
(1 38238.387),(2 117634.836),(3 218312.95),(4 316479.34),(5 386322.1),(6 417737.47),(7 414037.66),(8 392219.16),(9 365592.97),(10 347613.9),(11 348415.72),(12 361707.22),(13 385584.25),(14 406279.47),(15 415450.34),(16 412267.1),(17 397955.1),(18 381955.8),(19 370609.75),(20 373435.22),(21 392902.28),(22 420075.34),(23 447333.94),(24 466069),(25 468306.75),(26 455182.7),(27 435278.56),(28 412541.3),(29 395844.94),(30 390337.3),(31 394107.03),(32 400160.06),(33 403971.03),(34 406552.6),(35 407765.88),(36 403010.63),(37 407435.13),(38 419445.63),(39 432712.63),(40 446039.7),(41 455785.3),(42 462140),(43 461301.06),(44 455430.88),(45 449075.2),(46 437447.3),(47 423749.56),(48 413122.22),(49 400555.53),(50 394661.7),(51 398381.38),(52 410977.28),(53 430596.25),(54 447974.94),(55 458665),(56 456974.8),(57 443296.66),(58 423759.4),(59 408879.66),(60 401039.8),(61 408604.8),(62 420963.63),(63 432412),(64 442171.47),(65 442810.8),(66 435330.03),(67 423513.34),(68 412020.47),(69 403416.03),(70 396902.34),(71 390506.53),(72 386232.66),(73 379483),(74 373976.84),(75 372344.25),(76 375805.2),(77 379256.44),(78 381113.25),(79 382028.56),
(1 35029.582),(2 108318.09),(3 205547.2),(4 299519.34),(5 371951.8),(6 414392.94),(7 427930.38),(8 419011.8),(9 397328.78),(10 375759.47),(11 360558.63),(12 353723.5),(13 357094.94),(14 366864.13),(15 378412.13),(16 389029.38),(17 393314.7),(18 393155.22),(19 388785.22),(20 383503.8),(21 382142.4),(22 384648.1),(23 392081.44),(24 398203.13),(25 402811.4),(26 404615.44),(27 406872.94),(28 408037.4),(29 410380.44),(30 414459.88),(31 417295.06),(32 415285.88),(33 410158.6),(34 401180.75),(35 389779.84),(36 381367.63),(37 377521),(38 382429.84),(39 390010.5),(40 400015.13),(41 407718.66),(42 408675.56),(43 414942.72),(44 422861.3),(45 428191.72),(46 429986.84),(47 430805.66),(48 430367.56),(49 418527),(50 405357.6),(51 393363.22),(52 388033),(53 390285.88),(54 398295.4),(55 406734.3),(56 407778.7),(57 401927.8),(58 391543.75),(59 381368.4),(60 374967.66),(61 374573.28),(62 380207.88),(63 388984.06),(64 397099.13),(65 402534.9),(66 400257.47),(67 393903.44),(68 384306.97),(69 370395.25),(70 354444.16),(71 336565.44),(72 321325.88),(73 308469.9),(74 304959.7),(75 312832.97),(76 328694.1),(77 349267.78),(78 366247.53),(79 375416.63),
(1 31709.379),(2 98285.914),(3 185759.44),(4 271524.25),(5 339517.66),(6 380201.38),(7 396181.97),(8 391009.38),(9 375756.56),(10 358839.03),(11 350179.66),(12 349043.75),(13 359183.84),(14 373930.28),(15 389956.2),(16 402336.16),(17 407251.28),(18 406811.2),(19 396171.66),(20 383103.28),(21 371557.72),(22 365187),(23 364195.06),(24 368756.72),(25 379045.88),(26 391664.03),(27 402731.63),(28 408040.28),(29 406928.06),(30 403733.84),(31 392812.56),(32 379765.16),(33 370016.84),(34 361685.1),(35 357459.56),(36 357282.84),(37 359101.56),(38 360730.22),(39 362721.5),(40 366523.72),(41 367224.94),(42 366140.16),(43 372119.78),(44 381871.38),(45 393681.16),(46 403925.78),(47 409269.66),(48 406954.22),(49 395022.94),(50 383004.84),(51 368060.72),(52 357921.7),(53 355686.38),(54 358823.84),(55 365741.5),(56 371308.13),(57 375634.97),(58 377001.63),(59 377229.13),(60 377207.63),(61 378432.3),(62 379874.94),(63 381695.06),(64 386919.5),(65 392423.3),(66 392648.84),(67 392344.78),(68 383411.5),(69 370216.94),(70 353459.72),(71 335943.94),(72 320418.13),(73 311673.47),(74 312497.44),(75 321022.38),(76 333154.88),(77 348255.56),(78 362233.84),(79 364824.22),
(1 26983.684),(2 82123.14),(3 153203.13),(4 221162.53),(5 276664.84),(6 311716.9),(7 334598.44),(8 344863.63),(9 347818.4),(10 343587.47),(11 340276.8),(12 340845.2),(13 344248.6),(14 352823.22),(15 364727.3),(16 378307.88),(17 389748.06),(18 394611.94),(19 397066.78),(20 393960.7),(21 392057.8),(22 391076.53),(23 391798.78),(24 392708.34),(25 393810.1),(26 397219.4),(27 402815.38),(28 406024.5),(29 403967.2),(30 401885.2),(31 393591.88),(32 382663.47),(33 369032.7),(34 356981.13),(35 350221.47),(36 349071.9),(37 355545.97),(38 363679.47),(39 371310.72),(40 374284.6),(41 372357.56),(42 366868.22),(43 363933.5),(44 366553.34),(45 376823.06),(46 388192.34),(47 396820.34),(48 400431.1),(49 394328.2),(50 381632.38),(51 364129.9),(52 352739.28),(53 349889.7),(54 348909.16),(55 357000.03),(56 362659.94),(57 366684.7),(58 366291.78),(59 364683.16),(60 363346.6),(61 358725.97),(62 357506.2),(63 357605.84),(64 358582.13),(65 362205.56),(66 364711.78),(67 370462.75),(68 372772.16),(69 371567),(70 365309.53),(71 355892.66),(72 347233.75),(73 339878.63),(74 335035.6),(75 334605.34),(76 337263.94),(77 341857.38),(78 345044),(79 349213.34),
(1 28900.666),(2 88708.67),(3 162927.4),(4 232636.67),(5 285856.38),(6 315481.97),(7 328027.63),(8 329224.4),(9 326378.03),(10 323324.44),(11 323937.06),(12 328483.8),(13 335244),(14 344808.97),(15 353951.2),(16 362197.66),(17 368072.8),(18 369547.5),(19 364307.63),(20 359818.38),(21 360084.03),(22 361760.22),(23 366891.84),(24 375052.16),(25 382980.2),(26 390975.6),(27 397792.47),(28 399472.53),(29 391903.75),(30 384003.94),(31 373224.4),(32 361388.56),(33 352403.9),(34 348605.1),(35 349590.06),(36 354088.28),(37 361093.97),(38 368156.8),(39 373470.13),(40 373571.06),(41 367242.5),(42 360872.7),(43 353839.6),(44 348871.28),(45 349562.84),(46 354905.34),(47 359517.06),(48 358713.7),(49 351960.53),(50 338856.63),(51 320665.53),(52 304620.7),(53 295490.4),(54 292826.66),(55 297816.53),(56 305362.66),(57 313564.56),(58 322773.72),(59 333603.72),(60 339668.28),(61 342779.9),(62 345906),(63 345280.3),(64 344153.13),(65 343656.28),(66 346953.2),(67 350472.34),(68 354260.8),(69 360772.3),(70 369427.13),(71 375546.56),(72 375428.56),(73 376016.22),(74 373514.2),(75 364010.72),(76 352631.53),(77 344149.75),(78 336916.38),(79 334920.88),
