1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13458.706),(2 31385.139),(3 63497.926),(4 99626.35),(5 145339.27),(6 194394.13),(7 250713.45),(8 327275.47),(9 400288.6),(10 472371.88),(11 550694.75),(12 622660.5),(13 690114.2),(14 748455.44),(15 819973.94),(16 897059.25),(17 974506.7),(18 1054222.4),(19 1113393.1),(20 1170103.8),(21 1227334.1),(22 1279537.3),(23 1354624.9),(24 1400228),(25 1448255),(26 1473481),(27 1511134.1),(28 1531269.6),(29 1553462.4),(30 1571404.6),(31 1583126.4),(32 1598912),(33 1608265),(34 1633138.6),(35 1671098.4),(36 1703028),(37 1744170),(38 1768236.6),(39 1803156.9),(40 1829273.9),(41 1856828.4),(42 1881363.5),(43 1891402.4),(44 1893494.9),(45 1903965.4),(46 1899949.4),(47 1918056.6),(48 1926462.6),(49 1968156),(50 1983227.6),(51 2007867.9),(52 2018592),(53 2055087.1),(54 2088360.6),(55 2111698.8),(56 2157450),(57 2191388.8),(58 2235351.8),(59 2279499),(60 2307194.8),(61 2345114.3),(62 2352414.8),(63 2378391),(64 2392483.3),(65 2439243.8),(66 2457422),(67 2476973),(68 2504111),(69 2528206.8),(70 2535229),(71 2548303.5),(72 2558240),(73 2591390),(74 2595783),(75 2629212.8),(76 2647118.3),(77 2656681),(78 2674185.3),(79 2681717.3),
(1 25099.69),(2 66086.27),(3 103903.99),(4 127764.984),(5 137295.19),(6 140829.02),(7 145080.4),(8 150705.4),(9 159199.45),(10 168504.7),(11 176405.4),(12 182173.4),(13 187181.16),(14 191122.44),(15 192046.67),(16 189130.86),(17 185009.45),(18 183483.4),(19 188369.52),(20 197416.44),(21 202979.38),(22 201889.36),(23 194816.3),(24 186952.55),(25 182187.45),(26 179781.98),(27 179782.3),(28 179808.4),(29 178435.61),(30 177243.67),(31 174428.75),(32 171787.02),(33 170496.81),(34 169637.05),(35 170992.48),(36 172124.98),(37 177429.64),(38 184052.78),(39 190649.61),(40 195160.98),(41 195745.27),(42 195482.36),(43 195547.14),(44 195803.13),(45 195100.13),(46 194240.56),(47 194740.11),(48 194705.88),(49 193600.3),(50 191842.02),(51 190282.23),(52 189740.06),(53 189171.38),(54 188176.66),(55 187572.13),(56 185504.36),(57 184468.14),(58 183124.52),(59 182028.64),(60 181126.28),(61 176615.64),(62 172905.61),(63 170846.7),(64 172039.36),(65 173207.78),(66 174609.8),(67 175268.52),(68 175238.53),(69 175773.27),(70 177846.63),(71 181667.06),(72 184090.88),(73 183255.81),(74 182869.81),(75 185585.02),(76 187946.11),(77 187593.83),(78 185235.14),(79 179401.67),
(1 27112.752),(2 69971.266),(3 106830.73),(4 125731.99),(5 131700.53),(6 134459.16),(7 147779.02),(8 161230.31),(9 171046.81),(10 173972.42),(11 173844.08),(12 178101.84),(13 186174.97),(14 192167.31),(15 194492.38),(16 191929.94),(17 187906.67),(18 187414.22),(19 190152.98),(20 192038.94),(21 191780.16),(22 186825.95),(23 175870.22),(24 166548.36),(25 163647.55),(26 162724.17),(27 160677.64),(28 155973.9),(29 148293.38),(30 141860.42),(31 142443.94),(32 146130.36),(33 150456.53),(34 153273.17),(35 155404.94),(36 154562.16),(37 159407.4),(38 164633.39),(39 169452.14),(40 173828.17),(41 179530.05),(42 181145.66),(43 181217.36),(44 178379.53),(45 174913.39),(46 175202.75),(47 179790.34),(48 182104.13),(49 180769.58),(50 178714.5),(51 177781.92),(52 178800.36),(53 181197.78),(54 181760.55),(55 180704.02),(56 180552.13),(57 182514.88),(58 184567.9),(59 188122.45),(60 190771.61),(61 191020.14),(62 188471.45),(63 185243.28),(64 181656.98),(65 180426.39),(66 181848.8),(67 183827.61),(68 182038.1),(69 178356.47),(70 176637.58),(71 178330.89),(72 181363.77),(73 182743.48),(74 182270.2),(75 181861.03),(76 181233.75),(77 179106.05),(78 175771.4),(79 172870.06),
(1 24652.68),(2 63562.027),(3 97605.63),(4 116382.75),(5 122148.15),(6 124398.516),(7 130552.27),(8 139006.73),(9 145615.17),(10 149924.83),(11 153837.1),(12 157627.17),(13 161924.4),(14 164765.64),(15 166095.83),(16 167367.81),(17 168189.7),(18 170010.72),(19 173122.25),(20 175460.84),(21 174564.52),(22 170421.86),(23 162400.83),(24 155606.45),(25 151358.77),(26 150453.66),(27 147485.81),(28 143360.75),(29 138294.75),(30 135180.42),(31 136543.88),(32 139333.22),(33 141375.19),(34 143628.53),(35 145274.36),(36 148000.11),(37 151624.3),(38 155321.17),(39 158090.7),(40 161490.2),(41 163354.02),(42 165635.98),(43 164342.98),(44 163387.5),(45 161824.03),(46 160535.23),(47 161093.22),(48 161577.7),(49 159352.23),(50 157461.34),(51 158477.28),(52 162227.47),(53 166670.52),(54 170851.19),(55 169788.97),(56 166114.53),(57 164250.94),(58 166616.88),(59 171433.23),(60 178064.17),(61 178384.02),(62 175302.92),(63 169794.1),(64 166414.28),(65 165256.02),(66 164945.38),(67 166490.28),(68 167335.33),(69 167917.97),(70 168056.63),(71 168345.6),(72 167287.64),(73 166231.52),(74 165344.03),(75 165023.27),(76 165008.1),(77 166452.97),(78 165448.88),(79 164940.78),
(1 24035.78),(2 61292.7),(3 94528.73),(4 113303.734),(5 119688.3),(6 121320.84),(7 126915.38),(8 135445.66),(9 143665.83),(10 148327.03),(11 149774.95),(12 149779.25),(13 150797.02),(14 153056.66),(15 155954.81),(16 156910.98),(17 156751.56),(18 156702.94),(19 158764.45),(20 160574.61),(21 159482.39),(22 157065.89),(23 155015.55),(24 153465.48),(25 154461.27),(26 155636.3),(27 155336.39),(28 153513.4),(29 151740.25),(30 148958.06),(31 148634.42),(32 150759.4),(33 153313.05),(34 156246.8),(35 157833.61),(36 158418.58),(37 161200.13),(38 163741.86),(39 164181.48),(40 163094.98),(41 162895.44),(42 164326.05),(43 167832.75),(44 166287.83),(45 161337.97),(46 155078.7),(47 150783.19),(48 149604.05),(49 152954.17),(50 155618.56),(51 158383.88),(52 160505.28),(53 163005.39),(54 166084.69),(55 166718.86),(56 165552.48),(57 167252.2),(58 170711.47),(59 174290.88),(60 178541.1),(61 177845.84),(62 174933.52),(63 172208.4),(64 171125.02),(65 171928.39),(66 171235.84),(67 168275.63),(68 162645.42),(69 159212.13),(70 158566.81),(71 162788.06),(72 167328.94),(73 168157.72),(74 166636.84),(75 166681.44),(76 167289.73),(77 166611.3),(78 165391.9),(79 162856.06),
(1 25568.688),(2 64497.64),(3 98709.33),(4 117934.1),(5 123477.48),(6 127383.87),(7 133927.4),(8 144027.95),(9 153975.39),(10 161391.25),(11 163794.25),(12 164006.25),(13 162034.8),(14 162169.45),(15 163207.06),(16 165482.02),(17 164426.52),(18 160696.38),(19 155238.69),(20 153422.55),(21 155992.6),(22 160346.3),(23 161239.39),(24 157187.97),(25 148274.16),(26 147072.4),(27 151088.47),(28 157242.39),(29 158047.73),(30 156667.7),(31 152957.22),(32 153542.86),(33 157499.56),(34 161845.3),(35 165715.7),(36 166850.2),(37 167801.9),(38 168731.78),(39 169236.08),(40 169909.13),(41 169541.64),(42 168691.55),(43 168205.98),(44 168186.44),(45 165568.22),(46 161955.81),(47 158703.23),(48 155894.83),(49 157953.25),(50 162308.19),(51 166515.36),(52 168782.17),(53 168305.73),(54 166929.11),(55 167863.08),(56 168934.34),(57 170106.2),(58 171164.94),(59 172409.72),(60 173234.5),(61 171872.22),(62 168400.2),(63 164823.05),(64 160180.88),(65 154481.61),(66 150912.44),(67 148198.58),(68 144030.69),(69 141006.48),(70 140156.03),(71 144959.36),(72 151656.06),(73 157494.55),(74 159027.78),(75 157926.83),(76 155885.98),(77 155054.08),(78 157247.83),(79 161431.98),
(1 28015.615),(2 69013.79),(3 101275.87),(4 116344.8),(5 122418.79),(6 128085.93),(7 140322.25),(8 151931.05),(9 160392.5),(10 164951.23),(11 167903.33),(12 169563.05),(13 168630.69),(14 166757.88),(15 165313.63),(16 166924.5),(17 165813.56),(18 162709.63),(19 157067.92),(20 152655.92),(21 152120.92),(22 154292.92),(23 154204.97),(24 152600.25),(25 147056.1),(26 146947.66),(27 149204.83),(28 151351.63),(29 152812.42),(30 153831.77),(31 154196.27),(32 152671.78),(33 151557.16),(34 153477.02),(35 157874.3),(36 162910.7),(37 166512.89),(38 169489.63),(39 171469.73),(40 173168.14),(41 172273.39),(42 171400.77),(43 171870.56),(44 171046.72),(45 166766.88),(46 160393.23),(47 156025.31),(48 152875.33),(49 156356.16),(50 163018.11),(51 167188.31),(52 168069.9),(53 165432.72),(54 164362.64),(55 165397.22),(56 170394.84),(57 175785.22),(58 178724.84),(59 177779.56),(60 175678.94),(61 175668.13),(62 177322.97),(63 176206.1),(64 170122.69),(65 162708.7),(66 156344.81),(67 155409.56),(68 154971.25),(69 156250.97),(70 157148.72),(71 158891.7),(72 161225.56),(73 162102.97),(74 164649.72),(75 166587.47),(76 165452.17),(77 161069.23),(78 158396.5),(79 162670.39),
(1 26177.096),(2 65863.03),(3 97241.24),(4 111064.086),(5 113560.87),(6 116281.93),(7 126774.055),(8 139193.63),(9 149666.38),(10 154345.53),(11 153956.72),(12 152754),(13 151715.86),(14 152488.72),(15 151855.38),(16 153412.63),(17 152426.42),(18 150297.98),(19 147679.08),(20 145930.47),(21 144882.63),(22 143464.98),(23 141388.17),(24 138921.25),(25 134751.06),(26 132860.84),(27 133906.98),(28 137511.75),(29 140178.36),(30 143492.61),(31 145571.47),(32 144330.17),(33 142580.75),(34 142382.64),(35 143508.4),(36 146973.27),(37 150459.58),(38 154512.86),(39 156057.4),(40 154985.11),(41 152435.19),(42 152013.88),(43 154521.2),(44 154391.69),(45 151485.31),(46 146023.75),(47 141665.23),(48 140161.08),(49 146494.42),(50 153680.83),(51 157493.5),(52 156786.47),(53 153708.72),(54 152682.08),(55 154967.5),(56 158358.36),(57 160174.89),(58 159788.69),(59 159150.6),(60 159518.53),(61 161342.94),(62 160016.98),(63 155756.97),(64 150807.86),(65 147753.86),(66 147915.48),(67 150251.05),(68 149821.95),(69 147891.31),(70 145847.03),(71 147553.64),(72 151808),(73 158585.22),(74 164695.11),(75 166405.48),(76 165352.53),(77 162196.47),(78 159634.14),(79 164167.78),
(1 25487.133),(2 63724.316),(3 92722.39),(4 104426.38),(5 106674.77),(6 108235.266),(7 117192.95),(8 127947.36),(9 136926.45),(10 142995.55),(11 145815.94),(12 145634.58),(13 145240.83),(14 145219.73),(15 144985.89),(16 146638.47),(17 148206.64),(18 149211.88),(19 148718.64),(20 144094.08),(21 139681.1),(22 137399.89),(23 135835.11),(24 135373.78),(25 132973.47),(26 129860.6),(27 128338.8),(28 129815.414),(29 132533.14),(30 135738.02),(31 138608.75),(32 138205.81),(33 137087.45),(34 136725.88),(35 139084.67),(36 144770.48),(37 149487.52),(38 154330.08),(39 156630.45),(40 153830.84),(41 148134.66),(42 146350.61),(43 149126.47),(44 151269.5),(45 148774.72),(46 143197.97),(47 139152.94),(48 138666.92),(49 143192.63),(50 147846.44),(51 148840.13),(52 145676.89),(53 142442.25),(54 142246.33),(55 145295.23),(56 147509.78),(57 146597.45),(58 143021.23),(59 139432.61),(60 139207.39),(61 140775.48),(62 142422.83),(63 140857.5),(64 138040.36),(65 134968.44),(66 134537.69),(67 135743),(68 136512.72),(69 136314.14),(70 133912.7),(71 132287.31),(72 134054.84),(73 138847.95),(74 144883.84),(75 148618.36),(76 149344.98),(77 148218.69),(78 148842.02),(79 154497.14),
(1 26373.861),(2 64661.906),(3 91759.555),(4 102056.586),(5 102246.41),(6 102804.01),(7 109020.51),(8 116741.6),(9 125455.46),(10 133294.92),(11 137652.67),(12 139207.03),(13 136194.03),(14 134473.3),(15 134548.94),(16 139341.45),(17 141986.63),(18 143072.64),(19 139164.19),(20 132216.81),(21 125665.27),(22 122706.18),(23 122368.17),(24 123245.45),(25 121415.65),(26 119404.2),(27 119404.77),(28 123983.74),(29 129210.71),(30 133791.39),(31 135536.25),(32 135570.06),(33 136655.52),(34 140441.17),(35 144723.02),(36 150750.48),(37 153221.19),(38 153671.38),(39 152257.64),(40 149555.23),(41 145587.73),(42 142652.97),(43 141993.02),(44 143322.13),(45 144899.77),(46 143749.33),(47 142053.08),(48 141406.36),(49 141459.39),(50 142518.95),(51 142864.42),(52 143205.92),(53 143534.55),(54 145273.55),(55 145706.39),(56 144631.92),(57 142286.19),(58 140887.95),(59 139737.7),(60 140124.77),(61 138619.28),(62 136122.13),(63 132936.77),(64 131212.31),(65 131313.36),(66 132069.53),(67 134029.61),(68 135215.56),(69 135981.77),(70 133474.89),(71 133052.67),(72 134046.67),(73 136606.28),(74 140509.34),(75 141540.17),(76 143152.53),(77 144298.53),(78 144809.95),(79 146547.52),
(1 28473.79),(2 66882.12),(3 93478.7),(4 102659.484),(5 101983.7),(6 105147.6),(7 112249.82),(8 117658.484),(9 125439.41),(10 132993.4),(11 140003.02),(12 144506.02),(13 144682.78),(14 144253.98),(15 143165.45),(16 145086.44),(17 146193.16),(18 145333.61),(19 144970),(20 142364.33),(21 137931.19),(22 134611.05),(23 133734.84),(24 134215.88),(25 133857.22),(26 131117.6),(27 130359.57),(28 132995.69),(29 136628.5),(30 139555.33),(31 139665.81),(32 137161.34),(33 134124.1),(34 134640.53),(35 135997.33),(36 138732.66),(37 138435.67),(38 135986.64),(39 135094.92),(40 136079.22),(41 135567.78),(42 135646.47),(43 131895.05),(44 131075.7),(45 133861.64),(46 136192.36),(47 138500.97),(48 139302.81),(49 139555.17),(50 138535.14),(51 136708.53),(52 137350.05),(53 139332.36),(54 140794.5),(55 142333.72),(56 141590.45),(57 140138.22),(58 139120.84),(59 137649.11),(60 133033.39),(61 129041.38),(62 128187.32),(63 127616.57),(64 128826.33),(65 129865.66),(66 128715.7),(67 128621.9),(68 128628.89),(69 129506.836),(70 130031.55),(71 132833.08),(72 134671.6),(73 136663.08),(74 140980.1),(75 143388.86),(76 144465.45),(77 144617.34),(78 144673.23),(79 144883.39),
(1 25599.53),(2 60022.992),(3 84300.83),(4 93432.93),(5 95891.17),(6 100997.67),(7 108310.914),(8 113104.1),(9 117304.375),(10 122788.83),(11 129407.11),(12 133881.33),(13 130824.43),(14 127458.28),(15 125851.35),(16 128672.27),(17 130978.1),(18 130568.87),(19 129655.07),(20 128371.445),(21 126596.18),(22 124256.41),(23 121524.53),(24 122243.62),(25 122268.414),(26 121664.16),(27 122645.89),(28 123815.45),(29 124763.586),(30 125936.18),(31 124139.37),(32 120921.12),(33 118809.7),(34 120823.734),(35 124703.65),(36 128648.37),(37 128512.4),(38 127926.6),(39 129908.97),(40 132753.94),(41 134303.55),(42 135197.58),(43 130999.09),(44 126911.62),(45 127110.38),(46 130148.62),(47 134857.45),(48 136432.31),(49 136465.22),(50 135283.86),(51 133028.1),(52 132520.89),(53 134097.7),(54 135295.05),(55 135881.77),(56 135716.94),(57 135025.94),(58 132435.36),(59 129700.4),(60 126850.55),(61 127349.34),(62 129578.07),(63 128800.445),(64 126183.4),(65 125284.72),(66 128158.734),(67 133956.55),(68 133815.39),(69 130197.83),(70 126205.75),(71 128682.98),(72 132190.25),(73 135834.22),(74 137072.72),(75 136403.14),(76 135767.78),(77 135977.06),(78 134215.55),(79 133557.19),
(1 25146.225),(2 60739.184),(3 87542),(4 96299.08),(5 94563.414),(6 94473.38),(7 99981.76),(8 105058.984),(9 110162.75),(10 113218.05),(11 114016.08),(12 115424.98),(13 114960.11),(14 114430.35),(15 115396.9),(16 117052.625),(17 118877.39),(18 120915.98),(19 122642.555),(20 125876.59),(21 127437.42),(22 126281.414),(23 124158),(24 123130.78),(25 123022.516),(26 123817.61),(27 126027.78),(28 128349.22),(29 128464.86),(30 129329.86),(31 129100.86),(32 128441.82),(33 128046.625),(34 127601.7),(35 128140.91),(36 128604.11),(37 126074.9),(38 123968.48),(39 123973.16),(40 125492.92),(41 127139.125),(42 126638.88),(43 122289.85),(44 116706.234),(45 115117.67),(46 117222),(47 121368.58),(48 122675.055),(49 120375.71),(50 116985.94),(51 114985.305),(52 116913.74),(53 119525.4),(54 120669.63),(55 118713.98),(56 118716.52),(57 121164.61),(58 124153.44),(59 126514.78),(60 127522.74),(61 126187.98),(62 123894.54),(63 121783.92),(64 121437.305),(65 124543.63),(66 129483.45),(67 131272.05),(68 127034.86),(69 121511.28),(70 120036.75),(71 123859.19),(72 127284),(73 128844.56),(74 128640.59),(75 125979.44),(76 125831.98),(77 127157.37),(78 128556.625),(79 129194.3),
(1 25131.547),(2 59664.605),(3 82738.94),(4 89630.914),(5 86981.69),(6 87923.3),(7 96112.78),(8 103772.85),(9 109181.95),(10 108020.805),(11 103402.305),(12 102122.836),(13 105907.02),(14 110072.664),(15 110640.586),(16 108552.336),(17 107088.47),(18 107837.58),(19 112100.54),(20 113890.85),(21 113025.69),(22 111209.18),(23 109797.79),(24 111120.555),(25 113460.3),(26 115801.13),(27 116221.29),(28 116339.42),(29 117291.76),(30 119566.68),(31 120524.31),(32 119532.914),(33 116068.05),(34 112775.84),(35 111979.58),(36 113026.07),(37 114682.16),(38 115461),(39 115168.16),(40 115350.305),(41 116400.695),(42 115213.35),(43 112740.09),(44 109241.914),(45 108100.414),(46 112693.85),(47 118773.89),(48 121996.96),(49 119203.6),(50 116264.586),(51 114976.96),(52 115116.266),(53 114576.414),(54 114472.74),(55 113423.8),(56 115091.016),(57 117376.57),(58 117631.625),(59 117087.15),(60 116533.26),(61 115040.836),(62 114515.59),(63 115969.07),(64 116910.05),(65 115012.14),(66 116686.54),(67 117967.26),(68 117743.07),(69 115226.79),(70 111087.18),(71 107104.445),(72 106553.89),(73 112810.67),(74 117767.37),(75 117127.37),(76 114024.94),(77 111883.95),(78 112786.266),(79 117351.055),
(1 24855.777),(2 60197.895),(3 85497.22),(4 96174.805),(5 96220.875),(6 98491.26),(7 105730.77),(8 112535.305),(9 117935.484),(10 118108.766),(11 115783.29),(12 114781.29),(13 119500.57),(14 122354.9),(15 120770.586),(16 118037.62),(17 115559.266),(18 116070.42),(19 118741.766),(20 118248.22),(21 114260.375),(22 109727.086),(23 107109.05),(24 108358.164),(25 112169.7),(26 114256.34),(27 114126.555),(28 112933.64),(29 112484.336),(30 114154.93),(31 116373.88),(32 117419.41),(33 117250.6),(34 115556.484),(35 114141.914),(36 113214.65),(37 114467.57),(38 118306.2),(39 120786.49),(40 123047.766),(41 123037.54),(42 121077.6),(43 119760.12),(44 118506.695),(45 118499),(46 121102.62),(47 123423.25),(48 122861.164),(49 120743.84),(50 119991.914),(51 119211.91),(52 116577.95),(53 113880.53),(54 111645.08),(55 112908.72),(56 115828.91),(57 118999.5),(58 120038.5),(59 119430.984),(60 117464.16),(61 116965.836),(62 116911.86),(63 118631.25),(64 119931.37),(65 119008.11),(66 119836.05),(67 121058.055),(68 120115.914),(69 116391.18),(70 112347.695),(71 110537.01),(72 112156.4),(73 115311.51),(74 115017.77),(75 111276.016),(76 109289.234),(77 110134.12),(78 112841.43),(79 114643.77),
(1 26046.715),(2 60598.484),(3 83454.805),(4 90626.37),(5 90440.11),(6 93100.805),(7 102146.86),(8 109770.19),(9 113553.17),(10 112978.76),(11 109930.43),(12 108984.92),(13 111686.164),(14 112588.84),(15 111301.93),(16 110370.625),(17 109478.58),(18 108371.19),(19 109709.28),(20 111395.87),(21 111947.484),(22 110858.945),(23 109229.99),(24 109115.96),(25 112126),(26 115248.51),(27 115507.46),(28 112777.766),(29 109196.14),(30 109546.7),(31 114091.54),(32 116794.15),(33 116477.98),(34 114266.77),(35 115039),(36 117734.47),(37 122493.81),(38 125683.32),(39 127010.78),(40 125314.09),(41 124139.414),(42 123996.93),(43 121854.82),(44 117822.88),(45 115789.734),(46 115663.95),(47 117366.88),(48 116223.75),(49 113949.56),(50 113794.664),(51 114300.93),(52 112857.44),(53 109539.68),(54 107344.3),(55 107884.16),(56 111186.6),(57 112991.46),(58 114402.375),(59 114848.44),(60 113834.06),(61 113844.875),(62 115057.055),(63 116354),(64 116848.31),(65 116660.19),(66 116865.695),(67 116659.84),(68 113714.89),(69 111299.336),(70 109563.164),(71 108472.79),(72 107801.555),(73 106472.52),(74 105477.97),(75 104858.45),(76 105838.89),(77 107279.58),(78 108130.37),(79 108867.35),
