1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7103.3813),(2 11442.347),(3 14352.567),(4 16998.709),(5 18832.53),(6 20223.574),(7 21639.594),(8 22355.615),(9 22938.611),(10 23345.498),(11 24048.16),(12 24360.96),(13 24278.918),(14 24585.438),(15 24582.06),(16 24443.854),(17 24027.28),(18 23690.85),(19 23255.602),(20 22980.955),(21 22790.744),(22 22788.248),(23 22916.84),(24 23152.11),(25 23282.238),(26 23175.195),(27 23246.559),(28 23468.428),(29 23520.707),(30 23665.777),(31 23653.066),(32 23847.303),(33 23946.61),(34 23935.676),(35 24267.531),(36 24551.865),(37 24717.104),(38 24590.596),(39 24824.043),(40 24900.346),(41 24525.26),(42 24536.51),(43 24563.438),(44 24259.143),(45 24309.244),(46 24092.54),(47 24004.768),(48 24323.979),(49 24322.672),(50 24551.26),(51 24789.287),(52 24821.914),(53 25195.752),(54 25149.176),(55 25112.83),(56 25250.314),(57 25505.422),(58 25223.36),(59 25669.85),(60 25854.484),(61 26101.361),(62 26045.748),(63 25983.33),(64 26039.418),(65 26140.643),(66 26193.975),(67 26231.684),(68 26298.33),(69 26424.48),(70 26517.574),(71 26607.55),(72 26523.213),(73 26425.465),(74 26733.9),(75 26837.318),(76 26795.928),(77 26876.646),(78 26874.209),(79 26678.074),
(1 6894.371),(2 11072.618),(3 13867.332),(4 16565.51),(5 18672.582),(6 20204.064),(7 21546.348),(8 22607.836),(9 23464.178),(10 23774.785),(11 24223.115),(12 24619.262),(13 24609.863),(14 24557.426),(15 24607.467),(16 24239.854),(17 23894.484),(18 23500.482),(19 23023.305),(20 22731.047),(21 22577.732),(22 22481.953),(23 22414.342),(24 22666.223),(25 22940.715),(26 22828.309),(27 23098.578),(28 23215.387),(29 23513.777),(30 23663.89),(31 24060.873),(32 24153.834),(33 24054.137),(34 23940.277),(35 24114.176),(36 24002.463),(37 23949.912),(38 23891.135),(39 24222.758),(40 24020),(41 23831.41),(42 23722.94),(43 23871.174),(44 24083.617),(45 24352.45),(46 24412.434),(47 24424.783),(48 24790.41),(49 25012.998),(50 25007.953),(51 25334.174),(52 25332.178),(53 25359.621),(54 25255.436),(55 25137.922),(56 25150.012),(57 24953.588),(58 24692.447),(59 25113.623),(60 24881.75),(61 24913.842),(62 24927.867),(63 25239.691),(64 24934.879),(65 25035.107),(66 24916.322),(67 24775.822),(68 24970.305),(69 25009.975),(70 25186.537),(71 25388.285),(72 25315.654),(73 25052.021),(74 25066.004),(75 24817.352),(76 24586.904),(77 24594.54),(78 24792.65),(79 24748.348),
(1 6749.388),(2 10630.811),(3 13233.93),(4 15950.77),(5 17877.865),(6 19541.076),(7 21048.14),(8 22169.064),(9 23096.72),(10 23591.625),(11 24083.848),(12 24309.605),(13 24474.996),(14 24249.068),(15 23893.254),(16 23449.594),(17 23025.525),(18 22770.285),(19 22327.85),(20 21773.828),(21 21469.377),(22 21128.36),(23 21099.943),(24 21450.375),(25 21803.148),(26 21981.852),(27 22426.557),(28 22897.365),(29 22930.877),(30 23487.053),(31 24064.12),(32 24007.068),(33 23957.684),(34 23911.406),(35 24143.346),(36 24236.178),(37 24319.43),(38 24301.828),(39 24250.758),(40 24197.049),(41 24209.762),(42 24292.172),(43 24624.424),(44 24874.22),(45 25080.049),(46 25188.377),(47 25053.594),(48 25371.867),(49 25318.014),(50 25102.828),(51 25190.205),(52 25249.727),(53 24707.674),(54 24605.666),(55 24418.92),(56 24333.586),(57 23977.465),(58 23865.975),(59 23877.76),(60 23856.623),(61 23782.82),(62 23992.29),(63 24067.273),(64 24010.639),(65 24058.37),(66 23954.05),(67 24219.762),(68 24319.592),(69 24199.63),(70 24369.309),(71 24571.121),(72 24552.072),(73 24186.045),(74 24482.586),(75 24014.408),(76 23858.879),(77 23678.86),(78 23718.744),(79 23875.826),
(1 6546.573),(2 10573.069),(3 13265.27),(4 15848.969),(5 17876.912),(6 19603.959),(7 21199.178),(8 22356.535),(9 23149.428),(10 23953.307),(11 24913.227),(12 25069.004),(13 25176.72),(14 25109.723),(15 25035.732),(16 24545.252),(17 24079.967),(18 23657.783),(19 23443.889),(20 22951.041),(21 22589.344),(22 22313.344),(23 22012.434),(24 22154.824),(25 21849.266),(26 22122.459),(27 22401.348),(28 22796.184),(29 22983.098),(30 23343.475),(31 23729.432),(32 23790.953),(33 23955.332),(34 24167.467),(35 24457.201),(36 24674.422),(37 24904.324),(38 24793.535),(39 24702.836),(40 24739.426),(41 24638.055),(42 24623.45),(43 24702.432),(44 24672.604),(45 24744.682),(46 24990.744),(47 24892.182),(48 25259.912),(49 25245.684),(50 24935.625),(51 24870.127),(52 24418.309),(53 23853.258),(54 23828.906),(55 23707.975),(56 23979.785),(57 24091.557),(58 24038.605),(59 24291.383),(60 24477.924),(61 24635.838),(62 24984.691),(63 25340.53),(64 25095.785),(65 25554.182),(66 25669.74),(67 26151.232),(68 26329.342),(69 26538.412),(70 26774.45),(71 27027.78),(72 27020.092),(73 26557.402),(74 26551.395),(75 26389.37),(76 26334.201),(77 26228.924),(78 26333.105),(79 26437.295),
(1 6415.312),(2 10209.637),(3 13059.039),(4 15450.721),(5 17238.729),(6 18949.174),(7 20396.377),(8 21475.1),(9 22462.828),(10 23228.965),(11 23895.385),(12 24111.328),(13 24142.746),(14 24210.04),(15 24204.275),(16 23649.049),(17 23098.74),(18 22716.49),(19 22359.643),(20 22088.408),(21 21886.963),(22 21602.875),(23 21183.742),(24 21041.086),(25 20758.592),(26 20869.195),(27 21072.709),(28 21224.625),(29 21431.104),(30 21664.639),(31 21889.758),(32 21936.484),(33 22093.574),(34 22252.129),(35 22347.6),(36 22478.205),(37 22527.258),(38 22526.604),(39 22776.215),(40 22940.8),(41 22925.652),(42 22813.754),(43 22806.09),(44 22994.297),(45 23380.242),(46 23426.488),(47 23706.178),(48 23731.383),(49 23673.488),(50 23272.691),(51 23166.836),(52 22699.129),(53 22252.135),(54 22291.934),(55 22261.596),(56 22469.758),(57 22352.95),(58 22712.76),(59 22995.252),(60 23218.055),(61 23494.482),(62 24048.97),(63 24534.76),(64 24914.453),(65 25356.26),(66 25608.559),(67 25916.924),(68 26220.129),(69 26497.46),(70 26709.826),(71 26876.475),(72 26830.814),(73 26587.861),(74 26431.084),(75 26030.94),(76 26051.213),(77 25668.197),(78 25510.734),(79 25268.059),
(1 6135.252),(2 9893.105),(3 12227.881),(4 14423.413),(5 15950.409),(6 17268.068),(7 18486.42),(8 19457.48),(9 20067.637),(10 20693.807),(11 21270.426),(12 21722.098),(13 22010.62),(14 22260.285),(15 22400.037),(16 21926.5),(17 21634.014),(18 21504.914),(19 21155.938),(20 20629.293),(21 20499.895),(22 20279.143),(23 20092.299),(24 19582.838),(25 19365.893),(26 19418.389),(27 19643.045),(28 19897.105),(29 19773.645),(30 20030.598),(31 20346.607),(32 20874.5),(33 21003.906),(34 21160.594),(35 21431.783),(36 21570.193),(37 21784.115),(38 21755.67),(39 21928.146),(40 22100.45),(41 21853.662),(42 21746.049),(43 21773.648),(44 21696.455),(45 21757.14),(46 21785.828),(47 21804.924),(48 21761.926),(49 21343.646),(50 21039.81),(51 21255.814),(52 20985.258),(53 21026.8),(54 21053.975),(55 20912.94),(56 21027.64),(57 20897.03),(58 21152.152),(59 21327.875),(60 21357.023),(61 21387.52),(62 21734.717),(63 22265.246),(64 22427.7),(65 22659.68),(66 22519.293),(67 22513.367),(68 22734.9),(69 22808.156),(70 22852.33),(71 22768.86),(72 22779.994),(73 22843.928),(74 22826.78),(75 22714.521),(76 22764.902),(77 22934.777),(78 22817.73),(79 22541.654),
(1 6053.08),(2 9682.268),(3 12234.671),(4 14365.557),(5 15979.457),(6 17285.984),(7 18373.566),(8 19441.39),(9 19976.324),(10 20408.635),(11 20836.502),(12 21313.684),(13 21981.854),(14 22098.14),(15 22009.902),(16 21913.29),(17 21735.793),(18 21526.447),(19 21353.86),(20 21019.715),(21 20854.186),(22 20383.639),(23 20272.408),(24 20112.107),(25 19987.068),(26 20036.549),(27 20240.893),(28 20329.594),(29 20360.596),(30 20513.14),(31 20680.36),(32 20920.729),(33 21143.434),(34 21349.004),(35 21511.031),(36 21790.37),(37 21992.375),(38 22086.076),(39 22189.295),(40 22203.982),(41 21971.762),(42 21944.945),(43 22095.484),(44 21995.516),(45 22189.38),(46 21947.904),(47 21674.479),(48 21692.336),(49 21353.74),(50 21231.625),(51 21175.49),(52 20990.408),(53 20648.734),(54 20459.027),(55 20478.36),(56 20680.055),(57 20615.523),(58 20819.492),(59 21335.488),(60 21671.406),(61 22045.99),(62 22548.19),(63 22936.572),(64 22970.465),(65 23114.582),(66 23040.084),(67 23107.688),(68 23174.43),(69 22826.58),(70 22755.441),(71 22589.83),(72 22386.203),(73 22241.05),(74 21994.541),(75 22031.49),(76 22041.346),(77 22271.191),(78 22553.646),(79 22551.97),
(1 5888.5225),(2 9140.758),(3 11617.154),(4 13808.228),(5 15506.41),(6 16995.168),(7 18265.93),(8 19354.582),(9 20014.004),(10 20575.795),(11 21114.643),(12 21623.814),(13 21864.15),(14 21925.209),(15 21775.764),(16 21475.19),(17 21186.89),(18 21000.24),(19 20709.314),(20 20442.463),(21 20167.035),(22 19925.518),(23 19762.295),(24 19781.934),(25 19504.344),(26 19411.188),(27 19639.55),(28 19846.648),(29 19624.799),(30 19733.635),(31 19898.22),(32 19994.291),(33 20095.355),(34 20286.324),(35 20384.115),(36 20610.87),(37 20679.314),(38 20751.816),(39 20770.635),(40 20757.883),(41 20744.873),(42 20842.29),(43 21104.563),(44 21009.963),(45 21114.04),(46 20930.605),(47 20916.21),(48 21158.18),(49 21067.463),(50 21128.297),(51 21271.658),(52 21368.621),(53 21060.021),(54 21449.701),(55 21186.385),(56 21384.723),(57 21233.754),(58 21262.545),(59 21482.217),(60 21689.084),(61 21919.654),(62 21974.15),(63 22271.486),(64 22490.621),(65 22669.443),(66 22634.5),(67 22511.11),(68 22509.545),(69 22164.445),(70 22048.291),(71 21996.87),(72 21804.248),(73 21721),(74 21727.832),(75 21793.104),(76 21893.133),(77 22009.713),(78 22111.707),(79 22121.004),
(1 5722.133),(2 8775.384),(3 11180.738),(4 13288.593),(5 14819.934),(6 16315.582),(7 17571.66),(8 18412.332),(9 19076.373),(10 19694.035),(11 20217.33),(12 20667.338),(13 20929.256),(14 20835.79),(15 20775.82),(16 20454.46),(17 20339.41),(18 20132.66),(19 19757.406),(20 19555.299),(21 19369.895),(22 19199.115),(23 19259.16),(24 19116.764),(25 19067.639),(26 18761.36),(27 18986.443),(28 19218.914),(29 18968.598),(30 19109.03),(31 19354.373),(32 19268.863),(33 19482.182),(34 19612.545),(35 19684.498),(36 19926.252),(37 19947.297),(38 20061.766),(39 20065.889),(40 20030.998),(41 20151.951),(42 20177.598),(43 20355.11),(44 20307.664),(45 20045.55),(46 19900.064),(47 20065.012),(48 20386.686),(49 20289.727),(50 20241.969),(51 20400.41),(52 20463.637),(53 20430.98),(54 20578.098),(55 20117.156),(56 20233.86),(57 20060.023),(58 19993.332),(59 20136.88),(60 20009.916),(61 20065.75),(62 20046.621),(63 20325.918),(64 20735.795),(65 21073.797),(66 21360.16),(67 21349.12),(68 21515.59),(69 21420.48),(70 21503.277),(71 21321.877),(72 21197.266),(73 20933.996),(74 20860.316),(75 20959.656),(76 21051.01),(77 21085.264),(78 21018.48),(79 21131.04),
(1 5409.926),(2 8492.159),(3 10770.328),(4 12839.205),(5 14402.01),(6 15658.306),(7 16647.955),(8 17465.371),(9 18135.13),(10 18632.705),(11 19065.66),(12 19395.338),(13 19608.752),(14 19725.502),(15 19846.162),(16 19652.104),(17 19631.354),(18 19343.732),(19 18968.43),(20 18516.19),(21 18354.195),(22 18151.863),(23 18272.182),(24 17948.654),(25 17670.148),(26 17494.81),(27 17704.516),(28 17929.738),(29 18021.404),(30 18281.395),(31 18646.932),(32 18582.256),(33 18577.459),(34 18689.28),(35 18852.053),(36 18991.787),(37 19080),(38 19052.965),(39 19096.646),(40 19007.637),(41 19032.521),(42 19102.488),(43 19079.988),(44 19089.268),(45 18934.53),(46 18700.623),(47 18573.973),(48 18636.457),(49 18455.475),(50 18335.746),(51 18465.572),(52 18415.73),(53 18330.227),(54 18345.455),(55 18342.73),(56 18509.844),(57 18555.158),(58 18602.266),(59 18856.807),(60 18657.422),(61 18669.658),(62 18846.05),(63 19070.426),(64 19487.682),(65 19834.49),(66 20037.469),(67 20117.006),(68 20363.256),(69 20320.887),(70 20363.953),(71 20337.92),(72 20150.71),(73 19891.457),(74 19698.236),(75 20134.836),(76 20199.23),(77 20208.7),(78 20364.959),(79 20454.316),
(1 5238.285),(2 8148.0146),(3 10419.908),(4 12547.426),(5 13970.951),(6 15239.687),(7 16338.042),(8 17217.518),(9 17785.656),(10 18197.879),(11 18699.916),(12 19139.361),(13 19314.18),(14 19325.047),(15 19380.963),(16 19157.807),(17 18979.105),(18 18751.957),(19 18283.4),(20 17969.656),(21 17824.576),(22 17552.096),(23 17550.49),(24 17333.486),(25 16947.86),(26 16754.19),(27 17030.98),(28 17366.66),(29 17668.35),(30 17967.234),(31 18171.406),(32 18283.512),(33 18253.982),(34 18491.398),(35 18706.168),(36 18588.922),(37 18620.152),(38 18600.361),(39 18576.51),(40 18686.451),(41 18640.605),(42 18515.047),(43 18709.033),(44 18546.182),(45 18317.9),(46 18119.727),(47 18067.64),(48 17892.05),(49 17633.838),(50 17604.676),(51 17687.824),(52 17588.072),(53 17492.686),(54 17703.336),(55 17795.656),(56 18023.398),(57 18090.707),(58 18256.975),(59 18433.352),(60 18506.78),(61 18581.16),(62 18475.553),(63 18586.025),(64 18755.668),(65 18931.531),(66 19188.941),(67 19380.188),(68 19637.938),(69 19540.057),(70 19624.941),(71 19395.096),(72 19009.652),(73 19013.947),(74 18964.436),(75 19199.492),(76 19648.9),(77 19915.438),(78 20284.816),(79 20346.824),
(1 5319.0933),(2 8260.771),(3 10452.552),(4 12698.184),(5 14252.171),(6 15488.668),(7 16502.588),(8 17100.645),(9 17606.717),(10 17971.492),(11 18628.814),(12 18917.9),(13 18991.18),(14 19002.543),(15 18954.994),(16 18839.338),(17 18534.766),(18 18296.434),(19 17851.883),(20 17601.209),(21 17383.574),(22 17128.342),(23 17167.762),(24 17229.459),(25 17188.064),(26 17198.43),(27 17570.307),(28 18047.574),(29 18227.617),(30 18527.105),(31 18599.906),(32 18732.113),(33 18954.086),(34 19076.883),(35 19248.154),(36 19150.246),(37 19148.477),(38 19173.219),(39 19134.564),(40 19126.799),(41 19138.123),(42 19172.361),(43 19245.412),(44 19143.818),(45 19023.303),(46 18765.691),(47 18886.717),(48 18843.018),(49 18586.605),(50 18705.238),(51 18946.736),(52 18726.582),(53 18598.637),(54 18637.559),(55 18668.904),(56 18850.354),(57 18824.617),(58 18955.682),(59 19053.252),(60 18912.914),(61 18962.492),(62 18835.09),(63 18788.014),(64 18901.557),(65 19044.096),(66 19227.57),(67 19314.645),(68 19586.81),(69 19322.184),(70 19002.47),(71 18717.086),(72 18109.734),(73 17679.182),(74 17734.236),(75 18400.625),(76 18622.854),(77 18685.898),(78 19293.656),(79 19633.29),
(1 5151.385),(2 8032.1816),(3 10242.731),(4 12380.933),(5 13888.418),(6 15061.56),(7 16238.471),(8 16845.232),(9 17492.018),(10 18040.613),(11 18641.129),(12 18859.951),(13 18869.305),(14 18870.387),(15 18921.588),(16 18702.064),(17 18427.434),(18 18221.994),(19 17677.635),(20 17317.822),(21 17216.393),(22 16909.547),(23 16837.988),(24 16983.426),(25 17000.107),(26 16967.188),(27 17343.852),(28 17541.564),(29 17574.635),(30 17995.953),(31 18131.924),(32 18253.947),(33 18380.912),(34 18547.207),(35 18781.383),(36 18902.701),(37 19195.021),(38 19242.035),(39 19243.361),(40 19136.393),(41 18992.676),(42 18949.207),(43 18764.904),(44 18605.182),(45 18343.723),(46 18155.734),(47 18174.965),(48 18262.04),(49 18159.268),(50 18202.969),(51 18360.295),(52 18287.94),(53 18354.303),(54 18288.568),(55 18169.824),(56 18309.604),(57 18270.973),(58 18323.307),(59 18335.617),(60 18353.36),(61 18202.156),(62 18053.055),(63 18010.803),(64 17989.648),(65 18263.426),(66 18352.326),(67 18663.457),(68 19057.547),(69 18854.014),(70 18509.848),(71 18339.78),(72 17787.447),(73 17407.557),(74 17504.832),(75 17871.178),(76 18080.78),(77 18089.857),(78 18438.018),(79 18562.346),
(1 4986.2236),(2 7680.857),(3 9616.143),(4 11664.168),(5 12888.116),(6 13917.479),(7 14880.823),(8 15316.132),(9 15849.22),(10 16117.541),(11 16637.793),(12 16825.686),(13 16729.62),(14 16722.406),(15 16864.236),(16 16733.037),(17 16612.78),(18 16352.474),(19 15918.157),(20 15647.101),(21 15380.273),(22 15254.353),(23 15448.268),(24 15355.841),(25 15440.445),(26 15594.84),(27 15831.123),(28 15980.163),(29 16057.362),(30 16209.22),(31 16392.24),(32 16195.046),(33 16240.145),(34 16443.994),(35 16838.465),(36 17033.684),(37 17286.453),(38 17399.195),(39 17558.953),(40 17744.57),(41 17554.016),(42 17507.096),(43 17363.404),(44 17189.73),(45 17079.465),(46 16875.863),(47 16638.305),(48 16720.676),(49 16456.379),(50 16404.432),(51 16534.313),(52 16426.553),(53 16521.11),(54 16802.967),(55 16698.098),(56 16783.775),(57 16711.06),(58 16698.877),(59 16797.281),(60 16853.248),(61 16832.363),(62 16709.758),(63 16960.043),(64 17020.143),(65 17226.553),(66 17272.77),(67 17337.492),(68 17441.246),(69 17223.705),(70 17024.623),(71 16918.621),(72 16542.41),(73 16278.811),(74 16472.33),(75 16602.637),(76 16829.854),(77 16890.11),(78 17155.51),(79 17262.146),
(1 4761.044),(2 7271.5137),(3 9192.434),(4 11085.812),(5 12299.678),(6 13310.711),(7 14276.591),(8 15066.248),(9 15506.959),(10 15931.42),(11 16252.879),(12 16370.609),(13 16378.877),(14 16363.569),(15 16320.433),(16 16160.06),(17 16068.553),(18 15835.402),(19 15586.993),(20 15202.594),(21 15020.195),(22 14732.133),(23 14738.757),(24 14696.638),(25 14568.223),(26 14635.4375),(27 14880.668),(28 15166.751),(29 15177.526),(30 15290.957),(31 15417.077),(32 15543.916),(33 15636.406),(34 15755.065),(35 15992.127),(36 16191.771),(37 16378.366),(38 16349.244),(39 16332.395),(40 16212.5),(41 16091.882),(42 15922.218),(43 15944.156),(44 15964.84),(45 15998.418),(46 15864.019),(47 15830.511),(48 15883.08),(49 15699.381),(50 15659.853),(51 15762.616),(52 15734.533),(53 15782.53),(54 15945.853),(55 15872.196),(56 15914.813),(57 16041.332),(58 16149.659),(59 16194.397),(60 16332.881),(61 16449.76),(62 16454.486),(63 16806.969),(64 17031.992),(65 17295.11),(66 17274.29),(67 17526.506),(68 17636.676),(69 17531.314),(70 17578.314),(71 17406.674),(72 17126.281),(73 16814.463),(74 16584.072),(75 16612.541),(76 16598.469),(77 16508.986),(78 16513.646),(79 16528.111),
(1 4641.6587),(2 7127.9937),(3 8868.33),(4 10594.901),(5 11761.972),(6 12666.524),(7 13511.702),(8 14271.227),(9 14721.61),(10 15029.479),(11 15627.01),(12 15861.814),(13 15882.229),(14 16045.767),(15 15953.219),(16 15629.235),(17 15440.172),(18 15396.628),(19 15101.433),(20 14700.334),(21 14582.546),(22 14189.597),(23 14045.47),(24 13912.428),(25 13834.678),(26 13752.884),(27 14049.265),(28 14309.408),(29 14352.117),(30 14626.364),(31 14950.716),(32 15292.162),(33 15485.663),(34 15628.398),(35 15602.331),(36 15597.666),(37 15760.036),(38 15772.471),(39 15718.032),(40 15564.848),(41 15608.203),(42 15581.252),(43 15782.694),(44 15828.818),(45 15963.519),(46 15925.122),(47 15988.998),(48 16102.806),(49 15979.709),(50 15892.54),(51 16003.233),(52 16101.271),(53 16228.687),(54 16161.223),(55 16064.02),(56 16109.977),(57 16109.027),(58 16049.638),(59 16034.562),(60 16043.237),(61 16081.915),(62 16291.387),(63 16497.867),(64 16624.898),(65 16729.092),(66 16668.65),(67 16835.965),(68 17008.3),(69 16882.684),(70 16919.742),(71 16656.826),(72 16576.885),(73 16421.229),(74 16485.379),(75 16744.967),(76 16674.816),(77 16697.176),(78 16731.99),(79 16747.953),
(1 4597.973),(2 6924.0854),(3 8822.4),(4 10440.6),(5 11546.388),(6 12615.084),(7 13320.34),(8 13999.711),(9 14336.506),(10 14694.891),(11 15364.091),(12 15938.427),(13 16139.188),(14 16180.814),(15 16143.544),(16 15979.667),(17 15638.739),(18 15527.418),(19 15113.382),(20 14688.496),(21 14558.837),(22 14041.256),(23 14003.61),(24 13921.459),(25 13687.58),(26 13617.562),(27 13662.742),(28 13748.699),(29 13841.941),(30 13996.424),(31 14226.371),(32 14414.294),(33 14466.534),(34 14591.916),(35 14676.76),(36 14644.623),(37 14900.44),(38 14912.411),(39 14912.463),(40 14910.979),(41 14822.412),(42 14878.447),(43 15074.989),(44 15077.954),(45 15190.729),(46 15224.318),(47 15292.723),(48 15300.76),(49 15195.018),(50 15179.258),(51 15196.966),(52 15259.121),(53 15304.737),(54 15315.999),(55 15019.492),(56 15014.1045),(57 14976.743),(58 15093.819),(59 15203.196),(60 15237.523),(61 15137.719),(62 15291.024),(63 15542.829),(64 15635.627),(65 15771.718),(66 15868.662),(67 15953.172),(68 16050.551),(69 15981.597),(70 15997.374),(71 15904.064),(72 15930.048),(73 15922.114),(74 16202.353),(75 16530.574),(76 16494.543),(77 16649.355),(78 16738.518),(79 16771.666),
(1 4386.55),(2 6631.5127),(3 8418.596),(4 9858.999),(5 10878.176),(6 11807.492),(7 12464.851),(8 12969.063),(9 13416.689),(10 13695.231),(11 14270.259),(12 14563.737),(13 14613.22),(14 14616.532),(15 14734.224),(16 14666.381),(17 14370.287),(18 14251.338),(19 13808.537),(20 13468.4795),(21 13266.995),(22 12973.756),(23 12910.539),(24 12955.415),(25 12850.908),(26 12760.78),(27 12892.168),(28 13131.296),(29 13365.346),(30 13641.203),(31 13822.69),(32 13889.157),(33 13884.173),(34 13958.641),(35 14162.288),(36 14115.568),(37 14232.211),(38 14387.2705),(39 14551.722),(40 14555.991),(41 14357.534),(42 14380.237),(43 14318.329),(44 14257.899),(45 14284.241),(46 14307.123),(47 14163.464),(48 14173.725),(49 14083.419),(50 14064.624),(51 14271.632),(52 14113.209),(53 14079.353),(54 14177.619),(55 14154.191),(56 14221.777),(57 14276.771),(58 14243.006),(59 14298.717),(60 14348.994),(61 14457.474),(62 14441.834),(63 14593.911),(64 14549.98),(65 14668.967),(66 14760.133),(67 14690.698),(68 14727.605),(69 14691.908),(70 14608.872),(71 14533.192),(72 14437.415),(73 14479.899),(74 14715.449),(75 14980.711),(76 15150.349),(77 15175.796),(78 15267.495),(79 15406.26),
