1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6967.228),(2 21284.514),(3 41102.426),(4 62297.996),(5 87935.87),(6 114725.98),(7 146909.3),(8 185690.83),(9 226868.56),(10 264261.6),(11 309582.9),(12 344216.5),(13 387104.9),(14 428389.6),(15 467112.84),(16 500926.16),(17 530822.94),(18 558611.44),(19 586856.7),(20 613279.06),(21 644316.2),(22 677955.25),(23 717637.06),(24 758156.25),(25 801213.7),(26 845846.8),(27 890859.2),(28 930265.5),(29 957707.5),(30 968688.06),(31 956655.5),(32 945010.7),(33 931677.25),(34 912336.2),(35 891344.06),(36 874056.5),(37 851808.2),(38 838397.56),(39 831717.3),(40 828576.3),(41 822635.5),(42 806594.44),(43 789813.8),(44 777670.8),(45 757982.94),(46 726951.8),(47 685575.8),(48 640506.94),(49 594135.5),(50 553156.44),(51 528198.1),(52 518221.84),(53 516259.22),(54 521007.63),(55 536281.25),(56 555392.2),(57 584535.9),(58 613458.7),(59 639591.7),(60 657969.56),(61 671063.9),(62 690126.25),(63 716814.5),(64 736666.3),(65 751467.2),(66 767178.5),(67 784997.06),(68 810844.44),(69 838007),(70 859333.2),(71 877100.2),(72 881766.3),(73 892458),(74 902456.3),(75 902128.2),(76 907858.06),(77 915013.56),(78 916135.8),(79 917635.5),
(1 704.2787),(2 1207.1599),(3 1650.5786),(4 1951.5875),(5 2208.938),(6 2418.4539),(7 2584.6455),(8 2731.9531),(9 2857.5532),(10 2987.9753),(11 3089.9011),(12 3201.8938),(13 3330.3276),(14 3415.2864),(15 3510.776),(16 3557.9302),(17 3636.3374),(18 3691.7935),(19 3738.6519),(20 3781.7046),(21 3826.041),(22 3856.8606),(23 3905.5056),(24 3954.8167),(25 3987.763),(26 3999.0918),(27 4021.6775),(28 4067.2024),(29 4089.737),(30 4106.32),(31 4149.385),(32 4161.8667),(33 4204.4854),(34 4217.466),(35 4220.055),(36 4240.6035),(37 4267.7285),(38 4245.6006),(39 4274.963),(40 4294.39),(41 4312.9233),(42 4303.4478),(43 4268.1626),(44 4275.6885),(45 4273.0786),(46 4282.554),(47 4309.4307),(48 4349.8794),(49 4362.2593),(50 4359.491),(51 4367.2827),(52 4364.631),(53 4372.5415),(54 4396.0103),(55 4390.9556),(56 4395.4736),(57 4389.4175),(58 4377.2725),(59 4372.402),(60 4355.816),(61 4350.4517),(62 4343.29),(63 4338.7124),(64 4342.063),(65 4338.171),(66 4351.0874),(67 4349.4697),(68 4342.8164),(69 4361.397),(70 4364.2563),(71 4347.7104),(72 4374.9067),(73 4360.303),(74 4377.9194),(75 4417.1655),(76 4448.008),(77 4457.7466),(78 4492.124),(79 4486.3403),
(1 717.4186),(2 1224.0945),(3 1662.9232),(4 1939.0747),(5 2190.5369),(6 2399.0808),(7 2563.1409),(8 2714.8374),(9 2840.4917),(10 2957.4646),(11 3059.737),(12 3149.797),(13 3269.8857),(14 3329.2449),(15 3436.1309),(16 3486.8765),(17 3549.3171),(18 3585.8398),(19 3630.446),(20 3713.1375),(21 3773.989),(22 3825.453),(23 3859.8997),(24 3891.6213),(25 3924.3613),(26 3954.258),(27 3996.2786),(28 4015.777),(29 4048.6448),(30 4069.0996),(31 4108.2163),(32 4108.8613),(33 4138.94),(34 4154.173),(35 4179.8247),(36 4176.532),(37 4181.319),(38 4168.659),(39 4196.0713),(40 4201.163),(41 4232.8403),(42 4266.1006),(43 4234.7217),(44 4251.254),(45 4252.463),(46 4267.5625),(47 4275.6226),(48 4305.4097),(49 4339.006),(50 4363.18),(51 4384.2754),(52 4409.4614),(53 4416.575),(54 4427.766),(55 4429.595),(56 4436.723),(57 4425.787),(58 4422.304),(59 4419.6597),(60 4421.4893),(61 4417.378),(62 4410.472),(63 4426.7393),(64 4438.0337),(65 4445.865),(66 4465.329),(67 4495.972),(68 4516.159),(69 4515.1963),(70 4519.6567),(71 4514.2993),(72 4538.327),(73 4519.3857),(74 4528.818),(75 4545.423),(76 4550.042),(77 4548.747),(78 4573.652),(79 4584.696),
(1 696.7928),(2 1200.0397),(3 1610.132),(4 1888.0166),(5 2122.9429),(6 2326.2947),(7 2498.1804),(8 2636.015),(9 2749.983),(10 2851.0935),(11 2938.0002),(12 3019.28),(13 3152.4653),(14 3230.261),(15 3336.1099),(16 3390.3647),(17 3463.9063),(18 3534.277),(19 3577.8733),(20 3626.598),(21 3681.9116),(22 3724.2153),(23 3748.1863),(24 3800.2559),(25 3848.4539),(26 3883.7983),(27 3943.967),(28 3945.5354),(29 3961.7358),(30 3984.8318),(31 4013.2273),(32 4032.6157),(33 4039.5464),(34 4032.399),(35 4047.4285),(36 4051.7507),(37 4065.7644),(38 4090.9016),(39 4109.2104),(40 4095.5962),(41 4095.019),(42 4081.0007),(43 4061.0767),(44 4076.3354),(45 4057.17),(46 4081.9268),(47 4095.3477),(48 4108.483),(49 4125.6724),(50 4122.983),(51 4142.86),(52 4166.9585),(53 4185.7603),(54 4213.7236),(55 4212.4927),(56 4216.09),(57 4242.6577),(58 4233.4473),(59 4226.2407),(60 4230.4697),(61 4234.512),(62 4258.6445),(63 4286.43),(64 4291.329),(65 4287.4863),(66 4307.3643),(67 4317.6797),(68 4326.8354),(69 4324.8213),(70 4330.3486),(71 4329.4736),(72 4342.17),(73 4325.222),(74 4336.662),(75 4369.2144),(76 4381.689),(77 4416.2476),(78 4393.2754),(79 4395.7266),
(1 683.2422),(2 1168.0002),(3 1567.5884),(4 1826.2858),(5 2041.052),(6 2224.2847),(7 2392.9382),(8 2534.1848),(9 2652.6343),(10 2767.9917),(11 2881.2427),(12 2957.5002),(13 3103.1985),(14 3168.1797),(15 3246.7693),(16 3300.4463),(17 3338.9814),(18 3387.5737),(19 3426.7712),(20 3480.673),(21 3532.95),(22 3587.2046),(23 3605.7751),(24 3629.7307),(25 3659.3298),(26 3697.0662),(27 3715.5422),(28 3741.1157),(29 3756.9973),(30 3795.2786),(31 3820.6711),(32 3850.1746),(33 3882.1365),(34 3901.9575),(35 3925.4973),(36 3949.9644),(37 3972.8525),(38 3976.978),(39 3996.2063),(40 4000.2256),(41 4003.6982),(42 4016.529),(43 3992.621),(44 4008.967),(45 4010.6548),(46 4043.893),(47 4048.044),(48 4048.8127),(49 4062.6553),(50 4079.2798),(51 4101.3306),(52 4117.8687),(53 4107.7856),(54 4115.334),(55 4124.747),(56 4125.7305),(57 4145.0293),(58 4125.4136),(59 4114.7593),(60 4124.9004),(61 4124.271),(62 4142.9653),(63 4172.9814),(64 4183.85),(65 4180.4976),(66 4195.195),(67 4219.9614),(68 4238.641),(69 4253.5166),(70 4281.0366),(71 4293.454),(72 4321.6196),(73 4321.1245),(74 4344.8877),(75 4365.004),(76 4369.196),(77 4377.3994),(78 4360.172),(79 4356.562),
(1 680.15875),(2 1143.3594),(3 1531.2828),(4 1801.3453),(5 2011.265),(6 2204.243),(7 2387.7102),(8 2534.6077),(9 2659.3887),(10 2781.4968),(11 2911.095),(12 3013.3596),(13 3180.6028),(14 3273.5437),(15 3360.4731),(16 3409.7039),(17 3454.5022),(18 3494.4177),(19 3556.8079),(20 3609.4626),(21 3651.0962),(22 3712.4856),(23 3776.7002),(24 3808.6028),(25 3818.9905),(26 3849.3918),(27 3876.1606),(28 3928.0378),(29 3965.094),(30 3991.5457),(31 4031.273),(32 4032.2817),(33 4049.492),(34 4063.481),(35 4094.6272),(36 4095.905),(37 4083.2554),(38 4066.4548),(39 4073.715),(40 4047.2544),(41 4048.123),(42 4055.9705),(43 4040.5989),(44 4042.186),(45 4022.7168),(46 4029.4915),(47 4025.1345),(48 4054.4355),(49 4076.563),(50 4085.719),(51 4085.032),(52 4105.387),(53 4129.713),(54 4132.4453),(55 4113.8096),(56 4115.742),(57 4130.493),(58 4110.0854),(59 4102.531),(60 4104.7866),(61 4104.511),(62 4130.0894),(63 4152.345),(64 4178.582),(65 4216.803),(66 4242.0366),(67 4247.5225),(68 4265.554),(69 4269.2925),(70 4266.059),(71 4262.248),(72 4271.598),(73 4260.4185),(74 4252.491),(75 4248.048),(76 4248.151),(77 4245.7144),(78 4232.999),(79 4245.253),
(1 667.6013),(2 1124.1145),(3 1506.5201),(4 1755.8531),(5 1963.5902),(6 2164.1042),(7 2339.33),(8 2487.2874),(9 2616.5635),(10 2724.1133),(11 2834.523),(12 2921.4434),(13 3044.216),(14 3136.9324),(15 3206.472),(16 3257.7673),(17 3302.5012),(18 3338.4172),(19 3371.725),(20 3422.774),(21 3449.5244),(22 3462.6138),(23 3496.3596),(24 3511.3179),(25 3525.7314),(26 3572.7568),(27 3605.9397),(28 3664.964),(29 3687.34),(30 3711.3022),(31 3726.9268),(32 3731.8308),(33 3752.8987),(34 3757.6572),(35 3793.8467),(36 3819.5063),(37 3827.282),(38 3850.4717),(39 3859.2773),(40 3858.2585),(41 3839.7158),(42 3853.5745),(43 3872.2314),(44 3900.8047),(45 3899.7693),(46 3927.1475),(47 3933.9678),(48 3964.3052),(49 3968.5198),(50 3973.7524),(51 3999.9373),(52 4016.647),(53 4026.8752),(54 4050.853),(55 4045.7822),(56 4030.413),(57 4037.061),(58 4040.3645),(59 4033.1904),(60 4037.4155),(61 4043.8823),(62 4066.8523),(63 4081.901),(64 4072.0325),(65 4082.3203),(66 4086.6733),(67 4079.1162),(68 4071.9768),(69 4069.448),(70 4068.8018),(71 4081.886),(72 4106.5493),(73 4072.0293),(74 4069.776),(75 4099.8647),(76 4105.8276),(77 4128.432),(78 4129.075),(79 4149.545),
(1 663.53613),(2 1122.2528),(3 1518.572),(4 1778.3982),(5 1990.0471),(6 2188.3528),(7 2335.7026),(8 2479.1206),(9 2589.5134),(10 2711.0237),(11 2823.698),(12 2913.4434),(13 3033.048),(14 3126.7366),(15 3200.6409),(16 3264.405),(17 3298.2207),(18 3336.746),(19 3365.4639),(20 3417.9924),(21 3455.4211),(22 3499.6987),(23 3544.9944),(24 3569.457),(25 3590.1294),(26 3621.7058),(27 3666.0186),(28 3695.8335),(29 3709.6233),(30 3746.0383),(31 3784.0215),(32 3805.7837),(33 3831.492),(34 3846.982),(35 3853.4785),(36 3883.608),(37 3914.2542),(38 3961.2263),(39 3996.516),(40 3984.9526),(41 3991.586),(42 4008.3462),(43 4033.6135),(44 4036.0552),(45 4050.1853),(46 4048.3765),(47 4048.954),(48 4040.9548),(49 4068.3438),(50 4108.9785),(51 4176.1045),(52 4215.768),(53 4229.1187),(54 4241.2935),(55 4254.019),(56 4267.034),(57 4296.1255),(58 4276.441),(59 4255.9214),(60 4263.8955),(61 4274.51),(62 4291.573),(63 4295.8857),(64 4302.172),(65 4305.7163),(66 4284.789),(67 4283.9424),(68 4296.52),(69 4275.892),(70 4264.3223),(71 4254.402),(72 4236.049),(73 4219.634),(74 4195.9253),(75 4200.55),(76 4206.225),(77 4194.572),(78 4205.4585),(79 4209.504),
(1 665.0239),(2 1124.6127),(3 1507.1787),(4 1753.4266),(5 1970.935),(6 2160.6619),(7 2314.04),(8 2465.481),(9 2575.081),(10 2684.3318),(11 2763.9595),(12 2850.3652),(13 2975.916),(14 3061.1953),(15 3145.1252),(16 3199.1582),(17 3233.8167),(18 3286.1162),(19 3316.3018),(20 3355.336),(21 3413.6267),(22 3458.1638),(23 3499.5374),(24 3521.3003),(25 3543.5315),(26 3560.1567),(27 3582.8264),(28 3580.195),(29 3582.8882),(30 3589.8274),(31 3586.8586),(32 3592.9207),(33 3582.4275),(34 3573.5518),(35 3579.6924),(36 3592.8928),(37 3569.4185),(38 3581.3804),(39 3614.7588),(40 3620.7957),(41 3621.1467),(42 3639.0986),(43 3633.0732),(44 3622.311),(45 3637.8904),(46 3645.0164),(47 3649.1846),(48 3639.0447),(49 3657.0222),(50 3696.3376),(51 3750.376),(52 3800.6016),(53 3818.245),(54 3838.047),(55 3842.4185),(56 3849.285),(57 3861.2634),(58 3880.7493),(59 3886.4263),(60 3892.5527),(61 3887.9377),(62 3889.7532),(63 3883.9326),(64 3899.4407),(65 3903.5232),(66 3902.1555),(67 3890.469),(68 3887.5562),(69 3887.5952),(70 3880.06),(71 3876.1116),(72 3861.185),(73 3814.3176),(74 3790.0867),(75 3793.0164),(76 3791.1228),(77 3780.1199),(78 3800.9526),(79 3825.7917),
(1 659.83405),(2 1090.3254),(3 1464.1987),(4 1696.9023),(5 1898.4055),(6 2073.8865),(7 2235.7385),(8 2378.1042),(9 2489.655),(10 2598.531),(11 2685.5735),(12 2762.0361),(13 2893.7295),(14 2961.2058),(15 3048.5012),(16 3109.944),(17 3149.0662),(18 3199.064),(19 3232.0356),(20 3257.2283),(21 3293.6687),(22 3316.9707),(23 3341.1973),(24 3351.019),(25 3376.1611),(26 3405.4795),(27 3432.7197),(28 3423.9072),(29 3433.0525),(30 3449.2227),(31 3457.2742),(32 3474.1775),(33 3497.8765),(34 3523.3992),(35 3550.859),(36 3577.3296),(37 3579.7922),(38 3586.8572),(39 3626.406),(40 3638.9885),(41 3619.8523),(42 3644.8708),(43 3661.3142),(44 3694.794),(45 3709.9722),(46 3742.3538),(47 3771.271),(48 3770.9592),(49 3777.6172),(50 3812.7922),(51 3870.7905),(52 3933.5452),(53 3954.9802),(54 3972.1064),(55 3983.1318),(56 4003.529),(57 4000.9138),(58 3984.6992),(59 3994.8328),(60 3996.4453),(61 4014.191),(62 4029.0234),(63 4035.7842),(64 4039.4412),(65 4032.3364),(66 4025.5056),(67 4020.9043),(68 4019.273),(69 4012.5398),(70 4001.2798),(71 3974.3965),(72 3947.9546),(73 3908.6023),(74 3894.5525),(75 3878.5564),(76 3876.6821),(77 3865.5012),(78 3868.8801),(79 3871.7036),
(1 647.72577),(2 1094.2803),(3 1476.8036),(4 1720.0404),(5 1931.1101),(6 2118.7358),(7 2279.4053),(8 2411.9019),(9 2522.1362),(10 2617.4927),(11 2693.2761),(12 2762.63),(13 2883.2737),(14 2949.4114),(15 3038.1711),(16 3108.2664),(17 3159.2378),(18 3211.4941),(19 3255.0515),(20 3289.6582),(21 3344.3162),(22 3393.3206),(23 3423.4338),(24 3455.1628),(25 3452.971),(26 3484.1133),(27 3499.3572),(28 3528.239),(29 3577.9985),(30 3621.1843),(31 3650.7134),(32 3677.0664),(33 3705.6892),(34 3720.2915),(35 3719.1252),(36 3732.554),(37 3715.627),(38 3740.1697),(39 3765.3064),(40 3760.8247),(41 3746.867),(42 3761.7864),(43 3772.0393),(44 3796.2805),(45 3808.5364),(46 3806.314),(47 3824.7314),(48 3834.9739),(49 3860.4485),(50 3889.8303),(51 3947.8572),(52 3971.9282),(53 4000.4236),(54 4033.0952),(55 4034.2866),(56 4054.4985),(57 4054.3726),(58 4054.0957),(59 4043.2878),(60 4044.9443),(61 4051.6353),(62 4051.056),(63 4071.493),(64 4059.3975),(65 4049.144),(66 4020.888),(67 4033.3604),(68 4033.7666),(69 4038.0388),(70 4033.473),(71 4009.0398),(72 3999.9224),(73 3964.527),(74 3954.234),(75 3939.5823),(76 3931.6643),(77 3912.3503),(78 3906.8608),(79 3913.5422),
(1 643.2456),(2 1077.6995),(3 1451.0619),(4 1690.9817),(5 1886.3436),(6 2056.9272),(7 2199.1003),(8 2338.3135),(9 2458.0918),(10 2562.4663),(11 2667.049),(12 2735.4077),(13 2862.9993),(14 2937.5227),(15 3014.243),(16 3062.2754),(17 3112.3054),(18 3180.1716),(19 3230.3748),(20 3264.1587),(21 3274.6946),(22 3287.7327),(23 3298.9539),(24 3317.361),(25 3323.015),(26 3355.4495),(27 3381.7527),(28 3392.7263),(29 3395.8516),(30 3421.267),(31 3457.6575),(32 3495.4841),(33 3517.555),(34 3535.6362),(35 3550.2202),(36 3565.1309),(37 3566.3599),(38 3599.2092),(39 3606.1675),(40 3592.439),(41 3586.0994),(42 3579.219),(43 3600.3098),(44 3605.4136),(45 3625.4526),(46 3626.3535),(47 3659.048),(48 3683.2776),(49 3709.9004),(50 3742.5981),(51 3769.6191),(52 3783.8623),(53 3793.7078),(54 3821.5007),(55 3830.4385),(56 3836.7515),(57 3824.5964),(58 3801.5718),(59 3790.0327),(60 3785.2756),(61 3797.7058),(62 3808.628),(63 3815.9658),(64 3815.5874),(65 3817.6184),(66 3840.1833),(67 3844.5686),(68 3824.2903),(69 3826.4583),(70 3811.3464),(71 3780.0105),(72 3771.0557),(73 3758.6934),(74 3762.4678),(75 3763.7966),(76 3764.2493),(77 3769.3289),(78 3774.809),(79 3792.3572),
(1 637.5354),(2 1050.8116),(3 1385.8893),(4 1609.7975),(5 1784.4669),(6 1931.8331),(7 2070.0527),(8 2182.5593),(9 2279.871),(10 2378.2349),(11 2456.3967),(12 2532.154),(13 2638.9326),(14 2710.0073),(15 2789.7563),(16 2840.7131),(17 2909.8562),(18 2982.7356),(19 3065.6191),(20 3133.006),(21 3183.2026),(22 3239.3335),(23 3297.326),(24 3315.9707),(25 3354.2664),(26 3388.8423),(27 3440.799),(28 3464.914),(29 3480.5322),(30 3484.2207),(31 3501.4612),(32 3500.7813),(33 3516.5505),(34 3539.9473),(35 3549.4727),(36 3562.7415),(37 3589.7268),(38 3618.9612),(39 3637.8677),(40 3615.1719),(41 3618.6672),(42 3625.8848),(43 3626.034),(44 3624.3867),(45 3621.916),(46 3622.848),(47 3614.0532),(48 3619.236),(49 3633.0366),(50 3656.294),(51 3695.109),(52 3712.124),(53 3726.359),(54 3761.9182),(55 3771.998),(56 3792.2368),(57 3816.456),(58 3827.2554),(59 3812.513),(60 3784.2202),(61 3795.847),(62 3818.8325),(63 3829.702),(64 3845.7126),(65 3831.0908),(66 3833.2686),(67 3849.0598),(68 3839.9094),(69 3840.2458),(70 3836.2063),(71 3847.3906),(72 3854.3083),(73 3830.5413),(74 3823.454),(75 3850.056),(76 3866.9136),(77 3871.3232),(78 3876.5918),(79 3905.3254),
(1 626.9537),(2 1042.0682),(3 1387.9044),(4 1602.5701),(5 1813.0673),(6 1986.2865),(7 2128.8755),(8 2270.9216),(9 2384.6245),(10 2495.6467),(11 2584.9714),(12 2664.499),(13 2773.0193),(14 2850.3),(15 2933.2634),(16 2992.222),(17 3053.13),(18 3121.1184),(19 3180.8242),(20 3249.053),(21 3318.9429),(22 3360.464),(23 3405.3535),(24 3454.242),(25 3483.1426),(26 3500.3872),(27 3529.6025),(28 3513.734),(29 3500.8862),(30 3504.6765),(31 3510.646),(32 3512.5398),(33 3508.4446),(34 3525.9937),(35 3547.9429),(36 3555.6733),(37 3571.2825),(38 3578.9336),(39 3592.0884),(40 3612.7446),(41 3612.9329),(42 3603.413),(43 3614.778),(44 3619.3784),(45 3616.412),(46 3640.0088),(47 3638.3713),(48 3650.1445),(49 3670.459),(50 3686.006),(51 3708.8877),(52 3723.9841),(53 3736.6323),(54 3758.1863),(55 3758.3179),(56 3773.8267),(57 3788.7617),(58 3768.861),(59 3770.7273),(60 3749.0715),(61 3757.537),(62 3773.3225),(63 3774.9092),(64 3775.5974),(65 3763.6462),(66 3795.3423),(67 3811.8816),(68 3821.1563),(69 3836.6523),(70 3829.2234),(71 3819.5615),(72 3803.324),(73 3754.6995),(74 3746.2354),(75 3755.6868),(76 3754.195),(77 3749.2046),(78 3758.2087),(79 3781.0798),
(1 619.4499),(2 1018.32996),(3 1373.7123),(4 1587.4785),(5 1767.3624),(6 1939.5944),(7 2096.9377),(8 2216.9722),(9 2332.0269),(10 2448.2283),(11 2532.7832),(12 2602.2097),(13 2714.6033),(14 2794.0344),(15 2866.3523),(16 2921.7466),(17 2970.2773),(18 3025.6155),(19 3079.7383),(20 3133.5398),(21 3180.2803),(22 3227.0364),(23 3276.9146),(24 3319.7642),(25 3349.7825),(26 3379.3394),(27 3392.5393),(28 3382.8755),(29 3375.5928),(30 3385.573),(31 3375.7097),(32 3392.8977),(33 3396.0537),(34 3393.6545),(35 3405.67),(36 3410.1506),(37 3390.192),(38 3402.4978),(39 3424.2407),(40 3433.8923),(41 3439.111),(42 3432.5745),(43 3425.2698),(44 3432.972),(45 3422.158),(46 3437.4893),(47 3454.0999),(48 3467.4744),(49 3476.0483),(50 3493.468),(51 3519.1045),(52 3519.0603),(53 3512.5928),(54 3525.9106),(55 3524.4663),(56 3536.065),(57 3542.2156),(58 3537.0845),(59 3540.2136),(60 3535.0417),(61 3546.7695),(62 3577.4043),(63 3583.6343),(64 3615.099),(65 3619.5962),(66 3642.315),(67 3659.707),(68 3669.881),(69 3674.8662),(70 3685.1396),(71 3659.231),(72 3645.4246),(73 3605.2761),(74 3586.488),(75 3583.3093),(76 3597.5962),(77 3603.8638),(78 3631.9182),(79 3651.1848),
(1 613.37573),(2 1004.04297),(3 1340.873),(4 1551.8168),(5 1723.1515),(6 1881.2964),(7 2026.1123),(8 2147.1697),(9 2259.1797),(10 2374.44),(11 2485.2676),(12 2564.0022),(13 2670.9995),(14 2760.143),(15 2845.077),(16 2907.9456),(17 2957.3533),(18 2996.759),(19 3025.8408),(20 3059.679),(21 3089.4307),(22 3111.54),(23 3138.7148),(24 3161.0938),(25 3185.8308),(26 3200.2363),(27 3220.2534),(28 3215.464),(29 3219.838),(30 3230.0781),(31 3230.7725),(32 3255.5754),(33 3273.254),(34 3305.672),(35 3320.9172),(36 3356.0764),(37 3385.8403),(38 3395.992),(39 3420.337),(40 3417.1836),(41 3425.3135),(42 3427.115),(43 3429.232),(44 3418.6443),(45 3431.746),(46 3452.3154),(47 3474.5684),(48 3480.3467),(49 3517.3877),(50 3565.7634),(51 3610.3262),(52 3639.6907),(53 3669.1743),(54 3680.8826),(55 3676.1177),(56 3691.6504),(57 3701.0715),(58 3685.6975),(59 3692.2888),(60 3693.1326),(61 3707.135),(62 3735.2075),(63 3759.902),(64 3784.3005),(65 3790.2566),(66 3789.0881),(67 3798.3972),(68 3794.6067),(69 3817.056),(70 3838.1536),(71 3834.4053),(72 3820.375),(73 3796.7695),(74 3782.0627),(75 3785.1),(76 3806.3757),(77 3808.0564),(78 3801.4575),(79 3802.4917),
(1 611.26935),(2 998.3175),(3 1319.8739),(4 1532.7513),(5 1716.1682),(6 1880.8453),(7 2019.5447),(8 2135.3506),(9 2237.5596),(10 2345.743),(11 2442.7803),(12 2513.4963),(13 2602.0715),(14 2688.6055),(15 2767.2593),(16 2819.504),(17 2862.559),(18 2906.7317),(19 2937.024),(20 2986.3005),(21 3040.518),(22 3072.09),(23 3116.4666),(24 3147.9893),(25 3163.393),(26 3171.3574),(27 3184.1821),(28 3170.9326),(29 3182.19),(30 3196.224),(31 3197.1309),(32 3227.2664),(33 3248.6575),(34 3276.1675),(35 3291.8992),(36 3321.1606),(37 3343.7197),(38 3350.0496),(39 3371.578),(40 3359.8572),(41 3361.351),(42 3372.3523),(43 3357.6233),(44 3356.079),(45 3365.7039),(46 3390.0889),(47 3398.9907),(48 3411.9543),(49 3427.441),(50 3441.0088),(51 3453.125),(52 3459.9346),(53 3478.3638),(54 3474.8777),(55 3477.7507),(56 3482.6013),(57 3481.0364),(58 3464.5112),(59 3466.6924),(60 3450.1663),(61 3455.6196),(62 3483.9102),(63 3490.6934),(64 3514.222),(65 3533.8293),(66 3541.0942),(67 3561.3376),(68 3585.2104),(69 3583.0347),(70 3606.2717),(71 3610.5195),(72 3631.145),(73 3634.4285),(74 3636.8184),(75 3663.8665),(76 3678.4067),(77 3702.7842),(78 3710.7273),(79 3730.351),
