1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59603.02),(2 220218.45),(3 482524.53),(4 810589.94),(5 1223395.8),(6 1710098.1),(7 2232981.8),(8 2780338.5),(9 3345013.3),(10 3957160.8),(11 4539964.5),(12 5121852),(13 5791865.5),(14 6552245.5),(15 7515230.5),(16 8751377),(17 10304687),(18 12244029),(19 14605285),(20 17382228),(21 20641464),(22 24442336),(23 28694118),(24 33406538),(25 38512784),(26 43820510),(27 49092436),(28 54078188),(29 59290636),(30 64828384),(31 70811830),(32 77003640),(33 83278344),(34 88723300),(35 93428470),(36 97508904),(37 101108220),(38 104493270),(39 107308136),(40 109608060),(41 111476740),(42 112928090),(43 113846970),(44 114120810),(45 113923260),(46 112810470),(47 111214184),(48 109220760),(49 106928220),(50 104427750),(51 101631160),(52 98683736),(53 95427680),(54 91731370),(55 88633896),(56 85490470),(57 82615200),(58 79976360),(59 77582620),(60 75445064),(61 73653050),(62 72545350),(63 71405896),(64 70319320),(65 69583110),(66 69047880),(67 68811970),(68 69166140),(69 69705620),(70 70720890),(71 72174320),(72 73879940),(73 75704370),(74 77410650),(75 79227576),(76 80962470),(77 82461690),(78 83953850),(79 85475384),
(1 65109.84),(2 106298.99),(3 128438.37),(4 157540.88),(5 165183.38),(6 180970.75),(7 198327.75),(8 199206.84),(9 204434.63),(10 206907.1),(11 209826.53),(12 210124.13),(13 208372.34),(14 212715.92),(15 218639.8),(16 218196.58),(17 220791.42),(18 225157.34),(19 229775.8),(20 239134.06),(21 244271.48),(22 245838.33),(23 241229.45),(24 236928.63),(25 232837.2),(26 233825.78),(27 238751.16),(28 240472.53),(29 242500.48),(30 243967.19),(31 245426.45),(32 242378.52),(33 240698.66),(34 240172.27),(35 242509.17),(36 242220.94),(37 239847.73),(38 236344.2),(39 233860.8),(40 232974.45),(41 236561.02),(42 241096.48),(43 242472.34),(44 242518.81),(45 243471.64),(46 245748.2),(47 247170.61),(48 254346.38),(49 262389.84),(50 260113.2),(51 255406.97),(52 251929.25),(53 247232.28),(54 247064.1),(55 250529.94),(56 247902.48),(57 242965.16),(58 238388.81),(59 234818.02),(60 230309.52),(61 231215.27),(62 232487.25),(63 230430.83),(64 229790.64),(65 234765.64),(66 242024.83),(67 242426.27),(68 238182.56),(69 242536.22),(70 246289.7),(71 239317.61),(72 238770.84),(73 239553.92),(74 238970.78),(75 248890.03),(76 248548.38),(77 243084),(78 247487.72),(79 249050.89),
(1 62872.5),(2 103862.58),(3 129181.2),(4 156648.3),(5 160118.4),(6 169696.86),(7 180827.28),(8 180168.95),(9 181767.7),(10 181940.39),(11 182979.6),(12 186514.39),(13 186069.13),(14 195892.06),(15 203213.28),(16 207547.72),(17 212196.95),(18 213772.95),(19 215367.33),(20 219175.38),(21 224576.63),(22 227293.17),(23 227227.4),(24 224489.88),(25 223736.73),(26 223186.33),(27 228461.17),(28 234481.39),(29 234216.11),(30 232331.83),(31 235225.1),(32 233223.16),(33 229860),(34 227846.4),(35 229766.34),(36 234686.02),(37 237327.14),(38 237636.55),(39 236436.22),(40 236505.28),(41 237165.86),(42 242694.9),(43 246216.86),(44 245352.4),(45 243166.45),(46 240344.53),(47 244116.17),(48 248737.38),(49 258906.98),(50 261724.31),(51 254711.19),(52 253397.08),(53 244592.73),(54 240080.4),(55 244030.2),(56 240941.66),(57 233913.97),(58 229710.55),(59 227309.92),(60 221873.02),(61 221220.14),(62 224767.8),(63 221708.81),(64 219340.2),(65 226501.05),(66 233270.9),(67 233654.14),(68 229741.98),(69 229105.19),(70 230462.33),(71 224223.3),(72 225528.1),(73 228532.55),(74 227849.78),(75 236324.67),(76 237274.3),(77 233280.97),(78 234610.95),(79 235613.77),
(1 63492.043),(2 105670.45),(3 133444.2),(4 159507.31),(5 159810.95),(6 168062.16),(7 181512.23),(8 186127.55),(9 193179.92),(10 191990.2),(11 191404.06),(12 189834.66),(13 190264.58),(14 196817.1),(15 207333.75),(16 209022.67),(17 211299.53),(18 213082.42),(19 214019.2),(20 220399.77),(21 226898.98),(22 233213.13),(23 232703.95),(24 231444.72),(25 228400.55),(26 230412.39),(27 233520.95),(28 233066.42),(29 232953.66),(30 234324.98),(31 231960.28),(32 231195.34),(33 227797.56),(34 224404.95),(35 225314.69),(36 229336.36),(37 236595.95),(38 238176),(39 234678.23),(40 229146.14),(41 231962.05),(42 239094.1),(43 248723.36),(44 250269.03),(45 246735.86),(46 245968.69),(47 244450.39),(48 250968.17),(49 254103.78),(50 253006.42),(51 250389.61),(52 244715.4),(53 239857.06),(54 237677.5),(55 236931.94),(56 238128.22),(57 232381.34),(58 229687.25),(59 229285.05),(60 225415.36),(61 228316.25),(62 231046.02),(63 230012.72),(64 229251.7),(65 233987.72),(66 238434.66),(67 234300.8),(68 231797.06),(69 231740.06),(70 229979.33),(71 221787.17),(72 223848.3),(73 226293.72),(74 226861.69),(75 233933.66),(76 237633.75),(77 234203.2),(78 237865.69),(79 237833.53),
(1 58926.918),(2 96507.82),(3 121808.695),(4 146679.89),(5 151872.86),(6 160370.55),(7 170889.28),(8 174472.03),(9 180266.1),(10 179321.1),(11 177245.69),(12 177060.9),(13 172320.14),(14 181345.98),(15 188020.48),(16 195423.19),(17 198907.61),(18 197675.25),(19 196102.9),(20 199951.56),(21 203668.23),(22 208363.55),(23 207401.78),(24 203423.75),(25 203932.6),(26 203586.4),(27 204736.84),(28 203645.97),(29 201416.88),(30 201025.28),(31 202273.06),(32 201619.25),(33 203241.36),(34 201891.98),(35 201205.72),(36 204298.5),(37 207312.23),(38 206885.03),(39 206464.02),(40 204350.61),(41 205088.1),(42 210399.64),(43 217552.28),(44 219395.67),(45 216767.38),(46 215549.67),(47 216262.81),(48 217791.67),(49 224286.33),(50 223696.39),(51 222060.2),(52 218637.6),(53 214850.64),(54 213285.9),(55 211924.73),(56 210381.03),(57 207777.67),(58 205680.6),(59 205429.05),(60 203240.22),(61 206277.02),(62 212614.28),(63 214911.06),(64 215814.56),(65 217441.1),(66 219262.84),(67 214936.72),(68 212612.11),(69 213191.3),(70 209085.67),(71 200009.88),(72 201688.9),(73 202641.27),(74 200833.58),(75 206453.55),(76 208222.48),(77 205932.61),(78 212506.61),(79 216285.03),
(1 56011.06),(2 91569.87),(3 117169.97),(4 140795.86),(5 144822.84),(6 149026.83),(7 154185.39),(8 156167.56),(9 167002.73),(10 170434.17),(11 173363),(12 172335.55),(13 167221.06),(14 169127.72),(15 174667.89),(16 178683.44),(17 182246.52),(18 183310.44),(19 182238.83),(20 182646.14),(21 186039.52),(22 192233.34),(23 194852.19),(24 193192.84),(25 190658.39),(26 190704),(27 190556.7),(28 190632.16),(29 186777.42),(30 185097.2),(31 187381.75),(32 189466.42),(33 193981.48),(34 193821.58),(35 192577.89),(36 193221.95),(37 196186.13),(38 197431.38),(39 196115.19),(40 197716.86),(41 198745.28),(42 201122.42),(43 205214.66),(44 204531.06),(45 207206.97),(46 207389.55),(47 207879.83),(48 208349.27),(49 211748.89),(50 215988.2),(51 216858.16),(52 218151.9),(53 212463.95),(54 209083.06),(55 208428.98),(56 207989.2),(57 207377.14),(58 205352.39),(59 203621.4),(60 201747.66),(61 200786.25),(62 202970.58),(63 207367.44),(64 208011.03),(65 208831.31),(66 212378.16),(67 208283.84),(68 205107.39),(69 206813.63),(70 202883.02),(71 197589.4),(72 201787.28),(73 204945.58),(74 202350.73),(75 205868.14),(76 210097.94),(77 208779.05),(78 214203.28),(79 217704.33),
(1 55946.55),(2 92419.195),(3 119819.086),(4 145033.42),(5 145161.6),(6 145557.17),(7 151644.5),(8 155513.25),(9 166810.45),(10 171594.73),(11 173063.27),(12 171055.08),(13 165439.61),(14 168277.23),(15 171158.58),(16 177594.22),(17 180489.03),(18 181193.14),(19 180798.1),(20 180241.7),(21 181853.44),(22 188397.17),(23 189703.69),(24 188811.75),(25 187671.8),(26 187993.45),(27 193282.55),(28 193732.97),(29 192070.83),(30 189485.89),(31 188270.5),(32 191149.88),(33 193755.64),(34 195068.84),(35 196259.63),(36 201992.6),(37 205162.11),(38 203686.27),(39 202543.02),(40 198494.98),(41 197326.55),(42 199884.8),(43 201081.02),(44 203655.81),(45 205019.84),(46 206013.34),(47 203566.16),(48 203757.66),(49 207136.64),(50 209201.88),(51 210160.11),(52 208547.36),(53 208624.4),(54 202952.28),(55 202221.3),(56 201820.75),(57 198661.34),(58 199837.83),(59 200639.6),(60 194102.2),(61 196058.4),(62 197523.7),(63 197289.9),(64 197148.08),(65 198064.47),(66 201789.53),(67 200877.94),(68 199117.05),(69 198448.94),(70 195685.48),(71 187579.64),(72 190876.73),(73 195958.7),(74 197297.03),(75 201259.72),(76 204286.36),(77 204508.02),(78 210990.31),(79 213023.75),
(1 54660.07),(2 89150.26),(3 115406.125),(4 141796.1),(5 143484.92),(6 144271.11),(7 150214.48),(8 154377.92),(9 164117.78),(10 168992.52),(11 170152.28),(12 167607.44),(13 161687.95),(14 164958.75),(15 167372.94),(16 172611.97),(17 173914.44),(18 172974.36),(19 171949.2),(20 172064.34),(21 174653.72),(22 180196.97),(23 183410.97),(24 184567.08),(25 186061.66),(26 186154.02),(27 186279.55),(28 187209.42),(29 185335.48),(30 182785.05),(31 184843.58),(32 183424),(33 181679.16),(34 183636.84),(35 186819.92),(36 192877.63),(37 198791.11),(38 202529.34),(39 200651.06),(40 198327.75),(41 194086.39),(42 195215.25),(43 200177.9),(44 203761.72),(45 203801.56),(46 201793.42),(47 201494.28),(48 202768.27),(49 204413.3),(50 209414.95),(51 210815.11),(52 206487.72),(53 204865.61),(54 203083.63),(55 199610.55),(56 201772.45),(57 199679.78),(58 200330.42),(59 201297.13),(60 199753.25),(61 201469.73),(62 203122.88),(63 203627.52),(64 202047.98),(65 201590.27),(66 203835.34),(67 201278.92),(68 201459.19),(69 202811.48),(70 201526.28),(71 196662.88),(72 198933.83),(73 203549.83),(74 203721.11),(75 208717.58),(76 210975.52),(77 212321.6),(78 219854.63),(79 220787.05),
(1 54901.676),(2 87047.6),(3 112321.61),(4 136572.97),(5 137811.4),(6 134566.92),(7 137406.63),(8 143030.77),(9 153918.61),(10 159864.69),(11 160946.7),(12 155428.7),(13 147532.98),(14 149326.27),(15 154021.77),(16 160873.06),(17 164123.92),(18 164311.28),(19 162758.38),(20 162274.77),(21 165782.7),(22 174365.1),(23 180368.44),(24 181573.92),(25 179562.63),(26 176936.53),(27 175133.86),(28 173216.89),(29 173295.3),(30 176978.48),(31 179321.39),(32 181997.8),(33 182265.47),(34 183741.89),(35 187748.81),(36 190867.27),(37 195957.03),(38 201181.86),(39 199329.83),(40 195619.63),(41 189561.48),(42 186302.52),(43 188130.06),(44 190680.94),(45 191634.44),(46 193360.92),(47 192665.72),(48 192419.38),(49 192827.78),(50 196894.67),(51 199781.27),(52 199525.86),(53 193895.7),(54 192932.63),(55 191508.17),(56 193218.33),(57 193794.22),(58 195059.13),(59 196605.4),(60 194217.33),(61 195261.73),(62 198158.78),(63 198716.67),(64 196758.92),(65 196612.22),(66 198025.02),(67 195114.08),(68 192081.27),(69 197131.03),(70 198815.81),(71 194901.3),(72 199217.7),(73 202788.2),(74 199086.17),(75 202075.33),(76 204257.86),(77 204676.63),(78 210509.4),(79 212685.73),
(1 51228.89),(2 81726.78),(3 107392.15),(4 131240.5),(5 135438.28),(6 134864.88),(7 136679.69),(8 138575.31),(9 146223.75),(10 151721.39),(11 152450.05),(12 148000.23),(13 143525.73),(14 147570.83),(15 152987.83),(16 159079.77),(17 160417.75),(18 159150.55),(19 154833.98),(20 153602.14),(21 155827.7),(22 162452.52),(23 168363.81),(24 169840.45),(25 168448.02),(26 166626.47),(27 165645.84),(28 168051.64),(29 167523.81),(30 167647.69),(31 171798.47),(32 174807.06),(33 177971.28),(34 178954.06),(35 178458.69),(36 177406.45),(37 180951.69),(38 182534.22),(39 186414.83),(40 183389.23),(41 181283.64),(42 179818.53),(43 182523.34),(44 183844.11),(45 185520.39),(46 185841.77),(47 184569.05),(48 182935.86),(49 182112.9),(50 186067.16),(51 189379.33),(52 192342.06),(53 187095.42),(54 183032.44),(55 182302.77),(56 184380.4),(57 189433.58),(58 191026.34),(59 193338.9),(60 188410.1),(61 187127.83),(62 189066.14),(63 190851.16),(64 189936.52),(65 188173.58),(66 189071.61),(67 189061.56),(68 185918.69),(69 187490.63),(70 188779.6),(71 183756.19),(72 185901.48),(73 188838.69),(74 186667.58),(75 189065.2),(76 188905.5),(77 187928.5),(78 190959.27),(79 192472.17),
(1 50493.4),(2 79839.414),(3 106289.52),(4 130797.36),(5 135560.67),(6 132512.77),(7 134870.67),(8 138097.19),(9 145509.52),(10 149029.55),(11 152694.31),(12 149676.61),(13 143879.42),(14 144444.13),(15 147475.4),(16 154063.1),(17 159491.33),(18 159623.4),(19 158994.4),(20 156735.97),(21 156054.97),(22 160161.95),(23 164695.11),(24 165851.78),(25 164675.64),(26 163523.06),(27 162525.66),(28 159862.81),(29 155834.39),(30 156117.73),(31 160941.52),(32 166906.81),(33 172054.75),(34 173674.25),(35 173344.38),(36 176755.73),(37 177804.48),(38 182326.17),(39 180280.08),(40 181255.56),(41 178697.88),(42 176904.9),(43 176461.64),(44 178177.3),(45 179191.84),(46 181496.4),(47 178918.86),(48 175681.05),(49 174773.27),(50 178895.6),(51 184345.34),(52 184485.9),(53 182732.48),(54 180182.67),(55 179854.16),(56 183823.25),(57 186614.73),(58 191757.52),(59 192297.9),(60 188679.86),(61 187323.86),(62 189168.69),(63 189609.56),(64 189699.16),(65 188206),(66 189494.36),(67 189860.47),(68 189290.81),(69 190901.36),(70 190942.2),(71 186065.42),(72 188518.7),(73 191568.16),(74 190307.78),(75 193453.84),(76 193814.9),(77 193319.7),(78 193637.77),(79 191708.45),
(1 48442.77),(2 75089.23),(3 99234.38),(4 120170.63),(5 123862.55),(6 119326.15),(7 121667.445),(8 125644.95),(9 130688.38),(10 133966.9),(11 138262.55),(12 137752.97),(13 132471.7),(14 132915.98),(15 133484.33),(16 139730.08),(17 145298.02),(18 149420.9),(19 149000.05),(20 146383.84),(21 145418.03),(22 148418.7),(23 151497.89),(24 153662.36),(25 155953.36),(26 157389.17),(27 156208.08),(28 153580.7),(29 151857.34),(30 150481.56),(31 152752.56),(32 157614.94),(33 160389.48),(34 159483.95),(35 160438.89),(36 160204.6),(37 164398.95),(38 165203.64),(39 168038.02),(40 168448.95),(41 171450.88),(42 169312.88),(43 167285.22),(44 165679.61),(45 166253.7),(46 167267.08),(47 167776.31),(48 163924.7),(49 163565.17),(50 166272.61),(51 170647.73),(52 175583.75),(53 172262.6),(54 173327.05),(55 170815.75),(56 173634.47),(57 177269.38),(58 177608.38),(59 181273.7),(60 179598.98),(61 179101.67),(62 180084.56),(63 178700.02),(64 173542.67),(65 173005.22),(66 175244.23),(67 175828.73),(68 177316.9),(69 182637.42),(70 183336.19),(71 179781.66),(72 180721.6),(73 181079.23),(74 178636.23),(75 180680.1),(76 181440.64),(77 180638.25),(78 182136.31),(79 180921.06),
(1 47281.75),(2 71952.57),(3 94590.59),(4 116338.37),(5 122868.77),(6 120547.89),(7 122796.1),(8 123506.33),(9 127248.234),(10 130801.61),(11 134845.84),(12 134258.39),(13 130200.18),(14 131233.33),(15 132847.44),(16 139070.9),(17 144552.05),(18 147661.8),(19 148023.9),(20 145094.2),(21 143691.6),(22 146633.44),(23 149240.6),(24 150389.4),(25 151189.3),(26 151476.78),(27 151121.66),(28 148066.11),(29 144347.86),(30 143264),(31 147068.48),(32 151298.02),(33 154286.4),(34 154188.56),(35 154444.73),(36 156858.36),(37 157675.95),(38 161758.75),(39 163502.03),(40 166815.42),(41 168482.6),(42 168427.52),(43 166534.1),(44 163727),(45 161887.19),(46 160686.28),(47 159434.86),(48 158617.17),(49 158100.73),(50 157851.9),(51 158800.92),(52 160426.36),(53 162804.72),(54 164068.48),(55 169222.66),(56 174213.58),(57 176334.45),(58 174579.53),(59 172238.1),(60 172967.14),(61 172382.69),(62 174760.77),(63 174414.9),(64 170238.45),(65 170366.8),(66 172761.9),(67 172576.36),(68 174770.47),(69 180059.52),(70 179508.97),(71 177801.2),(72 179572.58),(73 179457.31),(74 177514.14),(75 178505.84),(76 177817.25),(77 175817.83),(78 177709),(79 177204.72),
(1 45514.72),(2 69554.73),(3 91693.055),(4 109669.09),(5 115846.4),(6 113653.46),(7 115979.44),(8 116885.94),(9 122097.414),(10 126610.195),(11 129042.34),(12 127728.336),(13 123669.41),(14 125623.49),(15 127265.03),(16 132785.34),(17 137410.66),(18 139432.02),(19 140582.22),(20 141490.4),(21 141611.73),(22 145079.14),(23 149686.69),(24 150832.98),(25 150619.63),(26 149520.95),(27 147966.39),(28 144953.06),(29 143031.73),(30 144870.02),(31 148101.36),(32 150341.98),(33 149777.02),(34 150231.95),(35 149135.23),(36 152237.83),(37 154597.78),(38 157123.36),(39 162191.52),(40 164399.2),(41 166047.45),(42 164300.83),(43 163188.08),(44 163194.27),(45 162669.36),(46 161630.4),(47 159612.9),(48 157642.39),(49 158918.6),(50 160840.8),(51 159763.8),(52 160798.83),(53 161729.52),(54 162009.75),(55 163963.88),(56 170733.16),(57 173554.81),(58 174035.56),(59 174553.56),(60 172869.06),(61 171811.31),(62 174658.6),(63 175831.5),(64 174517.14),(65 173364.63),(66 172790.75),(67 172209.67),(68 174064.52),(69 177033.08),(70 175814.31),(71 174696.33),(72 177101.19),(73 179577.69),(74 178545.06),(75 180684.66),(76 179561.06),(77 176698.53),(78 177554.02),(79 177507.95),
(1 42978.27),(2 65721.664),(3 86969.01),(4 101505.61),(5 108958.266),(6 109602.45),(7 113793.12),(8 115021.92),(9 117941.586),(10 120503.38),(11 122522.84),(12 119635.1),(13 116415.56),(14 119005.88),(15 121994.74),(16 126605.15),(17 131671.72),(18 131188.72),(19 132613.45),(20 132739.69),(21 135276.47),(22 139982.8),(23 144650.8),(24 146413.25),(25 146869.4),(26 144134.92),(27 142833.58),(28 139530.53),(29 138666.3),(30 142991.69),(31 145950.06),(32 148133.38),(33 149359.33),(34 146162.77),(35 147716.78),(36 149534.98),(37 151479.98),(38 154402.45),(39 157170.27),(40 160825.73),(41 162435.56),(42 161493.36),(43 160430.14),(44 160868.42),(45 163711.84),(46 164719.92),(47 163771.11),(48 160528.88),(49 159130.48),(50 160301.6),(51 160758.47),(52 160855.45),(53 160799.47),(54 162309.2),(55 164150.6),(56 166839.61),(57 170044.33),(58 171489.1),(59 173792.11),(60 171024.94),(61 167017.89),(62 165733.1),(63 163944.19),(64 163086.67),(65 164578.75),(66 164584.58),(67 163802.45),(68 167490.81),(69 171311.92),(70 171975.22),(71 171082.58),(72 173522.25),(73 175425.5),(74 175890.27),(75 178093.94),(76 175988.81),(77 173959.6),(78 175011.53),(79 172543.6),
(1 42362.89),(2 63545.086),(3 83399.805),(4 97671.11),(5 107560.555),(6 108241.14),(7 112080.36),(8 112290.18),(9 114020.17),(10 116385.555),(11 120703.46),(12 119294.78),(13 116775.11),(14 121408.26),(15 124277.48),(16 128810.14),(17 130866.7),(18 131607),(19 131213.52),(20 133773.8),(21 136923.36),(22 142871.05),(23 148064.9),(24 148412.9),(25 148248.08),(26 143969.23),(27 140561.03),(28 139787.23),(29 140507.9),(30 141743.19),(31 146554.1),(32 147077.11),(33 142386.31),(34 140971.45),(35 138402.8),(36 144642.69),(37 148742.28),(38 150949.78),(39 154497.42),(40 157465.48),(41 160681.05),(42 162730),(43 160533.23),(44 162403.75),(45 162195.05),(46 161713.33),(47 158927.48),(48 159020.4),(49 158435),(50 157355.89),(51 158418.45),(52 158679.97),(53 157177.67),(54 158808.61),(55 161052.42),(56 162087.28),(57 163653.11),(58 165823.84),(59 167231.03),(60 164779.92),(61 163426.31),(62 160168.6),(63 154716.98),(64 150513.08),(65 150760.56),(66 153653.03),(67 155364.1),(68 158410.69),(69 162855.55),(70 161352.23),(71 161935.78),(72 162408.83),(73 164474.5),(74 165152.97),(75 168306.67),(76 167863.97),(77 163248.45),(78 164254.78),(79 162477.9),
(1 39387.85),(2 58372.605),(3 78221.625),(4 92095.67),(5 101261.516),(6 101301.234),(7 104647.38),(8 105066.45),(9 108223.195),(10 110323.336),(11 114279.53),(12 113552.26),(13 113350.28),(14 117867.164),(15 122477.3),(16 124348.18),(17 127082.09),(18 126029.65),(19 128004.04),(20 128300.375),(21 130374.08),(22 134891.33),(23 138918.06),(24 138022.67),(25 137696.4),(26 133693.11),(27 132692.5),(28 131232.84),(29 132472.92),(30 134559.2),(31 135076.28),(32 136883.61),(33 136618.1),(34 135981.1),(35 136079.75),(36 137558.58),(37 140893.47),(38 144277.84),(39 145563.66),(40 148682.42),(41 150852.56),(42 152677.81),(43 155959.42),(44 156976.61),(45 158113.17),(46 155384.34),(47 155728.52),(48 154763.7),(49 155777.19),(50 154623.84),(51 154503.78),(52 155311.42),(53 157205.1),(54 157611.47),(55 158393.73),(56 159337.53),(57 159807.11),(58 160961.33),(59 161483.31),(60 160692),(61 157121.58),(62 156154.94),(63 153551.28),(64 150360),(65 148121.7),(66 149323.36),(67 152209.95),(68 154001.03),(69 157705.77),(70 157338.75),(71 157072.45),(72 155673.97),(73 155019.7),(74 152862),(75 155065.42),(76 156443.98),(77 155805.72),(78 156037.47),(79 153697.84),
