1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 475.50003),(2 689.40393),(3 735.53796),(4 758.8418),(5 785.03186),(6 794.1632),(7 786.5291),(8 804.8307),(9 819.6691),(10 836.7427),(11 846.47235),(12 849.93207),(13 859.89087),(14 856.13403),(15 858.213),(16 861.73505),(17 863.3028),(18 864.65137),(19 863.05023),(20 866.2637),(21 869.7058),(22 878.49506),(23 879.0155),(24 873.3788),(25 876.49756),(26 872.793),(27 866.1395),(28 872.3152),(29 884.6921),(30 894.4311),(31 883.63525),(32 894.0226),(33 888.0897),(34 883.98865),(35 885.10583),(36 882.15094),(37 884.4182),(38 896.1867),(39 899.6332),(40 891.19135),(41 883.9131),(42 887.07935),(43 885.2355),(44 891.51624),(45 883.94),(46 889.6025),(47 900.0824),(48 899.5985),(49 894.9836),(50 909.14374),(51 910.2188),(52 917.79034),(53 927.0794),(54 925.57654),(55 923.69653),(56 934.36115),(57 929.1563),(58 917.54333),(59 910.55414),(60 898.35187),(61 917.22296),(62 919.1673),(63 913.2504),(64 906.45984),(65 899.6771),(66 905.7118),(67 908.9702),(68 914.6356),(69 913.8079),(70 931.7973),(71 933.8782),(72 925.70233),(73 924.2805),(74 932.59296),(75 931.3898),(76 928.4771),(77 930.62915),(78 927.66064),(79 935.9225),
(1 466.51514),(2 673.3717),(3 742.35767),(4 767.6791),(5 799.1156),(6 814.1792),(7 796.3667),(8 804.37256),(9 826.19464),(10 852.11597),(11 857.6421),(12 859.50055),(13 860.6382),(14 856.0844),(15 856.0687),(16 863.8838),(17 858.9899),(18 850.41174),(19 843.2531),(20 872.0268),(21 883.55426),(22 865.3386),(23 872.253),(24 867.5973),(25 885.5241),(26 872.68585),(27 855.55206),(28 868.83606),(29 889.6654),(30 888.7169),(31 879.7277),(32 881.08105),(33 888.6918),(34 883.8855),(35 881.1228),(36 882.3346),(37 888.87427),(38 884.9142),(39 904.11786),(40 907.303),(41 896.18176),(42 886.17596),(43 880.98175),(44 883.06506),(45 887.96155),(46 889.3756),(47 887.1195),(48 893.1855),(49 890.58203),(50 901.46326),(51 906.7693),(52 903.48785),(53 890.40436),(54 883.38635),(55 883.3099),(56 888.7025),(57 888.46545),(58 902.53253),(59 901.12006),(60 889.14343),(61 880.9044),(62 877.94763),(63 888.1538),(64 894.74133),(65 887.6642),(66 904.3153),(67 912.9344),(68 912.0439),(69 907.38873),(70 916.6619),(71 919.0875),(72 921.4094),(73 932.78217),(74 937.0474),(75 947.51447),(76 951.6959),(77 938.8219),(78 935.04724),(79 945.34686),
(1 461.79718),(2 685.47314),(3 724.54895),(4 765.4692),(5 797.0394),(6 788.25073),(7 788.906),(8 796.88995),(9 816.38074),(10 835.3844),(11 843.18976),(12 841.4887),(13 843.6478),(14 847.69055),(15 849.89703),(16 858.12946),(17 847.4391),(18 836.9975),(19 827.97455),(20 846.6334),(21 851.92816),(22 840.26605),(23 845.2473),(24 849.5046),(25 844.9183),(26 850.2951),(27 844.5145),(28 858.9989),(29 868.2901),(30 863.7605),(31 867.0554),(32 865.3367),(33 868.85004),(34 866.47565),(35 870.908),(36 873.0023),(37 860.88885),(38 870.764),(39 881.46704),(40 866.5),(41 884.6365),(42 872.4212),(43 858.43713),(44 868.7381),(45 857.994),(46 865.6959),(47 869.29083),(48 864.8),(49 857.6977),(50 856.6699),(51 852.40704),(52 850.63617),(53 849.65454),(54 848.1093),(55 857.06445),(56 861.676),(57 859.2629),(58 857.8102),(59 855.8252),(60 847.80975),(61 862.44763),(62 864.32886),(63 884.02277),(64 885.684),(65 879.24677),(66 874.4778),(67 866.0155),(68 875.8614),(69 893.57416),(70 890.4214),(71 887.1359),(72 888.62274),(73 899.5165),(74 903.571),(75 902.2985),(76 882.519),(77 865.89935),(78 860.5552),(79 876.18976),
(1 439.82144),(2 636.3286),(3 694.2908),(4 707.8272),(5 734.4479),(6 742.49066),(7 735.7015),(8 758.4235),(9 764.09717),(10 785.287),(11 794.2986),(12 787.27985),(13 799.4011),(14 794.836),(15 809.6409),(16 806.73846),(17 792.8264),(18 801.5754),(19 797.35986),(20 812.30194),(21 813.4654),(22 809.1941),(23 799.25116),(24 789.04156),(25 797.72925),(26 814.788),(27 811.35126),(28 807.91486),(29 820.0348),(30 814.2514),(31 813.79144),(32 827.42456),(33 832.9405),(34 825.7854),(35 832.00433),(36 834.62384),(37 832.29755),(38 830.49725),(39 830.75323),(40 828.254),(41 845.06683),(42 849.02405),(43 837.5545),(44 846.52405),(45 843.0525),(46 849.46655),(47 848.0798),(48 850.3642),(49 845.01917),(50 841.7826),(51 841.30865),(52 842.58777),(53 843.3676),(54 845.4291),(55 856.803),(56 838.39197),(57 841.44965),(58 838.6162),(59 841.8332),(60 846.52386),(61 852.3683),(62 852.82404),(63 846.7498),(64 842.4067),(65 841.1692),(66 841.1586),(67 826.8201),(68 840.1156),(69 854.4383),(70 857.19525),(71 858.55707),(72 849.9699),(73 857.7422),(74 865.37933),(75 866.78876),(76 859.8951),(77 850.06085),(78 841.44244),(79 846.19006),
(1 431.76633),(2 609.29034),(3 650.06586),(4 683.65594),(5 722.74915),(6 723.17633),(7 728.51904),(8 747.36346),(9 753.86194),(10 769.0564),(11 782.5662),(12 780.02856),(13 784.0381),(14 778.8084),(15 787.9389),(16 789.5023),(17 787.62854),(18 781.6521),(19 775.0774),(20 771.87244),(21 774.4014),(22 771.01935),(23 760.6552),(24 761.95),(25 775.82935),(26 776.7817),(27 788.52936),(28 805.4265),(29 807.49164),(30 789.7603),(31 779.4011),(32 790.0631),(33 801.4114),(34 810.00977),(35 810.9412),(36 798.04535),(37 797.9695),(38 789.9812),(39 807.8769),(40 797.1693),(41 794.86835),(42 798.9462),(43 790.28827),(44 800.9104),(45 797.1207),(46 800.96674),(47 798.4605),(48 810.1912),(49 805.8187),(50 809.72107),(51 816.78577),(52 831.4592),(53 833.73444),(54 830.7939),(55 828.37146),(56 816.9815),(57 814.98694),(58 805.03613),(59 813.2197),(60 814.726),(61 821.61206),(62 819.89154),(63 831.2627),(64 824.9514),(65 819.8975),(66 823.2775),(67 812.0143),(68 818.64984),(69 822.75073),(70 821.5998),(71 831.9636),(72 836.75836),(73 843.81744),(74 854.3847),(75 853.76526),(76 838.1226),(77 836.7153),(78 843.37225),(79 839.5847),
(1 406.478),(2 572.381),(3 619.6065),(4 655.6407),(5 681.0149),(6 682.571),(7 688.4191),(8 718.8982),(9 733.53345),(10 740.97375),(11 747.57776),(12 748.8024),(13 756.7522),(14 770.23584),(15 782.85065),(16 786.42285),(17 782.5422),(18 774.7613),(19 770.3788),(20 775.3206),(21 765.19617),(22 760.9642),(23 769.3272),(24 776.3537),(25 788.87115),(26 791.6033),(27 805.00397),(28 807.00226),(29 813.24054),(30 803.45905),(31 787.8178),(32 796.6643),(33 811.3197),(34 817.60046),(35 812.02423),(36 802.48004),(37 796.5032),(38 795.63696),(39 799.3638),(40 797.81433),(41 798.20337),(42 795.47845),(43 787.44476),(44 788.79865),(45 782.1889),(46 787.9464),(47 788.55585),(48 785.8703),(49 787.2665),(50 780.74054),(51 785.7957),(52 793.1559),(53 789.1621),(54 794.9637),(55 799.70905),(56 800.577),(57 792.52856),(58 792.78326),(59 785.9476),(60 785.496),(61 786.0077),(62 783.6792),(63 798.7068),(64 796.4524),(65 792.5629),(66 790.51013),(67 780.20905),(68 794.53),(69 789.4766),(70 792.7871),(71 798.81287),(72 793.7592),(73 803.3514),(74 813.1476),(75 828.4514),(76 815.4967),(77 804.6423),(78 806.9401),(79 810.9435),
(1 417.81888),(2 593.1695),(3 653.285),(4 692.4319),(5 713.5019),(6 716.5741),(7 721.48315),(8 746.5383),(9 751.1577),(10 763.73883),(11 761.12177),(12 750.9456),(13 757.79047),(14 751.7841),(15 762.7861),(16 762.829),(17 759.0589),(18 767.9176),(19 753.78375),(20 758.85944),(21 750.3331),(22 753.392),(23 749.87744),(24 752.60516),(25 758.7924),(26 758.5366),(27 766.3071),(28 765.07367),(29 768.25006),(30 771.00287),(31 770.48987),(32 772.6416),(33 773.95215),(34 773.883),(35 768.6525),(36 768.2732),(37 771.219),(38 775.4736),(39 782.4634),(40 788.98114),(41 791.5483),(42 801.1619),(43 795.4846),(44 804.7764),(45 794.38403),(46 799.2219),(47 804.2277),(48 795.0069),(49 795.50323),(50 806.1454),(51 804.54004),(52 791.33606),(53 797.483),(54 795.91034),(55 792.62244),(56 803.02924),(57 794.39404),(58 791.13336),(59 787.8832),(60 785.7569),(61 789.07294),(62 794.57654),(63 803.6418),(64 798.46747),(65 796.59015),(66 799.6409),(67 800.7067),(68 810.6108),(69 813.1746),(70 821.2315),(71 813.006),(72 813.32666),(73 813.1559),(74 813.7114),(75 816.79846),(76 808.695),(77 801.47644),(78 793.7051),(79 812.51904),
(1 400.81268),(2 554.8628),(3 604.0484),(4 630.6453),(5 653.32025),(6 675.80194),(7 678.5568),(8 686.12213),(9 695.668),(10 710.9066),(11 715.0388),(12 713.2553),(13 724.9371),(14 713.72766),(15 718.46124),(16 716.4941),(17 717.8871),(18 718.7233),(19 708.99493),(20 713.0764),(21 716.1976),(22 709.20404),(23 708.0009),(24 709.5478),(25 740.82263),(26 728.85675),(27 729.44025),(28 736.49146),(29 745.75446),(30 733.72235),(31 728.6003),(32 731.9268),(33 727.92914),(34 725.77136),(35 731.1306),(36 743.05237),(37 737.92255),(38 739.5823),(39 738.70624),(40 747.26404),(41 741.0785),(42 760.3571),(43 753.00433),(44 751.04785),(45 746.36206),(46 750.0138),(47 744.71014),(48 736.4348),(49 736.73413),(50 734.40356),(51 733.3546),(52 725.06635),(53 725.01935),(54 734.0384),(55 727.45013),(56 739.1223),(57 731.332),(58 731.8101),(59 730.6479),(60 728.5246),(61 726.366),(62 736.84564),(63 748.36206),(64 740.0646),(65 745.3823),(66 742.0499),(67 736.7259),(68 738.0807),(69 734.2619),(70 738.6413),(71 745.96814),(72 743.8912),(73 743.8469),(74 745.8467),(75 748.47485),(76 754.8006),(77 767.129),(78 759.55396),(79 743.92456),
(1 399.0029),(2 549.2298),(3 603.1521),(4 634.59515),(5 662.80273),(6 664.69434),(7 664.5303),(8 670.7271),(9 688.952),(10 712.57306),(11 724.87213),(12 717.3824),(13 727.1312),(14 721.93665),(15 725.8958),(16 724.2353),(17 720.22406),(18 718.28046),(19 716.3675),(20 722.76447),(21 717.93384),(22 720.5529),(23 723.6321),(24 713.15063),(25 726.1218),(26 721.90814),(27 722.2812),(28 727.55475),(29 726.45013),(30 724.4705),(31 735.2066),(32 733.15436),(33 735.4346),(34 735.7495),(35 731.6065),(36 742.88434),(37 749.3668),(38 747.4463),(39 747.7852),(40 742.536),(41 737.01984),(42 744.03125),(43 738.1961),(44 743.6761),(45 734.391),(46 735.627),(47 741.1141),(48 748.5027),(49 748.39026),(50 735.5508),(51 731.3141),(52 743.26544),(53 744.5695),(54 740.26825),(55 737.4506),(56 738.5442),(57 734.3131),(58 728.7441),(59 733.0908),(60 733.7959),(61 742.0899),(62 749.7397),(63 756.0041),(64 752.09924),(65 766.2979),(66 752.94635),(67 754.9278),(68 753.1233),(69 738.5082),(70 748.3261),(71 739.13007),(72 735.16125),(73 736.3285),(74 738.8002),(75 754.2666),(76 751.4383),(77 763.3653),(78 762.40375),(79 768.63104),
(1 397.55594),(2 538.322),(3 594.51086),(4 624.342),(5 636.669),(6 642.40344),(7 651.4732),(8 657.4168),(9 677.4947),(10 704.2665),(11 711.80237),(12 715.95013),(13 712.7303),(14 704.4332),(15 723.23676),(16 712.34973),(17 708.6024),(18 710.23895),(19 710.2266),(20 723.742),(21 704.16223),(22 699.1355),(23 696.5413),(24 699.2575),(25 715.4313),(26 712.516),(27 715.128),(28 717.46405),(29 719.12744),(30 716.7798),(31 723.3674),(32 717.7746),(33 721.7592),(34 728.629),(35 725.7173),(36 723.633),(37 730.04816),(38 722.8331),(39 724.2883),(40 715.69116),(41 712.1053),(42 715.2387),(43 717.3237),(44 722.2737),(45 713.69965),(46 712.8072),(47 722.79156),(48 715.55347),(49 717.6791),(50 716.3013),(51 718.4438),(52 714.70966),(53 717.1186),(54 719.014),(55 709.1074),(56 709.8091),(57 718.4172),(58 711.3946),(59 706.4986),(60 702.68243),(61 702.61017),(62 706.61163),(63 715.12305),(64 716.0843),(65 705.4391),(66 707.62317),(67 711.6051),(68 717.29913),(69 719.2858),(70 714.64844),(71 714.20215),(72 724.9694),(73 737.4473),(74 729.48016),(75 749.19495),(76 755.9972),(77 752.1353),(78 754.1369),(79 754.07806),
(1 393.9965),(2 535.87274),(3 574.1881),(4 606.321),(5 619.693),(6 621.75757),(7 635.871),(8 639.745),(9 651.5738),(10 671.8033),(11 669.18286),(12 670.8773),(13 679.225),(14 681.71735),(15 689.0034),(16 693.14923),(17 689.32837),(18 681.56146),(19 678.9741),(20 686.9787),(21 679.77905),(22 670.1094),(23 667.2916),(24 661.8228),(25 669.2217),(26 661.66644),(27 674.06824),(28 681.12695),(29 678.5469),(30 672.9124),(31 675.48566),(32 675.1937),(33 676.6295),(34 688.7156),(35 690.1199),(36 684.547),(37 682.4938),(38 692.0619),(39 702.7326),(40 691.64746),(41 680.2185),(42 689.4729),(43 681.368),(44 689.4722),(45 685.7942),(46 688.9994),(47 686.7043),(48 689.77203),(49 697.05853),(50 696.02826),(51 699.9056),(52 697.92725),(53 697.02295),(54 698.5833),(55 693.68964),(56 691.6177),(57 701.65735),(58 713.3212),(59 711.48566),(60 696.183),(61 703.86383),(62 708.01),(63 714.4185),(64 718.1051),(65 718.46497),(66 718.8076),(67 717.01855),(68 724.5509),(69 720.4917),(70 723.8724),(71 721.9627),(72 728.2995),(73 735.24725),(74 732.9076),(75 749.48944),(76 741.8287),(77 738.78986),(78 733.3396),(79 723.32886),
(1 369.5739),(2 513.6485),(3 552.3963),(4 583.271),(5 592.5445),(6 602.5422),(7 606.6156),(8 620.5061),(9 634.90216),(10 650.7087),(11 640.1428),(12 633.04706),(13 634.58405),(14 643.22125),(15 645.2519),(16 640.99054),(17 641.27875),(18 633.9716),(19 637.88745),(20 657.875),(21 648.74927),(22 643.60626),(23 650.5649),(24 649.02374),(25 661.38666),(26 653.66785),(27 662.65936),(28 670.18335),(29 666.1694),(30 666.0407),(31 668.49097),(32 678.8045),(33 677.95416),(34 684.0411),(35 677.905),(36 679.99347),(37 686.92706),(38 679.3572),(39 697.90247),(40 686.6822),(41 690.9747),(42 692.8193),(43 690.01044),(44 686.1317),(45 681.8674),(46 681.79785),(47 685.5238),(48 683.1393),(49 677.0218),(50 679.76483),(51 681.76624),(52 671.6809),(53 675.051),(54 672.05634),(55 675.6711),(56 679.1776),(57 672.0799),(58 667.20575),(59 658.7034),(60 650.6001),(61 662.9827),(62 669.8993),(63 667.54285),(64 676.5555),(65 674.20465),(66 677.98413),(67 681.79767),(68 693.76996),(69 693.05536),(70 693.7159),(71 694.164),(72 688.6926),(73 698.34283),(74 695.4965),(75 700.2917),(76 701.30145),(77 686.7325),(78 697.1964),(79 698.757),
(1 358.42224),(2 485.71667),(3 519.64075),(4 553.3499),(5 564.71185),(6 570.23816),(7 584.3143),(8 595.8446),(9 606.8823),(10 616.7003),(11 616.975),(12 613.4637),(13 622.7919),(14 621.6293),(15 623.08594),(16 621.5885),(17 618.905),(18 616.62573),(19 611.1913),(20 632.3747),(21 628.36993),(22 624.2321),(23 630.5858),(24 631.58417),(25 635.01215),(26 628.7682),(27 638.36334),(28 644.16736),(29 637.32794),(30 642.82355),(31 641.69946),(32 638.6743),(33 638.3388),(34 641.9248),(35 626.91296),(36 625.1709),(37 632.5051),(38 633.1612),(39 645.29376),(40 650.3937),(41 642.6828),(42 646.21436),(43 651.1722),(44 645.14),(45 639.72076),(46 645.5264),(47 642.71533),(48 645.76373),(49 651.26697),(50 648.5951),(51 657.92255),(52 646.1204),(53 643.6967),(54 645.02014),(55 646.7608),(56 648.75995),(57 651.54034),(58 654.86914),(59 660.9027),(60 663.33044),(61 669.9584),(62 665.49854),(63 662.1717),(64 669.3973),(65 664.3544),(66 664.14685),(67 665.7218),(68 674.5778),(69 670.616),(70 674.6275),(71 673.4217),(72 668.15094),(73 671.9743),(74 671.37384),(75 672.8318),(76 670.11664),(77 675.5686),(78 673.81476),(79 666.507),
(1 363.09964),(2 497.64337),(3 535.25824),(4 562.99493),(5 580.4491),(6 582.1626),(7 578.3067),(8 586.17487),(9 603.69116),(10 615.4614),(11 610.5819),(12 611.6399),(13 629.5711),(14 621.19696),(15 633.75085),(16 633.50946),(17 633.3183),(18 638.26984),(19 635.585),(20 648.81213),(21 645.23065),(22 636.0881),(23 640.6864),(24 643.8499),(25 628.7974),(26 631.98755),(27 649.4497),(28 641.68665),(29 642.6566),(30 640.36365),(31 643.83777),(32 635.76),(33 637.7494),(34 637.7855),(35 643.8537),(36 637.6227),(37 639.1953),(38 639.21484),(39 644.2527),(40 640.43427),(41 640.7173),(42 636.39886),(43 635.2751),(44 638.6798),(45 646.6602),(46 641.95325),(47 633.6865),(48 625.85065),(49 627.2616),(50 635.27106),(51 630.23346),(52 632.4417),(53 637.26935),(54 639.1359),(55 634.0868),(56 620.0476),(57 635.77966),(58 635.1664),(59 626.3971),(60 628.9367),(61 642.0562),(62 638.3759),(63 641.6362),(64 634.068),(65 630.0646),(66 623.75665),(67 627.84265),(68 642.0435),(69 641.9097),(70 653.8215),(71 645.91565),(72 632.4765),(73 647.11566),(74 653.52295),(75 665.8641),(76 657.3947),(77 662.15546),(78 665.65845),(79 666.2745),
(1 350.96796),(2 475.04742),(3 512.8659),(4 546.1448),(5 546.88385),(6 557.0252),(7 567.16046),(8 571.2505),(9 578.9175),(10 602.4204),(11 596.1845),(12 601.4224),(13 612.6253),(14 614.53986),(15 603.6868),(16 608.1921),(17 598.8636),(18 606.7514),(19 607.4687),(20 614.8773),(21 606.42535),(22 602.4025),(23 603.5713),(24 614.4998),(25 611.3043),(26 598.4338),(27 605.6693),(28 605.4183),(29 598.8221),(30 610.53217),(31 608.8621),(32 604.05237),(33 600.8868),(34 597.1926),(35 603.6473),(36 597.1386),(37 610.50635),(38 605.09314),(39 609.80975),(40 608.6846),(41 610.5502),(42 616.86163),(43 614.93787),(44 627.3973),(45 627.95215),(46 625.8333),(47 617.3003),(48 618.6262),(49 627.5684),(50 629.17896),(51 628.39014),(52 625.2822),(53 625.9456),(54 625.0935),(55 625.6456),(56 628.8814),(57 637.9493),(58 633.8159),(59 627.61084),(60 621.6755),(61 621.0041),(62 621.89905),(63 626.4583),(64 632.635),(65 632.8989),(66 632.15454),(67 634.93585),(68 640.9626),(69 638.67786),(70 640.7549),(71 639.2536),(72 634.8855),(73 634.985),(74 639.81647),(75 647.39215),(76 648.94507),(77 656.4059),(78 651.82666),(79 650.096),
(1 345.42078),(2 462.22467),(3 510.05194),(4 539.1327),(5 547.67175),(6 552.03455),(7 555.16956),(8 561.3926),(9 574.77136),(10 591.2432),(11 593.6485),(12 592.1022),(13 603.73145),(14 596.1549),(15 595.62115),(16 603.6235),(17 596.3359),(18 593.34186),(19 604.34863),(20 600.5376),(21 605.95416),(22 606.15717),(23 610.3708),(24 610.44995),(25 607.13416),(26 596.2186),(27 606.1554),(28 608.7337),(29 608.1014),(30 617.7905),(31 618.22266),(32 621.6917),(33 620.28),(34 623.90857),(35 627.139),(36 616.5917),(37 615.39905),(38 619.26874),(39 629.3498),(40 630.19495),(41 625.88873),(42 628.1873),(43 626.5528),(44 638.70264),(45 628.84326),(46 627.58276),(47 626.1999),(48 619.99396),(49 620.76044),(50 620.0177),(51 630.963),(52 624.7535),(53 618.42865),(54 623.42847),(55 619.8258),(56 617.8924),(57 616.8936),(58 624.70135),(59 613.4904),(60 614.6154),(61 621.35516),(62 619.15643),(63 623.42267),(64 628.78217),(65 625.3752),(66 630.1372),(67 634.6785),(68 637.0477),(69 633.2307),(70 636.7555),(71 633.98175),(72 634.2188),(73 629.1038),(74 633.91797),(75 632.08453),(76 628.47864),(77 621.69),(78 633.35205),(79 636.5058),
(1 339.4893),(2 454.7097),(3 485.57147),(4 516.3874),(5 529.4741),(6 530.9047),(7 534.2987),(8 541.27655),(9 555.65906),(10 556.16754),(11 564.55994),(12 570.45996),(13 574.0505),(14 568.0756),(15 569.36084),(16 580.4184),(17 578.73553),(18 577.7367),(19 573.91125),(20 586.4224),(21 579.08044),(22 571.4155),(23 581.9097),(24 580.0737),(25 569.22894),(26 567.0879),(27 577.3295),(28 573.73584),(29 575.9434),(30 578.77356),(31 578.58716),(32 582.2665),(33 589.8703),(34 582.6651),(35 586.1841),(36 590.79376),(37 591.90344),(38 590.6327),(39 582.7922),(40 587.06244),(41 591.08405),(42 594.1538),(43 592.3054),(44 588.8767),(45 590.7775),(46 596.64954),(47 587.27344),(48 591.75854),(49 594.5321),(50 587.8901),(51 599.9346),(52 591.4935),(53 583.4185),(54 590.4484),(55 590.47687),(56 590.69604),(57 590.0853),(58 590.1994),(59 582.45306),(60 585.3138),(61 593.58966),(62 586.8244),(63 585.91925),(64 601.1226),(65 605.58014),(66 606.483),(67 606.5035),(68 605.8886),(69 614.1612),(70 623.7498),(71 619.5619),(72 610.02563),(73 615.29144),(74 620.2185),(75 616.86194),(76 619.4297),(77 615.80457),(78 618.9759),(79 631.3043),
(1 334.60635),(2 446.40533),(3 485.04614),(4 508.40222),(5 518.2441),(6 527.41925),(7 539.1569),(8 543.8792),(9 547.54956),(10 563.4254),(11 566.93506),(12 577.9799),(13 576.2374),(14 571.64734),(15 574.86505),(16 575.86206),(17 579.2276),(18 575.59204),(19 571.9507),(20 586.3789),(21 581.97186),(22 584.95557),(23 583.625),(24 584.21655),(25 575.9331),(26 576.41077),(27 582.94543),(28 572.6647),(29 570.3533),(30 573.04816),(31 577.1594),(32 576.0764),(33 579.1867),(34 579.4914),(35 578.9132),(36 571.1584),(37 561.30396),(38 563.9684),(39 571.3134),(40 566.4713),(41 562.22925),(42 566.4378),(43 566.5391),(44 569.75275),(45 566.4625),(46 570.4198),(47 572.8593),(48 572.8161),(49 574.5757),(50 569.32837),(51 571.3667),(52 570.84375),(53 573.0501),(54 575.6228),(55 573.8709),(56 573.4979),(57 572.5982),(58 566.99084),(59 564.36993),(60 566.44135),(61 572.8891),(62 572.23474),(63 569.2424),(64 577.3416),(65 583.3779),(66 583.8182),(67 579.3586),(68 583.3106),(69 589.1908),(70 592.2871),(71 595.7819),(72 591.0002),(73 591.6401),(74 595.666),(75 605.3673),(76 610.61926),(77 604.0886),(78 604.0617),(79 600.1023),
(1 332.2782),(2 439.85376),(3 470.89178),(4 502.2658),(5 513.6423),(6 521.43207),(7 519.23486),(8 531.0931),(9 543.4532),(10 545.7842),(11 550.2863),(12 554.2507),(13 553.93524),(14 556.5378),(15 554.9348),(16 564.4614),(17 556.44507),(18 560.5884),(19 570.32166),(20 575.5425),(21 564.6223),(22 564.8244),(23 566.67676),(24 560.53937),(25 557.97894),(26 562.57996),(27 575.03015),(28 570.60547),(29 566.09827),(30 570.7968),(31 567.4305),(32 563.05066),(33 560.5394),(34 560.6594),(35 564.2377),(36 562.33057),(37 570.4884),(38 573.8873),(39 579.4536),(40 575.24445),(41 573.47516),(42 572.16583),(43 582.89465),(44 589.08466),(45 578.82245),(46 581.2841),(47 580.5373),(48 585.19403),(49 584.48254),(50 581.1905),(51 575.11786),(52 570.65753),(53 568.4411),(54 577.14624),(55 575.0539),(56 578.736),(57 572.2741),(58 572.3997),(59 567.9129),(60 568.2113),(61 570.00415),(62 567.0859),(63 570.1594),(64 580.6548),(65 575.3602),(66 586.9091),(67 576.2665),(68 573.84735),(69 576.77124),(70 575.37463),(71 575.28766),(72 580.687),(73 583.3337),(74 583.42194),(75 579.76715),(76 575.72644),(77 575.0515),(78 580.31586),(79 582.4385),
