(1 0.50826806),(2 60.646633),(3 173.99907),(4 201.33537),(5 200.23856),(6 222.39711),(7 272.89166),(8 308.2558),(9 306.45734),(10 301.8999),(11 325.99582),(12 354.21967),(13 352.11838),(14 356.3797),(15 351.18393),(16 385.643),(17 384.32874),(18 380.35373),(19 375.44147),(20 419.10263),(21 417.5887),(22 407.18176),(23 405.808),(24 442.15854),(25 442.90897),(26 427.86234),(27 418.9118),(28 474.64136),(29 476.5714),(30 431.55685),(31 422.05734),(32 438.99222),(33 435.18207),(34 422.09607),(35 412.40335),(36 460.21548),(37 454.4254),(38 441.84912),(39 457.92053),(40 472.87067),(41 467.07077),(42 447.65744),(43 436.9679),(44 439.3618),(45 434.5884),(46 418.3357),(47 444.8208),(48 444.94492),
(1 0.5009055),(2 57.83657),(3 159.32411),(4 188.20807),(5 187.8928),(6 219.99467),(7 265.3455),(8 298.96198),(9 297.60193),(10 278.89648),(11 300.81107),(12 322.06345),(13 320.688),(14 320.4667),(15 337.5585),(16 390.54044),(17 389.0755),(18 391.7726),(19 356.24255),(20 391.64493),(21 392.31866),(22 388.62415),(23 372.8821),(24 408.7344),(25 407.68512),(26 405.74173),(27 396.35718),(28 438.0796),(29 430.207),(30 421.635),(31 389.38058),(32 436.74545),(33 434.13425),(34 401.22018),(35 391.44583),(36 448.72925),(37 445.38724),(38 432.50095),(39 420.79083),(40 443.53375),(41 439.0565),(42 427.91638),(43 426.8746),(44 420.04593),(45 417.921),(46 397.23813),(47 425.69537),(48 425.69885),
(1 0.5230092),(2 62.263664),(3 160.89014),(4 193.25873),(5 192.8787),(6 218.57396),(7 280.56088),(8 301.10297),(9 300.98676),(10 300.22272),(11 305.74966),(12 322.1931),(13 320.89297),(14 329.20038),(15 342.64847),(16 364.6134),(17 364.1016),(18 363.1459),(19 360.12033),(20 415.4076),(21 414.32245),(22 393.9828),(23 386.44785),(24 429.88287),(25 427.5719),(26 405.37878),(27 403.6669),(28 444.94443),(29 441.79266),(30 438.39526),(31 442.71527),(32 460.5904),(33 459.6695),(34 413.3288),(35 425.9356),(36 473.45682),(37 471.648),(38 456.72186),(39 425.23352),(40 445.9998),(41 441.11383),(42 430.61234),(43 418.44794),(44 427.17923),(45 424.16574),(46 410.146),(47 432.12204),(48 431.97253),
(1 0.52905756),(2 59.75716),(3 156.97034),(4 200.27193),(5 199.25496),(6 219.91571),(7 260.4174),(8 274.43738),(9 273.8089),(10 289.9031),(11 318.6036),(12 348.6918),(13 346.2559),(14 350.2619),(15 329.70685),(16 366.43912),(17 366.43637),(18 376.71954),(19 348.3352),(20 407.9773),(21 408.09573),(22 376.6986),(23 372.45642),(24 406.52356),(25 403.96103),(26 393.75122),(27 407.22998),(28 457.41348),(29 456.09677),(30 412.86377),(31 415.53433),(32 442.8039),(33 442.93912),(34 407.59613),(35 397.60126),(36 430.34293),(37 428.7394),(38 402.0551),(39 424.1231),(40 442.49597),(41 440.09683),(42 414.96146),(43 434.35165),(44 414.04706),(45 408.81357),(46 422.2582),(47 429.78784),(48 429.02335),
(1 0.5100147),(2 57.32296),(3 160.95453),(4 208.67236),(5 209.68852),(6 230.8129),(7 268.22473),(8 282.50446),(9 281.05316),(10 287.71756),(11 303.9753),(12 339.26154),(13 338.0109),(14 326.45883),(15 321.1287),(16 355.4303),(17 354.35196),(18 370.177),(19 338.45737),(20 380.72073),(21 379.04248),(22 363.85443),(23 342.85504),(24 377.27695),(25 375.211),(26 385.46954),(27 379.93576),(28 387.68848),(29 385.6658),(30 392.43112),(31 390.85294),(32 439.6035),(33 436.7543),(34 401.67493),(35 408.0425),(36 442.69302),(37 441.86685),(38 415.4938),(39 407.41156),(40 442.52563),(41 437.90726),(42 423.34238),(43 406.6477),(44 415.98187),(45 412.49515),(46 404.88214),(47 425.3205),(48 424.96936),
(1 0.5155326),(2 57.567104),(3 164.4479),(4 203.90092),(5 203.7268),(6 231.12813),(7 266.63788),(8 294.8099),(9 292.29907),(10 307.9076),(11 304.41812),(12 349.35037),(13 345.85825),(14 347.4245),(15 354.55612),(16 401.77002),(17 399.65787),(18 382.81918),(19 353.33405),(20 397.67825),(21 395.53403),(22 396.06546),(23 369.72208),(24 406.96988),(25 406.20245),(26 400.3788),(27 399.44482),(28 439.57446),(29 434.5133),(30 434.59595),(31 414.36652),(32 458.0144),(33 456.32324),(34 402.48532),(35 394.39203),(36 452.5035),(37 448.55435),(38 424.47638),(39 420.43768),(40 468.53198),(41 462.03958),(42 437.38904),(43 416.20593),(44 424.5205),(45 420.77075),(46 405.9797),(47 453.17416),(48 453.7238),
(1 0.504769),(2 55.56228),(3 145.75778),(4 199.83037),(5 198.03345),(6 211.57083),(7 242.00352),(8 279.58942),(9 278.6622),(10 285.018),(11 297.3243),(12 327.76965),(13 326.3272),(14 307.92618),(15 326.17587),(16 370.46066),(17 367.41788),(18 364.91226),(19 343.0919),(20 375.27448),(21 375.114),(22 372.32214),(23 336.13254),(24 372.0797),(25 369.84),(26 350.7191),(27 366.0331),(28 402.53824),(29 403.50067),(30 390.62793),(31 397.80353),(32 418.95544),(33 417.25952),(34 373.52124),(35 367.35986),(36 426.86865),(37 422.90305),(38 386.22217),(39 379.99506),(40 409.6976),(41 406.37894),(42 392.79715),(43 403.14398),(44 418.1911),(45 414.552),(46 397.21216),(47 430.26315),(48 430.49927),
(1 0.5299491),(2 57.085415),(3 152.53358),(4 192.86966),(5 193.67068),(6 220.68144),(7 248.56738),(8 272.18457),(9 270.49753),(10 283.85245),(11 297.65805),(12 339.47403),(13 338.80664),(14 331.25183),(15 338.5719),(16 394.6356),(17 393.02673),(18 370.65454),(19 354.02325),(20 411.41705),(21 407.53156),(22 389.60327),(23 373.33087),(24 404.6101),(25 403.6905),(26 394.98712),(27 387.33612),(28 414.18265),(29 410.28864),(30 388.7061),(31 396.1084),(32 402.86386),(33 398.54166),(34 377.91672),(35 378.7344),(36 429.9801),(37 427.78674),(38 407.16077),(39 401.55115),(40 426.28833),(41 425.22803),(42 396.56686),(43 398.19705),(44 409.8587),(45 407.87604),(46 399.5442),(47 436.0502),(48 435.47067),
(1 0.5223334),(2 57.93174),(3 149.95308),(4 182.61903),(5 182.89014),(6 211.09756),(7 254.74907),(8 276.68463),(9 273.64215),(10 269.96088),(11 304.65833),(12 339.28796),(13 336.77563),(14 342.53918),(15 320.4147),(16 367.6833),(17 366.11768),(18 371.77405),(19 357.59732),(20 407.12888),(21 404.60297),(22 378.38165),(23 378.0824),(24 405.5258),(25 404.49966),(26 390.65033),(27 387.78897),(28 430.15494),(29 423.04492),(30 403.63425),(31 398.4246),(32 427.98138),(33 425.46234),(34 393.6085),(35 378.07718),(36 423.4752),(37 421.3672),(38 397.76538),(39 401.13947),(40 429.42365),(41 424.47208),(42 405.57858),(43 403.7165),(44 411.3778),(45 409.90515),(46 404.49084),(47 429.54953),(48 429.18353),
(1 0.503875),(2 55.92488),(3 162.71332),(4 203.46597),(5 203.5923),(6 227.29587),(7 262.4788),(8 284.78162),(9 283.9451),(10 276.49365),(11 324.0653),(12 347.24933),(13 346.66763),(14 329.0301),(15 323.40604),(16 372.768),(17 372.3057),(18 361.04962),(19 339.89536),(20 374.24286),(21 371.4579),(22 359.70352),(23 375.08038),(24 415.98077),(25 414.85822),(26 390.12347),(27 400.01315),(28 424.4094),(29 423.19485),(30 421.7004),(31 402.04456),(32 435.03168),(33 431.30023),(34 395.17148),(35 406.15323),(36 434.86362),(37 433.65848),(38 412.71976),(39 415.00613),(40 444.31888),(41 438.7407),(42 453.1408),(43 426.74207),(44 423.13098),(45 421.83395),(46 404.69876),(47 446.0317),(48 446.51498),
(1 0.58164144),(2 55.615692),(3 167.78592),(4 198.40686),(5 199.89996),(6 226.23782),(7 264.5857),(8 285.32718),(9 284.07635),(10 278.0842),(11 284.03207),(12 318.9599),(13 317.25024),(14 326.81216),(15 338.2028),(16 377.42386),(17 376.899),(18 380.12024),(19 359.4334),(20 397.92007),(21 395.78253),(22 376.78635),(23 369.3081),(24 399.89334),(25 398.87003),(26 391.68246),(27 391.06784),(28 421.50574),(29 417.20663),(30 415.1812),(31 397.1182),(32 446.0521),(33 443.63367),(34 391.34305),(35 390.76498),(36 433.63272),(37 428.86148),(38 405.36374),(39 396.71643),(40 464.52008),(41 461.1753),(42 425.06946),(43 394.90085),(44 426.66705),(45 423.17795),(46 401.0921),(47 433.6795),(48 433.78708),
(1 0.51718205),(2 55.482414),(3 157.40971),(4 180.32635),(5 180.84628),(6 206.00032),(7 248.79489),(8 279.36346),(9 279.32242),(10 276.0736),(11 294.5233),(12 319.98825),(13 319.5858),(14 326.5514),(15 317.3488),(16 352.6794),(17 350.54617),(18 340.65628),(19 333.66357),(20 391.66956),(21 390.90582),(22 385.80066),(23 370.52765),(24 411.027),(25 410.06598),(26 400.26273),(27 418.97256),(28 422.21414),(29 414.51346),(30 398.77448),(31 366.00656),(32 397.5093),(33 396.34164),(34 374.9762),(35 368.3321),(36 404.26895),(37 401.80557),(38 391.80304),(39 393.86096),(40 426.97015),(41 422.51404),(42 403.14178),(43 384.44897),(44 406.3215),(45 405.01578),(46 385.0634),(47 440.72763),(48 440.82214),
(1 0.5056392),(2 54.764725),(3 156.23035),(4 187.75342),(5 187.9604),(6 210.03362),(7 251.0567),(8 280.6287),(9 280.04965),(10 277.67258),(11 296.28674),(12 332.8719),(13 329.42505),(14 331.42075),(15 336.2396),(16 363.1633),(17 362.8982),(18 342.138),(19 348.75195),(20 406.53394),(21 407.431),(22 378.58374),(23 353.03525),(24 404.54016),(25 405.28714),(26 395.56415),(27 406.96167),(28 435.56552),(29 430.9331),(30 424.65765),(31 414.86514),(32 445.95404),(33 443.9475),(34 391.6868),(35 394.08237),(36 436.08624),(37 431.97314),(38 426.59885),(39 417.71884),(40 454.79276),(41 450.42374),(42 432.63882),(43 411.92215),(44 424.66345),(45 422.11575),(46 391.23447),(47 428.55566),(48 428.54785),
(1 0.48713332),(2 56.959473),(3 156.60068),(4 186.91414),(5 187.47809),(6 202.70169),(7 223.33865),(8 247.36494),(9 246.83517),(10 256.88577),(11 273.4101),(12 307.78473),(13 306.749),(14 311.5814),(15 322.36533),(16 360.01236),(17 359.49442),(18 352.1884),(19 327.0174),(20 376.73218),(21 372.57703),(22 360.69556),(23 345.69373),(24 381.9191),(25 382.08624),(26 365.68317),(27 371.31763),(28 401.3617),(29 401.36624),(30 397.47473),(31 384.20718),(32 408.9293),(33 403.85205),(34 369.015),(35 361.93048),(36 427.32236),(37 422.6775),(38 384.5893),(39 382.5417),(40 408.3106),(41 405.66104),(42 391.9384),(43 366.73407),(44 386.18326),(45 384.03345),(46 371.04114),(47 397.71976),(48 397.66064),
(1 0.5041003),(2 57.112495),(3 161.13815),(4 201.08006),(5 198.98483),(6 218.15),(7 248.60016),(8 275.02554),(9 273.86862),(10 267.10495),(11 308.24048),(12 344.78024),(13 342.48877),(14 326.7768),(15 337.0507),(16 385.8883),(17 383.56183),(18 375.87747),(19 345.68057),(20 388.78268),(21 386.2629),(22 369.70325),(23 354.17432),(24 398.67535),(25 396.79813),(26 386.16428),(27 385.72992),(28 414.49207),(29 413.08984),(30 411.30835),(31 407.24185),(32 457.76083),(33 451.68506),(34 400.89453),(35 384.25934),(36 424.956),(37 423.94583),(38 405.30682),(39 411.46866),(40 434.6455),(41 434.36307),(42 406.8212),(43 396.21637),(44 398.20868),(45 397.56247),(46 407.11002),(47 450.37012),(48 450.87445),
(1 0.5065966),(2 53.98621),(3 154.70364),(4 196.56915),(5 194.90697),(6 209.05959),(7 239.37187),(8 265.26205),(9 263.68042),(10 259.1103),(11 283.5842),(12 307.2257),(13 304.7191),(14 315.7858),(15 303.33603),(16 343.4067),(17 343.60837),(18 346.51852),(19 311.25696),(20 358.08334),(21 359.36826),(22 345.1787),(23 330.19482),(24 368.22366),(25 367.2824),(26 345.41928),(27 352.65906),(28 390.54492),(29 389.7444),(30 375.28876),(31 369.84836),(32 396.0752),(33 392.0231),(34 349.4823),(35 351.01212),(36 403.29846),(37 401.87714),(38 381.4578),(39 379.67395),(40 401.4075),(41 397.36545),(42 379.77173),(43 375.20996),(44 397.69394),(45 393.6787),(46 362.13766),(47 402.04306),(48 401.87714),
(1 0.47894654),(2 53.02837),(3 153.52843),(4 192.25874),(5 191.78127),(6 206.95866),(7 233.6479),(8 250.28806),(9 250.88394),(10 254.76581),(11 271.31384),(12 313.45856),(13 311.41),(14 307.1587),(15 297.8599),(16 348.12784),(17 347.9036),(18 324.05066),(19 311.15518),(20 351.36917),(21 351.94537),(22 337.11246),(23 332.8336),(24 376.23215),(25 377.17184),(26 348.17603),(27 378.12695),(28 406.22623),(29 398.99628),(30 386.52597),(31 363.82663),(32 393.149),(33 391.3885),(34 356.09598),(35 352.01086),(36 397.51047),(37 396.2289),(38 397.72983),(39 388.01202),(40 410.07742),(41 407.66342),(42 404.45496),(43 374.37408),(44 394.8198),(45 392.61786),(46 381.9372),(47 402.50894),(48 402.4935),
(1 0.5212765),(2 49.88684),(3 146.9901),(4 175.56024),(5 174.49408),(6 200.48723),(7 245.37857),(8 275.79758),(9 274.58884),(10 273.2463),(11 287.89917),(12 333.93924),(13 332.96707),(14 313.25793),(15 319.0198),(16 359.8016),(17 359.07898),(18 344.2462),(19 328.6335),(20 364.56152),(21 364.45837),(22 355.65924),(23 338.3295),(24 384.11823),(25 382.32745),(26 377.73932),(27 376.379),(28 415.51514),(29 410.92862),(30 402.61517),(31 377.43475),(32 411.86154),(33 409.61368),(34 383.85178),(35 366.24435),(36 414.6219),(37 414.98856),(38 395.30338),(39 384.081),(40 406.8595),(41 404.57312),(42 390.69687),(43 377.6632),(44 390.25024),(45 386.35992),(46 385.484),(47 397.0393),(48 397.3526),
(1 0.47500023),(2 54.12952),(3 148.92252),(4 185.88379),(5 186.21883),(6 200.22377),(7 231.17511),(8 259.78848),(9 258.8895),(10 265.39722),(11 274.9081),(12 313.40552),(13 312.74783),(14 306.6067),(15 313.27243),(16 336.22775),(17 334.32202),(18 336.5499),(19 325.33044),(20 367.44653),(21 366.80844),(22 344.78415),(23 328.76196),(24 367.92758),(25 368.55252),(26 375.0997),(27 370.809),(28 408.8941),(29 402.07153),(30 391.02267),(31 363.67734),(32 389.59952),(33 388.5005),(34 357.93466),(35 375.6511),(36 443.3278),(37 439.70474),(38 390.22772),(39 382.7342),(40 403.29294),(41 401.69147),(42 385.31088),(43 380.05545),(44 408.99768),(45 406.3705),(46 374.49506),(47 387.17758),(48 387.48416),
(1 0.48284516),(2 55.502098),(3 151.84357),(4 181.71614),(5 181.68854),(6 195.67912),(7 228.97162),(8 263.60162),(9 261.54318),(10 257.84024),(11 277.7864),(12 312.68295),(13 312.12585),(14 308.3142),(15 310.55017),(16 349.06094),(17 348.3981),(18 348.24316),(19 330.31485),(20 369.2042),(21 366.70496),(22 343.59158),(23 332.56104),(24 375.28564),(25 373.78784),(26 383.18396),(27 369.0616),(28 396.4533),(29 390.52905),(30 379.2458),(31 380.1999),(32 405.78217),(33 402.36597),(34 371.06445),(35 373.19525),(36 433.25803),(37 429.77985),(38 391.27838),(39 385.00818),(40 408.31946),(41 406.22635),(42 389.45892),(43 377.18808),(44 395.20993),(45 391.5308),(46 365.55875),(47 399.73575),(48 399.8521),
(1 0.48317856),(2 52.68649),(3 148.48232),(4 190.80786),(5 188.39745),(6 202.74274),(7 232.31445),(8 262.8682),(9 261.96613),(10 269.04178),(11 288.93253),(12 318.9323),(13 318.76428),(14 325.98233),(15 313.0906),(16 347.4208),(17 345.77625),(18 346.7037),(19 343.50714),(20 381.25153),(21 379.76126),(22 366.10446),(23 332.24304),(24 370.05487),(25 369.19873),(26 369.39972),(27 387.1269),(28 411.89066),(29 412.4517),(30 402.56085),(31 386.66772),(32 419.02536),(33 417.70026),(34 374.16174),(35 380.15198),(36 431.51538),(37 429.19382),(38 398.59827),(39 399.70123),(40 443.7203),(41 439.7982),(42 405.51685),(43 393.51343),(44 415.17886),(45 413.2667),(46 400.93466),(47 430.6305),(48 430.74222),
(1 0.4879255),(2 50.5628),(3 141.24197),(4 179.82014),(5 178.64172),(6 199.85652),(7 238.32301),(8 268.33035),(9 267.49356),(10 267.92932),(11 278.21365),(12 311.97498),(13 310.10486),(14 310.73477),(15 328.32733),(16 341.34476),(17 341.10785),(18 339.00522),(19 342.90475),(20 401.6425),(21 398.29575),(22 365.37155),(23 340.72098),(24 364.376),(25 364.07373),(26 363.4018),(27 363.6743),(28 384.2803),(29 380.2631),(30 385.92825),(31 378.30264),(32 404.93774),(33 403.46524),(34 367.00555),(35 364.6841),(36 417.76846),(37 416.24542),(38 389.5033),(39 386.8861),(40 412.32486),(41 406.66577),(42 384.39917),(43 378.13477),(44 397.85422),(45 395.389),(46 386.4008),(47 411.23224),(48 411.19052),
(1 0.4804343),(2 54.230526),(3 148.68175),(4 185.36165),(5 184.34465),(6 206.73296),(7 232.19861),(8 263.4457),(9 263.36624),(10 276.9822),(11 287.01874),(12 306.42975),(13 306.4556),(14 309.0552),(15 312.84094),(16 343.06674),(17 340.4187),(18 348.48767),(19 340.8872),(20 380.56744),(21 377.26273),(22 364.98282),(23 350.2221),(24 373.20193),(25 373.4547),(26 367.9146),(27 372.62537),(28 395.81967),(29 394.4625),(30 379.70193),(31 375.6709),(32 410.8242),(33 408.91544),(34 368.27866),(35 348.58954),(36 411.83185),(37 410.04132),(38 380.28592),(39 367.23053),(40 388.41342),(41 386.93427),(42 386.44577),(43 374.78787),(44 398.87878),(45 397.63394),(46 394.957),(47 409.61526),(48 409.96387),
(1 0.46080095),(2 52.183926),(3 144.82942),(4 173.20038),(5 174.25412),(6 188.27475),(7 220.15515),(8 254.82452),(9 255.51472),(10 257.23743),(11 282.3377),(12 308.39435),(13 305.8864),(14 306.99783),(15 294.87213),(16 342.83795),(17 339.3324),(18 349.51172),(19 331.56314),(20 356.17343),(21 352.78607),(22 353.4928),(23 344.2974),(24 382.96536),(25 380.9672),(26 374.24423),(27 367.22937),(28 385.1378),(29 380.92365),(30 389.50305),(31 377.5662),(32 410.84067),(33 405.1809),(34 366.62134),(35 364.98117),(36 413.0371),(37 408.90857),(38 383.15057),(39 374.75983),(40 418.2541),(41 412.44043),(42 386.68115),(43 380.0783),(44 396.767),(45 393.88385),(46 378.84375),(47 402.2771),(48 402.60916),
(1 0.47970152),(2 54.150284),(3 140.71213),(4 178.74829),(5 179.42206),(6 195.09106),(7 225.2515),(8 254.2011),(9 250.84825),(10 260.73447),(11 270.56952),(12 306.06653),(13 305.6866),(14 294.16006),(15 289.82663),(16 320.06796),(17 317.81113),(18 314.67175),(19 293.52625),(20 336.19034),(21 333.7163),(22 320.61786),(23 310.17865),(24 355.28366),(25 354.78262),(26 352.88977),(27 355.9637),(28 385.67593),(29 385.43713),(30 359.37897),(31 341.08035),(32 367.66135),(33 360.90198),(34 341.18933),(35 337.18094),(36 384.12106),(37 382.05142),(38 351.5002),(39 341.88657),(40 388.1),(41 384.56882),(42 357.42184),(43 343.53503),(44 363.47424),(45 361.54236),(46 348.70322),(47 364.74594),(48 364.9073),
(1 0.4660509),(2 50.456894),(3 139.54436),(4 173.15558),(5 173.0074),(6 194.90698),(7 221.97588),(8 243.74817),(9 243.36758),(10 241.49211),(11 256.4698),(12 285.83484),(13 284.42535),(14 274.18668),(15 283.43134),(16 330.20444),(17 328.31946),(18 317.5777),(19 308.9942),(20 331.5904),(21 331.0308),(22 324.7097),(23 319.82828),(24 369.2302),(25 368.07388),(26 346.79022),(27 346.1642),(28 367.86008),(29 366.7636),(30 343.48163),(31 345.12183),(32 375.27832),(33 371.60132),(34 346.61838),(35 334.43875),(36 383.89917),(37 380.26065),(38 365.50592),(39 357.41803),(40 366.0583),(41 361.62634),(42 357.42062),(43 358.95245),(44 380.8994),(45 377.76895),(46 353.24875),(47 381.5603),(48 382.19113),
(1 0.4796184),(2 47.686676),(3 138.29),(4 186.21724),(5 186.59741),(6 192.3156),(7 232.72806),(8 259.313),(9 259.52856),(10 249.88828),(11 268.54352),(12 309.60663),(13 308.08118),(14 311.50766),(15 328.21057),(16 347.12524),(17 346.12076),(18 341.49942),(19 326.94995),(20 372.46854),(21 370.69138),(22 349.45282),(23 339.65475),(24 362.80734),(25 362.094),(26 365.24393),(27 369.9871),(28 407.41086),(29 408.32687),(30 394.41003),(31 375.9269),(32 410.1565),(33 406.96082),(34 366.65732),(35 366.69458),(36 414.27695),(37 409.59583),(38 369.48672),(39 365.97598),(40 415.8273),(41 411.72757),(42 377.53412),(43 380.9731),(44 393.64984),(45 390.42737),(46 374.76016),(47 393.1513),(48 393.0366),
(1 0.484322),(2 48.04631),(3 144.91966),(4 176.96118),(5 176.58594),(6 188.65022),(7 221.75812),(8 250.36243),(9 250.04514),(10 242.05035),(11 267.09918),(12 296.59592),(13 293.55994),(14 305.2643),(15 316.5742),(16 353.5895),(17 352.88727),(18 351.1005),(19 320.58887),(20 364.0237),(21 361.835),(22 336.76358),(23 334.10257),(24 368.7215),(25 367.5355),(26 361.30948),(27 364.65305),(28 392.78876),(29 388.0311),(30 383.0237),(31 360.9992),(32 398.4356),(33 395.7037),(34 358.47083),(35 348.90042),(36 396.3255),(37 394.3201),(38 364.55148),(39 362.7214),(40 401.25314),(41 397.90176),(42 387.55917),(43 367.91415),(44 380.37122),(45 377.6778),(46 357.25745),(47 389.8325),(48 390.03516),
(1 0.49019906),(2 48.856255),(3 130.99466),(4 166.68861),(5 166.63449),(6 185.28139),(7 228.23465),(8 250.87978),(9 248.81105),(10 233.75421),(11 272.29037),(12 299.2034),(13 296.77255),(14 286.16785),(15 292.6743),(16 341.6363),(17 338.29446),(18 319.40173),(19 308.15372),(20 350.41235),(21 349.18716),(22 332.83646),(23 326.84604),(24 361.4175),(25 360.37164),(26 344.3761),(27 350.1598),(28 363.2209),(29 356.63226),(30 344.49637),(31 346.11392),(32 373.03046),(33 370.72266),(34 332.74722),(35 341.09174),(36 396.91116),(37 393.93622),(38 368.12546),(39 352.9384),(40 376.2809),(41 373.58347),(42 364.08484),(43 362.3952),(44 356.29083),(45 353.30057),(46 352.0354),(47 361.34872),(48 361.06158),
