1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105790.4),(2 393441.47),(3 844399.56),(4 1452969),(5 2234668.3),(6 3181980.8),(7 4317535.5),(8 5626006.5),(9 7058018.5),(10 8619891),(11 10269887),(12 12064452),(13 14009689),(14 16131381),(15 18341842),(16 20819854),(17 23478870),(18 26338882),(19 29416550),(20 32665376),(21 36043776),(22 39614876),(23 43565840),(24 47729652),(25 52157600),(26 56742304),(27 61589260),(28 66554976),(29 71655960),(30 76828970),(31 82057000),(32 87221060),(33 92338090),(34 97396280),(35 102495780),(36 107602690),(37 112563160),(38 117748330),(39 122622040),(40 127350040),(41 131898696),(42 136447260),(43 140655100),(44 144919380),(45 148913620),(46 152722240),(47 156390510),(48 159922380),(49 163344590),(50 166515410),(51 169733400),(52 172625300),(53 175511820),(54 178552940),(55 181693250),(56 184813200),(57 187849490),(58 190960770),(59 193926190),(60 196852370),(61 199662460),(62 202527870),(63 205198460),(64 207938300),(65 210373420),(66 212746580),(67 214769400),(68 216729340),(69 218390030),(70 219986480),(71 221576400),(72 222991420),(73 224252290),(74 225356720),(75 226267780),(76 226758960),(77 226951760),(78 226872960),(79 226695250),
(1 10090.686),(2 19241.176),(3 22859.371),(4 24278.656),(5 24417.637),(6 24640.94),(7 26619.879),(8 27715.66),(9 27858.96),(10 27988.195),(11 28289.033),(12 28976.951),(13 29808.35),(14 30320.72),(15 30666.979),(16 30403.84),(17 29776.473),(18 30212.816),(19 31433.445),(20 31334.482),(21 31151.195),(22 32163.904),(23 32605.744),(24 32737.027),(25 32342.145),(26 31976.79),(27 32260.148),(28 32446.6),(29 32210.793),(30 32523.734),(31 32371.117),(32 32067.102),(33 31937.717),(34 31415.033),(35 31349.621),(36 31428.85),(37 31500.516),(38 31814.115),(39 31743.012),(40 31460.377),(41 30576.66),(42 30083.373),(43 30350.8),(44 30861.11),(45 30492.688),(46 30724.973),(47 30896.91),(48 30935.34),(49 30981.705),(50 30701.662),(51 30081.2),(52 30315.078),(53 30829.578),(54 31109.51),(55 31429.148),(56 30934.773),(57 30381.693),(58 30435.338),(59 30878.068),(60 31616.066),(61 32162.232),(62 32330.398),(63 31766.963),(64 31424.299),(65 31650.26),(66 32385.512),(67 32580.102),(68 32098.55),(69 31596.084),(70 31912.588),(71 32799.4),(72 33701.508),(73 33848.355),(74 34111.06),(75 34167.23),(76 34243.414),(77 34361.316),(78 34214.156),(79 34487.984),
(1 10200.844),(2 19167.717),(3 22871.559),(4 23982.3),(5 23812.986),(6 24159.43),(7 26076.088),(8 27032.79),(9 26507.19),(10 25877.854),(11 26279.693),(12 26953.6),(13 28118.357),(14 29098.355),(15 29607.455),(16 29222.164),(17 28959.768),(18 29194.92),(19 29652.375),(20 29307.896),(21 29150.8),(22 29797.732),(23 29933.8),(24 30679.104),(25 31020.41),(26 31426.184),(27 31765.8),(28 32086.342),(29 32188.635),(30 32507.709),(31 32098.375),(32 31386.865),(33 31447.465),(34 31947.217),(35 32647.432),(36 32754.941),(37 32828.88),(38 32694.174),(39 32348.148),(40 32151.162),(41 31663.033),(42 30906.193),(43 31055.271),(44 31347.832),(45 31496.707),(46 32168.877),(47 32075.223),(48 31390.129),(49 31417.486),(50 31296.654),(51 31217.645),(52 32035.639),(53 32436.104),(54 32349.662),(55 31612.316),(56 30830.719),(57 30847.219),(58 30810.496),(59 30769.348),(60 30582.727),(61 30218.45),(62 30614.148),(63 31202.049),(64 31931.697),(65 32437.768),(66 33098.938),(67 32757.813),(68 31799.484),(69 31221.432),(70 31193.268),(71 31610.436),(72 31679.393),(73 31424.342),(74 31326.203),(75 31510.307),(76 32162.496),(77 32542.064),(78 32340.322),(79 32911.055),
(1 9684.794),(2 18249.332),(3 21753.11),(4 23259.898),(5 23080.592),(6 22815.463),(7 24456.596),(8 24883.375),(9 25220.861),(10 25280.254),(11 24892.654),(12 25542.172),(13 26675.516),(14 26881.107),(15 27160.666),(16 26774.357),(17 27138.742),(18 27591.154),(19 27715.822),(20 27911.967),(21 27712.938),(22 27842.754),(23 27349.828),(24 27771.691),(25 28071.271),(26 28821.107),(27 29262.625),(28 28995.137),(29 28879.564),(30 29730.094),(31 29767.258),(32 29565.473),(33 29655.941),(34 29853.803),(35 30536.23),(36 30947.97),(37 30838.248),(38 30675.553),(39 30138.162),(40 30051.926),(41 29659.697),(42 29620.275),(43 30272.057),(44 30313.328),(45 30249.592),(46 30820.125),(47 30981.512),(48 30725.559),(49 30631.133),(50 30366.564),(51 30110.23),(52 30023.793),(53 29732.62),(54 29750.393),(55 29216.213),(56 29261.527),(57 29434.316),(58 29018.697),(59 28615.355),(60 28672.764),(61 28734.736),(62 28958.293),(63 28969.863),(64 29396.217),(65 29744.385),(66 30622.988),(67 31056.414),(68 30752.08),(69 30202.938),(70 30128.379),(71 30387.898),(72 30674.234),(73 30660.467),(74 30450.42),(75 30585.195),(76 30954.906),(77 31449.568),(78 32569.12),(79 33101.215),
(1 9059.46),(2 16706.828),(3 19900.555),(4 21499.049),(5 21777.217),(6 21931.6),(7 23128.605),(8 23326.904),(9 23582.645),(10 23853.17),(11 23730.016),(12 24152.266),(13 25326.504),(14 25949.871),(15 26675.766),(16 27211.82),(17 27065.725),(18 27368.432),(19 27789.422),(20 28333.457),(21 28230.383),(22 28436.047),(23 28307.451),(24 28670.145),(25 28764.707),(26 29439.07),(27 29791.863),(28 29338.754),(29 29244.08),(30 29544.361),(31 29728.32),(32 29634.33),(33 29671.127),(34 29485.389),(35 29024.805),(36 28744.105),(37 28778.533),(38 28723.363),(39 28759.613),(40 28553.34),(41 28214.291),(42 28124.26),(43 28343.172),(44 28591.383),(45 28263.586),(46 28065.945),(47 27552.012),(48 27222.666),(49 27527.857),(50 27779.299),(51 27218.049),(52 27196.361),(53 27029.76),(54 26914.297),(55 26949.959),(56 27229.334),(57 27502.559),(58 27087.873),(59 26907.543),(60 27255.813),(61 27784.75),(62 28012.74),(63 27798.041),(64 28102.479),(65 28485.121),(66 28900.018),(67 29162.697),(68 29631.738),(69 29901.113),(70 29830.979),(71 29814.602),(72 30137.658),(73 30634.938),(74 30673.883),(75 30511.303),(76 30424.803),(77 30954),(78 31190.129),(79 30343.578),
(1 8913.911),(2 16076.978),(3 19376.133),(4 21188.818),(5 21319.352),(6 21179.594),(7 21717.361),(8 21384.617),(9 21326.088),(10 22068.854),(11 22557.398),(12 23185.617),(13 23819.408),(14 23988.994),(15 24194.203),(16 24541.625),(17 24323.893),(18 24556.05),(19 25130.79),(20 25386.55),(21 25626.107),(22 25956.523),(23 25951.467),(24 26316.215),(25 26321.777),(26 27209.303),(27 27487.799),(28 27549.834),(29 27464.078),(30 27821.695),(31 28083.365),(32 28411.818),(33 28522.617),(34 28486.438),(35 28635.361),(36 28594.154),(37 28144.932),(38 27468.82),(39 27057.654),(40 27135.15),(41 27349.479),(42 27854.805),(43 27732.447),(44 27226.803),(45 27032.217),(46 27207.938),(47 27694.398),(48 28087.371),(49 28405.846),(50 27930.768),(51 27587.842),(52 27591.979),(53 27604.494),(54 27138.17),(55 26646.098),(56 26676.195),(57 26789.324),(58 26997.504),(59 27120.943),(60 27179.447),(61 27661.861),(62 27985.283),(63 28301.867),(64 28952.15),(65 29098.262),(66 28889.465),(67 28773.893),(68 28940.365),(69 28981.525),(70 29019.68),(71 29170.496),(72 29301.963),(73 29033.22),(74 28501.352),(75 28148.94),(76 27672.584),(77 28201.598),(78 28265.371),(79 27798.617),
(1 8770.9375),(2 16150.133),(3 18903.713),(4 19698.457),(5 19552.678),(6 19601.518),(7 20538.053),(8 20531.84),(9 21070.756),(10 21742.969),(11 22251.707),(12 23025.984),(13 23720.365),(14 23770.814),(15 24462.184),(16 25469.871),(17 25446.813),(18 24937.36),(19 25151.941),(20 25569.164),(21 25526.13),(22 25864.006),(23 25758.666),(24 25830.412),(25 25864.56),(26 26278.129),(27 26422.941),(28 26110.664),(29 26139.434),(30 26145.623),(31 26026.678),(32 26397.584),(33 26897.783),(34 26901.588),(35 27167.76),(36 27706.988),(37 27669.375),(38 27272.754),(39 26944.047),(40 26575.03),(41 26825.158),(42 27127.648),(43 27440.164),(44 27422.281),(45 27085.229),(46 26854.818),(47 27197.83),(48 27514.135),(49 27155.246),(50 26987.648),(51 27421.93),(52 27893.953),(53 27776.94),(54 27770.322),(55 27924.19),(56 28015.406),(57 28311.41),(58 28562.723),(59 28341.129),(60 27890.488),(61 27898.307),(62 28266.16),(63 28681.916),(64 28624.158),(65 28620.67),(66 28657.672),(67 28670.71),(68 28730.895),(69 28928.8),(70 29062.26),(71 29451.41),(72 29828.295),(73 29585.906),(74 29151.2),(75 29011.787),(76 29024.066),(77 28910.459),(78 28811.91),(79 28909.596),
(1 8911.394),(2 16924.143),(3 19672.898),(4 20030.014),(5 19674.883),(6 20275.92),(7 21513.406),(8 21427.191),(9 21624.693),(10 21818.807),(11 21994.844),(12 22642.914),(13 23127.969),(14 23023.305),(15 23630.855),(16 24011.469),(17 23554.787),(18 23729.7),(19 25013.992),(20 25612.955),(21 25901.32),(22 26471.936),(23 26581.467),(24 26323.19),(25 26005.281),(26 26278.854),(27 26354.01),(28 26738.863),(29 26560.488),(30 26083.234),(31 25989.354),(32 26362.414),(33 27141.686),(34 27333.04),(35 27274.322),(36 27021.988),(37 26697.18),(38 26510.186),(39 26835.441),(40 26676.348),(41 27072.977),(42 27386.451),(43 27593.39),(44 27785.87),(45 27287.357),(46 26753.832),(47 26683.46),(48 26800.268),(49 26737.896),(50 27223.32),(51 28103.582),(52 28168.447),(53 27450.771),(54 26932.12),(55 26838.32),(56 27232.865),(57 27813.336),(58 28319.42),(59 27793.168),(60 27216.254),(61 27334.621),(62 28135.363),(63 28297.129),(64 27760.213),(65 27076.246),(66 27281.756),(67 27587.115),(68 27964.566),(69 28204.295),(70 27968.137),(71 28301.344),(72 28316.924),(73 27867.658),(74 27631.713),(75 28317.197),(76 29186.86),(77 29757.88),(78 29709.92),(79 29263.537),
(1 8692.02),(2 16450.787),(3 18996.219),(4 19793.04),(5 19352.11),(6 20123.266),(7 21203.799),(8 21216.066),(9 21395.924),(10 21716.602),(11 22695.719),(12 23464.557),(13 23708.744),(14 23540.674),(15 23940.56),(16 24457.48),(17 24512.693),(18 24731.203),(19 25586.89),(20 25523.229),(21 25170.26),(22 25485.748),(23 25427.22),(24 25502.3),(25 25172.482),(26 24965.174),(27 25580.008),(28 26138.932),(29 25936.475),(30 25774.344),(31 25516.932),(32 25747.508),(33 26519.19),(34 26375.098),(35 26307.771),(36 25969.365),(37 25944.428),(38 26164.549),(39 26126.05),(40 26344.328),(41 26878.943),(42 26951.986),(43 27212.063),(44 27053.723),(45 26706.87),(46 26523.846),(47 26645.924),(48 26421.043),(49 26109.14),(50 26730.508),(51 27020.625),(52 26973.977),(53 26978.227),(54 27382.807),(55 27797.418),(56 27680.076),(57 27776.205),(58 27756.545),(59 27038.494),(60 26310.055),(61 25895.352),(62 26143.498),(63 26848.703),(64 26442.943),(65 25998.62),(66 26067.057),(67 25958.291),(68 26381.684),(69 26657.156),(70 26805.598),(71 26923.715),(72 26718.148),(73 26621.316),(74 26828.34),(75 27208.285),(76 27186.463),(77 27248.668),(78 27386.832),(79 27722.482),
(1 8851.59),(2 16655.71),(3 19690.004),(4 20442.418),(5 19839.697),(6 20536.82),(7 21651.95),(8 21705.145),(9 21686.443),(10 22134.787),(11 22420.822),(12 23090.11),(13 23299.264),(14 23608.723),(15 23656.709),(16 23826.61),(17 23829.08),(18 23708.457),(19 24395.096),(20 24842.723),(21 25293.156),(22 25727.438),(23 25746.494),(24 25531.65),(25 25597.201),(26 25454.38),(27 25555.35),(28 25677.387),(29 25585.938),(30 25039.023),(31 24775.166),(32 25258.68),(33 25551.65),(34 25254.455),(35 25415.023),(36 25283.01),(37 25342.094),(38 25317.77),(39 25112.799),(40 25062.04),(41 25467.775),(42 26061.277),(43 26483.912),(44 26197.861),(45 25965.04),(46 25867.51),(47 26020.89),(48 26130.924),(49 25937.592),(50 25800.35),(51 25603.527),(52 25551.074),(53 25636.016),(54 25925.793),(55 26371.283),(56 26562.32),(57 26852.47),(58 26901.34),(59 26329.107),(60 25741.08),(61 25730.207),(62 26245.293),(63 26512.344),(64 25949.766),(65 26008.654),(66 26314.275),(67 26758.545),(68 27296.77),(69 27418.154),(70 27348.23),(71 27289.375),(72 27078.254),(73 27855.85),(74 28421.54),(75 28130.697),(76 27260.867),(77 26734.092),(78 27183.861),(79 27648.852),
(1 8314.191),(2 15566.199),(3 18279.107),(4 18833.068),(5 18556.96),(6 18914.07),(7 19463.04),(8 19493.35),(9 19569.006),(10 20497.035),(11 20992.154),(12 21495.521),(13 21962.662),(14 22376.86),(15 22761.912),(16 22333.441),(17 22258.32),(18 22421.352),(19 23130.867),(20 23883.58),(21 24250.777),(22 24080.326),(23 23308.943),(24 23244.51),(25 23857.719),(26 24198.662),(27 24276.033),(28 24265.87),(29 24102.557),(30 24192.258),(31 24431.84),(32 24766.277),(33 24888.504),(34 24978.15),(35 25149.438),(36 24951.398),(37 25034.035),(38 24816.643),(39 24223.707),(40 24070.637),(41 24729.543),(42 25804.258),(43 26214.598),(44 25492.172),(45 24886.248),(46 24794.58),(47 24964.326),(48 24902.887),(49 24949.076),(50 25095.861),(51 24956.162),(52 24850.047),(53 24727.912),(54 24940.725),(55 25339.424),(56 25111.81),(57 25010.195),(58 24633.256),(59 24418.076),(60 24660.729),(61 24579.621),(62 25019.094),(63 25186.941),(64 24739.633),(65 24835.248),(66 24985.467),(67 25586.35),(68 25845.613),(69 25480.838),(70 25356.35),(71 25100.615),(72 24958.754),(73 25281.965),(74 25423.73),(75 25442.764),(76 25298.95),(77 25137.852),(78 25085.053),(79 25427.139),
(1 7910.887),(2 14466.701),(3 16659.488),(4 16951.81),(5 16593.91),(6 17147.928),(7 17753.217),(8 17762.664),(9 18273.98),(10 18393.738),(11 18523.02),(12 18995.203),(13 19240.09),(14 20073.834),(15 20391.098),(16 20348.08),(17 20428.385),(18 20461.19),(19 21067.95),(20 21972.867),(21 22230.33),(22 22237.52),(23 21702.43),(24 21283.57),(25 21757.166),(26 22134.594),(27 22533.713),(28 22869.06),(29 22719.83),(30 22272.65),(31 21943.682),(32 22179.145),(33 22583.463),(34 23395.518),(35 23295.895),(36 23098.037),(37 22961.926),(38 22586.408),(39 22247.672),(40 22444.043),(41 22908.396),(42 23889.988),(43 24269.172),(44 24358.639),(45 23833.492),(46 23648.33),(47 23583.742),(48 23756.688),(49 24014.36),(50 23936.66),(51 23981.46),(52 24108.977),(53 24235.59),(54 24510.39),(55 24562.166),(56 24498.775),(57 24227.775),(58 24134.395),(59 24553.36),(60 24850.883),(61 24623.172),(62 24701.67),(63 24582.633),(64 24394.322),(65 24540.672),(66 24593.336),(67 24903.328),(68 24433.074),(69 24142.047),(70 24328.463),(71 24589.285),(72 24518.086),(73 24092.115),(74 23995.865),(75 24188.268),(76 24308.465),(77 24360.297),(78 24304.908),(79 24349.992),
(1 7778.9956),(2 13884.857),(3 15871.709),(4 16329.945),(5 16323.683),(6 16923.063),(7 17698.37),(8 18447.885),(9 18900.063),(10 19076.098),(11 18702.111),(12 19200.3),(13 19570.377),(14 20016.162),(15 20265.488),(16 20230.977),(17 20425.488),(18 20453.195),(19 21075.402),(20 20997.502),(21 21238.76),(22 21492.322),(23 21220.21),(24 21400.035),(25 22156.533),(26 22228.318),(27 22221.531),(28 22408.19),(29 22240.969),(30 22522.729),(31 22687.432),(32 22622.576),(33 23215.45),(34 23340.16),(35 22909.092),(36 22727.54),(37 22192.727),(38 21923.824),(39 21903.19),(40 22050.492),(41 22584.02),(42 23201.709),(43 23296.854),(44 23026.896),(45 22854.184),(46 22817.785),(47 22785.094),(48 22735.342),(49 23178.68),(50 23410.568),(51 23430.18),(52 23175.756),(53 23404.285),(54 23565.71),(55 23702.854),(56 23601.473),(57 23467.854),(58 23649.656),(59 24212.178),(60 23861),(61 23594.832),(62 23637.234),(63 23778.67),(64 23608.992),(65 23409.697),(66 23731.54),(67 24342.271),(68 24017.715),(69 23264.477),(70 23018.59),(71 23079.748),(72 23354.44),(73 23795.893),(74 24148.502),(75 24688.094),(76 25102.576),(77 25401.375),(78 25274.018),(79 24911.5),
(1 7710.308),(2 13870.757),(3 15984.959),(4 16218.782),(5 16655.656),(6 17615.553),(7 18143.49),(8 18261.2),(9 18899.006),(10 19112.473),(11 19224.832),(12 19481.895),(13 19902.027),(14 20462.053),(15 20501.326),(16 20648.547),(17 20671.5),(18 20670.244),(19 21423.762),(20 21413.762),(21 21255.498),(22 21473.258),(23 21112.313),(24 21363.121),(25 21938.389),(26 22237.566),(27 22433.805),(28 22238.361),(29 21890.361),(30 21706.531),(31 22010.508),(32 22205.887),(33 22954.375),(34 22987.047),(35 22679.172),(36 22524.113),(37 22329.848),(38 22040.947),(39 21839.406),(40 22222.555),(41 22792.375),(42 23022.604),(43 22911.818),(44 22686.227),(45 22621.121),(46 22682.885),(47 22402.297),(48 22197.375),(49 21798.791),(50 21838.945),(51 22194.709),(52 22285.031),(53 22705.309),(54 22600.098),(55 22199.568),(56 21815.564),(57 21234.426),(58 21230.16),(59 21541.6),(60 21783.814),(61 22083.615),(62 22535.51),(63 22836.672),(64 22952.016),(65 22581.447),(66 22856.865),(67 23227.027),(68 23009.3),(69 22855.756),(70 23005.37),(71 23102.305),(72 23194.318),(73 23139.105),(74 22975.531),(75 22837.186),(76 22931.813),(77 23340.762),(78 23836.72),(79 24129.127),
(1 7830.9116),(2 13954.354),(3 15798.904),(4 16391.658),(5 16985.693),(6 17683.357),(7 17942.408),(8 18289.938),(9 19069.975),(10 19328.654),(11 19133.588),(12 19220.143),(13 19609.486),(14 20301.836),(15 20440.563),(16 20447.01),(17 20171.768),(18 20343.025),(19 21013.46),(20 21131.592),(21 20869.104),(22 20826.455),(23 20239.656),(24 20568.822),(25 21046.668),(26 21250.764),(27 21399.008),(28 21108.752),(29 21063.871),(30 21127.236),(31 21372.867),(32 21896.564),(33 22415.088),(34 22179.752),(35 21722.53),(36 21454.668),(37 21363.006),(38 21249.957),(39 20849.334),(40 20967.723),(41 21634.668),(42 22235.896),(43 21801.033),(44 21346.932),(45 21452.666),(46 21517.13),(47 21287.867),(48 20982.607),(49 20979.475),(50 21483.49),(51 21272.998),(52 20988.46),(53 20885.637),(54 20826.234),(55 20457.277),(56 19903.523),(57 19597.072),(58 19522.291),(59 19575.55),(60 19660.22),(61 19947.043),(62 20313.143),(63 20466.969),(64 20623.623),(65 20557.943),(66 20838.049),(67 21042.447),(68 21007.918),(69 21338.943),(70 21779.533),(71 21898.385),(72 22359.736),(73 22965.229),(74 22951.787),(75 22900.934),(76 23320.06),(77 23423.854),(78 23244.115),(79 23355.066),
(1 7658.5293),(2 13976.413),(3 15736.94),(4 16057.334),(5 16441.816),(6 16820.727),(7 17194.416),(8 17862.746),(9 18797.34),(10 18959.422),(11 18550.055),(12 18457.395),(13 18739.865),(14 19300.814),(15 19334.336),(16 19184.66),(17 19176.586),(18 19642.49),(19 19949.422),(20 19995.781),(21 20217.89),(22 20357.258),(23 20099.18),(24 20485.318),(25 20530.537),(26 20599.504),(27 20637.107),(28 20368.807),(29 20126.807),(30 20177.588),(31 20311.254),(32 20833.857),(33 21412.586),(34 21427.246),(35 21277.945),(36 21018.957),(37 21046.982),(38 21129.438),(39 21002.898),(40 20622.943),(41 20345.684),(42 20438.045),(43 19841.197),(44 20127.088),(45 20435.807),(46 20614.727),(47 20419.465),(48 20045.148),(49 20144.953),(50 20614.578),(51 20236.012),(52 20237.988),(53 20369.518),(54 20467.14),(55 20208.87),(56 19793.979),(57 19831.656),(58 20122.102),(59 20466.582),(60 20316.059),(61 20337.781),(62 20839.602),(63 21103.508),(64 21069.492),(65 20820.041),(66 20701.105),(67 20493.816),(68 20567.95),(69 20987.695),(70 21017.197),(71 20880.547),(72 21122.824),(73 21520.414),(74 21785.787),(75 21765.387),(76 22214.613),(77 22624.623),(78 22704.79),(79 22503.375),
(1 7282.709),(2 13292.221),(3 15416.448),(4 15509.704),(5 15760.143),(6 16376.369),(7 16827.387),(8 17248.168),(9 17844.68),(10 17902.223),(11 17613.428),(12 17715.826),(13 18399.56),(14 18719.564),(15 19065.186),(16 18968.838),(17 18715.936),(18 18851.02),(19 19041.916),(20 18854.678),(21 19190.527),(22 18759.432),(23 18755.418),(24 19252.658),(25 19707.99),(26 19871.555),(27 19817.184),(28 19797.4),(29 19559.203),(30 19723.232),(31 20337.49),(32 20636.395),(33 21092.994),(34 21148.186),(35 20672.783),(36 20028.158),(37 19997.516),(38 20566.553),(39 21037.238),(40 20774.547),(41 20687.207),(42 20867.53),(43 20799.654),(44 21124.137),(45 21157.242),(46 20785.668),(47 20680.21),(48 20526.014),(49 20461.865),(50 20450.994),(51 20175.047),(52 20068.799),(53 20428.295),(54 20710.902),(55 20261.127),(56 19784.309),(57 19667.707),(58 20140.305),(59 20480.82),(60 20419.56),(61 20537.418),(62 20841.346),(63 21047.172),(64 21160.1),(65 21627.242),(66 21659.182),(67 21222.629),(68 21197.65),(69 21417.723),(70 21030.979),(71 21077.313),(72 21515.547),(73 21914.088),(74 21858),(75 21976.537),(76 22053.111),(77 22361.71),(78 22593.305),(79 22718.195),
(1 6952.121),(2 12569.305),(3 14635.824),(4 14901.569),(5 14938.842),(6 15545.71),(7 15665.178),(8 16062.593),(9 16460.436),(10 16529.678),(11 16883.293),(12 16894.064),(13 16986.72),(14 16966.762),(15 17435.994),(16 17655.334),(17 17499.666),(18 17656.547),(19 18160.803),(20 18011.734),(21 18114.584),(22 17948.988),(23 18333.693),(24 18543.424),(25 18667.473),(26 18854.398),(27 18829.785),(28 18758.252),(29 18543.912),(30 18425.49),(31 18625.533),(32 18932.502),(33 19482.543),(34 19819.213),(35 19694.39),(36 19463.475),(37 19015.807),(38 19093.266),(39 19335.467),(40 19122.004),(41 19256.236),(42 19514.943),(43 19217.96),(44 19072.61),(45 19436.139),(46 19586.91),(47 19508.371),(48 19632.158),(49 19777.25),(50 19727.605),(51 19796.57),(52 19550.379),(53 19591.254),(54 19739.145),(55 19330.912),(56 19095.695),(57 18769.004),(58 19063.299),(59 19135.844),(60 19159.828),(61 19391.016),(62 19761.656),(63 19710.85),(64 19557.438),(65 19645.309),(66 19397.27),(67 19172.582),(68 19596.307),(69 19872.824),(70 19851.56),(71 19982.014),(72 20217.445),(73 20383.602),(74 20410.607),(75 20495.313),(76 20617.78),(77 20701.79),(78 20601.521),(79 20644.71),
(1 6753.618),(2 11910.212),(3 13766.997),(4 14355.955),(5 14684.75),(6 15035.536),(7 15331.199),(8 16031.22),(9 16273.797),(10 16305.154),(11 16563.676),(12 16658.396),(13 16705.31),(14 17130.154),(15 17577.762),(16 17589.203),(17 17409.057),(18 17572.645),(19 18035.334),(20 18259.465),(21 18295.174),(22 18168.734),(23 18495.299),(24 18383.414),(25 18159.053),(26 18393.297),(27 18366.229),(28 18487.922),(29 18712.828),(30 18792.79),(31 18784.39),(32 19007.135),(33 19342.057),(34 19301.059),(35 19708.16),(36 19656.639),(37 19472.258),(38 19137.607),(39 18899.01),(40 19282.61),(41 19531.057),(42 19669.691),(43 19400.627),(44 19195.85),(45 19539.605),(46 19625.863),(47 19827.64),(48 19958.045),(49 20084.873),(50 19947.145),(51 19805.648),(52 19811.484),(53 20038.498),(54 20070.322),(55 19645.516),(56 19235.238),(57 18981.594),(58 18817.031),(59 18759.266),(60 19042.223),(61 19321.031),(62 19538.61),(63 19939.475),(64 19826.063),(65 19880.945),(66 19814.201),(67 19947.574),(68 19911.447),(69 20110.982),(70 20276.998),(71 20295.734),(72 20281.373),(73 20138.836),(74 19786.242),(75 19474.03),(76 19766.9),(77 20128.129),(78 20494.672),(79 20901.95),
