1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105790.4),(2 393441.47),(3 844399.56),(4 1452969),(5 2234668.3),(6 3181980.8),(7 4317535.5),(8 5626006.5),(9 7058018.5),(10 8619891),(11 10269887),(12 12064452),(13 14009689),(14 16131381),(15 18341842),(16 20819854),(17 23478870),(18 26338882),(19 29416550),(20 32665376),(21 36043776),(22 39614876),(23 43565840),(24 47729652),(25 52157600),(26 56742304),(27 61589260),(28 66554976),(29 71655960),(30 76828970),(31 82057000),(32 87221060),(33 92338090),(34 97396280),(35 102495780),(36 107602690),(37 112563160),(38 117748330),(39 122622040),(40 127350040),(41 131898696),(42 136447260),(43 140655100),(44 144919380),(45 148913620),(46 152722240),(47 156390510),(48 159922380),(49 163344590),(50 166515410),(51 169733400),(52 172625300),(53 175511820),(54 178552940),(55 181693250),(56 184813200),(57 187849490),(58 190960770),(59 193926190),(60 196852370),(61 199662460),(62 202527870),(63 205198460),(64 207938300),(65 210373420),(66 212746580),(67 214769400),(68 216729340),(69 218390030),(70 219986480),(71 221576400),(72 222991420),(73 224252290),(74 225356720),(75 226267780),(76 226758960),(77 226951760),(78 226872960),(79 226695250),
(1 113.785545),(2 134.77509),(3 151.69733),(4 162.88213),(5 171.60397),(6 175.18059),(7 178.02377),(8 182.48602),(9 185.29),(10 189.51132),(11 193.13342),(12 195.13133),(13 199.29254),(14 203.18237),(15 203.41461),(16 204.47302),(17 205.2803),(18 208.97751),(19 212.82059),(20 213.05174),(21 213.69257),(22 214.00298),(23 214.77419),(24 216.32376),(25 217.29701),(26 218.66867),(27 216.34628),(28 216.38487),(29 217.49715),(30 218.87138),(31 220.89958),(32 218.68652),(33 219.02301),(34 216.59407),(35 216.44499),(36 216.39203),(37 212.90916),(38 215.57214),(39 215.64159),(40 214.94058),(41 212.82196),(42 210.37831),(43 210.32182),(44 209.1905),(45 207.09802),(46 205.92671),(47 206.9938),(48 206.54773),(49 203.25832),(50 201.47136),(51 200.21233),(52 199.39757),(53 198.707),(54 197.90692),(55 197.99883),(56 198.11966),(57 198.83209),(58 197.67662),(59 198.4675),(60 198.48361),(61 197.38553),(62 197.25084),(63 199.45345),(64 199.90143),(65 202.20004),(66 202.20763),(67 202.07193),(68 205.21042),(69 206.43262),(70 207.44508),(71 204.77765),(72 207.00809),(73 209.2857),(74 207.01204),(75 209.00293),(76 211.39317),(77 212.38763),(78 212.38681),(79 211.72192),
(1 112.37169),(2 134.52504),(3 150.72676),(4 162.99367),(5 171.41978),(6 174.69728),(7 177.94302),(8 181.7815),(9 185.67822),(10 190.66156),(11 194.7408),(12 196.5438),(13 200.33202),(14 202.49297),(15 205.28621),(16 206.76115),(17 208.88023),(18 212.35008),(19 217.42622),(20 217.16762),(21 216.1973),(22 215.36578),(23 216.48515),(24 215.28915),(25 215.83643),(26 216.3443),(27 216.50946),(28 216.54958),(29 215.82077),(30 218.76697),(31 216.82025),(32 216.48987),(33 215.83182),(34 214.03276),(35 213.50732),(36 214.63066),(37 210.76624),(38 213.29881),(39 211.02448),(40 208.42537),(41 206.98318),(42 204.75728),(43 202.9674),(44 200.32799),(45 200.46254),(46 201.95409),(47 200.383),(48 197.58467),(49 195.99907),(50 195.13779),(51 196.2985),(52 197.4727),(53 198.87262),(54 198.74721),(55 198.04913),(56 196.60405),(57 197.13109),(58 195.7699),(59 197.22647),(60 198.54637),(61 197.09015),(62 199.1003),(63 199.07425),(64 200.07193),(65 200.54013),(66 203.30128),(67 202.92418),(68 206.08603),(69 206.39935),(70 208.85736),(71 208.30559),(72 207.19604),(73 208.36232),(74 207.88),(75 211.86726),(76 209.7956),(77 211.24316),(78 211.7304),(79 211.55103),
(1 111.402245),(2 132.06784),(3 147.62323),(4 156.50943),(5 166.75375),(6 172.46747),(7 175.52356),(8 180.8288),(9 185.54324),(10 189.92644),(11 193.17902),(12 195.62303),(13 200.84297),(14 201.24994),(15 204.902),(16 205.82713),(17 208.1632),(18 209.29694),(19 212.10156),(20 210.83652),(21 210.1426),(22 211.95776),(23 212.99779),(24 210.38336),(25 211.22423),(26 212.03181),(27 214.49438),(28 214.93593),(29 213.92014),(30 216.28282),(31 211.78687),(32 212.21149),(33 212.58316),(34 209.243),(35 206.52936),(36 205.24702),(37 207.0859),(38 210.01404),(39 209.3381),(40 207.06776),(41 207.3474),(42 204.97072),(43 205.74179),(44 200.94359),(45 200.37389),(46 200.44781),(47 199.47566),(48 196.4111),(49 194.97826),(50 195.59361),(51 194.6096),(52 195.34346),(53 197.05475),(54 194.90077),(55 194.6463),(56 193.70187),(57 192.57843),(58 191.39082),(59 190.2255),(60 192.59196),(61 191.29099),(62 191.43126),(63 192.09593),(64 191.79915),(65 191.86606),(66 193.81569),(67 194.55812),(68 198.12766),(69 198.49423),(70 200.18478),(71 201.50081),(72 200.86984),(73 202.15765),(74 204.19348),(75 203.5671),(76 204.17892),(77 205.22876),(78 204.4105),(79 207.50668),
(1 107.758354),(2 131.91129),(3 145.41432),(4 157.50296),(5 164.41039),(6 169.80122),(7 174.30962),(8 179.36206),(9 186.1975),(10 187.78383),(11 192.00133),(12 193.12471),(13 197.75128),(14 198.86375),(15 201.63477),(16 203.56924),(17 202.55782),(18 204.12303),(19 204.54988),(20 205.39395),(21 207.70377),(22 206.9298),(23 207.3471),(24 208.13524),(25 209.32947),(26 209.11812),(27 207.63318),(28 208.85988),(29 209.2886),(30 211.34908),(31 209.7541),(32 210.62746),(33 208.83698),(34 210.60532),(35 209.88092),(36 209.45944),(37 207.2328),(38 208.28246),(39 204.24602),(40 203.75528),(41 202.1227),(42 196.4223),(43 196.00343),(44 193.84892),(45 194.31674),(46 193.66382),(47 192.94061),(48 191.25385),(49 192.40164),(50 190.73888),(51 191.84749),(52 192.30789),(53 194.00838),(54 193.27263),(55 192.98747),(56 192.46193),(57 194.87451),(58 195.6788),(59 192.31027),(60 192.1128),(61 192.45654),(62 193.65643),(63 193.09918),(64 194.87761),(65 196.29175),(66 195.11778),(67 195.90083),(68 199.28313),(69 197.0527),(70 196.58783),(71 196.11017),(72 199.06557),(73 199.19327),(74 200.64977),(75 203.1599),(76 201.98741),(77 203.6794),(78 205.94191),(79 204.8173),
(1 105.1723),(2 129.26222),(3 142.88287),(4 154.34805),(5 162.05473),(6 166.00732),(7 168.90073),(8 172.9707),(9 177.57129),(10 179.78172),(11 184.28049),(12 187.55809),(13 191.2782),(14 191.10887),(15 193.74619),(16 196.54065),(17 197.79626),(18 201.38683),(19 200.99901),(20 200.02353),(21 204.20308),(22 203.49565),(23 205.32083),(24 202.6117),(25 205.50937),(26 206.32597),(27 207.81955),(28 209.86185),(29 207.60211),(30 206.96332),(31 206.44333),(32 204.59224),(33 203.27145),(34 203.90625),(35 203.70418),(36 203.23853),(37 199.33022),(38 197.74019),(39 196.51591),(40 197.68301),(41 193.70033),(42 192.45222),(43 192.13185),(44 190.25385),(45 190.12456),(46 189.29552),(47 191.3763),(48 188.7346),(49 186.9806),(50 185.56168),(51 187.28162),(52 186.46007),(53 187.19363),(54 188.55156),(55 190.25381),(56 189.40599),(57 188.33868),(58 189.37276),(59 187.47885),(60 186.75847),(61 186.29391),(62 186.68552),(63 187.31049),(64 189.4369),(65 189.48016),(66 191.12129),(67 192.01154),(68 193.1114),(69 193.91795),(70 191.73225),(71 191.88623),(72 193.03664),(73 194.75279),(74 196.78685),(75 199.04468),(76 202.5052),(77 201.52657),(78 199.74385),(79 200.13911),
(1 104.673584),(2 128.20332),(3 141.62595),(4 150.5761),(5 157.43877),(6 160.60056),(7 163.11241),(8 167.8287),(9 170.4252),(10 172.8447),(11 176.4118),(12 179.6162),(13 181.8743),(14 181.86336),(15 185.11218),(16 184.95139),(17 186.75404),(18 190.05743),(19 190.51947),(20 192.3497),(21 192.74164),(22 193.89905),(23 193.36856),(24 191.59181),(25 192.03625),(26 193.11667),(27 194.07762),(28 195.30011),(29 195.62877),(30 197.30136),(31 197.1192),(32 196.66133),(33 197.24487),(34 197.18942),(35 194.64629),(36 195.2235),(37 195.15013),(38 196.63768),(39 192.79066),(40 191.82036),(41 188.88467),(42 190.23259),(43 190.1775),(44 189.57307),(45 190.34499),(46 188.21376),(47 189.95975),(48 187.27821),(49 185.1449),(50 185.05017),(51 184.08784),(52 182.28027),(53 182.27087),(54 182.37776),(55 182.28441),(56 184.88094),(57 183.85889),(58 183.00044),(59 182.9402),(60 181.13824),(61 183.59236),(62 182.85068),(63 185.51204),(64 185.31514),(65 186.90964),(66 187.75232),(67 187.45815),(68 189.82811),(69 190.47882),(70 190.70876),(71 190.17201),(72 190.75383),(73 189.71599),(74 190.57794),(75 193.38916),(76 193.91335),(77 192.42108),(78 190.33836),(79 191.08986),
(1 105.94927),(2 128.04677),(3 145.49265),(4 155.66698),(5 159.95929),(6 164.53117),(7 168.29517),(8 172.88223),(9 177.24406),(10 178.2423),(11 180.46371),(12 182.65701),(13 186.67455),(14 189.47421),(15 192.57524),(16 194.0083),(17 196.24254),(18 199.9264),(19 199.33588),(20 202.23509),(21 201.65622),(22 202.27477),(23 203.01547),(24 202.50487),(25 201.23737),(26 199.70834),(27 201.53645),(28 199.35704),(29 201.46538),(30 203.16476),(31 200.76535),(32 201.52641),(33 200.88257),(34 202.01904),(35 198.11938),(36 198.80292),(37 200.2027),(38 197.22021),(39 197.72028),(40 194.7532),(41 192.52766),(42 192.70058),(43 191.65977),(44 190.68094),(45 190.01193),(46 190.29869),(47 190.2302),(48 189.96158),(49 188.64783),(50 187.72432),(51 186.69846),(52 188.18456),(53 187.92136),(54 186.61208),(55 186.38525),(56 185.92484),(57 186.8648),(58 188.58154),(59 187.56233),(60 187.66551),(61 187.22276),(62 189.91814),(63 188.99112),(64 188.97238),(65 190.81006),(66 194.09538),(67 196.37749),(68 196.62978),(69 199.09698),(70 199.61726),(71 199.96748),(72 199.91231),(73 198.98486),(74 200.238),(75 202.72737),(76 204.74323),(77 203.93935),(78 204.12776),(79 205.17079),
(1 102.35436),(2 124.965706),(3 138.98058),(4 149.78888),(5 156.74687),(6 158.88762),(7 163.91795),(8 169.36307),(9 174.52135),(10 176.08139),(11 177.58994),(12 178.55774),(13 185.78334),(14 185.43091),(15 188.08495),(16 189.23042),(17 194.19945),(18 197.7796),(19 199.10649),(20 200.11116),(21 197.69048),(22 196.36961),(23 196.52898),(24 197.87881),(25 197.25919),(26 196.31686),(27 198.60435),(28 197.4832),(29 198.41844),(30 198.80984),(31 200.08287),(32 197.26924),(33 196.121),(34 196.57181),(35 194.57516),(36 195.73015),(37 194.92194),(38 194.14064),(39 195.18263),(40 190.91191),(41 189.8677),(42 190.08092),(43 189.15077),(44 189.82501),(45 187.31375),(46 185.29114),(47 187.14575),(48 186.68184),(49 184.26262),(50 183.9638),(51 183.30698),(52 182.16202),(53 181.95592),(54 181.58842),(55 180.43633),(56 181.75127),(57 182.04999),(58 181.9434),(59 182.50494),(60 183.47784),(61 182.05783),(62 183.36871),(63 181.13966),(64 181.65057),(65 182.20738),(66 183.91092),(67 186.83987),(68 187.54852),(69 188.44312),(70 190.40065),(71 191.15276),(72 190.78061),(73 188.70877),(74 188.1563),(75 190.87798),(76 193.13477),(77 194.87283),(78 194.32939),(79 197.01836),
(1 102.03206),(2 124.03919),(3 140.02457),(4 149.51303),(5 155.04991),(6 157.68031),(7 162.09477),(8 168.31198),(9 173.0644),(10 175.86618),(11 176.66827),(12 180.1581),(13 183.43956),(14 183.7617),(15 186.88426),(16 188.34311),(17 190.60826),(18 192.1358),(19 194.38844),(20 194.2266),(21 192.48088),(22 191.4472),(23 191.56166),(24 192.46162),(25 191.19307),(26 191.0297),(27 192.20474),(28 193.30495),(29 191.70726),(30 192.6265),(31 192.99812),(32 191.66153),(33 191.95335),(34 192.50891),(35 191.92395),(36 189.21014),(37 189.3323),(38 189.33972),(39 188.92903),(40 187.6951),(41 185.77528),(42 187.85168),(43 185.54399),(44 184.1387),(45 184.09892),(46 184.4096),(47 183.9618),(48 183.0699),(49 182.9603),(50 183.96715),(51 184.26544),(52 183.75923),(53 185.54823),(54 185.11336),(55 182.59976),(56 183.07234),(57 182.38371),(58 182.05864),(59 181.31139),(60 181.14551),(61 180.52576),(62 183.38101),(63 181.71295),(64 182.2746),(65 180.54883),(66 180.62732),(67 180.95097),(68 179.7832),(69 179.88733),(70 180.92523),(71 182.11635),(72 182.13826),(73 182.18228),(74 183.39606),(75 186.45512),(76 189.55444),(77 189.73738),(78 189.60222),(79 190.47641),
(1 99.79461),(2 120.84595),(3 138.95972),(4 145.96043),(5 152.92947),(6 155.63663),(7 158.06721),(8 165.2461),(9 168.06746),(10 172.1452),(11 175.13414),(12 179.12195),(13 181.20384),(14 180.7824),(15 182.81253),(16 187.04242),(17 187.63942),(18 191.54402),(19 191.72191),(20 193.72069),(21 197.19499),(22 195.06357),(23 194.94228),(24 196.11252),(25 197.16768),(26 195.35081),(27 196.04422),(28 198.02641),(29 196.41806),(30 195.41777),(31 196.34753),(32 194.75095),(33 196.97964),(34 196.43616),(35 194.87454),(36 192.9092),(37 190.16518),(38 191.01884),(39 191.54642),(40 191.2626),(41 188.90523),(42 187.5873),(43 187.39777),(44 184.62015),(45 184.58626),(46 185.30371),(47 184.36519),(48 183.24075),(49 180.32417),(50 178.49445),(51 177.66829),(52 177.93762),(53 179.48051),(54 179.72069),(55 178.83585),(56 178.1498),(57 179.16322),(58 178.27281),(59 177.28683),(60 178.73805),(61 177.90831),(62 180.75757),(63 177.90952),(64 179.7412),(65 178.38676),(66 180.25027),(67 181.6003),(68 181.01436),(69 182.51447),(70 182.94904),(71 184.037),(72 186.46523),(73 186.64287),(74 186.7104),(75 187.04851),(76 188.16188),(77 187.78917),(78 188.02867),(79 190.50345),
(1 97.587715),(2 118.957375),(3 131.7527),(4 136.80484),(5 142.67773),(6 149.30211),(7 152.0636),(8 155.56485),(9 160.20518),(10 162.8015),(11 165.55916),(12 167.5166),(13 170.37779),(14 171.59402),(15 173.25119),(16 177.26025),(17 179.52246),(18 182.18306),(19 181.85718),(20 184.23734),(21 184.91232),(22 183.9437),(23 184.75995),(24 184.95172),(25 185.16856),(26 183.79054),(27 183.88004),(28 186.1547),(29 184.38062),(30 184.67387),(31 183.84279),(32 184.91406),(33 184.16765),(34 185.82004),(35 186.23334),(36 186.32335),(37 185.25278),(38 184.69878),(39 183.18555),(40 182.71225),(41 180.49025),(42 179.58253),(43 178.73338),(44 174.9053),(45 175.11778),(46 174.77194),(47 174.80663),(48 174.32687),(49 172.94405),(50 173.76927),(51 173.0832),(52 170.87653),(53 173.74222),(54 172.11458),(55 171.66437),(56 171.44421),(57 170.46754),(58 169.95805),(59 171.1695),(60 172.10991),(61 170.74915),(62 171.81456),(63 171.78113),(64 171.32233),(65 172.21252),(66 172.66052),(67 172.24326),(68 172.93454),(69 172.98679),(70 173.13167),(71 172.78192),(72 172.47424),(73 174.51537),(74 174.83578),(75 175.57593),(76 177.02643),(77 179.56654),(78 176.38214),(79 177.06898),
(1 97.12461),(2 118.47653),(3 132.79662),(4 141.30405),(5 147.53432),(6 153.44708),(7 156.43408),(8 160.0815),(9 164.94821),(10 166.95862),(11 168.63864),(12 172.69783),(13 175.42506),(14 177.53354),(15 179.90265),(16 180.7604),(17 181.08325),(18 185.73166),(19 185.76381),(20 187.62984),(21 188.03732),(22 189.03815),(23 191.58244),(24 189.12088),(25 191.06018),(26 190.31325),(27 189.85945),(28 192.15295),(29 194.92226),(30 195.67552),(31 193.61995),(32 194.69931),(33 192.84305),(34 190.4434),(35 190.53444),(36 189.1415),(37 188.85461),(38 185.82065),(39 185.84482),(40 185.17319),(41 182.5214),(42 180.23877),(43 181.76794),(44 181.13046),(45 179.2539),(46 181.28006),(47 178.45322),(48 176.26831),(49 174.91994),(50 175.36424),(51 174.47466),(52 173.56781),(53 173.22116),(54 173.53462),(55 172.50777),(56 173.0814),(57 173.27583),(58 173.18762),(59 174.75708),(60 172.99637),(61 173.65533),(62 176.14967),(63 175.81105),(64 176.46709),(65 176.82329),(66 178.29561),(67 180.71132),(68 182.13605),(69 181.01422),(70 182.8682),(71 180.61517),(72 183.23859),(73 183.8641),(74 182.35634),(75 185.5994),(76 187.11147),(77 187.81561),(78 188.6913),(79 187.40523),
(1 93.61435),(2 113.101974),(3 127.00568),(4 135.98447),(5 141.8958),(6 143.79552),(7 149.43216),(8 152.21716),(9 155.96559),(10 160.74472),(11 161.28658),(12 165.0287),(13 166.80035),(14 168.83044),(15 170.50635),(16 171.77295),(17 172.55605),(18 174.69734),(19 176.90778),(20 177.06056),(21 178.63428),(22 177.58716),(23 179.29074),(24 177.69843),(25 178.84546),(26 180.08113),(27 179.36073),(28 179.09),(29 180.47629),(30 178.99573),(31 179.46123),(32 181.44844),(33 178.82025),(34 178.35419),(35 178.65161),(36 178.8063),(37 176.14667),(38 176.25462),(39 174.84955),(40 175.46013),(41 175.31454),(42 172.47913),(43 172.41489),(44 169.05508),(45 168.01721),(46 167.03897),(47 167.2076),(48 167.20503),(49 167.90463),(50 169.15602),(51 169.81602),(52 166.65431),(53 166.9599),(54 167.45029),(55 166.43216),(56 165.64296),(57 164.90619),(58 164.54175),(59 165.17451),(60 166.15958),(61 165.68753),(62 166.01596),(63 166.34656),(64 167.6224),(65 169.67072),(66 168.60266),(67 166.47438),(68 167.96143),(69 168.17001),(70 167.04861),(71 167.96992),(72 168.51006),(73 169.64081),(74 168.43484),(75 169.11472),(76 171.60963),(77 174.27893),(78 173.87158),(79 174.21101),
(1 95.33761),(2 116.3256),(3 129.80281),(4 136.97794),(5 142.42406),(6 147.23466),(7 151.1062),(8 154.50925),(9 161.04256),(10 163.01758),(11 166.84229),(12 169.32317),(13 171.99753),(14 171.63832),(15 175.9908),(16 176.43242),(17 176.45465),(18 177.48164),(19 178.11983),(20 179.80135),(21 179.1562),(22 179.72322),(23 180.34229),(24 178.82343),(25 181.16814),(26 181.22003),(27 181.28581),(28 180.77013),(29 181.33156),(30 180.09685),(31 181.22224),(32 182.34485),(33 181.69475),(34 179.98848),(35 181.59195),(36 179.63356),(37 178.28357),(38 179.5964),(39 177.71463),(40 176.51772),(41 175.119),(42 173.38795),(43 172.41417),(44 171.40623),(45 170.71646),(46 168.28761),(47 168.05731),(48 168.13438),(49 168.19861),(50 165.79608),(51 167.30441),(52 165.24023),(53 166.44508),(54 166.1361),(55 163.93268),(56 165.22171),(57 166.02875),(58 164.46446),(59 165.18205),(60 164.21796),(61 164.87314),(62 164.07127),(63 165.41528),(64 165.11008),(65 165.94939),(66 168.52957),(67 168.43877),(68 170.53267),(69 171.45287),(70 174.31593),(71 173.17699),(72 174.77274),(73 176.72641),(74 177.1952),(75 176.41216),(76 176.14076),(77 178.42589),(78 178.28198),(79 177.34814),
(1 94.58654),(2 114.31302),(3 128.87671),(4 136.26118),(5 142.24214),(6 146.28534),(7 151.10692),(8 155.36668),(9 158.736),(10 160.4302),(11 163.76277),(12 165.5233),(13 169.5366),(14 171.11732),(15 174.8208),(16 176.9444),(17 176.67578),(18 177.08958),(19 177.56793),(20 179.53491),(21 178.92706),(22 180.23016),(23 179.60298),(24 178.70833),(25 179.9313),(26 179.55824),(27 179.97221),(28 180.97072),(29 179.48016),(30 180.38515),(31 180.0693),(32 179.93527),(33 177.17151),(34 174.54109),(35 177.22896),(36 178.32324),(37 176.24287),(38 177.22897),(39 175.261),(40 174.42218),(41 175.1425),(42 174.5941),(43 172.85722),(44 171.47421),(45 172.42351),(46 170.27058),(47 169.29016),(48 169.21739),(49 167.0786),(50 166.83234),(51 168.9382),(52 166.85811),(53 167.45818),(54 166.8228),(55 164.29454),(56 163.71211),(57 165.50795),(58 166.46843),(59 167.05508),(60 167.92564),(61 166.30067),(62 165.7647),(63 166.27136),(64 165.57991),(65 166.92412),(66 167.45187),(67 168.43459),(68 168.72055),(69 168.42078),(70 167.69894),(71 169.797),(72 171.94638),(73 173.00473),(74 171.73146),(75 173.1219),(76 171.8224),(77 174.00655),(78 172.74416),(79 173.47652),
(1 94.737045),(2 112.83378),(3 125.14733),(4 132.24658),(5 138.62808),(6 143.23346),(7 146.77438),(8 151.36438),(9 153.7484),(10 156.07816),(11 160.75578),(12 161.0174),(13 165.42285),(14 164.23747),(15 167.2794),(16 170.13278),(17 169.83278),(18 170.03046),(19 170.80548),(20 171.90305),(21 173.70604),(22 175.70972),(23 177.7626),(24 177.19377),(25 177.19832),(26 177.45094),(27 176.89789),(28 174.50021),(29 176.05144),(30 177.67932),(31 176.90056),(32 177.17743),(33 175.91133),(34 176.01804),(35 176.92438),(36 177.50073),(37 175.68597),(38 176.19238),(39 175.11201),(40 175.00827),(41 175.9896),(42 176.13237),(43 173.43542),(44 172.90218),(45 171.00992),(46 169.18018),(47 167.22485),(48 165.52652),(49 164.64253),(50 163.93585),(51 164.0821),(52 163.35794),(53 163.27963),(54 163.15552),(55 163.01633),(56 163.19846),(57 163.57883),(58 164.10686),(59 163.07484),(60 164.80731),(61 164.44183),(62 163.60481),(63 164.23465),(64 165.98892),(65 167.24716),(66 167.00865),(67 169.6625),(68 168.47249),(69 168.43141),(70 171.28334),(71 169.41805),(72 172.39891),(73 173.272),(74 174.06929),(75 174.86926),(76 177.2801),(77 178.22076),(78 176.73375),(79 177.61317),
(1 92.99485),(2 110.90937),(3 123.65294),(4 131.68869),(5 139.2026),(6 144.04225),(7 146.57669),(8 150.18575),(9 152.9138),(10 154.32373),(11 158.63809),(12 161.6478),(13 164.64561),(14 164.23105),(15 167.77847),(16 169.96463),(17 169.37189),(18 168.36716),(19 169.44269),(20 170.76506),(21 172.27916),(22 172.35602),(23 172.97844),(24 172.9564),(25 172.95004),(26 173.54596),(27 172.10298),(28 171.34302),(29 173.9563),(30 172.8754),(31 174.52896),(32 174.81406),(33 174.26497),(34 173.27483),(35 172.86497),(36 172.2331),(37 171.72247),(38 172.4746),(39 171.79004),(40 171.4667),(41 168.42691),(42 168.01894),(43 169.82072),(44 165.20482),(45 166.96672),(46 165.09215),(47 164.15129),(48 163.07507),(49 162.38014),(50 163.92381),(51 166.1809),(52 163.33519),(53 163.74332),(54 162.60991),(55 163.29202),(56 161.60994),(57 162.41219),(58 160.85907),(59 162.53128),(60 163.96187),(61 160.7539),(62 161.37645),(63 161.86423),(64 163.47418),(65 164.00818),(66 166.20752),(67 165.92494),(68 167.86552),(69 166.51114),(70 166.79732),(71 166.60873),(72 167.09737),(73 171.52164),(74 170.12753),(75 170.4102),(76 172.31508),(77 173.54915),(78 171.24016),(79 170.65814),
(1 90.68119),(2 109.20288),(3 122.54742),(4 127.02565),(5 135.32571),(6 140.33267),(7 144.54474),(8 147.63576),(9 150.76025),(10 154.57153),(11 158.5426),(12 160.9306),(13 162.50542),(14 163.89546),(15 163.2564),(16 167.87793),(17 167.05138),(18 168.35301),(19 167.0266),(20 169.42531),(21 171.05475),(22 170.2634),(23 172.18593),(24 171.2437),(25 173.75748),(26 173.65135),(27 171.85255),(28 172.41461),(29 173.17749),(30 174.08725),(31 177.04097),(32 175.95406),(33 176.11626),(34 175.366),(35 172.34145),(36 170.88687),(37 170.47374),(38 173.46292),(39 172.38234),(40 169.29178),(41 167.46149),(42 168.32243),(43 168.06943),(44 168.92256),(45 167.45769),(46 166.19461),(47 166.11464),(48 163.7894),(49 163.35902),(50 163.30565),(51 161.86983),(52 162.68495),(53 161.80377),(54 160.4541),(55 161.02583),(56 161.56969),(57 161.93108),(58 161.64304),(59 161.83322),(60 160.22401),(61 160.02565),(62 159.09245),(63 160.73546),(64 162.67253),(65 162.65025),(66 163.01436),(67 164.55809),(68 167.70625),(69 165.29869),(70 165.09929),(71 165.36568),(72 165.50671),(73 167.30815),(74 167.65929),(75 169.03793),(76 168.98854),(77 167.5558),(78 166.41533),(79 166.29059),
