1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8162.302),(2 21889.787),(3 33058.195),(4 41305.44),(5 47498.95),(6 52409.664),(7 56654.965),(8 59513.492),(9 61471.938),(10 64409.523),(11 68115.35),(12 71173.164),(13 73509.195),(14 75145.43),(15 76914.266),(16 78482.57),(17 80162.46),(18 81519.1),(19 82745.06),(20 83808.15),(21 84341.36),(22 84429.42),(23 84974.64),(24 85682.836),(25 87186.086),(26 89230.95),(27 90295.47),(28 90914.34),(29 91298.375),(30 91911),(31 91927.6),(32 92066.68),(33 92352.414),(34 93885.11),(35 95426.91),(36 95641.125),(37 95087.35),(38 95541.69),(39 96397.62),(40 96965.51),(41 97026.44),(42 98488.03),(43 99857.53),(44 100863.54),(45 101233.555),(46 101871.3),(47 102385.45),(48 102790.49),(49 103231.33),(50 102741.3),(51 101734.086),(52 100904.02),(53 101322.99),(54 102047.15),(55 102412.6),(56 102646.88),(57 103717.04),(58 104937.53),(59 106152.445),(60 106701.195),(61 107083.305),(62 106867.33),(63 106731.555),(64 107194.64),(65 108480.29),(66 109526.47),(67 109584.516),(68 109061.11),(69 108733.09),(70 108402.266),(71 108216.164),(72 108007.04),(73 107437.34),(74 107158.4),(75 106858.95),(76 106552.96),(77 106026.52),(78 105469.76),(79 105353.32),
(1 7891.211),(2 21612.826),(3 33099.42),(4 40869.94),(5 45406.348),(6 48863.18),(7 52178.406),(8 55821.52),(9 58999.21),(10 62148.37),(11 64979.777),(12 66069.33),(13 66907.41),(14 67777.02),(15 69327.055),(16 71202.04),(17 73288.33),(18 75232.445),(19 77155.62),(20 78824.66),(21 79646.78),(22 80144.3),(23 81345.42),(24 82543.914),(25 83741.24),(26 84804.484),(27 85692.95),(28 87260.82),(29 87764.09),(30 88486.9),(31 89094.984),(32 89434.47),(33 89200.16),(34 88874.26),(35 88963.766),(36 89446.63),(37 89672.4),(38 90045.27),(39 91060.09),(40 91887.234),(41 92699.73),(42 93878.66),(43 93956.84),(44 93504.39),(45 92336.92),(46 92037.65),(47 92093.63),(48 92664.56),(49 93046.664),(50 93252.6),(51 93195.016),(52 93475.08),(53 94515.22),(54 96152.84),(55 97065.17),(56 97230.266),(57 97183.08),(58 98014.54),(59 100247.16),(60 101737.84),(61 102237.81),(62 102001.91),(63 101718.32),(64 101928.14),(65 103009.38),(66 103912.69),(67 104369.734),(68 104044.37),(69 103617.81),(70 103148.805),(71 103232.72),(72 103652.59),(73 103678.72),(74 103814.06),(75 103458.06),(76 102734.62),(77 101882.93),(78 101551.04),(79 101360.77),
(1 7557.2734),(2 19911.29),(3 30709.24),(4 39158.45),(5 45030.26),(6 48871.805),(7 52594.453),(8 56031.58),(9 58837.92),(10 61870.535),(11 64587.176),(12 66201.91),(13 67332.68),(14 68428.79),(15 68966.125),(16 69622.57),(17 71364.57),(18 73826.3),(19 75124.28),(20 75881.46),(21 76648.72),(22 77213.74),(23 77982.875),(24 78736.17),(25 79537.01),(26 80028.625),(27 79777.43),(28 79613.516),(29 79681.75),(30 80176.086),(31 80766.75),(32 81415.04),(33 82376.54),(34 83183.96),(35 83656.01),(36 84450.57),(37 84693.9),(38 85066.19),(39 85197.016),(40 85099.46),(41 85091.375),(42 85482.52),(43 86461),(44 87751.76),(45 88716.445),(46 88996.47),(47 88544.96),(48 88448.38),(49 88862.79),(50 89166.01),(51 89686.125),(52 90879.83),(53 91875.59),(54 91749.51),(55 91469.99),(56 91537.99),(57 92655.42),(58 94686.43),(59 96571.56),(60 96975.15),(61 96770.36),(62 96805.86),(63 97604.17),(64 98604.336),(65 99680.61),(66 99527.24),(67 98833.04),(68 97683.516),(69 97038.96),(70 96976.66),(71 97248.71),(72 96931.2),(73 96407.586),(74 96114.99),(75 96499.34),(76 97106.5),(77 97194.54),(78 97433.266),(79 97833.83),
(1 7995.917),(2 20919.1),(3 31569.135),(4 39145.504),(5 44485.836),(6 48429.504),(7 51784.375),(8 55377.383),(9 58287.89),(10 61147.34),(11 64435.18),(12 66957.29),(13 69360.64),(14 70819.805),(15 71224.69),(16 70960.78),(17 71470.3),(18 72387.18),(19 73690.1),(20 75373.73),(21 76998.94),(22 78569.805),(23 80262.95),(24 80816.36),(25 81297.734),(26 80982.99),(27 81025.03),(28 81913.1),(29 81396.56),(30 80714.51),(31 80364.04),(32 81425.555),(33 82077.73),(34 83549.93),(35 84739.45),(36 85595.74),(37 86629.625),(38 86880.56),(39 87103.305),(40 87536.234),(41 87764.65),(42 88482.6),(43 89314.45),(44 90141.49),(45 90643.34),(46 90359.97),(47 89623.56),(48 88755.195),(49 88637.055),(50 89270.38),(51 89741.47),(52 89481.05),(53 89065.586),(54 88592.375),(55 87920.75),(56 87519.99),(57 87383.086),(58 87435.77),(59 87942.5),(60 88097.11),(61 87687.16),(62 87609.12),(63 88271.2),(64 88693.12),(65 89070.02),(66 88975.27),(67 89085.44),(68 88802.64),(69 88791.71),(70 88553.99),(71 88645.914),(72 88939.87),(73 88897.664),(74 88377.375),(75 87916.44),(76 87702.1),(77 87871.84),(78 87878.32),(79 87721.15),
(1 7509.0425),(2 19886.428),(3 29776.12),(4 36399.6),(5 41275.01),(6 44891.027),(7 48095.934),(8 51272.195),(9 54078.145),(10 55817.664),(11 57828.723),(12 60428.367),(13 63635.188),(14 65989.414),(15 67561.414),(16 69320.67),(17 71543.98),(18 73304.91),(19 74776.49),(20 76309.14),(21 78109.01),(22 78907.87),(23 79403.56),(24 79989.766),(25 80327.82),(26 81204.98),(27 81703.695),(28 83023.67),(29 85295.695),(30 87022.46),(31 87118.02),(32 86793.13),(33 86401.51),(34 86164.85),(35 86623.78),(36 86444.28),(37 85590.75),(38 84939.6),(39 84732.484),(40 84609.83),(41 84075.87),(42 83935.516),(43 83549.22),(44 84661.18),(45 86345.52),(46 87534.766),(47 87204.51),(48 86938.47),(49 86525.46),(50 86842.47),(51 87619.1),(52 86652.43),(53 85981.71),(54 86678.96),(55 87640.62),(56 87814.87),(57 88782.18),(58 90052.2),(59 91560.43),(60 92626.78),(61 92910.79),(62 92072.95),(63 91906.555),(64 92352.91),(65 92590),(66 91435.43),(67 90615.664),(68 90126.46),(69 89939.164),(70 89546.305),(71 89630.99),(72 89703.72),(73 90010.11),(74 90386.88),(75 90408.625),(76 90405.66),(77 90908.37),(78 91663.18),(79 92561.15),
(1 7613.9116),(2 20234.982),(3 29830.402),(4 36338.71),(5 41826.242),(6 45928.25),(7 48944.168),(8 52064.15),(9 54984.555),(10 57594.816),(11 60022.074),(12 61391.99),(13 62581.766),(14 64722.56),(15 67158.086),(16 68913.1),(17 70417.86),(18 71434.836),(19 72311.04),(20 73323.95),(21 75117.18),(22 77009.06),(23 78716.44),(24 79077.3),(25 80052.82),(26 80375.56),(27 80950.18),(28 81681.625),(29 82273.55),(30 82673.21),(31 82633.55),(32 82929.805),(33 82747.2),(34 83150.33),(35 83208.01),(36 83625.14),(37 84451.484),(38 85229.04),(39 85658.32),(40 86288.94),(41 86291.5),(42 86046.984),(43 85262.94),(44 85240.53),(45 86307.445),(46 87072.375),(47 87058.99),(48 87052.26),(49 86354.34),(50 86300.055),(51 86153.93),(52 85169.93),(53 85243.61),(54 85745.1),(55 85274.63),(56 84665.69),(57 84686.4),(58 85040.164),(59 85585.02),(60 86825.805),(61 87924.69),(62 88318.13),(63 89357.945),(64 90376.8),(65 90860.4),(66 90731.35),(67 91146.95),(68 91798.89),(69 91795.66),(70 91054.07),(71 90838.625),(72 91298.49),(73 93115.44),(74 94242.55),(75 94190.34),(76 94725.69),(77 95156.61),(78 95365.82),(79 95209.17),
(1 7681.8267),(2 20031.568),(3 29258.463),(4 36032.156),(5 40886.473),(6 44225.676),(7 46738.223),(8 49547.094),(9 53066.875),(10 56008.324),(11 58340.973),(12 60017.95),(13 61928.547),(14 64602.74),(15 67557.055),(16 69344.59),(17 70633.97),(18 71889.836),(19 73071.484),(20 74255.9),(21 75216.734),(22 75557),(23 75661.74),(24 75728.05),(25 76178.27),(26 76916.85),(27 78042.13),(28 79003.81),(29 79281.01),(30 79347.73),(31 79652.61),(32 79804.12),(33 79357.01),(34 79001.54),(35 79038.195),(36 79837.695),(37 81427.85),(38 82945.68),(39 83502.43),(40 83994.664),(41 84970.37),(42 84680.47),(43 84225.19),(44 84456.13),(45 84492.19),(46 84706.85),(47 85138.44),(48 85606.73),(49 85525.46),(50 85398.53),(51 85354.96),(52 85078.23),(53 85490.54),(54 86390.81),(55 87250.67),(56 87358.15),(57 87028.03),(58 86778.38),(59 86820.04),(60 87460.06),(61 88374.25),(62 88616.305),(63 89009.19),(64 88176.96),(65 87787.73),(66 87798.48),(67 87944.9),(68 88358.19),(69 89160.71),(70 88912.06),(71 88091.69),(72 87581.52),(73 87514.625),(74 88137.06),(75 88335.84),(76 88363.76),(77 88895.5),(78 89439.04),(79 89466.75),
(1 7141.599),(2 18941.293),(3 28331.127),(4 34733.08),(5 39532.49),(6 43906.32),(7 47301.02),(8 49867.297),(9 52294.375),(10 54805.773),(11 57067.22),(12 59186.086),(13 61316.816),(14 62994.7),(15 64691.957),(16 66322.2),(17 67839.484),(18 68381.07),(19 68554.83),(20 69436.8),(21 71191.38),(22 73306.02),(23 75131.195),(24 75728.56),(25 75941.07),(26 76729.02),(27 77921.28),(28 78551.64),(29 78320.2),(30 78716.68),(31 79491.11),(32 80465.5),(33 80574.82),(34 80573.71),(35 80517.65),(36 80609.664),(37 80711.04),(38 81530.32),(39 82012.18),(40 82541.96),(41 82366.18),(42 82261.5),(43 81529.99),(44 81001.23),(45 80822.586),(46 81123.9),(47 81654.44),(48 81585.42),(49 81660.305),(50 80646.96),(51 79589.53),(52 79604.766),(53 80714.65),(54 81135.44),(55 81130.695),(56 81839.91),(57 82947.07),(58 82357.6),(59 82052.38),(60 81985.08),(61 82183.07),(62 82783.516),(63 83831.4),(64 84303.3),(65 84400.9),(66 84542.84),(67 84512.64),(68 84056.26),(69 84116.26),(70 84092.805),(71 84255.14),(72 84192.68),(73 85224.95),(74 86543.32),(75 87140.336),(76 87771.19),(77 88465.83),(78 88664.305),(79 88293.92),
(1 7043.0107),(2 18714.418),(3 27879.986),(4 33676.65),(5 37949.78),(6 41904.742),(7 45372.883),(8 47715.715),(9 50129.22),(10 52770.9),(11 55215.754),(12 56871.535),(13 58846.43),(14 61163.996),(15 62959.363),(16 63460.887),(17 63989.71),(18 65000.984),(19 66099.05),(20 67451.53),(21 68643.37),(22 69874.266),(23 70948.65),(24 71088.31),(25 71103.53),(26 71489.76),(27 72199.164),(28 72599.3),(29 72640.99),(30 73431.27),(31 74104.24),(32 74419.4),(33 74434.67),(34 74160.22),(35 74350.59),(36 75164.92),(37 76154.766),(38 76909.47),(39 76669.01),(40 76986.336),(41 77262.86),(42 77410.586),(43 77374.84),(44 77705.56),(45 78534.65),(46 79759.266),(47 80737.23),(48 81643.445),(49 82048.086),(50 81478.26),(51 81284.55),(52 81485.37),(53 82124.58),(54 82529.83),(55 82779.8),(56 81861.266),(57 81732.125),(58 82516.42),(59 83049.5),(60 83548.77),(61 84108.6),(62 84280.38),(63 83950.836),(64 82427.44),(65 81561.086),(66 82024.164),(67 83211.86),(68 83680.25),(69 83857.26),(70 83860.32),(71 84200.62),(72 84422.34),(73 84713.98),(74 85313.19),(75 86076.99),(76 86565.98),(77 86538.664),(78 86477.805),(79 86474.6),
(1 6796.825),(2 17872.307),(3 27413.773),(4 33264.64),(5 37262.645),(6 40709.797),(7 43806.8),(8 45609.004),(9 47143.617),(10 48545.906),(11 49946.516),(12 51497.086),(13 53251.785),(14 54676.414),(15 56044.15),(16 57403.68),(17 59030.473),(18 60708.035),(19 62049.688),(20 62872.54),(21 63677.906),(22 64556.25),(23 65977.6),(24 67133.625),(25 68420.26),(26 70170.89),(27 72351.74),(28 73238.66),(29 73305.625),(30 73053.17),(31 72618.555),(32 72557.5),(33 72524.055),(34 72922.44),(35 73696.25),(36 74386.81),(37 74896.84),(38 74956.71),(39 74916.11),(40 74266.695),(41 73445.125),(42 72900.55),(43 72457.555),(44 72640.96),(45 73087.04),(46 73435.66),(47 73641.8),(48 73647.83),(49 74157.516),(50 74073.44),(51 73843.99),(52 73846.266),(53 74460.33),(54 75355.72),(55 75726.02),(56 75691.7),(57 76429.84),(58 77411.17),(59 78212.04),(60 77636.555),(61 77581.7),(62 77450.83),(63 76961.945),(64 75990.15),(65 75919.62),(66 76187.86),(67 76679.7),(68 76812.47),(69 77384),(70 77560.15),(71 77728.49),(72 77836.516),(73 78234.74),(74 78684.06),(75 79315.195),(76 79790.89),(77 79884.76),(78 80204.59),(79 80972.25),
(1 6953.069),(2 18350.076),(3 27800.715),(4 34004.387),(5 37840.27),(6 40483.055),(7 42878.984),(8 44475.426),(9 46469.324),(10 48769.67),(11 51294.883),(12 53347.625),(13 55111.918),(14 56429.184),(15 57533.18),(16 58357.945),(17 58638.117),(18 59088.88),(19 60462.793),(20 62169.016),(21 62729.8),(22 62547.855),(23 63021.594),(24 63379.926),(25 63466.27),(26 64367.477),(27 65976.87),(28 67223.88),(29 67706.55),(30 67375.83),(31 66793.52),(32 67709.516),(33 69358.65),(34 71237.336),(35 72829.36),(36 74615.91),(37 76342.17),(38 77167.766),(39 76408.74),(40 75741.6),(41 75354.32),(42 76482.49),(43 77946.8),(44 78375.336),(45 78446.016),(46 78749.234),(47 78739.61),(48 78519.48),(49 78885.49),(50 79125.38),(51 79390.09),(52 79601.83),(53 79679.52),(54 79179.13),(55 79032.31),(56 79682.03),(57 80658.6),(58 80764.83),(59 80692.32),(60 80078.09),(61 79828.98),(62 79694.36),(63 79892.234),(64 80037.336),(65 80369.73),(66 80297.17),(67 80122.3),(68 80364.12),(69 81095.45),(70 81528.01),(71 82018.016),(72 83004.44),(73 83681.805),(74 84129.11),(75 84209.13),(76 83968.98),(77 83493.05),(78 83286.48),(79 82649.38),
(1 6983.303),(2 18175.428),(3 26838.41),(4 32218.203),(5 35907.49),(6 37861.52),(7 39426.844),(8 41734.28),(9 43981.617),(10 46239.094),(11 48950.05),(12 50856.246),(13 52545.195),(14 54123.77),(15 55949.184),(16 57518.707),(17 59252.668),(18 60789.59),(19 62327.547),(20 63624.773),(21 64931.77),(22 66720.25),(23 67863.66),(24 67696.71),(25 67468.73),(26 67265.68),(27 67817.8),(28 68805.01),(29 69690.96),(30 70183.52),(31 69799.67),(32 69657.125),(33 70264.125),(34 70932.625),(35 70865.98),(36 70642.91),(37 71246.39),(38 72316.02),(39 72910.73),(40 73160.11),(41 72825.2),(42 72929.62),(43 72571.29),(44 72834.555),(45 72805.44),(46 73204.555),(47 74458.22),(48 75398.99),(49 77199.805),(50 78626.03),(51 78838.76),(52 78548.74),(53 78864.09),(54 79560.19),(55 80602.086),(56 81499.164),(57 82153.27),(58 81732.11),(59 81128.42),(60 81027.6),(61 81594.58),(62 82626.99),(63 83827.31),(64 83833.24),(65 83407.41),(66 83488.39),(67 83503.75),(68 83596.82),(69 84068.98),(70 83574.44),(71 83151.91),(72 83150.39),(73 82878.58),(74 82608.39),(75 82455.38),(76 82580.586),(77 82241.234),(78 81744.79),(79 81446.82),
(1 6518.8),(2 17110.686),(3 25277.895),(4 30310.695),(5 33981.203),(6 37353.33),(7 40324.996),(8 42752.145),(9 45173.703),(10 47259.734),(11 49011.457),(12 50211.363),(13 51841.34),(14 53591.58),(15 55154.266),(16 56205.844),(17 57147.195),(18 57851.51),(19 59149.31),(20 60603.69),(21 61975.816),(22 63323.305),(23 64152.543),(24 64754.285),(25 65262.13),(26 66160.05),(27 66761.24),(28 66983.555),(29 66686.43),(30 67193.58),(31 67475.445),(32 67821.47),(33 68633.086),(34 69799.055),(35 70572.54),(36 71007.06),(37 71209.65),(38 71461.484),(39 71885.77),(40 72382.805),(41 72781.42),(42 73269.18),(43 73068.82),(44 72668.53),(45 72226.25),(46 72319.57),(47 72779.78),(48 73114.04),(49 73349.53),(50 73538.266),(51 74182.63),(52 73931.75),(53 73157.766),(54 72943.086),(55 73013.48),(56 73326.14),(57 74060.2),(58 74609.2),(59 75186.59),(60 75930.62),(61 76665.75),(62 76799.664),(63 76918.52),(64 76564.43),(65 76285.57),(66 76343.8),(67 76623.29),(68 77366.03),(69 78699.92),(70 78677.27),(71 78437.42),(72 78310.41),(73 78101.2),(74 78879.58),(75 79867.2),(76 80993.734),(77 81770.73),(78 82577.22),(79 83131.586),
(1 6238.129),(2 16004.592),(3 23700.41),(4 29123.643),(5 32718.637),(6 35546.58),(7 38561.906),(8 40931.664),(9 42725.85),(10 45286.1),(11 48066.816),(12 49559.863),(13 50650.27),(14 51613.758),(15 52706.465),(16 53473.156),(17 54378.465),(18 54869.914),(19 55293.586),(20 56580.684),(21 58558.41),(22 59859.2),(23 60967.99),(24 62100.348),(25 63387.715),(26 64229.406),(27 64549.293),(28 65078.895),(29 65983.03),(30 66859.43),(31 66970.38),(32 67201.67),(33 67533.2),(34 68342.81),(35 68594.125),(36 68413.97),(37 68519.625),(38 68588.086),(39 69197.29),(40 70109.016),(41 70503.15),(42 70344.79),(43 69685.1),(44 69125.99),(45 69044.69),(46 69079.72),(47 68963.63),(48 68945.71),(49 68564.414),(50 68156.46),(51 68283.57),(52 68762.94),(53 69292.72),(54 69267.82),(55 68795.99),(56 68263.69),(57 68329.734),(58 67833.85),(59 67378.445),(60 67519.18),(61 68193.83),(62 68505.99),(63 69153.62),(64 70160.88),(65 70926.34),(66 71712.9),(67 72536.445),(68 72515.79),(69 72566.3),(70 72357.234),(71 72441.766),(72 72843.83),(73 73017.3),(74 73280.67),(75 73496.02),(76 73677.555),(77 74028.38),(78 74560.875),(79 74486.36),
(1 6299.619),(2 16268.407),(3 24663.943),(4 30824.336),(5 34716.875),(6 37659.1),(7 40589.23),(8 43562.867),(9 46106.32),(10 48917.2),(11 51570.867),(12 52894.906),(13 53798.652),(14 54561.426),(15 56192.61),(16 57954.29),(17 59334.906),(18 59855.297),(19 59081.965),(20 58809.29),(21 59346.49),(22 60066.047),(23 60983.023),(24 62021.06),(25 63235.082),(26 64264.836),(27 64968.28),(28 65920.03),(29 66597.21),(30 67151.63),(31 66883.53),(32 66872.04),(33 66788.12),(34 67131.984),(35 67280.01),(36 67314.234),(37 67640.195),(38 67722.75),(39 68621.32),(40 69833.87),(41 70404.21),(42 70955.695),(43 71125.33),(44 71211.77),(45 70861.1),(46 70375.555),(47 69836.81),(48 70062.24),(49 70540.32),(50 70943.84),(51 70592.71),(52 69786.91),(53 69435.04),(54 69112.58),(55 68375.695),(56 67681.3),(57 67450.5),(58 67197.75),(59 66992.49),(60 67026.164),(61 67859.38),(62 68079.586),(63 67691.31),(64 67103.484),(65 66796.28),(66 66815.87),(67 67042.11),(68 66910.97),(69 67246.33),(70 67604.164),(71 67513.27),(72 67094.51),(73 66949.32),(74 67076.91),(75 67081.766),(76 67069.66),(77 66936.87),(78 67266.46),(79 67378.93),
(1 6381.79),(2 16485.701),(3 24256.426),(4 29294.846),(5 32478.854),(6 34577.777),(7 37593),(8 40713.777),(9 43285.51),(10 45583.67),(11 47700.47),(12 49113.953),(13 50282.754),(14 50764.9),(15 51424.8),(16 52301.742),(17 52995.69),(18 53689.324),(19 54398.914),(20 54672.063),(21 54573.406),(22 54897.688),(23 56136.652),(24 57353.625),(25 58279.777),(26 59163.98),(27 60105.973),(28 60426.91),(29 60738.977),(30 61570.082),(31 61579.82),(32 61292.24),(33 61276.676),(34 61550.09),(35 61594.43),(36 62130.16),(37 62882.484),(38 64014.02),(39 64718.55),(40 65320.55),(41 65302.934),(42 65970.65),(43 66529.06),(44 66926.21),(45 66660.234),(46 66395.45),(47 66494.2),(48 67176.89),(49 67546.68),(50 67728.484),(51 67847),(52 67553.03),(53 67215.25),(54 67203.055),(55 67132.62),(56 66789.375),(57 66525.26),(58 66260.25),(59 66797.84),(60 67034.69),(61 67097.21),(62 67440.56),(63 67635.6),(64 67181.99),(65 66900.73),(66 67405.37),(67 68126.89),(68 68620.586),(69 68527.1),(70 68459.766),(71 69115.22),(72 69602.555),(73 69505.664),(74 69588.61),(75 69201.09),(76 69158.38),(77 69719.95),(78 70465.97),(79 70434.336),
(1 5822.836),(2 14910.988),(3 22233.451),(4 27416.127),(5 30869.893),(6 33426.3),(7 35940.266),(8 38045.664),(9 40132.1),(10 42531),(11 45239.027),(12 46771.902),(13 47942.02),(14 49050.758),(15 50097.996),(16 50807.516),(17 51842.805),(18 52604.813),(19 53779.027),(20 54929.867),(21 55729.156),(22 55960.875),(23 56369.08),(24 56805.324),(25 57346.207),(26 58032.715),(27 59159.086),(28 60302.816),(29 60607.28),(30 60804.566),(31 60903.332),(32 61174.76),(33 60983.56),(34 61465.152),(35 62127.176),(36 63549.527),(37 64919.72),(38 65902.12),(39 66275.88),(40 65966.625),(41 66555.25),(42 67721.484),(43 67781.69),(44 67474.16),(45 67304.85),(46 67345.3),(47 67640.53),(48 67643.234),(49 67519.266),(50 67669.12),(51 68272.82),(52 68368.734),(53 68762.91),(54 69882.43),(55 70669.38),(56 70653.71),(57 70237.125),(58 69950.21),(59 69836.2),(60 69709.234),(61 69463.15),(62 69079.305),(63 68630.8),(64 68515.586),(65 68854.68),(66 68906.08),(67 68441.31),(68 68051.14),(69 67872.625),(70 66704.13),(71 65973.91),(72 65918.84),(73 66392.85),(74 66532.445),(75 65633.64),(76 64552.96),(77 63881.387),(78 64031.484),(79 63743.973),
(1 6451.958),(2 16704.707),(3 24346.186),(4 29166.037),(5 32124.73),(6 34326.047),(7 36633.383),(8 38954.918),(9 40822.184),(10 42037.797),(11 43815.547),(12 45792.258),(13 47536.473),(14 48682.69),(15 49992.785),(16 50961.094),(17 51583.688),(18 51815.555),(19 52689.875),(20 53932.426),(21 55077.86),(22 55710.902),(23 56051.902),(24 56536.574),(25 56778.957),(26 57402.992),(27 57380.65),(28 57289.676),(29 57633.586),(30 58330.18),(31 58717.535),(32 58877.133),(33 59342.594),(34 60209.887),(35 60890.73),(36 61177.863),(37 60804.676),(38 60339.58),(39 60112.215),(40 60046.484),(41 60501.043),(42 61070.008),(43 61199.336),(44 60984.98),(45 60507.36),(46 60589.93),(47 60649.06),(48 60560.715),(49 60177.53),(50 59855.996),(51 60551.47),(52 61263.184),(53 62418.293),(54 63217.883),(55 63253.082),(56 63330.086),(57 63476.293),(58 63416.484),(59 63213.816),(60 62859.676),(61 63156.313),(62 63124.074),(63 63608.875),(64 64108.684),(65 64198.625),(66 63738.734),(67 63327.316),(68 63304.94),(69 63718),(70 63600.2),(71 63816.203),(72 64268.934),(73 64718.637),(74 64858.047),(75 64321.438),(76 63991.91),(77 63751.992),(78 63623.906),(79 63425.992),
