1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1242.5231),(2 2236.9595),(3 2757.9944),(4 3148.7139),(5 3469.2651),(6 3784.4236),(7 4103.3716),(8 4319.5283),(9 4518.774),(10 4663.1816),(11 4907.1724),(12 5065.3276),(13 5296.1064),(14 5433.056),(15 5467.605),(16 5651.2505),(17 5875.469),(18 5945.693),(19 6097.5635),(20 6124.2563),(21 6162.5244),(22 6194.0815),(23 6332.286),(24 6304.2407),(25 6329.4336),(26 6497.3516),(27 6599.219),(28 6658.755),(29 6659.407),(30 6673.5596),(31 6660.338),(32 6558.546),(33 6593.495),(34 6629.8486),(35 6599.32),(36 6587.994),(37 6572.709),(38 6565.076),(39 6553.3833),(40 6558.9814),(41 6493.926),(42 6538.7026),(43 6517.526),(44 6490.097),(45 6497.3135),(46 6531.7207),(47 6516.7603),(48 6527.9106),(49 6535.1177),(50 6485.3813),(51 6570.469),(52 6533.688),(53 6505.6875),(54 6483.3896),(55 6491.279),(56 6473.6284),(57 6463.924),(58 6451.7817),(59 6503.9365),(60 6514.9194),(61 6495.774),(62 6480.142),(63 6572.3486),(64 6489.0396),(65 6484.164),(66 6468.017),(67 6527.274),(68 6540.111),(69 6574.16),(70 6603.708),(71 6651.824),(72 6672.98),(73 6627.968),(74 6672.8213),(75 6727.755),(76 6761.0283),(77 6705.9497),(78 6777.708),(79 6861.9004),
(1 1204.7292),(2 2202.0903),(3 2755.5752),(4 3155.3901),(5 3509.2395),(6 3787.276),(7 4043.7263),(8 4287.1025),(9 4484.763),(10 4700.8975),(11 4918.105),(12 5062.6226),(13 5255.2344),(14 5417.3945),(15 5536.1924),(16 5561.494),(17 5670.6577),(18 5767.9834),(19 5791.241),(20 5821.0693),(21 5872.6284),(22 5914.376),(23 6084.361),(24 6151.3467),(25 6178.503),(26 6191.745),(27 6238.2754),(28 6424.644),(29 6403.7695),(30 6462.054),(31 6472.6274),(32 6434.538),(33 6378.553),(34 6463.946),(35 6503.402),(36 6525.792),(37 6506.9805),(38 6523.1577),(39 6561.2227),(40 6647.5293),(41 6623.1353),(42 6607.4844),(43 6574.415),(44 6678.3804),(45 6709.318),(46 6739.4287),(47 6723.5376),(48 6755.9653),(49 6801.7534),(50 6824.3),(51 6794.0483),(52 6782.482),(53 6869.9194),(54 6895.4814),(55 6939.8457),(56 7014.5996),(57 7047.612),(58 6990.0454),(59 6999.8135),(60 6963.5747),(61 7008.203),(62 6983.843),(63 7001.4966),(64 7038.0737),(65 7046.026),(66 7025.5625),(67 7097.833),(68 7112.7974),(69 7094.218),(70 7099.4653),(71 7132.659),(72 7161.2046),(73 7160.1245),(74 7117.951),(75 7084.5),(76 7164.024),(77 7163.091),(78 7162.7505),(79 7182.983),
(1 1168.5885),(2 2109.0232),(3 2637.759),(4 2969.939),(5 3265.7273),(6 3545.2925),(7 3808.61),(8 4033.0447),(9 4222.2236),(10 4376.3643),(11 4631.21),(12 4760.4326),(13 4877.136),(14 4950.1685),(15 5106.5635),(16 5211.2754),(17 5252.352),(18 5339.47),(19 5454.65),(20 5444.338),(21 5522.129),(22 5563.8423),(23 5647.13),(24 5742.4346),(25 5772.677),(26 5870.691),(27 5954.5923),(28 6097.556),(29 6131.435),(30 6161.447),(31 6163.8203),(32 6202.4736),(33 6213.549),(34 6235.416),(35 6245.7695),(36 6234.0444),(37 6148.197),(38 6185.2793),(39 6167.7246),(40 6200.4365),(41 6171.5176),(42 6241.951),(43 6243.9277),(44 6301.297),(45 6300.39),(46 6340.88),(47 6352.5864),(48 6373.5283),(49 6378.765),(50 6319.1543),(51 6309.9736),(52 6259.0576),(53 6308.1885),(54 6274.0664),(55 6292.812),(56 6208.854),(57 6248.9385),(58 6251.3525),(59 6192.2974),(60 6123.816),(61 6183.95),(62 6180.9834),(63 6243.6753),(64 6220.9985),(65 6154.579),(66 6221.759),(67 6291.973),(68 6289.5635),(69 6360.7725),(70 6353.5527),(71 6375.8975),(72 6409.9063),(73 6400.982),(74 6431.338),(75 6536.794),(76 6602.3247),(77 6608.766),(78 6627.732),(79 6598.097),
(1 1140.4778),(2 2066.1296),(3 2573.9626),(4 2916.8076),(5 3184.4868),(6 3499.6516),(7 3723.336),(8 3869.871),(9 4099.016),(10 4289.611),(11 4386.652),(12 4522.3447),(13 4679.029),(14 4797.4214),(15 4974.4927),(16 4995.178),(17 5075.2764),(18 5128.9175),(19 5194.7104),(20 5149.1855),(21 5173.291),(22 5180.2227),(23 5265.8237),(24 5305.5586),(25 5334.5093),(26 5452.045),(27 5521.9424),(28 5540.9277),(29 5537.6514),(30 5601.982),(31 5658.5166),(32 5659.376),(33 5612.8633),(34 5604.012),(35 5624.604),(36 5711.6416),(37 5742.468),(38 5810.6245),(39 5840.8623),(40 5879.304),(41 5945.629),(42 6007.3145),(43 5983.9067),(44 6075.7075),(45 6119.041),(46 6231.253),(47 6262.678),(48 6235.307),(49 6226.446),(50 6253.0327),(51 6303.239),(52 6326.448),(53 6344.428),(54 6356.454),(55 6434.992),(56 6432.7563),(57 6393.1997),(58 6335.669),(59 6373.072),(60 6418.1396),(61 6365.963),(62 6289.7314),(63 6243.6704),(64 6155.846),(65 6117.4),(66 6119.235),(67 6123.8247),(68 6133.7183),(69 6133.091),(70 6164.218),(71 6143.136),(72 6086.7974),(73 6032.7627),(74 6059.776),(75 6042.123),(76 6079.3022),(77 6018.947),(78 6074.1597),(79 6049.943),
(1 1134.986),(2 2038.4603),(3 2513.849),(4 2773.475),(5 3029.1138),(6 3239.946),(7 3480.5571),(8 3702.7737),(9 3923.1465),(10 3995.527),(11 4194.9883),(12 4396.0547),(13 4499.9785),(14 4665.2134),(15 4704.013),(16 4712.3296),(17 4847.6196),(18 4828.0396),(19 4864.849),(20 4926.3657),(21 5054.4883),(22 5108.929),(23 5157.1255),(24 5134.3857),(25 5180.2256),(26 5347.12),(27 5457.887),(28 5544.4907),(29 5504.659),(30 5592.329),(31 5633.4385),(32 5701.8013),(33 5746.0176),(34 5767.0005),(35 5704.5386),(36 5672.6807),(37 5661.5903),(38 5672.632),(39 5729.3364),(40 5724.0737),(41 5751.5625),(42 5743.4565),(43 5789.3447),(44 5828.851),(45 5766.31),(46 5829.3457),(47 5815.999),(48 5827.879),(49 5809.082),(50 5840.97),(51 5920.1787),(52 5890.779),(53 5836.9263),(54 5840.489),(55 5776.732),(56 5724.48),(57 5766.3965),(58 5775.3906),(59 5797.552),(60 5775.9463),(61 5751.146),(62 5706.3267),(63 5725.541),(64 5743.452),(65 5709.945),(66 5652.3843),(67 5695.9243),(68 5731.6636),(69 5752.336),(70 5798.5474),(71 5848.984),(72 5836.7266),(73 5857.454),(74 5911.96),(75 5942.381),(76 6029.103),(77 6010.291),(78 6067.5396),(79 6059.5347),
(1 1167.0554),(2 2063.4219),(3 2475.4827),(4 2810.0066),(5 3168.704),(6 3409.074),(7 3615.8787),(8 3763.6445),(9 3975.4111),(10 4184.6685),(11 4374.175),(12 4482.4443),(13 4633.9917),(14 4768.3125),(15 4916.5957),(16 4964.5566),(17 5064.7026),(18 5116.219),(19 5138.9375),(20 5148.769),(21 5195.3677),(22 5225.179),(23 5329.0947),(24 5430.0093),(25 5522.6133),(26 5619.2427),(27 5685.5005),(28 5806.531),(29 5822.7686),(30 5859.3535),(31 5866.1816),(32 5888.004),(33 5914.622),(34 5914.6724),(35 5950.9897),(36 5962.55),(37 5968.0723),(38 6018.0293),(39 6058.8267),(40 6067.584),(41 6029.1016),(42 6074.6484),(43 6074.727),(44 6106.661),(45 6079.6245),(46 6048.399),(47 5998.419),(48 5999.512),(49 5916.894),(50 5836.5093),(51 5819.1523),(52 5780.8535),(53 5774.2417),(54 5750.9355),(55 5764.037),(56 5769.656),(57 5763.9565),(58 5770.3936),(59 5765.145),(60 5772.769),(61 5762.112),(62 5795.179),(63 5850.696),(64 5826.0654),(65 5867.9487),(66 5868.419),(67 5871.025),(68 5893.356),(69 5908.4316),(70 5898.99),(71 5973.7754),(72 6005.325),(73 5974.742),(74 6022.3125),(75 6180.708),(76 6219.4204),(77 6225.9575),(78 6257.6514),(79 6289.534),
(1 1048.085),(2 1895.3464),(3 2394.437),(4 2711.4143),(5 3022.4285),(6 3280.9148),(7 3567.4507),(8 3747.9114),(9 3880.7793),(10 4072.1428),(11 4255.3755),(12 4405.717),(13 4565.74),(14 4683.719),(15 4699.336),(16 4707.1987),(17 4791.6045),(18 4911.419),(19 5053.1694),(20 5132.052),(21 5250.2373),(22 5332.7393),(23 5355.1685),(24 5388.087),(25 5463.659),(26 5625.811),(27 5651.118),(28 5623.7163),(29 5634.2344),(30 5739.7275),(31 5708.3613),(32 5713.361),(33 5722.218),(34 5758.4834),(35 5746.7666),(36 5761.847),(37 5729.0366),(38 5803.216),(39 5878.1875),(40 5893.542),(41 5915.0435),(42 5917.5513),(43 5924.3433),(44 5983.435),(45 6004.619),(46 6046.1777),(47 5991.613),(48 5937.8706),(49 5944.26),(50 5897.6543),(51 5887.5884),(52 5836.542),(53 5826.4683),(54 5863.101),(55 5872.5923),(56 5838.2837),(57 5928.851),(58 5942.1226),(59 5936.9663),(60 5940.042),(61 5985.1016),(62 6054.5596),(63 6118.4985),(64 6110.3804),(65 6088.3467),(66 6098.6973),(67 6122.074),(68 6084.7666),(69 6070.7036),(70 6007.8647),(71 6038.9746),(72 6018.7837),(73 6019.921),(74 6031.161),(75 6069.1064),(76 6078.3984),(77 6086.936),(78 6119.56),(79 6143.069),
(1 1061.4849),(2 1952.9768),(3 2383.0295),(4 2689.5442),(5 3013.9268),(6 3283.612),(7 3553.419),(8 3711.4182),(9 3895.1047),(10 4033.4282),(11 4243.5674),(12 4330.4336),(13 4466.9473),(14 4601.06),(15 4769.812),(16 4779.0356),(17 4807.262),(18 4904.547),(19 5021.8203),(20 5044.6543),(21 5108.4287),(22 5174.9995),(23 5287.4185),(24 5285.7188),(25 5293.702),(26 5395.408),(27 5473.3716),(28 5485.106),(29 5477.4927),(30 5610.007),(31 5588.2046),(32 5593.4614),(33 5646.1763),(34 5710.016),(35 5713.3193),(36 5698.487),(37 5630.3804),(38 5643.3105),(39 5608.21),(40 5574.273),(41 5560.9556),(42 5543.9307),(43 5574.265),(44 5543.103),(45 5487.156),(46 5446.5166),(47 5394.6577),(48 5371.4536),(49 5434.0674),(50 5469.925),(51 5492.953),(52 5538.7637),(53 5560.611),(54 5574.9956),(55 5633.7573),(56 5678.879),(57 5644.7144),(58 5631.2104),(59 5683.145),(60 5675.894),(61 5643.8926),(62 5679.5366),(63 5707.111),(64 5704.431),(65 5681.9297),(66 5662.783),(67 5683.707),(68 5651.477),(69 5640.759),(70 5678.769),(71 5703.686),(72 5718.151),(73 5701.341),(74 5711.141),(75 5706.2437),(76 5662.8955),(77 5656.227),(78 5704.645),(79 5684.4556),
(1 1014.2635),(2 1841.8378),(3 2281.7112),(4 2589.506),(5 2863.1064),(6 3163.4631),(7 3398.4084),(8 3620.894),(9 3845.2712),(10 3964.0413),(11 4100.448),(12 4173.691),(13 4320.264),(14 4437.6885),(15 4566.2563),(16 4581.918),(17 4637.65),(18 4664.17),(19 4824.9546),(20 4874.7227),(21 4901.533),(22 4941.7227),(23 5023.973),(24 5077.867),(25 5165.572),(26 5262.2886),(27 5288.663),(28 5307.5654),(29 5311.8),(30 5339.0366),(31 5356.0693),(32 5392.834),(33 5358.2344),(34 5382.885),(35 5398.92),(36 5384.175),(37 5398.164),(38 5388.725),(39 5355.1724),(40 5429.0254),(41 5464.087),(42 5487.906),(43 5452.008),(44 5497.3887),(45 5544.797),(46 5512.5215),(47 5498.21),(48 5521.1816),(49 5497.3125),(50 5498.5166),(51 5507.5215),(52 5508.1123),(53 5476.4),(54 5501.82),(55 5522.309),(56 5535.3545),(57 5567.8193),(58 5597.322),(59 5571.2783),(60 5576.2964),(61 5585.4087),(62 5573.1855),(63 5553.887),(64 5548.8535),(65 5567.2866),(66 5490.343),(67 5531.4863),(68 5502.301),(69 5542.173),(70 5532.817),(71 5509.571),(72 5510.332),(73 5544.4585),(74 5564.2446),(75 5508.303),(76 5517.7983),(77 5474.346),(78 5505.3394),(79 5524.985),
(1 1046.7026),(2 1834.5558),(3 2272.527),(4 2625.2644),(5 2995.5867),(6 3265.6804),(7 3435.5193),(8 3574.6492),(9 3760.2002),(10 3857.051),(11 4034.5642),(12 4161.4824),(13 4380.941),(14 4454.804),(15 4535.1216),(16 4651.6387),(17 4686.1206),(18 4698.041),(19 4784.7544),(20 4795.6987),(21 4833.3745),(22 4826.6064),(23 4914.427),(24 4906.127),(25 4921.206),(26 4976.3535),(27 5070.481),(28 5090.8477),(29 5108.472),(30 5131.7583),(31 5110.3267),(32 5194.777),(33 5124.973),(34 5153.4097),(35 5144.9155),(36 5202.4214),(37 5286.1685),(38 5379.916),(39 5411.5557),(40 5456.2104),(41 5438.201),(42 5440.48),(43 5449.036),(44 5474.837),(45 5531.3267),(46 5627.87),(47 5572.488),(48 5556.9297),(49 5579.878),(50 5570.3774),(51 5629.9043),(52 5560.3706),(53 5587.4004),(54 5570.9004),(55 5505.339),(56 5494.5854),(57 5526.2407),(58 5487.268),(59 5429.4683),(60 5435.2017),(61 5456.445),(62 5406.9766),(63 5352.059),(64 5366.645),(65 5380.535),(66 5358.0806),(67 5311.305),(68 5354.345),(69 5418.573),(70 5364.8047),(71 5374.4766),(72 5407.5947),(73 5440.3887),(74 5444.3438),(75 5450.127),(76 5481.4956),(77 5468.323),(78 5479.8267),(79 5513.4526),
(1 1006.227),(2 1788.1693),(3 2183.426),(4 2452.6582),(5 2820.232),(6 3113.1445),(7 3347.2913),(8 3476.9507),(9 3633.38),(10 3773.0322),(11 3945.4023),(12 4010.0266),(13 4136.544),(14 4287.144),(15 4440.1826),(16 4461.095),(17 4526.5195),(18 4633.8984),(19 4707.767),(20 4735.0415),(21 4759.894),(22 4760.765),(23 4861.195),(24 4909.528),(25 4915.552),(26 4913.526),(27 5043.7354),(28 5081.4277),(29 5117.5996),(30 5121.479),(31 5141.178),(32 5220.414),(33 5214.7954),(34 5217.493),(35 5174.4854),(36 5220.2476),(37 5244.752),(38 5288.7207),(39 5357.6704),(40 5402.9707),(41 5381.665),(42 5325.7554),(43 5322.693),(44 5364.923),(45 5371.457),(46 5416.181),(47 5364.165),(48 5385.0566),(49 5379.3633),(50 5324.131),(51 5327.308),(52 5327.2793),(53 5315.4634),(54 5271.085),(55 5279.0356),(56 5210.8076),(57 5255.1875),(58 5228.193),(59 5203.3877),(60 5161.369),(61 5170.229),(62 5145.41),(63 5109.6133),(64 5117.612),(65 5165.4043),(66 5188.15),(67 5171.079),(68 5108.3657),(69 5086.3906),(70 5087.711),(71 5115.368),(72 5120.9404),(73 5099.664),(74 5093.271),(75 5084.6016),(76 5164.0005),(77 5213.0376),(78 5238.7495),(79 5262.61),
(1 988.69867),(2 1763.043),(3 2229.1436),(4 2485.1975),(5 2811.512),(6 3020.255),(7 3161.3909),(8 3325.2598),(9 3558.5222),(10 3610.5042),(11 3720.46),(12 3809.4895),(13 3923.0647),(14 4094.527),(15 4242.174),(16 4275.236),(17 4376.1963),(18 4450.632),(19 4471.7944),(20 4513.6196),(21 4634.218),(22 4689.6978),(23 4709.9155),(24 4808.048),(25 4882.993),(26 4883.94),(27 4898.22),(28 4919.635),(29 4959.426),(30 5070.5586),(31 5065.403),(32 5059.4404),(33 5033.7725),(34 5097.6963),(35 5087.9272),(36 5103.314),(37 5176.314),(38 5168.688),(39 5253.8833),(40 5300.38),(41 5236.764),(42 5264.9053),(43 5236.5854),(44 5257.464),(45 5262.729),(46 5278.314),(47 5217.767),(48 5213.5806),(49 5200.21),(50 5189.595),(51 5189.172),(52 5220.0674),(53 5186.629),(54 5164.3975),(55 5189.892),(56 5145.6914),(57 5133.6187),(58 5133.4263),(59 5162.1226),(60 5146.3457),(61 5140.463),(62 5120.0415),(63 5089.0728),(64 5101.6157),(65 5117.0547),(66 5076.295),(67 5057.7563),(68 5110.907),(69 5160.223),(70 5177.0903),(71 5223.5166),(72 5244.0728),(73 5235.3413),(74 5262.5366),(75 5232.6865),(76 5307.5806),(77 5268.976),(78 5276.785),(79 5279.24),
(1 964.9294),(2 1708.9585),(3 2103.2205),(4 2389.995),(5 2679.4934),(6 2925.131),(7 3122.6157),(8 3304.4343),(9 3476.4666),(10 3598.702),(11 3732.149),(12 3783.4563),(13 3885.5325),(14 3993.399),(15 4067.2356),(16 4084.903),(17 4127.7256),(18 4197.5845),(19 4307.781),(20 4382.611),(21 4430.4277),(22 4478.238),(23 4571.3506),(24 4666.1343),(25 4736.7646),(26 4810.129),(27 4841.36),(28 4832.933),(29 4892.479),(30 4948.7407),(31 4930.821),(32 4974.5483),(33 4970.7754),(34 5004.876),(35 5011.6436),(36 5013.488),(37 5043.2456),(38 5078.611),(39 5113.959),(40 5128.4146),(41 5073.841),(42 5132.2246),(43 5112.8354),(44 5176.925),(45 5193.6167),(46 5172.9023),(47 5145.2856),(48 5126.088),(49 5077.746),(50 5037.4814),(51 5063.023),(52 5104.5415),(53 5122.528),(54 5079.412),(55 5038.9517),(56 4999.015),(57 4953.1245),(58 4963.5825),(59 4951.914),(60 4932.632),(61 4992.0303),(62 5057.8926),(63 5134.579),(64 5138.93),(65 5117.785),(66 5161.878),(67 5188.356),(68 5175.6177),(69 5176.945),(70 5176.404),(71 5190.8574),(72 5198.128),(73 5220.8657),(74 5240.434),(75 5188.6396),(76 5242.7427),(77 5306.82),(78 5356.157),(79 5359.8813),
(1 955.1653),(2 1629.5778),(3 2011.0459),(4 2251.5457),(5 2517.1238),(6 2699.49),(7 2889.6946),(8 3021.6448),(9 3119.585),(10 3211.9192),(11 3363.0544),(12 3450.6128),(13 3497.757),(14 3579.3242),(15 3712.959),(16 3763.2993),(17 3809.776),(18 3877.9548),(19 3925.6614),(20 3931.9536),(21 4021.163),(22 4067.197),(23 4129.161),(24 4146.8237),(25 4196.861),(26 4239.8096),(27 4313.8755),(28 4343.51),(29 4315.1123),(30 4335.4478),(31 4345.3745),(32 4380.2705),(33 4365.584),(34 4395.7383),(35 4391.8413),(36 4366.9385),(37 4345.5327),(38 4422.487),(39 4469.0024),(40 4496.1123),(41 4501.9727),(42 4551.0586),(43 4496.8486),(44 4494.4272),(45 4512.3677),(46 4472.39),(47 4474.4663),(48 4448.2334),(49 4424.845),(50 4429.4736),(51 4458.418),(52 4461.451),(53 4481.1465),(54 4486.691),(55 4538.489),(56 4535.7026),(57 4526.8184),(58 4559.4175),(59 4556.4746),(60 4518.9375),(61 4570.4775),(62 4593.7354),(63 4621.0464),(64 4593.0845),(65 4644.53),(66 4694.476),(67 4638.368),(68 4646.526),(69 4693.8877),(70 4697.8716),(71 4724.209),(72 4730.695),(73 4740.918),(74 4783.231),(75 4823.481),(76 4859.4067),(77 4890.391),(78 4900.519),(79 4849.5713),
(1 949.5769),(2 1641.1179),(3 1984.863),(4 2190.7583),(5 2445.8425),(6 2651.6995),(7 2801.1836),(8 2960.8992),(9 3117.6702),(10 3250.237),(11 3391.999),(12 3465.2275),(13 3602.1516),(14 3717.472),(15 3821.532),(16 3892.7898),(17 3990.6755),(18 4011.6646),(19 4024.5386),(20 4064.1838),(21 4111.6772),(22 4106.98),(23 4255.635),(24 4289.239),(25 4342.33),(26 4408.427),(27 4454.9565),(28 4461.5776),(29 4478.5454),(30 4493.956),(31 4509.7764),(32 4512.237),(33 4514.3174),(34 4504.7783),(35 4464.94),(36 4494.8765),(37 4489.819),(38 4488.795),(39 4523.741),(40 4500.59),(41 4575.144),(42 4693.337),(43 4680.614),(44 4620.5215),(45 4681.178),(46 4656.132),(47 4574.7886),(48 4564.5933),(49 4596.4937),(50 4579.1597),(51 4617.777),(52 4598.428),(53 4630.7656),(54 4606.99),(55 4669.348),(56 4686.845),(57 4676.6387),(58 4662.569),(59 4678.5503),(60 4696.3164),(61 4700.4033),(62 4680.6323),(63 4733.618),(64 4708.454),(65 4687.391),(66 4603.502),(67 4566.5938),(68 4558.415),(69 4501.506),(70 4507.51),(71 4564.603),(72 4594.329),(73 4531.177),(74 4529.845),(75 4536.9814),(76 4558.474),(77 4573.156),(78 4605.4766),(79 4632.46),
(1 903.8367),(2 1569.4714),(3 1926.536),(4 2170.9622),(5 2448.5896),(6 2668.0032),(7 2808.3472),(8 2925.5774),(9 3071.9834),(10 3166.5627),(11 3265.7231),(12 3375.8884),(13 3487.1736),(14 3582.8396),(15 3707.5251),(16 3719.204),(17 3731.8047),(18 3760.283),(19 3827.9941),(20 3849.0505),(21 3929.1812),(22 3968.0117),(23 4024.834),(24 4083.1423),(25 4068.349),(26 4063.6233),(27 4110.1523),(28 4136.431),(29 4131.121),(30 4137.342),(31 4142.1025),(32 4157.2036),(33 4144.933),(34 4150.371),(35 4140.4263),(36 4133.1704),(37 4129.4443),(38 4150.0337),(39 4150.915),(40 4137.639),(41 4155.91),(42 4162.179),(43 4139.9727),(44 4172.975),(45 4222.6377),(46 4216.622),(47 4249.5054),(48 4295.693),(49 4259.114),(50 4246.661),(51 4310.748),(52 4353.217),(53 4437.79),(54 4451.0044),(55 4434.53),(56 4471.977),(57 4544.9478),(58 4575.6924),(59 4600.4233),(60 4594.657),(61 4601.961),(62 4593.713),(63 4636.7026),(64 4614.8926),(65 4681.7954),(66 4642.923),(67 4628.1357),(68 4597.005),(69 4622.917),(70 4564.531),(71 4532.524),(72 4505.643),(73 4496.464),(74 4485.0254),(75 4480.573),(76 4525.6006),(77 4525.9546),(78 4499.6313),(79 4491.009),
(1 882.36115),(2 1510.5698),(3 1835.2606),(4 2084.96),(5 2341.1128),(6 2538.2893),(7 2734.831),(8 2822.4695),(9 2971.9712),(10 3122.839),(11 3220.7825),(12 3315.1218),(13 3455.787),(14 3522.0305),(15 3613.2476),(16 3640.9358),(17 3726.178),(18 3769.8362),(19 3736.898),(20 3775.0881),(21 3816.1807),(22 3865.4563),(23 3977.4604),(24 3969),(25 3970.8777),(26 3961.095),(27 4015.5088),(28 4048.2087),(29 4087.3381),(30 4123.4126),(31 4089.959),(32 4152.0176),(33 4164.943),(34 4164.7925),(35 4148.694),(36 4144.324),(37 4170.4043),(38 4201.431),(39 4219.713),(40 4254.7666),(41 4270.6826),(42 4349.396),(43 4336.6406),(44 4383.205),(45 4447.3955),(46 4463.007),(47 4443.237),(48 4473.568),(49 4470.695),(50 4492.653),(51 4571.274),(52 4601.2744),(53 4659.599),(54 4654.2856),(55 4695.814),(56 4626.33),(57 4671.55),(58 4653.3857),(59 4684.7915),(60 4672.137),(61 4663.793),(62 4696.4697),(63 4702.753),(64 4706.8413),(65 4703.17),(66 4671.077),(67 4679.5835),(68 4647.2944),(69 4638.2974),(70 4629.347),(71 4608.052),(72 4593.7803),(73 4616.9053),(74 4591.4805),(75 4613.4473),(76 4637.758),(77 4588.57),(78 4568.514),(79 4572.851),
