1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 29752.361),(2 100671.13),(3 199039.17),(4 322446.9),(5 436997.66),(6 532129.44),(7 609524.9),(8 667466.25),(9 707573.8),(10 729870.7),(11 743123.7),(12 744091.3),(13 744973.8),(14 749044),(15 758383.7),(16 772809.2),(17 794122.25),(18 820896),(19 852248.06),(20 882820.2),(21 911864),(22 929043.75),(23 935103.5),(24 930805.8),(25 917867.5),(26 906084.3),(27 895135.75),(28 889921.7),(29 889501.5),(30 897132.5),(31 909142),(32 914990),(33 913299.2),(34 903525.8),(35 886430.06),(36 869922.44),(37 859751.2),(38 857239.75),(39 863420.3),(40 867711.56),(41 871422),(42 873254),(43 877822.75),(44 880550.5),(45 880615),(46 875651.5),(47 866910),(48 854674.5),(49 844283.94),(50 835144.44),(51 828997),(52 825150.25),(53 823060.5),(54 820295.8),(55 814080.44),(56 817407.56),(57 821190.06),(58 826703.06),(59 833004.56),(60 839696.7),(61 846388.44),(62 851389.94),(63 853163.8),(64 851525.56),(65 847441.7),(66 841507.2),(67 838462.06),(68 835748.25),(69 830777.94),(70 826185),(71 821056),(72 816037.8),(73 810200.8),(74 804478.2),(75 799391.5),(76 790409),(77 783738.7),(78 780451),(79 778286.2),
(1 27778.465),(2 93445.26),(3 182915.45),(4 289176.88),(5 381712.7),(6 455569.44),(7 514568.56),(8 560363.94),(9 596102.1),(10 622316.7),(11 643752.06),(12 668147.75),(13 681928.25),(14 691122.9),(15 696717.7),(16 701233),(17 709073),(18 722757.8),(19 744824.6),(20 769581.94),(21 796951),(22 818686.7),(23 829540.1),(24 835404.3),(25 832471.7),(26 827561.7),(27 825847.5),(28 825324.9),(29 827953),(30 830994.7),(31 833192.75),(32 836583.6),(33 836395.9),(34 832813.06),(35 829510.25),(36 825040.25),(37 816959.1),(38 807818.06),(39 798836.5),(40 789121.5),(41 782960.7),(42 780594.9),(43 779680.06),(44 781085.1),(45 783437.8),(46 785738.94),(47 791800.6),(48 797741),(49 803314.5),(50 812017.94),(51 822375.2),(52 831033),(53 837021.8),(54 836257.06),(55 830151.4),(56 821896.6),(57 811317.1),(58 804054.94),(59 801996.6),(60 808517.1),(61 821942.44),(62 835087.2),(63 848619.1),(64 857569.4),(65 856937.5),(66 843785.75),(67 829279.7),(68 811641.8),(69 793423),(70 779622.3),(71 773612.25),(72 773537.7),(73 777907.9),(74 788768.1),(75 808031.9),(76 810833.1),(77 817650.94),(78 821003.4),(79 820674.2),
(1 25562.752),(2 85626.45),(3 166827.14),(4 268237.6),(5 352561.28),(6 421251.66),(7 471748.88),(8 506774.97),(9 530021.3),(10 542093.75),(11 551854.75),(12 562163.2),(13 574858.8),(14 588030.5),(15 599317),(16 610439.56),(17 622660.44),(18 635325.75),(19 646600.94),(20 657975.4),(21 672146.25),(22 680963.94),(23 687365),(24 690207),(25 688367.5),(26 684456.3),(27 682937.3),(28 684123.7),(29 688452.25),(30 695255),(31 711076.56),(32 722883.6),(33 732295.7),(34 737830.2),(35 737705.9),(36 733776.7),(37 724877.6),(38 713811.44),(39 706643.2),(40 705880.56),(41 709535.94),(42 714816),(43 721232.8),(44 731137.3),(45 739499.94),(46 744978.5),(47 745873.56),(48 745774.56),(49 747661.5),(50 749972.9),(51 751902.06),(52 754696.8),(53 754392.94),(54 755842.7),(55 757791.94),(56 761343.44),(57 765103.3),(58 761687.94),(59 755461.44),(60 749068.2),(61 744253.1),(62 742026.75),(63 744055.44),(64 748263.75),(65 750286.9),(66 748994.06),(67 748322.1),(68 749141.44),(69 748445.6),(70 743982.7),(71 737268.06),(72 725834.75),(73 712860),(74 702497.9),(75 694303.1),(76 692356.2),(77 696867.6),(78 704003.5),(79 713020.2),
(1 28274.54),(2 93606.58),(3 180118.22),(4 282232.22),(5 369471.3),(6 438013.75),(7 487912),(8 519724.4),(9 536176.75),(10 543917.44),(11 547715.4),(12 547642.3),(13 548294.1),(14 554146.5),(15 563677.7),(16 575484),(17 590282.4),(18 608495.25),(19 627407.56),(20 646408.3),(21 661412.2),(22 670868.75),(23 673914.25),(24 674362.94),(25 674017.3),(26 671083.5),(27 668563.4),(28 665542.25),(29 663497.44),(30 659991.8),(31 657271.25),(32 656614.6),(33 658227.56),(34 669937.9),(35 686168.56),(36 702557.3),(37 715898.7),(38 723780.5),(39 721090.7),(40 715049.06),(41 705497.4),(42 695634.6),(43 685002.2),(44 677367),(45 673455),(46 673199.8),(47 675818.2),(48 682212.3),(49 692571.8),(50 701593.7),(51 705633.3),(52 708228.1),(53 711477.94),(54 717612.4),(55 719475.2),(56 722673.75),(57 724251.2),(58 724894.2),(59 725600.8),(60 727665.44),(61 730315),(62 732743.2),(63 736307.9),(64 737400.2),(65 737608.9),(66 733742.5),(67 730040.2),(68 727762.1),(69 726443.9),(70 724718.25),(71 725017.2),(72 726172.56),(73 728583.7),(74 731360),(75 730191.8),(76 726339.94),(77 728377.06),(78 729736.06),(79 728561.25),
(1 26835.748),(2 88335.18),(3 170313.56),(4 266055.03),(5 347549.16),(6 408242.6),(7 455132.13),(8 486974.44),(9 505877.03),(10 514754.66),(11 515197.7),(12 514662.8),(13 511199.6),(14 510333.2),(15 513978.38),(16 522535.06),(17 539044.94),(18 562010.06),(19 584022.56),(20 601433.1),(21 616789.7),(22 626465),(23 630159.6),(24 626158.7),(25 620042.25),(26 615783.3),(27 613339.94),(28 608808.4),(29 601653.06),(30 594777.6),(31 585781.25),(32 580917.94),(33 576603),(34 582682.1),(35 594117.3),(36 609595.3),(37 624109.44),(38 637462.4),(39 647480.06),(40 649874.4),(41 648578.8),(42 645762.8),(43 639881.8),(44 629614.4),(45 617814.3),(46 606906.8),(47 598183.44),(48 593159.2),(49 595859.06),(50 600770.25),(51 604560.06),(52 605479.4),(53 606304.56),(54 610483.4),(55 609385.3),(56 608060.1),(57 603485.94),(58 599182.1),(59 594023.3),(60 590497.75),(61 590865.1),(62 597315.3),(63 606297.1),(64 615579.1),(65 625037.25),(66 632018.4),(67 637367.25),(68 638683.75),(69 634626.25),(70 626422.7),(71 615436.94),(72 604632),(73 596408.94),(74 591670.1),(75 592757.56),(76 598941.06),(77 606909.1),(78 614723.7),(79 617903.1),
(1 26760.01),(2 88790.85),(3 169393.58),(4 257879.3),(5 331409.22),(6 387948.78),(7 429397.1),(8 455928.44),(9 471822.03),(10 479538.88),(11 486089.8),(12 500988.3),(13 515822.13),(14 533011.4),(15 547328.75),(16 560554.2),(17 568647.9),(18 571653.56),(19 573301.06),(20 573882.44),(21 568716.25),(22 565519.9),(23 566691.6),(24 568046.1),(25 573132.75),(26 579447.7),(27 586547.06),(28 589535.6),(29 589229.44),(30 589823.75),(31 588129.1),(32 586071.75),(33 580977.8),(34 577772.8),(35 572158.06),(36 566426.7),(37 560392.8),(38 560014.8),(39 569128.5),(40 575722),(41 583226.6),(42 587950.8),(43 587311),(44 581675.6),(45 572306.56),(46 563446.8),(47 557513.7),(48 557164.4),(49 567741.9),(50 580457),(51 593511.94),(52 605781.56),(53 617142.25),(54 627427.7),(55 629667),(56 629197.2),(57 626634.2),(58 623845.06),(59 618439.3),(60 611738.94),(61 605752.4),(62 600567.7),(63 595845.44),(64 590152),(65 584312.3),(66 577094.06),(67 572423.6),(68 571519.7),(69 570127.1),(70 568672.25),(71 566731.5),(72 564439.3),(73 561566.8),(74 558716.1),(75 554744.25),(76 549801.2),(77 543292.1),(78 535431.5),(79 526532.75),
(1 24843.537),(2 80836.164),(3 151715.73),(4 232582.19),(5 298028.1),(6 346550.13),(7 380959.7),(8 402549.25),(9 415647.25),(10 425571.5),(11 431969.13),(12 445794.8),(13 454615.13),(14 466187.9),(15 478911.5),(16 489661.7),(17 498785.22),(18 507817.5),(19 516619.7),(20 524053.72),(21 522947.97),(22 521649.3),(23 522477.5),(24 524006.2),(25 525756.94),(26 526521.06),(27 526982.5),(28 524043.16),(29 523575.44),(30 527191.94),(31 530657.3),(32 536670.25),(33 538556.56),(34 544932.2),(35 549959.75),(36 550660.25),(37 545899.94),(38 538615.4),(39 534912.44),(40 532772),(41 530831.4),(42 532656.44),(43 532731.94),(44 530884),(45 526203.4),(46 517928.03),(47 510482.03),(48 505411.75),(49 506498.5),(50 510142.28),(51 514266.28),(52 518345.9),(53 523940.53),(54 529870.56),(55 530038.5),(56 534684),(57 537731.6),(58 537841.25),(59 537740.5),(60 536744.75),(61 535536.6),(62 537740.44),(63 539307.56),(64 539818.3),(65 538837.4),(66 537528),(67 535536.3),(68 528438.1),(69 520587.53),(70 512310.8),(71 504701.88),(72 498503.34),(73 491681.3),(74 487003.9),(75 485066.88),(76 483019.03),(77 482937.1),(78 485912.2),(79 488288.84),
(1 26079.535),(2 84653.93),(3 157005.2),(4 236828.28),(5 301175.66),(6 350863.34),(7 388674.56),(8 419174.25),(9 441337.88),(10 456634.4),(11 465509.9),(12 471314.72),(13 476823.1),(14 484170.66),(15 495178.66),(16 507617.6),(17 522642.8),(18 538527.9),(19 553693.94),(20 565036.94),(21 566508.44),(22 564219.56),(23 560309.44),(24 555569.1),(25 550648.8),(26 546328.1),(27 540285.4),(28 536759.44),(29 532716.8),(30 530345.44),(31 533007.44),(32 534215.3),(33 529786.5),(34 529596.25),(35 533896.06),(36 541064.7),(37 549674.2),(38 557054.44),(39 560008.4),(40 556792.25),(41 549525.94),(42 540619.4),(43 531430.56),(44 518795.38),(45 508145.25),(46 498888.8),(47 492944.66),(48 493004.1),(49 497608.34),(50 505119.25),(51 514201.3),(52 518683.44),(53 521251.53),(54 522208.97),(55 518237.44),(56 515666.4),(57 514484.06),(58 511303.03),(59 509919.25),(60 509350.22),(61 510508.13),(62 516822.06),(63 524086.66),(64 529484.7),(65 532907.5),(66 531107.8),(67 527630.2),(68 521578.78),(69 517866.47),(70 513594.7),(71 509842),(72 506687.1),(73 505559.38),(74 505000.97),(75 504740.13),(76 505781.1),(77 506107.1),(78 506147.13),(79 507192.4),
(1 26677.809),(2 86687.086),(3 161990.98),(4 243433.73),(5 304689.13),(6 349337.13),(7 380893),(8 399803.03),(9 407660.84),(10 408284.4),(11 405437.84),(12 406393.06),(13 413983.1),(14 428850.2),(15 445060.88),(16 463942.75),(17 483589.72),(18 501949.78),(19 517593.44),(20 526403.25),(21 524227.75),(22 523917.84),(23 521788.53),(24 518644),(25 514529.56),(26 510363.16),(27 506435.1),(28 505133.78),(29 505194.75),(30 507879.66),(31 510827.4),(32 512917.25),(33 514486.7),(34 518046.22),(35 524809.7),(36 533343.7),(37 539664.8),(38 538434.4),(39 528332.9),(40 519516.06),(41 511428.9),(42 506614.44),(43 500872.9),(44 492656.06),(45 487713.28),(46 486159.34),(47 491449.53),(48 500599.84),(49 503481.44),(50 503717.78),(51 501675.75),(52 499707.88),(53 501004.9),(54 506149.13),(55 510825.9),(56 515678.38),(57 517541.63),(58 517939.7),(59 517547.22),(60 517359.16),(61 516993.66),(62 516317.84),(63 513462.1),(64 511418.63),(65 512251.53),(66 514752),(67 516819.03),(68 515972.2),(69 515275.8),(70 513061.06),(71 510417.38),(72 509267.88),(73 510111.16),(74 512164.9),(75 514592.34),(76 514145.25),(77 518794.7),(78 525562),(79 534683.94),
(1 26310.951),(2 83546.11),(3 153397.5),(4 227994.86),(5 285722.66),(6 328855.7),(7 358795.72),(8 376807.78),(9 385320.34),(10 386902.28),(11 386214.66),(12 384790.6),(13 390868.78),(14 406977.1),(15 426210.16),(16 447129.1),(17 465795.8),(18 479030.22),(19 486827.5),(20 490282.44),(21 485692.06),(22 481223.47),(23 478711.56),(24 478997.9),(25 480315),(26 477994.06),(27 474267.3),(28 469949.88),(29 464070.6),(30 457959.6),(31 453374.78),(32 450947),(33 452576.2),(34 456186.88),(35 459445.4),(36 461316.25),(37 459215.7),(38 456230.4),(39 454770.63),(40 456266.06),(41 457627.3),(42 457699.22),(43 456658.56),(44 455265.9),(45 452303.75),(46 450335.1),(47 453174.47),(48 457596.06),(49 462551.25),(50 463748.5),(51 465697.03),(52 466167.1),(53 468258.66),(54 469594.1),(55 475596.72),(56 483663.3),(57 491859.94),(58 498367.88),(59 501694.03),(60 498325.97),(61 490632.6),(62 480343.94),(63 470102.16),(64 460827.3),(65 453944.25),(66 447730),(67 443637.4),(68 441987.97),(69 440987),(70 437428.44),(71 433214.1),(72 427617.16),(73 423285.47),(74 420501.78),(75 417245.97),(76 412536.7),(77 412369.28),(78 413664.9),(79 416544.8),
(1 23683.59),(2 75433.71),(3 137639.06),(4 203848.7),(5 254332.48),(6 291840.9),(7 321158.13),(8 344536.25),(9 362098.4),(10 375502.2),(11 386094.9),(12 388757.3),(13 398593.47),(14 412384.38),(15 430942.22),(16 449151.94),(17 465259.34),(18 475932.66),(19 479902.4),(20 478400.56),(21 472277.7),(22 465302.2),(23 460296.47),(24 458005.8),(25 455610.4),(26 452296.44),(27 448154.2),(28 447057.84),(29 447302.22),(30 449059.47),(31 451496.4),(32 452080.38),(33 457671.44),(34 466059.97),(35 473862.78),(36 477540.94),(37 477181.63),(38 474274.63),(39 467040.22),(40 458196.84),(41 450675.75),(42 444034.03),(43 436040),(44 425982.63),(45 415014.34),(46 402662.03),(47 391206.6),(48 383742.16),(49 376558.53),(50 374006.9),(51 374846.03),(52 377714.47),(53 382189),(54 388043.47),(55 393079.4),(56 396306.1),(57 396496.47),(58 396362.4),(59 394526.7),(60 393360.56),(61 392012.13),(62 391307.78),(63 392686.3),(64 395739.75),(65 399716.3),(66 402996.63),(67 402397.53),(68 400602),(69 397818.84),(70 394804.9),(71 391503.9),(72 390445.56),(73 390774.56),(74 393994.66),(75 395052.2),(76 398101.47),(77 401761.94),(78 403483.06),(79 402538.1),
(1 22878.318),(2 72137.67),(3 131754.98),(4 198174.47),(5 249756.78),(6 288841.34),(7 318172.88),(8 340569.8),(9 356412.22),(10 365711.47),(11 372596.78),(12 385427.6),(13 397470.88),(14 414143.6),(15 431365.97),(16 446138.44),(17 457395.5),(18 464859.25),(19 468490.44),(20 469063.3),(21 463764.2),(22 458556.63),(23 456573.7),(24 454415.44),(25 449922.16),(26 449509.78),(27 452632.03),(28 457919.2),(29 463785.03),(30 467239.25),(31 468044.97),(32 466058.78),(33 462974.34),(34 462093.38),(35 461782.75),(36 459693.9),(37 457461.38),(38 457051.03),(39 455624.2),(40 452732.34),(41 448613.25),(42 444742.4),(43 441136.7),(44 437489.22),(45 431424.53),(46 423454.38),(47 414629.5),(48 407673.9),(49 403803.06),(50 402518.03),(51 406270.6),(52 411852),(53 417107.66),(54 423831),(55 423661.63),(56 422163.8),(57 416234.75),(58 410658.56),(59 406039.75),(60 404630.06),(61 406560.06),(62 413771.28),(63 423700.84),(64 432891.38),(65 438839.94),(66 439540.63),(67 436832.6),(68 430638.88),(69 424354.38),(70 419246.97),(71 417203.03),(72 418458.13),(73 421046),(74 421201.88),(75 419623.4),(76 419550.47),(77 419442.34),(78 418651.4),(79 416451.2),
(1 24720.922),(2 79759.46),(3 147639.6),(4 216796.78),(5 268426.03),(6 304886.28),(7 330576.72),(8 347118.94),(9 359450.28),(10 365701.72),(11 371100.38),(12 375342.03),(13 382386.2),(14 390801.1),(15 399825.9),(16 410320.13),(17 422039.84),(18 430259.75),(19 434604.63),(20 433582.13),(21 427753.8),(22 425410.7),(23 427182.5),(24 429612.72),(25 431779.66),(26 434268.7),(27 434485.3),(28 433001.25),(29 431883.75),(30 431265.1),(31 432207.75),(32 435842.94),(33 435805.25),(34 433914.28),(35 426326.22),(36 416164.25),(37 407338.75),(38 400391.5),(39 393967.13),(40 389910.34),(41 390017.8),(42 392171.4),(43 393238.38),(44 392632.16),(45 389766.7),(46 385991.56),(47 382793.06),(48 380779.5),(49 381021.75),(50 386944.25),(51 397372.2),(52 411257.13),(53 423814.88),(54 432413.78),(55 433751.56),(56 431807.8),(57 424761.2),(58 419882.16),(59 418183.1),(60 422856.72),(61 431476.1),(62 442463.88),(63 452766.34),(64 458371.56),(65 459858.03),(66 456887.13),(67 450609.13),(68 443373.9),(69 436332.56),(70 430331.88),(71 425577.28),(72 424206.44),(73 423577.3),(74 420062.72),(75 415377.44),(76 408258.84),(77 402316.22),(78 397963),(79 395496.25),
(1 23791.158),(2 75649.41),(3 136239.56),(4 197098.34),(5 239880.28),(6 270588.78),(7 294215.16),(8 311507.84),(9 322449.97),(10 329511.88),(11 334335.16),(12 335192.28),(13 339843.56),(14 344676.38),(15 352034.6),(16 361804.06),(17 372402.72),(18 380107.53),(19 386097),(20 389822.97),(21 388820.34),(22 388468.25),(23 390092.16),(24 392802.13),(25 394745.22),(26 398944.9),(27 402158.1),(28 403031.84),(29 402280.34),(30 403089),(31 402750.5),(32 402939.22),(33 399035.03),(34 394806.22),(35 389392.88),(36 385322.34),(37 383162.66),(38 382923.5),(39 384076.97),(40 387707.53),(41 392467.4),(42 395737.44),(43 397152.06),(44 395409.53),(45 393117.34),(46 392153.66),(47 394388.63),(48 396920),(49 397670.53),(50 399924.9),(51 402586.94),(52 403861.72),(53 401140.78),(54 399068.5),(55 394007.63),(56 393128.34),(57 393402.4),(58 394637.38),(59 396653.06),(60 400000.25),(61 401935.5),(62 402949.06),(63 399310.47),(64 392351.7),(65 384250.53),(66 379139.84),(67 376604.56),(68 375821.25),(69 377648.63),(70 382522.63),(71 386626.16),(72 389631.7),(73 389812.5),(74 389300.78),(75 388707.88),(76 385180.1),(77 384002.88),(78 384109.53),(79 385191.16),
(1 24413.732),(2 77131.37),(3 139011.19),(4 198710.75),(5 239991.19),(6 266798.28),(7 282380.66),(8 288255.16),(9 289333.13),(10 289082.28),(11 291155.88),(12 301814.53),(13 310395.88),(14 319474.25),(15 329578.16),(16 338802.6),(17 345764.38),(18 349550.88),(19 351478.4),(20 349807.56),(21 349336.16),(22 352142.38),(23 358851.66),(24 367841.72),(25 376027.94),(26 382899.88),(27 386790.63),(28 388828.34),(29 390486.78),(30 393723.63),(31 395477.5),(32 398555.38),(33 393526.16),(34 387529.72),(35 381412.56),(36 378675.22),(37 379938.28),(38 383283.63),(39 388754.63),(40 390887),(41 392755.97),(42 391876.2),(43 388455.88),(44 380291.4),(45 371485.4),(46 365911.34),(47 367502.2),(48 374978.2),(49 385670.88),(50 391944.66),(51 394764.84),(52 391832.88),(53 382917.7),(54 374329.75),(55 367893.5),(56 367714.53),(57 372492.8),(58 378868.34),(59 386024.66),(60 392270.6),(61 392761.7),(62 389322.72),(63 382141.72),(64 373138.03),(65 365109.13),(66 360144.7),(67 359262.88),(68 362373.34),(69 367154.22),(70 370983.8),(71 374582.03),(72 376608.4),(73 377357.34),(74 376547.72),(75 374737.34),(76 364374.84),(77 356966.28),(78 350945.66),(79 346313.4),
(1 24165.512),(2 75509.28),(3 136103.73),(4 197308.34),(5 241356.73),(6 270517.22),(7 287800.22),(8 293202.94),(9 292208.66),(10 288218.78),(11 287036.13),(12 291390.03),(13 303148.53),(14 319706.2),(15 340498.66),(16 358744.22),(17 372156.7),(18 378923.6),(19 377202.88),(20 369871.53),(21 358850.25),(22 355563.78),(23 356507.5),(24 360337.13),(25 366144.25),(26 372690.75),(27 374603.9),(28 372518.03),(29 369502.56),(30 370338.44),(31 375901.16),(32 381006.06),(33 382859.06),(34 384062.16),(35 385643.28),(36 386473.2),(37 386018.3),(38 384770.03),(39 378258.03),(40 367584.8),(41 357663.78),(42 352981.06),(43 351291.28),(44 351901.4),(45 354005.16),(46 356639.84),(47 358093.16),(48 358159.44),(49 357638.1),(50 354814.78),(51 351865.47),(52 345874.97),(53 337315.13),(54 330442.44),(55 327692.53),(56 328393.03),(57 334674.25),(58 340781.06),(59 344139.66),(60 345266.5),(61 342459.97),(62 340667.34),(63 339673.38),(64 338147.22),(65 338788.2),(66 340039.88),(67 344562.22),(68 351822.2),(69 360234.5),(70 366224.38),(71 367402.6),(72 364495),(73 359968.66),(74 354687.75),(75 349251.9),(76 348282.72),(77 350950.25),(78 353236.4),(79 354394.1),
(1 23699.38),(2 74347.21),(3 132513.77),(4 190171.16),(5 228467.69),(6 249431.25),(7 260017.02),(8 262314.72),(9 264135.78),(10 269576.47),(11 278833),(12 292111),(13 308844.44),(14 325503.47),(15 339172.56),(16 346736.97),(17 348928.1),(18 349324.06),(19 348616.94),(20 347869.97),(21 348014.03),(22 350531.72),(23 353157.28),(24 353902),(25 353748.47),(26 354538.1),(27 354108.97),(28 352210.16),(29 350143.16),(30 346905.63),(31 340754.66),(32 336297.5),(33 335501.34),(34 336024.2),(35 337641.06),(36 337703.4),(37 336748.1),(38 334651.66),(39 330470.97),(40 324742.7),(41 318266.78),(42 313924.56),(43 310061.7),(44 309241.88),(45 313162.66),(46 318800.25),(47 321303.53),(48 321733.94),(49 319380.47),(50 314006),(51 308119.16),(52 302775.97),(53 298631.75),(54 296894),(55 298658.28),(56 302779.78),(57 306694.1),(58 310578.03),(59 313047.72),(60 315739.06),(61 317180.7),(62 317601.66),(63 317587.75),(64 318715.16),(65 319864.8),(66 322329.28),(67 325214.47),(68 330150),(69 335001.72),(70 337690.4),(71 337700.7),(72 334858.4),(73 331832.06),(74 329568),(75 328541.13),(76 332089.88),(77 335137.5),(78 335986.1),(79 334865.13),
(1 24103.03),(2 75961.95),(3 136076.7),(4 190855.05),(5 226121.84),(6 244747.63),(7 255268.6),(8 261004.14),(9 265843.3),(10 271527.1),(11 280468.56),(12 298254.6),(13 315061.5),(14 331677.3),(15 346126.13),(16 355161.72),(17 359438.6),(18 358370.75),(19 352801.88),(20 346129.47),(21 340901.2),(22 338954.66),(23 339245.38),(24 339530.6),(25 340743.7),(26 341806.9),(27 342079.2),(28 340340.06),(29 338326.8),(30 333828.6),(31 328581.06),(32 324873.84),(33 323549.25),(34 325958.56),(35 330305.63),(36 334097.5),(37 335200.8),(38 333459.9),(39 328776.1),(40 320911.53),(41 312604.22),(42 305381.5),(43 301034.78),(44 301316.28),(45 308012.9),(46 317991.84),(47 326481.3),(48 331406),(49 325511.94),(50 317139.53),(51 308744.1),(52 304546.66),(53 304189.1),(54 307854.97),(55 311586.3),(56 317600),(57 322289.34),(58 323787.2),(59 322991.06),(60 320035.13),(61 315371.03),(62 312043.2),(63 312116.9),(64 316604.5),(65 321781.66),(66 328261.8),(67 331068.66),(68 331654.06),(69 330034.72),(70 326851.2),(71 324637.34),(72 322631.8),(73 322348.3),(74 323811.94),(75 326033.1),(76 326576.9),(77 327376.2),(78 325194.3),(79 321450.9),
(1 23523.553),(2 73021.555),(3 128429.88),(4 178849.14),(5 210863.83),(6 229128.98),(7 242414.08),(8 251447.39),(9 258255.77),(10 264375.66),(11 271713.4),(12 288075.8),(13 302271.94),(14 315694.4),(15 328008.22),(16 338138.75),(17 347511.6),(18 353747.44),(19 355798.75),(20 352287.13),(21 346332.8),(22 343414.72),(23 342481.66),(24 342511.97),(25 340004.2),(26 337631.25),(27 333283.47),(28 327105.47),(29 322370.72),(30 322030.72),(31 325131.1),(32 329098.6),(33 331868.6),(34 334923.22),(35 335406.7),(36 333552.97),(37 328982.44),(38 325580.97),(39 321588.47),(40 316480.4),(41 311788.06),(42 307745.28),(43 304921.94),(44 302139.4),(45 298779.66),(46 296662.1),(47 296750.38),(48 298610.9),(49 301089),(50 303863.4),(51 303344.34),(52 300983.97),(53 299301.75),(54 300019.56),(55 299491),(56 300605.13),(57 301714.72),(58 303918.06),(59 305784.03),(60 306569.13),(61 306682.53),(62 307512.44),(63 310299.25),(64 313515.38),(65 317408.97),(66 318419),(67 316617.3),(68 313928.72),(69 309700.88),(70 306249.47),(71 306280.88),(72 308593.97),(73 311086.16),(74 312729.9),(75 313249.16),(76 315221.28),(77 317406.88),(78 317357.47),(79 316450.1),
