1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12858.526),(2 40374.023),(3 72229.3),(4 98850.41),(5 115457.625),(6 122645.2),(7 122785.56),(8 121586.27),(9 122320.17),(10 126758.336),(11 132816.64),(12 137190.89),(13 138555.63),(14 137525.83),(15 135781.39),(16 134546.14),(17 135620.48),(18 137393.3),(19 139485.95),(20 141539),(21 141792.64),(22 142240.7),(23 142549.05),(24 143414.14),(25 144172.36),(26 144806.67),(27 144785.72),(28 142596.22),(29 139545.47),(30 136912.9),(31 134717.42),(32 134417.89),(33 135760.25),(34 138198.03),(35 140267.77),(36 141596.95),(37 141151.28),(38 139429.58),(39 137574.66),(40 136266.9),(41 135707.69),(42 135774.7),(43 136313.39),(44 137245.4),(45 137868.48),(46 138727.84),(47 139683.89),(48 140327.77),(49 140607.33),(50 140958.3),(51 141064.6),(52 140644.47),(53 138446.45),(54 135965.73),(55 135218.58),(56 137370.58),(57 140517.72),(58 144416.9),(59 147697.89),(60 149094.3),(61 148743.38),(62 147552.3),(63 146948.38),(64 146596.7),(65 145724.9),(66 145039.1),(67 143642.8),(68 141840.78),(69 140885.73),(70 140722.34),(71 141601.8),(72 144358.83),(73 147335.4),(74 150456.84),(75 153477.67),(76 155295.14),(77 156190.81),(78 157514.17),(79 159312.22),
(1 12913.538),(2 40281.176),(3 72286.945),(4 98698.06),(5 115146.84),(6 121886.59),(7 121448.055),(8 118090.54),(9 116031.94),(10 117872.23),(11 122727.3),(12 129349.52),(13 133467.45),(14 134822.78),(15 133862.73),(16 130518.375),(17 128512.96),(18 128032.53),(19 128036),(20 129018.32),(21 129770.6),(22 131119.1),(23 132684.44),(24 135172.47),(25 137029.13),(26 138044.48),(27 137448.72),(28 135453.7),(29 132936.06),(30 130126.13),(31 127069.76),(32 124269.195),(33 122450.24),(34 122459.05),(35 124192.414),(36 126317.695),(37 127718.05),(38 127789.64),(39 127302.445),(40 125806.58),(41 124427.87),(42 123585.52),(43 123201.234),(44 123598.32),(45 124779.51),(46 127461.61),(47 130304.29),(48 132394.34),(49 132901.95),(50 133395.33),(51 134526.63),(52 135859.48),(53 136438.13),(54 136668.27),(55 136427.14),(56 136998.94),(57 138416.25),(58 141205.67),(59 145145.25),(60 148212.98),(61 150339.55),(62 150797.19),(63 149745.45),(64 149245.19),(65 147419.9),(66 146798.8),(67 146663.3),(68 146306.83),(69 145712.34),(70 144011.1),(71 143415.77),(72 144886),(73 147519.55),(74 150709.1),(75 154426.67),(76 157561.27),(77 159268.16),(78 160288.84),(79 159854.73),
(1 13291.199),(2 41742.813),(3 75413.836),(4 102778.87),(5 119618.83),(6 125528.1),(7 123972.89),(8 120464.586),(9 118491.41),(10 118366.15),(11 120510.75),(12 123564.086),(13 125370.23),(14 126985.76),(15 127980.33),(16 127436.664),(17 127330.75),(18 127052.98),(19 126119.64),(20 124647.88),(21 122260.77),(22 119752.79),(23 118923.9),(24 120554.8),(25 123313.76),(26 125829.66),(27 127216.055),(28 126940.445),(29 126393.586),(30 124853.945),(31 123682.65),(32 123148.17),(33 123420.13),(34 123881.13),(35 123936.805),(36 124736.59),(37 125686.086),(38 126379.484),(39 127351.37),(40 128207.45),(41 128252.62),(42 127441.51),(43 126627.08),(44 125107.35),(45 123616.33),(46 122382.98),(47 122061.41),(48 123454.59),(49 124804.59),(50 126431.57),(51 127452.41),(52 128207.59),(53 128612.664),(54 129432.875),(55 130738.734),(56 132178.11),(57 133714.88),(58 134882.11),(59 135390.84),(60 136195.02),(61 136918.28),(62 138067.53),(63 138838.83),(64 139910.28),(65 139710.03),(66 139434.55),(67 139131.13),(68 139383.31),(69 139353.36),(70 139610.92),(71 141172.36),(72 143971.77),(73 146876.4),(74 149523.89),(75 152024.81),(76 153983.19),(77 155341.44),(78 156615.39),(79 158302.86),
(1 12877.84),(2 40054.016),(3 72194.445),(4 98597.06),(5 115077),(6 121014.89),(7 119265.445),(8 115121.72),(9 112887.52),(10 113671.4),(11 116795.25),(12 119270.484),(13 120501.57),(14 119948.51),(15 120183.086),(16 120764.54),(17 122476.77),(18 123860.41),(19 124191.25),(20 123753.9),(21 123023.66),(22 121230.734),(23 119531.695),(24 119191.88),(25 120696.35),(26 122903.875),(27 125157.516),(28 126539.95),(29 128355.445),(30 129175.69),(31 129930.85),(32 130289.23),(33 130650.24),(34 130403.79),(35 129306.39),(36 128609.75),(37 128452.12),(38 128431.69),(39 128580.43),(40 129402.34),(41 129927.25),(42 130312.94),(43 129373.805),(44 128303.77),(45 126868.57),(46 125570.36),(47 125506.67),(48 125861.25),(49 126993.72),(50 128376.08),(51 129325.836),(52 130984.48),(53 132121.13),(54 133067.7),(55 133432.39),(56 133084.17),(57 133081.66),(58 132928.23),(59 132023.56),(60 131122.84),(61 129909.75),(62 128746.9),(63 128972.54),(64 130592.87),(65 132649.13),(66 133916.5),(67 134093.42),(68 133185.13),(69 131479.25),(70 131991.55),(71 134601.47),(72 139077.52),(73 143060.52),(74 145329.08),(75 146711.72),(76 146747.7),(77 146033.36),(78 145228.33),(79 146099.02),
(1 11914.968),(2 36443.98),(3 65009.91),(4 88864.414),(5 103635.54),(6 109566.86),(7 109552.22),(8 107141.266),(9 105087.08),(10 104524.625),(11 105607.93),(12 107821.2),(13 109910.914),(14 110294.25),(15 109635.87),(16 109705.15),(17 111194.586),(18 113443.125),(19 114751.71),(20 114861.3),(21 114452.62),(22 113901.1),(23 113602.586),(24 114447.91),(25 116561.05),(26 118479.11),(27 120432.97),(28 121766.35),(29 122830.74),(30 123954.64),(31 125041.44),(32 125213.7),(33 124514.64),(34 122806.8),(35 121173.26),(36 120493.87),(37 120559.84),(38 121460.9),(39 123124.85),(40 124859.984),(41 124811.34),(42 123749.11),(43 121124.46),(44 119185.5),(45 117541.945),(46 115024.81),(47 113787.49),(48 114607.555),(49 116423.91),(50 118787.38),(51 120510.33),(52 121548.81),(53 122572.695),(54 123250.13),(55 123405.984),(56 124157.19),(57 125748.42),(58 126946.46),(59 127082.54),(60 125264.734),(61 122472.484),(62 120538.66),(63 121391.53),(64 124640.86),(65 127836.86),(66 129053.11),(67 129112.8),(68 128314.51),(69 126420.195),(70 125310.234),(71 125869.32),(72 127355.414),(73 128471.79),(74 129546.08),(75 130058.22),(76 130251.516),(77 130799.67),(78 132394.86),(79 135003.56),
(1 11526.715),(2 35115.32),(3 62425.418),(4 84385.914),(5 97982.79),(6 102971.66),(7 101935.74),(8 99359.86),(9 98301.664),(10 99017.21),(11 101920.734),(12 104734.97),(13 105687.76),(14 105914.25),(15 106222.266),(16 106725.58),(17 108323.06),(18 110026.59),(19 110993.35),(20 111571.13),(21 111485.21),(22 111485.79),(23 112058.38),(24 112751.625),(25 113764.04),(26 114258.44),(27 114410.24),(28 114869.96),(29 115726.766),(30 117397.586),(31 119261.375),(32 120068.12),(33 118568.01),(34 115843.6),(35 113320.14),(36 112095.086),(37 112632.69),(38 114720.586),(39 117310.94),(40 119274.195),(41 120396.23),(42 120285.875),(43 118828.82),(44 117507.336),(45 117318.5),(46 116636.016),(47 115815.945),(48 116455.375),(49 117732.586),(50 119324.24),(51 120344.66),(52 120851.9),(53 120508.625),(54 120064.95),(55 120595.04),(56 122125.234),(57 124254.1),(58 125772.484),(59 125965.96),(60 125008.8),(61 123599.63),(62 121514.88),(63 121442.78),(64 123336.66),(65 125116.12),(66 125837.48),(67 126492.8),(68 127543.46),(69 128649.29),(70 128953.41),(71 129008.47),(72 128340.61),(73 126742.5),(74 125774.58),(75 125513.53),(76 125781.01),(77 127177.5),(78 129471.15),(79 132164.8),
(1 11876.68),(2 36405.883),(3 64250.344),(4 86195.36),(5 98793.41),(6 103423.85),(7 102781.85),(8 100532.625),(9 100324.445),(10 101279.19),(11 104090.375),(12 107327.37),(13 110181.33),(14 111667.625),(15 111376.734),(16 110605.48),(17 111391.43),(18 112624.47),(19 113532.84),(20 113460.54),(21 112548.3),(22 111727.42),(23 111256.6),(24 111600.734),(25 112201.01),(26 113479.85),(27 114206.15),(28 114375.336),(29 114560.87),(30 114676.06),(31 115211.06),(32 114611.336),(33 112937.74),(34 110979.97),(35 109342.5),(36 109090.5),(37 110439.23),(38 112830.305),(39 114969.8),(40 117261.48),(41 119164.164),(42 120155.44),(43 119521.55),(44 118672),(45 117970.086),(46 117952.8),(47 118034.04),(48 118378.305),(49 119793.875),(50 122009.38),(51 122439.38),(52 121614.81),(53 119546.95),(54 119007.91),(55 120439.695),(56 122935.21),(57 124669.516),(58 126112.22),(59 126062.8),(60 125078.734),(61 124046.055),(62 122387.42),(63 121718.016),(64 122402.03),(65 123052.65),(66 122719.08),(67 122355.31),(68 121927.3),(69 122556.164),(70 123638.56),(71 124128.484),(72 124143.03),(73 124280.125),(74 125088.61),(75 126911.6),(76 129373.03),(77 132325.25),(78 134930.3),(79 136352.5),
(1 12370.505),(2 38095.39),(3 66975.87),(4 88390.695),(5 98736.8),(6 99857.94),(7 96854.63),(8 94265.414),(9 96003.53),(10 101100.086),(11 106556.8),(12 110094.18),(13 111362.6),(14 110996.27),(15 110168.4),(16 110590.516),(17 111784.75),(18 112974.46),(19 113938.56),(20 113134.664),(21 110960.93),(22 109083.78),(23 108238.44),(24 108104.81),(25 108547.48),(26 109978.81),(27 110493.19),(28 108876.12),(29 106684.695),(30 105041.67),(31 104084.055),(32 103665.01),(33 104338.03),(34 105140.805),(35 105522.22),(36 105955.12),(37 106555.234),(38 107227.42),(39 108476.3),(40 110080.836),(41 111381.586),(42 112522.64),(43 113101.8),(44 113068.29),(45 112496.82),(46 112285.84),(47 111837.125),(48 111510.33),(49 111350.88),(50 112143.945),(51 112546.34),(52 113055.414),(53 113695.76),(54 115802.44),(55 118128.11),(56 120001.984),(57 120419.03),(58 119877.086),(59 119527.85),(60 119963.2),(61 120816.69),(62 121511.91),(63 123110.11),(64 124251.89),(65 124002.03),(66 123017.016),(67 122618.67),(68 122640.78),(69 123274.305),(70 124166.14),(71 124203.36),(72 123963.42),(73 123610.305),(74 124363.875),(75 126692.63),(76 129315.37),(77 132700),(78 134947.27),(79 135052.47),
(1 12017.454),(2 36532.082),(3 63616.76),(4 83726.99),(5 93983.87),(6 96335.7),(7 94282.02),(8 92726.29),(9 93826.984),(10 97641.23),(11 103116.234),(12 108217.6),(13 110644.66),(14 110752.23),(15 108808.34),(16 107039.75),(17 106453.62),(18 106752.305),(19 108111.45),(20 109675.43),(21 110088.67),(22 110263.21),(23 109707.195),(24 109493.85),(25 109402.88),(26 110064.19),(27 109947.6),(28 107964.85),(29 105571.88),(30 102257.74),(31 100335.92),(32 99780.34),(33 101149.414),(34 104056.27),(35 107043.08),(36 109324.48),(37 110254.3),(38 109726.72),(39 109106.18),(40 109327.53),(41 109707.766),(42 110218.06),(43 110597.586),(44 110947.66),(45 110967.945),(46 111137.26),(47 110074.6),(48 109344.58),(49 108542.6),(50 107568.59),(51 107668.02),(52 108439.31),(53 109487.19),(54 111080.875),(55 113051.266),(56 113868.64),(57 113090.61),(58 111484.38),(59 111227.63),(60 113003.03),(61 115438.664),(62 117096.125),(63 117423.08),(64 116801.555),(65 115464.555),(66 114228.66),(67 113377.98),(68 113573.33),(69 115289.945),(70 117185.195),(71 118760.33),(72 119373.85),(73 119518.87),(74 119864.2),(75 121349.984),(76 123185.01),(77 125630.09),(78 127677.6),(79 128846.27),
(1 11420.24),(2 35063.598),(3 61486.594),(4 80554.92),(5 89756.53),(6 90873.64),(7 88087.41),(8 86078.09),(9 86684.53),(10 89804.414),(11 93926.12),(12 97973.39),(13 99665.664),(14 99675.74),(15 99066.055),(16 98371.09),(17 97794.3),(18 97427.945),(19 97826.26),(20 98763.17),(21 99318.71),(22 99292.58),(23 98826.18),(24 98841.74),(25 99727.88),(26 100906.17),(27 101643.24),(28 102035.055),(29 102362.69),(30 101845.914),(31 101250.26),(32 99933.14),(33 98634.75),(34 98662.875),(35 99668.88),(36 100841.625),(37 101829.37),(38 103063.96),(39 103306.65),(40 102965.76),(41 102752.08),(42 102486.11),(43 102919.69),(44 103253.43),(45 104056.41),(46 104675.53),(47 104731.03),(48 104613.72),(49 104096.87),(50 103550.27),(51 103119.58),(52 104469.375),(53 106294.195),(54 108325.8),(55 109166.53),(56 109075.17),(57 108099.28),(58 107867.164),(59 108834.734),(60 111538.44),(61 114579.09),(62 117345.51),(63 119113.7),(64 118892.81),(65 116942.8),(66 114687.25),(67 112639.82),(68 111784.5),(69 112915.74),(70 114808.62),(71 116175.61),(72 118018.91),(73 120058.04),(74 121782.24),(75 123350.28),(76 124213.57),(77 124080.36),(78 123301.25),(79 122022.59),
(1 10938.657),(2 32943.77),(3 57354.457),(4 75304.85),(5 84576.305),(6 86572.11),(7 85288.07),(8 84060.63),(9 84566.25),(10 87270.14),(11 90791.375),(12 93801.55),(13 95723.43),(14 96212.195),(15 96523.15),(16 96213.75),(17 95472.42),(18 95038.55),(19 95667.31),(20 96191.46),(21 96804.49),(22 97560.29),(23 97724.91),(24 97520.2),(25 97840.57),(26 98382.016),(27 99453.72),(28 100156.55),(29 101569.76),(30 102860.484),(31 103460.414),(32 103048.71),(33 101902),(34 101045.484),(35 101764.54),(36 103422.54),(37 105408.95),(38 106166.64),(39 105411.9),(40 102929.62),(41 100598.195),(42 99308.766),(43 100116.04),(44 102095.234),(45 104351.11),(46 106251.36),(47 107296.195),(48 108374.28),(49 109587.03),(50 109859.71),(51 109819.78),(52 110016.016),(53 110519.36),(54 111435.19),(55 111482.22),(56 111046.26),(57 110205.23),(58 109834.66),(59 110576.54),(60 112893.86),(61 115563.18),(62 118081.414),(63 119440.07),(64 118724.984),(65 117080.945),(66 115704),(67 114853.62),(68 114098.305),(69 112924.2),(70 112247.6),(71 112622.31),(72 113886.64),(73 116544.22),(74 119058.04),(75 120669.62),(76 120959.26),(77 120284.38),(78 118620.51),(79 118194.96),
(1 11105.698),(2 33762.88),(3 57945.77),(4 75934.4),(5 85272.21),(6 88017.86),(7 88106.195),(8 88123.73),(9 90343.94),(10 92735.39),(11 94655.96),(12 96039.5),(13 97369.92),(14 98149.1),(15 99041.59),(16 99868.125),(17 100059.16),(18 99029.69),(19 98261.336),(20 97310.1),(21 96712.38),(22 96882.66),(23 97631.09),(24 98464.42),(25 99310.63),(26 98962.305),(27 99268.31),(28 99628.22),(29 100076.08),(30 100689.75),(31 101036.54),(32 100507.57),(33 99982.055),(34 99320.46),(35 99283.375),(36 100247.87),(37 101227.42),(38 101396.09),(39 101578.43),(40 101083.82),(41 100929.18),(42 100830.35),(43 101557.625),(44 102801.39),(45 103986.12),(46 104655.07),(47 105753.22),(48 107830),(49 109855.63),(50 111148.625),(51 112081.46),(52 113769.05),(53 113939.92),(54 113541.984),(55 112778.195),(56 111511.94),(57 109476.15),(58 108054.39),(59 108164.914),(60 109122.7),(61 109575.66),(62 110354.875),(63 111361.36),(64 111154.13),(65 110573.32),(66 110100.18),(67 110277.336),(68 110826.85),(69 109831.32),(70 108764.82),(71 107542.195),(72 106891.96),(73 107541.91),(74 109211.164),(75 111130.33),(76 112275.38),(77 112152.234),(78 111263.92),(79 110271.01),
(1 11208.056),(2 33992.48),(3 58235.69),(4 75705.23),(5 84003.74),(6 86311.24),(7 87013.66),(8 87685.984),(9 89511.21),(10 91905.15),(11 93079.66),(12 93028.63),(13 92591.984),(14 92878.664),(15 93889.92),(16 95030.56),(17 95151.71),(18 94143.05),(19 92763.08),(20 91571.26),(21 91417.26),(22 92245.59),(23 93519.5),(24 94078.05),(25 94142.44),(26 92227.24),(27 89823.99),(28 87751.984),(29 86159.79),(30 85470.91),(31 85655.47),(32 86145.11),(33 87078.62),(34 88072.15),(35 88910.46),(36 89904.4),(37 91020.25),(38 92479.56),(39 93597.336),(40 94926.76),(41 96735.586),(42 99065.27),(43 101084.72),(44 103045.695),(45 103975.516),(46 103924.89),(47 104250.68),(48 105373.93),(49 107318.88),(50 108982.72),(51 109359.59),(52 109061.07),(53 108133.69),(54 107078.74),(55 105565.53),(56 104818.27),(57 104389.016),(58 103877.95),(59 103566.016),(60 103571.76),(61 103525.42),(62 103612.945),(63 103293.26),(64 102430.84),(65 101554.945),(66 101272.96),(67 101227.92),(68 101620.27),(69 102038.516),(70 102587.59),(71 102504.81),(72 101957.984),(73 102429.63),(74 103595.31),(75 104421.53),(76 104963.414),(77 104739.77),(78 103647.945),(79 102577.1),
(1 10780.79),(2 32699.762),(3 56252.125),(4 73402.51),(5 81858.92),(6 83927.04),(7 83322.766),(8 83799.516),(9 86191.914),(10 89566.22),(11 92404.05),(12 93587.25),(13 93776.21),(14 93664.5),(15 93787.59),(16 93868.02),(17 94442.69),(18 94169.34),(19 93678.875),(20 93421.164),(21 93649.7),(22 93811.58),(23 94310.66),(24 95507.516),(25 96499.58),(26 95715.44),(27 94161.54),(28 92686.98),(29 91806.58),(30 91724.62),(31 91412.42),(32 91412.9),(33 91929.85),(34 93037.99),(35 94221.78),(36 95128.445),(37 95309.266),(38 94585.02),(39 93846.3),(40 93281.26),(41 93577.72),(42 95341.12),(43 98620.63),(44 101683.58),(45 103195.78),(46 102472.1),(47 100280.89),(48 99081.7),(49 99907.13),(50 101663.66),(51 102566.266),(52 102842.33),(53 102866.27),(54 102726.93),(55 102753.03),(56 103542.16),(57 104214.06),(58 105790.77),(59 106973.98),(60 108532.04),(61 110288.72),(62 110943.14),(63 109937.086),(64 108004.52),(65 106908.664),(66 106517.086),(67 107043.15),(68 107647.68),(69 107678.21),(70 107256.09),(71 106913.07),(72 106545.16),(73 105845.61),(74 105699.42),(75 106451.17),(76 107675.4),(77 108576.305),(78 108351.45),(79 108247.63),
(1 10395.348),(2 31355.707),(3 53286.746),(4 68448.45),(5 75357.64),(6 76562.06),(7 76314.39),(8 77038.88),(9 79522.32),(10 83146.87),(11 85887.35),(12 86274.125),(13 85961.47),(14 86120.555),(15 87491.56),(16 88853.25),(17 90709.2),(18 92496.92),(19 93757.83),(20 93629.84),(21 92687.24),(22 90967.5),(23 89735.09),(24 89363.4),(25 89676.79),(26 89676.35),(27 89848.46),(28 89716.17),(29 89837.24),(30 90205.54),(31 89562.95),(32 89321.016),(33 89886.13),(34 91208.26),(35 93606.42),(36 96000.164),(37 97916.93),(38 97678.83),(39 94756.09),(40 91595.62),(41 90217.68),(42 90412.23),(43 92574.65),(44 95078.98),(45 96176.09),(46 95803.88),(47 94637.484),(48 93857.38),(49 95203.63),(50 96969.68),(51 97494.21),(52 98021.15),(53 96808.5),(54 95585.07),(55 95119.07),(56 96143.37),(57 97712.82),(58 98986.35),(59 99396.93),(60 99557.98),(61 99660.25),(62 98435.336),(63 96892.625),(64 95738.02),(65 95828.66),(66 96944.83),(67 98271.42),(68 99770.64),(69 100990.12),(70 100852.73),(71 100293.58),(72 100290.09),(73 100667.33),(74 101237.41),(75 101713.96),(76 102650.46),(77 104338.086),(78 105639.47),(79 106418.555),
(1 10045.292),(2 29900.38),(3 49866.027),(4 63159.86),(5 69111.13),(6 69596.36),(7 68791.45),(8 69589.69),(9 71763.6),(10 74953.305),(11 78146.734),(12 79419.78),(13 78610.42),(14 77425.43),(15 77358.58),(16 78819.01),(17 81361.94),(18 83838.125),(19 85974.76),(20 87090.875),(21 86841.445),(22 85439.6),(23 83585.46),(24 82138.805),(25 82324.72),(26 84226.86),(27 86483.46),(28 88133.88),(29 88094.516),(30 87160.06),(31 86183.266),(32 85623.68),(33 85328.01),(34 86163.64),(35 87845.87),(36 89523.695),(37 90311.52),(38 89929.945),(39 88344.06),(40 86789.88),(41 85703.38),(42 85500.36),(43 86742.16),(44 88502.04),(45 89048.16),(46 88964.445),(47 88704.08),(48 88790.2),(49 89625.64),(50 90500.2),(51 90851.984),(52 90683.07),(53 90011.86),(54 89204.79),(55 89317.61),(56 90836.62),(57 92585.52),(58 93590.375),(59 93904.33),(60 92590.13),(61 90498.28),(62 88095.73),(63 87188.086),(64 87939.87),(65 89513.91),(66 91326.984),(67 92187.29),(68 92739.69),(69 92652.44),(70 92074.4),(71 91832.7),(72 92675.87),(73 94530.97),(74 96346.22),(75 97894.99),(76 98131.43),(77 98250.17),(78 98059.164),(79 98256.04),
(1 10452.316),(2 30923.063),(3 51336.992),(4 63914.773),(5 67756.87),(6 67160.88),(7 66448.74),(8 68555.164),(9 72071.01),(10 74893.27),(11 75821.94),(12 76068.734),(13 77286.664),(14 79132.305),(15 81942.62),(16 83672.84),(17 84134.15),(18 84105.45),(19 84553.266),(20 85079.98),(21 85131.74),(22 83790.82),(23 82478.28),(24 81724),(25 82708.58),(26 84745.01),(27 86673.8),(28 86527.94),(29 84922.48),(30 83030.92),(31 82520.38),(32 83242.06),(33 84250.04),(34 84982.086),(35 85786.3),(36 87185.26),(37 88594.625),(38 89169.11),(39 88313.63),(40 86488.59),(41 84473.74),(42 84171.21),(43 85407.195),(44 87622.766),(45 88351.87),(46 87642.15),(47 86397.21),(48 85516.984),(49 86055.8),(50 87207.93),(51 88182.625),(52 88379.1),(53 88153.02),(54 88554.59),(55 89678.34),(56 91063.26),(57 91701.88),(58 90804.37),(59 89240.09),(60 88078.05),(61 88646.57),(62 90633.54),(63 92605.086),(64 93834.52),(65 93877.81),(66 93456.98),(67 92572.945),(68 91031.67),(69 89059.01),(70 87762.33),(71 87884.27),(72 89193.66),(73 91556.086),(74 93327.31),(75 94439.87),(76 94810.02),(77 95043.336),(78 96056.57),(79 96850.54),
(1 10750.229),(2 32280.393),(3 53858.625),(4 67358.25),(5 71440.43),(6 70383.266),(7 69229.28),(8 71261.78),(9 75242.91),(10 79708.71),(11 82621.6),(12 83623.66),(13 83840.516),(14 83549.695),(15 83995.96),(16 85029.23),(17 86650.49),(18 87363.33),(19 87215.95),(20 86059.85),(21 84169.42),(22 82051.914),(23 79718),(24 78360.25),(25 77821.6),(26 78014.8),(27 78458.25),(28 78500.12),(29 78579.62),(30 79288.664),(31 80261.11),(32 81103.69),(33 81265.516),(34 80067.94),(35 79894.05),(36 81143.305),(37 83025.43),(38 83342.57),(39 82139.55),(40 80254.16),(41 78906.94),(42 79439.984),(43 81581.39),(44 84344.54),(45 85489.09),(46 84805.67),(47 83562.28),(48 83348.22),(49 85393.9),(50 88403.32),(51 90176.6),(52 90147.42),(53 89290.19),(54 88580.15),(55 90208.48),(56 92480.15),(57 93981.16),(58 94085.37),(59 93617.695),(60 92751.63),(61 92667.83),(62 94274.22),(63 96069.72),(64 96190.164),(65 94512.63),(66 92789.27),(67 91009.79),(68 89928.305),(69 88783.78),(70 88065.35),(71 87917.72),(72 88665.4),(73 90456.195),(74 92115.984),(75 93219.914),(76 93810.516),(77 94436),(78 95787.65),(79 97680.54),
(1 10658.774),(2 31519.553),(3 51615.305),(4 63768.168),(5 67356.36),(6 66349.14),(7 65406.586),(8 67732.25),(9 71889.664),(10 75218.82),(11 77378.82),(12 77673.49),(13 76039.26),(14 74273.266),(15 73912.5),(16 74929.12),(17 77148.64),(18 78879.15),(19 79131.67),(20 78545.81),(21 77520.73),(22 76778.39),(23 76196.31),(24 76904.37),(25 77975.99),(26 78090.88),(27 76956.54),(28 75498.1),(29 74996.29),(30 76878.164),(31 79494.984),(32 81075.24),(33 81335.75),(34 80918.11),(35 80798.695),(36 81704.914),(37 83237.69),(38 83929.76),(39 84087.65),(40 83310.984),(41 83693.77),(42 85357.914),(43 87143.22),(44 88427.58),(45 88551.57),(46 88564),(47 88924.52),(48 90690.63),(49 93222.33),(50 95327.336),(51 94813.44),(52 91755.21),(53 87798.58),(54 86366.06),(55 87426.97),(56 89511.59),(57 90736.57),(58 90956.41),(59 90404.73),(60 89972.19),(61 89759.95),(62 90116.8),(63 90993.93),(64 91575.48),(65 91510.47),(66 91513.37),(67 90607.32),(68 89345.42),(69 88480.84),(70 88310.18),(71 88852.95),(72 90648.805),(73 93022.805),(74 94540.98),(75 95231.35),(76 94873.984),(77 94597.664),(78 94932.93),(79 95759.22),
