1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4782.7944),(2 4609.3027),(3 4531.973),(4 4885.8047),(5 4717.6953),(6 4945.1216),(7 4968.5796),(8 5087.301),(9 5142.946),(10 5165.218),(11 5255.267),(12 5183.4106),(13 5393.2036),(14 5451.3823),(15 5513.8896),(16 5564.004),(17 5728.297),(18 5659.908),(19 6053.841),(20 5961.203),(21 6063.545),(22 6101.808),(23 6211.9272),(24 6222.4775),(25 6281.2275),(26 6385.456),(27 6573.392),(28 6600.187),(29 6706.7544),(30 6703.3794),(31 6767.8115),(32 6820.882),(33 6871.7),(34 7007.0366),(35 6997.1943),(36 7058.998),(37 7077.686),(38 7138.129),(39 7231.741),(40 7210.5786),(41 7272.1157),(42 7317.09),(43 7444.7637),(44 7446.672),(45 7405.3726),(46 7428.5337),(47 7426.919),(48 7375.2324),(49 7368.579),(50 7425.6777),(51 7450.827),(52 7433.5195),(53 7338.402),(54 7416.631),(55 7427.657),(56 7367.3013),(57 7337.5146),(58 7375.0195),(59 7319.442),(60 7157.9253),(61 7356.3975),(62 7106.229),(63 7172.2256),(64 7180.568),(65 7190.9727),(66 7205.0757),(67 7173.5283),(68 7236.99),(69 7126.2524),(70 7089.7676),(71 7085.8374),(72 7117.811),(73 7121.5156),(74 7036.593),(75 7139.7534),(76 7266.7676),(77 7179.7056),(78 7212.3413),(79 7169.512),
(1 4640.289),(2 4526.674),(3 4468.335),(4 4833.9653),(5 4668.4136),(6 4802.349),(7 4831.4126),(8 4995.005),(9 4993.9263),(10 4991.394),(11 5081.821),(12 5085.407),(13 5203.544),(14 5250.4424),(15 5422.3477),(16 5354.9736),(17 5533.159),(18 5498.6685),(19 5716.1675),(20 5711.816),(21 5789.1367),(22 5930.9),(23 5922.99),(24 5982.7524),(25 6080.065),(26 6176.3354),(27 6332.4976),(28 6355.6035),(29 6340.959),(30 6405.075),(31 6449.2466),(32 6535.199),(33 6542.6963),(34 6594.016),(35 6706.3584),(36 6733.5415),(37 6727.711),(38 6868.961),(39 6832.345),(40 6967.655),(41 6984.5977),(42 6936.832),(43 7004.7295),(44 6865.6685),(45 6984.7173),(46 6870.2876),(47 6999.239),(48 6981.362),(49 6845.8345),(50 7052.5654),(51 6966.262),(52 6865.935),(53 6951.991),(54 6920.398),(55 6923.0938),(56 6885.435),(57 6870.9707),(58 6895.167),(59 6816.163),(60 6777.592),(61 6881.15),(62 6793.3555),(63 6883.2573),(64 6803.398),(65 6839.875),(66 6794.661),(67 6913.143),(68 6832.831),(69 6797.9785),(70 6854.233),(71 6840.0713),(72 6840.4336),(73 6895.519),(74 6790.8545),(75 6904.053),(76 7041.7515),(77 7028.958),(78 7068.726),(79 6946.2188),
(1 4490.9404),(2 4345.5874),(3 4359.8525),(4 4689.869),(5 4588.6626),(6 4738.5273),(7 4764.608),(8 4866.507),(9 4897.4844),(10 4980.353),(11 5035.568),(12 4997.284),(13 5121.0996),(14 5127.8525),(15 5295.566),(16 5267.8125),(17 5422.9463),(18 5428.945),(19 5584.603),(20 5645.911),(21 5739.421),(22 5738.06),(23 5785.0063),(24 5790.6216),(25 6001.6616),(26 5992.8765),(27 6137.041),(28 6182.2114),(29 6244.245),(30 6173.578),(31 6327.624),(32 6285.8384),(33 6484.1826),(34 6445.9746),(35 6503.01),(36 6594.4385),(37 6605.9785),(38 6724.0728),(39 6744.239),(40 6752.062),(41 6856.5337),(42 6911.056),(43 6958.2925),(44 6880.0103),(45 6939.237),(46 6949.5293),(47 6920.2544),(48 6985.024),(49 6901.1294),(50 7005.047),(51 7070.4053),(52 6968.4253),(53 6966.8813),(54 6923.714),(55 6938.2095),(56 6942.896),(57 6906.865),(58 6900.0537),(59 6774.551),(60 6722.727),(61 6806.7686),(62 6730.141),(63 6834.663),(64 6643.627),(65 6711.916),(66 6640.805),(67 6791.3613),(68 6634.8647),(69 6685.704),(70 6651.012),(71 6604.109),(72 6597.5313),(73 6656.568),(74 6519.7573),(75 6666.9707),(76 6779.4224),(77 6778.266),(78 6754.856),(79 6658.1543),
(1 4402.5264),(2 4293.2285),(3 4283.3735),(4 4614.299),(5 4526.8843),(6 4605.605),(7 4706.2905),(8 4743.921),(9 4708.1113),(10 4869.4844),(11 4931.2817),(12 4856.266),(13 4968.7744),(14 5112.0093),(15 5223.4644),(16 5226.864),(17 5414.376),(18 5386.4185),(19 5510.542),(20 5482.552),(21 5732.2407),(22 5610.0967),(23 5764.1533),(24 5707.492),(25 5868.517),(26 5800.4536),(27 6013.497),(28 5955.361),(29 6138.8022),(30 6070.995),(31 6212.42),(32 6176.6377),(33 6353.983),(34 6268.6597),(35 6462.2466),(36 6407.4526),(37 6467.841),(38 6534.508),(39 6545.6865),(40 6618.0835),(41 6646.0483),(42 6532.7793),(43 6740.3413),(44 6735.7183),(45 6746.8013),(46 6689.6094),(47 6668.863),(48 6815.0767),(49 6752.47),(50 6776.443),(51 6753.675),(52 6799.607),(53 6777.861),(54 6744.5127),(55 6780.364),(56 6757.8403),(57 6762.765),(58 6742.326),(59 6803.7583),(60 6764.9653),(61 6703.698),(62 6710.311),(63 6764.82),(64 6676.8975),(65 6726.7627),(66 6719.342),(67 6760.1387),(68 6899.4937),(69 6713.9604),(70 6733.2886),(71 6792.613),(72 6808.432),(73 6747.4946),(74 6771.702),(75 6806.5874),(76 6902.625),(77 6988.016),(78 6896.1294),(79 6823.3276),
(1 4353.0786),(2 4303.301),(3 4330.673),(4 4539.7983),(5 4494.7905),(6 4635.248),(7 4622.96),(8 4699.4063),(9 4668.736),(10 4835.968),(11 4911.874),(12 4808.1987),(13 4930.9995),(14 5035.572),(15 5147.751),(16 5179.58),(17 5278.7305),(18 5313.66),(19 5470.1714),(20 5451.813),(21 5577.951),(22 5471.8247),(23 5745.2783),(24 5688.455),(25 5848.5474),(26 5950.2236),(27 5963.9604),(28 6071.224),(29 6114.356),(30 6137.6274),(31 6276.955),(32 6278.35),(33 6323.336),(34 6366.3784),(35 6443.436),(36 6392.544),(37 6549.884),(38 6517.688),(39 6646.0225),(40 6634.6616),(41 6726.04),(42 6560.316),(43 6803.873),(44 6797.5073),(45 6740.09),(46 6734.3857),(47 6660.1563),(48 6731.91),(49 6771.407),(50 6733.511),(51 6688.6523),(52 6761.3193),(53 6787.184),(54 6569.668),(55 6651.8345),(56 6658.5986),(57 6450.7627),(58 6644.559),(59 6710.479),(60 6597.6206),(61 6604.309),(62 6492.708),(63 6649.7495),(64 6545.9307),(65 6589.9106),(66 6543.612),(67 6734.8633),(68 6723.344),(69 6599.356),(70 6740.1553),(71 6663.091),(72 6811.6533),(73 6672.927),(74 6626.1973),(75 6658.4697),(76 6744.328),(77 6645.775),(78 6750.9736),(79 6672.7715),
(1 4242.2495),(2 4140.8276),(3 4238.895),(4 4363.0405),(5 4260.7744),(6 4494.848),(7 4472.5806),(8 4542.9463),(9 4597.6177),(10 4681.5386),(11 4734.181),(12 4793.6646),(13 4813.096),(14 4892.8384),(15 4991.1914),(16 5016.9014),(17 5031.089),(18 5249.734),(19 5295.52),(20 5339.504),(21 5442.7695),(22 5456.9995),(23 5594.7837),(24 5670.283),(25 5723.3354),(26 5914.4385),(27 5955.1753),(28 6024.03),(29 6015.8843),(30 6210.088),(31 6152.1826),(32 6208.257),(33 6353.0776),(34 6310.6455),(35 6365.218),(36 6460.175),(37 6420.27),(38 6484.493),(39 6576.7393),(40 6520.937),(41 6506.554),(42 6514.129),(43 6568.8506),(44 6627.322),(45 6566.9434),(46 6642.0156),(47 6522.822),(48 6512.8633),(49 6640.09),(50 6623.647),(51 6503.383),(52 6612.6885),(53 6621.9814),(54 6566.5977),(55 6603.5684),(56 6587.828),(57 6493.0283),(58 6537.1987),(59 6620.0664),(60 6504.0073),(61 6543.344),(62 6472.412),(63 6484.7886),(64 6524.032),(65 6574.919),(66 6493.1),(67 6554.4487),(68 6585.913),(69 6565.811),(70 6525.4033),(71 6512.808),(72 6602.767),(73 6509.975),(74 6477.689),(75 6630.2407),(76 6633.157),(77 6595.6055),(78 6673.231),(79 6609.3813),
(1 4309.0806),(2 4174.249),(3 4185.973),(4 4387.0156),(5 4337.8237),(6 4477.7827),(7 4593.1577),(8 4518.6675),(9 4597.197),(10 4634.9834),(11 4780.664),(12 4795.264),(13 4676.004),(14 4830.8164),(15 4995.2905),(16 4905.162),(17 5031.327),(18 5169.5874),(19 5209.058),(20 5266.255),(21 5265.506),(22 5290.4404),(23 5371.746),(24 5538.0073),(25 5545.39),(26 5658.7075),(27 5731.5093),(28 5750.838),(29 5765.7637),(30 5920.9033),(31 5843.098),(32 5978.6104),(33 5964.9375),(34 6071.7764),(35 6070.726),(36 6180.51),(37 6171.554),(38 6167.3296),(39 6216.405),(40 6246.0073),(41 6291.707),(42 6277.117),(43 6231.345),(44 6262.252),(45 6378.794),(46 6344.2485),(47 6273.1587),(48 6348.3745),(49 6278.9033),(50 6354.2217),(51 6328.059),(52 6297.7813),(53 6374.2993),(54 6262.374),(55 6322.2837),(56 6295.355),(57 6361.841),(58 6368.374),(59 6372.9717),(60 6336.0317),(61 6401.6147),(62 6347.4263),(63 6472.2676),(64 6435.752),(65 6437.361),(66 6432.489),(67 6382.849),(68 6449.393),(69 6445.728),(70 6488.214),(71 6445.9063),(72 6406.166),(73 6531.2036),(74 6346.1714),(75 6587.388),(76 6506.1),(77 6537.829),(78 6557.077),(79 6554.0127),
(1 4160.41),(2 3966.05),(3 4035.1519),(4 4182.1416),(5 4204.944),(6 4362.4653),(7 4523.7324),(8 4419.1587),(9 4592.6074),(10 4579.5386),(11 4694.29),(12 4758.5664),(13 4660.582),(14 4829.404),(15 4934.8965),(16 4937.933),(17 5041.255),(18 5120.0757),(19 5200.314),(20 5284.0767),(21 5319.5107),(22 5422.892),(23 5465.082),(24 5492.6885),(25 5645.782),(26 5618.5464),(27 5789.172),(28 5851.908),(29 5858.1914),(30 5916.8945),(31 6014.4897),(32 5983.6777),(33 5951.0947),(34 6139.622),(35 6109.4976),(36 6164.926),(37 6102.8213),(38 6201.4077),(39 6362.055),(40 6267.2324),(41 6379.545),(42 6330.9756),(43 6394.7114),(44 6301.737),(45 6386.06),(46 6336.3003),(47 6343.414),(48 6367.4194),(49 6356.5254),(50 6274.1895),(51 6285.4526),(52 6244.913),(53 6202.8774),(54 6306.853),(55 6384.1987),(56 6308.519),(57 6413.7524),(58 6272.547),(59 6296.6113),(60 6258.803),(61 6309.8022),(62 6243.7007),(63 6395.5757),(64 6277.1904),(65 6362.8354),(66 6329.0864),(67 6260.6187),(68 6366.1416),(69 6266.1084),(70 6404.064),(71 6395.697),(72 6411.316),(73 6418.135),(74 6292.45),(75 6486.3037),(76 6456.4136),(77 6449.167),(78 6512.3105),(79 6512.4497),
(1 4178.365),(2 3981.0881),(3 3996.2573),(4 4192.722),(5 4156.767),(6 4365.0483),(7 4412.9487),(8 4376.598),(9 4450.952),(10 4502.1865),(11 4614.8115),(12 4622.5366),(13 4630.2104),(14 4711.639),(15 4837.3276),(16 4898.257),(17 4851.141),(18 4996.588),(19 5075.9214),(20 5138.395),(21 5203.767),(22 5265.8203),(23 5346.3096),(24 5392.459),(25 5349.2554),(26 5505.938),(27 5644.256),(28 5587.6206),(29 5672.6787),(30 5744.8027),(31 5641.5405),(32 5828.9917),(33 5706.367),(34 5932.3735),(35 5850.9736),(36 5894.4956),(37 5905.509),(38 5955.643),(39 6047.3877),(40 5903.2695),(41 6095.527),(42 6103.1533),(43 6144.82),(44 6064.2446),(45 6178.9565),(46 6078.1274),(47 6216.6636),(48 6192.4854),(49 6201.8105),(50 6224.4863),(51 6197.18),(52 6142.67),(53 6244.8237),(54 6216.782),(55 6295.944),(56 6284.8516),(57 6366.604),(58 6301.3755),(59 6325.1016),(60 6315.3276),(61 6293.669),(62 6226.5176),(63 6418.9785),(64 6301.058),(65 6282.086),(66 6338.9604),(67 6235.214),(68 6409.3555),(69 6259.641),(70 6383.9927),(71 6337.0796),(72 6305.5654),(73 6363.741),(74 6332.696),(75 6314.409),(76 6374.025),(77 6381.2217),(78 6441.472),(79 6293.6147),
(1 3956.958),(2 3870.9856),(3 3764.2085),(4 4023.2305),(5 4013.3416),(6 4204.959),(7 4211.3965),(8 4204.2227),(9 4276.5356),(10 4331.102),(11 4465.327),(12 4486.92),(13 4528.916),(14 4589.3257),(15 4660.0107),(16 4833.901),(17 4719.431),(18 4862.479),(19 4872.299),(20 4955.004),(21 5130.1396),(22 5087.455),(23 5205.5376),(24 5192.6094),(25 5239.5464),(26 5390.37),(27 5446.6987),(28 5379.1396),(29 5556.479),(30 5669.3257),(31 5571.849),(32 5697.8115),(33 5742.9546),(34 5795.4697),(35 5917.5903),(36 5927.5127),(37 5850.404),(38 5954.289),(39 5974.922),(40 6010.931),(41 6098.805),(42 6087.7695),(43 6112.983),(44 6108.0146),(45 6096.816),(46 6110.607),(47 6128.6475),(48 6109.3115),(49 6150.585),(50 6184.703),(51 6119.2705),(52 6047.54),(53 6202.2793),(54 6099.9043),(55 6128.729),(56 6177.508),(57 6164.9985),(58 6135.029),(59 6133.083),(60 6121.355),(61 6159.271),(62 6146.8667),(63 6155.614),(64 6098.107),(65 6137.583),(66 6253.3486),(67 6161.5186),(68 6239.6274),(69 6194.9946),(70 6183.58),(71 6278.87),(72 6298.1685),(73 6315.288),(74 6400.342),(75 6355.8013),(76 6490.1436),(77 6466.3135),(78 6442.9927),(79 6452.4546),
(1 3891.9797),(2 3827.8757),(3 3750.6504),(4 4011.253),(5 4033.4556),(6 4111.544),(7 4198.462),(8 4161.2246),(9 4263.2773),(10 4349.7666),(11 4439.1343),(12 4515.3687),(13 4440.821),(14 4559.7188),(15 4567.386),(16 4834.733),(17 4678.5625),(18 4831.4097),(19 4893.076),(20 4990.302),(21 5056.5913),(22 5129.733),(23 5290.3296),(24 5322.5366),(25 5403.979),(26 5492.1787),(27 5540.392),(28 5551.665),(29 5676.854),(30 5740.6826),(31 5668.1504),(32 5688.445),(33 5783.489),(34 5824.502),(35 5884.9775),(36 6000.6133),(37 5908.8535),(38 6027.985),(39 6011.1777),(40 6070.2017),(41 6053.559),(42 6175.1),(43 6124.8525),(44 6019.3804),(45 6022.5366),(46 6168.767),(47 6113.084),(48 6085.261),(49 6060.184),(50 6156.2124),(51 6112.755),(52 6100.0347),(53 6142.6167),(54 6133.005),(55 6137.2935),(56 6079.729),(57 6140.565),(58 6086.071),(59 6156.0146),(60 5995.025),(61 6097.2734),(62 6013.116),(63 6059.8057),(64 6067.582),(65 6034.294),(66 6021.9375),(67 5936.351),(68 6016.3687),(69 6029.1406),(70 6025.7964),(71 6040.0176),(72 6021.6216),(73 6075.137),(74 6057.28),(75 6094.3457),(76 6198.286),(77 6109.379),(78 6145.258),(79 6128.407),
(1 3786.8408),(2 3706.24),(3 3723.378),(4 3862.586),(5 3852.5815),(6 3931.8645),(7 4033.3506),(8 4089.5742),(9 4102.942),(10 4269.9624),(11 4274.061),(12 4443.809),(13 4290.5435),(14 4452.275),(15 4518.2314),(16 4624.5244),(17 4509.2246),(18 4650.846),(19 4660.541),(20 4831.5933),(21 4821.815),(22 4921.2437),(23 4971.096),(24 5067.3936),(25 5097.677),(26 5155.8945),(27 5197.814),(28 5227.5073),(29 5277.5596),(30 5349.769),(31 5346.173),(32 5342.1133),(33 5393.5244),(34 5422.1255),(35 5527.0225),(36 5570.151),(37 5582.163),(38 5637.6),(39 5633.965),(40 5681.745),(41 5679.658),(42 5832.4473),(43 5733.7144),(44 5623.31),(45 5717.9175),(46 5873.8755),(47 5780.365),(48 5799.1616),(49 5757.7617),(50 5905.22),(51 5840.4155),(52 5817.279),(53 5900.684),(54 5898.4585),(55 5887.158),(56 5836.3066),(57 5996.893),(58 5933.601),(59 6007.6284),(60 5885.683),(61 5902.1284),(62 5909.713),(63 5897.368),(64 5897.003),(65 5925.644),(66 6005.64),(67 5876.9165),(68 5871.708),(69 5994.9976),(70 5988.184),(71 5942.1577),(72 5932.5083),(73 5934.4556),(74 5938.131),(75 6007.3613),(76 6037.7524),(77 6027.5107),(78 6119.644),(79 6029.392),
(1 3815.1057),(2 3699.4624),(3 3733.2163),(4 3885.3699),(5 3850.9958),(6 3982.5696),(7 3929.4978),(8 4065.621),(9 4165.468),(10 4260.0957),(11 4219.355),(12 4316.5015),(13 4290.9414),(14 4433.965),(15 4377.764),(16 4627.657),(17 4566.9917),(18 4627.971),(19 4809.1567),(20 4787.3354),(21 4907.3237),(22 4876.638),(23 5097.6045),(24 5051.211),(25 5095.147),(26 5125.9067),(27 5179.947),(28 5175.893),(29 5318.522),(30 5328.4063),(31 5423.2607),(32 5367.2983),(33 5391.456),(34 5491.8765),(35 5541.5728),(36 5548.626),(37 5533.5356),(38 5628.24),(39 5604.1826),(40 5659.0254),(41 5583.0713),(42 5758.7705),(43 5683.3286),(44 5728.3613),(45 5696.1367),(46 5825.453),(47 5750.5674),(48 5854.7285),(49 5806.5015),(50 5883.989),(51 5861.826),(52 5850.6826),(53 5845.9272),(54 5906.775),(55 5898.9634),(56 5896.943),(57 5849.3687),(58 5902.1836),(59 5949.332),(60 5828.5083),(61 5966.499),(62 5908.8594),(63 5945.4546),(64 5938.403),(65 5942.682),(66 6007.809),(67 5936.6235),(68 5979.7246),(69 5916.482),(70 5983.4336),(71 6057.1636),(72 5992.1157),(73 6000.338),(74 6008.8335),(75 6091.349),(76 5984.9375),(77 6092.185),(78 6056.081),(79 6049.678),
(1 3694.8594),(2 3632.253),(3 3581.1465),(4 3765.6963),(5 3785.198),(6 3893.6387),(7 3873.1138),(8 3960.7039),(9 4079.397),(10 4074.0999),(11 4101.426),(12 4215.2256),(13 4245.21),(14 4396.329),(15 4351.3433),(16 4497.182),(17 4523.383),(18 4652.6733),(19 4737.312),(20 4777.116),(21 4845.552),(22 4898.0176),(23 5066.906),(24 5007.028),(25 5142.396),(26 5159.6143),(27 5148.6387),(28 5279.664),(29 5314.5576),(30 5377.1074),(31 5368.685),(32 5401.375),(33 5536.408),(34 5484.181),(35 5477.623),(36 5611.0146),(37 5592.5645),(38 5595.101),(39 5619.157),(40 5630.6924),(41 5667.8286),(42 5648.0166),(43 5690.8984),(44 5660.562),(45 5708.099),(46 5637.1187),(47 5653.7656),(48 5715.267),(49 5663.9395),(50 5740.784),(51 5649.398),(52 5821.527),(53 5713.747),(54 5777.818),(55 5701.643),(56 5753.3633),(57 5839.5347),(58 5729.9272),(59 5755.0176),(60 5695.7515),(61 5765.5405),(62 5739.2344),(63 5718.7354),(64 5704.6025),(65 5712.913),(66 5700.788),(67 5686.7207),(68 5724.4253),(69 5647.2827),(70 5727.452),(71 5737.892),(72 5679.086),(73 5735.0947),(74 5752.0396),(75 5743.8066),(76 5773.593),(77 5829.0547),(78 5860.22),(79 5856.178),
(1 3696.1152),(2 3593.3118),(3 3549.402),(4 3751.1484),(5 3727.2832),(6 3829.9111),(7 3825.2407),(8 3976.699),(9 4065.5847),(10 4112.3237),(11 4078.6357),(12 4193.244),(13 4269.4087),(14 4222.8257),(15 4268.63),(16 4381.7324),(17 4434.754),(18 4531.686),(19 4609.003),(20 4637.1133),(21 4727.417),(22 4678.636),(23 4800.6777),(24 4826.796),(25 4863.859),(26 4971.6396),(27 5018.034),(28 5076.059),(29 5043.949),(30 5102.8135),(31 5199.7813),(32 5171.794),(33 5270.2266),(34 5302.6855),(35 5281.757),(36 5383.6094),(37 5401.7393),(38 5399),(39 5435.9634),(40 5405.6016),(41 5506.7314),(42 5433.4526),(43 5492.936),(44 5445.3735),(45 5523.1973),(46 5407.495),(47 5403.574),(48 5416.4985),(49 5449.857),(50 5402.953),(51 5467.3276),(52 5517.4326),(53 5465.735),(54 5428.9536),(55 5421.3105),(56 5528.4414),(57 5542.196),(58 5501.441),(59 5500.149),(60 5496.5806),(61 5512.6113),(62 5587.501),(63 5495.4985),(64 5580.7783),(65 5596.4443),(66 5493.699),(67 5580.745),(68 5638.7056),(69 5568.346),(70 5628.752),(71 5653.691),(72 5611.2017),(73 5666.793),(74 5675.9155),(75 5659.7637),(76 5633.92),(77 5710.9717),(78 5750.263),(79 5731.2173),
(1 3716.5251),(2 3601.1501),(3 3532.9028),(4 3762.4285),(5 3727.6792),(6 3745.4714),(7 3822.2307),(8 3870.7576),(9 3973.3254),(10 3961.4807),(11 3993.439),(12 4117.5464),(13 4126.174),(14 4218.0693),(15 4173.759),(16 4273.645),(17 4325.084),(18 4419.291),(19 4515.2856),(20 4527.4595),(21 4580.7695),(22 4615.544),(23 4698.46),(24 4754.917),(25 4788.4556),(26 4801.5903),(27 4994.386),(28 4979.89),(29 5028.148),(30 5102.11),(31 5063.4614),(32 5168.0264),(33 5204.3604),(34 5261.625),(35 5207.185),(36 5252.166),(37 5353.67),(38 5306.5127),(39 5376.084),(40 5298.214),(41 5454.4985),(42 5408.41),(43 5456.1294),(44 5415.307),(45 5421.195),(46 5398.6123),(47 5462.0713),(48 5443.5015),(49 5443.3223),(50 5422.0947),(51 5491.852),(52 5414.372),(53 5477.099),(54 5431.5527),(55 5479.0845),(56 5579.5313),(57 5602.5015),(58 5523.385),(59 5526.9194),(60 5492.169),(61 5559.5967),(62 5603.468),(63 5516.633),(64 5548.6387),(65 5478.1504),(66 5554.6343),(67 5517.1475),(68 5558.6206),(69 5515.683),(70 5499.05),(71 5519.1),(72 5577.802),(73 5531.401),(74 5546.995),(75 5517.0586),(76 5527.0664),(77 5478.206),(78 5572.9194),(79 5570.2925),
(1 3587.8577),(2 3547.363),(3 3620.8887),(4 3753.034),(5 3772.1804),(6 3672.174),(7 3842.0183),(8 3908.3225),(9 3947.5505),(10 3977.7983),(11 4022.0232),(12 4116.9946),(13 4116.6978),(14 4333.056),(15 4215.7773),(16 4331.024),(17 4465.7876),(18 4414.6025),(19 4526.229),(20 4609.9688),(21 4682.706),(22 4664.9653),(23 4753.574),(24 4770.0605),(25 4761.1406),(26 4907.518),(27 4925.4556),(28 4940.4565),(29 4999.281),(30 4980.4995),(31 5038.5747),(32 5105.959),(33 5132.838),(34 5215.0913),(35 5232.269),(36 5193.35),(37 5257.52),(38 5242.805),(39 5289.7354),(40 5223.5137),(41 5261.7734),(42 5204.167),(43 5317.165),(44 5301.726),(45 5202.0195),(46 5332.1567),(47 5281.0186),(48 5321.8535),(49 5238.372),(50 5170.41),(51 5340.2324),(52 5241.335),(53 5275.257),(54 5250.1567),(55 5371.644),(56 5405.11),(57 5379.5913),(58 5290.4443),(59 5325.335),(60 5310.4688),(61 5286.7007),(62 5378.0356),(63 5285.0796),(64 5295.45),(65 5282.3794),(66 5332.908),(67 5297.957),(68 5253.509),(69 5329.625),(70 5309.7964),(71 5395.811),(72 5299.7866),(73 5364.415),(74 5376.243),(75 5284.208),(76 5354.326),(77 5338.9766),(78 5288.3906),(79 5433),
