1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 475.3826),(2 616.102),(3 686.06134),(4 716.3022),(5 748.0723),(6 766.83636),(7 783.5216),(8 799.07654),(9 809.8607),(10 814.2961),(11 823.805),(12 820.38116),(13 838.7365),(14 838.27814),(15 838.4541),(16 834.78986),(17 860.91754),(18 858.46625),(19 848.8264),(20 848.22534),(21 849.65607),(22 841.379),(23 856.5124),(24 838.9194),(25 857.3506),(26 841.70404),(27 845.7412),(28 847.78217),(29 854.78046),(30 854.9536),(31 846.3136),(32 862.0035),(33 865.2376),(34 875.60065),(35 860.64484),(36 861.9309),(37 855.73206),(38 856.6464),(39 848.01794),(40 852.2555),(41 854.28033),(42 863.15436),(43 871.35876),(44 867.946),(45 860.35114),(46 874.905),(47 863.2414),(48 861.89575),(49 859.95624),(50 857.59375),(51 867.2458),(52 856.5674),(53 864.76074),(54 862.6208),(55 865.7314),(56 863.14014),(57 858.8812),(58 851.6394),(59 854.0997),(60 846.0855),(61 848.82263),(62 854.22015),(63 856.3394),(64 846.34955),(65 837.35583),(66 846.33777),(67 841.0517),(68 842.09393),(69 854.7214),(70 858.5381),(71 858.08765),(72 847.6939),(73 850.57794),(74 854.41785),(75 861.65936),(76 863.08685),(77 865.627),(78 879.82904),(79 881.2331),
(1 445.8444),(2 583.9565),(3 649.66724),(4 677.27045),(5 704.94464),(6 722.6648),(7 742.959),(8 747.476),(9 769.19824),(10 777.2406),(11 788.41394),(12 781.07605),(13 809.0459),(14 819.954),(15 820.8458),(16 807.9898),(17 828.37885),(18 825.2458),(19 825.09143),(20 829.51056),(21 824.3703),(22 825.87836),(23 832.3759),(24 804.01904),(25 810.4012),(26 814.05646),(27 817.3611),(28 828.0052),(29 823.309),(30 836.8326),(31 830.4009),(32 846.5711),(33 844.3265),(34 854.9287),(35 840.77606),(36 837.7466),(37 817.6755),(38 832.4327),(39 841.4827),(40 832.26117),(41 833.16254),(42 833.4268),(43 843.6918),(44 849.1099),(45 848.5793),(46 861.46454),(47 843.14355),(48 836.194),(49 836.108),(50 834.913),(51 857.41833),(52 840.59625),(53 853.83734),(54 843.0667),(55 850.4813),(56 835.6525),(57 856.44885),(58 840.6115),(59 847.7071),(60 832.235),(61 830.5111),(62 830.707),(63 859.4221),(64 848.34033),(65 860.2885),(66 849.04364),(67 856.80054),(68 856.92334),(69 860.1878),(70 867.908),(71 870.8105),(72 852.0812),(73 859.7654),(74 851.8632),(75 847.6965),(76 855.9119),(77 858.27576),(78 868.0837),(79 856.53485),
(1 428.0765),(2 567.4179),(3 645.05304),(4 670.9123),(5 702.61304),(6 714.3832),(7 731.4693),(8 734.38995),(9 740.6538),(10 749.19415),(11 749.42523),(12 754.2401),(13 778.0987),(14 775.0778),(15 789.9354),(16 782.04663),(17 791.5418),(18 790.5966),(19 785.077),(20 782.177),(21 787.0016),(22 783.8664),(23 802.5236),(24 782.71704),(25 779.67816),(26 787.13226),(27 795.19257),(28 805.40216),(29 802.455),(30 808.5262),(31 810.1259),(32 808.9359),(33 809.0249),(34 817.5442),(35 802.3288),(36 794.65063),(37 794.0388),(38 798.6649),(39 800.5086),(40 793.69617),(41 798.84125),(42 809.3372),(43 802.46454),(44 820.44635),(45 808.1012),(46 824.6485),(47 811.3681),(48 805.6649),(49 808.74414),(50 808.1),(51 825.38007),(52 808.8512),(53 809.6239),(54 811.08124),(55 821.8067),(56 813.07385),(57 812.636),(58 793.6852),(59 809.584),(60 799.35895),(61 805.72577),(62 793.64264),(63 810.7155),(64 793.77344),(65 815.4968),(66 809.0335),(67 809.11914),(68 809.2588),(69 808.80054),(70 811.15674),(71 816.22577),(72 799.6538),(73 808.6944),(74 821.03076),(75 822.51733),(76 835.14984),(77 844.4177),(78 839.1376),(79 836.0263),
(1 432.88525),(2 562.57336),(3 637.7873),(4 661.19055),(5 693.26575),(6 705.75104),(7 727.8196),(8 740.8935),(9 754.3626),(10 753.6617),(11 750.12366),(12 758.70795),(13 767.83875),(14 762.0773),(15 779.8552),(16 775.3577),(17 792.0824),(18 780.507),(19 788.87585),(20 782.9709),(21 784.80835),(22 780.42926),(23 789.3036),(24 778.369),(25 785.7736),(26 802.96124),(27 792.3132),(28 807.83484),(29 801.0711),(30 812.7473),(31 809.48236),(32 809.6608),(33 807.63025),(34 816.95264),(35 802.5366),(36 804.9861),(37 789.4528),(38 792.8376),(39 796.607),(40 787.26605),(41 783.475),(42 800.27673),(43 793.84454),(44 806.36743),(45 806.1729),(46 822.824),(47 809.39856),(48 813.7305),(49 807.1144),(50 801.7144),(51 822.2644),(52 811.5753),(53 817.0347),(54 811.1528),(55 815.8616),(56 808.7078),(57 812.65845),(58 816.945),(59 822.03894),(60 811.0559),(61 809.31757),(62 804.59644),(63 811.3171),(64 810.52576),(65 831.0035),(66 809.6371),(67 818.1487),(68 804.8446),(69 801.4305),(70 809.8834),(71 812.1292),(72 799.1941),(73 803.7203),(74 819.54584),(75 812.4227),(76 825.55994),(77 828.5711),(78 833.7776),(79 825.89636),
(1 418.66333),(2 539.99915),(3 603.1803),(4 635.2529),(5 663.5902),(6 677.01105),(7 689.9687),(8 705.75073),(9 718.61743),(10 720.137),(11 729.2241),(12 735.7003),(13 747.02747),(14 750.98083),(15 760.91846),(16 757.6186),(17 761.20886),(18 752.66486),(19 759.41364),(20 767.82526),(21 772.97),(22 763.47485),(23 763.8928),(24 747.1872),(25 754.21704),(26 752.02045),(27 752.765),(28 754.9524),(29 766.6405),(30 764.7235),(31 755.18427),(32 769.82),(33 758.4978),(34 780.67896),(35 767.0103),(36 768.679),(37 767.4074),(38 758.3022),(39 762.9068),(40 769.2824),(41 760.6416),(42 764.1482),(43 766.86597),(44 780.3591),(45 770.7479),(46 786.38245),(47 775.76324),(48 783.6468),(49 776.86774),(50 774.15125),(51 775.5628),(52 774.2978),(53 779.19574),(54 783.1803),(55 777.7926),(56 765.9534),(57 769.6959),(58 771.5051),(59 763.7395),(60 759.9243),(61 764.8793),(62 759.0963),(63 761.86426),(64 760.14874),(65 756.3675),(66 760.2034),(67 764.5628),(68 762.9689),(69 771.2464),(70 771.6288),(71 775.57025),(72 774.3196),(73 773.60724),(74 772.1291),(75 785.64185),(76 784.9119),(77 789.8972),(78 807.8539),(79 800.0676),
(1 413.22302),(2 534.9041),(3 601.55145),(4 620.41974),(5 647.47186),(6 673.4951),(7 684.772),(8 690.33435),(9 702.12964),(10 709.11816),(11 715.4092),(12 716.4305),(13 717.2417),(14 714.587),(15 728.7978),(16 722.79626),(17 731.1723),(18 724.5388),(19 733.7893),(20 731.0948),(21 751.68506),(22 736.5548),(23 743.42645),(24 722.8986),(25 739.6771),(26 742.38745),(27 742.29297),(28 757.2461),(29 749.91705),(30 753.4522),(31 752.9449),(32 758.154),(33 757.6301),(34 774.4755),(35 770.3143),(36 762.59064),(37 765.0609),(38 751.745),(39 745.1852),(40 736.00574),(41 737.33606),(42 746.79395),(43 745.6177),(44 752.06085),(45 745.84436),(46 768.4931),(47 760.2518),(48 762.6546),(49 748.99164),(50 750.874),(51 754.57556),(52 749.7092),(53 754.06067),(54 764.99005),(55 771.55774),(56 770.0087),(57 771.9642),(58 755.86444),(59 769.00446),(60 753.94104),(61 755.09186),(62 752.76556),(63 761.8958),(64 757.17096),(65 766.9396),(66 763.0505),(67 763.62616),(68 760.5083),(69 761.09937),(70 765.7017),(71 772.3974),(72 754.8854),(73 767.05707),(74 768.6846),(75 760.9917),(76 765.43713),(77 761.5335),(78 771.13477),(79 769.20685),
(1 400.62173),(2 517.0325),(3 588.096),(4 600.56506),(5 633.169),(6 656.11334),(7 666.7084),(8 677.4075),(9 676.19574),(10 686.22015),(11 692.222),(12 695.1906),(13 702.7652),(14 699.76874),(15 717.2773),(16 707.5015),(17 721.0134),(18 712.0481),(19 708.9272),(20 717.47424),(21 720.10736),(22 721.7426),(23 726.48224),(24 709.56836),(25 718.9425),(26 714.07184),(27 715.3595),(28 718.15485),(29 732.6619),(30 728.0469),(31 736.38855),(32 739.1679),(33 725.5453),(34 744.516),(35 741.2394),(36 737.13116),(37 743.41077),(38 737.289),(39 734.37897),(40 727.2548),(41 724.2357),(42 726.4686),(43 727.551),(44 739.4253),(45 735.1965),(46 751.58575),(47 742.3458),(48 744.696),(49 746.69855),(50 742.3813),(51 746.96924),(52 738.5179),(53 732.4034),(54 732.6405),(55 735.103),(56 732.4391),(57 732.0986),(58 726.9894),(59 735.9035),(60 736.7413),(61 743.4129),(62 739.3161),(63 734.87177),(64 740.2051),(65 751.2485),(66 746.93524),(67 748.849),(68 744.59753),(69 749.48456),(70 762.2153),(71 766.9967),(72 753.9645),(73 759.84485),(74 757.75525),(75 756.4691),(76 772.312),(77 763.0171),(78 773.802),(79 766.2654),
(1 390.2509),(2 510.2212),(3 570.31726),(4 588.76996),(5 612.1216),(6 634.05457),(7 650.8464),(8 661.771),(9 668.9345),(10 671.0583),(11 676.4683),(12 666.93115),(13 679.75116),(14 678.5438),(15 691.39014),(16 682.8823),(17 696.3208),(18 698.2185),(19 694.86053),(20 693.0986),(21 705.1822),(22 696.30835),(23 691.6933),(24 682.5077),(25 697.1535),(26 694.5809),(27 699.72894),(28 706.57104),(29 699.8246),(30 711.89404),(31 712.47217),(32 724.5013),(33 716.60736),(34 717.3779),(35 722.2166),(36 724.7916),(37 709.67236),(38 722.59674),(39 718.7178),(40 735.421),(41 721.7412),(42 720.68463),(43 715.36914),(44 728.5102),(45 723.2238),(46 731.5288),(47 729.5624),(48 732.79614),(49 728.3789),(50 727.276),(51 734.04895),(52 727.0838),(53 730.16235),(54 722.57245),(55 733.1294),(56 720.61707),(57 727.13824),(58 715.19415),(59 716.884),(60 718.01807),(61 720.3007),(62 723.5207),(63 736.34955),(64 734.7897),(65 728.04846),(66 730.6279),(67 732.2529),(68 720.11395),(69 721.77905),(70 715.86),(71 732.1444),(72 721.45245),(73 722.1714),(74 715.47797),(75 723.05),(76 732.7174),(77 733.47437),(78 740.3703),(79 747.00635),
(1 384.22174),(2 500.80893),(3 564.11694),(4 578.2924),(5 611.1561),(6 624.06024),(7 636.7426),(8 644.2302),(9 659.8514),(10 663.0731),(11 667.6574),(12 657.9413),(13 670.51904),(14 673.5659),(15 685.8899),(16 684.40704),(17 681.61176),(18 681.4646),(19 682.6813),(20 686.3764),(21 698.6281),(22 686.54065),(23 695.38403),(24 674.0476),(25 679.17114),(26 676.01105),(27 682.40594),(28 680.7877),(29 681.0654),(30 696.0399),(31 703.20294),(32 702.2075),(33 693.0222),(34 704.8204),(35 706.21716),(36 699.5639),(37 684.25836),(38 695.247),(39 690.71484),(40 696.631),(41 695.1616),(42 698.0066),(43 697.4795),(44 718.2895),(45 713.5624),(46 717.2083),(47 702.8626),(48 709.87366),(49 700.03577),(50 704.11414),(51 707.8817),(52 703.9693),(53 712.75055),(54 709.64856),(55 708.77563),(56 703.3805),(57 708.9173),(58 703.25696),(59 692.526),(60 697.82623),(61 699.2547),(62 698.5274),(63 721.2575),(64 706.83405),(65 707.09814),(66 702.29767),(67 716.0951),(68 704.1324),(69 708.4173),(70 719.8401),(71 715.29846),(72 716.31604),(73 717.4947),(74 717.15533),(75 731.7071),(76 726.90765),(77 723.2152),(78 726.27893),(79 734.07214),
(1 377.3694),(2 493.28857),(3 555.07336),(4 572.33826),(5 598.5906),(6 612.7645),(7 632.664),(8 630.9498),(9 633.0089),(10 639.2689),(11 640.36993),(12 639.0311),(13 641.79236),(14 647.606),(15 669.174),(16 662.3958),(17 675.9027),(18 666.60565),(19 663.8888),(20 664.8132),(21 674.51624),(22 672.3696),(23 674.1991),(24 662.1535),(25 673.2694),(26 677.7208),(27 668.947),(28 672.9612),(29 670.01154),(30 676.93494),(31 672.2985),(32 680.4465),(33 682.3008),(34 693.4119),(35 687.69476),(36 678.56616),(37 670.20966),(38 674.24774),(39 672.3998),(40 674.1655),(41 664.58826),(42 674.5636),(43 667.9753),(44 682.2674),(45 681.52106),(46 692.72314),(47 691.81903),(48 679.6527),(49 679.40295),(50 677.596),(51 691.9038),(52 689.12427),(53 687.8171),(54 681.8584),(55 684.973),(56 675.8901),(57 687.6676),(58 687.56476),(59 692.509),(60 690.62537),(61 701.6634),(62 694.36414),(63 710.10986),(64 698.37823),(65 703.9441),(66 700.68854),(67 719.1088),(68 705.0186),(69 710.1289),(70 704.32556),(71 715.8962),(72 701.07184),(73 713.3559),(74 716.8348),(75 715.7654),(76 728.00256),(77 727.06415),(78 721.6334),(79 724.5198),
(1 368.38943),(2 474.58075),(3 537.5611),(4 550.7209),(5 576.7499),(6 588.1424),(7 609.6252),(8 608.89935),(9 620.45935),(10 618.5931),(11 626.76086),(12 619.69836),(13 630.9419),(14 634.8087),(15 652.0154),(16 649.0565),(17 658.2865),(18 653.46436),(19 657.78925),(20 659.0271),(21 666.0349),(22 661.908),(23 671.7011),(24 658.32635),(25 661.28467),(26 659.0463),(27 657.1807),(28 658.2976),(29 657.1582),(30 654.7503),(31 654.62274),(32 675.5456),(33 679.9904),(34 682.84265),(35 683.50574),(36 680.71277),(37 669.75366),(38 672.1989),(39 670.5479),(40 674.4177),(41 674.8926),(42 671.07996),(43 673.38354),(44 684.23865),(45 681.1292),(46 689.09235),(47 671.5364),(48 673.68604),(49 671.31),(50 670.3643),(51 677.4466),(52 687.3818),(53 678.3576),(54 677.0665),(55 676.868),(56 672.1634),(57 681.48413),(58 679.7876),(59 677.14856),(60 672.2255),(61 674.00867),(62 672.53174),(63 681.60077),(64 668.6041),(65 680.65564),(66 678.2284),(67 679.9471),(68 674.49786),(69 683.4877),(70 679.9993),(71 680.6991),(72 676.0151),(73 689.22253),(74 683.8189),(75 691.10156),(76 702.17035),(77 697.6398),(78 703.01184),(79 696.5274),
(1 352.64523),(2 469.0354),(3 527.58417),(4 549.6633),(5 577.7001),(6 590.69653),(7 601.27966),(8 595.2798),(9 610.91644),(10 614.1801),(11 617.80035),(12 618.30035),(13 629.8722),(14 613.29663),(15 632.5138),(16 622.7082),(17 629.6954),(18 634.5774),(19 635.69025),(20 637.23596),(21 640.0199),(22 634.0021),(23 638.52),(24 623.96594),(25 636.8031),(26 643.33527),(27 636.423),(28 648.26044),(29 649.4901),(30 659.64404),(31 652.69257),(32 657.02246),(33 660.5982),(34 667.9715),(35 667.8541),(36 652.60315),(37 643.5217),(38 648.2673),(39 651.2587),(40 653.841),(41 652.94196),(42 652.7608),(43 662.95404),(44 664.90594),(45 656.9728),(46 672.79456),(47 659.30554),(48 658.0007),(49 657.8965),(50 654.4883),(51 663.171),(52 659.2849),(53 659.0266),(54 655.8278),(55 653.84564),(56 649.5737),(57 662.1742),(58 666.9963),(59 665.6772),(60 661.974),(61 662.41315),(62 660.1522),(63 675.8055),(64 670.60333),(65 675.9085),(66 675.8305),(67 673.1203),(68 673.03827),(69 677.8006),(70 682.6132),(71 684.7807),(72 677.26385),(73 675.63324),(74 675.5175),(75 676.5587),(76 693.0529),(77 682.71277),(78 686.73065),(79 685.5337),
(1 349.61774),(2 460.57162),(3 515.6635),(4 537.83014),(5 562.70447),(6 584.87585),(7 595.88556),(8 591.84174),(9 603.6594),(10 612.21405),(11 621.91895),(12 620.5225),(13 628.52997),(14 629.96246),(15 627.2348),(16 627.0408),(17 626.3991),(18 627.9206),(19 624.5768),(20 626.72736),(21 629.17053),(22 618.13916),(23 627.4883),(24 612.48834),(25 618.0406),(26 619.454),(27 625.918),(28 632.94666),(29 631.5911),(30 636.4289),(31 644.7848),(32 644.6495),(33 640.91205),(34 651.5218),(35 629.9354),(36 624.3886),(37 623.54913),(38 632.97534),(39 637.209),(40 629.7011),(41 634.32916),(42 640.74567),(43 646.2807),(44 654.1843),(45 653.61566),(46 657.4486),(47 656.7073),(48 652.75116),(49 644.98267),(50 637.3661),(51 648.4463),(52 639.32947),(53 643.02563),(54 639.2223),(55 645.61664),(56 641.7648),(57 646.6705),(58 652.80444),(59 649.9436),(60 640.0703),(61 652.3446),(62 648.75665),(63 647.7655),(64 647.5666),(65 655.01605),(66 643.7427),(67 657.44794),(68 654.00244),(69 656.15576),(70 661.6488),(71 672.72974),(72 665.4174),(73 662.5184),(74 665.1175),(75 662.8198),(76 667.9298),(77 668.3965),(78 674.7499),(79 672.5969),
(1 349.77676),(2 459.48166),(3 515.07),(4 538.27185),(5 558.1505),(6 572.7499),(7 590.0793),(8 580.48126),(9 588.7848),(10 596.5248),(11 603.8121),(12 599.5634),(13 596.7469),(14 598.2595),(15 610.7232),(16 603.9199),(17 602.3103),(18 604.9366),(19 603.23553),(20 610.868),(21 610.6715),(22 604.4108),(23 604.3331),(24 602.968),(25 609.9201),(26 607.6251),(27 615.11365),(28 611.4775),(29 617.5933),(30 617.19696),(31 619.10846),(32 628.1243),(33 628.24274),(34 640.7275),(35 631.1541),(36 629.46716),(37 626.29114),(38 629.7596),(39 634.4478),(40 634.5554),(41 632.0454),(42 637.9033),(43 634.5852),(44 635.51324),(45 629.5619),(46 646.09375),(47 644.7809),(48 646.8459),(49 632.7992),(50 634.13165),(51 646.793),(52 628.9173),(53 635.3996),(54 641.1927),(55 636.4419),(56 629.5541),(57 634.62445),(58 635.1245),(59 642.0756),(60 640.8556),(61 646.64105),(62 635.79834),(63 640.6955),(64 641.0095),(65 641.60986),(66 636.3059),(67 641.4993),(68 641.9372),(69 637.4758),(70 644.94653),(71 644.60504),(72 638.99335),(73 634.28345),(74 636.9964),(75 638.3868),(76 642.2264),(77 639.0341),(78 643.77704),(79 645.24),
(1 339.50726),(2 440.98526),(3 502.4005),(4 520.69727),(5 544.40924),(6 561.33234),(7 566.64343),(8 575.57935),(9 577.5812),(10 579.0272),(11 588.80707),(12 586.71234),(13 592.119),(14 594.90247),(15 612.9852),(16 604.5201),(17 605.3356),(18 611.22894),(19 604.4672),(20 605.95776),(21 606.2461),(22 603.23944),(23 613.4465),(24 608.2353),(25 613.7201),(26 614.6652),(27 616.4553),(28 621.16003),(29 625.71063),(30 624.4187),(31 629.6887),(32 632.0156),(33 625.51904),(34 628.2297),(35 623.8181),(36 618.4946),(37 616.542),(38 625.6738),(39 617.4394),(40 612.30365),(41 614.02026),(42 624.84796),(43 621.3171),(44 630.8887),(45 625.9214),(46 638.5122),(47 629.7837),(48 631.7876),(49 615.17053),(50 615.02826),(51 617.7987),(52 616.6798),(53 623.8963),(54 622.40936),(55 621.3538),(56 616.71576),(57 628.80396),(58 625.7392),(59 625.5958),(60 628.6255),(61 632.4764),(62 628.5553),(63 644.1461),(64 637.8918),(65 638.9391),(66 631.3662),(67 636.86255),(68 638.9734),(69 641.6811),(70 639.5368),(71 641.53094),(72 633.2963),(73 624.61487),(74 634.80725),(75 638.43756),(76 650.64703),(77 655.1629),(78 652.19116),(79 651.6707),
(1 334.41483),(2 426.87238),(3 473.74704),(4 495.90134),(5 520.8561),(6 531.157),(7 551.8205),(8 549.9206),(9 555.5722),(10 552.54425),(11 562.0358),(12 559.7342),(13 568.1207),(14 567.94183),(15 579.77576),(16 569.51715),(17 574.5326),(18 576.1498),(19 568.34686),(20 576.28314),(21 579.1402),(22 574.258),(23 579.8529),(24 576.54474),(25 586.67834),(26 585.81256),(27 587.7896),(28 589.15436),(29 582.1917),(30 587.12463),(31 591.5516),(32 602.72144),(33 599.791),(34 607.8809),(35 597.0317),(36 591.5303),(37 592.3079),(38 590.7965),(39 585.4833),(40 582.19617),(41 578.27826),(42 585.3474),(43 585.0484),(44 591.65186),(45 593.40204),(46 609.4245),(47 597.70953),(48 590.91895),(49 582.06464),(50 582.8435),(51 594.9877),(52 581.3594),(53 592.23926),(54 583.16016),(55 585.8962),(56 585.03955),(57 590.4113),(58 586.56195),(59 583.5825),(60 576.6146),(61 586.5603),(62 588.2663),(63 596.6652),(64 591.82385),(65 592.29706),(66 582.20026),(67 583.9992),(68 583.29114),(69 585.0904),(70 588.524),(71 604.1634),(72 595.8796),(73 598.3637),(74 599.3347),(75 602.416),(76 610.89),(77 616.13214),(78 627.178),(79 624.9687),
(1 322.716),(2 421.39566),(3 461.4557),(4 489.2047),(5 506.9947),(6 527.1614),(7 532.6432),(8 542.32294),(9 547.83887),(10 547.5779),(11 558.21924),(12 552.44653),(13 569.28754),(14 561.5105),(15 568.59357),(16 571.46234),(17 570.5772),(18 566.7555),(19 562.1222),(20 562.8587),(21 575.2166),(22 570.0669),(23 568.71716),(24 566.72504),(25 576.21924),(26 575.7298),(27 582.98596),(28 578.4854),(29 585.0942),(30 587.0083),(31 583.9252),(32 595.5356),(33 593.438),(34 598.401),(35 591.5206),(36 598.4966),(37 598.22296),(38 596.4981),(39 592.51605),(40 586.37463),(41 579.22845),(42 586.26495),(43 597.82477),(44 602.4128),(45 596.96893),(46 599.56885),(47 592.2822),(48 591.92346),(49 582.3328),(50 579.09106),(51 594.4345),(52 590.3575),(53 585.556),(54 588.06757),(55 589.49365),(56 579.7174),(57 590.8265),(58 580.7762),(59 580.25745),(60 577.79034),(61 589.5342),(62 585.0138),(63 595.4288),(64 590.34406),(65 596.9715),(66 589.884),(67 596.11945),(68 585.4276),(69 592.1465),(70 593.5391),(71 597.6467),(72 589.42065),(73 600.9226),(74 597.07904),(75 601.8472),(76 600.23517),(77 600.847),(78 602.7564),(79 603.14996),
(1 318.84888),(2 417.7863),(3 464.12076),(4 494.4114),(5 508.0886),(6 526.1518),(7 537.40485),(8 543.8611),(9 552.3752),(10 564.45844),(11 565.8135),(12 558.8597),(13 559.25867),(14 555.9212),(15 565.07495),(16 565.69995),(17 568.1796),(18 569.5183),(19 563.55426),(20 572.60815),(21 572.9711),(22 572.3353),(23 572.2301),(24 567.82056),(25 574.2154),(26 579.8599),(27 584.8925),(28 582.01526),(29 585.26263),(30 588.44806),(31 583.71484),(32 594.72394),(33 591.1532),(34 587.36584),(35 594.5306),(36 594.33673),(37 595.57196),(38 588.4759),(39 587.64215),(40 583.2156),(41 584.71674),(42 583.69104),(43 580.1082),(44 593.51373),(45 582.35516),(46 592.12823),(47 586.2583),(48 579.58966),(49 572.5571),(50 566.0834),(51 578.40515),(52 577.5707),(53 572.5647),(54 575.0619),(55 582.1325),(56 577.9592),(57 586.91504),(58 570.2191),(59 567.4296),(60 570.244),(61 573.3591),(62 565.9201),(63 579.58636),(64 573.064),(65 584.2798),(66 579.52747),(67 577.2045),(68 578.60583),(69 588.8636),(70 593.33453),(71 600.6718),(72 593.7541),(73 598.84076),(74 595.04065),(75 599.54297),(76 597.196),(77 607.66394),(78 601.5686),(79 601.42596),
(1 311.3933),(2 406.84512),(3 450.05933),(4 470.32028),(5 493.65424),(6 505.31693),(7 515.42456),(8 523.7064),(9 522.3664),(10 532.4408),(11 543.6239),(12 535.7514),(13 546.99115),(14 539.6422),(15 547.7187),(16 538.468),(17 557.31354),(18 557.15955),(19 554.284),(20 556.6889),(21 556.9118),(22 554.1282),(23 557.3681),(24 544.9225),(25 552.3172),(26 552.26086),(27 563.9821),(28 559.59814),(29 559.81067),(30 564.62067),(31 569.9367),(32 574.9804),(33 577.1279),(34 585.0439),(35 572.2723),(36 574.0557),(37 570.11145),(38 570.46466),(39 573.7689),(40 569.6022),(41 568.8806),(42 571.69116),(43 573.1025),(44 577.5237),(45 579.39465),(46 595.3368),(47 577.7696),(48 579.16394),(49 571.61633),(50 569.2183),(51 583.63666),(52 577.2794),(53 576.9185),(54 575.5799),(55 575.85583),(56 572.9403),(57 574.7699),(58 566.25714),(59 568.08606),(60 566.76526),(61 570.21564),(62 563.12604),(63 573.4652),(64 567.90894),(65 570.7097),(66 572.85614),(67 571.15027),(68 570.5531),(69 578.8415),(70 577.07336),(71 577.6212),(72 568.1514),(73 569.8325),(74 567.8655),(75 572.4038),(76 579.00073),(77 579.9073),(78 581.7462),(79 586.58276),
