1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5542.305),(2 8289.557),(3 9565.745),(4 10184.748),(5 10775.044),(6 11164.005),(7 11285.339),(8 11525.162),(9 11786.163),(10 11809.041),(11 11989.767),(12 12003.267),(13 12119.104),(14 11916.396),(15 12127.443),(16 12207.544),(17 12234.284),(18 12232.978),(19 12054.767),(20 12075.929),(21 12030.55),(22 12034.66),(23 12001.993),(24 11954.061),(25 12112.696),(26 12379.311),(27 12703.326),(28 12601.762),(29 12420.219),(30 12511.307),(31 12460.817),(32 12427.376),(33 12308.271),(34 12615.421),(35 12495.634),(36 12405.315),(37 12326.133),(38 12380.011),(39 12365.865),(40 12602.3955),(41 12524.046),(42 12533.985),(43 12498.518),(44 12600.445),(45 12283.794),(46 12462.661),(47 12231.054),(48 12277.256),(49 12119.86),(50 12077.862),(51 12121.291),(52 11944.288),(53 12019.314),(54 12112.967),(55 12248.076),(56 12151.957),(57 12218.539),(58 12239.405),(59 12048.221),(60 11965.237),(61 12358.557),(62 12327.887),(63 12398.219),(64 12374.146),(65 12228.073),(66 12290.682),(67 12421.783),(68 12440.926),(69 12493.904),(70 12436.167),(71 12484.338),(72 12500.716),(73 12403.34),(74 12437.234),(75 12291.299),(76 12072.124),(77 12141.522),(78 12485.879),(79 12622.954),
(1 5367.1797),(2 7868.0654),(3 9146.678),(4 9708.894),(5 10366.212),(6 10471.836),(7 10601.93),(8 10888.1),(9 11068.489),(10 11069.469),(11 11128.946),(12 11248.212),(13 11124.5625),(14 11160.372),(15 11307.593),(16 11249.872),(17 11378.804),(18 11324.717),(19 11333.5625),(20 11097.06),(21 11275.149),(22 11072.76),(23 11122.027),(24 11041.83),(25 11204.91),(26 11364.096),(27 11319.466),(28 11397.916),(29 11311.024),(30 11365.329),(31 11421.418),(32 11690.8955),(33 11570.593),(34 11506.596),(35 11257.438),(36 11432.93),(37 11538.198),(38 11505.709),(39 11592.472),(40 11858.872),(41 11679.444),(42 11829.466),(43 11785.877),(44 11979.914),(45 11700.577),(46 11741.178),(47 11682.188),(48 11765.844),(49 11474.719),(50 11532.464),(51 11498.194),(52 11742.558),(53 11745.962),(54 11688.219),(55 11972.841),(56 11746.82),(57 11826.656),(58 11894.186),(59 11789.464),(60 11751.633),(61 11860.85),(62 11880.774),(63 12204.659),(64 12017.482),(65 11976.637),(66 11811.458),(67 11894.487),(68 12017.93),(69 12227.924),(70 12099.67),(71 12252.746),(72 12130.376),(73 12132.404),(74 12345.051),(75 12332.196),(76 12147.604),(77 12185.659),(78 12446.232),(79 12417.952),
(1 5046.7666),(2 7300.801),(3 8520.744),(4 9118.778),(5 9516.701),(6 9596.314),(7 9846.668),(8 9787.639),(9 10116.528),(10 10327.641),(11 10512.111),(12 10418.866),(13 10294.41),(14 10415.656),(15 10443.353),(16 10405.704),(17 10690.321),(18 10764.935),(19 10738.787),(20 10515.454),(21 10486.171),(22 10246.07),(23 10103.041),(24 10209.844),(25 10372.359),(26 10443.196),(27 10535.668),(28 10439.7295),(29 10559.786),(30 10591.4375),(31 10922),(32 11001.884),(33 10975.339),(34 10989.549),(35 10796.446),(36 10868.421),(37 10849.046),(38 10841.941),(39 10823.297),(40 10852.429),(41 10885.357),(42 10955.768),(43 10892.762),(44 10973.676),(45 10727.049),(46 10934.151),(47 10874.577),(48 10883.639),(49 10982.905),(50 10969.36),(51 10946.304),(52 10996.595),(53 10972.107),(54 11110.909),(55 11125.957),(56 11031.508),(57 11280.074),(58 11277.982),(59 11202.726),(60 11120.591),(61 11375.495),(62 11394.148),(63 11423.691),(64 11403.418),(65 11400.352),(66 11406.095),(67 11429.778),(68 11437.69),(69 11540.791),(70 11456.473),(71 11435.884),(72 11388.134),(73 11508.047),(74 11700.985),(75 11738.026),(76 11593.489),(77 11681.564),(78 11842.295),(79 11744.641),
(1 4678.948),(2 6965.0366),(3 8156.5933),(4 8617.8955),(5 9028.504),(6 9218.737),(7 9478.691),(8 9288.224),(9 9580.419),(10 9834.236),(11 10076.032),(12 9990.728),(13 9884.504),(14 9843.391),(15 10051.465),(16 10093.568),(17 10340.001),(18 10497.674),(19 10590.46),(20 10484.6455),(21 10466.449),(22 10212.8125),(23 10170.584),(24 10247.3),(25 10432.038),(26 10567.936),(27 10516.678),(28 10355.535),(29 10427.234),(30 10423.988),(31 10379.301),(32 10554.862),(33 10522.481),(34 10316.008),(35 10250.285),(36 10394.791),(37 10099.776),(38 10217.865),(39 10230.147),(40 10286.615),(41 10267.268),(42 10350.361),(43 10248.646),(44 10363.805),(45 10321.733),(46 10228.387),(47 10252.359),(48 10401.426),(49 10377.045),(50 10460.953),(51 10414.562),(52 10473.139),(53 10561.296),(54 10658.716),(55 10753.131),(56 10516.739),(57 10759.085),(58 10833.454),(59 10837.875),(60 10713.75),(61 10760.954),(62 10716.836),(63 10632.414),(64 10586.79),(65 10662.392),(66 10647.432),(67 10898.124),(68 10995.996),(69 10801.439),(70 10953.508),(71 10905.356),(72 10887.647),(73 10888.602),(74 10918.767),(75 10943.6455),(76 10944.165),(77 10745.385),(78 10831.83),(79 10838.214),
(1 4558.3486),(2 6745.2627),(3 8009.71),(4 8534.7295),(5 8936.045),(6 8973.847),(7 9102.239),(8 9216.758),(9 9324.217),(10 9490.274),(11 9780.213),(12 9897.011),(13 9858.933),(14 9818.316),(15 9794.579),(16 9969.125),(17 10053.963),(18 10249.753),(19 10324.844),(20 10046.928),(21 10026.161),(22 10004.921),(23 9924.014),(24 9854.342),(25 9943.717),(26 10147.971),(27 10173.922),(28 10021.907),(29 9971.23),(30 10152.466),(31 10284.096),(32 10411.586),(33 10222.614),(34 10188.27),(35 10159.366),(36 10278.529),(37 10027.903),(38 9975.6455),(39 10077.207),(40 10280.843),(41 10021.526),(42 9947.911),(43 9835.083),(44 9908.42),(45 9965.419),(46 9948.719),(47 10020.69),(48 10095.925),(49 9990.35),(50 10145.257),(51 10209.638),(52 10039.489),(53 10167.18),(54 10047.1875),(55 10058.414),(56 10136.07),(57 10261.368),(58 10352.664),(59 10546.671),(60 10440.029),(61 10499.463),(62 10332.746),(63 10429.938),(64 10323.853),(65 10426.707),(66 10291.633),(67 10533.633),(68 10711.918),(69 10647.071),(70 10710.317),(71 10661.494),(72 10519.414),(73 10711.701),(74 10612.175),(75 10386.24),(76 10543.774),(77 10570.657),(78 10431.618),(79 10340.426),
(1 4435.136),(2 6550.8877),(3 7702.531),(4 8354.971),(5 8515.39),(6 8667.025),(7 8972.429),(8 9135.442),(9 9338.831),(10 9399.036),(11 9549.494),(12 9390.726),(13 9597.947),(14 9545.798),(15 9594.23),(16 9585.471),(17 9625.838),(18 9572.356),(19 9718.404),(20 9568.347),(21 9613.417),(22 9419.278),(23 9565.513),(24 9530.306),(25 9622.586),(26 9749.727),(27 9817.028),(28 9678.505),(29 9713.977),(30 9775.535),(31 9850.207),(32 9783.582),(33 9722.077),(34 9725.5),(35 9570.319),(36 9570.176),(37 9385.447),(38 9494.011),(39 9549.165),(40 9613.447),(41 9558.46),(42 9522.478),(43 9446.584),(44 9627.199),(45 9591.758),(46 9617.429),(47 9790.23),(48 9780.522),(49 9716.868),(50 9799.28),(51 10131.963),(52 10048.23),(53 10105.116),(54 10121.302),(55 10097.225),(56 10044.585),(57 10039.593),(58 9956.162),(59 10181.18),(60 10063.203),(61 10077.309),(62 9928.074),(63 10167.124),(64 10050.664),(65 10017.8545),(66 9971.567),(67 10128.761),(68 10211.063),(69 10298.618),(70 10215.733),(71 10195.134),(72 10057.341),(73 10147.982),(74 10069.518),(75 10008.0205),(76 9997.727),(77 9983.275),(78 9954.07),(79 9868.515),
(1 4368),(2 6435.032),(3 7438.873),(4 7740.2534),(5 8020.4287),(6 8300.408),(7 8502.524),(8 8657.648),(9 8807.62),(10 8750.012),(11 8840.072),(12 8758.831),(13 9017.882),(14 9087.312),(15 9125.043),(16 9017.661),(17 9155.694),(18 9006.819),(19 9151.639),(20 9238.426),(21 9249.617),(22 9038.855),(23 9149.741),(24 9172.228),(25 9345.971),(26 9357.39),(27 9385.126),(28 9445.535),(29 9260.657),(30 9370.628),(31 9422.302),(32 9506.356),(33 9411.57),(34 9494.821),(35 9425.007),(36 9544.259),(37 9402.901),(38 9422.863),(39 9406.907),(40 9347.259),(41 9339.951),(42 9290.827),(43 9227.085),(44 9260.178),(45 9228.95),(46 9345.323),(47 9394.545),(48 9523.64),(49 9526.168),(50 9448.005),(51 9643.632),(52 9497.852),(53 9741.713),(54 9672.004),(55 9602.229),(56 9513.329),(57 9534.459),(58 9481.232),(59 9508.974),(60 9485.48),(61 9370.402),(62 9204.719),(63 9535.182),(64 9485.905),(65 9591.029),(66 9447.974),(67 9573.519),(68 9620.777),(69 9586.769),(70 9686.265),(71 9867.009),(72 9681.711),(73 9679.299),(74 9688.339),(75 9579.744),(76 9591.365),(77 9605.579),(78 9590.932),(79 9607.6),
(1 4235.153),(2 6100.6494),(3 7217.577),(4 7492.6465),(5 7897.226),(6 8072.5103),(7 8430.996),(8 8577.107),(9 8756.207),(10 8602.094),(11 8840.413),(12 8821.543),(13 8720.011),(14 8755.374),(15 8900.16),(16 8849.362),(17 8933.553),(18 8810.924),(19 8962.149),(20 8989.296),(21 9006.378),(22 8961.955),(23 9018.72),(24 9023.837),(25 9057.049),(26 8945.572),(27 8817.222),(28 8926.314),(29 8740.954),(30 8924.379),(31 8976.263),(32 8953.22),(33 8894.481),(34 8918.376),(35 8843.45),(36 8893.737),(37 8891.293),(38 8878.91),(39 8862.621),(40 8776.236),(41 8820.184),(42 8899.596),(43 8785.688),(44 8754.458),(45 8806.345),(46 8770.65),(47 8687.869),(48 8841.575),(49 8973.425),(50 8951.667),(51 9023.056),(52 8983.778),(53 9062.829),(54 9087.351),(55 9240.355),(56 9240.945),(57 9242.489),(58 9185.779),(59 9235.839),(60 9068.762),(61 9149.699),(62 8954.964),(63 9248.775),(64 9173.711),(65 9253.289),(66 9161.984),(67 9171.041),(68 9211.126),(69 9285.417),(70 9377.897),(71 9479.44),(72 9294.138),(73 9355.729),(74 9268.715),(75 9106.043),(76 9236.269),(77 9392.642),(78 9373.047),(79 9262.5625),
(1 3951.636),(2 5688.027),(3 6751.359),(4 7153.878),(5 7503.974),(6 7713.8296),(7 8047.5986),(8 8137.861),(9 8222.656),(10 8312.882),(11 8451.192),(12 8573.404),(13 8535.072),(14 8582.756),(15 8799.944),(16 8648.684),(17 8659.094),(18 8590.946),(19 8620.427),(20 8646.133),(21 8778.69),(22 8591.468),(23 8781.28),(24 8737.349),(25 8748.678),(26 8639.253),(27 8726.8545),(28 8616.556),(29 8364.697),(30 8512.571),(31 8595.701),(32 8566.081),(33 8376.132),(34 8524.738),(35 8388.166),(36 8267.741),(37 8319.542),(38 8239.854),(39 8250.043),(40 8307.883),(41 8300.794),(42 8337.882),(43 8177.939),(44 8327.104),(45 8346.189),(46 8405.745),(47 8433.385),(48 8523.434),(49 8649.972),(50 8656.897),(51 8638.051),(52 8656.362),(53 8634.649),(54 8747.224),(55 8895.123),(56 8839.521),(57 8817.338),(58 8884.068),(59 8836.705),(60 8741.831),(61 8759.568),(62 8737.51),(63 8913.792),(64 8942.7295),(65 8907.844),(66 8819.277),(67 8801.424),(68 8749.5),(69 8916.537),(70 8869.428),(71 8988.133),(72 8809.403),(73 8862.736),(74 8939.846),(75 8822.373),(76 8800.841),(77 9013.147),(78 9038.566),(79 9020.037),
(1 3860.8357),(2 5543.249),(3 6430.6875),(4 6856.382),(5 7298.753),(6 7455.4644),(7 7641.426),(8 7683.7217),(9 7814.2544),(10 7929.678),(11 8057.306),(12 8187.173),(13 8236.998),(14 8242.317),(15 8547.075),(16 8430.029),(17 8413.548),(18 8513.767),(19 8435.843),(20 8466.195),(21 8580.332),(22 8427.264),(23 8454.736),(24 8495.47),(25 8544.631),(26 8545.147),(27 8575.623),(28 8488.826),(29 8324.463),(30 8320.554),(31 8468.304),(32 8374.21),(33 8305.537),(34 8280.645),(35 8152.0557),(36 8008.372),(37 8168.673),(38 8039.129),(39 8052.156),(40 8111.6274),(41 8056.1973),(42 8200.968),(43 8119.7456),(44 8306.235),(45 8220.2295),(46 8232.411),(47 8183.9316),(48 8277.25),(49 8321.456),(50 8381.756),(51 8399.805),(52 8356.914),(53 8528.556),(54 8533.813),(55 8578.835),(56 8608.639),(57 8573.029),(58 8560.776),(59 8529.98),(60 8501.295),(61 8529.84),(62 8564.702),(63 8939.567),(64 8879.923),(65 8812.029),(66 8828.265),(67 8843.038),(68 8833.319),(69 8709.292),(70 8715.229),(71 8694.647),(72 8689.89),(73 8658.401),(74 8578.618),(75 8599.559),(76 8658.361),(77 8614.504),(78 8655.895),(79 8697.473),
(1 3781.2517),(2 5442.0063),(3 6262.953),(4 6619.531),(5 6900.3975),(6 7047.384),(7 7207.877),(8 7055.41),(9 7376.905),(10 7349.0127),(11 7363.1997),(12 7406.04),(13 7461.937),(14 7541.82),(15 7841.806),(16 7762.235),(17 7923.3296),(18 7928.494),(19 7837.164),(20 7867.3936),(21 7826.1025),(22 7785.463),(23 7837.001),(24 7838.3545),(25 7980.4683),(26 7985.783),(27 7965.9917),(28 7961.8457),(29 7819.7085),(30 7830.387),(31 7838.284),(32 7827.7837),(33 7772.6387),(34 7897.305),(35 7812.5596),(36 7806.5796),(37 7813.3804),(38 7878.4814),(39 7831.2397),(40 7754.1196),(41 7678.092),(42 7798.966),(43 7684.728),(44 7810.964),(45 7750.386),(46 7931.156),(47 7769.455),(48 7803.9355),(49 7917.6313),(50 7921.834),(51 8023.253),(52 7997.083),(53 7952.7534),(54 8092.4614),(55 8228.615),(56 8084.143),(57 8057.3604),(58 8097.2705),(59 8065.8),(60 7955.036),(61 8151.4736),(62 8189.7227),(63 8287.847),(64 8131.647),(65 8137.048),(66 8270.162),(67 8300.034),(68 8181.6855),(69 8247.524),(70 8362.993),(71 8341.72),(72 8136.917),(73 8102.054),(74 8120.1978),(75 8186.409),(76 8196.416),(77 8267.955),(78 8472.451),(79 8469.668),
(1 3656.0908),(2 5348.3574),(3 6163.151),(4 6457.6714),(5 6665.0786),(6 6686.3037),(7 6839.697),(8 6952.247),(9 7192.395),(10 7184.9487),(11 7217.727),(12 7228.481),(13 7350.3506),(14 7402.033),(15 7438.9414),(16 7485.4604),(17 7586.7524),(18 7625.92),(19 7604.8257),(20 7645.6587),(21 7583.611),(22 7610.101),(23 7726.365),(24 7600.575),(25 7759.065),(26 7830.1885),(27 7670.8423),(28 7564.7964),(29 7592.3696),(30 7644.1694),(31 7616.6143),(32 7637.944),(33 7800.359),(34 7741.7266),(35 7538.7295),(36 7394.716),(37 7355.325),(38 7454.5063),(39 7466.0005),(40 7537.4653),(41 7645.275),(42 7715.883),(43 7656.631),(44 7661.6714),(45 7621.0073),(46 7841.344),(47 7762.969),(48 7795.2607),(49 7811.5166),(50 7780.821),(51 7791.694),(52 7776.6),(53 7814.6416),(54 7862.7437),(55 8053.134),(56 7865.337),(57 7918.153),(58 7998.822),(59 8025.438),(60 7711.9116),(61 7953.881),(62 7980.3687),(63 8114.412),(64 7943.43),(65 7982.703),(66 8064.8774),(67 8002.4634),(68 7872.0444),(69 7962.645),(70 8096.3),(71 8183.017),(72 7870.0107),(73 7968.5864),(74 8019.3823),(75 8015.2505),(76 8148.175),(77 8227.679),(78 8254.08),(79 8197.783),
(1 3372.651),(2 4958.1807),(3 5748.564),(4 6036.2676),(5 6171.3965),(6 6261.003),(7 6357.679),(8 6345.5347),(9 6505.4727),(10 6608.733),(11 6608.9043),(12 6565.6563),(13 6720.3877),(14 6762.8765),(15 6936.198),(16 6905.69),(17 6974.256),(18 6968.4126),(19 7029.176),(20 6973.393),(21 7066.7554),(22 7253.452),(23 7198.009),(24 7071.2456),(25 7205.0957),(26 7261.0273),(27 7194.9536),(28 7130.1587),(29 7170.592),(30 7269.1367),(31 7246.1177),(32 7287.206),(33 7298.069),(34 7306.23),(35 7182.8345),(36 7079.981),(37 7077.554),(38 7041.8423),(39 7133.6934),(40 7125.543),(41 7165.6387),(42 7269.648),(43 7173.842),(44 7179.545),(45 7245.0317),(46 7459.229),(47 7272.3096),(48 7442.9165),(49 7333.8584),(50 7310.5903),(51 7374.3867),(52 7317.8633),(53 7399.775),(54 7290.4165),(55 7472.8657),(56 7335.7485),(57 7373.8306),(58 7336.27),(59 7391.8843),(60 7287.4443),(61 7408.8994),(62 7424.8926),(63 7662.194),(64 7592.023),(65 7559.4707),(66 7461.8022),(67 7500.92),(68 7427.9834),(69 7490.4165),(70 7488.9526),(71 7577.396),(72 7549.465),(73 7607.7754),(74 7596.609),(75 7657.1587),(76 7684.839),(77 7706.245),(78 7755.203),(79 7740.642),
(1 3388.054),(2 4984.009),(3 5691.0024),(4 5977.3677),(5 6161.634),(6 6335.1387),(7 6567.71),(8 6693.4766),(9 6724.613),(10 6844.1904),(11 6801.4087),(12 6787.053),(13 6865.6055),(14 6850.0117),(15 7051.7217),(16 7036.1616),(17 7054.0474),(18 7078.543),(19 7139.685),(20 7055.378),(21 7108.374),(22 7114.77),(23 7084.554),(24 6939.0493),(25 7074.2017),(26 7154.578),(27 7186.8193),(28 7101.795),(29 7022.41),(30 7197.462),(31 7244.549),(32 7198.6914),(33 7115.0073),(34 7164.996),(35 7100.78),(36 7070.5435),(37 6992.253),(38 6993.9023),(39 6995.22),(40 7026.332),(41 7068.838),(42 7123.505),(43 7110.7344),(44 7193.6504),(45 7204.186),(46 7291.3403),(47 7305.927),(48 7325.412),(49 7292.3735),(50 7234.0684),(51 7348.046),(52 7201.6616),(53 7192.06),(54 7140.9575),(55 7167.855),(56 7196.215),(57 7254.717),(58 7135.028),(59 7154.239),(60 7169.129),(61 7200.9634),(62 7155.8696),(63 7390.321),(64 7226.2383),(65 7250.284),(66 7246.6333),(67 7250.2124),(68 7141.766),(69 7330.546),(70 7297.185),(71 7515.8804),(72 7349.5635),(73 7343.745),(74 7409.543),(75 7452.1724),(76 7434.3535),(77 7489.9126),(78 7590.4023),(79 7544.936),
(1 3368.6392),(2 4819.9575),(3 5535.89),(4 5902.4395),(5 6012.7676),(6 6067.159),(7 6237.613),(8 6225.6226),(9 6346.949),(10 6437.0444),(11 6575.485),(12 6500.448),(13 6602.7627),(14 6673.2495),(15 6806.1567),(16 6747.981),(17 6783.9854),(18 6651.7573),(19 6679.608),(20 6661.301),(21 6668.525),(22 6742.791),(23 6640.9067),(24 6580.2705),(25 6612.3794),(26 6656.425),(27 6764.296),(28 6708.3184),(29 6660.787),(30 6827.311),(31 6963.2437),(32 6836.811),(33 6846.152),(34 6893.7754),(35 6848.86),(36 6953.5874),(37 6787.4478),(38 6847.1753),(39 6856.7065),(40 6795.151),(41 6853.9673),(42 6986.958),(43 6975.757),(44 6996.073),(45 6954.408),(46 6941.075),(47 6842.514),(48 6927.929),(49 6860.396),(50 6837.4854),(51 6896.36),(52 6860.1704),(53 6792.881),(54 6717.9126),(55 6773.2134),(56 6693.634),(57 6738.216),(58 6739.7954),(59 6793.737),(60 6786.2573),(61 6814.766),(62 6891.2783),(63 7103.2383),(64 6941.0156),(65 6996.703),(66 6913.56),(67 6993.58),(68 6907.583),(69 6971.7046),(70 6979.8237),(71 7032.822),(72 7002.2813),(73 6850.663),(74 6848.751),(75 6869.2524),(76 6987.747),(77 7037.0566),(78 7038.4175),(79 6887.704),
(1 3050.9937),(2 4345.5635),(3 5043.5996),(4 5271.9087),(5 5498.825),(6 5560.723),(7 5744.706),(8 5756.173),(9 5840.8057),(10 5923.4336),(11 6027.2437),(12 5978.2563),(13 6175.0537),(14 6230.427),(15 6383.697),(16 6322.3057),(17 6289.3516),(18 6271.724),(19 6318.5483),(20 6256.424),(21 6312.019),(22 6264.1597),(23 6263.2476),(24 6167.0347),(25 6282.996),(26 6321.675),(27 6316.8525),(28 6274.325),(29 6310.2964),(30 6327.238),(31 6418.409),(32 6447.157),(33 6372.749),(34 6437.6885),(35 6443.17),(36 6411.895),(37 6375.924),(38 6315.6655),(39 6348.616),(40 6299.631),(41 6332.2617),(42 6403.6714),(43 6474.0654),(44 6439.9897),(45 6510.4766),(46 6652.363),(47 6479.702),(48 6583.5864),(49 6458.4316),(50 6521.5127),(51 6599.456),(52 6518.8765),(53 6656.8276),(54 6567.2256),(55 6528.272),(56 6470.983),(57 6467.1387),(58 6392.8843),(59 6426.88),(60 6445.2324),(61 6520.5776),(62 6590.644),(63 6678.855),(64 6585.692),(65 6515.2295),(66 6520.3364),(67 6567.5557),(68 6411.9937),(69 6542.702),(70 6644.742),(71 6747.2896),(72 6799.84),(73 6737.799),(74 6740.249),(75 6609.257),(76 6643.2163),(77 6762.7446),(78 6829.0063),(79 6787.953),
(1 2992.325),(2 4265.765),(3 4783.8765),(4 5054.9595),(5 5239.741),(6 5296.4873),(7 5533.8164),(8 5513.2676),(9 5576.194),(10 5656.4316),(11 5726.416),(12 5726.473),(13 5828.415),(14 5806.8643),(15 6060.405),(16 6076.4624),(17 6001.169),(18 5974.1387),(19 6120.5),(20 6135.9985),(21 6049.5596),(22 5967.207),(23 6003.448),(24 5958.877),(25 5969.491),(26 6026.452),(27 6058.777),(28 6137.0254),(29 6173.335),(30 6234.4893),(31 6343.4336),(32 6258.7764),(33 6224.048),(34 6204.3755),(35 6280.2534),(36 6302.0093),(37 6169.559),(38 6219.1826),(39 6257.984),(40 6147.35),(41 6209.0356),(42 6194.951),(43 6145.912),(44 6173.5083),(45 6206.675),(46 6265.522),(47 6117.8354),(48 6259.274),(49 6259.854),(50 6302.6997),(51 6451.9546),(52 6295.0347),(53 6512.8477),(54 6418.7676),(55 6337.327),(56 6229.3257),(57 6300.281),(58 6297.032),(59 6280.2324),(60 6247.9414),(61 6383.0303),(62 6330.072),(63 6467.8),(64 6290.3384),(65 6241.6655),(66 6187.6387),(67 6333.1426),(68 6227.433),(69 6392.0522),(70 6414.1445),(71 6398.066),(72 6314.2183),(73 6328.3066),(74 6338.741),(75 6295.0894),(76 6377.01),(77 6485.019),(78 6550.722),(79 6545.452),
(1 2887.8894),(2 4087.53),(3 4669.43),(4 4905.6714),(5 5248.838),(6 5323.3315),(7 5404.1646),(8 5577.911),(9 5577.7495),(10 5545.508),(11 5655.5728),(12 5622.3765),(13 5618.467),(14 5678.143),(15 5718.6504),(16 5715.2466),(17 5644.478),(18 5624.4136),(19 5808.292),(20 5801.373),(21 5721.962),(22 5758.426),(23 5772.1006),(24 5713.956),(25 5716.321),(26 5671.328),(27 5746.821),(28 5832.4263),(29 5833.9688),(30 5835.746),(31 5899.8486),(32 5902.296),(33 5860.509),(34 5872.641),(35 5853.3696),(36 5821.4946),(37 5801.2065),(38 5900.5205),(39 5939.8604),(40 5846.684),(41 5916.3203),(42 5982.3433),(43 6049.267),(44 6009.2705),(45 5997.113),(46 5995.246),(47 5862.6987),(48 5999.5684),(49 5956.789),(50 5996.315),(51 6111.148),(52 6096.051),(53 6092.7783),(54 6023.3784),(55 5978.024),(56 5814.0283),(57 5821.8545),(58 5937.106),(59 5992.84),(60 5984.58),(61 6123.5337),(62 6118.7954),(63 6125.1934),(64 5973.7515),(65 6085.5957),(66 5935.647),(67 6019.235),(68 6016.5464),(69 5956.3384),(70 6017.8096),(71 6049.766),(72 5968.5293),(73 6025.1953),(74 6032.9985),(75 5948.0215),(76 5996.3203),(77 6078.4063),(78 6213.5166),(79 6168.845),
