1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 19352.861),(2 47845.46),(3 76124.36),(4 109914.414),(5 139699.53),(6 166567.72),(7 187072.38),(8 200905.38),(9 207573.44),(10 208925.63),(11 207708.05),(12 202022.28),(13 195471.75),(14 188287.39),(15 181142.06),(16 176608.53),(17 172451.58),(18 172251.97),(19 173685.67),(20 177853.77),(21 184249.55),(22 189627.89),(23 192972.8),(24 196289.55),(25 197473.84),(26 197501.05),(27 196288.34),(28 195689.58),(29 194189.25),(30 193083.4),(31 192856.75),(32 191614.92),(33 190850.78),(34 191555.25),(35 192034.61),(36 192483.75),(37 194608.58),(38 197059.27),(39 197920.02),(40 199421.94),(41 201576.53),(42 204909.25),(43 206766.56),(44 208239.69),(45 210394.33),(46 211490.78),(47 211714.78),(48 211299.42),(49 210290.38),(50 209849.44),(51 208784.98),(52 209063.22),(53 209998.81),(54 211178.27),(55 212144.06),(56 212010.92),(57 212473.58),(58 213289.17),(59 212818.31),(60 211145.23),(61 208686.86),(62 205281.88),(63 201559.31),(64 197630.31),(65 194449.33),(66 191217.97),(67 187181.08),(68 185553.05),(69 184681.72),(70 184053.42),(71 182034.55),(72 180824.55),(73 182302.67),(74 183613.38),(75 185045),(76 187416.6),(77 188894.75),(78 190419.84),(79 190833.34),
(1 18707.576),(2 47010.297),(3 75429.07),(4 108727.48),(5 137743.3),(6 162814.55),(7 181651.14),(8 194079.19),(9 199391.53),(10 199690.9),(11 197007.97),(12 190997.06),(13 184778.42),(14 177610.72),(15 170197.2),(16 164070.73),(17 157051.64),(18 153225.88),(19 153397.34),(20 156739.44),(21 160959.48),(22 165980.73),(23 169736.66),(24 173274.94),(25 174938.19),(26 176313.23),(27 177741.23),(28 178524.75),(29 178103.67),(30 177775.53),(31 178227.13),(32 178259.06),(33 178378.58),(34 178446.86),(35 177927.66),(36 178176.36),(37 177505.08),(38 178874.36),(39 181268.7),(40 183933.83),(41 186359.73),(42 189868.42),(43 191303.06),(44 191562.44),(45 192537.81),(46 193933.31),(47 193841.8),(48 193789.23),(49 194139.64),(50 194344.33),(51 193504.63),(52 192896.08),(53 193586.52),(54 195000.03),(55 196923.11),(56 198345.61),(57 199645.16),(58 200053.75),(59 199719.86),(60 198967.14),(61 197022.17),(62 195603.45),(63 193700.94),(64 191902.75),(65 190215.1),(66 186841.39),(67 183171.81),(68 180992.6),(69 180313.3),(70 178503.61),(71 177045),(72 175961.23),(73 175332.58),(74 175339.81),(75 176354.56),(76 178113.94),(77 178474.02),(78 179679.63),(79 179704.77),
(1 18554.525),(2 46357.15),(3 74322.89),(4 105981.984),(5 134130.88),(6 158360.75),(7 176012.03),(8 187548.81),(9 194409.4),(10 197342.36),(11 198469.48),(12 195920.03),(13 191689.86),(14 186903.94),(15 181637.44),(16 177203.3),(17 172166.08),(18 168260.27),(19 166685.34),(20 167632.61),(21 171399.97),(22 175219.83),(23 177189.48),(24 179701.25),(25 180797.48),(26 182116.36),(27 183944.48),(28 185366.3),(29 185455.22),(30 186775.83),(31 187741.36),(32 189665.53),(33 191375.97),(34 191909.8),(35 192752.17),(36 193990.8),(37 195240.97),(38 195421.39),(39 197242.3),(40 198647.69),(41 200949.88),(42 203921.3),(43 204816.75),(44 204495.19),(45 204322.98),(46 204631.44),(47 205759.5),(48 206223.95),(49 206937.89),(50 207478.86),(51 207239.39),(52 207177.88),(53 208411.86),(54 209226.66),(55 209632.92),(56 209502.03),(57 208772.47),(58 207738.03),(59 206715.08),(60 203870.06),(61 200595.73),(62 198163.14),(63 195815.03),(64 193592.89),(65 191437.64),(66 189400.17),(67 187601.8),(68 185934.2),(69 185361.33),(70 185071.58),(71 185397.88),(72 185052),(73 185383.48),(74 185360.36),(75 186287.11),(76 188157.83),(77 188881.34),(78 190676.73),(79 191894.72),
(1 18430.791),(2 46441.13),(3 74012.64),(4 104705.6),(5 130085.9),(6 151496.53),(7 167217.98),(8 177072.3),(9 182039.94),(10 182653.03),(11 182438.88),(12 178494.56),(13 173795.9),(14 168830.92),(15 163070.69),(16 158640.7),(17 152929.4),(18 149816.69),(19 150009.86),(20 152671.31),(21 156023.16),(22 158703.63),(23 160317.38),(24 161965.17),(25 162419.17),(26 162672.14),(27 162959.11),(28 163242.33),(29 163545.47),(30 164633.7),(31 165866.8),(32 166286.61),(33 166984.4),(34 166816.48),(35 166604.86),(36 166267.06),(37 166895.72),(38 168220.64),(39 170059.17),(40 173116.6),(41 176312.89),(42 177981.6),(43 178864.4),(44 178986.03),(45 177583.33),(46 177005.5),(47 176793.1),(48 176905.7),(49 175913.47),(50 176661.67),(51 177562.58),(52 178591.61),(53 179039.06),(54 181976.44),(55 185080.9),(56 187702.8),(57 190583.56),(58 191384.58),(59 191518.72),(60 190219.6),(61 187303.75),(62 184888.98),(63 181967.72),(64 179178.02),(65 176930.11),(66 174552.53),(67 171598.44),(68 167700.06),(69 165278.77),(70 163822.66),(71 164442.84),(72 164899.58),(73 165529.48),(74 166780.44),(75 167942.44),(76 171241.97),(77 172677.95),(78 174262.84),(79 175774.86),
(1 18531.059),(2 46063.254),(3 74418.35),(4 106601.97),(5 134035.4),(6 157985.4),(7 175641.67),(8 186395.08),(9 192038.03),(10 192642.17),(11 190858.36),(12 185697.8),(13 179564.88),(14 173240.1),(15 167096.11),(16 163649.92),(17 160518.67),(18 159656.48),(19 161138.6),(20 163672.75),(21 168218.95),(22 172330.23),(23 175229.77),(24 178397.25),(25 179856.1),(26 179968.48),(27 178575.05),(28 176907.52),(29 175552),(30 174997.02),(31 175575.25),(32 175787.89),(33 177018.2),(34 177995.34),(35 179178.63),(36 180429.42),(37 181798.36),(38 182329.6),(39 182727.38),(40 183936.98),(41 183838.22),(42 184228.95),(43 184979.77),(44 184782.67),(45 185232.55),(46 185033.42),(47 184345.08),(48 184627.2),(49 183987.11),(50 184040.25),(51 183383.02),(52 183896.67),(53 184944.88),(54 185834.83),(55 187268.95),(56 189384.8),(57 190623.52),(58 192002.4),(59 193217.13),(60 194607.72),(61 194934.4),(62 195843.2),(63 195980.92),(64 195068.61),(65 192594.61),(66 187591.94),(67 182717.77),(68 179398.39),(69 177183.08),(70 175492.06),(71 174842.02),(72 175174.34),(73 177179.34),(74 178390.66),(75 179310.22),(76 181254.8),(77 182928.98),(78 183771.05),(79 184628.8),
(1 18439.145),(2 46254.4),(3 74471.4),(4 106136.664),(5 133767.28),(6 157166.55),(7 173825.42),(8 183856),(9 188582.67),(10 189334.39),(11 187470.88),(12 182478.2),(13 175398.06),(14 167312.81),(15 160086.56),(16 154520.7),(17 150625.16),(18 149607.03),(19 150354.45),(20 154302.7),(21 159195.98),(22 163436.75),(23 168347.11),(24 172727.73),(25 174257.94),(26 174426.5),(27 172970.33),(28 171108.6),(29 169423.83),(30 167995.03),(31 167136.58),(32 167394.98),(33 167936.66),(34 168529.97),(35 169001.89),(36 170510.47),(37 172058.94),(38 173506.47),(39 174454.39),(40 174348.81),(41 173083.73),(42 171879.75),(43 170960.69),(44 169794.5),(45 168938.75),(46 168505.5),(47 167696.47),(48 167581.75),(49 165854.89),(50 164093.9),(51 164874.13),(52 165670.69),(53 166846.33),(54 168375.53),(55 169622.02),(56 171085.69),(57 172611.06),(58 174057.67),(59 176098.7),(60 177959.69),(61 178040.13),(62 178464.48),(63 177236.94),(64 175005.72),(65 171998.03),(66 168851.31),(67 165329.23),(68 161946.2),(69 159729.16),(70 159137.9),(71 159519.5),(72 160212.77),(73 160774.33),(74 161668.6),(75 163421.75),(76 164758.19),(77 165024.66),(78 166433.83),(79 167747.4),
(1 18298.22),(2 45930.98),(3 73968.65),(4 105302.85),(5 132004.92),(6 155148.27),(7 171917.77),(8 183082.72),(9 189079.63),(10 190252.02),(11 188112.02),(12 182713.8),(13 176813.84),(14 170416.63),(15 164706.06),(16 161285.92),(17 158568.58),(18 158022.02),(19 159857.14),(20 163612.14),(21 166739.14),(22 170677.27),(23 173822.42),(24 175802.61),(25 175977.34),(26 174713.25),(27 171360.9),(28 169658.31),(29 168487.75),(30 168274.97),(31 168320.39),(32 168776.63),(33 169887.39),(34 171391.1),(35 173451.1),(36 174894.92),(37 175310.56),(38 176544.22),(39 176872.2),(40 177112.48),(41 176833.31),(42 177170.42),(43 177751.55),(44 178066.63),(45 178180),(46 178504.73),(47 177944.5),(48 177301.6),(49 176612.31),(50 176045.02),(51 175313.48),(52 175425.1),(53 176544.1),(54 177424.19),(55 179233.64),(56 180564.73),(57 181341.9),(58 182476.33),(59 182485.13),(60 181706.64),(61 180494.3),(62 178981.86),(63 176140.61),(64 174482.16),(65 171432.61),(66 167695.63),(67 164486.2),(68 162204),(69 161263.22),(70 160424.7),(71 160233.81),(72 161013.23),(73 162133.58),(74 162376.5),(75 163468.58),(76 165820.63),(77 166607.17),(78 168417.2),(79 168969.14),
(1 17611.791),(2 43927.08),(3 69955.836),(4 98607.76),(5 123119.51),(6 144043.61),(7 159692.9),(8 169118),(9 173195.63),(10 172297.13),(11 168736.6),(12 162673.47),(13 156406.69),(14 149919.77),(15 145087.48),(16 142450.94),(17 139958.52),(18 139089.64),(19 141144.4),(20 143653.44),(21 146205.47),(22 149031.67),(23 150599.2),(24 152366.13),(25 152312.89),(26 151971.08),(27 150291.33),(28 149401.94),(29 149592.84),(30 150933.48),(31 152827.56),(32 154601.3),(33 155642.8),(34 156479.75),(35 156961.97),(36 158189.7),(37 159421.9),(38 160237.52),(39 162210.17),(40 165157.28),(41 166563.17),(42 169982.38),(43 171702.4),(44 172680.05),(45 173096.88),(46 173440.17),(47 172514.8),(48 171856.55),(49 172254.11),(50 173817.55),(51 176058.16),(52 178607.13),(53 180937.23),(54 182084.5),(55 183690.13),(56 183242.53),(57 181982.48),(58 180591.55),(59 178090.05),(60 175559.25),(61 172646.64),(62 169854.58),(63 167438.67),(64 165633.03),(65 162974.78),(66 160239.55),(67 157807.69),(68 157630.77),(69 157654.84),(70 157355.55),(71 157432.22),(72 157061.28),(73 156777.2),(74 158074.6),(75 159244.4),(76 160310.38),(77 161694.25),(78 162498.3),(79 163450.45),
(1 17721.7),(2 43753.62),(3 69088.914),(4 96922.71),(5 120886.984),(6 140942.36),(7 155719.72),(8 163566.47),(9 166617.03),(10 165408.64),(11 161759.22),(12 156395.33),(13 150252.1),(14 143704.9),(15 138508.92),(16 135586.73),(17 133566.7),(18 132729.48),(19 133159.42),(20 135708.33),(21 138999.58),(22 142029.69),(23 144426.13),(24 146409.08),(25 147129.95),(26 147099.48),(27 145717.34),(28 144185.31),(29 142570.69),(30 141696.94),(31 141030.02),(32 141434.11),(33 142226.23),(34 143168.94),(35 144578.97),(36 146003.69),(37 147688.73),(38 149663.7),(39 153047.53),(40 155418.83),(41 156267),(42 157817.2),(43 158593.08),(44 158225.06),(45 158755.48),(46 157677.89),(47 156731.52),(48 155937.8),(49 155921.52),(50 157638.47),(51 158307.28),(52 158641.06),(53 158127.63),(54 158908.45),(55 160388.9),(56 161809.97),(57 162909.42),(58 162827.88),(59 161923.63),(60 160400.48),(61 158195.86),(62 155863.98),(63 153205.13),(64 150696.73),(65 148928.8),(66 146908.7),(67 145784.11),(68 145665.5),(69 146248.66),(70 147310.03),(71 147206.08),(72 147603),(73 148885.45),(74 150716.4),(75 152344.75),(76 153112.84),(77 153521.78),(78 154039.83),(79 154238.2),
(1 16962.139),(2 42562.758),(3 67638.39),(4 94636.46),(5 117757.09),(6 136667.28),(7 150415.97),(8 156475.63),(9 158578.53),(10 157305.2),(11 153789.2),(12 149163.3),(13 144099.33),(14 138998.75),(15 134908.78),(16 132852.27),(17 130991.625),(18 131764.3),(19 134218.64),(20 138479.03),(21 143061.88),(22 146816.13),(23 149745.4),(24 152640.28),(25 153798.75),(26 153500.7),(27 153667.19),(28 153801.67),(29 153400.55),(30 152822.13),(31 152166.4),(32 151754.38),(33 151540.56),(34 151066.34),(35 150215.58),(36 148751.77),(37 147357.55),(38 146799.63),(39 146991.75),(40 147181.81),(41 147135),(42 147202.67),(43 148126.8),(44 149424.92),(45 150129.11),(46 150862.81),(47 151170.19),(48 150965.88),(49 151032.23),(50 151669.3),(51 153062.81),(52 154070.05),(53 153554.78),(54 154199.42),(55 154999.28),(56 154871.84),(57 155452.55),(58 155986.34),(59 154998.4),(60 153927.77),(61 153058.81),(62 152272.8),(63 151422.53),(64 150534.23),(65 148566.56),(66 147453.11),(67 147902.45),(68 147315.8),(69 147892.13),(70 149377.55),(71 150460.75),(72 150825.08),(73 150263.73),(74 150181.84),(75 150679.8),(76 150698.16),(77 150658.27),(78 150391.4),(79 151201.03),
(1 17085.883),(2 42782.953),(3 67806.805),(4 94151.21),(5 116991.375),(6 135654.28),(7 148989.88),(8 155975.28),(9 159150.8),(10 158568.47),(11 155007.4),(12 149123.78),(13 142903.08),(14 136590.64),(15 131646.77),(16 129040.055),(17 127072.43),(18 127069.805),(19 128701.49),(20 131569.31),(21 135341.94),(22 138458.9),(23 141070.42),(24 142182.86),(25 142413.95),(26 142846.73),(27 142867.11),(28 143094.36),(29 143526.83),(30 143229.38),(31 142610.95),(32 141536.23),(33 140440.39),(34 140258.86),(35 140145.52),(36 140019.4),(37 140875.53),(38 141104.1),(39 142139.58),(40 141923.78),(41 141467.88),(42 142136.1),(43 141982.83),(44 141427.31),(45 143020.36),(46 144493.83),(47 144659.1),(48 144884.8),(49 145440.58),(50 145329.28),(51 145736.9),(52 146114.7),(53 146328.38),(54 147007.34),(55 148056.64),(56 148281.31),(57 148467.6),(58 148408.28),(59 147511.56),(60 146811.95),(61 145767.6),(62 144968.78),(63 144987.47),(64 145913.31),(65 145981.48),(66 145258.2),(67 144376.9),(68 143272.89),(69 143325.72),(70 143812.52),(71 144225.33),(72 144131.72),(73 144291.98),(74 145057.42),(75 145082.03),(76 146131.38),(77 146688.58),(78 146765.64),(79 147096.72),
(1 17257.17),(2 42146.066),(3 66011.984),(4 93167.74),(5 116377.914),(6 135251.11),(7 148695.02),(8 156724.64),(9 160507.06),(10 160055.7),(11 156780.63),(12 151664.56),(13 146141.72),(14 140901.67),(15 136790.14),(16 134249.11),(17 132532.16),(18 132897.13),(19 135420.45),(20 139228.17),(21 142435.25),(22 144392.7),(23 145751.63),(24 145920.66),(25 145522.34),(26 146089.55),(27 145482.61),(28 144924.8),(29 144571.11),(30 144563.77),(31 144519.03),(32 144451.63),(33 144859.4),(34 145110.02),(35 145324.8),(36 144953.42),(37 144759.25),(38 144549.97),(39 145388.33),(40 146111.73),(41 146296.69),(42 147674.98),(43 148264.16),(44 149457.98),(45 151150.27),(46 150427),(47 150107.98),(48 149804.95),(49 149280.25),(50 149532.78),(51 151122.77),(52 152856.38),(53 154628.28),(54 155576),(55 156334.42),(56 157263.2),(57 158155.81),(58 157715.44),(59 156096.56),(60 153947.16),(61 152691.31),(62 151167.67),(63 149970.66),(64 149670.98),(65 149208.45),(66 147904.05),(67 147513.31),(68 146360.22),(69 147306.27),(70 148069.23),(71 149472.13),(72 150095.33),(73 151175.34),(74 151873.28),(75 152086.55),(76 154759.38),(77 156279.34),(78 157481.14),(79 158423.63),
(1 17305.34),(2 42723.406),(3 66338.99),(4 91838.164),(5 113002.09),(6 128808.55),(7 139778.58),(8 145755.94),(9 148365.16),(10 146892.94),(11 143836.13),(12 139224.1),(13 135136.88),(14 131527.95),(15 129750.89),(16 129991.04),(17 130702.89),(18 132203.53),(19 134936.66),(20 138400.05),(21 141550.3),(22 143573.22),(23 143976.53),(24 143890.63),(25 142756.81),(26 141958.17),(27 141066.66),(28 141141.06),(29 141483.28),(30 141210.77),(31 141925.05),(32 142329.44),(33 142570.05),(34 142897.97),(35 142718.9),(36 142096.11),(37 140870.9),(38 139714.13),(39 139335.58),(40 139698.95),(41 139694.95),(42 140218.27),(43 140985.83),(44 141668.11),(45 142669.73),(46 143715.5),(47 144081.19),(48 144029.53),(49 144624.78),(50 146160.84),(51 147506.06),(52 149339.95),(53 151118.22),(54 153295.58),(55 155100.83),(56 155925.9),(57 156725.64),(58 155843.4),(59 154480.42),(60 153532.44),(61 151505.66),(62 148734.88),(63 147009.77),(64 146188.6),(65 144803.47),(66 143281.66),(67 140942.05),(68 139964.4),(69 139945.19),(70 139105.19),(71 139718.88),(72 140177.84),(73 140846.55),(74 142007.94),(75 142452.84),(76 144224.02),(77 144988.13),(78 146308.38),(79 147006.05),
(1 16175.356),(2 39309.223),(3 62269.438),(4 87492.96),(5 108307.16),(6 125410.06),(7 138140.92),(8 145922.8),(9 149180.48),(10 148608.7),(11 146125.39),(12 141902.28),(13 137717.77),(14 134009.08),(15 130856.77),(16 128631.68),(17 128087.15),(18 129358.06),(19 130674.625),(20 132637.36),(21 134285.95),(22 135606.83),(23 136914.23),(24 136632.94),(25 135070.39),(26 134138.48),(27 132420.33),(28 131217.22),(29 130555.445),(30 130552.6),(31 131302.45),(32 131174.5),(33 131383.58),(34 132129.73),(35 132154.63),(36 132508.11),(37 133235.17),(38 134056.63),(39 135120.3),(40 135612.39),(41 135265.95),(42 135053.08),(43 135066.83),(44 134944.23),(45 135536.55),(46 136452.47),(47 138506.53),(48 139897.72),(49 140977.19),(50 142397.83),(51 143053.64),(52 143800.55),(53 143900.98),(54 143625.25),(55 143818.19),(56 143595.17),(57 142446.22),(58 141066.27),(59 138431.23),(60 136055.08),(61 135197.63),(62 133245.6),(63 131954.06),(64 130527.28),(65 129248.84),(66 128485.875),(67 127960.69),(68 127716.336),(69 128472.65),(70 129919.68),(71 130394.086),(72 130151.37),(73 129711.54),(74 129829.71),(75 129877.21),(76 131388.95),(77 131314.03),(78 131833.19),(79 132836.23),
(1 16032),(2 39490.727),(3 62628.965),(4 87915.695),(5 109158.69),(6 125969.83),(7 138296.64),(8 143597.38),(9 145801.72),(10 145737.97),(11 143705.33),(12 140289.97),(13 136940.5),(14 134749.6),(15 132753.64),(16 130939.47),(17 129643.65),(18 130346.93),(19 131828.14),(20 133676.78),(21 135159.45),(22 137363.56),(23 137702.44),(24 137511.2),(25 136540.81),(26 135877.22),(27 135007.53),(28 133787.08),(29 133743.36),(30 134534.9),(31 134078.77),(32 134871.31),(33 135821.81),(34 136490.28),(35 137317.72),(36 137765.88),(37 137876.77),(38 138413.95),(39 139256.25),(40 138921.14),(41 138406.55),(42 136802.14),(43 136288.31),(44 135407.27),(45 134289.86),(46 133534.53),(47 132504.08),(48 131290.8),(49 130543.34),(50 130863.96),(51 132204.2),(52 133858.39),(53 135656.52),(54 136689.16),(55 137505.05),(56 137574.61),(57 136743.33),(58 135620.55),(59 134084),(60 132843.88),(61 131092.42),(62 128602.484),(63 126548.63),(64 125747.484),(65 126357.734),(66 126551.484),(67 126273.05),(68 126180.68),(69 127393.99),(70 127572.945),(71 128217.61),(72 128610.484),(73 128309.84),(74 128745.05),(75 129356.95),(76 130455.97),(77 130780.73),(78 132286.8),(79 133470.38),
(1 16177.564),(2 39843.402),(3 63073.86),(4 88977.33),(5 109445.445),(6 125148.555),(7 135438.47),(8 139255.08),(9 140083.13),(10 138211.73),(11 135137.55),(12 131363.95),(13 127821.94),(14 124337.34),(15 120890.04),(16 118592.81),(17 116885.63),(18 117716.41),(19 119450.2),(20 121854.04),(21 124571.56),(22 126491.62),(23 126861.11),(24 126925.07),(25 124738.44),(26 123370.03),(27 121155.86),(28 120160.86),(29 119990.18),(30 120261.09),(31 121053.71),(32 122046.14),(33 123111.36),(34 123662.92),(35 124460.03),(36 124762.87),(37 125281.6),(38 125304.58),(39 126527.19),(40 127970.375),(41 128574.2),(42 129717.77),(43 131583.08),(44 133088.56),(45 134011.94),(46 134375.84),(47 134273.94),(48 134786.02),(49 135385.11),(50 135015.88),(51 134861.58),(52 135469.81),(53 135501.03),(54 134382.64),(55 134316.69),(56 134552.23),(57 134654.52),(58 134129.06),(59 132404.83),(60 130539.19),(61 128076.28),(62 125963.05),(63 125074.805),(64 125153.65),(65 124910.84),(66 124219.21),(67 122809.414),(68 123700.92),(69 125295.82),(70 127120.33),(71 128199.08),(72 128342.55),(73 129235.8),(74 129958.09),(75 130407.3),(76 131074.05),(77 131042.66),(78 132124.6),(79 132977.61),
(1 16012.054),(2 39057.32),(3 61686.984),(4 86724.39),(5 106526.07),(6 122392.234),(7 132370.13),(8 136342.81),(9 137486.25),(10 136881.66),(11 133835.36),(12 130182.4),(13 126876.875),(14 123515.836),(15 121440.66),(16 120474.56),(17 120341.695),(18 121500.11),(19 124202.86),(20 127140.64),(21 129195.19),(22 130891.805),(23 131130.97),(24 130924.91),(25 129218.266),(26 126958.04),(27 124619.555),(28 123012.766),(29 122253.39),(30 121342.37),(31 120546.92),(32 120232.67),(33 120564.5),(34 120310.8),(35 120151.76),(36 120408.336),(37 121189.48),(38 121161.266),(39 121755.59),(40 122843.42),(41 122846.42),(42 122812.07),(43 123094.54),(44 123478.71),(45 124582.8),(46 125159.234),(47 125557.54),(48 126520.91),(49 126737.08),(50 127087.26),(51 128040.16),(52 128686.98),(53 128672.09),(54 129384.08),(55 129335.93),(56 129510.83),(57 129919.19),(58 128799.43),(59 128154.86),(60 127443.01),(61 125783.69),(62 124720.805),(63 122903.67),(64 122419.3),(65 122432.164),(66 121473.46),(67 120952.1),(68 120920.48),(69 121975.94),(70 123955.53),(71 125517.51),(72 126271.875),(73 126754.055),(74 125994.64),(75 125889.37),(76 126373.53),(77 126533.89),(78 126207.42),(79 126442.77),
(1 15475.645),(2 37713.52),(3 59070.82),(4 82508.2),(5 101863.67),(6 117306.56),(7 127273.82),(8 131030.69),(9 130785.09),(10 127495.1),(11 123460.64),(12 118068.37),(13 112978.86),(14 108664.64),(15 106454.984),(16 105984.68),(17 106368.35),(18 108137.89),(19 110270.42),(20 112261.46),(21 114034.086),(22 115319.195),(23 114925.945),(24 113086.41),(25 111870.09),(26 110431.54),(27 108880.65),(28 108047.46),(29 107880.83),(30 108838.46),(31 109482.11),(32 110034.734),(33 110164.46),(34 110207.47),(35 111110.07),(36 111773.21),(37 112355.73),(38 112422.36),(39 111694.24),(40 111375.43),(41 111719.016),(42 111660.13),(43 112619.766),(44 112427.62),(45 111978.98),(46 111842.41),(47 111928.46),(48 112530.65),(49 113086.69),(50 114417.8),(51 116242.55),(52 117580.27),(53 119278.484),(54 120746.6),(55 121908.64),(56 122748.2),(57 122806.2),(58 122791.54),(59 121990.55),(60 120546.83),(61 118927.375),(62 117390.695),(63 116257.02),(64 115424.3),(65 115328.09),(66 115190.54),(67 115565.7),(68 116435.69),(69 117491.7),(70 117479.4),(71 117348.2),(72 117230.164),(73 116986.89),(74 117184.85),(75 117938.516),(76 119233.26),(77 119734.61),(78 120390.68),(79 120369.086),
(1 15311.852),(2 37322.547),(3 58903.97),(4 82158.02),(5 102481.55),(6 117691.98),(7 126607.9),(8 130401.2),(9 130431.21),(10 126887.73),(11 121924.766),(12 116480.25),(13 112817.18),(14 110227.41),(15 108690.47),(16 107766.78),(17 108905.31),(18 111689.15),(19 114173.87),(20 116284.8),(21 117588.36),(22 118591.445),(23 118117.75),(24 117662.914),(25 116964.99),(26 116337.586),(27 114810.336),(28 114560.45),(29 114400.984),(30 115551.8),(31 116983.9),(32 118298.85),(33 119558.44),(34 120101.05),(35 119921.75),(36 119711.09),(37 120216.58),(38 121709.58),(39 122411.766),(40 122929.32),(41 123221.84),(42 124375.04),(43 125397.336),(44 125410.73),(45 124143.125),(46 123044.78),(47 121890.78),(48 121390.586),(49 120640.75),(50 121105.21),(51 122706.4),(52 124134.88),(53 125039.71),(54 126002.33),(55 127134.88),(56 127286.37),(57 127978.17),(58 126697.31),(59 124664.74),(60 123303.97),(61 121546.33),(62 120844.36),(63 119256.305),(64 117307.6),(65 116392.62),(66 115869.84),(67 115633.734),(68 115391.53),(69 115359.37),(70 115225.53),(71 115717.48),(72 116434.81),(73 116032.16),(74 115873.91),(75 116806.07),(76 119176.82),(77 120588.336),(78 121878.03),(79 121964.29),
