1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109.35404),(2 165.05411),(3 214.54294),(4 222.958),(5 231.65709),(6 238.17358),(7 245.64792),(8 249.25778),(9 252.53119),(10 255.20164),(11 258.53485),(12 261.50195),(13 262.9137),(14 265.85144),(15 268.07895),(16 268.97687),(17 267.3923),(18 266.0308),(19 264.23187),(20 264.52777),(21 265.54584),(22 266.64923),(23 265.67682),(24 264.3502),(25 262.88504),(26 266.77124),(27 268.87653),(28 270.55713),(29 268.6706),(30 270.34357),(31 278.68213),(32 275.03183),(33 277.27957),(34 276.0793),(35 279.32898),(36 278.70563),(37 278.73544),(38 275.28842),(39 275.3992),(40 276.1277),(41 278.55005),(42 279.34158),(43 279.85565),(44 275.1618),(45 274.9335),(46 273.90292),(47 273.01434),(48 278.0077),(49 280.8396),(50 284.1046),(51 286.35284),(52 284.53235),(53 283.00345),(54 283.5305),(55 280.96234),(56 280.43854),(57 278.96158),(58 277.73032),(59 277.01782),(60 274.6579),(61 276.35764),(62 276.8336),(63 273.72968),(64 272.48975),(65 274.66992),(66 277.38138),(67 276.66312),(68 276.88675),(69 278.8334),(70 278.7168),(71 278.29315),(72 279.10483),(73 281.30093),(74 283.30698),(75 283.48105),(76 282.50497),(77 284.60104),(78 284.10056),(79 284.5817),
(1 108.56549),(2 163.01706),(3 208.8635),(4 216.65999),(5 223.28355),(6 233.96301),(7 241.07675),(8 244.93979),(9 249.41223),(10 253.83002),(11 257.67883),(12 261.1107),(13 264.47775),(14 268.0778),(15 272.04953),(16 269.98712),(17 266.81952),(18 266.48434),(19 263.47388),(20 262.05734),(21 261.6013),(22 261.28027),(23 261.92572),(24 263.7044),(25 264.76788),(26 263.62576),(27 265.52856),(28 261.91458),(29 260.18616),(30 258.50607),(31 269.58966),(32 264.42685),(33 267.13965),(34 266.1656),(35 267.07507),(36 267.27518),(37 269.0861),(38 269.42908),(39 268.89706),(40 266.07205),(41 267.83835),(42 267.90488),(43 266.59372),(44 265.89383),(45 264.95657),(46 265.30438),(47 266.52075),(48 266.57794),(49 269.10114),(50 272.80887),(51 274.47684),(52 273.31796),(53 272.56342),(54 272.7708),(55 273.14423),(56 272.94766),(57 274.64914),(58 274.68912),(59 272.79517),(60 274.61075),(61 277.19626),(62 280.26846),(63 279.2833),(64 277.4753),(65 277.03415),(66 280.9171),(67 282.99118),(68 283.98474),(69 281.15872),(70 278.58685),(71 275.18884),(72 273.09653),(73 273.4498),(74 274.96262),(75 276.42734),(76 278.5512),(77 280.2351),(78 279.94794),(79 281.65723),
(1 110.14756),(2 163.91539),(3 207.94386),(4 216.18242),(5 223.48866),(6 227.91824),(7 234.99774),(8 238.04587),(9 240.51697),(10 245.24243),(11 248.75409),(12 252.4198),(13 257.408),(14 258.82684),(15 260.66672),(16 262.0825),(17 262.15683),(18 260.7498),(19 259.16214),(20 256.589),(21 255.26225),(22 254.88495),(23 258.55493),(24 260.68732),(25 261.3918),(26 261.22702),(27 262.2756),(28 264.56946),(29 260.3465),(30 259.21005),(31 265.18726),(32 257.4114),(33 258.97125),(34 257.2934),(35 260.43005),(36 261.35468),(37 261.77646),(38 258.96936),(39 256.95206),(40 254.55142),(41 258.0092),(42 259.25943),(43 260.58215),(44 262.21558),(45 265.3895),(46 266.38333),(47 268.12875),(48 268.91623),(49 267.83646),(50 271.0279),(51 271.97607),(52 271.63452),(53 270.2138),(54 269.48517),(55 268.88455),(56 270.2363),(57 269.86102),(58 270.7242),(59 271.66412),(60 274.2374),(61 276.18246),(62 278.849),(63 276.29776),(64 274.75302),(65 273.8775),(66 274.6591),(67 278.1431),(68 277.94162),(69 275.69052),(70 275.58826),(71 275.2491),(72 276.2053),(73 276.05566),(74 276.12494),(75 275.78),(76 275.8202),(77 277.11334),(78 276.9417),(79 277.65875),
(1 107.75214),(2 160.40236),(3 200.95087),(4 209.78326),(5 216.34052),(6 218.50604),(7 224.72383),(8 229.28079),(9 232.98277),(10 237.84962),(11 240.1326),(12 244.02048),(13 246.46297),(14 247.69649),(15 250.99692),(16 252.6476),(17 251.72066),(18 251.52821),(19 248.02267),(20 247.3942),(21 248.72047),(22 250.07224),(23 251.85979),(24 251.72073),(25 250.86206),(26 250.21661),(27 252.26746),(28 252.74799),(29 250.87897),(30 249.38258),(31 257.78482),(32 254.72067),(33 257.4284),(34 256.29907),(35 257.9762),(36 259.1319),(37 261.97415),(38 260.62384),(39 259.07745),(40 260.51016),(41 260.51846),(42 259.7747),(43 258.99377),(44 257.95093),(45 258.831),(46 258.38345),(47 257.98837),(48 260.79034),(49 262.5688),(50 267.23834),(51 269.7027),(52 268.20227),(53 268.9059),(54 268.317),(55 265.94907),(56 264.51974),(57 263.3225),(58 263.0562),(59 264.09335),(60 264.66925),(61 265.2314),(62 266.2822),(63 266.0645),(64 264.95624),(65 264.56454),(66 265.9004),(67 266.16354),(68 267.10886),(69 264.1701),(70 264.36893),(71 262.9014),(72 262.60052),(73 261.10977),(74 261.63672),(75 263.06912),(76 261.84262),(77 261.60312),(78 262.518),(79 262.34048),
(1 109.07068),(2 160.84596),(3 204.71506),(4 213.21562),(5 219.6268),(6 224.96022),(7 233.7842),(8 240.44969),(9 244.57065),(10 245.71342),(11 247.40155),(12 250.9906),(13 253.66869),(14 254.3793),(15 256.75766),(16 258.06754),(17 257.7802),(18 259.2145),(19 256.90848),(20 255.05539),(21 255.36562),(22 254.30144),(23 259.39856),(24 259.6426),(25 258.55435),(26 259.76596),(27 261.0215),(28 259.52374),(29 259.11862),(30 257.16754),(31 263.50638),(32 257.59244),(33 256.06424),(34 255.70813),(35 256.04074),(36 255.79802),(37 258.13702),(38 255.87396),(39 254.17726),(40 253.32967),(41 254.31837),(42 255.07726),(43 254.50305),(44 258.02216),(45 256.86517),(46 257.89008),(47 256.44434),(48 257.43396),(49 258.1932),(50 261.37988),(51 262.2562),(52 263.79767),(53 265.40582),(54 267.81482),(55 267.17957),(56 268.354),(57 267.24713),(58 267.17453),(59 266.6083),(60 270.04785),(61 270.35715),(62 270.4403),(63 272.25018),(64 271.9723),(65 272.83344),(66 272.2181),(67 271.9699),(68 272.13464),(69 273.22903),(70 273.12408),(71 272.89276),(72 268.89896),(73 267.95078),(74 265.91028),(75 268.1492),(76 269.18372),(77 270.89914),(78 271.9095),(79 273.5024),
(1 105.47722),(2 155.68283),(3 199.90994),(4 209.92451),(5 216.89644),(6 223.25377),(7 230.85567),(8 237.22537),(9 239.08772),(10 243.087),(11 246.8307),(12 250.06622),(13 249.31444),(14 250.23701),(15 253.0579),(16 255.09657),(17 253.3885),(18 253.66026),(19 250.63826),(20 250.13445),(21 250.41367),(22 249.30391),(23 251.27538),(24 253.26105),(25 254.38441),(26 253.88123),(27 253.4806),(28 253.39261),(29 252.72002),(30 252.25772),(31 256.86176),(32 249.90282),(33 247.36488),(34 244.39795),(35 249.49316),(36 250.69844),(37 252.76997),(38 250.36267),(39 248.27957),(40 248.83954),(41 253.3637),(42 255.01093),(43 256.14767),(44 254.33519),(45 253.81467),(46 254.72395),(47 255.77345),(48 257.65225),(49 259.03345),(50 259.2442),(51 262.00656),(52 261.77258),(53 264.48196),(54 262.26498),(55 263.0374),(56 264.72852),(57 263.8507),(58 266.60553),(59 266.72876),(60 267.97546),(61 267.9814),(62 266.59555),(63 264.07922),(64 262.54984),(65 259.55005),(66 260.542),(67 260.76648),(68 263.73166),(69 262.95267),(70 260.12723),(71 257.32474),(72 257.614),(73 256.53342),(74 255.29259),(75 256.79617),(76 259.0587),(77 259.82285),(78 262.45456),(79 263.66833),
(1 103.77233),(2 155.28221),(3 200.0854),(4 208.81837),(5 217.32083),(6 221.01672),(7 226.24344),(8 230.72865),(9 233.94714),(10 236.18607),(11 237.77966),(12 241.20018),(13 248.06384),(14 249.75706),(15 251.29587),(16 250.87755),(17 249.14864),(18 247.01874),(19 247.13536),(20 247.15895),(21 247.68777),(22 245.08954),(23 247.205),(24 247.98839),(25 249.00787),(26 247.01479),(27 246.18332),(28 246.04205),(29 246.24675),(30 247.27544),(31 258.45328),(32 254.96164),(33 254.72281),(34 249.68112),(35 251.73506),(36 253.14143),(37 255.89465),(38 252.46394),(39 250.64442),(40 249.82408),(41 252.0512),(42 254.23691),(43 255.26408),(44 253.36969),(45 252.79216),(46 252.83792),(47 256.0149),(48 258.25964),(49 260.2927),(50 259.40204),(51 262.41052),(52 263.68958),(53 264.9215),(54 263.12567),(55 263.32462),(56 263.11172),(57 261.2336),(58 260.8132),(59 265.816),(60 267.85605),(61 268.78967),(62 269.50052),(63 266.32523),(64 265.6459),(65 264.77094),(66 264.58347),(67 263.90878),(68 265.45425),(69 262.11005),(70 259.93445),(71 256.65488),(72 256.1382),(73 255.64905),(74 256.072),(75 256.819),(76 260.13635),(77 262.1248),(78 263.83508),(79 262.78586),
(1 101.56385),(2 153.18393),(3 193.97476),(4 201.45856),(5 207.1761),(6 213.98897),(7 217.94579),(8 221.15402),(9 223.68225),(10 224.93124),(11 227.8206),(12 231.68071),(13 236.8816),(14 236.97258),(15 239.7703),(16 241.30037),(17 239.38445),(18 238.17479),(19 239.68437),(20 238.27327),(21 238.78357),(22 236.02287),(23 238.12907),(24 239.02411),(25 241.57668),(26 241.82806),(27 242.83293),(28 243.00177),(29 243.23949),(30 243.74446),(31 250.57712),(32 246.6258),(33 246.4192),(34 244.57292),(35 244.27388),(36 245.17178),(37 245.97792),(38 244.86975),(39 241.66661),(40 242.86812),(41 245.24022),(42 248.2716),(43 248.36995),(44 245.01178),(45 244.61166),(46 246.18633),(47 248.53876),(48 252.69592),(49 254.69568),(50 255.1218),(51 252.40544),(52 251.22162),(53 252.82265),(54 252.64923),(55 251.9594),(56 251.04776),(57 252.4423),(58 252.15852),(59 256.3246),(60 259.7564),(61 260.24792),(62 260.06403),(63 256.37335),(64 256.5292),(65 258.65195),(66 261.89584),(67 263.17227),(68 264.43292),(69 261.91364),(70 261.5483),(71 262.38297),(72 258.60336),(73 258.8967),(74 259.58344),(75 260.26093),(76 261.42822),(77 261.20804),(78 263.09467),(79 264.904),
(1 100.54102),(2 149.28445),(3 191.33833),(4 199.46002),(5 205.13463),(6 211.31827),(7 215.53012),(8 220.04584),(9 225.80692),(10 229.94246),(11 233.56097),(12 235.95808),(13 238.90999),(14 241.51784),(15 241.57947),(16 240.42798),(17 238.26384),(18 239.33218),(19 237.64684),(20 235.15819),(21 234.96465),(22 235.94852),(23 237.05582),(24 236.35773),(25 237.96469),(26 235.98698),(27 234.10484),(28 236.87192),(29 237.34467),(30 238.32974),(31 245.02318),(32 241.53609),(33 243.00085),(34 239.28743),(35 240.14612),(36 241.64926),(37 242.82474),(38 240.03772),(39 238.70383),(40 237.72002),(41 242.46414),(42 246.7742),(43 246.20004),(44 245.34875),(45 242.44498),(46 243.00781),(47 247.61534),(48 248.87032),(49 249.73993),(50 250.96713),(51 248.33803),(52 247.70406),(53 249.2265),(54 247.83899),(55 247.79868),(56 246.03557),(57 247.27835),(58 246.42363),(59 247.84904),(60 249.48607),(61 250.8169),(62 252.06418),(63 251.97314),(64 250.31563),(65 249.80548),(66 253.05101),(67 254.26868),(68 253.70277),(69 252.30148),(70 250.83627),(71 249.9013),(72 249.94283),(73 251.20772),(74 250.86232),(75 250.24226),(76 250.35506),(77 251.21063),(78 253.6679),(79 252.678),
(1 95.14559),(2 141.93977),(3 182.22803),(4 190.2028),(5 196.7901),(6 202.88892),(7 205.06688),(8 209.00296),(9 214.43617),(10 217.34401),(11 219.60986),(12 222.64989),(13 224.31436),(14 223.85051),(15 226.67139),(16 228.55379),(17 227.70467),(18 226.56291),(19 224.64262),(20 224.32663),(21 224.87032),(22 228.37308),(23 230.20482),(24 230.90651),(25 231.68094),(26 230.77621),(27 230.18616),(28 231.35822),(29 232.07045),(30 231.95236),(31 238.88617),(32 231.8676),(33 231.09378),(34 232.62604),(35 232.41637),(36 232.88115),(37 234.38388),(38 232.87926),(39 231.51721),(40 231.8793),(41 235.2941),(42 237.24208),(43 236.76015),(44 236.45404),(45 234.89673),(46 233.95758),(47 239.37181),(48 241.76675),(49 243.39452),(50 242.15921),(51 240.83852),(52 239.00626),(53 240.65533),(54 240.27013),(55 238.75317),(56 237.96959),(57 238.18996),(58 238.0893),(59 240.84315),(60 242.37088),(61 244.54347),(62 246.80978),(63 244.91374),(64 242.71014),(65 243.95331),(66 242.47607),(67 245.62164),(68 247.15634),(69 245.6793),(70 244.97778),(71 243.29663),(72 243.13103),(73 242.9815),(74 241.45943),(75 241.05669),(76 241.01442),(77 242.62868),(78 243.63216),(79 241.83263),
(1 98.3428),(2 146.43422),(3 186.88837),(4 194.6148),(5 200.80351),(6 206.13829),(7 209.96893),(8 212.20918),(9 216.05905),(10 217.49109),(11 219.33797),(12 221.25957),(13 223.18431),(14 224.34009),(15 224.57843),(16 227.88747),(17 227.9851),(18 228.88728),(19 226.1408),(20 227.2499),(21 227.69925),(22 226.59354),(23 228.06151),(24 229.94699),(25 231.38892),(26 232.20302),(27 234.23465),(28 238.5893),(29 238.00807),(30 237.37036),(31 241.46606),(32 235.01646),(33 233.75235),(34 232.6755),(35 235.08846),(36 235.21602),(37 235.31528),(38 229.34286),(39 228.81201),(40 229.2826),(41 231.2183),(42 233.70082),(43 235.923),(44 238.24257),(45 237.68864),(46 237.03325),(47 239.09546),(48 239.68074),(49 240.24013),(50 242.10213),(51 240.88348),(52 240.62772),(53 240.79622),(54 240.85367),(55 241.34407),(56 241.96564),(57 241.90443),(58 239.72781),(59 239.00156),(60 243.10283),(61 244.55754),(62 245.8392),(63 243.07841),(64 243.76965),(65 244.95813),(66 244.85545),(67 245.03818),(68 245.5116),(69 243.18344),(70 242.25946),(71 242.4295),(72 241.70349),(73 242.05615),(74 242.36742),(75 242.67796),(76 241.98856),(77 243.41374),(78 242.93816),(79 242.7183),
(1 95.734184),(2 142.1692),(3 180.01625),(4 188.47859),(5 194.30496),(6 200.73524),(7 204.2658),(8 206.27002),(9 209.36536),(10 214.21352),(11 216.1841),(12 218.09473),(13 219.69469),(14 220.97147),(15 220.1537),(16 222.81815),(17 222.21461),(18 222.46739),(19 220.41371),(20 220.14018),(21 218.78958),(22 220.58417),(23 222.87065),(24 224.31744),(25 226.10582),(26 226.87067),(27 225.20712),(28 227.49252),(29 228.02605),(30 228.35954),(31 234.54057),(32 231.07802),(33 230.6757),(34 229.02492),(35 229.58588),(36 230.25493),(37 229.662),(38 228.68013),(39 227.24791),(40 226.0967),(41 227.004),(42 229.55093),(43 231.37958),(44 230.85402),(45 228.95155),(46 228.53152),(47 229.64966),(48 230.3296),(49 231.9172),(50 234.89859),(51 233.73575),(52 232.8565),(53 234.31265),(54 235.79047),(55 235.04652),(56 236.03964),(57 237.40633),(58 239.14502),(59 239.35901),(60 241.05385),(61 240.1899),(62 239.9652),(63 238.58627),(64 237.59418),(65 236.30116),(66 237.04323),(67 236.29433),(68 236.88042),(69 235.78137),(70 236.23267),(71 236.5834),(72 237.18839),(73 236.84697),(74 237.40298),(75 238.5654),(76 235.64507),(77 236.05452),(78 237.85834),(79 237.75453),
(1 93.61606),(2 139.41734),(3 176.90503),(4 184.67711),(5 189.87427),(6 193.56688),(7 197.21295),(8 200.29822),(9 203.67523),(10 205.78398),(11 207.33531),(12 208.23558),(13 209.77911),(14 211.61876),(15 212.60751),(16 212.52995),(17 210.69508),(18 210.01297),(19 208.88625),(20 210.15434),(21 209.8952),(22 212.35976),(23 214.28789),(24 216.85095),(25 216.21176),(26 216.37534),(27 218.5397),(28 220.63968),(29 222.16711),(30 223.41205),(31 228.82109),(32 223.80682),(33 224.1846),(34 223.41676),(35 224.24889),(36 225.33356),(37 226.45013),(38 225.16032),(39 222.0936),(40 221.91934),(41 224.62236),(42 226.26547),(43 227.46597),(44 224.34352),(45 223.84811),(46 222.92758),(47 225.18674),(48 224.91684),(49 225.72522),(50 225.6149),(51 223.5458),(52 222.9353),(53 222.7707),(54 222.67117),(55 221.98006),(56 223.76573),(57 225.0888),(58 226.01616),(59 227.50793),(60 226.93292),(61 226.9722),(62 225.89334),(63 225.90685),(64 225.01677),(65 225.18463),(66 225.33792),(67 226.23657),(68 225.88937),(69 224.27908),(70 222.7986),(71 222.75749),(72 221.73193),(73 221.65233),(74 223.25977),(75 227.88129),(76 227.4231),(77 227.35875),(78 228.29811),(79 229.52377),
(1 90.73145),(2 134.72134),(3 168.05447),(4 175.70248),(5 181.38318),(6 186.5397),(7 195.151),(8 200.0553),(9 202.12143),(10 203.38632),(11 205.57317),(12 208.67513),(13 210.95215),(14 213.47717),(15 215.1166),(16 215.23969),(17 214.36455),(18 215.33403),(19 215.91772),(20 214.82295),(21 214.17505),(22 217.49983),(23 220.91997),(24 222.57993),(25 220.8414),(26 220.63564),(27 219.30202),(28 218.02274),(29 218.01538),(30 218.15257),(31 222.33699),(32 217.20515),(33 217.74556),(34 217.6266),(35 218.95755),(36 218.18404),(37 217.73846),(38 216.57414),(39 216.94748),(40 216.39085),(41 217.55214),(42 220.35332),(43 221.12341),(44 219.05156),(45 218.5995),(46 219.10715),(47 218.83282),(48 221.15118),(49 222.11203),(50 223.33582),(51 223.28947),(52 221.83914),(53 222.10574),(54 220.81688),(55 221.68303),(56 224.83807),(57 225.06982),(58 224.20848),(59 223.9446),(60 225.32793),(61 225.97331),(62 226.33664),(63 225.3528),(64 224.52534),(65 225.65982),(66 225.91719),(67 224.94836),(68 225.26682),(69 223.82124),(70 223.52184),(71 222.27296),(72 222.36127),(73 221.82431),(74 221.20566),(75 224.00153),(76 223.32819),(77 222.52153),(78 219.50714),(79 220.28574),
(1 94.54057),(2 140.28008),(3 176.21294),(4 183.6861),(5 188.19337),(6 194.58276),(7 198.83876),(8 202.33086),(9 204.7213),(10 207.17195),(11 211.1366),(12 213.33922),(13 216.59105),(14 218.33089),(15 216.02902),(16 217.52039),(17 214.67883),(18 213.38243),(19 212.85887),(20 211.57347),(21 211.23863),(22 213.77705),(23 215.04839),(24 216.42902),(25 215.78152),(26 214.55908),(27 213.23659),(28 216.30547),(29 216.60533),(30 217.07246),(31 222.87036),(32 215.09616),(33 216.76341),(34 212.55003),(35 215.10956),(36 217.5856),(37 218.98305),(38 219.40038),(39 218.58281),(40 218.30492),(41 220.40486),(42 223.24919),(43 222.98074),(44 221.23619),(45 221.31477),(46 221.6128),(47 219.7217),(48 222.71564),(49 222.85666),(50 225.47655),(51 224.98558),(52 224.66286),(53 226.25887),(54 224.14401),(55 224.81909),(56 225.78357),(57 224.09586),(58 222.95718),(59 224.13647),(60 225.21512),(61 226.29657),(62 226.06125),(63 226.02657),(64 225.58784),(65 225.25394),(66 228.14038),(67 228.20743),(68 231.31715),(69 231.46095),(70 231.84373),(71 230.66393),(72 231.46437),(73 232.68193),(74 232.39894),(75 232.3639),(76 231.2979),(77 231.2841),(78 229.95627),(79 229.48518),
(1 95.22201),(2 142.40282),(3 178.998),(4 185.03809),(5 189.54309),(6 194.8106),(7 198.0289),(8 201.56161),(9 202.73306),(10 204.06319),(11 207.10204),(12 211.01422),(13 215.93007),(14 218.26103),(15 218.04967),(16 219.05734),(17 217.29927),(18 215.52312),(19 217.14444),(20 219.52637),(21 220.6253),(22 219.68886),(23 220.22821),(24 220.63297),(25 220.38263),(26 220.22523),(27 219.12506),(28 220.68477),(29 218.94267),(30 219.2261),(31 226.30894),(32 220.21),(33 220.65599),(34 219.40752),(35 221.45638),(36 220.18828),(37 218.9267),(38 217.69705),(39 215.83005),(40 217.69531),(41 217.78712),(42 219.8189),(43 220.83699),(44 220.02121),(45 218.34778),(46 215.76173),(47 217.26695),(48 220.55186),(49 222.84712),(50 226.34462),(51 225.77141),(52 225.30267),(53 225.80405),(54 225.84369),(55 226.58961),(56 227.26541),(57 227.6617),(58 227.1495),(59 225.86691),(60 228.91432),(61 229.70447),(62 228.37273),(63 228.05986),(64 228.84886),(65 230.22733),(66 231.72581),(67 231.49597),(68 231.24925),(69 228.13574),(70 225.80052),(71 223.4239),(72 222.20036),(73 223.0527),(74 223.82559),(75 222.49431),(76 222.25291),(77 221.99901),(78 222.19733),(79 221.49686),
(1 89.285034),(2 133.38306),(3 168.10489),(4 174.08337),(5 179.56618),(6 185.33302),(7 191.26357),(8 195.52869),(9 198.6214),(10 200.86885),(11 204.31064),(12 207.70862),(13 210.59036),(14 210.58484),(15 208.19093),(16 212.70401),(17 211.70717),(18 211.52325),(19 211.38394),(20 211.27657),(21 211.10432),(22 211.89859),(23 213.2008),(24 213.42076),(25 214.97623),(26 214.89574),(27 216.07748),(28 214.69942),(29 215.34369),(30 217.24075),(31 220.61905),(32 218.22408),(33 216.9954),(34 216.00978),(35 218.82976),(36 218.62825),(37 217.6679),(38 218.14372),(39 216.13945),(40 217.51729),(41 219.3136),(42 218.87782),(43 218.83493),(44 215.48215),(45 214.51906),(46 211.97043),(47 213.19301),(48 215.05057),(49 215.52855),(50 215.59503),(51 216.84146),(52 217.75903),(53 220.42738),(54 219.37898),(55 220.5907),(56 220.4034),(57 220.34087),(58 220.44745),(59 220.15273),(60 223.27507),(61 225.69342),(62 226.31825),(63 223.59496),(64 224.4895),(65 224.6484),(66 226.67967),(67 228.04355),(68 227.84804),(69 227.4831),(70 226.7477),(71 226.35068),(72 225.96689),(73 225.53937),(74 225.26846),(75 225.37843),(76 225.28963),(77 224.65436),(78 223.62288),(79 227.31166),
(1 90.69564),(2 133.95482),(3 170.19144),(4 179.19804),(5 184.17131),(6 187.81964),(7 193.11809),(8 195.90753),(9 198.33434),(10 200.51076),(11 201.99445),(12 203.68588),(13 207.6516),(14 207.95279),(15 207.06847),(16 208.14958),(17 208.3246),(18 209.4111),(19 210.46599),(20 208.68402),(21 206.89705),(22 204.53406),(23 204.69162),(24 204.39914),(25 202.77037),(26 203.1936),(27 202.74332),(28 204.31282),(29 205.41144),(30 205.37991),(31 209.83638),(32 205.48889),(33 206.07149),(34 206.61978),(35 208.38121),(36 209.67152),(37 208.78249),(38 208.16414),(39 204.35684),(40 205.21313),(41 206.27899),(42 207.3182),(43 207.1649),(44 208.3935),(45 205.76743),(46 206.25565),(47 206.93997),(48 211.23439),(49 213.35695),(50 215.10843),(51 216.82027),(52 218.44695),(53 221.04745),(54 219.09898),(55 220.3017),(56 220.9823),(57 220.67899),(58 220.50044),(59 221.45181),(60 220.96907),(61 221.8054),(62 223.34496),(63 222.36484),(64 221.96497),(65 222.976),(66 222.827),(67 224.80766),(68 224.3778),(69 225.40605),(70 223.86862),(71 221.49051),(72 219.79254),(73 220.31923),(74 220.84558),(75 222.8285),(76 220.98491),(77 221.98071),(78 221.76392),(79 224.37265),
(1 88.257645),(2 130.84973),(3 163.94986),(4 171.31638),(5 176.11154),(6 180.25412),(7 186.07274),(8 190.28041),(9 193.54387),(10 198.93904),(11 200.58998),(12 202.36961),(13 203.63213),(14 203.46062),(15 202.27942),(16 201.51091),(17 201.70013),(18 202.66145),(19 205.85297),(20 205.58743),(21 204.56308),(22 204.0385),(23 203.21797),(24 202.71806),(25 203.39784),(26 204.48164),(27 201.48119),(28 201.29219),(29 200.31096),(30 200.12643),(31 204.65742),(32 201.64163),(33 203.66753),(34 202.82037),(35 205.05565),(36 206.07759),(37 207.34917),(38 205.5632),(39 203.71288),(40 204.9177),(41 207.8263),(42 208.39235),(43 209.10896),(44 207.36005),(45 206.92441),(46 205.41971),(47 205.56659),(48 207.11337),(49 207.64696),(50 209.91249),(51 211.56601),(52 210.8557),(53 212.32121),(54 211.93318),(55 212.81763),(56 212.96312),(57 212.49751),(58 212.8911),(59 211.5453),(60 213.0827),(61 214.15602),(62 213.31349),(63 209.24069),(64 210.01352),(65 212.10678),(66 213.20753),(67 214.39293),(68 214.91214),(69 215.92072),(70 214.61546),(71 212.84193),(72 214.15266),(73 213.18712),(74 212.35895),(75 210.26242),(76 210.83974),(77 211.17444),(78 211.09303),(79 211.06764),
