1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2280.9395),(2 4494.15),(3 6498.595),(4 7736.702),(5 8467.335),(6 9038.057),(7 9756.206),(8 10221.878),(9 10408.132),(10 10775.714),(11 11066.317),(12 11318.216),(13 11557.294),(14 11648.716),(15 11825.314),(16 12191.581),(17 12404.9375),(18 12527.22),(19 12792.766),(20 12868.02),(21 13147.3125),(22 13003.251),(23 13140.401),(24 13270.39),(25 13226.045),(26 13279.517),(27 13388.938),(28 13294.282),(29 13743.771),(30 14068.986),(31 14287.544),(32 15019.233),(33 15325.623),(34 15149.854),(35 15319.016),(36 15675.713),(37 16060.351),(38 16529.318),(39 16931.771),(40 17206.834),(41 17684.71),(42 17982.244),(43 18332.555),(44 17640.75),(45 17708.496),(46 17806.242),(47 17893.387),(48 17775.654),(49 17790.451),(50 17619.9),(51 17772.059),(52 17824.818),(53 17410.246),(54 17244.023),(55 17155.799),(56 16828.879),(57 16692.879),(58 16611.285),(59 16376.382),(60 16498.602),(61 16401.064),(62 16206.301),(63 15821.266),(64 15525.415),(65 15612.249),(66 15674.236),(67 15784.623),(68 15832.06),(69 15843.975),(70 15879.485),(71 15933.483),(72 15781.456),(73 15761.96),(74 15855.56),(75 15741.558),(76 15867.75),(77 16026.965),(78 16026.607),(79 16198.652),
(1 2260.4578),(2 4445.575),(3 6406.4673),(4 7438.777),(5 8027.5044),(6 8505.997),(7 9188.204),(8 9708.566),(9 9941.919),(10 10306.706),(11 10517.551),(12 10735.6),(13 10959.4),(14 11046.447),(15 11195.839),(16 11353.874),(17 11467.327),(18 11623.774),(19 11842.852),(20 11978.346),(21 12270.745),(22 12174.689),(23 12324.919),(24 12513.476),(25 12589.989),(26 12655.602),(27 12737.046),(28 12607.39),(29 13029.402),(30 13387.394),(31 13648.64),(32 14318.876),(33 14575.154),(34 14340.781),(35 14446.396),(36 14618.654),(37 14818.528),(38 15186.843),(39 15466.68),(40 15732.811),(41 16207.648),(42 16647.035),(43 17061.934),(44 16462.188),(45 16571.486),(46 16674.95),(47 16745.51),(48 16601.8),(49 16566.363),(50 16338.368),(51 16482.76),(52 16568.188),(53 16258.23),(54 16145.574),(55 16171.939),(56 16037.382),(57 15945.541),(58 15852.854),(59 15595.941),(60 15584.098),(61 15468.943),(62 15316.841),(63 14993.151),(64 14725.872),(65 14754.987),(66 14810),(67 14906.243),(68 14958.385),(69 14955.736),(70 14950.065),(71 14961.877),(72 14898.693),(73 14843.824),(74 14916.4),(75 14763.001),(76 14917.102),(77 15168.106),(78 15134.361),(79 15224.753),
(1 2136.5288),(2 4228.614),(3 6091.0405),(4 7145.2896),(5 7760.5522),(6 8262.282),(7 8910.086),(8 9422.409),(9 9583.113),(10 9975.726),(11 10216.351),(12 10464.8955),(13 10621.192),(14 10687.096),(15 10805.561),(16 11003.222),(17 11127.511),(18 11253.755),(19 11391.377),(20 11446.491),(21 11686.388),(22 11506.269),(23 11618.989),(24 11796.407),(25 11850.448),(26 12006.766),(27 12198.976),(28 12266.857),(29 12706.681),(30 13023.9375),(31 13197.421),(32 13726.165),(33 13954.765),(34 13791.142),(35 13933.633),(36 14201.162),(37 14481.824),(38 15000.939),(39 15326.871),(40 15587.289),(41 15958.778),(42 16394.053),(43 16801.94),(44 16159.251),(45 16144.69),(46 16185.005),(47 16267.346),(48 16261.769),(49 16299.703),(50 16198.245),(51 16251.952),(52 16276.515),(53 15920.311),(54 15844.939),(55 15881.189),(56 15754.429),(57 15597.469),(58 15471.649),(59 15192.978),(60 15259.031),(61 15175.446),(62 15094.039),(63 14585.386),(64 14273.999),(65 14270.036),(66 14367.16),(67 14498.484),(68 14615.973),(69 14705.758),(70 14726.897),(71 14782.165),(72 14660.123),(73 14622.876),(74 14680.884),(75 14510.121),(76 14562.348),(77 14700.973),(78 14582.909),(79 14612.661),
(1 2126.7769),(2 4195.1494),(3 6015.0015),(4 7153.724),(5 7872.794),(6 8488.696),(7 9193.394),(8 9667.996),(9 9816.377),(10 10292.567),(11 10614.442),(12 10904.287),(13 11059.383),(14 11063.879),(15 11122.37),(16 11310.134),(17 11391.016),(18 11390.109),(19 11348.246),(20 11384.22),(21 11647.126),(22 11530.689),(23 11630.435),(24 11763.765),(25 11746.979),(26 11768.461),(27 11829.106),(28 11781.569),(29 12228.577),(30 12529.041),(31 12759.084),(32 13353.183),(33 13509.686),(34 13390.359),(35 13708.708),(36 14093.084),(37 14516.826),(38 14998.996),(39 15363.921),(40 15656.823),(41 16123.477),(42 16503.316),(43 16855.074),(44 16044.208),(45 16162.563),(46 16352.315),(47 16874.465),(48 16910.598),(49 16954.955),(50 16808.447),(51 16988.805),(52 17157.361),(53 16823.73),(54 16748.432),(55 16757.424),(56 16628.16),(57 16587.752),(58 16464.191),(59 16146.132),(60 16095.811),(61 15901.58),(62 15634.1),(63 14963.897),(64 14550.128),(65 14553.576),(66 14637.523),(67 14685.185),(68 14712.181),(69 14712.573),(70 14710.187),(71 14754.37),(72 14585.637),(73 14612.197),(74 14700.409),(75 14547.283),(76 14676.481),(77 14829.556),(78 14751.913),(79 14896.029),
(1 2002.1525),(2 3970.5146),(3 5764.7754),(4 6756.3066),(5 7333.4214),(6 7804.995),(7 8491.877),(8 8954.88),(9 9092.201),(10 9494.227),(11 9761.751),(12 9973.748),(13 9909.99),(14 9847.306),(15 9878.232),(16 10239.648),(17 10524.425),(18 10800.516),(19 10872.74),(20 10912.264),(21 11114.57),(22 11106.771),(23 11263.029),(24 11441.396),(25 11381.006),(26 11381.205),(27 11447.954),(28 11360.868),(29 11619.352),(30 11727.02),(31 11744.112),(32 12108.558),(33 12239.1045),(34 12121.02),(35 12356.544),(36 12687.212),(37 12999.716),(38 13288.874),(39 13511.548),(40 13681.818),(41 13944.814),(42 14192.065),(43 14438.061),(44 13914.534),(45 13981.5),(46 14093.267),(47 14254.752),(48 14129.418),(49 14051.913),(50 13894.186),(51 14105.736),(52 14289.161),(53 13952.126),(54 13773.638),(55 13687.883),(56 13518.778),(57 13504.559),(58 13421.106),(59 13176.574),(60 13212.565),(61 13230.648),(62 13197.548),(63 13008.051),(64 12866.131),(65 12968.56),(66 13072.139),(67 13222.026),(68 13369.957),(69 13372.51),(70 13364.515),(71 13374.009),(72 13185.6875),(73 13165.048),(74 13280.931),(75 13210.741),(76 13361.207),(77 13523.582),(78 13441.127),(79 13537.028),
(1 2028.0878),(2 3996.4006),(3 5796.614),(4 6751.2856),(5 7307.165),(6 7694.3896),(7 8325.599),(8 8804.296),(9 9052.801),(10 9486.632),(11 9767.781),(12 9997.267),(13 9964.003),(14 9978.58),(15 10075.449),(16 10390.568),(17 10595.362),(18 10810.234),(19 11057.434),(20 11140.456),(21 11370.218),(22 11193.49),(23 11293.347),(24 11413.947),(25 11324.338),(26 11371.952),(27 11500.871),(28 11468.784),(29 11951.454),(30 12298.914),(31 12554.419),(32 13148.979),(33 13448.387),(34 13445.546),(35 13724.912),(36 14182.566),(37 14614.51),(38 14966.631),(39 15237.694),(40 15421.553),(41 15600.052),(42 15894.815),(43 16227.746),(44 15710.934),(45 15779.512),(46 15906.567),(47 16165.682),(48 16115.915),(49 16146.956),(50 15974.803),(51 16035.806),(52 16092.308),(53 15770.33),(54 15651.672),(55 15590.058),(56 15319.383),(57 15053.672),(58 14778.688),(59 14436.919),(60 14434.545),(61 14340.45),(62 14264.672),(63 14029.203),(64 13851.231),(65 13950.49),(66 13985.551),(67 14064.699),(68 14081.091),(69 14033.827),(70 14011.542),(71 14015.104),(72 13968.536),(73 13912.803),(74 13965.42),(75 13773.715),(76 13834.367),(77 13931.704),(78 13909.466),(79 13957.17),
(1 2050.1953),(2 4048.0159),(3 5804.031),(4 6823.637),(5 7498.4844),(6 8043.342),(7 8788.923),(8 9324.941),(9 9544.064),(10 9883.078),(11 10082.653),(12 10227.191),(13 10342.699),(14 10395.989),(15 10514.726),(16 10691.71),(17 10815.401),(18 10892.304),(19 10946.146),(20 10903.921),(21 11075.392),(22 10973.92),(23 11007.154),(24 11053.984),(25 10975.454),(26 11062.296),(27 11193.451),(28 11117.064),(29 11393.289),(30 11649.267),(31 11910.773),(32 12460.441),(33 12770.278),(34 12825.938),(35 13149.374),(36 13536.096),(37 13928.006),(38 14234.154),(39 14485.369),(40 14628.536),(41 14636.794),(42 14793.2),(43 14955.682),(44 14471.901),(45 14565.419),(46 14722.856),(47 14909.951),(48 14825.421),(49 14821.738),(50 14678.369),(51 14701.624),(52 14672.024),(53 14270.914),(54 14125.06),(55 14086.727),(56 13934.675),(57 13715.641),(58 13558.219),(59 13339.386),(60 13359.937),(61 13288.481),(62 13220.844),(63 12893.398),(64 12817.174),(65 12961.614),(66 13182.511),(67 13259.438),(68 13365.304),(69 13331.004),(70 13383.079),(71 13422.608),(72 13349.951),(73 13288.799),(74 13303.333),(75 13153.596),(76 13262.116),(77 13418.619),(78 13331.88),(79 13434.221),
(1 1961.3381),(2 3844.669),(3 5466.5313),(4 6408.083),(5 7025.873),(6 7467.2007),(7 8080.288),(8 8532.449),(9 8677.101),(10 9076.174),(11 9345.539),(12 9591.295),(13 9773.0625),(14 9867.37),(15 9964.731),(16 10279.227),(17 10437.712),(18 10530.362),(19 10707.9375),(20 10778.209),(21 11029.866),(22 10872.742),(23 10918.485),(24 10983.351),(25 10880.981),(26 10911.796),(27 10976.627),(28 10930.294),(29 11329.659),(30 11641.189),(31 11888.879),(32 12501.282),(33 12816.781),(34 12851.054),(35 13156.629),(36 13514.706),(37 13895.859),(38 14271.882),(39 14519.129),(40 14679.094),(41 14763.888),(42 15011.589),(43 15261.302),(44 14870.235),(45 14984.738),(46 15108.157),(47 15229.732),(48 15214.446),(49 15260.121),(50 15071.599),(51 15105.896),(52 15097.609),(53 14672.955),(54 14514.981),(55 14496.149),(56 14375.577),(57 14283.087),(58 14218.952),(59 14114.244),(60 14243.671),(61 14246.251),(62 14215.233),(63 13831.948),(64 13641.557),(65 13722.7705),(66 13782.567),(67 13784.023),(68 13759.856),(69 13633.0625),(70 13665.168),(71 13701.026),(72 13604.615),(73 13553.068),(74 13596.19),(75 13475.943),(76 13582.137),(77 13682.111),(78 13615.285),(79 13769.123),
(1 1920.7065),(2 3763.328),(3 5432.102),(4 6341.422),(5 6946.424),(6 7378.592),(7 7892.473),(8 8267.051),(9 8342.202),(10 8698.126),(11 8938.545),(12 9166.966),(13 9455.768),(14 9576.089),(15 9670.371),(16 9863.7),(17 9977.621),(18 10076.966),(19 10187.932),(20 10256.0205),(21 10482.804),(22 10361.741),(23 10378.791),(24 10395.018),(25 10245.144),(26 10242.607),(27 10253.892),(28 10232.418),(29 10727.16),(30 11096.501),(31 11462.302),(32 12133.216),(33 12428.237),(34 12404.117),(35 12637.939),(36 12982.09),(37 13333.431),(38 13690.948),(39 13930.594),(40 14070.564),(41 13988.033),(42 14180.929),(43 14400.642),(44 14053.146),(45 14027.863),(46 14055.896),(47 14234.934),(48 14212.866),(49 14253.409),(50 14080.739),(51 14131.249),(52 14168.459),(53 13818.954),(54 13724.072),(55 13687.504),(56 13522.241),(57 13414.057),(58 13286.514),(59 13165.924),(60 13280.944),(61 13278.637),(62 13263.704),(63 13075.899),(64 12951.612),(65 13058.201),(66 13054.131),(67 13112.948),(68 13177.817),(69 13229.261),(70 13296.812),(71 13378.571),(72 13194.849),(73 13155.877),(74 13224.52),(75 13051.515),(76 13183.141),(77 13324.565),(78 13278.676),(79 13357.584),
(1 1841.3287),(2 3595.2217),(3 5191.3403),(4 6018.9946),(5 6557.1294),(6 7010.0166),(7 7552.8545),(8 7954.9956),(9 8069.6934),(10 8433.617),(11 8672.933),(12 8857.512),(13 8971.211),(14 9044.734),(15 9208.571),(16 9512.05),(17 9648.217),(18 9737.052),(19 9783.181),(20 9837.91),(21 10040.773),(22 9889.967),(23 9851.252),(24 9812.676),(25 9669.211),(26 9582.463),(27 9564.446),(28 9465.812),(29 9805.133),(30 10069.398),(31 10367.142),(32 11072.325),(33 11372.963),(34 11459.635),(35 11738.207),(36 12155.799),(37 12515.333),(38 12986.421),(39 13339.363),(40 13606.167),(41 13830.803),(42 14159.441),(43 14504.361),(44 13955.603),(45 14007.523),(46 14105.59),(47 14377.304),(48 14441.142),(49 14555.964),(50 14512.043),(51 14668.758),(52 14736.81),(53 14379.396),(54 14244.192),(55 14178.304),(56 13891.63),(57 13684.938),(58 13513.165),(59 13266.251),(60 13198.293),(61 12987.358),(62 12751.153),(63 12359.288),(64 12055.616),(65 12106.878),(66 12230.156),(67 12311.477),(68 12386.0205),(69 12300.826),(70 12328.716),(71 12384.11),(72 12258.472),(73 12216.101),(74 12230.973),(75 12057.802),(76 12119.964),(77 12220.514),(78 12190.448),(79 12245.726),
(1 1748.8167),(2 3450.069),(3 4964.9),(4 5749.7007),(5 6230.832),(6 6616.645),(7 7050.921),(8 7331.4497),(9 7395.122),(10 7654.367),(11 7825.497),(12 7985.243),(13 8074.521),(14 8141.116),(15 8257.898),(16 8567.147),(17 8689.816),(18 8805.97),(19 8980.398),(20 9107.938),(21 9321.856),(22 9172.865),(23 9282.414),(24 9407.716),(25 9410.288),(26 9430.72),(27 9495.791),(28 9427.218),(29 9676.496),(30 9957.419),(31 10168.83),(32 10696.159),(33 10990.654),(34 10994.883),(35 11179.868),(36 11380.762),(37 11588.57),(38 11778.606),(39 12041.492),(40 12168.791),(41 12253.073),(42 12495.846),(43 12768.562),(44 12290.705),(45 12218.09),(46 12201.217),(47 12347.667),(48 12348.477),(49 12407.08),(50 12332.684),(51 12421.2295),(52 12479.399),(53 12190.867),(54 12174.147),(55 12202.203),(56 12081.021),(57 12004.943),(58 11857.279),(59 11619.076),(60 11612.898),(61 11509.269),(62 11461.271),(63 11338.739),(64 11243.953),(65 11322.583),(66 11481.034),(67 11625.47),(68 11721.761),(69 11614.272),(70 11629.398),(71 11706.788),(72 11663.091),(73 11640.682),(74 11757.745),(75 11676.336),(76 11873.608),(77 12053.514),(78 12015.664),(79 12020.456),
(1 1742.8203),(2 3422.262),(3 4914.733),(4 5730.9985),(5 6234.2925),(6 6615.451),(7 7212.852),(8 7673.628),(9 7913.094),(10 8337.76),(11 8582.611),(12 8822.508),(13 8900.565),(14 8925.765),(15 9026.966),(16 9244.36),(17 9361.944),(18 9493.022),(19 9758.336),(20 9885.878),(21 10155.585),(22 10108.527),(23 10142.2705),(24 10213.091),(25 10186.635),(26 10264.254),(27 10360.654),(28 10334.553),(29 10840.061),(30 11214.6875),(31 11464.487),(32 12082.298),(33 12331.442),(34 12238.525),(35 12484.244),(36 12884.699),(37 13271.423),(38 13586.905),(39 13897.92),(40 14075.604),(41 14236.645),(42 14491.561),(43 14763.676),(44 14189.3125),(45 14220.542),(46 14281.496),(47 14407.143),(48 14259.198),(49 14205.971),(50 13977.949),(51 14026.1455),(52 14032.547),(53 13634.023),(54 13440.586),(55 13334.311),(56 13191.247),(57 13083.062),(58 12918.925),(59 12666.746),(60 12684.618),(61 12637.539),(62 12578.48),(63 12263.848),(64 12071.121),(65 12153.981),(66 12308.873),(67 12404.961),(68 12476.556),(69 12392.298),(70 12394.698),(71 12452.418),(72 12365.261),(73 12327.199),(74 12379.416),(75 12211.976),(76 12313.679),(77 12398.399),(78 12261.846),(79 12193.928),
(1 1721.2299),(2 3376.195),(3 4840.4507),(4 5649.5425),(5 6132.03),(6 6496.933),(7 6979.253),(8 7338.941),(9 7502.222),(10 7881.413),(11 8123.1367),(12 8353.015),(13 8408.261),(14 8458.851),(15 8541.29),(16 8681.832),(17 8722.353),(18 8738.62),(19 8900.835),(20 8909.397),(21 9084.05),(22 9047.572),(23 9148.547),(24 9273.384),(25 9288.031),(26 9342.045),(27 9456.971),(28 9394.227),(29 9766.39),(30 10089.815),(31 10337.418),(32 10855.948),(33 11108.91),(34 11113.929),(35 11408.844),(36 11762.739),(37 12096.457),(38 12301.403),(39 12494.747),(40 12586.227),(41 12640.841),(42 12788.006),(43 12937.236),(44 12330.152),(45 12272.577),(46 12235.105),(47 12342.295),(48 12158.982),(49 12073.5625),(50 11824.0625),(51 11865.637),(52 11829.407),(53 11492.116),(54 11415.363),(55 11342.533),(56 11146.324),(57 11063.994),(58 11034.142),(59 10943.9),(60 11004.319),(61 10950.713),(62 10854.0625),(63 10685.094),(64 10551.253),(65 10657.976),(66 10754.298),(67 10844.401),(68 10901.835),(69 10889.705),(70 10909.434),(71 10971.417),(72 10969.401),(73 10945.41),(74 11002.515),(75 10799.3955),(76 10867.228),(77 10968.563),(78 10927.802),(79 11021.274),
(1 1719.3978),(2 3345.351),(3 4830.418),(4 5567.1763),(5 6002.6177),(6 6321.254),(7 6760.4004),(8 7084.6504),(9 7274.8),(10 7617.7163),(11 7864.132),(12 8109.1313),(13 8161.157),(14 8203.594),(15 8297.261),(16 8559.389),(17 8679.446),(18 8826.18),(19 9190.217),(20 9447.235),(21 9811.116),(22 9739.664),(23 9858.931),(24 9980.537),(25 10024.832),(26 10008.383),(27 10079.632),(28 10049.187),(29 10602.858),(30 11062.082),(31 11479.508),(32 11946.252),(33 12187.288),(34 12162.985),(35 12437.426),(36 12770.8955),(37 13059.718),(38 13203.037),(39 13423.239),(40 13457.386),(41 13626.111),(42 13783.608),(43 13991.61),(44 13300.118),(45 13302.736),(46 13314.137),(47 13559.973),(48 13394.3),(49 13283.667),(50 13000.884),(51 13112.011),(52 13175.136),(53 12894.066),(54 12695.851),(55 12536.934),(56 12318.418),(57 12247.623),(58 12218.329),(59 12172.035),(60 12295.735),(61 12266.667),(62 12224.124),(63 12010.233),(64 11824.458),(65 11946.076),(66 12151.754),(67 12311.6455),(68 12432.117),(69 12254.393),(70 12227.116),(71 12219.939),(72 12101.241),(73 12088.008),(74 12166.488),(75 12067.22),(76 12176.692),(77 12315.448),(78 12244.369),(79 12266.019),
(1 1630.9547),(2 3196.1418),(3 4573.787),(4 5266.5234),(5 5686.972),(6 5994.122),(7 6518.5703),(8 6941.9),(9 7182.7266),(10 7604.1216),(11 7885.8164),(12 8111.009),(13 8146.8115),(14 8195.366),(15 8306.101),(16 8506.412),(17 8542.058),(18 8572.651),(19 8871.275),(20 9053.484),(21 9368.719),(22 9341.554),(23 9491.615),(24 9642.4),(25 9669.878),(26 9633.597),(27 9661.638),(28 9532.759),(29 9871.82),(30 10199.288),(31 10499.982),(32 11046.236),(33 11319.207),(34 11320.604),(35 11490.54),(36 11799.961),(37 12127.201),(38 12281.104),(39 12464.634),(40 12513.251),(41 12916.007),(42 13186.877),(43 13456.121),(44 12825.02),(45 12859.401),(46 12941.041),(47 13118.197),(48 12958.769),(49 12833.71),(50 12577.531),(51 12621.636),(52 12599.101),(53 12189.145),(54 11994.549),(55 11870.543),(56 11734.318),(57 11627.437),(58 11508.093),(59 11325.832),(60 11368.257),(61 11290.63),(62 11164.719),(63 11049.435),(64 10953.594),(65 11041.872),(66 11259.329),(67 11427.342),(68 11578.921),(69 11386.93),(70 11359.816),(71 11332.157),(72 11195.31),(73 11134.394),(74 11205.479),(75 11096.555),(76 11227.155),(77 11415.594),(78 11379.739),(79 11406.891),
(1 1468.163),(2 2893.6187),(3 4123.056),(4 4764.506),(5 5146.522),(6 5407.8936),(7 5827.848),(8 6163.943),(9 6333.25),(10 6670.4424),(11 6853.34),(12 7056.8857),(13 7135.2603),(14 7204.658),(15 7315.435),(16 7500.515),(17 7545.0215),(18 7592.0073),(19 7698.4263),(20 7743.578),(21 7920.48),(22 7873.222),(23 7944.482),(24 8027.0034),(25 8002.0767),(26 8020.228),(27 8126.08),(28 8086.7095),(29 8426.29),(30 8660.342),(31 8867.66),(32 9290.219),(33 9474.1),(34 9446.253),(35 9664.335),(36 9999.507),(37 10303.453),(38 10600.212),(39 10823.159),(40 10988.515),(41 11185.3125),(42 11382.765),(43 11612.066),(44 11119.339),(45 11200.752),(46 11281.126),(47 11462.126),(48 11503.16),(49 11596.706),(50 11546.09),(51 11556.646),(52 11486.545),(53 11164.756),(54 11032.068),(55 11024.056),(56 10934.038),(57 10887.664),(58 10826.151),(59 10678.168),(60 10709.893),(61 10651.455),(62 10562.793),(63 10375.1875),(64 10237.107),(65 10299.385),(66 10417.658),(67 10499.745),(68 10586.903),(69 10486.606),(70 10540.712),(71 10568.93),(72 10428.878),(73 10380.251),(74 10391.558),(75 10252.092),(76 10325.873),(77 10428.513),(78 10358.822),(79 10387.147),
(1 1484.1055),(2 2875.0334),(3 4139.3394),(4 4756.442),(5 5145.6777),(6 5416.6353),(7 5843.003),(8 6169.5884),(9 6343.8145),(10 6690.3145),(11 6899.34),(12 7085.021),(13 7050.259),(14 7031.446),(15 7066.832),(16 7226.284),(17 7249.599),(18 7302.4956),(19 7433.4277),(20 7548.506),(21 7792.2896),(22 7779.6943),(23 7881.004),(24 7973.4624),(25 7930.469),(26 7945.377),(27 8009.476),(28 7977.5664),(29 8297.8545),(30 8532.561),(31 8677.219),(32 9101.441),(33 9329.679),(34 9353.566),(35 9659.698),(36 9967.318),(37 10258.318),(38 10485.743),(39 10622),(40 10703.643),(41 10812.367),(42 11022.6455),(43 11224.257),(44 10803.062),(45 10825.941),(46 10857.085),(47 10982.644),(48 10899.792),(49 10873.861),(50 10713.338),(51 10807.733),(52 10850.676),(53 10601.583),(54 10505.499),(55 10474.408),(56 10343.1),(57 10207.095),(58 10083.417),(59 9859.832),(60 9771.41),(61 9641.66),(62 9491.393),(63 9311.669),(64 9158.574),(65 9248.721),(66 9329.653),(67 9399.866),(68 9430.122),(69 9378.567),(70 9431.076),(71 9457.262),(72 9360.779),(73 9342.672),(74 9412.414),(75 9370.538),(76 9513.022),(77 9688.1045),(78 9698.852),(79 9793.852),
(1 1368.7296),(2 2667.399),(3 3829.4417),(4 4481.22),(5 4906.4717),(6 5176.665),(7 5566.733),(8 5843.1284),(9 5951.813),(10 6208.0127),(11 6380.4736),(12 6537.1426),(13 6596.8315),(14 6633.677),(15 6686.3247),(16 6836.0083),(17 6899.8022),(18 6955.68),(19 7197.918),(20 7317.226),(21 7532.288),(22 7391.739),(23 7466.3687),(24 7534.4595),(25 7505.9033),(26 7548.602),(27 7636.6455),(28 7608.0615),(29 7848.134),(30 8041.2183),(31 8132.3384),(32 8501.091),(33 8669.598),(34 8680.602),(35 8845.563),(36 9047.233),(37 9240.732),(38 9409.789),(39 9506.56),(40 9524.667),(41 9553.178),(42 9695.842),(43 9872.434),(44 9539.6455),(45 9603.409),(46 9676.422),(47 9852.633),(48 9911.4),(49 10015.545),(50 9941.09),(51 10038.016),(52 10113.663),(53 9895.471),(54 9798.878),(55 9787.711),(56 9724.916),(57 9626.783),(58 9506.63),(59 9261.648),(60 9222.072),(61 9138.789),(62 9016.822),(63 8814.035),(64 8669.706),(65 8716.74),(66 8752.3955),(67 8809.31),(68 8812.42),(69 8750.864),(70 8731.785),(71 8760.312),(72 8657.678),(73 8674.888),(74 8759.492),(75 8728.947),(76 8885.184),(77 9002.843),(78 8946.733),(79 8999.489),
