1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11139.376),(2 27110.111),(3 55895.656),(4 81839.77),(5 115388.875),(6 150645.05),(7 190865.3),(8 227958.19),(9 266554.6),(10 302640.5),(11 343358.72),(12 380398),(13 416017.5),(14 449194.34),(15 479863.9),(16 506864.6),(17 535514.3),(18 562090.8),(19 592003.06),(20 623467.94),(21 659142.8),(22 703912.25),(23 749317.94),(24 794359.2),(25 846421.94),(26 891227.5),(27 950136.8),(28 1005395.8),(29 1065594.4),(30 1126107),(31 1194268.5),(32 1267982.3),(33 1332741.3),(34 1407257.9),(35 1490369.5),(36 1575377.6),(37 1651979.5),(38 1733344.6),(39 1822423),(40 1899700.1),(41 1980113),(42 2064823.4),(43 2144068),(44 2211537.3),(45 2282131),(46 2359014.8),(47 2435886),(48 2514311.8),(49 2593484.8),(50 2675003),(51 2760443.3),(52 2841105),(53 2932487),(54 3040526.8),(55 3156727.8),(56 3278333.3),(57 3399166),(58 3511707.3),(59 3629594),(60 3744050.8),(61 3884397),(62 4019796),(63 4168191.3),(64 4309481.5),(65 4459714.5),(66 4598952),(67 4708656.5),(68 4822058.5),(69 4938188),(70 5089210.5),(71 5234998.5),(72 5380228.5),(73 5544486.5),(74 5703176),(75 5850222),(76 5978340),(77 6124754.5),(78 6266593.5),(79 6400180),
(1 39.597813),(2 42.905346),(3 45.59419),(4 47.316284),(5 48.872562),(6 49.342537),(7 50.219673),(8 51.560966),(9 51.725082),(10 51.527466),(11 51.93219),(12 52.609913),(13 52.908936),(14 53.607136),(15 53.676548),(16 54.11864),(17 53.831356),(18 54.460354),(19 54.76131),(20 55.068466),(21 55.0006),(22 55.327953),(23 54.62609),(24 55.502872),(25 55.41978),(26 55.697342),(27 56.046757),(28 55.82745),(29 56.02522),(30 55.625893),(31 55.42408),(32 55.43583),(33 55.25026),(34 55.48002),(35 55.25507),(36 55.41943),(37 55.549362),(38 55.40103),(39 54.60158),(40 55.03068),(41 54.927044),(42 54.435978),(43 54.344208),(44 54.432114),(45 54.708958),(46 55.293518),(47 55.249332),(48 54.76856),(49 55.137024),(50 55.66589),(51 56.17425),(52 55.244164),(53 56.07703),(54 56.303318),(55 56.405525),(56 56.079556),(57 56.07362),(58 55.724575),(59 55.477257),(60 55.98663),(61 56.263348),(62 55.780922),(63 55.597675),(64 55.53758),(65 56.174458),(66 56.332508),(67 56.23327),(68 55.551525),(69 55.57714),(70 55.33839),(71 55.620945),(72 55.85551),(73 55.515797),(74 55.670322),(75 55.87609),(76 55.779747),(77 55.308662),(78 55.808693),(79 55.892773),
(1 38.933727),(2 42.629925),(3 45.254486),(4 46.882027),(5 47.913944),(6 48.11016),(7 48.74396),(8 49.187046),(9 49.843662),(10 50.605873),(11 50.456417),(12 50.691917),(13 50.626247),(14 52.253807),(15 52.107536),(16 51.847145),(17 52.909195),(18 53.38136),(19 53.525307),(20 53.582294),(21 54.38199),(22 55.123943),(23 54.498505),(24 55.702694),(25 55.722828),(26 55.787395),(27 55.958515),(28 55.547615),(29 55.473267),(30 55.444893),(31 55.30503),(32 55.464825),(33 55.42577),(34 55.537857),(35 55.681744),(36 55.678574),(37 55.282825),(38 55.80544),(39 55.515675),(40 55.47916),(41 55.373215),(42 55.214596),(43 55.133938),(44 55.629017),(45 55.40448),(46 55.52459),(47 55.41346),(48 56.08425),(49 56.467632),(50 56.40166),(51 55.313244),(52 55.579422),(53 55.904274),(54 55.56544),(55 55.535877),(56 56.087536),(57 55.71668),(58 56.162254),(59 55.96175),(60 56.446247),(61 56.674484),(62 56.462585),(63 56.89873),(64 56.852467),(65 56.61213),(66 57.099045),(67 57.126266),(68 57.664974),(69 56.79038),(70 57.212105),(71 56.637917),(72 56.635395),(73 56.999706),(74 57.58392),(75 57.801407),(76 57.7477),(77 58.066113),(78 57.340637),(79 57.279472),
(1 38.17326),(2 42.81862),(3 44.446884),(4 46.449017),(5 47.249508),(6 47.625324),(7 48.520588),(8 48.824776),(9 48.963547),(10 49.723118),(11 50.29598),(12 50.518864),(13 50.413017),(14 51.106388),(15 50.95703),(16 50.773155),(17 50.822178),(18 51.529823),(19 51.817528),(20 52.10019),(21 52.52351),(22 52.906105),(23 52.462616),(24 52.699722),(25 53.221107),(26 53.891922),(27 53.304035),(28 53.66757),(29 53.332794),(30 53.568127),(31 53.6402),(32 53.247),(33 53.42425),(34 53.58091),(35 53.22961),(36 53.260227),(37 53.432507),(38 53.23162),(39 53.233604),(40 52.75966),(41 53.616974),(42 53.347363),(43 53.444572),(44 53.673176),(45 53.144855),(46 52.93129),(47 52.797253),(48 53.086224),(49 53.23276),(50 53.62597),(51 53.238174),(52 54.10227),(53 54.67421),(54 54.451424),(55 54.40453),(56 54.16663),(57 53.733585),(58 53.768246),(59 53.674038),(60 54.285873),(61 54.34643),(62 54.576797),(63 55.005413),(64 54.73275),(65 54.730648),(66 54.100475),(67 55.14449),(68 54.637627),(69 54.40082),(70 54.249958),(71 53.27787),(72 54.242874),(73 54.41349),(74 54.528656),(75 53.51552),(76 53.897285),(77 54.366966),(78 54.949745),(79 54.904297),
(1 38.259644),(2 42.60572),(3 44.741478),(4 46.70273),(5 47.872093),(6 47.992905),(7 48.34169),(8 49.542263),(9 50.005627),(10 50.78207),(11 51.044075),(12 51.31996),(13 51.554478),(14 51.86053),(15 52.680115),(16 52.703415),(17 53.276573),(18 52.75),(19 53.65815),(20 54.112892),(21 53.17909),(22 54.149696),(23 53.921818),(24 54.45901),(25 54.78092),(26 55.20804),(27 54.620144),(28 54.078083),(29 53.44034),(30 53.73298),(31 53.52961),(32 53.56091),(33 53.779434),(34 54.638866),(35 54.18426),(36 54.13744),(37 54.52148),(38 54.694546),(39 53.240032),(40 53.85322),(41 53.810764),(42 52.54281),(43 53.13119),(44 53.441917),(45 52.860832),(46 53.045177),(47 53.589653),(48 53.39977),(49 53.578358),(50 54.30354),(51 54.444042),(52 54.702843),(53 54.91673),(54 54.433846),(55 55.06439),(56 54.558414),(57 54.432304),(58 54.31951),(59 53.73939),(60 54.89492),(61 55.216145),(62 55.731926),(63 56.055405),(64 55.171093),(65 56.026077),(66 55.640812),(67 55.719566),(68 55.6431),(69 56.02398),(70 56.142414),(71 55.36203),(72 55.94674),(73 55.44748),(74 55.930946),(75 55.72675),(76 55.63644),(77 55.931553),(78 55.69401),(79 55.72636),
(1 37.900826),(2 41.70546),(3 43.681046),(4 45.278473),(5 46.545513),(6 47.243828),(7 48.546036),(8 49.478115),(9 49.342754),(10 49.55821),(11 50.15967),(12 49.974285),(13 50.30872),(14 50.920296),(15 50.98607),(16 50.48194),(17 51.083157),(18 51.446384),(19 51.57867),(20 52.039864),(21 51.51937),(22 51.302895),(23 51.864326),(24 52.74376),(25 53.126053),(26 53.642723),(27 53.097298),(28 53.30199),(29 52.72966),(30 52.69783),(31 53.366985),(32 52.391685),(33 52.636917),(34 53.04),(35 52.839382),(36 52.795025),(37 53.101185),(38 54.088135),(39 53.637287),(40 53.815582),(41 54.00394),(42 54.08992),(43 53.375393),(44 52.70028),(45 53.2004),(46 53.482185),(47 53.493874),(48 52.986786),(49 53.703968),(50 52.876587),(51 52.845264),(52 53.500526),(53 53.81274),(54 52.90329),(55 53.74961),(56 53.991474),(57 53.802193),(58 53.84472),(59 53.502853),(60 54.078705),(61 54.14476),(62 54.120575),(63 53.821262),(64 53.5275),(65 53.554623),(66 53.271976),(67 53.440205),(68 53.768055),(69 54.30607),(70 53.893436),(71 53.27933),(72 53.467995),(73 53.496494),(74 53.84438),(75 53.628433),(76 53.988617),(77 53.686974),(78 54.492916),(79 53.753857),
(1 37.510124),(2 42.134228),(3 44.302807),(4 46.116257),(5 46.45944),(6 46.98609),(7 47.422985),(8 47.77991),(9 48.597073),(10 49.129227),(11 49.38906),(12 49.97286),(13 50.017124),(14 50.740356),(15 50.733154),(16 50.511684),(17 51.105957),(18 51.775463),(19 51.6979),(20 52.970924),(21 51.996655),(22 52.328144),(23 52.50346),(24 53.147224),(25 53.525948),(26 53.54284),(27 53.782482),(28 53.075703),(29 53.54898),(30 53.928917),(31 53.948627),(32 53.39397),(33 53.08604),(34 53.564625),(35 53.099995),(36 53.18087),(37 53.74822),(38 53.708263),(39 53.037895),(40 52.726814),(41 52.973),(42 53.50401),(43 52.90404),(44 52.982838),(45 53.24341),(46 53.96601),(47 53.85605),(48 54.127647),(49 53.71095),(50 53.737465),(51 53.67741),(52 53.96604),(53 54.824333),(54 55.06994),(55 54.710247),(56 55.13255),(57 54.404358),(58 54.435596),(59 54.724342),(60 54.23286),(61 54.76651),(62 54.27938),(63 54.71601),(64 54.344715),(65 54.874775),(66 54.250916),(67 54.28792),(68 54.241493),(69 54.667076),(70 54.527905),(71 54.251453),(72 54.63508),(73 54.47279),(74 54.529755),(75 54.390327),(76 54.31294),(77 54.59452),(78 55.084923),(79 55.06966),
(1 36.994568),(2 41.223465),(3 43.420372),(4 44.81151),(5 45.518127),(6 46.725357),(7 47.11013),(8 48.202763),(9 48.167088),(10 48.262554),(11 48.581623),(12 48.987946),(13 48.606895),(14 49.53951),(15 49.69033),(16 50.51248),(17 50.373264),(18 50.963165),(19 50.430054),(20 50.77004),(21 50.669834),(22 51.407143),(23 52.19224),(24 52.135487),(25 52.761696),(26 52.89266),(27 52.798897),(28 52.62775),(29 52.527634),(30 52.650436),(31 53.003998),(32 52.43155),(33 51.95806),(34 52.334946),(35 52.5175),(36 52.964386),(37 53.312626),(38 53.00062),(39 52.173676),(40 52.34474),(41 52.317352),(42 52.371616),(43 52.814476),(44 52.55855),(45 52.371628),(46 52.174164),(47 51.951904),(48 51.575054),(49 51.77254),(50 51.96167),(51 51.33167),(52 51.851826),(53 52.183395),(54 52.334175),(55 51.813824),(56 52.525772),(57 52.1202),(58 52.417393),(59 51.90477),(60 51.988575),(61 52.150726),(62 52.3418),(63 52.336185),(64 52.209232),(65 52.09275),(66 51.787674),(67 52.631657),(68 52.143654),(69 52.230118),(70 52.551823),(71 53.007),(72 52.67424),(73 53.86073),(74 53.25754),(75 52.790867),(76 52.508774),(77 52.473007),(78 53.20422),(79 52.702324),
(1 36.03518),(2 39.938194),(3 42.228424),(4 43.35348),(5 44.646027),(6 45.157085),(7 45.85514),(8 46.5872),(9 46.012043),(10 47.481403),(11 47.607662),(12 48.38539),(13 48.738716),(14 49.972084),(15 49.362717),(16 48.86024),(17 48.919846),(18 49.958908),(19 49.909084),(20 50.11456),(21 50.460114),(22 50.364605),(23 50.906067),(24 51.328842),(25 51.451073),(26 52.0695),(27 51.336044),(28 51.81532),(29 51.46229),(30 52.157406),(31 51.974846),(32 51.339207),(33 51.959427),(34 52.256096),(35 52.02674),(36 51.834972),(37 52.67119),(38 52.79678),(39 52.58341),(40 52.63391),(41 52.36708),(42 52.541245),(43 52.308506),(44 52.594933),(45 52.407574),(46 52.762375),(47 52.340202),(48 52.672413),(49 52.435806),(50 52.57933),(51 52.595642),(52 52.62893),(53 52.402008),(54 52.411068),(55 52.21971),(56 52.397358),(57 51.9982),(58 52.44111),(59 52.68883),(60 52.98632),(61 53.042034),(62 52.91131),(63 52.509018),(64 52.53757),(65 53.018906),(66 52.31307),(67 52.475834),(68 52.150394),(69 52.48957),(70 52.33872),(71 52.382217),(72 52.518803),(73 52.372643),(74 52.59645),(75 53.161476),(76 52.85681),(77 52.703625),(78 53.12048),(79 52.64647),
(1 36.177612),(2 39.992195),(3 42.826122),(4 44.133198),(5 45.059036),(6 45.821014),(7 46.54364),(8 47.001923),(9 47.920517),(10 48.38636),(11 48.43894),(12 48.54762),(13 48.224728),(14 49.394306),(15 49.30168),(16 48.84119),(17 49.10603),(18 49.6476),(19 49.57686),(20 50.035778),(21 50.134247),(22 50.372845),(23 50.92441),(24 51.267654),(25 51.33578),(26 51.425014),(27 50.944847),(28 50.955635),(29 51.085033),(30 51.36278),(31 51.17952),(32 50.450287),(33 50.882687),(34 51.62547),(35 51.6843),(36 52.351128),(37 52.097107),(38 51.971992),(39 52.044212),(40 52.196144),(41 52.615677),(42 52.22774),(43 52.59153),(44 53.247005),(45 52.922432),(46 52.59148),(47 52.725586),(48 53.354115),(49 53.979637),(50 54.008247),(51 54.351513),(52 54.526505),(53 54.21808),(54 53.46306),(55 53.46935),(56 53.805363),(57 53.21925),(58 53.501656),(59 53.643787),(60 54.310482),(61 54.296043),(62 53.82425),(63 53.7484),(64 53.557285),(65 53.921738),(66 53.72992),(67 54.402157),(68 53.654854),(69 53.74448),(70 54.074207),(71 53.736885),(72 54.48618),(73 53.660873),(74 54.12645),(75 53.906563),(76 53.11356),(77 53.729992),(78 53.675167),(79 53.530266),
(1 35.878056),(2 39.89022),(3 41.876873),(4 43.274933),(5 44.462425),(6 44.954124),(7 46.46124),(8 46.680325),(9 46.760788),(10 47.50509),(11 47.76329),(12 48.388245),(13 49.255848),(14 49.64551),(15 49.339424),(16 49.665386),(17 49.815536),(18 50.12065),(19 50.19101),(20 49.630665),(21 50.092297),(22 50.312073),(23 50.38681),(24 50.995636),(25 50.912193),(26 51.82444),(27 52.261124),(28 51.87237),(29 51.438557),(30 51.03852),(31 51.4615),(32 51.246086),(33 51.082874),(34 51.59129),(35 51.144196),(36 51.23421),(37 51.399715),(38 51.375324),(39 51.128452),(40 50.975147),(41 51.011597),(42 51.16859),(43 50.974953),(44 51.012947),(45 50.984726),(46 51.342327),(47 51.190544),(48 51.33563),(49 51.734222),(50 51.43384),(51 51.34428),(52 52.068165),(53 52.046192),(54 51.75722),(55 52.129715),(56 52.177326),(57 51.65092),(58 51.813538),(59 51.95668),(60 52.252556),(61 52.69213),(62 51.817394),(63 51.40338),(64 51.931786),(65 52.248096),(66 52.81676),(67 52.781116),(68 52.264347),(69 52.689476),(70 52.7853),(71 52.51932),(72 52.379402),(73 52.74093),(74 52.722458),(75 52.815357),(76 52.53686),(77 53.056305),(78 52.665474),(79 52.644894),
(1 36.324078),(2 40.29766),(3 42.665794),(4 43.97734),(5 45.160778),(6 45.887836),(7 46.908546),(8 46.46979),(9 47.152637),(10 48.15318),(11 48.01141),(12 47.995895),(13 48.4751),(14 49.091095),(15 48.77079),(16 48.942596),(17 48.93393),(18 49.431137),(19 50.04612),(20 49.560272),(21 49.556984),(22 49.809856),(23 50.416695),(24 50.500893),(25 50.669018),(26 51.471592),(27 51.142998),(28 50.66301),(29 50.701824),(30 50.84622),(31 51.171925),(32 51.420925),(33 51.545166),(34 51.301647),(35 51.412544),(36 51.89197),(37 51.604824),(38 51.9481),(39 52.272404),(40 51.86873),(41 51.686115),(42 51.827396),(43 52.228977),(44 52.13634),(45 51.29555),(46 51.327866),(47 51.51784),(48 51.825127),(49 52.380295),(50 52.98323),(51 52.33152),(52 51.848866),(53 52.24895),(54 52.152523),(55 52.93042),(56 52.73783),(57 52.675415),(58 52.614822),(59 52.62969),(60 53.030773),(61 52.418167),(62 52.43829),(63 52.43451),(64 52.776543),(65 53.11779),(66 53.106228),(67 53.34101),(68 52.776196),(69 53.008873),(70 53.115982),(71 53.26766),(72 53.16394),(73 52.921043),(74 53.121967),(75 52.83324),(76 52.500084),(77 52.478573),(78 52.62618),(79 52.59648),
(1 34.41095),(2 38.646137),(3 40.470543),(4 41.843876),(5 43.0993),(6 43.176525),(7 44.417576),(8 44.99146),(9 45.608143),(10 46.365128),(11 46.48131),(12 46.795807),(13 46.733395),(14 47.63399),(15 46.86417),(16 47.47164),(17 47.49474),(18 47.33923),(19 48.82332),(20 49.188057),(21 49.006966),(22 49.255577),(23 49.530495),(24 49.937344),(25 50.32787),(26 50.555565),(27 50.46321),(28 49.843796),(29 50.02484),(30 49.90231),(31 50.332542),(32 50.30896),(33 50.352108),(34 49.972355),(35 49.48758),(36 49.609573),(37 50.01539),(38 50.09621),(39 50.136562),(40 50.53608),(41 49.809376),(42 49.88503),(43 50.296455),(44 49.724483),(45 50.397434),(46 50.159977),(47 50.214863),(48 50.206226),(49 50.995983),(50 50.76459),(51 51.230423),(52 50.844448),(53 51.31025),(54 51.087837),(55 50.828312),(56 50.671097),(57 50.9074),(58 50.78447),(59 50.613438),(60 51.187366),(61 50.82094),(62 50.934185),(63 51.16176),(64 51.60904),(65 51.281593),(66 51.15149),(67 50.931633),(68 50.477684),(69 50.75541),(70 51.140583),(71 50.86289),(72 51.24895),(73 51.42022),(74 51.576725),(75 51.68389),(76 51.18104),(77 51.17766),(78 51.793823),(79 52.12537),
(1 35.646347),(2 38.89764),(3 41.610935),(4 42.42994),(5 43.628872),(6 44.437965),(7 45.1964),(8 45.93653),(9 46.353184),(10 46.507317),(11 47.238373),(12 47.40123),(13 48.084236),(14 48.325764),(15 48.91193),(16 48.53159),(17 48.745094),(18 48.59856),(19 49.45703),(20 49.84866),(21 50.223137),(22 50.259197),(23 50.46916),(24 50.98135),(25 50.96818),(26 51.43991),(27 51.717854),(28 51.00886),(29 50.481174),(30 50.370895),(31 50.38694),(32 50.18393),(33 50.366005),(34 50.32479),(35 50.06844),(36 50.43617),(37 50.975616),(38 50.71876),(39 50.5163),(40 50.410267),(41 50.430294),(42 49.99762),(43 50.539665),(44 50.566586),(45 50.339954),(46 50.197052),(47 50.52429),(48 50.736492),(49 50.76706),(50 50.523155),(51 50.335075),(52 50.869453),(53 50.70785),(54 50.324986),(55 50.624233),(56 49.978264),(57 50.36852),(58 50.947838),(59 50.607475),(60 50.595142),(61 50.4981),(62 51.04361),(63 50.807648),(64 51.269222),(65 51.06441),(66 51.306858),(67 50.83642),(68 51.040462),(69 50.931087),(70 50.855396),(71 51.126007),(72 51.661026),(73 51.760044),(74 51.82176),(75 50.865692),(76 51.019035),(77 50.363785),(78 51.02701),(79 51.522606),
(1 35.866676),(2 39.267868),(3 41.59797),(4 43.091007),(5 43.88404),(6 44.687084),(7 45.37094),(8 45.896366),(9 46.038628),(10 46.941406),(11 47.86665),(12 48.20922),(13 48.5192),(14 48.51966),(15 48.706226),(16 48.85858),(17 48.606518),(18 48.474415),(19 49.096622),(20 49.315403),(21 49.484756),(22 49.263588),(23 49.72002),(24 50.181324),(25 50.496468),(26 50.378006),(27 50.731243),(28 50.22656),(29 50.170517),(30 50.115772),(31 50.092094),(32 50.559956),(33 49.97383),(34 49.804638),(35 49.335213),(36 49.301952),(37 50.097485),(38 49.49249),(39 49.444042),(40 49.935474),(41 49.99246),(42 49.775383),(43 50.264946),(44 49.77662),(45 48.990818),(46 50.281208),(47 49.856625),(48 50.156116),(49 50.15265),(50 50.363155),(51 49.666954),(52 50.032524),(53 50.175884),(54 49.857433),(55 50.614666),(56 50.19567),(57 50.45659),(58 50.541637),(59 50.94197),(60 50.713127),(61 51.002472),(62 51.167595),(63 51.411865),(64 50.95885),(65 51.075237),(66 51.506546),(67 50.86964),(68 51.570805),(69 51.60972),(70 51.11881),(71 51.37956),(72 50.92017),(73 51.534885),(74 51.011677),(75 51.002983),(76 51.084724),(77 50.99769),(78 51.34897),(79 51.60356),
(1 35.81145),(2 39.085636),(3 41.704384),(4 42.827156),(5 44.067112),(6 44.83855),(7 44.951706),(8 45.515675),(9 46.137863),(10 46.24381),(11 46.783863),(12 47.445652),(13 47.434475),(14 47.957096),(15 48.036583),(16 48.804058),(17 48.265507),(18 48.55998),(19 48.8179),(20 49.102055),(21 48.866142),(22 48.9769),(23 49.6146),(24 49.573017),(25 49.623245),(26 49.964878),(27 50.457943),(28 49.94285),(29 50.458134),(30 49.977768),(31 50.494762),(32 49.85128),(33 50.08541),(34 49.99076),(35 49.349045),(36 49.85283),(37 49.572517),(38 49.78733),(39 49.80535),(40 50.254402),(41 50.179596),(42 50.5085),(43 50.975834),(44 50.33725),(45 49.698643),(46 49.77561),(47 50.162144),(48 50.88176),(49 50.60619),(50 51.144466),(51 50.628826),(52 50.615616),(53 50.6555),(54 50.920815),(55 51.380512),(56 51.19545),(57 50.800644),(58 51.584576),(59 50.62595),(60 51.5786),(61 51.58079),(62 51.97121),(63 51.905823),(64 51.50349),(65 51.53742),(66 51.88674),(67 51.21724),(68 51.547604),(69 51.48121),(70 51.58696),(71 51.033855),(72 52.020977),(73 51.942795),(74 51.933727),(75 51.873062),(76 51.117126),(77 50.679012),(78 51.27002),(79 51.82021),
(1 34.483578),(2 38.263058),(3 39.972584),(4 41.136414),(5 41.86402),(6 43.03011),(7 44.349495),(8 43.85317),(9 44.340454),(10 45.358173),(11 45.59777),(12 45.81441),(13 46.17639),(14 46.66723),(15 46.204014),(16 46.443485),(17 46.804623),(18 46.651215),(19 46.987762),(20 47.04543),(21 47.636887),(22 47.405464),(23 48.128277),(24 48.235714),(25 48.61449),(26 49.02338),(27 48.497288),(28 48.164917),(29 48.755386),(30 48.301163),(31 49.163788),(32 49.065994),(33 48.680912),(34 48.53018),(35 48.028397),(36 48.006523),(37 49.078312),(38 48.517246),(39 48.55549),(40 48.50737),(41 48.71904),(42 48.292324),(43 48.38569),(44 48.553947),(45 48.070026),(46 47.85812),(47 48.103546),(48 48.832497),(49 48.73626),(50 48.91062),(51 48.635803),(52 47.822395),(53 47.982857),(54 48.565887),(55 49.118164),(56 49.427547),(57 49.38991),(58 49.470425),(59 49.33067),(60 49.643223),(61 50.13736),(62 49.89405),(63 50.107357),(64 50.023457),(65 49.585297),(66 50.261177),(67 50.40738),(68 50.246895),(69 50.026867),(70 49.74656),(71 50.010345),(72 49.636005),(73 49.978706),(74 49.938168),(75 49.82856),(76 49.522137),(77 49.272694),(78 50.06793),(79 49.896015),
(1 34.551163),(2 37.770573),(3 40.334003),(4 41.33024),(5 43.04315),(6 43.372013),(7 44.273933),(8 44.40694),(9 45.177784),(10 45.578735),(11 45.695805),(12 45.85017),(13 46.554787),(14 47.148987),(15 46.603024),(16 47.35755),(17 47.04882),(18 46.98947),(19 47.68039),(20 47.71131),(21 47.875336),(22 47.92658),(23 48.615677),(24 48.75637),(25 49.256886),(26 48.98811),(27 48.906105),(28 48.32124),(29 48.861156),(30 48.515743),(31 49.60618),(32 49.26546),(33 49.364746),(34 49.10366),(35 48.898296),(36 49.213238),(37 49.486923),(38 49.077972),(39 49.178703),(40 48.9586),(41 49.335335),(42 49.580814),(43 48.98826),(44 49.298603),(45 48.476696),(46 49.092728),(47 49.22816),(48 48.865757),(49 49.09793),(50 49.389095),(51 49.18342),(52 49.192936),(53 49.05522),(54 49.42212),(55 49.228413),(56 48.99097),(57 48.660255),(58 48.89278),(59 48.561153),(60 48.923233),(61 49.418037),(62 49.427696),(63 49.225567),(64 49.75811),(65 49.178734),(66 49.360176),(67 49.313526),(68 49.537773),(69 49.480972),(70 49.556995),(71 49.72245),(72 49.717655),(73 49.84272),(74 50.185814),(75 49.4601),(76 49.487656),(77 49.991222),(78 49.819122),(79 49.919327),
