1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1542.5575),(2 2359.6545),(3 2787.1475),(4 3070.3445),(5 3218.002),(6 3379.2817),(7 3522.499),(8 3635.264),(9 3704.93),(10 3805.4778),(11 3857.2954),(12 3905.2407),(13 3958.3845),(14 4027.5002),(15 4077.9177),(16 4088.7886),(17 4139.855),(18 4160.748),(19 4174.7607),(20 4162.6367),(21 4215.1934),(22 4251.669),(23 4270.908),(24 4277.9473),(25 4270.3413),(26 4261.893),(27 4327.912),(28 4378.157),(29 4384.721),(30 4376.1353),(31 4368.7285),(32 4351.778),(33 4315.194),(34 4315.071),(35 4261.9243),(36 4261.921),(37 4294.3066),(38 4329.635),(39 4345.7393),(40 4391.636),(41 4371.6245),(42 4441.5757),(43 4420.142),(44 4411.9507),(45 4402.218),(46 4415.5586),(47 4408.2583),(48 4417.847),(49 4378.663),(50 4378.026),(51 4379.4604),(52 4391.224),(53 4383.2417),(54 4398.367),(55 4424.537),(56 4438.2314),(57 4448.742),(58 4454.3364),(59 4400.0015),(60 4400.8677),(61 4386.1514),(62 4448.1),(63 4430.1904),(64 4443.419),(65 4441.895),(66 4459.704),(67 4480.552),(68 4493.571),(69 4480.4507),(70 4496.628),(71 4543.204),(72 4532.5806),(73 4538.749),(74 4578.2188),(75 4584.3926),(76 4584.0776),(77 4570.782),(78 4566.6494),(79 4569.2197),
(1 1500.052),(2 2220.1904),(3 2624.9634),(4 2895.254),(5 3063.5916),(6 3227.423),(7 3343.6526),(8 3469.6563),(9 3541.8628),(10 3606.197),(11 3671.747),(12 3713.224),(13 3789.6604),(14 3866.5193),(15 3943.0664),(16 3952.933),(17 3955.1362),(18 3951.46),(19 3948.2488),(20 3932.6516),(21 3966.6194),(22 3979.805),(23 3972.1257),(24 3971.7715),(25 4000.64),(26 4063.8318),(27 4098.4517),(28 4149.745),(29 4142.182),(30 4166.0996),(31 4164.7124),(32 4125.523),(33 4142.547),(34 4179.3994),(35 4174.5283),(36 4176.135),(37 4185.7227),(38 4209.14),(39 4227.925),(40 4246.3516),(41 4254.99),(42 4274.31),(43 4276.5054),(44 4269.59),(45 4211.666),(46 4258.1216),(47 4256.3447),(48 4264.542),(49 4239.4536),(50 4238.8735),(51 4228.2354),(52 4217.822),(53 4240.534),(54 4242.298),(55 4277.3013),(56 4281.6377),(57 4305.306),(58 4304.024),(59 4298.346),(60 4291.3223),(61 4276.8564),(62 4337.6445),(63 4387.386),(64 4435.085),(65 4455.3394),(66 4456.059),(67 4433.8955),(68 4427.8345),(69 4442.2266),(70 4436.2036),(71 4455.607),(72 4451.295),(73 4488.894),(74 4529.3203),(75 4552.676),(76 4545.618),(77 4520.8364),(78 4510.1294),(79 4483.8735),
(1 1456.1005),(2 2203.3557),(3 2633.4146),(4 2895.9697),(5 3070.2944),(6 3212.9822),(7 3317.733),(8 3407.7168),(9 3519.3484),(10 3593.4827),(11 3628.0984),(12 3640.0334),(13 3718.676),(14 3837.537),(15 3888.6812),(16 3878.274),(17 3892.574),(18 3917.1167),(19 3929.11),(20 3911.3223),(21 3931.11),(22 3954.4558),(23 3969.4316),(24 3987.6465),(25 4014.573),(26 4048.4727),(27 4072.3516),(28 4067.3923),(29 4099.424),(30 4136.5483),(31 4134.963),(32 4077.2588),(33 4103.0693),(34 4083.5317),(35 4055.947),(36 4060.9014),(37 4100.228),(38 4104.381),(39 4136.9526),(40 4174.652),(41 4219.8457),(42 4251.781),(43 4275.587),(44 4306.1567),(45 4294.75),(46 4241.684),(47 4224.732),(48 4219.5835),(49 4237.864),(50 4235.228),(51 4206.606),(52 4227.099),(53 4217.9033),(54 4219.831),(55 4239.1084),(56 4211.6377),(57 4197.127),(58 4179.543),(59 4181.8345),(60 4166.0356),(61 4151.9785),(62 4176.907),(63 4216.3066),(64 4236.8384),(65 4241.5103),(66 4216.9116),(67 4242.236),(68 4310.108),(69 4329.8765),(70 4324.016),(71 4352.329),(72 4360.329),(73 4381.9614),(74 4387.0283),(75 4415.1875),(76 4427.422),(77 4460.5625),(78 4493.457),(79 4477.387),
(1 1455.2869),(2 2187.5522),(3 2608.4597),(4 2820.328),(5 3016.5173),(6 3193.8464),(7 3273.4424),(8 3355.756),(9 3449.7585),(10 3496.151),(11 3524.3699),(12 3568.2847),(13 3613.3743),(14 3704.592),(15 3724.7676),(16 3739.7368),(17 3744.6821),(18 3774.0789),(19 3808.9941),(20 3804.9343),(21 3798.4663),(22 3803.115),(23 3837.6226),(24 3876.7837),(25 3916.6995),(26 3972.4277),(27 4011.636),(28 4041.2346),(29 4013.062),(30 4038.5874),(31 4041.489),(32 4034.2366),(33 4036.052),(34 4027.96),(35 4001.984),(36 3974.9128),(37 3970.9583),(38 3944.124),(39 3980.777),(40 4007.4463),(41 4064.63),(42 4040.4338),(43 4050.9553),(44 4119.9272),(45 4099.988),(46 4108.897),(47 4083.631),(48 4069.8845),(49 4057.877),(50 4089.124),(51 4079.811),(52 4079.5723),(53 4086.9348),(54 4079.6936),(55 4104.917),(56 4094.668),(57 4094.9788),(58 4083.2197),(59 4047.1013),(60 4023.6829),(61 4063.859),(62 4082.5732),(63 4068.5654),(64 4089.0269),(65 4091.408),(66 4134.8345),(67 4130.774),(68 4154.35),(69 4180.389),(70 4191.795),(71 4200.552),(72 4170.1313),(73 4153.659),(74 4178.039),(75 4208.5347),(76 4180.0117),(77 4229.6865),(78 4229.9443),(79 4219.147),
(1 1436.9988),(2 2127.727),(3 2513.8992),(4 2726.4736),(5 2895.6558),(6 3033.0771),(7 3126.1448),(8 3204.9033),(9 3267.5867),(10 3344.4343),(11 3381.8833),(12 3443.3713),(13 3486.8374),(14 3565.6746),(15 3641.1316),(16 3663.4604),(17 3658.3132),(18 3689.5386),(19 3785.0225),(20 3778.0693),(21 3778.381),(22 3818.1077),(23 3833.593),(24 3840.4163),(25 3832.9785),(26 3862.4863),(27 3889.91),(28 3894.2224),(29 3882.8115),(30 3933.9429),(31 3926.7634),(32 3899.411),(33 3903.3547),(34 3924.6824),(35 3942.194),(36 3922.969),(37 3952.3193),(38 3938.7979),(39 3997.589),(40 4003.8345),(41 4032.0571),(42 4039.5151),(43 4055.294),(44 4030.6504),(45 4047.3354),(46 4029.749),(47 4035.9521),(48 4085.3442),(49 4058.5208),(50 4047.519),(51 4068.6748),(52 4066.9563),(53 4054.2117),(54 4068.602),(55 4068.2122),(56 4092.5203),(57 4094.2432),(58 4131.546),(59 4162.667),(60 4161.821),(61 4119.561),(62 4143.1133),(63 4186.379),(64 4220.3154),(65 4184.662),(66 4198.9883),(67 4223.862),(68 4269.904),(69 4275.8833),(70 4302.13),(71 4305.5234),(72 4245.8774),(73 4253.3213),(74 4252.986),(75 4270.028),(76 4264.3003),(77 4336.546),(78 4308.5786),(79 4313.329),
(1 1406.6854),(2 2102.976),(3 2489.1763),(4 2696.3308),(5 2878.6125),(6 2988.5938),(7 3072.322),(8 3197.0828),(9 3287.319),(10 3350.5195),(11 3414.7268),(12 3441.2021),(13 3469.5444),(14 3523.8635),(15 3568.6545),(16 3586.7776),(17 3587.0898),(18 3626.2715),(19 3696.5037),(20 3708.9307),(21 3715.0027),(22 3685.7932),(23 3701.7334),(24 3714.9724),(25 3754.7046),(26 3797.8948),(27 3773.875),(28 3807.9785),(29 3781.2795),(30 3767.191),(31 3757.5159),(32 3733.6997),(33 3766.0698),(34 3775.8767),(35 3781.5747),(36 3796.9316),(37 3808.6367),(38 3854.2969),(39 3887.5454),(40 3909.639),(41 3925.1199),(42 3916.311),(43 3901.7214),(44 3897.3167),(45 3875.7307),(46 3912.4946),(47 3958.71),(48 3999.9077),(49 3993.1604),(50 3993.0996),(51 4031.6624),(52 4046.2874),(53 4015.772),(54 4013.6487),(55 4008.2612),(56 4018.5266),(57 4032.2546),(58 4030.9993),(59 4045.102),(60 4046.9019),(61 4037.416),(62 4065.3093),(63 4093.11),(64 4135.399),(65 4104.7964),(66 4101.483),(67 4100.392),(68 4114.3267),(69 4124.8223),(70 4155.6045),(71 4163.957),(72 4099.358),(73 4056.0283),(74 4073.5896),(75 4097.443),(76 4090.3757),(77 4100.1025),(78 4116.256),(79 4088.3582),
(1 1352.8744),(2 1995.3455),(3 2350.8154),(4 2562.48),(5 2721.2356),(6 2849.5981),(7 2939.4722),(8 3010.745),(9 3094.1155),(10 3156.9124),(11 3201.4082),(12 3264.2595),(13 3278.3213),(14 3337.2473),(15 3344.7231),(16 3353.4875),(17 3389.1558),(18 3431.9685),(19 3455.7751),(20 3496.245),(21 3546.1372),(22 3560.6858),(23 3597.4978),(24 3580.3313),(25 3556.0417),(26 3581.5),(27 3620.4514),(28 3635.7937),(29 3633.2397),(30 3662.6),(31 3678.4287),(32 3698.8093),(33 3712.7004),(34 3709.7336),(35 3712.4258),(36 3692.4434),(37 3673.2258),(38 3690.0461),(39 3688.1782),(40 3679.9417),(41 3714.7415),(42 3756.1208),(43 3711.8472),(44 3750.728),(45 3748.4001),(46 3781.086),(47 3789.7415),(48 3776.3835),(49 3776.6018),(50 3801.6396),(51 3843.6968),(52 3849.9187),(53 3856.667),(54 3858.2144),(55 3869.6272),(56 3860.3389),(57 3847.1404),(58 3861.8718),(59 3859.9858),(60 3824.1746),(61 3843.651),(62 3877.0352),(63 3866.0266),(64 3874.1292),(65 3887.3398),(66 3894.8691),(67 3893.705),(68 3910.08),(69 3912.4302),(70 3935.5498),(71 3942.4397),(72 3937.9343),(73 3915.6423),(74 3908.7913),(75 3937.8232),(76 3924.4639),(77 3914.7068),(78 3916.1125),(79 3903.7441),
(1 1346.397),(2 1980.779),(3 2337.7622),(4 2538.484),(5 2671.389),(6 2791.3276),(7 2882.742),(8 2984.8247),(9 3072.104),(10 3095.0093),(11 3128.7068),(12 3185.9976),(13 3231.294),(14 3316.4207),(15 3343.8933),(16 3350.7698),(17 3388.004),(18 3409.48),(19 3432.7651),(20 3459.3909),(21 3515.367),(22 3507.1873),(23 3500.7373),(24 3530.2717),(25 3524.8752),(26 3527.4358),(27 3553.8381),(28 3571.1135),(29 3565.29),(30 3561.8643),(31 3579.3306),(32 3576.2927),(33 3596.8794),(34 3594.3025),(35 3584.4556),(36 3578.9944),(37 3581.5007),(38 3615.9214),(39 3632.1753),(40 3684.0793),(41 3694.0828),(42 3714.1147),(43 3717.6082),(44 3717.2832),(45 3714.6416),(46 3740.8516),(47 3740.104),(48 3706.88),(49 3693.3652),(50 3744.5166),(51 3773.5435),(52 3760.0457),(53 3721.4177),(54 3710.163),(55 3722.8323),(56 3717.4465),(57 3724.383),(58 3764.6091),(59 3769.7214),(60 3767.1108),(61 3792.3281),(62 3797.586),(63 3766.403),(64 3774.4807),(65 3791.6223),(66 3811.8315),(67 3811.4048),(68 3858.45),(69 3870.9148),(70 3864.545),(71 3889.6008),(72 3875.9268),(73 3848.6807),(74 3869.0874),(75 3882.3293),(76 3900.6958),(77 3941.615),(78 3963.56),(79 3956.2441),
(1 1320.2235),(2 1947.2736),(3 2289.2603),(4 2497.5447),(5 2628.9644),(6 2790.8235),(7 2872.8428),(8 2955.3218),(9 3043.9148),(10 3107.2107),(11 3184.8813),(12 3226.967),(13 3297.7456),(14 3368.24),(15 3423.2563),(16 3447.4417),(17 3510.29),(18 3531.0942),(19 3552.8926),(20 3585.8796),(21 3636.3928),(22 3632.9495),(23 3657.0195),(24 3629.048),(25 3626.3855),(26 3651.602),(27 3682.4602),(28 3680.7295),(29 3673.055),(30 3677.7334),(31 3680.4634),(32 3704.3838),(33 3712.5623),(34 3706.275),(35 3704.7683),(36 3700.7024),(37 3744.1384),(38 3740.4895),(39 3745.3704),(40 3740.382),(41 3739.414),(42 3763.8682),(43 3774.4905),(44 3803.1003),(45 3817.9653),(46 3784.828),(47 3776.314),(48 3741.9727),(49 3703.4915),(50 3709.3237),(51 3714.2908),(52 3674.6401),(53 3700.2385),(54 3688.016),(55 3708.721),(56 3713.4856),(57 3750.4717),(58 3768.2898),(59 3782.807),(60 3781.6072),(61 3803.549),(62 3818.9976),(63 3828.0293),(64 3817.46),(65 3783.0085),(66 3767.1416),(67 3784.3635),(68 3788.253),(69 3784.2622),(70 3766.547),(71 3778.7454),(72 3774.9646),(73 3776.0764),(74 3780.304),(75 3775.8567),(76 3780.0498),(77 3829.9536),(78 3814.516),(79 3801.1074),
(1 1312.0471),(2 1943.677),(3 2306.11),(4 2494.2104),(5 2635.4756),(6 2766.832),(7 2842.0496),(8 2918.5686),(9 2968.2297),(10 2990.4575),(11 3053.959),(12 3078.3953),(13 3125.347),(14 3200.708),(15 3250.052),(16 3274.5288),(17 3332.9524),(18 3369.069),(19 3386.5164),(20 3371.8394),(21 3375.6494),(22 3374.583),(23 3395.143),(24 3395.5544),(25 3401.465),(26 3441.5322),(27 3453.1296),(28 3446.3652),(29 3459.2222),(30 3466.6726),(31 3478.9495),(32 3455.0532),(33 3503.3796),(34 3498.997),(35 3512.7188),(36 3486.049),(37 3535.739),(38 3563.5688),(39 3600.4885),(40 3616.8875),(41 3645.6804),(42 3630.4702),(43 3624.6833),(44 3616.3577),(45 3617.3345),(46 3622.975),(47 3622.1096),(48 3623.3035),(49 3607.222),(50 3644.7153),(51 3673.8064),(52 3639.6907),(53 3647.5737),(54 3662.2134),(55 3701.336),(56 3696.3215),(57 3672.5754),(58 3680.4873),(59 3662.1948),(60 3659.5854),(61 3656.6785),(62 3634.5608),(63 3620.3635),(64 3627.1687),(65 3614.465),(66 3623.2832),(67 3607.9246),(68 3642.5579),(69 3683.2527),(70 3709.3372),(71 3727.095),(72 3725.203),(73 3704.5415),(74 3747.361),(75 3736.4739),(76 3727.5962),(77 3737.468),(78 3724.6514),(79 3745.3335),
(1 1274.4125),(2 1920.872),(3 2308.5513),(4 2493.0894),(5 2632.545),(6 2761.9136),(7 2870.59),(8 2958.233),(9 3005.2432),(10 3041.7),(11 3074.5227),(12 3089.6294),(13 3138.273),(14 3180.358),(15 3206.9575),(16 3227.0059),(17 3261.3777),(18 3287.1724),(19 3297.185),(20 3314.287),(21 3345.6045),(22 3392.1194),(23 3423.079),(24 3420.9763),(25 3404.876),(26 3420.6553),(27 3425.1233),(28 3413.524),(29 3420.343),(30 3423.6636),(31 3434.5254),(32 3462.1223),(33 3489.1045),(34 3484.3936),(35 3502.148),(36 3482.8777),(37 3508.5947),(38 3555.0496),(39 3559.1606),(40 3571.0845),(41 3583.5083),(42 3598.8386),(43 3641.491),(44 3667.8499),(45 3605.99),(46 3607.885),(47 3620.9534),(48 3629.02),(49 3620.4739),(50 3617.4272),(51 3634.397),(52 3628.6345),(53 3646.9124),(54 3682.7754),(55 3679.098),(56 3664.9001),(57 3666.3184),(58 3714.6184),(59 3722.989),(60 3750.961),(61 3779.227),(62 3787.2334),(63 3758.7207),(64 3749.4998),(65 3733.384),(66 3743.4568),(67 3759.0645),(68 3768.615),(69 3744.9678),(70 3763.5295),(71 3795.7058),(72 3772.2717),(73 3761.152),(74 3789.9182),(75 3768.418),(76 3765.5361),(77 3782.374),(78 3750.4644),(79 3738.215),
(1 1220.3307),(2 1826.7833),(3 2179.8687),(4 2354.8677),(5 2492.0007),(6 2582.9998),(7 2681.9058),(8 2774.4348),(9 2811.7822),(10 2845.603),(11 2884.402),(12 2916.1824),(13 2980.5566),(14 2999.635),(15 3021.1892),(16 3024.0752),(17 3031.34),(18 3042.501),(19 3067.11),(20 3078.5842),(21 3101.0479),(22 3120.14),(23 3101.0327),(24 3122.953),(25 3134.3604),(26 3148.109),(27 3152.6633),(28 3148.1287),(29 3155.5837),(30 3154.0837),(31 3192.2532),(32 3217.031),(33 3242.3098),(34 3261.0483),(35 3239.755),(36 3239.1719),(37 3255.9663),(38 3276.5676),(39 3285.741),(40 3323.1187),(41 3311.82),(42 3271.4873),(43 3295.896),(44 3335.0889),(45 3311.8489),(46 3334.6553),(47 3355.6438),(48 3332.537),(49 3333.0752),(50 3363.1567),(51 3365.2031),(52 3354.639),(53 3322.2659),(54 3336.6077),(55 3335.0752),(56 3328.8008),(57 3349.567),(58 3359.283),(59 3361.0933),(60 3364.692),(61 3354.561),(62 3343.4998),(63 3322.876),(64 3320.7202),(65 3327.522),(66 3346.489),(67 3363.6409),(68 3434.077),(69 3440.1238),(70 3459.367),(71 3485.8257),(72 3488.9377),(73 3479.4526),(74 3540.705),(75 3540.976),(76 3549.631),(77 3580.9602),(78 3567.8438),(79 3556.929),
(1 1237.7543),(2 1829.0222),(3 2165.6826),(4 2345.8513),(5 2456.2737),(6 2562.2573),(7 2650.0662),(8 2775.7937),(9 2838.9016),(10 2906.4116),(11 2948.6023),(12 2966.4482),(13 3006.6055),(14 3046.7542),(15 3086.2524),(16 3102.1497),(17 3133.1353),(18 3131.1536),(19 3166.6882),(20 3177.2695),(21 3191.1873),(22 3201.4792),(23 3209.6907),(24 3225.2256),(25 3236.4248),(26 3278.8577),(27 3280.0034),(28 3260.4158),(29 3274.7542),(30 3295.9292),(31 3316.3218),(32 3361.8103),(33 3369.3774),(34 3374.262),(35 3368.2122),(36 3342.064),(37 3347.0798),(38 3391.9048),(39 3391.4473),(40 3375.6633),(41 3383.2188),(42 3406.876),(43 3420.1575),(44 3388.69),(45 3365.9993),(46 3397.0176),(47 3403.7813),(48 3423.2466),(49 3420.291),(50 3464.998),(51 3466.1763),(52 3455.4634),(53 3453.383),(54 3452.6265),(55 3448.369),(56 3432.4233),(57 3428.8542),(58 3436.624),(59 3431.4124),(60 3430.8464),(61 3431.5884),(62 3432.2332),(63 3472.438),(64 3485.6833),(65 3471.2883),(66 3450.634),(67 3424.852),(68 3411.7036),(69 3426.0166),(70 3454.3137),(71 3478.1914),(72 3465.8296),(73 3464.6704),(74 3481.0928),(75 3517.471),(76 3536.9875),(77 3527.1118),(78 3527.4258),(79 3532.4475),
(1 1177.8423),(2 1750.123),(3 2080.8677),(4 2267.2844),(5 2386.9944),(6 2483.3032),(7 2556.3035),(8 2671.0125),(9 2709.6614),(10 2786.266),(11 2814.0605),(12 2830.7185),(13 2864.6177),(14 2920.809),(15 2927.7087),(16 2970.2708),(17 2970.525),(18 2966.6233),(19 3015.5222),(20 3022.7688),(21 3019.1458),(22 3008.23),(23 3016.795),(24 3046.9011),(25 3042.3086),(26 3062.6016),(27 3079.8171),(28 3095.7598),(29 3092.0605),(30 3138.8315),(31 3144.458),(32 3172.7932),(33 3185.769),(34 3209.1418),(35 3183.167),(36 3175.867),(37 3174.042),(38 3196.611),(39 3237.9153),(40 3237.5344),(41 3238.5159),(42 3234.5618),(43 3268.2415),(44 3250.4465),(45 3232.0178),(46 3261.2239),(47 3279.9873),(48 3264.8193),(49 3266.5605),(50 3294.5054),(51 3312.7534),(52 3312.8423),(53 3318.79),(54 3315.6365),(55 3318.9275),(56 3295.8816),(57 3282.8694),(58 3295.6646),(59 3318.7908),(60 3315.6494),(61 3322.611),(62 3329.351),(63 3340.0747),(64 3305.3696),(65 3323.648),(66 3331.2341),(67 3309.7278),(68 3308.4697),(69 3342.4993),(70 3345.2969),(71 3357.395),(72 3362.055),(73 3339.3794),(74 3332.394),(75 3382.339),(76 3390.8667),(77 3429.2378),(78 3388.6956),(79 3401.923),
(1 1186.3855),(2 1742.6912),(3 2047.9648),(4 2251.1309),(5 2364.3005),(6 2467.4714),(7 2581.368),(8 2689.6953),(9 2743.2832),(10 2821.4473),(11 2881.5854),(12 2927.6062),(13 2973.0916),(14 2992.5632),(15 3004.038),(16 3012.674),(17 3013.893),(18 3042.8953),(19 3068.3105),(20 3058.3828),(21 3085.0796),(22 3058.4648),(23 3073.6526),(24 3100.79),(25 3122.2705),(26 3152.636),(27 3150.6172),(28 3158.925),(29 3180.8738),(30 3191.9473),(31 3216.7937),(32 3248.9636),(33 3246.541),(34 3235.7864),(35 3215.617),(36 3216.7249),(37 3253.1218),(38 3301.0518),(39 3281.377),(40 3277.5215),(41 3284.6367),(42 3295.097),(43 3301.7622),(44 3272.878),(45 3270.8428),(46 3278.0576),(47 3311.4487),(48 3343.7734),(49 3334.383),(50 3325.0566),(51 3316.097),(52 3289.0522),(53 3324.5415),(54 3350.326),(55 3369.7925),(56 3389.713),(57 3366.4453),(58 3377.0286),(59 3375.1177),(60 3377.6096),(61 3359.4766),(62 3381.6453),(63 3423.207),(64 3426.8516),(65 3417.6484),(66 3405.9883),(67 3401.1008),(68 3406.9458),(69 3424.533),(70 3437.4988),(71 3446.5354),(72 3408.4133),(73 3388.3027),(74 3360.1624),(75 3361.0027),(76 3349.9387),(77 3359.9705),(78 3349.4536),(79 3352.515),
(1 1155.9977),(2 1722.2327),(3 2006.9169),(4 2204.0781),(5 2314.9885),(6 2423.7322),(7 2492.0562),(8 2592.751),(9 2656.4036),(10 2718.3115),(11 2742.9778),(12 2750.1218),(13 2779.3232),(14 2824.6853),(15 2823.7048),(16 2849.4353),(17 2862.1787),(18 2873.1177),(19 2874.9224),(20 2867.2468),(21 2877.0476),(22 2887.6252),(23 2894.0085),(24 2912.8892),(25 2946.0562),(26 2988.4434),(27 3005.5212),(28 3004.7527),(29 3019.461),(30 3058.599),(31 3065.6592),(32 3079.954),(33 3086.3318),(34 3094.7244),(35 3052.9656),(36 3082.7974),(37 3096.9177),(38 3153.6501),(39 3169.2815),(40 3143.3667),(41 3130.7227),(42 3128.2747),(43 3132.3438),(44 3161.5486),(45 3169.859),(46 3189.35),(47 3206.4348),(48 3177.562),(49 3191.2058),(50 3197.2856),(51 3176.644),(52 3167.0789),(53 3177.2415),(54 3190.9468),(55 3198.2678),(56 3218.4905),(57 3232.1787),(58 3241.7595),(59 3251.3833),(60 3223.379),(61 3231.3928),(62 3235.4714),(63 3254.6304),(64 3255.2498),(65 3277.291),(66 3283.8618),(67 3272.8042),(68 3289.7288),(69 3299.13),(70 3300.0317),(71 3288.2407),(72 3284.3835),(73 3258.021),(74 3278.9497),(75 3283.268),(76 3252.5696),(77 3266.1628),(78 3242.959),(79 3216.2405),
(1 1142.3864),(2 1660.7799),(3 1927.8135),(4 2075.653),(5 2187.2053),(6 2300.3262),(7 2379.882),(8 2483.5867),(9 2545.351),(10 2605.2107),(11 2625.0977),(12 2660.8699),(13 2692.6323),(14 2738.8286),(15 2774.5422),(16 2797.5278),(17 2801.0215),(18 2835.878),(19 2842.0105),(20 2853.321),(21 2868.241),(22 2891.1196),(23 2900.6025),(24 2911.8728),(25 2944.0405),(26 2961.3035),(27 2969.0774),(28 2940.8386),(29 2942.8523),(30 2966.8215),(31 2984.469),(32 2971.4177),(33 2965.571),(34 2968.5835),(35 2974.022),(36 2983.9722),(37 2984.8306),(38 3016.6382),(39 3019.0105),(40 2993.491),(41 2984.1099),(42 2960.7864),(43 2981.1387),(44 3012.225),(45 3011.2107),(46 2997.8665),(47 2995.694),(48 2961.0352),(49 2962.1973),(50 2977.1199),(51 2954.875),(52 2952.9785),(53 2981.3647),(54 3016.15),(55 3025.186),(56 3047.3264),(57 3041.2637),(58 3045.1702),(59 3043.8933),(60 3032.4607),(61 3015.9063),(62 3050.6672),(63 3088.117),(64 3095.4656),(65 3102.5464),(66 3102.8936),(67 3111.719),(68 3098.7969),(69 3112.5747),(70 3127.4883),(71 3162.4885),(72 3165.687),(73 3144.9524),(74 3154.2183),(75 3177.8892),(76 3173.1123),(77 3165.0957),(78 3155.0427),(79 3136.7808),
