1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14372.102),(2 42710.527),(3 69558.35),(4 90677.84),(5 107921.08),(6 122979.91),(7 135466.19),(8 146316.39),(9 155867.33),(10 164088.23),(11 169749.39),(12 173251.55),(13 176430.31),(14 180748.47),(15 184474.89),(16 187565.36),(17 190001.58),(18 191456.25),(19 193102.75),(20 193766.9),(21 194647.25),(22 194919.83),(23 195744.66),(24 197067.1),(25 197385.73),(26 198750.78),(27 200001.89),(28 200195.2),(29 199362.22),(30 196945.89),(31 195984.97),(32 195421.44),(33 195529.42),(34 197371.03),(35 198546.84),(36 200240.66),(37 201467.11),(38 202077.28),(39 202825.44),(40 203392.9),(41 203661.2),(42 205718.45),(43 206440.9),(44 204583.14),(45 203457.88),(46 202122.83),(47 200990.3),(48 200550.1),(49 199091.39),(50 197071.39),(51 195099.73),(52 195353.98),(53 195987.72),(54 196047.44),(55 196046.98),(56 196944.8),(57 198070.4),(58 197947.6),(59 199790.14),(60 201780.69),(61 204167.23),(62 206173.42),(63 207480.05),(64 207374.02),(65 207567.45),(66 208016.9),(67 207096.98),(68 205854.16),(69 205468.13),(70 206725.31),(71 207898.19),(72 207712.39),(73 206241.42),(74 205340.64),(75 204122.81),(76 202139.53),(77 200345.67),(78 199285.11),(79 200659.56),
(1 14619.582),(2 42492.27),(3 67921.42),(4 86957.87),(5 102818.76),(6 117366.19),(7 130081.58),(8 141385.2),(9 150862.64),(10 160223.19),(11 167140.2),(12 172718.55),(13 178272.66),(14 184193.58),(15 187993.86),(16 189392.13),(17 190345.64),(18 191463.94),(19 195020.6),(20 198783.64),(21 201158.77),(22 202994.52),(23 205364.53),(24 208163.48),(25 209761.94),(26 211447.13),(27 212487.83),(28 212929.31),(29 213173.53),(30 214086.38),(31 215787.78),(32 214788.97),(33 212009.34),(34 211395.23),(35 209637.19),(36 208171.47),(37 205843.77),(38 204084.1),(39 203449.31),(40 204701.6),(41 204985.72),(42 206177.97),(43 205828.27),(44 203342.92),(45 201506.48),(46 200386.28),(47 199174.19),(48 198861.08),(49 199397.92),(50 198657.23),(51 197506.66),(52 195433.1),(53 194611.39),(54 195557.81),(55 197981.33),(56 201066.28),(57 203309.34),(58 205372.98),(59 207739.66),(60 209790.16),(61 212486.75),(62 215006.08),(63 216822.92),(64 217497.14),(65 218510.34),(66 220469.1),(67 221227.6),(68 220506.89),(69 219666.22),(70 218085.31),(71 216266.36),(72 214736.38),(73 213639.36),(74 212544.52),(75 211800.25),(76 210868.64),(77 210121.25),(78 208860.84),(79 208949.27),
(1 14390.057),(2 41857.45),(3 66963.73),(4 86038.56),(5 101337.32),(6 114357.31),(7 124653.05),(8 133022.47),(9 139643.73),(10 145449.08),(11 149977.52),(12 153017.61),(13 154764.89),(14 158346.3),(15 162995.13),(16 167313.98),(17 170282.23),(18 173229.88),(19 176151.19),(20 176669.17),(21 177213.36),(22 177893.19),(23 179333.3),(24 180184.47),(25 181341.6),(26 181663.36),(27 182899.48),(28 185307.7),(29 186598.6),(30 186006.77),(31 187256.27),(32 188572.02),(33 189203.84),(34 188618.84),(35 188028.53),(36 187533.42),(37 187549.72),(38 188643.94),(39 190085.61),(40 190567.4),(41 191208.44),(42 192908.63),(43 193335.31),(44 191737.25),(45 191282.66),(46 190496.83),(47 189102.98),(48 189510.02),(49 190664.64),(50 191535.61),(51 192571.48),(52 193159.03),(53 192906.25),(54 192108.2),(55 191548.84),(56 192253.73),(57 192152.75),(58 192112.11),(59 193077.55),(60 193739.67),(61 193363.5),(62 193304.94),(63 192493.94),(64 191005.06),(65 190072.06),(66 189647.34),(67 189564.7),(68 188619.16),(69 187482.1),(70 186607.27),(71 186117.75),(72 184188.38),(73 182626.25),(74 183333.02),(75 184639.6),(76 185872.23),(77 187905.52),(78 189730.84),(79 192344.98),
(1 13859.103),(2 39709.35),(3 62817.563),(4 79908.695),(5 93337.484),(6 106038.12),(7 117373.51),(8 125904.51),(9 131774.31),(10 136519.25),(11 141220.44),(12 146151.1),(13 150892.83),(14 154943.77),(15 156113.44),(16 156208.47),(17 157297.7),(18 158698.86),(19 159423.16),(20 160255.61),(21 162373),(22 163723.19),(23 164665.36),(24 164506.77),(25 164484.27),(26 164760.97),(27 165407.3),(28 168141.89),(29 169462.55),(30 170010.72),(31 169656.75),(32 168952.16),(33 169253.89),(34 167149.55),(35 165280.6),(36 165378.61),(37 167115.06),(38 167056.78),(39 166476.36),(40 167626.6),(41 169098.08),(42 170579.56),(43 172156.83),(44 172355.77),(45 171997.55),(46 172201.81),(47 171516.02),(48 171471.39),(49 171732.66),(50 173195.67),(51 174179.98),(52 176868),(53 178352.47),(54 178198.1),(55 178993.34),(56 180294.4),(57 179986.02),(58 179946.3),(59 181640.34),(60 183501.95),(61 184784.6),(62 186298.02),(63 187603.47),(64 189208.56),(65 190118.66),(66 191076.67),(67 191167.92),(68 190358.28),(69 189372.8),(70 188335),(71 187523.8),(72 186368.42),(73 185794.34),(74 186751.94),(75 187521.53),(76 188624.9),(77 190495.4),(78 191345.53),(79 193741.84),
(1 13595.382),(2 38412.656),(3 60249.23),(4 76362.11),(5 88191.87),(6 98954.47),(7 108188.766),(8 115401.08),(9 120921.58),(10 125541.91),(11 129519.555),(12 133752.94),(13 138211.27),(14 142436.61),(15 145130.9),(16 148380.33),(17 152367.84),(18 155041.23),(19 157067.7),(20 159499.44),(21 160296.98),(22 160395.72),(23 160900.17),(24 160870.55),(25 161210.23),(26 162727.34),(27 163592.13),(28 165413.05),(29 167602.02),(30 169715.63),(31 172093.06),(32 174331.17),(33 175543.17),(34 174947.75),(35 173875.67),(36 173697.42),(37 174247.81),(38 174514.89),(39 174435.81),(40 175265.1),(41 176187.89),(42 176182.9),(43 175676.02),(44 174323.38),(45 172590.81),(46 171467.22),(47 170491.44),(48 170627.2),(49 171688.98),(50 174202.97),(51 175507.56),(52 176554.86),(53 177574.61),(54 178308.23),(55 179068.2),(56 180994.6),(57 183385.05),(58 185554.7),(59 187144.39),(60 188499.83),(61 189401.08),(62 189058.58),(63 188136.86),(64 187518.52),(65 187251.67),(66 185807.02),(67 184165.45),(68 183077.11),(69 183093.03),(70 183467.48),(71 182752.69),(72 181061.83),(73 179774.36),(74 179034.55),(75 178055.17),(76 178418.88),(77 179430.03),(78 179953.84),(79 180504.69),
(1 13501.399),(2 37899.453),(3 59466.535),(4 75407.336),(5 87828.68),(6 98127.56),(7 106734.164),(8 114192.41),(9 120404.586),(10 125420.08),(11 129300.69),(12 132960.1),(13 136287.1),(14 141029.05),(15 145397.17),(16 149363.9),(17 152190.08),(18 154453.94),(19 156863.44),(20 158022.52),(21 159094.42),(22 161425.02),(23 162558.83),(24 163917.67),(25 164047.9),(26 163003.73),(27 162411.14),(28 163189.53),(29 164809.48),(30 164565.84),(31 164465.81),(32 165353.31),(33 166708.34),(34 167834.72),(35 167896.94),(36 168064.92),(37 169181.13),(38 169086.97),(39 168031.67),(40 166747.5),(41 165022.92),(42 164548.19),(43 164041.23),(44 163294.67),(45 161653.45),(46 161834.92),(47 163095.03),(48 165161.22),(49 168200.77),(50 169765.63),(51 169476.08),(52 169688.39),(53 170002.97),(54 170398.25),(55 170542.3),(56 170085.5),(57 168096.3),(58 166595.06),(59 167098.55),(60 168765.95),(61 169135.78),(62 169604.69),(63 169325.39),(64 168938.63),(65 169093.13),(66 169967.28),(67 170343.45),(68 169703.8),(69 168439.84),(70 167857.27),(71 167601.03),(72 167339.39),(73 167615.28),(74 167472.42),(75 167346.83),(76 167846.39),(77 168448.36),(78 169182.27),(79 169066.36),
(1 13035.21),(2 36689.54),(3 56806.004),(4 71986.414),(5 84278.4),(6 94578.42),(7 103128.33),(8 110497.734),(9 116010.02),(10 120782.5),(11 125219.43),(12 128060.88),(13 130789.805),(14 135149.03),(15 138820.34),(16 140885.06),(17 142366.36),(18 144371.34),(19 145706.94),(20 146635.1),(21 147767.67),(22 149560.53),(23 151010.11),(24 151224.81),(25 152011.64),(26 153752.98),(27 155775.03),(28 157800.33),(29 160145.22),(30 161645.5),(31 162348.61),(32 162246.56),(33 163304.23),(34 164067.4),(35 165114.7),(36 166187.83),(37 167201),(38 167616.67),(39 167915.6),(40 167921.5),(41 167012.17),(42 167399.14),(43 166641.17),(44 165616.3),(45 166353.8),(46 165543.56),(47 165427.31),(48 166487.17),(49 168999.9),(50 170806.8),(51 171930.2),(52 173047.9),(53 174763.17),(54 175555.53),(55 176896.08),(56 178815.27),(57 180350.14),(58 182174.77),(59 183496.08),(60 183109.8),(61 181697.66),(62 180865.28),(63 179253.42),(64 178736.44),(65 178988.34),(66 178976.81),(67 178050.06),(68 177096.77),(69 176222.03),(70 175127.16),(71 174283.1),(72 173317.17),(73 173567.44),(74 172981.8),(75 171361.58),(76 170170.92),(77 170977.45),(78 171142.83),(79 170921.81),
(1 12880.268),(2 36839.58),(3 58385.293),(4 74293.75),(5 86461.86),(6 96956.97),(7 105326.555),(8 112558.266),(9 118830.97),(10 124349.64),(11 127617.24),(12 130146.84),(13 133618.81),(14 136628.8),(15 138087.77),(16 138017.64),(17 137707.31),(18 137385.02),(19 137119.16),(20 136247.38),(21 135844.48),(22 136449.95),(23 136605.13),(24 136674.28),(25 137205.31),(26 139277.17),(27 141198.34),(28 143375.47),(29 145492.83),(30 147985.28),(31 149918.84),(32 151935.16),(33 153455.38),(34 154763.84),(35 155755.64),(36 156327.67),(37 157712.08),(38 158359.83),(39 158978.9),(40 158304.36),(41 157887.06),(42 158521.8),(43 158350.27),(44 157790.89),(45 158017.39),(46 158139.1),(47 158227.16),(48 157431.16),(49 156488.53),(50 154725.77),(51 154321.33),(52 154614.7),(53 154259.31),(54 153865.3),(55 154563.48),(56 156047.34),(57 158000.19),(58 159274.4),(59 160871.25),(60 161607.17),(61 161747.78),(62 162183.5),(63 162715.58),(64 163051.5),(65 162510.9),(66 161751.63),(67 160567.47),(68 158969.11),(69 157855.33),(70 157889.27),(71 158215.23),(72 157721.52),(73 157719.2),(74 159157.47),(75 161455.69),(76 164798.55),(77 167453.02),(78 168762.06),(79 169498.61),
(1 13204.296),(2 36815.793),(3 57580.938),(4 72486.52),(5 82931.65),(6 91126.24),(7 98371.945),(8 105356.69),(9 111052),(10 116069.82),(11 120615.57),(12 122863.18),(13 125843.76),(14 130716.08),(15 135062.7),(16 137780.75),(17 140256.48),(18 141918.53),(19 141258.23),(20 140993.86),(21 140652.7),(22 141045.34),(23 142163.22),(24 145187.6),(25 147482.4),(26 149067.45),(27 149938.27),(28 151238.06),(29 153482.14),(30 155447.36),(31 156925.27),(32 156832.23),(33 156494.22),(34 156488.95),(35 156935.3),(36 155731.95),(37 155820.89),(38 157620.45),(39 158673.4),(40 159104.38),(41 159631.94),(42 159186.17),(43 157888.17),(44 156664.33),(45 155720.05),(46 154187.5),(47 151869.97),(48 150244.95),(49 149057.06),(50 148796.16),(51 148252.84),(52 148762.16),(53 148660.7),(54 148928.72),(55 149824.77),(56 151616.31),(57 153539.23),(58 154556.94),(59 155240.58),(60 155920.44),(61 156510.27),(62 157338.7),(63 158108.61),(64 158689.48),(65 158825.55),(66 159644.88),(67 159557.63),(68 158653.14),(69 158369.63),(70 159178.08),(71 160951.64),(72 163485.25),(73 164843.6),(74 165819.19),(75 165847.69),(76 164820.2),(77 165407.52),(78 165829.88),(79 164895.64),
(1 13155.215),(2 36951.21),(3 58277.61),(4 74305.28),(5 85724.85),(6 94618.06),(7 102105.195),(8 108675.47),(9 114520.38),(10 119921.98),(11 123998.24),(12 128008.98),(13 132819.8),(14 137506.53),(15 140786.17),(16 142069.64),(17 142692.22),(18 143233.2),(19 143326.61),(20 143187.36),(21 142649.2),(22 142999.75),(23 144483.5),(24 146078.14),(25 146740.89),(26 147441.98),(27 148266.28),(28 147707.2),(29 147306.92),(30 147100.16),(31 148553.6),(32 149035.77),(33 148811.55),(34 148482.45),(35 148395.81),(36 150402.86),(37 151510.6),(38 152051.33),(39 153588.63),(40 155465.9),(41 156705.8),(42 158325.64),(43 159435.31),(44 159947.97),(45 161503.69),(46 162900.22),(47 163033.89),(48 161843.03),(49 160769.22),(50 160348.08),(51 160111.88),(52 159564.39),(53 159181.08),(54 158286.42),(55 158574.38),(56 159287.55),(57 159880.67),(58 159456.75),(59 159409.58),(60 160363.53),(61 162171.64),(62 163069.98),(63 163299.89),(64 164295.02),(65 165653.8),(66 166636.39),(67 166637.08),(68 166614.08),(69 167896.86),(70 168403.28),(71 168111.27),(72 168331.42),(73 168459.6),(74 169195.17),(75 169063.3),(76 167516.61),(77 166722.17),(78 166346.48),(79 165905.08),
(1 12380.187),(2 34260.63),(3 54289.824),(4 70357.75),(5 82815.04),(6 92162.984),(7 99536.87),(8 107055.766),(9 113437.52),(10 118897.914),(11 123456.66),(12 127315.62),(13 130805.7),(14 133945.19),(15 136038.19),(16 137791.44),(17 139263.22),(18 139694.83),(19 140157.06),(20 139943.36),(21 139079),(22 138501.94),(23 137764.69),(24 137747.53),(25 137164.44),(26 137222.86),(27 138297.55),(28 139593.25),(29 141313.56),(30 143228.48),(31 144050.58),(32 144874.28),(33 146324),(34 147668.88),(35 149496.78),(36 150712.17),(37 150925.84),(38 150917.81),(39 150326.66),(40 150159.11),(41 151160.27),(42 152068.55),(43 152013.4),(44 151640.02),(45 150262.42),(46 150113.47),(47 151104.05),(48 151243.64),(49 152049.56),(50 152975.64),(51 153665.13),(52 153115.56),(53 153020.61),(54 153194.64),(55 154502.14),(56 156111.48),(57 157547.19),(58 158709.14),(59 159517.89),(60 159930.45),(61 159755.38),(62 159818.8),(63 159715.84),(64 159565.13),(65 160105.27),(66 161636.33),(67 162690.8),(68 161917.52),(69 159935.19),(70 158244.42),(71 157517.75),(72 157456.95),(73 157268.45),(74 158095.31),(75 158730.02),(76 158779.06),(77 159284.42),(78 159534.42),(79 160331.03),
(1 13164.093),(2 35831.184),(3 55016.42),(4 68939.68),(5 79267.445),(6 88725.55),(7 96752.08),(8 103566.15),(9 109282.05),(10 114315.42),(11 117650.29),(12 121110.19),(13 125019.87),(14 129523.125),(15 133331.27),(16 136519.3),(17 138794.17),(18 140043.34),(19 141121.78),(20 142043.42),(21 141481.16),(22 140409.92),(23 139578.25),(24 139357.39),(25 138755.13),(26 139011.64),(27 139856.86),(28 141260.03),(29 141856.55),(30 141601.77),(31 140647.69),(32 138895.75),(33 137037.61),(34 137353.84),(35 138451.08),(36 138227.97),(37 136784.56),(38 136763.19),(39 137126.48),(40 135945.22),(41 135338.83),(42 135324.39),(43 135419.19),(44 136289.75),(45 136322.38),(46 136126.7),(47 135631.25),(48 135102.17),(49 136582.19),(50 137885.8),(51 138814.84),(52 139661.53),(53 140199.33),(54 141151.86),(55 142706.78),(56 145334.4),(57 147868.72),(58 149152.75),(59 149400.34),(60 149523.66),(61 149998.8),(62 150760.16),(63 150461.47),(64 150824.2),(65 151575.22),(66 153429.64),(67 154025.13),(68 153842.78),(69 153078.14),(70 153184.45),(71 154490.88),(72 155915.14),(73 157003.39),(74 158280.16),(75 158446.58),(76 158641.38),(77 158236.63),(78 157849.7),(79 157484.64),
(1 12693.892),(2 34761.406),(3 53089.65),(4 66877.63),(5 77661.61),(6 86165.55),(7 93231.17),(8 99816.68),(9 104484.31),(10 107858.8),(11 110725.47),(12 112860.95),(13 115351.21),(14 118439.555),(15 120422.71),(16 121120.32),(17 122217.59),(18 124024.95),(19 125625.43),(20 126888.55),(21 128067.57),(22 128990.766),(23 129979.82),(24 131262.22),(25 132350.58),(26 134090.33),(27 135263.55),(28 136155.28),(29 137045.52),(30 138063.38),(31 139776.5),(32 140369.06),(33 141201.48),(34 141692.36),(35 142198.63),(36 141639.14),(37 140995.4),(38 141790.48),(39 141141.98),(40 139600.63),(41 138419.95),(42 137896.64),(43 139227.84),(44 140522.48),(45 141432.11),(46 141822.75),(47 140771.06),(48 139796.33),(49 139879.33),(50 138266.5),(51 137593.2),(52 137569.73),(53 136701.9),(54 136132.11),(55 135690.48),(56 136020.28),(57 136615.19),(58 136995.44),(59 137560.6),(60 138514.53),(61 139430.33),(62 139395.63),(63 138330.64),(64 137138.08),(65 136719.86),(66 136985.31),(67 136806.31),(68 137125.08),(69 137735.55),(70 137818.02),(71 138821.05),(72 139667.27),(73 140941.78),(74 143661.52),(75 145363.19),(76 146470.03),(77 147437.98),(78 147983.39),(79 148237.95),
(1 12729.505),(2 34744.695),(3 52942.07),(4 66843.86),(5 77286.59),(6 84850.82),(7 91118.8),(8 96174.4),(9 100343),(10 104183.36),(11 106617.25),(12 109002.95),(13 112104.84),(14 114988.055),(15 117506.945),(16 118926.1),(17 119405.65),(18 120585.27),(19 121774.07),(20 122397.35),(21 122003.61),(22 121075.01),(23 121440.805),(24 121341.43),(25 121297.016),(26 121145.51),(27 121009.9),(28 121126.305),(29 122500.336),(30 122624.49),(31 124691),(32 126082.664),(33 126671.27),(34 126408.29),(35 125861.945),(36 125905.73),(37 126044.75),(38 126457.25),(39 126607.12),(40 125736.984),(41 125563.97),(42 127583.81),(43 129576.1),(44 130278.12),(45 130912.93),(46 131438.03),(47 132150.3),(48 132888.58),(49 132806.69),(50 132923.73),(51 133922.67),(52 134695.14),(53 134116),(54 133185.22),(55 133057.98),(56 133310.55),(57 133774.64),(58 134357.45),(59 135090.47),(60 135701.7),(61 136507.36),(62 137347.3),(63 137693),(64 137029.83),(65 136765.5),(66 136700.52),(67 136306.03),(68 136744.17),(69 137274.78),(70 137925.3),(71 139604.36),(72 141315.3),(73 142719.1),(74 145103.55),(75 146881.75),(76 148242.14),(77 149340.06),(78 149867.28),(79 150260.72),
(1 12410.677),(2 33376.297),(3 50465.84),(4 63230.164),(5 72923.21),(6 80375.36),(7 86561.11),(8 92080.33),(9 96862.82),(10 101021.68),(11 104397.68),(12 108015.49),(13 111228.03),(14 113173.27),(15 115213.78),(16 116486.164),(17 117457.53),(18 117418.11),(19 117725.05),(20 118967.77),(21 119785.586),(22 121458),(23 122846.33),(24 123656.5),(25 123725.87),(26 123513.47),(27 124478.516),(28 125389.78),(29 126551.76),(30 126845.234),(31 127479.11),(32 127824.32),(33 128774.56),(34 129669.37),(35 130556.77),(36 130558.98),(37 129660.55),(38 128592.63),(39 128576.72),(40 128410.016),(41 128462.69),(42 129800.414),(43 131355.97),(44 131935.08),(45 132866.86),(46 132749.92),(47 132683.86),(48 132924.08),(49 133724.81),(50 134582.56),(51 135129.5),(52 135040.64),(53 134183.08),(54 134097.84),(55 134164.48),(56 135018.05),(57 136478.94),(58 137870.47),(59 138964.86),(60 138519.75),(61 137519.86),(62 136947.8),(63 136315.31),(64 135288.98),(65 134922.11),(66 135119.34),(67 135762.64),(68 135849.9),(69 136696.48),(70 138530.53),(71 139869.08),(72 141667.92),(73 143468.27),(74 145641.77),(75 147431.2),(76 147948.63),(77 147752.38),(78 146414.2),(79 145291.13),
(1 11711.44),(2 31616.82),(3 48220.383),(4 60475.47),(5 69812.81),(6 76999.21),(7 82928.58),(8 88090.66),(9 91791.79),(10 95172.22),(11 97549.28),(12 99598.19),(13 100805.414),(14 102792.68),(15 104412.3),(16 105664.59),(17 107178.75),(18 108799.4),(19 110400.56),(20 111873.5),(21 114032.87),(22 115459.08),(23 116318.71),(24 116664.68),(25 117519.484),(26 118375.76),(27 118462.56),(28 118902.88),(29 119285.09),(30 120243.06),(31 121453.914),(32 122244.29),(33 121608.87),(34 121629.336),(35 121713.74),(36 121323.88),(37 121406.68),(38 121128.03),(39 121583.93),(40 122571.37),(41 122206.14),(42 122211.04),(43 122091.125),(44 122092.72),(45 122762.48),(46 123067.77),(47 123239.31),(48 123689.28),(49 124048.734),(50 125107.42),(51 125222.95),(52 126347.97),(53 127433.41),(54 128385.336),(55 129658.96),(56 129937.44),(57 130346.95),(58 130753.86),(59 129999.945),(60 128927.695),(61 128093.57),(62 128254.07),(63 128203.08),(64 127397.32),(65 127357.83),(66 128284.56),(67 128924.6),(68 128613.28),(69 128766.48),(70 129210.19),(71 129070.22),(72 129792.19),(73 130130.99),(74 131355.03),(75 132122.17),(76 133087.08),(77 133802.22),(78 133439.61),(79 132919.23),
(1 12147.302),(2 32571.324),(3 49127.15),(4 61721.785),(5 71444.68),(6 79437.77),(7 86623.5),(8 92250.164),(9 96008.85),(10 98416.81),(11 99314.51),(12 100547.72),(13 101545.31),(14 102845.33),(15 103713.305),(16 105260.58),(17 107936.32),(18 109188.336),(19 111179.28),(20 113779.555),(21 115328.1),(22 116416.28),(23 117650.95),(24 118716.46),(25 119684.25),(26 120251.03),(27 119842.13),(28 119477.34),(29 120201.37),(30 120309.22),(31 119930.914),(32 118290.91),(33 118375.43),(34 119249.81),(35 120296.64),(36 121091.61),(37 122785.48),(38 124426.805),(39 125365.41),(40 126144.984),(41 126560.87),(42 127081.555),(43 127672),(44 127819.12),(45 127428.164),(46 126480.94),(47 127155.24),(48 127243.85),(49 127211.12),(50 128011.54),(51 129201.51),(52 129912.69),(53 129534.31),(54 128979.64),(55 128043.21),(56 127545.34),(57 128393.03),(58 128591.086),(59 127984.03),(60 127583.164),(61 127701.82),(62 128023.23),(63 127518.3),(64 126856.64),(65 127442.586),(66 128818.03),(67 128899.69),(68 129073.414),(69 129159.375),(70 129474.57),(71 129895.41),(72 129352.805),(73 129276.016),(74 130334.03),(75 130919.375),(76 131213.19),(77 131431.6),(78 131103.84),(79 131220.58),
(1 12114.776),(2 32077.686),(3 48259.62),(4 60105.563),(5 68729),(6 76016.02),(7 81977.25),(8 86631.9),(9 89836.97),(10 93170.234),(11 95361.13),(12 96667.4),(13 97796.586),(14 100232.63),(15 101711.336),(16 103105.234),(17 104329.88),(18 106540.445),(19 108439.3),(20 111015.24),(21 114087.805),(22 116479.07),(23 117850.76),(24 119194.09),(25 120426.9),(26 121899.83),(27 123050.664),(28 123494.85),(29 123171.65),(30 123629.984),(31 123402.89),(32 123237.49),(33 123251.57),(34 122849.71),(35 121938.6),(36 122138.78),(37 122731.65),(38 121237.67),(39 121126.98),(40 121612.64),(41 121644.98),(42 123582.68),(43 124007.18),(44 124098.02),(45 124080.78),(46 123618.08),(47 124827.5),(48 125481.125),(49 126265.46),(50 127495.164),(51 128072.12),(52 128039.11),(53 126987.49),(54 125124.29),(55 123071.61),(56 121917.4),(57 121062.14),(58 120429.945),(59 121016.33),(60 121903.38),(61 122587.38),(62 122053.59),(63 121439.086),(64 121453.71),(65 121679.06),(66 122472.7),(67 123108.31),(68 123913.1),(69 124881.164),(70 125579.98),(71 125703.67),(72 126035.555),(73 125892.74),(74 126099.62),(75 125991.02),(76 126016.016),(77 125710.22),(78 124970.72),(79 124769.805),
(1 11459.213),(2 29796.709),(3 43908.402),(4 54735.74),(5 63756.824),(6 71538.98),(7 77327.81),(8 82630.68),(9 86090.69),(10 88640.266),(11 90645.2),(12 92719.734),(13 95294.805),(14 98119.37),(15 98933.05),(16 99921.04),(17 101609.72),(18 103197.55),(19 105023.01),(20 106136.71),(21 108328.67),(22 111382.36),(23 112292.25),(24 113308.125),(25 115315.12),(26 117343.24),(27 117589.41),(28 117111.04),(29 116477.53),(30 116098.44),(31 115992.875),(32 115150.39),(33 115042.91),(34 114533.72),(35 113943.97),(36 112758.84),(37 112572.57),(38 112538.414),(39 112730.39),(40 112783.53),(41 112891.516),(42 114032.31),(43 114845.5),(44 114181.67),(45 114433.57),(46 114715.46),(47 116798.02),(48 118487.69),(49 119304.28),(50 120412.47),(51 120009.53),(52 119844.96),(53 119683.805),(54 119092.086),(55 119199.83),(56 118954.82),(57 118339.34),(58 117801.97),(59 117769.9),(60 117861.164),(61 118180.5),(62 118561.53),(63 118377.23),(64 117599.8),(65 117087.7),(66 117037.61),(67 117754.086),(68 118192.33),(69 117798.49),(70 117418.24),(71 118199.85),(72 119455.97),(73 119800.484),(74 120215.18),(75 120620.04),(76 120294.75),(77 120209.05),(78 120281.375),(79 120725.6),
