1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 2099562.5),(2 3934906.3),(3 4135792),(4 4615686.5),(5 4934707.5),(6 5257469.5),(7 5818194.5),(8 6296613.5),(9 6634298),(10 6858849.5),(11 7015951.5),(12 7083268),(13 7183506.5),(14 7257176),(15 7370362.5),(16 7706874.5),(17 7757478),(18 7556949.5),(19 7558800),(20 7908662.5),(21 7842208.5),(22 8077409.5),(23 8308986.5),(24 7978826),(25 7629736),(26 7604262),(27 7973329.5),(28 8320749.5),(29 8571243),(30 8918161),(31 9392435),(32 9471265),(33 9407168),(34 9369650),(35 9657333),(36 9874188),(37 9997038),(38 10282920),(39 10713539),(40 11399413),(41 11908584),(42 11849557),(43 11957349),(44 12551593),(45 12580376),(46 12632459),(47 12774907),(48 12407261),(49 12120243),(50 11663152),(51 10742972),(52 10571957),(53 10485858),(54 10576433),(55 10515439),(56 10937867),(57 11396472),(58 12048293),(59 12636532),(60 12934048),(61 35161104),(62 45162748),(63 32456400),(64 32323986),(65 32362826),(66 31810890),(67 31837032),(68 32133008),(69 32258104),(70 33187258),(71 34310290),(72 34956908),(73 35760124),(74 37382340),(75 35380790),(76 32206702),(77 22393142),(78 12623224),(79 12285957),
(1 44497.79),(2 82462.22),(3 117436.625),(4 147162.05),(5 166320.31),(6 179441.42),(7 190340.77),(8 198132.94),(9 205048.75),(10 212617.94),(11 218925.3),(12 226761.4),(13 234791.7),(14 239057.89),(15 242047.58),(16 246837.13),(17 253099.6),(18 257525.95),(19 259878.66),(20 260659.75),(21 264165.44),(22 265228.56),(23 265146.4),(24 264584.94),(25 268583.75),(26 271207.84),(27 270456.97),(28 275313.88),(29 276791.13),(30 280096.03),(31 280891.28),(32 282282.2),(33 284241.44),(34 286427.22),(35 287033.06),(36 287552.03),(37 289067.66),(38 287889.34),(39 287364.88),(40 284627.1),(41 282679.88),(42 280191.3),(43 275525.63),(44 276714.53),(45 278650.28),(46 280777.5),(47 282647.72),(48 282180.38),(49 281300.4),(50 281330.94),(51 277504.97),(52 272570.38),(53 270518.94),(54 266801.13),(55 263848.3),(56 264348.78),(57 266908.63),(58 268589.4),(59 270391.34),(60 272377),(61 270873.66),(62 269425.6),(63 268560.06),(64 268202.53),(65 266659),(66 266631.38),(67 268007.6),(68 269653.63),(69 271739.28),(70 274041.22),(71 278189.63),(72 282403.06),(73 283933.8),(74 284144.78),(75 283904.66),(76 282874.9),(77 285149.63),(78 287228.2),(79 288702.9),
(1 40911.418),(2 76583.6),(3 109801.6),(4 135415.5),(5 151014.2),(6 161953.56),(7 173009.98),(8 180569.2),(9 188230.16),(10 196636.08),(11 206876.89),(12 216213.02),(13 224610.22),(14 229775.78),(15 232633.6),(16 237337.52),(17 240514.25),(18 241933.03),(19 243019.19),(20 245408.94),(21 248294.77),(22 251845.03),(23 254199.61),(24 255653.25),(25 258067.69),(26 259414.4),(27 258407.97),(28 259389.19),(29 262996.38),(30 264233.16),(31 266237.88),(32 263169.97),(33 263349.63),(34 262295.7),(35 260381.8),(36 258569.53),(37 258076.22),(38 256358.56),(39 253859),(40 251783.08),(41 250837.25),(42 248825.84),(43 248522.66),(44 250280.2),(45 252581.16),(46 255650.06),(47 255396.86),(48 254098.03),(49 253188.33),(50 251492.1),(51 249881.19),(52 251294.58),(53 251940.92),(54 251382.06),(55 251057.22),(56 250397.31),(57 250728.38),(58 251421.7),(59 252439.83),(60 252529.6),(61 250465.44),(62 249555),(63 250180.97),(64 252715.9),(65 253254.36),(66 254542.33),(67 256551),(68 256506.17),(69 257410.72),(70 257063.94),(71 260171.23),(72 260161.56),(73 261948.73),(74 261787.45),(75 264149.94),(76 262766.44),(77 264324.56),(78 266587.7),(79 268448.47),
(1 41147),(2 75364.44),(3 107480.36),(4 132633.7),(5 148242.44),(6 159399.66),(7 170050.4),(8 178967.45),(9 187105.55),(10 193342.86),(11 199250.84),(12 205528.83),(13 210409.47),(14 214201),(15 216927.44),(16 219999.86),(17 221146.48),(18 221306.08),(19 221872.13),(20 219222.77),(21 222253.97),(22 225680.42),(23 229099.84),(24 235804.19),(25 240052.31),(26 242905.55),(27 246584.78),(28 247455.14),(29 248526.14),(30 248423.9),(31 248068.05),(32 245700.73),(33 244730.7),(34 243617.7),(35 242765.52),(36 241757.38),(37 243171.9),(38 243251.77),(39 243434.39),(40 240608.84),(41 241781.5),(42 241785.8),(43 240190.38),(44 241604.58),(45 245247.06),(46 247648.45),(47 246869.4),(48 246540.69),(49 246690.28),(50 246428.67),(51 245792.63),(52 244681.44),(53 244049.56),(54 241437.94),(55 236578.63),(56 235250.2),(57 235043.2),(58 234733.97),(59 234432.16),(60 233147.75),(61 230921.89),(62 228281.61),(63 227587.03),(64 228055.97),(65 227094.38),(66 227535.95),(67 229168.73),(68 231560.36),(69 232352.72),(70 232661.78),(71 235052.4),(72 238395.95),(73 239722.17),(74 242087.72),(75 243456.89),(76 243984.1),(77 246179.16),(78 247776.88),(79 248311.66),
(1 38794.555),(2 72347.625),(3 103220.37),(4 129687.72),(5 146440.5),(6 157374.22),(7 166355.47),(8 175402.72),(9 185298.28),(10 191588.53),(11 196941.58),(12 203304.36),(13 206967.42),(14 211275.22),(15 213898.14),(16 217291.5),(17 223495.77),(18 225411.03),(19 227609.25),(20 228606.22),(21 234216.5),(22 237808.03),(23 237636.56),(24 240026.44),(25 240549.38),(26 239960.63),(27 238803.28),(28 235939.89),(29 234503.56),(30 233741.45),(31 233594.31),(32 235754.67),(33 236335.02),(34 234901.39),(35 234759.64),(36 235014.22),(37 236912.1),(38 235330.67),(39 234773),(40 234114.77),(41 235202.83),(42 235095.8),(43 235166.25),(44 235181.08),(45 236534.16),(46 238158.3),(47 237317.77),(48 235906.72),(49 234151.34),(50 233042.7),(51 230596.92),(52 227831.94),(53 227795.38),(54 226585.14),(55 224848.19),(56 223881.53),(57 225749.8),(58 225862.94),(59 223092.11),(60 223956.36),(61 222865.97),(62 222292.64),(63 224022.77),(64 227367.81),(65 227892.63),(66 227758.03),(67 228088.47),(68 229378.11),(69 230053.52),(70 231293.06),(71 234276.53),(72 235602.08),(73 236038.89),(74 235773.45),(75 237137.69),(76 238451.33),(77 241509.42),(78 243376.95),(79 242767.86),
(1 37958.555),(2 70284.516),(3 100316.21),(4 122653.445),(5 137921.94),(6 148134.94),(7 157469.83),(8 165202.84),(9 171564.56),(10 177047.9),(11 182207.7),(12 187694.63),(13 192232.45),(14 195743.39),(15 197289.39),(16 198989.06),(17 201795.47),(18 203947.27),(19 204557.6),(20 207637.34),(21 212597.36),(22 217257.42),(23 220525.11),(24 224631.16),(25 227627.97),(26 228753.1),(27 227879.77),(28 228624.08),(29 228255.34),(30 228776.55),(31 228315.34),(32 229406.36),(33 230726.81),(34 230474.89),(35 228912.33),(36 228418.86),(37 227473.77),(38 227978.92),(39 230420.75),(40 232560.14),(41 235012.1),(42 235535.05),(43 238088.22),(44 237610.5),(45 238347.34),(46 238756.92),(47 235984.97),(48 234207.83),(49 235543.73),(50 235902.34),(51 236277.44),(52 232489.14),(53 233009.8),(54 231491.97),(55 229106.95),(56 225452.19),(57 224076.53),(58 221152.2),(59 216084.55),(60 217435.03),(61 214982.92),(62 214064.73),(63 215056.03),(64 214415.03),(65 214463.16),(66 214408.78),(67 214619.53),(68 213998.23),(69 214826.63),(70 216769.9),(71 221788.66),(72 228587.19),(73 230664.44),(74 231611.6),(75 233866.36),(76 232915.9),(77 233468.69),(78 234625.11),(79 235231.4),
(1 36644.79),(2 67523.766),(3 94897.96),(4 115400.016),(5 129091.86),(6 139649.58),(7 148147.1),(8 156600.69),(9 165744),(10 172350.72),(11 177886.44),(12 186985.13),(13 193013.25),(14 196655.78),(15 199508.67),(16 203358.2),(17 208629.69),(18 212839.58),(19 214602.28),(20 215800.8),(21 220100.5),(22 221716.2),(23 222700.88),(24 220732.22),(25 219975.92),(26 218623.8),(27 216444.34),(28 213539.4),(29 211586.47),(30 209773.06),(31 209390.78),(32 207953.45),(33 209332.69),(34 210623.58),(35 212265.67),(36 211476.61),(37 210754.17),(38 209541.31),(39 210690.73),(40 214681),(41 218292.03),(42 219383.7),(43 219273.95),(44 218674.33),(45 219459.25),(46 219962.02),(47 220044.22),(48 221267.7),(49 223214.08),(50 223698.95),(51 221626.86),(52 221110.33),(53 223727.39),(54 224634.94),(55 226290.47),(56 227465.5),(57 228032.86),(58 227485.88),(59 226258.06),(60 226785.84),(61 224203.58),(62 223231.47),(63 223971.4),(64 223986.05),(65 224843.53),(66 225806.02),(67 227106.8),(68 227609.97),(69 227771.64),(70 227557.3),(71 230546.63),(72 233387.44),(73 234598.63),(74 236869.13),(75 238480.64),(76 237694.3),(77 239019.72),(78 239007.94),(79 239148.11),
(1 36132.39),(2 67621.47),(3 96151.586),(4 119187.05),(5 132608.81),(6 141541.66),(7 148712.73),(8 152812.2),(9 158195.03),(10 162527.86),(11 167698.44),(12 174023.8),(13 181955.52),(14 187986.94),(15 193614.48),(16 198781.42),(17 201705.02),(18 205388.9),(19 208337.28),(20 211501.84),(21 210611.3),(22 211551.28),(23 213885.7),(24 216961.5),(25 219547.75),(26 221851.3),(27 221472.72),(28 221437.23),(29 220654.33),(30 217141.77),(31 214322.17),(32 212106.1),(33 213474.47),(34 214349.6),(35 214117.69),(36 213595.33),(37 215168.67),(38 215545.22),(39 214284.16),(40 214215.73),(41 216161.45),(42 216782.3),(43 217414.81),(44 219324.98),(45 219932.44),(46 218988.1),(47 217604.47),(48 215086.7),(49 214340.03),(50 213335.69),(51 211264.31),(52 211797.14),(53 215535.7),(54 216869.3),(55 217140.19),(56 216265.39),(57 214110.27),(58 210681.64),(59 206494.17),(60 205136.7),(61 203751.78),(62 204107.08),(63 206726.67),(64 208586.67),(65 210113.11),(66 211524.56),(67 214916.17),(68 214925.3),(69 214064.1),(70 212945.75),(71 215202.23),(72 218382.52),(73 217931.77),(74 218343.9),(75 218445.66),(76 218383.63),(77 223307.38),(78 228005.86),(79 231317.45),
(1 35458.918),(2 65535.76),(3 92552.516),(4 113595.76),(5 126367.93),(6 134907.77),(7 141759.69),(8 147284.36),(9 153134.38),(10 157458.83),(11 162123.78),(12 167057.9),(13 171388.89),(14 174649),(15 178063.34),(16 181482.17),(17 185524.95),(18 188092.94),(19 190174.03),(20 192312.02),(21 194119.6),(22 195781.55),(23 196408.06),(24 198324.38),(25 200190.73),(26 200999.66),(27 200542.53),(28 198566.44),(29 198342.75),(30 198048.05),(31 196802.7),(32 197149.05),(33 198846),(34 199600.73),(35 198431.66),(36 198716.53),(37 199620.92),(38 197968.78),(39 196746.6),(40 194622.06),(41 193582.1),(42 192342.22),(43 192461.95),(44 195665.38),(45 195394.7),(46 196958.72),(47 197870.5),(48 197647),(49 196304.45),(50 194297.3),(51 192442.08),(52 191943.63),(53 192719.67),(54 192195.5),(55 191698.05),(56 192743.2),(57 193983.69),(58 193759.98),(59 192032.36),(60 192297.4),(61 192405.1),(62 192744.08),(63 194118.77),(64 196429.77),(65 196347.9),(66 196634.13),(67 197401.53),(68 197615.55),(69 196892.2),(70 196756.17),(71 198516.34),(72 200810.81),(73 201757),(74 202288.25),(75 203480.95),(76 202066.9),(77 205449.3),(78 208620.2),(79 210540.64),
(1 32922.055),(2 60194.914),(3 84300.44),(4 103799.21),(5 116589.52),(6 125844.516),(7 134845.45),(8 141539.31),(9 147017.08),(10 152353.97),(11 157468.39),(12 163305.05),(13 168873.19),(14 173448.33),(15 178575.64),(16 182989.97),(17 184415.36),(18 186058.2),(19 186397.1),(20 188063.9),(21 189180.45),(22 190001.92),(23 189239.5),(24 189159.3),(25 191916.34),(26 194196.67),(27 195491.2),(28 195075.48),(29 196165.02),(30 197177.95),(31 197937.36),(32 199101.86),(33 199878.7),(34 199266.61),(35 197590.48),(36 196929.61),(37 198779.84),(38 197718.53),(39 196002.5),(40 197050.45),(41 196147.81),(42 196785.8),(43 196461.2),(44 196929.73),(45 196212.89),(46 195547.9),(47 194031.16),(48 192668.44),(49 191774.39),(50 192478.75),(51 192681.97),(52 192382.42),(53 192146.94),(54 191724.33),(55 190217.73),(56 190663.7),(57 191007.9),(58 190055.55),(59 191682.36),(60 193288.69),(61 194903.16),(62 194714.63),(63 196764.34),(64 197476.94),(65 197057),(66 195729.4),(67 195336.92),(68 195131.94),(69 194750.64),(70 194543.16),(71 196648.48),(72 194448.44),(73 194169.8),(74 193608.53),(75 193143.97),(76 191527.58),(77 191111.25),(78 191345.92),(79 190902.02),
(1 32527.074),(2 59917.957),(3 84001.914),(4 102304.13),(5 114208.086),(6 123729.25),(7 132256.31),(8 139530.64),(9 143976.39),(10 147054.98),(11 149391.88),(12 153621.84),(13 159513.34),(14 164216.08),(15 167354.13),(16 172413.84),(17 177866.88),(18 182455.8),(19 186394.83),(20 190513.64),(21 192439.83),(22 195568.27),(23 194953.92),(24 196297.81),(25 197464.7),(26 198185),(27 199241.1),(28 201269.73),(29 202044.61),(30 201775.33),(31 201191.53),(32 197387.67),(33 196924.22),(34 194832.78),(35 191348.84),(36 188709.4),(37 189883.5),(38 191557.52),(39 193620.66),(40 193566.28),(41 194715.77),(42 194767.9),(43 195133.75),(44 195186.63),(45 196026.05),(46 195895.2),(47 195773.5),(48 196363.86),(49 197080.55),(50 198312.38),(51 199886.72),(52 199360.64),(53 199781.9),(54 199670.6),(55 199572.23),(56 197880.55),(57 197422.14),(58 196101.89),(59 196028.31),(60 197418.23),(61 198833.83),(62 199451.72),(63 199280.36),(64 198379.4),(65 196317.5),(66 195016.13),(67 194999.31),(68 196310.22),(69 196695.9),(70 198925.8),(71 203407.42),(72 206238.23),(73 208717.73),(74 209068.47),(75 207614.86),(76 204990.88),(77 204664.42),(78 204264.83),(79 204259.69),
(1 31569.758),(2 59450.27),(3 82896.33),(4 100563.49),(5 111115.98),(6 117929.86),(7 124867.15),(8 130525.78),(9 137817.94),(10 143660.05),(11 149178.64),(12 154588.61),(13 160041.77),(14 164241.48),(15 169346.2),(16 173382.98),(17 177077.14),(18 179816.4),(19 182215.36),(20 183892.17),(21 185446.14),(22 185510.52),(23 184388.05),(24 184532.22),(25 185723.8),(26 186677.94),(27 186485.92),(28 186460.72),(29 186010.28),(30 184592.69),(31 182196.53),(32 182408.05),(33 183344.88),(34 183545.4),(35 182533.48),(36 183709.94),(37 184038.05),(38 183972.56),(39 184041.89),(40 184449.1),(41 185532.17),(42 186013.44),(43 187480.34),(44 190825.77),(45 193655),(46 196055.64),(47 196782.75),(48 196796.4),(49 199422.58),(50 201631.52),(51 202267.77),(52 204128.56),(53 204727.66),(54 204779.95),(55 202351.84),(56 201086.9),(57 199091.58),(58 196261.8),(59 194436.42),(60 191371.94),(61 187625.56),(62 185179.03),(63 183739.02),(64 183478.63),(65 182639.3),(66 182587.58),(67 184403.16),(68 185838.63),(69 186689.56),(70 187380.36),(71 190178.69),(72 189766.38),(73 190067.33),(74 190458.95),(75 191342.27),(76 191051.81),(77 191458.88),(78 191534.1),(79 191523.9),
(1 30245.762),(2 55911.457),(3 78405.73),(4 96424.875),(5 106721.86),(6 114240.5),(7 121350.98),(8 126944.12),(9 130964.96),(10 134416.34),(11 139276.44),(12 146698.61),(13 151952.66),(14 155191.78),(15 158509.25),(16 161321.77),(17 163134.67),(18 163955.16),(19 163524.77),(20 164261.14),(21 164520.14),(22 165978.48),(23 167648.48),(24 169845.6),(25 172077.5),(26 174176.05),(27 175428.25),(28 175694.94),(29 177912.95),(30 178626.84),(31 179748.84),(32 179792.33),(33 180692.66),(34 180099.47),(35 179590.53),(36 179056.67),(37 177169.25),(38 176727.89),(39 175619.77),(40 176629.84),(41 175170.27),(42 174098.97),(43 172700.28),(44 173962.42),(45 174283.36),(46 174078.31),(47 174073.31),(48 174952.55),(49 176774.44),(50 178378.5),(51 179525.72),(52 180859.06),(53 181434.69),(54 182236.11),(55 182832.83),(56 184717.2),(57 185941),(58 185842.95),(59 184574.05),(60 185192.92),(61 182994.3),(62 181812.88),(63 181821.47),(64 182632.05),(65 181811.48),(66 180931.48),(67 180761.05),(68 178087.56),(69 175783.55),(70 173524.69),(71 174184.9),(72 175166.31),(73 175502.23),(74 175596.17),(75 177641.78),(76 177619.38),(77 179091.16),(78 181424.34),(79 183054.98),
(1 28427.408),(2 53295.918),(3 75769.89),(4 92309.875),(5 101867.836),(6 108706.68),(7 115539.76),(8 121795.64),(9 129075.96),(10 134822.33),(11 139187.13),(12 145963.56),(13 149967.95),(14 153225.45),(15 157968.67),(16 160097.27),(17 163780.64),(18 165684.92),(19 166290),(20 166294.7),(21 168990.38),(22 171203.63),(23 172609.36),(24 173987.45),(25 175126.08),(26 175131.92),(27 173334.42),(28 174118.77),(29 174749.06),(30 176491.25),(31 178563.28),(32 179298.63),(33 180087.81),(34 179434.78),(35 179187.61),(36 178616.78),(37 178885.8),(38 178212.36),(39 176945.78),(40 176930.77),(41 178391.2),(42 179293.97),(43 180216.97),(44 179632.31),(45 177393.23),(46 175715.73),(47 174517.4),(48 175445.19),(49 174923.05),(50 174753.63),(51 172588.03),(52 172503.36),(53 174083.25),(54 173887),(55 172686.38),(56 173090.31),(57 174127.13),(58 174891.75),(59 175426.77),(60 174135.03),(61 172678.4),(62 171150.97),(63 169348.02),(64 168713.38),(65 167584.81),(66 165857.66),(67 165763.52),(68 165283.52),(69 163808.05),(70 162877.95),(71 164241.61),(72 163603.02),(73 163779.14),(74 164814.58),(75 167495.27),(76 169418.2),(77 174156.5),(78 178002.31),(79 180925.23),
(1 28139.371),(2 52968.457),(3 74978.14),(4 91671.695),(5 101922.78),(6 109262.51),(7 115363.52),(8 120503.51),(9 127158.82),(10 132078.06),(11 136721.58),(12 143204.9),(13 147591.83),(14 150891.39),(15 154332.08),(16 158283.61),(17 161935.98),(18 163793.52),(19 162453.83),(20 164418.42),(21 165169.47),(22 164565.52),(23 163266.27),(24 165278.33),(25 164857.95),(26 164132.16),(27 164197.86),(28 163927.17),(29 165443.75),(30 166560.02),(31 164996.28),(32 163218.25),(33 162496.92),(34 162209.64),(35 161793.95),(36 161034.94),(37 161052.28),(38 160502.98),(39 160545.92),(40 159949.1),(41 159102.92),(42 156422.08),(43 153085.39),(44 154423.61),(45 153679.39),(46 153183.2),(47 153201.34),(48 152751.08),(49 154743.64),(50 156014.16),(51 155866),(52 159209.2),(53 160648.2),(54 162166.9),(55 162800.39),(56 160301.89),(57 159102.23),(58 157562.13),(59 157152.63),(60 158179.47),(61 156153.53),(62 155520.9),(63 155708.3),(64 156717.27),(65 156680.83),(66 157082.03),(67 157198.83),(68 157561.05),(69 156837.28),(70 156548.61),(71 157274.42),(72 159195.17),(73 159126.66),(74 158534.8),(75 157818.25),(76 157018.98),(77 157004.53),(78 156580.39),(79 156376.58),
(1 26906.139),(2 49894.18),(3 70245.86),(4 85668.055),(5 95438.086),(6 102346.29),(7 107935.91),(8 113330.195),(9 118821.52),(10 122612.766),(11 124762.09),(12 128919.92),(13 132583.42),(14 135859.14),(15 137977.84),(16 141381.8),(17 145285.63),(18 148843.1),(19 152323.8),(20 155907.52),(21 157537.13),(22 159231.64),(23 160384.72),(24 162203.4),(25 163083.95),(26 163404.58),(27 163737.9),(28 164445.77),(29 166062.1),(30 166409.53),(31 166159.42),(32 164518.8),(33 164264.88),(34 162975.17),(35 161825.06),(36 161039.25),(37 160930.92),(38 160429.95),(39 160479.2),(40 160991.19),(41 161614.36),(42 162097.17),(43 163225.61),(44 163386.47),(45 162815.3),(46 161626.47),(47 160857.36),(48 160970.1),(49 161509.2),(50 161058.69),(51 160765.3),(52 161361.66),(53 162618.84),(54 163107.34),(55 162391.27),(56 161015.7),(57 162346.94),(58 162315.4),(59 161718.31),(60 159986),(61 158797.39),(62 157960.13),(63 157394.73),(64 156835.73),(65 155758.83),(66 155193.42),(67 154697.34),(68 154307.31),(69 153131.08),(70 151944.89),(71 152995.47),(72 155156.27),(73 155278.27),(74 155934.9),(75 157426.34),(76 156092.27),(77 158211.66),(78 159823.34),(79 161228.75),
(1 27733.59),(2 50898.88),(3 71078.46),(4 84460.87),(5 93011.78),(6 98393.94),(7 104741.9),(8 108761.24),(9 114399.41),(10 118816.08),(11 124123.29),(12 127696.1),(13 132386.84),(14 135711.67),(15 139182.63),(16 141773.72),(17 145066.02),(18 147230.33),(19 148582.7),(20 149087.08),(21 151353.3),(22 153568.11),(23 155240.69),(24 159602.9),(25 162339.22),(26 163974.53),(27 164532.67),(28 163806.27),(29 163818.81),(30 163360.39),(31 162637.23),(32 161532.88),(33 160660.8),(34 159954.08),(35 159118.31),(36 159741.73),(37 159887.31),(38 159412.9),(39 157629.89),(40 157237.03),(41 156156.86),(42 155067.83),(43 153786.66),(44 153196.27),(45 152706.36),(46 152086.31),(47 151188.03),(48 150567.7),(49 151177.61),(50 151663.4),(51 150537.58),(52 150140.77),(53 150813.33),(54 150979.44),(55 149761.92),(56 148857.56),(57 148563.23),(58 147284.48),(59 145508.97),(60 146213.13),(61 146363.36),(62 146986.92),(63 149187.3),(64 151814.84),(65 152479.44),(66 152938.75),(67 153887.61),(68 154675.36),(69 154720.23),(70 155709.55),(71 158001.52),(72 161951.36),(73 162818.7),(74 163417.27),(75 162408.86),(76 161543.05),(77 160303.83),(78 159595.28),(79 158779.61),
(1 26542.785),(2 49001.53),(3 69090.305),(4 83497.13),(5 92633.81),(6 98048.57),(7 102098.53),(8 105222.67),(9 109391.445),(10 112459.58),(11 116569.234),(12 119948.45),(13 124724.89),(14 128505.78),(15 131028.49),(16 135393.63),(17 138609.16),(18 139879.9),(19 140334.75),(20 141186.36),(21 142522.27),(22 143541.19),(23 143903.7),(24 144536.28),(25 146738.89),(26 147097.77),(27 146643.36),(28 147418.22),(29 148502.19),(30 148937.25),(31 148407.19),(32 149083.02),(33 147908.55),(34 146967.75),(35 145668.52),(36 144582.31),(37 144185.86),(38 143066.11),(39 141779.58),(40 141987.58),(41 144296.73),(42 145986.25),(43 146842.9),(44 148332.64),(45 147602.52),(46 147484.64),(47 147936.33),(48 147666.6),(49 150315.61),(50 152618.05),(51 153346.27),(52 152283.72),(53 152538.55),(54 152929.58),(55 152409.72),(56 152095.39),(57 151672.48),(58 150282.61),(59 148746.14),(60 146870.8),(61 144369.73),(62 142446.39),(63 141667.9),(64 140973.03),(65 139046.94),(66 138086.23),(67 138248.19),(68 138663.03),(69 140143.17),(70 142297.5),(71 146574.27),(72 149255.36),(73 149197.58),(74 149239.66),(75 149428.9),(76 149478.67),(77 150642.78),(78 151036.31),(79 151209.25),
(1 25310.313),(2 47989.45),(3 67564.82),(4 81610.336),(5 88911.74),(6 94534.06),(7 100258.65),(8 106002.48),(9 111587.22),(10 114951.57),(11 119444.17),(12 123144.86),(13 128301.15),(14 131287.66),(15 133558.36),(16 136027.4),(17 136310.28),(18 136383.23),(19 135052.36),(20 136002.92),(21 138176.39),(22 140994.27),(23 143508.9),(24 144576.02),(25 146208.2),(26 147610.69),(27 146946.1),(28 146904.78),(29 147789.8),(30 148351.14),(31 147172.25),(32 147209.63),(33 147644.25),(34 147717.72),(35 147396.61),(36 147932.75),(37 149476),(38 149845.78),(39 148943.64),(40 147363.02),(41 147447.27),(42 146379.3),(43 145809.05),(44 145693),(45 144844.92),(46 144632.38),(47 144404.66),(48 143456.98),(49 143501.83),(50 143107.5),(51 142967.88),(52 144752.52),(53 146889.13),(54 148544.84),(55 149322.28),(56 150322.36),(57 151864.64),(58 152548.52),(59 152770.92),(60 153006.31),(61 151792.1),(62 151140.4),(63 151501.33),(64 150223.3),(65 148926.84),(66 147647.38),(67 147973.4),(68 148340.6),(69 146471.31),(70 146320.33),(71 147336.05),(72 147582.7),(73 146028.2),(74 144864.44),(75 144071.56),(76 143211.75),(77 143518.36),(78 144037.48),(79 144205.8),
