1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64.93221),(2 74.12277),(3 76.75427),(4 79.57392),(5 81.80336),(6 83.79169),(7 85.56342),(8 88.62409),(9 90.118),(10 90.52718),(11 91.54006),(12 93.28806),(13 93.483246),(14 93.719986),(15 93.24971),(16 94.84056),(17 95.8262),(18 95.82359),(19 96.57618),(20 98.363655),(21 98.499664),(22 97.954285),(23 98.992775),(24 98.82433),(25 99.36005),(26 100.49872),(27 98.988686),(28 98.47441),(29 100.15951),(30 99.87466),(31 99.11201),(32 98.72927),(33 98.853775),(34 98.90778),(35 99.50723),(36 99.80317),(37 99.0961),(38 99.29265),(39 97.71175),(40 97.86263),(41 97.38992),(42 97.03583),(43 96.50876),(44 96.374146),(45 96.13327),(46 96.265884),(47 96.621994),(48 98.968094),(49 99.64393),(50 100.21431),(51 100.52181),(52 100.619125),(53 103.008095),(54 103.28433),(55 103.54914),(56 103.734146),(57 103.75275),(58 105.75001),(59 106.24227),(60 106.425514),(61 106.473076),(62 107.11511),(63 106.8143),(64 106.95317),(65 107.00507),(66 107.418625),(67 107.58324),(68 107.75266),(69 108.75214),(70 109.305504),(71 108.18406),(72 108.6424),(73 109.557976),(74 108.43239),(75 107.53878),(76 107.746346),(77 108.01964),(78 108.88445),(79 108.80119),
(1 62.595535),(2 72.83323),(3 74.46363),(4 77.09922),(5 79.47451),(6 80.94238),(7 82.47132),(8 84.341194),(9 85.8118),(10 88.03882),(11 88.98013),(12 90.06613),(13 89.975105),(14 90.90591),(15 90.05495),(16 91.347984),(17 92.97929),(18 94.0583),(19 94.106064),(20 96.13476),(21 96.03856),(22 95.18523),(23 97.436195),(24 96.89636),(25 97.78746),(26 98.43164),(27 97.343155),(28 97.0533),(29 97.69913),(30 97.26293),(31 97.6992),(32 97.205956),(33 97.26413),(34 96.93458),(35 97.39501),(36 97.71462),(37 98.0501),(38 96.848724),(39 95.00758),(40 94.73827),(41 94.90023),(42 95.19652),(43 94.84838),(44 94.5202),(45 95.2501),(46 95.17051),(47 95.68497),(48 96.51056),(49 98.03723),(50 98.49155),(51 99.05563),(52 99.36589),(53 99.99234),(54 100.58149),(55 100.959946),(56 100.50971),(57 101.02605),(58 101.48022),(59 102.41759),(60 102.76705),(61 103.41553),(62 103.913345),(63 103.40344),(64 104.01711),(65 103.79523),(66 104.1539),(67 104.83933),(68 105.49305),(69 105.24096),(70 105.32197),(71 105.591805),(72 105.87208),(73 107.68699),(74 106.95379),(75 105.64661),(76 105.18168),(77 106.232506),(78 106.90767),(79 106.501144),
(1 62.89187),(2 71.803314),(3 75.28213),(4 78.10777),(5 80.16688),(6 83.30866),(7 84.36467),(8 87.37005),(9 88.25951),(10 88.762535),(11 89.85151),(12 90.331856),(13 91.38277),(14 90.50625),(15 90.63815),(16 92.11534),(17 92.4552),(18 93.74997),(19 94.24268),(20 95.394966),(21 95.85953),(22 95.508026),(23 96.419785),(24 96.45881),(25 96.291336),(26 96.91924),(27 96.169),(28 96.695114),(29 96.70813),(30 97.00473),(31 96.814766),(32 97.067444),(33 97.049614),(34 97.07913),(35 96.92051),(36 96.852516),(37 96.02427),(38 96.18504),(39 94.77775),(40 95.6515),(41 94.561935),(42 94.50755),(43 94.51934),(44 94.699066),(45 94.95526),(46 95.07132),(47 95.13017),(48 95.92977),(49 97.212616),(50 98.22097),(51 97.21015),(52 97.54937),(53 98.14275),(54 99.14486),(55 98.964645),(56 100.07923),(57 100.18066),(58 101.28994),(59 101.0988),(60 101.24004),(61 102.760574),(62 102.40891),(63 102.05608),(64 103.40609),(65 104.29097),(66 104.50322),(67 105.01273),(68 104.73697),(69 104.47793),(70 105.11162),(71 105.57224),(72 105.74298),(73 106.211395),(74 106.122795),(75 104.71848),(76 104.88349),(77 105.633896),(78 105.803215),(79 106.328804),
(1 61.308437),(2 70.18483),(3 72.692345),(4 76.379135),(5 77.84045),(6 80.36332),(7 81.27937),(8 84.84218),(9 86.413155),(10 87.16724),(11 88.11821),(12 88.78476),(13 89.78203),(14 88.93205),(15 88.63892),(16 90.05322),(17 90.92669),(18 91.9472),(19 92.429665),(20 93.433784),(21 93.69307),(22 93.47973),(23 95.267715),(24 94.41677),(25 95.754),(26 95.22755),(27 94.757996),(28 95.27556),(29 95.37799),(30 95.57732),(31 95.2086),(32 95.6128),(33 95.72075),(34 96.10592),(35 95.081726),(36 95.45446),(37 96.36034),(38 95.7771),(39 94.77699),(40 94.027916),(41 93.284966),(42 92.168884),(43 91.89525),(44 92.28613),(45 92.42912),(46 93.32157),(47 94.03628),(48 94.52122),(49 96.04406),(50 96.70169),(51 96.96309),(52 97.94746),(53 99.32011),(54 99.04713),(55 99.78929),(56 100.072914),(57 100.27904),(58 101.39001),(59 101.32423),(60 101.914185),(61 102.219666),(62 102.739815),(63 102.34874),(64 103.95521),(65 103.663635),(66 103.995964),(67 104.17382),(68 103.795525),(69 104.27924),(70 104.10423),(71 104.37497),(72 104.39698),(73 105.82),(74 105.79883),(75 105.268036),(76 104.25918),(77 104.23341),(78 104.08382),(79 104.46164),
(1 62.236515),(2 71.32582),(3 73.58386),(4 76.63427),(5 78.89428),(6 81.023994),(7 81.76545),(8 84.10225),(9 85.55537),(10 86.25887),(11 88.640915),(12 89.44771),(13 89.509384),(14 90.35275),(15 89.02131),(16 90.91297),(17 91.70473),(18 92.45499),(19 93.78245),(20 94.07078),(21 94.93726),(22 94.537125),(23 95.971825),(24 95.2297),(25 96.59751),(26 96.49443),(27 94.950134),(28 96.27908),(29 95.985054),(30 94.702805),(31 95.04983),(32 95.00496),(33 95.16386),(34 94.27784),(35 94.74446),(36 94.95395),(37 95.23946),(38 94.901855),(39 93.54915),(40 93.276245),(41 92.56738),(42 92.66365),(43 92.35309),(44 92.059944),(45 92.28981),(46 92.57243),(47 93.39825),(48 94.25464),(49 95.36705),(50 96.750496),(51 96.34794),(52 97.45697),(53 98.51193),(54 99.25859),(55 99.10769),(56 99.713974),(57 100.34065),(58 100.73989),(59 101.65201),(60 101.939995),(61 103.08472),(62 103.37259),(63 102.93062),(64 103.46813),(65 104.15321),(66 105.01341),(67 104.29609),(68 104.8063),(69 105.39161),(70 104.99343),(71 105.59319),(72 106.04145),(73 106.73807),(74 106.17031),(75 105.43371),(76 104.90147),(77 104.93685),(78 106.26639),(79 105.96315),
(1 62.589577),(2 72.08978),(3 73.99672),(4 76.06353),(5 78.14718),(6 80.15733),(7 80.88666),(8 83.812744),(9 86.151695),(10 86.861305),(11 87.938965),(12 88.45701),(13 89.412544),(14 89.18592),(15 88.102844),(16 89.72185),(17 91.0544),(18 90.94143),(19 92.44827),(20 93.40758),(21 93.942986),(22 94.84678),(23 95.865486),(24 95.605286),(25 96.21672),(26 96.41487),(27 95.905334),(28 96.03577),(29 96.235565),(30 96.31702),(31 97.05704),(32 95.87832),(33 96.258095),(34 95.860435),(35 96.18291),(36 96.540474),(37 96.12579),(38 96.29404),(39 95.16332),(40 95.594536),(41 94.87858),(42 93.19545),(43 92.89439),(44 92.507324),(45 92.152756),(46 92.33987),(47 92.73128),(48 93.64594),(49 95.62019),(50 96.755486),(51 95.78721),(52 95.65765),(53 97.54087),(54 97.26667),(55 98.39901),(56 98.580475),(57 99.16501),(58 99.900856),(59 100.72466),(60 101.118034),(61 102.49655),(62 101.86059),(63 101.79082),(64 102.582565),(65 101.45802),(66 101.864174),(67 102.15569),(68 103.52518),(69 103.08122),(70 103.66889),(71 103.55842),(72 103.92203),(73 103.34247),(74 104.340416),(75 103.30164),(76 103.1613),(77 103.46795),(78 103.940094),(79 103.57935),
(1 60.36415),(2 70.0953),(3 71.9437),(4 74.58324),(5 77.07342),(6 78.73467),(7 80.57736),(8 83.5075),(9 84.60989),(10 85.31378),(11 85.84795),(12 87.018524),(13 87.34547),(14 87.969505),(15 87.96824),(16 88.869225),(17 90.63996),(18 91.499344),(19 92.30425),(20 93.440895),(21 93.95894),(22 93.481125),(23 94.73409),(24 94.22514),(25 95.1213),(26 95.41992),(27 94.58972),(28 93.84379),(29 93.86796),(30 94.8493),(31 94.43139),(32 94.166824),(33 93.915375),(34 94.188995),(35 93.71611),(36 94.58304),(37 94.85158),(38 95.79038),(39 93.50789),(40 93.44309),(41 92.347435),(42 91.431404),(43 91.50868),(44 91.49913),(45 91.11152),(46 91.58103),(47 92.495575),(48 94.33727),(49 95.125015),(50 95.84062),(51 96.3106),(52 96.8879),(53 97.99217),(54 98.49409),(55 99.017395),(56 100.23893),(57 99.69363),(58 100.83171),(59 101.76697),(60 102.05614),(61 101.91491),(62 102.4395),(63 102.97245),(64 103.86461),(65 104.15997),(66 103.11851),(67 104.04008),(68 104.43688),(69 104.29842),(70 105.37474),(71 105.15399),(72 104.63012),(73 105.88991),(74 105.70397),(75 104.31752),(76 104.340515),(77 104.14628),(78 104.55354),(79 104.03451),
(1 60.368927),(2 70.12045),(3 72.374466),(4 75.44282),(5 76.78113),(6 79.263176),(7 80.72125),(8 83.84182),(9 84.7231),(10 85.09843),(11 86.545876),(12 86.91164),(13 88.491776),(14 88.47473),(15 87.85771),(16 89.039116),(17 90.97302),(18 90.6196),(19 91.74279),(20 92.90513),(21 93.75699),(22 93.14911),(23 95.55764),(24 94.79472),(25 95.19119),(26 95.39661),(27 94.79391),(28 95.12687),(29 95.149155),(30 95.86741),(31 95.35955),(32 94.98847),(33 94.91618),(34 95.424194),(35 95.89103),(36 94.8777),(37 95.17509),(38 95.876854),(39 93.56657),(40 93.528145),(41 92.561806),(42 92.48046),(43 91.71979),(44 91.13228),(45 92.25076),(46 92.45067),(47 92.96388),(48 94.802734),(49 96.46293),(50 96.83141),(51 96.81276),(52 97.56471),(53 98.70048),(54 99.306984),(55 100.08837),(56 99.96584),(57 101.25046),(58 102.13311),(59 102.217316),(60 102.76193),(61 102.8566),(62 103.0918),(63 103.69095),(64 103.539276),(65 103.56853),(66 103.99501),(67 103.644646),(68 104.57876),(69 104.34875),(70 105.43037),(71 105.55658),(72 105.535225),(73 106.47916),(74 106.27391),(75 104.89242),(76 105.04061),(77 106.217064),(78 106.8769),(79 107.35143),
(1 59.444386),(2 68.021835),(3 70.304054),(4 72.6875),(5 74.49096),(6 75.82901),(7 76.69648),(8 78.8841),(9 80.71625),(10 81.14502),(11 81.83268),(12 83.3003),(13 84.1202),(14 83.855576),(15 84.19818),(16 84.50809),(17 86.55154),(18 86.980515),(19 88.371),(20 88.84487),(21 89.48061),(22 88.451096),(23 89.81892),(24 90.41998),(25 91.078224),(26 91.92365),(27 90.103806),(28 91.096436),(29 90.297325),(30 90.606926),(31 90.1358),(32 89.99112),(33 90.272446),(34 90.52975),(35 90.37034),(36 90.50575),(37 91.5865),(38 91.115814),(39 89.26988),(40 89.01607),(41 88.68789),(42 88.42884),(43 88.87766),(44 87.936356),(45 87.885445),(46 87.628975),(47 88.14328),(48 89.3498),(49 90.24772),(50 91.56184),(51 90.45874),(52 91.79289),(53 92.74518),(54 93.88202),(55 94.12913),(56 94.60293),(57 95.80441),(58 95.513115),(59 96.61881),(60 97.25508),(61 97.738815),(62 97.04946),(63 97.16965),(64 97.28776),(65 98.00072),(66 98.67594),(67 98.18743),(68 99.245895),(69 99.06736),(70 98.38453),(71 98.9945),(72 99.26327),(73 99.953384),(74 100.12355),(75 99.08125),(76 98.959656),(77 98.50645),(78 98.82395),(79 99.62755),
(1 60.06595),(2 69.35512),(3 71.590004),(4 73.712166),(5 75.73221),(6 77.19996),(7 78.52621),(8 81.040886),(9 82.45854),(10 83.67459),(11 84.02645),(12 86.10652),(13 87.05798),(14 87.87587),(15 86.49392),(16 87.786766),(17 88.72864),(18 89.86347),(19 90.24308),(20 91.43996),(21 91.69513),(22 91.37154),(23 92.24488),(24 93.10505),(25 93.14137),(26 94.133026),(27 93.29227),(28 93.39253),(29 93.77213),(30 93.21774),(31 94.195564),(32 93.99838),(33 94.262184),(34 93.23389),(35 93.11567),(36 93.423935),(37 93.54291),(38 93.536545),(39 92.33503),(40 92.25089),(41 92.28137),(42 91.45491),(43 91.35804),(44 91.557884),(45 91.51021),(46 91.43382),(47 92.101166),(48 93.10459),(49 94.55256),(50 95.81952),(51 94.719864),(52 95.90782),(53 97.19513),(54 97.79443),(55 98.221),(56 98.49967),(57 98.81165),(58 99.571945),(59 100.84269),(60 101.31046),(61 100.64639),(62 101.61876),(63 101.73982),(64 101.42205),(65 101.7428),(66 101.86375),(67 102.01966),(68 103.44332),(69 102.48862),(70 103.625984),(71 103.13726),(72 103.32267),(73 104.44958),(74 104.882675),(75 103.51968),(76 102.84886),(77 103.063255),(78 102.96351),(79 103.46602),
(1 59.16868),(2 68.26507),(3 70.81705),(4 73.04508),(5 75.12194),(6 77.22141),(7 77.675156),(8 79.71966),(9 81.86639),(10 82.934105),(11 83.859024),(12 85.04581),(13 85.630264),(14 86.62888),(15 85.8787),(16 88.45037),(17 89.45959),(18 90.01736),(19 89.78376),(20 91.04041),(21 92.037834),(22 91.5955),(23 91.49443),(24 92.38335),(25 93.11397),(26 93.396164),(27 92.13986),(28 93.09608),(29 93.40927),(30 93.205284),(31 92.77491),(32 93.02229),(33 92.38271),(34 90.96708),(35 91.16357),(36 92.021515),(37 92.33976),(38 91.8276),(39 90.439),(40 90.99345),(41 90.32546),(42 90.088005),(43 89.780655),(44 89.62768),(45 89.80102),(46 89.673386),(47 90.46332),(48 92.107735),(49 93.20337),(50 93.896805),(51 94.09818),(52 95.11704),(53 96.28939),(54 96.896324),(55 98.41633),(56 97.61657),(57 98.447685),(58 100.22229),(59 100.21365),(60 100.16403),(61 101.37959),(62 101.30767),(63 101.45366),(64 101.346596),(65 101.570786),(66 101.94832),(67 102.667274),(68 104.23635),(69 103.70904),(70 103.669075),(71 103.60557),(72 103.6593),(73 103.86449),(74 104.05244),(75 102.828125),(76 102.53711),(77 103.64226),(78 103.335785),(79 103.45029),
(1 58.77782),(2 67.88867),(3 70.173935),(4 73.21216),(5 74.72649),(6 76.66755),(7 77.7372),(8 81.18629),(9 81.73739),(10 83.16039),(11 83.635895),(12 84.556335),(13 84.845695),(14 85.42396),(15 85.23679),(16 86.499985),(17 87.3055),(18 87.72364),(19 87.93105),(20 88.34004),(21 89.537865),(22 89.8754),(23 89.51418),(24 90.76343),(25 91.4289),(26 91.62895),(27 90.806244),(28 91.19687),(29 91.866),(30 91.283264),(31 91.58507),(32 91.46033),(33 90.41514),(34 90.959984),(35 91.64244),(36 92.86008),(37 92.48157),(38 91.52234),(39 89.99651),(40 89.99536),(41 90.75478),(42 89.70271),(43 88.94232),(44 89.07551),(45 88.90634),(46 87.83976),(47 89.52668),(48 90.3543),(49 91.17819),(50 92.43722),(51 91.47991),(52 92.52697),(53 93.04876),(54 94.901665),(55 95.9675),(56 95.41579),(57 96.14411),(58 97.34882),(59 97.19993),(60 97.48951),(61 97.87671),(62 98.71286),(63 97.99242),(64 98.521545),(65 99.200714),(66 99.477974),(67 98.50284),(68 100.518425),(69 100.4917),(70 100.842155),(71 100.30012),(72 101.21168),(73 101.004105),(74 101.10639),(75 99.77399),(76 100.12135),(77 100.73639),(78 99.94073),(79 101.050865),
(1 58.14991),(2 67.236755),(3 70.54441),(4 72.567825),(5 74.6432),(6 76.61779),(7 77.80387),(8 80.52873),(9 82.38664),(10 82.86059),(11 84.81444),(12 85.15452),(13 85.80249),(14 85.83721),(15 85.127625),(16 86.6572),(17 87.36884),(18 88.90598),(19 89.530174),(20 91.19434),(21 91.38115),(22 90.78111),(23 91.06795),(24 91.80892),(25 92.795204),(26 93.17119),(27 91.615204),(28 92.13201),(29 92.4844),(30 92.33051),(31 92.73108),(32 92.88423),(33 91.41867),(34 91.21733),(35 91.857),(36 92.31395),(37 92.14021),(38 91.94846),(39 89.737724),(40 90.152084),(41 89.588554),(42 88.50451),(43 88.16345),(44 87.80675),(45 88.75467),(46 88.51),(47 89.5423),(48 90.86111),(49 92.479515),(50 93.3054),(51 92.125015),(52 93.25138),(53 94.692825),(54 94.683876),(55 96.04352),(56 95.60221),(57 96.80479),(58 97.2585),(59 97.201),(60 97.33044),(61 97.7843),(62 97.95903),(63 97.9065),(64 98.23349),(65 98.61211),(66 98.75408),(67 98.19202),(68 100.20326),(69 99.34013),(70 99.85566),(71 100.2151),(72 99.95783),(73 101.15115),(74 100.79501),(75 99.85701),(76 99.36566),(77 100.42118),(78 100.21146),(79 100.60566),
(1 57.576546),(2 66.94865),(3 68.77452),(4 70.41992),(5 73.04315),(6 74.55411),(7 76.48083),(8 79.00836),(9 80.496315),(10 81.36074),(11 82.29978),(12 83.17588),(13 83.4376),(14 83.70809),(15 83.03815),(16 84.62115),(17 85.150604),(18 86.18096),(19 86.85416),(20 88.07695),(21 87.45923),(22 88.56677),(23 88.689255),(24 88.8279),(25 89.206024),(26 90.351585),(27 89.187355),(28 90.17991),(29 90.89874),(30 90.31798),(31 90.9286),(32 89.708046),(33 89.694305),(34 89.45065),(35 89.36845),(36 89.676575),(37 89.72223),(38 89.43208),(39 88.39349),(40 88.79184),(41 88.390396),(42 87.212006),(43 86.89646),(44 87.1197),(45 87.72617),(46 87.136154),(47 88.61857),(48 89.28532),(49 90.11139),(50 91.41779),(51 91.34412),(52 91.76647),(53 93.04209),(54 93.29838),(55 93.63466),(56 94.62582),(57 94.46408),(58 94.920204),(59 95.562515),(60 96.13315),(61 96.794785),(62 97.29181),(63 96.43138),(64 96.77649),(65 97.275856),(66 96.38342),(67 97.21245),(68 98.15981),(69 97.47824),(70 98.35092),(71 97.77609),(72 97.97851),(73 98.7195),(74 99.04615),(75 98.78164),(76 98.86811),(77 98.793655),(78 97.70928),(79 99.05902),
(1 57.270504),(2 66.31292),(3 69.32758),(4 71.58823),(5 73.44813),(6 75.558044),(7 76.56684),(8 79.83343),(9 80.70863),(10 80.93442),(11 81.90446),(12 82.913124),(13 84.028015),(14 83.45135),(15 82.96599),(16 84.12152),(17 84.93699),(18 85.06801),(19 86.10751),(20 86.78908),(21 87.46025),(22 87.159225),(23 87.65228),(24 87.399635),(25 88.71125),(26 88.39818),(27 87.3271),(28 88.22967),(29 88.51056),(30 88.61484),(31 88.686966),(32 88.40516),(33 88.84996),(34 89.605385),(35 89.53173),(36 89.478874),(37 88.90978),(38 89.086845),(39 87.9095),(40 87.932),(41 87.61029),(42 86.54919),(43 86.15731),(44 86.29211),(45 85.43173),(46 85.51554),(47 86.88149),(48 87.29504),(49 88.059975),(50 89.59439),(51 88.308846),(52 89.46812),(53 90.49616),(54 91.055115),(55 91.56898),(56 91.59741),(57 92.771255),(58 93.013145),(59 93.72504),(60 94.59984),(61 94.7147),(62 93.8926),(63 94.85164),(64 94.34524),(65 96.29876),(66 95.87393),(67 96.06946),(68 96.15492),(69 95.78202),(70 95.68118),(71 97.121056),(72 98.02233),(73 97.51863),(74 97.8491),(75 96.509575),(76 97.669136),(77 97.41493),(78 97.99771),(79 97.94538),
(1 56.713257),(2 65.375015),(3 68.05246),(4 70.73556),(5 72.25447),(6 74.5291),(7 75.47556),(8 78.08301),(9 80.6912),(10 80.92713),(11 81.63414),(12 83.10059),(13 83.66049),(14 84.091415),(15 83.35929),(16 84.7144),(17 85.44192),(18 86.04231),(19 86.89666),(20 87.86567),(21 87.938835),(22 87.68503),(23 87.3458),(24 87.96022),(25 88.81205),(26 89.10584),(27 88.01888),(28 88.75095),(29 89.01247),(30 88.45254),(31 89.271385),(32 88.13397),(33 87.741196),(34 87.642395),(35 87.84561),(36 88.32923),(37 88.346535),(38 88.40294),(39 86.74564),(40 87.696556),(41 87.189865),(42 87.24323),(43 86.95264),(44 86.4405),(45 86.00405),(46 86.876625),(47 88.117905),(48 88.33548),(49 89.416336),(50 90.17697),(51 90.24911),(52 90.82992),(53 91.91231),(54 91.83178),(55 93.324394),(56 93.47251),(57 93.83927),(58 94.39651),(59 93.87572),(60 94.9859),(61 95.5889),(62 95.37195),(63 95.43818),(64 95.74765),(65 95.49784),(66 94.9417),(67 95.82163),(68 95.97572),(69 96.02691),(70 96.71248),(71 96.8142),(72 97.1216),(73 97.567085),(74 97.50102),(75 96.024216),(76 96.51471),(77 96.78498),(78 97.223335),(79 97.55728),
(1 56.244587),(2 64.528496),(3 67.44092),(4 68.75674),(5 70.83246),(6 72.68823),(7 74.20831),(8 76.60031),(9 78.37935),(10 79.21298),(11 79.78451),(12 81.098526),(13 81.98032),(14 82.45951),(15 81.828),(16 83.250534),(17 83.488495),(18 84.12248),(19 84.300285),(20 86.2842),(21 87.18909),(22 85.68241),(23 86.24213),(24 87.81057),(25 88.68),(26 87.89554),(27 86.6486),(28 88.19998),(29 86.72055),(30 87.19139),(31 87.031845),(32 87.08122),(33 86.3753),(34 86.249306),(35 86.39476),(36 86.37625),(37 86.25392),(38 87.04191),(39 85.21618),(40 86.1473),(41 86.070404),(42 85.176414),(43 85.55578),(44 85.446976),(45 85.48159),(46 85.86799),(47 86.77169),(48 86.5573),(49 87.22463),(50 89.04043),(51 88.70194),(52 89.040306),(53 89.755424),(54 90.83301),(55 91.16379),(56 91.33229),(57 92.00961),(58 92.334175),(59 92.08148),(60 92.474785),(61 93.790146),(62 93.87308),(63 93.355965),(64 92.98725),(65 94.004944),(66 94.416794),(67 94.87812),(68 94.191925),(69 94.52403),(70 94.75996),(71 94.35965),(72 95.59589),(73 96.04628),(74 95.88317),(75 94.63006),(76 94.539734),(77 95.09803),(78 95.51258),(79 96.05233),
(1 56.414463),(2 64.84591),(3 67.949),(4 70.39061),(5 72.53973),(6 74.72909),(7 75.82042),(8 78.878174),(9 80.057945),(10 80.470474),(11 81.11057),(12 82.72373),(13 83.4757),(14 83.22726),(15 82.30928),(16 83.52373),(17 83.917694),(18 84.88779),(19 85.889305),(20 85.55371),(21 87.1797),(22 87.1899),(23 87.97956),(24 87.8925),(25 88.251564),(26 88.32238),(27 87.03129),(28 88.1694),(29 88.05211),(30 87.926384),(31 88.04912),(32 88.24586),(33 88.08879),(34 88.14923),(35 89.42645),(36 89.2503),(37 90.218765),(38 89.50809),(39 88.165565),(40 88.64026),(41 88.126915),(42 87.220406),(43 87.61272),(44 87.52204),(45 86.09222),(46 86.4433),(47 87.59147),(48 87.47864),(49 88.773186),(50 90.10022),(51 89.95143),(52 89.3383),(53 90.19262),(54 91.61876),(55 91.77565),(56 92.93429),(57 93.01315),(58 93.224365),(59 93.31898),(60 94.758064),(61 94.46331),(62 94.59797),(63 94.91347),(64 95.20468),(65 95.19197),(66 95.12951),(67 95.85757),(68 96.41921),(69 96.412575),(70 96.96565),(71 96.7899),(72 96.98627),(73 97.40889),(74 98.05955),(75 97.33595),(76 97.15175),(77 97.12883),(78 96.696686),(79 97.6889),
