1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 29807.273),(2 46726.996),(3 56420.457),(4 108486.6),(5 152124.1),(6 182224.58),(7 256431.83),(8 322961.38),(9 376313),(10 463311),(11 545706.2),(12 618210.25),(13 725891.8),(14 823888.8),(15 937183.56),(16 1081217.6),(17 1230891.4),(18 1385386.9),(19 1579262),(20 1777710.1),(21 1986709.4),(22 2222920.8),(23 2459717.3),(24 2698800.8),(25 2954277.3),(26 3212776),(27 3502232.8),(28 3764550.3),(29 4054100.8),(30 4315052.5),(31 4616947),(32 4931991.5),(33 5236949),(34 5547777),(35 5898172.5),(36 6221600),(37 6573413.5),(38 6915813.5),(39 7268889.5),(40 7587429.5),(41 7909030.5),(42 8232209.5),(43 8525872),(44 8867799),(45 9229535),(46 9631581),(47 10066707),(48 10512878),(49 10986741),(50 11461861),(51 11920425),(52 12392380),(53 12889636),(54 13322811),(55 13778089),(56 14220213),(57 14651901),(58 15123619),(59 15583837),(60 15972109),(61 16432396),(62 16888360),(63 17316284),(64 17718810),(65 18100826),(66 18446224),(67 18748710),(68 19020088),(69 19241400),(70 19442426),(71 19663610),(72 19850286),(73 20100926),(74 20323368),(75 20571586),(76 20835710),(77 21143750),(78 21442932),(79 21708304),
(1 2084.7583),(2 4603.5366),(3 5591.5254),(4 5499.8296),(5 5425.536),(6 5662.7446),(7 5903.348),(8 6090.2573),(9 6247.614),(10 6356.58),(11 6532.76),(12 6691.1426),(13 6809.9985),(14 6884.2007),(15 6884.773),(16 6795.7905),(17 6747.63),(18 6676.9404),(19 6692.919),(20 6664.701),(21 6698.367),(22 6758.595),(23 6834.1353),(24 6835.6533),(25 6884.3613),(26 7007.7007),(27 7070.903),(28 7170.8804),(29 7438.058),(30 7747.3843),(31 7886.2925),(32 7984.2603),(33 8098.892),(34 8143.819),(35 8213.382),(36 8224.619),(37 8439.575),(38 8571.008),(39 8690.359),(40 8716.3955),(41 8821.098),(42 8875.446),(43 8743.514),(44 8864.086),(45 9187.473),(46 9467.923),(47 9506.022),(48 9516.006),(49 9625.403),(50 9857.005),(51 10092.628),(52 10157.435),(53 10252.535),(54 10230.144),(55 10368.3545),(56 10394.202),(57 10526.467),(58 10624.293),(59 10643.54),(60 10544.934),(61 10600.266),(62 10823.277),(63 10797.1),(64 10794.091),(65 10801.465),(66 10692.352),(67 10667.03),(68 10804.015),(69 10737.709),(70 10680.193),(71 10618.436),(72 10603.834),(73 10599.114),(74 10587.827),(75 10629.205),(76 10614.9375),(77 10692.986),(78 10666.506),(79 10663.469),
(1 2079.998),(2 4550.7354),(3 5515.2407),(4 5516.1323),(5 5442.846),(6 5643.2495),(7 5854.8604),(8 6093.5073),(9 6303.326),(10 6445.6147),(11 6508.1587),(12 6572.439),(13 6592.793),(14 6671.228),(15 6749.9585),(16 6823.7705),(17 6748.9224),(18 6718.1616),(19 6680.345),(20 6621.5117),(21 6705.08),(22 6858.8667),(23 6907.258),(24 6904.8735),(25 6960.468),(26 7202.9575),(27 7400.4087),(28 7559.336),(29 7796.5933),(30 8083.9),(31 8194.626),(32 8208.596),(33 8208.748),(34 8260.213),(35 8393.511),(36 8473.664),(37 8662.747),(38 8809.782),(39 8834.067),(40 8880.104),(41 8989.021),(42 9023.596),(43 9025.894),(44 9168.105),(45 9495.178),(46 9674.511),(47 9714.015),(48 9801.65),(49 9910.768),(50 10009.258),(51 10087.596),(52 10028.303),(53 10041.263),(54 10129.498),(55 10280.083),(56 10416.329),(57 10510.494),(58 10478.172),(59 10440.639),(60 10454.558),(61 10537.376),(62 10626.277),(63 10768.815),(64 10636.348),(65 10624.571),(66 10680.29),(67 10667.558),(68 10858.166),(69 10883.865),(70 10801.283),(71 10849.84),(72 10852.527),(73 10868.821),(74 10907.209),(75 10816.923),(76 10938.036),(77 11091.2),(78 11155.4375),(79 11251.77),
(1 2009.8417),(2 4330.018),(3 5220.907),(4 5129.2153),(5 5099.3057),(6 5256.885),(7 5468.8906),(8 5731.5435),(9 5994.141),(10 6081.603),(11 6164.8623),(12 6328.7886),(13 6384.9507),(14 6479.2583),(15 6482.994),(16 6508.108),(17 6467.854),(18 6458.161),(19 6410.174),(20 6346.3857),(21 6437.0127),(22 6545.734),(23 6607.7383),(24 6663.8037),(25 6758.1743),(26 6924.0513),(27 6941.052),(28 6908.109),(29 6960.496),(30 7131.966),(31 7192.1514),(32 7279.7974),(33 7355.9336),(34 7297.7163),(35 7271.958),(36 7317.8057),(37 7534.655),(38 7657.5225),(39 7681.346),(40 7754.165),(41 7797.5513),(42 7906.1255),(43 8040.0283),(44 8197.253),(45 8368.105),(46 8495.405),(47 8475.29),(48 8565.647),(49 8669.173),(50 8805.016),(51 8863.159),(52 8817.153),(53 8886.057),(54 8920.872),(55 8884.1),(56 8992.14),(57 9323.585),(58 9404.786),(59 9499.744),(60 9547.991),(61 9561.615),(62 9682.316),(63 9744.989),(64 9639.381),(65 9680.011),(66 9809.278),(67 9842.231),(68 9884.977),(69 9938.349),(70 9811.527),(71 9652.468),(72 9664.889),(73 9753.228),(74 9788.931),(75 9861.94),(76 9978.235),(77 10169.414),(78 10204.994),(79 10352.473),
(1 2006.3032),(2 4321.1084),(3 5322.113),(4 5392.162),(5 5385.4287),(6 5552.493),(7 5734.8237),(8 5964.2563),(9 6201.893),(10 6395.106),(11 6573.5986),(12 6806.2837),(13 6865.899),(14 6820.699),(15 6788.113),(16 6756.397),(17 6799.904),(18 6678.0737),(19 6576.984),(20 6612.484),(21 6791.3945),(22 6947.3594),(23 7081.3384),(24 7121.209),(25 7211.851),(26 7288.3984),(27 7296.636),(28 7290.2),(29 7356.2617),(30 7468.5107),(31 7437.896),(32 7386.951),(33 7455.0605),(34 7574.735),(35 7696.191),(36 7735.6333),(37 7958.7065),(38 7987.1455),(39 7957.2163),(40 8011.3047),(41 8038.0684),(42 8066.328),(43 8164.778),(44 8311.948),(45 8459.742),(46 8597.327),(47 8705.089),(48 8854.213),(49 8942.883),(50 9062.139),(51 9116.247),(52 9172.281),(53 9258.217),(54 9353.081),(55 9495.777),(56 9494.98),(57 9557.321),(58 9426.15),(59 9355.794),(60 9370.928),(61 9366.963),(62 9379.251),(63 9369.267),(64 9293.277),(65 9333.402),(66 9528.808),(67 9674.364),(68 9807.019),(69 9723.201),(70 9642.46),(71 9508.371),(72 9575.642),(73 9650.164),(74 9565.761),(75 9605.122),(76 9801.623),(77 9878.639),(78 9779.941),(79 9877.246),
(1 1902.6348),(2 4139.938),(3 4951.543),(4 4988.63),(5 4984.311),(6 5132.3926),(7 5330.5703),(8 5566.8345),(9 5722.331),(10 5860.954),(11 6043.167),(12 6198.9424),(13 6219.1113),(14 6168.004),(15 6206.71),(16 6245.671),(17 6247.8105),(18 6205.633),(19 6160.4077),(20 6258.673),(21 6333.791),(22 6429.883),(23 6554.4946),(24 6693.9727),(25 6833.983),(26 6854.8237),(27 6729.0615),(28 6686.3657),(29 6818.1064),(30 6917.1235),(31 6965.797),(32 7003.1973),(33 7115.4546),(34 7226.08),(35 7340.5664),(36 7482.8804),(37 7829.0234),(38 7939.117),(39 7845.0415),(40 7838.8555),(41 7879.033),(42 7975.4585),(43 8097.7505),(44 8327.578),(45 8509.502),(46 8490.175),(47 8578.809),(48 8830.334),(49 8947.75),(50 8948.255),(51 8932.9),(52 9101.4795),(53 9266.939),(54 9337.579),(55 9334.405),(56 9330.62),(57 9338.151),(58 9128.15),(59 9053.45),(60 9197.31),(61 9203.783),(62 9164.3955),(63 9105.567),(64 9022.316),(65 9046.887),(66 9106.009),(67 9195.071),(68 9201.521),(69 9069.302),(70 8977.8545),(71 8937.884),(72 8899.714),(73 8939.048),(74 9046.993),(75 9110.439),(76 9223.01),(77 9285.676),(78 9368.6),(79 9441.199),
(1 1892.4584),(2 4037.0876),(3 4854.276),(4 4824.981),(5 4898.249),(6 5138.733),(7 5242.679),(8 5210.6133),(9 5313.3184),(10 5516.893),(11 5665.224),(12 5804.346),(13 5873.1763),(14 6010.8394),(15 6149.2017),(16 6041.636),(17 5888.4014),(18 5884.844),(19 5957.018),(20 6032.1724),(21 6203.919),(22 6347.3433),(23 6350.31),(24 6337.881),(25 6395.992),(26 6539.682),(27 6558.2715),(28 6570.5967),(29 6726.7173),(30 6860.407),(31 6928.215),(32 7062.823),(33 7162.0664),(34 7289.8677),(35 7310.258),(36 7383.2617),(37 7562.6255),(38 7658.9863),(39 7706.542),(40 7684.2505),(41 7715.9663),(42 7754.0747),(43 7833.993),(44 8002.8594),(45 8123.481),(46 8248.553),(47 8376.312),(48 8472.69),(49 8592.205),(50 8652.401),(51 8629.81),(52 8734.247),(53 8734.953),(54 8842.418),(55 8909.103),(56 8977.475),(57 9060.529),(58 9022.223),(59 9016.925),(60 9119.015),(61 9224.419),(62 9196.943),(63 9230.473),(64 9302.329),(65 9275.847),(66 9160.821),(67 9086.962),(68 9182.12),(69 9227.504),(70 9205.983),(71 9222.803),(72 9117.756),(73 9073.345),(74 9155.265),(75 9305.788),(76 9414.943),(77 9422.786),(78 9392.32),(79 9457.011),
(1 1894.844),(2 4014.088),(3 4824.2417),(4 4862.4043),(5 4890.1587),(6 5064.403),(7 5154.5376),(8 5137.02),(9 5271.801),(10 5408.279),(11 5629.491),(12 5792.3164),(13 5786.847),(14 5794.0093),(15 5924.351),(16 5935.638),(17 5900.424),(18 5770.3584),(19 5708.3867),(20 5708.703),(21 5869.7246),(22 5953.3384),(23 6048.233),(24 6163.7915),(25 6212.855),(26 6257.0034),(27 6316.7256),(28 6377.999),(29 6564.807),(30 6687.984),(31 6697.585),(32 6830.492),(33 6905.904),(34 6912.14),(35 6974.3013),(36 7053.1475),(37 7244.2856),(38 7300.215),(39 7340.4707),(40 7335.4316),(41 7326.9604),(42 7287.541),(43 7434.9043),(44 7679.3384),(45 7745.2793),(46 7750.65),(47 7814.5986),(48 7877.1426),(49 7926.9707),(50 8083.3335),(51 8118.117),(52 8123.135),(53 8170.7676),(54 8245.964),(55 8368.821),(56 8434.495),(57 8369.783),(58 8293.811),(59 8320.94),(60 8429.285),(61 8548.017),(62 8580.751),(63 8574.644),(64 8612.615),(65 8620.189),(66 8612.901),(67 8721.206),(68 8755.638),(69 8665.491),(70 8565.287),(71 8470.432),(72 8404.51),(73 8412.234),(74 8609.788),(75 8767.219),(76 8684.34),(77 8704.564),(78 8829.823),(79 8866.504),
(1 1933.1145),(2 4057.2754),(3 4871.923),(4 4831.793),(5 4825.6357),(6 4931.701),(7 4958.89),(8 4975.9507),(9 5023.45),(10 5074.856),(11 5212.1826),(12 5351.66),(13 5461.615),(14 5619.9883),(15 5704.705),(16 5730.467),(17 5680.805),(18 5594.352),(19 5622.8076),(20 5771.19),(21 5897.478),(22 5955.1055),(23 5960.5537),(24 6025.4966),(25 6084.1475),(26 6110.441),(27 6093.973),(28 6150.941),(29 6304.355),(30 6377.548),(31 6449.242),(32 6583.1997),(33 6607.322),(34 6730.5693),(35 6858.8403),(36 6968.714),(37 7035.68),(38 7119.6626),(39 7295.134),(40 7371.9805),(41 7317.4004),(42 7267.4604),(43 7435.146),(44 7614.6313),(45 7730.1846),(46 7687.6274),(47 7784.2173),(48 8024.74),(49 8083.0503),(50 8269.414),(51 8298.476),(52 8370.229),(53 8238.142),(54 8277.513),(55 8403.014),(56 8376.556),(57 8324.813),(58 8275.235),(59 8205.94),(60 8195.867),(61 8179.046),(62 8240.397),(63 8242.648),(64 8269.898),(65 8200.807),(66 8169.1025),(67 8181.473),(68 8254.311),(69 8397.664),(70 8566.822),(71 8493.332),(72 8321.126),(73 8242.446),(74 8338.261),(75 8475.982),(76 8578.643),(77 8628.421),(78 8645.576),(79 8588.167),
(1 1932.708),(2 4050.5906),(3 4836.748),(4 4776.0444),(5 4670.9917),(6 4765.9824),(7 4864.191),(8 4893.932),(9 4905.9907),(10 5051.7188),(11 5248.9443),(12 5413.7603),(13 5528.8193),(14 5718.571),(15 5806.9746),(16 5684.269),(17 5565.4517),(18 5509.416),(19 5459.8633),(20 5461.3877),(21 5578.698),(22 5647.801),(23 5617.5063),(24 5639.9917),(25 5758.655),(26 5925.1753),(27 6112.443),(28 6160.392),(29 6224.753),(30 6185.27),(31 6172.28),(32 6305.489),(33 6384.4087),(34 6475.317),(35 6685.0923),(36 6863.723),(37 6973.3604),(38 7052.3325),(39 7087.218),(40 7087.7075),(41 7168.148),(42 7361.916),(43 7542.694),(44 7602.739),(45 7670.1577),(46 7799.95),(47 7955.039),(48 8051.8936),(49 8098.08),(50 8186.137),(51 8190.709),(52 8340.369),(53 8316.003),(54 8267.9375),(55 8202.047),(56 8165.8745),(57 8173.3755),(58 8213.189),(59 8229.128),(60 8162.351),(61 8068.1563),(62 8105.15),(63 8277.74),(64 8215.613),(65 8250.812),(66 8354.991),(67 8368.769),(68 8276.939),(69 8224.822),(70 8237.352),(71 8070.655),(72 7938.912),(73 8015.2124),(74 8109.6294),(75 8238.521),(76 8303.813),(77 8303.415),(78 8286.289),(79 8233.645),
(1 1831.2854),(2 3905.1543),(3 4656.344),(4 4561.247),(5 4522.0693),(6 4621.2734),(7 4725.5107),(8 4787.955),(9 4848.284),(10 4973.2207),(11 5121.9063),(12 5188.605),(13 5210.093),(14 5361.063),(15 5500.207),(16 5466.4814),(17 5432.8496),(18 5371.05),(19 5332.4844),(20 5281.223),(21 5306.7275),(22 5407.726),(23 5483.5737),(24 5547.818),(25 5634.7715),(26 5655.9985),(27 5768.074),(28 5934.1113),(29 6054.702),(30 6032.2793),(31 6046.7217),(32 6122.5146),(33 6156.2954),(34 6276.3223),(35 6390.231),(36 6594.6855),(37 6737.6953),(38 6780.155),(39 6867.4404),(40 6872.333),(41 6915.231),(42 7052.077),(43 7257.4595),(44 7513.4775),(45 7656.81),(46 7685.724),(47 7763.782),(48 7748.082),(49 7750.55),(50 7952.7573),(51 8035.8047),(52 7984.96),(53 7853.1055),(54 7819.361),(55 7823.4),(56 7787.9717),(57 7783.668),(58 7758.4385),(59 7838.1206),(60 7785.1504),(61 7849.4443),(62 7914.4956),(63 8068.294),(64 8108.501),(65 8006.418),(66 8076.4126),(67 8102.7246),(68 7956.753),(69 7921.872),(70 7877.1377),(71 7834.76),(72 7801.868),(73 7967.973),(74 8047.616),(75 8068.1074),(76 8069.695),(77 8036.2935),(78 7984.727),(79 7980.5557),
(1 1818.706),(2 3837.3867),(3 4586.2783),(4 4524.974),(5 4511.925),(6 4664.8755),(7 4838.341),(8 4806.121),(9 4857.293),(10 5066.746),(11 5265.0015),(12 5322.059),(13 5340.501),(14 5454.0366),(15 5556.055),(16 5584.5576),(17 5581.1743),(18 5493.393),(19 5510.6553),(20 5563.8047),(21 5643.6255),(22 5720.6177),(23 5789.442),(24 5930.9756),(25 6022.309),(26 6182.784),(27 6204.192),(28 6201.039),(29 6322.749),(30 6438.775),(31 6566.553),(32 6635.016),(33 6653.588),(34 6667.2817),(35 6689.208),(36 6882.924),(37 7138.079),(38 7340.6895),(39 7324.0356),(40 7328.249),(41 7393.5776),(42 7539.2764),(43 7576.7944),(44 7613.474),(45 7671.6294),(46 7885.658),(47 8016.4927),(48 7856.5894),(49 7712.0313),(50 7839.1274),(51 8010.332),(52 8040.464),(53 8048.942),(54 8096.176),(55 8179.9346),(56 8177.9),(57 8177.5894),(58 8122.997),(59 8149.796),(60 8225.886),(61 8168.572),(62 8115.0117),(63 8068.3594),(64 8086.6133),(65 8183.084),(66 8213.996),(67 8220.273),(68 8233.678),(69 8215.235),(70 8213.87),(71 8197.874),(72 8182.9907),(73 8222.879),(74 8297.512),(75 8353.582),(76 8349.511),(77 8370.132),(78 8381.481),(79 8292.839),
(1 1808.8844),(2 3723.778),(3 4308.67),(4 4266.643),(5 4220.6787),(6 4316.421),(7 4434.4424),(8 4539.0083),(9 4669.466),(10 4837.3496),(11 5020.504),(12 5080.126),(13 5166.366),(14 5282.325),(15 5349.764),(16 5275.4434),(17 5257.523),(18 5234.3853),(19 5263.1685),(20 5336.325),(21 5327.825),(22 5396.669),(23 5513.8945),(24 5614.499),(25 5611.0474),(26 5672.6997),(27 5791.1074),(28 5883.307),(29 5904.173),(30 5902.495),(31 5949.9863),(32 6021.361),(33 6006.0967),(34 6097.9644),(35 6303.419),(36 6417.808),(37 6465.8594),(38 6624.054),(39 6723.766),(40 6747.2046),(41 6803.8687),(42 6906.276),(43 7041.8525),(44 7225.153),(45 7409.145),(46 7552.4346),(47 7599.7905),(48 7557.7744),(49 7583.0396),(50 7634.991),(51 7709.5938),(52 7741.08),(53 7715.4683),(54 7772.928),(55 7742.9063),(56 7723.245),(57 7699.356),(58 7525.6855),(59 7409.246),(60 7470.99),(61 7519.53),(62 7516.3506),(63 7482.939),(64 7496.693),(65 7567.06),(66 7654.6777),(67 7709.5117),(68 7769.5337),(69 7726.803),(70 7678.7153),(71 7735.863),(72 7680.8223),(73 7672.3853),(74 7712.976),(75 7777.5327),(76 7833.589),(77 7872.3784),(78 7891.3203),(79 7893.7095),
(1 1813.705),(2 3759.5496),(3 4382.2744),(4 4328.107),(5 4304.675),(6 4380.4556),(7 4442.9126),(8 4480.4307),(9 4584.27),(10 4778.8066),(11 4975.024),(12 5102.6924),(13 5164.104),(14 5270.9624),(15 5291.1724),(16 5180.9624),(17 5109.251),(18 5102.2915),(19 5155.502),(20 5205.367),(21 5215.9336),(22 5201.774),(23 5259.6245),(24 5329.664),(25 5366.6753),(26 5436.9053),(27 5524.241),(28 5602.751),(29 5674.4004),(30 5718.6133),(31 5781.3604),(32 5801.555),(33 5831.3003),(34 5984.9443),(35 6184.918),(36 6338.992),(37 6465.7915),(38 6582.0605),(39 6573.6206),(40 6589.4644),(41 6673.316),(42 6814.3857),(43 6919.5796),(44 7068.1567),(45 7256.0913),(46 7391.3184),(47 7439.56),(48 7364.2637),(49 7358.8105),(50 7429.4663),(51 7560.5854),(52 7560.2246),(53 7602.248),(54 7635.2095),(55 7617.638),(56 7518.3184),(57 7461.618),(58 7295.0747),(59 7310.1963),(60 7463.914),(61 7576.5435),(62 7592.335),(63 7572.531),(64 7551.5107),(65 7577.6914),(66 7613.5737),(67 7656.5557),(68 7649.5884),(69 7697.915),(70 7734.026),(71 7733.2886),(72 7687.442),(73 7603.4155),(74 7526.1606),(75 7715.8345),(76 7850.7495),(77 7853.618),(78 7801.6943),(79 7766.783),
(1 1744.9454),(2 3556.8674),(3 4161.1973),(4 4118.919),(5 4151.7266),(6 4232.1284),(7 4382.2007),(8 4375.83),(9 4443.122),(10 4596.754),(11 4770.0347),(12 4893.8125),(13 4995.594),(14 5115.3394),(15 5248.794),(16 5204.4717),(17 5106.1216),(18 5096.183),(19 5095.308),(20 5193.541),(21 5245.9946),(22 5277.251),(23 5295.231),(24 5347.032),(25 5416.449),(26 5496.578),(27 5584.602),(28 5631.5566),(29 5630.2764),(30 5575.7427),(31 5568.2427),(32 5633.021),(33 5714.8857),(34 5819.935),(35 5990.217),(36 6088.5464),(37 6189.379),(38 6205.4644),(39 6200.105),(40 6272.714),(41 6398.243),(42 6450.361),(43 6350.5195),(44 6470.5093),(45 6622.595),(46 6721.695),(47 6722.546),(48 6633.4414),(49 6749.7563),(50 6847.229),(51 6941.618),(52 7022.7324),(53 6982.7983),(54 6929.9473),(55 6925.3813),(56 6921.404),(57 6952.984),(58 6861.1396),(59 6849.415),(60 6925.8037),(61 6970.674),(62 7020.9414),(63 7024.761),(64 7089.5566),(65 7094.7295),(66 7106.253),(67 7182.634),(68 7216.571),(69 7269.61),(70 7216.3555),(71 7189.8574),(72 7141.3955),(73 7214.9526),(74 7343.105),(75 7463.315),(76 7428.928),(77 7374.789),(78 7379.0254),(79 7386.6113),
(1 1810.5674),(2 3711.4272),(3 4339.288),(4 4227.2734),(5 4179.5483),(6 4281.3403),(7 4402.541),(8 4483.9805),(9 4623.1025),(10 4855.178),(11 4967.9424),(12 4941.7744),(13 5038.8174),(14 5142.8286),(15 5198.971),(16 5051.3076),(17 5042.9614),(18 5110.742),(19 5128.319),(20 5126.36),(21 5196.014),(22 5237.6406),(23 5236.0835),(24 5235.9204),(25 5236.5728),(26 5342.7363),(27 5481.777),(28 5560.6426),(29 5590.039),(30 5623.533),(31 5616.008),(32 5580.6733),(33 5696.138),(34 5818.835),(35 5962.6665),(36 5997.4946),(37 6082.894),(38 6097.915),(39 6069.244),(40 6117.743),(41 6143.5615),(42 6184.8706),(43 6200.434),(44 6302.8823),(45 6535.8315),(46 6661.551),(47 6621.477),(48 6565.7407),(49 6639.3887),(50 6703.4243),(51 6678.7354),(52 6719.862),(53 6855.905),(54 6975.6113),(55 7020.957),(56 6921.152),(57 6918.541),(58 6877.4854),(59 6848.4443),(60 6962.953),(61 7046.7173),(62 7086.853),(63 7117.0596),(64 7115.3257),(65 7081.0293),(66 7113.3345),(67 7050.9194),(68 7020.445),(69 6984.617),(70 7049.699),(71 7145.3),(72 7223.9443),(73 7226.2646),(74 7292.246),(75 7318.7554),(76 7288.0073),(77 7125.2773),(78 7065.453),(79 7124.5796),
(1 1775.3087),(2 3617.0579),(3 4211.837),(4 4144.661),(5 4035.6804),(6 4063.7732),(7 4208.2505),(8 4356.1177),(9 4471.634),(10 4600.7466),(11 4688.9233),(12 4687.2246),(13 4729.9585),(14 4833.909),(15 4837.514),(16 4760.2827),(17 4764.131),(18 4831.6997),(19 4861.106),(20 4899.1626),(21 4962.821),(22 5021.5024),(23 5031.653),(24 5061.559),(25 5119.391),(26 5321.447),(27 5450.99),(28 5438.171),(29 5383.0317),(30 5356.259),(31 5412.9883),(32 5461.5303),(33 5579.577),(34 5714.147),(35 5801.998),(36 5866.5894),(37 5977.6333),(38 6009.7275),(39 5956.2676),(40 5945.5146),(41 6063.9355),(42 6164.577),(43 6176.199),(44 6269.111),(45 6376.8457),(46 6471.1855),(47 6492.697),(48 6511.351),(49 6604.9194),(50 6627.714),(51 6694.5234),(52 6779.6943),(53 6898.8926),(54 6906.5967),(55 6835.904),(56 6725.9536),(57 6644.796),(58 6629.504),(59 6824.4067),(60 6933.169),(61 6924.9346),(62 6823.9307),(63 6838.164),(64 6846.8706),(65 6824.224),(66 6860.46),(67 6980.588),(68 7047.102),(69 6986.273),(70 6925.927),(71 6873.7246),(72 6830.696),(73 6765.6177),(74 6762.0386),(75 6843.257),(76 6813.7993),(77 6720.885),(78 6727.0513),(79 6819.864),
(1 1728.1177),(2 3544.0842),(3 4040.1492),(4 4024.879),(5 4029.326),(6 4046.2896),(7 4109.338),(8 4264.3374),(9 4381.108),(10 4528.474),(11 4625.125),(12 4625.4746),(13 4682.667),(14 4734.286),(15 4713.181),(16 4625.4004),(17 4670.428),(18 4822.1704),(19 4839.574),(20 4844.4653),(21 4858.5073),(22 4865.504),(23 4905.4946),(24 4895.594),(25 5001.4155),(26 5174.553),(27 5225.7915),(28 5215.352),(29 5264.6274),(30 5274.186),(31 5385.122),(32 5470.5938),(33 5581.471),(34 5756.7983),(35 5857.993),(36 5881.815),(37 5868.852),(38 5820.6807),(39 5835.7314),(40 5958.1055),(41 6008.2305),(42 6072.4966),(43 6199.827),(44 6362.9404),(45 6494.715),(46 6600.7886),(47 6626.013),(48 6661.233),(49 6652.3286),(50 6614.35),(51 6676.8823),(52 6717.115),(53 6732.7207),(54 6733.9263),(55 6689.3804),(56 6645.2515),(57 6676.143),(58 6694.489),(59 6757.9644),(60 6746.8867),(61 6769.753),(62 6769.1157),(63 6798.3833),(64 6729.9727),(65 6760.53),(66 6745.531),(67 6665.753),(68 6662.8364),(69 6696.2476),(70 6769.7886),(71 6728.3594),(72 6681.8584),(73 6693.693),(74 6690.4556),(75 6733.088),(76 6744.6343),(77 6640.9985),(78 6720.7046),(79 6844.282),
