1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6322.411),(2 18187.709),(3 28335.379),(4 33681.227),(5 35108.773),(6 34884.363),(7 34303.496),(8 33664.414),(9 32989.34),(10 32157.602),(11 31490.404),(12 31731.785),(13 33015.73),(14 34168.8),(15 35192.242),(16 36059.965),(17 36606.24),(18 36944.242),(19 37342.227),(20 37771.32),(21 37803.02),(22 36976.535),(23 35707.664),(24 34710.27),(25 34642.61),(26 35363.86),(27 36655.305),(28 37384.9),(29 36919.78),(30 36008.16),(31 35203.207),(32 35442.547),(33 36199.62),(34 36800.69),(35 37201.863),(36 37746.176),(37 38852.496),(38 39822.652),(39 40349.41),(40 39965.11),(41 38768.37),(42 37641.805),(43 37475.17),(44 37212.4),(45 37172.98),(46 37351.23),(47 37444.89),(48 37401.79),(49 37665.395),(50 37984.063),(51 38804.652),(52 39341.1),(53 39773.965),(54 40367.492),(55 40058.836),(56 38709.195),(57 37833),(58 37436.21),(59 37531.766),(60 37578.14),(61 37846.31),(62 37772.715),(63 37623.047),(64 36990.246),(65 36344.953),(66 36087.703),(67 35970.5),(68 36207.68),(69 36571.094),(70 37182.566),(71 37726.816),(72 37803.582),(73 38099.17),(74 38305.74),(75 38096.367),(76 37746.652),(77 37831.05),(78 37721.65),(79 37267.66),
(1 5996.8945),(2 17411.836),(3 27264.64),(4 32438.86),(5 34140.22),(6 34097.39),(7 33780.926),(8 34064.844),(9 35099.26),(10 35379.38),(11 34798.797),(12 34212.05),(13 34464.28),(14 34873.848),(15 36081.67),(16 36464.734),(17 36146.72),(18 35671.594),(19 36129.65),(20 37197.69),(21 37349.594),(22 36446.527),(23 35452.555),(24 35108.32),(25 36032.336),(26 37048.227),(27 37611.45),(28 37164.12),(29 36696.598),(30 36655.35),(31 36177.137),(32 36100.477),(33 36404.445),(34 36600.207),(35 36590.13),(36 36830.957),(37 37573.12),(38 37910.773),(39 37932.215),(40 37025.55),(41 35799.793),(42 36101.883),(43 36908.176),(44 36886.934),(45 36092.824),(46 35160.734),(47 34676.97),(48 35037.81),(49 36354.72),(50 37445.39),(51 37846.508),(52 37371.508),(53 36793.78),(54 36272.87),(55 36285.94),(56 36977.4),(57 37257.395),(58 37267.008),(59 37466.313),(60 37726.42),(61 37673.61),(62 37687.637),(63 37203.957),(64 36571.01),(65 36296.63),(66 36340.965),(67 36445.957),(68 36916.758),(69 37152.066),(70 36907.266),(71 36923.367),(72 37167.38),(73 36689.832),(74 36136.152),(75 35723.2),(76 35717.87),(77 35950.68),(78 36155.953),(79 36753.21),
(1 5666.776),(2 16312.956),(3 25298.229),(4 30234.854),(5 31847.076),(6 31637.145),(7 30738.033),(8 30181.957),(9 30167.986),(10 30546.299),(11 31083.295),(12 31626.664),(13 32250.08),(14 32743.057),(15 33400.195),(16 33564.934),(17 33250.65),(18 33152.957),(19 33315.516),(20 33345.47),(21 33951.297),(22 33677.38),(23 33067.223),(24 32710.877),(25 33519.15),(26 34657.746),(27 35291.953),(28 35209.145),(29 34533.098),(30 34090.74),(31 33938.9),(32 34329.52),(33 34882.8),(34 35154.05),(35 35253.27),(36 35686.926),(37 36718.137),(38 37379.824),(39 37376.64),(40 36058.625),(41 34749.055),(42 34142.676),(43 34366.484),(44 35395.03),(45 36642.063),(46 37361.895),(47 37143.957),(48 37263.7),(49 37337.98),(50 37124.86),(51 36668.523),(52 36468.24),(53 36044.223),(54 35866.043),(55 35722.836),(56 35096.145),(57 34744.41),(58 34345.15),(59 34569.977),(60 34986.445),(61 35435.04),(62 35714.098),(63 36091.676),(64 36328.11),(65 36531.027),(66 36443.164),(67 36408.594),(68 36692.313),(69 36497.836),(70 36694.68),(71 37079.496),(72 36408.62),(73 35801.91),(74 36032.773),(75 35838.836),(76 35346.54),(77 35095.723),(78 35235.355),(79 35886.457),
(1 5701.986),(2 16210.577),(3 24464.219),(4 28256.371),(5 28708.193),(6 28227.744),(7 28173.623),(8 28626.182),(9 29127.031),(10 28707.73),(11 28314.773),(12 28539.01),(13 28827.96),(14 29258.018),(15 30059.277),(16 29957.219),(17 29591.404),(18 29737.133),(19 29937.023),(20 30448.64),(21 30872.635),(22 30696.26),(23 30345.154),(24 30220.85),(25 30695.549),(26 31430.674),(27 32308.518),(28 32474.51),(29 32344.65),(30 32418.572),(31 32833.902),(32 33545.04),(33 34238.727),(34 34359.887),(35 33858.48),(36 33640.754),(37 33945.19),(38 33854.004),(39 33875.137),(40 33915.543),(41 33848.457),(42 33825.047),(43 34203.41),(44 34131.164),(45 34114.938),(46 33649.746),(47 33575.734),(48 34412.613),(49 34881.2),(50 34853.574),(51 34990.77),(52 34530.125),(53 34111.492),(54 34043.8),(55 33842.42),(56 33690.785),(57 33775.008),(58 33521.44),(59 33730.89),(60 33671.4),(61 33185.066),(62 32573.906),(63 32448.51),(64 32957.945),(65 33559.66),(66 33780.98),(67 34007.363),(68 34326.39),(69 34796.39),(70 34896.33),(71 34377.395),(72 34038.113),(73 34282.74),(74 34716.56),(75 35081.258),(76 34882.277),(77 34540.348),(78 34095.754),(79 33371.66),
(1 5630.977),(2 16046.77),(3 23912.227),(4 27267.445),(5 27970.283),(6 27867.107),(7 27909.959),(8 28080.877),(9 27940.783),(10 27690.846),(11 28161.44),(12 29007.436),(13 29897.615),(14 30516.82),(15 30924.19),(16 30520.477),(17 30371.5),(18 30338.127),(19 30294.037),(20 30395.879),(21 30875.523),(22 31102.014),(23 31484.547),(24 31846.213),(25 32241.537),(26 32653.43),(27 33135.223),(28 33057.535),(29 32832.652),(30 32618.658),(31 32431.258),(32 32493.188),(33 32960.48),(34 32723.639),(35 32267.75),(36 31840.36),(37 31823.098),(38 32158.43),(39 32559.49),(40 32337.7),(41 32326.166),(42 32605.889),(43 32934.754),(44 32829.645),(45 33293.707),(46 33691.457),(47 34153.527),(48 34098.434),(49 34100.816),(50 34509.125),(51 35103.023),(52 34705.844),(53 34203.848),(54 34034.97),(55 33252.27),(56 32759.393),(57 32735),(58 33108.703),(59 33565.3),(60 33537.98),(61 33392.133),(62 32780.742),(63 31881.396),(64 31249.19),(65 31175.322),(66 31500.004),(67 31691.041),(68 31481.367),(69 31773.91),(70 32051.389),(71 32211.498),(72 32531.51),(73 32815.797),(74 32954.445),(75 32744.512),(76 32006.936),(77 31034.604),(78 30939.21),(79 31543.533),
(1 5469.828),(2 15580.893),(3 23514.047),(4 27521.352),(5 28564.734),(6 28313.813),(7 28187.646),(8 28541.313),(9 28145.768),(10 27496.27),(11 27142.5),(12 27155.322),(13 27567.566),(14 28168.008),(15 29095.559),(16 29599.992),(17 29687.643),(18 29796.93),(19 29916.984),(20 29931.492),(21 29955.344),(22 30123.432),(23 30352.203),(24 30684.797),(25 30854.11),(26 30863.133),(27 30616.45),(28 30093.816),(29 29953.463),(30 29976.36),(31 29983.781),(32 30032.037),(33 29988.293),(34 29849.209),(35 30531.611),(36 31124.645),(37 31259.383),(38 31487.389),(39 31504.969),(40 31195.791),(41 31046.281),(42 31257.586),(43 31689.395),(44 31730.912),(45 31318.547),(46 31072.246),(47 31612.191),(48 31931.871),(49 31932.08),(50 31517.512),(51 31359.596),(52 31354.172),(53 32064.465),(54 32272.838),(55 31522.518),(56 30817.049),(57 30974.828),(58 31670.342),(59 32385.246),(60 32561.018),(61 32286.848),(62 31927.652),(63 31507.707),(64 30802.729),(65 30540.906),(66 30361.22),(67 30232.285),(68 30730.727),(69 31211.871),(70 30820.412),(71 30755.1),(72 30890.078),(73 30763.914),(74 30107.783),(75 29521.44),(76 29154.053),(77 29711.604),(78 30814.783),(79 31480.748),
(1 5411.1943),(2 15218.519),(3 22633.734),(4 25715.373),(5 26138.428),(6 25642.08),(7 25836.373),(8 25996.773),(9 26030.217),(10 25643.748),(11 25467.418),(12 25508.904),(13 26322.854),(14 27141.545),(15 27574.893),(16 27706.158),(17 27889.572),(18 28312.945),(19 28693.332),(20 28586.213),(21 27657.705),(22 27192.61),(23 28263.867),(24 29516.29),(25 30473.469),(26 30721.568),(27 30558.318),(28 30302.408),(29 30578.572),(30 30891.21),(31 30602.633),(32 30448.617),(33 30239.826),(34 30255.844),(35 31122.945),(36 32076.967),(37 31824.629),(38 31274.008),(39 30961.523),(40 31235.043),(41 31648.162),(42 31935.02),(43 31759.082),(44 31478.627),(45 31311.094),(46 32068.592),(47 32699.262),(48 32317.879),(49 31519.037),(50 30881.213),(51 30916.412),(52 31554.762),(53 31868.912),(54 31864.615),(55 31852.553),(56 31359.77),(57 30822.281),(58 30736.512),(59 30933.855),(60 30960.705),(61 31038.965),(62 30800.816),(63 30891.27),(64 30822.883),(65 31142.26),(66 31345.873),(67 31489.396),(68 31524.836),(69 31486.586),(70 31249.37),(71 31527.06),(72 31715.838),(73 31394.438),(74 30974.707),(75 30719.7),(76 30433.12),(77 30551.037),(78 30957.477),(79 31384.416),
(1 5436.723),(2 15433.611),(3 23424.219),(4 27319.871),(5 28152.541),(6 27676.229),(7 27486.334),(8 27601.791),(9 27109.646),(10 26376.656),(11 26119.463),(12 26145.912),(13 26679.79),(14 27467.45),(15 28156.156),(16 28322.285),(17 28092.773),(18 28284.871),(19 28573.117),(20 28446.934),(21 27794.465),(22 27224.87),(23 27577.238),(24 28467.389),(25 28978.346),(26 28646.865),(27 28357.832),(28 28146.508),(29 28561.56),(30 29348.516),(31 29761.855),(32 29532.05),(33 29564.045),(34 29727.338),(35 30495.525),(36 30947.926),(37 30835.383),(38 30501.682),(39 30539.063),(40 31035.07),(41 31106.248),(42 30879.139),(43 30591.092),(44 30082.33),(45 29568.012),(46 29487.957),(47 29371.023),(48 29109.848),(49 29334.693),(50 29586.33),(51 29709.412),(52 29672.78),(53 29824.79),(54 29966.805),(55 30261.785),(56 30455.033),(57 30524.521),(58 30581.748),(59 30605.186),(60 30597.256),(61 30011.977),(62 29668.98),(63 30163.104),(64 30245.73),(65 30571.977),(66 30891.346),(67 30694.266),(68 30226.623),(69 29811.648),(70 29438.1),(71 29330.504),(72 29220.242),(73 28817.85),(74 28612.848),(75 29133.273),(76 29232.81),(77 29198.037),(78 29365.076),(79 29927.178),
(1 5453.068),(2 15231.904),(3 22435.37),(4 25662.342),(5 25866.662),(6 25416.719),(7 25446.137),(8 25628.57),(9 25203.03),(10 24650.791),(11 24410.553),(12 24784.486),(13 25700.498),(14 26472.691),(15 26906.615),(16 26802.758),(17 26742.064),(18 26961.959),(19 26811.133),(20 26688.55),(21 26779.912),(22 27293.959),(23 27970.707),(24 28462.168),(25 28286.525),(26 27910.813),(27 27466.232),(28 27169.65),(29 27266.988),(30 27441.666),(31 27256.139),(32 27571.596),(33 28025.762),(34 28556.586),(35 29195.246),(36 28938.23),(37 28601.42),(38 28278.805),(39 28778.729),(40 29685.72),(41 29908.146),(42 29759.33),(43 29534.178),(44 29351.207),(45 29293.97),(46 29414.318),(47 29153.787),(48 28776.268),(49 28983.05),(50 28805.857),(51 28487.121),(52 28948.908),(53 29490.154),(54 29825.27),(55 29921.26),(56 29946.459),(57 30045.1),(58 29811.805),(59 29322.271),(60 28744.08),(61 28099.207),(62 27497.424),(63 27373.264),(64 27188.658),(65 27330.93),(66 27903.967),(67 28718.063),(68 29581.904),(69 29739.316),(70 29038.924),(71 28308.355),(72 27917.402),(73 27356.088),(74 27434.805),(75 28126.564),(76 28580.184),(77 28911.441),(78 29321.754),(79 29325.313),
(1 4897.3286),(2 13670.021),(3 20471.516),(4 23739.31),(5 24378.527),(6 24348.29),(7 24370.387),(8 24107.648),(9 23275.898),(10 22584.818),(11 22498.74),(12 22963.258),(13 23639.957),(14 24034.904),(15 24561.451),(16 24400.566),(17 24113.678),(18 23940.188),(19 23622.867),(20 23745.055),(21 24093.152),(22 24490.828),(23 25146.31),(24 25581.016),(25 25725.639),(26 25696.674),(27 26134.045),(28 26554.004),(29 27012.914),(30 26811.873),(31 26721.871),(32 26670.248),(33 26234.412),(34 26432.352),(35 27245.129),(36 27521.176),(37 27473.71),(38 27100.252),(39 26989.838),(40 27294.848),(41 27485.412),(42 27492.578),(43 27214.363),(44 27357.096),(45 28377.967),(46 28946.844),(47 28899.041),(48 28262.025),(49 27645.55),(50 27372.994),(51 27209.545),(52 27376.512),(53 27042.004),(54 27171.516),(55 27807.67),(56 28215.637),(57 28154.088),(58 27792.992),(59 27639.055),(60 27709.533),(61 27804.066),(62 27960.443),(63 27450.102),(64 26784.31),(65 26737.836),(66 27185.703),(67 27235.76),(68 27449.314),(69 27504.893),(70 26954.31),(71 26730.8),(72 26628.834),(73 26629.959),(74 26711.334),(75 26819.23),(76 26938.838),(77 27089.727),(78 27281.98),(79 27201.879),
(1 4911.1953),(2 13602.082),(3 19800.469),(4 22607.791),(5 22537.877),(6 22277.736),(7 22342.457),(8 22505.752),(9 22121.871),(10 21546.666),(11 21310.887),(12 21600.822),(13 22120.078),(14 22841.398),(15 23304.965),(16 23093.268),(17 23100.139),(18 23523.598),(19 23540.387),(20 23886.754),(21 24264.824),(22 24843.064),(23 25245.213),(24 25187.28),(25 25049.178),(26 24693.256),(27 24421.723),(28 24844.299),(29 25158.318),(30 24948.51),(31 24610.525),(32 24654.57),(33 24966.434),(34 25658.934),(35 26095.365),(36 26008.094),(37 25740.236),(38 25504.662),(39 25328.445),(40 25068.697),(41 24767.678),(42 24485.008),(43 24194.13),(44 24152.3),(45 24704.346),(46 24809.455),(47 25018.775),(48 25016.402),(49 25082.314),(50 25289.488),(51 25188.164),(52 24871.363),(53 24819.87),(54 24766.834),(55 24415.002),(56 24128.361),(57 23835.033),(58 24010.143),(59 24391.377),(60 24526.63),(61 24645.69),(62 24914.54),(63 24977.465),(64 24816.725),(65 24597.66),(66 24459.85),(67 24646.916),(68 25032.355),(69 25288.947),(70 25082.469),(71 24749.594),(72 24717.377),(73 24853.086),(74 24627.635),(75 24619.852),(76 24778.604),(77 24789.877),(78 24690.602),(79 24310.688),
(1 4817.9824),(2 13139.619),(3 19053.783),(4 22007.8),(5 22591.684),(6 22463.135),(7 22142.691),(8 21947.324),(9 21602.441),(10 21146.193),(11 20971.602),(12 21028.387),(13 21084.777),(14 20954.135),(15 20795.523),(16 21058.135),(17 21598.305),(18 22495.48),(19 23335.996),(20 23705.885),(21 23803.934),(22 24136.387),(23 24617.932),(24 24499.563),(25 23828.371),(26 23463.512),(27 23644.543),(28 24197.67),(29 24396.8),(30 24457.285),(31 24273.436),(32 24500.537),(33 25031.588),(34 25307.281),(35 25393.867),(36 25232.895),(37 25223.416),(38 25415.605),(39 25580.91),(40 25652.326),(41 25625.607),(42 25699.693),(43 26154.012),(44 26494.393),(45 26656.123),(46 26275.814),(47 26011.113),(48 26066.842),(49 26285.332),(50 26526.676),(51 26467.6),(52 26534.877),(53 26505.941),(54 26452.426),(55 26233.688),(56 26119.137),(57 26494.945),(58 26635.762),(59 26613.982),(60 26134.738),(61 26069.512),(62 26155.887),(63 26185.268),(64 26089.117),(65 25613.586),(66 25334.012),(67 25504.303),(68 25690.316),(69 25461.676),(70 25375.52),(71 25523.176),(72 25831.814),(73 26148.488),(74 26051.996),(75 25527.248),(76 24801.164),(77 24574.379),(78 24884.102),(79 25006.008),
(1 4583.5967),(2 12646.986),(3 18614.127),(4 21028.781),(5 21023.096),(6 20538.76),(7 20437.914),(8 20557.422),(9 20394.36),(10 20272.734),(11 20512.527),(12 20864.22),(13 21455.62),(14 21574.639),(15 21147.121),(16 20822.611),(17 20860.771),(18 21307.459),(19 21864.555),(20 22630.236),(21 23025.781),(22 23025.043),(23 23115.873),(24 23207.977),(25 23258.021),(26 22910),(27 23200.453),(28 23630.922),(29 24176.24),(30 24346.584),(31 24205.436),(32 23894.367),(33 24016.547),(34 24404.555),(35 24671.906),(36 24491.07),(37 24349.354),(38 24487.828),(39 24900.799),(40 25243.225),(41 25586.953),(42 25606.209),(43 25884.512),(44 25905.287),(45 25528.803),(46 25179.406),(47 25137.04),(48 24763.967),(49 24629.707),(50 24443.568),(51 24514.736),(52 25166.984),(53 25640.152),(54 25521.914),(55 24929.33),(56 24345.533),(57 24327.586),(58 24394.795),(59 24517.307),(60 24479.045),(61 24581.86),(62 24725.97),(63 25292.535),(64 25619.475),(65 25329.465),(66 25008.29),(67 24783.996),(68 24556.271),(69 24541.438),(70 24455.701),(71 24545.863),(72 24853.406),(73 25155.904),(74 25061.256),(75 24539.746),(76 24478.697),(77 24689.385),(78 24581.865),(79 23978.906),
