1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11023.805),(2 38409.813),(3 75022.28),(4 113970.66),(5 153313.89),(6 189272.83),(7 220070.14),(8 245263.06),(9 264022.78),(10 276213.6),(11 282054.16),(12 283678.28),(13 284119.16),(14 285905.28),(15 288715.1),(16 294853.75),(17 304049.9),(18 308891.72),(19 309431.5),(20 307243.1),(21 305285.9),(22 302087.22),(23 296778.47),(24 290347.7),(25 284968.78),(26 282914.1),(27 284352.72),(28 287696.25),(29 290676.9),(30 293006.1),(31 296869.9),(32 300731.78),(33 302259.72),(34 301599.7),(35 301018.75),(36 299986.03),(37 297605.53),(38 292074.88),(39 287012.38),(40 282707.78),(41 278727.78),(42 274706.47),(43 270832.25),(44 268164.9),(45 266881.6),(46 267884.38),(47 270852.34),(48 273442.97),(49 275987.53),(50 280381.66),(51 285069.25),(52 289759.25),(53 296317.4),(54 303834.38),(55 309464.47),(56 313539.44),(57 316554.94),(58 315935.88),(59 313385.34),(60 310076.72),(61 306218.5),(62 301859.78),(63 297309.75),(64 293417.66),(65 289689.8),(66 287074.38),(67 285228.38),(68 283235.22),(69 281893.53),(70 277369.03),(71 270618.4),(72 263586.22),(73 257942.48),(74 251941.56),(75 246314.55),(76 245096.36),(77 246312.64),(78 249160.45),(79 253729.13),
(1 10929.886),(2 38391.633),(3 75793.58),(4 115919.55),(5 154969.11),(6 188782.92),(7 216155.33),(8 235314.92),(9 246722.64),(10 251069.56),(11 249989),(12 244858.16),(13 240163.7),(14 236426.3),(15 233822.58),(16 231833.66),(17 232022.16),(18 232061.55),(19 231607.06),(20 231065.38),(21 232041.61),(22 234558.16),(23 238484.25),(24 243396.3),(25 247684.94),(26 252101.94),(27 255147.75),(28 255890.9),(29 255150.83),(30 253662.25),(31 250913.81),(32 245452.2),(33 239485.16),(34 234100),(35 231585.63),(36 232862.63),(37 236052.83),(38 238720.16),(39 242122.88),(40 245678.48),(41 247694.94),(42 246955.02),(43 245764.83),(44 242640.56),(45 237975.52),(46 233963.73),(47 232884.89),(48 234490.73),(49 237672.27),(50 241815.94),(51 245334.92),(52 248146.38),(53 250933.64),(54 253061.63),(55 252218.66),(56 248984.44),(57 244826.03),(58 238921.73),(59 232820.45),(60 227559.19),(61 223703.28),(62 221977.98),(63 221951.61),(64 222942.52),(65 225678.45),(66 228507.03),(67 231447.03),(68 233774.3),(69 235243.84),(70 236827.63),(71 238595.36),(72 239687.67),(73 238644.34),(74 237627.56),(75 237111.1),(76 237946.38),(77 240964.78),(78 244071.19),(79 246753.16),
(1 11327.789),(2 39861.973),(3 78632.08),(4 119366.55),(5 157873.31),(6 191183.06),(7 215889.64),(8 232548.55),(9 241248.52),(10 242387.31),(11 238276.6),(12 231022.63),(13 224418.67),(14 219823.3),(15 216822.63),(16 216540.13),(17 217459.48),(18 218124.98),(19 220539.14),(20 223806.2),(21 227050.31),(22 230294.16),(23 232812.06),(24 233270.31),(25 232599.22),(26 232241.16),(27 231492.83),(28 229192.1),(29 225507.88),(30 222585.44),(31 220918.45),(32 218705.84),(33 216840.7),(34 216067.17),(35 216746.61),(36 218939.17),(37 222489.6),(38 225613.25),(39 230897.1),(40 236875.6),(41 241835.06),(42 246755.75),(43 249514.53),(44 252022.53),(45 254768.83),(46 256118.75),(47 256139.86),(48 255533.33),(49 255369.84),(50 253729.84),(51 252848.47),(52 252117.31),(53 252843.78),(54 256377.56),(55 258610.86),(56 260800.98),(57 261966.31),(58 261602.92),(59 262231.2),(60 263171.4),(61 262749.6),(62 260437.98),(63 257409.55),(64 254708.36),(65 253741.2),(66 252637.95),(67 251726.1),(68 252141.2),(69 253870.05),(70 257539.22),(71 261260.53),(72 263499.28),(73 264829.1),(74 264932.8),(75 263396.28),(76 260239.33),(77 258297.25),(78 258474),(79 259500.44),
(1 9753.65),(2 33928.36),(3 65619.85),(4 99485.02),(5 131860.77),(6 160607.64),(7 183399.89),(8 199803.02),(9 209875.95),(10 215386.55),(11 218608.03),(12 220735.19),(13 222178.67),(14 221620.63),(15 221048.81),(16 221282.42),(17 221825.03),(18 218407.05),(19 211197.77),(20 203137.89),(21 196803.75),(22 192131.81),(23 188824.08),(24 186964.11),(25 186490.55),(26 187018),(27 187428.14),(28 187992.19),(29 188154.69),(30 188740.98),(31 189609.08),(32 191240.2),(33 194090.95),(34 197477.6),(35 201446.47),(36 205545.33),(37 209400.19),(38 211668.75),(39 214482.6),(40 217870.8),(41 221552.19),(42 225641.2),(43 228257.34),(44 229681.03),(45 230024.27),(46 230038.38),(47 229090.67),(48 226732.3),(49 225138.84),(50 226808.27),(51 228712.69),(52 228720.67),(53 228477.78),(54 227011.48),(55 227009.34),(56 228497.86),(57 229046.22),(58 231249.81),(59 233241.81),(60 231983.19),(61 229705.08),(62 227814.22),(63 226251.63),(64 224655.05),(65 222639.98),(66 220465.38),(67 219034.2),(68 218976),(69 218867.6),(70 219278.27),(71 218441.48),(72 217733.16),(73 217785.05),(74 218326.22),(75 219477.78),(76 222986),(77 227128.58),(78 230702.88),(79 233677.7),
(1 10616.47),(2 36479.887),(3 69565.8),(4 102303.78),(5 131070.89),(6 153577.1),(7 169670.6),(8 179217.64),(9 183539),(10 183688.23),(11 181597.5),(12 179847.25),(13 180545.45),(14 183304.02),(15 187449.94),(16 192361.78),(17 197729.08),(18 201777.67),(19 203541.53),(20 202659.95),(21 200760.5),(22 198800.11),(23 196177.08),(24 192774.31),(25 190740.16),(26 190262.44),(27 189943.17),(28 188928.64),(29 187362.86),(30 185532.75),(31 182795.9),(32 180639.28),(33 178842.39),(34 178364.58),(35 179068.64),(36 180913.44),(37 182993.3),(38 184200.56),(39 185432.33),(40 186312.23),(41 187026.56),(42 186758.06),(43 185963.86),(44 186387.56),(45 187597.77),(46 190275.47),(47 194124.2),(48 197100.6),(49 199325.34),(50 201679.11),(51 204489.36),(52 206875.17),(53 209724.58),(54 212024.73),(55 214142.33),(56 216572.3),(57 219228.55),(58 220137.33),(59 220670.64),(60 220701.81),(61 220495.67),(62 220182.92),(63 219645.44),(64 219038.81),(65 217722.78),(66 216130.94),(67 215704.67),(68 214885.25),(69 212393.28),(70 209991.75),(71 206805.06),(72 203330.9),(73 200712.05),(74 196903.47),(75 192193.23),(76 188874.05),(77 186694.8),(78 186330.94),(79 188292.8),
(1 8997.206),(2 30130.398),(3 57526.23),(4 85733.24),(5 110578.086),(6 130484.375),(7 146109.38),(8 156771.45),(9 161860.42),(10 163163.36),(11 162921.92),(12 162425),(13 163550.83),(14 165671.34),(15 168575.61),(16 169814.98),(17 169922.88),(18 168970.67),(19 169299.33),(20 169894.39),(21 169637.13),(22 167830.22),(23 165205.94),(24 162192.98),(25 158853.19),(26 155485.14),(27 151978.22),(28 148738.64),(29 147058.72),(30 147437.88),(31 149617.78),(32 154048.75),(33 157278.83),(34 159101.44),(35 158598),(36 156942.2),(37 156115.61),(38 156560.34),(39 157336.55),(40 158010.31),(41 159904.56),(42 162302.73),(43 164856.97),(44 166338.78),(45 167302.08),(46 168480.58),(47 169370.53),(48 169191.9),(49 169389.52),(50 170850.06),(51 170810),(52 170950.06),(53 170612.11),(54 171126.53),(55 172145.94),(56 175489.52),(57 180615.48),(58 184622.52),(59 187523.81),(60 189718.52),(61 189838.16),(62 188564.3),(63 186342.56),(64 182786.9),(65 178651.78),(66 174472.94),(67 171823.47),(68 168642.1),(69 165214.94),(70 162191.73),(71 159529.52),(72 158247.75),(73 159155.25),(74 161461.73),(75 163358.98),(76 163798.67),(77 162937.33),(78 161426.38),(79 161137.34),
(1 9174.371),(2 31485.38),(3 59500.387),(4 85902.58),(5 108540.76),(6 126326.766),(7 139777.78),(8 149711.72),(9 155025.72),(10 157489.73),(11 157869.92),(12 157886.13),(13 157477.7),(14 156657.02),(15 155424.16),(16 153510.56),(17 152073.58),(18 150258.75),(19 148562.23),(20 148726.23),(21 151129.39),(22 154217.94),(23 157016.16),(24 159638.98),(25 162230.3),(26 165340.42),(27 168218.89),(28 170527.06),(29 171495.92),(30 172867.77),(31 177396.14),(32 180856.64),(33 180967.08),(34 179618.67),(35 178983.06),(36 177898.81),(37 178315.73),(38 178372.95),(39 177455.11),(40 176403.05),(41 175573.78),(42 175085.11),(43 174221.36),(44 172910.98),(45 171959.28),(46 169823.86),(47 168446.6),(48 168148.25),(49 168151.28),(50 167915.52),(51 167631.67),(52 167366.34),(53 166401.05),(54 164929.94),(55 164244.86),(56 163759.77),(57 162104.1),(58 159676.7),(59 160242.23),(60 163044.44),(61 165413.03),(62 166898.98),(63 168548.78),(64 168192.63),(65 167526.1),(66 166896.63),(67 166072.06),(68 166111.31),(69 166499.66),(70 166160.13),(71 167059.8),(72 167754.81),(73 168289.58),(74 169274.89),(75 170865.55),(76 171029.14),(77 169612.02),(78 167998.55),(79 165960.4),
(1 9713.095),(2 32744.805),(3 61126.586),(4 87833.77),(5 110907.93),(6 128963.64),(7 141274.23),(8 148417.47),(9 151300.03),(10 150945.05),(11 150036.23),(12 150599.48),(13 152564.45),(14 154164.81),(15 154819.77),(16 153795.1),(17 151631.14),(18 149053.17),(19 147543.05),(20 147103.72),(21 148691.2),(22 151586.3),(23 154279.23),(24 155321.14),(25 155084.36),(26 154043.55),(27 152799.31),(28 152095.14),(29 151014.55),(30 150719.03),(31 150737.31),(32 150179.63),(33 149392.48),(34 148984.95),(35 150492.3),(36 151714.23),(37 152854),(38 154397.5),(39 155787.31),(40 156214.55),(41 156693.88),(42 156894.52),(43 155618.13),(44 154256.69),(45 154283.97),(46 154577.11),(47 156265.02),(48 158727.63),(49 160523.22),(50 160563.63),(51 159971.45),(52 158020.05),(53 155731.83),(54 155121.31),(55 155627.69),(56 155273.02),(57 154904.88),(58 154138.1),(59 155194.81),(60 157361.2),(61 160762.55),(62 163964.63),(63 166877.23),(64 169558.34),(65 171852.83),(66 171480.66),(67 169384.36),(68 167177.9),(69 165341.84),(70 163345.06),(71 161301.52),(72 160135.94),(73 159176.27),(74 158954.78),(75 157806.94),(76 155022.55),(77 153213.39),(78 152552.98),(79 152009.69),
(1 9229.0625),(2 31227.412),(3 58422.68),(4 84496.07),(5 107281.26),(6 125992.9),(7 139770.95),(8 147400.78),(9 151491.52),(10 153583.14),(11 154914.75),(12 156646.42),(13 160157.86),(14 163122.72),(15 165382.42),(16 165646.5),(17 165702.22),(18 164917.48),(19 164426.42),(20 162991.47),(21 160664.03),(22 158455.81),(23 155404),(24 151830.58),(25 148663.42),(26 146729.88),(27 144770.48),(28 144416.92),(29 145890.6),(30 148236.6),(31 149631.31),(32 149280.69),(33 148062.11),(34 147064.84),(35 145659.5),(36 144630.73),(37 144804.06),(38 145188.95),(39 146071.63),(40 148787.77),(41 152286.17),(42 155387.14),(43 156977.44),(44 157129.45),(45 156608.81),(46 155915.1),(47 155737.77),(48 156036.22),(49 156875.55),(50 157224.98),(51 158608.72),(52 160236.86),(53 161175.47),(54 163219.6),(55 163583.23),(56 162544.28),(57 160006.69),(58 157081.1),(59 155198.5),(60 154566.42),(61 154237.95),(62 153874.3),(63 153798.45),(64 154072.83),(65 154849.86),(66 155010.97),(67 152590.16),(68 148058.56),(69 145194.61),(70 143788.42),(71 143194.95),(72 143016.08),(73 143114.19),(74 143047.39),(75 142625.7),(76 142041.48),(77 142358.28),(78 143832.88),(79 145314.52),
(1 9037.648),(2 30405.016),(3 56631.24),(4 81310.65),(5 102188.96),(6 117332.04),(7 126107.28),(8 129590.71),(9 130473.32),(10 129370.74),(11 127862.92),(12 127520.266),(13 129060.19),(14 132471.9),(15 136469.75),(16 138954.86),(17 140816),(18 141741.02),(19 141004.67),(20 138088.28),(21 134009.11),(22 130332.555),(23 127209.69),(24 125297.46),(25 124489.414),(26 124599.6),(27 123981.14),(28 122396.54),(29 122267.28),(30 124000.016),(31 125691.46),(32 126850.2),(33 129169.51),(34 132306.52),(35 135223.98),(36 138173.94),(37 140543.83),(38 142597.48),(39 144510.03),(40 146208.92),(41 147998.3),(42 150179.97),(43 151346.4),(44 151274.89),(45 150911.6),(46 150061.31),(47 150032.1),(48 149333.97),(49 148671.94),(50 147310.34),(51 145301.03),(52 143113.53),(53 142010.4),(54 140624.08),(55 139124.83),(56 136914.28),(57 135745.5),(58 136343.97),(59 138048.64),(60 139878.31),(61 140921.67),(62 141339.75),(63 140768.2),(64 138159.81),(65 134107.27),(66 131213.98),(67 129599.2),(68 129482.16),(69 130508.6),(70 132991.5),(71 137235.33),(72 141397.48),(73 144311.83),(74 145970.19),(75 144964.77),(76 142541.4),(77 139170.73),(78 135757.6),(79 133144.48),
(1 8694.637),(2 29041.984),(3 54548.23),(4 79548.664),(5 100454.87),(6 116008.46),(7 126091.95),(8 132069.48),(9 135569.64),(10 136966.58),(11 137900.77),(12 139793.55),(13 142231.81),(14 144420.44),(15 146438.61),(16 147970.22),(17 148246.08),(18 145619.03),(19 141340.06),(20 136908.02),(21 133404.42),(22 131208.72),(23 129012.74),(24 127689.766),(25 127018.586),(26 126981.164),(27 127296.586),(28 127989.836),(29 129199.27),(30 130659.75),(31 132834.16),(32 134171.27),(33 135661.58),(34 136062.31),(35 133707.56),(36 130041.9),(37 126046.88),(38 122690.58),(39 121394.484),(40 121705.87),(41 124169.26),(42 126767.8),(43 129980.82),(44 134926.63),(45 139204.58),(46 141707.8),(47 143109.88),(48 142301.83),(49 141221.69),(50 140022.27),(51 138524.92),(52 137241.78),(53 135732.58),(54 134321.13),(55 132639.31),(56 131710.1),(57 130757.16),(58 128801.43),(59 126994.35),(60 125331.78),(61 123875.88),(62 122159.47),(63 121738.37),(64 122582.73),(65 123607.805),(66 124697.695),(67 125337.2),(68 126089.99),(69 128201.64),(70 130675.95),(71 132144.89),(72 131972.34),(73 131244.06),(74 130619.68),(75 129229.164),(76 128868.195),(77 129660.89),(78 130852.28),(79 132438.33),
(1 8744.643),(2 29140.164),(3 53774.867),(4 76997.9),(5 95164.91),(6 107079.66),(7 113591.45),(8 115634.11),(9 114879.234),(10 112701.39),(11 111431.65),(12 111508.695),(13 112663.61),(14 113599.164),(15 114943.18),(16 115718.375),(17 117044.38),(18 119192.734),(19 120598.65),(20 120975.1),(21 121980.07),(22 123144.93),(23 124182.336),(24 123839.58),(25 123218.83),(26 123774.81),(27 124417.984),(28 124699.45),(29 126102.9),(30 128191.1),(31 130934.766),(32 134306.42),(33 139131.39),(34 142842.34),(35 143203.95),(36 140841.11),(37 137706.84),(38 133889.61),(39 129811.88),(40 126994.19),(41 125842.29),(42 127116.27),(43 129003.19),(44 130967.68),(45 133265.13),(46 134081.84),(47 133454.7),(48 130734.305),(49 127282.46),(50 124333.8),(51 123009.29),(52 123262.26),(53 125065.65),(54 126555.88),(55 127432.36),(56 126144.44),(57 125687.93),(58 124731.71),(59 123164.945),(60 122417.695),(61 123505.84),(62 124485.305),(63 124297.055),(64 123273.36),(65 122272.625),(66 120631.43),(67 117671.28),(68 115056.93),(69 114887.14),(70 115770.06),(71 117103.336),(72 118045.75),(73 118528.26),(74 117715.6),(75 116471.19),(76 116030.59),(77 115830.81),(78 115532),(79 116417.85),
(1 8812.95),(2 29381.063),(3 53710.32),(4 76264.33),(5 94573.16),(6 107050.914),(7 114927.75),(8 119964.484),(9 122027.92),(10 122376.95),(11 122897.61),(12 123786.23),(13 124898.64),(14 126367.06),(15 127968.36),(16 129037.9),(17 129699.43),(18 130229.05),(19 129915.445),(20 127886.52),(21 126748.05),(22 125585.94),(23 125156.1),(24 124370.77),(25 122923.31),(26 121323.414),(27 120176.38),(28 120157.72),(29 121028.055),(30 121927.375),(31 123893.125),(32 124749.266),(33 125298.18),(34 126003.625),(35 126643.85),(36 127139.66),(37 127083.195),(38 126270.445),(39 126364.61),(40 127235.61),(41 127793.984),(42 127898.97),(43 127235.375),(44 126944.266),(45 127988.66),(46 129581.61),(47 130076.625),(48 129912.92),(49 129165.69),(50 127838.195),(51 125762.34),(52 125224.586),(53 125232.49),(54 125523.59),(55 125656.625),(56 124691.6),(57 124909.51),(58 124662.92),(59 123425.21),(60 122196.6),(61 121236.445),(62 120171.3),(63 118742.05),(64 117436.62),(65 116114.72),(66 115936.73),(67 117085.11),(68 118201.2),(69 119272.43),(70 119851.86),(71 120193.71),(72 119565.31),(73 119016.555),(74 119230.46),(75 119866.25),(76 118556.625),(77 117323.59),(78 115466.92),(79 113726.734),
(1 8773.246),(2 29576.363),(3 53643.355),(4 74982.336),(5 90628.93),(6 99933.69),(7 103703.26),(8 102800.27),(9 100790.05),(10 99240.8),(11 99359.07),(12 100806.195),(13 103241.984),(14 106447.69),(15 109334.97),(16 111670.38),(17 112725.26),(18 112544.44),(19 110782.984),(20 109333.18),(21 109091.13),(22 108970.2),(23 109099.016),(24 109959.266),(25 110731.6),(26 110360.94),(27 109984.8),(28 111199.914),(29 113357.945),(30 115973.195),(31 118929.055),(32 121145.82),(33 123661.055),(34 126433.836),(35 128258.91),(36 128235.78),(37 126616.91),(38 124130.016),(39 121767.805),(40 119768.93),(41 119044.805),(42 118675.125),(43 118658.42),(44 118477.766),(45 118445.38),(46 118898.414),(47 119649.26),(48 121185.52),(49 123660.8),(50 124611.2),(51 124212.44),(52 123452.51),(53 122584.47),(54 121742.27),(55 120365),(56 118471.62),(57 117826.51),(58 116879.97),(59 116316.2),(60 117426.93),(61 119453.195),(62 121116.71),(63 122867.805),(64 123651.805),(65 123495.47),(66 122502.97),(67 121210.195),(68 119865.016),(69 118532.4),(70 116444.67),(71 114821.88),(72 113923.05),(73 113594.62),(74 113002.86),(75 112456.45),(76 111397.34),(77 109429.07),(78 107403.84),(79 107408.96),
(1 8769.226),(2 28967.195),(3 52562.84),(4 74203.945),(5 90526.78),(6 101777.29),(7 107795),(8 109462.07),(9 108481.63),(10 107128.484),(11 107204.78),(12 108596.016),(13 109863.625),(14 111139.086),(15 111279.14),(16 111060),(17 111333.016),(18 110988.91),(19 108179.61),(20 105855.75),(21 105215.37),(22 105549.41),(23 106162.125),(24 106545.83),(25 106550.03),(26 105695.16),(27 105301.18),(28 105861.96),(29 106893.875),(30 108176.57),(31 109308.61),(32 111009.21),(33 112976.53),(34 115378.99),(35 117746.25),(36 120323.055),(37 123569.75),(38 125880.586),(39 125694.53),(40 124723.97),(41 123453.516),(42 122938.53),(43 123497),(44 124322.086),(45 124702.875),(46 126090.47),(47 128176.96),(48 128721.07),(49 127248.375),(50 123103.86),(51 120417.234),(52 118357.47),(53 116841.11),(54 115034.1),(55 114929.97),(56 115515.875),(57 115959.26),(58 116374.1),(59 117465.21),(60 118495.14),(61 119123.46),(62 118962.28),(63 118442.91),(64 117305.586),(65 116618.375),(66 118281.97),(67 119468.04),(68 118809.336),(69 116767.75),(70 114837.34),(71 114340),(72 114099.38),(73 113544.04),(74 112958.38),(75 112444.516),(76 110494.734),(77 108049.055),(78 105786.71),(79 104775.67),
(1 8334.623),(2 27554.822),(3 49194.914),(4 68145.44),(5 81766.75),(6 89900.71),(7 93884.85),(8 94384.11),(9 93049.945),(10 91672.195),(11 91412.26),(12 91686.38),(13 93228.59),(14 94653.266),(15 96321.55),(16 97794.19),(17 98886.1),(18 99780.41),(19 99020.8),(20 97218.48),(21 96223.805),(22 96383.67),(23 96988.54),(24 97936.59),(25 99194.96),(26 100128.19),(27 102745.68),(28 105100.4),(29 106706.93),(30 107704.375),(31 107536.48),(32 107908.2),(33 108437.32),(34 109717.22),(35 110673.85),(36 110663.625),(37 110581.48),(38 109252.05),(39 107022.664),(40 104848.875),(41 103462.5),(42 104373.17),(43 107346.22),(44 110156.97),(45 111668.836),(46 112519.62),(47 113015.81),(48 112252.85),(49 111830.664),(50 110947.49),(51 109347.49),(52 107871.68),(53 106783.266),(54 106171.695),(55 105229.1),(56 104235.17),(57 104234.75),(58 105374.63),(59 106865.55),(60 107653.07),(61 108770.625),(62 109715.11),(63 110445.35),(64 110320.61),(65 109986.234),(66 110407.234),(67 110524.055),(68 110111.71),(69 109009.93),(70 107086.75),(71 105178.1),(72 102723.05),(73 100351.76),(74 99061.13),(75 98136.84),(76 97874.72),(77 97546.31),(78 97708.04),(79 97920.266),
(1 8814.471),(2 28831.494),(3 51611.484),(4 71543.5),(5 86619.625),(6 96132.4),(7 100388.48),(8 100798.3),(9 99822.37),(10 98260.6),(11 97717.09),(12 98133.52),(13 99678.8),(14 101138.72),(15 102480.67),(16 102737.125),(17 102097.266),(18 101109.586),(19 99786.16),(20 99222.69),(21 99599.02),(22 100436.59),(23 101553.26),(24 103042.59),(25 103983.8),(26 104734.95),(27 106071.695),(28 107089.48),(29 108783.305),(30 111325.86),(31 113706.07),(32 115195.6),(33 117137.32),(34 119029.55),(35 119940.49),(36 119857.38),(37 119703.4),(38 119041.15),(39 117839.12),(40 116972.96),(41 116006.62),(42 114648.16),(43 113399.76),(44 113006.89),(45 113196.375),(46 114331.17),(47 115601.55),(48 116082.48),(49 116726.17),(50 116644.016),(51 115523),(52 114475.2),(53 112902.47),(54 111681.414),(55 111206.14),(56 110826.01),(57 111640.18),(58 111631.945),(59 111934.24),(60 112597.734),(61 113240.52),(62 114082.32),(63 114834.32),(64 115250.02),(65 116333.66),(66 117707.3),(67 117626.7),(68 116501.89),(69 114761.49),(70 113768.51),(71 113005.84),(72 112003.84),(73 110426.586),(74 107698.31),(75 105479.4),(76 104112.414),(77 104098.54),(78 104982.266),(79 105507.61),
(1 8875.551),(2 29104.906),(3 52335.074),(4 71902.26),(5 85486.98),(6 93357.17),(7 96925.67),(8 98836.74),(9 100029.15),(10 100175.09),(11 100667.9),(12 101671.63),(13 102733.125),(14 102785.84),(15 102284.08),(16 101389.99),(17 99654.836),(18 98332.305),(19 96752.266),(20 96412.97),(21 97521.77),(22 98651.02),(23 100624.86),(24 102012.38),(25 102953.52),(26 103934.33),(27 105191.5),(28 105892.36),(29 106050.5),(30 105990.81),(31 105343.48),(32 103995.91),(33 103868.97),(34 104218.92),(35 103913.984),(36 103800.234),(37 103910.8),(38 103464.55),(39 102838.62),(40 102896.29),(41 103429.875),(42 102911.3),(43 102115.98),(44 102662.48),(45 103037.51),(46 103255.11),(47 104692.484),(48 104824.12),(49 105398.42),(50 106917.08),(51 107531.02),(52 107057.64),(53 107365.18),(54 107532.67),(55 107460.87),(56 108283.98),(57 109629.89),(58 110180.24),(59 110543.08),(60 111194.58),(61 111576.23),(62 110062.63),(63 108405.1),(64 106522.75),(65 104223.24),(66 103165.63),(67 102793.63),(68 102960.15),(69 103241.516),(70 103535.54),(71 103222.61),(72 102982.59),(73 103576.625),(74 104226.586),(75 104628.586),(76 104571.26),(77 104354.3),(78 104616.26),(79 105244.33),
(1 8547.433),(2 27797.639),(3 48610.313),(4 64992.89),(5 75738.65),(6 81856.42),(7 83901.625),(8 83715.78),(9 83136.25),(10 82578.35),(11 83160.555),(12 84807.22),(13 87330.234),(14 89663.38),(15 91174.555),(16 91559.35),(17 90507.83),(18 88376.414),(19 85913.55),(20 85691.63),(21 86008.68),(22 86304.36),(23 86518.68),(24 85702.305),(25 85445.266),(26 86564.58),(27 87568.68),(28 88132.7),(29 88785.945),(30 88910.8),(31 89002.15),(32 90142.97),(33 93713.88),(34 96734.03),(35 98282.03),(36 97707.2),(37 96191.82),(38 94312.836),(39 92692.984),(40 92650.91),(41 92271.32),(42 91850.68),(43 90857.37),(44 90647.33),(45 91176.4),(46 92381.48),(47 93214.7),(48 92423.336),(49 92166.45),(50 91671.35),(51 91636.23),(52 91341.86),(53 92068.85),(54 92843.19),(55 93246.37),(56 93048.98),(57 92900.02),(58 93876.84),(59 94941.65),(60 96227.13),(61 96904.73),(62 97817.086),(63 98492.875),(64 97931.52),(65 97004.266),(66 96605.95),(67 96333.05),(68 96787.016),(69 97838.36),(70 97999.82),(71 98181.46),(72 98007.83),(73 96876.945),(74 95429.6),(75 93622.484),(76 92332.32),(77 92046.695),(78 92969.016),(79 94320.84),
