1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26172.795),(2 59974.66),(3 76561.766),(4 81713.88),(5 81643.87),(6 82713.76),(7 87774.516),(8 90672.234),(9 88935.74),(10 87878.2),(11 90535.76),(12 92196.79),(13 92775.5),(14 91651.266),(15 90408.805),(16 88742.86),(17 90003.195),(18 91774.766),(19 89843.32),(20 89631.195),(21 90528.5),(22 90862.85),(23 92591.82),(24 92388.15),(25 90863.125),(26 92683.96),(27 93971.89),(28 90751.2),(29 89461.664),(30 90319.97),(31 93174.1),(32 94561.58),(33 94342.336),(34 93026.58),(35 93317.58),(36 95836.82),(37 96980.29),(38 97861.984),(39 96173.93),(40 95316.74),(41 97028.92),(42 98204.39),(43 96336.555),(44 96675.18),(45 97108.11),(46 98687.04),(47 99813.23),(48 97812.59),(49 96292.51),(50 95449.805),(51 95198.31),(52 94458.57),(53 94555.5),(54 93218.44),(55 93212.73),(56 92859.78),(57 92324.88),(58 92341.805),(59 92901.74),(60 94622.8),(61 97043.21),(62 96886.445),(63 95852.445),(64 97387.42),(65 98739.22),(66 98155.43),(67 98483.23),(68 100448.42),(69 102315.5),(70 101955.7),(71 101006.46),(72 101514.66),(73 101029.86),(74 99850.03),(75 100472.17),(76 101762.586),(77 101483.49),(78 100381.05),(79 100758.88),
(1 26497.934),(2 61193.477),(3 77596.98),(4 83353.72),(5 84884.04),(6 86129.72),(7 87272.36),(8 89104.89),(9 89423.69),(10 88976.95),(11 90545.57),(12 91874.13),(13 91805.625),(14 91021.41),(15 89397.89),(16 86614.46),(17 84517.03),(18 82871.36),(19 82279.82),(20 86738.59),(21 89056.195),(22 89275.836),(23 89369.266),(24 90053.15),(25 91611.85),(26 93017.99),(27 92191.26),(28 90023.85),(29 89502.19),(30 88726.15),(31 89554.17),(32 90979.8),(33 90591.445),(34 90252.37),(35 92533.766),(36 95409.33),(37 97100.52),(38 96874.555),(39 94801.68),(40 93127.03),(41 93120.23),(42 94698.82),(43 95410.086),(44 95200.266),(45 94835.5),(46 96268.21),(47 98109.28),(48 98690.8),(49 97236.77),(50 97991.44),(51 100795.086),(52 100054.34),(53 99437.875),(54 101044.44),(55 101230.38),(56 99771.32),(57 100004.56),(58 99606.484),(59 98496.97),(60 99012.85),(61 97729.39),(62 94762.37),(63 93187.21),(64 92367.086),(65 91323.91),(66 92941.6),(67 94826.38),(68 95707.805),(69 98174.055),(70 98605.91),(71 96988.84),(72 94730.43),(73 92788.3),(74 92322.67),(75 91915.47),(76 91860.3),(77 93334.51),(78 95642.62),(79 98319.59),
(1 26922.482),(2 61536.863),(3 76411.97),(4 81222.63),(5 81566.984),(6 81814.73),(7 84696.336),(8 85876.85),(9 84019.25),(10 85292.35),(11 88151.484),(12 89658.586),(13 89368.48),(14 88834.14),(15 87027.06),(16 85265.73),(17 85021.42),(18 83832.29),(19 82269.734),(20 86003.47),(21 87015.664),(22 88344.7),(23 89542.97),(24 87497.41),(25 87590.445),(26 88120.69),(27 85339.78),(28 83704.42),(29 81257.14),(30 82572.91),(31 84413.06),(32 84186.586),(33 84512.63),(34 84914.055),(35 85771.42),(36 87788.54),(37 89011.516),(38 88171.75),(39 88741.75),(40 89772.14),(41 90505.03),(42 91360.36),(43 91665.43),(44 91086.83),(45 91719.55),(46 94016.26),(47 94512.47),(48 94410.87),(49 94558.914),(50 95907.195),(51 96198.71),(52 93247.36),(53 92791.68),(54 92776.47),(55 93102.03),(56 92287.86),(57 93799.36),(58 94248.64),(59 94715.164),(60 94409.09),(61 95146.31),(62 94536.66),(63 91433.08),(64 89209.04),(65 87811.29),(66 88443.47),(67 90893.49),(68 92642.8),(69 94584.71),(70 94754.305),(71 92170.875),(72 89805.67),(73 89242.836),(74 89365.57),(75 89210.47),(76 91159.39),(77 93896.06),(78 95231.836),(79 95242.96),
(1 25246.883),(2 56405.426),(3 71652.6),(4 75739.98),(5 75240.19),(6 75959.35),(7 78443.03),(8 79443.65),(9 78548.4),(10 80126.414),(11 81340),(12 81829.03),(13 81545.02),(14 82552.87),(15 81202.98),(16 78552.4),(17 77565.75),(18 77468.41),(19 78916.15),(20 81686.72),(21 83750.336),(22 85797.92),(23 85925.305),(24 84354.92),(25 84507.19),(26 84601.46),(27 85448.516),(28 85602.07),(29 84975.72),(30 84897.19),(31 85270.91),(32 86092.93),(33 85955.4),(34 82789.09),(35 81511.75),(36 82705.81),(37 82556.164),(38 80828.81),(39 79718.984),(40 79507.77),(41 80187.13),(42 82833.445),(43 82457.57),(44 81446.35),(45 81352.83),(46 81605.05),(47 81181.58),(48 81983.836),(49 83007.71),(50 85206.58),(51 86232.18),(52 84384.57),(53 82660.49),(54 82350.53),(55 83351.76),(56 84382.83),(57 86170.74),(58 87225.46),(59 88523.625),(60 88043.51),(61 87258.055),(62 86786.92),(63 86354.68),(64 86090.61),(65 85615.63),(66 84902.61),(67 85074.64),(68 86195.58),(69 87266.83),(70 87930.805),(71 88141.086),(72 87719.555),(73 88611.26),(74 89688.71),(75 88909.65),(76 87907.69),(77 88947.08),(78 89115.42),(79 88850.2),
(1 24296.174),(2 55731.06),(3 69707.55),(4 73116.03),(5 73609.836),(6 75280.836),(7 78143.016),(8 77394.79),(9 76212.28),(10 75263.35),(11 76017.13),(12 76671.1),(13 75970.01),(14 76054.67),(15 75621.29),(16 75831.5),(17 76292.56),(18 74727.25),(19 77420.3),(20 81587.29),(21 82165.08),(22 81605.39),(23 80373.65),(24 80942.75),(25 80825.18),(26 79696.2),(27 78766.99),(28 78794.945),(29 78621.21),(30 79045.76),(31 78239.39),(32 77791.03),(33 78439.625),(34 77673.47),(35 78563.37),(36 79576.984),(37 79968.016),(38 79420.3),(39 80659.65),(40 82456.25),(41 81847.086),(42 81570.2),(43 79140.49),(44 77280.56),(45 78347.26),(46 80657.55),(47 83496),(48 84761.984),(49 85351.31),(50 84901.54),(51 83845.2),(52 82434.45),(53 81521.13),(54 80926.28),(55 81655.14),(56 82318.45),(57 82445.72),(58 82218.47),(59 82716.54),(60 81754.13),(61 82296.734),(62 82705.81),(63 82964.05),(64 83559.945),(65 84448.33),(66 84867.8),(67 85050.06),(68 84815.65),(69 86112.67),(70 85051.6),(71 82514.06),(72 81356),(73 81806.836),(74 83704.11),(75 85571.94),(76 86286.22),(77 88057.55),(78 88269.29),(79 89102.25),
(1 24298.521),(2 53906.58),(3 66669.97),(4 69980.37),(5 69793.23),(6 70096.266),(7 74268.695),(8 75956.48),(9 73587.03),(10 72595.234),(11 73693.58),(12 74297.15),(13 74220.055),(14 73161.04),(15 71974.29),(16 72872.68),(17 72763.85),(18 72687.46),(19 75975.51),(20 78891.97),(21 79020.2),(22 78444.71),(23 78052.4),(24 79504.11),(25 80260.48),(26 78067.1),(27 76360.55),(28 74836.32),(29 74725.31),(30 76501.24),(31 76994.2),(32 74485.664),(33 73612.984),(34 76654.37),(35 78931.58),(36 79009.56),(37 78837.664),(38 78787.31),(39 77777.69),(40 77757.4),(41 78245.086),(42 78128.305),(43 77150.19),(44 77211.51),(45 78288.26),(46 79331.336),(47 79335.836),(48 79697.086),(49 81204.28),(50 81542.03),(51 81405.33),(52 80503.164),(53 78702.41),(54 78595.34),(55 78759.65),(56 78745.56),(57 78964.04),(58 78404.11),(59 79001.164),(60 79834.016),(61 81459.195),(62 80857.53),(63 79411.14),(64 80035.36),(65 81223.58),(66 83062.84),(67 84144.88),(68 84771.96),(69 84148.86),(70 83617.125),(71 82927.82),(72 81902.56),(73 81973.75),(74 82176.67),(75 83541.15),(76 84803.984),(77 85175.85),(78 85677.766),(79 88145.05),
(1 22933.89),(2 50673.19),(3 63220.027),(4 67455.78),(5 68741.484),(6 70039.945),(7 73114.12),(8 72680.72),(9 70217.07),(10 69654.62),(11 70728.914),(12 70601.65),(13 68920.57),(14 67728.83),(15 66776.1),(16 68304.95),(17 69731.02),(18 70629.03),(19 72850.81),(20 73756.43),(21 74252.664),(22 74160.44),(23 75561.38),(24 76282.14),(25 74684),(26 73013.04),(27 71242.836),(28 71074.18),(29 71114.48),(30 72587.44),(31 73562.45),(32 73467.51),(33 72714.336),(34 73188.555),(35 74485.83),(36 75173.78),(37 75280.54),(38 74789.89),(39 73932.695),(40 72235.305),(41 72656.59),(42 73905.98),(43 72669.22),(44 73164.18),(45 74363.18),(46 75960.51),(47 77167.63),(48 79108.99),(49 80173.945),(50 79524.234),(51 80018.92),(52 79242.33),(53 77401.62),(54 77181.3),(55 77599.46),(56 77621.48),(57 76985.48),(58 76043.04),(59 78645.64),(60 80875.04),(61 79652.914),(62 77158.54),(63 76558.41),(64 76623.78),(65 77129.734),(66 77760.8),(67 77388.42),(68 77883.414),(69 78876.96),(70 79849.87),(71 79549.62),(72 77657.23),(73 76740.46),(74 77523.9),(75 78941.76),(76 80297.11),(77 81525.49),(78 80872.46),(79 81387.06),
(1 23434.643),(2 51607.832),(3 63404.133),(4 65949.85),(5 66974.11),(6 68182.35),(7 70618.16),(8 70336.63),(9 68695.49),(10 68358.39),(11 68945.61),(12 70343.8),(13 69835.664),(14 69437.625),(15 70740.984),(16 74087.91),(17 76743.85),(18 77793.94),(19 79912.914),(20 80353.664),(21 78866.4),(22 77409.336),(23 76876.38),(24 76932.945),(25 76070.15),(26 75672.07),(27 75943.53),(28 77016.35),(29 77634.43),(30 78459.09),(31 77158.41),(32 77427.57),(33 77490.47),(34 77167.15),(35 76778.03),(36 76060.836),(37 74941.13),(38 74517.89),(39 74468.92),(40 72618.18),(41 71101.73),(42 71340.305),(43 71879.164),(44 72593.52),(45 72574.984),(46 73714.14),(47 74888.09),(48 76172.37),(49 75820.32),(50 76631.84),(51 78031.74),(52 78870.31),(53 77953.734),(54 77572.19),(55 77835.55),(56 76686.37),(57 75632.695),(58 74252.05),(59 74351.27),(60 76231.27),(61 76659.46),(62 77619.3),(63 78030.87),(64 77336.84),(65 77836.36),(66 79618.914),(67 78859.11),(68 77939.76),(69 77980.73),(70 78264.5),(71 77813.86),(72 76268.766),(73 76422.82),(74 77595.234),(75 78636.53),(76 78412.26),(77 79412.8),(78 79941.4),(79 80976.76),
(1 23076.639),(2 51572.617),(3 63687.098),(4 68140.73),(5 68975.71),(6 68524.33),(7 70118.13),(8 71001.95),(9 69550.11),(10 68265.66),(11 67518.914),(12 69929.43),(13 71631.664),(14 71244.98),(15 70365.7),(16 71323.15),(17 71417.48),(18 73086.43),(19 75949.88),(20 76207.625),(21 76271.82),(22 76127.82),(23 76633.74),(24 74795.32),(25 71648.14),(26 70048.83),(27 71495.47),(28 73911.85),(29 75392.32),(30 75948.24),(31 74560.1),(32 74342.836),(33 72967.9),(34 72270.02),(35 73542.03),(36 74215.38),(37 73240.266),(38 72445.66),(39 72656.5),(40 72936.29),(41 74141.24),(42 74250.945),(43 73284.39),(44 72176.04),(45 72361.95),(46 73378.83),(47 74017.836),(48 74527.45),(49 75094.81),(50 76275.85),(51 76489.21),(52 77413.3),(53 77700.05),(54 77448.31),(55 77780.21),(56 77475.91),(57 76483.13),(58 76718.086),(59 78688.01),(60 77889.164),(61 77277.28),(62 78671.64),(63 78999.64),(64 79408.47),(65 80511.7),(66 80564.02),(67 81659.734),(68 81179.06),(69 81300.625),(70 81271.125),(71 79916.02),(72 79186.22),(73 77859.43),(74 77880.68),(75 78989.26),(76 80414.766),(77 81499.58),(78 81195.85),(79 80406.96),
(1 22254.533),(2 49125.426),(3 59691.168),(4 62750.223),(5 62898.574),(6 62868.355),(7 65252.434),(8 65463.06),(9 64465.844),(10 65090.426),(11 64810.566),(12 65981.38),(13 68911.21),(14 70013.67),(15 68865.055),(16 68947.41),(17 68736.445),(18 69703.09),(19 70704.89),(20 71165.695),(21 71579.04),(22 72218.06),(23 72994.05),(24 71611.734),(25 69087.45),(26 68896.09),(27 69333.66),(28 69453.27),(29 69233.78),(30 70933.17),(31 71317.44),(32 71244.375),(33 71950.79),(34 71453.85),(35 70341.695),(36 71007.695),(37 71580.03),(38 72101.62),(39 71786.66),(40 71305.94),(41 70631.36),(42 70929.65),(43 69665.36),(44 69041.76),(45 69134.75),(46 70517.39),(47 73210.62),(48 74699.195),(49 74601.75),(50 74081.59),(51 72565.97),(52 72819.13),(53 74240.4),(54 74762.336),(55 75299.664),(56 75410.36),(57 74828.29),(58 74825.914),(59 74345.91),(60 72424.24),(61 71802.18),(62 72284.94),(63 72792.766),(64 73208.11),(65 74387.85),(66 75387.96),(67 75134.13),(68 73695.66),(69 73772.52),(70 74173.23),(71 73822.46),(72 74870.12),(73 74595.33),(74 72931.805),(75 72100.25),(76 73326.445),(77 74716.67),(78 74776.59),(79 75520.5),
(1 21698.332),(2 46658.266),(3 56490.348),(4 59441.082),(5 60518.348),(6 62561.13),(7 64638.62),(8 63632.324),(9 61867.316),(10 62133.2),(11 63621.605),(12 66082.79),(13 67980.91),(14 67818.65),(15 68109.12),(16 69087.09),(17 69344.78),(18 70222.234),(19 71341.38),(20 71408.42),(21 72002.39),(22 73882.81),(23 73896.57),(24 71474.76),(25 69570.32),(26 70361.32),(27 69538.8),(28 68345.55),(29 67676.71),(30 67758.35),(31 67569.945),(32 67088.39),(33 66352.55),(34 66631.76),(35 67532.54),(36 68616.09),(37 69400.01),(38 68628.31),(39 68180.17),(40 69303.37),(41 69361.586),(42 69586.04),(43 69435.4),(44 69734.984),(45 69782.71),(46 70881.39),(47 72044.56),(48 72494.414),(49 74633.62),(50 75205.336),(51 73220.4),(52 72440.25),(53 72681.03),(54 72369.984),(55 72003.24),(56 71107.875),(57 70649.695),(58 71053.53),(59 70100.61),(60 69458.81),(61 70724.6),(62 72107.98),(63 71699.984),(64 71989.055),(65 72809.14),(66 74009.41),(67 73720.28),(68 73405.5),(69 73109.63),(70 72967.25),(71 72364.09),(72 71735.28),(73 71257.28),(74 71714.45),(75 73301.55),(76 72863.98),(77 72646.445),(78 72764.24),(79 73240.27),
(1 20877.51),(2 45050.813),(3 55267.863),(4 59760.348),(5 60188.945),(6 61298.24),(7 61814.42),(8 59712.957),(9 57928.54),(10 59085.32),(11 60177.54),(12 59681.29),(13 60451.93),(14 61928.92),(15 63377.598),(16 64843.31),(17 63989.668),(18 63708.875),(19 64500.63),(20 64515.14),(21 64379.137),(22 64930.586),(23 65830.74),(24 65248.14),(25 64787.29),(26 65667.96),(27 66523.836),(28 67072.05),(29 66307.63),(30 66619.04),(31 65744.43),(32 64751.152),(33 63504.39),(34 63362.895),(35 64138.207),(36 64766.652),(37 66001.414),(38 66485.57),(39 66946.2),(40 65697.33),(41 64004.082),(42 63566.273),(43 63574.563),(44 63048.98),(45 63555.918),(46 64620.793),(47 65392.29),(48 65711.67),(49 67964.664),(50 68960.89),(51 68683.055),(52 68773.305),(53 69418.57),(54 69984.35),(55 68730.39),(56 68243.79),(57 69221.04),(58 69358.26),(59 69281.914),(60 68949.06),(61 68485.61),(62 67804.13),(63 66505.82),(64 66120.91),(65 66404.04),(66 67626.41),(67 69910.055),(68 70104.18),(69 69950.45),(70 70508.27),(71 71114.53),(72 70525.14),(73 69560.836),(74 69707.266),(75 70993.64),(76 70343.51),(77 71844.91),(78 73110.48),(79 73110.55),
(1 20867.725),(2 44715.26),(3 53952.074),(4 55387.285),(5 55617.95),(6 57385.203),(7 58907.19),(8 57668.98),(9 55445.914),(10 57287.137),(11 58776.69),(12 59725.434),(13 61508.34),(14 61377.18),(15 63078.15),(16 65074.426),(17 64652.977),(18 64103.184),(19 63210.383),(20 61635.79),(21 61028.883),(22 61208.29),(23 61959.242),(24 62423.727),(25 61592.05),(26 61662.445),(27 63018.625),(28 63645.21),(29 62844.617),(30 63113.297),(31 63749.285),(32 62739),(33 61829.086),(34 61209.51),(35 60039.31),(36 60939.79),(37 62758.83),(38 63996.277),(39 64672.434),(40 64091.52),(41 63354.63),(42 64694.074),(43 64763.11),(44 63757.965),(45 63764.33),(46 65134.5),(47 65301.35),(48 66677.17),(49 68469.69),(50 68924.7),(51 68719.01),(52 67427.2),(53 67362.43),(54 67517.38),(55 66879.87),(56 66422.31),(57 68022.805),(58 68486.445),(59 68326.45),(60 67629.93),(61 66709.164),(62 67948.75),(63 67947.74),(64 67259.43),(65 66837.516),(66 66402),(67 66616.29),(68 67089.69),(69 67210.89),(70 67372.01),(71 68094.82),(72 68863.1),(73 69347.805),(74 68019.46),(75 67714.86),(76 67378.26),(77 67659.695),(78 67599.23),(79 67888),
(1 20211.21),(2 41926.28),(3 49687.61),(4 52491.27),(5 53915.35),(6 55338.668),(7 57077),(8 57034.168),(9 56136.98),(10 56389.176),(11 55545.04),(12 56191.168),(13 55975.816),(14 57078.094),(15 59640.527),(16 60692.332),(17 60090.02),(18 60427.195),(19 60697.566),(20 60593.754),(21 61062.56),(22 61287.887),(23 61067.184),(24 61670.816),(25 62126.703),(26 61855.535),(27 61659.46),(28 61525.168),(29 61235.62),(30 61635.203),(31 61279.887),(32 61538.797),(33 60459.91),(34 60903.02),(35 61237.867),(36 61353.46),(37 61644.906),(38 61789.04),(39 61782.863),(40 62266.785),(41 63605.484),(42 65023.03),(43 64413.574),(44 63175.37),(45 63771.246),(46 63644.895),(47 63662.02),(48 63849.535),(49 64297.863),(50 65321.64),(51 65311.836),(52 64841.01),(53 64785.105),(54 64551.66),(55 63652.895),(56 63861.01),(57 64679.043),(58 63982.855),(59 63266.76),(60 62575.145),(61 63381.76),(62 64454.65),(63 63632.348),(64 62061.28),(65 60796.41),(66 61631.44),(67 63432.78),(68 62731.773),(69 62204.73),(70 63407.926),(71 65373.586),(72 65760.89),(73 64488.426),(74 62297.03),(75 61770.234),(76 62241.176),(77 62076.188),(78 61741.813),(79 62578.68),
(1 20890.26),(2 43453.832),(3 50078.33),(4 51009.004),(5 50458.832),(6 52236.53),(7 53328.01),(8 52393.844),(9 52872.88),(10 53865.613),(11 53449.824),(12 53072.39),(13 52465.563),(14 53348.93),(15 54950.88),(16 55385.715),(17 54211.848),(18 54754.984),(19 56538.86),(20 58159.426),(21 56947.58),(22 55523.883),(23 55308.42),(24 55459.906),(25 55131.504),(26 57147.492),(27 58761.813),(28 58809.133),(29 58214.414),(30 57475.35),(31 57653.977),(32 58203.13),(33 58514.168),(34 59145.918),(35 58988.96),(36 59051.96),(37 59967.836),(38 61067.918),(39 60942.926),(40 61103.79),(41 62155.76),(42 63386.656),(43 61235.566),(44 58672.273),(45 58485.906),(46 58817.25),(47 60239.035),(48 60811.203),(49 61437.977),(50 61037.66),(51 60496.35),(52 60518.72),(53 60827.367),(54 59563.227),(55 59659.895),(56 60237.48),(57 59565.27),(58 58606.836),(59 58693.414),(60 58473.695),(61 59420.867),(62 60194.695),(63 60350.895),(64 59223.32),(65 58810.234),(66 60167.87),(67 60769.95),(68 60713.566),(69 59902.375),(70 59599.813),(71 60418.31),(72 61697.46),(73 61760.69),(74 60109.836),(75 60429.164),(76 61190.047),(77 61635.375),(78 61387.098),(79 61143.95),
(1 18472.46),(2 38801.25),(3 46338.906),(4 47925.758),(5 48239.375),(6 49181.5),(7 49189.3),(8 48353.465),(9 49288.992),(10 51553.848),(11 50935.15),(12 50345.664),(13 51788.402),(14 52648.824),(15 53211.77),(16 54343.42),(17 54636.22),(18 55009.816),(19 55209.355),(20 55356.773),(21 56843.797),(22 58063.523),(23 57973),(24 56882.66),(25 55065.86),(26 55201.324),(27 56501.41),(28 56857.563),(29 55573.145),(30 54962.098),(31 55202.28),(32 55017.17),(33 56125.793),(34 56046.313),(35 54750.055),(36 54565.11),(37 54969.438),(38 55490.555),(39 55843.934),(40 56252.063),(41 57043.434),(42 57485.926),(43 56749.855),(44 55912.355),(45 55741.816),(46 55341.02),(47 55579.848),(48 55892.72),(49 57214.87),(50 57232.297),(51 57929.543),(52 60335.063),(53 61057.61),(54 59303.477),(55 58249.207),(56 58267.316),(57 58609.08),(58 58434.215),(59 58017.12),(60 58250.164),(61 59240.305),(62 58860.77),(63 58345.64),(64 58268.598),(65 58325.316),(66 58425.008),(67 59810.38),(68 59653.434),(69 58527.52),(70 56790.965),(71 57173.25),(72 58634.203),(73 58180.465),(74 56864.695),(75 58171.09),(76 59911.58),(77 61070.297),(78 60579.88),(79 59857.38),
(1 19086.316),(2 39410.14),(3 45193.746),(4 45230.6),(5 45999.43),(6 48261.6),(7 49050.566),(8 47501.848),(9 47443.867),(10 51347.25),(11 51519.965),(12 50474.355),(13 51244.68),(14 52492.617),(15 52947.754),(16 52169.332),(17 52534.258),(18 53732.25),(19 53558.453),(20 52540.08),(21 52508.89),(22 54382.08),(23 54529.96),(24 52961.473),(25 51845.027),(26 53640.348),(27 55501.285),(28 54499.344),(29 52648.23),(30 53663.668),(31 54907.047),(32 54608),(33 53843.035),(34 54179.273),(35 54594.836),(36 55133.91),(37 55592.15),(38 56161.58),(39 55495.31),(40 55678.613),(41 57477.06),(42 58487.973),(43 57453.89),(44 56952.16),(45 56351.664),(46 56293.38),(47 56997.406),(48 57840.652),(49 57813.27),(50 56505.53),(51 57150.57),(52 57415.258),(53 57646.996),(54 57829.004),(55 57843.09),(56 57116.383),(57 57805.258),(58 57570.098),(59 57993.074),(60 58041.977),(61 57455.96),(62 57191.594),(63 56573.926),(64 57244.68),(65 57743.805),(66 57967.355),(67 59019.92),(68 59043.54),(69 57662.72),(70 56491.668),(71 56053.496),(72 56986.754),(73 57892.48),(74 58098.22),(75 57932.36),(76 58368.293),(77 58999.23),(78 58977.406),(79 59424.016),
(1 18675.309),(2 37878.34),(3 43714.48),(4 45055.9),(5 45782.7),(6 47738.21),(7 48120.813),(8 46652.848),(9 46807.176),(10 49019.945),(11 49481.344),(12 48704.684),(13 48741.125),(14 50137.03),(15 51448.633),(16 51642.78),(17 52707.54),(18 53519.598),(19 53987.668),(20 53123.426),(21 52065.13),(22 52015.76),(23 51749.83),(24 51518.332),(25 51477.59),(26 51133.082),(27 51900.14),(28 51912.03),(29 51203.297),(30 53063.633),(31 52534.25),(32 51455.945),(33 52053.29),(34 54566.813),(35 54663.957),(36 54090.83),(37 54886.934),(38 55191.656),(39 54809.434),(40 53766.47),(41 54185.85),(42 54407.08),(43 53874.59),(44 54230.918),(45 54254.13),(46 54672.42),(47 56059.805),(48 55606.504),(49 55578.64),(50 55694.883),(51 55647.14),(52 55170.805),(53 55019.54),(54 54756.01),(55 53856.805),(56 53329.383),(57 53025.53),(58 53422.68),(59 52887.887),(60 52685.605),(61 53468.285),(62 52889.953),(63 51988.332),(64 52707.15),(65 53588.438),(66 53998.508),(67 54927.527),(68 55495.117),(69 55322.473),(70 54733.848),(71 54796.297),(72 54720.504),(73 54751.414),(74 54281.32),(75 54833.16),(76 56891.45),(77 57639.74),(78 57713.71),(79 57784.7),
