1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 545.09393),(2 704.95917),(3 802.9111),(4 863.9512),(5 897.0064),(6 920.77295),(7 937.41675),(8 960.9297),(9 970.7423),(10 984.0403),(11 1010.6686),(12 1007.1468),(13 1048.0256),(14 1034.6367),(15 1048.4607),(16 1041.1993),(17 1060.6904),(18 1069.5223),(19 1070.1041),(20 1070.6731),(21 1071.9875),(22 1083.9192),(23 1069.1355),(24 1056.1787),(25 1044.0321),(26 1043.6862),(27 1047.0471),(28 1060.7632),(29 1060.6605),(30 1048.9559),(31 1039.4388),(32 1036.5763),(33 1032.8802),(34 1020.011),(35 1025.3474),(36 1019.135),(37 1009.77515),(38 1001.6512),(39 1018.4278),(40 1014.5309),(41 1010.4268),(42 1011.06665),(43 1018.63477),(44 1013.908),(45 1013.1051),(46 1018.6292),(47 1037.8032),(48 1045.23),(49 1049.0111),(50 1035.0336),(51 1043.0596),(52 1054.2875),(53 1043.653),(54 1031.5143),(55 1050.7148),(56 1053.7225),(57 1060.2423),(58 1072.1222),(59 1065.7439),(60 1052.19),(61 1049.5586),(62 1064.1968),(63 1068.1646),(64 1059.391),(65 1049.9873),(66 1052.999),(67 1071.4167),(68 1076.5375),(69 1073.568),(70 1077.487),(71 1078.1221),(72 1072.0686),(73 1083.108),(74 1079.9673),(75 1083.7053),(76 1077.6498),(77 1082.9127),(78 1087.1829),(79 1086.5708),
(1 522.72595),(2 689.4483),(3 787.1557),(4 846.38184),(5 876.66254),(6 907.8785),(7 926.1069),(8 940.04144),(9 950.2581),(10 981.2581),(11 990.7831),(12 993.9846),(13 1019.5262),(14 991.9777),(15 1009.6804),(16 1014.3056),(17 1026.9313),(18 1042.3217),(19 1032.036),(20 1045.7449),(21 1058.4247),(22 1051.185),(23 1025.8677),(24 1026.9806),(25 1042.4286),(26 1040.1129),(27 1061.5728),(28 1056.679),(29 1066.5748),(30 1058.4132),(31 1052.9668),(32 1053.9401),(33 1047.0367),(34 1041.8435),(35 1023.5973),(36 1007.26984),(37 1006.35443),(38 1003.6663),(39 1012.84973),(40 1025.0223),(41 1020.0449),(42 1029.3492),(43 1022.3676),(44 1018.424),(45 1015.26776),(46 1010.9627),(47 1018.24194),(48 1005.8687),(49 1004.4594),(50 1010.2827),(51 1022.0913),(52 1032.8813),(53 1035.6007),(54 1025.9209),(55 1032.1859),(56 1024.729),(57 1021.122),(58 1058.8401),(59 1048.9031),(60 1042.1249),(61 1053.9921),(62 1061.7446),(63 1059.7002),(64 1056.9181),(65 1048.7039),(66 1057.5374),(67 1068.506),(68 1075.2952),(69 1068.3939),(70 1068.504),(71 1068.487),(72 1061.1356),(73 1068.2117),(74 1055.9613),(75 1064.6469),(76 1071.9668),(77 1070.3549),(78 1074.4143),(79 1069.2828),
(1 523.3117),(2 684.33923),(3 765.8494),(4 815.6269),(5 850.2398),(6 871.641),(7 889.3386),(8 922.9823),(9 925.08124),(10 956.96515),(11 983.3406),(12 986.0392),(13 996.048),(14 972.71906),(15 975.3572),(16 984.2049),(17 992.2596),(18 1005.4518),(19 1007.0364),(20 1008.3405),(21 1016.68463),(22 1025.6056),(23 1013.53265),(24 1009.50134),(25 1007.3574),(26 1001.00854),(27 1017.4833),(28 1021.89374),(29 1024.5873),(30 1018.19946),(31 1012.84827),(32 1011.8489),(33 1004.7207),(34 1000.5821),(35 997.0879),(36 979.65796),(37 989.57166),(38 978.42554),(39 986.5449),(40 982.26624),(41 975.5045),(42 988.8122),(43 991.94507),(44 985.68207),(45 982.2233),(46 980.82587),(47 982.8571),(48 1001.63806),(49 992.71814),(50 992.5062),(51 1006.9894),(52 1017.7515),(53 1007.1583),(54 1005.25476),(55 1011.1656),(56 1035.4894),(57 1036.7645),(58 1057.5647),(59 1040.8074),(60 1042.855),(61 1054.1669),(62 1065.0698),(63 1069.2318),(64 1055.1539),(65 1053.0237),(66 1053.7645),(67 1049.6398),(68 1039.5621),(69 1039.1858),(70 1035.3932),(71 1040.1632),(72 1034.9459),(73 1038.8844),(74 1037.9916),(75 1034.8231),(76 1038.9116),(77 1050.6),(78 1057.2863),(79 1050.6958),
(1 516.63525),(2 677.69086),(3 766.3387),(4 800.4333),(5 834.6596),(6 851.22437),(7 873.58966),(8 904.01416),(9 908.65405),(10 942.5363),(11 956.16284),(12 957.8181),(13 974.32477),(14 974.24384),(15 985.153),(16 982.4148),(17 992.3799),(18 994.60016),(19 999.50867),(20 990.3495),(21 1006.2279),(22 1009.7171),(23 988.52765),(24 982.4983),(25 993.5644),(26 997.88666),(27 1015.148),(28 1033.582),(29 1006.9344),(30 1008.9521),(31 998.5724),(32 982.596),(33 981.34076),(34 982.93915),(35 965.04553),(36 954.3634),(37 954.7762),(38 960.18494),(39 952.36914),(40 952.72485),(41 961.80634),(42 953.69244),(43 965.00116),(44 962.4352),(45 965.01025),(46 978.72736),(47 974.24786),(48 979.38385),(49 993.6422),(50 987.3976),(51 994.52075),(52 990.0714),(53 991.3401),(54 984.6963),(55 990.7334),(56 1006.2578),(57 992.82007),(58 1007.177),(59 1012.14056),(60 1017.1731),(61 1016.8128),(62 1039.2712),(63 1035.2463),(64 1028.2236),(65 1024.6287),(66 1019.87164),(67 1019.75824),(68 1028.2544),(69 1029.0608),(70 1015.825),(71 1021.7368),(72 1022.38635),(73 1033.6687),(74 1025.8436),(75 1027.0618),(76 1023.9449),(77 1022.0246),(78 1026.545),(79 1013.99646),
(1 492.53894),(2 646.98114),(3 733.21295),(4 783.8065),(5 798.59625),(6 817.91736),(7 840.65186),(8 869.79016),(9 878.22626),(10 905.1226),(11 924.1158),(12 922.4825),(13 949.4122),(14 940.7533),(15 945.5746),(16 949.9629),(17 947.76306),(18 949.4547),(19 947.1594),(20 943.6447),(21 957.3454),(22 963.3794),(23 952.6961),(24 947.9547),(25 950.58276),(26 950.3286),(27 950.63513),(28 961.6954),(29 950.03094),(30 958.47687),(31 955.46747),(32 956.9526),(33 954.19635),(34 952.0524),(35 949.5238),(36 931.5169),(37 934.0598),(38 925.60657),(39 945.71155),(40 946.5754),(41 942.35864),(42 929.66174),(43 944.425),(44 930.3763),(45 921.38196),(46 932.12213),(47 946.2149),(48 951.1033),(49 964.0238),(50 964.1629),(51 975.8443),(52 971.783),(53 978.43036),(54 970.41174),(55 974.8464),(56 973.89105),(57 978.8797),(58 993.13776),(59 985.4298),(60 988.47345),(61 996.15106),(62 1004.5965),(63 997.07465),(64 1005.29224),(65 1002.4922),(66 1005.08563),(67 1016.49805),(68 1016.0391),(69 1015.70044),(70 1006.77527),(71 1004.69244),(72 1006.58484),(73 1009.86066),(74 1017.578),(75 1016.5267),(76 1011.8353),(77 1020.7297),(78 1024.141),(79 1027.0366),
(1 472.3551),(2 627.81494),(3 706.5624),(4 751.7637),(5 766.66895),(6 789.5801),(7 809.6727),(8 825.9609),(9 838.5503),(10 872.77277),(11 880.2277),(12 877.1924),(13 909.7858),(14 897.3128),(15 899.497),(16 886.9556),(17 897.0696),(18 894.28455),(19 891.469),(20 901.50446),(21 910.88745),(22 915.8534),(23 921.7129),(24 918.26117),(25 918.5639),(26 913.87286),(27 915.4961),(28 926.90533),(29 925.52985),(30 924.02203),(31 927.0124),(32 923.35693),(33 914.0245),(34 916.52844),(35 912.3923),(36 905.0162),(37 902.3125),(38 901.57684),(39 903.3142),(40 896.0469),(41 901.95575),(42 904.39856),(43 912.6228),(44 903.1434),(45 909.487),(46 919.1257),(47 921.6319),(48 922.35626),(49 921.52747),(50 932.9121),(51 926.35236),(52 932.6237),(53 935.0485),(54 939.34344),(55 933.79236),(56 928.25977),(57 929.9221),(58 963.0819),(59 963.02686),(60 952.80835),(61 971.2257),(62 976.19556),(63 964.3721),(64 968.2977),(65 960.18054),(66 959.2975),(67 971.5831),(68 977.39667),(69 974.2395),(70 970.8208),(71 970.7848),(72 976.2529),(73 984.2946),(74 989.60767),(75 983.1285),(76 975.4924),(77 986.0918),(78 993.5988),(79 1007.15814),
(1 473.47345),(2 619.64874),(3 696.7898),(4 746.4264),(5 767.2872),(6 787.29596),(7 797.8605),(8 825.60114),(9 839.6489),(10 863.1305),(11 871.91296),(12 872.2717),(13 899.68243),(14 891.9943),(15 890.8451),(16 883.37744),(17 896.0074),(18 900.2598),(19 898.18256),(20 901.05884),(21 917.59625),(22 911.6184),(23 920.50793),(24 921.6105),(25 919.9057),(26 910.3583),(27 918.2607),(28 914.17896),(29 904.31915),(30 904.8817),(31 907.353),(32 908.6006),(33 905.91614),(34 895.3435),(35 886.103),(36 880.9488),(37 886.25104),(38 880.50726),(39 886.7),(40 885.64307),(41 885.7323),(42 885.86597),(43 895.60815),(44 900.87805),(45 895.5353),(46 899.8246),(47 897.6997),(48 897.1734),(49 904.91034),(50 909.83875),(51 915.7039),(52 923.94135),(53 921.976),(54 918.5533),(55 926.6249),(56 926.63),(57 930.0799),(58 941.857),(59 941.0423),(60 941.24396),(61 962.0767),(62 968.0929),(63 962.4489),(64 977.27234),(65 960.86847),(66 961.82983),(67 974.8812),(68 982.6345),(69 980.02344),(70 967.4369),(71 966.1603),(72 958.4189),(73 958.0702),(74 963.126),(75 959.5905),(76 956.699),(77 961.9881),(78 977.8476),(79 980.6114),
(1 458.6624),(2 614.0696),(3 694.6437),(4 752.48694),(5 759.54114),(6 779.47314),(7 784.70703),(8 804.1182),(9 810.35974),(10 843.1585),(11 854.67303),(12 854.12396),(13 889.45966),(14 881.91675),(15 884.3447),(16 881.4348),(17 887.7315),(18 889.86395),(19 884.51184),(20 891.08875),(21 882.07135),(22 885.009),(23 882.40875),(24 879.10364),(25 876.4935),(26 888.76886),(27 903.69867),(28 906.1636),(29 900.1379),(30 898.5944),(31 902.0663),(32 892.9145),(33 892.5746),(34 880.46136),(35 867.91656),(36 853.7649),(37 861.88513),(38 862.25494),(39 855.8661),(40 871.92505),(41 863.26483),(42 867.31903),(43 871.88947),(44 877.8167),(45 867.7138),(46 864.4771),(47 873.8599),(48 890.28503),(49 885.31335),(50 893.1918),(51 895.7581),(52 888.47485),(53 892.1573),(54 898.79395),(55 897.9648),(56 891.6466),(57 889.92523),(58 894.0513),(59 901.81006),(60 905.5674),(61 915.98663),(62 923.8734),(63 918.9294),(64 914.89984),(65 907.6478),(66 911.78705),(67 913.4152),(68 913.1544),(69 924.48615),(70 923.87366),(71 923.6794),(72 927.5961),(73 933.6073),(74 931.32697),(75 924.7294),(76 935.19684),(77 934.56415),(78 934.7632),(79 943.62665),
(1 458.84656),(2 595.4265),(3 671.7859),(4 716.04504),(5 732.25507),(6 765.8569),(7 773.5484),(8 785.09155),(9 775.93726),(10 792.5488),(11 806.8631),(12 802.8958),(13 831.81494),(14 823.6528),(15 838.5069),(16 846.2359),(17 847.60754),(18 858.1633),(19 866.97186),(20 868.2722),(21 855.9525),(22 867.3241),(23 859.7842),(24 859.29004),(25 863.7271),(26 875.2059),(27 874.1804),(28 883.4665),(29 887.3006),(30 891.62775),(31 885.59064),(32 884.27716),(33 880.51447),(34 863.05896),(35 866.9956),(36 859.90656),(37 847.7233),(38 848.9907),(39 868.00323),(40 864.47876),(41 848.52435),(42 854.0901),(43 856.227),(44 843.2837),(45 848.28375),(46 848.3301),(47 851.8552),(48 848.29535),(49 850.31604),(50 865.60925),(51 853.67535),(52 853.6385),(53 854.4102),(54 857.48553),(55 851.3757),(56 853.82007),(57 851.6049),(58 864.8001),(59 866.0959),(60 856.3749),(61 862.6994),(62 864.8682),(63 870.64685),(64 862.86444),(65 854.5223),(66 863.6646),(67 869.81885),(68 870.99677),(69 872.8324),(70 875.18677),(71 878.3538),(72 874.30664),(73 885.9732),(74 881.7966),(75 877.9593),(76 879.7032),(77 883.6037),(78 884.4128),(79 889.09863),
(1 432.55588),(2 567.07007),(3 645.9051),(4 689.33826),(5 702.7352),(6 718.5671),(7 735.24963),(8 773.8314),(9 778.2664),(10 785.09753),(11 787.1476),(12 782.1959),(13 800.4134),(14 796.9352),(15 806.6509),(16 814.17365),(17 809.6718),(18 812.32306),(19 816.55566),(20 823.5577),(21 827.9573),(22 832.5539),(23 833.8295),(24 839.95526),(25 837.59955),(26 841.2776),(27 838.5792),(28 842.23236),(29 840.4641),(30 839.14526),(31 839.98816),(32 842.74445),(33 839.8057),(34 831.89264),(35 815.8966),(36 815.96136),(37 813.85724),(38 817.9648),(39 821.79095),(40 810.9642),(41 801.6923),(42 810.13086),(43 820.6263),(44 817.00183),(45 817.7164),(46 825.11285),(47 827.0618),(48 822.04065),(49 818.3403),(50 829.11505),(51 842.4139),(52 845.29083),(53 837.9964),(54 841.38635),(55 837.0674),(56 843.8158),(57 841.2517),(58 851.33435),(59 854.6507),(60 860.45496),(61 863.10944),(62 864.998),(63 861.12286),(64 854.3827),(65 853.38885),(66 864.57996),(67 871.26654),(68 864.157),(69 868.9877),(70 874.4791),(71 876.53424),(72 867.3721),(73 870.439),(74 865.15796),(75 867.01794),(76 883.4665),(77 890.3105),(78 890.62897),(79 898.84314),
(1 444.53763),(2 575.30676),(3 644.92303),(4 689.4431),(5 710.56354),(6 736.01166),(7 749.5923),(8 770.00476),(9 786.66296),(10 791.7817),(11 790.4328),(12 791.56287),(13 804.1658),(14 800.04456),(15 799.67615),(16 806.5222),(17 807.7385),(18 811.0131),(19 806.5671),(20 822.4775),(21 830.3195),(22 839.9593),(23 834.9111),(24 826.3155),(25 822.40424),(26 823.92377),(27 823.1411),(28 834.5244),(29 828.31256),(30 828.8133),(31 831.30505),(32 817.4916),(33 811.1472),(34 793.5615),(35 787.7406),(36 790.78937),(37 790.8674),(38 784.90076),(39 797.8233),(40 799.10876),(41 794.21204),(42 797.7826),(43 814.6404),(44 797.8293),(45 797.3444),(46 802.25494),(47 808.8428),(48 816.8148),(49 819.1277),(50 829.9257),(51 841.028),(52 840.5528),(53 830.3405),(54 841.6929),(55 841.3754),(56 840.2437),(57 837.5801),(58 850.33167),(59 857.961),(60 853.9903),(61 856.1226),(62 855.82227),(63 858.37823),(64 844.35425),(65 846.6604),(66 851.41974),(67 864.925),(68 867.26306),(69 863.71014),(70 876.07117),(71 876.3791),(72 872.26953),(73 880.5968),(74 868.8527),(75 876.42334),(76 877.8922),(77 879.7513),(78 884.07214),(79 885.11664),
(1 422.4449),(2 559.2495),(3 626.35175),(4 664.17896),(5 689.74695),(6 703.8574),(7 715.0102),(8 748.1034),(9 754.80145),(10 776.0835),(11 772.4776),(12 771.9974),(13 785.24994),(14 777.22314),(15 776.2129),(16 780.87805),(17 785.9255),(18 777.9555),(19 788.4578),(20 797.0786),(21 789.2321),(22 799.1376),(23 798.09973),(24 795.618),(25 792.9051),(26 791.32623),(27 793.7521),(28 806.6628),(29 808.0907),(30 813.1714),(31 815.56995),(32 810.0045),(33 806.86127),(34 794.8195),(35 787.5018),(36 780.8396),(37 781.5848),(38 775.3559),(39 780.68225),(40 777.224),(41 770.9819),(42 772.49036),(43 775.98334),(44 766.01587),(45 774.9037),(46 784.3139),(47 789.6869),(48 794.9865),(49 796.23663),(50 803.4088),(51 808.1821),(52 810.6401),(53 810.3624),(54 814.19977),(55 822.8049),(56 819.104),(57 812.2349),(58 821.2361),(59 824.35895),(60 822.8591),(61 823.6976),(62 829.06805),(63 820.95703),(64 820.31354),(65 811.5402),(66 824.03564),(67 838.5997),(68 839.8694),(69 845.893),(70 848.9163),(71 850.9196),(72 855.0183),(73 856.8486),(74 856.839),(75 850.68445),(76 854.63135),(77 859.58575),(78 858.8253),(79 856.5452),
(1 412.57825),(2 549.59485),(3 626.65955),(4 671.6698),(5 690.82),(6 705.47784),(7 719.3199),(8 743.18195),(9 757.62805),(10 773.53546),(11 781.39294),(12 773.8878),(13 787.2445),(14 778.8234),(15 781.71387),(16 780.8264),(17 787.4854),(18 796.1359),(19 800.6616),(20 814.06006),(21 807.00757),(22 803.4631),(23 797.65546),(24 794.95764),(25 786.4823),(26 785.1276),(27 790.45593),(28 800.78766),(29 800.06433),(30 794.2222),(31 796.7885),(32 795.74536),(33 795.2438),(34 783.3661),(35 772.2615),(36 764.6186),(37 767.56976),(38 763.95795),(39 766.15076),(40 764.7253),(41 758.946),(42 758.3278),(43 765.8291),(44 761.00415),(45 764.0838),(46 768.4828),(47 769.3825),(48 782.922),(49 775.46674),(50 774.6273),(51 783.8125),(52 780.11774),(53 780.5754),(54 785.7294),(55 784.8539),(56 790.48785),(57 789.8537),(58 812.6772),(59 804.2472),(60 795.6809),(61 806.45953),(62 808.48914),(63 806.7293),(64 795.89325),(65 801.5887),(66 801.84375),(67 799.4064),(68 800.27875),(69 807.2268),(70 801.20996),(71 813.29785),(72 814.02747),(73 817.6045),(74 819.0852),(75 814.01324),(76 812.2711),(77 831.596),(78 834.45825),(79 832.84),
(1 409.75098),(2 545.57837),(3 618.65204),(4 658.67773),(5 676.3035),(6 690.8671),(7 690.5047),(8 704.06555),(9 720.7925),(10 740.2453),(11 745.9889),(12 743.8185),(13 755.1977),(14 752.8516),(15 743.0237),(16 750.8088),(17 752.53094),(18 753.92365),(19 772.55334),(20 774.2681),(21 766.0484),(22 771.669),(23 770.24036),(24 762.9138),(25 757.82196),(26 757.598),(27 761.26764),(28 767.8809),(29 770.39124),(30 778.2714),(31 770.9321),(32 770.36847),(33 782.36316),(34 774.3562),(35 764.7775),(36 763.0262),(37 762.8951),(38 761.76306),(39 762.55286),(40 758.84607),(41 753.8799),(42 756.74835),(43 756.4755),(44 760.32404),(45 760.146),(46 767.2025),(47 764.0901),(48 773.77576),(49 771.11633),(50 768.6557),(51 776.709),(52 779.0231),(53 776.72437),(54 775.8293),(55 774.45184),(56 783.81305),(57 788.2392),(58 809.4582),(59 808.6119),(60 793.4069),(61 796.201),(62 792.9354),(63 791.1114),(64 771.3881),(65 765.6006),(66 769.6476),(67 767.6487),(68 771.1618),(69 785.1161),(70 788.2263),(71 793.18835),(72 799.45264),(73 805.55896),(74 801.6469),(75 805.6197),(76 801.32605),(77 814.17554),(78 816.48724),(79 826.5833),
(1 394.00748),(2 525.5993),(3 584.55676),(4 624.6357),(5 647.77966),(6 659.60333),(7 669.34296),(8 680.21094),(9 685.8794),(10 702.1919),(11 700.6052),(12 694.7028),(13 709.1272),(14 708.1925),(15 707.01086),(16 713.8512),(17 716.68774),(18 715.4567),(19 714.08075),(20 724.53656),(21 727.95667),(22 730.95026),(23 735.52936),(24 733.7084),(25 735.0902),(26 738.045),(27 737.9368),(28 740.49854),(29 743.53827),(30 752.0987),(31 754.1422),(32 747.84503),(33 749.84094),(34 748.25104),(35 735.43945),(36 725.43787),(37 738.6122),(38 738.236),(39 733.07983),(40 728.9768),(41 727.8157),(42 720.3103),(43 728.59015),(44 731.1864),(45 722.1566),(46 734.4961),(47 746.7977),(48 751.60834),(49 752.4353),(50 741.5773),(51 742.1096),(52 737.39154),(53 746.65753),(54 744.5049),(55 738.9113),(56 746.9664),(57 755.6673),(58 756.85675),(59 759.9711),(60 749.6236),(61 753.076),(62 755.0559),(63 760.86066),(64 751.7125),(65 745.145),(66 756.551),(67 755.07745),(68 754.7314),(69 761.2777),(70 763.2184),(71 763.00464),(72 766.6181),(73 776.06744),(74 774.5123),(75 777.145),(76 784.3959),(77 796.72327),(78 793.29175),(79 796.2977),
(1 387.22656),(2 513.85077),(3 581.8453),(4 622.1357),(5 635.6333),(6 652.72003),(7 661.3565),(8 678.8184),(9 688.7305),(10 704.02374),(11 713.55255),(12 717.9056),(13 731.4171),(14 721.0023),(15 720.2993),(16 726.38635),(17 725.75183),(18 724.4074),(19 729.1714),(20 735.1892),(21 733.83954),(22 721.07916),(23 726.04126),(24 729.65985),(25 726.5264),(26 733.20636),(27 731.0267),(28 738.5079),(29 734.16284),(30 733.09326),(31 725.0996),(32 728.0697),(33 716.00525),(34 722.1833),(35 728.0344),(36 724.8488),(37 721.1341),(38 716.61285),(39 715.7968),(40 717.02985),(41 718.189),(42 719.8496),(43 723.2176),(44 717.3463),(45 723.5799),(46 730.383),(47 737.7456),(48 740.0954),(49 733.84503),(50 736.5919),(51 739.2989),(52 741.11053),(53 740.1188),(54 742.7536),(55 740.31726),(56 739.496),(57 747.41815),(58 750.81775),(59 751.1013),(60 752.6025),(61 747.9155),(62 750.6431),(63 756.4964),(64 748.6104),(65 743.0484),(66 738.3525),(67 740.80597),(68 743.1996),(69 752.30927),(70 748.7215),(71 753.7633),(72 752.87994),(73 762.7633),(74 767.0166),(75 758.2282),(76 762.5871),(77 769.3787),(78 776.3566),(79 777.95514),
(1 378.8362),(2 496.5542),(3 566.8818),(4 600.54297),(5 621.66095),(6 648.4264),(7 653.6981),(8 667.06805),(9 685.80334),(10 696.19476),(11 702.96606),(12 704.7431),(13 721.82605),(14 705.3624),(15 703.4206),(16 712.1904),(17 712.83466),(18 717.19775),(19 716.1724),(20 718.1662),(21 712.99835),(22 713.0575),(23 721.8789),(24 710.97284),(25 713.7241),(26 721.71344),(27 725.7584),(28 731.085),(29 731.4072),(30 736.3979),(31 733.0425),(32 718.682),(33 719.12366),(34 714.578),(35 715.8207),(36 714.41223),(37 724.2539),(38 718.72986),(39 715.1402),(40 717.8745),(41 720.1519),(42 718.6431),(43 707.13666),(44 710.26624),(45 712.45105),(46 720.6138),(47 727.2246),(48 736.8381),(49 722.1639),(50 725.8824),(51 722.28436),(52 725.23944),(53 729.1843),(54 725.8344),(55 726.67847),(56 722.89075),(57 734.1598),(58 739.2356),(59 744.0036),(60 736.46277),(61 737.24426),(62 729.6517),(63 734.58105),(64 730.58673),(65 735.445),(66 736.9723),(67 732.86163),(68 733.56775),(69 737.34894),(70 739.7918),(71 748.8894),(72 757.3974),(73 765.9063),(74 759.5021),(75 758.3801),(76 765.8917),(77 781.85547),(78 789.26044),(79 792.21967),
(1 366.9678),(2 486.46344),(3 557.7374),(4 591.4869),(5 609.7825),(6 628.7763),(7 638.61035),(8 649.08923),(9 651.6852),(10 676.7235),(11 681.1665),(12 681.27106),(13 688.71277),(14 674.51996),(15 668.53217),(16 665.2825),(17 677.60065),(18 683.009),(19 679.57227),(20 687.68835),(21 688.1505),(22 690.0885),(23 694.81256),(24 696.6631),(25 694.9771),(26 705.32336),(27 710.217),(28 710.52313),(29 709.7679),(30 710.2905),(31 719.48486),(32 709.4492),(33 704.72266),(34 706.94775),(35 701.92664),(36 693.372),(37 694.4927),(38 697.2172),(39 694.43427),(40 696.1112),(41 687.3158),(42 696.6439),(43 699.3823),(44 696.53937),(45 689.8232),(46 701.7662),(47 712.0295),(48 713.12915),(49 717.00336),(50 718.6035),(51 720.0883),(52 723.94366),(53 722.554),(54 719.36755),(55 720.86774),(56 717.98584),(57 713.8227),(58 719.2923),(59 711.6843),(60 712.17737),(61 716.5488),(62 720.0836),(63 715.3656),(64 709.5547),(65 710.59705),(66 716.5056),(67 718.5385),(68 719.2114),(69 718.70776),(70 726.4752),(71 741.79944),(72 740.87836),(73 742.2549),(74 738.63446),(75 737.9834),(76 734.51434),(77 740.85114),(78 747.79205),(79 748.67645),
