1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4282.4844),(2 5241.1855),(3 5899.694),(4 6202.0347),(5 6390.554),(6 6496.8696),(7 6745.207),(8 7023.123),(9 7247.5454),(10 7584.458),(11 7990.753),(12 8274.718),(13 8431.522),(14 8740.437),(15 8973.275),(16 9051.574),(17 9125.477),(18 9239.155),(19 9289.61),(20 9440.174),(21 9507.435),(22 9622.335),(23 9643.76),(24 9858.772),(25 9679.678),(26 9811.267),(27 9775.87),(28 9731.275),(29 9687.129),(30 9586.803),(31 9619.878),(32 9541.203),(33 9512.929),(34 9494.822),(35 9360.681),(36 9258.879),(37 9146.967),(38 9161.687),(39 9118.157),(40 8918.218),(41 8831.898),(42 8801.502),(43 8668.273),(44 8560.492),(45 8552.425),(46 8526.987),(47 8542.864),(48 8540.465),(49 8472.336),(50 8419.711),(51 8501.961),(52 8420.53),(53 8410.825),(54 8499.845),(55 8447.245),(56 8487.208),(57 8448.898),(58 8312.309),(59 8352.958),(60 8345.594),(61 8351.642),(62 8274.157),(63 8233.821),(64 8204.806),(65 8270.125),(66 8248.968),(67 8224.834),(68 8268.235),(69 8290.8545),(70 8382.682),(71 8279.791),(72 8301.836),(73 8280.844),(74 8210.831),(75 8202.495),(76 8344.098),(77 8413.695),(78 8345.61),(79 8290.294),
(1 4269.318),(2 5366.3926),(3 5936.918),(4 6350.2466),(5 6557.5464),(6 6762.9507),(7 6800.4043),(8 7071.041),(9 7289.4478),(10 7677.8853),(11 7990.6743),(12 8243.167),(13 8430.114),(14 8606.346),(15 8644.23),(16 8691.452),(17 8787.669),(18 8926.108),(19 8986.358),(20 8962.443),(21 9091.3125),(22 9111.964),(23 9186.639),(24 9208.248),(25 9102.238),(26 9014.179),(27 9215.009),(28 9243.55),(29 9078.165),(30 9045.478),(31 9091.373),(32 9137.885),(33 9262.679),(34 9074.663),(35 8952.157),(36 8834.763),(37 8660.173),(38 8608.628),(39 8672.093),(40 8550.841),(41 8474.213),(42 8484.668),(43 8304.176),(44 8186.7065),(45 8242.713),(46 8193.047),(47 8125.8237),(48 8089.7627),(49 8138.7725),(50 8094.9),(51 8159.3325),(52 8150.7813),(53 8107.6396),(54 8178.993),(55 8219.151),(56 8197.745),(57 8102.9414),(58 8123.5415),(59 8123.26),(60 8062.5137),(61 8117.9575),(62 8158.2617),(63 8115.7915),(64 8102.7656),(65 8123.9556),(66 8062.679),(67 8175.0107),(68 8126.3916),(69 8197.916),(70 8207.511),(71 8198.725),(72 8209.883),(73 8200.229),(74 8144.246),(75 8315.95),(76 8431.256),(77 8414.567),(78 8361.502),(79 8364.959),
(1 4241.9854),(2 5283.9097),(3 5908.238),(4 6235.001),(5 6408.936),(6 6679.3945),(7 6844.7676),(8 7261.515),(9 7614.304),(10 8016.7837),(11 8305.805),(12 8554.45),(13 8651.218),(14 8958.781),(15 8928.911),(16 9093.949),(17 9193.791),(18 9334.809),(19 9339.113),(20 9345.271),(21 9449.397),(22 9511.483),(23 9673.286),(24 9589.061),(25 9465.302),(26 9592.607),(27 9742.931),(28 9751.111),(29 9508.401),(30 9466.949),(31 9448.759),(32 9313.165),(33 9394.41),(34 9174.119),(35 9058.859),(36 9010.442),(37 8890.259),(38 8837.419),(39 8945.166),(40 8827.401),(41 8785.377),(42 8771.413),(43 8672.8125),(44 8527.183),(45 8510.562),(46 8471.1875),(47 8504.317),(48 8574.575),(49 8563.834),(50 8574.935),(51 8588.7295),(52 8621.912),(53 8698.035),(54 8690.775),(55 8681.477),(56 8665.777),(57 8715.618),(58 8640.148),(59 8693.605),(60 8607.13),(61 8701.949),(62 8692.458),(63 8783.222),(64 8869.781),(65 8881.298),(66 8932.337),(67 8931.19),(68 8956.941),(69 9027.333),(70 9012.418),(71 9031.44),(72 9075.159),(73 9068.539),(74 9000.404),(75 8940.451),(76 9010.321),(77 9019.851),(78 8947.472),(79 9014.594),
(1 3967.9841),(2 4884.725),(3 5484.9907),(4 5757.8423),(5 5914.012),(6 6090.091),(7 6423.9175),(8 6655.8926),(9 6834.2173),(10 7222.359),(11 7436.3125),(12 7643.999),(13 8023.4463),(14 8178.809),(15 8207.156),(16 8392.044),(17 8508.585),(18 8664.394),(19 8715.576),(20 8611.856),(21 8661.088),(22 8769.548),(23 8817.685),(24 8849.639),(25 8730.702),(26 8754.686),(27 8724.791),(28 8873.736),(29 8900.527),(30 8764.191),(31 8654.896),(32 8560.053),(33 8669.438),(34 8521.162),(35 8402.374),(36 8377.08),(37 8372.627),(38 8333.239),(39 8357.956),(40 8281.598),(41 8224.558),(42 8127.182),(43 7958.369),(44 7922.32),(45 8003.0635),(46 7934.2446),(47 7875.9136),(48 7788.3384),(49 7887.7314),(50 7917.6484),(51 7913.9585),(52 7876.274),(53 7908.3354),(54 7982.4805),(55 7914.8726),(56 7876.095),(57 7874.4653),(58 7828.8867),(59 7839.8887),(60 7905.461),(61 7917.6616),(62 7897.1475),(63 8019.848),(64 8059.7295),(65 8102.333),(66 8292.401),(67 8249.652),(68 8206.348),(69 8219.235),(70 8313.092),(71 8318.009),(72 8365.946),(73 8327.864),(74 8285.944),(75 8268.673),(76 8250.022),(77 8206.376),(78 8146.477),(79 8086.1626),
(1 4069.4417),(2 4960.6846),(3 5652.085),(4 5873.529),(5 6027.456),(6 6228.701),(7 6473.1),(8 6754.155),(9 6898.199),(10 7054.94),(11 7429.1367),(12 7699.5576),(13 7805.091),(14 7968.6797),(15 8039.5684),(16 8161.2573),(17 8292.363),(18 8385.244),(19 8465.3),(20 8467.435),(21 8496.847),(22 8686.321),(23 8636.575),(24 8515.077),(25 8509.729),(26 8606.483),(27 8677.168),(28 8703.002),(29 8592.73),(30 8594.305),(31 8530.82),(32 8442.054),(33 8437.191),(34 8417.328),(35 8274.584),(36 8156.29),(37 8126.1426),(38 8127.662),(39 8133.0557),(40 7893.845),(41 7768.0195),(42 7607.6265),(43 7545.3174),(44 7521.683),(45 7548.0073),(46 7553.071),(47 7496.2593),(48 7517.6772),(49 7461.2275),(50 7449.7056),(51 7435.9434),(52 7494.175),(53 7493.0625),(54 7542.687),(55 7525.216),(56 7557.185),(57 7524.685),(58 7547.9336),(59 7473.969),(60 7552.3926),(61 7572.381),(62 7501.676),(63 7615.4443),(64 7601.378),(65 7652.199),(66 7817.199),(67 7899.4204),(68 7974.7554),(69 8025.407),(70 7944.2964),(71 7862.839),(72 7978.7056),(73 7977.719),(74 7915.123),(75 7927.2036),(76 7988.335),(77 7993.1343),(78 8006.4424),(79 8051.214),
(1 3838.381),(2 4602.5674),(3 5223.765),(4 5473.8433),(5 5472.3413),(6 5633.6787),(7 6028.358),(8 6396.341),(9 6609.9307),(10 6824.5693),(11 6970.8916),(12 7230.34),(13 7461.106),(14 7587.281),(15 7655.509),(16 7784.055),(17 7835),(18 7888.4937),(19 7961.8965),(20 8028.5693),(21 8023.94),(22 8046.4473),(23 8012.9033),(24 8013.9214),(25 8033.2676),(26 8140.1606),(27 8189.8965),(28 8194.94),(29 8138.142),(30 8200.796),(31 8305.863),(32 8231.5),(33 8176.6724),(34 8073.0313),(35 7961.421),(36 7825.3174),(37 7741.938),(38 7670.3384),(39 7653.2793),(40 7481.2124),(41 7405.401),(42 7278.1313),(43 7291.894),(44 7279.4595),(45 7298.751),(46 7223.9023),(47 7219.1196),(48 7179.243),(49 7170.528),(50 7278.5034),(51 7294.1074),(52 7268.292),(53 7243.54),(54 7202.132),(55 7277.7456),(56 7274.531),(57 7326.0186),(58 7345.003),(59 7230.117),(60 7133.6895),(61 7140.542),(62 7250.7964),(63 7302.363),(64 7251.8457),(65 7289.2983),(66 7475.0815),(67 7592.187),(68 7747.4707),(69 7684.391),(70 7704.9834),(71 7710.6094),(72 7616.5635),(73 7646.1465),(74 7698.375),(75 7691.604),(76 7754.8467),(77 7696.513),(78 7689.479),(79 7668.8413),
(1 3823.0144),(2 4589.2046),(3 5172.016),(4 5321.06),(5 5429.1284),(6 5691.4287),(7 5902.294),(8 6208.743),(9 6455.087),(10 6750.523),(11 6940.876),(12 7214.4204),(13 7262.706),(14 7379.646),(15 7510.3843),(16 7603.824),(17 7681.588),(18 7717.098),(19 7871.317),(20 7898.964),(21 7903.2427),(22 7856.487),(23 7894.6377),(24 8008.6616),(25 7951.896),(26 8019.2954),(27 7963.397),(28 7899.6494),(29 7910.2554),(30 7869.4023),(31 7978.3325),(32 7985.392),(33 7820.4917),(34 7726.9473),(35 7747.8223),(36 7772.075),(37 7616.6675),(38 7542.6987),(39 7402.8447),(40 7350.7734),(41 7347.037),(42 7134.68),(43 7091.233),(44 7038.932),(45 7047.8994),(46 7002.6016),(47 6960.24),(48 6925.3345),(49 6996.857),(50 7040.7715),(51 7103.594),(52 7059.216),(53 7115.482),(54 7070.6265),(55 7122.6133),(56 7142.5728),(57 7160.9272),(58 7209.6235),(59 7103.818),(60 7139.569),(61 7211.264),(62 7285.9385),(63 7245.7017),(64 7244.506),(65 7291.3706),(66 7388.432),(67 7430.9463),(68 7441.311),(69 7474.6),(70 7458.961),(71 7448.7275),(72 7518.3477),(73 7540.9985),(74 7596.0977),(75 7629.546),(76 7618.7183),(77 7608.7583),(78 7710.822),(79 7700.899),
(1 3725.557),(2 4558.7993),(3 5055.7363),(4 5266.194),(5 5424.5625),(6 5597.339),(7 5880.314),(8 6261.5713),(9 6497.9165),(10 6850.717),(11 7019.1416),(12 7214.2324),(13 7387.4307),(14 7653.1763),(15 7720.223),(16 7848.129),(17 8024.8647),(18 7947.3423),(19 8031.5376),(20 8232.089),(21 8201.116),(22 8234.974),(23 8200.779),(24 8163.566),(25 8158.0605),(26 8167.26),(27 8193.345),(28 8215.982),(29 8179.9688),(30 8103.92),(31 8032.699),(32 7973.7393),(33 8053.6777),(34 8047.2),(35 8102.6245),(36 7979.9644),(37 7819.737),(38 7723.2173),(39 7629.671),(40 7583.845),(41 7602.1743),(42 7431.106),(43 7355.992),(44 7308.1167),(45 7344.37),(46 7245.4023),(47 7184.2207),(48 7064.1704),(49 7090.364),(50 7071.8257),(51 7072.2373),(52 7047.724),(53 7044.6807),(54 7058.4126),(55 7083.2407),(56 7048.386),(57 6967.4126),(58 6979.9683),(59 6974.8027),(60 7072.29),(61 7004.0654),(62 6990.193),(63 7005.9644),(64 7015.176),(65 7112.5967),(66 7124.2974),(67 7085.822),(68 7073.4414),(69 7199.1147),(70 7215.723),(71 7189.4126),(72 7279.6206),(73 7194.672),(74 7181.649),(75 7279.2544),(76 7305.712),(77 7335.1025),(78 7363.1436),(79 7331.1377),
(1 3635.4746),(2 4426.5317),(3 4904.999),(4 5147.8433),(5 5310.07),(6 5521.2305),(7 5852.0557),(8 6236.8174),(9 6583.835),(10 6847.609),(11 7173.137),(12 7354.6226),(13 7588.013),(14 7713.5186),(15 7872.7065),(16 7970.1567),(17 8119.9697),(18 8224.322),(19 8222.927),(20 8424.856),(21 8337.423),(22 8295.16),(23 8344.188),(24 8425.586),(25 8511.353),(26 8483.523),(27 8483.036),(28 8419.201),(29 8427.098),(30 8405.413),(31 8409.322),(32 8312.168),(33 8267.399),(34 8178.0835),(35 8106.951),(36 8061.6523),(37 7894.8467),(38 7857.9697),(39 7722.0938),(40 7639.728),(41 7493.2427),(42 7420.4683),(43 7482.8643),(44 7416.4766),(45 7307.0356),(46 7228.2476),(47 7234.0557),(48 7162.5127),(49 7166.1313),(50 7119.3955),(51 7079.2656),(52 7026.496),(53 7008.6836),(54 7005.44),(55 7085.702),(56 7075.742),(57 6967.4663),(58 6967.3755),(59 6991.7354),(60 7038.8716),(61 7018.541),(62 6969.274),(63 7116.0444),(64 7163.663),(65 7163.274),(66 7236.536),(67 7287.8574),(68 7382.412),(69 7402.642),(70 7419.8916),(71 7407.3433),(72 7476.4175),(73 7441.079),(74 7465.623),(75 7556.5913),(76 7571.476),(77 7615.4688),(78 7628.6367),(79 7680.834),
(1 3641.9954),(2 4360.7373),(3 4974.568),(4 5186.0205),(5 5324.9224),(6 5420.9434),(7 5825.116),(8 6305.087),(9 6594.2686),(10 6852.218),(11 7203.958),(12 7398.0957),(13 7664.0977),(14 7798.512),(15 7863.8506),(16 7994.5737),(17 8198.622),(18 8383.674),(19 8355.131),(20 8421.382),(21 8367.531),(22 8374.611),(23 8483.873),(24 8439.939),(25 8484),(26 8511.862),(27 8445.434),(28 8446.495),(29 8459.613),(30 8400.299),(31 8392.932),(32 8400.137),(33 8220.922),(34 8167.4688),(35 8093.2207),(36 8035.3975),(37 7908.3433),(38 7860.747),(39 7776.5396),(40 7622.9014),(41 7454.218),(42 7463.051),(43 7474.4365),(44 7450.6724),(45 7422.275),(46 7292.6035),(47 7347.2046),(48 7269.04),(49 7265.7896),(50 7208.935),(51 7226.4907),(52 7250.7866),(53 7168.663),(54 7204.3687),(55 7142.247),(56 7220.469),(57 7011.5376),(58 6973.4956),(59 7004.081),(60 7030.35),(61 7085.259),(62 6989.8745),(63 6972.093),(64 7017.579),(65 7034.455),(66 7060.252),(67 7120.4966),(68 7053.7944),(69 7119.8516),(70 7130.7134),(71 7245.1753),(72 7169.894),(73 7244.7446),(74 7284.3457),(75 7322.6753),(76 7283.694),(77 7427.1074),(78 7516.8086),(79 7508.302),
(1 3542.7402),(2 4402.737),(3 4953.599),(4 5132.832),(5 5197.689),(6 5519.8125),(7 5789.7705),(8 6129.022),(9 6490.3),(10 6788.4556),(11 7089.7686),(12 7335.058),(13 7545.2637),(14 7637.528),(15 7751.8506),(16 8039.145),(17 8168.07),(18 8253.602),(19 8254.246),(20 8232.018),(21 8154.7695),(22 8145.966),(23 8140.99),(24 8280.432),(25 8290.741),(26 8282.314),(27 8164.241),(28 8201.288),(29 8152.6255),(30 8146.0127),(31 8136.2305),(32 8098.552),(33 7901.5635),(34 7778.767),(35 7731.984),(36 7740.1567),(37 7666.429),(38 7623.8433),(39 7592.045),(40 7368.3457),(41 7291.7705),(42 7254.4473),(43 7206.3774),(44 7181.9434),(45 7152.437),(46 7131.455),(47 7123.192),(48 7016.927),(49 7088.208),(50 6974.869),(51 6988.4795),(52 6936.2983),(53 6846.3276),(54 6880.9023),(55 6881.522),(56 6858.4316),(57 6843.396),(58 6743.7583),(59 6695.764),(60 6744.749),(61 6808.0317),(62 6716.1655),(63 6771.2637),(64 6936.1353),(65 6924.6714),(66 6962.374),(67 6995.0396),(68 6923.241),(69 7068.967),(70 7175.627),(71 7244.5864),(72 7267.643),(73 7307.9116),(74 7293.631),(75 7380.2065),(76 7467.5747),(77 7469.69),(78 7422.9707),(79 7380.7134),
(1 3435.8218),(2 4152.45),(3 4675.909),(4 4890.543),(5 4976.256),(6 5259.8184),(7 5543.483),(8 5809.445),(9 6124.8633),(10 6372.3916),(11 6671.0566),(12 6804.054),(13 7044.3804),(14 7157.1055),(15 7277.4727),(16 7463.107),(17 7534.168),(18 7653.5254),(19 7644.145),(20 7654.3857),(21 7652.0244),(22 7703.522),(23 7714.9453),(24 7801.208),(25 7801.876),(26 7834.148),(27 7759.4316),(28 7846.9624),(29 7914.043),(30 7922.1724),(31 7862.062),(32 7776.2593),(33 7536.115),(34 7518.9575),(35 7387.2466),(36 7351.2793),(37 7290.4966),(38 7181.248),(39 7127.8823),(40 7056.325),(41 6990.064),(42 6913.3784),(43 6814.6396),(44 6763.75),(45 6725.8237),(46 6716.565),(47 6700.6978),(48 6590.85),(49 6641.0986),(50 6592.79),(51 6618.958),(52 6730.1914),(53 6622.804),(54 6612.1416),(55 6632.667),(56 6695.7324),(57 6663.9785),(58 6703.2495),(59 6741.043),(60 6809.088),(61 6691.3438),(62 6661.5347),(63 6751.1704),(64 6868.793),(65 6896.3525),(66 6944.5),(67 7106.4434),(68 7079.1196),(69 7001.219),(70 7118.792),(71 7094.863),(72 7189.725),(73 7176.819),(74 7220.763),(75 7172.8296),(76 7201.99),(77 7149.5957),(78 7144.3193),(79 7149.1465),
(1 3340.7124),(2 4093.5718),(3 4530.3384),(4 4768.612),(5 4794.17),(6 4995.6797),(7 5100.4287),(8 5363.5967),(9 5694.7744),(10 5885.6445),(11 6124.922),(12 6255.8374),(13 6338.525),(14 6521.319),(15 6663.609),(16 6805.3687),(17 6889.916),(18 6924.3096),(19 6923.7695),(20 6928.4946),(21 6979.164),(22 7033.9297),(23 7003.9707),(24 7016.9063),(25 7051.4585),(26 7069.361),(27 7183.7656),(28 7108.422),(29 7085.096),(30 7061.1797),(31 7083.286),(32 7063.756),(33 7004.865),(34 7080.039),(35 7032.5166),(36 6977.9395),(37 6933.615),(38 6738.952),(39 6695.0356),(40 6555.383),(41 6451.7456),(42 6396.5327),(43 6382.0444),(44 6342.88),(45 6346.6797),(46 6331.649),(47 6318.335),(48 6308.7334),(49 6258.6685),(50 6208.807),(51 6379.6694),(52 6502.354),(53 6460.6733),(54 6412.1196),(55 6413.2188),(56 6406.069),(57 6373.1265),(58 6501.137),(59 6550.2466),(60 6443.1035),(61 6448.411),(62 6460.6846),(63 6486.131),(64 6566.5596),(65 6549.353),(66 6560.276),(67 6613.597),(68 6666.204),(69 6702.988),(70 6814.103),(71 6841.1714),(72 6800.1885),(73 6843.6704),(74 6837.2505),(75 6816.477),(76 6862.801),(77 6922.057),(78 6878.5254),(79 6798.275),
(1 3234.9326),(2 3899.266),(3 4377.173),(4 4671.0693),(5 4779.822),(6 4923.9014),(7 5179.2393),(8 5563.968),(9 5789.7896),(10 6071.8345),(11 6242.3804),(12 6425.5254),(13 6629.9746),(14 6759.784),(15 6886.083),(16 6995.3657),(17 7050.982),(18 7212.1123),(19 7275.283),(20 7446.7935),(21 7422.489),(22 7388.0547),(23 7391.321),(24 7469.571),(25 7482.1265),(26 7456.32),(27 7527.7925),(28 7462.8555),(29 7367.188),(30 7281.5015),(31 7270.3955),(32 7231.7104),(33 7134.756),(34 7060.667),(35 6953.302),(36 6879.123),(37 6810.0493),(38 6702.385),(39 6627.881),(40 6566.3574),(41 6511.129),(42 6460.8457),(43 6356.0835),(44 6251.728),(45 6245.2705),(46 6211.263),(47 6190.4966),(48 6228.143),(49 6229.156),(50 6178.5483),(51 6245.8315),(52 6257.3325),(53 6185.6733),(54 6185.523),(55 6185.4604),(56 6165.3203),(57 6170.6514),(58 6213.0015),(59 6259.695),(60 6297.0137),(61 6184.159),(62 6268.966),(63 6203.3823),(64 6220.6133),(65 6225.0664),(66 6244.2446),(67 6340.409),(68 6386.6665),(69 6445.5283),(70 6507.042),(71 6551.691),(72 6575.494),(73 6559.0386),(74 6573.0337),(75 6584.1504),(76 6600.329),(77 6662.7544),(78 6647.421),(79 6658.8228),
(1 3228.8848),(2 3921.2278),(3 4347.1772),(4 4609.714),(5 4856.5313),(6 4966.8296),(7 5185.074),(8 5548.3076),(9 5848.8516),(10 6203.808),(11 6443.6016),(12 6628.6724),(13 6913.979),(14 7102.528),(15 7302.9395),(16 7452.35),(17 7531.6377),(18 7654.9624),(19 7743.9214),(20 7833.8706),(21 7863.361),(22 7831.6323),(23 7862.9785),(24 7898.151),(25 7746.694),(26 7780.5337),(27 7781.842),(28 7804.6196),(29 7783.592),(30 7686.158),(31 7576.778),(32 7523.9644),(33 7434.0073),(34 7324.403),(35 7198.2617),(36 7075.7183),(37 6945.5044),(38 6850.9194),(39 6812.3574),(40 6741.553),(41 6628.732),(42 6586.527),(43 6561.9116),(44 6491.8896),(45 6426.608),(46 6355.1777),(47 6368.2),(48 6367.275),(49 6332.069),(50 6397.645),(51 6390.6323),(52 6362.44),(53 6314.969),(54 6364.345),(55 6268.343),(56 6266.871),(57 6207.2915),(58 6251.659),(59 6204.509),(60 6204.889),(61 6179.3604),(62 6182.5737),(63 6218.062),(64 6211.828),(65 6257.267),(66 6346.237),(67 6504.1216),(68 6529.643),(69 6592.8984),(70 6574.2026),(71 6636.1196),(72 6691.8154),(73 6742.3516),(74 6723.762),(75 6827.8726),(76 6902.336),(77 6930.0996),(78 6921.2227),(79 6944.4927),
(1 3117.346),(2 3752.7375),(3 4224.072),(4 4367.0195),(5 4533.3774),(6 4737.3193),(7 4853.3125),(8 5139.3203),(9 5327.4526),(10 5608.005),(11 5871.7085),(12 6065.9414),(13 6183.036),(14 6415.415),(15 6508.8306),(16 6742.899),(17 6835.0493),(18 6875.027),(19 6953.243),(20 6900.5664),(21 6854.7065),(22 6910.6733),(23 6892.3677),(24 6981.756),(25 6915.3193),(26 6917.316),(27 6945.0215),(28 7040.718),(29 7056.2163),(30 6965.708),(31 6910.97),(32 6890.739),(33 6837.705),(34 6812.3467),(35 6756.3413),(36 6579.871),(37 6534.942),(38 6403.61),(39 6301.985),(40 6288.377),(41 6162.9224),(42 6182.8228),(43 6136.2783),(44 6039.039),(45 6004.354),(46 6011.994),(47 5932.4727),(48 5879.8228),(49 5815.2754),(50 5815.522),(51 5776.3096),(52 5868.3047),(53 5884.68),(54 5800.5776),(55 5776.074),(56 5824.151),(57 5794.157),(58 5741.236),(59 5662.3364),(60 5698.316),(61 5772.5576),(62 5801.64),(63 5800.9883),(64 5775.423),(65 5857.604),(66 5961.391),(67 6059.278),(68 6212.679),(69 6246.687),(70 6304.156),(71 6333.6763),(72 6404.9014),(73 6441.3276),(74 6497.73),(75 6517.438),(76 6506.911),(77 6512.687),(78 6482.518),(79 6499.0093),
(1 3007.6443),(2 3687.8467),(3 4025.5876),(4 4207.9487),(5 4384.3125),(6 4544.6616),(7 4801.4663),(8 5072.5),(9 5288.2886),(10 5507.585),(11 5732.7837),(12 5975.767),(13 6108.3125),(14 6287.665),(15 6426.3853),(16 6635.977),(17 6696.3384),(18 6791.8477),(19 6827.146),(20 6815.464),(21 6780.8584),(22 6816.6025),(23 6851.54),(24 6882.2754),(25 6842.19),(26 6817.7925),(27 6885.0913),(28 6764.632),(29 6799.615),(30 6733.7544),(31 6703.334),(32 6578.54),(33 6491.633),(34 6448.681),(35 6377.1963),(36 6281.379),(37 6219.8774),(38 6106.632),(39 6082.267),(40 6064.2134),(41 5967.5024),(42 5992.4214),(43 5909.2534),(44 5818.036),(45 5760.789),(46 5836.971),(47 5845.3374),(48 5667.169),(49 5713.873),(50 5769.447),(51 5713.561),(52 5720.6587),(53 5760.4727),(54 5828.0425),(55 5735.028),(56 5692.652),(57 5710.7773),(58 5760.967),(59 5753.501),(60 5714.6265),(61 5698.2603),(62 5768.86),(63 5803.842),(64 5881.5215),(65 5921.19),(66 5968.4663),(67 6076.2676),(68 6140.102),(69 6277.537),(70 6268.686),(71 6247.3716),(72 6267.357),(73 6317.287),(74 6356.949),(75 6346.4453),(76 6382.703),(77 6414.3423),(78 6390.2017),(79 6362.5176),
