1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 495.421),(2 621.14636),(3 689.62836),(4 746.66296),(5 801.6745),(6 857.3864),(7 918.34814),(8 955.67017),(9 1001.7227),(10 1039.3855),(11 1077.3105),(12 1112.5176),(13 1142.516),(14 1162.5178),(15 1177.9012),(16 1180.931),(17 1187.3823),(18 1176.8502),(19 1170.1294),(20 1164.0848),(21 1152.3994),(22 1133.5852),(23 1139.3778),(24 1131.8685),(25 1129.152),(26 1119.8501),(27 1108.0536),(28 1095.154),(29 1086.8723),(30 1078.3486),(31 1071.9108),(32 1071.1036),(33 1085.9089),(34 1092.9336),(35 1099.2852),(36 1104.7079),(37 1109.806),(38 1119.6027),(39 1127.7454),(40 1137.8981),(41 1156.334),(42 1155.9675),(43 1165.1581),(44 1185.2748),(45 1205.3903),(46 1211.0419),(47 1235.3043),(48 1256.9241),(49 1268.8744),(50 1288.5046),(51 1308.7716),(52 1317.0662),(53 1339.7839),(54 1352.7983),(55 1355.38),(56 1361.8073),(57 1363.9451),(58 1373.3153),(59 1378.8042),(60 1376.0919),(61 1380.2146),(62 1384.969),(63 1377.7491),(64 1375.2208),(65 1364.8795),(66 1358.2787),(67 1347.5013),(68 1341.4764),(69 1332.4098),(70 1315.1982),(71 1312.4874),(72 1300.3071),(73 1280.8839),(74 1250.5869),(75 1234.6321),(76 1220.4308),(77 1188.2003),(78 1170.0013),(79 1165.1332),
(1 471.73306),(2 590.3434),(3 665.7827),(4 712.2538),(5 772.47797),(6 830.52496),(7 892.51215),(8 953.57324),(9 1005.8049),(10 1044.2971),(11 1075.9813),(12 1104.2941),(13 1124.7701),(14 1156.7075),(15 1183.7773),(16 1193.4319),(17 1194.5153),(18 1176.9),(19 1167.0106),(20 1158.06),(21 1154.7008),(22 1139.2922),(23 1131.7483),(24 1129.7516),(25 1124.4955),(26 1123.4108),(27 1120.3862),(28 1118.3997),(29 1116.8124),(30 1115.3942),(31 1127.8612),(32 1143.6866),(33 1154.2972),(34 1171.2899),(35 1173.846),(36 1175.7257),(37 1196.0627),(38 1197.0975),(39 1190.709),(40 1199.1102),(41 1225.1849),(42 1236.9395),(43 1242.7902),(44 1253.9725),(45 1291.2168),(46 1318.6428),(47 1332.6968),(48 1354.0933),(49 1379.1909),(50 1395.7194),(51 1412.146),(52 1427.893),(53 1437.1376),(54 1447.8998),(55 1452.1498),(56 1467.9105),(57 1474.2589),(58 1501.5333),(59 1500.6758),(60 1523.5463),(61 1529.1718),(62 1523.9708),(63 1519.0875),(64 1514.7317),(65 1488.5592),(66 1469.0121),(67 1441.0431),(68 1422.9012),(69 1412.1385),(70 1393.4402),(71 1373.2416),(72 1355.329),(73 1336.8579),(74 1305.4683),(75 1286.556),(76 1266.3033),(77 1242.5674),(78 1241.8359),(79 1230.739),
(1 467.6715),(2 583.4023),(3 641.7838),(4 697.8352),(5 752.99475),(6 796.5168),(7 848.2165),(8 901.0027),(9 936.2076),(10 964.3077),(11 1001.9188),(12 1022.7102),(13 1045.7645),(14 1060.267),(15 1087.8939),(16 1103.4352),(17 1108.258),(18 1091.2562),(19 1088.2498),(20 1075.89),(21 1057.8035),(22 1049.9528),(23 1042.5046),(24 1033.2179),(25 1034.1802),(26 1019.4315),(27 1014.2935),(28 1017.2094),(29 1013.1525),(30 1013.76874),(31 1013.6838),(32 1007.6699),(33 1001.34534),(34 1004.3661),(35 1007.24567),(36 1027.9343),(37 1016.3754),(38 1024.0004),(39 1036.8695),(40 1038.6609),(41 1040.7426),(42 1056.8212),(43 1062.1919),(44 1081.6772),(45 1097.5977),(46 1103.0619),(47 1121.0067),(48 1138.462),(49 1156.7313),(50 1177.3239),(51 1195.3413),(52 1215.6544),(53 1225.0103),(54 1232.3229),(55 1248.2716),(56 1264.3644),(57 1271.8798),(58 1281.309),(59 1283.7064),(60 1298.5382),(61 1301.5123),(62 1299.7174),(63 1302.4055),(64 1309.2794),(65 1301.65),(66 1276.0631),(67 1256.2131),(68 1243.388),(69 1233.8679),(70 1222.1267),(71 1208.5338),(72 1189.9722),(73 1179.1061),(74 1151.7334),(75 1149.6033),(76 1134.5999),(77 1126.2229),(78 1118.375),(79 1106.8809),
(1 459.36902),(2 578.2596),(3 638.798),(4 686.9097),(5 745.7404),(6 785.4026),(7 829.5665),(8 881.3368),(9 926.9865),(10 969.77234),(11 1011.6958),(12 1041.9684),(13 1071.8009),(14 1084.9242),(15 1116.6948),(16 1141.376),(17 1142.4497),(18 1146.4178),(19 1145.5842),(20 1137.6273),(21 1115.707),(22 1109.7771),(23 1107.3273),(24 1110.9921),(25 1107.9618),(26 1108.3687),(27 1107.8906),(28 1107.0298),(29 1102.8718),(30 1120.4406),(31 1123.9858),(32 1125.5868),(33 1128.0266),(34 1133.4868),(35 1141.4554),(36 1150.6111),(37 1161.8809),(38 1156.9377),(39 1160.3948),(40 1169.028),(41 1192.1569),(42 1201.2745),(43 1209.7891),(44 1238.8378),(45 1269.3188),(46 1288.0825),(47 1322.3927),(48 1336.9518),(49 1359.1002),(50 1378.887),(51 1393.8342),(52 1401.031),(53 1415.2014),(54 1426.1698),(55 1444.9604),(56 1454.7881),(57 1459.6091),(58 1464.5173),(59 1471.078),(60 1480.9517),(61 1492.0941),(62 1483.4728),(63 1492.1428),(64 1509.9373),(65 1482.8207),(66 1469.189),(67 1458.7051),(68 1443.5933),(69 1433.3643),(70 1406.2268),(71 1385.33),(72 1368.9501),(73 1355.4042),(74 1330.8345),(75 1317.8778),(76 1297.0914),(77 1276.7078),(78 1264.9941),(79 1251.7985),
(1 452.7251),(2 569.69116),(3 638.3245),(4 686.5954),(5 733.418),(6 775.2824),(7 812.1733),(8 856.2558),(9 889.82275),(10 918.12854),(11 946.9213),(12 960.27106),(13 983.7478),(14 997.49915),(15 1010.0775),(16 1018.10315),(17 1024.3018),(18 1021.7212),(19 1020.8088),(20 1012.9579),(21 1008.5853),(22 1004.80707),(23 1014.2781),(24 1011.6984),(25 1008.7125),(26 1016.68427),(27 1025.7892),(28 1020.026),(29 1023.18744),(30 1030.212),(31 1026.4208),(32 1029.0952),(33 1040.3762),(34 1043.7795),(35 1041.7489),(36 1058.8025),(37 1071.9431),(38 1078.1901),(39 1071.4325),(40 1075.4333),(41 1088.1187),(42 1094.3622),(43 1093.0536),(44 1098.922),(45 1110.1859),(46 1111.9788),(47 1129.8678),(48 1149.6296),(49 1157.1594),(50 1171.45),(51 1190.4711),(52 1201.3398),(53 1217.8983),(54 1231.5837),(55 1232.8363),(56 1238.9034),(57 1242.7665),(58 1249.2572),(59 1236.3954),(60 1243.0957),(61 1245.8967),(62 1246.2667),(63 1244.2522),(64 1250.9587),(65 1246.2556),(66 1237.8158),(67 1235.1997),(68 1227.9207),(69 1225.2249),(70 1213.6781),(71 1211.8236),(72 1208.8853),(73 1197.8273),(74 1179.1923),(75 1177.0897),(76 1163.3757),(77 1150.2297),(78 1131.3005),(79 1134.4642),
(1 453.6079),(2 560.05206),(3 626.1941),(4 663.8673),(5 716.1845),(6 758.2902),(7 802.1232),(8 852.24866),(9 882.4926),(10 922.1362),(11 945.31085),(12 973.3073),(13 989.16364),(14 1003.9712),(15 1025.263),(16 1037.9247),(17 1040.356),(18 1048.6431),(19 1044.5446),(20 1037.4403),(21 1032.464),(22 1041.3898),(23 1048.2721),(24 1049.0211),(25 1043.8777),(26 1053.1077),(27 1043.3616),(28 1055.6438),(29 1058.2067),(30 1070.3843),(31 1071.035),(32 1075.2476),(33 1075.3387),(34 1095.0111),(35 1106.4949),(36 1123.3674),(37 1128.7175),(38 1143.6367),(39 1139.8494),(40 1146.8738),(41 1153.8568),(42 1165.8584),(43 1191.7294),(44 1207.8875),(45 1232.578),(46 1242.636),(47 1274.5347),(48 1298.5226),(49 1323.0125),(50 1335.932),(51 1344.6398),(52 1361.6748),(53 1366.5665),(54 1382.7167),(55 1393.447),(56 1405.7915),(57 1417.4181),(58 1422.7771),(59 1421.7396),(60 1427.034),(61 1411.4885),(62 1417.0287),(63 1423.6813),(64 1425.344),(65 1408.449),(66 1409.6669),(67 1385.6311),(68 1375.4204),(69 1366.2019),(70 1358.0101),(71 1342.7479),(72 1339.9911),(73 1329.8275),(74 1314.548),(75 1300.2954),(76 1276.4421),(77 1259.5193),(78 1248.321),(79 1247.9932),
(1 436.57233),(2 543.4817),(3 605.93),(4 642.99097),(5 694.26746),(6 734.307),(7 779.0438),(8 819.5889),(9 845.6058),(10 871.3002),(11 895.2519),(12 913.29425),(13 940.8328),(14 957.1732),(15 973.2209),(16 976.9286),(17 998.9896),(18 990.19324),(19 1001.1576),(20 993.9931),(21 991.5013),(22 996.3338),(23 995.76526),(24 989.2005),(25 984.89685),(26 992.4418),(27 987.96814),(28 1001.1636),(29 1009.7127),(30 1013.89874),(31 1010.3541),(32 1020.90234),(33 1026.985),(34 1037.3225),(35 1030.771),(36 1042.289),(37 1062.7787),(38 1065.9855),(39 1081.6506),(40 1078.9814),(41 1084.2612),(42 1093.6456),(43 1095.684),(44 1102.3079),(45 1119.1876),(46 1128.639),(47 1150.79),(48 1165.207),(49 1175.4158),(50 1184.2112),(51 1192.6113),(52 1203.6993),(53 1212.2931),(54 1220.0251),(55 1234.1025),(56 1225.2305),(57 1227.3578),(58 1232.1276),(59 1240.7313),(60 1241.9883),(61 1241.4236),(62 1247.1088),(63 1253.3911),(64 1253.1444),(65 1236.8966),(66 1229.7964),(67 1225.9645),(68 1215.2227),(69 1198.8175),(70 1194.7755),(71 1172.0544),(72 1168.3752),(73 1158.9072),(74 1147.1674),(75 1127.4845),(76 1116.9375),(77 1105.5483),(78 1098.8549),(79 1109.5065),
(1 431.05014),(2 543.9538),(3 608.1485),(4 658.5074),(5 706.0561),(6 737.91034),(7 792.34534),(8 848.1326),(9 880.3671),(10 913.3853),(11 943.77246),(12 976.787),(13 995.4291),(14 1016.8216),(15 1045.6418),(16 1057.8402),(17 1067.4589),(18 1068.8645),(19 1065.7395),(20 1062.6287),(21 1059.0686),(22 1056.2174),(23 1060.9733),(24 1066.5311),(25 1060.012),(26 1067.4568),(27 1067.0669),(28 1081.0645),(29 1086.8624),(30 1104.4427),(31 1116.488),(32 1130.6421),(33 1129.666),(34 1133.7648),(35 1143.7827),(36 1156.5441),(37 1162.7668),(38 1174.9553),(39 1181.3572),(40 1184.2572),(41 1201.3523),(42 1222.4823),(43 1233.7668),(44 1253.6799),(45 1286.0499),(46 1298.9032),(47 1321.0126),(48 1349.5416),(49 1377.4595),(50 1402.2456),(51 1414.736),(52 1424.547),(53 1435.8427),(54 1451.6525),(55 1467.6031),(56 1496.3176),(57 1506.6033),(58 1532.0322),(59 1535.9185),(60 1524.7631),(61 1519.9928),(62 1503.2014),(63 1505.242),(64 1493.0275),(65 1486.3535),(66 1462.2048),(67 1442.6174),(68 1424.1332),(69 1397.5233),(70 1365.3195),(71 1350.3525),(72 1333.991),(73 1316.4032),(74 1298.9542),(75 1293.458),(76 1272.7122),(77 1255.5907),(78 1241.0723),(79 1233.7711),
(1 419.05576),(2 519.8138),(3 575.0557),(4 615.86237),(5 659.75616),(6 696.7492),(7 736.78174),(8 782.5037),(9 809.2422),(10 836.2156),(11 859.27826),(12 884.692),(13 897.09015),(14 915.5671),(15 930.22723),(16 938.29156),(17 950.08673),(18 944.31665),(19 940.4375),(20 946.58527),(21 936.84216),(22 933.19574),(23 930.5503),(24 928.8198),(25 935.5566),(26 947.3967),(27 951.2827),(28 948.65643),(29 956.77185),(30 961.5973),(31 965.2116),(32 958.5652),(33 972.34735),(34 978.1328),(35 976.69885),(36 980.2497),(37 989.94727),(38 985.8765),(39 999.0349),(40 1012.67053),(41 1023.8763),(42 1022.90424),(43 1019.88153),(44 1024.5986),(45 1029.9573),(46 1030.351),(47 1048.1935),(48 1054.3043),(49 1060.1758),(50 1070.5377),(51 1096.3683),(52 1100.9226),(53 1103.8761),(54 1109.4056),(55 1118.1445),(56 1126.9135),(57 1130.4559),(58 1133.4078),(59 1132.9087),(60 1124.9656),(61 1133.7151),(62 1139.0385),(63 1145.4838),(64 1143.8757),(65 1135.1783),(66 1121.3975),(67 1113.9933),(68 1105.9799),(69 1098.2478),(70 1102.8635),(71 1099.0762),(72 1095.723),(73 1087.8535),(74 1080.471),(75 1079.1458),(76 1070.0981),(77 1064.0288),(78 1069.495),(79 1071.3807),
(1 420.25824),(2 523.21265),(3 584.5287),(4 632.63226),(5 682.69403),(6 730.7148),(7 772.68005),(8 824.0638),(9 855.4084),(10 891.07495),(11 918.2272),(12 954.11304),(13 982.4619),(14 1011.23364),(15 1022.9541),(16 1029.8829),(17 1046.8446),(18 1056.6333),(19 1061.5475),(20 1063.0415),(21 1070.2915),(22 1070.938),(23 1075.7738),(24 1082.3706),(25 1086.1127),(26 1082.6136),(27 1092.8706),(28 1087.9192),(29 1097.2888),(30 1109.4379),(31 1120.6104),(32 1131.3463),(33 1145.0955),(34 1148.621),(35 1169.6661),(36 1183.646),(37 1198.9988),(38 1207.657),(39 1218.7185),(40 1237.593),(41 1242.6774),(42 1248.021),(43 1270.012),(44 1287.7936),(45 1306.1096),(46 1330.582),(47 1345.2717),(48 1374.5103),(49 1415.7731),(50 1427.7655),(51 1459.8402),(52 1476.6443),(53 1498.5885),(54 1519.6979),(55 1524.7148),(56 1545.8009),(57 1543.3999),(58 1546.5076),(59 1541.6077),(60 1540.6608),(61 1534.6509),(62 1530.7482),(63 1537.5573),(64 1535.8855),(65 1517.1138),(66 1503.2535),(67 1488.659),(68 1453.877),(69 1425.3413),(70 1397.3622),(71 1373.5131),(72 1354.0919),(73 1331.4216),(74 1321.7515),(75 1308.8395),(76 1290.2305),(77 1278.4574),(78 1264.9382),(79 1271.6467),
(1 413.78522),(2 509.79657),(3 570.05084),(4 608.8772),(5 650.24615),(6 691.9648),(7 725.9909),(8 771.15375),(9 799.9066),(10 822.9001),(11 840.5096),(12 853.3853),(13 877.68207),(14 896.17645),(15 909.5329),(16 908.27136),(17 915.5448),(18 910.9992),(19 912.2442),(20 908.1322),(21 906.88916),(22 903.28796),(23 905.69684),(24 894.1984),(25 892.1382),(26 901.4967),(27 907.29456),(28 900.6225),(29 909.63074),(30 921.8267),(31 923.86523),(32 932.8847),(33 947.0775),(34 959.70856),(35 962.0347),(36 959.9587),(37 970.77203),(38 974.91296),(39 985.9951),(40 989.18634),(41 998.5583),(42 1008.71967),(43 1001.7109),(44 1013.0108),(45 1029.9498),(46 1044.9185),(47 1055.5313),(48 1071.9563),(49 1084.134),(50 1098.6709),(51 1118.38),(52 1120.3342),(53 1120.0177),(54 1133.0189),(55 1142.1118),(56 1149.5159),(57 1153.0433),(58 1155.9749),(59 1152.812),(60 1153.7091),(61 1159.5891),(62 1169.7555),(63 1167.8638),(64 1177.9542),(65 1163.8423),(66 1165.8611),(67 1158.6362),(68 1144.5862),(69 1133.8339),(70 1131.7959),(71 1127.0929),(72 1112.1285),(73 1106.0791),(74 1109.5149),(75 1106.5594),(76 1086.1998),(77 1080.9557),(78 1076.6149),(79 1073.0775),
(1 404.91562),(2 503.744),(3 569.1929),(4 623.7449),(5 667.92303),(6 711.81195),(7 755.04626),(8 801.05286),(9 835.72363),(10 876.1093),(11 908.4027),(12 935.1748),(13 969.8155),(14 991.9679),(15 1010.2257),(16 1020.2343),(17 1041.8907),(18 1041.8323),(19 1045.21),(20 1046.195),(21 1039.1436),(22 1039.0145),(23 1047.4725),(24 1046.132),(25 1051.9382),(26 1048.2816),(27 1044.3921),(28 1041.0269),(29 1045.27),(30 1055.73),(31 1046.4047),(32 1052.18),(33 1058.1146),(34 1050.4661),(35 1055.099),(36 1052.4501),(37 1066.2241),(38 1072.5321),(39 1078.1879),(40 1080.1924),(41 1080.5887),(42 1087.7104),(43 1108.6141),(44 1129.4514),(45 1148.4199),(46 1158.1948),(47 1175.13),(48 1209.7882),(49 1228.572),(50 1236.7438),(51 1254.22),(52 1280.4131),(53 1300.1484),(54 1311.5347),(55 1319.5685),(56 1335.71),(57 1333.8756),(58 1342.9597),(59 1340.5236),(60 1334.4381),(61 1333.7345),(62 1328.7385),(63 1336.328),(64 1328.3019),(65 1307.9459),(66 1307.8484),(67 1283.8987),(68 1268.2004),(69 1243.6038),(70 1224.8264),(71 1207.2677),(72 1191.7959),(73 1172.34),(74 1147.5261),(75 1138.315),(76 1137.5022),(77 1122.5719),(78 1113.8037),(79 1118.8687),
(1 396.29544),(2 495.1319),(3 561.63983),(4 605.5642),(5 650.22754),(6 688.8613),(7 729.9049),(8 770.1001),(9 794.71643),(10 832.9577),(11 862.3108),(12 889.6323),(13 917.2486),(14 921.4571),(15 936.14185),(16 938.246),(17 944.21155),(18 941.5668),(19 931.7928),(20 929.7094),(21 926.65137),(22 922.6632),(23 917.2448),(24 917.87494),(25 920.34106),(26 914.28125),(27 917.34796),(28 907.65027),(29 908.4582),(30 925.016),(31 933.8067),(32 933.4867),(33 942.0481),(34 940.8025),(35 942.5824),(36 953.1329),(37 958.82074),(38 956.6232),(39 968.6267),(40 971.3902),(41 983.581),(42 995.2586),(43 1008.92737),(44 1020.8113),(45 1043.3888),(46 1053.8842),(47 1064.4207),(48 1091.114),(49 1106.9938),(50 1120.3467),(51 1121.7975),(52 1139.3679),(53 1146.8568),(54 1155.8824),(55 1168.9675),(56 1181.0387),(57 1190.9329),(58 1186.6619),(59 1191.5577),(60 1198.4045),(61 1192.1298),(62 1198.1741),(63 1189.3422),(64 1187.1265),(65 1176.593),(66 1169.2792),(67 1151.8837),(68 1141.0309),(69 1125.0225),(70 1115.9066),(71 1101.2834),(72 1087.2761),(73 1076.4893),(74 1060.8352),(75 1051.0311),(76 1040.4932),(77 1025.6548),(78 1024.3623),(79 1029.5311),
(1 385.76514),(2 487.03555),(3 554.1393),(4 601.33386),(5 645.37897),(6 682.60315),(7 732.4521),(8 778.33624),(9 814.25146),(10 854.15753),(11 872.36383),(12 902.15753),(13 926.36206),(14 941.6684),(15 960.8581),(16 973.34937),(17 982.05835),(18 989.71936),(19 981.10315),(20 983.6572),(21 977.24274),(22 976.91626),(23 975.0706),(24 986.5578),(25 988.9982),(26 989.20886),(27 994.34436),(28 989.6766),(29 1004.0523),(30 1018.68243),(31 1018.0923),(32 1023.8291),(33 1037.9213),(34 1050.9415),(35 1050.0978),(36 1056.7957),(37 1079.3826),(38 1088.831),(39 1095.2573),(40 1108.8866),(41 1128.4219),(42 1134.2539),(43 1155.3407),(44 1178.6194),(45 1208.374),(46 1217.6874),(47 1236.7781),(48 1260.834),(49 1279.9092),(50 1300.5503),(51 1306.9448),(52 1337.0553),(53 1360.5546),(54 1374.4086),(55 1386.9747),(56 1395.1158),(57 1404.8992),(58 1418.1912),(59 1412.9943),(60 1412.6346),(61 1411.8491),(62 1403.4396),(63 1404.663),(64 1387.4965),(65 1372.2537),(66 1349.0156),(67 1330.5918),(68 1318.2792),(69 1303.5015),(70 1286.2375),(71 1265.2073),(72 1252.1885),(73 1234.8425),(74 1212.8702),(75 1200.8494),(76 1186.1183),(77 1174.8499),(78 1163.912),(79 1168.1849),
(1 380.01587),(2 478.48505),(3 544.5418),(4 591.57684),(5 630.1879),(6 669.0439),(7 709.3187),(8 751.3397),(9 776.04565),(10 802.4624),(11 829.23303),(12 851.1799),(13 869.6271),(14 889.1916),(15 897.23364),(16 908.6771),(17 902.3771),(18 903.43207),(19 895.2448),(20 885.8306),(21 888.17163),(22 875.84705),(23 877.62537),(24 876.52277),(25 874.89325),(26 870.35913),(27 871.9728),(28 876.5538),(29 882.2083),(30 882.82043),(31 891.5807),(32 897.3701),(33 896.8937),(34 904.9534),(35 907.481),(36 918.8613),(37 919.70123),(38 925.04474),(39 929.46185),(40 932.1773),(41 944.3312),(42 944.0027),(43 950.1701),(44 963.2488),(45 980.86957),(46 990.4241),(47 1010.0445),(48 1028.4381),(49 1041.724),(50 1054.276),(51 1066.6892),(52 1084.8234),(53 1093.0408),(54 1097.2466),(55 1105.6108),(56 1110.6125),(57 1120.0002),(58 1125.0265),(59 1119.643),(60 1125.3398),(61 1118.0079),(62 1120.6218),(63 1113.9066),(64 1114.2137),(65 1104.6863),(66 1097.5603),(67 1084.0386),(68 1078.3678),(69 1074.1656),(70 1064.7911),(71 1055.8334),(72 1056.1079),(73 1036.6558),(74 1028.1132),(75 1037.1453),(76 1016.28705),(77 1007.2302),(78 1005.8171),(79 1010.95294),
(1 376.25436),(2 481.8303),(3 540.1978),(4 589.6287),(5 630.5182),(6 658.7271),(7 691.52057),(8 736.10626),(9 768.146),(10 803.67267),(11 825.6506),(12 850.18317),(13 877.0032),(14 895.79456),(15 913.19794),(16 927.35284),(17 934.45526),(18 940.4514),(19 941.3815),(20 937.5785),(21 932.4708),(22 937.22107),(23 938.3603),(24 946.7472),(25 949.96045),(26 954.0945),(27 964.4853),(28 974.6229),(29 978.91974),(30 989.2852),(31 988.24817),(32 992.88727),(33 993.72876),(34 1009.82904),(35 1012.76324),(36 1026.3596),(37 1040.6113),(38 1039.0831),(39 1046.3262),(40 1048.0677),(41 1057.0502),(42 1064.1666),(43 1076.3093),(44 1095.4624),(45 1119.2025),(46 1135.4327),(47 1153.181),(48 1171.9852),(49 1186.0247),(50 1206.0138),(51 1215.2589),(52 1231.7964),(53 1247.5929),(54 1263.9952),(55 1283.192),(56 1299.9108),(57 1298.6584),(58 1299.817),(59 1295.7738),(60 1292.0176),(61 1291.2773),(62 1283.2533),(63 1292.0793),(64 1285.0187),(65 1257.6956),(66 1238.222),(67 1219.3754),(68 1201.527),(69 1183.6036),(70 1172.7308),(71 1165.1116),(72 1158.0754),(73 1146.2817),(74 1129.5862),(75 1129.1648),(76 1107.3749),(77 1085.8806),(78 1071.8406),(79 1062.403),
(1 365.89105),(2 463.25476),(3 522.893),(4 572.3035),(5 604.14935),(6 638.816),(7 682.99603),(8 719.3031),(9 747.7129),(10 777.70746),(11 804.1293),(12 826.59784),(13 847.35913),(14 854.0369),(15 866.9513),(16 876.76715),(17 876.29205),(18 873.68427),(19 864.1434),(20 855.05927),(21 847.0207),(22 847.5047),(23 845.42194),(24 849.76404),(25 851.08484),(26 856.99805),(27 866.70636),(28 880.0632),(29 884.22485),(30 898.13025),(31 909.06104),(32 911.4582),(33 909.8009),(34 907.0634),(35 907.7403),(36 919.9674),(37 929.4371),(38 940.16876),(39 942.916),(40 942.9358),(41 954.2645),(42 956.12616),(43 961.5758),(44 971.33453),(45 990.1554),(46 1005.0976),(47 1013.557),(48 1033.3702),(49 1043.8307),(50 1045.1814),(51 1055.3531),(52 1060.9409),(53 1073.1183),(54 1084.411),(55 1093.2977),(56 1113.4476),(57 1121.1973),(58 1128.3525),(59 1115.9218),(60 1112.379),(61 1106.3184),(62 1099.587),(63 1093.1433),(64 1087.2134),(65 1082.617),(66 1067.75),(67 1058.2191),(68 1039.6183),(69 1034.1276),(70 1027.5038),(71 1014.6212),(72 1006.9915),(73 1004.2266),(74 989.7714),(75 987.94086),(76 976.95233),(77 967.4162),(78 963.93964),(79 966.13806),
