1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 653063.7),(2 1905144.4),(3 3248562),(4 4720547),(5 6275017.5),(6 8002714),(7 9341600),(8 10860643),(9 13083201),(10 14817037),(11 16320588),(12 17982716),(13 19453382),(14 20832172),(15 22411506),(16 24175920),(17 26056070),(18 28657066),(19 31364566),(20 33715652),(21 35831132),(22 37410636),(23 39090484),(24 40709444),(25 41611276),(26 41984300),(27 42079180),(28 42378092),(29 42699148),(30 42585740),(31 42889876),(32 43770140),(33 44057908),(34 45232350),(35 46319404),(36 47262476),(37 48270932),(38 49053150),(39 49537948),(40 49943172),(41 50720500),(42 50991520),(43 51431980),(44 52373020),(45 53355796),(46 53893548),(47 54280788),(48 54671390),(49 55602268),(50 56200660),(51 56649056),(52 57838156),(53 58204830),(54 57861932),(55 57737420),(56 57741492),(57 57752224),(58 57405932),(59 56820544),(60 56058436),(61 54853940),(62 53732670),(63 52613120),(64 51470124),(65 50350132),(66 49375604),(67 48051548),(68 46310124),(69 45324948),(70 44833180),(71 43746204),(72 42786984),(73 41362708),(74 40496450),(75 39947116),(76 39457132),(77 38874750),(78 38168176),(79 38010350),
(1 3385344.3),(2 10922874),(3 18148616),(4 22017996),(5 21917428),(6 19033676),(7 15141327),(8 11972015),(9 10823506),(10 11639091),(11 13507270),(12 15362591),(13 16260918),(14 15890326),(15 14885359),(16 13893664),(17 13563125),(18 13756429),(19 14357057),(20 14583649),(21 14229535),(22 13735093),(23 13462450),(24 13721956),(25 14550726),(26 15820664),(27 17246732),(28 18201070),(29 18251844),(30 17062594),(31 15382180),(32 14340262),(33 14438525),(34 15748922),(35 17881300),(36 19751764),(37 20733240),(38 20839962),(39 19964516),(40 18480026),(41 16652294),(42 14793722),(43 13904345),(44 14550136),(45 16461885),(46 18626276),(47 19959062),(48 19933254),(49 18603390),(50 17027798),(51 15911854),(52 15981866),(53 17022772),(54 18200938),(55 18659326),(56 18152144),(57 16949242),(58 15663908),(59 15055590),(60 15155041),(61 15754463),(62 16429529),(63 16804026),(64 16962192),(65 16896242),(66 16978502),(67 17302394),(68 17724514),(69 17707506),(70 17181880),(71 16214240),(72 15192900),(73 14333855),(74 14506076),(75 15642879),(76 17173438),(77 18458956),(78 19081232),(79 18852788),
(1 3533693.3),(2 11178573),(3 17921848),(4 20522160),(5 19089130),(6 15738731),(7 13022260),(8 11896439),(9 12020129),(10 12421421),(11 12800640),(12 13335853),(13 13884576),(14 14471853),(15 15146427),(16 15799885),(17 16413379),(18 16484333),(19 15816705),(20 14668477),(21 13704649),(22 13633960),(23 14950089),(24 16883900),(25 18446722),(26 18930894),(27 18369992),(28 17110824),(29 15800745),(30 14558979),(31 13780857),(32 13780979),(33 14530995),(34 15795056),(35 16997022),(36 17462010),(37 17005850),(38 15994125),(39 14719825),(40 13447725),(41 12530867),(42 12189131),(43 12735891),(44 14147699),(45 15848448),(46 16708084),(47 16202096),(48 14566360),(49 12787395),(50 11761797),(51 11873387),(52 12844619),(53 13910877),(54 14802323),(55 15061635),(56 14899816),(57 14722524),(58 14444859),(59 13978996),(60 13378899),(61 12771883),(62 12584657),(63 13177853),(64 14382728),(65 15827259),(66 17051786),(67 17476146),(68 16971598),(69 15582105),(70 14039717),(71 13403053),(72 14118676),(73 15518887),(74 16909698),(75 17417012),(76 16699029),(77 15406865),(78 14406072),(79 14461615),
(1 3915067),(2 12215418),(3 18887534),(4 20743238),(5 18787932),(6 15915850),(7 14232102),(8 13836355),(9 13938364),(10 14097828),(11 14503834),(12 15231913),(13 15494079),(14 14813501),(15 13639813),(16 13096205),(17 14209208),(18 16648069),(19 18218374),(20 17770614),(21 15672497),(22 13573929),(23 12708977),(24 13095224),(25 13862881),(26 14455218),(27 14670423),(28 14619994),(29 14316119),(30 13885587),(31 13347409),(32 13240877),(33 13839514),(34 15053697),(35 16073490),(36 15950527),(37 14676319),(38 13037757),(39 12160300),(40 12401940),(41 13113188),(42 13592735),(43 13807022),(44 14033839),(45 14083199),(46 14079976),(47 14080259),(48 14376499),(49 14658959),(50 14835333),(51 15146161),(52 15675658),(53 16260598),(54 16652140),(55 16354612),(56 15172038),(57 13369948),(58 12088950),(59 12055857),(60 13266833),(61 15066976),(62 16793978),(63 17906730),(64 17937804),(65 17022888),(66 16083269),(67 15430196),(68 15298870),(69 15710917),(70 16380211),(71 17062022),(72 17116300),(73 16159917),(74 14610879),(75 13489361),(76 13706307),(77 15237683),(78 17008080),(79 17952388),
(1 3841673),(2 11317563),(3 16249741),(4 16336744),(5 13860206),(6 12059084),(7 12028564),(8 12214753),(9 11726588),(10 11268390),(11 11402307),(12 11986264),(13 12497965),(14 12539377),(15 12130140),(16 11455094),(17 10997076),(18 11333215),(19 12397765),(20 13363956),(21 13278263),(22 12139356),(23 10941011),(24 10756494),(25 11460434),(26 12147082),(27 12567169),(28 12906275),(29 13171645),(30 13278950),(31 12790911),(32 12090002),(33 11888608),(34 12463156),(35 13251862),(36 13047498),(37 12167965),(38 11334506),(39 11331608),(40 12176609),(41 13147685),(42 13514921),(43 13358751),(44 13022129),(45 12621585),(46 12742194),(47 13316803),(48 13905631),(49 13959753),(50 13629897),(51 13576772),(52 13938527),(53 14332987),(54 13914107),(55 12453357),(56 10801939),(57 10224342),(58 11259995),(59 13212006),(60 14583484),(61 14737562),(62 13829713),(63 13035877),(64 12905699),(65 13289637),(66 13749588),(67 13807058),(68 13491648),(69 13081505),(70 12946634),(71 13193276),(72 13302077),(73 13012001),(74 12588202),(75 12514070),(76 13299981),(77 14561740),(78 15329585),(79 14967603),
(1 3595412.8),(2 10473484),(3 14955612),(4 15760133),(5 14576986),(6 13548223),(7 13154303),(8 12639155),(9 11873326),(10 11465721),(11 11487249),(12 11450507),(13 11324040),(14 11261694),(15 11331348),(16 11497513),(17 11747239),(18 12409422),(19 13185717),(20 13353310),(21 12768965),(22 11733208),(23 11133547),(24 11474555),(25 12130449),(26 12101961),(27 11532047),(28 11483457),(29 11973307),(30 12204857),(31 12039567),(32 11469202),(33 10783319),(34 10369099),(35 10310156),(36 10771217),(37 11520557),(38 12334304),(39 12815757),(40 13133222),(41 13417688),(42 13138094),(43 12016340),(44 10512825),(45 9721627),(46 10330574),(47 11908087),(48 13231170),(49 13710796),(50 13712493),(51 13742350),(52 13983800),(53 14368815),(54 14483836),(55 14088390),(56 13668002),(57 13393191),(58 12885025),(59 12234652),(60 11909024),(61 12075068),(62 12649288),(63 13210584),(64 13441326),(65 13364695),(66 13347236),(67 13514873),(68 13443116),(69 13002325),(70 12409556),(71 12118655),(72 12329317),(73 12768486),(74 13143346),(75 13549436),(76 14121886),(77 14827857),(78 15232114),(79 14913069),
(1 4137312.3),(2 11696155),(3 16089380),(4 16260350),(5 14715595),(6 13689022),(7 13060772),(8 12169113),(9 11197174),(10 10953575),(11 11449747),(12 11978436),(13 11953184),(14 11216129),(15 10488779),(16 10644879),(17 11386357),(18 11939440),(19 11923359),(20 11344677),(21 10405828),(22 9654310),(23 10123395),(24 11788464),(25 13292096),(26 13341412),(27 12310085),(28 11649389),(29 11404699),(30 11340195),(31 11292916),(32 11583878),(33 11695946),(34 11333353),(35 10926806),(36 11133241),(37 11673184),(38 11726332),(39 11287780),(40 11043083),(41 11655030),(42 12674893),(43 12916786),(44 11970691),(45 10661580),(46 10248575),(47 10990112),(48 12069027),(49 12444895),(50 12283871),(51 12117588),(52 12221589),(53 12511552),(54 12503679),(55 11908899),(56 11488327),(57 11569854),(58 11932333),(59 12502646),(60 13000732),(61 13291243),(62 13602499),(63 14014530),(64 13911004),(65 13217539),(66 12321574),(67 11732987),(68 11801490),(69 12097636),(70 12140651),(71 11779106),(72 11497799),(73 11945699),(74 12791172),(75 13630371),(76 14315495),(77 14620052),(78 14607137),(79 14227334),
(1 4392870),(2 11944373),(3 15046062),(4 13233835),(5 10843588),(6 10356140),(7 10465695),(8 10183564),(9 10446345),(10 11367516),(11 11537892),(12 10819419),(13 10304348),(14 10371460),(15 10599505),(16 10984833),(17 11578930),(18 11638521),(19 10850905),(20 9979596),(21 10125618),(22 10939745),(23 11273811),(24 11087633),(25 11142125),(26 11469427),(27 11920831),(28 12121486),(29 11941785),(30 11416122),(31 10761290),(32 10610136),(33 11012625),(34 11224737),(35 11088402),(36 11259898),(37 11690280),(38 11783021),(39 11515626),(40 11339619),(41 11648991),(42 12017783),(43 12137440),(44 11610886),(45 10689988),(46 10309211),(47 10984615),(48 11982732),(49 12251729),(50 11616927),(51 10846711),(52 10720625),(53 11198592),(54 11896371),(55 12395713),(56 12586073),(57 12496840),(58 12279065),(59 12053997),(60 12187997),(61 12391626),(62 12607635),(63 12868172),(64 13016977),(65 13347105),(66 13960039),(67 14338097),(68 13935383),(69 12617817),(70 11111421),(71 10438579),(72 11254953),(73 13035110),(74 14447438),(75 14699005),(76 13974260),(77 13098933),(78 12677155),(79 12987420),
(1 3767451.3),(2 9729057),(3 11711893),(4 10272961),(5 9049287),(6 8889310),(7 8685510),(8 8443259),(9 8957005),(10 9618403),(11 9449466),(12 9328303),(13 9940271),(14 10386942),(15 9622571),(16 8512560),(17 8646928),(18 10013113),(19 10926347),(20 10778786),(21 10516279),(22 10451910),(23 10169929),(24 9939428),(25 10443727),(26 11273876),(27 11605935),(28 10907846),(29 9863854),(30 9317379),(31 9295091),(32 9777264),(33 10309898),(34 10277169),(35 9940288),(36 9860644),(37 10245111),(38 10568983),(39 10476496),(40 10193814),(41 10113156),(42 10048389),(43 9855780),(44 9540191),(45 9459149),(46 9742280),(47 10074267),(48 10046518),(49 9935897),(50 10006768),(51 9998864),(52 9875590),(53 9874424),(54 10103266),(55 10387267),(56 10479555),(57 10402242),(58 10558272),(59 10959669),(60 11041469),(61 10680492),(62 10677182),(63 10881166),(64 10578264),(65 9920632),(66 9934845),(67 10768109),(68 11378905),(69 11340427),(70 11305308),(71 11681547),(72 12009563),(73 11769080),(74 11181264),(75 10821710),(76 10926132),(77 11391504),(78 11894278),(79 12157064),
(1 3421648.5),(2 8529389),(3 9847879),(4 9090618),(5 8889243),(6 8924195),(7 8621284),(8 8487927),(9 8359671),(10 8005895),(11 7881353),(12 8224651),(13 8774133),(14 9251029),(15 9160453),(16 8387236),(17 7687477),(18 7814273),(19 8206151),(20 8224156),(21 8463692),(22 9327063),(23 9688923),(24 9320163),(25 8863826),(26 8630856),(27 8497318),(28 8514668),(29 8621896),(30 8534403),(31 8227236),(32 8119876.5),(33 8331380),(34 8128648.5),(35 7879896.5),(36 8158247),(37 9016137),(38 9868016),(39 10487878),(40 10434626),(41 9416311),(42 8198030),(43 7770353.5),(44 8270363.5),(45 8699824),(46 8458180),(47 8031249),(48 8165357),(49 8902785),(50 9584420),(51 9660036),(52 9381009),(53 9416345),(54 9705038),(55 9912292),(56 9893084),(57 9736941),(58 9558291),(59 9405471),(60 9259323),(61 9575072),(62 10096606),(63 10344836),(64 10359684),(65 10197301),(66 10431937),(67 10766463),(68 10387124),(69 9474312),(70 9162874),(71 9965798),(72 11002424),(73 11256747),(74 10641584),(75 10048752),(76 9867270),(77 9927070),(78 9821940),(79 9819952),
(1 4363968),(2 11000912),(3 12847388),(4 11601963),(5 10453479),(6 9597414),(7 8858484),(8 8859693),(9 9079587),(10 9144533),(11 9830476),(12 10488779),(13 9981722),(14 8999431),(15 8861168),(16 9209686),(17 9605425),(18 10127154),(19 10221404),(20 9828300),(21 9922075),(22 10773050),(23 11198589),(24 10528310),(25 9588451),(26 9119818),(27 9192382),(28 9724288),(29 10056438),(30 10264782),(31 10688607),(32 10956472),(33 10530230),(34 9639339),(35 9158386),(36 9434188),(37 10209424),(38 11025036),(39 11274211),(40 11013262),(41 10525955),(42 9903389),(43 9672016),(44 10043807),(45 10677149),(46 10774170),(47 10322133),(48 10270207),(49 10703549),(50 10848982),(51 10354475),(52 9755580),(53 9613454),(54 9977887),(55 10341651),(56 10577901),(57 10762813),(58 10831525),(59 10355038),(60 9647869),(61 9507984),(62 9803299),(63 10074434),(64 10170996),(65 10145206),(66 10435977),(67 10698242),(68 10392976),(69 9604432),(70 8840573),(71 8837688),(72 9943896),(73 11398812),(74 11785416),(75 10640498),(76 9186697),(77 8704574),(78 9147632),(79 9684522),
(1 4471421.5),(2 10307114),(3 10447885),(4 8770324),(5 8751240),(6 8792207),(7 8106909.5),(8 7881196),(9 8120188.5),(10 8336866.5),(11 8713117),(12 8725980),(13 7938068),(14 7493407),(15 8135636),(16 8504533),(17 8083338),(18 7701450),(19 7489046),(20 7478130.5),(21 7916409.5),(22 8714341),(23 8998853),(24 8792187),(25 8847359),(26 8691519),(27 8487499),(28 8908948),(29 9036384),(30 8411739),(31 8097517.5),(32 8363845.5),(33 8498169),(34 8139367.5),(35 7831890.5),(36 8117496),(37 8659964),(38 8967605),(39 9144579),(40 9117154),(41 8838731),(42 8836237),(43 9345177),(44 9773832),(45 9601521),(46 9336099),(47 9229757),(48 9394479),(49 9781456),(50 9708368),(51 8927940),(52 8487503),(53 8938125),(54 9348091),(55 8951744),(56 8571127),(57 9169686),(58 10048247),(59 9920615),(60 8973113),(61 8265633),(62 8312464.5),(63 8638866),(64 8877920),(65 9152823),(66 9341939),(67 9183230),(68 8751315),(69 8482607),(70 8417846),(71 8447003),(72 8650231),(73 9163035),(74 9477456),(75 9123934),(76 8646460),(77 8622563),(78 8665421),(79 8487712),
(1 3840363.5),(2 8287539.5),(3 7911618.5),(4 6875026),(5 7548442.5),(6 7885399),(7 7198755.5),(8 6618792.5),(9 6613407.5),(10 6976150),(11 7236552),(12 7218447),(13 7125505.5),(14 6959990),(15 7011787),(16 7314146),(17 7760846),(18 7863253.5),(19 7644965.5),(20 7802431),(21 8348810.5),(22 8534456),(23 7968606),(24 7527772.5),(25 7755372.5),(26 8002515.5),(27 7984278),(28 8040125.5),(29 7911375),(30 7519578.5),(31 7487105),(32 7918154.5),(33 7944149.5),(34 7484420.5),(35 7075804.5),(36 6988338),(37 7052038.5),(38 7260771),(39 7671939.5),(40 7743530.5),(41 7234058),(42 7184026),(43 7848114),(44 8397302),(45 8325005.5),(46 8171171.5),(47 8335457),(48 8328442.5),(49 8162518),(50 7998092.5),(51 7792904),(52 7512745),(53 7637004.5),(54 8114108.5),(55 8215208),(56 8029986),(57 7923556.5),(58 7914544),(59 7751627.5),(60 7539872),(61 7808501.5),(62 8005932.5),(63 7934402),(64 8199436.5),(65 8535406),(66 8312926),(67 7950796.5),(68 8119128),(69 8533153),(70 8497858),(71 7852046),(72 7633637.5),(73 8202444.5),(74 8410045),(75 7870802),(76 7710819.5),(77 8183198),(78 8337956.5),(79 8039458.5),
(1 4430576),(2 9581428),(3 8971100),(4 7080649.5),(5 6929186),(6 7244883.5),(7 7508117),(8 7428058),(9 6926033),(10 6758302.5),(11 7023818.5),(12 7071586),(13 6885519),(14 7015509),(15 7264355.5),(16 7161021),(17 6981711.5),(18 6863226),(19 6906416.5),(20 7217332),(21 7348046),(22 7093686.5),(23 7083083),(24 7164888),(25 6847477.5),(26 6847983.5),(27 7163691),(28 7110083.5),(29 6932205.5),(30 7139875.5),(31 7328702.5),(32 7149468.5),(33 6913069.5),(34 6967424),(35 7026139),(36 7094959.5),(37 7559195),(38 7797882),(39 7387919.5),(40 6990014.5),(41 7119568.5),(42 7265416),(43 7300546),(44 7022903),(45 6732990),(46 7018064.5),(47 7248670),(48 7007329.5),(49 6915612.5),(50 7185612.5),(51 7350361.5),(52 6963712.5),(53 6598422.5),(54 6864906.5),(55 7230781),(56 7256198.5),(57 6930676),(58 6767524.5),(59 7261547),(60 7908364),(61 7841167),(62 7057869.5),(63 6717417),(64 7377839.5),(65 7746618),(66 6977142.5),(67 6663227.5),(68 7215668),(69 7782112),(70 7560323),(71 6867046),(72 6927729),(73 7733117),(74 8203989.5),(75 7844077.5),(76 7512044),(77 7745891),(78 7581044),(79 7018779.5),
(1 4198969),(2 8331363.5),(3 7597103.5),(4 6760553),(5 6414471),(6 6221789),(7 6905890),(8 6926208),(9 6194355),(10 5871521.5),(11 6188308.5),(12 6657384.5),(13 6649027.5),(14 6560003),(15 6854255),(16 6879234),(17 6358568.5),(18 5912366),(19 5733821),(20 5817039),(21 6031792.5),(22 5978130.5),(23 5943410),(24 5826436.5),(25 5571718),(26 5698018),(27 5956490.5),(28 5921905.5),(29 5870307.5),(30 5891309),(31 5733112.5),(32 5785689.5),(33 6185177.5),(34 6431147.5),(35 6269837.5),(36 6081605.5),(37 6266453.5),(38 6320766),(39 6102962),(40 6190709.5),(41 6884289.5),(42 7121447),(43 6496183.5),(44 6014761),(45 6319156),(46 6486921),(47 6152582.5),(48 6201925.5),(49 6635587),(50 6590303.5),(51 6410382),(52 6398842.5),(53 6389859.5),(54 6448013.5),(55 6755714),(56 6674852.5),(57 6109437),(58 6021410),(59 6668948),(60 6768823),(61 6148973.5),(62 6084153.5),(63 6695831),(64 7003566),(65 6657760),(66 6262879.5),(67 6511358),(68 6478780.5),(69 5890816),(70 5808600),(71 6345790.5),(72 6682463.5),(73 6607674.5),(74 6578075.5),(75 6882868),(76 6993581),(77 6728252.5),(78 6500667),(79 6422350),
(1 3974322.5),(2 7099907.5),(3 6185428.5),(4 6163500),(5 5770836),(6 5257158.5),(7 5902925),(8 5917219.5),(9 6025538),(10 6299592),(11 6064682.5),(12 6263340),(13 6109941.5),(14 5717482),(15 5753339),(16 5682887),(17 5580343.5),(18 5424219.5),(19 5036821.5),(20 5326631.5),(21 5828184),(22 5672403),(23 5595477.5),(24 5652676.5),(25 5384019),(26 5330014),(27 5708172.5),(28 5964082),(29 6035567),(30 6092520.5),(31 5805584),(32 5564488),(33 5697078),(34 5865075),(35 5900008.5),(36 6016972),(37 6009397.5),(38 5531857.5),(39 5315928),(40 5589209),(41 5857228),(42 6109998),(43 6072883),(44 5684854),(45 5587877),(46 5652225),(47 5609643),(48 5817791.5),(49 6067280.5),(50 5975437),(51 5915188.5),(52 5950811.5),(53 5747732),(54 5362521.5),(55 5364203.5),(56 5576714.5),(57 5486623),(58 5517883),(59 5832953.5),(60 5885888),(61 5732934),(62 5762237),(63 6039927),(64 6116411.5),(65 5888683.5),(66 5723397.5),(67 5919376),(68 5823166.5),(69 5399275.5),(70 5523666.5),(71 6002405),(72 5981736),(73 5789908.5),(74 5913692.5),(75 5802432),(76 5403077),(77 5557392.5),(78 5893943),(79 5546224),
(1 3867293.3),(2 7066463),(3 6279821),(4 6045421),(5 5461315.5),(6 5124745),(7 6044445.5),(8 5920187.5),(9 5524178),(10 5699144),(11 5718740),(12 5644610.5),(13 5471673),(14 5459527.5),(15 5495959.5),(16 5610834.5),(17 5863904),(18 5384666.5),(19 5241484),(20 5783111),(21 5724423.5),(22 5793879.5),(23 5884532),(24 5416042),(25 5327148),(26 5515229.5),(27 5507053.5),(28 5871112),(29 5976796),(30 5657003.5),(31 5229383),(32 5097077),(33 5654471),(34 6039287.5),(35 5716103.5),(36 5442667.5),(37 5411696.5),(38 5369829.5),(39 5454143),(40 5507434.5),(41 5268615.5),(42 5251685),(43 5415831.5),(44 5401035.5),(45 5453673),(46 5395553.5),(47 4868908),(48 4793007.5),(49 5203621),(50 5310831),(51 5241874.5),(52 5080023.5),(53 4834181.5),(54 4670965),(55 4860732),(56 5063155.5),(57 5016425),(58 5056534),(59 5215570),(60 5364858.5),(61 5401177),(62 5161081),(63 5029830),(64 5279936.5),(65 5607933.5),(66 5752581),(67 5683915.5),(68 5449246),(69 5190748.5),(70 4986357),(71 5195111.5),(72 5598212),(73 5912865),(74 5631394),(75 4962433),(76 5166606),(77 5758556),(78 5507677),(79 5247233.5),
(1 3228879),(2 5830863.5),(3 5025800.5),(4 4536069.5),(5 4512345.5),(6 4716346.5),(7 4894080),(8 4712199),(9 4713225.5),(10 4907258),(11 4941599.5),(12 4701007.5),(13 4630280.5),(14 4711606),(15 4672328),(16 4756975.5),(17 4742526.5),(18 4495766.5),(19 4480855),(20 4576549),(21 4750398),(22 4953816),(23 4735241),(24 4480203.5),(25 4688331.5),(26 4780035),(27 4714253.5),(28 4959642.5),(29 5012610.5),(30 4791643.5),(31 4720540),(32 4842226.5),(33 5018265.5),(34 4919928),(35 4692620),(36 4662217),(37 4640023),(38 4481096),(39 4723017.5),(40 4845941.5),(41 4695417),(42 4704293),(43 4848335.5),(44 4640574),(45 4406168),(46 4419013),(47 4369647.5),(48 4307932.5),(49 4500933),(50 4502213.5),(51 4387182),(52 4421964),(53 4382710.5),(54 4454306),(55 4567191),(56 4505285.5),(57 4329689),(58 4436718),(59 4621819),(60 4620641),(61 4597815.5),(62 4716060),(63 4666442.5),(64 4616575.5),(65 4534925),(66 4649223),(67 5020274),(68 4923774.5),(69 4435144),(70 4371851.5),(71 4720557),(72 4722099),(73 4725248.5),(74 4791948),(75 4572027),(76 4681231.5),(77 4805726),(78 4959162.5),(79 5305559),
(1 3251724.5),(2 5753045.5),(3 4681860.5),(4 4100603),(5 4019675.5),(6 4324282.5),(7 4570857),(8 4278277),(9 4127304.8),(10 4231060.5),(11 4556594),(12 4758080),(13 4514006.5),(14 4442317),(15 4481931.5),(16 4483636),(17 4338944.5),(18 4535734.5),(19 4521369.5),(20 4198509.5),(21 4359959),(22 4594707),(23 4452083.5),(24 4252361),(25 4321568.5),(26 4375810),(27 4250261.5),(28 4342304.5),(29 4155889),(30 4113580),(31 4057380.5),(32 4201565.5),(33 4548810),(34 4361847),(35 4186302.8),(36 4259746.5),(37 4182891.3),(38 4228894.5),(39 4310579.5),(40 4347156),(41 4311140.5),(42 4311467),(43 4370282),(44 4234426.5),(45 4062141.8),(46 4052561),(47 4099128.3),(48 4196115),(49 4212306),(50 4208119.5),(51 4220775),(52 4150550),(53 4183621.8),(54 4207975),(55 4006632.8),(56 3798333.5),(57 3978728.5),(58 4282159.5),(59 4062483.5),(60 3796620.5),(61 4180356),(62 4337423),(63 4004649),(64 4046161),(65 4090791),(66 4295458.5),(67 4688376),(68 4315871.5),(69 3905693.5),(70 4168295.5),(71 4374267),(72 4259832),(73 4209174),(74 4289137.5),(75 4310157),(76 4196143),(77 4183764.5),(78 4491005),(79 4552256),
(1 2929494),(2 4726002),(3 3970118),(4 3853045.8),(5 3734416.8),(6 3885766.8),(7 4167799),(8 3823056),(9 3618199.3),(10 3846355.3),(11 4237543),(12 4145701),(13 3678182),(14 3662623.8),(15 3969286),(16 4024052.3),(17 3857505.3),(18 4001903),(19 4018050),(20 3800559.3),(21 3901891.3),(22 4082204.3),(23 4014927.3),(24 4052777.3),(25 4205226),(26 3911688.8),(27 3771426),(28 4026200.3),(29 4058176.8),(30 3954500),(31 3814879.3),(32 3999899.8),(33 4080985.3),(34 3906608.8),(35 4028052.3),(36 3985164),(37 3894050.8),(38 3904080.8),(39 3836731.8),(40 3845670),(41 3877194.3),(42 3998177),(43 3915363.8),(44 3756012.8),(45 4013112.8),(46 3930647.3),(47 3623299.3),(48 3696462.3),(49 3934469),(50 4067640),(51 3909424.3),(52 3903324.3),(53 4096734.8),(54 3994611),(55 3620012.8),(56 3673081),(57 4105682),(58 4129164),(59 3866002.8),(60 3761462),(61 3894614.8),(62 3963453.3),(63 3973281.3),(64 3780164),(65 3660878.3),(66 3972288.8),(67 3967514.8),(68 3632780.3),(69 3934379.3),(70 4240170.5),(71 3988475.3),(72 4071048.8),(73 4235759.5),(74 4026433),(75 4142105.8),(76 4421190.5),(77 4208679),(78 4005581.3),(79 4206330.5),
