1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109.22911),(2 148.25993),(3 169.38084),(4 181.10374),(5 190.40414),(6 197.2846),(7 202.45642),(8 205.67828),(9 212.804),(10 216.66003),(11 219.91573),(12 223.28133),(13 225.52364),(14 226.62454),(15 228.68236),(16 228.41422),(17 228.90974),(18 231.00632),(19 231.50519),(20 231.90536),(21 232.9175),(22 234.34526),(23 235.13641),(24 235.47047),(25 236.6359),(26 238.98627),(27 241.60065),(28 243.44301),(29 244.62766),(30 243.79607),(31 244.01247),(32 243.8824),(33 246.50835),(34 246.62744),(35 245.14641),(36 245.56891),(37 246.5212),(38 247.06773),(39 250.18355),(40 251.823),(41 253.63422),(42 252.65031),(43 255.85521),(44 256.33554),(45 253.99294),(46 253.2494),(47 255.38065),(48 255.17429),(49 257.54453),(50 257.39438),(51 260.1453),(52 258.8971),(53 257.8684),(54 258.24838),(55 258.1216),(56 256.83716),(57 255.06688),(58 257.2301),(59 256.7091),(60 254.43805),(61 255.14496),(62 254.71568),(63 254.555),(64 252.11519),(65 251.46294),(66 250.91869),(67 249.41745),(68 248.42921),(69 247.86217),(70 247.26239),(71 245.57207),(72 247.26865),(73 249.22372),(74 248.73547),(75 251.63658),(76 249.2702),(77 249.33342),(78 246.71762),(79 246.20949),
(1 110.23952),(2 147.3832),(3 168.40385),(4 180.30478),(5 188.55692),(6 194.3466),(7 199.06393),(8 204.70071),(9 210.15067),(10 213.89523),(11 217.04184),(12 219.73943),(13 223.32047),(14 224.87521),(15 228.49504),(16 229.27998),(17 229.90457),(18 229.63322),(19 231.9987),(20 231.8313),(21 230.73137),(22 233.22559),(23 233.77774),(24 233.27878),(25 232.04366),(26 232.8195),(27 234.29012),(28 236.11203),(29 237.68318),(30 239.47334),(31 240.69365),(32 240.76758),(33 242.03352),(34 242.78117),(35 242.65063),(36 244.32382),(37 245.46745),(38 249.01807),(39 252.68106),(40 255.19687),(41 253.7065),(42 252.30367),(43 253.27512),(44 254.29008),(45 254.52124),(46 253.87753),(47 258.04083),(48 257.6988),(49 255.05501),(50 254.9954),(51 257.91788),(52 257.1729),(53 257.11963),(54 257.2967),(55 255.4773),(56 255.19844),(57 255.11641),(58 255.72202),(59 256.50613),(60 257.22418),(61 254.37251),(62 252.38225),(63 252.4209),(64 248.94792),(65 247.231),(66 247.53824),(67 245.13118),(68 245.86478),(69 246.68991),(70 245.90877),(71 244.65726),(72 242.08931),(73 242.9351),(74 243.26416),(75 245.30827),(76 242.997),(77 242.74759),(78 241.58707),(79 240.37302),
(1 108.65506),(2 147.2404),(3 168.4814),(4 180.63686),(5 188.89876),(6 196.39424),(7 200.8902),(8 204.40172),(9 209.58246),(10 212.33174),(11 216.44612),(12 218.34062),(13 219.04295),(14 219.78409),(15 222.49553),(16 223.82745),(17 226.97949),(18 228.49763),(19 229.01721),(20 229.87668),(21 231.18004),(22 230.91809),(23 233.35333),(24 232.7441),(25 232.80397),(26 232.91183),(27 232.93103),(28 234.75941),(29 235.35054),(30 236.33699),(31 237.9661),(32 241.81674),(33 244.38222),(34 245.54846),(35 245.19846),(36 247.54146),(37 247.8592),(38 250.01854),(39 252.6002),(40 253.74591),(41 252.55284),(42 250.12029),(43 252.13283),(44 253.77634),(45 254.45796),(46 255.31241),(47 255.80463),(48 254.96324),(49 251.20259),(50 250.22612),(51 249.70262),(52 248.40012),(53 246.96013),(54 246.16238),(55 245.7077),(56 243.99666),(57 244.43018),(58 245.24638),(59 243.61108),(60 243.76422),(61 243.56909),(62 245.04825),(63 245.61479),(64 242.18987),(65 239.59113),(66 239.1395),(67 236.98117),(68 238.42796),(69 237.05135),(70 236.19037),(71 237.02484),(72 234.57687),(73 238.26628),(74 237.60165),(75 237.7542),(76 236.9913),(77 236.9154),(78 237.0521),(79 236.62466),
(1 107.8692),(2 144.54869),(3 166.46304),(4 180.38556),(5 189.34602),(6 197.37192),(7 200.78192),(8 205.67073),(9 210.4555),(10 212.94275),(11 218.2946),(12 222.51965),(13 222.71764),(14 224.37457),(15 226.26546),(16 226.86868),(17 226.48378),(18 228.8134),(19 228.05925),(20 227.95728),(21 230.26999),(22 231.8158),(23 234.27013),(24 235.44914),(25 235.55894),(26 235.89186),(27 237.44513),(28 239.617),(29 240.46574),(30 241.06454),(31 242.91145),(32 244.70605),(33 245.72615),(34 246.06546),(35 245.85248),(36 246.42038),(37 245.79668),(38 245.83875),(39 246.06229),(40 245.62415),(41 246.71025),(42 246.177),(43 250.28603),(44 249.53598),(45 250.30078),(46 248.92409),(47 249.56877),(48 249.96947),(49 247.7198),(50 248.2849),(51 247.00919),(52 245.62898),(53 245.2707),(54 244.29611),(55 244.52696),(56 242.95944),(57 243.93207),(58 245.56174),(59 245.67932),(60 245.62733),(61 246.2575),(62 249.31837),(63 251.22333),(64 248.67082),(65 246.5863),(66 248.03275),(67 248.97604),(68 248.82994),(69 245.94585),(70 245.56525),(71 246.95076),(72 246.3537),(73 246.98993),(74 247.97964),(75 246.61864),(76 246.42207),(77 245.16374),(78 242.70346),(79 241.06314),
(1 105.98446),(2 142.15454),(3 162.48897),(4 176.46434),(5 186.45372),(6 193.20868),(7 199.34682),(8 204.90376),(9 209.14009),(10 213.85095),(11 217.13498),(12 219.4601),(13 224.12312),(14 225.43846),(15 223.3936),(16 223.47261),(17 222.73225),(18 220.3152),(19 221.25261),(20 221.85544),(21 224.46938),(22 224.40575),(23 225.40501),(24 227.33902),(25 228.55371),(26 228.4561),(27 231.01775),(28 232.67561),(29 234.50746),(30 234.75456),(31 233.63089),(32 233.24242),(33 234.55537),(34 234.85176),(35 234.50894),(36 234.6173),(37 235.74754),(38 236.21564),(39 236.6788),(40 236.9338),(41 238.39204),(42 239.11821),(43 241.13731),(44 239.40065),(45 241.0593),(46 239.98795),(47 241.58385),(48 240.58696),(49 239.60382),(50 239.92091),(51 239.37906),(52 238.43535),(53 237.79137),(54 237.43977),(55 233.95479),(56 233.72356),(57 233.22215),(58 235.63492),(59 235.088),(60 236.3949),(61 237.02075),(62 235.96843),(63 236.48022),(64 233.99191),(65 231.98105),(66 231.41248),(67 231.56258),(68 230.71362),(69 231.06921),(70 231.53105),(71 230.95247),(72 233.213),(73 234.99904),(74 235.49365),(75 238.1192),(76 236.58873),(77 234.74564),(78 234.47365),(79 234.41019),
(1 105.32521),(2 139.7386),(3 161.82278),(4 174.58311),(5 186.65215),(6 191.55518),(7 195.76184),(8 200.3103),(9 204.24957),(10 206.95067),(11 208.90462),(12 210.47285),(13 214.28548),(14 214.48355),(15 215.49294),(16 216.37953),(17 216.19357),(18 217.39116),(19 217.07364),(20 219.22383),(21 219.60193),(22 219.9647),(23 222.81009),(24 222.94302),(25 224.32367),(26 223.2778),(27 226.47668),(28 227.37198),(29 228.18701),(30 227.64113),(31 225.93953),(32 223.6418),(33 227.66286),(34 228.30257),(35 228.53706),(36 229.9307),(37 230.2707),(38 230.16576),(39 230.87991),(40 231.40758),(41 234.48662),(42 235.07588),(43 238.172),(44 237.57799),(45 239.10825),(46 239.95918),(47 240.03914),(48 241.94386),(49 238.56116),(50 239.47707),(51 239.52353),(52 240.40393),(53 239.13531),(54 238.62308),(55 239.28229),(56 238.49123),(57 238.54646),(58 237.37018),(59 237.72694),(60 238.78157),(61 239.07272),(62 240.877),(63 240.69756),(64 240.67441),(65 240.61037),(66 241.17827),(67 239.64058),(68 240.72348),(69 238.5792),(70 238.8865),(71 238.66414),(72 237.41449),(73 240.99153),(74 240.22601),(75 243.06279),(76 242.56607),(77 240.3652),(78 239.78772),(79 240.71205),
(1 104.61148),(2 141.21153),(3 162.73734),(4 176.78976),(5 185.09149),(6 191.37645),(7 193.68622),(8 196.8573),(9 201.15765),(10 203.05504),(11 205.38326),(12 206.49196),(13 209.85262),(14 212.77579),(15 216.11542),(16 216.62126),(17 217.74232),(18 218.78572),(19 217.3992),(20 217.95045),(21 218.6824),(22 218.2895),(23 216.4695),(24 218.42879),(25 221.14763),(26 220.8261),(27 222.97617),(28 223.11574),(29 223.64067),(30 225.34279),(31 226.11484),(32 226.20897),(33 227.0763),(34 225.11374),(35 225.43217),(36 224.27016),(37 224.1185),(38 225.00563),(39 226.503),(40 225.44359),(41 226.844),(42 227.14145),(43 229.86388),(44 230.48293),(45 230.1717),(46 233.33311),(47 233.83061),(48 234.43457),(49 233.40971),(50 233.66672),(51 231.97078),(52 234.41296),(53 234.91975),(54 234.63159),(55 234.62534),(56 232.76779),(57 231.30817),(58 233.48238),(59 233.59491),(60 236.16307),(61 238.36607),(62 238.70541),(63 238.28676),(64 239.81183),(65 240.0715),(66 239.3638),(67 237.68112),(68 237.90425),(69 237.16675),(70 233.97864),(71 233.4052),(72 235.85155),(73 236.96172),(74 238.08672),(75 236.608),(76 235.03471),(77 233.24284),(78 231.56354),(79 234.77892),
(1 100.79548),(2 135.47963),(3 153.91782),(4 165.98024),(5 173.43468),(6 179.58058),(7 185.41356),(8 188.96399),(9 191.9665),(10 194.49438),(11 197.47699),(12 200.05292),(13 205.68576),(14 207.76535),(15 209.19762),(16 210.45384),(17 211.26967),(18 210.81294),(19 211.03487),(20 210.05818),(21 209.22205),(22 207.83205),(23 206.54817),(24 207.7308),(25 211.78903),(26 213.65652),(27 215.53748),(28 216.69548),(29 217.92134),(30 219.16452),(31 220.12717),(32 221.05354),(33 223.63507),(34 224.38306),(35 225.7237),(36 226.02586),(37 226.03627),(38 227.60844),(39 227.5372),(40 227.02136),(41 228.3447),(42 228.1657),(43 228.89502),(44 228.46782),(45 229.3291),(46 230.74197),(47 230.01472),(48 229.86021),(49 230.17085),(50 230.55537),(51 228.24951),(52 227.78961),(53 227.82764),(54 224.74231),(55 224.24176),(56 224.49493),(57 224.35634),(58 225.12283),(59 225.04451),(60 226.11143),(61 226.33775),(62 226.66252),(63 227.87407),(64 226.8986),(65 227.68304),(66 226.9725),(67 228.27623),(68 227.58636),(69 227.17276),(70 227.28508),(71 228.19641),(72 227.83165),(73 229.18694),(74 229.23405),(75 228.8216),(76 226.04808),(77 223.88377),(78 223.80435),(79 222.72855),
(1 102.633995),(2 137.4575),(3 157.25128),(4 169.86188),(5 177.78654),(6 183.25229),(7 189.50499),(8 193.04466),(9 197.08275),(10 202.50186),(11 205.83391),(12 206.58344),(13 210.34018),(14 213.84583),(15 217.37503),(16 219.53203),(17 220.5221),(18 219.3418),(19 216.7453),(20 215.91846),(21 214.93077),(22 214.33136),(23 213.68398),(24 213.9513),(25 217.29599),(26 219.51859),(27 223.44746),(28 224.43608),(29 226.50569),(30 225.80997),(31 225.3613),(32 227.51306),(33 228.01555),(34 230.39574),(35 228.35281),(36 229.57448),(37 229.52618),(38 231.69827),(39 230.36574),(40 229.71126),(41 229.64938),(42 228.40915),(43 228.18198),(44 228.52892),(45 227.90392),(46 228.46165),(47 227.6838),(48 227.89284),(49 227.22856),(50 228.57155),(51 229.78197),(52 230.51765),(53 230.87422),(54 230.01346),(55 229.03403),(56 228.87276),(57 231.59428),(58 232.7488),(59 234.20932),(60 233.68147),(61 233.20055),(62 232.97415),(63 234.14514),(64 234.22403),(65 234.33353),(66 234.74677),(67 233.75),(68 234.95978),(69 232.3142),(70 231.99301),(71 232.10265),(72 230.33124),(73 230.21022),(74 228.99492),(75 229.59653),(76 228.0138),(77 227.73674),(78 226.96805),(79 227.05705),
(1 101.20851),(2 134.34973),(3 153.7932),(4 166.25655),(5 174.44295),(6 179.74161),(7 185.95317),(8 190.41942),(9 195.23912),(10 197.80945),(11 200.93423),(12 199.89812),(13 204.17644),(14 207.00273),(15 208.20973),(16 208.31757),(17 209.57875),(18 209.30919),(19 210.0047),(20 209.53008),(21 210.0896),(22 212.37103),(23 211.10109),(24 212.29088),(25 216.0036),(26 216.75565),(27 222.23521),(28 222.04843),(29 223.08574),(30 222.81723),(31 220.60811),(32 219.80717),(33 221.14142),(34 222.44945),(35 222.82349),(36 224.5586),(37 226.24544),(38 227.12135),(39 226.094),(40 225.81425),(41 226.36617),(42 227.81442),(43 228.24489),(44 228.4536),(45 227.64415),(46 225.92708),(47 226.30505),(48 226.88698),(49 227.9388),(50 229.50632),(51 230.67764),(52 229.89113),(53 231.49693),(54 230.04662),(55 230.68883),(56 231.96791),(57 233.44386),(58 234.95265),(59 237.07755),(60 237.1779),(61 237.80798),(62 236.82185),(63 237.8735),(64 236.00583),(65 236.98642),(66 238.09358),(67 236.95445),(68 235.44482),(69 232.35448),(70 231.56015),(71 230.46973),(72 228.55898),(73 228.27455),(74 225.69989),(75 226.9513),(76 225.77266),(77 224.6886),(78 221.67838),(79 220.08792),
(1 100.00145),(2 134.00046),(3 153.1289),(4 166.78061),(5 175.79276),(6 182.05197),(7 185.66003),(8 188.04845),(9 191.29863),(10 194.68175),(11 196.53014),(12 198.49216),(13 200.25653),(14 202.03601),(15 204.77971),(16 204.15504),(17 204.44371),(18 206.13853),(19 206.55345),(20 206.34238),(21 207.83884),(22 209.55212),(23 210.00667),(24 211.71718),(25 212.0695),(26 213.57304),(27 216.42041),(28 217.0713),(29 218.18317),(30 218.83809),(31 219.30865),(32 220.1107),(33 221.26921),(34 219.71788),(35 221.61037),(36 220.39886),(37 221.72739),(38 224.98637),(39 223.7932),(40 223.36197),(41 225.98096),(42 224.26071),(43 227.82172),(44 227.16884),(45 226.5885),(46 225.4142),(47 226.34566),(48 226.41058),(49 226.26001),(50 227.07793),(51 227.6775),(52 227.59299),(53 228.82033),(54 227.77513),(55 226.03726),(56 225.86455),(57 226.95712),(58 228.75853),(59 229.82295),(60 227.94566),(61 230.66013),(62 228.55643),(63 229.076),(64 227.08649),(65 228.43497),(66 227.4315),(67 227.46172),(68 226.47067),(69 226.07817),(70 224.40326),(71 224.54362),(72 222.4912),(73 223.84987),(74 221.165),(75 219.7169),(76 219.31349),(77 218.96051),(78 215.46716),(79 213.82625),
(1 97.672005),(2 131.02458),(3 150.22876),(4 160.86218),(5 168.56866),(6 174.43425),(7 180.47278),(8 183.2763),(9 185.13127),(10 186.18484),(11 187.30719),(12 187.61584),(13 190.65779),(14 191.89153),(15 191.75436),(16 192.4033),(17 191.9163),(18 193.52806),(19 194.85149),(20 198.17801),(21 200.81592),(22 202.40363),(23 202.20113),(24 204.61346),(25 204.15958),(26 204.40007),(27 205.16975),(28 206.59296),(29 207.52278),(30 208.88388),(31 210.58499),(32 211.7978),(33 212.84514),(34 212.1781),(35 212.19571),(36 212.45938),(37 213.40941),(38 216.14244),(39 215.91653),(40 215.26604),(41 217.57654),(42 218.18782),(43 220.6487),(44 221.60277),(45 221.6856),(46 222.92532),(47 222.39116),(48 222.21342),(49 221.23059),(50 220.61626),(51 222.69681),(52 221.69273),(53 221.8592),(54 221.61803),(55 221.51424),(56 222.48123),(57 222.78206),(58 222.44753),(59 223.29964),(60 222.83284),(61 221.71214),(62 220.86882),(63 220.08968),(64 216.69235),(65 218.30873),(66 217.42773),(67 217.82982),(68 216.79803),(69 214.70703),(70 214.56189),(71 214.4636),(72 211.96156),(73 213.27353),(74 212.18852),(75 211.53822),(76 211.48798),(77 210.78458),(78 210.80783),(79 210.09877),
(1 96.89129),(2 128.68192),(3 146.6095),(4 157.1118),(5 165.93607),(6 170.74655),(7 177.04694),(8 179.21416),(9 182.41777),(10 185.01585),(11 189.48741),(12 190.25415),(13 195.26921),(14 195.215),(15 195.93587),(16 195.56656),(17 195.39005),(18 195.76834),(19 194.62277),(20 195.82161),(21 197.24391),(22 195.77557),(23 196.8416),(24 196.18834),(25 197.43942),(26 196.22893),(27 198.20317),(28 201.3883),(29 202.13962),(30 202.41356),(31 200.72379),(32 201.29704),(33 201.67386),(34 202.5403),(35 205.0986),(36 204.8497),(37 206.59619),(38 209.25644),(39 210.79643),(40 210.53313),(41 212.9495),(42 213.40393),(43 213.54912),(44 217.4659),(45 217.5412),(46 218.60315),(47 218.47537),(48 218.33183),(49 219.51514),(50 220.34407),(51 221.45174),(52 219.79062),(53 219.15442),(54 218.63638),(55 217.65407),(56 217.46814),(57 218.60167),(58 220.73618),(59 218.42336),(60 218.42827),(61 217.18753),(62 215.64943),(63 215.6134),(64 215.7953),(65 217.09488),(66 216.66675),(67 216.64706),(68 216.89957),(69 213.0544),(70 212.79631),(71 213.94612),(72 212.82562),(73 213.25113),(74 211.63258),(75 211.59978),(76 210.76366),(77 210.47356),(78 211.21306),(79 210.15831),
(1 96.33008),(2 127.39172),(3 145.45126),(4 158.58636),(5 168.2072),(6 171.26633),(7 177.65633),(8 180.8171),(9 184.58438),(10 188.93727),(11 192.22159),(12 193.88815),(13 196.26585),(14 197.4971),(15 198.23593),(16 198.184),(17 197.0964),(18 197.22247),(19 196.27135),(20 198.0023),(21 197.94716),(22 198.36266),(23 197.9144),(24 196.82927),(25 196.80565),(26 195.32607),(27 195.61272),(28 199.5473),(29 202.1711),(30 202.33984),(31 200.11067),(32 199.331),(33 201.01958),(34 204.04515),(35 206.39189),(36 206.62384),(37 207.36209),(38 208.26057),(39 206.99896),(40 209.04605),(41 210.49455),(42 211.47813),(43 213.99966),(44 216.11246),(45 216.50705),(46 218.6982),(47 219.77202),(48 218.36824),(49 218.32372),(50 217.69379),(51 218.35786),(52 217.6981),(53 216.98642),(54 215.67557),(55 214.7699),(56 213.82298),(57 211.97862),(58 214.94386),(59 212.89066),(60 213.80203),(61 211.2013),(62 212.23857),(63 210.99948),(64 211.42738),(65 210.94984),(66 211.9692),(67 211.24783),(68 210.9549),(69 209.26198),(70 210.41522),(71 212.31142),(72 210.82379),(73 210.49965),(74 208.24074),(75 206.26466),(76 206.88513),(77 207.37292),(78 208.01617),(79 207.33128),
(1 93.88364),(2 125.46478),(3 144.12451),(4 154.92384),(5 164.54146),(6 169.143),(7 174.15105),(8 175.74634),(9 179.21365),(10 184.41881),(11 187.25577),(12 188.66942),(13 192.48126),(14 193.6304),(15 194.00589),(16 193.33273),(17 194.33948),(18 195.11311),(19 196.2034),(20 196.0259),(21 196.85454),(22 199.74075),(23 200.74762),(24 199.91176),(25 200.18056),(26 199.40334),(27 200.52167),(28 201.4463),(29 204.05867),(30 201.69847),(31 200.88364),(32 200.14374),(33 200.3397),(34 201.93129),(35 202.35841),(36 204.93974),(37 205.15352),(38 205.02501),(39 203.74405),(40 205.19797),(41 207.7968),(42 208.90707),(43 213.05582),(44 214.01775),(45 213.60567),(46 215.60591),(47 216.53346),(48 218.27927),(49 218.60468),(50 220.06647),(51 219.65453),(52 218.05045),(53 218.26074),(54 216.74937),(55 215.01689),(56 216.71025),(57 215.14723),(58 216.36848),(59 215.77689),(60 215.90863),(61 215.11198),(62 214.93947),(63 216.368),(64 214.78053),(65 214.45523),(66 216.23839),(67 214.06158),(68 213.55753),(69 210.32338),(70 207.93741),(71 207.82059),(72 207.89134),(73 210.71912),(74 210.03839),(75 210.30692),(76 207.75691),(77 206.46936),(78 206.12308),(79 202.20396),
(1 92.84992),(2 124.554184),(3 143.1261),(4 153.91652),(5 162.62143),(6 167.76427),(7 173.32825),(8 174.83289),(9 177.93877),(10 181.8407),(11 183.36517),(12 183.0665),(13 185.5373),(14 187.51848),(15 187.11357),(16 188.31424),(17 188.17574),(18 190.4568),(19 189.56161),(20 188.62497),(21 187.87083),(22 189.0468),(23 190.83606),(24 192.32025),(25 191.34744),(26 191.57265),(27 194.02045),(28 193.46161),(29 196.44762),(30 197.10913),(31 198.98055),(32 200.14825),(33 200.77106),(34 203.22664),(35 201.5862),(36 202.42126),(37 203.5761),(38 203.37674),(39 202.52356),(40 204.50829),(41 205.17657),(42 206.46796),(43 210.38623),(44 211.95746),(45 210.72325),(46 212.03702),(47 213.29259),(48 212.26817),(49 210.93355),(50 209.97604),(51 212.36841),(52 212.27408),(53 211.74796),(54 212.28793),(55 213.43906),(56 213.88646),(57 212.30525),(58 213.1806),(59 213.32474),(60 215.6858),(61 214.30342),(62 214.44324),(63 214.84126),(64 214.42065),(65 212.02083),(66 212.04135),(67 211.01572),(68 209.86649),(69 210.1987),(70 209.46204),(71 209.72652),(72 209.97592),(73 210.65121),(74 208.72647),(75 207.83582),(76 207.5193),(77 204.94852),(78 206.3102),(79 204.43562),
(1 91.80765),(2 122.7974),(3 141.08897),(4 150.47997),(5 160.46672),(6 165.80162),(7 171.43982),(8 173.25783),(9 178.35883),(10 180.36977),(11 181.6838),(12 181.33788),(13 184.0564),(14 185.62656),(15 185.57263),(16 184.98566),(17 185.07619),(18 185.80717),(19 184.04324),(20 184.3333),(21 184.20137),(22 187.33244),(23 188.64188),(24 189.47585),(25 190.72916),(26 193.59747),(27 196.2492),(28 200.08565),(29 201.25652),(30 202.04422),(31 201.83276),(32 201.99573),(33 202.25185),(34 203.92159),(35 204.33972),(36 205.69127),(37 206.22498),(38 204.90753),(39 203.3591),(40 205.3092),(41 206.56483),(42 207.99638),(43 209.22705),(44 210.22435),(45 208.92519),(46 207.95992),(47 209.03638),(48 208.57794),(49 205.25494),(50 204.62381),(51 207.6114),(52 207.70555),(53 207.38243),(54 208.82101),(55 210.2598),(56 211.95807),(57 209.46591),(58 210.06671),(59 209.93585),(60 210.43306),(61 209.69882),(62 209.94995),(63 210.4034),(64 208.32469),(65 208.25623),(66 208.90138),(67 208.53273),(68 208.35667),(69 208.68764),(70 209.59256),(71 209.14847),(72 207.79019),(73 208.55681),(74 207.02611),(75 206.37761),(76 205.71362),(77 203.97632),(78 203.06038),(79 203.11777),
(1 91.801865),(2 122.235245),(3 142.44211),(4 152.18257),(5 161.51192),(6 166.56734),(7 174.19995),(8 174.87865),(9 178.40056),(10 181.90785),(11 184.085),(12 185.18047),(13 188.7386),(14 188.50565),(15 186.7799),(16 187.71378),(17 186.82646),(18 187.3644),(19 186.34328),(20 187.02803),(21 185.49744),(22 186.99516),(23 187.59802),(24 187.34552),(25 187.3558),(26 191.67496),(27 193.27365),(28 196.9112),(29 199.07394),(30 198.18475),(31 199.53714),(32 200.90646),(33 201.89664),(34 203.34036),(35 202.0042),(36 203.517),(37 202.19373),(38 203.85318),(39 202.22903),(40 201.8922),(41 203.08183),(42 203.72253),(43 207.02939),(44 208.36165),(45 207.2995),(46 207.90047),(47 207.77652),(48 204.66302),(49 205.99294),(50 205.4257),(51 205.81454),(52 206.6921),(53 205.29968),(54 204.84714),(55 202.64491),(56 202.60773),(57 202.33342),(58 204.26424),(59 205.76247),(60 207.3447),(61 205.55965),(62 206.43257),(63 205.78241),(64 203.52626),(65 202.48775),(66 202.46237),(67 203.09387),(68 203.12433),(69 201.76065),(70 201.7167),(71 200.51874),(72 199.43495),(73 199.26964),(74 197.86365),(75 197.71489),(76 198.93166),(77 199.53271),(78 199.55417),(79 199.7897),
(1 92.75445),(2 121.96725),(3 139.1336),(4 149.71513),(5 157.58113),(6 164.16776),(7 169.72939),(8 171.29991),(9 175.08652),(10 177.97368),(11 179.56029),(12 180.78056),(13 183.68565),(14 185.6021),(15 182.34642),(16 182.25516),(17 185.11966),(18 185.2985),(19 183.0239),(20 183.2237),(21 183.41745),(22 183.14542),(23 181.24837),(24 180.11229),(25 180.99583),(26 182.07896),(27 184.79309),(28 188.30244),(29 188.1005),(30 187.94543),(31 188.30664),(32 189.2852),(33 191.9428),(34 191.63725),(35 191.53128),(36 191.45428),(37 191.00414),(38 193.14595),(39 191.99628),(40 193.04852),(41 196.75993),(42 194.66197),(43 196.08003),(44 196.59464),(45 196.31049),(46 197.13399),(47 197.80368),(48 198.28998),(49 198.86635),(50 199.23126),(51 201.3037),(52 201.96155),(53 202.22162),(54 200.38715),(55 203.05354),(56 201.72177),(57 199.88068),(58 200.88141),(59 200.87054),(60 200.11034),(61 198.1684),(62 200.62274),(63 202.25206),(64 199.43044),(65 199.60178),(66 199.19588),(67 200.02046),(68 198.42415),(69 198.27025),(70 199.02069),(71 197.22496),(72 197.93262),(73 199.7438),(74 199.61679),(75 200.07404),(76 198.88832),(77 200.32991),(78 198.11723),(79 197.84514),
