1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1366.4646),(2 1881.0763),(3 2075.2502),(4 2239.6814),(5 2417.9272),(6 2649.9702),(7 2805.5015),(8 2949.9897),(9 3091.0728),(10 3270.886),(11 3400.7043),(12 3498.331),(13 3600.7021),(14 3649.1353),(15 3761.4146),(16 3872.207),(17 3877.2937),(18 3969.3193),(19 4003.982),(20 4004.92),(21 4037.8535),(22 4083.9165),(23 4109.736),(24 4136.97),(25 4132.32),(26 4116.098),(27 4161.6064),(28 4116.8315),(29 4027.0046),(30 3976.4668),(31 3886.1921),(32 3791.4736),(33 3806.6567),(34 3680.7422),(35 3564.141),(36 3557.2312),(37 3483.6125),(38 3418.9922),(39 3382.748),(40 3389.0925),(41 3431.623),(42 3424.8047),(43 3410.6123),(44 3454.9658),(45 3481.7417),(46 3496.691),(47 3546.396),(48 3583.8672),(49 3680.9631),(50 3727.1917),(51 3817.1235),(52 3922.37),(53 3998.8777),(54 3982.3835),(55 4103.6304),(56 4149.2695),(57 4180.994),(58 4168.665),(59 4204.1),(60 4238.2046),(61 4319.554),(62 4355.0005),(63 4397.225),(64 4491.981),(65 4516.4673),(66 4632.704),(67 4667.895),(68 4724.2656),(69 4745.5884),(70 4804.1724),(71 4821.332),(72 4768.4434),(73 4752.6753),(74 4702.7026),(75 4702.6274),(76 4683.5093),(77 4715.8105),(78 4736.5586),(79 4720.0435),
(1 1346.0576),(2 1868.3809),(3 2096.3665),(4 2252.1394),(5 2444.9507),(6 2711.5266),(7 2868.173),(8 2985.1912),(9 3126.8237),(10 3253.317),(11 3397.5266),(12 3478.9043),(13 3590.8354),(14 3664.1243),(15 3802.1494),(16 3900.413),(17 3948.2808),(18 3979.3313),(19 3995.3188),(20 4011.5833),(21 4052.3743),(22 4085.7693),(23 4125.157),(24 4122.153),(25 4096.3193),(26 4149.5557),(27 4122.859),(28 4137.0337),(29 4017.4316),(30 3921.1626),(31 3848.1018),(32 3761.283),(33 3721.2734),(34 3643.3887),(35 3568.8875),(36 3532.2554),(37 3475.06),(38 3424.4958),(39 3403.4863),(40 3425.558),(41 3459.9043),(42 3460.9788),(43 3466.0244),(44 3443.8184),(45 3522.3687),(46 3584.6143),(47 3565.056),(48 3610.601),(49 3694.592),(50 3765.836),(51 3828.7197),(52 3901.8423),(53 3910.462),(54 3963.7092),(55 4024.2754),(56 4045.2664),(57 4073.7522),(58 4117.3223),(59 4195.7134),(60 4259.0107),(61 4304.682),(62 4340.636),(63 4403.184),(64 4488.8486),(65 4569.4375),(66 4638.962),(67 4679.554),(68 4716.786),(69 4768.66),(70 4823.6123),(71 4786.038),(72 4776.2856),(73 4727.6265),(74 4710.3457),(75 4707.8027),(76 4734.855),(77 4764.4404),(78 4721.4194),(79 4699.5317),
(1 1357.7391),(2 1828.6991),(3 2065.9402),(4 2251.1487),(5 2403.4126),(6 2657.7854),(7 2821.284),(8 3006.7036),(9 3121.5842),(10 3247.9524),(11 3397.0361),(12 3469.7603),(13 3567.1565),(14 3660.9673),(15 3769.1777),(16 3870.3245),(17 3930.3408),(18 3976.709),(19 3961.0342),(20 4029.5608),(21 4032.687),(22 4057.2793),(23 4042.8484),(24 4024.5916),(25 4020.3792),(26 4000.9465),(27 4017.4924),(28 3962.1204),(29 3940.0862),(30 3853.9954),(31 3759.2205),(32 3713.0178),(33 3706.8347),(34 3626.73),(35 3613.033),(36 3555.494),(37 3475.9658),(38 3473.7043),(39 3432.6638),(40 3472.6255),(41 3470.5935),(42 3442.2126),(43 3480.5417),(44 3459.0613),(45 3439.7698),(46 3507.0896),(47 3527.071),(48 3593.4133),(49 3625.8184),(50 3692.871),(51 3727.3206),(52 3834.3328),(53 3917.4905),(54 3943.2231),(55 3984.5889),(56 4046.3335),(57 4028.801),(58 4029.1584),(59 4086.703),(60 4109.5176),(61 4123.348),(62 4153.142),(63 4178.228),(64 4276.2856),(65 4308.1016),(66 4373.4683),(67 4426.242),(68 4512.733),(69 4537.4116),(70 4553.6133),(71 4551.049),(72 4497.607),(73 4482.128),(74 4434.586),(75 4444.298),(76 4450.9604),(77 4466.438),(78 4466.304),(79 4467.8096),
(1 1338.5135),(2 1820.7842),(3 2024.4407),(4 2182.5273),(5 2351.9546),(6 2606.2644),(7 2756.8904),(8 2930.2957),(9 3034.1836),(10 3158.279),(11 3301.1143),(12 3401.1482),(13 3504.6619),(14 3589.0652),(15 3691.7974),(16 3763.4949),(17 3843.7117),(18 3867.2725),(19 3898.26),(20 3968.958),(21 3964.5923),(22 3919.2493),(23 3926.542),(24 3899.3508),(25 3912.6243),(26 3932.396),(27 3935.0923),(28 3875.336),(29 3805.9812),(30 3767.2168),(31 3734.7854),(32 3687.9631),(33 3625.298),(34 3598.093),(35 3501.1262),(36 3431.8264),(37 3397.6306),(38 3372.3984),(39 3356.91),(40 3344.0933),(41 3325.8516),(42 3325.0393),(43 3382.475),(44 3351.2168),(45 3398.202),(46 3449.7966),(47 3450.6895),(48 3481.9375),(49 3533.1338),(50 3568.6707),(51 3657.638),(52 3736.9302),(53 3750.2485),(54 3783.4229),(55 3812.1592),(56 3849.558),(57 3840.0645),(58 3876.4934),(59 3926.5706),(60 3965.8604),(61 4020.3606),(62 4067.8147),(63 4129.4604),(64 4186.625),(65 4237.0405),(66 4296.0127),(67 4412.0054),(68 4467.7744),(69 4495.054),(70 4520.2603),(71 4506.0635),(72 4469.387),(73 4455.069),(74 4461.2134),(75 4503.8403),(76 4509.6606),(77 4554.3047),(78 4542.8306),(79 4561.6304),
(1 1290.622),(2 1759.1564),(3 1977.5813),(4 2118.6326),(5 2279.9063),(6 2500.5215),(7 2682.4604),(8 2839.7131),(9 2903.3425),(10 3065.5273),(11 3166.7268),(12 3234.3635),(13 3327.4546),(14 3434.7559),(15 3568.738),(16 3598.6877),(17 3692.7217),(18 3753.68),(19 3802.4246),(20 3845.9697),(21 3850.075),(22 3862.3232),(23 3803.5408),(24 3815.1348),(25 3775.253),(26 3803.225),(27 3761.5142),(28 3716.1272),(29 3675.7996),(30 3629.0813),(31 3582.0833),(32 3545.784),(33 3454.2124),(34 3412.8765),(35 3326.5898),(36 3252.5903),(37 3278.972),(38 3216.43),(39 3255.0051),(40 3222.8481),(41 3198.709),(42 3226.8198),(43 3255.794),(44 3250.6365),(45 3261.4492),(46 3339.5962),(47 3412.5728),(48 3439.7952),(49 3471.2798),(50 3523.3447),(51 3624.169),(52 3683.4932),(53 3739.7485),(54 3777.5127),(55 3855.7607),(56 3890.2441),(57 3898.81),(58 3944.5015),(59 4002.1855),(60 4000.0168),(61 4062.5525),(62 4110.0576),(63 4173.7754),(64 4232.8804),(65 4333.351),(66 4360.3057),(67 4446.5654),(68 4494.5103),(69 4540.1),(70 4564.466),(71 4586.864),(72 4568.572),(73 4544.719),(74 4519.985),(75 4563.5767),(76 4551.4727),(77 4575.9546),(78 4565.2646),(79 4585.6763),
(1 1273.5623),(2 1783.8651),(3 2010.611),(4 2129.2095),(5 2275.344),(6 2448.9011),(7 2624.3435),(8 2791.339),(9 2880.8503),(10 2993.316),(11 3119.056),(12 3199.1223),(13 3310.4763),(14 3392.422),(15 3493.4465),(16 3524.9688),(17 3584.1213),(18 3644.4348),(19 3682.2559),(20 3700.175),(21 3747.842),(22 3785.7734),(23 3814.7585),(24 3797.3738),(25 3775.2144),(26 3808.4966),(27 3793.2366),(28 3764.7656),(29 3690.1235),(30 3650.789),(31 3586.4265),(32 3572.863),(33 3480.6514),(34 3432.555),(35 3341.4995),(36 3271.8943),(37 3248.963),(38 3220.778),(39 3212.097),(40 3183.1743),(41 3164.61),(42 3213.2957),(43 3190.3757),(44 3216.655),(45 3261.6108),(46 3316.1064),(47 3325.7993),(48 3306.7864),(49 3391.339),(50 3451.403),(51 3552.056),(52 3604.4927),(53 3628.1086),(54 3728.0413),(55 3793.6355),(56 3814.2656),(57 3838.225),(58 3913.3035),(59 3909.9658),(60 3924.569),(61 3988.0474),(62 4033.7615),(63 4135.841),(64 4149.011),(65 4243.1797),(66 4299.7417),(67 4397.401),(68 4443.337),(69 4484.189),(70 4522.884),(71 4534.2383),(72 4484.2695),(73 4483.9053),(74 4458.2456),(75 4449.756),(76 4455.588),(77 4478.8667),(78 4490.1563),(79 4466.589),
(1 1245.1328),(2 1713.344),(3 1974.159),(4 2094.7834),(5 2244.0369),(6 2416.0278),(7 2585.2563),(8 2761.3098),(9 2895.0952),(10 3066.1465),(11 3158.1106),(12 3212.98),(13 3306.9407),(14 3382.792),(15 3437.2314),(16 3483.497),(17 3528.5132),(18 3593.1028),(19 3656.6243),(20 3658.185),(21 3728.7275),(22 3700.0562),(23 3736.7393),(24 3718.0325),(25 3687.7788),(26 3706.2112),(27 3673.9492),(28 3634.969),(29 3599.601),(30 3584.1946),(31 3508.5151),(32 3466.7422),(33 3374.7563),(34 3307.8438),(35 3236.6091),(36 3160.9067),(37 3195.0933),(38 3110.5122),(39 3153.6814),(40 3121.2346),(41 3106.648),(42 3073.6587),(43 3091.8242),(44 3127.6582),(45 3146.5642),(46 3196.8252),(47 3222.9326),(48 3243.4502),(49 3328.6858),(50 3399.6597),(51 3475.57),(52 3539.3477),(53 3608.4465),(54 3663.1074),(55 3723.193),(56 3802.209),(57 3813.3196),(58 3816.5427),(59 3879.521),(60 3906.3098),(61 3938.1726),(62 3952.1255),(63 4032.2537),(64 4078.3894),(65 4153.414),(66 4200.0527),(67 4259.268),(68 4276.9707),(69 4346.7964),(70 4356.5806),(71 4345.7725),(72 4308.9585),(73 4309.122),(74 4287.1597),(75 4254.623),(76 4256.205),(77 4276.712),(78 4300.7573),(79 4259.3843),
(1 1215.5327),(2 1674.3135),(3 1918.6563),(4 1996.8496),(5 2131.784),(6 2290.0305),(7 2459.1453),(8 2615.587),(9 2748.0605),(10 2885.6707),(11 2985.895),(12 3031.3813),(13 3144.1035),(14 3160.8376),(15 3266.4353),(16 3267.564),(17 3358.4048),(18 3379.9104),(19 3433.6418),(20 3482.0554),(21 3537.7817),(22 3581.857),(23 3604.7383),(24 3593.6936),(25 3581.2466),(26 3604.343),(27 3595.264),(28 3601.5154),(29 3526.8171),(30 3521.4578),(31 3464.3452),(32 3411.0376),(33 3344.3853),(34 3258.1943),(35 3243.2092),(36 3151.6238),(37 3166.3704),(38 3109.9016),(39 3139.8784),(40 3078.6304),(41 3077.8362),(42 3068.1992),(43 3079.5703),(44 3117.6548),(45 3116.3667),(46 3133.0652),(47 3151.6074),(48 3209.3577),(49 3245.3442),(50 3293.8994),(51 3350.386),(52 3435.8945),(53 3484.131),(54 3528.5674),(55 3604.104),(56 3673.67),(57 3737.514),(58 3817.2576),(59 3839.562),(60 3883.6785),(61 3918.9277),(62 3955.1064),(63 4010.5361),(64 4040.3374),(65 4130.1357),(66 4180.9927),(67 4206.3906),(68 4222.7334),(69 4264.91),(70 4299.517),(71 4277.5327),(72 4262.097),(73 4237.5854),(74 4210.068),(75 4195.1045),(76 4171.845),(77 4177.9497),(78 4194.315),(79 4206.4873),
(1 1201.8584),(2 1659.6289),(3 1900.8289),(4 1965.0447),(5 2093.4927),(6 2292.9219),(7 2451.126),(8 2614.2964),(9 2725.093),(10 2843.9985),(11 2968.79),(12 3059.8083),(13 3140.5059),(14 3170.6267),(15 3248.1226),(16 3286.815),(17 3335.9111),(18 3336.6055),(19 3384.8667),(20 3422.6226),(21 3457.8145),(22 3470.7756),(23 3480.9275),(24 3463.7195),(25 3459.9324),(26 3454.2104),(27 3439.269),(28 3393.8984),(29 3363.1672),(30 3327.0107),(31 3292.9023),(32 3223.5266),(33 3182.1196),(34 3133.369),(35 3066.413),(36 3038.2717),(37 3056.3438),(38 3004.4258),(39 3028.078),(40 3007.9082),(41 3019.0972),(42 3017.0828),(43 3004.1257),(44 3014.0288),(45 3070.8438),(46 3114.8984),(47 3137.2312),(48 3190.0994),(49 3215.5044),(50 3279.2053),(51 3362.2266),(52 3402.9438),(53 3472.4475),(54 3496.2722),(55 3587.075),(56 3644.424),(57 3642.9297),(58 3668.5825),(59 3692.6318),(60 3743.9592),(61 3777.5378),(62 3814.4167),(63 3867.0044),(64 3944.907),(65 4012.2058),(66 4050.0388),(67 4062.5972),(68 4106.9385),(69 4118.0337),(70 4097.8125),(71 4120.3677),(72 4117.124),(73 4110.5464),(74 4048.4006),(75 4035.2673),(76 4030.2993),(77 4078.652),(78 4068.0833),(79 4091.694),
(1 1158.237),(2 1633.35),(3 1848.8639),(4 1964.6107),(5 2078.1377),(6 2231.5513),(7 2409.0037),(8 2574.1956),(9 2672.229),(10 2782.2417),(11 2866.6433),(12 2984.9636),(13 3044.5962),(14 3130.9124),(15 3194.549),(16 3236.2324),(17 3310.951),(18 3328.4675),(19 3390.4917),(20 3370.7712),(21 3406.0972),(22 3449.9546),(23 3437.675),(24 3388.124),(25 3383.587),(26 3374.2817),(27 3354.183),(28 3331.054),(29 3321.4263),(30 3280.113),(31 3270.599),(32 3215.687),(33 3170.7388),(34 3130.4922),(35 3098.4802),(36 3069.696),(37 3023.2896),(38 2971.0613),(39 2993.2297),(40 2954.3748),(41 2920.6406),(42 2938.33),(43 2964.9514),(44 2999.3474),(45 2985.6353),(46 3015.1782),(47 3053.3604),(48 3094.056),(49 3179.2886),(50 3166.1968),(51 3226.335),(52 3244.5505),(53 3303.713),(54 3338.1),(55 3378.0957),(56 3409.5002),(57 3440.7212),(58 3459.7969),(59 3478.478),(60 3492.1213),(61 3568.9268),(62 3591.591),(63 3640.9934),(64 3687.2908),(65 3741.44),(66 3766.703),(67 3808.3574),(68 3806.3552),(69 3841.2168),(70 3858.5605),(71 3851.9841),(72 3810.385),(73 3788.647),(74 3787.3735),(75 3764.59),(76 3799.5862),(77 3804.7979),(78 3819.8608),(79 3842.687),
(1 1197.4133),(2 1628.942),(3 1884.6844),(4 1983.4485),(5 2099.1858),(6 2259.161),(7 2392.0933),(8 2550.2336),(9 2666.818),(10 2766.4844),(11 2832.1355),(12 2957.0002),(13 3032.6746),(14 3067.9155),(15 3157.3455),(16 3180.9182),(17 3220.2656),(18 3229.573),(19 3292.0625),(20 3283.4045),(21 3310.3867),(22 3353.7358),(23 3337.6707),(24 3339.461),(25 3341.68),(26 3324.9963),(27 3332.1807),(28 3284.027),(29 3265.451),(30 3254.2603),(31 3233.6462),(32 3181.391),(33 3108.806),(34 3047.3833),(35 2955.8196),(36 2939.8096),(37 2856.1453),(38 2860.0994),(39 2855.5046),(40 2836.9756),(41 2811.4683),(42 2858.5664),(43 2893.9966),(44 2895.2947),(45 2900.0542),(46 2919.7205),(47 2936.3223),(48 3003.3462),(49 3071.8186),(50 3101.8818),(51 3198.169),(52 3281.381),(53 3366.1382),(54 3409.3396),(55 3455.6038),(56 3502.1638),(57 3515.6956),(58 3527.448),(59 3610.336),(60 3627.7146),(61 3666.966),(62 3739.4817),(63 3829.6667),(64 3888.0662),(65 3920.3267),(66 3974.9553),(67 4021.7803),(68 4066.4175),(69 4093.1667),(70 4075.77),(71 4084.7786),(72 4060.8005),(73 4024.015),(74 4008.0527),(75 3973.2678),(76 3986.0164),(77 3981.966),(78 4042.378),(79 4056.4258),
(1 1152.7197),(2 1596.2263),(3 1831.3317),(4 1931.3954),(5 2071.2598),(6 2256.3818),(7 2398.882),(8 2563.9895),(9 2666.6777),(10 2780.0261),(11 2891.9512),(12 2976.3472),(13 3074.3826),(14 3172.5125),(15 3252.3503),(16 3250.6572),(17 3294.9355),(18 3319.8896),(19 3375.7683),(20 3387.952),(21 3428.5752),(22 3425.4243),(23 3410.749),(24 3380.9346),(25 3353.8489),(26 3361.4082),(27 3328.066),(28 3311.2288),(29 3266.3206),(30 3254.1533),(31 3185.423),(32 3097.6863),(33 3044.131),(34 2944.43),(35 2844.6528),(36 2838.9873),(37 2756.9373),(38 2774.3672),(39 2717.2844),(40 2652.0796),(41 2657.655),(42 2687.0684),(43 2725.775),(44 2760.6057),(45 2756.1536),(46 2789.6992),(47 2816.966),(48 2876.1038),(49 2935.3726),(50 2989.4707),(51 3089.9463),(52 3142.9639),(53 3226.0193),(54 3266.4646),(55 3339.5217),(56 3423.997),(57 3478.246),(58 3524.4126),(59 3564.04),(60 3609.0798),(61 3642.6597),(62 3691.3315),(63 3756.2114),(64 3819.4473),(65 3850.917),(66 3922.891),(67 3992.308),(68 4005.2617),(69 4038.6677),(70 4059.151),(71 4085.687),(72 4038.1965),(73 3994.577),(74 3985.407),(75 3964.1064),(76 3971.6226),(77 3980.0662),(78 3990.2153),(79 3992.2322),
(1 1121.6398),(2 1541.1771),(3 1745.4773),(4 1833.6735),(5 2005.6823),(6 2169.9766),(7 2350.362),(8 2488.2104),(9 2582.1821),(10 2656.9688),(11 2774.821),(12 2857.5125),(13 2924.0723),(14 2998.2043),(15 3098.63),(16 3110.911),(17 3198.1594),(18 3209.9785),(19 3246.1553),(20 3260.1753),(21 3293.9775),(22 3293.723),(23 3292.6296),(24 3284.1506),(25 3243.4658),(26 3240.2534),(27 3238.939),(28 3193.241),(29 3170.2085),(30 3126.7778),(31 3088.436),(32 3007.7412),(33 2953.629),(34 2896.7332),(35 2826.316),(36 2803.476),(37 2772.9265),(38 2698.4014),(39 2675.7163),(40 2656.936),(41 2684.5615),(42 2665.8728),(43 2702.251),(44 2691.67),(45 2708.2124),(46 2738.331),(47 2790.4695),(48 2811.2827),(49 2873.7634),(50 2937.7813),(51 3010.0342),(52 3086.362),(53 3104.3413),(54 3145.5237),(55 3194.8137),(56 3244.622),(57 3265.9895),(58 3337.691),(59 3368.5964),(60 3420.1912),(61 3458.6677),(62 3534.719),(63 3595.393),(64 3668.3623),(65 3710.0852),(66 3772.039),(67 3832.8462),(68 3869.836),(69 3903.3774),(70 3913.5977),(71 3938.575),(72 3905.4763),(73 3891.8008),(74 3850.7813),(75 3853.4087),(76 3870.5344),(77 3881.219),(78 3885.3032),(79 3895.429),
(1 1091.8063),(2 1505.3042),(3 1738.2242),(4 1831.8773),(5 1960.1542),(6 2153.6738),(7 2296.058),(8 2452.094),(9 2569.8757),(10 2642.9805),(11 2728.663),(12 2850.991),(13 2978.469),(14 3031.3037),(15 3124.37),(16 3151.468),(17 3225.9417),(18 3253.3806),(19 3275.974),(20 3311.557),(21 3363.8882),(22 3342.9),(23 3339.7068),(24 3332.1367),(25 3317.2163),(26 3256.079),(27 3232.363),(28 3193.7415),(29 3160.012),(30 3120.9329),(31 3057.989),(32 2988.5532),(33 2911.5635),(34 2860.4873),(35 2804.913),(36 2718.8008),(37 2706.3655),(38 2674.1501),(39 2637.5095),(40 2614.9954),(41 2641.3381),(42 2612.6108),(43 2644.915),(44 2660.342),(45 2714.803),(46 2718.6418),(47 2739.1362),(48 2791.65),(49 2877.872),(50 2954.793),(51 3015.6648),(52 3083.74),(53 3153.0437),(54 3226.7969),(55 3292.7627),(56 3357.5586),(57 3387.4329),(58 3433.7744),(59 3489.9626),(60 3516.2986),(61 3579.9424),(62 3623.09),(63 3664.4248),(64 3732.0654),(65 3824.0156),(66 3868.4768),(67 3954.085),(68 4009.746),(69 4024.1414),(70 4049.936),(71 4060.3647),(72 4025.522),(73 3988.1995),(74 3956.4143),(75 3942.225),(76 3915.87),(77 3938.027),(78 3939.5374),(79 3943.711),
(1 1080.5289),(2 1503.9862),(3 1739.5496),(4 1847.9269),(5 2003.9061),(6 2174.736),(7 2302.4104),(8 2465.0222),(9 2576.8752),(10 2651.1563),(11 2747.8093),(12 2835.6118),(13 2948.4026),(14 2998.4097),(15 3091.3958),(16 3133.8435),(17 3158.4475),(18 3228.3962),(19 3255.5059),(20 3244.9573),(21 3266.9106),(22 3288.4707),(23 3313.096),(24 3265.0361),(25 3274.5918),(26 3248.4446),(27 3223.7874),(28 3174.2212),(29 3156.4983),(30 3144.082),(31 3084.3184),(32 2967.1934),(33 2896.9917),(34 2830.763),(35 2775.8945),(36 2743.1663),(37 2698.0781),(38 2709.6118),(39 2651.5845),(40 2639.074),(41 2645.8396),(42 2647.7341),(43 2647.7627),(44 2649.4915),(45 2672.9172),(46 2708.4783),(47 2730.7708),(48 2742.1511),(49 2788.1953),(50 2829.4944),(51 2900.624),(52 2970.0693),(53 3030.316),(54 3078.591),(55 3138.4653),(56 3187.0574),(57 3169.0872),(58 3264.7903),(59 3320.7114),(60 3358.3518),(61 3444.099),(62 3521.125),(63 3566.0251),(64 3604.708),(65 3677.333),(66 3740.6155),(67 3801.5623),(68 3848.7507),(69 3914.5508),(70 3925.2402),(71 3932.2837),(72 3892.445),(73 3873.5308),(74 3851.9626),(75 3854.4521),(76 3826.0557),(77 3843.1982),(78 3859.254),(79 3895.7974),
(1 1091.1215),(2 1512.2124),(3 1745.6234),(4 1828.3676),(5 1999.2279),(6 2152.2795),(7 2321.1802),(8 2453.5537),(9 2544.2813),(10 2681.9275),(11 2764.538),(12 2842.6687),(13 2911.7383),(14 3000.9045),(15 3112.7222),(16 3134.6655),(17 3189.421),(18 3218.5322),(19 3268.8728),(20 3287.1746),(21 3316.3608),(22 3330.0383),(23 3328.5742),(24 3315.871),(25 3300.5261),(26 3271.7537),(27 3258.8247),(28 3252.9265),(29 3219.0427),(30 3177.9685),(31 3113.6108),(32 3019.1),(33 2953.259),(34 2892.4382),(35 2854.6995),(36 2820.1506),(37 2777.4663),(38 2749.2556),(39 2716.0862),(40 2696.0034),(41 2669.7927),(42 2687.558),(43 2715.5325),(44 2687.6008),(45 2706.9287),(46 2762.8591),(47 2792.5264),(48 2843.2727),(49 2875.3953),(50 2934.581),(51 3009.2715),(52 3063.5474),(53 3137.4258),(54 3184.0903),(55 3232.2861),(56 3266.5022),(57 3268.2996),(58 3315.7434),(59 3350.7644),(60 3402.7656),(61 3475.0674),(62 3528.1848),(63 3562.678),(64 3628.0552),(65 3689.6108),(66 3772.7397),(67 3862.1611),(68 3872.886),(69 3908.152),(70 3964.994),(71 3958.3496),(72 3922.0986),(73 3905.0742),(74 3891.3442),(75 3862.142),(76 3861.9946),(77 3857.2634),(78 3876.988),(79 3886.1543),
(1 1042.6112),(2 1423.0908),(3 1616.6442),(4 1699.907),(5 1847.8468),(6 2009.0692),(7 2154.1506),(8 2284.935),(9 2414.5774),(10 2535.5393),(11 2580.1228),(12 2635.2856),(13 2736.5872),(14 2812.796),(15 2884.5667),(16 2951.4932),(17 2989.8752),(18 3041.5344),(19 3076.8472),(20 3123.1804),(21 3146.6785),(22 3151.3103),(23 3137.381),(24 3129.509),(25 3094.9622),(26 3094.7275),(27 3092.1326),(28 3056.5066),(29 3043.2021),(30 2988.848),(31 2924.7053),(32 2836.946),(33 2775.6357),(34 2717.6958),(35 2701.249),(36 2642.9941),(37 2597.73),(38 2552.1697),(39 2524.2642),(40 2515.5864),(41 2531.1145),(42 2541.7378),(43 2565.553),(44 2561.6501),(45 2558.1523),(46 2593.8303),(47 2608.2368),(48 2661.8706),(49 2718.4941),(50 2787.4524),(51 2833.595),(52 2910.6704),(53 2960.5513),(54 3015.5464),(55 3045.0623),(56 3101.761),(57 3149.5337),(58 3184.775),(59 3230.0437),(60 3294.7725),(61 3323.9143),(62 3365.5493),(63 3440.9019),(64 3492.9731),(65 3552.094),(66 3599.0078),(67 3672.1453),(68 3738.1946),(69 3761.6802),(70 3762.4612),(71 3754.8765),(72 3709.23),(73 3692.3733),(74 3678.9956),(75 3654.584),(76 3644.5942),(77 3663.6638),(78 3660.7644),(79 3698.1038),
