1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15934.739),(2 23273.87),(3 29516.021),(4 32606.352),(5 33856.523),(6 34601.016),(7 36796.973),(8 37204.473),(9 37545.367),(10 37805.473),(11 38737.234),(12 39179.633),(13 40452.477),(14 42501.27),(15 43694.27),(16 43596.793),(17 43681.74),(18 44124.07),(19 46300.926),(20 47292.23),(21 47362.145),(22 47595.34),(23 49127.582),(24 48654.75),(25 48882.625),(26 48603.86),(27 48610.75),(28 48010.227),(29 48104.34),(30 48667.195),(31 48839.125),(32 48615.2),(33 47306.383),(34 46370.168),(35 46989.793),(36 46605.637),(37 46254.65),(38 45623.504),(39 45389.22),(40 46094.34),(41 45946.332),(42 44864.984),(43 44485.387),(44 44145.62),(45 45247.56),(46 44827.54),(47 45377.34),(48 45373.133),(49 45818.12),(50 46543.426),(51 46931.496),(52 47775.703),(53 47764.18),(54 47981.023),(55 48228.11),(56 47958.684),(57 49343.844),(58 50847.65),(59 52005.74),(60 51221.05),(61 51166.66),(62 51489.098),(63 53005.55),(64 54253.207),(65 53558.46),(66 53277.445),(67 54335.457),(68 56168.363),(69 56992.07),(70 57877.47),(71 58292.703),(72 59104.66),(73 60196.125),(74 61244.6),(75 61561.29),(76 62108.93),(77 62301.074),(78 62722.945),(79 63840.35),
(1 15824.05),(2 23952.8),(3 30651.295),(4 34000.582),(5 33806.688),(6 33600.21),(7 35476.273),(8 35787.98),(9 36300.55),(10 37251.902),(11 38986.406),(12 39692.1),(13 41196.06),(14 42409.188),(15 43031.234),(16 42808.516),(17 43244.063),(18 44313.656),(19 45243.42),(20 45482.16),(21 45851.426),(22 46786.707),(23 48080.918),(24 48233.91),(25 48209.742),(26 47411.453),(27 47881.273),(28 47691.227),(29 49086.043),(30 49313.797),(31 49072.176),(32 47594.43),(33 46842.88),(34 47154.082),(35 46918.94),(36 47259.79),(37 46541.574),(38 45629.008),(39 45443.105),(40 45882.266),(41 46129.133),(42 45979.85),(43 45710.652),(44 45641),(45 45779.266),(46 45301.855),(47 45800.207),(48 46454.87),(49 48051.414),(50 47943.22),(51 48560.996),(52 48367.188),(53 49026.082),(54 49510.8),(55 49645.02),(56 50130.574),(57 51205.008),(58 52647.945),(59 53371.31),(60 53393.957),(61 52814.516),(62 52625.723),(63 53286.047),(64 53526.977),(65 54922.273),(66 55573.93),(67 55552.254),(68 55525.293),(69 57084.773),(70 57569.656),(71 58453.965),(72 58769.72),(73 58391.445),(74 59528.18),(75 60159.344),(76 61602.316),(77 61315.152),(78 60820.78),(79 60390.125),
(1 14938.821),(2 22692.309),(3 29331.79),(4 32840.254),(5 33992.258),(6 34436.83),(7 36106.41),(8 35837.625),(9 35854.816),(10 36081.223),(11 38473.406),(12 39376.996),(13 40659.453),(14 41338.516),(15 42125.734),(16 42211.98),(17 42944.53),(18 43949.906),(19 44293.2),(20 44273.453),(21 44894.594),(22 46141.457),(23 47219.727),(24 48227.934),(25 49039.633),(26 48295.67),(27 48705.195),(28 48143.33),(29 48882.484),(30 48773.383),(31 48420.8),(32 47726.24),(33 46369.57),(34 47266.074),(35 47117.977),(36 47006.21),(37 46762.12),(38 45618.496),(39 45596.055),(40 45377.74),(41 44565.3),(42 44477.285),(43 44095.49),(44 44351.76),(45 43519.805),(46 43617.742),(47 44469.86),(48 45396.684),(49 46415.816),(50 45202.883),(51 45175.8),(52 46009.37),(53 46892.51),(54 46939.277),(55 46402.387),(56 46978.082),(57 47950.273),(58 50027.95),(59 50329.547),(60 50210.676),(61 50530.266),(62 51380.28),(63 51665.703),(64 52247.98),(65 52530.156),(66 52848.85),(67 53115.777),(68 53260.99),(69 53524.594),(70 53912.23),(71 54502.566),(72 54676.383),(73 55344.95),(74 55932.457),(75 56373.094),(76 57254.49),(77 58006.54),(78 58293.055),(79 58417.246),
(1 14447.738),(2 21419.791),(3 27509.652),(4 30693.207),(5 31797.664),(6 32517.361),(7 34449.72),(8 34390.28),(9 34060.613),(10 33751.1),(11 36212.3),(12 36780.457),(13 38073.12),(14 39077.07),(15 40252.188),(16 40375.945),(17 41148.664),(18 42403.95),(19 43218.473),(20 43656.652),(21 44162.324),(22 45329.16),(23 45306.406),(24 45138.344),(25 45135.324),(26 45025.664),(27 45175.68),(28 45233.492),(29 45345.117),(30 45211.508),(31 44723.25),(32 44566.027),(33 43311.496),(34 43408.305),(35 42777.688),(36 42547.293),(37 42429.008),(38 42573.566),(39 42412.824),(40 41639.36),(41 41122.05),(42 41540.33),(43 41266.12),(44 40774.684),(45 40302.1),(46 40254.258),(47 40892.844),(48 41547.387),(49 41574.418),(50 41429.633),(51 41781.54),(52 42196.18),(53 42550.1),(54 43188.55),(55 43913.008),(56 44538.043),(57 44198.15),(58 45113.36),(59 45654.453),(60 46158.336),(61 46454.695),(62 46517.223),(63 46866.45),(64 48343.41),(65 49184.387),(66 49453.305),(67 49467.316),(68 49514.785),(69 50215.633),(70 51382.383),(71 52232.86),(72 52408.87),(73 52587.918),(74 53099.453),(75 54089.953),(76 54648.8),(77 54984.4),(78 55220.29),(79 55953.527),
(1 14075.719),(2 21828.145),(3 28158.658),(4 31372.787),(5 31883.715),(6 31839.459),(7 32942.527),(8 33330.246),(9 33999.21),(10 34954.484),(11 36531.82),(12 36615.76),(13 37754.38),(14 38870.57),(15 39563.117),(16 39814.82),(17 40893.684),(18 42052.098),(19 43365.78),(20 44631.258),(21 44568.402),(22 44350.164),(23 43751.977),(24 43532.926),(25 44252.34),(26 45469.38),(27 44623.063),(28 43075.965),(29 42392.02),(30 42656.145),(31 42764.992),(32 41790.52),(33 41151.88),(34 40631.79),(35 40639.19),(36 41000.31),(37 40829.07),(38 40380.363),(39 39237.348),(40 39113.207),(41 39396.477),(42 40037.125),(43 40225.54),(44 39239.875),(45 37885.914),(46 37790.043),(47 38482.293),(48 40328.082),(49 40007.473),(50 40702.23),(51 41245.945),(52 40542.594),(53 40562.375),(54 41215.043),(55 42588.9),(56 42777.316),(57 43394.45),(58 44287.516),(59 45340.28),(60 45559.1),(61 46024.344),(62 45957.49),(63 46710.43),(64 47389.656),(65 48931.555),(66 49969.555),(67 49916.332),(68 49997.063),(69 51462.145),(70 53165.688),(71 53087.945),(72 52648.19),(73 52478.465),(74 52429.684),(75 53516.453),(76 54509.734),(77 54629.707),(78 54773.59),(79 55662.848),
(1 14183.337),(2 22241.94),(3 28296.918),(4 31536.895),(5 32074.771),(6 32254.176),(7 32888.426),(8 32866.934),(9 33233.586),(10 34451.258),(11 36368.945),(12 36908.05),(13 38276.01),(14 39685.273),(15 40305.934),(16 40534.61),(17 42124.234),(18 43429.445),(19 44350.75),(20 45099.57),(21 44742.316),(22 44675),(23 44235.438),(24 44520.77),(25 44957.344),(26 45149.62),(27 44526.516),(28 43707.66),(29 42920.27),(30 42571.53),(31 42708.543),(32 41826.953),(33 41663.01),(34 40895.21),(35 40610.06),(36 39935.61),(37 38549.77),(38 38508.555),(39 37946.83),(40 37746.41),(41 38238.105),(42 38103.754),(43 38098.45),(44 37452.027),(45 37018.563),(46 37195.59),(47 38588.332),(48 39450.227),(49 39513.824),(50 40447.14),(51 39783.49),(52 39314.504),(53 39576.723),(54 40503.57),(55 42459.145),(56 42862.688),(57 42669.992),(58 42839.813),(59 43689.62),(60 43840.79),(61 43899.72),(62 44125.55),(63 44880.07),(64 46541.5),(65 47683.215),(66 48231.707),(67 48527.145),(68 48455.293),(69 48652.973),(70 49677.797),(71 50607.668),(72 51221.746),(73 51444.49),(74 51600.207),(75 51086.63),(76 51475.23),(77 52536.75),(78 53037.746),(79 53385.91),
(1 13505.81),(2 21410.26),(3 27025.604),(4 30579.701),(5 30232.44),(6 30226.125),(7 31552.434),(8 31830.076),(9 32370.28),(10 32854.793),(11 33912.95),(12 34311.402),(13 35508.168),(14 36700.766),(15 37693.703),(16 38588.53),(17 39726.074),(18 40519.38),(19 40951.72),(20 42036.836),(21 42365.945),(22 42097.09),(23 40756.152),(24 40570.332),(25 40321.7),(26 41114.66),(27 40957.734),(28 41120.453),(29 40980.625),(30 40741.375),(31 40335.727),(32 39265.43),(33 39681.47),(34 40146.348),(35 40269.203),(36 40042.71),(37 39034.582),(38 38587.465),(39 38725.78),(40 38856.793),(41 38684.523),(42 38066.574),(43 37408.66),(44 37498.926),(45 38393.2),(46 38677.297),(47 39695.895),(48 39007.633),(49 39328.863),(50 39516.113),(51 39546.434),(52 39534.85),(53 39583.105),(54 40365.293),(55 41202.61),(56 42360.47),(57 42372.504),(58 42271.168),(59 42371.008),(60 43169.195),(61 44241.33),(62 45030.004),(63 45600.203),(64 46708.65),(65 47087.78),(66 47793.08),(67 48213.14),(68 47955.418),(69 48385.57),(70 49835.72),(71 51126.18),(72 51513.297),(73 51470.37),(74 51554.91),(75 51674.926),(76 51976.94),(77 52488.703),(78 53894.957),(79 55133.957),
(1 13504.322),(2 22020.607),(3 26962.787),(4 29690.14),(5 29692.316),(6 30189.945),(7 31865.805),(8 31838.51),(9 32272.617),(10 33302.473),(11 34967.816),(12 36512.59),(13 37575.465),(14 38530.508),(15 38558.723),(16 39155.742),(17 40414.71),(18 41001.133),(19 41511.18),(20 42236.33),(21 42203.137),(22 42177.668),(23 41929.58),(24 42884.52),(25 43026.133),(26 42498.754),(27 41537.266),(28 41069.53),(29 41223.844),(30 40907.09),(31 39924.086),(32 39183.145),(33 40339.9),(34 41052.35),(35 40560.81),(36 38832.62),(37 38120.35),(38 38040.953),(39 38564.25),(40 39177.39),(41 38161.66),(42 37404.313),(43 37109.8),(44 37326.59),(45 37841.77),(46 38006.36),(47 38344.21),(48 38658.633),(49 39242.008),(50 38315.535),(51 38558.953),(52 38599.527),(53 39702.18),(54 40672.418),(55 40935.477),(56 40660.62),(57 40609.57),(58 40119.707),(59 40854.51),(60 41742.414),(61 41682.137),(62 41681.324),(63 42096.87),(64 42557.97),(65 43264.05),(66 43368.21),(67 43693.316),(68 45347.406),(69 46189.49),(70 46293.855),(71 46481.83),(72 47076.19),(73 47696.387),(74 48574.152),(75 48367.992),(76 47684.35),(77 48400.43),(78 49852.742),(79 50727.125),
(1 12552.74),(2 19871),(3 24559.928),(4 28039.229),(5 28144.668),(6 28143.787),(7 29162.988),(8 28774.537),(9 28321.756),(10 29166.418),(11 29931.723),(12 30979.496),(13 31894.904),(14 33019.977),(15 33492.8),(16 34914.242),(17 36608.117),(18 37268.367),(19 37070.29),(20 37182.918),(21 37839.074),(22 38760.4),(23 38659.184),(24 38647.875),(25 38935.992),(26 39767.88),(27 39542.48),(28 40079.54),(29 39419.797),(30 38365.098),(31 37608.48),(32 38125.875),(33 39659.94),(34 40229.203),(35 39286.49),(36 37191.79),(37 36657.04),(38 37383.867),(39 38422),(40 38123.04),(41 36705.574),(42 35837.246),(43 35338.734),(44 35704.242),(45 36805.156),(46 37214.277),(47 37117.38),(48 36630.426),(49 36616.88),(50 36461.92),(51 37120.656),(52 36997.43),(53 37879.035),(54 38055.137),(55 38409.676),(56 39028.02),(57 39324.523),(58 39809.484),(59 40069.566),(60 40089.94),(61 40543.145),(62 40858.098),(63 42161.926),(64 42648.22),(65 43301.324),(66 43817.29),(67 44285.152),(68 44518.082),(69 45234.668),(70 45970.293),(71 47576.83),(72 47559.902),(73 47038.68),(74 46923.703),(75 47185.867),(76 47575.3),(77 48464.473),(78 48685.113),(79 49675.117),
(1 12652.14),(2 20060.912),(3 24346.424),(4 27109.877),(5 26395.959),(6 26656.541),(7 28323.162),(8 28883.367),(9 28865.332),(10 30093.09),(11 30930.916),(12 31774.732),(13 32591.95),(14 33618.844),(15 34367.62),(16 35806.6),(17 36797.418),(18 36715.906),(19 36872.9),(20 38287.89),(21 39165.473),(22 39758.027),(23 39633.215),(24 39162.88),(25 39148.07),(26 39330.734),(27 38869.156),(28 39228.105),(29 39260.023),(30 39187.652),(31 38079.152),(32 37886.92),(33 38848.117),(34 39684.027),(35 38890.63),(36 37319.438),(37 36513.38),(38 36973.973),(39 37525.723),(40 37194.44),(41 36678.82),(42 36466.77),(43 35642.098),(44 35758.83),(45 35819.95),(46 36614.906),(47 36792.91),(48 37288.113),(49 37313.844),(50 38093.18),(51 38189.047),(52 38370.49),(53 38812.773),(54 39063.543),(55 39679.027),(56 40412.5),(57 40844.902),(58 42652.195),(59 42924.867),(60 42520.816),(61 42594.523),(62 43345.715),(63 44370.74),(64 45147.445),(65 45600.26),(66 45754.93),(67 46195.46),(68 45925.14),(69 46447.918),(70 47544.953),(71 49189.824),(72 49673.574),(73 48793.504),(74 47841.28),(75 48854.93),(76 50683.035),(77 51271.453),(78 51234.43),(79 51898.75),
(1 11790.176),(2 18885.424),(3 22754.248),(4 25413.012),(5 25745.344),(6 26099.941),(7 27744.545),(8 28333.19),(9 28214.012),(10 29614.713),(11 30359.045),(12 31272.79),(13 32309.863),(14 33433.727),(15 33970.152),(16 35330.08),(17 36528.85),(18 37433.73),(19 37610.17),(20 37576.383),(21 37077.37),(22 37853.984),(23 38230.445),(24 38807.633),(25 38591.42),(26 37551.05),(27 36762.117),(28 36532.117),(29 35943.137),(30 36708.934),(31 35888.9),(32 36159.582),(33 35867.242),(34 35832.01),(35 34831.91),(36 34519.117),(37 34113.105),(38 33984.395),(39 33896.58),(40 33670.688),(41 33449.723),(42 33484.688),(43 33793.313),(44 34885.785),(45 35536.676),(46 35631.805),(47 35528.715),(48 35922.785),(49 36075.9),(50 37045.195),(51 36950.492),(52 37633.62),(53 37834.75),(54 38636.66),(55 38743.023),(56 39554.934),(57 40875.145),(58 41999.242),(59 41648.72),(60 41366.508),(61 41430.88),(62 42167.77),(63 42358.797),(64 43288.58),(65 43377.813),(66 43694.23),(67 43746.727),(68 44269.668),(69 44640.914),(70 45777.688),(71 46631.813),(72 46562.227),(73 45593.98),(74 45361.848),(75 45898.81),(76 47067.715),(77 47880.395),(78 47888.645),(79 47584.51),
(1 11246.702),(2 18000.15),(3 21960.031),(4 24321.97),(5 24209.559),(6 25217.426),(7 27220.313),(8 27272.363),(9 27166.629),(10 28855.719),(11 29857.617),(12 31249.246),(13 32443.555),(14 33462.484),(15 34024.734),(16 35100.78),(17 36147.633),(18 37063.484),(19 37610.195),(20 37243.383),(21 36868.992),(22 37081.32),(23 37579.508),(24 38708.316),(25 38413.117),(26 37883.914),(27 38140.297),(28 37586.96),(29 37275.527),(30 37578.785),(31 37113.52),(32 37268.74),(33 36988.33),(34 36212.992),(35 35468.895),(36 35514.37),(37 35312.246),(38 35035.773),(39 34891.074),(40 34429.945),(41 34369.51),(42 33998.207),(43 34255.41),(44 34945.53),(45 34868.918),(46 34907.13),(47 35060.594),(48 35007.72),(49 35363.957),(50 36031.863),(51 36274.367),(52 36647.105),(53 36760.277),(54 36951.082),(55 37365.105),(56 37994.55),(57 38763.855),(58 38952.094),(59 39405.67),(60 39812.754),(61 40393.316),(62 40502.668),(63 40851.625),(64 41756.277),(65 42127.484),(66 42740.246),(67 43146.434),(68 43486.566),(69 44540.45),(70 45899.37),(71 46214.938),(72 46351.37),(73 46177.402),(74 46142.035),(75 47031.977),(76 47314.89),(77 47709.105),(78 47969.81),(79 48422.82),
(1 11454.77),(2 19234.135),(3 22524.932),(4 23927.475),(5 23735.158),(6 25330.037),(7 27116.252),(8 26938.232),(9 27015.252),(10 28614.55),(11 29375.447),(12 31373.45),(13 33376.895),(14 34326.188),(15 34768.426),(16 35886.367),(17 36504.64),(18 36653.758),(19 36954.91),(20 37138.98),(21 37448.74),(22 38028.137),(23 37848.414),(24 38183.35),(25 38065.633),(26 38015.06),(27 38410.145),(28 38033.65),(29 37400.05),(30 37418.777),(31 37406.492),(32 37404.668),(33 36927.086),(34 36073.734),(35 36056.12),(36 36170.586),(37 35351.332),(38 34222.105),(39 33859.016),(40 34063.72),(41 34098.918),(42 33687.418),(43 33107.074),(44 33324.582),(45 34046.81),(46 34808.676),(47 34833.875),(48 34361.164),(49 34853.69),(50 35848.164),(51 37164.945),(52 37334.92),(53 36978.46),(54 36673.54),(55 37592.203),(56 38629.46),(57 39270.086),(58 39043.27),(59 39589.473),(60 39926.465),(61 40237.36),(62 39968.848),(63 40903.082),(64 41399.992),(65 41361.168),(66 41413.082),(67 42047.367),(68 42940.813),(69 44134.008),(70 44823.434),(71 45534.813),(72 46290.637),(73 46528.836),(74 45801.863),(75 45594.152),(76 46456.875),(77 47228.793),(78 47238.02),(79 47525.95),
(1 11166.844),(2 18553.549),(3 21190.07),(4 22518.682),(5 22600.816),(6 24202.582),(7 26032.48),(8 26484),(9 27303.12),(10 28309.143),(11 28852.111),(12 30470.676),(13 31786.178),(14 31897.607),(15 32098.17),(16 33265.285),(17 33926.09),(18 34689.777),(19 35059.848),(20 35469.324),(21 36159.594),(22 36220.332),(23 36211.96),(24 36879.86),(25 37055.047),(26 36994.496),(27 36694.805),(28 36210.273),(29 36475.67),(30 35913.793),(31 35628.133),(32 34885.29),(33 35003.934),(34 35003.47),(35 34671.816),(36 34200.297),(37 33488.348),(38 33371.563),(39 33477.4),(40 34777.4),(41 34943.75),(42 34011.223),(43 33118.19),(44 33072.508),(45 34394.8),(46 34970.563),(47 34975.67),(48 34341.9),(49 35050.19),(50 35381.375),(51 36366.496),(52 36427.387),(53 36852.4),(54 36528.88),(55 36958.066),(56 38083.43),(57 39033.25),(58 39126.656),(59 39601.465),(60 39989.938),(61 39874.902),(62 39618.707),(63 40050.277),(64 40776.45),(65 40967.625),(66 41180.703),(67 41899.016),(68 42192.734),(69 42774.438),(70 43446.586),(71 44235.477),(72 44086.117),(73 44036.754),(74 43819.48),(75 44389.11),(76 45513.367),(77 45881.023),(78 45940.715),(79 45990.387),
(1 11280.405),(2 18039.602),(3 20631.95),(4 22116.334),(5 22043.97),(6 23365.947),(7 25219.639),(8 25737.479),(9 26847.396),(10 28236.305),(11 29170.29),(12 30404.527),(13 31439.205),(14 31812.506),(15 33060.703),(16 34160.36),(17 34816.133),(18 35683.477),(19 36233.617),(20 36670.957),(21 36864.688),(22 36571.633),(23 36642.023),(24 37500.605),(25 38187.008),(26 37459.254),(27 36932.035),(28 36774.434),(29 37530.83),(30 37188.777),(31 36733.81),(32 36078.273),(33 35763.074),(34 35487.367),(35 34983.285),(36 33969.91),(37 33212.758),(38 33424.676),(39 33242.516),(40 33415.85),(41 32986.957),(42 32735.06),(43 32894.625),(44 33475.23),(45 34008.246),(46 34279.633),(47 34144.258),(48 34094.145),(49 34020.527),(50 34607.188),(51 35676.605),(52 36447.355),(53 36997.895),(54 37533.27),(55 37964.457),(56 38359.05),(57 38533.277),(58 38719.457),(59 39290.055),(60 40065.566),(61 40156.375),(62 39766.613),(63 39444.074),(64 39974.73),(65 40506.22),(66 40344.656),(67 40477.215),(68 41382.383),(69 41938.516),(70 42632.367),(71 43125.824),(72 43437.48),(73 43677.258),(74 43612.676),(75 43596.84),(76 44456.906),(77 45651.21),(78 46091.836),(79 46373.605),
(1 10089.749),(2 15601.241),(3 18545.445),(4 21096.984),(5 21587.014),(6 22641.326),(7 24560.908),(8 25409.938),(9 25769.717),(10 26913.654),(11 28105.662),(12 29416.857),(13 29951.115),(14 30681.875),(15 31215.926),(16 31707.371),(17 32511.406),(18 32843.848),(19 33618.42),(20 34031.297),(21 34554.688),(22 34462.188),(23 33895.44),(24 34342.61),(25 34815.004),(26 35160.695),(27 34859.66),(28 34338.47),(29 34063.887),(30 33840.16),(31 33015.195),(32 33014.61),(33 32850.926),(34 32207.568),(35 32211.143),(36 31815.838),(37 31946.604),(38 31925.912),(39 31543.475),(40 31588.469),(41 31919.549),(42 32552.475),(43 32868.91),(44 32582.303),(45 32433.166),(46 32943.383),(47 33478.04),(48 33360.332),(49 33188.418),(50 33818.01),(51 34880.97),(52 35504.32),(53 35855.32),(54 36171.508),(55 35798.367),(56 36254.754),(57 36801.418),(58 37588.668),(59 37877.895),(60 37902.26),(61 37862.305),(62 37921.47),(63 38186.637),(64 38363.75),(65 38645.59),(66 38864.063),(67 39106.17),(68 39670.875),(69 40514.527),(70 40639.688),(71 41042.625),(72 41452.855),(73 41327.156),(74 41589.81),(75 42214.31),(76 42700.46),(77 43035.46),(78 43593.67),(79 44961.945),
(1 10404.622),(2 16408.24),(3 19070.223),(4 20803.223),(5 20502.154),(6 21499.045),(7 23816.137),(8 24180.938),(9 24617.852),(10 25206.398),(11 25937.266),(12 26871.695),(13 27839.184),(14 28401.195),(15 29142.05),(16 29618.734),(17 30208.49),(18 30594.627),(19 31196.533),(20 31289.092),(21 32141.346),(22 32130.24),(23 31411.29),(24 31681.432),(25 31903.125),(26 32303.68),(27 32017.334),(28 30929.08),(29 30927.443),(30 30758.707),(31 30522.133),(32 30653.557),(33 30826.004),(34 30442.902),(35 29701.438),(36 29442.725),(37 29585.344),(38 29380.846),(39 29316.379),(40 28769.598),(41 28838.068),(42 29535.01),(43 29948.691),(44 30079.736),(45 29956.178),(46 30173.426),(47 31374.781),(48 31505.752),(49 31104.563),(50 31433.467),(51 31584.686),(52 31742.295),(53 31713.723),(54 32405.432),(55 33320.31),(56 33890.047),(57 34712.113),(58 34958.645),(59 34906.637),(60 35216.785),(61 35454.656),(62 35827.656),(63 35724.6),(64 35876.676),(65 36151.258),(66 35961.574),(67 36215.332),(68 36604.215),(69 36956.87),(70 37651.297),(71 38100.48),(72 38492.063),(73 39008.668),(74 38959.723),(75 39163.645),(76 39707.766),(77 40279.605),(78 41058.523),(79 41335.37),
(1 9293.94),(2 14623.785),(3 17288.387),(4 19193.66),(5 19244.129),(6 20574.342),(7 22237.857),(8 22407.666),(9 23206),(10 24107.373),(11 24837.76),(12 25502.086),(13 26623.03),(14 26876.898),(15 27179.287),(16 27979.166),(17 28673.691),(18 29213.994),(19 29247.424),(20 29547.264),(21 30595.852),(22 30574.125),(23 30783.576),(24 30754.822),(25 30553.89),(26 31161.914),(27 30828.254),(28 30480.701),(29 30369.361),(30 29537.201),(31 29281.65),(32 29801.277),(33 29692.465),(34 28832.047),(35 28248.344),(36 28352.592),(37 28461.53),(38 28093.148),(39 28240.402),(40 27972.645),(41 28110.604),(42 28526.527),(43 29561.207),(44 29668.592),(45 29010.719),(46 29149.674),(47 29661.775),(48 30767.955),(49 31036.61),(50 31517.701),(51 31894.441),(52 32300.023),(53 32148.799),(54 32161.082),(55 33081.16),(56 34137.75),(57 34754.73),(58 35137.277),(59 34982.7),(60 34788.62),(61 35175.98),(62 35811.324),(63 35927.87),(64 36050.97),(65 36406.17),(66 36736),(67 36979.04),(68 37596.008),(69 37958.625),(70 38400.105),(71 38625.332),(72 38803.266),(73 38929.28),(74 39484.85),(75 40146.527),(76 41042.523),(77 41704.64),(78 42066.508),(79 42342.508),
