1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 100687.85),(2 131465.45),(3 95789.445),(4 228915.83),(5 313052.84),(6 324600.38),(7 497386.1),(8 631722.06),(9 715243.5),(10 950114.8),(11 1184754.1),(12 1334037.6),(13 1640226.4),(14 1920303.5),(15 2169283.8),(16 2536861.8),(17 2933882),(18 3283977),(19 3726480.8),(20 4206470.5),(21 4616132.5),(22 5092887),(23 5588816.5),(24 6002262),(25 6532320.5),(26 7094035.5),(27 7532278),(28 8076054.5),(29 8670920),(30 9174019),(31 9767766),(32 10414768),(33 10918873),(34 11520785),(35 12195677),(36 12754812),(37 13454769),(38 14245815),(39 14829723),(40 15563764),(41 16397627),(42 17050094),(43 17872462),(44 18851964),(45 19654786),(46 20613582),(47 21692378),(48 22568416),(49 23506102),(50 24553798),(51 25385378),(52 26270818),(53 27273978),(54 28052606),(55 28900106),(56 29893216),(57 30630312),(58 31322026),(59 32196774),(60 32839194),(61 33395312),(62 34225964),(63 34762612),(64 35331820),(65 35955344),(66 36367660),(67 36811236),(68 37361156),(69 37709984),(70 38093190),(71 38643340),(72 39003000),(73 39272268),(74 39856596),(75 40365750),(76 40940096),(77 41748776),(78 42389332),(79 43185564),
(1 7443.6523),(2 17665.027),(3 22679.838),(4 24354.242),(5 26982.502),(6 29692.963),(7 31428.74),(8 32740.605),(9 34664.24),(10 37112.504),(11 39099.27),(12 40245.063),(13 41307.816),(14 42189.406),(15 42227.94),(16 42010.563),(17 41980.563),(18 41968.816),(19 41361.87),(20 40517.645),(21 39506.523),(22 38804.25),(23 38210.633),(24 37023.043),(25 36188.816),(26 35377.69),(27 34534.977),(28 33607.477),(29 33390.176),(30 33514.223),(31 33333.23),(32 33162.96),(33 32965.88),(34 32773.62),(35 32276.07),(36 31602.95),(37 31451.1),(38 31769.38),(39 31905.904),(40 31882.93),(41 31999.262),(42 31723.916),(43 31544.1),(44 31449.693),(45 31519.846),(46 31429.576),(47 31184.7),(48 31400.447),(49 31500.2),(50 32130.09),(51 32323.11),(52 32312.145),(53 32751.385),(54 32763.057),(55 32400.64),(56 32604.203),(57 33190.742),(58 32540.396),(59 32146.188),(60 32057.291),(61 32075.346),(62 32442.084),(63 32462.154),(64 32072.08),(65 31951.586),(66 32043.318),(67 31762.209),(68 31873.709),(69 32297.32),(70 32418.975),(71 32488.293),(72 32396.506),(73 32339.268),(74 32231.682),(75 32343.916),(76 32426.45),(77 32530.28),(78 32698.018),(79 32807.75),
(1 7301.6006),(2 17241.42),(3 21586.973),(4 23012.746),(5 25565.59),(6 28448.588),(7 30228.338),(8 31257.656),(9 33265.105),(10 35882.773),(11 37666.57),(12 37987.766),(13 38786.496),(14 40197.945),(15 40636.703),(16 40107.883),(17 40019.477),(18 40330.246),(19 39902.945),(20 38677.34),(21 37695.742),(22 37439.863),(23 36817.63),(24 35763.977),(25 34920.14),(26 34298.258),(27 33416.316),(28 32670.084),(29 32192.17),(30 32012.826),(31 32117.477),(32 32037.23),(33 32107.662),(34 32249.871),(35 32207.09),(36 32058.473),(37 31827.223),(38 32134.309),(39 32026.375),(40 31774.764),(41 31487.879),(42 31415.863),(43 30966.15),(44 30631.322),(45 30659.357),(46 30703.588),(47 30626.283),(48 30747.326),(49 30998.543),(50 31498.707),(51 31963.268),(52 32125.09),(53 32178.219),(54 32017.371),(55 31583.908),(56 31115.014),(57 30589.24),(58 30643.836),(59 30693.79),(60 30525.125),(61 30474.547),(62 30590.814),(63 30246.486),(64 30503.264),(65 30683.88),(66 30795.852),(67 31221.46),(68 31557.334),(69 31373.092),(70 31344.799),(71 31213.203),(72 31195.53),(73 31161.088),(74 31322.047),(75 31449.643),(76 31226.469),(77 31463.053),(78 31866.611),(79 31801.346),
(1 7077.449),(2 16558.094),(3 20668.662),(4 21881.734),(5 24247.377),(6 26859.48),(7 28426.795),(8 29823.844),(9 31766.598),(10 33902.52),(11 35421.24),(12 35808.098),(13 36545.332),(14 37325.902),(15 37415.77),(16 37059.36),(17 37055.74),(18 36934.92),(19 36213.37),(20 35506.17),(21 35336.656),(22 35004.145),(23 34317.758),(24 33460.094),(25 32775.723),(26 32212.94),(27 31438.31),(28 30962.424),(29 30783.066),(30 30383.82),(31 30008.797),(32 29758.78),(33 29691.295),(34 29717.23),(35 29373.691),(36 29328.959),(37 29660.576),(38 29586.025),(39 29443.377),(40 29317.787),(41 29098.85),(42 28862.693),(43 28699.79),(44 28847.32),(45 28770.33),(46 28321.047),(47 28446.47),(48 28873.713),(49 29047.129),(50 29114.123),(51 29426.781),(52 29858.375),(53 29883.877),(54 30165.484),(55 30198.54),(56 29877.71),(57 29255.355),(58 28691.13),(59 28610.912),(60 28682.975),(61 28663.37),(62 28645.584),(63 28762.918),(64 28970.41),(65 28767.756),(66 28657.527),(67 28695.082),(68 29071.266),(69 29181.607),(70 29105.125),(71 29408.885),(72 29347.129),(73 29347.863),(74 29543.29),(75 29469.035),(76 29411.24),(77 29199.254),(78 29041.691),(79 29006.021),
(1 7076.3716),(2 16293.754),(3 20338.723),(4 21744.059),(5 24219.283),(6 26477.168),(7 27626.791),(8 28842.143),(9 30898.83),(10 32822.793),(11 34072.11),(12 34598.664),(13 34954.477),(14 35824.656),(15 36192.05),(16 36217.51),(17 36986.555),(18 37397.824),(19 36312.813),(20 35006.348),(21 34709.605),(22 34052.84),(23 33019),(24 32203.75),(25 31467.75),(26 30815.19),(27 30200.736),(28 29596.86),(29 29319.094),(30 28976.715),(31 28651.15),(32 28467.762),(33 28559.54),(34 28281.799),(35 28057.197),(36 28105.762),(37 28614.29),(38 28764.844),(39 28672.406),(40 28350.012),(41 28211.648),(42 28135.586),(43 28136.52),(44 28227.736),(45 28436.896),(46 28257.893),(47 28366.09),(48 28930.805),(49 29615.879),(50 30228.545),(51 30671.71),(52 30983.676),(53 30909.521),(54 30462.576),(55 30051.46),(56 30046.56),(57 29986.813),(58 29044.662),(59 28664.041),(60 28049.984),(61 27802.322),(62 27948.086),(63 28055.762),(64 28018.75),(65 28383.428),(66 28613.346),(67 28864.668),(68 28999.406),(69 29274.623),(70 29350.17),(71 29399.225),(72 29677.027),(73 29975.729),(74 29957.033),(75 29881.1),(76 30245.582),(77 30555.248),(78 29946.742),(79 29562.428),
(1 6828.129),(2 15872.872),(3 19835.916),(4 21396.16),(5 23597.203),(6 25722.795),(7 26939.832),(8 28143.324),(9 30337.717),(10 32340.352),(11 33506.53),(12 34450.066),(13 35395.266),(14 36104.266),(15 35945.766),(16 35609.316),(17 35570.133),(18 35304.14),(19 34399.934),(20 33307.17),(21 33048.83),(22 32776.76),(23 31535.703),(24 30580.033),(25 30130.57),(26 29727.35),(27 28943.486),(28 28594.564),(29 28434.951),(30 28160.297),(31 28071.502),(32 28205.453),(33 28037.441),(34 27747.238),(35 27484.33),(36 27464.486),(37 27731.963),(38 27735.498),(39 27237.254),(40 27041.83),(41 26986.646),(42 27492.78),(43 27731.156),(44 27617.973),(45 27219.5),(46 27317.078),(47 27383.105),(48 27406.178),(49 27619.922),(50 27814.033),(51 27975.049),(52 28499.523),(53 28790.91),(54 28683.338),(55 28157.697),(56 27985.951),(57 28206.441),(58 27930.4),(59 27729.719),(60 27732.521),(61 27740.186),(62 27605.627),(63 27396.936),(64 27369.71),(65 27692.936),(66 27891.887),(67 28087.473),(68 28341.613),(69 28335.016),(70 28002.64),(71 28143.453),(72 28571.367),(73 28398.8),(74 27864.234),(75 27816.09),(76 27950.14),(77 28219.967),(78 28206.563),(79 28478.744),
(1 6920.4756),(2 15921.022),(3 19544.617),(4 20495.11),(5 22609.87),(6 24800.953),(7 25733.998),(8 26506.299),(9 27998.43),(10 29486.291),(11 30298.271),(12 31089.303),(13 32309.598),(14 33242.33),(15 33121.426),(16 33091.02),(17 33497.305),(18 33196.62),(19 32134.285),(20 31443.87),(21 31064.486),(22 30389.828),(23 29723.707),(24 28983.209),(25 28404.67),(26 27656.215),(27 27011.303),(28 26722.44),(29 26323.795),(30 25917.355),(31 25881.74),(32 26163.285),(33 26364.045),(34 26312.44),(35 26049.268),(36 25780.225),(37 25707.639),(38 25703.355),(39 25630.648),(40 25419.053),(41 25448.324),(42 25878.5),(43 25988.945),(44 25666.633),(45 25476.152),(46 25523.72),(47 26088.352),(48 26335.14),(49 26367.945),(50 26471.418),(51 26574.322),(52 26763.668),(53 26386.61),(54 26054.508),(55 25848.295),(56 25796.648),(57 25714.975),(58 25541.469),(59 25462.947),(60 25404.197),(61 25494.514),(62 25588.236),(63 25501.154),(64 25678.605),(65 25911.775),(66 26086.645),(67 26295.346),(68 26320.576),(69 26331.246),(70 26403.807),(71 26681.768),(72 26926.602),(73 26675.146),(74 26628.709),(75 26380.754),(76 26000.053),(77 25882.451),(78 25893.299),(79 25934.07),
(1 6612.3257),(2 14923.73),(3 18201.744),(4 19338.121),(5 21039.553),(6 23025.002),(7 24058.354),(8 25399.244),(9 27594.943),(10 29477.951),(11 30335.469),(12 31103.078),(13 32264.578),(14 32946.18),(15 32963.504),(16 33105.387),(17 33190.035),(18 32503.85),(19 31477.12),(20 31437.85),(21 31368.13),(22 30543.072),(23 29813.416),(24 29330.76),(25 28415.393),(26 27485.06),(27 26926.998),(28 26705.24),(29 26521.498),(30 26147.053),(31 25785.32),(32 25686.813),(33 25679.162),(34 25471.861),(35 25277.725),(36 25417.947),(37 25680.92),(38 25718.656),(39 25570.898),(40 25533.773),(41 25543.783),(42 25507.521),(43 25388.072),(44 24896.674),(45 24570.498),(46 24838.357),(47 25166.158),(48 25352.734),(49 25781.502),(50 26007.584),(51 26112.611),(52 25912.156),(53 25877.938),(54 25833.26),(55 25878.432),(56 26104.594),(57 26147.99),(58 25878.947),(59 26076.814),(60 25996.242),(61 25963.463),(62 25960.729),(63 25673.76),(64 25336.658),(65 25167.225),(66 25186.57),(67 25408.717),(68 25631.916),(69 25790.428),(70 26004.506),(71 26030.799),(72 25938.531),(73 25881.031),(74 25915.023),(75 26025.768),(76 26122.967),(77 26408.734),(78 26822.695),(79 26934.412),
(1 6771.3804),(2 15480.903),(3 18941.621),(4 20290.191),(5 22425.916),(6 24500.01),(7 25595.984),(8 27035.04),(9 29031.994),(10 30740.482),(11 31137.523),(12 31253.635),(13 32349.887),(14 33416.035),(15 33283.613),(16 32972.215),(17 33514.723),(18 33068.914),(19 31502.645),(20 30908.625),(21 30480),(22 29669.045),(23 28832.584),(24 28153.262),(25 27443.635),(26 26910.953),(27 26439.166),(28 26046.924),(29 25975.693),(30 26128.979),(31 25926.746),(32 25539.244),(33 25598.514),(34 25730.264),(35 25591.408),(36 25461.037),(37 25719.383),(38 25789.412),(39 25846.682),(40 25705.598),(41 25930.447),(42 26168.33),(43 25892.643),(44 25578.016),(45 25445.807),(46 25231.135),(47 25069.545),(48 25135.447),(49 25397.664),(50 25942.469),(51 26250.736),(52 26408.383),(53 26656.39),(54 26629.45),(55 26201.064),(56 25914.953),(57 25799.412),(58 25459.418),(59 25682.521),(60 25622.654),(61 25519.215),(62 25702.754),(63 25653.744),(64 25460.344),(65 25515.621),(66 25534.457),(67 25485.936),(68 25679.133),(69 25747.016),(70 25614.56),(71 25397.018),(72 25526.426),(73 25380.186),(74 25276.863),(75 25695.73),(76 26116.297),(77 26186.621),(78 26218.752),(79 26454.738),
(1 6638.889),(2 14910.849),(3 18058.158),(4 19698.72),(5 22185.219),(6 24173.682),(7 24916.215),(8 26521.268),(9 28700.465),(10 30205.29),(11 31011.217),(12 31371.727),(13 32497.295),(14 33543.19),(15 33418.22),(16 33297.88),(17 33374.383),(18 32803.7),(19 31945.732),(20 31444.111),(21 31025.252),(22 30321.807),(23 29668.701),(24 28992.262),(25 28027.477),(26 27458.146),(27 27250.252),(28 27214.48),(29 27001.701),(30 26659.07),(31 26572.936),(32 26100.486),(33 25717.578),(34 25529.268),(35 25523.176),(36 25687.363),(37 25734.754),(38 25523.125),(39 25144.459),(40 24833.908),(41 25112.82),(42 25247.998),(43 24929.225),(44 24704.277),(45 24614.414),(46 24543.908),(47 24506.305),(48 24871.107),(49 25363.316),(50 25935.672),(51 26146.244),(52 26497.307),(53 26978.963),(54 27109.594),(55 26689.117),(56 26272.256),(57 26314.111),(58 25817.848),(59 25743.176),(60 25601.041),(61 25703.078),(62 25431.441),(63 25102.203),(64 25343.35),(65 25532.072),(66 25369.969),(67 25249.977),(68 25288.807),(69 25331.244),(70 25292.984),(71 25377.668),(72 25511.545),(73 25761.947),(74 25845.885),(75 25836.652),(76 25748.896),(77 25542.346),(78 25409.893),(79 25540.564),
(1 6561.652),(2 14782.749),(3 17795.127),(4 19227.174),(5 21598.594),(6 23264.178),(7 23992.406),(8 25706.11),(9 28097.299),(10 29150.936),(11 29301.314),(12 29843.717),(13 31077.85),(14 31664.611),(15 31270.094),(16 31355.176),(17 31562.006),(18 30678.943),(19 29590.63),(20 29345.523),(21 29091.69),(22 28344.748),(23 27414.598),(24 27094.875),(25 26795.994),(26 26072.45),(27 25600.77),(28 25460.217),(29 25305.414),(30 24909.215),(31 24717.992),(32 24717.457),(33 24501.842),(34 24411.615),(35 24577.34),(36 24746.52),(37 24726.898),(38 24878.568),(39 24996.242),(40 25215.914),(41 25414.742),(42 25381.725),(43 25349.264),(44 25343.3),(45 25202.44),(46 24762.297),(47 24617.342),(48 24808.836),(49 24990.666),(50 25108.568),(51 25411.152),(52 25656.643),(53 25813.672),(54 25583.652),(55 25368.566),(56 24865.693),(57 24522.87),(58 24270.56),(59 24267.936),(60 24310.91),(61 24124.559),(62 23892.623),(63 23727.65),(64 23601.668),(65 23695.016),(66 24125.465),(67 24620.293),(68 24981.857),(69 25038.602),(70 25113.207),(71 25300.428),(72 25365.518),(73 25180.398),(74 25200.55),(75 25577.16),(76 25490.46),(77 25544.844),(78 25637.584),(79 25755.344),
(1 6369.14),(2 14314.759),(3 17240.361),(4 18768.164),(5 20941.225),(6 22555.492),(7 23366.348),(8 24713.71),(9 26674.752),(10 27843.777),(11 28447.805),(12 28976.643),(13 30090.033),(14 30788.906),(15 30502.258),(16 30408.33),(17 30251.207),(18 29458.314),(19 28683.78),(20 28488.371),(21 28612.521),(22 28212.488),(23 27678.65),(24 27027.43),(25 26354.217),(26 25850.002),(27 25608.666),(28 25499.783),(29 25505.898),(30 25209.906),(31 24930.031),(32 24814.252),(33 24495.299),(34 23779.316),(35 23618.57),(36 23678.11),(37 23741.031),(38 23932.238),(39 24203.084),(40 24400.559),(41 24557.613),(42 24490.996),(43 24140.896),(44 23863.982),(45 23731.283),(46 23549.08),(47 23515.732),(48 23741.725),(49 23757.592),(50 23873.42),(51 24386.111),(52 24669.803),(53 24249.705),(54 24115.748),(55 24102.977),(56 23702.469),(57 23490.848),(58 23247.205),(59 23063.32),(60 22947.225),(61 22950.232),(62 23106.83),(63 23529.229),(64 23590.39),(65 23582.287),(66 23761.412),(67 23875.408),(68 23861.242),(69 24051.967),(70 24312.441),(71 24376.758),(72 24567.316),(73 24951.723),(74 25153.521),(75 24878.545),(76 24589.447),(77 24411.113),(78 24277.887),(79 24329.125),
(1 6533.9053),(2 14516.352),(3 17322.332),(4 18330.658),(5 20283.977),(6 21977.818),(7 22873.268),(8 24130.943),(9 25782.732),(10 26842.047),(11 27360.902),(12 28104.945),(13 29236.809),(14 29624.662),(15 29115.957),(16 29308.615),(17 29485.18),(18 28725.113),(19 28101.754),(20 27959.293),(21 27678.777),(22 26564.033),(23 26039.904),(24 26047.309),(25 25811.629),(26 25205.256),(27 24626.781),(28 24322.39),(29 24244.99),(30 24140.436),(31 24212.49),(32 24254.73),(33 24257.523),(34 24373.871),(35 24176.23),(36 23664.354),(37 23414.45),(38 23585.598),(39 23828.213),(40 24218.117),(41 24204.96),(42 23751.057),(43 23313.502),(44 23187.35),(45 23156.223),(46 22868.959),(47 22834.8),(48 23067.744),(49 23133.957),(50 23054.498),(51 23130.016),(52 23085.617),(53 22933.309),(54 22876.37),(55 22485.13),(56 22337.928),(57 22339.924),(58 21824.87),(59 21724.2),(60 21646.877),(61 21458.41),(62 21732.543),(63 21751.502),(64 21883.883),(65 22421.838),(66 22779.582),(67 23037.777),(68 23152.367),(69 23394.31),(70 23430.842),(71 23360.977),(72 23528.133),(73 23583.691),(74 23287.633),(75 23006.559),(76 22970.516),(77 22849.658),(78 23085.9),(79 23400.678),
(1 6331.137),(2 14105.008),(3 16937.266),(4 18451.29),(5 20380.71),(6 21626.994),(7 22902.521),(8 24499.88),(9 25773.508),(10 26769.791),(11 27570.527),(12 28499.678),(13 29467.926),(14 29663.984),(15 29479.262),(16 29199.398),(17 28501.752),(18 27504.443),(19 26620.28),(20 26680.078),(21 26411.908),(22 25326.463),(23 24774.295),(24 24677.479),(25 23992.281),(26 23593.824),(27 23330.701),(28 23037.266),(29 22855.059),(30 22892.871),(31 23037.945),(32 23024.045),(33 23169.453),(34 23205.979),(35 22857.635),(36 22801.545),(37 22834.596),(38 22897.799),(39 22965.576),(40 23214.46),(41 23284.654),(42 23136.906),(43 23089.414),(44 23166.055),(45 23419.113),(46 23337.771),(47 23102.348),(48 23332.475),(49 23763.31),(50 23853.035),(51 24094.428),(52 24022.65),(53 23820.29),(54 23584.135),(55 23052.664),(56 22862.525),(57 22903.32),(58 22222.096),(59 21884.69),(60 22061.941),(61 22016.102),(62 22085.465),(63 21948.047),(64 21977.635),(65 22277.68),(66 22610.676),(67 22790.828),(68 23043.701),(69 22996.65),(70 22790.541),(71 22682.02),(72 22525.902),(73 22494.182),(74 22346.348),(75 22284.932),(76 22273.818),(77 22288.744),(78 22300.484),(79 22430.965),
(1 6213.091),(2 13744.406),(3 16637.84),(4 18233.832),(5 20539.637),(6 22088.47),(7 23099.793),(8 24653.525),(9 26220.371),(10 26764.432),(11 27155.266),(12 27667.03),(13 28072.424),(14 27913.828),(15 27325.979),(16 27292.836),(17 27241.96),(18 26697.885),(19 26379.914),(20 26433.615),(21 25513.87),(22 24296.914),(23 24075.57),(24 23645.553),(25 22859.09),(26 22337.643),(27 22135.361),(28 22015.555),(29 21952.736),(30 21854.648),(31 21884.955),(32 22058.156),(33 22144.695),(34 21911.03),(35 21686.322),(36 21399.023),(37 21459.535),(38 21708.553),(39 21985.975),(40 22622.818),(41 22929.963),(42 22628.2),(43 22072.096),(44 21784.115),(45 21658.793),(46 21620.379),(47 21626.666),(48 21824.084),(49 22182.297),(50 22295.389),(51 22759.545),(52 22990.078),(53 22914.266),(54 22535.332),(55 22362.258),(56 22424.137),(57 22404.563),(58 21778.115),(59 21592.732),(60 21490.332),(61 21152.463),(62 21122.55),(63 21275.098),(64 21691.082),(65 21806.23),(66 21932.184),(67 22506.969),(68 22569.676),(69 22523.945),(70 22668.285),(71 22839.74),(72 22517.969),(73 22281.621),(74 22012.38),(75 21867.732),(76 21804.564),(77 21931.611),(78 22155.037),(79 22405.348),
(1 6049.683),(2 13245.255),(3 15753.535),(4 17242.418),(5 19406.602),(6 20871.434),(7 21741.635),(8 22759.305),(9 23872.645),(10 24522.56),(11 25016.605),(12 25658.078),(13 26352.523),(14 26362.893),(15 25948.813),(16 25793.11),(17 25560.707),(18 24968.32),(19 24800.705),(20 24662.611),(21 24245.637),(22 23906.295),(23 23536.787),(24 22831.01),(25 22108.717),(26 21517.041),(27 21030.238),(28 21002.242),(29 21002.19),(30 21129.19),(31 21401.674),(32 21395.549),(33 21472.96),(34 21512.658),(35 21391.625),(36 21263.654),(37 21182.854),(38 21239.39),(39 21248.344),(40 21496.611),(41 21551.049),(42 21542.67),(43 21338.889),(44 21133.473),(45 21079.313),(46 21180.693),(47 21225.605),(48 21132.41),(49 21247.33),(50 21655.053),(51 22171.703),(52 22148.605),(53 21596.629),(54 21101.05),(55 21021.645),(56 21095.48),(57 20748.43),(58 20525.57),(59 20543.746),(60 20436.354),(61 20431.512),(62 20467.217),(63 20393.313),(64 20194.088),(65 19998.031),(66 20447.332),(67 20634.12),(68 20730.463),(69 20942.176),(70 21165.438),(71 21292.139),(72 21440.592),(73 21222.316),(74 21306.793),(75 21467.588),(76 21582.557),(77 22003.807),(78 21968.8),(79 21918.502),
(1 6030.2886),(2 13022.305),(3 15349.527),(4 16412.17),(5 18000.063),(6 19092.404),(7 19950.033),(8 21040.98),(9 22306.865),(10 22985.03),(11 23399.629),(12 23742.652),(13 24088.36),(14 24028.285),(15 23720.275),(16 23631.936),(17 23466.174),(18 23044.082),(19 22926.957),(20 22769.568),(21 21958.38),(22 21268.123),(23 21106.326),(24 20837.365),(25 20252.092),(26 19879.55),(27 19758.574),(28 19590.744),(29 19682.467),(30 19823.72),(31 19846.826),(32 19738.404),(33 19931.617),(34 19994.79),(35 19832.895),(36 19713.885),(37 19832.893),(38 19928.686),(39 19941.635),(40 19970.938),(41 19979.68),(42 19877.89),(43 19560.078),(44 19415.13),(45 19498.717),(46 19522.393),(47 19582.768),(48 19759.027),(49 19973.988),(50 20288.395),(51 20099.834),(52 19796.074),(53 19436.926),(54 19242.105),(55 19304.604),(56 19358.86),(57 19368.594),(58 19446.117),(59 19376.834),(60 19443.252),(61 19651.232),(62 19585.748),(63 19427.17),(64 19331.504),(65 19244.08),(66 19281.85),(67 19370.957),(68 19447.402),(69 19573.479),(70 19602.014),(71 19551.787),(72 19480.7),(73 19313.957),(74 19325.037),(75 19518.047),(76 19613.275),(77 19560.613),(78 19752.25),(79 19891.025),
(1 6044.4),(2 13110.187),(3 15516.587),(4 16992.277),(5 18887.752),(6 19765.047),(7 20476.998),(8 21760.621),(9 22693.4),(10 23062.15),(11 23236.973),(12 24076.512),(13 24841.953),(14 24853.65),(15 24521.979),(16 24602.6),(17 24505.098),(18 23821.42),(19 23520.533),(20 23255.93),(21 22611.678),(22 21869.59),(23 21333.094),(24 20641.182),(25 20338.72),(26 19875.012),(27 19660.934),(28 19658.701),(29 19710.104),(30 19833.973),(31 19685.309),(32 19551.389),(33 19473.967),(34 19323.906),(35 19252.953),(36 19034.48),(37 19100.498),(38 19506.838),(39 19740.834),(40 19774.613),(41 19797.342),(42 20017.516),(43 19808.197),(44 19483.467),(45 19495.592),(46 19556.254),(47 19477.723),(48 19488.365),(49 19615.867),(50 19763.781),(51 20132.076),(52 20006.893),(53 19743.03),(54 19592.729),(55 19584.223),(56 19593.277),(57 19595.473),(58 19236.363),(59 19172.348),(60 19241.627),(61 19351.79),(62 19392.982),(63 19311.852),(64 19216.586),(65 19207.389),(66 19226.43),(67 19268.797),(68 19374.773),(69 19302.648),(70 19411.725),(71 19758.29),(72 19823.092),(73 19740.637),(74 19876.412),(75 20133.658),(76 20359.947),(77 20512.803),(78 20559.701),(79 20533.242),
(1 5959.1714),(2 12913.081),(3 15105.192),(4 16431.598),(5 18528.922),(6 19740.178),(7 20639.709),(8 21562.355),(9 22466.488),(10 23232.545),(11 24041.867),(12 24733.125),(13 25156.252),(14 25075.09),(15 24618.678),(16 24162.244),(17 23547.656),(18 23115.613),(19 22805.701),(20 22432.602),(21 21791.953),(22 21104.83),(23 20648.285),(24 20211.693),(25 19606.266),(26 19086.898),(27 18855.824),(28 18803.346),(29 18871.041),(30 18864.4),(31 18709.48),(32 18518.695),(33 18542.969),(34 18416.297),(35 18244.885),(36 18229.791),(37 18491.834),(38 18746.635),(39 18844.035),(40 18903.764),(41 18923.9),(42 18962.492),(43 18909.045),(44 18787.652),(45 18845.379),(46 18958.264),(47 18934.6),(48 19014.318),(49 19376.883),(50 19676.629),(51 19712.104),(52 19571.924),(53 19573.22),(54 19520.098),(55 19251.049),(56 19150.52),(57 19167.568),(58 18800.723),(59 18767.025),(60 18906.08),(61 18800.22),(62 18757.34),(63 18637.525),(64 18758.637),(65 18908.531),(66 19116.578),(67 19182.361),(68 19258.5),(69 19256.283),(70 19333.902),(71 19450.834),(72 19426.018),(73 19507.982),(74 19284.227),(75 19114.846),(76 19281.68),(77 19415.72),(78 19422.176),(79 19366.742),
