1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 45635.285),(2 113727.32),(3 207159.63),(4 323876.6),(5 480619.9),(6 636355.7),(7 813324.3),(8 1014061.3),(9 1236606.4),(10 1490604.4),(11 1771330),(12 2083447.1),(13 2436845.3),(14 2802542.3),(15 3188242.3),(16 3671094),(17 4160760.8),(18 4628206.5),(19 5115086.5),(20 5625548),(21 6194334.5),(22 6834994.5),(23 7693808),(24 8549741),(25 9574401),(26 10611498),(27 11747685),(28 13004507),(29 14316044),(30 15749399),(31 17150090),(32 18790168),(33 20373200),(34 21959330),(35 23652568),(36 25310872),(37 26956042),(38 28534502),(39 30412058),(40 32011338),(41 33593024),(42 35016348),(43 36491600),(44 37816496),(45 39125916),(46 40411868),(47 41787676),(48 43065956),(49 44337996),(50 45534252),(51 46835820),(52 48002404),(53 49229204),(54 50289716),(55 51347200),(56 52390668),(57 53376510),(58 54248268),(59 55119664),(60 56285516),(61 57322260),(62 58328256),(63 59424576),(64 60516000),(65 61589532),(66 62618476),(67 63814076),(68 64807364),(69 65703732),(70 66608940),(71 67517990),(72 68227144),(73 69065860),(74 69803490),(75 70595610),(76 71549240),(77 72601640),(78 73652590),(79 75068200),
(1 46.582844),(2 54.73444),(3 59.607372),(4 62.848904),(5 66.446266),(6 67.76512),(7 69.3823),(8 71.87925),(9 72.07982),(10 73.042114),(11 74.255264),(12 74.07976),(13 75.29183),(14 76.16028),(15 76.15386),(16 76.38163),(17 77.34354),(18 77.084625),(19 77.37725),(20 78.49887),(21 78.2179),(22 78.256454),(23 79.950294),(24 79.00214),(25 79.64678),(26 79.160965),(27 78.95928),(28 80.632545),(29 79.3411),(30 79.786835),(31 80.55599),(32 78.978386),(33 79.123924),(34 79.22176),(35 77.940346),(36 77.802124),(37 78.40405),(38 78.25278),(39 77.67027),(40 78.045334),(41 77.67076),(42 77.72978),(43 77.7112),(44 77.30244),(45 77.16934),(46 76.342255),(47 76.14612),(48 76.51503),(49 76.37487),(50 75.74307),(51 76.31931),(52 76.80591),(53 77.30918),(54 77.47807),(55 77.44746),(56 77.75885),(57 78.99592),(58 79.05605),(59 79.13422),(60 80.01399),(61 80.82537),(62 80.85217),(63 80.31604),(64 79.726204),(65 79.88343),(66 81.000885),(67 80.36909),(68 80.06337),(69 81.90676),(70 80.8472),(71 79.88699),(72 80.94162),(73 79.72128),(74 79.44586),(75 80.21718),(76 79.54348),(77 80.15068),(78 80.21704),(79 80.14173),
(1 46.063198),(2 54.225452),(3 59.330814),(4 62.507084),(5 65.88065),(6 67.770226),(7 69.446365),(8 71.0711),(9 71.53912),(10 71.1635),(11 72.70996),(12 73.59269),(13 74.69046),(14 75.43894),(15 75.82262),(16 76.00835),(17 77.132355),(18 75.79376),(19 76.36434),(20 77.12353),(21 77.05196),(22 77.05114),(23 77.6562),(24 77.30681),(25 78.94846),(26 78.37611),(27 78.72634),(28 80.44071),(29 79.02683),(30 79.05872),(31 79.56239),(32 78.9498),(33 78.09736),(34 78.42116),(35 77.05227),(36 77.16826),(37 77.94993),(38 78.21802),(39 78.12151),(40 77.9106),(41 77.477974),(42 78.18207),(43 77.80279),(44 77.185326),(45 77.22771),(46 76.47103),(47 76.334015),(48 76.41832),(49 75.93106),(50 75.5569),(51 76.71736),(52 76.48212),(53 77.011444),(54 77.47887),(55 77.43925),(56 77.15422),(57 78.21187),(58 79.03576),(59 78.444496),(60 79.13654),(61 79.23046),(62 79.17209),(63 78.59614),(64 77.73552),(65 78.07109),(66 78.484985),(67 78.48994),(68 78.45343),(69 78.90078),(70 77.39965),(71 76.86235),(72 77.356926),(73 76.76447),(74 76.71556),(75 78.6294),(76 77.072624),(77 77.08438),(78 77.43718),(79 77.98041),
(1 46.828846),(2 54.989765),(3 59.763554),(4 62.379257),(5 66.509705),(6 67.8953),(7 69.11796),(8 70.583145),(9 71.22037),(10 71.22712),(11 73.03916),(12 74.04653),(13 74.502594),(14 75.98646),(15 76.601494),(16 76.250656),(17 76.67065),(18 76.14248),(19 76.6059),(20 77.7934),(21 77.81299),(22 77.851234),(23 78.69613),(24 77.42579),(25 77.82805),(26 77.40786),(27 77.49786),(28 78.73912),(29 78.26253),(30 78.187454),(31 78.109886),(32 78.340866),(33 77.589386),(34 77.7455),(35 76.76793),(36 76.64236),(37 77.25185),(38 77.07965),(39 76.12047),(40 75.98553),(41 76.97168),(42 76.66775),(43 75.96468),(44 75.84896),(45 75.804306),(46 74.40369),(47 75.21488),(48 75.83269),(49 74.99786),(50 75.23048),(51 75.56248),(52 75.35045),(53 76.02782),(54 76.40733),(55 76.36814),(56 76.44163),(57 76.823586),(58 76.60834),(59 77.0695),(60 78.04669),(61 78.77501),(62 78.08325),(63 77.774475),(64 78.00663),(65 78.00434),(66 79.101105),(67 78.87907),(68 78.85905),(69 80.2048),(70 79.413055),(71 78.32799),(72 78.94509),(73 78.7194),(74 77.945305),(75 78.71128),(76 77.98575),(77 78.81287),(78 78.68323),(79 77.82512),
(1 45.96078),(2 54.358486),(3 59.272137),(4 62.13445),(5 66.348145),(6 67.40426),(7 68.81926),(8 71.0166),(9 71.35701),(10 71.41227),(11 72.92737),(12 73.35028),(13 74.271645),(14 75.39581),(15 75.25184),(16 76.54253),(17 76.85976),(18 76.376686),(19 77.24641),(20 77.68258),(21 77.5788),(22 77.48045),(23 78.03577),(24 77.3238),(25 77.88163),(26 77.45283),(27 77.93669),(28 78.86027),(29 78.93923),(30 78.754395),(31 78.944016),(32 77.73581),(33 77.92344),(34 77.9648),(35 76.58924),(36 76.68609),(37 76.90981),(38 76.15937),(39 77.059906),(40 76.67746),(41 76.908844),(42 77.30501),(43 76.88867),(44 76.881584),(45 76.77929),(46 76.46677),(47 76.509865),(48 76.025665),(49 75.62416),(50 75.36221),(51 76.35538),(52 76.21836),(53 76.16559),(54 75.941025),(55 76.45),(56 76.59436),(57 77.28239),(58 77.57401),(59 77.48088),(60 78.16011),(61 77.97315),(62 78.12352),(63 78.6066),(64 78.2601),(65 77.87404),(66 79.2756),(67 78.904854),(68 79.33711),(69 80.53257),(70 79.55073),(71 79.02164),(72 78.5488),(73 78.24581),(74 78.03552),(75 78.188286),(76 78.29741),(77 78.261345),(78 78.08142),(79 77.45626),
(1 45.329586),(2 53.739296),(3 58.37992),(4 61.41152),(5 64.457886),(6 65.66048),(7 66.88396),(8 68.90783),(9 69.78388),(10 69.62769),(11 71.5871),(12 72.242325),(13 73.26352),(14 74.25415),(15 74.1424),(16 74.03471),(17 74.69751),(18 74.46463),(19 74.57072),(20 75.264595),(21 74.80962),(22 74.99426),(23 75.96161),(24 75.65461),(25 75.55636),(26 75.57563),(27 76.759384),(28 78.24695),(29 77.61),(30 77.50626),(31 77.430916),(32 76.31465),(33 76.12801),(34 76.290016),(35 75.22948),(36 75.56827),(37 75.58203),(38 75.808754),(39 75.94723),(40 75.88167),(41 76.14203),(42 76.05832),(43 76.299995),(44 75.69272),(45 75.414345),(46 75.09618),(47 75.451675),(48 74.74718),(49 73.861176),(50 74.45037),(51 74.924965),(52 74.45569),(53 75.019005),(54 75.19935),(55 75.9389),(56 75.840416),(57 75.8791),(58 76.86679),(59 76.32935),(60 77.42331),(61 77.38204),(62 77.375916),(63 76.93495),(64 77.017204),(65 76.93772),(66 77.915596),(67 77.53148),(68 77.36516),(69 78.57428),(70 77.61589),(71 77.18042),(72 77.261765),(73 76.950035),(74 77.05794),(75 77.53625),(76 76.70127),(77 76.403366),(78 77.21601),(79 77.00284),
(1 45.205647),(2 53.462513),(3 58.585793),(4 61.81156),(5 66.11551),(6 67.664055),(7 68.988594),(8 71.121124),(9 71.45537),(10 71.6088),(11 72.55225),(12 73.41744),(13 74.41771),(14 75.08848),(15 75.522415),(16 75.88012),(17 76.49443),(18 76.01838),(19 75.76599),(20 76.6891),(21 76.69449),(22 77.61338),(23 78.46972),(24 77.554695),(25 77.97886),(26 77.82541),(27 77.81353),(28 79.52299),(29 78.282104),(30 79.4958),(31 79.66245),(32 78.463806),(33 78.28169),(34 78.200066),(35 76.867714),(36 77.66447),(37 78.15195),(38 77.54649),(39 77.67214),(40 77.43188),(41 76.97549),(42 76.96909),(43 77.1366),(44 75.903076),(45 75.5636),(46 75.16171),(47 74.954094),(48 75.1717),(49 74.30582),(50 73.79877),(51 74.58031),(52 74.12039),(53 74.9143),(54 75.38409),(55 75.261444),(56 76.12105),(57 77.0329),(58 77.640755),(59 76.92717),(60 77.450096),(61 77.73855),(62 77.64222),(63 77.96136),(64 77.859184),(65 78.29939),(66 78.221725),(67 77.68574),(68 77.65042),(69 78.77251),(70 77.63395),(71 77.30034),(72 77.43432),(73 76.996544),(74 77.03681),(75 77.63174),(76 77.27539),(77 77.58773),(78 77.95838),(79 77.892204),
(1 44.78631),(2 53.268078),(3 57.393368),(4 60.468857),(5 63.957813),(6 65.30832),(7 67.065),(8 68.85043),(9 69.742836),(10 69.69146),(11 71.116554),(12 72.00911),(13 72.58095),(14 73.32071),(15 74.167816),(16 73.926476),(17 74.51133),(18 74.63196),(19 74.574036),(20 74.66392),(21 74.94332),(22 74.00042),(23 75.622505),(24 74.595894),(25 75.0067),(26 75.42634),(27 75.61862),(28 76.32254),(29 75.86647),(30 75.90848),(31 77.0786),(32 76.175095),(33 76.32308),(34 76.54787),(35 75.28493),(36 75.14424),(37 75.29033),(38 75.425186),(39 75.78983),(40 75.45895),(41 75.64721),(42 75.8863),(43 75.75233),(44 75.0322),(45 75.22697),(46 75.21691),(47 75.44484),(48 75.11181),(49 74.88573),(50 73.74152),(51 75.21824),(52 74.49972),(53 75.09354),(54 75.570206),(55 75.91581),(56 76.86875),(57 77.59504),(58 77.95821),(59 77.39948),(60 78.521286),(61 78.97031),(62 78.825806),(63 78.86912),(64 77.597015),(65 78.01114),(66 79.06522),(67 78.68713),(68 77.963745),(69 79.419395),(70 78.76173),(71 78.052185),(72 78.51135),(73 78.364235),(74 78.08294),(75 78.29192),(76 77.192726),(77 77.10034),(78 77.02174),(79 76.70165),
(1 44.15939),(2 52.52311),(3 56.973846),(4 59.780914),(5 64.0571),(6 65.32786),(7 67.81214),(8 69.15646),(9 69.97052),(10 70.1954),(11 71.14553),(12 72.488106),(13 72.5746),(14 73.89497),(15 74.257744),(16 74.52597),(17 74.40195),(18 74.074104),(19 74.47864),(20 75.095764),(21 75.17353),(22 75.03263),(23 76.81914),(24 75.90428),(25 76.05267),(26 76.32407),(27 76.58665),(28 77.68812),(29 77.30046),(30 76.731285),(31 77.174805),(32 76.085556),(33 76.17884),(34 76.187096),(35 74.761024),(36 75.46478),(37 75.73801),(38 75.05113),(39 75.189415),(40 75.696144),(41 75.56818),(42 75.680565),(43 75.71009),(44 74.782745),(45 74.67956),(46 74.755005),(47 74.24045),(48 73.91985),(49 73.75219),(50 73.22611),(51 73.96609),(52 73.93633),(53 74.375435),(54 73.805855),(55 74.470894),(56 74.85054),(57 74.563675),(58 74.7238),(59 74.30463),(60 75.14523),(61 75.1937),(62 75.78754),(63 76.41969),(64 75.596695),(65 75.90768),(66 76.47553),(67 75.56115),(68 76.08215),(69 77.131966),(70 76.75573),(71 75.872635),(72 76.27068),(73 75.848976),(74 75.69399),(75 76.30597),(76 75.88816),(77 75.68225),(78 75.86486),(79 76.29183),
(1 44.39838),(2 53.105877),(3 56.869858),(4 59.30455),(5 63.5254),(6 64.94572),(7 65.951),(8 66.66082),(9 68.17628),(10 68.877754),(11 69.607376),(12 70.1254),(13 71.149666),(14 72.85174),(15 72.63173),(16 72.91255),(17 74.15789),(18 73.45085),(19 73.30015),(20 73.767166),(21 74.0002),(22 74.10665),(23 75.685616),(24 74.13205),(25 75.10109),(26 75.13467),(27 75.443214),(28 77.05182),(29 76.79043),(30 77.152725),(31 76.8779),(32 75.80521),(33 76.245674),(34 76.53388),(35 75.17286),(36 75.32187),(37 75.354385),(38 74.909615),(39 74.89978),(40 75.21265),(41 75.18474),(42 74.95748),(43 75.247696),(44 74.07472),(45 74.52269),(46 73.9532),(47 74.37103),(48 74.22855),(49 73.57955),(50 73.45931),(51 73.88499),(52 74.353745),(53 74.40049),(54 74.301445),(55 74.580246),(56 75.04021),(57 75.60004),(58 75.44157),(59 75.75103),(60 76.60706),(61 76.59895),(62 77.15494),(63 77.83711),(64 77.08793),(65 77.53974),(66 77.97542),(67 77.29398),(68 76.95711),(69 77.76726),(70 76.942),(71 76.93029),(72 77.06744),(73 76.57492),(74 75.96583),(75 76.913475),(76 76.06925),(77 75.63155),(78 76.04999),(79 75.41931),
(1 43.839497),(2 51.84628),(3 56.961884),(4 60.326576),(5 64.03904),(6 65.99154),(7 67.00843),(8 68.08115),(9 68.80426),(10 69.63571),(11 69.855675),(12 70.89224),(13 71.967094),(14 73.60455),(15 73.57091),(16 74.21224),(17 74.517685),(18 74.71744),(19 74.82819),(20 74.70433),(21 74.78488),(22 74.916695),(23 75.759766),(24 75.108574),(25 74.87317),(26 74.76519),(27 75.23861),(28 76.88954),(29 75.806885),(30 76.60957),(31 77.61787),(32 76.036125),(33 75.977264),(34 75.99427),(35 75.55847),(36 75.10162),(37 76.067535),(38 75.84582),(39 75.78449),(40 75.513504),(41 76.12621),(42 75.81671),(43 75.643394),(44 74.718124),(45 74.93424),(46 74.414696),(47 73.93125),(48 73.729225),(49 73.31069),(50 73.136246),(51 73.265205),(52 73.38538),(53 73.902626),(54 73.36732),(55 74.19438),(56 73.52982),(57 74.26917),(58 74.97751),(59 74.838646),(60 75.25023),(61 75.97151),(62 75.18229),(63 75.6414),(64 75.68834),(65 75.26818),(66 75.92364),(67 74.90139),(68 74.85835),(69 76.197945),(70 75.49615),(71 75.68683),(72 75.93466),(73 75.84334),(74 75.9519),(75 76.40014),(76 75.7687),(77 75.30966),(78 75.95128),(79 76.79529),
(1 43.401684),(2 51.357708),(3 56.674465),(4 60.190784),(5 64.203575),(6 65.43735),(7 66.50911),(8 68.197136),(9 68.56396),(10 69.169075),(11 69.9288),(12 70.59497),(13 70.58227),(14 72.174095),(15 73.42674),(16 74.43735),(17 74.96591),(18 74.610054),(19 74.856766),(20 74.93103),(21 75.18039),(22 74.88289),(23 75.424446),(24 74.92379),(25 75.61306),(26 75.47304),(27 75.936966),(28 77.173386),(29 77.327484),(30 77.47723),(31 77.320145),(32 76.22266),(33 75.60467),(34 75.57459),(35 74.6716),(36 74.491646),(37 74.83292),(38 74.973526),(39 75.100876),(40 74.167175),(41 74.07984),(42 74.51343),(43 74.56265),(44 73.97256),(45 73.862236),(46 73.53265),(47 73.22288),(48 73.49883),(49 73.64777),(50 73.4955),(51 73.884285),(52 74.038315),(53 74.49986),(54 74.62373),(55 75.61345),(56 75.07292),(57 74.91913),(58 75.133545),(59 75.15564),(60 76.253494),(61 76.0115),(62 76.463264),(63 77.00568),(64 76.60698),(65 76.35392),(66 77.713264),(67 76.63189),(68 76.28896),(69 77.54566),(70 76.64292),(71 76.09506),(72 76.516014),(73 76.53302),(74 76.18014),(75 77.14134),(76 76.94582),(77 76.84844),(78 77.42792),(79 76.92601),
(1 43.353878),(2 51.974037),(3 57.54388),(4 61.210754),(5 65.14832),(6 66.85171),(7 68.81309),(8 70.14831),(9 70.152855),(10 70.38866),(11 70.58428),(12 71.83081),(13 72.00525),(14 73.365555),(15 73.81894),(16 74.281715),(17 75.20376),(18 75.06807),(19 74.80373),(20 75.39145),(21 75.71881),(22 75.390755),(23 76.24346),(24 75.02303),(25 75.42971),(26 74.78183),(27 74.9986),(28 77.247986),(29 75.89681),(30 75.84896),(31 76.70629),(32 75.72503),(33 75.51346),(34 76.23261),(35 74.73254),(36 74.67896),(37 75.54884),(38 75.07283),(39 75.44828),(40 74.823235),(41 75.07303),(42 75.23235),(43 75.43674),(44 74.76672),(45 74.71797),(46 74.16201),(47 74.261955),(48 74.61669),(49 74.9697),(50 73.94684),(51 74.48374),(52 74.47991),(53 74.6724),(54 74.94433),(55 75.214676),(56 75.68983),(57 75.69297),(58 76.268936),(59 75.83843),(60 76.159035),(61 75.874054),(62 76.21245),(63 76.981255),(64 76.62383),(65 76.63233),(66 78.0508),(67 76.76528),(68 77.24243),(69 77.52169),(70 77.011116),(71 77.04236),(72 76.45788),(73 76.32608),(74 75.64729),(75 76.705765),(76 75.61194),(77 75.27201),(78 76.31601),(79 75.553566),
(1 43.055473),(2 51.12431),(3 56.217472),(4 59.311466),(5 62.898956),(6 64.42709),(7 66.09929),(8 67.79875),(9 67.64007),(10 68.24651),(11 69.3831),(12 70.47307),(13 71.00304),(14 72.60195),(15 72.9037),(16 73.44454),(17 74.0675),(18 73.60271),(19 73.304474),(20 73.696724),(21 73.30849),(22 73.82994),(23 74.937454),(24 73.78324),(25 74.99316),(26 74.495346),(27 74.902176),(28 75.81548),(29 74.95229),(30 75.13008),(31 75.06128),(32 73.803734),(33 73.536125),(34 73.98512),(35 73.11682),(36 72.63411),(37 73.072464),(38 72.87864),(39 74.09199),(40 73.435905),(41 72.80092),(42 73.81029),(43 72.95966),(44 72.469284),(45 71.993774),(46 71.7556),(47 71.51369),(48 70.7857),(49 71.4301),(50 70.422264),(51 70.67375),(52 70.810036),(53 71.77504),(54 71.60037),(55 72.06761),(56 72.219246),(57 72.406815),(58 73.213684),(59 72.22386),(60 73.98433),(61 73.6942),(62 73.65461),(63 73.69841),(64 73.28034),(65 73.34945),(66 74.29249),(67 73.34813),(68 73.11104),(69 74.55234),(70 73.78068),(71 72.889565),(72 73.66979),(73 73.034485),(74 72.76119),(75 73.60921),(76 73.20619),(77 73.70469),(78 74.55518),(79 74.406334),
(1 42.906437),(2 51.047047),(3 55.260155),(4 58.621765),(5 62.30659),(6 63.5123),(7 65.279396),(8 66.98431),(9 67.40393),(10 67.612366),(11 68.30986),(12 68.88997),(13 69.51297),(14 71.08098),(15 71.776505),(16 72.17582),(17 73.15805),(18 73.0032),(19 73.6432),(20 74.32619),(21 73.94586),(22 74.27314),(23 75.48756),(24 75.142975),(25 75.35109),(26 74.80249),(27 74.91011),(28 76.51363),(29 75.67515),(30 76.73918),(31 76.34293),(32 75.33856),(33 74.630646),(34 75.029045),(35 73.74472),(36 73.826416),(37 75.03443),(38 74.339096),(39 74.625786),(40 73.85492),(41 73.32693),(42 74.24495),(43 73.89414),(44 73.74472),(45 73.2267),(46 72.700615),(47 72.724396),(48 73.332886),(49 73.24891),(50 72.52962),(51 72.718056),(52 73.43228),(53 73.53997),(54 73.756714),(55 74.715096),(56 74.41706),(57 75.200615),(58 75.74226),(59 75.41597),(60 75.55419),(61 75.62196),(62 75.51654),(63 76.45075),(64 75.91589),(65 75.799225),(66 77.47065),(67 76.12597),(68 76.12938),(69 77.71484),(70 76.52961),(71 75.67726),(72 76.33723),(73 75.80133),(74 75.88089),(75 76.765396),(76 75.66869),(77 75.09066),(78 75.26864),(79 75.00312),
(1 42.761654),(2 50.573685),(3 55.922966),(4 58.574387),(5 62.04703),(6 63.720184),(7 65.82305),(8 67.07426),(9 67.4372),(10 67.30421),(11 68.47865),(12 68.62527),(13 69.447624),(14 71.17974),(15 70.888504),(16 72.22955),(17 72.4437),(18 72.705284),(19 72.53397),(20 73.01763),(21 73.02575),(22 72.93981),(23 73.04541),(24 73.074554),(25 73.887405),(26 74.10963),(27 73.712585),(28 75.151306),(29 74.93161),(30 76.02429),(31 75.815315),(32 74.97353),(33 74.454895),(34 74.562706),(35 72.84475),(36 73.14702),(37 73.87118),(38 73.862404),(39 73.97806),(40 73.76785),(41 73.743965),(42 74.15199),(43 73.91984),(44 73.78453),(45 73.39508),(46 73.07733),(47 72.82473),(48 73.05672),(49 73.30729),(50 72.242134),(51 72.66542),(52 72.53225),(53 72.76967),(54 72.41932),(55 72.95037),(56 73.56509),(57 74.09369),(58 74.508705),(59 74.45565),(60 75.864105),(61 75.74431),(62 76.035286),(63 76.80404),(64 76.06005),(65 76.459114),(66 76.87731),(67 76.39077),(68 76.592766),(69 77.63909),(70 76.290245),(71 75.631355),(72 75.24797),(73 75.173706),(74 75.184555),(75 76.85156),(76 75.758484),(77 75.4675),(78 75.22502),(79 74.530365),
(1 43.55066),(2 51.650455),(3 57.059265),(4 59.59936),(5 63.294052),(6 64.79579),(7 67.38588),(8 68.60555),(9 68.81264),(10 69.68657),(11 70.30848),(12 69.92415),(13 70.82245),(14 72.46993),(15 72.98167),(16 73.62831),(17 73.90792),(18 73.4241),(19 74.05864),(20 74.44902),(21 74.21321),(22 73.98691),(23 74.847885),(24 74.290985),(25 74.553696),(26 74.49648),(27 73.73959),(28 75.422455),(29 74.733894),(30 75.48997),(31 75.10846),(32 73.980835),(33 73.94657),(34 74.21783),(35 73.50269),(36 73.73108),(37 74.38562),(38 74.26911),(39 73.90444),(40 74.03422),(41 74.10621),(42 74.2237),(43 73.979225),(44 73.40377),(45 73.71124),(46 73.22707),(47 73.15637),(48 73.361694),(49 72.50107),(50 72.308426),(51 72.86299),(52 73.56167),(53 73.84406),(54 74.32307),(55 74.81141),(56 74.92279),(57 74.835945),(58 75.401024),(59 74.77313),(60 75.272835),(61 74.669),(62 74.21157),(63 74.436455),(64 74.34796),(65 74.20376),(66 75.10546),(67 74.81488),(68 74.65514),(69 75.3916),(70 74.24779),(71 74.33436),(72 75.18139),(73 73.9307),(74 74.26273),(75 75.27295),(76 74.34929),(77 73.05299),(78 73.87381),(79 73.28098),
(1 42.910896),(2 51.11237),(3 55.505123),(4 57.835194),(5 61.36788),(6 62.6497),(7 64.30639),(8 66.359474),(9 66.46036),(10 67.275375),(11 68.490395),(12 69.164444),(13 69.23529),(14 70.32098),(15 70.69608),(16 71.61364),(17 71.62332),(18 71.04156),(19 72.08113),(20 72.34172),(21 72.39677),(22 71.55066),(23 72.22561),(24 72.04774),(25 72.899414),(26 72.65401),(27 72.8196),(28 74.29244),(29 72.68071),(30 73.52565),(31 73.723434),(32 72.65942),(33 72.56536),(34 72.63195),(35 71.5146),(36 71.901344),(37 72.43145),(38 71.91894),(39 72.68443),(40 72.57953),(41 72.03481),(42 71.8961),(43 72.346466),(44 71.462616),(45 71.077736),(46 70.24079),(47 70.39899),(48 70.1799),(49 70.18295),(50 70.67956),(51 71.50664),(52 71.91692),(53 71.55056),(54 72.66579),(55 72.239494),(56 72.85286),(57 73.08107),(58 73.21403),(59 72.93024),(60 73.533775),(61 73.354454),(62 73.04817),(63 73.1616),(64 72.451294),(65 72.883446),(66 73.80422),(67 73.987274),(68 74.500656),(69 75.46557),(70 73.95928),(71 74.05809),(72 73.66942),(73 74.01712),(74 73.85124),(75 74.51152),(76 73.465385),(77 73.22311),(78 73.809456),(79 72.83187),
(1 42.833984),(2 50.329857),(3 55.526558),(4 58.00027),(5 61.362976),(6 62.9791),(7 64.99489),(8 66.27504),(9 66.60968),(10 66.888145),(11 68.42047),(12 69.223076),(13 69.91709),(14 71.51254),(15 71.43686),(16 72.755775),(17 72.632416),(18 72.33924),(19 72.64034),(20 72.97172),(21 72.5907),(22 72.279686),(23 73.57048),(24 72.60523),(25 73.175545),(26 73.23269),(27 73.422806),(28 74.00781),(29 73.962296),(30 74.2276),(31 74.3256),(32 73.54559),(33 73.93208),(34 73.606766),(35 73.02994),(36 73.27575),(37 73.15711),(38 72.63661),(39 73.20122),(40 73.63026),(41 73.285706),(42 72.79899),(43 73.16206),(44 72.501884),(45 72.02496),(46 70.96468),(47 71.064865),(48 70.92511),(49 70.75532),(50 70.84928),(51 70.68988),(52 70.95621),(53 70.19725),(54 70.217026),(55 70.573654),(56 70.88196),(57 71.089226),(58 71.726685),(59 71.75076),(60 72.52788),(61 72.033005),(62 72.388016),(63 72.56844),(64 71.484436),(65 72.6095),(66 73.20731),(67 73.596725),(68 73.677734),(69 75.1117),(70 74.168594),(71 74.43778),(72 75.31354),(73 74.3856),(74 73.99483),(75 75.02725),(76 74.96229),(77 74.37896),(78 74.58088),(79 74.86952),
