1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 151.59721),(2 238.91603),(3 317.2836),(4 341.2413),(5 357.63425),(6 369.62057),(7 381.72098),(8 391.64896),(9 400.07578),(10 404.9523),(11 406.5772),(12 404.47766),(13 412.3227),(14 412.65164),(15 417.57733),(16 414.07455),(17 416.7281),(18 419.87802),(19 415.89822),(20 415.3113),(21 417.44827),(22 414.76624),(23 415.48022),(24 416.2553),(25 417.42328),(26 417.4518),(27 418.6943),(28 421.03018),(29 419.5841),(30 421.22867),(31 428.00485),(32 430.90363),(33 437.87967),(34 443.31818),(35 448.84482),(36 449.60083),(37 453.16055),(38 459.61917),(39 466.92917),(40 470.02176),(41 454.51773),(42 451.99155),(43 452.91272),(44 445.7744),(45 445.22827),(46 447.40442),(47 459.9943),(48 463.14587),(49 468.39862),(50 471.17844),(51 473.4074),(52 474.07855),(53 475.26004),(54 482.7789),(55 484.3645),(56 479.04807),(57 475.97678),(58 472.79352),(59 474.25455),(60 476.08395),(61 477.6976),(62 480.2749),(63 484.64316),(64 486.55313),(65 488.90582),(66 482.99927),(67 481.78644),(68 477.51297),(69 474.8057),(70 476.05057),(71 480.99796),(72 478.1979),(73 477.15338),(74 476.20413),(75 482.64685),(76 481.8955),(77 484.15546),(78 489.40762),(79 494.95276),
(1 152.13692),(2 237.84932),(3 313.29797),(4 334.79376),(5 349.12134),(6 360.94574),(7 369.42575),(8 377.86667),(9 388.34094),(10 393.12616),(11 392.7687),(12 393.29657),(13 403.71448),(14 406.27795),(15 414.32053),(16 412.3249),(17 411.997),(18 413.39215),(19 408.4535),(20 405.15082),(21 403.2767),(22 400.47293),(23 403.8352),(24 404.6392),(25 410.49924),(26 407.53986),(27 412.50146),(28 413.50284),(29 417.08893),(30 423.70227),(31 429.9376),(32 431.86102),(33 433.8415),(34 434.51385),(35 439.12143),(36 438.2262),(37 439.96378),(38 450.07742),(39 454.78104),(40 454.48428),(41 439.24677),(42 439.80057),(43 439.9628),(44 436.56155),(45 436.46722),(46 433.5002),(47 443.13605),(48 445.93475),(49 449.06055),(50 455.68506),(51 458.48264),(52 461.8001),(53 468.08945),(54 474.84692),(55 478.53607),(56 475.8572),(57 477.72098),(58 479.0536),(59 482.37326),(60 478.8617),(61 479.2472),(62 481.61917),(63 490.55377),(64 494.5949),(65 496.59717),(66 496.5699),(67 494.95758),(68 490.79727),(69 484.13235),(70 487.05164),(71 490.4005),(72 487.3644),(73 486.65295),(74 484.0651),(75 498.03815),(76 495.1998),(77 497.6015),(78 498.9299),(79 500.82764),
(1 146.73183),(2 227.72374),(3 301.12833),(4 321.28564),(5 333.7604),(6 346.79932),(7 357.1779),(8 363.83487),(9 372.43802),(10 379.22723),(11 384.59814),(12 385.61737),(13 392.34195),(14 394.8316),(15 399.48917),(16 395.84094),(17 397.1447),(18 401.99127),(19 401.34668),(20 400.67587),(21 399.06924),(22 394.19412),(23 397.998),(24 400.04132),(25 402.54434),(26 401.85516),(27 407.72327),(28 402.81293),(29 409.2497),(30 415.45743),(31 421.478),(32 427.32236),(33 435.30136),(34 440.0647),(35 441.02634),(36 440.29428),(37 442.88168),(38 450.6399),(39 454.17877),(40 452.84647),(41 435.9146),(42 433.9124),(43 431.5941),(44 430.46045),(45 431.64166),(46 432.2325),(47 440.17346),(48 439.45047),(49 442.3208),(50 448.12027),(51 452.6098),(52 458.1531),(53 459.43863),(54 464.33746),(55 467.2955),(56 466.1555),(57 460.41724),(58 459.17755),(59 458.17795),(60 460.49863),(61 457.8258),(62 459.56918),(63 461.81168),(64 465.67386),(65 469.62814),(66 468.6952),(67 469.26385),(68 470.17813),(69 468.20825),(70 471.3226),(71 471.99353),(72 465.94357),(73 461.29816),(74 457.8509),(75 464.48877),(76 470.9416),(77 474.2452),(78 475.51407),(79 483.2373),
(1 146.557),(2 230.44533),(3 305.82843),(4 326.292),(5 342.85074),(6 359.85123),(7 370.2303),(8 379.63324),(9 389.06418),(10 389.43387),(11 389.6097),(12 386.9717),(13 392.57813),(14 395.1661),(15 401.58884),(16 401.74176),(17 402.30566),(18 403.86523),(19 399.10672),(20 399.4983),(21 399.31104),(22 397.4972),(23 397.1881),(24 395.88873),(25 396.22498),(26 394.8271),(27 401.17178),(28 399.5783),(29 401.58176),(30 401.73788),(31 409.26447),(32 416.125),(33 424.35565),(34 433.22382),(35 432.7798),(36 435.08575),(37 439.31036),(38 448.87936),(39 452.30515),(40 455.506),(41 439.16736),(42 434.49402),(43 434.33362),(44 430.3216),(45 434.7301),(46 434.35263),(47 440.71146),(48 442.99036),(49 445.02698),(50 450.4156),(51 451.16006),(52 455.4499),(53 458.89258),(54 459.8273),(55 459.10886),(56 457.90265),(57 449.59805),(58 445.1023),(59 441.68515),(60 444.9019),(61 448.3506),(62 455.01016),(63 462.9883),(64 463.33655),(65 465.93024),(66 460.95123),(67 462.21268),(68 459.18298),(69 452.56268),(70 453.16653),(71 455.18195),(72 454.76843),(73 450.35712),(74 449.12372),(75 454.8933),(76 456.22516),(77 460.73178),(78 468.0239),(79 468.28223),
(1 143.99237),(2 225.9908),(3 302.15762),(4 321.50177),(5 338.27682),(6 351.5263),(7 362.78082),(8 373.4754),(9 386.99365),(10 386.46866),(11 386.6069),(12 383.95825),(13 391.32303),(14 391.7871),(15 396.98636),(16 393.6365),(17 397.2329),(18 398.33047),(19 396.34006),(20 395.81015),(21 396.85263),(22 396.04697),(23 395.9098),(24 390.7579),(25 388.05298),(26 387.48193),(27 388.9853),(28 389.62567),(29 392.51056),(30 396.7574),(31 405.19073),(32 409.78354),(33 414.16382),(34 421.4562),(35 424.44583),(36 425.95798),(37 431.68405),(38 440.19946),(39 442.92465),(40 443.75153),(41 431.94955),(42 432.91327),(43 432.97052),(44 430.11313),(45 433.62122),(46 435.15817),(47 438.0844),(48 441.97278),(49 445.273),(50 450.67755),(51 456.61118),(52 457.5295),(53 456.72614),(54 456.50708),(55 456.53235),(56 457.57864),(57 451.3085),(58 446.8959),(59 446.05017),(60 442.29578),(61 446.86493),(62 450.80676),(63 452.4634),(64 454.63098),(65 457.60858),(66 459.2296),(67 461.0739),(68 462.80173),(69 459.49753),(70 459.26407),(71 462.5502),(72 458.95874),(73 456.9813),(74 455.6529),(75 462.71066),(76 460.74234),(77 463.80618),(78 470.0316),(79 468.5192),
(1 142.69911),(2 222.35092),(3 291.34406),(4 310.7697),(5 325.63684),(6 336.5848),(7 345.77286),(8 353.70218),(9 367.89),(10 367.19885),(11 364.2824),(12 362.30948),(13 367.30078),(14 366.99115),(15 370.23233),(16 365.82385),(17 365.12466),(18 367.28058),(19 365.67725),(20 366.64337),(21 369.24866),(22 372.96826),(23 374.12366),(24 372.16635),(25 371.91055),(26 370.48846),(27 376.92487),(28 378.31107),(29 383.78204),(30 390.18164),(31 395.01624),(32 397.86142),(33 404.57053),(34 412.26025),(35 414.68234),(36 414.1129),(37 414.7518),(38 429.1422),(39 432.19458),(40 433.7183),(41 420.7964),(42 420.73477),(43 419.7699),(44 420.77185),(45 422.4864),(46 423.12103),(47 427.01453),(48 429.38702),(49 434.68893),(50 443.01788),(51 445.44672),(52 449.00516),(53 447.43176),(54 448.41516),(55 448.4098),(56 450.35077),(57 439.02322),(58 438.32803),(59 436.35297),(60 442.34506),(61 444.72964),(62 446.7053),(63 447.40372),(64 448.3923),(65 450.3812),(66 444.46005),(67 443.7467),(68 442.7044),(69 442.23553),(70 442.0333),(71 442.47217),(72 447.03497),(73 446.8081),(74 448.3734),(75 453.70718),(76 451.30515),(77 452.58353),(78 462.43472),(79 466.63547),
(1 142.22311),(2 219.62311),(3 288.79327),(4 312.59604),(5 329.5123),(6 342.11163),(7 350.80267),(8 355.39877),(9 368.19595),(10 372.3541),(11 371.58658),(12 371.88763),(13 375.8303),(14 377.5867),(15 380.4553),(16 376.87878),(17 377.42197),(18 379.20322),(19 375.07455),(20 373.86685),(21 374.24896),(22 376.04028),(23 377.7075),(24 377.54565),(25 376.4677),(26 375.68997),(27 376.6559),(28 374.31604),(29 374.9705),(30 378.86545),(31 381.20572),(32 384.2437),(33 388.80252),(34 392.6377),(35 394.24896),(36 393.61343),(37 393.99615),(38 403.23227),(39 411.62326),(40 412.26376),(41 403.6529),(42 405.07367),(43 407.64676),(44 409.00043),(45 412.64304),(46 413.23706),(47 417.24472),(48 421.16824),(49 427.22018),(50 429.4878),(51 437.7531),(52 445.16907),(53 447.35446),(54 443.18625),(55 445.38553),(56 445.91306),(57 443.84436),(58 441.04065),(59 438.1433),(60 442.78522),(61 444.00232),(62 447.47156),(63 452.56958),(64 452.03033),(65 457.49396),(66 447.9807),(67 449.09143),(68 446.97653),(69 446.93625),(70 449.06982),(71 451.74945),(72 453.8626),(73 454.53116),(74 455.34344),(75 463.68674),(76 461.02502),(77 467.45752),(78 473.14038),(79 475.80722),
(1 139.28993),(2 214.61607),(3 286.59814),(4 307.51904),(5 321.42105),(6 334.84018),(7 341.28793),(8 346.28638),(9 353.65268),(10 356.87543),(11 359.0411),(12 359.35605),(13 372.84656),(14 375.42377),(15 378.64807),(16 373.27185),(17 373.90692),(18 374.02185),(19 366.51132),(20 365.44427),(21 363.66885),(22 364.39325),(23 366.70123),(24 364.4942),(25 361.70477),(26 368.20767),(27 370.76703),(28 368.62576),(29 367.83093),(30 373.06305),(31 381.54114),(32 384.3183),(33 387.1801),(34 390.5931),(35 393.41525),(36 393.99298),(37 397.01993),(38 406.32236),(39 409.89285),(40 410.16602),(41 398.47284),(42 399.71133),(43 400.53122),(44 402.69894),(45 405.5611),(46 408.4517),(47 410.44296),(48 414.18463),(49 418.1391),(50 421.121),(51 429.31628),(52 432.82172),(53 430.44992),(54 427.79144),(55 432.94183),(56 428.8425),(57 427.58047),(58 425.16568),(59 424.53406),(60 431.62433),(61 435.64005),(62 441.5236),(63 439.4095),(64 445.21896),(65 450.01965),(66 448.8225),(67 446.3738),(68 445.79922),(69 439.49963),(70 441.0111),(71 446.38705),(72 451.78427),(73 450.09097),(74 450.56274),(75 454.30005),(76 454.37198),(77 456.44452),(78 458.65158),(79 457.38306),
(1 137.02843),(2 210.44997),(3 278.8546),(4 295.70657),(5 308.0719),(6 322.39548),(7 327.04156),(8 331.63907),(9 336.16293),(10 338.98758),(11 341.39685),(12 341.95154),(13 352.82074),(14 356.25183),(15 359.58417),(16 361.30927),(17 363.83383),(18 367.35098),(19 363.91574),(20 363.9404),(21 360.49936),(22 354.159),(23 355.41425),(24 355.7531),(25 355.506),(26 360.94244),(27 360.73483),(28 362.0285),(29 365.52686),(30 366.45395),(31 370.837),(32 377.4278),(33 383.04446),(34 385.63617),(35 386.59674),(36 385.29224),(37 387.93524),(38 396.11252),(39 400.58905),(40 402.95358),(41 392.94467),(42 394.3147),(43 392.71475),(44 394.2122),(45 396.73413),(46 398.1481),(47 405.37573),(48 409.74722),(49 412.52905),(50 410.87622),(51 423.58032),(52 428.10086),(53 430.51938),(54 429.30023),(55 431.61008),(56 422.64108),(57 421.357),(58 418.24246),(59 416.59387),(60 421.12683),(61 425.14777),(62 430.9196),(63 430.61847),(64 431.6283),(65 432.11032),(66 427.78998),(67 426.73944),(68 423.86496),(69 422.265),(70 426.7402),(71 431.48804),(72 434.1959),(73 434.71875),(74 434.00882),(75 439.82495),(76 435.5889),(77 438.76675),(78 443.36932),(79 442.95978),
(1 133.75316),(2 208.19298),(3 278.6939),(4 296.2818),(5 309.0979),(6 321.8945),(7 327.06403),(8 332.69138),(9 340.68152),(10 343.11172),(11 343.67114),(12 344.56033),(13 352.52005),(14 357.2105),(15 362.9105),(16 360.54114),(17 363.82526),(18 365.8847),(19 361.91888),(20 363.9984),(21 362.29263),(22 357.10846),(23 360.1301),(24 359.9576),(25 358.85513),(26 361.3471),(27 362.43835),(28 363.1606),(29 364.90332),(30 365.39297),(31 365.73587),(32 367.01254),(33 365.60947),(34 365.56342),(35 371.72125),(36 373.3022),(37 376.75482),(38 389.6881),(39 388.83902),(40 394.04053),(41 384.30756),(42 385.5418),(43 384.3055),(44 384.77225),(45 388.79868),(46 393.18695),(47 396.7636),(48 400.17554),(49 402.64874),(50 407.61548),(51 409.0952),(52 413.74173),(53 417.2543),(54 414.828),(55 417.57404),(56 415.18848),(57 411.84546),(58 410.12225),(59 409.25864),(60 411.38025),(61 413.9073),(62 417.00046),(63 417.95554),(64 421.56006),(65 423.5223),(66 421.3842),(67 417.27164),(68 412.4903),(69 408.21823),(70 412.24475),(71 415.76218),(72 419.27988),(73 420.17184),(74 418.3787),(75 426.12634),(76 426.99176),(77 432.257),(78 439.31186),(79 435.7943),
(1 131.7304),(2 204.48636),(3 269.805),(4 287.88574),(5 300.425),(6 312.59137),(7 319.22897),(8 326.2193),(9 336.8206),(10 338.53418),(11 339.02847),(12 333.71365),(13 340.2347),(14 343.38504),(15 347.1646),(16 345.2851),(17 351.00787),(18 356.12497),(19 354.99335),(20 356.14224),(21 354.0258),(22 346.96292),(23 351.2783),(24 353.10327),(25 352.88754),(26 353.7314),(27 354.36734),(28 353.81485),(29 355.73187),(30 360.2755),(31 364.08075),(32 364.85413),(33 366.80942),(34 368.01138),(35 371.30054),(36 372.59277),(37 373.58127),(38 389.82053),(39 391.57813),(40 396.16428),(41 387.6826),(42 387.63077),(43 388.14972),(44 382.51428),(45 385.30838),(46 386.5967),(47 392.93823),(48 395.71335),(49 399.00433),(50 402.6447),(51 408.72174),(52 414.5447),(53 413.75266),(54 414.64337),(55 421.26828),(56 414.84702),(57 414.96863),(58 409.4862),(59 413.83478),(60 414.78592),(61 415.4086),(62 419.44086),(63 416.22528),(64 417.60474),(65 419.88736),(66 420.4572),(67 415.48935),(68 412.57013),(69 408.55087),(70 412.7474),(71 416.54517),(72 415.35678),(73 414.32333),(74 413.48184),(75 421.18613),(76 420.04028),(77 424.6709),(78 428.95267),(79 426.83987),
(1 130.00908),(2 200.30864),(3 261.97324),(4 279.30624),(5 289.79517),(6 300.28204),(7 308.54614),(8 316.0655),(9 323.03156),(10 323.04095),(11 324.4887),(12 324.58002),(13 334.8819),(14 339.67288),(15 342.2443),(16 340.12585),(17 344.17273),(18 347.21146),(19 343.1119),(20 340.25354),(21 340.0795),(22 340.2396),(23 343.2649),(24 344.44696),(25 341.0071),(26 342.3584),(27 345.69995),(28 348.05893),(29 346.22977),(30 350.27515),(31 350.5531),(32 352.81857),(33 354.1357),(34 357.3882),(35 360.12195),(36 359.36438),(37 361.82574),(38 374.11996),(39 381.4501),(40 389.07996),(41 374.3575),(42 375.71164),(43 375.18192),(44 374.25778),(45 375.95096),(46 376.72833),(47 385.65234),(48 389.6329),(49 395.28088),(50 399.8843),(51 401.8128),(52 404.87366),(53 408.79788),(54 410.2405),(55 414.45834),(56 408.1908),(57 400.12775),(58 392.73297),(59 394.32462),(60 396.82635),(61 398.37186),(62 406.21033),(63 407.9679),(64 411.8997),(65 414.86755),(66 414.00452),(67 412.22858),(68 410.038),(69 406.89716),(70 408.03876),(71 407.87698),(72 410.22147),(73 411.37814),(74 413.3399),(75 419.97693),(76 420.2013),(77 424.6233),(78 431.29663),(79 430.2746),
(1 127.61997),(2 198.89748),(3 262.5043),(4 281.222),(5 291.26486),(6 298.02505),(7 307.32507),(8 313.69684),(9 320.81024),(10 322.26843),(11 325.07028),(12 326.1736),(13 336.36832),(14 338.38757),(15 339.42776),(16 339.7756),(17 343.49814),(18 345.88943),(19 343.00998),(20 343.65958),(21 342.12006),(22 340.36578),(23 343.51785),(24 344.7664),(25 345.201),(26 345.41568),(27 349.17477),(28 347.14807),(29 347.55484),(30 350.23383),(31 353.51736),(32 355.56107),(33 357.185),(34 355.29492),(35 360.984),(36 361.64456),(37 364.66766),(38 374.2383),(39 379.59885),(40 381.45602),(41 373.41824),(42 373.7157),(43 374.68912),(44 373.50067),(45 376.36987),(46 381.2725),(47 387.92032),(48 390.80267),(49 392.7392),(50 392.90286),(51 393.37674),(52 396.42487),(53 399.03036),(54 404.72543),(55 408.0465),(56 405.48676),(57 398.23987),(58 393.35928),(59 387.88232),(60 397.61005),(61 399.01114),(62 402.0562),(63 392.9401),(64 393.68448),(65 393.63867),(66 392.53622),(67 391.1504),(68 389.73624),(69 385.66086),(70 385.111),(71 386.28116),(72 388.28766),(73 389.6285),(74 389.9783),(75 390.06754),(76 391.64908),(77 395.4617),(78 401.29218),(79 399.86752),
(1 128.50781),(2 198.95357),(3 263.00958),(4 278.05722),(5 287.87076),(6 294.86078),(7 302.15445),(8 308.42795),(9 317.02155),(10 320.88266),(11 322.1491),(12 321.41693),(13 325.6416),(14 325.46143),(15 325.11395),(16 325.07986),(17 326.88922),(18 330.28702),(19 324.27335),(20 327.6682),(21 329.1607),(22 332.02194),(23 334.69803),(24 334.44446),(25 335.82047),(26 335.5083),(27 338.07098),(28 336.39557),(29 341.5282),(30 345.82294),(31 350.66574),(32 351.09323),(33 352.71997),(34 353.4889),(35 355.5275),(36 356.5674),(37 359.27856),(38 369.6977),(39 373.42996),(40 375.27536),(41 367.2945),(42 371.70096),(43 374.01385),(44 374.87637),(45 374.40384),(46 373.77466),(47 376.77936),(48 378.86807),(49 382.3507),(50 384.97345),(51 385.64792),(52 386.9979),(53 389.42563),(54 390.71597),(55 391.6355),(56 387.667),(57 384.4029),(58 381.94363),(59 382.34082),(60 385.44092),(61 383.76407),(62 384.69012),(63 380.89474),(64 382.12283),(65 386.30792),(66 382.0542),(67 382.97342),(68 383.5327),(69 380.4686),(70 381.54898),(71 381.12073),(72 383.68506),(73 385.71222),(74 387.39175),(75 391.11203),(76 391.97534),(77 393.29123),(78 398.0708),(79 393.93134),
(1 125.318756),(2 193.0129),(3 249.89618),(4 265.95215),(5 275.67377),(6 283.72794),(7 289.1223),(8 294.3396),(9 302.26147),(10 307.65942),(11 310.50015),(12 310.96613),(13 314.46927),(14 315.06104),(15 318.20117),(16 318.5846),(17 321.38498),(18 323.66724),(19 320.7464),(20 320.15878),(21 318.98877),(22 316.7345),(23 316.98535),(24 315.60135),(25 319.22256),(26 319.8661),(27 322.26877),(28 322.64572),(29 326.84567),(30 329.3563),(31 334.90887),(32 337.7683),(33 340.78076),(34 343.58698),(35 344.1722),(36 343.3069),(37 343.81464),(38 351.60114),(39 354.05164),(40 358.00488),(41 348.37897),(42 350.4698),(43 351.19513),(44 353.3863),(45 356.78177),(46 359.22177),(47 365.7492),(48 364.86282),(49 366.93066),(50 366.96384),(51 369.48904),(52 370.72153),(53 370.05234),(54 369.08878),(55 369.8106),(56 373.4349),(57 370.50903),(58 368.96432),(59 372.39917),(60 374.30093),(61 377.0301),(62 380.56717),(63 378.2072),(64 376.94107),(65 378.95084),(66 376.06973),(67 373.89114),(68 372.2177),(69 372.9572),(70 375.13705),(71 378.4534),(72 382.8566),(73 382.2463),(74 380.97946),(75 380.622),(76 383.69562),(77 385.42865),(78 392.62878),(79 388.1852),
(1 122.50202),(2 188.36104),(3 245.4688),(4 261.5612),(5 270.77216),(6 279.19995),(7 287.39917),(8 296.5102),(9 304.9928),(10 309.92386),(11 311.80957),(12 309.3085),(13 313.15866),(14 315.14536),(15 320.82297),(16 320.6918),(17 323.8738),(18 327.49118),(19 324.44034),(20 321.21115),(21 318.75137),(22 316.94098),(23 317.7124),(24 318.3895),(25 318.76434),(26 317.792),(27 318.8829),(28 317.93042),(29 318.49133),(30 319.94116),(31 324.75958),(32 326.0641),(33 329.84036),(34 329.622),(35 333.11154),(36 333.54288),(37 336.20038),(38 345.70233),(39 353.47253),(40 358.88638),(41 349.48642),(42 347.5558),(43 346.65216),(44 344.4483),(45 345.31808),(46 348.55154),(47 352.42203),(48 349.89655),(49 350.81906),(50 354.52618),(51 358.04492),(52 359.98102),(53 358.89206),(54 361.98346),(55 362.29782),(56 363.19696),(57 361.25842),(58 358.66455),(59 359.8552),(60 361.30838),(61 360.2279),(62 362.28995),(63 364.6672),(64 369.88654),(65 373.7933),(66 369.43286),(67 367.2497),(68 365.3529),(69 363.71732),(70 368.0194),(71 372.36038),(72 374.54007),(73 374.96887),(74 377.33383),(75 376.69168),(76 379.2315),(77 379.79996),(78 381.17734),(79 376.12097),
(1 120.26749),(2 184.54672),(3 240.53275),(4 256.63577),(5 267.04996),(6 276.01523),(7 286.16467),(8 293.71863),(9 298.54065),(10 299.02106),(11 299.4143),(12 298.70966),(13 305.06003),(14 306.3857),(15 311.5299),(16 308.11206),(17 309.95645),(18 311.2852),(19 306.75488),(20 308.76645),(21 310.42853),(22 311.13538),(23 309.46515),(24 306.89978),(25 305.55655),(26 305.67178),(27 308.38492),(28 306.32745),(29 306.36273),(30 310.8629),(31 314.04886),(32 313.8597),(33 316.8429),(34 316.03244),(35 321.65387),(36 322.886),(37 327.84833),(38 332.27792),(39 335.37378),(40 335.8972),(41 331.4612),(42 331.02518),(43 330.5443),(44 328.17795),(45 330.58997),(46 332.302),(47 338.20193),(48 338.65045),(49 340.13937),(50 343.08545),(51 345.93973),(52 346.39847),(53 347.33948),(54 348.08612),(55 348.7245),(56 343.45883),(57 342.75928),(58 340.47458),(59 344.492),(60 343.48657),(61 343.36295),(62 345.89624),(63 349.02078),(64 351.39648),(65 352.00827),(66 346.02887),(67 344.0443),(68 342.94574),(69 341.26312),(70 344.357),(71 345.48694),(72 347.91086),(73 346.70673),(74 347.8988),(75 350.21155),(76 351.74887),(77 354.57028),(78 355.6418),(79 351.45035),
(1 115.69561),(2 175.00461),(3 229.07689),(4 241.74841),(5 252.523),(6 262.548),(7 269.43256),(8 275.84326),(9 281.51794),(10 282.14557),(11 282.95233),(12 284.734),(13 287.90018),(14 289.3217),(15 290.8125),(16 291.74884),(17 293.79114),(18 296.06943),(19 297.66016),(20 297.88345),(21 298.5307),(22 297.40286),(23 297.39194),(24 297.61835),(25 298.27765),(26 297.72916),(27 299.45898),(28 300.1966),(29 300.71515),(30 299.80157),(31 302.22852),(32 302.47116),(33 304.64438),(34 305.26178),(35 310.34235),(36 312.84473),(37 316.04996),(38 320.30408),(39 323.00095),(40 325.4238),(41 321.68887),(42 319.03946),(43 317.36282),(44 313.81207),(45 312.8176),(46 314.47452),(47 324.31427),(48 324.13345),(49 325.97485),(50 328.2927),(51 330.08353),(52 331.34723),(53 333.4167),(54 336.8318),(55 336.30988),(56 334.04544),(57 331.92227),(58 330.4854),(59 330.82608),(60 333.4055),(61 334.79453),(62 337.8308),(63 338.17288),(64 340.3052),(65 341.41025),(66 338.29132),(67 336.49072),(68 334.5686),(69 337.57837),(70 337.1393),(71 336.7528),(72 335.4772),(73 335.0591),(74 333.9604),(75 338.71802),(76 339.28815),(77 341.31146),(78 343.60165),(79 342.99033),
(1 116.3554),(2 176.91118),(3 229.05394),(4 241.18924),(5 253.75792),(6 263.86435),(7 269.99423),(8 274.06534),(9 278.07495),(10 280.3871),(11 282.07483),(12 283.6045),(13 288.298),(14 290.52182),(15 294.2816),(16 293.72336),(17 296.55228),(18 297.3634),(19 295.37488),(20 296.89725),(21 298.09674),(22 295.7456),(23 295.47278),(24 294.2802),(25 292.26678),(26 294.60565),(27 295.20944),(28 297.78088),(29 296.8334),(30 298.7462),(31 306.49796),(32 308.47427),(33 311.20514),(34 312.9229),(35 317.85965),(36 320.80133),(37 321.8551),(38 319.76974),(39 320.581),(40 322.45792),(41 320.78647),(42 320.00586),(43 318.3645),(44 317.45825),(45 316.30542),(46 316.78555),(47 323.5517),(48 326.72095),(49 329.077),(50 329.70493),(51 330.2584),(52 331.50388),(53 333.96606),(54 332.8731),(55 335.85144),(56 330.9075),(57 329.80017),(58 328.9559),(59 331.68353),(60 334.98438),(61 337.4901),(62 340.09912),(63 341.71536),(64 341.42233),(65 341.6908),(66 337.12738),(67 337.3441),(68 337.11307),(69 336.8672),(70 337.389),(71 341.008),(72 340.27402),(73 340.6506),(74 339.25726),(75 343.03296),(76 341.98233),(77 343.42212),(78 346.38547),(79 346.1573),
