1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 115.95147),(2 172.65106),(3 224.82974),(4 238.66098),(5 251.09737),(6 266.1682),(7 272.78754),(8 278.51318),(9 284.47534),(10 283.3001),(11 283.81027),(12 286.63562),(13 292.59506),(14 294.5233),(15 298.018),(16 295.61478),(17 297.66873),(18 299.17664),(19 293.2652),(20 291.65326),(21 292.6635),(22 293.19574),(23 292.76035),(24 291.43683),(25 291.93216),(26 292.07327),(27 292.55258),(28 299.19092),(29 291.68906),(30 293.168),(31 296.4517),(32 299.05618),(33 303.32913),(34 307.24152),(35 310.34955),(36 310.50598),(37 310.3006),(38 318.12527),(39 316.8424),(40 318.68753),(41 310.00568),(42 307.17056),(43 306.2019),(44 306.33673),(45 310.71753),(46 313.2486),(47 320.08713),(48 321.23553),(49 321.74384),(50 323.37576),(51 322.32803),(52 322.58807),(53 324.38998),(54 324.2249),(55 325.48785),(56 323.26425),(57 320.29248),(58 319.18292),(59 316.58563),(60 317.18268),(61 317.98312),(62 319.9666),(63 326.59476),(64 330.10855),(65 334.0352),(66 327.77426),(67 328.74597),(68 328.00995),(69 325.76154),(70 329.17),(71 331.26038),(72 335.2632),(73 336.31766),(74 336.1172),(75 336.00516),(76 338.3628),(77 340.53375),(78 346.48065),(79 344.50446),
(1 115.20142),(2 174.46475),(3 226.85464),(4 241.61885),(5 251.60593),(6 261.35965),(7 267.88528),(8 272.89294),(9 280.482),(10 280.0096),(11 279.73618),(12 280.0457),(13 282.68698),(14 286.17923),(15 289.3518),(16 284.77158),(17 286.28485),(18 288.77206),(19 288.23846),(20 286.7874),(21 285.84723),(22 286.5023),(23 286.48376),(24 287.4851),(25 288.75336),(26 289.06372),(27 292.34653),(28 297.7412),(29 293.70914),(30 295.84344),(31 297.82022),(32 299.87177),(33 304.42285),(34 311.21906),(35 314.86313),(36 314.65643),(37 315.27353),(38 319.44955),(39 320.03223),(40 321.67535),(41 317.80075),(42 316.6363),(43 315.50266),(44 312.38028),(45 317.26874),(46 320.69507),(47 328.09567),(48 327.77652),(49 328.42157),(50 331.5713),(51 329.65726),(52 328.1258),(53 324.8374),(54 329.9593),(55 333.1724),(56 331.67407),(57 328.15402),(58 326.67746),(59 324.66977),(60 328.73502),(61 329.05386),(62 331.39688),(63 331.32852),(64 332.69),(65 335.13776),(66 334.43378),(67 333.24716),(68 332.1497),(69 330.01526),(70 331.4799),(71 333.47818),(72 332.99936),(73 333.4136),(74 334.77032),(75 337.11377),(76 338.23187),(77 341.3773),(78 345.77127),(79 343.14352),
(1 113.30644),(2 171.93146),(3 223.93674),(4 238.84033),(5 248.74077),(6 261.37833),(7 267.1258),(8 272.5313),(9 280.43668),(10 283.08426),(11 283.67633),(12 287.06058),(13 287.89084),(14 287.672),(15 288.9991),(16 282.25198),(17 283.41028),(18 283.74127),(19 282.38925),(20 282.72537),(21 283.07962),(22 285.16006),(23 287.379),(24 285.9756),(25 285.8108),(26 285.56543),(27 284.90646),(28 285.8166),(29 287.37274),(30 288.14978),(31 291.48108),(32 296.43176),(33 301.88696),(34 306.8124),(35 309.17203),(36 306.21646),(37 308.0213),(38 310.60092),(39 314.6485),(40 316.9341),(41 316.0859),(42 314.58295),(43 313.99835),(44 310.5595),(45 314.93826),(46 315.80023),(47 321.4414),(48 323.27234),(49 325.10938),(50 327.54892),(51 329.74603),(52 329.95667),(53 327.71555),(54 328.7623),(55 328.50278),(56 328.5119),(57 324.869),(58 324.40793),(59 323.33868),(60 323.7796),(61 323.3023),(62 328.51495),(63 329.8815),(64 332.39282),(65 336.36365),(66 335.9686),(67 336.7005),(68 333.6311),(69 328.9064),(70 329.7888),(71 328.9576),(72 330.51297),(73 331.60184),(74 332.7185),(75 336.1423),(76 339.71725),(77 341.68726),(78 344.52542),(79 345.38443),
(1 110.937386),(2 169.18723),(3 220.9707),(4 234.5981),(5 242.49922),(6 251.97775),(7 259.10434),(8 265.37576),(9 272.1999),(10 272.22513),(11 272.2183),(12 272.03848),(13 277.74838),(14 277.35278),(15 276.549),(16 274.06717),(17 275.2977),(18 276.45758),(19 273.54214),(20 275.96027),(21 275.60342),(22 272.2836),(23 273.95035),(24 273.71182),(25 275.02438),(26 273.16507),(27 271.93494),(28 271.896),(29 273.7094),(30 277.72736),(31 282.14954),(32 286.47662),(33 290.47623),(34 292.91086),(35 298.46045),(36 298.694),(37 302.86862),(38 308.13443),(39 308.82013),(40 310.0077),(41 301.3808),(42 299.5684),(43 296.67712),(44 294.23428),(45 296.81564),(46 299.073),(47 306.0541),(48 307.43652),(49 310.06503),(50 312.3531),(51 315.99872),(52 319.81192),(53 317.57864),(54 320.3852),(55 323.46188),(56 324.59787),(57 323.23273),(58 323.24353),(59 321.25253),(60 322.92126),(61 324.63638),(62 328.7765),(63 329.45145),(64 329.15982),(65 330.46866),(66 326.74545),(67 327.691),(68 326.63498),(69 328.0629),(70 330.32996),(71 330.04785),(72 329.7369),(73 329.0755),(74 330.2756),(75 334.8385),(76 337.07675),(77 340.14792),(78 342.56757),(79 345.47223),
(1 115.004486),(2 173.20213),(3 223.69168),(4 236.25363),(5 247.3354),(6 255.3379),(7 262.4102),(8 268.55048),(9 278.65427),(10 278.9126),(11 278.43784),(12 278.90152),(13 282.9663),(14 284.38513),(15 284.6161),(16 281.56387),(17 283.42636),(18 283.63016),(19 277.32687),(20 277.76825),(21 277.58383),(22 279.6717),(23 279.77032),(24 279.4155),(25 279.50143),(26 283.95404),(27 283.9345),(28 285.2512),(29 287.87045),(30 291.70746),(31 297.66995),(32 302.81342),(33 306.48422),(34 307.3873),(35 312.59753),(36 315.43686),(37 320.70966),(38 321.5972),(39 324.6791),(40 325.98904),(41 317.80695),(42 314.28702),(43 310.46252),(44 308.20786),(45 311.04614),(46 312.8994),(47 321.4359),(48 324.5261),(49 327.08945),(50 326.68378),(51 326.29535),(52 327.53424),(53 327.03967),(54 330.42273),(55 334.3166),(56 338.17224),(57 332.99405),(58 331.00754),(59 327.76724),(60 334.21414),(61 336.04953),(62 340.54736),(63 339.44244),(64 340.00656),(65 343.52856),(66 341.3067),(67 343.52658),(68 342.3774),(69 340.877),(70 343.91815),(71 345.3219),(72 342.85184),(73 341.3953),(74 340.32883),(75 340.2911),(76 343.08966),(77 344.07813),(78 349.5204),(79 352.57062),
(1 111.65076),(2 169.24234),(3 217.94806),(4 227.97981),(5 237.99532),(6 246.95201),(7 252.82155),(8 258.1983),(9 266.40753),(10 267.4568),(11 267.798),(12 266.10367),(13 267.2564),(14 265.32852),(15 261.45596),(16 260.61957),(17 263.804),(18 265.42288),(19 264.58362),(20 266.08765),(21 266.77542),(22 267.82193),(23 268.2617),(24 268.42126),(25 269.83063),(26 274.7615),(27 274.1607),(28 273.64252),(29 278.0728),(30 281.24048),(31 285.2053),(32 290.8461),(33 295.45636),(34 300.77502),(35 300.69016),(36 301.94543),(37 305.10846),(38 312.61646),(39 310.03894),(40 310.38055),(41 302.96158),(42 300.2377),(43 297.84247),(44 293.74698),(45 295.7472),(46 297.39536),(47 304.2893),(48 305.99866),(49 306.4319),(50 305.58963),(51 305.71677),(52 306.83002),(53 307.0988),(54 311.305),(55 315.93332),(56 316.3259),(57 314.59814),(58 316.74615),(59 315.474),(60 316.9907),(61 316.3448),(62 319.38574),(63 317.15082),(64 319.8859),(65 321.74628),(66 319.80325),(67 320.5952),(68 318.13647),(69 319.5239),(70 323.1557),(71 324.09552),(72 323.74664),(73 323.30902),(74 321.88388),(75 321.51654),(76 325.17123),(77 326.07776),(78 330.31662),(79 333.41782),
(1 105.88559),(2 160.99966),(3 210.55908),(4 224.99083),(5 235.0598),(6 247.26318),(7 252.32214),(8 256.27505),(9 263.99716),(10 267.59048),(11 268.89188),(12 268.0259),(13 274.9819),(14 272.48767),(15 269.3502),(16 264.099),(17 265.2169),(18 265.86612),(19 265.7565),(20 265.84283),(21 266.25912),(22 264.2902),(23 265.54944),(24 266.81485),(25 268.05106),(26 271.46524),(27 270.25952),(28 273.86978),(29 274.8722),(30 276.05112),(31 282.86548),(32 282.88132),(33 286.1742),(34 288.58182),(35 291.6268),(36 292.6213),(37 293.9789),(38 300.42432),(39 301.90054),(40 301.72385),(41 292.02274),(42 289.9378),(43 289.20892),(44 290.09085),(45 290.63736),(46 291.26047),(47 299.71643),(48 301.87424),(49 302.71887),(50 303.64935),(51 306.96252),(52 307.2595),(53 306.52844),(54 306.79657),(55 307.68436),(56 309.139),(57 305.9808),(58 306.6941),(59 309.42755),(60 312.81567),(61 313.9622),(62 316.92758),(63 315.3142),(64 316.89957),(65 320.2568),(66 319.89603),(67 319.89346),(68 318.48038),(69 315.12076),(70 316.5976),(71 317.10577),(72 316.52206),(73 315.32407),(74 314.05963),(75 316.77252),(76 319.65967),(77 321.50635),(78 322.12625),(79 321.51593),
(1 103.40408),(2 157.57486),(3 207.01471),(4 220.26996),(5 230.21635),(6 238.9741),(7 243.728),(8 247.56601),(9 253.3736),(10 253.1053),(11 253.72346),(12 253.73773),(13 255.87366),(14 258.0517),(15 259.88052),(16 257.60486),(17 255.37694),(18 255.8006),(19 259.5169),(20 262.3661),(21 262.9873),(22 261.18576),(23 262.02853),(24 264.5548),(25 261.38016),(26 262.1017),(27 263.9896),(28 265.98636),(29 267.7061),(30 268.96524),(31 272.99658),(32 274.89767),(33 279.62036),(34 286.0017),(35 289.9117),(36 288.81174),(37 289.764),(38 291.27838),(39 294.46423),(40 294.7959),(41 285.13107),(42 285.6715),(43 285.0196),(44 282.46945),(45 283.87363),(46 285.26315),(47 291.46085),(48 292.71487),(49 294.6048),(50 299.6908),(51 300.82687),(52 300.50577),(53 299.02762),(54 296.08826),(55 295.24826),(56 296.19415),(57 297.40033),(58 298.23846),(59 298.47375),(60 298.087),(61 298.18127),(62 299.90466),(63 305.94565),(64 306.3328),(65 310.86273),(66 307.94476),(67 304.91446),(68 302.6118),(69 299.4002),(70 303.18146),(71 305.97162),(72 308.76328),(73 308.98145),(74 309.445),(75 311.6843),(76 312.4385),(77 313.86942),(78 312.83832),(79 315.89023),
(1 102.60738),(2 154.15762),(3 201.67769),(4 213.06169),(5 223.04793),(6 231.50989),(7 236.26634),(8 240.57263),(9 248.50179),(10 248.5759),(11 250.39496),(12 250.05156),(13 253.8571),(14 256.11005),(15 257.01672),(16 254.98218),(17 254.05185),(18 253.33333),(19 252.59666),(20 254.5032),(21 255.45654),(22 255.84586),(23 255.58667),(24 255.51535),(25 256.96423),(26 255.89899),(27 258.7901),(28 258.21182),(29 260.9561),(30 263.06476),(31 266.41666),(32 270.35608),(33 273.7766),(34 276.99792),(35 279.42914),(36 281.57596),(37 282.31787),(38 284.35495),(39 284.0809),(40 282.5381),(41 279.55322),(42 277.6953),(43 277.04056),(44 273.31097),(45 273.12946),(46 274.36133),(47 276.36844),(48 275.79904),(49 277.47906),(50 280.1476),(51 279.18094),(52 278.2066),(53 278.6112),(54 279.80536),(55 280.77475),(56 280.04437),(57 279.88284),(58 280.18527),(59 283.85358),(60 284.53976),(61 286.996),(62 288.69052),(63 287.00696),(64 285.2188),(65 286.7266),(66 287.24457),(67 286.81732),(68 285.20825),(69 286.2844),(70 287.64627),(71 289.10852),(72 287.8645),(73 290.08322),(74 288.3854),(75 289.66135),(76 291.8784),(77 295.65143),(78 299.008),(79 301.58432),
(1 99.10307),(2 150.71248),(3 196.76128),(4 209.29938),(5 217.11534),(6 225.49321),(7 231.71817),(8 238.53856),(9 245.88419),(10 246.02971),(11 246.79163),(12 246.00327),(13 250.07161),(14 248.9211),(15 250.97762),(16 249.3226),(17 249.63608),(18 250.2128),(19 249.18565),(20 250.04498),(21 250.17975),(22 247.74463),(23 248.27728),(24 249.58032),(25 249.88828),(26 248.3244),(27 247.74818),(28 247.53851),(29 248.44522),(30 252.43275),(31 256.08856),(32 260.72903),(33 262.78528),(34 263.2909),(35 264.95193),(36 265.773),(37 267.37137),(38 274.0468),(39 275.8829),(40 276.44617),(41 270.70822),(42 269.9983),(43 269.75143),(44 267.43152),(45 267.07925),(46 268.23495),(47 270.63593),(48 272.25107),(49 274.9862),(50 277.53156),(51 280.40436),(52 282.47012),(53 283.88504),(54 283.72592),(55 286.20352),(56 284.49313),(57 283.6148),(58 283.409),(59 282.25317),(60 285.5418),(61 285.1649),(62 286.04135),(63 287.52347),(64 289.35165),(65 291.3232),(66 286.8855),(67 285.01947),(68 282.36356),(69 281.1641),(70 281.46304),(71 281.37994),(72 281.3312),(73 279.8848),(74 279.03198),(75 279.4396),(76 282.29697),(77 285.60892),(78 290.71356),(79 288.626),
(1 99.512245),(2 150.39395),(3 196.51483),(4 206.71744),(5 213.23694),(6 220.32634),(7 225.97054),(8 231.23073),(9 236.50945),(10 235.3403),(11 235.82687),(12 234.61586),(13 240.4495),(14 241.2634),(15 244.20558),(16 242.41168),(17 242.17587),(18 242.3833),(19 240.93266),(20 241.46826),(21 240.13316),(22 240.53569),(23 241.97115),(24 243.88231),(25 247.49728),(26 247.43599),(27 247.34065),(28 247.27544),(29 249.29388),(30 250.18118),(31 248.7795),(32 249.31943),(33 249.81725),(34 250.21132),(35 252.30438),(36 252.52649),(37 253.6559),(38 256.2789),(39 257.39328),(40 258.7392),(41 255.78708),(42 256.09018),(43 256.0416),(44 252.0283),(45 252.57794),(46 253.6982),(47 258.12927),(48 258.99298),(49 261.14752),(50 264.94482),(51 265.82574),(52 268.3349),(53 269.54977),(54 267.40308),(55 268.96222),(56 268.55795),(57 265.9533),(58 265.5694),(59 267.80984),(60 271.94736),(61 273.7295),(62 275.61868),(63 273.5114),(64 274.26218),(65 274.61545),(66 273.59973),(67 274.98935),(68 274.54294),(69 273.7096),(70 274.20715),(71 273.82043),(72 274.55606),(73 274.43896),(74 274.95663),(75 274.59598),(76 277.0016),(77 279.00607),(78 283.2228),(79 282.20618),
(1 101.48387),(2 155.34062),(3 202.30609),(4 211.37534),(5 217.60959),(6 227.00894),(7 231.63638),(8 236.53381),(9 238.54607),(10 238.04999),(11 239.39073),(12 240.0659),(13 244.81847),(14 247.16759),(15 247.42445),(16 243.89986),(17 244.50328),(18 245.63121),(19 244.84918),(20 245.5211),(21 245.6626),(22 243.71992),(23 243.63426),(24 242.94475),(25 244.27246),(26 245.97061),(27 245.66553),(28 248.47588),(29 249.612),(30 249.14073),(31 249.84152),(32 249.76183),(33 251.32953),(34 252.01129),(35 254.05344),(36 255.2774),(37 258.71567),(38 262.53656),(39 265.19754),(40 268.15405),(41 265.418),(42 266.21252),(43 267.58197),(44 265.81097),(45 266.1556),(46 264.86142),(47 266.10934),(48 266.3643),(49 265.17288),(50 267.68958),(51 267.8951),(52 267.8503),(53 265.7879),(54 264.62244),(55 263.4484),(56 264.58405),(57 267.03326),(58 268.86652),(59 268.99188),(60 268.68768),(61 269.9816),(62 271.1938),(63 271.7873),(64 273.54623),(65 273.9381),(66 272.44736),(67 268.88824),(68 265.97144),(69 268.89545),(70 271.82443),(71 271.7549),(72 276.90594),(73 279.68814),(74 280.75632),(75 281.26837),(76 281.73196),(77 283.12784),(78 285.49875),(79 287.25934),
(1 97.010544),(2 146.17567),(3 189.69722),(4 198.03156),(5 205.45354),(6 214.7679),(7 216.54843),(8 220.19612),(9 225.73175),(10 225.93971),(11 229.30542),(12 230.21237),(13 235.07048),(14 235.92336),(15 237.09077),(16 235.47198),(17 235.78535),(18 237.4951),(19 234.92198),(20 233.94785),(21 232.25749),(22 232.00883),(23 232.16983),(24 230.69632),(25 229.06984),(26 231.55388),(27 231.67126),(28 232.71336),(29 234.68057),(30 234.93744),(31 238.37427),(32 240.32788),(33 243.2003),(34 241.55301),(35 240.62227),(36 242.29332),(37 241.68819),(38 249.01146),(39 249.20786),(40 250.89763),(41 251.17574),(42 251.10771),(43 250.1728),(44 250.01752),(45 250.34636),(46 248.50192),(47 247.67816),(48 247.59102),(49 245.76619),(50 246.84082),(51 249.87872),(52 251.95036),(53 254.11546),(54 254.54915),(55 256.259),(56 256.44254),(57 256.17844),(58 256.7326),(59 255.94681),(60 257.4249),(61 258.21295),(62 260.78793),(63 262.26776),(64 264.84958),(65 267.899),(66 264.67685),(67 264.3447),(68 261.80542),(69 259.65057),(70 259.0735),(71 258.91138),(72 260.96414),(73 261.71732),(74 262.5675),(75 264.841),(76 265.81067),(77 267.45328),(78 267.756),(79 265.93262),
(1 95.32376),(2 143.52367),(3 185.43945),(4 196.27414),(5 203.34084),(6 209.53772),(7 213.53001),(8 218.31879),(9 224.60582),(10 224.2639),(11 223.95926),(12 224.08817),(13 228.24301),(14 229.74948),(15 231.73222),(16 231.43231),(17 230.48862),(18 229.14989),(19 226.1603),(20 228.2482),(21 228.79524),(22 230.74309),(23 231.71356),(24 232.14746),(25 232.84639),(26 231.96742),(27 230.49043),(28 230.29059),(29 229.41675),(30 230.36145),(31 233.7161),(32 235.6051),(33 237.5349),(34 238.82664),(35 238.55298),(36 239.4523),(37 241.23912),(38 244.5713),(39 244.92569),(40 245.4536),(41 244.37134),(42 242.4424),(43 243.46556),(44 240.84297),(45 241.78072),(46 241.33777),(47 244.5506),(48 243.82504),(49 243.88403),(50 243.28389),(51 245.36327),(52 245.92523),(53 244.76802),(54 248.58267),(55 250.91676),(56 252.20384),(57 253.12247),(58 252.9664),(59 253.26462),(60 252.80972),(61 251.3869),(62 251.43442),(63 253.50243),(64 253.97519),(65 254.72537),(66 253.22247),(67 252.4507),(68 250.06793),(69 248.68605),(70 249.98872),(71 250.9665),(72 250.72948),(73 250.6573),(74 250.97217),(75 253.67159),(76 254.79471),(77 257.49673),(78 261.41492),(79 259.18347),
(1 94.08944),(2 141.85628),(3 182.3343),(4 191.20361),(5 196.75327),(6 202.75401),(7 203.6365),(8 205.55742),(9 209.29025),(10 212.43915),(11 213.2988),(12 213.40224),(13 215.62709),(14 218.17273),(15 223.1948),(16 224.76405),(17 224.56795),(18 226.14857),(19 222.67632),(20 223.83833),(21 224.29042),(22 222.95975),(23 224.16039),(24 226.56036),(25 227.44116),(26 230.67545),(27 230.19374),(28 231.94576),(29 231.3592),(30 233.29163),(31 236.20366),(32 236.76666),(33 238.67073),(34 238.53452),(35 242.16977),(36 242.20592),(37 244.59189),(38 244.97412),(39 245.55687),(40 245.37253),(41 243.41205),(42 244.33444),(43 242.7835),(44 241.86588),(45 242.05211),(46 243.17474),(47 244.28743),(48 244.37001),(49 245.5868),(50 246.76295),(51 247.86475),(52 248.02547),(53 248.62859),(54 251.68814),(55 253.69444),(56 250.81274),(57 252.79779),(58 252.22076),(59 252.39108),(60 251.95064),(61 252.75592),(62 253.01245),(63 253.64021),(64 255.70851),(65 256.7985),(66 255.76111),(67 254.97685),(68 253.58124),(69 253.0106),(70 254.3832),(71 257.14377),(72 260.57556),(73 259.70175),(74 258.33774),(75 259.18933),(76 260.2717),(77 262.89737),(78 267.77917),(79 265.89682),
(1 91.71475),(2 138.0535),(3 176.77605),(4 185.10376),(5 191.38759),(6 197.82161),(7 203.42227),(8 206.97107),(9 211.13147),(10 212.47607),(11 213.44968),(12 214.21382),(13 220.55052),(14 222.24588),(15 223.73334),(16 225.3635),(17 226.97511),(18 228.51999),(19 226.27301),(20 225.70941),(21 226.00002),(22 223.17001),(23 224.32368),(24 225.52971),(25 226.80833),(26 225.15265),(27 225.61018),(28 226.4639),(29 227.7087),(30 230.41948),(31 233.38524),(32 234.54037),(33 235.12169),(34 235.5873),(35 235.96149),(36 236.9376),(37 239.33342),(38 241.57434),(39 244.40346),(40 245.04712),(41 243.12688),(42 241.72432),(43 242.01767),(44 243.38878),(45 241.43452),(46 242.0081),(47 244.87189),(48 247.47281),(49 248.18547),(50 251.11804),(51 254.27908),(52 254.76529),(53 254.70242),(54 254.63504),(55 255.97264),(56 257.03796),(57 254.21002),(58 254.43793),(59 253.38832),(60 254.79607),(61 255.98541),(62 256.55643),(63 255.20454),(64 257.06445),(65 257.31),(66 257.05338),(67 257.2534),(68 254.902),(69 252.95941),(70 254.84535),(71 255.93925),(72 256.94977),(73 256.3817),(74 256.11072),(75 258.15164),(76 259.26306),(77 260.97632),(78 262.6397),(79 261.39865),
(1 90.637344),(2 135.93703),(3 173.6031),(4 183.67546),(5 189.05542),(6 193.44739),(7 198.19983),(8 203.06026),(9 208.47539),(10 209.81189),(11 210.07106),(12 209.91489),(13 216.11812),(14 215.71529),(15 214.83879),(16 215.73245),(17 217.47044),(18 219.4665),(19 218.35493),(20 218.58188),(21 218.75824),(22 216.2057),(23 215.34956),(24 216.79588),(25 218.53673),(26 216.71512),(27 215.91524),(28 216.25684),(29 214.87828),(30 219.88153),(31 224.09528),(32 226.99196),(33 229.9275),(34 231.11816),(35 229.82652),(36 230.71622),(37 232.32219),(38 235.24269),(39 234.7637),(40 233.29161),(41 230.79822),(42 232.59244),(43 234.40813),(44 233.96794),(45 232.87866),(46 232.86789),(47 233.35907),(48 237.50664),(49 240.3554),(50 245.26576),(51 243.33914),(52 243.21045),(53 240.62349),(54 243.35277),(55 245.03395),(56 246.4421),(57 244.75688),(58 246.52005),(59 248.02034),(60 249.2454),(61 250.06802),(62 251.18541),(63 247.76767),(64 248.32877),(65 250.19624),(66 250.4946),(67 250.41621),(68 249.58588),(69 249.53218),(70 252.12607),(71 253.01344),(72 255.09103),(73 256.06906),(74 254.73515),(75 256.51447),(76 257.84354),(77 258.9795),(78 262.36682),(79 258.5466),
(1 90.3362),(2 135.82613),(3 173.36336),(4 182.23),(5 188.89763),(6 195.24889),(7 201.22511),(8 202.53781),(9 207.20607),(10 205.60345),(11 206.22731),(12 206.35939),(13 213.03049),(14 214.55879),(15 215.20709),(16 217.64511),(17 218.48425),(18 219.20444),(19 214.89496),(20 214.9503),(21 214.4433),(22 213.21123),(23 211.94064),(24 211.62161),(25 213.31058),(26 217.08405),(27 216.3865),(28 218.04172),(29 217.94789),(30 221.44235),(31 222.03789),(32 225.60056),(33 229.24),(34 228.72446),(35 230.69356),(36 232.54158),(37 232.95927),(38 238.14998),(39 235.72112),(40 236.10219),(41 232.76222),(42 235.22243),(43 236.04161),(44 232.5871),(45 233.09254),(46 234.43695),(47 237.98804),(48 239.45036),(49 240.80618),(50 242.0973),(51 243.22801),(52 244.15393),(53 244.07549),(54 242.88226),(55 245.68318),(56 243.05756),(57 239.79614),(58 239.39404),(59 237.93196),(60 240.16443),(61 239.63779),(62 240.69081),(63 242.78377),(64 243.43005),(65 244.3481),(66 242.9959),(67 241.5335),(68 240.35995),(69 240.86414),(70 241.42418),(71 244.12807),(72 247.78848),(73 248.02773),(74 247.53912),(75 246.88086),(76 249.1738),(77 251.5025),(78 255.62862),(79 252.10526),
(1 90.878685),(2 135.98949),(3 172.69583),(4 183.64738),(5 187.34546),(6 193.53357),(7 196.70647),(8 200.14757),(9 201.67784),(10 201.88287),(11 200.77026),(12 200.87459),(13 207.03963),(14 210.64),(15 211.55577),(16 213.93658),(17 214.23477),(18 213.80942),(19 212.59518),(20 213.00795),(21 212.4301),(22 212.59245),(23 210.9888),(24 210.2595),(25 211.0079),(26 212.20825),(27 212.41043),(28 215.96962),(29 214.10835),(30 216.10345),(31 217.67137),(32 219.52711),(33 220.14311),(34 221.6594),(35 222.69524),(36 223.01494),(37 223.05759),(38 226.74054),(39 226.78725),(40 228.1998),(41 228.38162),(42 229.01479),(43 229.70346),(44 229.72858),(45 231.06175),(46 232.30243),(47 234.12775),(48 234.75494),(49 235.57889),(50 236.12822),(51 237.22935),(52 237.42462),(53 237.63823),(54 239.304),(55 239.75926),(56 240.11217),(57 240.87833),(58 241.31232),(59 240.71886),(60 242.72424),(61 240.16528),(62 241.32837),(63 240.02174),(64 240.68835),(65 240.99905),(66 244.27965),(67 241.66158),(68 243.20816),(69 245.852),(70 245.14536),(71 246.02939),(72 243.55284),(73 242.52553),(74 242.1438),(75 243.20033),(76 241.74051),(77 242.93742),(78 244.99239),(79 241.73332),
