1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40173.285),(2 59327.168),(3 63209.395),(4 129802),(5 178342.8),(6 200947),(7 278958.1),(8 339069.1),(9 341649.78),(10 404024.34),(11 440746.4),(12 421515.84),(13 472070.4),(14 500362.84),(15 484845.5),(16 548007.44),(17 593204.9),(18 597602.4),(19 680620.7),(20 722281.3),(21 745746.7),(22 842088.56),(23 892628),(24 887842.8),(25 956123.75),(26 980622.5),(27 951084.2),(28 1000072),(29 1005537.2),(30 957209.3),(31 999473.8),(32 1016367.3),(33 982875.8),(34 1035682.56),(35 1061630),(36 1030776.25),(37 1087084.5),(38 1121037.4),(39 1093235.9),(40 1147317.6),(41 1176437.6),(42 1140313.9),(43 1179016.4),(44 1247983.8),(45 1237205.9),(46 1299208.9),(47 1368103.1),(48 1359788.5),(49 1418699.4),(50 1479724),(51 1481471),(52 1562784.5),(53 1661780.6),(54 1696170.6),(55 1810062.9),(56 1942017.5),(57 2020565.1),(58 2162971.3),(59 2310451),(60 2392991),(61 2552730),(62 2731805.8),(63 2824690),(64 2996769.3),(65 3146773.3),(66 3244013.3),(67 3400432),(68 3558014.8),(69 3615504.8),(70 3761264.8),(71 3901540),(72 3991144),(73 4139342.8),(74 4293979),(75 4390830.5),(76 4545927.5),(77 4696364),(78 4771223.5),(79 4893865),
(1 60.849403),(2 75.03343),(3 86.09518),(4 92.09609),(5 95.18804),(6 99.394005),(7 102.53397),(8 105.00757),(9 107.1801),(10 108.548225),(11 109.8528),(12 111.43799),(13 113.59528),(14 115.08607),(15 116.167145),(16 116.646576),(17 116.84345),(18 117.1639),(19 118.70178),(20 118.86734),(21 120.10432),(22 121.825775),(23 121.90842),(24 122.06375),(25 122.595856),(26 124.06763),(27 125.148735),(28 125.28558),(29 125.5094),(30 125.65638),(31 125.417175),(32 125.6835),(33 126.652336),(34 126.80338),(35 127.16249),(36 126.039246),(37 126.72922),(38 127.96048),(39 128.60248),(40 128.86742),(41 128.78046),(42 129.97961),(43 128.89362),(44 128.83588),(45 128.67216),(46 128.63753),(47 129.35649),(48 129.17499),(49 129.54526),(50 128.23076),(51 127.819305),(52 128.19444),(53 131.45036),(54 131.27432),(55 132.10947),(56 132.51205),(57 131.66692),(58 132.36852),(59 132.2134),(60 131.64183),(61 131.97392),(62 131.83694),(63 133.5085),(64 133.19646),(65 134.0721),(66 134.1026),(67 134.73358),(68 135.65518),(69 136.81395),(70 137.03638),(71 137.29356),(72 137.63934),(73 138.48164),(74 137.72194),(75 136.68837),(76 136.51144),(77 136.4677),(78 136.38177),(79 137.16064),
(1 61.19616),(2 76.337425),(3 86.27235),(4 91.41476),(5 95.60185),(6 99.997284),(7 103.00446),(8 105.14082),(9 108.16125),(10 109.92994),(11 110.83401),(12 111.23517),(13 113.01508),(14 113.8135),(15 115.01593),(16 116.91883),(17 119.554504),(18 120.41652),(19 120.18243),(20 120.82051),(21 121.46535),(22 121.7122),(23 123.07202),(24 122.59965),(25 122.093666),(26 123.12641),(27 122.83602),(28 124.375755),(29 123.930664),(30 125.36398),(31 125.58537),(32 127.382744),(33 128.37337),(34 128.61804),(35 128.36868),(36 127.98455),(37 128.59943),(38 129.01744),(39 129.23686),(40 128.74158),(41 128.3071),(42 128.53198),(43 129.04541),(44 128.28474),(45 129.23952),(46 127.827324),(47 129.06125),(48 128.67117),(49 128.54713),(50 128.48047),(51 129.20213),(52 129.12424),(53 129.50513),(54 131.0051),(55 131.59462),(56 131.13321),(57 130.58363),(58 131.73717),(59 131.46967),(60 131.6273),(61 132.94604),(62 132.5848),(63 134.25401),(64 133.76662),(65 133.96451),(66 133.66539),(67 133.56981),(68 133.78673),(69 134.9568),(70 134.39484),(71 133.99236),(72 133.19986),(73 133.88846),(74 134.65063),(75 134.44443),(76 135.49287),(77 136.10757),(78 135.49608),(79 136.51936),
(1 60.45025),(2 75.50738),(3 85.40604),(4 90.14164),(5 94.417),(6 98.664505),(7 101.94835),(8 103.83931),(9 106.36738),(10 107.720146),(11 110.089714),(12 110.51365),(13 111.696106),(14 111.93303),(15 114.120316),(16 114.875984),(17 115.988594),(18 117.13824),(19 117.60927),(20 118.81941),(21 119.36334),(22 119.71623),(23 120.3491),(24 119.98908),(25 120.67546),(26 122.10866),(27 122.551285),(28 123.3134),(29 124.22967),(30 124.069786),(31 124.7841),(32 125.23507),(33 126.4005),(34 127.46922),(35 127.26164),(36 127.46893),(37 127.64427),(38 129.4057),(39 129.32611),(40 129.14828),(41 129.34547),(42 128.77773),(43 128.97324),(44 127.78042),(45 127.82311),(46 127.54181),(47 127.640854),(48 127.41189),(49 128.7286),(50 127.113396),(51 127.93665),(52 128.29453),(53 129.47787),(54 130.13708),(55 130.2905),(56 130.15799),(57 130.64906),(58 130.79301),(59 130.53754),(60 129.68936),(61 130.20929),(62 130.82788),(63 131.74715),(64 130.83044),(65 130.2305),(66 130.393),(67 130.3228),(68 131.93614),(69 131.58936),(70 130.35204),(71 131.42906),(72 131.31888),(73 131.3863),(74 131.59802),(75 132.43304),(76 132.47194),(77 132.34181),(78 133.15678),(79 133.72859),
(1 60.426197),(2 74.226105),(3 84.308876),(4 90.6418),(5 94.76301),(6 98.86249),(7 101.52933),(8 105.500595),(9 106.43833),(10 108.479004),(11 109.7516),(12 110.579216),(13 113.21291),(14 113.70205),(15 115.354),(16 116.155556),(17 116.112724),(18 117.59311),(19 119.10395),(20 118.42174),(21 118.973305),(22 119.87641),(23 121.54008),(24 121.29706),(25 121.760506),(26 123.28545),(27 123.83364),(28 124.29949),(29 125.34865),(30 125.81244),(31 126.35726),(32 127.10026),(33 128.29385),(34 129.77682),(35 131.011),(36 131.23619),(37 130.5253),(38 132.21428),(39 131.92819),(40 131.81279),(41 134.0995),(42 134.1054),(43 134.37852),(44 133.47371),(45 134.23976),(46 133.53693),(47 134.29384),(48 133.94757),(49 133.98566),(50 133.81577),(51 134.63586),(52 133.13995),(53 133.57562),(54 133.11887),(55 132.86311),(56 132.9084),(57 133.03313),(58 134.52174),(59 132.82814),(60 133.24095),(61 133.41847),(62 133.68787),(63 133.98364),(64 132.70258),(65 132.64003),(66 133.38219),(67 133.2624),(68 133.20833),(69 133.49867),(70 133.33289),(71 133.16617),(72 132.67204),(73 133.22588),(74 132.52678),(75 132.51344),(76 132.01454),(77 129.85754),(78 131.36768),(79 130.30473),
(1 60.655163),(2 74.431625),(3 84.60485),(4 90.44719),(5 94.76938),(6 97.96462),(7 100.343025),(8 104.7558),(9 105.583275),(10 107.73686),(11 110.16232),(12 111.6322),(13 112.67177),(14 112.74532),(15 113.58066),(16 115.18393),(17 116.78887),(18 117.71211),(19 118.92348),(20 119.96673),(21 119.305046),(22 120.407104),(23 121.4992),(24 120.68477),(25 120.75175),(26 121.798294),(27 122.07688),(28 122.55759),(29 123.08591),(30 123.55437),(31 123.52076),(32 123.53176),(33 122.94571),(34 123.975624),(35 123.281654),(36 123.66978),(37 123.317924),(38 122.94826),(39 124.3761),(40 123.204796),(41 123.969025),(42 124.56985),(43 125.24211),(44 124.06495),(45 124.843124),(46 123.81725),(47 123.28191),(48 123.7332),(49 124.99401),(50 124.999886),(51 126.145515),(52 126.2241),(53 126.58146),(54 126.08717),(55 126.85725),(56 126.97037),(57 127.84405),(58 129.22014),(59 129.64856),(60 130.619),(61 131.41408),(62 131.45427),(63 133.53911),(64 131.1003),(65 131.67236),(66 131.95381),(67 131.85144),(68 132.52625),(69 132.44777),(70 131.85751),(71 131.84685),(72 130.32016),(73 131.4642),(74 131.2411),(75 130.97647),(76 130.4076),(77 129.18628),(78 129.46483),(79 128.95432),
(1 58.957172),(2 72.02287),(3 81.75119),(4 87.12123),(5 91.38086),(6 94.24944),(7 97.618355),(8 100.91047),(9 102.738525),(10 105.230515),(11 107.024086),(12 108.791985),(13 110.02108),(14 110.41351),(15 112.206245),(16 114.20804),(17 115.25267),(18 114.984764),(19 115.219696),(20 115.947556),(21 116.77931),(22 117.02635),(23 118.350266),(24 118.188416),(25 119.094025),(26 119.88109),(27 120.64925),(28 120.38056),(29 120.08925),(30 120.06393),(31 120.5123),(32 121.05835),(33 121.44911),(34 122.86552),(35 121.869225),(36 121.94395),(37 122.53699),(38 122.672714),(39 123.68681),(40 124.036095),(41 124.914536),(42 125.63461),(43 126.310974),(44 126.252525),(45 125.65655),(46 126.53085),(47 126.7074),(48 126.501595),(49 126.59569),(50 126.75642),(51 126.151375),(52 127.68834),(53 128.24493),(54 129.06029),(55 128.59886),(56 128.47627),(57 128.71097),(58 128.72488),(59 128.0823),(60 128.07132),(61 128.04588),(62 129.17436),(63 129.8381),(64 129.4587),(65 129.55328),(66 129.69739),(67 129.57094),(68 130.07098),(69 129.13937),(70 129.75423),(71 130.07178),(72 128.9156),(73 129.85675),(74 129.56458),(75 129.95377),(76 129.66524),(77 130.54498),(78 129.67714),(79 129.42372),
(1 60.17242),(2 73.161064),(3 82.0155),(4 88.1116),(5 91.609535),(6 93.761154),(7 98.06256),(8 101.15042),(9 103.49823),(10 105.46568),(11 106.746895),(12 107.747284),(13 110.337494),(14 110.127556),(15 112.648705),(16 113.75943),(17 114.06756),(18 115.041245),(19 114.96411),(20 115.75375),(21 116.31369),(22 118.41365),(23 119.26524),(24 119.660164),(25 120.397835),(26 120.85546),(27 121.55532),(28 122.078064),(29 120.871284),(30 121.27885),(31 121.47427),(32 122.650024),(33 124.46609),(34 125.18305),(35 125.59628),(36 125.04588),(37 125.57404),(38 125.70606),(39 125.477684),(40 125.65948),(41 124.7007),(42 123.898674),(43 125.16958),(44 123.88729),(45 124.46711),(46 124.95711),(47 124.381424),(48 124.017365),(49 124.57201),(50 125.95313),(51 127.34144),(52 128.0839),(53 128.04701),(54 127.96724),(55 128.06772),(56 129.09328),(57 128.51324),(58 129.14528),(59 128.43004),(60 128.66646),(61 129.29218),(62 131.19055),(63 131.81284),(64 131.78322),(65 132.43338),(66 132.26413),(67 131.6833),(68 132.22995),(69 132.73781),(70 132.7316),(71 132.22035),(72 131.0336),(73 131.41911),(74 130.99843),(75 131.1672),(76 132.24467),(77 130.61806),(78 130.16321),(79 130.01494),
(1 58.71702),(2 72.32381),(3 81.43787),(4 86.33959),(5 90.91338),(6 94.165375),(7 97.42815),(8 101.05863),(9 103.62657),(10 104.558014),(11 106.114204),(12 107.27977),(13 108.50875),(14 109.31754),(15 110.431114),(16 112.33396),(17 111.91777),(18 112.221115),(19 113.99537),(20 113.85291),(21 114.274376),(22 114.994316),(23 115.127266),(24 115.85551),(25 116.31581),(26 117.9896),(27 118.405014),(28 119.388565),(29 119.03358),(30 120.30121),(31 120.3477),(32 120.04239),(33 121.00605),(34 121.21951),(35 120.36944),(36 121.31692),(37 120.173676),(38 120.97117),(39 121.02106),(40 121.94789),(41 122.35415),(42 122.43608),(43 122.92824),(44 122.24367),(45 124.27496),(46 124.68958),(47 124.30589),(48 123.83183),(49 124.073296),(50 125.088165),(51 124.41519),(52 124.576515),(53 123.67187),(54 123.502625),(55 124.00642),(56 125.56773),(57 126.49372),(58 126.98729),(59 127.037445),(60 126.95584),(61 127.13094),(62 127.58671),(63 128.29045),(64 128.06042),(65 128.47299),(66 128.6039),(67 128.5427),(68 128.63133),(69 128.38397),(70 127.506424),(71 127.78763),(72 128.05928),(73 127.31005),(74 127.107285),(75 126.87576),(76 126.453255),(77 125.3904),(78 125.54397),(79 125.81325),
(1 57.63759),(2 70.38925),(3 80.01599),(4 85.27241),(5 89.306015),(6 93.23733),(7 95.57612),(8 100.33889),(9 102.15459),(10 103.427376),(11 104.705696),(12 105.85988),(13 107.34396),(14 107.8085),(15 108.18228),(16 109.064384),(17 109.85964),(18 111.542625),(19 113.40354),(20 112.72998),(21 113.42822),(22 115.22464),(23 117.290825),(24 117.85826),(25 119.07945),(26 119.576355),(27 118.88612),(28 119.511215),(29 119.185),(30 119.400475),(31 120.18897),(32 120.40641),(33 122.41762),(34 122.94622),(35 123.60872),(36 123.4308),(37 123.983025),(38 123.958145),(39 123.86547),(40 123.38546),(41 123.654144),(42 123.101204),(43 123.412735),(44 122.682365),(45 123.844406),(46 123.89099),(47 124.28965),(48 123.724335),(49 123.34355),(50 124.8536),(51 125.481476),(52 124.143684),(53 123.53564),(54 124.40821),(55 124.61288),(56 124.65661),(57 125.43418),(58 124.72907),(59 125.24866),(60 123.95017),(61 125.58371),(62 125.61131),(63 125.92985),(64 125.24092),(65 125.39077),(66 125.91832),(67 126.08215),(68 127.48128),(69 127.318344),(70 127.41861),(71 128.19553),(72 126.87108),(73 126.95009),(74 127.90194),(75 126.93278),(76 126.29834),(77 126.05206),(78 126.970245),(79 128.1865),
(1 57.375942),(2 69.528145),(3 79.290794),(4 85.16748),(5 88.52677),(6 92.54775),(7 95.1933),(8 99.837975),(9 101.04832),(10 103.80841),(11 104.194725),(12 105.27213),(13 106.469826),(14 107.865036),(15 108.55139),(16 109.79594),(17 109.73559),(18 110.42872),(19 111.02756),(20 111.31424),(21 112.05196),(22 112.89754),(23 114.9082),(24 112.834946),(25 114.388405),(26 114.56048),(27 116.14114),(28 116.51988),(29 117.16661),(30 117.33233),(31 117.40099),(32 117.57722),(33 119.3771),(34 119.45131),(35 119.0677),(36 119.58407),(37 120.24159),(38 121.92134),(39 121.078896),(40 120.61024),(41 121.46996),(42 121.30471),(43 121.93173),(44 122.33784),(45 123.15934),(46 122.376335),(47 122.742615),(48 121.91003),(49 121.80977),(50 122.918434),(51 123.63216),(52 122.828476),(53 123.54506),(54 124.12814),(55 124.243835),(56 124.61159),(57 124.9742),(58 125.68793),(59 124.4157),(60 125.365715),(61 126.67506),(62 125.72558),(63 125.50972),(64 125.85642),(65 125.74826),(66 125.84369),(67 127.27418),(68 128.63089),(69 127.88332),(70 129.17871),(71 128.64212),(72 128.72446),(73 128.4513),(74 127.769325),(75 127.66394),(76 127.18029),(77 127.43462),(78 128.56834),(79 128.64146),
(1 57.112427),(2 70.02342),(3 80.5354),(4 85.43015),(5 89.78962),(6 93.38158),(7 96.40137),(8 99.53541),(9 101.33644),(10 103.5805),(11 104.24918),(12 105.493385),(13 107.21079),(14 108.07325),(15 108.92963),(16 109.261765),(17 109.77866),(18 109.484314),(19 110.11233),(20 111.83182),(21 111.4202),(22 112.12855),(23 114.093506),(24 112.60105),(25 113.89788),(26 114.124435),(27 115.05808),(28 115.634995),(29 115.56774),(30 116.75887),(31 116.25101),(32 116.88553),(33 117.39272),(34 117.26596),(35 117.93062),(36 117.91663),(37 117.4562),(38 118.89271),(39 118.917076),(40 118.904655),(41 119.2984),(42 120.1245),(43 120.50937),(44 119.654526),(45 119.53606),(46 119.174835),(47 118.796646),(48 118.32591),(49 118.44162),(50 119.0843),(51 119.34285),(52 119.21253),(53 119.83248),(54 120.50105),(55 120.22425),(56 119.59755),(57 119.38599),(58 120.136665),(59 120.46336),(60 121.77873),(61 122.16641),(62 122.75011),(63 122.1997),(64 121.5185),(65 120.98576),(66 122.915855),(67 123.06103),(68 123.09891),(69 123.66606),(70 123.7366),(71 124.12767),(72 124.71956),(73 125.509766),(74 125.04989),(75 126.330894),(76 126.14942),(77 127.61344),(78 129.30592),(79 128.96196),
(1 57.76328),(2 71.03575),(3 79.96383),(4 85.36296),(5 89.07774),(6 92.79204),(7 95.01407),(8 99.03554),(9 101.52577),(10 103.239525),(11 104.44898),(12 106.259254),(13 107.16197),(14 108.565636),(15 110.03748),(16 110.22704),(17 112.23814),(18 111.810036),(19 112.164375),(20 112.795204),(21 114.0861),(22 114.1759),(23 115.10522),(24 116.24589),(25 118.41096),(26 118.54322),(27 119.59684),(28 121.20079),(29 122.81991),(30 124.20815),(31 123.92824),(32 123.98334),(33 125.36948),(34 125.56316),(35 125.70036),(36 126.5059),(37 126.54522),(38 127.1351),(39 127.9106),(40 127.20395),(41 127.348656),(42 126.203766),(43 125.57598),(44 125.594376),(45 124.045044),(46 123.92413),(47 122.88649),(48 123.66559),(49 122.97603),(50 124.11009),(51 123.27897),(52 123.99335),(53 124.02985),(54 124.833435),(55 125.25782),(56 124.899086),(57 123.64873),(58 123.06852),(59 124.140976),(60 124.85621),(61 125.86781),(62 126.04554),(63 125.23685),(64 124.15209),(65 123.99011),(66 124.52629),(67 124.92673),(68 125.45094),(69 125.9113),(70 125.20478),(71 125.60258),(72 126.10631),(73 127.22487),(74 126.61062),(75 126.34535),(76 126.553215),(77 126.43685),(78 127.35613),(79 126.96005),
(1 56.109352),(2 69.49889),(3 78.54211),(4 83.37844),(5 88.7438),(6 90.667465),(7 93.124954),(8 97.45733),(9 100.46643),(10 101.47057),(11 102.94528),(12 103.597305),(13 105.14055),(14 106.2391),(15 107.28939),(16 108.132065),(17 108.233444),(18 108.37383),(19 109.89824),(20 110.101234),(21 110.02899),(22 109.960144),(23 111.29393),(24 111.77766),(25 112.4909),(26 113.99616),(27 115.781784),(28 118.2073),(29 119.01621),(30 119.98759),(31 120.64587),(32 120.686386),(33 121.105515),(34 121.75505),(35 123.3923),(36 123.032196),(37 123.5562),(38 122.983795),(39 123.434494),(40 122.96602),(41 123.45586),(42 122.68116),(43 121.97831),(44 122.052925),(45 121.91785),(46 121.038734),(47 121.28574),(48 120.68299),(49 121.60717),(50 121.526855),(51 121.20203),(52 121.25861),(53 121.5625),(54 122.535446),(55 122.91985),(56 122.55607),(57 122.56079),(58 123.39435),(59 123.53804),(60 123.934525),(61 123.84388),(62 124.466324),(63 124.288734),(64 123.840904),(65 123.1944),(66 124.99984),(67 125.140816),(68 125.45053),(69 124.87618),(70 124.91956),(71 124.44184),(72 124.71925),(73 123.30438),(74 123.38707),(75 122.56606),(76 122.30093),(77 122.71535),(78 122.79287),(79 122.20356),
(1 57.05775),(2 69.590996),(3 78.81847),(4 83.47154),(5 87.99671),(6 91.10476),(7 93.442314),(8 97.9357),(9 99.05772),(10 101.26527),(11 102.35185),(12 103.74929),(13 105.566475),(14 106.82742),(15 108.613884),(16 108.33753),(17 109.82632),(18 109.60863),(19 110.36567),(20 110.78216),(21 111.68214),(22 111.78299),(23 112.27474),(24 112.34705),(25 113.03673),(26 114.17995),(27 114.543495),(28 115.76099),(29 115.519646),(30 115.44238),(31 116.67201),(32 117.34417),(33 117.35278),(34 117.928856),(35 118.19499),(36 118.73725),(37 119.01492),(38 118.985825),(39 119.278),(40 119.32655),(41 118.57182),(42 118.84025),(43 120.68844),(44 119.62467),(45 121.3086),(46 122.08352),(47 121.70277),(48 122.408226),(49 121.49562),(50 122.138725),(51 122.168274),(52 121.79332),(53 122.4517),(54 123.25855),(55 123.11573),(56 124.1007),(57 124.01507),(58 124.46315),(59 124.07725),(60 123.650116),(61 123.535385),(62 124.01862),(63 123.17253),(64 123.56129),(65 123.91064),(66 123.184875),(67 123.51687),(68 122.54767),(69 122.62945),(70 121.634056),(71 121.13945),(72 120.10221),(73 119.64686),(74 120.07919),(75 119.89563),(76 120.74035),(77 119.90342),(78 119.756035),(79 120.20271),
(1 56.30447),(2 68.97516),(3 77.59779),(4 81.72108),(5 86.12843),(6 90.3686),(7 94.1144),(8 96.41521),(9 98.37745),(10 100.318436),(11 100.999855),(12 101.97981),(13 103.68722),(14 104.07535),(15 107.26182),(16 108.38653),(17 108.80793),(18 109.0941),(19 109.198326),(20 109.879005),(21 110.15251),(22 111.60124),(23 111.99439),(24 110.90251),(25 112.30384),(26 113.72159),(27 113.50535),(28 114.0953),(29 114.38143),(30 115.234),(31 115.51799),(32 116.05959),(33 117.46842),(34 116.94289),(35 117.43859),(36 116.19604),(37 117.41909),(38 117.08075),(39 117.5115),(40 117.78608),(41 118.642006),(42 119.63838),(43 119.78728),(44 119.34097),(45 120.37084),(46 120.575485),(47 120.86239),(48 120.78751),(49 119.247185),(50 120.13999),(51 120.712524),(52 120.46052),(53 121.74127),(54 120.864525),(55 121.85093),(56 121.293976),(57 120.97568),(58 121.55633),(59 121.89052),(60 121.559456),(61 121.980545),(62 122.08688),(63 122.21548),(64 121.43855),(65 124.13719),(66 123.43281),(67 123.6724),(68 124.86216),(69 124.7301),(70 123.7189),(71 123.88352),(72 122.89929),(73 123.27537),(74 122.68595),(75 122.21682),(76 121.89182),(77 120.98323),(78 121.99108),(79 122.209045),
(1 56.542515),(2 69.081314),(3 77.6333),(4 83.08248),(5 87.51588),(6 91.00445),(7 94.97206),(8 98.39447),(9 98.64971),(10 101.35529),(11 102.27634),(12 104.13226),(13 105.38866),(14 106.08202),(15 107.60888),(16 108.09683),(17 109.02564),(18 110.48038),(19 110.082985),(20 110.252365),(21 111.59253),(22 112.214966),(23 113.487366),(24 113.05686),(25 112.73625),(26 113.18858),(27 113.607666),(28 113.83464),(29 114.83047),(30 114.48967),(31 114.785774),(32 116.44103),(33 115.695786),(34 116.96574),(35 117.40399),(36 118.50535),(37 118.15664),(38 117.501274),(39 118.25857),(40 118.162796),(41 118.8629),(42 118.83715),(43 119.32095),(44 118.904106),(45 120.32749),(46 121.15849),(47 121.50778),(48 120.722755),(49 120.39052),(50 119.42914),(51 120.33835),(52 120.65428),(53 120.27107),(54 120.60773),(55 122.0543),(56 122.14079),(57 122.237625),(58 124.349075),(59 123.25052),(60 123.96251),(61 122.97248),(62 122.57329),(63 122.036385),(64 121.78291),(65 122.02899),(66 124.03866),(67 122.608154),(68 124.55872),(69 124.261925),(70 124.76704),(71 125.46379),(72 125.12639),(73 125.34607),(74 124.476456),(75 123.638435),(76 122.85263),(77 122.45556),(78 123.12276),(79 123.7871),
(1 56.195736),(2 69.04913),(3 78.893524),(4 84.07652),(5 88.656654),(6 92.7482),(7 95.81182),(8 98.8081),(9 99.92326),(10 102.46497),(11 103.705795),(12 104.848946),(13 106.23517),(14 106.38526),(15 107.837105),(16 109.00409),(17 109.474014),(18 110.12525),(19 111.0183),(20 111.84322),(21 111.90822),(22 112.87933),(23 114.84913),(24 114.48721),(25 114.41639),(26 115.21734),(27 115.48015),(28 115.82912),(29 116.27847),(30 117.24107),(31 116.10771),(32 117.14213),(33 116.74439),(34 118.0189),(35 118.93578),(36 119.4582),(37 119.16459),(38 119.53125),(39 119.247765),(40 118.47859),(41 119.89816),(42 120.226616),(43 119.844246),(44 120.64885),(45 121.73299),(46 121.8087),(47 122.11274),(48 120.97019),(49 121.22906),(50 120.418495),(51 120.41489),(52 121.483864),(53 122.514366),(54 122.95502),(55 123.68428),(56 122.93943),(57 124.03687),(58 125.462715),(59 126.099686),(60 126.890945),(61 125.72014),(62 125.82356),(63 125.316895),(64 125.10173),(65 125.19117),(66 126.06503),(67 125.88243),(68 125.43259),(69 125.937256),(70 126.183815),(71 126.15458),(72 125.509995),(73 125.50148),(74 125.35475),(75 124.78993),(76 124.651215),(77 125.32222),(78 125.7885),(79 126.21081),
