1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 47693.88),(2 141478.5),(3 269680),(4 409453.47),(5 549559.44),(6 704620.8),(7 858526.44),(8 1016330.3),(9 1178977.3),(10 1298552.6),(11 1421897),(12 1547745.4),(13 1679927.9),(14 1832995.5),(15 2009994),(16 2191165.5),(17 2375563.8),(18 2594225.8),(19 2792058.3),(20 2970968.8),(21 3154965.8),(22 3354606),(23 3551340),(24 3799103.8),(25 4004179.8),(26 4242181),(27 4480794.5),(28 4713793.5),(29 5021627.5),(30 5347252),(31 5690096),(32 6048704.5),(33 6352188.5),(34 6612949.5),(35 6834186.5),(36 7044068),(37 7222724.5),(38 7375629.5),(39 7549180),(40 7742970.5),(41 7900038.5),(42 8003388),(43 8081390.5),(44 8082346.5),(45 7986646),(46 7856226.5),(47 7743100.5),(48 7649967.5),(49 7532644.5),(50 7425095.5),(51 7333355.5),(52 7310210.5),(53 7287327.5),(54 7353583.5),(55 7430749.5),(56 7526961.5),(57 7569826),(58 7612549.5),(59 7692142),(60 7723306.5),(61 7876788.5),(62 8042872),(63 8178599.5),(64 8432006),(65 8634553),(66 8863755),(67 9127219),(68 9467304),(69 9669472),(70 10035317),(71 10527551),(72 10958767),(73 11314825),(74 11657471),(75 12126867),(76 12565509),(77 12982941),(78 13465099),(79 13792127),
(1 40.394127),(2 46.539215),(3 51.605377),(4 52.920837),(5 54.403152),(6 55.548267),(7 56.962505),(8 57.80689),(9 58.28693),(10 59.28962),(11 59.286854),(12 59.6594),(13 59.92735),(14 60.606445),(15 60.865128),(16 60.619644),(17 61.054096),(18 61.05023),(19 60.9967),(20 61.178787),(21 61.00234),(22 60.474525),(23 60.870262),(24 60.57604),(25 61.65466),(26 61.188915),(27 62.24105),(28 62.094406),(29 62.072838),(30 61.992756),(31 61.67285),(32 61.771942),(33 62.19482),(34 62.63479),(35 62.311897),(36 62.214443),(37 62.537205),(38 62.357647),(39 63.00317),(40 62.87912),(41 63.07208),(42 63.169254),(43 62.400906),(44 62.397995),(45 63.060688),(46 63.2075),(47 63.054222),(48 62.448242),(49 62.919235),(50 63.2821),(51 63.211586),(52 63.290874),(53 62.745384),(54 62.65716),(55 62.882927),(56 63.22396),(57 63.50736),(58 64.16457),(59 64.02731),(60 63.123596),(61 63.709625),(62 64.21265),(63 63.980896),(64 63.91721),(65 64.47765),(66 64.696594),(67 64.02287),(68 64.48667),(69 64.19149),(70 64.92493),(71 65.008835),(72 65.77955),(73 65.926834),(74 66.92748),(75 66.66698),(76 66.17802),(77 66.19682),(78 67.469124),(79 67.14894),
(1 40.622063),(2 46.391663),(3 51.51311),(4 53.294964),(5 55.009377),(6 55.33727),(7 55.76784),(8 56.747646),(9 57.69737),(10 59.138626),(11 58.97747),(12 59.32199),(13 59.31197),(14 59.979263),(15 61.03538),(16 60.69393),(17 61.092724),(18 61.132748),(19 60.50845),(20 60.01898),(21 60.202805),(22 61.118866),(23 61.07036),(24 61.46292),(25 62.23293),(26 62.451336),(27 62.22761),(28 62.147327),(29 62.32939),(30 61.98774),(31 61.37835),(32 61.55772),(33 61.67635),(34 62.292305),(35 62.568085),(36 62.614086),(37 62.49882),(38 63.07693),(39 63.46716),(40 63.19692),(41 63.461575),(42 63.90858),(43 62.81512),(44 63.19036),(45 63.39592),(46 63.71716),(47 63.497166),(48 63.293835),(49 63.070618),(50 62.80927),(51 63.628365),(52 63.762955),(53 63.62288),(54 63.63799),(55 63.47243),(56 63.044273),(57 62.70329),(58 64.18467),(59 63.98928),(60 63.918823),(61 64.09482),(62 64.300316),(63 64.46512),(64 64.14608),(65 64.292),(66 64.661575),(67 64.58833),(68 65.17725),(69 65.17783),(70 65.438866),(71 66.72657),(72 66.94647),(73 67.89683),(74 68.34577),(75 68.48858),(76 68.474106),(77 69.048386),(78 68.942894),(79 68.661064),
(1 40.188877),(2 46.54003),(3 51.113358),(4 52.96378),(5 54.690796),(6 55.88896),(7 56.956024),(8 57.732502),(9 57.723682),(10 58.674652),(11 58.358334),(12 58.93372),(13 58.964783),(14 59.52233),(15 61.09133),(16 61.05278),(17 61.26383),(18 61.06621),(19 60.58409),(20 60.81297),(21 61.484055),(22 60.72702),(23 60.53787),(24 60.49272),(25 61.473633),(26 61.813232),(27 61.934402),(28 61.50242),(29 60.73022),(30 60.576633),(31 60.809162),(32 60.55589),(33 61.026115),(34 61.95182),(35 62.269943),(36 61.545513),(37 62.194904),(38 62.452118),(39 62.97319),(40 63.077255),(41 63.253273),(42 63.317806),(43 63.13125),(44 63.419956),(45 64.02174),(46 63.81721),(47 63.719788),(48 63.720737),(49 64.10343),(50 64.340546),(51 64.839355),(52 64.13728),(53 64.18009),(54 63.69983),(55 63.12377),(56 62.899914),(57 62.593597),(58 62.78612),(59 63.027023),(60 62.919254),(61 63.06235),(62 63.19957),(63 64.8965),(64 63.70985),(65 63.880108),(66 63.752937),(67 64.18923),(68 64.298035),(69 64.288795),(70 64.76045),(71 65.469666),(72 65.16646),(73 65.296135),(74 66.12771),(75 66.81025),(76 67.33934),(77 67.62745),(78 68.032936),(79 68.18162),
(1 39.636158),(2 45.452),(3 49.505043),(4 52.312695),(5 53.374958),(6 54.368484),(7 55.2278),(8 55.70425),(9 56.592167),(10 57.213455),(11 57.511044),(12 57.911644),(13 58.256702),(14 58.904285),(15 60.0537),(16 59.415405),(17 59.48922),(18 59.82159),(19 59.236504),(20 59.657513),(21 60.54241),(22 60.304836),(23 60.16356),(24 60.841656),(25 61.53553),(26 61.447144),(27 61.044132),(28 61.32087),(29 61.29753),(30 60.74919),(31 60.676468),(32 61.049175),(33 61.92924),(34 61.15931),(35 62.366306),(36 60.905),(37 62.387093),(38 62.29024),(39 63.23422),(40 63.734524),(41 64.04339),(42 63.423832),(43 63.55539),(44 63.746136),(45 64.09254),(46 64.01207),(47 63.807396),(48 63.500835),(49 63.190815),(50 63.460796),(51 63.51861),(52 63.52767),(53 63.418785),(54 63.48249),(55 62.539864),(56 62.525166),(57 62.45868),(58 62.43435),(59 62.38659),(60 61.99799),(61 62.182667),(62 62.31389),(63 63.093605),(64 63.02928),(65 63.101334),(66 63.01413),(67 63.41227),(68 63.26669),(69 63.11314),(70 63.552982),(71 64.69572),(72 64.784035),(73 65.35042),(74 65.45421),(75 66.13818),(76 66.2724),(77 66.662445),(78 67.55141),(79 67.21389),
(1 40.050606),(2 46.07966),(3 50.088814),(4 52.17037),(5 53.51642),(6 54.83755),(7 55.999134),(8 56.094143),(9 57.048416),(10 58.00257),(11 58.43951),(12 59.06168),(13 58.685345),(14 59.696655),(15 60.9061),(16 60.70311),(17 60.676823),(18 61.18254),(19 60.320248),(20 60.25974),(21 60.990005),(22 60.876484),(23 61.270832),(24 60.990692),(25 61.267254),(26 61.649807),(27 61.617935),(28 61.407204),(29 60.70102),(30 60.947723),(31 60.742508),(32 61.35357),(33 62.0287),(34 62.99285),(35 62.821896),(36 62.529556),(37 63.30932),(38 62.660416),(39 64.26471),(40 63.61774),(41 63.434296),(42 64.55921),(43 63.81469),(44 63.34261),(45 63.337307),(46 63.702896),(47 63.679333),(48 63.316998),(49 63.532825),(50 64.491234),(51 63.90924),(52 64.08357),(53 63.224545),(54 63.841976),(55 63.11275),(56 63.49078),(57 64.227745),(58 64.51919),(59 64.34068),(60 64.16019),(61 64.117516),(62 64.63726),(63 65.07018),(64 64.8949),(65 64.77288),(66 65.000114),(67 65.07775),(68 65.4543),(69 65.476974),(70 66.075905),(71 66.4426),(72 66.85016),(73 67.3063),(74 67.59024),(75 67.98297),(76 68.39485),(77 68.30993),(78 68.89199),(79 68.690605),
(1 40.02578),(2 45.671753),(3 50.229294),(4 51.794106),(5 53.617764),(6 54.76091),(7 55.44074),(8 56.405167),(9 56.073963),(10 57.44591),(11 57.375782),(12 58.128475),(13 58.968765),(14 59.569233),(15 60.560715),(16 60.789745),(17 60.963528),(18 61.42366),(19 60.991108),(20 61.203842),(21 61.219368),(22 60.975044),(23 60.76433),(24 60.242878),(25 60.634342),(26 61.033966),(27 60.67845),(28 60.516727),(29 60.41886),(30 59.69414),(31 59.88897),(32 59.57875),(33 59.792927),(34 60.46684),(35 60.767788),(36 60.59415),(37 60.089848),(38 61.252182),(39 61.05167),(40 60.92631),(41 60.648315),(42 61.339375),(43 61.23883),(44 61.33774),(45 61.20048),(46 61.3544),(47 61.62192),(48 61.259834),(49 61.404526),(50 61.78637),(51 62.075554),(52 61.79324),(53 62.426155),(54 62.018734),(55 61.986797),(56 61.841774),(57 61.830338),(58 62.396294),(59 62.285755),(60 62.48559),(61 62.447823),(62 62.7031),(63 62.95627),(64 63.236343),(65 63.51382),(66 63.59947),(67 63.88345),(68 63.430317),(69 63.88048),(70 64.28234),(71 63.944977),(72 64.057365),(73 64.644485),(74 65.116684),(75 65.65844),(76 65.81952),(77 66.21129),(78 67.39303),(79 67.324356),
(1 39.40472),(2 45.238495),(3 49.867447),(4 51.294643),(5 52.475357),(6 54.00685),(7 55.024654),(8 55.600216),(9 55.756912),(10 56.30855),(11 56.72428),(12 57.098976),(13 57.895935),(14 58.502132),(15 58.775898),(16 59.018467),(17 59.49506),(18 59.61192),(19 58.79783),(20 59.257984),(21 59.500763),(22 60.01901),(23 59.32334),(24 59.530106),(25 59.668453),(26 59.748398),(27 60.31173),(28 60.86286),(29 60.4682),(30 59.861057),(31 59.593266),(32 60.143604),(33 61.25932),(34 61.37691),(35 61.329372),(36 61.597107),(37 61.85625),(38 61.758347),(39 62.119904),(40 62.125443),(41 61.532387),(42 62.12955),(43 62.40233),(44 62.500526),(45 62.820683),(46 63.162045),(47 63.13028),(48 62.060913),(49 62.475185),(50 62.8939),(51 63.16886),(52 62.96734),(53 62.820545),(54 62.938416),(55 63.19841),(56 62.44778),(57 63.259167),(58 62.762062),(59 61.965065),(60 62.05973),(61 62.41967),(62 62.40683),(63 63.000736),(64 62.68388),(65 63.000603),(66 62.90002),(67 63.255535),(68 63.914642),(69 63.459377),(70 64.01226),(71 64.68183),(72 65.19463),(73 65.13742),(74 65.71439),(75 67.59053),(76 67.04986),(77 67.2255),(78 66.965294),(79 67.60672),
(1 39.092678),(2 45.19387),(3 49.613167),(4 51.38188),(5 52.83225),(6 53.568634),(7 53.942245),(8 54.61123),(9 55.75641),(10 56.225056),(11 56.809498),(12 57.40332),(13 58.15586),(14 58.451332),(15 58.906673),(16 58.456646),(17 58.930256),(18 59.862118),(19 59.48918),(20 59.89135),(21 60.726204),(22 59.88405),(23 59.86023),(24 60.103745),(25 61.096638),(26 61.65989),(27 62.273422),(28 61.86033),(29 61.002808),(30 61.380413),(31 61.14867),(32 61.126274),(33 60.87183),(34 61.49571),(35 61.226894),(36 60.87562),(37 61.041714),(38 61.3315),(39 61.555824),(40 61.893517),(41 62.02685),(42 62.986206),(43 62.88722),(44 62.565605),(45 62.305832),(46 62.221058),(47 61.89004),(48 61.978767),(49 61.37764),(50 62.00059),(51 62.319195),(52 62.684654),(53 63.085033),(54 63.151108),(55 62.68212),(56 62.417965),(57 62.346405),(58 62.228962),(59 62.187252),(60 61.98171),(61 61.596947),(62 61.64244),(63 61.77444),(64 61.92017),(65 62.365807),(66 62.858253),(67 62.857056),(68 62.861996),(69 63.435177),(70 63.391808),(71 63.88293),(72 64.19164),(73 64.86079),(74 64.85085),(75 66.02259),(76 65.79249),(77 66.10504),(78 65.83477),(79 65.25122),
(1 39.017506),(2 44.478745),(3 48.47651),(4 50.761185),(5 52.463),(6 53.4066),(7 54.60693),(8 55.67521),(9 55.874348),(10 56.031017),(11 55.979004),(12 56.811733),(13 56.68112),(14 57.233944),(15 58.197002),(16 58.71761),(17 58.92651),(18 58.974102),(19 58.62466),(20 58.918587),(21 58.47059),(22 59.546467),(23 59.182186),(24 59.780666),(25 60.65305),(26 60.38586),(27 60.17176),(28 60.059948),(29 60.34016),(30 59.47876),(31 59.02429),(32 59.62742),(33 59.9846),(34 60.323013),(35 60.348824),(36 59.94696),(37 60.743805),(38 60.508404),(39 61.80108),(40 61.68667),(41 61.195313),(42 61.39636),(43 61.64099),(44 61.961613),(45 62.145317),(46 61.690216),(47 61.556946),(48 61.778835),(49 61.08483),(50 61.690964),(51 61.99484),(52 62.0168),(53 62.246098),(54 62.39124),(55 63.032425),(56 61.8563),(57 61.20489),(58 61.93101),(59 61.522606),(60 61.34369),(61 61.535538),(62 61.573395),(63 62.991386),(64 62.278248),(65 62.562843),(66 61.99054),(67 62.517715),(68 62.401165),(69 62.321594),(70 63.38784),(71 63.68625),(72 62.953285),(73 63.51598),(74 64.00919),(75 65.219124),(76 64.92916),(77 65.05515),(78 65.24917),(79 65.24474),
(1 39.796604),(2 46.061195),(3 50.063866),(4 51.77061),(5 52.787106),(6 54.19421),(7 55.595352),(8 57.19153),(9 56.663666),(10 57.487633),(11 57.571587),(12 58.89595),(13 59.56106),(14 60.418365),(15 61.042683),(16 61.077072),(17 61.42731),(18 61.735474),(19 61.181976),(20 61.4289),(21 61.36101),(22 61.36968),(23 61.001987),(24 61.22009),(25 61.802467),(26 61.70627),(27 62.08049),(28 61.57854),(29 61.716625),(30 61.164085),(31 61.545197),(32 61.88211),(33 62.258667),(34 61.736942),(35 62.574154),(36 61.750027),(37 61.932728),(38 62.353592),(39 63.48753),(40 63.594414),(41 63.35636),(42 63.627815),(43 63.425484),(44 63.681942),(45 63.313324),(46 63.87556),(47 63.55824),(48 63.46196),(49 63.048977),(50 63.24717),(51 64.02712),(52 63.75431),(53 63.417427),(54 63.863205),(55 63.52895),(56 63.677185),(57 63.821148),(58 63.753822),(59 63.15421),(60 62.982357),(61 63.366226),(62 63.407726),(63 63.423767),(64 63.5383),(65 63.81011),(66 64.00534),(67 64.24401),(68 65.073135),(69 63.714455),(70 64.59186),(71 64.78495),(72 64.3556),(73 65.51206),(74 65.072586),(75 66.47833),(76 66.49267),(77 66.05171),(78 66.76003),(79 66.55655),
(1 38.502396),(2 44.187363),(3 48.252068),(4 50.299763),(5 51.663578),(6 53.069187),(7 53.757114),(8 54.38944),(9 54.957413),(10 56.197277),(11 56.554268),(12 56.76174),(13 57.58534),(14 58.402435),(15 58.552658),(16 59.25137),(17 59.58497),(18 59.285133),(19 59.05807),(20 59.21452),(21 59.345005),(22 60.921635),(23 60.273357),(24 60.042362),(25 60.24898),(26 59.99486),(27 60.283813),(28 59.611847),(29 58.713936),(30 59.378418),(31 59.51358),(32 59.2824),(33 59.803226),(34 59.828175),(35 59.752747),(36 60.006054),(37 60.100967),(38 59.93843),(39 60.65532),(40 60.12511),(41 60.870495),(42 61.33241),(43 60.503517),(44 60.410385),(45 61.351685),(46 61.10458),(47 60.743076),(48 60.832832),(49 61.240013),(50 61.845535),(51 62.392094),(52 62.21103),(53 61.52482),(54 62.0196),(55 61.21975),(56 60.49096),(57 60.540424),(58 61.05396),(59 60.790455),(60 60.847572),(61 62.039707),(62 61.48543),(63 62.107384),(64 61.505974),(65 61.471146),(66 61.42209),(67 61.14783),(68 61.095844),(69 61.65294),(70 62.2059),(71 62.593224),(72 63.478077),(73 64.05205),(74 63.476402),(75 64.019394),(76 64.641846),(77 64.35952),(78 64.61816),(79 64.88741),
(1 39.05899),(2 44.232933),(3 47.987377),(4 49.962467),(5 51.354397),(6 52.430607),(7 53.810165),(8 54.343094),(9 55.385563),(10 56.103508),(11 56.640106),(12 57.759926),(13 57.548405),(14 57.803734),(15 58.3872),(16 59.02333),(17 59.26957),(18 58.864315),(19 58.14179),(20 58.86083),(21 58.42043),(22 59.318466),(23 58.52644),(24 59.118736),(25 59.48501),(26 59.14926),(27 59.469135),(28 60.29765),(29 59.86859),(30 59.52889),(31 60.26944),(32 60.5162),(33 60.663925),(34 60.34928),(35 60.62806),(36 60.6554),(37 60.941433),(38 60.71053),(39 61.666477),(40 61.479267),(41 61.680435),(42 61.282463),(43 61.05808),(44 61.701874),(45 61.317307),(46 61.221584),(47 61.359035),(48 61.065514),(49 62.038162),(50 62.242096),(51 62.179356),(52 61.12436),(53 60.594395),(54 60.648373),(55 60.385868),(56 60.890366),(57 60.598072),(58 61.242817),(59 60.17434),(60 60.54176),(61 61.09737),(62 61.387993),(63 61.157654),(64 61.613644),(65 61.765133),(66 61.910236),(67 62.270985),(68 61.667786),(69 61.70778),(70 62.33638),(71 62.776302),(72 62.56216),(73 63.246727),(74 63.64233),(75 64.56364),(76 64.62848),(77 64.27863),(78 65.93966),(79 65.51661),
(1 38.52272),(2 44.554253),(3 48.10725),(4 49.988373),(5 51.019093),(6 52.139114),(7 53.53756),(8 54.603848),(9 55.348877),(10 55.9541),(11 56.342007),(12 57.49043),(13 58.87055),(14 58.798477),(15 59.64241),(16 59.014355),(17 59.298557),(18 59.019314),(19 58.601997),(20 58.58137),(21 58.11705),(22 58.09711),(23 58.475475),(24 58.11157),(25 58.81472),(26 58.62699),(27 59.323383),(28 59.69567),(29 59.280678),(30 58.981487),(31 59.11083),(32 59.93069),(33 60.30406),(34 60.80991),(35 60.266586),(36 59.38906),(37 60.04585),(38 59.647614),(39 61.17342),(40 60.418507),(41 60.28417),(42 60.99386),(43 60.998154),(44 61.08867),(45 61.562004),(46 61.544106),(47 61.061954),(48 60.852436),(49 61.01112),(50 61.20392),(51 61.103504),(52 62.06686),(53 61.93178),(54 62.067627),(55 61.4895),(56 61.282227),(57 60.9071),(58 61.68624),(59 61.418385),(60 61.212143),(61 61.42796),(62 60.84894),(63 61.062653),(64 61.323124),(65 61.83856),(66 61.355877),(67 61.38857),(68 61.73215),(69 62.088936),(70 61.99075),(71 61.925217),(72 62.83825),(73 63.710007),(74 62.600285),(75 64.168015),(76 63.738583),(77 63.827618),(78 64.40267),(79 64.0905),
(1 37.831566),(2 43.463463),(3 47.893784),(4 49.520638),(5 50.59726),(6 51.73737),(7 52.58865),(8 53.267113),(9 53.94616),(10 54.55117),(11 54.794884),(12 55.643795),(13 56.62428),(14 57.10242),(15 58.60231),(16 58.373203),(17 57.9863),(18 58.09363),(19 57.340763),(20 57.46955),(21 57.682354),(22 57.575287),(23 57.349514),(24 57.317677),(25 57.877163),(26 57.78641),(27 58.48796),(28 58.213745),(29 57.686474),(30 57.60312),(31 58.369408),(32 58.151783),(33 58.610615),(34 59.223488),(35 58.890167),(36 58.55835),(37 59.23273),(38 59.354668),(39 59.743404),(40 59.475555),(41 60.040592),(42 59.63396),(43 59.94032),(44 59.86799),(45 59.94618),(46 59.68184),(47 59.428326),(48 59.652195),(49 58.951546),(50 59.765694),(51 59.60278),(52 60.53758),(53 59.883858),(54 60.151905),(55 59.202126),(56 59.483925),(57 59.68537),(58 60.33343),(59 59.915882),(60 60.370052),(61 59.736824),(62 60.079998),(63 59.69225),(64 59.68521),(65 60.244926),(66 60.856255),(67 60.2835),(68 60.31064),(69 60.440018),(70 60.55807),(71 61.16314),(72 61.329205),(73 62.10669),(74 61.893078),(75 63.08341),(76 62.898193),(77 62.941193),(78 63.16057),(79 63.095406),
(1 37.789467),(2 43.463264),(3 47.44702),(4 49.460518),(5 50.752472),(6 52.20376),(7 53.25991),(8 54.70404),(9 54.724293),(10 56.110676),(11 55.67143),(12 55.49906),(13 55.9491),(14 56.48785),(15 57.329388),(16 57.631012),(17 57.846405),(18 57.7393),(19 57.115982),(20 56.990566),(21 57.677094),(22 58.69162),(23 57.667656),(24 57.538322),(25 57.95382),(26 57.78061),(27 58.438656),(28 58.60025),(29 58.36979),(30 57.572445),(31 57.884018),(32 58.02269),(33 58.19405),(34 58.13571),(35 59.56465),(36 58.892178),(37 58.95169),(38 59.71811),(39 59.787018),(40 59.487904),(41 59.604317),(42 60.145496),(43 60.30327),(44 61.486603),(45 60.830276),(46 60.472897),(47 60.69239),(48 59.732098),(49 59.58257),(50 60.512882),(51 61.3198),(52 61.540524),(53 61.09575),(54 61.283535),(55 61.761414),(56 61.149555),(57 60.964043),(58 61.550083),(59 60.938652),(60 60.66412),(61 61.234333),(62 61.13699),(63 61.053413),(64 60.638355),(65 60.423218),(66 60.322273),(67 60.640762),(68 60.57728),(69 60.412918),(70 60.551144),(71 60.721447),(72 61.25004),(73 62.693638),(74 62.812634),(75 62.46772),(76 63.46552),(77 63.895603),(78 64.552795),(79 64.54483),
(1 37.85172),(2 43.64331),(3 48.22193),(4 50.31884),(5 50.744625),(6 51.82372),(7 53.21465),(8 54.215916),(9 54.892807),(10 55.403427),(11 55.15332),(12 55.365685),(13 55.820244),(14 56.74989),(15 58.096485),(16 57.563572),(17 57.78517),(18 57.814545),(19 57.182762),(20 57.92518),(21 57.99323),(22 58.85395),(23 58.394127),(24 58.426407),(25 58.554905),(26 57.779488),(27 58.659702),(28 58.778355),(29 59.12517),(30 58.867367),(31 58.209866),(32 58.160564),(33 58.384796),(34 58.592346),(35 59.298832),(36 58.635246),(37 58.8326),(38 59.174145),(39 59.657658),(40 59.932137),(41 59.86993),(42 60.46937),(43 60.07932),(44 59.53895),(45 59.85098),(46 59.901245),(47 59.79585),(48 59.301075),(49 59.181274),(50 59.29381),(51 60.615475),(52 60.717773),(53 60.330776),(54 59.617104),(55 59.361908),(56 59.13655),(57 59.774143),(58 60.51888),(59 60.022423),(60 59.545696),(61 60.186275),(62 60.238995),(63 60.92819),(64 60.666977),(65 60.823967),(66 61.255325),(67 61.549534),(68 61.776943),(69 61.46436),(70 61.408493),(71 61.601547),(72 61.079887),(73 61.415485),(74 62.126045),(75 63.23624),(76 62.836994),(77 63.097935),(78 62.92656),(79 63.31056),
(1 38.16671),(2 44.32997),(3 48.419216),(4 50.579723),(5 51.17868),(6 52.18419),(7 53.40773),(8 53.724392),(9 54.321144),(10 55.077843),(11 55.481747),(12 55.916916),(13 56.658646),(14 57.6789),(15 58.90921),(16 57.672672),(17 58.820538),(18 58.761337),(19 58.435043),(20 58.53232),(21 58.768982),(22 58.530636),(23 57.87307),(24 56.97898),(25 58.31687),(26 58.658787),(27 58.45958),(28 58.941467),(29 58.67943),(30 58.494816),(31 58.96216),(32 58.950035),(33 59.513035),(34 59.587734),(35 59.67501),(36 59.462452),(37 60.034023),(38 60.205303),(39 60.820156),(40 60.899456),(41 60.821037),(42 60.400845),(43 60.157867),(44 60.368176),(45 61.17829),(46 61.64669),(47 60.770054),(48 61.390354),(49 60.843384),(50 61.387527),(51 61.473408),(52 61.936848),(53 61.495842),(54 61.70388),(55 61.997448),(56 61.336697),(57 61.550884),(58 62.51599),(59 61.86804),(60 61.748295),(61 61.82766),(62 62.269363),(63 62.36319),(64 61.710766),(65 62.194767),(66 62.04173),(67 62.04478),(68 61.75083),(69 61.587242),(70 61.611015),(71 62.888245),(72 62.722763),(73 63.234074),(74 63.71568),(75 64.16461),(76 64.44011),(77 64.72939),(78 65.31953),(79 65.228935),
